from_stop,AI,AL,AM,AP,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DL,DV,DW,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FX,FY,GE,GN,GP,GR,HA,HI,HN,HR,HX,IB,IC,IJ,IS,JB,JH,JQ,JS,JX,JZ,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MF,MG,MH,MN,MP,MT,NB,NL,NM,NR,NU,NV,NY,NZ,OD,OP,OS,OW,OZ,PD,PJ,PK,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RH,RK,RL,RN,RX,RZ,SB,SM,SN,SQ,SR,ST,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WT,WV,WW,WZ,XE,XH,XI,XJ,XV,YC,YW,YX,YZ,ZH,ZK,ZM,ZV
LX,127.4,182.5,133.6,1004.3,846.5,715.3,830.3,869.3,1219.7,877.2,829.1,1036.9,822.6,46.4,970.2,1055.2,834.3,480.4,237.2,1030.7,958.6,1112.6,117.4,400.5,743.1,769.6,414.9,803.5,745.5,1088.4,888.1,1039.4,875.6,627.8,864.0,1076.6,1169.8,145.1,1085.6,990.4,974.2,882.4,993.7,785.9,675.4,833.7,928.5,1075.7,1077.8,89.2,182.8,499.3,811.7,907.5,621.0,1013.8,240.0,867.2,590.7,213.9,1078.3,898.3,0.0,1023.5,844.2,837.0,460.8,871.6,898.9,789.1,46.8,1075.1,960.1,1012.9,1077.4,993.0,869.0,909.3,188.7,248.6,1069.9,1009.7,931.9,899.4,661.3,446.0,785.5,1060.9,101.5,343.3,332.8,1086.4,1038.1,898.5,288.3,720.9,418.3,1057.3,825.9,397.9,1029.0,819.2,996.4,1062.0,364.5,1017.2,1092.9,996.4,335.9,368.3,837.4,703.7,1044.6,1176.5,1064.4,472.4,602.0,185.5,873.8,915.8,792.4,842.8,657.8,768.0,503.6,894.0,815.0,780.6,176.9,848.1,979.8,871.8,106.5,842.6,180.8,988.2,794.6,52.0,166.6,932.9,1202.9,817.5,1033.3,693.1,349.4,651.7,845.8,1153.3,851.5,1002.1,922.1,1013.6
MF,1027.7,1000.4,953.8,81.4,481.5,424.9,365.4,504.4,222.0,259.4,432.3,102.9,288.4,1035.1,157.0,188.7,375.4,646.0,916.7,96.7,135.0,134.8,926.8,862.0,436.8,372.8,809.3,379.4,403.6,115.2,523.1,51.2,209.7,510.3,224.1,118.8,172.1,1045.4,197.3,90.4,100.2,228.6,90.4,340.2,530.8,278.4,160.1,185.7,202.9,951.7,836.6,655.1,397.5,542.5,620.0,43.6,939.0,336.7,605.4,828.5,170.4,478.1,988.6,0.0,437.2,372.7,683.4,214.9,234.2,489.5,1035.5,97.3,120.6,148.0,98.7,85.3,216.4,223.8,972.5,899.6,76.7,102.0,166.7,195.5,673.8,624.5,493.9,147.0,1001.8,825.0,817.3,108.6,169.0,206.7,770.2,515.1,842.2,191.4,318.2,663.2,106.9,373.5,131.5,154.2,838.5,114.8,135.1,149.9,798.9,715.6,339.0,385.1,111.7,178.8,122.6,739.5,605.0,858.7,385.2,223.8,342.2,457.8,434.0,401.4,635.5,206.4,430.5,418.8,886.1,231.0,136.2,238.7,1006.8,271.7,855.3,128.1,397.8,974.1,945.7,162.9,205.2,392.3,73.5,399.5,709.0,566.9,413.6,155.6,296.2,94.4,161.3,79.7
MG,757.4,859.7,810.8,372.0,114.2,160.5,91.9,132.2,542.7,229.4,17.0,348.6,177.6,832.0,321.3,417.4,71.5,435.1,900.5,354.8,311.1,468.8,721.7,588.5,132.5,88.1,519.3,38.7,143.5,411.4,155.8,406.8,227.8,288.6,216.2,449.5,492.8,780.0,408.6,364.3,326.4,237.4,367.6,95.4,309.1,162.8,304.1,437.9,400.8,766.4,626.6,369.9,44.1,170.3,265.7,381.2,917.2,94.9,271.4,618.5,455.4,130.6,785.5,396.4,0.0,74.2,409.9,223.8,231.7,130.3,832.4,442.5,309.6,375.1,404.4,360.4,221.2,258.8,745.5,708.5,432.3,391.2,297.8,270.4,319.5,400.7,134.7,383.9,736.4,563.1,576.2,426.9,400.3,264.9,478.7,164.4,568.7,476.4,143.6,371.7,396.4,125.0,356.5,385.0,565.0,343.9,460.3,312.4,555.7,424.1,116.6,152.3,417.5,499.5,392.9,395.0,282.7,667.6,119.5,279.5,128.9,71.7,212.3,91.8,368.3,249.0,76.2,157.5,690.1,197.6,343.2,226.8,741.4,192.1,650.2,347.6,82.6,771.0,843.8,285.1,525.9,54.7,408.2,177.8,417.5,216.2,78.1,476.3,144.2,369.5,276.0,368.8
MH,743.8,841.2,792.3,331.3,95.7,170.3,125.3,119.1,517.2,189.0,76.0,308.2,208.4,813.5,280.9,377.0,2.7,416.6,882.0,314.4,270.7,437.8,703.2,546.8,156.0,109.7,500.8,103.2,149.0,385.9,137.3,366.4,187.4,214.3,175.8,437.6,467.3,761.5,383.1,323.9,286.0,268.2,323.9,110.8,234.8,122.4,266.4,397.5,375.3,747.9,613.0,351.4,24.7,158.5,247.2,340.8,898.7,128.3,252.9,604.9,415.0,105.3,767.0,350.5,64.4,0.0,391.4,183.4,284.7,116.7,813.9,402.1,307.5,334.7,376.7,320.0,180.8,295.1,726.2,690.0,391.9,350.8,251.9,230.0,301.0,382.2,121.1,358.4,717.9,544.6,547.4,395.9,359.9,219.0,460.2,143.8,527.0,436.0,176.7,353.2,356.0,140.4,316.1,359.5,523.3,303.5,453.9,266.5,537.2,405.6,132.0,138.7,371.6,474.0,361.9,376.5,309.0,649.1,39.3,239.1,162.0,86.7,138.0,96.2,339.5,218.8,57.7,159.7,676.4,177.9,302.8,257.6,722.9,228.4,631.7,302.0,82.1,752.5,825.3,244.7,500.4,19.5,362.3,103.5,399.0,202.6,40.8,450.8,103.8,325.8,235.6,328.4
MN,446.9,544.3,495.4,723.7,467.6,535.9,546.4,490.5,745.3,581.4,498.4,700.6,643.2,516.6,673.3,769.4,455.4,153.5,618.9,706.8,663.1,710.1,406.3,211.0,563.7,501.6,158.3,522.8,566.1,658.2,509.2,679.2,579.8,318.3,568.2,642.1,695.4,464.6,655.4,716.3,678.4,703.0,716.3,606.5,365.9,514.8,658.8,789.9,647.6,451.0,316.1,115.4,433.6,530.4,328.7,733.2,601.8,534.4,283.7,308.0,807.4,519.4,470.1,664.5,486.8,458.1,0.0,575.8,665.8,422.7,517.0,680.1,619.4,727.1,649.0,712.4,573.2,676.2,429.3,393.1,718.1,743.2,644.3,622.4,369.0,119.1,423.8,630.7,421.0,174.0,229.6,668.2,752.3,611.4,163.3,386.4,191.2,877.9,556.7,90.1,748.4,639.8,708.5,631.8,187.5,695.9,658.4,658.9,147.9,142.5,571.4,462.7,764.0,702.1,634.2,88.5,272.4,352.2,497.5,631.5,613.0,482.6,348.3,458.4,307.4,611.2,449.6,521.9,379.5,570.3,695.2,692.4,426.0,663.2,334.8,694.4,474.0,455.6,528.4,637.1,728.5,438.6,754.7,383.6,135.9,344.4,466.9,678.9,496.2,718.2,628.0,720.8
MP,845.6,943.0,894.1,167.1,322.4,242.6,163.5,345.8,358.3,57.5,230.4,135.6,122.9,915.3,132.4,228.5,193.4,518.4,938.4,141.8,116.1,291.1,805.0,640.9,294.1,190.5,602.6,218.3,221.3,261.3,364.0,217.9,38.9,308.4,9.2,255.1,308.4,863.3,235.9,151.2,128.0,140.7,151.2,187.7,328.9,76.5,82.9,249.0,228.1,849.7,714.8,453.2,215.5,385.2,418.1,192.3,960.7,134.8,403.5,706.7,263.6,323.8,868.8,202.0,240.6,190.7,493.2,0.0,124.9,307.5,915.7,253.6,124.0,186.2,245.2,178.5,32.3,135.3,828.0,791.8,243.4,195.2,79.0,46.5,471.9,484.0,311.9,216.9,819.7,646.4,641.5,264.9,211.4,35.5,562.0,325.8,621.1,284.6,116.3,455.0,220.4,217.3,167.6,212.3,617.4,128.9,271.4,100.3,639.0,507.4,137.1,202.8,236.0,315.1,220.4,478.3,403.1,750.9,201.3,90.6,140.3,277.5,232.1,252.3,433.6,70.3,248.5,233.2,778.2,77.7,154.3,130.1,824.7,140.2,733.5,135.7,238.7,854.3,927.1,91.8,341.5,210.3,213.8,197.6,500.8,430.3,231.6,291.9,94.3,184.3,52.1,158.5
MT,903.2,1000.6,960.0,185.8,318.4,253.4,182.3,324.6,420.0,123.0,241.9,174.2,67.2,981.2,156.0,238.9,264.8,581.5,1055.2,174.2,119.5,308.6,870.9,671.0,265.3,201.3,674.0,207.9,232.1,265.1,351.6,238.9,79.2,379.8,118.7,308.4,370.1,929.2,301.2,198.2,160.3,65.3,198.2,168.7,400.3,147.9,164.1,259.4,315.1,915.6,772.4,524.6,286.9,362.7,440.0,213.3,1066.4,206.2,474.9,764.3,277.1,386.9,926.4,231.3,243.7,262.1,564.6,137.6,8.3,299.0,973.3,274.6,191.3,196.6,255.9,192.0,85.9,18.7,855.7,857.7,264.4,208.7,128.2,135.0,493.8,555.4,295.4,249.2,885.6,717.8,671.6,283.4,221.8,111.2,633.4,352.0,651.2,298.1,187.7,518.1,239.1,202.0,180.1,265.0,647.5,153.9,333.1,106.9,710.4,578.8,208.5,205.3,263.0,376.8,244.4,549.7,474.5,816.8,225.8,71.1,144.4,340.6,303.5,231.4,505.0,46.6,246.7,247.3,835.9,186.0,161.3,63.0,890.6,73.1,799.4,150.8,218.0,920.2,984.7,93.5,403.2,281.7,234.8,269.0,563.9,403.8,294.7,353.6,165.7,192.7,184.0,168.8
NB,686.6,784.0,735.1,416.3,124.4,112.1,227.1,147.3,590.0,274.0,225.9,393.2,219.4,756.3,365.9,462.0,112.2,359.4,824.8,399.4,355.7,510.6,646.0,512.8,139.9,166.4,443.6,200.3,142.3,458.7,166.0,451.4,272.4,265.2,260.8,510.4,540.1,704.3,455.9,387.2,371.0,279.2,387.2,182.7,312.8,230.5,322.6,482.5,448.1,690.7,555.8,294.2,89.6,185.4,190.0,425.8,841.5,264.0,195.7,547.7,500.0,176.2,709.8,435.5,138.1,114.9,334.2,268.4,287.3,0.0,756.7,480.6,360.0,419.7,449.5,405.0,265.8,306.1,668.7,632.8,476.9,435.8,328.7,296.2,243.8,325.0,69.0,431.2,660.7,487.4,500.5,468.7,444.9,295.3,403.0,93.6,493.0,521.0,222.7,296.0,441.0,216.0,401.1,432.3,489.3,371.3,526.7,350.0,480.0,348.4,234.2,80.2,456.6,546.8,434.7,319.3,207.0,591.9,154.3,312.6,189.2,137.7,253.0,163.3,292.6,290.8,106.4,177.4,619.3,244.9,387.8,268.6,665.7,239.4,574.5,384.5,191.4,695.3,768.1,329.7,573.2,95.4,452.8,218.5,341.8,145.4,123.7,523.6,248.3,414.1,318.9,413.4
NL,174.9,230.0,181.1,1051.8,894.0,762.8,877.8,916.9,1267.2,924.7,876.6,1084.4,870.1,28.7,1017.7,1102.7,881.8,527.9,284.7,1078.2,1006.1,1160.1,164.9,448.0,790.6,817.1,462.4,851.0,793.0,1135.9,935.6,1086.9,923.1,675.3,911.5,1124.1,1217.3,192.6,1133.1,1037.9,1021.7,929.9,1041.2,833.4,722.9,881.2,976.0,1123.2,1125.3,136.7,230.3,546.8,859.2,955.0,668.5,1061.3,287.5,914.7,638.2,261.4,1125.8,945.8,47.4,1071.0,891.7,884.5,508.3,919.1,938.0,836.6,0.0,1122.6,1010.7,1060.4,1128.9,1040.5,916.5,956.8,237.3,296.1,1117.4,1057.2,979.4,946.9,708.8,493.5,833.0,1108.4,149.0,390.8,380.3,1133.9,1085.6,946.0,335.8,768.4,465.8,1104.8,873.4,445.4,1076.5,866.7,1043.9,1109.5,412.0,1064.7,1140.4,1043.9,383.4,415.8,884.9,751.2,1092.1,1224.0,1111.9,519.9,649.5,233.0,921.3,963.3,839.9,890.3,705.3,814.0,551.1,941.5,862.5,828.1,224.5,895.6,1027.3,919.3,154.0,890.1,228.3,1027.7,842.1,99.5,214.1,980.4,1250.4,865.0,1080.8,740.6,396.9,699.2,893.3,1200.8,899.0,1049.6,969.6,1061.1
NM,995.1,1090.7,1043.6,131.1,567.1,485.2,408.2,590.0,132.9,302.2,475.1,145.7,330.7,1064.8,186.3,218.0,438.1,667.9,1007.0,139.5,211.7,29.9,954.5,803.3,497.1,433.1,750.6,463.0,463.9,18.7,608.7,135.9,252.5,540.7,270.3,29.7,83.0,1012.8,118.8,135.2,142.5,271.4,135.2,400.5,573.6,321.2,199.7,215.0,97.4,999.2,864.3,707.7,460.2,629.9,650.4,68.5,1029.3,379.5,635.8,856.2,177.7,568.5,1018.3,106.1,485.3,435.4,624.7,261.1,277.0,530.8,1065.2,0.0,159.8,177.3,65.1,114.6,259.2,266.6,977.5,941.3,164.6,131.3,209.0,237.8,704.2,633.5,556.6,77.5,969.2,766.3,821.9,11.2,198.3,249.0,711.5,568.4,783.5,156.7,361.0,604.5,129.8,462.0,160.8,57.7,779.8,157.6,46.0,192.7,740.2,656.9,381.8,445.4,145.4,89.7,80.5,680.8,635.4,900.4,446.0,266.6,385.0,522.2,476.8,463.2,665.9,248.7,493.2,475.8,927.7,291.3,165.5,281.5,974.2,314.5,883.0,170.9,483.4,1003.8,1036.0,205.7,116.1,455.0,159.6,442.3,650.3,662.6,476.3,66.5,339.0,120.4,207.5,122.5
NR,979.3,952.0,908.5,91.7,381.9,325.3,277.7,401.7,293.0,171.7,305.4,60.4,202.5,989.8,204.4,244.8,299.0,600.7,871.4,66.6,179.1,193.1,881.5,739.8,337.2,273.2,735.1,279.8,304.0,140.5,423.5,144.4,153.1,422.6,123.3,192.9,243.1,1000.1,156.4,27.1,40.9,217.5,30.4,240.6,443.1,190.7,70.6,241.8,162.0,906.4,788.2,567.4,322.0,442.9,511.9,111.9,893.7,249.0,517.7,780.1,226.5,434.9,940.2,104.8,320.5,296.3,609.2,114.1,185.0,370.9,987.1,160.0,0.0,195.4,116.6,144.5,146.5,212.1,928.3,854.3,158.6,158.1,107.4,107.6,565.7,579.2,364.2,96.1,956.5,760.6,743.5,148.1,225.1,130.6,676.2,412.4,723.1,247.5,238.5,569.2,145.2,273.9,178.9,111.9,719.4,91.8,206.1,128.7,753.2,621.6,263.5,282.4,160.8,249.8,99.6,592.5,517.3,813.4,308.8,167.4,216.3,349.6,346.3,301.8,547.8,147.1,318.6,319.2,840.8,131.4,183.6,210.0,961.5,217.0,810.0,140.3,298.2,928.8,897.3,154.8,276.2,315.9,120.9,311.8,611.9,464.2,334.1,226.6,208.5,153.6,60.5,83.3
NU,982.1,1079.5,1030.6,113.9,458.9,379.1,300.0,481.8,289.4,194.0,366.9,146.5,238.2,1051.8,42.4,42.2,329.9,654.9,1031.9,140.3,93.1,222.2,941.5,771.2,430.6,327.0,739.1,354.8,357.8,203.5,500.5,149.0,144.3,444.9,188.4,186.2,239.5,999.8,303.6,168.5,185.1,181.2,168.5,324.2,465.4,213.0,181.1,62.7,282.2,986.2,851.3,589.7,352.0,521.7,554.6,123.4,1054.2,271.3,540.0,843.2,99.8,460.3,1005.3,133.1,377.1,327.2,629.7,179.2,186.8,444.0,1052.2,184.7,195.7,0.0,203.5,87.2,151.0,176.4,955.9,928.3,185.7,68.2,109.3,141.8,608.4,620.5,448.4,262.3,956.2,782.9,771.8,196.0,25.1,171.0,698.5,462.3,751.4,120.8,252.8,591.5,138.6,353.8,15.5,242.5,747.7,135.1,202.5,88.0,775.5,643.9,273.6,339.3,154.2,246.2,225.6,614.8,539.6,887.4,337.8,176.4,276.8,414.0,368.6,388.8,570.1,156.2,385.0,369.7,914.7,217.1,52.0,191.3,961.2,224.3,870.0,95.4,375.2,990.8,1063.6,114.9,272.6,346.8,144.9,334.1,637.3,566.8,368.1,223.0,230.8,80.6,198.3,123.2
NV,1026.4,992.1,952.5,122.2,524.5,447.3,372.6,547.4,200.3,266.6,432.5,124.1,292.8,1033.8,234.3,270.2,402.5,644.7,915.4,128.6,202.8,97.3,999.7,848.5,459.2,395.2,795.8,427.4,426.0,45.4,573.1,127.0,216.9,517.5,243.4,104.9,150.4,1044.1,112.4,108.8,104.6,260.5,108.8,362.6,538.0,285.6,161.8,267.2,118.0,950.4,907.5,662.3,424.6,594.3,627.2,122.6,937.7,343.9,612.6,899.4,178.6,532.9,987.3,118.7,449.7,399.8,669.9,234.2,257.0,492.9,1034.2,67.3,121.9,227.3,0.0,164.8,223.6,257.7,971.5,898.3,155.7,183.5,164.1,199.9,681.0,623.2,514.0,59.1,1000.5,811.5,865.1,63.2,250.5,204.1,756.7,530.5,828.7,157.6,325.4,649.7,175.5,395.9,210.8,74.9,825.0,148.5,113.4,181.8,785.4,702.1,346.2,400.5,188.7,157.1,15.1,726.0,612.2,857.4,410.4,231.1,349.4,479.6,441.2,425.3,642.7,210.8,457.6,439.7,877.8,253.4,215.5,270.6,1005.5,280.7,928.2,166.9,440.8,972.8,944.4,196.8,183.5,419.4,148.7,406.7,703.3,589.3,442.5,133.9,303.4,173.9,181.7,113.6
NY,968.9,1054.6,1017.4,52.9,445.7,365.9,286.8,468.6,228.4,180.8,353.7,92.3,225.0,1038.6,93.3,103.3,316.7,641.7,970.9,86.1,71.3,161.2,928.3,753.0,417.4,313.8,725.9,341.6,344.6,142.5,487.3,88.0,131.1,431.7,176.5,125.2,178.5,986.6,257.2,120.6,108.0,179.6,120.6,311.0,452.2,199.8,96.5,100.3,221.2,973.0,838.1,576.5,338.8,506.7,541.4,62.4,993.2,258.1,526.8,830.0,85.0,447.1,992.1,72.1,368.8,314.0,616.5,167.3,185.2,430.8,1039.0,123.7,139.0,84.3,140.7,0.0,137.8,174.8,937.7,915.1,113.5,16.6,121.1,149.9,595.2,607.3,435.2,196.9,943.0,769.7,753.6,135.0,83.6,161.1,685.3,456.1,733.2,106.0,239.6,578.3,77.6,340.6,67.8,181.5,729.5,47.8,141.5,100.9,762.3,630.7,260.4,326.1,93.2,185.2,164.6,601.6,526.4,874.2,324.6,174.8,263.6,400.8,355.4,376.7,556.9,143.0,371.8,360.1,901.6,201.9,72.5,189.7,948.0,222.7,856.8,58.1,362.0,977.6,999.9,93.1,211.6,333.6,89.4,320.9,624.1,553.6,354.9,162.0,217.6,9.1,113.7,62.2
NZ,831.0,928.4,879.5,150.4,307.8,228.0,148.9,331.2,325.9,42.9,215.8,127.3,108.3,900.7,100.0,196.1,178.8,503.8,969.2,133.5,89.8,258.7,790.4,626.3,279.5,175.9,588.0,203.7,206.7,235.4,349.4,185.5,6.5,293.8,32.7,222.7,276.0,848.7,254.3,143.0,105.1,108.3,143.0,173.1,314.3,61.9,108.9,216.6,259.9,835.1,700.2,438.6,200.9,370.6,403.5,159.9,985.9,120.2,388.9,692.1,234.1,309.2,854.2,169.6,226.0,176.1,478.6,40.3,92.5,292.9,901.1,221.2,136.1,153.8,222.3,139.1,0.0,102.9,813.4,777.2,211.0,169.9,71.0,79.8,457.3,469.4,297.3,194.0,805.1,631.8,626.9,232.5,179.0,56.0,547.4,311.2,606.5,255.1,101.7,440.4,175.1,202.7,135.2,209.8,602.8,122.6,239.0,85.6,624.4,492.8,122.5,188.2,190.7,282.7,197.5,463.7,388.5,736.3,186.7,58.2,125.7,262.9,217.5,237.7,419.0,37.9,233.9,218.6,763.6,100.0,121.9,97.7,810.1,107.8,718.9,121.1,224.1,839.7,912.5,63.8,309.1,195.7,181.4,183.0,486.2,415.7,217.0,259.5,79.7,144.9,92.5,147.5
OD,921.1,1018.5,969.6,167.0,328.8,272.2,239.0,352.2,401.2,133.0,252.3,161.6,86.0,990.8,128.9,220.1,268.9,593.9,1059.3,155.4,100.7,298.2,880.5,689.8,284.1,220.1,678.1,226.7,250.9,246.3,370.4,220.1,83.3,383.9,122.8,298.0,351.3,938.8,328.3,189.9,179.1,52.4,189.9,187.5,404.4,152.0,181.1,240.6,333.9,925.2,790.3,528.7,291.0,391.6,458.8,194.5,1076.0,210.3,479.0,782.2,258.3,399.3,944.3,204.2,262.5,266.2,568.7,130.4,10.4,317.8,991.2,255.8,210.1,177.8,237.1,173.2,90.0,0.0,874.5,867.3,245.6,189.9,117.8,150.3,512.6,559.5,314.2,268.0,895.2,721.9,690.4,256.3,203.0,130.0,637.5,355.4,670.0,279.3,191.8,530.5,220.3,220.8,161.3,283.8,666.3,135.1,314.3,96.5,714.5,582.9,212.6,232.4,235.9,358.0,259.2,553.8,478.6,826.4,276.8,60.7,163.2,353.0,307.6,250.2,509.1,73.7,265.5,262.8,853.7,190.1,142.5,62.5,900.2,91.9,809.0,132.0,245.1,929.8,1002.6,74.7,384.4,285.8,216.0,273.1,576.3,414.2,307.1,334.8,169.8,179.0,182.6,158.4
OP,178.0,275.4,226.8,957.7,799.6,668.7,783.7,822.7,1133.2,830.6,783.3,990.3,776.0,248.0,924.4,1008.6,787.7,472.1,330.4,984.1,912.0,1065.7,137.7,353.9,696.5,723.0,406.6,756.9,698.9,1047.3,841.5,992.8,829.0,619.5,817.4,1029.7,1083.3,196.0,1013.3,943.8,927.6,835.5,943.5,739.3,667.1,787.1,881.6,1029.1,1005.5,182.4,174.2,491.0,765.9,860.6,612.7,967.2,333.2,820.6,582.4,205.3,1031.7,851.4,201.5,976.9,792.4,790.4,452.5,825.0,843.9,743.3,248.4,1028.5,916.3,966.3,1045.5,946.1,822.4,862.7,0.0,202.0,1023.3,963.1,885.0,852.8,653.0,437.7,739.7,987.8,152.4,335.0,286.2,1040.6,991.5,851.6,280.0,786.8,371.7,1010.7,779.3,390.4,982.4,772.6,949.8,988.9,317.9,970.6,1046.3,949.8,327.6,360.0,790.8,656.8,997.7,1090.0,992.1,464.1,593.7,138.9,827.2,869.2,745.8,796.2,649.5,721.1,495.3,848.2,768.4,737.3,130.1,801.5,933.2,824.9,157.4,796.0,172.5,939.2,747.7,187.0,259.5,886.3,1116.4,770.9,988.7,684.8,341.9,644.2,800.0,1066.8,804.9,955.2,875.5,967.8
OS,221.5,318.9,270.0,927.3,712.3,638.3,753.3,735.2,1132.9,800.2,752.1,959.9,745.6,291.2,893.2,978.2,700.1,397.6,373.6,953.7,881.6,1053.5,180.9,217.3,666.1,692.6,332.1,726.5,668.5,1001.6,753.9,1022.6,798.6,545.0,787.0,1053.3,1083.0,239.2,998.8,990.0,897.2,805.4,990.0,708.9,592.6,756.7,851.5,998.7,991.0,225.6,165.4,416.5,678.3,775.1,538.2,936.8,376.4,790.2,507.9,196.5,1001.3,764.1,244.7,946.5,762.3,702.8,378.0,794.6,821.9,712.1,291.6,1023.5,962.8,935.9,992.4,916.0,792.0,832.3,203.9,0.0,992.9,932.7,854.9,822.4,578.5,363.2,668.5,974.1,195.6,260.5,179.4,1011.6,961.1,821.5,205.5,631.1,288.9,980.3,748.9,315.1,952.0,742.2,919.4,975.2,287.5,940.2,1069.6,919.4,253.1,285.5,760.4,626.7,967.6,1089.7,977.6,389.6,519.2,72.6,796.8,838.8,715.4,767.5,575.0,691.0,420.8,817.0,738.0,703.6,99.9,771.1,902.8,794.8,200.6,765.6,163.4,908.8,717.6,230.2,303.0,855.9,1116.1,683.3,958.3,610.3,266.6,568.9,711.6,1066.5,722.9,921.8,845.1,936.6
OW,1048.9,1021.6,975.0,116.1,528.8,446.1,369.9,552.2,165.7,263.9,436.8,148.7,308.1,1056.3,176.4,208.1,396.6,667.2,937.9,142.5,154.4,146.2,948.0,836.1,458.0,394.0,801.6,424.7,424.8,127.5,570.4,74.0,214.2,514.8,256.2,91.8,115.8,1066.6,205.8,140.6,145.1,251.1,140.6,361.4,535.3,282.9,202.3,205.1,211.4,972.9,857.8,659.6,418.7,591.6,624.5,58.6,960.2,341.2,609.9,849.7,97.0,530.2,1009.8,82.0,447.0,393.9,675.7,247.0,256.7,510.7,1056.7,108.7,162.4,167.4,124.6,104.7,220.9,246.3,994.0,920.8,0.0,121.4,192.2,224.7,678.3,645.7,515.1,186.2,1023.0,817.3,836.7,120.0,188.4,232.5,768.4,529.3,816.3,76.0,322.7,661.4,65.3,423.7,150.9,161.3,812.6,148.9,126.9,170.9,791.2,713.8,343.5,406.3,39.2,122.5,146.7,684.7,609.5,879.9,406.4,246.3,346.7,480.7,438.5,424.1,640.0,226.1,451.7,436.7,907.2,252.2,155.6,261.2,1028.0,294.2,876.5,138.8,445.1,995.3,966.9,176.2,148.9,413.5,52.4,404.0,707.2,588.1,434.8,99.3,300.7,110.5,193.4,125.4
OZ,987.9,1073.6,1036.4,71.9,464.7,384.9,305.8,488.1,247.4,199.8,372.7,111.3,244.0,1057.6,78.5,86.6,335.7,660.7,989.9,105.1,90.3,180.2,947.3,772.0,436.4,332.8,744.9,360.6,363.6,161.5,506.3,107.0,150.1,450.7,195.5,144.2,197.5,1005.6,276.2,139.6,127.0,198.6,139.6,330.0,471.2,218.8,112.8,83.6,240.2,992.0,857.1,595.5,357.8,527.5,560.4,81.4,1012.2,277.1,545.8,849.0,68.3,466.1,1011.1,91.1,382.9,333.0,635.5,186.3,204.2,449.8,1058.0,142.7,158.0,68.2,161.5,18.9,156.8,193.8,956.7,934.1,154.2,0.0,140.1,168.9,614.2,626.3,454.2,215.9,962.0,788.7,772.6,154.0,66.9,180.1,704.3,468.1,752.2,89.3,258.6,597.3,96.6,359.6,69.6,200.5,748.5,66.8,160.5,119.9,781.3,649.7,279.4,345.1,112.2,204.2,183.6,620.6,545.4,893.2,343.6,193.8,282.6,419.8,374.4,394.6,575.9,162.0,390.8,375.5,920.5,220.9,88.1,208.7,967.0,241.7,875.8,74.7,381.0,996.6,1018.9,112.1,230.6,352.6,102.9,339.9,643.1,572.6,373.9,181.0,236.6,12.3,132.7,81.2
PD,905.2,1002.6,953.7,117.2,382.0,301.6,236.9,404.9,295.1,117.1,290.0,97.9,143.3,974.9,138.5,152.5,253.0,578.0,957.2,104.1,85.9,227.9,864.6,700.5,313.5,249.5,662.2,277.9,280.3,196.7,423.6,154.7,67.4,368.0,79.0,191.9,245.2,922.9,224.9,113.6,75.7,131.7,113.6,251.8,388.5,136.1,82.2,173.0,230.5,909.3,774.4,512.8,275.1,443.0,477.7,129.1,979.5,194.4,463.1,766.3,193.4,383.4,928.4,138.8,305.1,250.3,552.8,69.8,107.5,367.1,975.3,190.4,106.7,110.2,185.1,108.3,74.1,126.3,888.4,851.4,180.2,125.0,0.0,32.4,531.5,543.6,371.5,164.6,879.3,706.0,701.1,201.7,135.4,61.6,621.6,391.8,680.7,214.4,176.2,514.6,144.3,281.4,93.7,180.4,677.0,85.5,208.2,21.3,698.6,567.0,201.2,261.8,159.9,251.9,168.1,537.9,462.7,810.5,260.9,81.6,200.2,337.1,291.7,278.1,493.2,61.3,308.1,292.2,837.9,107.7,127.7,121.1,884.3,131.2,793.1,89.3,298.3,913.9,986.2,69.0,278.3,269.9,156.1,257.2,560.4,443.6,291.2,228.7,153.9,117.4,88.9,108.8
