from_stop,AI,AP,BA,BC,BR,BX,BZ,CA,CE,CI,CJ,CV,CW,CY,CZ,DO,DW,EJ,EK,EL,EP,ER,FC,FE,FH,FR,FV,GD,GF,GI,GP,GR,GW,GX,HK,HL,HM,HO,HQ,HY,ID,IM,IV,IY,JE,JH,JX,KB,KC,KD,KH,KI,KJ,KN,KO,KV,LI,LV,LX,MD,MJ,MN,MQ,NA,NH,NI,NM,NO,NR,NZ,OE,OF,OJ,OO,OQ,OS,OW,OX,PA,PB,PO,PP,PU,QJ,QL,RG,SG,SN,SV,TF,TM,TX,UK,UW,UZ,VB,VG,VH,VJ,VM,VU,VW,WN,WQ,WS,WU,WW,XO,XR,XT,YA,YR,YV,YZ,ZB,ZC,ZL
QL,301.6,306.5,392.3,198.7,305.2,216.6,212.6,391.4,134.4,351.6,417.5,181.5,276.2,366.3,90.0,238.6,140.2,160.0,295.8,452.3,318.3,418.1,367.3,267.4,73.3,181.0,317.4,258.2,227.2,367.2,93.9,219.8,153.4,294.3,232.5,246.8,128.3,284.4,308.3,152.3,437.2,347.5,415.7,159.5,243.8,274.3,82.0,363.4,230.2,216.0,297.6,412.7,2380.2,87.0,362.6,347.4,397.2,200.9,435.3,251.8,114.1,160.6,110.5,49.3,42.5,112.8,413.2,65.0,54.2,180.6,296.6,304.7,122.0,138.7,216.5,351.2,214.6,173.7,120.7,382.6,185.6,384.7,170.6,105.7,0.0,342.2,245.8,286.1,371.6,194.7,402.7,172.9,145.1,278.0,189.0,308.8,207.9,132.0,310.0,63.0,216.0,314.0,88.7,145.8,315.2,279.8,127.0,414.9,154.6,315.3,246.3,280.1,315.4,134.7,277.9,219.4,344.3
RG,86.1,138.8,67.2,501.9,81.1,522.0,188.6,86.9,437.6,26.5,103.5,239.9,181.0,41.2,314.8,126.1,433.6,463.2,110.1,127.2,593.9,93.0,642.8,458.4,314.3,279.6,37.7,559.4,530.4,42.1,271.2,218.7,373.8,81.2,535.7,151.7,393.9,189.2,583.9,267.0,163.2,14.1,666.3,384.3,106.5,577.5,347.6,38.3,155.2,211.1,55.5,147.4,2417.7,283.5,97.3,5.2,72.1,422.1,110.2,519.7,372.1,466.7,376.1,353.7,329.5,231.1,139.2,353.0,342.2,405.4,184.1,580.3,221.9,404.3,173.7,626.7,480.2,398.5,345.5,57.5,440.9,660.2,250.6,330.5,354.0,0.0,549.0,173.6,67.1,191.3,77.6,201.1,282.4,118.6,413.8,93.3,170.8,243.1,590.2,307.8,211.1,589.6,391.9,411.4,595.4,100.4,392.6,89.8,214.4,202.8,119.4,583.3,108.1,274.7,558.1,485.0,79.0
SG,475.5,489.0,574.8,264.9,487.7,52.9,392.8,573.9,200.6,534.1,560.4,366.8,456.4,548.8,270.2,421.0,196.6,226.2,478.3,634.8,297.9,600.6,328.8,368.0,287.3,362.7,497.5,324.4,293.4,549.7,310.8,432.4,253.0,476.8,66.6,427.0,222.1,464.6,287.9,336.6,600.1,538.8,377.2,296.1,452.7,340.5,239.1,545.9,439.1,428.6,480.1,575.6,2341.7,267.2,525.5,529.9,579.7,297.9,617.8,316.3,225.2,229.7,239.6,181.6,231.3,329.7,576.1,245.2,234.4,299.2,479.0,284.3,338.9,267.8,425.4,312.7,276.8,292.3,262.2,565.1,229.8,346.2,354.9,277.2,229.2,524.7,0.0,468.5,554.1,377.4,585.2,389.8,326.8,439.3,256.9,521.2,416.8,343.9,297.9,243.2,428.6,293.6,154.9,274.9,292.6,456.6,256.1,597.4,371.5,497.7,428.7,241.6,518.0,346.6,344.1,281.6,507.2
SN,134.1,159.2,242.3,441.5,285.0,459.4,84.5,301.2,377.2,201.6,210.8,151.5,76.9,216.3,226.4,43.5,383.0,402.8,275.6,332.1,561.1,261.1,610.1,370.0,231.8,191.2,184.1,479.3,470.0,217.2,192.2,203.4,296.9,212.9,475.3,47.6,305.5,85.1,551.1,178.6,278.2,169.6,658.5,295.9,140.9,517.1,259.2,221.8,143.8,195.8,176.2,253.7,2486.3,195.1,203.6,177.3,277.0,337.3,249.8,429.0,283.7,403.4,287.7,292.1,270.9,172.5,254.2,264.6,253.8,317.0,10.4,547.5,163.3,315.9,193.2,594.0,391.8,310.1,257.1,232.6,352.5,627.5,162.2,242.1,271.8,183.4,488.6,0.0,270.9,89.7,252.7,165.3,194.0,103.5,325.4,141.3,187.7,164.1,501.8,219.4,195.8,556.8,331.5,323.0,507.0,120.8,304.2,257.9,178.6,29.1,92.9,522.9,176.6,195.7,469.7,396.6,185.3
SV,108.1,139.3,123.8,524.9,97.1,545.0,297.4,43.6,460.6,83.1,198.7,265.3,247.2,97.8,340.2,192.3,456.6,486.2,126.1,183.8,636.7,149.6,693.5,483.8,339.7,305.0,53.7,584.4,553.4,98.7,296.6,240.3,399.2,97.2,558.7,217.9,419.3,255.4,626.7,292.4,96.0,87.8,741.9,409.7,193.2,600.5,373.0,94.9,241.9,236.5,71.5,85.9,2433.7,308.9,87.5,78.9,128.7,447.5,166.8,545.1,397.5,489.7,401.5,376.7,354.9,256.5,72.0,378.4,367.6,430.8,250.3,623.1,247.3,429.7,260.4,677.4,505.6,423.9,370.9,114.1,466.3,710.9,276.0,355.9,379.4,73.7,572.0,239.8,0.0,282.1,134.2,226.5,307.8,187.3,439.2,101.9,194.5,268.5,636.2,333.2,236.5,632.4,414.9,436.8,641.4,168.1,418.0,146.4,239.8,269.0,201.2,606.3,170.1,300.1,604.1,510.4,95.0
TF,194.1,196.5,282.3,351.7,195.2,371.8,17.8,281.4,289.9,238.6,252.1,64.2,81.4,256.3,136.6,76.6,290.2,313.0,182.8,342.3,471.3,305.1,517.3,280.2,142.0,101.4,204.4,381.2,380.2,257.2,102.4,106.8,195.6,184.3,385.5,52.0,215.7,89.6,461.3,88.8,329.7,237.5,568.7,206.1,130.8,424.3,169.4,253.4,120.2,106.0,187.6,302.7,2457.9,105.3,249.6,234.4,287.2,243.9,322.3,341.5,193.9,316.5,197.9,202.3,178.1,82.7,303.2,174.8,164.0,224.2,133.1,454.7,73.5,226.1,106.5,504.2,304.5,220.3,167.3,272.6,262.7,534.7,69.4,152.3,179.0,232.2,398.8,120.1,261.6,0.0,292.7,72.5,104.2,168.0,235.6,198.8,97.9,74.3,412.0,129.6,106.0,467.0,241.7,233.2,417.2,169.8,214.4,304.9,88.8,154.8,126.0,433.1,227.5,105.9,379.9,306.8,234.3
TM,168.0,220.7,36.6,572.4,140.7,592.5,293.3,146.5,508.1,60.5,27.4,310.4,251.5,81.8,425.8,196.6,504.1,533.7,169.7,78.6,664.4,62.4,713.3,528.9,384.8,350.1,97.3,629.9,600.9,45.4,341.7,289.2,484.8,140.8,606.2,222.2,504.9,259.7,654.4,337.5,222.8,141.9,736.8,495.3,188.4,648.0,458.6,90.8,237.1,281.6,115.1,207.0,2485.2,394.5,156.9,152.2,23.5,533.1,32.5,630.7,483.1,537.2,487.1,424.2,400.0,301.6,198.8,464.0,453.2,516.4,254.6,650.8,292.4,515.3,249.9,764.5,591.2,509.5,456.5,26.9,551.9,730.7,321.1,441.5,424.5,158.3,619.5,244.1,126.7,261.8,0.0,271.6,352.9,200.5,524.8,175.2,241.3,313.6,660.7,418.8,281.6,660.1,462.4,522.4,665.9,182.3,503.6,59.2,284.9,273.3,189.9,653.8,132.0,345.2,628.6,596.0,138.6
TX,161.7,166.6,248.8,353.7,165.3,371.6,96.6,251.5,289.4,211.7,292.5,64.4,153.6,226.4,139.3,98.7,295.2,315.0,155.9,312.4,473.3,278.2,522.3,282.9,137.6,104.1,177.5,392.2,382.2,227.3,95.7,83.7,209.8,154.4,387.5,124.3,218.4,161.8,463.3,91.5,297.3,210.2,570.7,208.8,103.9,429.3,172.1,223.5,90.3,76.1,157.7,272.8,2428.0,108.0,222.7,207.5,257.3,250.2,295.4,344.2,196.6,315.6,200.6,204.3,152.8,55.6,273.3,177.5,166.7,229.9,156.7,459.7,46.4,228.8,76.6,506.2,304.7,223.0,170.0,242.7,265.4,539.7,75.1,155.0,177.3,202.3,400.8,146.2,231.7,75.7,262.8,0.0,106.9,138.1,238.3,168.9,68.0,67.6,414.7,132.3,76.1,469.0,243.7,235.9,419.9,139.9,217.1,275.0,13.3,175.4,106.4,435.1,195.7,99.2,382.6,309.5,204.4
UK,232.7,237.6,323.4,303.8,236.3,335.5,115.0,322.5,239.5,282.7,348.6,85.8,178.6,297.4,115.4,169.7,250.1,265.1,226.9,383.4,435.1,349.2,484.0,259.0,74.6,35.8,246.1,360.0,332.3,298.3,80.4,154.7,174.4,225.4,349.2,149.2,166.2,186.8,425.1,95.9,368.3,278.6,532.4,184.9,174.9,379.4,119.9,294.5,161.3,147.1,228.7,343.8,2496.9,84.1,293.7,278.5,328.3,222.7,366.4,292.0,152.0,268.6,148.4,166.1,143.5,121.8,344.3,138.6,127.8,206.0,227.7,421.5,131.0,176.6,147.6,467.9,252.5,199.1,146.1,313.7,223.5,501.4,114.2,131.1,145.8,273.3,362.5,217.2,302.7,99.6,333.8,116.6,0.0,209.1,214.4,239.9,139.0,103.2,390.8,93.4,147.1,430.8,193.8,183.7,396.0,210.9,164.9,346.0,129.9,246.4,177.4,396.8,266.7,105.9,358.7,257.3,275.4
UW,57.0,55.6,167.3,426.4,101.8,446.5,118.7,197.6,362.1,126.6,172.9,164.4,111.1,141.3,239.3,56.2,358.1,387.7,157.3,227.3,518.4,193.1,567.3,382.9,238.8,204.1,90.0,483.9,454.9,142.2,195.7,139.4,298.3,109.6,460.2,81.8,318.4,119.3,508.4,191.5,174.6,102.9,590.8,308.8,41.3,502.0,272.1,138.4,90.0,135.6,72.6,150.1,2437.3,208.0,100.0,113.2,172.2,346.6,202.6,444.2,296.6,391.2,300.6,278.2,254.0,155.6,150.6,277.5,266.7,329.9,114.2,504.8,146.4,328.8,103.9,551.2,404.7,323.0,270.0,157.6,365.4,584.7,175.1,255.0,278.5,117.2,473.5,103.7,167.3,121.4,177.7,125.6,206.9,0.0,338.3,64.2,95.3,167.6,514.7,232.3,135.6,514.1,316.4,335.9,519.9,17.2,317.1,189.9,138.9,132.9,13.8,507.8,131.0,199.2,482.6,409.5,81.7
UZ,379.9,384.8,470.6,158.8,383.5,253.5,262.2,469.7,132.3,429.9,495.8,258.9,325.8,444.6,115.3,316.9,72.5,120.1,374.1,530.6,371.1,496.4,402.0,111.0,220.2,250.3,393.3,212.0,187.3,445.5,213.2,298.1,153.1,372.6,267.2,296.4,66.2,334.0,361.1,228.7,515.5,425.8,450.4,39.1,322.1,234.4,121.2,441.7,308.5,294.3,375.9,491.0,2414.9,136.6,440.9,425.7,475.5,40.9,513.6,132.4,125.3,123.6,117.2,130.1,179.8,254.6,491.5,193.7,182.9,42.2,374.9,357.5,263.8,145.4,294.8,385.9,92.9,35.3,141.3,460.9,27.1,419.4,247.0,126.3,177.7,420.5,280.5,364.4,449.9,246.8,481.0,263.8,214.4,356.3,0.0,387.1,286.2,236.0,242.8,152.6,294.3,366.8,88.3,152.5,248.0,358.1,133.7,493.2,296.4,393.6,324.6,304.7,413.9,238.7,210.7,97.7,422.6
VB,6.1,86.1,117.6,466.1,79.2,486.2,152.8,116.7,401.8,76.9,153.9,204.1,145.2,91.6,279.0,90.3,397.8,427.4,169.8,177.6,558.1,143.4,607.0,422.6,278.5,243.8,40.3,523.6,494.6,92.5,235.4,179.1,338.0,79.3,499.9,115.9,358.1,153.4,548.1,231.2,205.1,81.6,630.5,348.5,53.8,541.7,311.8,88.7,102.5,175.3,53.6,180.6,2477.0,247.7,130.5,72.7,122.5,386.3,160.6,483.9,336.3,430.9,340.3,317.9,293.7,195.3,181.1,317.2,306.4,369.6,148.3,544.5,186.1,368.5,121.0,590.9,444.4,362.7,309.7,107.9,405.1,624.4,214.8,294.7,318.2,67.5,513.2,137.8,96.9,155.5,128.0,165.3,246.6,65.9,378.0,0.0,135.0,207.3,554.4,272.0,175.3,553.8,356.1,375.6,559.6,47.7,356.8,140.2,178.6,167.0,79.8,547.5,127.4,238.9,522.3,449.2,112.2
VG,113.0,117.9,203.7,400.1,116.6,420.2,142.3,202.8,335.8,163.0,228.9,110.1,146.6,177.7,185.0,91.7,331.8,361.4,107.2,263.7,482.1,229.5,531.0,328.6,184.5,149.8,126.4,429.6,428.6,178.6,141.4,88.9,244.0,105.7,433.9,117.3,264.1,154.8,472.1,137.2,248.6,158.9,554.5,254.5,55.2,475.7,217.8,174.8,41.6,81.3,109.0,224.1,2385.1,153.7,174.0,158.8,208.6,292.3,246.7,389.9,242.3,364.9,246.3,250.7,199.7,101.3,224.6,223.2,212.4,275.6,149.7,468.5,92.1,274.5,27.9,514.9,350.4,268.7,215.7,194.0,311.1,548.4,120.8,200.7,224.2,153.6,447.2,139.2,183.0,126.9,214.1,71.3,152.6,89.4,284.0,120.2,0.0,113.3,460.4,178.0,81.3,477.8,290.1,281.6,465.6,91.2,262.8,226.3,84.6,168.4,103.3,481.5,187.0,144.9,428.3,355.2,155.7
VH,200.5,205.4,291.2,308.6,204.1,338.5,92.2,290.3,244.3,250.5,316.4,60.0,155.8,265.2,134.9,137.5,254.9,269.9,194.7,351.2,438.0,317.0,487.0,278.5,97.4,99.7,213.9,379.5,337.1,266.1,28.0,122.5,184.6,193.2,352.2,126.4,171.0,164.0,428.0,87.1,336.1,246.4,535.4,204.4,142.7,384.2,124.7,262.3,129.1,114.9,196.5,311.6,2466.8,103.6,261.5,246.3,296.1,242.2,334.2,296.8,156.8,273.4,153.2,169.0,117.5,69.4,312.1,142.7,137.3,225.5,195.5,424.4,78.6,181.4,115.4,470.9,257.3,218.6,165.6,281.5,228.3,504.4,70.7,150.6,142.0,241.1,365.5,185.0,270.5,76.8,301.6,84.4,102.5,176.9,233.9,207.7,106.8,0.0,410.3,123.7,114.9,433.7,198.6,188.5,415.5,178.7,169.7,313.8,111.2,214.2,145.2,399.8,234.5,31.5,378.2,262.1,243.2
VJ,539.4,544.3,630.1,131.5,543.0,264.5,421.7,629.2,281.6,589.4,655.3,392.5,485.3,604.1,313.2,476.4,239.8,243.3,533.6,690.1,273.8,655.9,304.7,130.0,385.1,380.2,552.8,91.9,130.1,605.0,408.6,457.6,339.2,532.1,250.8,455.9,267.8,493.5,263.8,419.6,675.0,585.3,353.1,237.0,481.6,165.4,322.8,601.2,468.0,453.8,535.4,650.5,2317.6,334.5,600.4,585.2,635.0,208.7,673.1,339.5,311.4,166.7,318.8,279.4,329.1,430.5,651.0,343.0,332.2,260.1,534.4,260.2,421.3,347.0,454.3,288.6,300.0,253.2,339.2,620.4,253.0,322.1,403.2,324.2,327.0,580.0,312.8,523.9,609.4,406.3,640.5,423.3,405.0,515.8,250.5,546.6,445.7,422.1,0.0,350.5,453.8,269.5,237.6,354.1,5.1,517.6,335.3,652.7,436.6,553.1,484.1,61.8,573.4,453.7,32.3,304.8,582.1
VM,267.2,272.1,357.9,222.0,270.8,242.1,149.5,357.0,157.7,317.2,383.1,124.3,213.1,331.9,26.9,204.2,153.7,183.3,261.4,417.9,341.6,383.7,390.6,204.3,67.6,119.4,280.6,305.3,250.5,332.8,78.6,185.4,85.9,259.9,255.8,183.7,86.0,221.3,331.6,94.1,402.8,313.1,439.0,96.4,209.4,297.6,39.7,329.0,195.8,181.6,263.2,378.3,2403.5,23.9,328.2,313.0,362.8,134.2,400.9,211.8,71.8,186.8,68.2,72.6,77.2,120.0,378.8,45.1,34.3,117.5,262.2,328.0,129.2,96.4,182.1,374.5,172.3,110.6,57.6,348.2,143.3,408.0,112.4,42.6,52.3,307.8,269.1,251.7,337.2,134.1,368.3,180.1,83.5,243.6,125.9,274.4,173.5,101.4,336.1,0.0,181.6,337.3,112.0,103.5,341.3,245.4,84.7,380.5,161.8,280.9,211.9,303.4,301.2,104.1,304.0,177.1,309.9
VU,162.9,167.8,253.6,376.1,166.5,396.2,118.3,252.7,311.8,212.9,278.8,86.1,154.8,227.6,161.0,99.9,307.8,337.4,157.1,313.6,495.7,279.4,544.7,304.6,160.5,125.8,176.3,405.6,404.6,228.5,117.4,3.8,220.0,155.6,409.9,125.5,240.1,163.0,485.7,113.2,298.5,208.8,593.1,230.5,105.1,451.7,193.8,224.7,91.5,0.0,158.9,274.0,2429.2,129.7,223.9,208.7,258.5,268.3,296.6,365.9,218.3,340.9,222.3,226.7,175.7,77.3,274.5,199.2,188.4,251.6,157.9,482.1,68.1,250.5,77.8,528.6,326.4,244.7,191.7,243.9,287.1,562.1,96.8,176.7,200.2,203.5,423.2,147.4,232.9,102.9,264.0,47.3,128.6,139.3,260.0,170.1,69.2,89.3,436.4,154.0,0.0,491.4,266.1,257.6,441.6,141.1,238.8,276.2,60.6,176.6,107.6,457.5,196.9,120.9,404.3,331.2,205.6
VW,558.9,520.5,606.3,377.6,519.2,246.3,470.6,605.4,313.3,565.6,642.6,444.6,521.1,580.3,348.0,466.2,309.3,338.9,509.8,666.3,92.8,632.1,272.5,365.7,365.1,440.5,529.0,327.6,365.8,581.2,388.6,481.4,365.7,508.3,232.6,491.8,334.8,529.3,5.2,414.4,631.6,570.3,213.9,417.5,489.4,401.1,340.0,577.4,475.8,473.8,511.6,607.1,2270.8,345.0,557.0,561.4,611.2,410.6,649.3,429.0,337.9,342.4,368.5,277.4,309.1,407.5,607.6,323.0,312.2,438.6,524.2,32.3,416.7,396.7,462.1,259.9,389.5,431.7,378.7,596.6,342.5,289.9,432.7,363.7,307.0,556.2,294.6,513.7,585.6,455.2,616.7,463.8,404.6,484.5,369.6,552.7,453.5,421.7,235.6,321.0,473.8,0.0,267.6,403.8,230.3,501.8,385.0,628.9,449.3,542.9,473.9,179.3,563.2,424.4,268.0,394.3,538.7
WN,335.6,349.1,434.9,109.9,347.8,165.1,252.9,434.0,45.6,394.2,420.5,225.3,316.5,408.9,130.3,281.1,41.6,71.2,338.4,494.9,282.7,460.7,313.6,213.0,147.4,222.8,357.6,169.4,138.4,409.8,170.9,296.3,101.5,336.9,178.8,287.1,67.1,324.7,272.7,195.1,460.2,398.9,362.0,141.1,312.8,185.5,87.6,406.0,299.2,288.7,340.2,435.7,2326.5,127.3,385.6,390.0,439.8,142.9,477.9,161.3,73.7,74.7,88.1,41.7,91.4,189.8,436.2,105.3,94.5,144.2,339.1,269.1,199.0,116.3,285.5,297.5,121.8,137.3,110.7,425.2,74.8,331.0,213.4,125.7,89.3,384.8,192.1,328.6,414.2,237.5,445.3,249.9,186.9,299.4,101.9,381.3,276.9,202.4,221.2,103.3,288.7,278.4,0.0,123.4,226.4,316.7,104.6,457.5,231.6,357.8,288.8,226.4,378.1,205.1,189.1,126.6,367.3
WQ,380.9,385.8,471.6,224.6,384.5,289.1,263.2,470.7,175.6,430.9,496.8,219.2,326.8,445.6,140.6,317.9,159.2,185.9,375.1,531.6,406.7,497.4,437.6,270.8,180.5,217.7,394.3,284.1,253.1,446.5,173.5,299.1,113.4,373.6,302.8,297.4,75.3,335.0,396.7,189.0,516.5,426.8,486.0,198.9,323.1,300.2,81.5,442.7,309.5,295.3,376.9,492.0,2450.5,137.6,441.9,426.7,476.5,200.7,514.6,201.1,85.6,189.4,42.3,165.7,190.1,214.9,492.5,158.0,147.2,202.0,375.9,393.1,224.1,8.5,295.8,421.5,161.6,195.1,122.6,461.9,132.6,455.0,207.3,137.6,165.2,421.5,316.1,365.4,450.9,247.8,482.0,275.0,181.8,357.3,159.7,388.1,287.2,196.3,335.9,113.6,295.3,402.4,131.6,0.0,341.1,359.1,22.5,494.2,256.7,394.6,325.6,350.4,414.9,199.0,303.8,166.4,423.6
WS,544.7,549.6,635.4,136.8,548.3,259.3,427.0,634.5,286.9,594.7,660.6,397.8,490.6,609.4,318.5,481.7,245.1,248.6,538.9,695.4,268.6,661.2,299.5,135.3,390.4,385.5,558.1,97.2,135.4,610.3,413.9,466.7,344.5,537.4,245.6,461.2,273.1,498.8,258.6,424.9,680.3,590.6,347.9,242.3,486.9,170.7,328.1,606.5,473.3,459.1,540.7,655.8,2312.4,339.8,605.7,590.5,640.3,214.0,678.4,344.8,316.7,172.0,324.1,284.7,334.4,435.8,656.3,348.3,337.5,265.4,539.7,255.0,426.6,352.3,459.6,283.4,305.3,258.5,344.5,625.7,258.3,316.9,408.5,329.5,332.3,585.3,307.6,529.2,614.7,411.6,645.8,428.6,410.3,521.1,255.8,551.9,451.0,427.4,5.2,355.8,459.1,264.3,242.9,359.4,0.0,522.9,340.6,658.0,441.9,558.4,489.4,56.6,578.7,459.0,37.6,310.1,587.4
WU,60.7,38.4,150.0,445.6,84.5,465.7,137.9,180.3,381.3,109.3,176.6,176.8,130.3,124.0,251.7,75.4,377.3,406.9,141.0,210.0,537.6,175.8,586.5,395.3,251.2,216.5,72.7,496.3,474.1,124.9,208.1,155.6,310.7,93.3,479.4,101.0,330.8,138.5,527.6,203.9,157.3,106.6,610.0,321.2,25.0,521.2,284.5,121.1,73.7,148.0,55.3,132.8,2456.5,220.4,82.7,105.1,154.9,359.0,193.0,456.6,309.0,410.4,313.0,297.4,266.4,168.0,133.3,289.9,279.1,342.3,133.4,524.0,158.8,341.2,92.2,570.4,417.1,335.4,282.4,140.3,377.8,603.9,187.5,267.4,290.9,99.9,492.7,122.9,150.0,140.6,160.4,138.0,219.3,19.1,350.7,67.9,114.5,180.0,527.1,244.7,148.0,533.3,335.6,348.3,532.3,0.0,329.5,172.6,151.3,152.1,33.0,527.0,134.7,211.6,495.0,421.9,64.4
WW,358.4,363.3,449.1,202.1,362.0,266.6,240.7,448.2,153.1,408.4,474.3,196.7,304.3,423.1,118.1,295.4,136.7,163.4,352.6,509.1,384.2,474.9,415.1,248.3,158.0,195.2,371.8,261.6,230.6,424.0,151.0,280.4,90.9,351.1,280.3,274.9,52.8,312.5,374.2,166.5,494.0,404.3,463.5,176.4,300.6,277.7,59.0,420.2,287.0,272.8,354.4,469.5,2428.0,115.1,419.4,404.2,454.0,178.2,492.1,178.6,63.1,166.9,19.8,143.2,167.6,192.4,470.0,135.5,124.7,179.5,353.4,370.6,201.6,11.6,273.3,399.0,139.1,172.6,100.1,439.4,110.1,432.5,184.8,115.1,142.7,399.0,293.6,342.9,428.4,225.3,459.5,252.5,159.3,334.8,137.2,365.6,264.7,173.8,313.4,91.1,272.8,379.9,109.1,18.7,318.6,336.6,0.0,471.7,234.2,372.1,303.1,327.9,392.4,176.5,281.3,143.9,401.1
XO,153.8,142.5,22.5,570.6,142.8,590.7,295.7,148.6,506.3,62.6,96.3,311.0,308.0,83.9,385.9,253.1,502.3,531.9,171.8,98.7,682.4,3.1,739.2,529.5,385.4,350.7,99.4,630.1,599.1,47.5,342.3,289.8,444.9,142.9,604.4,278.7,465.0,316.2,672.4,338.1,224.9,112.9,787.6,455.4,196.4,646.2,418.7,92.9,245.1,282.2,117.2,209.1,2411.2,354.6,159.0,104.0,43.6,493.2,70.9,590.8,443.2,535.4,447.2,422.4,400.6,302.2,200.9,424.1,413.3,476.5,311.1,668.8,293.0,475.4,306.4,765.1,551.3,469.6,416.6,32.1,512.0,756.6,321.7,401.6,425.1,98.8,617.7,300.6,128.8,311.1,69.1,272.2,353.5,190.5,484.9,147.6,240.2,314.2,681.9,378.9,282.2,678.1,460.6,482.5,687.1,171.3,463.7,0.0,285.5,329.8,246.4,652.0,156.2,345.8,649.8,556.1,140.7
XR,180.0,184.9,270.7,340.4,183.6,360.5,114.9,269.8,276.1,230.0,295.9,82.7,171.9,244.7,157.6,117.0,272.1,301.7,174.2,330.7,460.0,296.5,509.0,301.2,124.3,122.4,193.4,402.2,368.9,245.6,92.5,98.2,216.6,172.7,374.2,142.6,230.8,180.1,450.0,109.8,315.6,225.9,557.4,227.1,122.2,416.0,184.5,241.8,108.6,94.4,176.0,291.1,2446.3,126.3,241.0,225.8,275.6,264.9,313.7,356.6,214.9,305.2,213.0,191.0,139.5,58.4,291.6,164.7,175.5,248.2,175.0,446.4,64.7,241.2,94.9,492.9,317.1,241.3,188.3,261.0,283.7,526.4,93.4,173.3,164.0,220.6,387.5,164.5,250.0,99.5,281.1,18.2,125.2,156.4,256.6,187.2,86.3,85.9,433.0,150.6,94.4,455.7,230.4,248.3,438.2,158.2,229.5,293.3,0.0,193.7,124.7,421.8,214.0,117.5,400.9,321.9,222.7
XT,153.6,178.7,258.2,461.0,304.5,481.1,104.0,320.7,396.7,221.1,230.3,171.0,96.4,235.8,245.9,63.0,402.5,422.3,295.1,351.6,580.6,280.6,629.6,389.5,251.3,210.7,203.6,490.5,489.5,236.7,211.7,219.1,304.9,232.4,494.8,67.1,325.0,104.6,570.6,198.1,297.7,186.5,678.0,315.4,160.4,536.6,278.7,241.3,163.3,202.0,195.7,273.2,2505.8,214.6,223.1,196.8,296.5,353.2,269.3,448.5,303.2,425.8,307.2,311.6,290.4,192.0,273.7,284.1,273.3,336.5,12.4,567.0,182.8,335.4,212.7,613.5,411.3,329.6,276.6,252.1,372.0,647.0,181.7,261.6,291.3,202.9,508.1,19.4,290.4,112.2,272.2,184.8,213.5,123.0,344.9,160.8,207.2,183.6,521.3,238.9,215.3,576.3,351.0,342.5,526.5,140.3,323.7,277.4,198.1,0.0,112.4,542.4,196.1,215.2,489.2,416.1,204.8
YA,67.6,66.2,177.9,412.5,112.4,432.6,104.8,208.2,348.2,137.2,183.5,150.5,97.2,151.9,225.4,42.3,344.2,373.8,167.9,237.9,504.5,203.7,553.4,369.0,224.9,190.2,100.6,470.0,441.0,152.8,181.8,129.3,284.4,120.2,446.3,67.9,304.5,105.4,494.5,177.6,185.2,113.5,576.9,294.9,51.9,488.1,258.2,149.0,80.9,121.7,83.2,160.7,2423.4,194.1,110.6,123.8,182.8,332.7,213.2,430.3,282.7,377.3,286.7,264.3,240.1,141.7,161.2,263.6,252.8,316.0,100.3,490.9,132.5,314.9,90.0,537.3,390.8,309.1,256.1,168.2,351.5,570.8,161.2,241.1,264.6,127.8,459.6,89.8,177.9,107.5,188.3,111.7,193.0,10.5,324.4,74.8,81.4,153.7,500.8,218.4,121.7,500.2,302.5,322.0,506.0,27.8,303.2,200.5,125.0,119.0,0.0,493.9,141.6,185.3,468.7,395.6,92.3
YR,595.7,552.9,638.7,187.8,551.6,202.6,478.0,637.8,269.6,598.0,629.4,448.8,541.6,612.7,339.2,490.0,265.6,295.2,542.2,698.7,211.9,664.5,242.8,186.3,356.3,436.5,561.4,148.2,186.4,613.6,379.8,513.9,322.0,540.7,188.9,512.2,291.1,549.8,201.9,405.6,731.3,602.7,291.2,293.3,537.9,221.7,308.1,609.8,524.3,510.1,544.0,706.8,2255.7,336.2,656.7,593.8,643.6,265.0,681.7,385.3,294.2,223.0,308.6,250.6,300.3,398.7,707.3,314.2,303.4,316.4,548.0,198.3,407.9,336.8,510.6,226.7,345.8,309.5,331.2,629.0,298.8,260.2,423.9,346.2,298.2,588.6,250.9,537.5,618.0,462.6,649.1,458.8,395.8,572.1,306.8,602.9,502.0,412.9,56.2,312.2,510.1,207.6,223.9,343.9,50.9,573.9,325.1,661.3,440.5,566.7,497.7,0.0,587.0,415.6,88.6,350.6,638.4
