from_stop,AH,AI,AL,AM,AP,AZ,BD,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DE,DL,DV,DW,EB,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FN,FX,FY,GE,GN,GP,GR,HA,HE,HI,HN,HR,HS,HX,IB,IC,IJ,IS,IT,JB,JH,JQ,JS,JX,JZ,KC,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MD,MF,MG,MH,MN,MP,MT,NB,NC,NL,NM,NR,NU,NV,NW,NY,NZ,OD,ON,OP,OS,OW,OZ,PD,PJ,PK,PQ,PR,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RG,RH,RK,RL,RN,RT,RX,RZ,SB,SM,SN,SQ,SR,ST,SX,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WR,WT,WV,WW,WZ,XA,XE,XH,XI,XJ,XO,XV,YC,YH,YJ,YP,YQ,YW,YX,YZ,ZH,ZK,ZM,ZO,ZV
BK,1012.6,436.6,519.5,535.8,752.1,1170.4,1167.5,101.0,232.0,368.1,0.0,1080.8,315.9,330.2,788.5,530.6,455.8,803.0,640.5,216.9,304.7,998.6,479.6,788.1,860.2,1003.0,726.4,581.0,389.5,120.6,227.5,418.4,274.5,72.7,694.2,81.9,1162.5,705.8,368.6,355.1,363.5,749.3,722.3,421.3,1114.9,785.7,891.9,983.7,1017.1,441.7,794.1,249.5,272.0,395.2,1133.8,253.5,633.3,650.7,397.1,460.3,377.0,1177.4,144.7,92.8,287.8,707.7,482.8,337.8,164.1,406.1,644.7,80.8,386.2,1139.9,667.6,316.6,414.3,395.6,262.1,410.7,168.7,1150.8,471.6,713.5,796.6,769.2,770.6,1025.8,354.4,371.7,390.6,1233.5,509.1,432.1,666.8,468.9,928.5,907.8,309.4,1130.3,1003.3,235.3,376.9,784.9,411.5,313.5,394.2,702.0,732.7,825.8,309.4,1145.5,329.6,314.6,593.0,240.9,1122.5,227.6,694.8,192.4,802.9,642.2,352.2,257.0,712.9,1009.5,881.8,422.2,214.0,358.5,237.9,714.4,751.4,839.6,427.0,142.2,489.8,376.7,394.1,160.7,213.9,301.8,49.7,296.1,382.5,383.8,59.5,506.4,581.8,784.0,451.9,464.9,463.4,398.5,1089.5,332.7,253.1,387.8,425.1,1170.1,844.2,743.3,167.8,671.5,1184.0,1777.7,323.6,1145.8,1170.1,1030.6,1140.4,317.1,150.2,693.3,375.1,652.6,791.9,1178.3,794.0
BL,202.2,978.1,999.0,993.4,392.8,360.0,357.1,1032.5,1065.1,949.8,991.1,0.0,755.8,932.4,385.2,827.9,997.2,443.7,425.2,1016.8,992.1,188.2,1058.5,355.8,244.8,192.6,611.5,909.6,1033.2,953.7,1118.3,938.8,1070.1,1017.4,579.3,921.6,352.1,590.9,808.5,1125.8,728.6,627.3,607.4,1024.9,304.5,292.1,227.7,111.2,83.8,927.0,367.7,1026.6,1066.7,944.9,522.7,774.7,443.2,535.8,1106.9,1134.9,1147.7,566.3,932.7,1084.0,1178.6,592.8,1039.8,924.2,1062.4,1049.8,508.8,1012.3,1060.0,528.8,552.7,954.7,1068.5,1125.0,766.3,915.5,1067.0,340.4,982.1,595.6,279.6,409.9,338.3,197.4,730.3,811.6,895.4,423.1,954.8,871.7,551.9,662.2,246.3,225.6,1200.2,319.9,146.4,981.7,1267.7,294.6,1033.4,937.2,1037.9,587.1,373.4,306.9,1003.7,534.4,1217.7,901.5,478.1,970.2,511.4,988.6,579.9,1025.5,443.6,527.3,995.9,824.1,598.0,181.1,281.7,1045.9,1003.2,899.5,1071.0,603.1,636.5,320.7,1181.4,1040.5,929.4,958.4,898.9,993.8,1104.7,1108.4,994.4,1107.7,822.4,1274.6,1004.2,946.0,948.4,429.6,861.5,988.8,845.1,1046.7,473.5,740.6,1143.9,1097.6,1103.0,359.7,223.5,628.4,963.4,583.1,572.9,1611.7,1037.6,335.4,359.7,202.2,330.0,1207.9,945.8,578.4,927.0,576.7,263.2,567.2,381.0
BM,718.8,493.4,623.1,639.4,458.3,876.6,873.7,344.7,377.3,193.9,303.3,787.0,0.0,176.5,494.7,239.6,559.4,509.2,340.7,319.4,381.8,704.8,583.2,494.3,566.4,709.2,432.6,637.8,457.2,265.9,430.5,214.4,322.7,329.6,400.4,233.8,868.7,412.0,52.6,458.7,69.7,448.4,428.5,524.9,821.1,491.9,598.1,689.9,723.3,190.6,500.3,270.7,310.8,191.2,840.0,71.0,339.5,356.9,500.7,558.9,480.6,883.6,244.9,396.2,490.8,413.9,586.4,168.3,374.6,473.8,350.9,324.5,489.8,846.1,373.8,198.8,312.6,499.8,62.6,159.6,379.2,857.0,575.2,416.7,502.8,475.4,476.8,732.0,225.8,55.7,139.5,939.7,612.7,488.9,373.0,175.1,634.7,614.0,494.8,836.5,709.5,292.1,579.9,491.1,515.1,357.1,461.9,408.2,438.9,532.0,279.3,851.7,529.9,371.4,299.2,214.3,828.7,284.4,401.0,337.7,509.1,348.4,419.9,120.4,419.1,715.7,582.9,358.5,270.8,143.6,383.2,420.6,457.6,545.8,512.6,352.7,546.6,202.5,143.0,296.6,416.9,410.8,306.6,351.8,66.5,586.8,316.4,563.2,319.6,495.1,200.8,568.5,212.3,502.1,790.8,204.1,456.1,491.4,528.7,876.3,550.4,449.5,275.6,377.7,890.2,1816.9,344.7,852.0,876.3,736.8,846.6,520.1,258.0,399.5,171.1,358.8,498.1,884.5,500.2
BU,919.6,419.2,514.8,531.1,659.1,1077.4,1074.5,335.6,219.2,37.8,294.2,987.8,200.7,0.0,695.5,200.3,451.1,710.0,541.5,142.8,255.5,905.6,474.9,695.1,767.2,910.0,633.4,558.2,330.9,174.7,272.4,88.1,146.1,320.5,601.2,224.7,1069.5,612.8,219.7,348.7,270.5,649.2,629.3,416.6,1021.9,692.7,798.9,890.7,924.1,170.9,701.1,94.1,202.5,64.9,1040.8,271.8,540.3,557.7,392.4,432.6,370.6,1084.4,213.9,387.1,332.7,614.7,478.1,7.5,337.8,347.5,551.7,315.4,381.5,1046.9,574.6,22.2,139.8,388.4,263.4,139.9,263.5,1057.8,466.9,617.5,703.6,676.2,677.6,932.8,426.6,222.8,119.8,1140.5,497.2,414.1,573.8,375.9,835.5,814.8,386.5,1037.3,910.3,222.6,421.8,691.9,406.8,230.8,335.6,609.0,639.7,732.8,153.0,1052.5,371.8,263.1,500.0,106.0,1029.5,176.1,601.8,179.6,709.9,549.2,293.6,321.2,619.9,916.5,783.7,232.2,162.5,87.7,225.1,621.4,658.4,746.6,404.3,315.9,471.8,46.4,123.3,188.3,258.8,302.5,297.5,243.5,135.3,428.7,307.3,488.4,251.5,695.9,181.1,460.2,181.4,393.8,991.6,404.9,298.0,383.1,420.4,1077.1,751.2,650.3,244.6,578.5,1091.0,1690.6,218.4,1052.8,1077.1,937.6,1047.4,362.0,143.1,600.3,44.8,559.6,698.9,1085.3,701.0
BX,395.0,964.4,985.3,979.7,37.1,552.8,549.9,818.5,851.1,735.8,777.1,463.2,541.8,718.4,0.0,724.5,983.5,83.1,211.2,802.8,921.2,381.0,1044.8,50.0,242.6,385.4,397.5,895.9,999.1,739.7,904.3,756.3,856.1,803.4,365.3,707.6,544.9,376.9,594.5,1000.6,514.6,413.3,393.4,1011.2,497.3,168.1,274.3,366.1,399.5,732.5,28.2,812.6,852.7,733.1,516.2,560.7,229.2,321.8,1042.6,1100.8,1022.5,559.8,718.7,870.0,964.6,378.8,1026.1,710.2,848.4,1015.7,294.8,798.3,1031.7,522.3,338.7,740.7,854.5,1041.7,552.3,701.5,853.0,533.2,968.4,381.6,179.0,96.1,94.5,408.2,516.3,597.6,681.4,615.9,941.1,858.0,337.9,448.2,310.9,290.2,986.2,512.7,385.7,854.4,1053.7,167.3,1057.0,899.0,1003.8,373.1,66.5,208.2,821.2,527.9,1003.7,887.8,264.1,756.2,504.9,846.7,365.9,811.5,107.3,313.3,961.8,610.1,384.0,391.9,259.1,900.4,833.1,685.5,857.0,389.1,422.5,222.0,1054.5,826.5,915.7,744.4,684.9,779.8,890.7,952.7,780.4,893.7,608.4,1060.6,790.2,932.3,845.0,69.0,742.7,975.1,741.7,1044.0,467.0,526.6,929.9,1033.3,1070.6,552.5,226.6,414.4,749.4,369.1,566.4,1645.6,886.6,528.2,552.5,413.0,522.8,993.9,731.8,364.4,713.0,362.7,174.3,560.7,71.9
CC,770.6,456.4,553.8,570.1,688.2,928.4,925.5,519.0,402.6,200.7,477.6,838.8,242.2,183.3,724.6,0.0,490.1,739.1,583.0,326.2,296.2,756.6,508.7,724.2,682.5,761.0,674.9,554.8,352.4,352.2,455.8,110.8,329.5,503.9,642.7,408.1,920.5,654.3,261.2,371.4,312.0,690.7,670.8,455.6,872.9,721.8,701.5,741.7,775.1,119.4,730.2,277.5,335.6,116.9,938.1,313.3,581.8,599.2,426.2,454.1,393.3,981.7,397.3,570.5,516.1,656.2,517.1,175.1,521.2,369.0,593.2,498.8,420.5,944.2,616.1,205.6,319.4,429.1,304.9,142.8,446.9,908.8,505.9,659.0,732.7,705.3,706.7,783.8,468.1,264.3,104.8,991.5,532.0,448.9,615.3,417.4,720.1,699.4,519.6,888.3,761.3,245.3,605.2,721.0,445.8,252.3,357.1,650.5,668.8,761.9,175.7,949.8,555.2,295.5,541.5,239.1,926.8,252.2,643.3,363.0,739.0,590.7,315.1,362.7,661.4,767.5,699.0,253.7,266.8,185.4,408.5,662.9,699.9,775.7,479.6,499.3,506.6,209.3,126.2,321.2,442.2,354.0,480.9,376.6,176.8,612.1,490.7,523.2,120.4,725.0,33.5,499.2,17.1,432.8,888.9,446.4,481.4,416.9,454.2,928.1,666.5,691.8,428.0,620.0,988.3,1697.2,241.1,903.8,928.1,788.6,898.4,545.4,326.5,641.8,135.9,601.1,728.0,982.6,730.1
CP,1010.9,62.5,72.7,79.9,1023.1,1168.7,1165.8,446.9,341.4,469.6,457.0,1079.1,564.7,452.2,1059.5,487.7,0.0,1074.0,905.5,454.5,199.5,996.9,107.5,1059.1,922.8,1001.3,997.4,152.9,137.5,376.4,318.5,368.3,524.1,436.6,965.2,426.1,1160.8,976.8,583.7,186.1,634.5,1013.2,993.3,34.7,1113.2,1056.7,941.8,982.0,1015.4,534.9,1065.1,472.1,244.6,394.5,1116.4,597.9,904.3,921.7,116.7,159.9,208.0,1200.5,481.3,549.9,391.6,978.7,88.8,444.0,365.9,120.9,915.7,426.7,69.8,1163.0,938.6,474.5,588.3,173.6,606.3,503.9,291.6,1149.1,15.7,981.5,1067.6,1040.2,1041.6,1024.1,698.6,586.8,483.8,1231.8,53.2,138.1,937.8,739.9,960.4,939.7,323.6,1128.6,1001.6,269.5,467.9,1055.9,43.2,245.6,132.8,973.0,1003.7,1096.8,299.9,1128.1,417.9,189.3,864.0,334.1,1145.6,276.4,965.8,336.5,1073.9,913.2,174.8,601.2,983.9,1007.8,939.3,354.3,325.2,451.7,290.1,985.4,1022.4,1110.6,230.4,344.0,78.0,478.2,487.3,345.4,304.9,150.7,412.5,203.6,499.3,474.8,423.4,62.4,538.9,1059.9,495.4,9.0,468.8,56.5,1087.2,676.9,382.9,107.4,144.7,1168.4,906.8,1014.3,512.0,942.5,1207.1,1446.2,314.1,1144.1,1168.4,1028.9,1138.7,408.1,474.8,964.3,413.5,923.6,1062.9,1112.0,1065.0
CT,445.5,958.9,979.8,974.2,38.4,603.3,600.4,804.7,837.3,722.0,763.3,513.7,528.0,704.6,74.8,710.7,978.0,0.0,203.4,784.7,907.4,431.5,1039.3,102.2,293.1,435.9,383.7,890.4,985.3,725.9,890.5,742.5,842.3,789.6,351.5,693.8,595.4,363.1,580.7,986.8,500.8,406.6,379.6,1005.7,547.8,218.6,324.8,416.6,450.0,718.7,80.4,798.8,838.9,719.3,566.7,546.9,215.4,308.0,1028.8,1087.0,1008.7,610.3,712.5,856.2,950.8,365.0,1020.6,696.4,834.6,1001.9,281.0,784.5,1017.9,572.8,324.9,726.9,840.7,1027.3,538.5,687.7,839.2,583.7,962.9,370.8,229.5,67.3,146.7,458.7,502.5,583.8,667.6,666.4,935.6,852.5,320.4,434.4,360.0,340.7,972.4,563.2,436.2,840.6,1039.9,217.8,1043.2,885.2,990.0,359.3,52.7,258.7,807.4,578.4,992.6,882.3,250.3,742.4,555.4,832.9,352.1,797.7,57.5,299.5,944.8,596.3,370.2,442.4,314.7,886.6,819.3,671.7,843.2,375.3,408.7,272.5,1040.7,812.7,910.2,730.6,671.1,766.0,876.9,933.5,766.6,879.9,594.6,1046.8,776.4,926.8,831.2,9.8,728.9,969.6,727.9,1030.2,522.4,512.8,916.1,1019.5,1056.8,603.0,277.1,400.6,735.6,355.3,616.9,1696.1,872.8,578.7,603.0,463.5,573.3,980.1,718.0,350.6,699.2,348.9,224.8,611.2,80.3
CW,427.7,914.1,911.2,905.6,167.2,585.5,582.6,676.9,709.5,594.2,635.5,495.9,400.2,576.8,203.6,639.9,909.4,218.1,0.0,656.9,779.6,413.7,983.5,203.2,275.3,418.1,255.9,821.8,857.5,598.1,762.7,614.7,714.5,661.8,223.7,566.0,577.6,235.3,452.9,859.0,373.0,278.8,251.8,925.2,530.0,200.8,307.0,398.8,432.2,590.9,209.2,671.0,711.1,591.5,548.9,419.3,87.6,180.2,901.0,959.2,880.9,592.5,584.7,728.4,823.0,237.2,986.7,568.6,706.8,874.1,107.8,656.7,890.1,555.0,197.1,599.1,712.9,899.5,410.7,559.9,711.4,565.9,894.3,240.0,211.7,184.3,185.7,440.9,374.7,456.0,539.8,648.6,867.0,783.9,192.6,306.6,342.2,322.9,844.6,545.4,418.4,712.8,912.1,200.0,915.4,757.4,862.2,231.5,147.8,240.9,679.6,560.6,862.1,792.1,122.5,614.6,537.6,705.1,224.3,669.9,218.0,171.7,817.0,468.5,242.4,424.6,296.9,758.8,691.5,543.9,715.4,247.5,280.9,254.7,912.9,684.9,841.6,602.8,543.3,638.2,749.1,805.7,638.8,752.1,466.8,919.0,648.6,858.2,719.9,204.0,601.1,901.0,612.6,902.4,504.6,385.0,788.3,891.7,929.0,585.2,259.3,272.8,607.8,227.5,599.1,1669.9,745.0,560.9,585.2,445.7,555.5,852.3,590.2,222.8,571.4,221.1,207.0,593.4,209.1
CY,1087.5,395.8,515.4,525.8,827.0,1245.3,1242.4,266.8,168.4,205.7,225.4,1155.7,368.6,167.8,863.4,368.2,469.7,873.1,715.4,0.0,263.9,1073.5,491.6,863.0,935.1,1077.9,801.3,540.2,348.7,128.7,226.4,256.0,146.4,256.5,769.1,160.7,1237.4,780.7,387.6,351.0,438.4,824.2,797.2,435.2,1184.4,860.6,962.0,1058.6,1092.0,338.8,869.0,89.6,231.2,232.8,1208.7,346.6,708.2,725.6,411.0,450.4,372.9,1369.5,152.7,323.1,286.7,782.6,473.9,175.4,291.8,360.5,719.6,251.4,400.1,1332.0,742.5,154.2,251.9,393.6,355.2,307.8,217.5,1225.7,485.5,788.4,871.5,844.1,845.5,1104.6,447.5,390.7,287.7,1308.4,474.4,391.3,738.0,543.8,1008.8,982.7,308.3,1200.4,1078.2,194.5,375.8,859.8,425.4,272.7,353.4,776.9,807.6,900.7,320.9,1220.4,331.6,273.8,667.9,273.9,1193.6,186.8,769.7,133.6,877.8,717.1,308.2,350.1,787.8,1084.4,956.7,400.1,168.4,255.6,179.1,789.3,826.3,914.5,388.9,265.1,449.0,209.5,291.2,119.9,212.8,313.9,233.5,272.2,298.4,382.7,243.3,465.6,419.4,858.9,349.0,478.8,349.3,412.4,1164.4,425.8,252.0,401.7,439.0,1238.5,919.1,818.2,180.6,746.4,1376.1,1736.9,282.8,1220.7,1245.0,1105.5,1215.3,316.0,79.1,769.2,212.7,727.5,866.8,1253.2,868.9
DB,1110.7,196.5,274.1,290.4,850.2,1268.5,1265.6,362.3,316.0,278.7,320.9,1178.9,391.8,261.3,886.6,299.0,210.4,901.1,738.6,227.5,0.0,1096.7,230.2,886.2,958.3,1101.1,824.5,340.9,149.4,178.5,293.1,206.8,301.4,347.2,792.3,251.4,1260.6,803.9,410.8,163.3,461.6,847.4,820.4,175.9,1207.6,883.8,992.4,1081.8,1115.2,362.0,892.2,249.4,221.8,194.9,1083.7,396.4,731.4,748.8,149.1,214.9,185.2,1167.8,290.0,413.8,381.9,805.8,234.8,253.1,343.1,168.4,742.8,342.1,140.8,1130.3,765.7,283.6,397.4,132.2,405.0,331.0,268.8,1248.9,226.2,811.6,894.7,867.3,868.7,1127.8,497.3,413.9,310.9,1331.6,263.7,192.0,761.2,567.0,933.1,907.0,313.9,1228.4,1101.4,74.0,445.1,883.0,163.5,73.4,154.1,800.1,830.8,923.9,113.3,1095.4,400.9,74.5,691.1,128.6,1109.1,78.5,792.9,201.4,901.0,740.3,108.9,399.9,811.0,1107.6,979.9,182.1,93.1,278.8,267.3,812.5,849.5,937.7,239.8,321.2,249.7,289.7,314.4,147.5,282.1,130.7,324.2,180.8,328.8,452.0,334.0,266.3,350.2,882.1,306.7,219.5,280.1,153.1,1047.7,475.6,321.3,142.4,179.7,1261.7,942.3,841.4,310.7,769.6,1176.8,1537.6,129.9,1243.9,1268.2,1128.7,1238.5,385.3,252.1,792.4,213.9,750.7,890.0,1079.3,892.1
DE,80.2,902.6,923.5,917.9,317.3,238.0,235.1,957.0,989.6,874.3,915.6,182.3,680.3,856.9,309.7,752.4,921.7,368.2,349.7,941.3,916.6,0.0,983.0,280.3,169.3,70.6,536.0,834.1,957.7,878.2,1042.8,863.3,994.6,941.9,503.8,846.1,230.1,515.4,733.0,1050.3,653.1,551.8,531.9,949.4,182.5,216.6,152.2,131.1,116.4,851.5,292.2,951.1,991.2,869.4,400.7,699.2,367.7,460.3,1031.4,1059.4,1072.2,444.3,857.2,1008.5,1103.1,517.3,964.3,848.7,986.9,974.3,433.3,936.8,984.5,406.8,477.2,879.2,993.0,1049.5,690.8,840.0,991.5,218.4,906.6,520.1,204.1,334.4,262.8,32.4,654.8,736.1,819.9,301.1,879.3,796.2,476.4,586.7,170.8,150.1,1124.7,197.9,135.3,906.2,1192.2,219.1,957.9,861.7,962.4,511.6,297.9,231.4,928.2,412.4,1142.2,826.0,402.6,894.7,389.4,913.1,504.4,950.0,368.1,451.8,920.4,748.6,522.5,85.5,206.2,970.4,927.7,824.0,995.5,527.6,561.0,245.2,1105.9,965.0,853.9,882.9,823.4,918.3,1029.2,1032.9,918.9,1032.2,746.9,1199.1,928.7,870.5,872.9,354.1,786.0,913.3,769.6,971.2,351.5,665.1,1068.4,1022.1,1027.5,237.7,148.0,552.9,887.9,507.6,450.9,1536.2,962.1,213.4,237.7,67.4,208.0,1132.4,870.3,502.9,851.5,501.2,187.7,445.2,305.5
DL,1068.8,110.7,59.4,88.7,1041.7,1226.6,1223.7,465.5,360.0,486.0,475.6,1137.0,583.3,468.6,1078.1,506.3,108.0,1092.6,924.1,473.1,207.2,1054.8,0.0,1077.7,980.7,1059.2,1016.0,168.1,138.1,385.8,300.9,386.9,542.7,455.2,983.8,444.7,1218.7,995.4,602.3,161.0,653.1,1031.8,1011.9,100.9,1171.1,1075.3,999.7,1039.9,1073.3,553.5,1083.7,490.7,263.2,402.2,1174.3,616.5,922.9,940.3,71.6,160.5,122.1,1400.9,499.9,568.5,284.0,997.3,18.6,460.4,384.5,121.5,934.3,445.3,104.4,1363.4,957.2,490.9,604.7,86.3,624.9,522.5,310.2,1207.0,123.8,1000.1,1086.2,1058.8,1060.2,1082.0,717.2,605.4,502.4,1289.7,113.8,198.7,956.4,758.5,1018.3,997.6,216.0,1186.5,1059.5,278.9,391.1,1074.5,109.4,246.2,133.4,991.6,1022.3,1115.4,318.5,1186.0,341.1,265.3,882.6,352.7,1203.5,285.8,984.4,355.1,1092.5,931.8,175.4,619.8,1002.5,1065.7,997.2,354.9,343.8,470.3,308.7,1004.0,1041.0,1129.2,122.8,362.6,138.6,494.6,505.9,354.8,314.2,169.3,431.1,222.2,517.9,398.0,442.0,123.0,557.5,1078.5,514.0,117.1,487.4,116.7,1145.1,695.5,275.3,80.0,44.4,1226.3,964.7,1032.9,530.6,961.1,1407.5,1506.8,332.7,1202.0,1226.3,1086.8,1196.6,331.3,493.4,982.9,421.2,942.2,1081.5,1169.9,1083.6
DV,343.9,913.3,934.2,928.6,75.4,501.7,498.8,776.1,808.7,693.4,734.7,412.1,499.4,676.0,48.3,682.1,932.4,121.4,168.8,760.4,878.8,329.9,993.7,0.0,191.5,334.3,355.1,844.8,956.7,697.3,861.9,713.9,813.7,761.0,322.9,665.2,493.8,334.5,552.1,958.2,472.2,370.9,351.0,960.1,446.2,117.0,223.2,315.0,348.4,690.1,30.8,770.2,810.3,690.7,465.1,518.3,186.8,279.4,1000.2,1058.4,980.1,508.7,676.3,827.6,922.2,336.4,975.0,667.8,806.0,973.3,252.4,755.9,989.3,471.2,296.3,698.3,812.1,999.3,509.9,659.1,810.6,482.1,917.3,339.2,127.9,134.4,43.4,357.1,473.9,555.2,639.0,564.8,890.0,806.9,295.5,405.8,259.8,239.1,943.8,461.6,334.6,812.0,1011.3,116.2,968.6,856.6,961.4,330.7,104.8,157.1,778.8,476.8,961.3,836.7,221.7,713.8,453.8,804.3,323.5,769.1,145.6,270.9,919.4,567.7,341.6,340.8,208.0,858.0,790.7,643.1,814.6,346.7,380.1,170.9,1012.1,784.1,864.6,702.0,642.5,737.4,848.3,910.3,738.0,851.3,566.0,1018.2,747.8,881.2,802.6,107.3,700.3,924.0,699.3,1001.6,415.9,484.2,887.5,990.9,1028.2,501.4,175.5,372.0,707.0,326.7,515.3,1594.5,844.2,477.1,501.4,361.9,471.7,951.5,689.4,322.0,670.6,320.3,123.2,509.6,25.1
DW,178.5,843.4,864.3,858.7,240.1,336.3,333.4,879.8,912.4,797.1,838.4,246.7,603.1,779.7,232.5,693.2,862.5,291.0,272.5,864.1,857.4,164.5,923.8,203.1,0.0,168.9,458.8,774.9,898.5,801.0,965.6,817.6,917.4,864.7,426.6,768.9,328.4,438.2,655.8,1061.9,575.9,474.6,454.7,890.2,280.8,139.4,57.8,149.6,183.0,793.8,215.0,873.9,914.0,794.4,364.0,622.0,290.5,383.1,972.2,1000.2,1083.8,407.6,780.0,931.3,1025.9,440.1,905.1,771.5,909.7,915.1,356.1,859.6,925.3,370.1,400.0,802.0,915.8,990.3,613.6,762.8,914.3,316.7,847.4,442.9,126.9,257.2,185.6,191.7,577.6,658.9,742.7,399.4,820.1,737.0,399.2,509.5,94.4,73.7,1047.5,296.2,169.2,847.0,1115.0,141.9,898.7,802.5,903.2,434.4,220.7,154.2,882.5,375.7,1065.0,766.8,325.4,817.5,352.7,853.9,427.2,872.8,290.9,374.6,861.2,671.4,445.3,175.4,83.0,911.2,894.4,746.8,918.3,450.4,483.8,168.0,1115.8,887.8,794.7,805.7,746.2,841.1,952.0,1014.0,841.7,955.0,669.7,1121.9,851.5,811.3,813.7,276.9,726.8,854.1,710.4,912.0,314.8,587.9,991.2,962.9,968.3,336.0,24.8,475.7,810.7,430.4,414.2,1493.4,902.9,311.7,336.0,196.5,306.3,1055.2,793.1,425.7,774.3,424.0,110.5,408.5,228.3
EB,34.2,918.4,939.3,933.7,333.1,167.3,164.4,972.8,1005.4,890.1,931.4,198.1,696.1,872.7,325.5,768.2,937.5,384.0,365.5,957.1,932.4,62.0,998.8,296.1,185.1,0.0,551.8,849.9,973.5,894.0,1058.6,879.1,1010.4,957.7,519.6,861.9,159.4,531.2,748.8,1066.1,668.9,567.6,547.7,965.2,111.8,232.4,168.0,146.9,132.2,867.3,308.0,966.9,1007.0,885.2,330.0,715.0,383.5,476.1,1047.2,1075.2,1088.0,373.6,873.0,1024.3,1118.9,533.1,980.1,864.5,1002.7,990.1,449.1,952.6,1000.3,336.1,493.0,895.0,1008.8,1065.3,706.6,855.8,1007.3,147.7,922.4,535.9,219.9,350.2,278.6,94.5,670.6,751.9,835.7,230.4,895.1,812.0,492.2,602.5,186.6,165.9,1140.5,127.2,151.1,922.0,1208.0,234.9,973.7,877.5,978.2,527.4,313.7,247.2,944.0,341.7,1158.0,841.8,418.4,910.5,318.7,928.9,520.2,965.8,383.9,467.6,936.2,764.4,538.3,104.6,222.0,986.2,943.5,839.8,1011.3,543.4,576.8,261.0,1121.7,980.8,869.7,898.7,839.2,934.1,1045.0,1048.7,934.7,1048.0,762.7,1214.9,944.5,886.3,888.7,369.9,801.8,929.1,785.4,987.0,280.8,680.9,1084.2,1037.9,1043.3,167.0,163.8,568.7,903.7,523.4,380.2,1552.0,977.9,142.7,167.0,125.7,137.3,1148.2,886.1,518.7,867.3,517.0,203.5,374.5,321.3
EE,618.7,970.7,1080.0,1096.3,358.2,776.5,773.6,733.5,766.1,650.8,692.1,686.9,456.8,633.4,394.6,696.5,1016.3,409.1,246.6,713.5,836.2,604.7,1040.1,394.2,466.3,609.1,0.0,1012.8,914.1,654.7,819.3,671.3,771.1,718.4,31.6,622.6,768.6,157.1,509.5,915.6,429.6,22.8,49.6,981.8,721.0,391.8,498.0,589.8,623.2,647.5,400.2,727.6,767.7,648.1,739.9,475.7,239.4,65.9,957.6,1015.8,937.5,783.5,641.3,785.0,879.6,159.0,1043.3,625.2,763.4,930.7,250.8,713.3,946.7,746.0,118.9,655.7,769.5,956.1,467.3,616.5,768.0,756.9,1032.1,12.8,402.7,375.3,376.7,635.8,431.3,512.6,596.4,839.6,1049.3,966.2,80.1,363.2,533.2,513.9,901.2,736.4,609.4,769.4,968.7,391.0,972.0,814.0,918.8,24.3,338.8,431.9,736.2,751.6,918.7,848.7,126.4,671.2,728.6,761.7,146.1,726.5,409.0,72.6,873.6,525.1,40.2,615.6,482.8,815.4,748.1,600.5,772.0,169.3,78.7,445.7,969.5,741.5,1023.9,659.4,599.9,694.8,805.7,862.3,695.4,808.7,523.4,975.6,705.2,1040.5,776.5,395.0,657.7,1025.4,669.2,959.0,690.7,441.6,844.9,948.3,985.6,776.2,450.3,70.6,664.4,149.3,790.1,1860.9,801.6,751.9,776.2,636.7,746.5,908.9,646.8,70.6,628.0,141.7,398.0,784.4,400.1
EG,900.6,215.8,113.5,83.7,949.5,1058.4,1055.5,600.2,494.7,553.5,610.3,968.8,648.6,536.1,985.9,621.7,153.2,1000.4,931.1,521.2,352.8,886.6,173.0,920.4,812.5,891.0,1081.3,0.0,290.8,467.9,474.0,471.1,590.8,589.9,1049.1,579.4,1050.5,1060.7,667.6,334.1,718.4,1097.1,1077.2,188.0,1002.9,856.7,831.5,871.7,905.1,618.8,932.3,538.8,397.9,517.6,1006.1,686.0,988.2,1005.6,244.7,313.2,295.2,1090.2,569.4,703.2,457.1,1062.6,154.3,527.9,519.2,274.2,999.6,580.0,223.1,1052.7,1022.5,558.4,672.2,259.4,694.4,587.8,444.9,1038.8,138.1,1065.4,844.2,966.6,902.9,913.8,786.7,670.7,567.7,1121.5,108.9,168.4,1021.7,823.8,850.1,829.4,389.1,1018.3,891.3,361.0,564.2,859.2,196.5,316.5,286.1,1056.9,930.1,871.5,402.7,1017.8,514.2,280.8,947.9,418.0,1035.3,367.9,1049.7,489.8,1000.3,997.1,328.1,689.3,1067.8,897.5,829.0,425.2,382.5,535.6,443.4,1069.3,1106.3,885.3,295.9,497.3,133.7,562.1,571.2,436.9,487.3,304.0,565.8,356.9,583.2,571.1,576.7,118.1,672.9,986.3,629.4,144.8,602.8,209.8,976.9,765.0,448.4,253.1,217.5,1058.1,796.5,1098.2,600.1,1026.4,1096.8,1338.8,416.9,1033.8,1058.1,918.6,1028.4,504.4,541.5,1048.2,536.6,1007.5,827.8,1001.7,945.6
