from_stop,AG,AK,AL,AM,AN,AO,AS,AT,BA,BK,BM,BP,BV,BY,CE,CF,CG,CI,DC,DE,DH,DP,DT,DV,EK,ES,EY,FC,FD,FE,FH,FO,FP,FQ,FW,GD,GI,GJ,GW,HE,HG,HT,HU,HZ,IB,IF,IJ,IO,IR,IW,JE,JF,JI,JJ,JP,JX,JZ,KF,KL,KN,KY,KZ,LA,LE,LI,LJ,LO,LW,MC,ME,MI,MN,MR,MT,NB,NG,NI,OC,OP,OV,PB,PJ,PR,PT,PZ,QC,QF,QJ,QK,QL,QQ,QR,QS,QT,RG,RI,RP,RQ,RR,RT,SH,SM,SX,SY,TO,TQ,TR,TX,UF,UH,UL,UN,UQ,UR,UU,VB,VF,VG,VH,VP,VW,WA,WF,WJ,WS,WU,WV,WX,XI,XK,XO,XP,XQ,XW,YG,YJ,YR,YV,YW,ZC,ZK,ZS,ZT,ZY
MC,791.0,730.4,525.9,508.5,187.8,515.4,333.5,411.2,563.0,1433.8,454.4,168.0,187.3,356.0,432.5,800.8,728.4,601.8,463.8,482.1,864.7,321.5,188.0,448.9,637.3,690.8,357.6,376.6,715.4,484.7,288.2,682.2,846.6,536.7,683.2,736.9,402.5,570.5,674.9,390.1,484.0,143.9,561.7,391.0,325.2,819.6,418.0,364.0,158.5,378.5,206.8,457.9,335.1,188.9,267.1,578.9,461.5,812.4,652.8,556.5,388.8,678.8,709.7,712.0,73.4,320.2,780.2,26.4,0.0,854.4,380.6,767.6,371.2,478.2,350.4,470.3,250.8,802.1,715.8,504.0,721.4,598.7,383.3,592.1,421.7,78.2,440.5,320.8,429.0,459.2,627.1,781.9,415.1,454.9,96.7,647.3,692.1,356.4,320.9,491.1,423.5,425.3,540.9,498.0,360.1,853.9,837.2,413.1,719.5,536.7,833.9,219.0,704.4,554.5,494.8,339.0,582.3,811.5,332.0,804.3,842.1,242.6,353.4,329.1,822.2,138.9,325.8,154.4,538.2,311.7,568.6,362.8,400.0,789.4,402.6,707.2,336.7,520.9,738.3,528.3,645.9,409.2,335.5,348.2
ME,139.6,202.6,404.7,1104.7,900.4,1143.1,943.2,938.7,369.4,1576.3,882.0,829.4,848.7,783.6,960.0,449.7,266.7,408.2,1091.5,522.8,513.6,968.0,797.7,489.6,443.7,181.0,874.4,885.8,151.1,1012.2,922.5,209.3,495.5,1132.9,221.5,132.9,923.8,1166.7,168.9,872.0,945.9,870.8,1157.9,913.3,859.9,468.5,572.7,862.8,909.8,806.1,911.8,985.4,869.8,869.1,913.6,1175.1,1084.3,100.5,194.3,1152.7,905.6,169.0,156.8,232.3,891.7,747.8,136.1,845.0,856.2,0.0,990.3,119.2,980.9,498.9,849.2,975.1,860.5,37.8,331.0,600.9,141.8,260.9,882.1,379.6,849.3,821.3,1050.2,855.5,1038.7,556.1,406.6,96.9,1024.8,982.4,900.4,347.1,306.6,893.6,855.6,485.5,1033.2,852.9,637.8,1109.7,876.9,107.6,375.5,955.4,147.0,1102.0,87.6,828.7,154.0,370.6,591.7,871.1,283.6,65.2,866.7,453.2,95.8,873.8,883.2,845.9,75.9,872.6,753.4,881.3,635.1,828.5,1165.2,861.6,1009.7,438.3,1022.0,290.7,764.3,1086.2,128.2,456.0,213.2,836.8,763.1,882.9
MI,934.4,873.8,642.0,152.7,280.4,197.5,168.5,396.9,706.4,1643.6,550.8,336.8,342.5,499.5,418.2,944.2,871.8,745.2,213.0,625.5,1008.1,318.5,254.9,592.3,780.7,834.2,431.5,450.5,858.8,470.4,273.0,825.6,990.0,178.0,826.6,880.3,476.4,211.8,818.3,464.0,557.9,310.0,203.0,464.9,399.1,963.0,561.4,429.1,401.4,522.0,351.0,443.6,409.0,431.8,264.1,220.2,202.6,955.8,796.2,197.8,462.7,822.2,853.1,855.4,330.9,428.7,923.6,409.7,400.6,997.8,0.0,911.0,26.0,621.6,415.5,433.3,211.0,945.5,859.2,618.1,864.8,742.1,457.2,735.5,518.1,414.5,95.3,394.7,198.5,573.3,770.5,925.3,184.6,440.6,339.6,790.7,835.5,430.3,394.8,699.8,193.0,481.2,655.0,228.0,434.0,997.3,980.6,413.6,862.9,147.1,977.3,253.0,847.8,697.9,608.9,408.1,725.7,954.9,405.9,947.7,985.5,224.3,422.5,403.0,965.6,311.8,469.3,320.5,652.3,385.6,210.3,436.7,155.5,932.8,140.3,850.6,502.0,131.3,881.7,675.3,789.3,552.7,451.7,422.1
MN,68.7,82.2,382.2,1056.7,849.5,1092.2,892.3,887.8,319.5,1525.4,768.2,778.5,797.8,732.7,909.1,398.0,213.8,391.3,1040.6,501.1,462.7,917.1,746.8,467.9,426.8,113.4,823.5,834.9,133.6,961.3,871.6,175.3,444.6,1082.0,178.8,154.8,872.9,1115.8,134.9,812.8,895.0,822.9,1107.0,862.4,809.0,417.6,550.2,811.9,858.9,750.2,860.9,934.5,818.9,818.2,861.9,1123.4,1033.4,100.1,103.8,1098.2,854.7,101.4,132.3,181.4,835.3,696.9,65.2,794.1,805.3,128.3,939.4,0.0,930.0,477.2,797.1,924.2,808.8,102.9,309.3,578.4,157.0,277.9,831.2,396.6,797.6,770.4,998.5,804.6,987.8,533.6,423.6,23.9,967.3,931.5,849.5,325.4,284.9,842.7,804.7,463.8,982.3,826.8,615.6,1058.8,826.0,144.0,333.6,904.5,129.5,1048.5,132.5,777.8,114.6,348.9,569.2,820.2,300.6,114.9,821.5,402.3,140.7,822.9,832.3,794.2,120.8,821.7,702.5,830.4,613.4,777.6,1114.3,810.7,958.0,387.4,971.1,269.0,712.6,1034.5,110.7,433.5,186.7,785.9,712.2,832.0
MR,910.0,849.4,617.6,123.7,256.0,171.4,144.1,372.5,682.0,1659.8,526.4,312.4,318.1,475.1,393.8,919.8,847.4,720.8,216.2,601.1,983.7,294.1,230.5,567.9,756.3,809.8,407.1,426.1,834.4,446.0,248.6,801.2,965.6,151.9,802.2,855.9,452.0,185.7,793.9,439.6,533.5,285.6,176.9,440.5,374.7,938.6,537.0,404.7,377.0,497.6,326.6,419.2,384.6,407.4,239.7,194.1,178.2,931.4,771.8,171.7,438.3,797.8,828.7,831.0,306.5,404.3,899.2,385.3,376.2,973.4,39.3,886.6,0.0,597.2,391.1,408.9,186.6,921.1,834.8,593.7,840.4,717.7,432.8,711.1,493.7,390.1,69.2,370.3,174.1,548.9,746.1,900.9,160.2,416.2,315.2,766.3,811.1,405.9,370.4,675.4,168.6,456.8,630.6,203.6,409.6,972.9,956.2,389.2,838.5,121.0,952.9,228.6,823.4,673.5,584.5,383.7,701.3,930.5,381.5,923.3,961.1,199.9,398.1,378.6,941.2,287.4,444.9,296.1,627.9,361.2,184.2,412.3,41.2,908.4,115.9,826.2,477.6,105.2,857.3,650.9,764.9,528.3,427.3,397.7
MT,428.9,364.4,132.6,746.2,539.0,781.7,581.8,506.6,197.0,1433.5,520.6,468.0,487.3,422.2,527.9,563.4,362.4,235.8,730.1,165.4,627.3,606.6,436.3,132.2,271.3,324.8,513.0,524.4,349.4,580.1,561.1,316.2,609.2,771.5,317.2,370.9,562.4,805.3,308.9,510.6,584.5,509.4,796.5,551.9,498.5,582.2,215.3,501.4,548.4,444.7,550.4,553.3,508.4,507.7,552.2,813.7,722.9,458.6,286.8,791.3,544.2,312.8,343.7,346.0,530.3,386.4,426.4,483.6,494.8,488.4,628.9,401.6,619.5,0.0,487.8,565.7,499.1,436.1,351.1,298.2,355.4,232.7,520.7,226.1,487.9,459.9,688.8,494.1,677.3,253.4,261.1,425.6,663.4,550.3,539.0,281.3,326.1,532.2,494.2,203.1,671.8,491.5,335.1,748.3,515.5,487.9,471.2,550.5,353.5,740.6,467.9,467.3,338.4,188.5,289.0,509.7,216.3,445.5,505.3,566.9,476.1,512.4,521.8,484.5,456.2,511.2,392.0,519.9,332.4,467.1,803.8,500.2,648.3,552.0,660.6,341.2,402.9,724.8,372.3,165.9,279.9,475.4,401.7,521.5
NB,759.6,699.0,467.2,497.1,418.6,501.1,367.9,110.8,531.6,1509.4,207.3,340.0,400.4,160.1,132.1,769.4,697.0,570.4,449.5,450.7,833.3,444.9,312.8,417.5,605.9,659.4,119.9,40.0,684.0,184.3,399.4,650.8,815.2,522.4,651.8,705.5,164.8,556.2,643.5,144.9,246.3,370.9,547.4,156.1,125.4,788.2,386.6,13.9,459.3,177.6,408.9,157.5,135.3,379.7,390.5,564.6,447.2,781.0,624.8,538.6,151.1,647.4,678.3,680.6,383.3,208.0,748.8,355.6,366.8,823.0,415.0,736.2,405.6,446.8,0.0,169.9,337.4,772.9,684.4,443.3,690.0,567.3,124.9,560.7,174.6,331.9,474.9,121.0,463.4,398.5,595.7,750.5,442.9,154.5,397.5,615.9,660.7,136.4,121.1,525.0,457.9,203.0,480.2,483.7,56.7,822.5,805.8,154.7,688.1,552.3,802.5,343.8,673.0,523.1,434.1,113.9,550.9,784.9,132.2,772.9,810.7,350.7,126.0,91.4,790.8,369.7,129.9,378.4,477.5,74.0,554.3,104.4,434.4,758.0,388.3,675.8,158.5,506.6,706.9,500.5,614.5,213.3,172.4,148.4
NG,827.4,766.8,535.0,497.4,421.8,504.3,371.1,89.3,599.4,1577.2,275.1,397.9,403.6,227.9,47.2,837.2,764.8,638.2,452.7,518.5,901.1,448.1,316.0,485.3,673.7,727.2,187.7,176.4,751.8,90.3,402.6,718.6,883.0,525.6,719.6,773.3,232.6,559.4,711.3,220.2,314.1,371.1,550.6,180.3,181.8,856.0,454.4,153.4,462.5,250.4,412.1,63.5,190.4,447.5,393.7,567.8,450.4,848.8,689.2,545.4,218.9,715.2,746.1,748.4,392.0,275.8,816.6,423.4,461.7,890.8,418.2,804.0,408.8,514.6,139.8,0.0,340.6,838.5,752.2,511.1,757.8,635.1,149.1,628.5,242.4,399.7,478.1,225.7,466.6,466.3,663.5,818.3,452.7,10.4,400.7,683.7,728.5,160.6,186.1,592.8,461.1,246.0,548.0,486.9,190.2,890.3,873.6,19.7,755.9,555.5,870.3,347.0,740.8,590.9,501.9,138.1,618.7,847.9,236.9,840.7,878.5,353.9,150.2,159.2,858.6,372.9,197.7,381.6,545.3,141.8,557.5,128.6,437.6,825.8,391.5,743.6,226.3,509.8,774.7,568.3,682.3,281.1,240.2,253.1
NI,797.5,736.9,505.1,290.4,69.3,338.1,128.9,314.5,569.5,1527.7,461.0,222.3,203.0,362.6,335.8,807.3,734.9,608.3,308.0,488.6,871.2,107.4,203.2,455.4,643.8,697.3,349.1,368.1,721.9,388.0,61.9,688.7,853.1,318.6,689.7,743.4,394.0,352.4,681.4,374.1,475.5,170.5,343.6,382.5,316.7,826.1,424.5,346.7,223.2,385.1,215.0,361.2,326.6,253.6,53.0,360.8,270.0,818.9,659.3,338.4,380.3,685.3,716.2,718.5,162.7,291.8,786.7,241.5,232.4,860.9,176.0,773.2,166.6,484.7,332.7,350.9,0.0,810.8,722.3,481.2,727.9,605.2,374.8,598.6,428.3,302.5,235.9,312.3,224.4,436.4,633.6,788.4,210.5,358.2,183.4,653.8,698.6,347.9,312.4,610.8,218.9,397.7,517.6,295.4,351.6,860.4,843.7,331.2,726.0,284.5,840.4,155.5,710.9,561.0,472.0,325.7,588.8,818.0,329.2,810.8,848.6,13.2,340.1,320.6,828.7,123.4,332.4,181.0,515.4,303.2,350.9,354.3,195.4,795.9,207.7,713.7,419.6,271.9,744.8,538.4,644.9,415.8,314.8,339.7
OC,134.5,197.5,399.6,1099.6,895.3,1138.0,938.1,933.6,364.3,1571.2,876.9,824.3,843.6,778.5,954.9,444.6,261.6,403.1,1086.4,517.7,508.5,962.9,792.6,484.5,438.6,175.9,869.3,880.7,146.0,1007.1,917.4,204.2,490.4,1127.8,216.4,127.8,918.7,1161.6,163.8,859.4,940.8,865.7,1152.8,908.2,854.8,463.4,567.6,857.7,904.7,796.0,906.7,980.3,864.7,864.0,908.5,1170.0,1079.2,123.5,186.3,1144.0,900.5,163.9,151.7,227.2,881.1,742.7,131.0,839.9,851.1,65.0,985.2,114.1,975.8,493.8,843.7,970.0,855.4,0.0,325.9,595.8,136.7,255.8,877.0,374.5,844.2,816.2,1045.1,850.4,1033.6,551.0,401.5,91.8,1019.7,977.3,895.3,342.0,301.5,888.5,850.5,480.4,1028.1,872.6,632.7,1104.6,871.8,82.5,370.4,950.3,141.9,1093.7,62.5,823.6,148.9,365.5,586.6,866.0,278.5,40.1,867.3,448.1,70.7,868.7,878.1,840.8,50.8,867.5,748.3,876.2,630.0,823.4,1160.1,856.5,1004.6,433.2,1016.9,285.6,759.2,1081.1,123.1,450.9,208.1,831.7,758.0,877.8
OP,241.9,195.7,256.5,952.5,748.2,990.9,791.0,802.9,187.3,1440.5,729.8,677.2,696.5,631.4,824.2,313.9,185.1,147.4,939.3,374.6,377.8,815.8,645.5,341.4,182.9,237.5,722.2,733.6,262.1,876.4,770.3,212.8,359.7,980.7,139.9,256.8,771.6,1014.5,192.7,719.8,793.7,718.6,1005.7,761.1,707.7,332.7,424.5,710.6,775.2,653.9,759.6,849.6,717.6,716.2,761.4,1022.9,932.1,263.3,230.8,1000.5,753.4,225.5,256.4,168.7,739.5,595.6,231.1,689.9,701.1,291.5,838.1,255.1,828.7,350.7,697.0,839.3,708.3,285.1,0.0,452.7,255.5,235.6,729.9,341.2,697.1,669.1,898.0,703.3,886.5,407.9,357.9,232.8,872.6,846.6,735.4,81.5,89.0,741.4,703.4,337.3,881.0,700.7,489.6,957.5,724.7,302.3,293.9,819.6,266.2,949.8,316.9,676.5,238.5,222.4,443.5,718.9,258.3,294.5,714.5,317.4,325.1,721.6,731.0,693.7,305.2,720.4,601.2,729.1,486.9,676.3,1013.0,709.4,857.5,302.5,869.8,104.1,612.1,934.0,285.0,307.8,161.4,684.6,610.9,730.7
OV,581.1,516.6,284.8,666.2,461.9,704.6,504.7,429.5,344.4,1356.4,443.5,390.9,410.2,345.1,450.8,616.4,514.6,388.0,653.0,304.4,680.3,529.5,359.2,271.2,423.5,477.0,435.9,447.3,501.6,503.0,484.0,468.4,662.2,694.4,469.4,523.1,485.3,728.2,461.1,426.0,507.4,432.3,719.4,474.8,421.4,635.2,240.3,424.3,471.3,362.6,473.3,476.2,431.3,430.6,475.1,736.6,645.8,610.8,442.4,714.2,467.1,465.0,495.9,498.2,453.2,309.3,578.6,406.5,417.7,640.6,551.8,552.9,542.4,300.5,410.3,488.6,422.0,590.5,503.3,0.0,507.6,384.9,443.6,378.3,410.8,382.8,611.7,417.0,600.2,53.4,413.3,577.8,586.3,473.2,461.9,433.5,478.3,455.1,417.1,250.0,594.7,413.3,36.8,671.2,438.4,640.1,623.4,473.4,505.7,660.9,620.1,390.2,490.6,340.7,46.6,432.6,368.5,602.5,433.9,619.9,628.3,435.3,444.7,407.4,608.4,434.1,314.9,442.8,74.9,390.0,726.7,423.1,571.2,605.0,583.5,493.4,325.8,647.7,524.5,287.2,432.1,398.3,324.6,444.4
PB,180.9,116.4,317.3,1016.2,809.0,1051.7,851.8,776.6,258.6,1553.8,790.6,738.0,757.3,692.2,797.9,427.2,226.2,325.6,1000.1,435.4,491.1,876.6,706.3,402.2,361.1,94.8,783.0,794.4,119.4,850.1,831.1,123.1,473.0,1041.5,181.0,51.1,832.4,1075.3,74.9,780.6,854.5,779.4,1066.5,821.9,768.5,446.0,485.3,771.4,836.0,714.7,820.4,823.3,778.4,777.0,822.2,1083.7,992.9,186.1,108.1,1061.3,814.2,82.8,113.7,209.8,800.3,656.4,215.9,750.7,761.9,168.6,898.9,153.6,889.5,411.5,757.8,952.6,769.1,116.3,243.6,513.5,0.0,235.8,790.7,354.5,757.9,729.9,958.8,764.1,947.3,468.7,381.5,177.6,933.4,820.3,796.2,259.7,219.2,802.2,764.2,398.1,941.8,761.5,550.4,1018.3,785.5,168.1,335.0,932.9,123.5,1010.6,148.1,737.3,67.8,283.2,504.3,779.7,258.5,125.7,775.3,430.7,156.3,782.4,791.8,754.5,136.4,781.2,662.0,789.9,547.7,737.1,1073.8,770.2,918.3,415.8,930.6,203.3,672.9,994.8,142.3,368.6,127.0,745.4,671.7,791.5
PJ,295.9,264.2,205.2,904.1,696.9,939.6,739.7,664.5,128.5,1589.8,678.5,625.9,645.2,580.1,685.8,463.2,262.2,167.3,888.0,323.3,527.1,764.5,594.2,290.1,202.8,224.6,670.9,682.3,249.2,738.0,719.0,205.3,509.0,929.4,217.0,209.5,720.3,963.2,170.2,668.5,742.4,667.3,954.4,709.8,656.4,482.0,373.2,659.3,723.9,602.6,708.3,711.2,666.3,664.9,710.1,971.6,880.8,284.9,186.6,949.2,702.1,212.6,243.5,245.8,688.2,544.3,292.4,638.6,649.8,283.4,786.8,275.5,777.4,299.4,645.7,723.6,657.0,231.1,241.8,401.4,233.0,0.0,678.6,138.7,645.8,617.8,846.7,652.0,835.2,356.6,165.7,253.2,821.3,708.2,684.1,168.0,212.8,690.1,652.1,286.0,829.7,649.4,438.3,906.2,673.4,282.9,371.0,708.4,253.3,898.5,262.9,625.2,216.0,171.1,392.2,667.6,22.7,240.5,663.2,466.7,271.1,670.3,679.7,642.4,251.2,669.1,549.9,677.8,435.6,625.0,961.7,658.1,806.2,451.8,818.5,227.9,560.8,882.7,255.7,256.5,153.9,633.3,559.6,679.4
PR,785.4,724.8,493.0,465.5,387.0,469.5,336.3,61.2,557.4,1535.2,233.1,363.1,368.8,185.9,82.5,795.2,722.8,596.2,417.9,476.5,859.1,413.3,281.2,443.3,631.7,685.2,145.7,134.4,709.8,134.7,367.8,676.6,841.0,490.8,677.6,731.3,190.6,524.6,669.3,178.2,272.1,336.3,515.8,100.1,101.6,814.0,412.4,111.4,427.7,208.4,377.3,107.9,110.2,458.1,358.9,533.0,415.6,806.8,647.2,510.6,176.9,673.2,704.1,706.4,357.2,233.8,774.6,436.0,426.9,848.8,383.4,762.0,374.0,472.6,97.8,120.3,305.8,796.5,710.2,469.1,715.8,593.1,0.0,586.5,200.4,377.1,443.3,145.5,431.8,424.3,621.5,776.3,417.9,104.9,365.9,641.7,686.5,80.4,105.9,550.8,426.3,204.0,506.0,452.1,148.2,848.3,831.6,140.0,713.9,520.7,828.3,312.2,698.8,548.9,459.9,57.9,576.7,805.9,156.7,798.7,836.5,319.1,70.0,117.2,816.6,338.1,155.7,346.8,503.3,99.8,522.7,11.6,402.8,783.8,356.7,701.6,184.3,475.0,732.7,526.3,640.3,239.1,198.2,172.9
PT,414.2,349.7,191.7,890.6,683.4,926.1,726.2,651.0,157.3,1577.9,665.0,612.4,631.7,566.6,672.3,548.7,347.7,196.1,874.5,309.8,612.6,751.0,580.7,276.6,231.6,310.1,657.4,668.8,334.7,724.5,705.5,301.5,594.5,915.9,302.5,325.5,706.8,949.7,286.2,655.0,728.9,653.8,940.9,696.3,642.9,567.5,359.7,645.8,710.4,589.1,694.8,697.7,652.8,651.4,696.6,958.1,867.3,400.9,272.1,935.7,688.6,298.1,329.0,331.3,674.7,530.8,411.7,625.1,636.3,399.4,773.3,386.9,763.9,285.9,632.2,710.1,643.5,347.1,319.7,387.9,340.7,156.0,665.1,0.0,632.3,604.3,833.2,638.5,821.7,343.1,86.3,369.2,807.8,694.7,670.6,245.9,290.7,676.6,638.6,272.5,816.2,635.9,424.8,892.7,659.9,398.9,456.5,694.9,338.8,885.0,378.9,611.7,323.7,157.6,378.7,654.1,178.7,356.5,649.7,552.2,387.1,656.8,666.2,628.9,367.2,655.6,536.4,664.3,422.1,611.5,948.2,644.6,792.7,537.3,805.0,305.8,547.3,869.2,357.6,243.0,265.2,619.8,546.1,665.9
PZ,744.2,683.6,451.8,633.5,452.3,640.4,495.1,197.9,516.2,1494.0,32.7,362.9,382.2,144.7,219.2,754.0,681.6,555.0,588.8,435.3,817.9,519.9,349.6,402.1,590.5,644.0,199.0,218.0,668.6,271.4,474.4,635.4,799.8,661.7,636.4,690.1,172.5,695.5,628.1,113.2,194.6,460.4,686.7,243.2,216.0,772.8,371.2,192.7,443.3,162.2,401.7,244.6,225.9,402.6,465.5,703.9,586.5,765.6,609.4,681.5,178.8,632.0,662.9,665.2,481.3,192.6,733.4,405.2,416.4,807.6,542.2,720.8,532.8,431.4,178.7,257.0,412.4,757.5,669.0,427.9,674.6,551.9,212.0,545.3,0.0,354.8,602.1,211.6,590.6,383.1,580.3,735.1,576.7,241.6,490.0,600.5,645.3,247.2,211.7,509.6,585.1,136.6,464.8,623.0,201.5,802.2,790.4,241.8,672.7,624.5,787.1,380.6,657.6,507.7,418.7,201.0,535.5,769.5,228.5,757.5,795.3,425.7,213.1,170.5,775.4,462.2,114.5,470.9,462.1,153.1,693.6,191.5,561.6,742.6,527.6,660.4,143.1,645.9,691.5,485.1,591.6,197.9,157.0,239.0
QC,741.4,676.9,445.1,515.4,249.9,560.8,353.9,396.7,509.5,1380.1,410.7,156.3,175.6,312.3,418.0,775.0,674.9,548.3,509.2,456.3,838.9,378.7,208.4,423.1,583.8,637.3,345.9,364.9,661.9,470.2,333.2,628.7,820.8,543.6,629.7,683.4,390.8,577.4,621.4,400.7,474.6,211.5,568.6,442.0,313.5,793.8,392.2,391.5,113.0,334.8,195.1,443.4,323.4,72.3,324.3,585.8,506.9,771.1,599.3,563.4,377.1,625.3,656.2,658.5,135.5,276.5,738.9,70.2,81.4,800.9,401.0,714.1,391.6,452.4,377.9,455.8,271.2,748.6,663.6,423.2,667.9,545.2,410.8,538.6,378.0,0.0,460.9,309.1,449.4,378.4,573.6,738.1,435.5,440.4,158.8,593.8,638.6,422.3,309.2,410.3,443.9,381.6,460.1,543.4,348.4,800.4,783.7,440.6,666.0,512.7,780.4,239.4,650.9,501.0,414.0,399.8,528.8,758.0,320.3,778.5,788.6,284.5,411.9,317.4,768.7,201.0,282.1,195.9,457.4,300.0,575.9,390.3,420.4,763.6,432.7,653.7,293.0,496.9,684.8,447.5,592.4,365.5,291.8,336.5
QF,998.9,938.3,706.5,84.4,344.9,132.1,233.0,461.4,770.9,1627.5,552.4,401.3,407.0,564.0,482.7,1008.7,936.3,809.7,147.6,690.0,1072.6,383.0,319.4,656.8,845.2,898.7,496.0,515.0,923.3,534.9,337.5,890.1,1054.5,112.6,891.1,944.8,540.9,146.4,882.8,521.0,622.4,377.5,137.6,529.4,463.6,1027.5,625.9,493.6,465.9,586.5,415.5,508.1,473.5,496.3,328.6,154.8,145.3,1020.3,864.1,128.8,527.2,886.7,917.6,919.9,395.4,493.2,988.1,474.2,465.1,1062.3,128.2,974.6,88.8,686.1,479.6,497.8,275.5,1012.2,923.7,682.6,929.3,806.6,521.7,800.0,582.6,479.0,0.0,459.2,263.0,637.8,835.0,989.8,249.1,505.1,404.1,855.2,900.0,494.8,459.3,764.3,257.5,544.6,719.0,181.8,498.5,1056.9,1045.1,478.1,927.4,81.7,1041.8,317.5,912.3,762.4,673.4,472.6,790.2,1024.2,476.1,1012.2,1050.0,288.8,487.0,467.5,1030.1,376.3,533.8,385.0,716.8,450.1,144.9,501.2,130.1,997.3,205.9,915.1,566.5,65.9,946.2,739.8,853.8,617.2,516.2,486.6
QJ,754.5,693.9,462.1,504.8,379.5,508.8,365.5,108.4,526.5,1504.3,219.8,299.0,361.3,155.0,129.7,764.3,691.9,565.3,457.2,445.6,828.2,442.5,273.7,412.4,600.8,654.3,96.8,115.8,678.9,181.9,397.0,645.7,810.1,530.1,646.7,700.4,141.7,563.9,638.4,129.3,223.2,328.8,555.1,110.0,44.2,783.1,381.5,103.2,420.2,177.5,369.8,155.1,54.1,338.7,388.1,572.3,454.9,775.9,616.3,549.9,128.0,642.3,673.2,675.5,349.7,202.9,743.7,314.6,325.8,817.9,412.6,731.1,403.2,441.7,89.6,167.5,335.0,765.6,679.3,438.2,684.9,562.2,122.5,555.6,187.1,290.9,472.5,0.0,461.0,393.4,590.6,745.4,447.1,152.1,358.4,610.8,655.6,75.4,39.9,519.9,455.5,146.5,475.1,491.4,99.3,817.4,800.7,152.3,683.0,549.9,797.4,304.7,667.9,518.0,429.0,111.5,545.8,775.0,11.1,767.8,805.6,348.3,106.7,68.3,785.7,330.6,124.8,339.3,472.4,50.9,562.0,102.0,432.0,752.9,396.0,670.7,153.4,514.3,701.8,495.4,609.4,178.1,167.3,27.3
QK,968.5,907.9,676.1,352.3,314.5,359.2,202.6,431.0,740.5,1718.3,584.9,370.9,376.6,533.6,452.3,978.3,905.9,779.3,274.7,659.6,1042.2,352.6,289.0,626.4,814.8,868.3,465.6,484.6,892.9,504.5,307.1,859.7,1024.1,380.5,860.7,914.4,510.5,414.3,852.4,498.1,592.0,344.1,405.5,499.0,433.2,997.1,595.5,463.2,435.5,556.1,385.1,477.7,443.1,465.9,298.2,421.1,236.7,989.9,830.3,400.3,496.8,856.3,887.2,889.5,365.0,462.8,957.7,443.8,434.7,1031.9,211.6,945.1,202.2,655.7,449.6,467.4,245.1,979.6,893.3,652.2,898.9,776.2,491.3,769.6,552.2,448.6,271.5,428.8,0.0,607.4,804.6,959.4,22.0,474.7,373.7,824.8,869.6,464.4,428.9,733.9,33.4,515.3,689.1,262.1,468.1,1031.4,1014.7,447.7,897.0,380.5,1011.4,287.1,881.9,732.0,643.0,442.2,759.8,989.0,440.0,981.8,1019.6,258.4,456.6,437.1,999.7,345.9,503.4,354.6,686.4,419.7,394.4,470.8,231.0,966.9,174.4,884.7,536.1,364.7,915.8,709.4,823.4,586.8,485.8,456.2
QL,527.6,463.1,231.3,665.5,458.3,701.0,501.1,425.9,290.9,1352.8,377.0,387.3,406.6,341.5,447.2,612.8,461.1,334.5,649.4,256.2,676.7,525.9,355.6,223.0,370.0,423.5,432.3,443.7,448.1,499.4,480.4,414.9,658.6,690.8,415.9,469.6,481.7,724.6,407.6,422.4,503.8,428.7,715.8,471.2,417.8,631.6,192.1,420.7,467.7,364.0,469.7,472.6,427.7,427.0,471.5,733.0,642.2,557.3,385.5,707.0,463.5,411.5,442.4,444.7,449.6,305.7,525.1,402.9,414.1,587.1,548.2,499.4,538.8,252.3,406.7,485.0,418.4,537.0,449.8,44.7,454.1,331.4,440.0,324.8,407.2,379.2,608.1,413.4,596.6,0.0,359.8,524.3,576.1,469.6,458.3,380.0,424.8,451.5,413.5,196.5,591.1,409.7,81.1,667.6,434.8,586.6,569.9,469.8,452.2,656.7,566.6,386.6,437.1,287.2,35.5,429.0,315.0,544.2,424.6,616.3,574.8,431.7,441.1,403.8,554.9,430.5,311.3,439.2,78.9,386.4,723.1,419.5,567.6,601.4,579.9,439.9,322.2,644.1,471.0,233.7,378.6,394.7,321.0,440.8
QQ,431.2,366.7,215.3,914.2,707.0,949.7,749.8,674.6,174.3,1601.5,688.6,636.0,655.3,590.2,695.9,565.7,364.7,213.1,898.1,333.4,629.6,774.6,604.3,300.2,248.6,327.1,681.0,692.4,351.7,748.1,729.1,318.5,611.5,939.5,319.5,342.5,730.4,973.3,303.2,678.6,752.5,677.4,964.5,719.9,666.5,584.5,383.3,669.4,734.0,612.7,718.4,721.3,676.4,675.0,720.2,981.7,890.9,417.9,289.1,959.3,712.2,315.1,346.0,348.3,698.3,554.4,428.7,648.7,659.9,416.4,796.9,403.9,787.5,309.5,655.8,733.7,667.1,364.1,336.7,411.5,357.7,173.0,688.7,96.3,655.9,627.9,856.8,662.1,845.3,366.7,0.0,386.2,831.4,718.3,694.2,262.9,307.7,700.2,662.2,296.1,839.8,659.5,448.4,916.3,683.5,415.9,473.5,718.5,355.8,908.6,395.9,635.3,340.7,181.2,402.3,677.7,195.7,373.5,673.3,569.2,404.1,680.4,689.8,652.5,384.2,679.2,560.0,687.9,445.7,635.1,971.8,668.2,816.3,554.3,828.6,322.8,570.9,892.8,374.6,266.6,282.2,643.4,569.7,689.5
