from_stop,AF,AI,AK,AM,AQ,AT,BE,BO,BV,BZ,CC,CE,CL,CO,CP,DB,DK,DN,DQ,DR,DW,EB,EF,EI,EJ,EN,EP,ET,FF,FJ,FL,FO,FQ,FR,FT,FW,FX,FZ,GD,GG,GI,GK,GR,GT,GV,HA,HB,HD,HG,HH,HO,HP,HT,IF,IS,IT,IY,IZ,JE,JM,JP,JS,JV,KB,KC,KE,KH,KI,KL,KN,KO,KP,KQ,KR,KS,KZ,LC,LU,ME,MH,ML,MW,NB,NK,NO,NT,NU,NX,NZ,OE,OG,OK,OR,PA,PC,PD,PE,PG,PN,PP,QD,QE,QH,QY,RD,RN,RY,SB,SJ,SL,SQ,SU,SX,TE,TL,TN,TO,TS,TY,UL,UM,UO,UV,VA,VF,VR,VV,VW,VX,WA,WE,WJ,WN,WR,WW,WY,XC,XI,XK,XO,YE,YF,YI,YJ,YT,YX,YY,ZE,ZI,ZT
KO,196.1,953.1,47.9,1579.0,730.7,43.5,1614.0,304.9,346.9,1636.7,623.3,330.2,1613.4,129.3,100.4,546.7,556.1,18.3,1626.1,986.2,905.3,10.8,877.3,1615.9,405.5,73.9,659.8,506.5,866.8,95.7,409.3,492.9,1028.9,27.3,163.9,1636.2,129.6,159.7,643.4,150.4,491.0,1672.9,501.6,766.4,37.4,1628.8,340.8,1619.1,467.8,554.1,286.6,113.0,607.4,594.3,38.9,915.0,210.9,254.8,482.2,518.3,1580.6,1577.7,371.9,1007.0,1520.1,80.8,477.1,1617.7,47.2,112.0,0.0,511.8,1634.6,1663.2,175.1,1592.5,1633.1,1542.6,278.3,107.2,1641.7,431.9,704.4,1822.8,440.5,223.9,112.5,340.6,90.5,727.6,756.1,34.0,1606.1,1622.6,785.0,16.2,23.1,560.9,1562.4,132.6,48.8,1602.7,714.4,93.8,918.5,1639.5,1547.4,1616.0,815.0,657.2,1636.2,493.6,83.7,714.2,155.1,1525.7,43.7,978.1,1018.9,492.2,127.5,1610.3,660.0,560.8,915.7,152.4,98.6,1584.5,990.6,186.2,108.2,1650.0,1591.6,307.6,723.3,570.9,625.7,476.7,1559.3,134.1,471.0,344.2,1028.8,127.7,223.4,134.1,38.9,1070.6,1662.0,228.4
KP,536.9,615.9,545.4,1757.4,393.5,479.1,1792.4,465.1,163.8,1815.1,286.1,490.4,1791.8,626.8,521.5,347.4,277.9,531.1,1804.5,649.0,568.1,501.8,540.1,1794.3,105.5,571.4,322.6,98.5,529.6,416.9,101.3,293.6,691.7,524.8,386.2,1814.6,635.1,562.0,273.2,647.9,142.7,1851.3,302.3,692.3,534.9,1807.2,501.0,1797.5,268.5,216.9,446.8,399.6,237.2,224.1,551.7,577.8,536.9,286.0,145.0,181.1,1759.0,1756.1,185.9,669.8,1698.5,578.3,139.9,1796.1,477.7,617.5,512.7,0.0,1813.0,1841.6,501.0,1770.9,1811.5,1721.0,459.7,405.4,1820.1,94.7,367.2,1863.3,103.3,647.5,582.8,500.8,560.8,653.5,682.0,546.8,1784.5,1801.0,710.9,529.0,535.9,190.7,1740.8,526.0,561.6,1781.1,640.3,514.9,581.3,1817.9,1725.8,1794.4,740.9,320.0,1814.6,294.3,545.9,377.0,566.9,1704.1,481.2,640.9,681.7,113.0,385.1,1788.7,322.8,223.6,578.5,649.9,531.0,1762.9,653.4,579.6,591.0,1828.4,1770.0,463.3,649.2,233.7,255.5,68.7,1737.7,604.4,192.8,504.4,691.6,521.1,531.7,527.5,486.0,733.4,1840.4,450.0
KQ,1389.1,2141.0,1545.6,258.9,1918.6,1499.0,231.9,1400.1,1534.8,254.6,1811.2,1403.8,231.3,1549.3,1541.4,1734.6,1744.0,1551.0,48.1,2174.1,2093.2,1521.7,2065.2,250.0,1593.4,1519.6,1847.7,1694.4,2054.7,1436.8,1597.2,1680.8,2216.8,1544.7,1406.1,241.5,1655.0,1467.5,1831.3,1535.8,1678.9,254.8,1689.5,1949.5,1554.8,258.4,1414.4,203.7,1655.7,1742.0,1416.4,1419.5,1795.3,1782.2,1571.6,2102.9,1376.9,1442.7,1670.1,1706.2,228.8,169.7,1559.8,2194.9,277.7,1512.7,1665.0,217.0,1497.6,1637.4,1532.6,1699.7,0.0,292.8,1394.5,262.1,213.5,309.6,1315.5,1425.3,222.1,1619.8,1892.3,2043.5,1628.4,1511.7,1602.7,1414.2,1580.7,1910.7,1939.2,1566.7,320.2,294.0,1968.1,1548.9,1555.8,1748.8,232.0,1544.0,1576.8,21.4,1897.5,1534.8,2106.4,252.9,314.4,58.9,1998.1,1845.1,265.8,1681.5,1565.8,1902.1,1462.9,334.5,1501.1,2166.0,2206.8,1680.1,1405.0,202.3,1847.9,1748.7,2103.6,1537.8,1550.9,168.6,2178.5,1504.4,1610.9,279.6,209.5,1362.3,1906.4,1758.8,1813.6,1664.6,239.2,1624.3,1658.9,1417.8,2216.7,1541.0,1371.7,1502.7,1505.9,2258.5,291.6,1323.8
KR,1453.1,2205.0,1609.6,284.2,1982.6,1563.0,211.7,1464.1,1598.8,234.4,1875.2,1467.8,211.1,1613.3,1605.4,1798.6,1808.0,1615.0,303.0,2238.1,2157.2,1585.7,2129.2,229.8,1657.4,1583.6,1911.7,1758.4,2118.7,1500.8,1661.2,1744.8,2280.8,1608.7,1470.1,100.4,1719.0,1531.5,1895.3,1599.8,1742.9,137.1,1753.5,2013.5,1618.8,45.6,1478.4,183.5,1719.7,1806.0,1480.4,1483.5,1859.3,1846.2,1635.6,2166.9,1440.9,1506.7,1734.1,1770.2,93.7,267.9,1623.8,2258.9,195.0,1576.7,1729.0,196.8,1561.6,1701.4,1596.6,1763.7,311.5,0.0,1458.5,241.9,115.8,174.5,1379.5,1489.3,152.2,1683.8,1956.3,2116.5,1692.4,1575.7,1666.7,1478.2,1644.7,1974.7,2003.2,1630.7,185.1,158.9,2032.1,1612.9,1619.8,1812.8,211.8,1608.0,1640.8,279.6,1961.5,1598.8,2170.4,134.0,179.3,292.9,2062.1,1909.1,101.7,1745.5,1629.8,1966.1,1526.9,199.4,1565.1,2230.0,2270.8,1744.1,1469.0,300.5,1911.9,1812.7,2167.6,1601.8,1614.9,148.4,2242.5,1568.4,1674.9,41.9,189.3,1426.3,1970.4,1822.8,1877.6,1728.6,264.5,1688.3,1722.9,1481.8,2280.7,1605.0,1435.7,1566.7,1569.9,2322.5,53.9,1387.8
KS,33.2,928.6,152.8,1403.8,706.2,237.9,1438.8,169.7,322.4,1461.5,598.8,173.4,1438.2,156.5,280.3,522.2,531.6,209.2,1450.9,961.7,880.8,206.4,852.8,1440.7,381.0,126.8,635.3,482.0,842.3,224.4,384.8,468.4,1004.4,173.4,193.7,1461.0,320.5,74.7,618.9,143.0,466.5,1497.7,477.1,741.9,163.3,1453.6,184.0,1443.9,443.3,529.6,186.0,207.1,582.9,569.8,193.9,890.5,48.0,230.3,457.7,493.8,1405.4,1402.5,347.4,982.5,1344.9,119.9,452.6,1442.5,196.3,302.9,190.8,487.3,1459.4,1488.0,0.0,1417.3,1457.9,1367.4,103.1,212.9,1466.5,407.4,679.9,1662.8,416.0,118.9,307.3,183.8,286.1,703.1,731.6,224.9,1430.9,1447.4,760.5,207.1,214.0,536.4,1387.2,151.2,184.0,1427.5,689.9,273.7,894.0,1464.3,1372.2,1440.8,790.5,632.7,1461.0,469.1,279.3,689.7,70.1,1350.5,199.8,953.6,994.4,467.7,192.6,1435.1,635.5,536.3,891.2,145.0,289.8,1409.3,966.1,111.6,299.1,1474.8,1416.4,131.9,698.8,546.4,601.2,452.2,1384.1,329.7,446.5,187.4,1004.3,173.9,60.5,109.9,204.6,1046.1,1486.8,53.2
KZ,1441.6,2193.5,1598.1,98.7,1971.1,1551.5,133.7,1452.6,1587.3,156.4,1863.7,1456.3,133.1,1601.8,1593.9,1787.1,1796.5,1603.5,282.5,2226.6,2145.7,1574.2,2117.7,135.6,1645.9,1572.1,1900.2,1746.9,2107.2,1489.3,1649.7,1733.3,2269.3,1597.2,1458.6,180.8,1707.5,1520.0,1883.8,1588.3,1731.4,194.1,1742.0,2002.0,1607.3,197.7,1466.9,138.8,1708.2,1794.5,1468.9,1472.0,1847.8,1834.7,1624.1,2155.4,1429.4,1495.2,1722.6,1758.7,178.4,281.7,1612.3,2247.4,107.8,1565.2,1717.5,137.4,1550.1,1689.9,1585.1,1752.2,291.0,232.1,1447.0,0.0,152.8,183.8,1368.0,1477.8,161.4,1672.3,1944.8,2096.0,1680.9,1564.2,1655.2,1466.7,1633.2,1963.2,1991.7,1619.2,247.3,243.6,2020.6,1601.4,1608.3,1801.3,24.0,1596.5,1629.3,259.1,1950.0,1587.3,2158.9,214.4,188.6,272.4,2050.6,1897.6,205.1,1734.0,1618.3,1954.6,1515.4,166.9,1553.6,2218.5,2259.3,1732.6,1457.5,314.3,1900.4,1801.2,2156.1,1590.3,1603.4,104.2,2231.0,1556.9,1663.4,218.9,111.3,1414.8,1958.9,1811.3,1866.1,1717.1,79.0,1676.8,1711.4,1470.3,2269.2,1593.5,1424.2,1555.2,1558.4,2311.0,230.9,1376.3
LC,1388.3,2140.2,1544.8,238.1,1917.8,1498.2,137.9,1399.3,1534.0,160.6,1810.4,1403.0,137.3,1548.5,1540.6,1733.8,1743.2,1550.2,229.2,2173.3,2092.4,1520.9,2064.4,156.0,1592.6,1518.8,1846.9,1693.6,2053.9,1436.0,1596.4,1680.0,2216.0,1543.9,1405.3,50.0,1654.2,1466.7,1830.5,1535.0,1678.1,45.3,1688.7,1948.7,1554.0,66.9,1413.6,109.7,1654.9,1741.2,1415.6,1418.7,1794.5,1781.4,1570.8,2102.1,1376.1,1441.9,1669.3,1705.4,47.6,241.8,1559.0,2194.1,148.9,1511.9,1664.2,123.0,1496.8,1636.6,1531.8,1698.9,237.7,101.3,1393.7,168.1,0.0,128.4,1314.7,1424.5,78.4,1619.0,1891.5,2042.7,1627.6,1510.9,1601.9,1413.4,1579.9,1909.9,1938.4,1565.9,139.0,112.8,1967.3,1548.1,1555.0,1748.0,138.0,1543.2,1576.0,205.8,1896.7,1534.0,2105.6,83.6,133.2,219.1,1997.3,1844.3,74.3,1680.7,1565.0,1901.3,1462.1,153.3,1500.3,2165.2,2206.0,1679.3,1404.2,274.4,1847.1,1747.9,2102.8,1537.0,1550.1,74.6,2177.7,1503.6,1610.1,88.1,115.5,1361.5,1905.6,1758.0,1812.8,1663.8,218.4,1623.5,1658.1,1417.0,2215.9,1540.2,1370.9,1501.9,1505.1,2257.7,100.1,1323.0
LU,1370.1,2122.0,1526.6,146.7,1899.6,1480.0,181.7,1381.1,1515.8,204.4,1792.2,1384.8,181.1,1530.3,1522.4,1715.6,1725.0,1532.0,330.5,2155.1,2074.2,1502.7,2046.2,183.6,1574.4,1500.6,1828.7,1675.4,2035.7,1417.8,1578.2,1661.8,2197.8,1525.7,1387.1,150.6,1636.0,1448.5,1812.3,1516.8,1659.9,187.3,1670.5,1930.5,1535.8,143.2,1395.4,186.8,1636.7,1723.0,1397.4,1400.5,1776.3,1763.2,1552.6,2083.9,1357.9,1423.7,1651.1,1687.2,95.0,300.1,1540.8,2175.9,57.5,1493.7,1646.0,185.4,1478.6,1618.4,1513.6,1680.7,339.0,177.6,1375.5,160.2,166.0,0.0,1296.5,1406.3,202.4,1600.8,1873.3,2144.0,1609.4,1492.7,1583.7,1395.2,1561.7,1891.7,1920.2,1547.7,120.5,137.0,1949.1,1529.9,1536.8,1729.8,130.1,1525.0,1557.8,307.1,1878.5,1515.8,2087.4,174.1,4.7,320.4,1979.1,1826.1,150.6,1662.5,1546.8,1883.1,1443.9,61.9,1482.1,2147.0,2187.8,1661.1,1386.0,332.7,1828.9,1729.7,2084.6,1518.8,1531.9,152.2,2159.5,1485.4,1591.9,164.4,159.3,1343.3,1887.4,1739.8,1794.6,1645.6,127.0,1605.3,1639.9,1398.8,2197.7,1522.0,1352.7,1483.7,1486.9,2239.5,176.4,1304.8
ME,344.6,825.4,249.7,1411.4,603.0,183.4,1446.4,195.2,219.2,1469.1,495.6,158.8,1445.8,331.1,225.8,419.0,428.4,235.4,1458.5,858.5,777.6,206.1,749.6,1448.3,277.8,275.7,532.1,378.8,739.1,121.2,281.6,365.2,901.2,229.1,90.5,1468.6,339.4,266.3,515.7,352.2,363.3,1505.3,373.9,638.7,239.2,1461.2,169.4,1451.5,340.1,426.4,176.9,103.9,479.7,466.6,256.0,787.3,356.8,127.1,354.5,390.6,1413.0,1410.1,244.2,879.3,1352.5,282.6,349.4,1450.1,182.0,321.8,217.0,384.1,1467.0,1495.6,321.0,1424.9,1465.5,1375.0,0.0,109.7,1474.1,304.2,576.7,1630.2,312.8,351.8,287.1,169.2,265.1,599.9,628.4,251.1,1438.5,1455.0,657.3,233.3,240.2,433.2,1394.8,230.3,265.9,1435.1,586.7,219.2,790.8,1471.9,1379.8,1448.4,687.3,529.5,1468.6,365.9,250.2,586.5,271.2,1358.1,185.5,850.4,891.2,364.5,89.4,1442.7,532.3,433.1,788.0,354.2,235.3,1416.9,862.9,283.9,295.3,1482.4,1424.0,117.8,595.6,443.2,498.0,349.0,1391.7,308.7,343.3,172.8,901.1,225.4,185.7,231.8,190.3,942.9,1494.4,104.0
MH,232.2,845.8,139.9,1507.9,623.4,73.6,1542.9,197.6,239.6,1565.6,516.0,222.9,1542.3,221.3,116.0,439.4,448.8,125.6,1555.0,878.9,798.0,96.3,770.0,1544.8,298.2,165.9,552.5,399.2,759.5,11.5,302.0,385.6,921.6,119.3,56.6,1565.1,229.6,156.5,536.1,242.4,383.7,1601.8,394.3,659.1,129.4,1557.7,233.5,1548.0,360.5,446.8,179.3,5.7,500.1,487.0,146.2,807.7,247.0,147.5,374.9,411.0,1509.5,1506.6,264.6,899.7,1449.0,172.8,369.8,1546.6,72.2,212.0,107.2,404.5,1563.5,1592.1,211.2,1521.4,1562.0,1471.5,314.4,0.0,1570.6,324.6,597.1,1715.5,333.2,242.0,177.3,233.3,155.3,620.3,648.8,141.3,1535.0,1551.5,677.7,123.5,130.4,453.6,1491.3,120.5,156.1,1531.6,607.1,109.4,811.2,1568.4,1476.3,1544.9,707.7,549.9,1565.1,386.3,140.4,606.9,161.4,1454.6,75.7,870.8,911.6,384.9,20.3,1539.2,552.7,453.5,808.4,244.4,125.5,1513.4,883.3,174.1,185.5,1578.9,1520.5,226.5,616.0,463.6,518.4,369.4,1488.2,198.9,363.7,236.9,921.5,115.6,259.5,122.0,80.5,963.3,1590.9,264.5
ML,1395.2,2147.1,1551.7,171.8,1924.7,1505.1,144.8,1406.2,1540.9,167.5,1817.3,1409.9,144.2,1555.4,1547.5,1740.7,1750.1,1557.1,236.1,2180.2,2099.3,1527.8,2071.3,162.9,1599.5,1525.7,1853.8,1700.5,2060.8,1442.9,1603.3,1686.9,2222.9,1550.8,1412.2,84.7,1661.1,1473.6,1837.4,1541.9,1685.0,98.0,1695.6,1955.6,1560.9,101.6,1420.5,116.6,1661.8,1748.1,1422.5,1425.6,1801.4,1788.3,1577.7,2109.0,1383.0,1448.8,1676.2,1712.3,82.3,276.5,1565.9,2201.0,183.6,1518.8,1671.1,129.9,1503.7,1643.5,1538.7,1705.8,244.6,136.0,1400.6,175.0,56.7,163.1,1321.6,1431.4,0.0,1625.9,1898.4,2049.6,1634.5,1517.8,1608.8,1420.3,1586.8,1916.8,1945.3,1572.8,173.7,147.5,1974.2,1555.0,1561.9,1754.9,144.9,1550.1,1582.9,212.7,1903.6,1540.9,2112.5,118.3,167.9,226.0,2004.2,1851.2,109.0,1687.6,1571.9,1908.2,1469.0,188.0,1507.2,2172.1,2212.9,1686.2,1411.1,309.1,1854.0,1754.8,2109.7,1543.9,1557.0,81.5,2184.6,1510.5,1617.0,122.8,122.4,1368.4,1912.5,1764.9,1819.7,1670.7,152.1,1630.4,1665.0,1423.9,2222.8,1547.1,1377.8,1508.8,1512.0,2264.6,134.8,1329.9
MW,457.3,521.1,465.8,1677.8,298.7,399.5,1712.8,385.5,84.2,1735.5,191.3,410.8,1712.2,547.2,441.9,358.6,289.1,451.5,1724.9,554.2,473.3,422.2,445.3,1714.7,25.9,491.8,227.8,109.7,434.8,337.3,21.7,304.8,596.9,445.2,306.6,1735.0,555.5,482.4,284.4,568.3,153.9,1771.7,313.5,597.5,455.3,1727.6,421.4,1717.9,279.7,122.1,367.2,320.0,248.4,235.3,472.1,483.0,457.3,206.4,50.2,86.3,1679.4,1676.5,106.3,575.0,1618.9,498.7,45.1,1716.5,398.1,537.9,433.1,115.0,1733.4,1762.0,421.4,1691.3,1731.9,1641.4,380.1,325.8,1740.5,0.0,272.4,1783.7,8.5,567.9,503.2,421.2,481.2,558.7,587.2,467.2,1704.9,1721.4,616.1,449.4,456.3,201.9,1661.2,446.4,482.0,1701.5,545.5,435.3,486.5,1738.3,1646.2,1714.8,646.1,225.2,1735.0,305.5,466.3,282.2,487.3,1624.5,401.6,546.1,586.9,95.4,305.5,1709.1,228.0,128.8,483.7,570.3,451.4,1683.3,558.6,500.0,511.4,1748.8,1690.4,383.7,554.4,138.9,266.7,79.9,1658.1,524.8,204.0,424.8,596.8,441.5,452.1,447.9,406.4,638.6,1760.8,370.4
NB,723.7,432.4,732.2,1944.2,210.0,665.9,1979.2,651.9,350.6,2001.9,102.6,677.2,1978.6,813.6,708.3,625.0,555.5,717.9,1991.3,465.5,384.6,688.6,356.6,1981.1,292.3,758.2,87.3,376.1,346.1,603.7,288.1,571.2,508.2,711.6,573.0,2001.4,821.9,748.8,550.8,834.7,420.3,2038.1,579.9,508.8,721.7,1994.0,687.8,1984.3,546.1,154.1,633.6,586.4,514.8,501.7,738.5,394.3,723.7,472.8,226.0,189.9,1945.8,1942.9,372.7,486.3,1885.3,765.1,231.1,1982.9,664.5,804.3,699.5,381.4,1999.8,2028.4,687.8,1957.7,1998.3,1907.8,646.5,592.2,2006.9,266.3,0.0,1756.9,257.7,834.3,769.6,687.6,747.6,470.0,498.5,733.6,1971.3,1987.8,527.4,715.8,722.7,468.3,1927.6,712.8,748.4,1967.9,456.8,701.7,397.8,2004.7,1912.6,1981.2,557.4,136.5,2001.4,571.9,732.7,9.7,753.7,1890.9,668.0,457.4,498.2,361.8,571.9,1975.5,139.3,208.3,395.0,836.7,717.8,1949.7,469.9,766.4,777.8,2015.2,1956.8,650.1,465.7,137.3,533.1,346.3,1924.5,791.2,470.4,691.2,508.1,707.9,718.5,714.3,672.8,549.9,2027.2,636.8
NK,1661.9,1730.5,1798.8,1962.9,1628.4,1732.5,1928.6,1709.5,1706.7,1951.3,1729.4,1635.3,1928.0,1764.9,1774.9,1906.5,1915.9,1784.5,1906.7,1763.6,1682.7,1755.2,1654.7,1946.7,1765.3,1735.2,1803.6,1866.3,1644.2,1670.3,1769.1,1852.7,1806.3,1778.2,1639.6,1938.2,1888.5,1683.1,2003.2,1751.4,1850.8,1951.5,1861.4,1386.6,1788.3,1955.1,1645.9,1900.4,1827.6,1798.6,1691.2,1653.0,1967.2,1954.1,1805.1,1692.4,1649.7,1614.6,1842.0,1834.4,1925.5,1837.3,1731.7,1784.4,1953.5,1728.3,1836.9,1913.7,1731.1,1870.9,1766.1,1871.6,1915.2,1989.5,1608.3,1958.8,1910.2,2029.5,1549.0,1658.8,1918.8,1791.7,1848.2,0.0,1800.3,1727.3,1836.2,1645.7,1814.2,1423.0,1393.6,1800.2,2016.9,1990.7,1418.6,1782.4,1789.3,1920.7,1928.7,1779.4,1815.0,1883.3,1409.8,1768.3,1695.9,1949.6,2034.3,1896.6,1448.6,1723.0,1962.5,1853.4,1799.3,1858.0,1678.5,2012.6,1734.6,1755.5,1796.3,1852.0,1638.5,1869.9,1692.7,1852.8,1693.1,1753.4,1784.4,1865.3,1768.0,1720.0,1844.4,1976.3,1906.2,1593.8,1418.7,1781.8,1985.5,1836.5,1943.2,1857.8,1830.8,1649.3,1806.2,1774.5,1644.5,1718.3,1739.4,1848.0,1988.3,1557.3
NO,465.9,512.5,474.4,1686.4,290.1,408.1,1721.4,394.1,92.8,1744.1,182.7,419.4,1720.8,555.8,450.5,367.2,297.7,460.1,1733.5,545.6,464.7,430.8,436.7,1723.3,34.5,500.4,219.2,118.3,426.2,345.9,30.3,313.4,588.3,453.8,315.2,1743.6,564.1,491.0,293.0,576.9,162.5,1780.3,322.1,588.9,463.9,1736.2,430.0,1726.5,288.3,113.5,375.8,328.6,257.0,243.9,480.7,474.4,465.9,215.0,41.6,77.7,1688.0,1685.1,114.9,566.4,1627.5,507.3,36.5,1725.1,406.7,546.5,441.7,123.6,1742.0,1770.6,430.0,1699.9,1740.5,1650.0,388.7,334.4,1749.1,8.5,263.8,1837.0,0.0,576.5,511.8,429.8,489.8,550.1,578.6,475.8,1713.5,1730.0,607.5,458.0,464.9,210.5,1669.8,455.0,490.6,1710.1,536.9,443.9,477.9,1746.9,1654.8,1723.4,637.5,216.6,1743.6,314.1,474.9,273.6,495.9,1633.1,410.2,537.5,578.3,104.0,314.1,1717.7,219.4,120.2,475.1,578.9,460.0,1691.9,550.0,508.6,520.0,1757.4,1699.0,392.3,545.8,130.3,275.3,88.5,1666.7,533.4,212.6,433.4,588.2,450.1,460.7,456.5,415.0,630.0,1769.4,379.0
NT,109.3,1014.4,148.4,1489.6,792.0,215.5,1524.6,255.5,408.2,1547.3,684.6,259.2,1524.0,152.1,257.9,608.0,617.4,204.8,1536.7,1047.5,966.6,200.3,938.6,1526.5,466.8,122.4,721.1,567.8,928.1,207.6,470.6,554.2,1090.2,169.0,275.8,1546.8,316.1,52.3,704.7,138.6,552.3,1583.5,562.9,827.7,158.9,1539.4,269.8,1529.7,529.1,615.4,271.8,224.9,668.7,655.6,189.5,976.3,121.5,316.1,543.5,579.6,1491.2,1488.3,433.2,1068.3,1430.7,115.5,538.4,1528.3,173.9,298.5,186.4,573.1,1545.2,1573.8,85.7,1503.1,1543.7,1453.2,188.9,219.1,1552.3,493.2,765.7,1748.6,501.8,0.0,302.9,269.6,281.7,788.9,817.4,220.5,1516.7,1533.2,846.3,202.7,209.6,622.2,1473.0,128.8,179.6,1513.3,775.7,251.3,979.8,1550.1,1458.0,1526.6,876.3,718.5,1546.8,554.9,274.9,775.5,47.7,1436.3,177.4,1039.4,1080.2,553.5,239.4,1520.9,721.3,622.1,977.0,140.6,267.4,1495.1,1051.9,89.2,294.7,1560.6,1502.2,217.7,784.6,632.2,687.0,538.0,1469.9,325.3,532.3,273.2,1090.1,151.5,134.0,87.5,182.2,1131.9,1572.6,139.0
NU,305.2,1023.2,154.4,1685.3,800.8,113.6,1720.3,375.0,417.0,1743.0,693.4,400.3,1719.7,235.8,153.8,616.8,626.2,88.0,1732.4,1056.3,975.4,117.3,947.4,1722.2,475.6,180.4,729.9,576.6,936.9,165.8,479.4,563.0,1099.0,133.8,234.0,1742.5,52.2,261.3,713.5,256.9,561.1,1779.2,571.7,836.5,143.9,1735.1,410.9,1725.4,537.9,624.2,356.7,183.1,677.5,664.4,133.7,985.1,317.4,324.9,552.3,588.4,1686.9,1684.0,442.0,1077.1,1626.4,187.3,547.2,1724.0,139.9,34.6,106.4,581.9,1740.9,1769.5,281.6,1698.8,1739.4,1648.9,384.8,177.3,1748.0,502.0,774.5,1892.9,510.6,330.4,0.0,410.7,21.9,797.7,826.2,72.3,1712.4,1728.9,855.1,90.1,83.2,631.0,1668.7,225.3,143.6,1709.0,784.5,160.4,988.6,1745.8,1653.7,1722.3,885.1,727.3,1742.5,563.7,129.4,784.3,261.6,1632.0,136.4,1048.2,1089.0,562.3,197.6,1716.6,730.1,630.9,985.8,258.9,144.3,1690.8,1060.7,278.9,8.1,1756.3,1697.9,403.9,793.4,641.0,695.8,546.8,1665.6,42.4,541.1,414.3,1098.9,220.4,329.9,226.8,131.6,1140.7,1768.3,334.9
NX,248.0,964.6,370.9,1486.5,742.2,304.6,1521.5,44.5,358.4,1544.2,634.8,10.4,1520.9,452.3,347.0,558.2,567.6,356.6,1533.6,997.7,916.8,327.3,888.8,1523.4,417.0,396.9,671.3,518.0,878.3,242.4,420.8,504.4,1040.4,350.3,211.7,1543.7,460.6,286.9,654.9,355.2,502.5,1580.4,513.1,777.9,360.4,1536.3,39.4,1526.6,479.3,565.6,60.8,225.1,618.9,605.8,377.2,926.5,248.0,266.3,493.7,529.8,1488.1,1485.2,383.4,1018.5,1427.6,403.8,488.6,1525.2,303.2,443.0,338.2,523.3,1542.1,1570.7,212.1,1500.0,1540.6,1450.1,170.8,230.9,1549.2,443.4,715.9,1686.6,452.0,331.1,408.3,0.0,386.3,739.1,767.6,372.3,1513.6,1530.1,796.5,354.5,361.4,572.4,1469.9,351.5,387.1,1510.2,725.9,340.4,930.0,1547.0,1454.9,1523.5,826.5,668.7,1543.7,505.1,371.4,725.7,282.3,1433.2,306.7,989.6,1030.4,503.7,210.6,1517.8,671.5,572.3,927.2,357.2,356.5,1492.0,1002.1,405.1,416.5,1557.5,1499.1,71.8,734.8,582.4,637.2,488.2,1466.8,429.9,482.5,42.8,1040.3,346.6,242.8,353.0,311.5,1082.1,1569.5,161.1
NZ,294.0,1001.2,143.2,1663.3,778.8,91.6,1698.3,353.0,395.0,1721.0,671.4,378.3,1697.7,224.6,131.8,594.8,604.2,110.0,1710.4,1034.3,953.4,99.6,925.4,1700.2,453.6,169.2,707.9,554.6,914.9,143.8,457.4,541.0,1077.0,122.6,212.0,1720.5,74.2,239.3,691.5,245.7,539.1,1757.2,549.7,814.5,132.7,1713.1,388.9,1703.4,515.9,602.2,334.7,161.1,655.5,642.4,149.5,963.1,306.2,302.9,530.3,566.4,1664.9,1662.0,420.0,1055.1,1604.4,176.1,525.2,1702.0,117.9,56.6,110.5,559.9,1718.9,1747.5,270.4,1676.8,1717.4,1626.9,373.6,155.3,1726.0,480.0,752.5,1870.9,488.6,319.2,21.9,388.7,0.0,775.7,804.2,94.3,1690.4,1706.9,833.1,112.1,105.2,609.0,1646.7,203.3,159.4,1687.0,762.5,138.4,966.6,1723.8,1631.7,1700.3,863.1,705.3,1720.5,541.7,107.4,762.3,244.2,1610.0,114.4,1026.2,1067.0,540.3,175.6,1694.6,708.1,608.9,963.8,247.7,122.3,1668.8,1038.7,256.9,30.1,1734.3,1675.9,381.9,771.4,619.0,673.8,524.8,1643.6,43.5,519.1,392.3,1076.9,198.4,318.7,204.8,109.6,1118.7,1746.3,323.7
OE,794.2,439.3,805.3,1977.0,337.2,739.0,2012.0,725.0,638.0,2034.7,438.2,750.3,2011.4,886.7,781.4,837.8,847.2,791.0,2024.1,472.4,391.5,761.7,363.5,2013.9,645.6,831.3,512.4,729.4,353.0,676.8,641.4,784.0,515.1,784.7,646.1,2034.2,895.0,821.9,904.1,907.8,773.6,2070.9,792.7,50.4,794.8,2026.8,760.9,2017.1,758.9,507.4,706.7,659.5,868.1,855.0,811.6,401.2,796.8,545.9,579.3,543.2,1978.6,1975.7,663.0,493.2,1921.2,838.2,584.4,2015.7,737.6,877.4,772.6,734.7,2032.6,2061.2,760.9,1990.5,2031.1,1940.6,794.2,665.3,2039.7,619.6,557.0,1392.1,611.0,907.4,842.7,760.7,820.7,0.0,28.4,806.7,2004.1,2020.6,57.3,788.9,795.8,821.6,1960.4,785.9,821.5,2000.7,37.6,774.8,404.7,2037.5,1945.4,2014.0,87.3,431.8,2034.2,784.7,805.8,566.8,826.8,1923.7,741.1,464.3,505.1,715.1,645.0,2008.3,401.5,561.6,401.9,909.8,790.9,1982.5,476.8,839.5,850.9,2048.0,1989.6,723.2,4.3,490.6,886.4,699.6,1957.3,864.3,762.1,764.3,515.0,781.0,791.6,787.4,745.9,556.8,2060.0,709.9
