from_stop,AD,AI,AO,CC,CL,CO,CX,CY,DK,DO,DV,EB,EC,ED,EG,EH,EX,FB,FD,FF,FI,FL,FQ,FT,GF,GG,GJ,GN,GO,GQ,HR,IK,IO,IQ,IT,JB,JF,JH,JL,JO,JT,JU,JW,JZ,KF,KN,KV,KW,LD,LK,LU,LX,MG,MI,MO,MQ,ND,NH,NI,NL,NO,NX,OH,OI,OR,PA,PB,PE,PR,PX,PY,PZ,QB,QK,QO,RB,RD,RH,RL,RT,RY,SE,SM,TD,TP,TW,TZ,UM,UU,UV,UX,VB,VH,VN,VV,WC,WF,WM,WR,WU,XG,XN,XO,XX,XZ,YO,ZA,ZE,ZI,ZJ,ZV,ZX
UV,431.8,575.4,348.5,332.4,561.7,399.4,411.8,625.8,516.5,592.2,295.6,292.4,425.2,372.9,442.4,470.8,505.5,542.4,399.4,227.9,564.6,374.4,444.3,392.9,315.4,448.3,336.2,643.4,491.8,222.8,398.1,277.0,261.8,643.1,193.5,385.5,225.4,419.3,586.3,555.5,493.5,494.0,248.7,40.2,532.8,33.9,384.5,274.5,229.9,503.1,353.6,497.2,559.0,560.5,578.3,254.9,476.7,379.7,528.1,510.9,352.8,460.3,559.7,379.2,117.0,547.1,605.1,508.3,420.9,277.5,19.2,63.0,496.1,559.0,419.9,296.4,42.6,431.3,432.1,409.9,407.6,266.8,349.4,497.0,506.8,631.3,429.1,503.4,475.2,0.0,423.9,572.5,496.5,2136.1,523.0,405.3,395.9,398.5,276.7,477.8,574.5,383.1,346.4,380.8,45.1,257.3,363.4,208.8,422.3,355.3,475.3,255.6
UX,114.7,629.0,267.1,249.7,615.3,34.7,93.9,679.4,570.1,460.6,535.8,273.0,262.6,160.8,230.3,161.9,321.0,328.9,34.7,461.8,306.0,189.9,497.9,446.5,445.7,567.7,466.5,384.8,307.3,268.1,26.9,195.6,496.2,696.7,427.4,173.4,219.7,205.8,639.9,452.1,547.1,547.6,229.3,342.7,593.1,376.4,171.0,429.7,271.7,290.5,211.7,227.9,345.5,620.8,631.9,294.7,530.3,167.6,314.6,564.5,64.8,513.9,395.3,61.3,399.6,333.6,658.7,294.8,208.8,511.4,364.3,408.0,283.5,447.5,368.2,213.7,367.8,219.2,666.0,331.4,162.4,306.6,555.6,283.5,560.4,372.7,360.5,430.8,263.1,394.0,0.0,388.0,312.0,2034.6,264.4,301.4,211.4,452.1,510.6,208.5,634.8,65.2,220.6,168.7,365.5,491.2,493.7,442.7,383.2,235.5,261.8,489.5
VB,284.1,902.1,540.2,522.8,888.4,335.4,308.9,952.5,843.2,187.8,754.0,434.8,152.6,389.9,473.6,302.7,60.0,201.2,335.4,610.0,126.6,184.5,771.0,719.6,718.8,840.8,739.6,155.1,147.6,429.9,349.3,468.7,644.4,815.4,575.6,402.5,381.5,231.1,913.0,190.5,820.2,820.7,391.1,490.9,820.8,524.6,239.0,656.6,429.4,120.2,495.9,165.9,217.8,848.5,905.0,454.4,803.4,396.7,145.5,837.6,353.9,787.0,122.5,326.7,547.8,162.3,931.8,167.1,452.1,659.6,512.5,556.2,126.5,185.9,158.3,486.8,516.0,462.5,814.2,192.7,451.5,466.3,783.6,133.4,833.5,107.9,150.6,166.0,506.4,542.2,356.5,0.0,142.9,2097.7,169.1,463.2,165.6,725.2,658.8,221.9,862.5,323.1,238.4,412.0,513.7,639.4,803.9,590.9,173.3,478.8,167.4,637.7
VH,278.3,861.2,499.3,481.9,847.5,294.5,268.0,911.6,802.3,223.2,664.7,390.8,124.7,349.0,432.7,296.9,83.6,193.7,294.5,525.2,162.0,143.6,730.1,678.7,655.2,767.1,676.0,190.5,4.7,385.9,308.4,427.8,559.6,809.6,490.8,361.6,337.5,225.3,872.1,214.7,779.3,779.8,347.1,406.1,815.0,439.8,198.1,571.8,344.6,98.5,451.9,160.1,210.3,842.7,864.1,369.6,762.5,355.8,138.0,796.7,313.0,746.1,157.9,285.8,463.0,154.8,890.9,159.6,411.2,656.5,427.7,471.4,104.8,210.1,63.2,445.9,431.2,421.6,729.4,97.6,410.6,381.5,694.3,125.9,792.6,143.3,55.5,119.4,465.5,457.4,315.6,150.6,0.0,2091.9,204.5,419.2,124.7,684.3,574.0,216.1,856.7,282.2,179.4,371.1,428.9,554.6,719.1,506.1,78.2,437.9,155.4,552.9
VN,1877.5,1789.0,2087.0,2075.7,1771.9,1922.2,1895.3,1846.7,1848.3,2015.0,1998.7,2092.4,1907.8,1931.3,1920.8,1896.1,1963.5,1980.6,1922.2,2003.2,1900.2,1957.7,1820.5,1873.7,1908.8,1903.9,1929.6,2002.4,1977.4,2103.5,1950.2,2010.1,1964.9,1755.2,1985.6,1943.9,2039.1,1923.0,1778.6,2081.9,1814.3,1907.8,2048.7,2125.3,1797.2,2092.3,1943.2,1892.8,2091.1,1938.7,2026.2,1873.1,1997.2,1770.2,1872.0,2114.1,1820.4,1938.1,1966.3,1831.7,1954.8,1880.2,1975.0,1927.6,2033.0,1985.3,1826.0,1946.5,1933.9,1980.6,2104.3,2092.6,1931.7,2085.4,2067.0,2039.7,2101.0,1909.7,2153.2,2046.8,2052.4,2126.0,2065.2,1935.2,1800.5,2008.4,2059.3,2019.8,1953.6,2085.0,1943.3,1998.7,1982.1,0.0,1858.6,2148.6,1938.8,1866.3,1979.6,1853.7,1806.3,1924.0,2003.5,1953.4,2103.5,1910.9,1956.8,1971.1,2082.0,1972.2,1913.5,1976.7
VV,274.0,763.4,401.5,384.1,749.7,350.8,291.8,813.8,704.5,227.3,795.4,427.3,207.1,251.2,334.9,292.6,114.5,255.7,350.8,566.4,41.5,239.0,632.3,580.9,580.1,702.1,600.9,120.3,202.1,372.7,346.7,330.0,636.7,706.2,532.0,263.8,374.0,285.6,774.3,228.4,681.5,682.0,383.6,447.3,727.5,481.0,293.5,564.1,426.0,174.7,346.1,220.4,272.3,755.2,766.3,449.0,664.7,258.0,200.0,698.9,351.3,648.3,162.0,324.1,504.2,216.8,793.1,221.6,313.4,651.9,468.9,512.6,181.0,231.9,213.5,348.1,472.4,323.8,770.6,247.9,448.9,460.9,690.0,187.9,694.8,108.2,205.8,166.3,367.7,498.6,372.5,149.7,197.4,1988.5,0.0,455.7,220.1,586.5,615.2,170.6,769.2,320.5,292.9,273.3,470.1,582.2,628.1,547.3,228.5,340.1,221.9,594.1
WC,268.2,611.7,233.3,232.4,598.0,240.2,247.4,662.1,552.8,530.4,339.0,130.7,325.9,213.7,283.2,315.4,390.8,380.7,240.2,271.3,405.4,259.7,480.6,429.2,401.3,513.2,422.1,484.2,377.1,77.6,238.9,178.3,305.2,679.4,236.9,226.3,63.7,257.6,622.6,521.9,529.8,530.3,87.0,152.2,618.7,185.9,222.8,317.9,129.4,342.3,176.4,291.2,397.3,646.4,614.6,155.7,582.6,220.5,366.4,547.2,193.6,496.6,465.1,220.0,209.1,385.4,641.4,346.6,261.7,320.9,173.8,217.5,335.3,517.3,438.0,196.4,177.3,272.1,475.5,388.1,248.4,167.6,392.8,335.3,543.1,450.5,430.3,508.6,316.0,203.5,264.7,457.8,381.8,2218.5,363.8,0.0,281.2,434.8,320.1,318.6,660.4,223.9,298.8,221.6,175.0,300.7,465.2,252.2,453.0,187.8,313.6,299.0
WF,164.0,736.4,374.5,337.6,722.7,169.7,143.2,786.8,677.5,249.1,588.3,266.0,44.1,224.2,307.9,204.2,110.7,218.4,169.7,444.3,187.9,18.8,605.3,559.8,553.1,675.1,595.5,216.4,107.4,261.1,183.6,303.0,479.1,804.1,409.9,269.1,212.7,88.9,747.3,240.6,654.5,655.0,251.0,325.2,700.5,358.9,98.4,490.9,263.7,80.6,355.8,77.5,235.0,728.2,739.3,288.7,639.0,256.1,153.5,671.9,188.2,621.3,183.8,161.0,382.1,161.5,766.1,184.3,287.5,493.9,346.8,390.9,123.6,236.0,156.7,321.1,350.3,296.8,648.3,223.9,285.8,300.6,617.9,121.0,667.8,169.2,149.0,227.3,340.7,376.5,190.8,176.5,100.5,2009.3,230.4,294.4,0.0,559.5,493.1,133.5,742.2,157.4,72.7,246.3,348.0,473.7,638.6,425.2,171.7,313.1,151.3,472.0
WM,469.7,176.8,386.4,370.3,163.1,437.3,449.7,227.2,117.9,788.3,295.5,464.3,569.8,410.8,480.3,508.7,675.5,642.6,437.3,300.0,602.5,543.4,45.7,7.3,205.6,141.7,142.1,681.3,660.8,398.1,436.0,314.9,261.7,244.5,282.4,423.4,397.3,559.3,187.7,789.4,94.9,95.4,420.6,472.7,234.4,404.9,524.5,189.6,463.0,600.7,391.5,535.1,659.2,207.4,179.7,489.3,124.3,417.6,628.3,112.3,390.7,61.7,723.0,417.1,345.6,647.3,206.5,608.5,458.8,277.4,416.9,405.2,593.7,792.9,721.7,334.3,413.6,469.2,297.6,660.4,445.5,501.2,362.0,597.2,108.2,669.2,714.0,727.3,513.1,397.6,461.8,710.7,665.5,1852.7,560.9,443.2,564.9,0.0,276.4,515.7,243.5,421.0,574.1,418.7,416.1,207.7,113.7,267.9,736.7,411.2,575.5,226.5
WR,486.5,420.2,448.2,432.1,406.5,454.1,466.5,470.6,361.3,662.4,123.3,362.6,495.4,427.6,497.1,525.5,575.7,612.6,454.1,109.8,619.3,444.6,289.1,237.7,233.4,234.1,214.5,698.1,562.0,293.0,452.8,376.7,89.5,469.7,92.2,440.2,295.6,489.5,379.9,625.7,338.3,338.8,318.9,301.0,345.9,268.0,454.7,94.1,300.1,573.3,390.3,523.1,629.2,373.6,423.1,325.1,303.5,434.4,598.3,355.7,407.5,305.1,629.9,433.9,228.6,617.3,390.7,578.5,475.6,105.2,280.0,274.7,566.3,629.2,490.1,396.1,276.7,486.0,196.4,480.1,462.3,337.0,189.8,567.2,351.6,614.3,499.3,573.6,529.9,260.7,478.6,642.7,566.7,2048.0,577.7,371.6,466.1,243.3,0.0,532.5,387.6,437.8,416.6,435.5,279.2,112.2,186.1,77.7,492.5,465.1,545.5,16.0
WU,103.3,723.1,361.2,343.8,709.4,180.1,121.1,773.5,664.2,306.8,525.0,268.5,83.9,210.9,294.6,121.9,167.2,156.7,180.1,457.3,187.7,133.8,592.0,540.6,539.8,661.8,560.6,266.5,153.5,263.6,176.0,289.7,491.2,650.3,422.9,223.5,215.2,99.1,734.0,298.3,641.2,641.7,224.8,338.2,687.2,371.9,119.3,503.9,267.2,114.8,329.6,49.2,173.3,714.9,726.0,290.2,624.4,217.7,142.4,658.6,180.6,608.0,241.5,153.4,395.1,161.4,752.8,122.6,273.1,506.9,359.8,403.5,107.8,293.7,214.4,307.8,363.3,283.5,661.5,222.9,278.2,302.1,578.8,111.3,654.5,254.4,206.7,312.5,327.4,389.5,201.8,234.2,158.2,1932.6,173.4,296.9,114.9,546.2,506.1,0.0,728.9,149.8,179.6,233.0,361.0,486.7,587.8,438.2,229.4,299.8,89.6,485.0
XG,597.8,63.7,580.1,534.9,96.0,642.5,615.6,121.4,123.0,851.0,467.6,668.0,628.1,651.6,641.1,616.4,711.4,700.9,642.5,452.9,678.8,678.0,209.9,185.1,307.6,288.3,288.7,757.6,697.7,601.8,670.5,556.1,434.3,161.1,435.3,664.2,601.0,643.3,53.3,842.5,185.7,297.2,624.3,662.3,72.0,629.3,663.5,361.7,666.7,659.0,557.2,593.4,717.5,89.2,151.1,693.0,140.6,658.4,686.6,203.1,555.3,269.6,785.7,647.9,570.0,705.6,100.7,666.8,654.2,449.5,641.3,629.6,652.0,837.9,758.6,498.9,638.0,630.0,444.2,767.1,610.1,704.9,534.1,655.5,124.6,745.5,750.9,803.6,673.9,622.0,663.6,778.4,702.4,1760.5,637.2,646.9,659.1,190.7,448.5,574.0,0.0,644.3,723.8,673.7,640.5,379.8,260.3,420.8,773.6,465.3,633.8,373.1
XN,49.4,594.9,233.0,196.1,581.2,51.4,28.6,645.3,536.0,409.3,478.2,221.7,197.4,126.7,196.2,96.6,269.7,277.6,51.4,410.5,275.3,138.6,463.8,418.3,411.6,533.6,432.4,354.1,256.0,216.8,26.1,161.5,444.9,662.6,376.1,137.5,168.4,154.5,605.8,400.8,513.0,513.5,178.0,291.4,559.0,325.1,119.7,395.6,220.4,239.2,177.6,162.6,294.2,586.7,597.8,243.4,496.2,133.5,263.3,530.4,30.7,479.8,344.0,3.6,348.3,282.3,624.6,243.5,174.7,460.1,313.0,356.7,232.2,396.2,316.9,179.6,316.5,185.1,614.5,280.1,128.3,255.3,521.5,232.2,526.3,329.4,309.2,387.5,229.0,342.7,51.9,336.7,260.7,2006.9,233.7,250.1,160.1,418.0,459.3,143.2,600.7,0.0,169.3,134.6,314.2,439.9,459.6,391.4,331.9,201.4,210.5,438.2
XO,179.1,751.5,389.6,372.2,737.8,184.8,158.3,801.9,692.6,312.6,439.2,259.7,107.7,239.3,323.0,226.3,173.0,261.3,184.8,371.5,251.4,41.9,620.4,569.0,501.5,613.4,522.3,279.9,159.3,255.1,198.7,318.1,405.4,819.2,337.1,251.9,234.3,138.2,762.4,304.1,669.6,670.1,233.3,252.4,715.6,286.1,75.2,418.1,190.9,181.9,348.7,171.8,277.9,743.3,754.4,215.9,652.8,246.1,196.6,687.0,203.3,636.4,247.3,176.1,309.3,213.4,781.2,227.2,301.5,421.1,274.0,317.7,174.9,299.5,125.4,336.2,277.5,311.9,575.7,172.6,300.9,227.8,573.5,215.9,682.9,232.7,134.6,203.5,355.8,303.7,205.9,240.0,164.0,2072.8,293.9,316.0,63.4,574.6,420.3,272.9,757.3,172.5,0.0,261.4,275.2,400.9,565.4,352.4,127.8,328.2,194.2,399.2
XX,167.6,586.7,224.8,187.9,573.0,135.2,149.3,637.1,527.8,486.2,493.5,262.2,267.8,46.4,106.6,200.8,372.2,340.5,135.2,389.7,300.4,241.3,455.6,410.1,403.4,525.4,424.2,379.2,358.7,196.0,163.7,153.3,460.0,654.4,355.3,23.7,195.2,257.2,597.6,487.3,504.8,505.3,218.5,270.6,518.2,304.3,222.4,387.4,260.9,298.6,169.4,233.0,357.1,545.9,589.6,287.2,488.0,36.7,326.2,522.2,118.4,471.6,420.9,144.8,327.5,345.2,616.4,306.4,85.1,475.2,292.2,335.9,291.6,490.8,419.6,171.4,295.7,95.5,593.7,382.8,173.2,299.1,513.3,295.1,518.1,367.1,411.9,425.2,139.4,321.9,156.3,408.6,363.4,2071.5,258.8,241.1,275.7,409.8,438.5,213.6,559.9,143.5,272.0,0.0,293.4,405.5,451.4,370.6,434.6,111.8,273.4,417.4
XZ,460.1,603.7,376.8,360.7,590.0,427.7,440.1,654.1,544.8,620.5,287.2,320.7,453.5,401.2,470.7,499.1,533.8,570.7,427.7,219.5,592.9,402.7,472.6,421.2,343.7,461.4,364.5,671.7,520.1,251.1,426.4,305.3,253.9,671.4,185.1,413.8,253.7,447.6,614.6,583.8,521.8,522.3,277.0,63.7,561.1,10.8,412.8,266.1,258.2,531.4,381.9,525.5,587.3,588.8,606.6,283.2,530.8,408.0,556.4,539.2,381.1,488.6,588.0,407.5,145.3,575.4,633.4,536.6,449.2,269.1,54.2,91.3,524.4,587.3,448.2,324.7,2.3,459.6,423.7,438.2,435.9,295.1,341.0,525.3,535.1,659.6,457.4,531.7,503.5,34.9,452.2,600.8,524.8,2164.4,551.3,433.6,424.2,426.8,268.3,506.1,602.8,411.4,374.7,409.1,0.0,248.9,413.4,200.4,450.6,383.6,503.6,247.2
YO,450.5,395.3,367.2,351.1,381.6,418.1,430.5,445.7,336.4,644.8,87.7,345.0,550.6,391.6,461.1,489.5,558.1,623.4,418.1,92.2,583.3,427.0,264.2,212.8,100.8,233.7,121.6,662.1,544.4,378.9,416.8,295.7,54.4,455.9,74.6,404.2,278.0,540.1,406.2,608.1,313.4,313.9,301.3,283.4,332.1,250.4,505.3,17.1,282.5,581.5,372.3,515.9,640.0,359.8,398.2,307.5,296.6,398.4,609.1,330.8,371.5,280.2,612.3,397.9,252.4,628.1,376.9,589.3,439.6,69.6,262.4,312.0,574.5,611.6,472.5,315.1,259.1,450.0,242.2,462.5,426.3,319.4,154.2,578.0,326.7,650.0,481.7,556.0,493.9,243.1,442.6,691.5,549.1,1917.7,541.7,424.0,448.5,218.4,86.8,496.5,373.8,401.8,399.0,399.5,261.6,0.0,148.8,60.1,474.9,384.1,556.3,65.7
ZA,535.6,288.9,452.3,416.7,275.2,503.2,515.6,339.3,230.0,777.7,220.6,477.9,635.8,476.7,546.2,568.8,740.2,708.5,503.2,225.1,668.4,609.3,157.8,112.3,47.2,84.8,28.3,747.2,726.7,464.0,501.9,380.8,186.8,338.4,207.5,487.5,410.9,625.2,248.6,741.0,207.0,207.5,434.2,382.6,214.6,349.6,590.4,114.7,415.4,666.6,457.4,601.0,725.1,242.3,291.8,440.4,172.2,483.5,694.2,224.4,456.6,173.8,788.9,483.0,290.3,713.2,259.4,674.4,524.7,202.5,361.6,349.9,659.6,744.5,605.4,400.2,358.3,535.1,248.5,595.4,511.4,452.3,287.1,663.1,220.3,735.1,614.6,688.9,579.0,342.3,527.7,776.6,731.4,1891.9,626.8,509.1,643.7,112.0,201.5,581.6,256.3,486.9,531.9,484.6,360.8,132.8,0.0,193.0,607.8,432.8,641.4,198.6
ZE,408.7,443.8,349.7,333.6,430.1,376.3,388.7,494.2,384.9,584.6,86.7,284.8,417.6,349.8,419.3,447.7,497.9,534.8,376.3,32.0,541.5,366.8,312.7,261.3,149.3,260.9,170.1,620.3,484.2,215.2,375.0,278.2,53.4,496.5,14.4,362.4,217.8,411.7,406.7,547.9,361.9,362.4,241.1,223.2,372.7,190.2,376.9,65.6,222.3,495.5,312.5,445.3,551.4,400.4,446.7,247.3,330.3,356.6,520.5,379.3,329.7,328.7,552.1,356.1,150.8,539.5,417.5,500.7,397.8,68.6,202.2,196.9,488.5,551.4,412.3,297.6,198.9,408.2,223.2,402.3,384.5,259.2,153.2,489.4,375.2,536.5,421.5,495.8,452.1,182.9,400.8,564.9,488.9,1966.2,499.9,293.8,388.3,266.9,67.8,454.7,414.4,360.0,338.8,357.7,201.4,48.4,212.9,0.0,414.7,356.5,467.7,46.7
ZI,200.0,806.5,444.6,407.7,792.8,259.5,217.8,856.9,747.6,271.4,586.4,335.1,46.3,294.3,378.0,218.6,131.8,209.9,259.5,446.9,210.2,118.4,675.4,624.0,576.9,688.8,597.7,238.7,118.1,330.5,272.7,373.1,480.8,731.3,412.5,314.1,293.0,147.0,754.7,262.9,724.6,725.1,302.6,327.8,736.7,361.5,167.9,493.5,266.3,124.3,407.4,81.8,226.5,764.4,809.4,291.3,707.8,301.1,195.6,742.0,277.3,691.4,206.1,250.1,384.7,214.6,781.5,175.8,356.5,578.2,349.4,393.1,117.3,258.3,70.0,391.2,352.9,366.9,650.9,113.1,374.9,303.2,616.0,164.5,737.9,191.5,79.2,148.1,410.8,379.1,298.5,198.8,122.8,2013.6,261.4,374.7,99.5,629.6,495.7,137.8,778.4,246.5,101.1,316.4,350.6,476.3,640.8,427.8,0.0,383.2,142.8,474.6
ZJ,226.0,450.7,114.7,146.3,531.4,193.6,206.0,480.7,486.2,544.6,397.8,202.6,326.2,146.2,155.2,265.0,430.6,398.9,193.6,330.1,358.8,299.7,414.0,368.5,361.8,483.8,382.6,437.6,417.1,136.4,192.3,90.7,364.0,530.1,295.7,123.5,135.6,329.5,440.3,545.7,463.2,463.7,158.9,211.0,406.3,244.7,294.7,376.7,201.3,357.0,91.8,291.4,415.5,434.0,548.0,227.6,377.9,136.5,384.6,480.6,147.0,430.0,479.3,173.4,267.9,403.6,451.1,364.8,112.9,379.7,232.6,276.3,350.0,549.2,478.0,129.8,236.1,144.1,534.3,446.9,201.8,239.5,451.6,353.5,476.5,425.5,470.3,483.6,188.0,262.3,218.1,467.0,421.8,1962.1,317.2,181.5,321.2,368.2,378.9,272.0,448.0,177.3,330.4,120.6,233.8,359.5,409.8,311.0,493.0,0.0,331.8,357.8
ZV,192.5,764.9,394.5,385.6,751.2,198.2,171.7,815.3,706.0,242.7,533.0,276.5,109.9,252.7,336.4,166.8,103.1,67.0,198.2,465.3,234.9,145.7,633.8,582.4,581.6,703.6,602.4,210.0,135.8,271.6,212.1,331.5,499.2,679.5,430.9,265.3,223.2,120.9,775.8,234.2,683.0,683.5,232.8,346.2,684.9,379.9,127.3,511.9,275.2,67.5,337.6,100.6,83.6,712.6,767.8,298.2,666.2,259.5,52.7,700.4,216.7,649.8,177.4,189.5,403.1,71.7,794.6,32.9,314.9,514.9,367.8,411.5,60.5,229.6,150.3,349.6,371.3,325.3,669.5,184.7,314.3,310.1,586.8,21.6,696.3,162.8,142.6,220.9,369.2,397.5,219.3,170.1,134.9,1961.8,209.6,304.9,126.8,588.0,514.1,86.0,726.6,185.9,199.6,274.8,369.0,494.7,659.2,446.2,165.3,341.6,0.0,493.0
ZX,455.4,399.2,396.4,380.3,385.5,423.0,435.4,449.6,340.3,631.3,92.2,331.5,464.3,396.5,466.0,494.4,544.6,581.5,423.0,78.7,588.2,413.5,268.1,216.7,212.4,213.1,193.5,667.0,530.9,261.9,421.7,324.9,58.4,448.7,61.1,409.1,264.5,458.4,358.9,594.6,317.3,317.8,287.8,269.9,324.9,236.9,423.6,110.2,269.0,542.2,359.2,492.0,598.1,352.6,402.1,294.0,282.5,403.3,567.2,334.7,376.4,284.1,598.8,402.8,197.5,586.2,369.7,547.4,444.5,74.1,248.9,243.6,535.2,598.1,459.0,344.3,245.6,454.9,175.4,449.0,431.2,305.9,158.7,536.1,330.6,583.2,468.2,542.5,498.8,229.6,447.5,611.6,535.6,2027.0,546.6,340.5,435.0,222.3,16.0,501.4,366.6,406.7,385.5,404.4,248.1,73.9,165.1,46.6,461.4,403.2,514.4,0.0
