from_stop,AF,AH,AO,AS,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CH,CM,CX,DF,DH,DR,DT,DV,EB,EF,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GN,GU,HA,HD,HH,HN,HP,HX,IE,IK,IM,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KM,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MC,MQ,MS,MT,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PB,PL,PV,PW,QA,QE,QF,QJ,QK,QP,QU,QY,RE,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TN,TQ,TW,UD,UQ,US,UY,UZ,VA,VO,VT,VU,VV,VY,VZ,WB,WI,WJ,WM,WP,WR,WV,WY,XA,XC,XG,XJ,XO,XU,YB,YC,YD,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
MC,1431.1,1810.4,1788.0,238.5,469.3,583.0,1747.9,552.6,1934.1,597.0,1776.9,1578.7,1826.0,150.9,522.1,1378.3,214.8,1812.5,166.0,577.0,586.2,615.0,379.2,452.5,1814.8,1439.9,592.9,1480.1,1850.6,1807.7,1427.1,1909.3,1358.0,521.9,513.6,65.9,1846.0,1463.0,1459.0,1811.4,1449.4,1783.1,103.5,1473.5,1884.5,378.0,646.4,569.8,571.3,1869.3,1889.2,1828.6,661.4,609.6,644.4,598.5,505.5,380.3,546.9,1812.5,1868.6,488.6,577.1,626.2,1560.2,1899.7,1800.7,0.0,613.9,618.6,258.8,1821.6,1807.6,1470.6,1828.3,1475.5,1740.7,1806.5,1898.7,1793.0,536.4,316.4,1438.2,1827.1,1805.0,238.2,1732.0,567.4,1798.7,413.3,1816.8,290.7,657.3,178.8,1948.1,1406.5,672.8,516.9,621.9,1447.2,667.1,1854.0,1866.0,1458.5,568.5,1776.7,531.9,1889.9,199.2,626.5,1401.8,541.8,467.4,239.5,188.8,635.1,1769.3,1840.1,546.8,1851.7,588.4,592.9,1838.0,204.9,1670.5,1805.0,19.6,506.1,536.1,1878.2,1428.6,1857.4,249.7,1766.9,273.3,563.0,1838.6,1792.4,1404.3,589.6,639.8,1850.1,1837.8,1416.5,674.5,1708.1,1875.8,625.4,612.1,1824.7,651.7
MQ,1259.0,1638.3,1615.9,677.0,141.6,91.8,1575.8,88.6,1762.0,126.7,1604.8,1406.6,1653.9,589.4,101.1,1206.2,554.4,1640.4,541.8,189.9,199.1,80.5,614.9,158.4,1642.7,1267.8,74.7,1308.0,1678.5,1635.7,1255.0,1875.1,1186.0,99.0,357.2,523.3,1673.9,1291.0,1286.9,1639.3,1277.3,1611.0,542.1,1301.4,1712.4,613.7,155.2,78.6,239.4,1697.3,1717.1,1656.5,170.2,86.0,103.4,107.3,330.4,616.0,393.1,1640.4,1696.5,334.7,33.8,12.1,1388.1,1727.6,1628.6,608.6,0.0,201.9,536.5,1649.5,1635.5,1298.5,1656.2,1303.4,1568.6,1634.4,1725.4,1620.9,382.5,433.1,1266.1,1655.0,1632.9,473.9,1559.9,152.7,1626.6,649.0,1644.7,407.4,166.1,529.0,1776.4,1234.5,181.6,104.0,130.8,1275.1,148.9,1681.9,1680.5,1286.4,181.4,1604.6,144.8,1717.8,538.8,69.0,1229.7,154.8,143.5,678.0,519.0,60.4,1597.2,1668.0,392.9,1679.6,286.4,122.6,1665.9,502.9,1498.4,1633.0,583.2,330.5,87.1,1706.1,1256.5,1685.4,527.4,1594.9,390.0,71.8,1666.6,1620.3,1232.2,138.3,25.9,1678.0,1665.8,1244.4,183.4,1536.0,1703.7,17.0,93.9,1652.6,110.6
MS,1075.6,1454.9,1432.5,644.3,158.9,135.1,1389.0,184.1,1578.6,229.8,1421.4,1223.2,1470.5,556.7,130.0,1022.8,521.7,1457.0,509.1,41.9,32.3,247.9,582.2,175.7,1459.3,1084.4,172.6,1124.6,1495.1,1452.3,1071.6,1706.9,1002.6,170.0,213.8,490.6,1495.0,1107.6,1103.5,1455.9,1093.9,1427.6,509.4,1118.0,1529.0,581.0,69.4,148.3,56.0,1507.9,1533.7,1473.1,44.8,242.4,277.3,119.6,147.0,583.3,228.1,1457.0,1513.1,235.3,183.1,232.2,1204.7,1544.2,1445.2,575.9,220.0,0.0,503.8,1466.1,1452.6,1115.1,1472.8,1120.0,1385.2,1451.0,1542.0,1437.5,217.5,400.4,1087.6,1471.6,1449.5,441.2,1376.5,215.6,1443.2,616.3,1461.3,374.7,114.9,496.3,1593.0,1051.1,130.4,165.0,96.1,1091.7,112.6,1498.5,1484.8,1103.0,50.1,1421.2,82.7,1534.4,506.1,259.0,1046.3,76.3,160.8,645.3,486.3,268.0,1413.8,1484.6,227.9,1496.2,103.0,225.7,1482.5,470.2,1315.0,1449.6,550.5,147.1,144.0,1508.4,1073.1,1502.0,494.7,1411.5,357.3,155.1,1483.2,1436.9,1048.8,235.1,245.9,1494.6,1482.4,1061.0,97.6,1352.6,1520.3,231.4,153.4,1469.2,284.5
MT,1372.8,1752.1,1729.7,251.0,411.0,524.7,1686.2,493.0,1875.8,538.7,1718.6,1520.4,1767.7,163.4,463.8,1320.0,299.3,1754.2,78.0,518.7,527.9,556.8,213.1,394.2,1756.5,1381.6,534.6,1421.8,1792.3,1749.5,1368.8,1851.0,1299.8,463.6,452.8,189.3,1792.2,1404.8,1400.7,1753.1,1391.1,1724.8,140.4,1415.2,1826.2,211.9,588.1,511.5,513.0,1805.1,1830.9,1770.3,603.1,551.3,586.2,540.2,447.2,214.2,488.7,1754.2,1810.3,430.3,518.8,567.9,1501.9,1841.4,1742.4,274.6,555.7,560.3,0.0,1763.3,1749.8,1412.3,1770.0,1417.2,1682.4,1748.2,1839.2,1734.7,478.1,182.5,1384.8,1768.8,1746.7,72.1,1673.7,509.2,1740.4,247.2,1758.5,144.0,599.0,65.2,1890.2,1348.3,614.5,458.6,563.7,1388.9,594.6,1795.7,1782.0,1400.2,510.2,1718.4,477.2,1831.6,283.7,567.9,1343.5,483.6,409.1,252.0,55.2,576.9,1711.0,1781.8,488.5,1793.4,530.1,534.6,1779.7,39.1,1612.2,1746.8,249.2,447.3,477.8,1805.6,1370.3,1799.2,7.8,1708.7,161.0,504.7,1780.4,1734.1,1346.0,531.3,581.6,1791.8,1779.6,1358.2,616.3,1649.8,1817.5,567.1,553.8,1766.4,593.4
MU,785.6,278.3,220.3,1777.5,1408.1,1518.9,287.8,1490.1,304.7,1535.8,266.0,562.1,181.7,1689.9,1460.9,540.9,1654.9,257.4,1642.3,1464.3,1454.7,1553.9,1715.4,1391.3,161.5,497.5,1531.7,476.8,56.3,303.5,485.1,2043.2,439.5,1460.7,1365.0,1623.8,150.2,459.8,517.0,216.1,446.1,207.5,1642.6,691.6,255.1,1714.2,1453.2,1508.6,1365.6,163.1,239.8,128.3,1428.6,1548.4,1583.3,1503.4,1280.2,1716.5,1379.3,335.1,215.3,1386.5,1515.9,1565.0,485.1,270.3,147.4,1709.1,1552.8,1422.3,1637.0,0.0,201.3,484.2,273.2,552.3,193.0,29.7,248.1,222.8,1368.7,1533.6,501.1,126.8,186.5,1574.4,290.7,1506.3,243.6,1749.5,305.9,1507.9,1498.7,1629.5,319.1,569.2,1514.2,1455.7,1479.9,504.8,1496.4,32.3,226.3,455.2,1472.5,209.0,1474.3,260.5,1639.3,1565.0,459.8,1480.7,1406.2,1778.5,1619.5,1574.0,221.3,186.8,1379.1,256.4,1347.3,1531.7,16.3,1603.4,229.2,151.8,1683.7,1280.3,1474.9,210.6,462.1,226.6,1627.9,274.0,1490.5,1501.8,259.2,139.1,566.9,1528.4,1578.7,268.4,184.6,474.5,1481.4,266.8,175.5,1564.2,1537.2,195.3,1590.5
MZ,896.3,99.0,268.8,1803.7,1434.3,1545.1,93.6,1517.1,217.2,1562.0,184.0,594.7,59.9,1716.1,1487.1,651.6,1681.1,78.1,1668.5,1490.5,1480.9,1579.6,1741.6,1417.5,195.6,608.2,1557.4,587.5,268.8,214.4,595.8,2034.6,549.7,1486.4,1389.2,1649.5,216.6,570.5,627.7,146.6,556.8,138.0,1668.3,642.0,167.6,1740.4,1479.4,1534.8,1391.8,240.0,124.6,199.2,1454.8,1574.6,1609.0,1529.6,1305.9,1742.7,1405.0,340.5,247.1,1412.2,1542.1,1591.2,572.8,182.8,135.0,1735.1,1578.5,1448.5,1663.2,239.8,0.0,594.9,93.9,663.0,296.2,224.7,134.1,43.5,1394.9,1559.3,606.9,197.7,117.0,1600.6,443.0,1532.5,64.3,1775.2,223.9,1534.1,1524.9,1655.7,231.2,679.4,1540.4,1481.9,1505.6,615.5,1537.9,272.2,243.8,565.9,1498.7,257.5,1496.9,173.0,1665.5,1591.1,570.5,1506.9,1432.4,1804.7,1645.7,1600.2,151.8,220.9,1404.8,186.4,1373.5,1557.9,256.2,1629.6,381.5,182.6,1709.9,1306.5,1501.1,137.0,572.8,90.9,1654.1,376.7,1516.7,1528.0,189.7,176.2,677.6,1554.6,1604.9,198.4,218.2,585.2,1507.6,419.1,246.4,1590.4,1563.4,107.8,1616.7
NA,440.7,678.0,487.4,1442.5,1073.1,1183.9,640.5,1155.1,657.4,1200.8,618.7,400.7,581.0,1354.9,1125.9,205.9,1319.9,657.1,1307.3,1129.3,1119.7,1218.9,1380.4,1056.3,514.2,64.9,1196.7,84.6,550.0,656.2,85.1,2234.7,104.5,1125.7,1030.0,1288.8,549.9,67.6,117.0,568.8,86.3,560.2,1307.6,387.2,607.8,1379.2,1118.2,1173.6,1030.6,562.8,592.5,528.0,1093.6,1213.4,1248.3,1168.4,945.2,1381.5,1044.3,602.2,568.0,1051.5,1180.9,1230.0,246.4,623.0,500.1,1374.1,1217.8,1087.3,1302.0,521.0,601.0,0.0,672.9,206.3,440.1,505.9,600.8,622.5,1033.7,1198.6,89.5,526.5,539.2,1239.4,431.4,1171.3,643.3,1414.5,658.6,1172.9,1163.7,1294.5,671.8,234.2,1179.2,1120.7,1144.9,72.2,1161.4,553.4,539.7,83.4,1137.5,476.1,1139.3,613.2,1304.3,1230.0,56.3,1145.7,1071.2,1443.5,1284.5,1239.0,574.0,539.5,1044.1,609.1,1012.3,1196.7,537.4,1268.4,369.9,504.5,1348.7,945.3,1139.9,563.3,29.5,579.3,1292.9,466.4,1155.5,1166.8,611.9,491.8,231.9,1193.4,1243.7,621.1,537.3,74.5,1146.4,407.5,575.2,1229.2,1202.2,548.0,1255.5
NC,968.5,119.5,341.0,1875.9,1506.5,1617.3,118.6,1588.5,289.4,1634.2,204.5,666.9,132.1,1788.3,1559.3,723.8,1753.3,47.3,1740.7,1562.7,1553.1,1652.3,1813.8,1489.7,267.8,680.4,1630.1,659.7,341.0,235.4,668.0,2106.8,622.4,1559.1,1463.4,1722.2,293.3,642.7,699.9,218.8,629.0,210.2,1741.0,714.2,239.8,1812.6,1551.6,1607.0,1464.0,306.2,196.8,271.4,1527.0,1646.8,1681.7,1601.8,1378.6,1814.9,1477.7,405.4,319.3,1484.9,1614.3,1663.4,645.0,255.0,207.2,1807.5,1651.2,1520.7,1735.4,312.0,114.2,667.1,0.0,735.2,368.4,296.9,205.1,99.1,1467.1,1632.0,684.0,269.9,189.2,1672.8,515.2,1604.7,33.5,1847.9,244.4,1606.3,1597.1,1727.9,303.8,752.1,1612.6,1554.1,1578.3,687.7,1594.8,344.4,290.3,638.1,1570.9,329.7,1572.7,245.2,1737.7,1663.4,642.7,1579.1,1504.6,1876.9,1717.9,1672.4,196.9,293.1,1477.5,259.1,1445.7,1630.1,328.4,1701.8,453.7,255.3,1782.1,1378.7,1573.3,225.2,645.0,163.6,1726.3,449.4,1588.9,1600.2,261.9,248.4,749.8,1626.8,1677.1,271.1,290.9,657.4,1579.8,491.3,318.6,1662.6,1635.6,180.0,1688.9
NI,406.7,748.4,653.2,1496.9,1127.5,1238.3,682.5,1209.5,824.9,1255.2,714.9,510.2,748.5,1409.3,1180.3,260.3,1374.3,750.5,1361.7,1183.7,1174.1,1273.3,1434.8,1110.7,616.9,249.7,1251.1,291.2,652.7,745.8,269.9,2271.1,200.8,1180.1,1084.4,1343.2,652.6,274.2,301.8,736.3,292.9,727.7,1362.0,423.6,775.3,1433.6,1172.6,1228.0,1085.0,665.5,760.0,630.7,1148.0,1267.8,1302.7,1222.8,999.6,1435.9,1098.7,750.5,693.4,1105.9,1235.3,1284.4,343.4,790.5,667.6,1428.5,1272.2,1141.7,1356.4,623.7,746.1,278.2,766.3,0.0,542.8,608.6,768.3,731.0,1088.1,1253.0,274.3,629.2,706.7,1293.8,534.1,1225.7,736.7,1468.9,754.8,1227.3,1218.1,1348.9,839.3,288.6,1233.6,1175.1,1199.3,257.0,1215.8,656.1,664.4,290.0,1191.9,641.9,1193.7,780.7,1358.7,1284.4,241.1,1200.1,1125.6,1497.9,1338.9,1293.4,707.3,712.0,1098.5,776.6,1066.7,1251.1,640.1,1322.8,472.6,607.2,1403.1,999.7,1194.3,730.8,236.2,746.8,1347.3,569.1,1209.9,1221.2,779.4,688.8,286.3,1247.8,1298.1,788.6,640.0,259.3,1200.8,510.2,677.9,1283.6,1256.6,715.5,1309.9
NL,727.2,355.5,150.9,1708.9,1339.5,1450.3,346.8,1421.5,363.7,1467.2,325.0,410.3,287.3,1621.3,1392.3,482.5,1586.3,334.6,1573.7,1395.7,1386.1,1485.3,1646.8,1322.7,191.7,439.1,1463.1,418.4,227.5,362.5,426.7,2030.0,381.1,1392.1,1296.4,1555.2,227.4,401.4,458.6,275.1,387.7,266.5,1574.0,539.8,314.1,1645.6,1384.6,1440.0,1297.0,240.3,298.8,205.5,1360.0,1479.8,1514.7,1434.8,1211.6,1647.9,1310.7,265.7,232.2,1317.9,1447.3,1496.4,370.6,329.3,206.4,1640.5,1484.2,1353.7,1568.4,198.5,278.5,425.8,350.4,493.9,0.0,183.4,307.1,300.0,1300.1,1465.0,442.7,204.0,245.5,1505.8,142.4,1437.7,320.8,1680.9,364.9,1439.3,1430.1,1560.9,378.1,510.8,1445.6,1387.1,1411.3,446.4,1427.8,230.9,203.2,396.8,1403.9,139.6,1405.7,319.5,1570.7,1496.4,401.4,1412.1,1337.6,1709.9,1550.9,1505.4,280.3,250.8,1310.5,315.4,1278.7,1463.1,214.9,1534.8,84.8,182.0,1615.1,1211.7,1406.3,269.6,403.7,285.6,1559.3,80.9,1421.9,1433.2,318.2,169.3,508.5,1459.8,1510.1,327.4,214.8,416.1,1412.8,118.5,252.7,1495.6,1468.6,254.3,1521.9
OG,780.5,273.2,215.2,1772.4,1403.0,1513.8,282.7,1485.0,299.6,1530.7,260.9,557.0,176.6,1684.8,1455.8,535.8,1649.8,252.3,1637.2,1459.2,1449.6,1548.8,1710.3,1386.2,156.4,492.4,1526.6,471.7,44.0,298.4,480.0,2038.1,434.4,1455.6,1359.9,1618.7,145.1,454.7,511.9,211.0,441.0,202.4,1637.5,686.5,250.0,1709.1,1448.1,1503.5,1360.5,158.0,234.7,123.2,1423.5,1543.3,1578.2,1498.3,1275.1,1711.4,1374.2,330.0,210.2,1381.4,1510.8,1559.9,480.0,265.2,142.3,1704.0,1547.7,1417.2,1631.9,19.7,196.2,479.1,268.1,547.2,187.9,0.0,243.0,217.7,1363.6,1528.5,496.0,121.7,181.4,1569.3,285.6,1501.2,238.5,1744.4,300.8,1502.8,1493.6,1624.4,314.0,564.1,1509.1,1450.6,1474.8,499.7,1491.3,52.1,221.2,450.1,1467.4,203.9,1469.2,255.4,1634.2,1559.9,454.7,1475.6,1401.1,1773.4,1614.4,1568.9,216.2,181.7,1374.0,251.3,1342.2,1526.6,36.1,1598.3,224.1,146.7,1678.6,1275.2,1469.8,205.5,457.0,221.5,1622.8,268.9,1485.4,1496.7,254.1,134.0,561.8,1523.3,1573.6,263.3,179.5,469.4,1476.3,261.7,170.4,1559.1,1532.1,190.2,1585.4
OJ,897.8,197.5,274.3,1824.7,1455.3,1566.1,193.5,1538.6,187.0,1583.0,166.3,615.7,56.6,1737.1,1508.1,653.1,1702.1,176.6,1689.5,1511.5,1501.9,1601.1,1762.6,1438.5,197.1,609.7,1578.9,589.0,329.5,203.8,597.3,2055.6,553.7,1507.9,1412.2,1673.0,237.6,572.0,629.2,116.4,558.3,107.8,1689.8,663.0,137.4,1761.4,1500.4,1555.8,1412.8,263.0,13.8,220.2,1475.8,1595.6,1632.5,1550.6,1329.4,1763.7,1426.5,346.0,250.9,1433.7,1563.1,1612.2,593.8,152.6,114.5,1756.1,1600.0,1469.5,1684.2,300.5,120.0,596.4,192.4,664.5,301.7,285.4,0.0,142.0,1415.9,1580.8,608.4,218.7,86.8,1621.6,402.9,1553.5,162.8,1796.7,206.2,1555.1,1545.9,1676.7,201.0,681.4,1561.4,1502.9,1529.1,617.0,1558.9,332.9,249.3,567.4,1519.7,265.0,1517.9,142.8,1686.5,1614.6,572.0,1529.9,1453.4,1825.7,1666.7,1621.2,121.6,222.4,1426.3,156.7,1394.5,1578.9,316.9,1650.6,341.4,215.0,1730.9,1328.0,1522.1,106.8,574.3,61.2,1675.1,384.7,1537.7,1549.0,161.5,177.7,679.1,1575.6,1625.9,168.7,220.2,586.7,1528.6,379.0,267.4,1611.4,1584.4,77.6,1637.7
OQ,897.8,103.9,270.3,1805.2,1435.8,1546.6,103.0,1517.8,218.7,1563.5,198.0,596.2,61.4,1717.6,1488.6,653.1,1682.6,83.0,1670.0,1492.0,1482.4,1581.6,1743.1,1419.0,197.1,609.7,1559.4,589.0,270.3,235.5,597.3,2036.1,551.7,1488.4,1392.7,1651.5,222.6,572.0,629.2,148.1,558.3,139.5,1670.3,643.5,169.1,1741.9,1480.9,1536.3,1393.3,235.5,126.1,200.7,1456.3,1576.1,1611.0,1531.1,1307.9,1744.2,1407.0,342.0,248.6,1414.2,1543.6,1592.7,574.3,184.3,136.5,1736.8,1580.5,1450.0,1664.7,241.3,43.5,596.4,98.8,664.5,297.7,226.2,134.4,0.0,1396.4,1561.3,613.3,199.2,118.5,1602.1,444.5,1534.0,69.2,1777.2,237.9,1535.6,1526.4,1657.2,233.1,681.4,1541.9,1483.4,1507.6,617.0,1524.1,273.7,219.6,567.4,1500.2,259.0,1502.0,174.5,1667.0,1592.7,572.0,1508.4,1433.9,1806.2,1647.2,1601.7,153.3,222.4,1406.8,188.4,1375.0,1559.4,257.7,1631.1,383.0,184.6,1711.4,1308.0,1502.6,154.5,574.3,92.9,1655.6,378.7,1518.2,1529.5,191.2,177.7,679.1,1556.1,1606.4,200.4,220.2,586.7,1509.1,420.6,247.9,1591.9,1564.9,109.3,1618.2
OS,1103.8,1483.1,1460.7,625.8,238.4,352.1,1417.2,320.4,1606.8,366.1,1449.6,1251.4,1498.7,538.2,291.2,1051.0,503.2,1485.2,490.6,346.1,355.3,384.2,563.7,221.6,1487.5,1112.6,362.0,1152.8,1523.3,1480.5,1099.8,1676.2,1030.8,291.0,34.1,472.1,1523.2,1135.8,1131.7,1484.1,1122.1,1455.8,490.9,1146.2,1557.2,562.5,297.3,338.9,226.0,1536.1,1561.9,1501.3,272.7,378.7,413.6,367.6,160.2,564.8,29.0,1485.2,1541.3,55.6,346.2,395.3,1232.9,1572.4,1473.4,557.4,383.1,266.4,485.3,1494.3,1480.8,1143.3,1501.0,1148.2,1413.4,1479.2,1570.2,1465.7,0.0,381.9,1115.8,1499.8,1477.7,422.7,1404.7,336.6,1471.4,597.8,1489.5,356.2,426.4,477.8,1621.2,1079.3,441.9,286.0,391.1,1119.9,422.0,1526.7,1513.0,1131.2,337.6,1449.4,304.6,1562.6,487.6,395.3,1074.5,311.0,236.5,626.8,467.8,404.3,1442.0,1512.8,10.4,1524.4,243.1,362.0,1510.7,451.7,1343.2,1477.8,532.0,160.3,305.2,1536.6,1101.3,1530.2,476.2,1439.7,338.8,332.1,1511.4,1465.1,1077.0,358.7,409.0,1522.8,1510.6,1089.2,325.5,1380.8,1548.5,394.5,381.2,1497.4,420.8
PB,1245.3,1624.6,1602.2,356.7,283.5,397.2,1562.1,366.8,1748.3,411.2,1591.1,1392.9,1640.2,269.1,336.3,1192.5,271.9,1626.7,183.7,391.2,400.4,429.3,256.8,266.7,1629.0,1254.1,407.1,1294.3,1664.8,1622.0,1241.3,1723.5,1172.3,336.1,325.3,240.8,1664.7,1277.3,1273.2,1625.6,1263.6,1597.3,246.1,1287.7,1698.7,255.6,460.6,384.0,385.5,1683.6,1703.4,1642.8,475.6,423.8,458.7,412.7,319.7,257.9,361.2,1626.7,1682.8,302.8,391.3,440.4,1374.4,1713.9,1614.9,325.9,428.2,432.8,178.4,1635.8,1621.8,1284.8,1642.5,1289.7,1554.9,1620.7,1712.9,1607.2,350.6,0.0,1257.3,1641.3,1619.2,115.8,1546.2,381.7,1612.9,290.9,1631.0,49.3,471.5,170.9,1762.7,1220.8,487.0,331.1,436.2,1261.4,481.3,1668.2,1680.2,1272.7,382.7,1590.9,346.1,1704.1,256.3,440.8,1216.0,356.1,281.6,357.7,160.9,449.4,1583.5,1654.3,361.0,1665.9,402.6,407.1,1652.2,144.8,1484.7,1619.3,300.7,320.3,350.3,1697.5,1242.8,1671.7,169.3,1581.2,33.5,377.2,1652.9,1606.6,1218.5,403.8,454.1,1664.3,1652.1,1230.7,488.8,1522.3,1690.0,439.6,426.3,1638.9,465.9
PL,479.2,696.5,505.9,1417.4,1048.0,1158.8,657.5,1131.3,675.9,1175.7,637.2,434.3,599.5,1329.8,1100.8,180.8,1294.8,675.6,1282.2,1104.2,1094.6,1193.8,1355.3,1031.2,532.7,39.3,1171.6,124.9,568.5,674.7,60.0,2209.6,74.5,1100.6,1002.9,1258.8,563.9,107.9,91.9,587.3,126.6,578.7,1282.5,362.1,626.3,1354.1,1093.1,1148.5,1005.5,587.3,611.0,546.5,1068.5,1188.3,1218.3,1143.3,920.1,1356.4,1019.2,620.7,586.5,1026.4,1155.8,1204.9,284.9,641.5,518.6,1348.8,1192.7,1062.2,1276.9,539.5,619.0,111.9,691.4,213.4,458.6,524.4,620.5,641.0,1008.6,1168.6,0.0,545.0,557.7,1214.3,449.9,1146.2,656.9,1384.5,677.1,1147.8,1138.6,1269.4,689.9,209.1,1154.1,1095.6,1114.9,31.0,1146.7,571.9,583.9,123.7,1112.4,489.7,1110.6,631.7,1279.2,1205.3,43.1,1120.6,1041.2,1418.4,1259.4,1209.0,592.5,558.0,1019.0,622.7,987.2,1171.6,555.9,1243.3,388.4,523.0,1323.6,920.7,1114.8,600.0,69.9,592.9,1267.8,480.0,1130.4,1141.7,625.5,505.4,206.8,1168.3,1218.6,634.7,555.8,49.4,1121.3,426.0,593.7,1204.1,1177.1,566.5,1230.4
PV,812.0,257.1,246.7,1791.1,1421.7,1532.5,256.2,1503.7,317.8,1549.4,286.8,582.1,160.5,1703.5,1474.5,567.3,1668.5,236.2,1655.9,1477.9,1468.3,1567.5,1729.0,1404.9,187.9,523.9,1545.3,503.2,196.7,324.3,511.5,2022.0,465.9,1474.3,1378.6,1637.4,47.5,486.2,543.4,236.9,472.5,228.3,1656.2,629.4,268.2,1727.8,1466.8,1522.2,1379.2,36.2,225.2,88.8,1442.2,1562.0,1596.9,1517.0,1293.8,1730.1,1392.9,361.5,241.7,1400.1,1529.5,1578.6,511.5,283.4,168.2,1722.7,1566.4,1435.9,1650.6,167.7,180.1,510.6,252.0,578.7,219.4,152.6,233.5,201.6,1382.3,1547.2,527.5,0.0,207.3,1588.0,317.1,1519.9,222.4,1763.1,326.7,1521.5,1512.3,1643.1,332.2,595.6,1527.8,1469.3,1493.5,531.2,1510.0,200.1,251.3,481.6,1486.1,235.4,1487.9,273.6,1652.9,1578.6,486.2,1494.3,1419.8,1792.1,1633.1,1587.6,242.1,213.2,1392.7,277.2,1360.9,1545.3,184.1,1617.0,255.6,193.3,1697.3,1293.9,1488.5,231.4,488.5,192.0,1641.5,300.4,1504.1,1515.4,280.0,165.5,593.3,1542.0,1592.3,289.2,211.0,500.9,1495.0,293.2,72.8,1577.8,1550.8,208.4,1604.1
PW,821.8,201.9,198.3,1813.7,1444.3,1555.1,101.2,1526.3,129.0,1572.0,79.4,594.8,72.6,1726.1,1497.1,577.1,1691.1,192.6,1678.5,1500.5,1490.9,1590.1,1751.6,1427.5,121.1,533.7,1567.9,513.0,253.5,116.9,521.3,2059.3,475.7,1496.9,1401.2,1660.0,245.8,496.0,553.2,29.5,482.3,20.9,1678.8,666.7,79.4,1750.4,1489.4,1544.8,1401.8,258.7,84.1,223.9,1464.8,1584.6,1619.5,1539.6,1316.4,1752.7,1415.5,270.0,174.9,1422.7,1552.1,1601.2,521.3,94.6,38.5,1745.3,1589.0,1458.5,1673.2,224.5,136.5,520.4,208.4,588.5,225.7,209.4,92.4,180.0,1404.9,1569.8,537.3,222.4,0.0,1610.6,326.9,1542.5,178.8,1785.7,119.3,1544.1,1534.9,1665.7,143.4,605.4,1550.4,1491.9,1516.1,541.0,1532.6,256.9,147.6,491.4,1508.7,187.0,1510.5,84.8,1675.5,1601.2,496.0,1516.9,1442.4,1814.7,1655.7,1610.2,34.7,146.4,1415.3,69.8,1383.5,1567.9,240.9,1639.6,265.4,137.0,1719.9,1316.5,1511.1,79.0,498.3,70.9,1664.1,306.7,1526.7,1538.0,72.6,101.7,603.1,1564.6,1614.9,81.8,144.2,510.7,1517.6,303.0,271.1,1600.4,1573.4,19.6,1626.7
QA,1294.9,1674.2,1651.8,255.1,333.1,446.8,1608.3,415.1,1797.9,460.8,1640.7,1442.5,1689.8,167.5,385.9,1242.1,303.4,1676.3,82.1,440.8,450.0,478.9,140.9,316.3,1678.6,1303.7,456.7,1343.9,1714.4,1671.6,1290.9,1773.1,1221.9,385.7,374.9,193.4,1714.3,1326.9,1322.8,1675.2,1313.2,1646.9,144.5,1337.3,1748.3,139.7,510.2,433.6,435.1,1727.2,1753.0,1692.4,525.2,473.4,508.3,462.3,369.3,142.0,410.8,1676.3,1732.4,352.4,440.9,490.0,1424.0,1763.5,1664.5,278.7,477.8,482.4,76.8,1685.4,1671.9,1334.4,1692.1,1339.3,1604.5,1670.3,1761.3,1656.8,400.2,104.6,1306.9,1690.9,1668.8,0.0,1595.8,431.3,1662.5,175.0,1680.6,66.1,521.1,69.3,1812.3,1270.4,536.6,380.7,485.8,1311.0,516.7,1717.8,1704.1,1322.3,432.3,1640.5,399.3,1753.7,287.8,490.0,1265.6,405.7,331.2,256.1,59.3,499.0,1633.1,1703.9,410.6,1715.5,452.2,456.7,1701.8,43.2,1534.3,1668.9,253.3,369.4,399.9,1727.7,1292.4,1721.3,67.7,1630.8,83.1,426.8,1702.5,1656.2,1268.1,453.4,503.7,1713.9,1701.7,1280.3,538.4,1571.9,1739.6,489.2,475.9,1688.5,515.5
