from_stop,AF,AH,AO,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CM,CX,DH,DT,DV,EB,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GU,HA,HD,HH,HN,HP,IE,IK,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MQ,MS,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PL,PV,PW,QE,QJ,QP,QY,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TQ,TW,UD,UQ,UZ,VA,VO,VT,VU,VV,VY,VZ,WI,WJ,WP,WR,WV,WY,XA,XG,XO,XU,YB,YC,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
RF,215.4,308.1,240.1,449.9,406.7,263.7,459.6,218.5,453.1,231.3,375.1,114.9,413.0,295.1,267.7,455.9,438.8,448.6,435.8,213.8,271.9,474.3,306.6,424.8,222.5,401.1,2072.5,306.9,494.6,403.4,399.0,310.4,427.2,139.6,295.0,190.2,325.9,135.2,444.6,424.6,459.0,421.6,59.8,407.9,436.1,468.2,457.7,498.1,353.5,443.5,186.7,225.2,375.4,518.0,533.8,410.1,161.6,140.6,511.9,433.7,417.7,179.4,260.6,262.7,211.9,292.9,405.2,166.3,250.1,434.8,336.3,354.9,188.0,279.9,311.7,263.2,486.9,0.0,243.2,569.1,483.1,511.3,301.4,446.8,416.0,181.1,370.2,427.5,219.1,445.1,165.0,441.2,361.7,429.2,443.6,506.4,256.5,155.6,430.6,269.0,397.8,425.9,393.7,239.8,196.6,371.2,402.2,134.3,246.7,126.9,227.6,453.3,191.8,156.7,290.5,498.0,246.1,195.6,410.2,467.3,255.0,383.5,525.6,454.7,177.3,444.3
RH,27.3,400.9,82.5,542.7,499.5,362.2,520.9,235.4,545.9,324.1,135.1,132.3,505.8,51.8,329.0,548.7,531.6,541.4,528.6,196.4,28.6,567.1,92.1,517.6,315.3,157.8,2133.8,66.9,548.3,496.2,491.8,129.8,183.9,232.4,51.7,283.0,85.9,228.0,535.6,517.4,551.8,514.4,203.7,500.7,528.9,561.0,550.5,590.9,446.3,536.3,279.5,119.1,468.2,610.8,626.6,170.1,260.0,155.8,604.7,526.5,510.5,272.2,80.0,355.5,32.7,140.6,498.0,177.7,311.4,527.6,93.0,447.7,194.9,36.6,404.5,356.0,579.7,220.8,0.0,661.9,575.9,604.1,58.1,531.8,508.8,80.3,133.6,520.3,81.5,537.9,257.8,534.0,118.4,522.0,536.4,599.2,339.9,120.2,521.9,361.8,490.6,518.7,486.5,75.4,179.2,464.0,495.0,151.2,66.1,195.1,70.0,546.1,284.6,171.7,68.9,590.8,338.9,178.2,166.9,560.1,59.1,476.3,618.4,547.5,270.1,537.1
RO,686.6,446.3,711.3,343.3,238.6,387.6,413.3,689.7,312.8,416.8,846.2,586.0,282.7,766.3,564.2,325.6,308.5,318.3,329.3,685.0,743.0,156.2,777.8,350.9,379.5,872.3,2388.2,778.1,388.1,289.1,354.9,781.6,898.4,476.8,766.2,415.8,797.1,512.2,280.5,230.9,324.3,374.9,562.1,334.0,301.8,337.8,327.4,140.5,279.6,329.1,527.0,696.4,288.3,199.8,179.7,881.3,560.5,609.9,157.8,299.4,343.9,610.5,731.8,400.9,681.4,769.4,331.4,637.4,582.5,320.5,807.5,351.5,659.2,751.1,449.9,448.7,92.6,579.2,714.3,0.0,376.6,193.2,772.6,276.6,365.4,652.3,848.1,296.7,690.3,338.6,526.6,185.9,832.9,340.9,338.6,133.2,432.6,626.8,314.8,570.0,263.4,295.6,319.9,711.0,667.8,297.4,271.9,605.5,717.9,598.0,698.7,175.3,413.6,625.9,761.7,130.6,506.4,666.8,881.4,305.0,726.1,313.0,152.4,161.9,525.5,332.7
RW,539.4,347.8,546.1,77.3,181.7,283.4,88.5,524.5,209.8,318.3,678.0,420.9,154.6,612.7,398.2,131.0,118.8,205.3,41.8,519.8,571.5,320.3,635.0,268.6,281.1,674.1,2296.0,609.8,59.9,249.4,250.4,634.4,700.2,378.3,594.6,317.4,628.8,459.4,290.6,181.3,305.0,340.3,435.1,266.0,282.1,190.0,214.4,273.1,249.1,289.5,428.5,531.2,183.8,364.0,290.5,713.0,456.4,446.6,268.6,279.7,275.8,371.7,584.6,302.4,535.9,598.9,288.2,472.3,380.6,280.8,668.3,253.0,485.7,568.1,351.4,350.2,325.8,452.2,567.2,387.1,0.0,357.3,619.0,292.8,275.3,487.1,669.8,140.1,525.1,72.5,428.1,197.9,634.7,124.4,32.4,268.9,334.1,461.6,276.6,471.5,243.8,142.0,257.4,545.8,502.6,237.2,158.9,440.3,570.7,433.3,533.6,210.0,315.1,462.7,614.5,254.7,407.9,501.6,683.2,313.3,561.0,252.8,288.1,300.7,427.0,201.0
RX,591.6,351.3,616.3,319.4,245.3,289.2,392.7,594.7,331.3,321.8,751.3,491.1,306.4,671.3,469.2,349.3,332.2,329.2,305.3,590.0,648.1,22.5,682.8,276.3,284.6,777.3,2313.5,683.1,364.1,214.4,250.5,686.6,803.4,381.8,671.2,320.9,702.1,417.2,205.8,254.6,249.6,300.3,467.1,259.4,227.1,356.4,345.9,147.2,205.0,254.5,432.0,601.4,244.9,6.6,203.4,786.3,465.5,514.9,181.5,224.7,269.2,522.6,636.8,305.9,586.4,674.4,256.7,542.5,487.5,245.8,712.5,256.5,564.2,656.1,354.9,353.7,116.3,484.2,619.4,177.6,352.6,0.0,677.6,202.0,290.7,557.3,753.1,320.9,595.3,314.6,431.6,209.7,737.9,298.7,313.1,156.9,337.6,531.8,240.1,475.0,188.8,319.3,245.2,616.0,572.8,222.7,295.6,510.5,622.9,503.1,603.8,199.1,318.6,531.0,666.7,154.3,411.4,571.8,786.4,230.3,631.2,238.3,176.1,83.9,430.5,324.9
RZ,79.3,452.9,131.9,594.7,551.5,408.5,569.1,284.8,587.9,376.1,164.5,181.6,557.8,57.4,377.2,600.7,583.6,593.4,580.6,245.8,58.0,619.1,121.5,569.6,367.3,163.4,2182.0,96.3,639.4,548.2,543.8,145.9,189.5,284.4,81.1,335.0,115.3,280.0,587.6,569.4,603.8,566.4,255.7,552.7,580.9,613.0,602.5,642.9,498.3,588.3,331.5,168.5,520.2,662.8,678.6,199.5,312.0,205.0,656.7,578.5,562.5,324.2,132.0,407.5,82.9,190.0,550.0,227.1,359.6,579.6,98.6,499.7,246.9,86.0,456.5,408.0,631.7,272.8,51.9,713.9,627.9,656.1,0.0,583.8,560.8,129.7,163.0,571.8,130.9,589.9,309.8,586.0,124.0,574.0,588.4,651.2,401.3,169.6,573.9,413.8,542.6,570.7,538.5,124.8,228.6,516.0,547.0,200.6,118.1,244.5,119.4,598.1,336.6,221.1,120.9,642.8,390.9,227.6,172.5,612.1,108.5,528.3,670.4,599.5,322.1,589.1
SA,509.0,268.7,533.7,236.8,193.6,204.3,306.7,512.1,240.0,239.2,668.7,408.4,199.9,588.7,386.6,242.8,225.7,235.5,222.7,507.4,565.5,174.7,600.2,193.7,202.0,694.7,2286.5,600.5,281.5,131.8,167.9,604.0,720.8,299.2,588.6,238.3,619.5,334.6,37.8,211.5,125.2,217.7,384.5,176.8,104.6,255.1,244.6,260.4,122.4,171.9,349.4,518.8,162.3,218.4,253.3,703.7,382.9,432.5,231.4,107.1,186.6,440.0,554.2,223.3,503.8,591.8,174.1,459.9,404.9,163.2,629.9,173.9,481.6,573.5,272.3,271.1,187.3,401.6,536.8,269.5,270.0,211.7,595.0,0.0,208.1,474.7,663.8,213.9,512.7,232.0,349.0,228.1,655.3,216.1,232.0,206.8,264.4,449.2,157.5,392.4,106.2,212.8,162.6,533.4,490.2,140.1,189.1,427.9,540.3,420.5,521.2,249.0,236.0,448.4,584.1,204.2,328.8,489.2,703.8,28.2,548.6,155.7,226.0,155.1,347.9,231.2
SB,514.1,268.9,520.8,249.1,205.9,204.5,322.4,499.2,252.3,239.4,652.7,395.6,212.2,587.4,372.9,255.1,238.0,247.8,235.0,494.5,546.2,243.3,609.7,62.5,202.2,648.8,2270.7,584.5,293.8,172.4,132.7,609.1,674.9,299.4,569.3,238.5,603.5,434.1,213.6,223.8,228.0,64.9,384.7,103.8,205.1,267.4,256.9,297.3,80.1,212.5,349.6,505.9,174.6,287.0,321.9,687.7,377.5,421.3,300.0,202.7,113.6,346.4,559.3,223.5,510.6,573.6,42.9,447.0,355.3,203.8,643.0,92.3,460.4,542.8,272.5,271.3,255.9,401.8,541.9,338.1,282.3,280.3,593.7,215.8,0.0,461.8,644.5,226.7,499.8,244.3,349.2,240.4,609.4,228.4,242.8,275.4,264.6,436.3,199.6,392.6,166.8,225.1,89.6,520.5,477.3,52.4,201.4,415.0,545.4,408.0,508.3,252.5,236.2,437.4,589.2,272.8,329.0,476.3,657.9,236.3,535.7,52.8,294.6,223.7,348.1,243.5
SD,123.6,342.3,58.9,437.3,440.9,297.9,440.5,155.0,487.3,265.5,190.8,51.8,447.2,125.5,248.6,490.1,473.0,482.8,470.0,116.0,84.3,508.5,147.8,441.6,256.7,231.5,2053.4,122.6,467.9,437.6,433.2,172.2,257.6,173.8,107.4,224.4,141.6,169.4,478.8,458.8,493.2,455.8,145.1,439.0,470.3,502.4,491.9,532.3,387.7,477.7,220.9,38.7,409.6,552.2,568.0,225.8,195.8,77.1,546.1,467.9,448.8,213.6,174.6,296.9,127.2,111.7,439.4,97.3,231.0,469.0,166.7,389.1,186.9,80.9,345.9,297.4,521.1,162.2,96.2,603.3,478.6,545.5,131.8,481.0,448.3,0.0,182.6,461.7,37.9,442.1,199.2,475.4,192.1,463.4,477.8,540.6,281.3,39.8,464.8,303.2,432.0,460.1,427.9,58.6,98.8,405.4,436.4,70.8,162.4,114.7,46.4,487.5,226.0,93.2,165.2,532.2,280.3,97.8,240.6,501.5,73.8,417.7,559.8,488.9,211.5,478.5
SK,142.5,516.1,177.1,620.9,614.7,477.4,612.1,330.0,651.1,439.3,155.5,226.9,629.6,164.4,423.6,663.9,646.8,656.6,643.8,291.0,94.9,682.3,92.5,632.8,430.5,270.4,2228.4,87.3,642.9,611.4,607.0,116.9,296.5,347.6,70.7,406.8,106.3,343.2,650.8,632.6,667.0,629.6,318.9,624.5,644.1,684.8,665.7,706.1,561.5,651.5,394.7,213.7,583.4,734.6,741.8,190.5,375.2,250.2,719.9,641.7,625.7,387.4,119.3,470.7,147.9,235.2,613.2,272.3,406.0,642.8,205.6,562.9,310.1,131.2,519.7,471.2,694.9,336.0,123.7,777.0,653.6,727.9,170.7,655.6,624.0,174.9,0.0,635.0,176.1,617.1,373.0,649.2,231.0,637.2,653.1,714.4,455.1,214.8,637.1,477.0,605.8,633.9,601.7,170.0,273.8,579.2,610.2,245.8,164.5,289.7,164.6,661.3,399.8,266.3,184.1,706.0,454.1,272.8,288.1,675.3,153.7,591.5,733.6,662.7,385.3,671.0
SM,525.8,285.5,550.5,103.5,118.9,226.8,172.9,528.9,101.7,256.0,685.5,425.2,14.5,605.5,403.4,28.3,11.2,107.2,88.9,524.2,581.8,258.0,617.0,228.5,218.3,711.5,2277.6,617.3,147.7,186.6,208.5,620.8,737.6,316.0,605.4,254.6,636.3,351.4,226.0,93.4,242.7,252.5,401.3,240.7,219.8,87.8,115.2,210.8,156.7,226.7,366.2,535.1,141.9,301.2,202.6,720.5,399.7,449.1,180.7,216.9,221.4,436.8,571.0,240.1,520.6,608.6,208.9,476.2,445.7,218.5,646.7,190.7,498.4,590.3,289.1,287.9,222.6,418.4,553.6,305.2,136.2,294.5,611.3,222.2,242.9,491.5,687.3,0.0,529.5,98.2,365.8,109.5,672.1,82.5,98.2,181.0,271.3,466.0,212.8,409.2,181.5,61.6,197.4,550.2,506.5,174.9,25.3,444.7,557.1,436.8,537.5,121.6,252.8,464.7,600.9,166.8,345.6,505.5,720.6,251.0,564.9,190.5,200.2,238.4,364.7,121.6
SP,117.4,392.9,34.7,487.9,491.5,348.5,491.1,205.6,537.9,316.1,184.6,102.4,497.8,119.3,299.2,540.7,523.6,533.4,520.6,166.6,78.1,559.1,141.6,492.2,307.3,225.3,2104.0,116.4,518.5,488.2,483.8,166.0,251.4,224.4,101.2,275.0,135.4,220.0,529.4,509.4,543.8,506.4,195.7,489.6,520.9,553.0,542.5,582.9,438.3,528.3,271.5,89.3,460.2,602.8,618.6,219.6,246.4,127.7,596.7,518.5,499.4,264.2,168.4,347.5,121.0,87.5,490.0,147.9,281.6,519.6,160.5,439.7,237.5,74.7,396.5,348.0,571.7,212.8,90.0,653.9,529.2,596.1,125.6,531.6,498.9,50.5,176.4,512.3,0.0,492.7,249.8,526.0,185.9,514.0,528.4,591.2,331.9,90.4,515.4,353.8,482.6,510.7,478.5,52.4,149.4,456.0,487.0,121.4,156.2,165.3,22.2,538.1,276.6,143.8,159.0,582.8,330.9,148.4,234.4,552.1,67.6,468.3,610.4,539.5,262.1,529.1
TC,506.2,302.0,512.9,4.7,135.9,237.6,95.1,491.3,164.0,272.5,644.8,387.7,108.8,579.5,365.0,85.2,73.0,159.5,37.4,486.6,538.3,274.5,601.8,235.4,235.3,640.9,2262.8,576.6,67.5,203.6,204.6,601.2,667.0,332.5,561.4,271.6,595.6,426.2,244.8,135.5,259.2,269.0,401.9,232.8,236.3,144.2,168.6,227.3,173.7,243.7,382.7,498.0,138.0,318.2,244.7,679.8,410.6,413.4,222.8,233.9,242.6,338.5,551.4,256.6,502.7,565.7,255.0,439.1,347.4,235.0,635.1,207.2,452.5,534.9,305.6,304.4,280.0,419.0,534.0,341.3,78.2,311.5,585.8,247.0,242.1,453.9,636.6,94.3,491.9,0.0,382.3,152.1,601.5,78.6,45.2,223.1,288.3,428.4,230.8,425.7,198.0,96.2,224.2,512.6,469.4,191.4,113.1,407.1,537.5,400.1,500.4,164.2,269.3,429.5,581.3,208.9,362.1,468.4,650.0,267.5,527.8,207.0,242.3,254.9,381.2,155.2
TF,235.4,238.5,260.1,380.3,337.1,194.1,453.6,238.5,383.5,161.7,395.1,134.9,343.4,315.1,287.7,386.3,369.2,379.0,366.2,233.8,291.9,404.7,326.6,355.2,152.9,421.1,2092.5,326.9,425.0,333.8,329.4,330.4,447.2,70.0,315.0,120.6,345.9,65.6,375.0,355.0,389.4,352.0,110.9,338.3,366.5,398.6,388.1,428.5,283.9,373.9,117.1,245.2,305.8,448.4,464.2,430.1,103.7,160.6,442.3,364.1,348.1,159.2,280.6,193.1,231.9,312.9,335.6,186.3,270.1,365.2,356.3,285.3,208.0,299.9,242.1,193.6,417.3,128.0,263.2,499.5,413.5,441.7,321.4,377.2,346.4,201.1,390.2,357.9,239.1,375.5,0.0,371.6,381.7,359.6,374.0,436.8,177.5,175.6,361.0,199.4,328.2,356.3,324.1,259.8,216.6,301.6,332.6,154.3,266.7,146.9,247.6,383.7,122.2,176.7,310.5,428.4,176.5,215.6,430.2,397.7,275.0,313.9,456.0,385.1,107.7,374.7
TQ,520.6,280.3,545.3,159.1,114.2,218.2,232.4,523.7,136.7,250.8,680.3,420.0,96.6,600.3,398.2,139.5,122.4,132.2,145.0,519.0,577.1,217.5,611.8,223.3,213.6,706.3,2338.8,612.1,203.8,181.9,188.9,615.6,732.4,310.8,600.2,249.9,631.1,346.2,221.3,44.8,237.5,247.3,396.1,221.1,214.6,151.8,141.3,205.6,152.0,222.0,361.0,530.4,122.3,261.2,92.5,715.3,394.5,443.9,70.6,212.2,216.2,444.5,565.8,234.9,515.4,603.4,203.7,471.5,416.5,213.3,641.5,185.5,493.2,585.1,283.9,282.7,113.0,413.2,548.4,195.2,192.3,254.5,606.6,217.5,237.7,486.3,682.1,110.6,524.3,154.3,360.6,0.0,666.9,156.6,152.8,70.9,266.6,460.8,209.1,404.0,176.3,109.5,192.2,545.0,501.8,169.7,85.8,439.5,551.9,432.1,532.8,12.0,247.6,460.0,595.7,56.7,340.4,500.8,715.4,245.8,560.2,185.3,90.1,233.2,359.5,146.6
TW,132.7,506.3,185.3,588.2,604.9,461.9,591.4,305.9,651.3,429.5,217.9,202.7,611.2,53.8,399.5,654.1,637.0,646.8,634.0,240.9,111.4,672.5,174.9,592.5,420.7,46.6,2166.6,149.7,618.8,601.6,597.2,199.3,65.4,337.8,134.5,388.4,168.7,333.4,642.8,622.8,657.2,619.8,309.1,589.9,634.3,666.4,655.9,696.3,551.7,641.7,384.9,221.9,573.6,716.2,732.0,252.9,359.8,228.0,710.1,631.9,599.7,377.6,185.4,460.9,136.3,238.1,603.4,248.2,381.9,633.0,59.6,553.1,300.3,139.4,509.9,461.4,685.1,326.2,105.3,767.3,629.5,709.5,97.1,645.0,614.2,183.1,209.7,625.7,184.3,593.0,363.2,639.4,0.0,627.4,641.8,704.6,445.3,223.0,628.8,467.2,596.0,624.1,591.9,178.2,223.7,569.4,600.4,221.7,171.5,265.6,172.8,651.5,390.0,244.1,174.3,696.2,444.3,222.7,48.4,665.5,161.9,581.7,723.8,652.9,375.5,642.5
UD,536.8,296.5,584.3,76.1,149.8,232.1,149.4,562.7,179.0,267.0,716.2,459.1,105.8,616.5,436.4,82.2,70.0,174.5,62.0,558.0,609.7,269.0,628.0,239.5,229.8,712.3,2334.2,648.0,120.8,198.1,142.6,631.8,738.4,327.0,632.8,266.1,667.0,362.4,239.3,150.5,253.7,263.5,412.3,174.8,230.8,141.2,169.1,241.2,168.2,238.2,377.2,569.4,76.0,312.7,259.7,751.2,405.1,484.8,237.8,228.4,216.2,409.9,582.0,251.1,533.3,637.1,219.9,510.5,418.8,229.5,657.7,201.7,523.9,606.3,300.1,298.9,281.6,429.4,564.6,355.2,109.3,306.0,622.8,241.5,253.9,525.3,708.0,91.3,563.3,71.3,376.8,167.1,672.9,0.0,69.8,238.1,282.8,499.8,225.3,420.2,192.5,93.2,208.4,584.0,540.8,185.9,116.6,478.5,568.1,471.5,571.8,179.2,263.8,500.9,611.9,223.9,356.6,539.8,721.4,262.0,599.2,201.5,257.3,249.4,375.7,170.2
UQ,530.4,315.3,537.1,44.8,149.2,256.6,76.1,514.0,167.3,285.8,667.5,411.8,122.1,603.7,389.2,98.5,86.3,172.8,9.3,510.8,561.0,287.8,626.0,258.1,248.6,665.1,2287.0,600.8,50.9,216.9,217.9,625.4,691.2,345.8,585.6,284.9,619.8,450.4,258.1,148.8,272.5,282.3,426.1,250.1,249.6,157.5,181.9,240.6,187.0,257.0,396.0,520.7,151.3,331.5,258.0,704.0,429.5,435.7,236.1,249.0,266.8,361.2,575.6,269.9,525.2,593.7,238.7,461.8,371.6,248.3,659.3,220.5,476.7,559.1,318.9,317.7,293.3,443.2,556.7,354.5,39.4,324.8,608.5,252.5,266.3,478.1,667.5,108.1,516.1,40.0,395.6,165.4,625.7,91.9,0.0,236.4,301.6,452.6,242.6,439.0,211.3,109.5,227.2,536.8,492.1,204.7,126.4,431.3,561.7,424.3,523.1,177.5,282.6,450.3,604.0,222.2,375.4,491.1,672.7,280.8,552.0,220.3,257.4,268.2,394.5,187.2
UZ,600.7,360.4,625.4,239.2,194.3,296.0,312.5,603.8,216.8,330.9,760.4,500.2,176.7,680.4,478.3,219.6,202.5,212.3,225.1,599.1,657.2,153.8,691.9,303.4,293.7,786.4,2271.9,692.2,283.9,262.0,269.0,695.7,812.5,390.9,680.3,330.0,711.2,426.3,220.4,124.9,262.4,327.4,476.2,301.2,239.9,231.9,221.4,138.1,232.1,302.1,441.1,610.5,202.4,197.5,73.7,795.4,469.0,525.9,51.8,237.5,296.3,524.6,645.9,315.0,597.2,678.2,283.8,551.6,496.6,293.4,721.6,265.6,573.3,665.2,364.0,362.8,49.3,493.3,628.5,131.5,272.4,190.8,686.7,222.6,317.8,566.4,755.5,191.2,604.4,234.4,440.7,80.0,747.0,236.7,232.9,0.0,346.7,540.9,289.2,484.1,201.6,189.6,272.3,625.1,581.9,249.8,165.9,519.6,632.0,512.2,612.9,69.4,327.7,542.0,675.8,24.6,420.5,580.9,795.5,243.1,640.3,265.4,19.1,159.5,439.6,208.0
VA,340.2,136.8,364.9,269.0,225.8,98.1,338.9,352.9,262.2,25.3,499.9,249.2,232.1,419.9,245.1,275.0,257.9,267.7,264.5,338.6,396.7,293.4,441.0,243.9,41.6,525.9,2170.7,441.3,313.7,232.1,218.1,435.2,552.0,130.4,419.8,69.5,450.7,165.8,261.9,243.7,278.1,240.7,225.3,227.0,264.8,296.9,276.8,317.2,172.6,272.2,180.6,350.0,194.5,337.1,352.9,544.5,214.1,263.5,331.0,262.4,236.8,264.0,385.4,81.8,335.0,423.0,224.3,291.1,273.0,253.9,461.1,174.0,312.8,404.7,130.8,16.0,306.0,232.8,368.0,388.1,302.2,330.4,426.2,258.1,235.1,305.9,495.0,256.2,353.5,264.2,180.2,260.3,496.1,248.3,262.7,325.5,0.0,280.4,257.8,233.2,216.9,245.0,212.8,364.6,321.4,190.3,221.3,259.1,371.5,251.7,352.4,272.4,67.2,279.6,424.9,317.1,160.0,320.4,544.6,296.0,379.8,202.6,344.7,273.8,179.1,291.7
VO,170.5,350.2,105.8,445.2,448.8,305.8,448.4,162.9,495.2,273.4,237.7,59.7,455.1,172.4,256.5,498.0,480.9,490.7,477.9,97.5,131.2,516.4,194.7,449.5,264.6,278.4,2072.3,169.5,475.8,445.5,441.1,219.1,304.5,181.7,154.3,232.3,188.5,177.3,486.7,466.7,501.1,463.7,153.0,446.9,478.2,510.3,499.8,540.2,395.6,485.6,228.8,90.9,417.5,560.1,575.9,272.7,203.7,85.0,554.0,475.8,456.7,221.5,221.5,304.8,174.1,158.6,447.3,105.2,238.9,476.9,213.6,397.0,194.8,127.8,353.8,305.3,529.0,170.1,143.1,611.2,486.5,553.4,178.7,488.9,456.2,46.8,229.5,469.6,84.8,450.0,207.1,483.3,239.0,471.3,485.7,548.5,289.2,0.0,472.7,311.1,439.9,468.0,435.8,105.5,80.3,413.3,444.3,78.7,209.3,122.6,93.3,495.4,233.9,101.1,212.1,540.1,288.2,79.3,287.5,509.4,120.7,425.6,567.7,496.8,219.4,486.4
VT,526.7,286.4,551.4,253.3,210.1,227.7,324.4,528.6,247.7,256.9,685.2,426.1,216.4,606.4,404.3,260.5,243.4,253.2,240.4,525.1,582.0,200.4,617.9,210.2,218.5,712.4,2312.2,618.2,299.2,33.1,185.6,621.7,738.5,316.9,606.3,256.0,637.2,352.3,168.9,229.2,167.1,234.2,402.2,193.3,144.2,272.8,262.3,286.1,138.9,12.8,367.1,536.5,180.0,242.9,279.0,721.4,400.6,450.0,257.1,140.6,204.3,456.5,571.9,241.0,521.5,608.3,191.8,476.4,422.6,19.2,647.6,191.6,499.3,591.2,290.0,288.8,213.0,419.3,553.3,295.1,287.7,236.2,611.5,163.9,225.8,492.4,688.2,231.6,530.4,249.7,366.7,284.1,673.0,233.8,249.7,232.5,271.5,466.9,0.0,410.1,104.7,230.5,180.3,551.1,506.7,157.8,206.8,445.6,558.0,437.0,537.7,273.5,253.7,464.9,600.6,229.9,346.5,505.7,720.3,193.4,565.1,173.4,250.5,180.8,365.6,267.6
VU,308.2,250.7,332.9,392.5,349.3,206.3,465.8,311.3,395.7,173.9,467.9,207.7,355.6,387.9,368.6,398.5,381.4,391.2,378.4,306.6,364.7,416.9,399.4,367.4,165.1,493.9,2187.1,399.7,437.2,346.0,341.6,403.2,520.0,98.4,387.8,132.8,418.7,133.8,387.2,367.2,401.6,364.2,183.7,350.5,378.7,410.8,400.3,440.7,296.1,386.1,132.5,318.0,318.0,460.6,476.4,502.9,176.5,233.4,454.5,376.3,360.3,232.0,353.4,205.3,304.7,385.7,347.8,259.1,386.9,377.4,429.1,297.5,280.8,372.7,254.3,205.8,429.5,200.8,336.0,511.7,425.7,453.9,394.2,389.4,358.6,273.9,463.0,370.1,311.9,387.7,148.2,383.8,454.5,371.8,386.2,449.0,189.7,248.4,373.2,0.0,340.4,368.5,336.3,332.6,289.4,313.8,344.8,227.1,339.5,219.7,320.4,395.9,134.4,249.5,383.3,440.6,188.7,288.4,503.0,409.9,347.8,326.1,468.2,397.3,147.1,386.9
VV,471.2,230.9,495.9,199.0,155.8,168.8,272.3,474.3,192.2,201.4,630.9,370.7,162.1,550.9,348.8,205.0,187.9,197.7,184.9,469.6,527.7,164.9,562.4,155.9,164.2,656.9,2289.4,562.7,243.7,76.0,130.1,566.2,683.0,261.4,550.8,200.5,581.7,296.8,90.0,173.7,68.8,179.9,346.7,139.0,38.2,217.3,206.8,250.6,84.6,116.1,311.6,481.0,124.5,208.6,243.5,665.9,345.1,394.7,221.6,35.8,148.8,402.2,516.4,185.5,466.0,554.0,136.3,422.1,367.1,107.4,592.1,136.1,443.8,535.7,234.5,233.3,177.5,363.8,499.0,259.6,232.2,201.9,557.2,142.6,170.3,436.9,632.7,176.6,474.9,194.2,311.2,190.3,617.5,178.3,192.7,197.0,217.2,411.4,101.7,354.6,0.0,175.0,124.8,495.6,452.4,102.3,151.3,390.1,502.5,382.7,483.4,202.4,198.2,410.6,546.3,194.4,291.0,451.4,666.0,116.7,510.8,117.9,216.2,145.3,310.1,193.4
VY,534.2,293.9,612.3,104.1,127.8,229.5,177.4,590.7,120.1,264.4,693.9,487.1,37.1,613.9,411.8,79.6,62.9,115.6,90.0,586.0,590.7,266.4,625.4,236.9,227.2,719.9,2286.0,625.7,148.8,195.5,209.6,629.2,746.0,324.4,613.8,263.5,644.7,359.8,236.7,101.8,251.1,260.9,409.7,241.8,228.2,135.2,124.7,219.2,165.6,235.6,374.6,597.4,143.0,310.1,211.0,728.9,402.5,512.8,189.1,225.8,229.8,437.9,579.4,248.5,530.7,665.1,217.3,538.5,446.8,226.9,655.1,199.1,506.8,598.7,297.5,296.3,231.5,426.8,562.0,313.7,137.3,303.4,620.2,238.9,251.3,553.3,689.0,51.6,591.3,99.3,374.2,118.4,680.5,83.6,97.8,189.4,280.2,527.8,222.7,417.6,189.9,0.0,205.8,612.0,568.8,183.3,26.3,506.5,565.5,499.5,599.8,130.5,261.2,528.9,609.3,175.2,354.0,567.8,729.0,259.4,627.2,198.9,208.6,246.8,373.1,111.3
VZ,487.5,262.8,494.2,210.9,167.7,198.4,284.2,472.6,214.1,233.3,626.1,369.0,174.0,560.8,346.3,216.9,199.8,209.6,196.8,467.9,519.6,217.3,583.1,89.8,196.1,622.2,2244.1,557.9,255.6,146.4,99.9,582.5,648.3,293.3,542.7,232.4,576.9,407.5,187.6,185.6,202.0,161.5,383.2,71.0,179.1,229.2,218.7,259.1,54.1,186.5,343.5,479.3,136.4,261.0,295.9,661.1,371.4,394.7,274.0,176.7,80.8,319.8,532.7,217.4,484.0,547.0,109.4,420.4,328.7,177.8,616.4,188.9,433.8,516.2,266.4,265.2,229.9,400.3,515.3,312.1,244.1,254.3,567.1,189.8,96.5,435.2,617.9,188.5,473.2,206.1,343.1,202.2,582.8,190.2,204.6,249.4,249.1,409.7,173.6,386.5,140.8,186.9,0.0,493.9,450.7,61.1,163.2,388.4,518.8,381.4,481.7,214.3,230.1,410.8,562.6,246.8,322.9,449.7,631.3,210.3,509.1,108.5,268.6,197.7,342.0,205.3
