from_stop,AA,AH,AK,AM,AO,AS,AU,BH,BT,BW,BZ,CB,CC,CI,CU,CY,CZ,DA,DB,DG,DH,DI,DK,DY,EC,EF,EJ,EL,ET,EX,EZ,FB,FI,FL,FM,FR,FU,FV,GA,GK,GL,GM,GO,GQ,GS,GX,GZ,HC,HU,HV,IC,IF,IH,II,IQ,IR,IS,IU,IV,JB,JF,JH,JN,JP,JU,KC,KE,KG,KR,KS,KU,KY,LE,LG,LP,LR,LS,LT,MG,MJ,MM,MP,NF,NL,NT,NX,OC,OE,OF,OH,OQ,PJ,PL,PP,PQ,PW,PX,QA,QN,QP,QR,QT,QW,QZ,RL,RN,RU,SH,SL,SM,SP,SR,SY,SZ,TB,TI,TN,TS,TU,TX,TY,TZ,UE,UG,UI,UU,VJ,VP,VV,VW,VX,WJ,WK,WL,WT,XB,XC,XG,XR,XV,XX,YD,YG,YM,YN,YS,YW,ZC,ZD,ZM,ZX
JU,596.6,575.5,354.9,221.6,267.2,109.4,44.3,252.0,56.4,871.3,269.4,681.9,807.0,596.0,25.5,865.9,146.1,31.9,638.0,265.3,117.2,265.5,252.8,398.6,413.5,365.4,157.5,610.1,600.9,797.7,881.3,433.8,361.0,317.0,114.7,248.6,262.1,2266.7,121.3,825.0,343.7,263.4,190.1,490.9,482.4,811.8,103.5,833.4,162.7,242.0,254.1,139.5,219.9,623.3,598.5,606.0,830.2,198.0,241.7,834.8,48.9,186.5,606.6,191.5,0.0,592.8,405.3,252.4,62.5,607.5,324.8,923.2,262.5,202.7,385.7,240.5,364.0,257.6,639.6,39.3,201.9,833.1,250.9,206.9,137.9,254.0,862.9,881.2,676.0,189.5,186.9,186.2,816.7,653.4,852.2,196.7,908.8,123.2,119.6,566.4,381.4,595.9,843.7,261.5,831.1,180.8,239.7,342.6,174.0,234.5,410.1,476.5,563.4,633.0,280.3,529.9,202.1,336.6,99.0,765.3,210.4,596.1,154.0,312.3,379.5,286.2,197.9,559.0,144.5,266.3,387.9,175.5,229.9,146.2,377.7,252.7,223.9,271.6,467.5,37.2,265.8,221.8,456.4,864.9,170.0,882.2,518.3,657.9,621.7,279.9,192.1
KC,183.7,54.4,705.6,748.9,620.2,547.3,568.4,779.3,583.7,316.8,520.7,164.9,252.5,110.0,568.7,311.4,477.6,613.1,134.9,610.0,478.6,570.7,605.8,749.3,762.6,670.6,505.2,89.0,95.6,344.4,428.0,782.9,666.2,807.2,552.6,601.6,659.7,2355.9,513.0,371.7,419.0,568.6,568.2,160.4,151.9,257.3,541.4,380.1,455.4,529.6,661.5,471.0,434.2,120.2,81.1,84.9,275.7,725.3,674.1,280.3,512.6,635.3,85.5,569.6,581.1,0.0,754.4,540.0,589.8,69.7,400.1,368.7,476.8,631.5,732.9,593.5,669.2,628.6,136.5,522.6,494.6,379.8,778.2,458.2,497.2,559.2,409.6,326.7,172.9,638.3,635.7,478.9,363.4,167.4,297.7,581.0,354.3,480.6,585.6,65.7,456.7,39.1,289.2,465.2,276.6,629.6,624.0,647.8,601.8,761.8,376.1,172.0,228.1,127.4,670.6,199.4,453.4,641.8,566.1,312.0,515.6,51.4,532.1,802.5,684.7,813.5,646.7,167.1,503.8,480.6,353.9,553.6,600.9,537.9,682.9,426.2,672.7,576.8,122.8,618.4,439.3,711.0,133.2,310.4,548.1,327.7,178.7,154.8,118.6,585.1,620.9
KE,727.2,706.1,50.3,262.7,269.9,448.3,418.4,201.9,339.7,1001.9,299.3,812.5,937.6,726.6,411.8,996.5,418.8,418.2,768.6,195.6,347.5,370.0,281.1,59.2,8.1,164.0,333.4,740.7,731.5,928.3,1011.9,28.4,138.2,234.7,453.6,271.3,245.3,2485.5,363.5,955.6,418.6,246.0,331.4,621.5,613.0,942.4,442.4,964.0,342.3,303.1,247.1,412.2,350.5,753.9,729.1,736.6,960.8,278.2,259.7,965.4,381.5,288.2,737.2,332.8,386.2,723.4,0.0,313.5,333.6,738.1,399.7,1053.8,393.1,334.5,29.5,236.4,85.1,324.8,770.2,391.5,381.5,963.7,196.0,281.8,366.1,363.3,993.5,1011.8,806.6,285.2,314.1,365.8,947.3,784.0,982.8,328.5,1039.4,395.9,369.9,697.0,456.3,726.5,974.3,370.8,961.7,292.9,371.5,141.2,305.8,240.5,426.1,607.1,694.0,763.6,256.2,660.5,277.0,135.2,350.4,895.9,319.7,726.7,295.3,230.0,156.7,225.7,325.1,689.6,372.7,396.9,403.9,316.8,300.2,392.7,71.4,383.3,326.1,254.2,598.1,423.5,394.4,296.6,587.0,995.5,311.3,1012.8,648.9,788.5,752.3,389.2,323.9
KG,528.0,506.9,282.3,292.6,261.0,245.8,238.0,351.1,181.1,802.7,198.6,613.3,738.4,527.4,238.4,797.3,216.3,259.6,569.4,186.7,148.3,108.4,272.2,326.0,339.3,247.3,130.9,541.5,532.3,729.1,812.7,359.6,242.9,383.9,251.1,262.4,236.4,2319.7,161.0,756.4,272.8,145.3,193.9,422.3,413.8,743.2,239.9,764.8,143.1,9.3,238.2,209.7,151.3,554.7,529.9,537.4,761.6,269.0,250.8,766.2,182.3,279.3,538.0,195.3,227.6,524.2,331.1,0.0,175.0,538.9,253.9,854.6,193.9,257.2,309.6,227.5,245.9,254.3,571.0,192.3,182.3,764.5,345.2,136.0,166.9,120.7,794.3,812.6,607.4,276.3,305.2,166.6,748.1,584.8,783.6,206.7,840.2,193.4,211.3,497.8,310.5,527.3,775.1,171.6,762.5,284.0,249.7,224.5,227.5,305.5,341.5,407.9,494.8,564.4,247.3,461.3,131.2,218.5,191.8,696.7,120.5,527.5,157.8,379.2,261.4,374.9,316.2,490.4,173.5,197.7,319.3,179.3,226.6,190.2,259.6,184.1,317.2,153.5,398.9,264.9,195.2,287.7,387.8,796.3,173.8,813.6,449.7,589.3,553.1,146.6,246.6
KR,591.8,570.7,292.3,159.0,204.6,159.0,96.9,189.4,6.1,858.0,206.8,677.1,793.7,591.2,78.1,852.6,195.7,84.5,633.2,202.7,135.9,284.2,190.2,336.0,350.9,273.6,108.9,605.3,596.1,784.4,868.0,371.2,269.2,254.4,164.3,186.0,199.5,2204.1,170.9,811.7,281.1,171.6,127.5,486.1,477.6,798.5,153.1,820.1,186.9,260.7,191.5,189.1,215.1,618.5,593.7,601.2,816.9,135.4,179.1,821.5,67.6,123.9,601.8,128.9,52.5,588.0,342.7,271.1,0.0,602.7,262.2,909.9,257.7,140.1,323.1,177.9,272.2,195.0,634.8,58.0,226.1,819.8,188.3,144.3,156.6,272.7,849.6,867.9,671.2,126.9,124.3,210.4,803.4,648.6,838.9,134.1,895.5,172.8,72.5,561.6,318.8,591.1,830.4,280.2,817.8,118.2,177.1,250.8,111.4,171.9,288.6,471.7,558.6,628.2,217.7,525.1,139.5,244.8,53.0,752.0,229.1,591.3,91.4,249.7,287.7,223.6,135.3,554.2,163.2,261.5,266.4,112.9,167.3,195.8,285.9,247.9,161.3,179.8,462.7,89.8,303.8,159.2,451.6,851.6,107.4,868.9,513.5,653.1,616.9,298.6,129.5
KS,147.8,98.1,739.8,784.3,654.4,581.5,602.6,813.5,617.9,392.6,554.9,131.2,327.1,74.1,602.9,386.0,511.8,648.5,147.5,644.2,512.8,604.9,640.0,783.5,796.8,704.8,539.4,132.7,61.9,317.8,401.4,817.1,700.4,841.4,586.8,635.8,693.9,2390.1,547.2,345.1,453.2,602.8,602.4,170.2,178.7,331.9,575.6,353.5,489.6,563.8,695.7,505.2,468.4,128.6,25.0,128.6,350.3,759.5,708.3,354.9,546.8,669.5,129.2,606.6,615.3,71.8,788.6,574.2,624.0,0.0,434.3,443.3,511.0,665.7,767.1,627.7,703.4,662.8,179.1,556.8,524.8,353.2,812.4,488.4,531.4,589.9,383.0,401.3,181.4,672.5,669.9,513.1,336.8,132.7,372.3,616.4,424.9,514.8,619.8,29.8,490.9,42.2,363.8,499.4,351.2,663.8,654.2,682.0,636.0,796.0,410.3,206.2,192.2,97.7,704.8,194.5,487.6,672.0,600.3,285.4,549.8,30.0,562.3,832.7,718.9,848.9,680.9,131.2,538.0,514.8,388.1,587.8,635.1,568.1,717.1,456.4,706.9,611.0,157.0,652.6,473.5,745.2,167.4,385.0,582.3,402.3,144.0,198.9,157.2,619.3,655.1
KU,367.5,346.4,358.7,351.0,304.3,304.2,296.4,381.4,239.5,642.2,204.8,452.8,577.9,366.9,311.6,636.8,274.7,318.0,408.9,263.1,258.1,280.6,289.9,402.4,415.7,323.7,189.3,381.0,371.8,568.6,652.2,436.0,319.3,460.3,309.5,285.7,312.8,2196.1,219.4,595.9,18.8,221.7,252.3,261.8,253.3,582.7,298.3,604.3,280.3,213.7,310.1,268.1,261.1,394.2,369.4,376.9,601.1,327.4,322.7,605.7,292.1,319.4,377.5,253.7,286.0,363.7,407.5,224.1,233.4,378.4,0.0,694.1,303.7,315.6,386.0,277.6,322.3,312.7,410.5,291.5,319.5,604.0,380.3,142.3,276.7,273.9,633.8,652.1,446.9,322.4,319.8,303.8,587.6,424.3,623.1,265.1,679.7,251.8,269.7,337.3,56.5,366.8,614.6,281.4,602.0,313.7,308.1,300.9,285.9,363.9,90.6,247.4,334.3,403.9,317.4,300.8,137.5,294.9,250.2,536.2,230.3,367.0,216.2,455.6,337.8,415.6,330.8,329.9,283.3,307.5,68.4,237.7,285.0,248.6,336.0,293.9,356.8,229.9,238.4,323.3,305.0,354.7,227.3,635.8,232.2,653.1,289.2,428.8,392.6,299.8,305.0
KY,432.4,341.5,1023.5,1066.8,938.1,865.2,886.3,1097.2,901.6,96.1,838.6,370.5,88.1,411.8,886.6,106.4,795.5,931.0,291.1,927.9,796.5,888.6,923.7,1067.2,1080.5,988.5,823.1,376.1,386.3,243.0,280.2,1100.8,984.1,1125.1,870.5,919.5,977.6,2533.4,830.9,215.6,736.9,886.5,886.1,429.5,421.0,83.3,859.3,237.9,773.3,847.5,979.4,788.9,752.1,306.0,371.8,372.0,107.6,1043.2,992.0,96.2,830.5,953.2,372.6,887.5,899.0,338.8,1072.3,857.9,907.7,371.0,718.0,0.0,794.7,949.4,1050.8,911.4,987.1,946.5,342.4,840.5,812.5,232.0,1096.1,776.1,815.1,877.1,261.8,106.0,329.1,956.2,953.6,796.8,223.9,469.2,120.1,898.9,120.1,798.5,903.5,382.2,774.6,378.0,121.1,783.1,128.8,947.5,941.9,965.7,919.7,1079.7,694.0,441.1,478.1,418.1,988.5,480.4,771.3,959.7,884.0,266.0,833.5,342.1,850.0,1120.4,1002.6,1131.4,964.6,417.1,821.7,798.5,671.8,871.5,918.8,855.8,1000.8,744.1,990.6,894.7,391.9,936.3,757.2,1028.9,402.3,69.9,866.0,53.1,428.7,311.0,324.5,903.0,938.8
LE,463.3,442.2,339.4,349.7,318.1,302.9,247.0,408.2,238.2,738.0,255.7,548.6,673.7,462.7,247.3,732.6,150.0,291.7,504.7,243.8,157.2,134.5,329.3,383.1,396.4,304.4,188.0,476.8,467.6,664.4,748.0,416.7,300.0,441.0,308.2,319.5,293.5,2309.9,218.1,691.7,319.7,202.4,251.0,357.6,349.1,678.5,297.0,700.1,127.8,181.0,295.3,143.4,31.0,490.0,465.2,472.7,696.9,326.1,307.9,701.5,191.2,336.4,473.3,252.4,259.7,459.5,388.2,191.4,232.1,474.2,300.8,789.9,0.0,314.3,366.7,284.6,303.0,311.4,506.3,201.2,167.0,699.8,402.3,193.1,175.8,123.0,729.6,747.9,542.7,333.4,362.3,151.3,683.4,520.1,718.9,263.8,775.5,153.0,268.4,433.1,357.4,462.6,710.4,24.1,697.8,341.1,306.8,281.6,284.6,362.6,276.8,343.2,430.1,499.7,304.4,396.6,188.3,275.6,248.9,632.0,79.4,462.8,214.9,436.3,318.5,432.0,373.3,425.7,182.4,3.7,254.6,236.4,283.7,247.3,316.7,82.7,374.3,210.6,334.2,297.0,60.0,344.8,323.1,731.6,230.9,748.9,385.0,524.6,488.4,148.9,303.7
LG,604.9,583.8,304.9,170.1,174.8,253.1,215.1,200.5,136.4,879.6,246.2,690.2,815.3,604.3,208.5,874.2,233.7,214.9,646.3,158.4,266.3,289.9,160.4,348.6,361.9,269.9,148.3,618.4,609.2,806.0,889.6,382.2,265.5,265.5,258.4,156.2,151.7,2293.0,178.4,833.3,320.5,211.0,75.1,499.2,490.7,820.1,247.2,841.7,250.3,223.0,143.7,227.1,307.5,631.6,606.8,614.3,838.5,146.5,131.3,843.1,198.0,76.1,614.9,76.5,182.9,601.1,353.7,233.4,130.3,615.8,301.6,931.5,350.1,0.0,332.2,148.1,268.5,165.2,647.9,188.4,289.5,841.4,199.4,183.7,287.0,283.2,871.2,889.5,684.3,79.1,76.5,273.8,825.0,661.7,860.5,39.9,917.1,210.8,166.6,574.7,358.2,604.2,852.0,290.7,839.4,70.4,82.9,247.1,35.3,183.0,328.0,484.8,571.7,641.3,187.9,538.2,178.9,241.1,147.1,773.6,239.6,604.4,76.3,260.8,284.0,234.7,87.5,567.3,293.6,353.9,305.8,54.8,137.5,207.6,282.2,340.3,113.5,219.2,475.8,220.2,353.4,111.4,464.7,873.2,60.3,890.5,526.6,666.2,630.0,309.1,8.6
LP,709.2,688.1,20.7,233.1,251.9,426.8,388.8,172.3,310.1,983.9,281.3,794.5,919.6,708.6,382.2,978.5,400.8,388.6,750.6,177.6,329.5,352.0,263.1,57.7,27.7,146.0,315.4,722.7,713.5,910.3,993.9,48.0,115.6,205.1,432.1,253.3,227.3,2466.7,345.5,937.6,400.6,228.0,313.4,603.5,595.0,924.4,420.9,946.0,324.3,285.1,229.1,394.2,332.5,735.9,711.1,718.6,942.8,248.6,241.7,947.4,363.5,270.2,719.2,314.8,356.6,705.4,19.5,295.5,304.0,720.1,381.7,1035.8,375.1,304.9,0.0,218.4,67.2,306.8,752.2,362.1,363.5,945.7,166.4,263.8,348.1,345.3,975.5,993.8,788.6,267.2,289.1,347.8,929.3,766.0,964.8,298.9,1021.4,377.9,340.3,679.0,438.3,708.5,956.3,352.8,943.7,274.9,341.9,123.2,276.2,210.9,408.1,589.1,676.0,745.6,238.2,642.5,259.0,117.2,320.8,877.9,301.7,708.7,277.3,200.4,134.1,196.1,300.1,671.6,354.7,378.9,385.9,298.8,282.2,374.7,59.9,365.3,308.1,236.2,580.1,393.9,376.4,278.6,569.0,977.5,293.3,994.8,630.9,770.5,734.3,371.2,294.3
LR,588.8,567.7,186.5,229.4,68.7,247.1,239.3,255.3,195.7,863.5,214.6,674.1,799.2,588.2,267.8,858.1,217.6,274.2,630.2,40.0,262.8,285.3,79.9,230.2,243.5,151.5,132.2,602.3,593.1,789.9,873.5,263.8,147.1,288.1,252.4,70.1,55.7,2302.1,162.3,817.2,304.4,161.3,130.2,483.1,474.6,804.0,241.2,825.6,234.2,218.4,47.7,211.0,265.8,615.5,590.7,598.2,822.4,205.8,60.3,827.0,257.3,88.8,598.8,131.6,242.2,585.0,235.3,228.8,189.6,599.7,285.5,915.4,308.4,149.6,213.8,0.0,150.1,123.6,631.8,247.7,273.4,825.3,249.4,167.6,281.4,278.6,855.1,873.4,668.2,85.8,114.7,257.7,808.9,645.6,844.4,143.0,901.0,194.7,225.9,558.6,342.1,588.1,835.9,286.1,823.3,93.5,186.0,128.7,120.9,242.3,311.9,468.7,555.6,625.2,37.0,522.1,162.8,122.7,206.4,757.5,235.0,588.3,94.1,283.4,165.6,279.1,125.7,551.2,288.0,312.2,289.7,115.6,99.0,191.5,163.8,298.6,126.7,169.5,459.7,279.5,309.7,97.2,448.6,857.1,110.1,874.4,510.5,650.1,613.9,304.5,139.0
LS,638.4,620.9,56.4,224.1,184.7,363.1,352.1,161.2,299.0,916.7,214.1,727.3,852.4,641.4,352.4,913.4,333.6,377.5,677.2,110.4,262.3,284.8,195.9,100.1,93.3,80.9,248.2,655.5,646.3,843.1,926.7,113.6,53.0,194.0,368.4,186.1,158.5,2400.3,278.3,870.4,337.2,160.8,246.2,536.3,527.8,857.2,357.2,878.8,257.1,217.9,161.9,338.1,265.3,671.2,643.9,651.4,875.6,237.5,174.5,880.2,296.3,203.0,652.0,256.3,345.5,638.2,85.1,228.3,292.9,647.7,314.5,968.6,307.9,265.6,63.6,151.2,0.0,239.6,685.0,306.3,296.3,878.5,155.3,196.6,280.9,271.3,908.3,926.6,721.4,200.0,228.9,280.6,862.1,703.9,897.6,259.0,954.2,310.7,329.2,611.8,371.1,641.3,889.1,285.6,876.5,207.7,304.1,56.6,233.0,199.8,340.9,521.9,608.8,680.5,171.0,575.3,191.8,50.0,309.7,810.7,234.5,638.0,210.1,189.3,71.5,185.0,239.9,604.4,287.5,311.7,318.7,231.6,215.0,307.5,13.7,298.1,240.9,169.0,512.9,382.8,309.2,211.4,501.8,912.4,226.1,929.7,563.7,703.3,667.1,304.0,255.0
LT,575.3,554.2,269.4,197.9,124.8,233.6,225.8,228.3,164.2,850.0,216.6,660.6,785.7,574.7,236.3,844.6,204.1,242.7,616.7,122.9,237.8,260.3,40.0,313.1,326.4,234.4,118.7,588.8,579.6,776.4,860.0,346.7,230.0,293.3,238.9,106.2,138.6,2288.6,148.8,803.7,290.9,181.4,116.7,469.6,461.1,790.5,227.7,812.1,220.7,193.4,130.6,197.5,277.9,602.0,577.2,584.7,808.9,174.3,143.2,813.5,225.8,121.9,585.3,118.1,210.7,571.5,318.2,203.8,158.1,586.2,272.0,901.9,320.5,118.1,296.7,98.1,233.0,0.0,618.3,216.2,259.9,811.8,227.2,154.1,256.4,253.6,841.6,859.9,654.7,124.9,122.3,244.2,795.4,632.1,830.9,112.1,887.5,181.2,194.4,545.1,328.6,574.6,822.4,261.1,809.8,116.2,155.1,211.6,89.4,210.8,298.4,455.2,542.1,611.7,137.9,508.6,149.3,205.6,174.9,744.0,210.0,574.8,80.6,288.6,248.5,262.5,133.3,537.7,263.0,324.3,276.2,102.1,15.6,178.0,246.7,310.7,159.3,189.6,446.2,248.0,323.8,157.2,435.1,843.6,96.6,860.9,497.0,636.6,600.4,279.5,107.5
MG,264.7,131.2,764.4,807.7,679.0,606.1,627.2,838.1,642.5,342.9,579.5,109.8,278.6,195.1,627.5,337.5,536.4,671.9,72.3,668.8,537.4,629.5,664.6,808.1,821.4,729.4,564.0,165.8,134.3,403.2,486.8,841.7,725.0,866.0,611.4,660.4,716.9,2414.7,571.8,367.7,481.6,627.4,627.0,219.2,210.7,283.4,600.2,438.9,514.2,588.4,720.3,529.8,493.0,51.2,161.5,161.7,301.8,784.1,732.9,306.4,571.4,694.1,162.3,628.4,639.9,128.5,813.2,598.8,648.6,160.7,458.9,394.8,535.6,690.3,791.7,652.3,728.0,687.4,0.0,581.4,553.4,438.6,837.0,517.0,556.0,618.0,468.4,352.8,104.0,697.1,694.5,537.7,422.2,217.2,323.8,639.8,380.4,539.4,644.4,171.9,515.5,167.7,315.3,524.0,302.7,688.4,682.8,706.6,657.7,820.6,434.9,230.8,291.7,166.1,729.4,258.2,512.2,700.6,624.9,370.8,574.4,128.3,590.9,861.3,743.5,872.3,705.5,234.6,562.6,539.4,412.7,612.4,659.7,596.7,741.7,485.0,731.5,635.6,181.6,677.2,498.1,769.8,192.0,336.5,606.9,353.8,246.6,121.5,12.1,643.9,679.7
MJ,533.7,512.6,361.0,226.2,271.8,130.4,65.3,256.6,61.0,808.4,277.3,619.0,744.1,533.1,65.6,803.0,167.1,90.4,575.1,265.4,77.8,226.1,257.4,404.7,418.0,326.0,178.5,547.2,538.0,734.8,818.4,438.3,321.6,321.6,135.7,253.2,266.7,2271.3,142.3,762.1,348.3,224.0,194.7,428.0,419.5,748.9,124.5,770.5,128.8,202.6,258.7,160.5,157.0,560.4,535.6,543.1,767.3,202.6,246.3,771.9,9.6,191.1,543.7,196.1,58.4,529.9,409.8,213.0,67.1,544.6,329.4,860.3,199.6,207.3,388.3,245.1,324.6,262.2,576.7,0.0,168.0,770.2,255.5,211.5,98.5,214.6,800.0,818.3,613.1,194.1,191.5,152.3,753.8,590.5,789.3,201.3,845.9,144.2,139.7,503.5,386.0,533.0,780.8,222.1,768.2,185.4,244.3,303.2,178.6,239.1,347.2,413.6,500.5,570.1,284.9,467.0,206.7,297.2,120.0,702.4,171.0,533.2,158.6,316.9,340.1,290.8,202.5,496.1,105.1,203.4,325.0,180.1,234.5,167.2,338.3,189.8,228.5,232.2,404.6,95.7,245.7,226.4,393.5,802.0,174.6,819.3,455.4,595.0,558.8,240.5,196.7
MM,482.1,461.0,327.4,344.4,278.7,120.1,112.3,374.8,207.7,756.8,243.7,567.4,692.5,481.5,141.1,751.4,50.4,194.8,517.3,231.8,120.4,192.5,264.3,371.1,384.4,292.4,122.0,495.6,486.4,683.2,766.8,404.7,288.0,439.8,125.4,260.1,281.5,2352.5,85.8,710.5,338.5,190.4,226.7,376.4,367.9,697.3,114.2,718.9,23.9,169.0,283.3,43.8,105.4,508.8,484.0,491.5,715.7,320.8,295.9,720.3,171.5,309.3,492.1,228.1,166.7,478.3,376.2,179.4,201.6,487.8,319.6,808.7,148.0,290.0,354.7,252.0,291.0,287.1,525.1,181.5,0.0,718.6,373.7,181.1,139.0,174.2,748.4,766.7,561.5,312.3,309.7,11.1,702.2,544.0,737.7,239.5,794.3,53.4,180.5,451.9,376.2,481.4,729.2,177.2,716.6,303.6,282.5,269.6,257.4,357.3,295.6,362.0,448.9,518.5,291.8,415.4,176.3,263.6,159.9,650.8,137.4,481.6,190.6,435.1,306.5,409.0,320.7,444.5,145.6,151.8,273.4,212.1,259.4,110.7,304.7,138.2,346.7,198.6,353.0,200.1,151.3,344.6,341.9,750.4,206.6,767.7,403.8,543.4,507.2,206.9,279.4
MP,356.0,295.0,947.1,990.4,861.7,788.8,809.9,1020.8,825.2,182.3,762.2,324.0,100.0,365.3,810.2,176.9,719.1,854.6,244.6,851.5,720.1,812.2,847.3,990.8,1004.1,912.1,746.7,329.6,339.8,31.1,48.2,1024.4,907.7,1048.7,794.1,843.1,901.2,2457.0,754.5,3.7,660.5,810.1,809.7,379.7,388.2,104.8,782.9,26.0,696.9,771.1,903.0,712.5,675.7,259.5,325.3,325.5,123.2,966.8,915.6,145.8,754.1,876.8,326.1,811.1,822.6,292.3,995.9,781.5,831.3,324.5,641.6,216.2,718.3,873.0,974.4,835.0,910.7,870.1,295.9,764.1,736.1,0.0,1019.7,699.7,738.7,800.7,29.8,192.2,282.6,879.8,877.2,720.4,12.0,422.7,163.2,822.5,219.8,722.1,827.1,335.7,698.2,331.5,136.7,706.7,142.1,871.1,865.5,889.3,843.3,1003.3,617.6,394.6,401.7,371.6,912.1,404.0,694.9,883.3,807.6,54.1,757.1,295.6,773.6,1044.0,926.2,1055.0,888.2,340.7,745.3,722.1,595.4,795.1,842.4,779.4,924.4,667.7,914.2,818.3,345.4,859.9,680.8,952.5,355.8,157.9,789.6,193.2,352.3,264.5,278.0,826.6,862.4
NF,673.5,652.4,160.8,118.7,239.8,297.2,259.2,57.9,180.5,948.2,314.8,758.8,883.9,672.9,252.6,942.8,302.3,259.0,714.9,237.9,310.4,358.5,225.4,204.5,219.4,222.5,216.9,687.0,677.8,874.6,958.2,239.7,185.9,122.9,302.5,221.2,234.7,2337.1,247.0,901.9,389.1,279.6,204.5,567.8,559.3,888.7,291.3,910.3,318.9,291.6,226.7,295.7,376.1,700.2,675.4,682.9,907.1,119.0,214.3,911.7,242.1,159.1,683.5,205.9,227.0,669.7,211.2,302.0,174.4,684.4,370.2,1000.1,418.7,175.3,191.6,213.1,179.7,230.2,716.5,232.5,358.1,910.0,0.0,252.3,331.1,351.8,939.8,958.1,752.9,162.1,159.5,342.4,893.6,730.3,929.1,169.3,985.7,279.4,210.7,643.3,426.8,672.8,920.6,359.3,908.0,153.4,212.3,199.7,146.6,96.5,396.6,553.4,640.3,709.9,252.9,606.8,247.5,193.7,191.2,842.2,308.2,673.0,199.4,118.2,204.4,113.9,170.5,635.9,337.7,422.5,374.4,184.2,202.5,276.2,193.4,408.9,196.5,287.8,544.4,264.3,422.0,194.4,533.3,941.8,189.7,959.1,595.2,734.8,698.6,377.7,164.7
NL,441.2,420.1,326.3,248.7,202.0,201.9,194.1,279.1,137.2,715.9,62.4,526.5,651.6,440.6,209.3,710.5,172.4,215.7,482.6,230.7,155.8,178.3,187.6,370.0,383.3,291.3,87.0,454.7,445.5,642.3,725.9,403.6,286.9,427.9,207.2,183.4,280.4,2269.8,117.1,669.6,160.6,101.6,150.0,335.5,327.0,656.4,196.0,678.0,189.0,111.4,282.2,176.9,158.8,467.9,443.1,450.6,674.8,225.1,294.8,679.4,189.8,217.1,451.2,160.1,183.7,437.4,375.1,121.8,131.1,450.9,137.9,767.8,201.4,213.3,353.6,175.3,289.9,210.4,484.2,189.2,228.2,677.7,278.0,0.0,174.4,164.8,707.5,725.8,520.6,220.1,217.5,212.5,661.3,498.0,696.8,162.8,753.4,149.5,167.4,411.0,194.5,440.5,688.3,179.1,675.7,211.4,205.8,268.5,180.7,261.6,164.3,321.1,408.0,477.6,291.3,374.5,4.7,262.5,147.9,609.9,128.0,440.7,113.9,423.2,305.4,313.3,228.5,403.6,181.0,205.2,142.1,135.4,182.7,146.3,303.6,191.6,254.5,116.7,312.1,221.0,202.7,331.7,301.0,709.5,129.9,726.8,362.9,502.5,466.3,197.5,202.7
NT,528.2,507.1,355.5,315.7,334.2,200.3,135.2,346.1,150.5,802.9,271.8,613.5,738.6,527.6,135.5,797.5,145.5,179.9,569.6,259.9,29.1,220.6,345.4,399.2,412.5,320.5,204.1,541.7,532.5,729.3,812.9,432.8,316.1,411.1,205.6,335.6,309.6,2360.8,212.2,756.6,346.0,218.5,267.1,422.5,414.0,743.4,194.4,765.0,123.3,197.1,311.4,138.9,151.5,554.9,530.1,537.6,761.8,292.1,324.0,766.4,79.4,280.6,538.2,268.5,147.9,524.4,404.3,207.5,156.6,539.1,327.1,854.8,194.1,296.8,382.8,300.7,319.1,351.7,571.2,89.4,162.5,764.7,345.0,209.2,0.0,209.1,794.5,812.8,607.6,283.6,281.0,146.8,748.3,585.0,783.8,290.8,840.4,148.5,210.5,498.0,383.7,527.5,775.3,216.6,762.7,274.9,333.8,297.7,268.1,328.6,341.7,408.1,495.0,564.6,320.5,461.5,204.4,291.7,189.9,696.9,165.5,527.7,231.0,406.4,334.6,380.3,292.0,490.6,6.6,197.9,319.5,252.5,324.0,237.1,332.8,184.3,318.0,226.7,399.1,185.2,240.2,315.9,388.0,796.5,247.0,813.8,449.9,589.5,553.3,235.0,286.2
NX,558.2,536.8,327.7,338.0,306.4,291.2,268.0,396.5,226.5,832.6,244.0,643.2,768.3,557.3,268.3,827.5,261.7,305.0,595.3,232.1,178.2,46.7,317.6,371.4,384.7,288.7,176.3,571.4,562.2,759.0,842.6,405.0,288.3,425.3,296.5,307.8,282.1,2365.1,206.4,786.3,318.5,186.7,239.3,452.2,443.7,773.1,285.3,794.7,169.0,106.9,283.6,255.4,181.2,584.9,560.1,567.3,791.5,314.4,296.2,796.1,208.2,324.7,567.9,243.5,273.0,554.1,376.5,117.3,220.4,563.6,299.3,884.5,165.8,302.6,355.0,272.9,291.6,299.7,600.9,222.2,208.2,794.4,390.6,177.4,196.8,0.0,824.2,842.5,637.3,321.7,350.6,196.5,778.0,615.8,813.5,248.1,870.4,238.8,256.7,527.7,355.9,557.2,805.0,131.5,792.4,329.4,291.1,270.2,273.2,350.9,371.4,437.8,520.7,594.3,292.7,491.2,176.6,264.2,237.2,726.6,57.8,557.7,203.2,424.6,306.8,416.3,361.6,520.3,203.4,169.6,349.2,224.7,272.0,231.6,305.0,170.9,362.6,194.9,428.8,310.3,155.1,333.1,417.7,826.2,219.2,843.8,479.9,619.2,583.0,25.9,292.0
