from_stop,AE,AI,AQ,AY,BA,BC,BG,BQ,BS,BX,CF,CL,CO,CT,CU,CW,DE,DI,DM,DP,DS,DX,DZ,ED,EF,EG,EJ,EL,EM,EO,EP,EQ,FA,FC,FG,FI,FJ,FL,FN,FV,GB,GE,GF,GG,HD,HE,HI,HJ,HK,HP,HU,IF,IK,IQ,IU,IX,JB,JD,JE,JI,JP,JX,KA,KE,KF,KL,KO,KP,KY,LC,LE,LN,LT,MF,ML,MS,MT,MU,MX,NC,ND,NE,NF,NI,NK,NQ,NT,OA,OC,OD,OE,OF,OL,OM,OQ,OZ,PB,PG,PK,PP,PQ,PR,PV,QH,QL,QM,QN,QO,QP,QT,QW,RA,RB,RF,RH,RJ,RL,RO,RX,SA,SB,SD,SH,SQ,SV,SY,SZ,TA,TC,TG,TI,TM,TQ,TU,TW,UA,UF,UG,UK,UM,UP,UQ,UY,UZ,VD,VF,VN,VP,VR,VS,VZ,WB,WF,WH,WL,WY,WZ,XG,XJ,XN,YA,YF,YJ,YL,YM,YY,ZA,ZB,ZD,ZK,ZL,ZQ,ZR,ZV,ZW,ZX,ZY
CF,68.6,290.2,1133.1,253.5,990.6,231.0,158.4,166.5,336.5,105.4,0.0,206.5,927.3,124.8,183.7,333.8,1081.5,298.7,246.4,234.8,323.7,342.4,1015.6,240.9,789.4,978.0,978.3,1047.9,177.4,261.1,607.9,1053.1,980.7,991.8,949.3,159.3,169.3,264.4,178.1,369.9,177.7,187.9,253.7,971.3,337.8,987.2,245.7,300.0,735.9,957.2,908.5,289.6,2724.2,247.8,65.9,189.6,1035.5,309.0,181.6,349.9,974.6,294.3,683.7,346.9,306.4,963.2,200.6,937.5,231.1,683.7,178.4,305.8,237.1,282.9,119.3,150.9,911.8,139.7,260.7,186.7,174.8,961.7,271.6,978.3,994.8,373.5,197.3,143.9,283.4,889.6,931.7,179.3,1035.2,923.2,80.6,248.2,963.6,183.5,942.9,1038.7,1094.4,253.1,343.4,1011.1,300.9,681.5,929.1,280.1,1028.9,327.5,384.9,80.6,308.1,995.5,50.9,1001.4,992.4,950.8,73.7,151.3,279.7,953.6,896.5,949.6,902.6,198.9,950.1,288.5,952.4,164.1,216.1,286.9,945.2,958.1,238.6,218.1,292.6,962.6,289.3,947.6,153.1,332.3,252.4,295.5,263.5,260.4,281.2,269.4,948.2,229.8,145.0,285.0,231.4,222.1,196.2,382.0,954.5,903.3,261.5,157.6,362.2,1020.6,194.1,989.6,1088.4,935.0,356.8,177.6,286.5,658.5,199.1,164.1,982.3,909.0,934.4,948.4,233.2
CL,251.6,216.6,1059.5,219.7,917.0,276.3,43.3,254.7,320.8,142.5,207.5,0.0,853.7,110.1,149.9,260.2,997.5,210.9,221.5,116.4,250.1,268.8,942.0,290.8,715.8,904.4,900.7,974.3,222.7,265.1,534.3,979.5,907.1,918.2,875.7,247.5,163.5,194.8,59.7,296.3,219.8,233.2,257.7,897.7,264.2,913.6,291.0,226.4,662.3,883.6,834.9,293.6,2650.6,268.7,205.1,234.9,961.9,235.4,147.8,276.3,901.0,220.7,610.1,273.3,232.8,889.6,171.4,863.9,281.0,607.2,223.7,232.2,282.4,249.1,78.1,196.2,838.2,176.8,306.3,152.9,195.7,888.1,292.5,904.7,921.2,299.9,242.6,189.2,328.7,816.0,858.1,154.4,961.6,849.6,140.5,293.5,890.0,204.4,869.3,965.1,1020.8,298.4,327.7,937.5,304.9,607.9,855.5,311.8,955.3,253.9,313.4,140.5,312.1,921.9,252.9,927.8,918.8,877.2,181.6,78.4,299.8,880.0,822.9,885.3,829.0,243.3,876.5,303.2,878.8,185.0,261.4,213.3,871.6,884.5,269.2,99.7,337.9,889.0,215.7,874.0,200.2,258.7,297.7,221.9,283.6,310.3,207.6,314.7,874.6,275.1,190.3,305.1,212.5,267.4,241.5,308.4,880.9,829.7,265.5,202.9,288.6,947.0,244.0,916.0,1014.8,861.4,320.9,222.9,331.8,584.9,244.4,65.7,908.7,835.4,860.8,874.8,283.1
CO,963.6,757.7,292.4,856.8,234.5,889.5,816.8,945.4,841.9,917.1,923.2,879.2,0.0,866.9,861.9,801.3,249.1,694.7,836.8,893.2,791.2,804.1,259.5,940.9,412.4,330.3,194.6,268.2,869.1,786.2,856.9,231.1,224.6,235.7,293.0,931.4,875.5,735.9,836.5,831.6,831.0,853.6,778.8,124.7,818.2,330.9,904.2,756.7,558.3,309.5,288.4,814.7,2346.2,980.7,938.6,846.1,248.9,776.5,859.8,760.1,326.9,761.8,506.1,808.6,716.6,59.5,883.4,289.8,931.1,503.2,863.1,742.2,895.6,869.5,860.7,878.4,255.5,951.4,919.5,864.9,907.7,58.0,1004.5,322.0,151.5,853.9,853.8,901.2,883.5,233.3,165.5,866.4,279.1,3.1,852.5,901.9,207.5,916.4,39.2,277.4,321.6,906.8,848.8,278.4,826.0,387.9,25.4,832.9,287.2,737.7,797.2,852.5,833.2,215.8,964.9,345.1,336.1,47.1,915.1,835.2,839.1,297.3,240.2,302.6,254.9,843.5,22.7,824.3,147.3,897.0,817.3,754.4,298.6,111.5,808.5,876.5,868.5,314.9,718.6,142.5,885.1,799.8,908.9,705.7,822.9,960.4,748.7,869.5,300.5,817.3,902.3,844.4,810.8,878.6,887.9,808.5,50.8,247.0,786.6,885.1,813.6,264.5,926.2,378.2,315.6,278.7,842.0,905.1,862.4,480.9,855.6,822.5,334.6,252.7,161.6,300.7,933.2
CT,183.8,236.3,1079.2,239.4,936.7,270.0,59.7,248.4,340.5,50.1,115.1,121.4,873.4,0.0,169.6,279.9,1017.2,244.8,241.2,118.1,269.8,288.5,961.7,284.5,735.5,924.1,920.4,994.0,216.4,284.8,554.0,999.2,926.8,937.9,895.4,241.2,183.2,210.5,61.4,316.0,216.7,226.9,277.4,917.4,283.9,933.3,284.7,246.1,682.0,904.5,854.6,313.3,2670.3,286.8,112.7,228.6,981.6,255.1,167.5,296.0,920.7,240.4,629.8,293.0,252.5,909.3,188.9,883.6,274.7,629.8,217.4,251.9,276.1,268.8,34.2,189.9,857.9,84.4,300.0,172.6,213.8,907.8,310.6,924.4,940.9,319.6,236.3,182.9,322.4,835.7,877.8,174.1,981.3,869.3,93.9,287.2,909.7,222.5,889.0,984.8,1040.5,292.1,347.4,957.2,324.6,627.6,875.2,319.1,975.0,273.6,331.0,93.9,331.8,941.6,166.1,947.5,938.5,896.9,89.2,26.4,318.7,899.7,842.6,905.0,848.7,237.9,896.2,322.9,898.5,203.1,255.1,233.0,891.3,904.2,277.6,101.4,331.6,908.7,235.4,893.7,192.1,278.4,291.4,241.6,302.5,304.0,227.3,308.4,894.3,268.8,184.0,324.0,232.2,261.1,235.2,328.1,900.6,849.4,285.2,196.6,308.3,966.7,237.7,935.7,1034.5,881.1,334.8,216.6,325.5,604.6,238.1,45.1,928.4,855.1,880.5,894.5,276.8
CU,224.1,222.2,1083.1,69.7,940.6,205.5,117.1,217.6,224.6,207.3,183.7,179.5,877.3,167.2,0.0,265.8,1021.1,234.5,71.5,193.5,255.7,274.4,965.6,245.2,739.4,928.0,924.3,997.9,175.3,149.2,566.6,1003.1,930.7,941.8,899.3,203.6,33.4,200.4,136.8,301.9,147.0,107.8,141.8,921.3,296.5,937.2,220.2,232.0,685.9,907.2,858.5,177.7,2674.2,138.6,199.1,162.1,985.5,241.0,17.7,297.6,924.6,226.3,633.7,278.9,256.4,913.2,84.7,887.5,235.4,630.8,117.3,237.8,211.6,99.1,161.0,150.6,861.8,241.6,235.5,88.6,65.6,911.7,162.4,928.3,944.8,332.2,169.6,122.7,236.9,839.6,881.7,24.3,985.2,873.2,113.0,220.7,913.6,74.3,892.9,988.7,1044.4,225.6,231.5,961.1,189.0,631.5,879.1,186.3,978.9,277.5,334.7,113.0,196.2,945.5,225.4,951.4,942.4,900.8,175.6,135.5,149.8,903.6,846.5,908.9,852.6,97.7,900.1,172.2,902.4,54.9,115.3,218.9,895.2,908.1,119.2,176.8,221.9,912.6,221.3,897.6,113.7,264.3,224.9,233.7,133.6,264.7,213.2,222.9,898.2,128.0,98.8,155.1,62.5,194.6,194.1,314.0,904.5,853.3,149.6,157.3,294.2,970.6,198.4,939.6,1038.4,885.0,244.7,177.3,215.8,608.5,171.6,122.8,932.3,859.0,884.4,898.4,237.5
CW,339.6,70.1,956.6,216.6,814.1,247.5,192.8,303.4,199.9,293.1,299.2,255.2,750.8,242.9,221.4,0.0,905.0,96.9,194.8,269.2,62.3,128.3,839.1,298.9,612.9,801.5,801.8,871.4,227.1,144.2,567.6,876.6,804.2,815.3,772.8,289.4,251.5,36.0,212.5,155.8,192.2,211.6,136.8,794.8,297.5,810.7,262.2,82.5,559.4,780.7,732.0,172.7,2547.7,356.7,314.6,203.5,859.0,76.9,235.8,148.1,798.1,76.9,507.2,132.8,72.3,786.7,257.2,761.0,289.1,507.2,224.6,46.7,253.6,229.3,236.7,236.4,735.3,327.4,277.5,240.9,283.7,785.2,380.5,801.8,818.3,333.2,211.8,276.8,241.5,713.1,755.2,242.4,858.7,746.7,228.5,259.9,787.1,292.4,766.4,862.2,917.9,264.8,206.8,834.6,184.0,505.0,752.6,190.9,852.4,102.3,99.6,228.5,191.2,819.0,340.9,824.9,815.9,774.3,291.1,211.2,197.1,777.1,720.0,773.1,726.1,200.6,773.6,182.3,775.9,273.0,175.3,8.1,768.7,781.6,166.5,252.5,226.5,786.1,71.8,771.1,243.1,51.9,266.9,84.2,180.9,318.4,79.1,227.5,771.7,175.3,277.9,202.4,168.8,236.6,245.9,48.2,778.0,726.8,144.6,243.1,28.4,844.1,284.2,813.1,911.9,758.5,194.2,263.1,220.4,482.0,213.6,198.5,805.8,732.5,757.9,771.9,291.2
DE,1060.9,855.0,64.3,954.1,156.1,986.8,914.1,1042.7,939.2,1035.7,1020.5,976.5,262.1,985.5,959.2,919.9,0.0,806.2,934.1,990.5,888.5,848.3,161.1,1038.2,509.7,217.6,229.2,107.8,987.7,883.5,901.1,30.0,196.2,137.3,251.2,1028.7,994.1,829.2,933.8,875.8,931.5,950.9,876.1,233.2,862.4,289.1,1001.5,875.3,655.6,333.3,267.9,912.0,2292.3,1099.3,1035.9,942.8,88.5,873.8,957.1,857.4,372.3,859.1,603.4,852.8,813.9,296.1,978.5,338.8,1028.4,603.4,963.9,839.5,992.9,988.1,958.0,975.7,213.7,1048.7,1016.8,962.2,1005.0,306.5,1101.8,280.2,245.7,898.1,951.1,998.5,980.8,191.5,182.6,985.0,124.6,258.0,949.8,999.2,179.1,1013.7,261.3,117.0,161.2,1004.1,946.1,118.0,923.3,506.5,263.9,930.2,126.8,835.0,892.4,949.8,930.5,241.4,1083.5,303.3,294.3,285.6,1012.4,932.5,936.4,255.5,198.4,251.5,214.9,939.9,306.2,921.6,288.5,994.3,914.6,873.0,256.8,246.4,905.8,995.1,965.8,236.1,815.9,282.7,984.0,904.8,1006.2,803.0,920.2,1057.7,846.0,966.8,187.8,914.6,999.6,963.0,908.1,975.9,985.2,905.8,278.0,205.2,883.9,982.4,910.9,185.0,1023.5,289.1,176.5,236.9,960.8,1002.4,981.0,578.2,952.9,941.1,260.5,232.2,318.1,250.3,1030.5
DI,329.6,94.3,889.3,222.8,746.8,255.5,182.8,311.4,207.9,283.1,289.2,245.2,683.5,232.9,227.9,122.1,837.7,0.0,202.8,259.2,127.8,146.5,771.8,306.9,545.6,737.7,734.5,804.1,232.2,152.2,557.6,809.3,736.9,748.0,705.5,297.4,241.5,79.2,202.5,174.0,200.2,219.6,144.8,727.5,287.5,743.4,267.3,77.8,492.1,714.6,664.7,180.7,2480.4,346.7,304.6,211.5,795.2,113.1,225.8,51.1,730.8,98.4,439.9,151.0,21.8,722.9,247.2,693.7,297.1,443.4,232.6,47.4,261.6,234.4,226.7,244.4,668.0,317.4,285.5,234.4,273.7,721.4,370.5,738.0,751.0,323.2,219.8,267.2,249.5,645.8,687.9,232.4,791.4,679.4,218.5,267.9,719.8,282.4,699.1,794.9,850.6,272.8,214.8,767.3,192.0,441.2,685.3,198.9,785.1,42.9,96.2,218.5,199.2,751.7,330.9,757.6,748.6,707.0,281.1,201.2,205.1,709.8,652.7,705.8,658.8,208.6,706.3,187.4,712.1,263.0,183.3,91.0,701.4,714.3,174.5,242.5,234.5,718.8,39.7,703.8,252.7,136.4,274.9,26.8,188.9,326.4,85.3,235.5,704.4,183.3,268.3,210.4,176.8,244.6,253.9,109.6,710.7,659.5,152.6,251.1,114.7,776.8,292.2,745.8,848.1,691.2,199.3,271.1,225.5,414.7,221.6,192.0,738.5,665.2,690.6,704.6,299.2
DM,264.2,185.6,1046.5,102.2,904.0,170.7,178.7,226.6,188.0,268.9,245.3,241.1,840.7,228.8,61.5,229.2,984.5,197.9,0.0,255.1,219.1,237.8,929.0,212.3,702.8,891.4,887.7,961.3,140.5,112.6,628.2,966.5,894.1,905.2,862.7,212.6,95.0,163.8,198.4,265.3,112.2,73.0,105.2,884.7,358.1,900.6,185.4,195.4,649.3,870.6,821.9,141.1,2637.6,200.2,260.7,127.3,948.9,204.4,79.3,261.0,888.0,189.7,597.1,242.3,219.8,876.6,146.3,850.9,202.5,594.2,82.5,201.2,176.8,131.6,222.6,159.6,825.2,303.2,200.7,150.2,127.2,875.1,224.0,891.7,908.2,393.8,134.8,151.5,200.3,803.0,845.1,85.9,948.6,836.6,174.6,185.9,877.0,135.9,856.3,952.1,1007.8,190.8,194.9,924.5,152.4,594.9,842.5,149.7,942.3,240.9,298.1,174.6,159.6,908.9,265.5,914.8,905.8,864.2,237.2,197.1,113.2,867.0,809.9,872.3,816.0,62.9,863.5,135.6,865.8,116.5,80.5,182.3,858.6,871.5,82.6,238.4,185.3,876.0,184.7,861.0,112.0,227.7,190.1,197.1,97.0,231.8,176.6,186.3,861.6,91.4,160.4,118.5,41.0,159.8,159.3,277.4,867.9,816.7,113.0,166.3,257.6,934.0,207.4,903.0,1001.8,848.4,208.1,186.3,179.2,571.9,136.8,184.4,895.7,822.4,847.8,861.8,204.6
DP,268.3,233.3,1076.2,236.4,933.7,293.0,76.7,271.4,337.5,159.0,224.0,139.1,870.4,108.8,166.6,276.9,1014.2,227.6,238.2,0.0,266.8,285.5,958.7,307.5,732.5,921.1,917.4,991.0,239.4,281.8,551.0,996.2,923.8,934.9,892.4,264.2,180.2,211.5,49.6,313.0,236.5,249.9,274.4,914.4,280.9,930.3,307.7,243.1,679.0,900.3,851.6,310.3,2667.3,285.4,221.6,251.6,978.6,252.1,164.5,293.0,917.7,237.4,626.8,290.0,249.5,906.3,188.1,880.6,297.7,623.9,240.4,248.9,299.1,265.8,120.6,212.9,854.9,193.3,323.0,169.6,212.4,904.8,309.2,921.4,937.9,316.6,259.3,205.9,345.4,832.7,874.8,171.1,978.3,866.3,157.2,310.2,906.7,221.1,886.0,981.8,1037.5,315.1,344.4,954.2,321.6,624.6,872.2,328.5,972.0,270.6,330.1,157.2,328.8,938.6,269.6,944.5,935.5,893.9,198.1,77.1,316.5,896.7,839.6,902.0,845.7,260.0,893.2,319.9,895.5,201.7,278.1,230.0,888.3,901.2,285.9,10.8,354.6,905.7,232.4,890.7,216.9,275.4,314.4,238.6,300.3,327.0,224.3,331.4,891.3,291.8,207.0,321.8,229.2,284.1,258.2,325.1,897.6,846.4,282.2,219.6,305.3,963.7,260.7,932.7,1031.5,878.1,337.6,239.6,348.5,601.6,261.1,64.4,925.4,852.1,877.5,891.5,299.8
DS,341.7,56.8,975.6,235.6,833.1,266.5,194.9,322.4,218.9,295.2,301.3,257.3,769.8,245.0,240.0,93.1,913.6,101.7,213.8,271.3,0.0,87.0,858.1,317.9,631.9,820.5,816.8,890.4,246.1,163.2,555.7,895.6,823.2,834.3,791.8,308.4,253.6,69.9,214.6,114.5,208.0,230.6,155.8,813.8,285.6,829.7,281.2,83.5,578.4,799.7,751.0,191.7,2566.7,358.8,316.7,223.1,878.0,53.6,237.9,149.1,817.1,38.9,526.2,91.5,123.6,805.7,261.5,780.0,308.1,523.3,240.1,107.3,272.6,248.3,238.8,255.4,754.3,329.5,296.5,243.0,285.8,804.2,382.6,820.8,837.3,321.3,230.8,279.3,260.5,732.1,774.2,244.5,877.7,765.7,230.6,278.9,806.1,294.5,785.4,881.2,936.9,283.8,225.8,853.6,203.0,524.0,771.6,209.9,871.4,144.7,184.7,230.6,210.2,838.0,343.0,843.9,834.9,793.3,293.2,213.3,216.1,796.1,739.0,801.4,745.1,220.5,792.6,201.3,794.9,275.1,194.3,60.2,787.7,800.6,185.5,254.6,245.5,805.1,72.8,790.1,262.1,66.1,285.9,85.2,199.9,337.4,26.3,246.5,790.7,194.3,280.4,221.4,187.8,255.6,264.9,141.3,797.0,745.8,163.6,262.1,121.5,863.1,303.2,832.1,930.9,777.5,219.0,282.1,239.4,501.0,232.6,200.6,824.8,751.5,776.9,790.9,310.2
DX,276.3,99.1,1009.5,228.8,867.0,301.0,129.5,279.4,261.2,229.8,235.9,191.9,803.7,179.6,174.6,157.6,947.5,144.0,246.2,205.9,99.8,0.0,892.0,315.5,665.8,854.4,850.7,924.3,247.4,205.5,490.3,929.5,857.1,868.2,825.7,272.2,188.2,112.2,149.2,27.4,244.5,257.9,198.1,847.7,220.2,863.6,315.7,125.8,612.3,833.6,784.9,234.0,2600.6,293.4,251.3,259.0,911.9,73.5,172.5,191.4,851.0,55.5,560.1,4.4,165.9,839.6,193.9,813.9,305.7,560.1,248.4,149.6,307.1,241.5,173.4,220.9,788.2,264.1,331.0,177.6,220.4,838.1,317.2,854.7,871.2,255.9,267.3,213.9,302.8,766.0,808.1,179.1,911.6,799.6,165.2,318.2,840.0,229.1,819.3,915.1,970.8,323.1,268.1,887.5,245.3,557.9,805.5,252.2,905.3,187.0,226.4,165.2,252.5,871.9,277.6,877.8,868.8,827.2,227.8,147.9,258.4,830.0,772.9,826.0,779.0,261.9,826.5,243.6,828.8,209.7,236.6,124.7,821.6,834.5,227.8,189.2,287.8,839.0,115.1,824.0,224.9,76.8,322.4,127.5,242.2,335.0,68.6,288.8,824.6,236.6,215.0,263.7,230.1,292.1,266.2,205.8,830.9,779.7,205.9,227.6,186.0,897.0,268.7,866.0,964.8,811.4,261.5,247.6,281.7,534.9,269.1,135.2,858.7,785.4,810.8,824.8,307.8
DZ,999.8,793.9,237.5,893.0,77.0,925.7,853.0,981.6,878.1,953.3,959.4,915.4,241.3,903.1,898.1,837.5,185.9,745.1,873.0,929.4,827.4,840.3,0.0,977.1,448.6,269.5,168.1,123.3,905.3,822.4,893.1,157.5,135.1,19.8,190.1,967.6,911.7,768.1,872.7,867.8,867.2,889.8,815.0,172.1,854.4,228.0,940.4,792.9,594.5,272.2,185.5,850.9,2415.8,1016.9,974.8,881.7,128.8,812.7,896.0,796.3,311.2,798.0,542.3,844.8,752.8,235.0,917.4,277.7,967.3,542.3,899.3,778.4,931.8,905.7,896.9,914.6,152.6,987.6,955.7,901.1,943.9,224.1,1040.7,219.1,184.6,890.1,890.0,937.4,919.7,130.4,121.5,904.0,139.6,237.2,888.7,938.1,118.0,952.6,200.2,114.1,138.0,943.0,885.0,86.5,862.2,424.1,214.0,869.1,104.3,773.9,833.4,888.7,869.4,180.3,1001.1,242.2,233.2,245.4,951.3,871.4,875.3,194.4,137.3,190.4,161.4,878.8,264.1,860.5,206.1,933.2,853.5,790.6,195.7,185.3,844.7,912.7,904.7,221.4,754.8,221.6,921.3,836.0,945.1,741.9,859.1,996.6,784.9,905.7,239.7,853.5,938.5,880.6,847.0,914.8,924.1,844.7,216.9,144.1,822.8,921.3,849.8,107.0,962.4,275.3,132.0,175.8,872.4,941.3,898.6,517.1,891.8,858.7,282.6,149.8,257.0,207.2,969.4
ED,182.2,312.6,1173.5,278.4,1031.0,104.0,234.0,120.4,305.7,270.8,239.4,296.4,967.7,284.1,236.3,356.2,1111.5,324.9,211.5,310.4,346.1,364.8,1056.0,0.0,829.8,1018.4,1014.7,1088.3,94.0,231.3,683.5,1093.5,1021.1,1032.2,989.7,144.6,211.0,290.8,253.7,392.3,152.5,148.4,232.2,1011.7,413.4,1027.6,89.3,322.4,776.3,997.6,948.9,268.1,2764.6,289.5,258.0,137.4,1075.9,331.4,231.3,388.0,1015.0,316.7,724.1,369.3,346.8,1003.6,239.8,977.9,9.8,721.2,138.9,328.2,97.9,307.8,277.9,104.5,952.2,305.1,74.0,235.3,216.5,1002.1,313.3,1018.7,1035.2,449.1,174.0,173.4,198.5,930.0,972.1,221.0,1075.6,963.6,176.5,163.3,1004.0,225.2,983.3,1079.1,1134.8,168.2,312.6,1051.5,267.2,721.9,969.5,195.2,1069.3,367.9,425.1,176.5,247.6,1035.9,199.9,1041.8,1032.8,991.2,239.1,252.4,218.4,994.0,936.9,999.3,943.0,158.5,990.5,203.6,992.8,205.8,194.6,309.3,985.6,998.5,217.1,293.7,207.7,1003.0,311.7,988.0,133.9,354.7,167.5,324.1,231.3,19.5,303.6,184.5,988.6,208.3,186.7,214.2,209.9,114.9,112.8,404.4,994.9,943.7,240.0,97.8,384.6,1061.0,96.6,1030.0,1128.8,975.4,325.8,136.7,201.6,698.9,127.9,239.7,1022.7,949.4,974.8,988.8,46.5
EF,793.5,587.6,614.2,686.7,471.7,719.4,646.7,775.3,671.8,747.0,753.1,709.1,408.4,696.8,691.8,631.2,552.2,524.6,666.7,723.1,621.1,634.0,496.7,770.8,0.0,459.1,455.4,529.0,699.0,616.1,686.8,534.2,461.8,472.9,430.4,761.3,705.4,565.8,666.4,661.5,660.9,683.5,608.7,452.4,648.1,468.3,734.1,586.6,388.2,438.3,389.6,644.6,2515.7,810.6,768.5,676.0,516.6,606.4,689.7,590.0,455.7,591.7,336.0,638.5,546.5,444.3,713.3,418.6,761.0,333.1,693.0,572.1,725.5,699.4,690.6,708.3,392.9,781.3,749.4,694.8,737.6,442.8,834.4,459.4,475.9,683.8,683.7,731.1,713.4,370.7,412.8,696.3,516.3,404.3,682.4,731.8,444.7,746.3,424.0,519.8,575.5,736.7,678.7,492.2,655.9,155.2,410.2,662.8,510.0,567.6,627.1,682.4,663.1,476.6,794.8,482.5,473.5,431.9,745.0,665.1,669.0,434.7,377.6,440.0,383.7,673.4,431.2,654.2,433.5,726.9,647.2,584.3,426.3,439.2,638.4,706.4,698.4,443.7,548.5,428.7,715.0,629.7,738.8,535.6,652.8,790.3,578.6,699.4,429.3,647.2,732.2,674.3,640.7,708.5,717.8,638.4,435.6,384.4,616.5,715.0,643.5,501.7,756.1,470.7,569.5,416.1,671.9,735.0,692.3,310.8,685.5,652.4,463.4,390.1,415.5,429.5,763.1
EG,913.0,700.5,330.0,799.6,187.5,832.3,766.2,916.1,784.7,866.5,872.6,828.6,313.2,816.3,811.3,744.1,268.0,651.7,779.6,842.6,754.0,695.8,212.5,883.7,453.6,0.0,240.0,244.8,811.9,729.0,748.6,250.0,211.0,188.7,229.4,908.9,824.9,674.7,785.9,723.3,777.0,796.4,721.6,248.0,709.9,267.1,847.0,699.5,570.1,234.4,261.7,757.5,2397.7,930.1,888.0,788.9,232.4,727.7,809.2,702.9,251.8,709.7,517.9,700.3,659.4,306.9,832.8,214.7,873.9,517.9,809.4,685.0,838.4,812.3,810.1,857.6,219.6,900.8,862.3,814.3,857.1,296.0,953.9,258.4,260.5,745.6,796.6,850.6,826.3,217.4,197.4,817.2,232.1,309.1,801.9,844.7,193.9,865.8,272.1,235.6,291.3,849.6,791.6,208.0,768.8,429.1,285.9,775.7,225.8,680.5,737.9,801.9,776.0,256.2,914.3,253.6,272.5,317.3,864.5,784.6,781.9,233.7,224.3,184.8,68.4,785.4,336.0,767.1,278.0,846.4,760.1,697.2,235.0,261.2,751.3,825.9,811.3,18.4,661.4,293.5,859.8,731.0,851.7,648.5,765.7,903.2,722.8,812.3,133.3,760.1,851.7,787.2,753.6,821.4,830.7,751.3,288.8,211.1,729.4,864.3,756.4,217.5,905.4,50.1,285.3,262.8,785.0,884.3,805.2,492.7,798.4,771.9,42.8,189.1,328.9,32.6,876.0
EJ,986.8,780.9,316.2,880.0,173.7,912.7,840.0,968.6,865.1,944.3,946.4,902.4,196.4,890.1,885.1,824.5,264.6,732.1,860.0,916.4,814.4,827.3,202.7,964.1,435.6,282.9,0.0,231.0,896.3,809.4,880.1,236.2,122.8,174.9,232.2,954.6,898.7,759.1,859.7,854.8,857.4,876.8,802.0,79.8,841.4,270.1,931.4,779.9,581.5,314.3,227.6,837.9,2465.2,1003.9,961.8,868.7,218.6,799.7,883.0,787.3,353.3,785.0,529.3,831.8,739.8,194.1,904.4,319.8,954.3,529.3,889.8,765.4,918.8,896.7,883.9,901.6,194.7,974.6,942.7,888.1,930.9,179.2,1027.7,265.2,92.3,877.1,877.0,924.4,906.7,172.5,62.7,889.6,218.3,192.3,875.7,925.1,105.7,939.6,155.3,221.8,277.5,930.0,872.0,194.2,849.2,411.1,169.1,856.1,212.0,760.9,818.3,875.7,856.4,48.8,992.1,284.3,275.3,200.5,938.3,858.4,862.3,236.5,179.4,232.5,203.5,865.8,219.2,851.5,179.4,920.2,840.5,777.6,237.8,93.0,831.7,899.7,891.7,263.5,741.8,194.9,909.9,827.0,932.1,728.9,846.1,983.6,771.9,892.7,249.1,840.5,925.5,867.6,834.0,901.8,911.1,831.7,172.0,186.2,809.8,908.3,836.8,203.7,949.4,321.4,275.5,217.9,865.4,928.3,889.6,504.1,878.8,849.7,324.7,195.9,230.3,249.3,956.4
EL,1023.4,817.5,168.6,916.6,118.6,949.3,876.6,1005.2,901.7,976.9,983.0,939.0,264.9,926.7,921.7,861.1,106.6,754.5,896.6,953.0,851.0,831.3,123.6,1000.7,472.2,200.6,187.7,0.0,928.9,846.0,884.1,88.6,158.7,99.8,213.7,991.2,935.3,795.7,896.3,858.8,890.8,913.4,838.6,195.7,845.4,251.6,964.0,816.5,618.1,297.1,209.1,874.5,2346.9,1040.5,998.4,905.9,23.5,836.3,919.6,819.9,334.8,821.6,565.9,835.8,776.4,258.6,943.2,301.3,990.9,563.0,922.9,802.0,955.4,929.3,920.5,938.2,176.2,1011.2,979.3,924.7,967.5,247.7,1064.3,242.7,208.2,881.1,913.6,961.0,943.3,154.0,145.1,926.2,75.8,260.8,912.3,961.7,141.6,976.2,223.8,9.2,96.2,966.6,908.6,36.7,885.8,447.7,237.6,892.7,19.0,797.5,857.0,912.3,893.0,203.9,1024.7,265.8,256.8,269.0,974.9,895.0,898.9,218.0,160.9,223.3,185.0,903.3,287.7,884.1,229.7,956.8,877.1,814.2,219.3,208.9,868.3,936.3,928.3,219.1,778.4,245.2,944.9,859.6,968.7,765.5,882.7,1020.2,808.5,929.3,170.8,877.1,962.1,904.2,870.6,938.4,947.7,868.3,240.5,167.7,846.4,944.9,873.4,142.2,986.0,250.8,90.2,199.4,901.8,964.9,922.2,540.7,915.4,882.3,243.5,173.4,280.6,233.3,993.0
