from_stop,AD,AF,AJ,AK,AM,AQ,AR,AV,AY,AZ,BE,BK,CG,CI,CJ,CK,CP,CR,DI,DK,DQ,DT,DV,DY,EE,EH,EJ,EK,EM,EN,EQ,FH,FM,FN,GF,GI,GN,GQ,GW,GY,HF,HK,HL,HS,HT,HV,IC,IF,IG,IJ,IL,IN,IS,IU,IZ,JU,JV,KE,KG,KI,KJ,KP,KQ,KT,KU,KW,KY,LF,LJ,LK,LL,MC,MF,ML,MP,MQ,MR,MY,NA,OB,OD,OR,OT,PB,PF,PJ,PN,PP,QI,QN,QQ,QR,QT,QU,RH,RI,RJ,RM,RT,RZ,SL,ST,SX,TB,TF,TQ,TT,TY,UD,UO,UR,UW,UX,VA,VK,VO,VX,VZ,WC,WE,WH,WI,WQ,WR,WX,WY,WZ,XA,XI,XK,XL,XQ,XV,XW,YF,YG,YI,YL,YR,YT,ZE,ZI,ZN
LJ,611.2,224.8,815.6,516.7,874.3,315.5,799.2,766.2,464.2,280.9,812.0,923.1,826.4,786.9,782.7,579.5,683.0,865.4,126.8,863.2,868.6,831.0,72.5,922.7,918.1,898.6,741.2,69.8,761.0,54.8,795.0,745.0,127.8,905.5,824.8,834.1,53.1,881.5,825.9,75.8,888.3,945.4,836.4,847.1,65.1,761.3,816.4,860.7,871.5,347.0,849.1,65.6,814.4,35.1,875.8,75.3,746.6,794.3,798.1,724.7,866.7,911.4,826.0,784.0,355.8,589.5,339.5,41.4,0.0,284.3,837.2,267.3,273.8,511.3,109.1,1666.1,649.3,808.3,845.6,834.4,851.9,224.8,888.7,812.9,760.4,897.6,110.8,760.2,324.1,797.8,469.3,569.6,347.0,846.2,840.9,517.1,795.6,827.3,864.8,250.9,331.2,856.9,711.4,116.4,894.9,859.4,867.8,849.5,757.6,360.2,519.9,849.7,94.7,768.8,796.0,824.8,762.8,73.2,102.5,837.7,352.9,867.3,261.7,377.0,815.7,476.4,832.0,328.0,755.0,793.2,869.5,843.4,92.9,827.6,906.9,777.8,601.2,788.6,831.9,875.7,611.5,76.9,378.5
LK,565.2,200.6,769.6,470.7,828.3,86.9,753.2,720.2,418.2,55.4,766.0,877.1,780.4,740.9,736.7,533.5,637.0,819.4,337.5,817.2,822.6,785.0,373.8,876.7,872.1,852.6,695.2,371.1,715.0,356.1,749.0,699.0,255.2,859.5,778.8,788.1,265.3,835.5,779.9,377.1,842.3,899.4,790.4,801.1,366.4,715.3,770.4,814.7,825.5,72.5,803.1,366.9,768.4,323.9,829.8,235.8,700.6,748.3,752.1,678.7,820.7,865.4,780.0,738.0,138.4,719.4,65.0,342.7,301.2,0.0,791.2,97.2,48.3,591.5,319.7,1620.1,603.3,762.3,799.6,788.4,805.9,200.6,842.7,766.9,714.4,851.6,337.9,714.2,49.6,751.8,423.3,523.6,72.5,800.2,794.9,471.1,749.6,781.3,818.8,93.6,285.2,810.9,665.4,351.5,848.9,813.4,821.8,803.5,711.6,142.8,619.3,803.7,335.3,722.8,750.0,778.8,716.8,319.4,248.0,791.7,78.4,821.3,104.4,92.6,769.7,430.4,786.0,71.2,709.0,747.2,823.5,797.4,241.9,781.6,860.9,731.8,555.2,742.6,785.9,829.7,691.7,361.9,332.5
LL,836.3,721.1,123.3,741.8,195.3,760.6,223.1,152.7,689.3,726.0,235.9,97.6,147.4,173.4,176.4,770.9,553.1,173.1,808.6,184.2,276.8,152.0,844.9,280.6,277.5,206.3,183.3,842.2,343.7,827.2,102.7,243.3,726.3,226.5,145.8,225.0,736.4,202.5,216.8,848.2,209.3,304.8,157.4,178.9,837.5,209.0,207.3,221.3,192.5,792.1,170.1,838.0,223.2,795.0,196.8,706.9,137.5,188.0,189.0,144.3,274.9,232.4,28.2,75.5,800.9,807.6,784.6,813.8,772.3,729.4,0.0,712.4,718.9,804.7,790.8,1401.6,620.4,194.8,177.4,225.3,242.8,721.1,242.8,120.6,73.0,218.6,809.0,194.4,769.2,184.3,694.4,701.3,792.1,9.0,231.8,382.1,592.7,199.6,172.5,696.0,623.9,177.9,508.5,822.6,202.6,203.1,188.8,181.3,205.3,805.3,927.8,157.4,806.4,216.5,186.9,207.1,512.8,790.5,719.1,220.0,798.0,228.3,706.8,822.1,198.0,701.5,153.0,773.1,145.9,184.1,201.3,45.6,713.0,179.9,266.3,225.5,826.3,236.3,218.4,236.3,816.8,833.0,662.1
MC,531.0,161.1,735.4,436.5,794.1,166.6,719.0,686.0,384.0,31.7,731.8,842.9,746.2,706.7,702.5,499.3,602.8,785.2,303.3,783.0,788.4,750.8,339.6,842.5,837.9,818.4,661.0,336.9,680.8,321.9,714.8,664.8,221.0,825.3,744.6,753.9,231.1,801.3,745.7,342.9,808.1,865.2,756.2,766.9,332.2,681.1,736.2,780.5,791.3,117.7,768.9,332.7,734.2,289.7,795.6,201.6,666.4,714.1,717.9,644.5,786.5,831.2,745.8,703.8,88.4,685.2,126.0,308.5,267.0,97.2,757.0,0.0,38.8,557.3,285.5,1585.9,569.1,728.1,765.4,754.2,771.7,161.1,808.5,732.7,680.2,817.4,303.7,680.0,137.0,717.6,389.1,489.4,117.7,766.0,760.7,436.9,715.4,747.1,784.6,102.0,251.0,776.7,631.2,317.3,814.7,779.2,787.6,769.3,677.4,92.8,585.1,769.5,301.1,688.6,715.8,744.6,682.6,285.2,213.8,757.5,111.1,787.1,112.8,189.9,735.5,396.2,751.8,168.5,674.8,713.0,789.3,763.2,207.7,747.4,826.7,697.6,521.0,708.4,751.7,795.5,657.5,327.7,298.3
MF,534.7,170.1,739.1,440.2,797.8,127.7,722.7,689.7,387.7,7.0,735.5,846.6,749.9,710.4,706.2,503.0,606.5,788.9,307.0,786.7,792.1,754.5,343.3,846.2,841.6,822.1,664.7,340.6,684.5,325.6,718.5,668.5,224.7,829.0,748.3,757.6,234.8,805.0,749.4,346.6,811.8,868.9,759.9,770.6,335.9,684.8,739.9,784.2,795.0,119.3,772.6,336.4,737.9,293.4,799.3,205.3,670.1,717.8,721.6,648.2,790.2,834.9,749.5,707.5,90.0,688.9,113.5,312.2,270.7,58.3,760.7,48.8,0.0,561.0,289.2,1589.6,572.8,731.8,769.1,757.9,775.4,170.1,812.2,736.4,683.9,821.1,307.4,683.7,98.1,721.3,392.8,493.1,119.3,769.7,764.4,440.6,719.1,750.8,788.3,63.1,254.7,780.4,634.9,321.0,818.4,782.9,791.3,773.0,681.1,94.4,588.8,773.2,304.8,692.3,719.5,748.3,686.3,288.9,217.5,761.2,112.7,790.8,73.9,151.0,739.2,399.9,755.5,129.6,678.5,716.7,793.0,766.9,211.4,751.1,830.4,701.3,524.7,712.1,755.4,799.2,661.2,331.4,302.0
ML,475.4,544.4,831.2,290.9,921.4,635.1,768.4,735.4,328.4,600.5,781.2,938.7,873.5,756.1,751.9,353.7,370.9,881.0,486.8,910.3,884.2,878.1,558.0,938.3,933.7,914.2,710.4,518.3,742.3,539.3,810.6,714.2,446.8,952.6,871.9,849.7,484.7,928.6,841.5,561.3,934.3,961.0,883.5,862.7,529.0,730.5,832.0,876.3,918.6,666.6,896.2,551.1,783.6,543.3,922.9,455.2,762.2,763.5,813.7,693.9,882.3,958.5,841.6,801.6,675.4,59.9,659.1,537.9,520.6,603.9,852.8,586.9,593.4,0.0,469.0,1635.3,337.2,777.5,861.2,850.0,867.5,544.4,904.3,828.5,776.0,944.7,529.5,729.4,643.7,767.0,333.5,282.0,666.6,861.8,856.5,541.6,483.2,796.5,880.4,570.5,598.5,890.9,675.6,500.8,910.5,875.0,914.9,865.1,726.8,679.8,123.0,865.3,484.6,738.0,811.6,794.0,637.7,538.8,439.6,806.9,672.5,882.9,581.3,696.6,784.9,340.6,879.1,647.6,770.6,808.8,885.1,859.0,449.2,796.8,922.5,747.0,390.1,757.8,801.1,891.3,100.1,511.2,550.3
MP,644.4,258.0,848.8,515.4,907.5,348.7,832.4,799.4,497.4,314.1,845.2,956.3,859.6,820.1,815.9,578.2,611.2,898.6,17.7,896.4,901.8,864.2,120.2,955.9,951.3,931.8,774.4,49.2,794.2,76.1,828.2,778.2,78.6,938.7,858.0,867.3,150.7,914.7,859.1,123.5,921.5,978.6,869.6,880.3,86.4,794.5,849.6,893.9,904.7,380.2,882.3,113.3,847.6,131.8,909.0,132.7,779.8,827.5,831.3,757.9,899.9,944.6,859.2,817.2,389.0,530.8,372.7,126.9,111.4,317.5,870.4,300.5,307.0,523.5,0.0,1699.3,577.5,841.5,878.8,867.6,885.1,258.0,921.9,846.1,793.6,930.8,110.1,793.4,357.3,831.0,502.5,506.5,380.2,879.4,874.1,550.3,723.5,860.5,898.0,284.1,364.4,890.1,744.6,41.9,928.1,892.6,901.0,882.7,790.8,393.4,461.2,882.9,73.6,802.0,829.2,858.0,796.0,139.6,105.5,870.9,386.1,900.5,294.9,410.2,848.9,509.6,865.2,361.2,788.2,826.4,902.7,876.6,115.1,860.8,940.1,811.0,634.4,821.8,865.1,908.9,623.7,42.1,411.7
MQ,1779.0,1664.6,1442.7,1684.5,1422.7,1704.1,1347.6,1314.6,1632.0,1669.5,1360.4,1479.5,1374.8,1335.3,1331.1,1762.2,1544.4,1492.5,1752.1,1411.6,1463.0,1379.4,1788.4,1502.1,1499.0,1448.0,1289.6,1785.7,1301.2,1770.7,1422.1,1293.4,1669.8,1453.9,1373.2,1428.5,1679.9,1429.9,1420.3,1791.7,1436.7,1526.3,1384.8,1400.4,1781.0,1309.7,1410.8,1442.8,1419.9,1735.6,1397.5,1781.5,1362.8,1738.5,1424.2,1650.4,1341.0,1342.7,1392.5,1273.1,1461.1,1459.8,1382.4,1332.4,1744.4,1621.7,1728.1,1757.3,1715.8,1672.9,1393.6,1655.9,1662.4,1618.8,1734.3,0.0,1611.7,1356.7,1398.9,1428.8,1446.3,1664.6,1464.3,1440.0,1387.5,1446.0,1752.5,1308.6,1712.7,1346.2,1637.1,1692.6,1735.6,1402.6,1435.3,1503.2,1584.0,1375.7,1491.9,1639.5,1567.4,1405.3,1499.8,1766.1,1452.9,1424.6,1416.2,1402.8,1306.0,1748.8,1741.9,1476.8,1749.9,1317.2,1390.4,1373.2,1386.3,1734.0,1662.6,1386.1,1741.5,1449.8,1650.3,1765.6,1364.1,1644.2,1380.4,1716.6,1349.4,1387.6,1422.8,1399.8,1656.5,1376.0,1487.8,1326.2,1769.0,1337.0,1380.3,1457.8,1630.9,1776.5,1614.7
MR,450.2,669.4,608.1,227.1,698.3,760.1,726.1,655.7,274.5,725.5,738.9,715.6,650.4,676.4,679.4,181.1,84.3,657.9,562.8,687.2,661.1,655.0,634.0,715.2,710.6,691.1,686.3,594.3,612.2,615.3,587.5,747.5,571.8,729.5,648.8,626.6,609.7,705.5,618.4,637.3,711.2,737.9,660.4,639.6,605.0,712.0,608.9,653.2,695.5,791.6,673.1,627.1,726.2,634.1,699.8,580.2,539.1,691.0,590.6,647.3,659.2,735.4,618.5,578.5,800.4,248.3,784.1,613.9,625.2,728.9,629.7,711.9,718.4,299.8,545.0,1600.9,0.0,697.8,638.1,626.9,644.4,669.4,681.2,605.4,552.9,721.6,606.3,697.4,768.7,687.3,316.8,111.5,791.6,638.7,633.4,487.7,196.6,702.6,657.3,695.5,544.6,667.8,452.5,576.8,687.4,651.9,691.8,642.0,708.3,804.8,335.1,642.2,560.6,719.5,588.5,710.1,414.6,635.8,564.6,723.0,797.5,659.8,706.3,821.6,701.0,286.7,656.0,772.6,547.5,585.7,662.0,635.9,574.2,682.9,699.4,728.5,318.2,739.3,721.4,668.2,362.9,587.2,496.4
MY,873.2,758.8,185.3,778.7,202.2,805.5,163.9,29.8,726.2,753.9,176.7,254.6,149.9,19.1,106.2,856.4,638.6,235.1,846.3,186.7,338.8,96.9,882.6,342.6,339.5,223.1,100.3,879.9,405.7,864.9,164.7,160.3,764.0,229.0,111.6,287.0,774.1,205.0,278.8,885.9,208.8,366.8,159.9,240.9,875.2,126.0,277.8,283.3,195.0,829.8,172.6,875.7,153.0,832.7,199.3,744.6,197.3,117.8,251.0,61.3,336.9,234.9,157.5,107.5,838.6,715.9,822.3,851.5,810.0,767.1,168.7,750.1,756.6,713.0,828.5,1372.2,705.9,0.0,239.4,287.3,304.8,758.8,304.8,182.6,135.0,221.1,846.7,136.4,806.9,63.3,731.3,786.8,829.8,177.7,293.8,444.1,678.2,192.0,234.5,733.7,661.6,180.4,560.8,860.3,228.0,265.1,191.3,243.3,122.3,843.0,836.1,219.4,844.1,133.5,248.9,189.5,421.1,828.2,756.8,202.4,835.7,290.3,744.5,859.8,180.4,738.4,155.5,810.8,205.9,246.1,263.3,175.9,746.3,98.4,328.3,142.5,863.2,153.3,97.4,297.6,725.1,870.7,708.9
NA,828.1,712.9,159.2,733.6,249.4,752.4,277.2,206.8,681.1,717.8,290.0,266.7,201.5,227.5,230.5,762.7,544.9,209.0,800.4,238.3,99.3,206.1,836.7,105.8,101.2,242.2,237.4,834.0,335.5,819.0,138.6,297.4,718.1,280.6,199.9,108.3,728.2,256.6,95.4,840.0,262.3,128.5,211.5,31.3,829.3,263.1,103.9,43.8,246.6,783.9,224.2,829.8,277.3,786.8,250.9,698.7,129.3,242.1,133.6,198.4,97.4,286.5,169.6,129.6,792.7,819.4,776.4,805.6,764.1,721.2,180.8,704.2,710.7,816.5,782.6,1413.4,612.2,248.9,0.0,169.9,149.3,712.9,71.8,156.5,104.0,272.7,800.8,248.5,761.0,238.4,686.2,693.1,783.9,189.8,176.4,373.9,584.5,253.7,208.4,687.8,615.7,218.9,500.3,814.4,238.5,25.6,242.9,3.8,259.4,797.1,882.2,193.3,798.2,270.6,117.9,261.2,524.6,782.3,710.9,274.1,789.8,50.8,698.6,813.9,252.1,693.3,207.1,764.9,129.9,97.1,40.3,187.0,704.8,234.0,90.0,279.6,818.1,290.4,272.5,58.8,828.6,824.8,653.9
OB,810.2,695.0,200.4,715.7,290.6,734.5,318.4,248.0,663.2,699.9,331.2,307.9,242.7,268.7,271.7,744.8,527.0,250.2,782.5,279.5,113.4,247.3,818.8,222.9,169.3,283.4,278.6,816.1,317.6,801.1,179.8,339.8,700.2,321.8,241.1,78.9,710.3,297.8,77.8,822.1,303.5,218.8,252.7,202.2,811.4,304.3,129.4,173.7,287.8,766.0,265.4,811.9,318.5,768.9,292.1,680.8,83.9,283.3,43.5,239.6,111.5,327.7,210.8,170.8,774.8,803.6,758.5,787.7,746.2,703.3,222.0,686.3,692.8,800.7,764.7,1449.3,594.3,290.1,170.8,0.0,96.7,695.0,201.7,197.7,145.2,313.9,782.9,289.7,743.1,279.6,668.3,675.2,766.0,231.0,8.0,356.0,566.6,294.9,249.6,669.9,597.8,260.1,482.4,796.5,279.7,154.4,284.1,167.8,300.6,779.2,864.3,234.5,780.3,311.8,91.0,302.4,547.8,764.4,693.0,315.3,771.9,162.3,680.7,796.0,293.3,675.4,248.3,747.0,72.5,88.2,211.2,228.2,686.9,275.2,185.2,320.8,800.2,331.6,313.7,188.7,812.8,806.9,636.0
OD,814.4,699.2,204.6,716.2,301.8,745.9,322.6,248.5,667.4,694.3,335.4,312.1,246.9,272.9,275.9,749.0,531.2,250.7,786.7,279.3,89.2,251.5,823.0,195.0,145.1,283.9,282.8,816.6,321.8,805.3,184.0,344.0,704.4,326.0,245.3,54.7,714.5,298.3,53.6,826.3,305.8,194.6,256.9,178.5,815.6,308.5,116.6,152.4,292.0,770.2,269.6,816.1,322.7,773.1,296.3,685.0,91.2,287.5,46.3,243.8,83.6,328.2,215.0,171.3,779.0,807.8,762.7,788.2,750.4,707.5,226.2,690.5,697.0,804.9,768.9,1453.5,598.5,290.6,150.8,63.4,0.0,699.2,176.7,201.9,145.7,314.4,787.1,297.5,747.3,283.8,672.5,679.4,770.2,235.2,71.5,360.2,570.8,299.1,253.8,674.1,602.0,264.3,486.6,800.7,283.9,131.4,288.3,146.8,304.8,783.4,868.5,238.7,784.5,316.0,95.2,306.6,552.0,768.6,697.2,319.5,776.1,163.6,684.9,800.2,297.5,675.9,252.5,747.5,79.4,88.7,191.2,233.4,686.7,281.0,161.0,325.0,804.4,335.8,314.2,166.7,817.0,811.1,640.2
OR,551.1,0.0,755.5,456.6,814.2,190.6,739.1,706.1,404.1,190.5,751.9,863.0,766.3,726.8,722.6,519.4,622.9,805.3,272.2,803.1,808.5,770.9,308.5,862.6,858.0,838.5,681.1,305.8,700.9,290.8,734.9,684.9,189.9,845.4,764.7,774.0,200.0,821.4,765.8,311.8,828.2,885.3,776.3,787.0,301.1,701.2,756.3,800.6,811.4,256.6,789.0,301.6,754.3,258.6,815.7,170.5,686.5,734.2,738.0,664.6,806.6,851.3,765.9,723.9,261.1,622.9,249.1,277.4,235.9,193.9,777.1,172.6,183.4,526.2,254.4,1606.0,589.2,748.2,785.5,774.3,791.8,0.0,828.6,752.8,700.3,837.5,272.6,700.1,233.7,737.7,409.2,509.5,256.6,786.1,780.8,457.0,735.5,767.2,804.7,98.7,271.1,796.8,651.3,286.2,834.8,799.3,807.7,789.4,697.5,265.5,505.4,789.6,270.0,708.7,735.9,764.7,702.7,254.1,182.7,777.6,262.5,807.2,136.8,278.6,755.6,416.3,771.9,203.1,694.9,733.1,809.4,783.3,176.6,767.5,846.8,717.7,541.1,728.5,771.8,815.6,626.4,296.6,318.4
OT,870.1,754.9,228.4,775.6,323.0,801.6,346.4,276.0,723.1,750.0,359.2,335.9,270.7,296.7,299.7,804.7,586.9,278.2,842.4,307.5,101.8,275.3,878.7,60.9,56.3,311.4,306.6,876.0,377.5,861.0,207.8,366.6,760.1,349.8,269.1,110.8,770.2,325.8,103.2,882.0,329.6,83.6,280.7,78.2,871.3,332.3,139.9,20.0,315.8,825.9,293.4,871.8,346.5,828.8,320.1,740.7,146.9,311.3,152.2,267.6,99.9,355.7,238.8,198.8,834.7,863.5,818.4,847.6,806.1,763.2,250.0,746.2,752.7,860.6,824.6,1509.2,654.2,318.1,82.3,180.7,160.8,754.9,0.0,225.7,173.2,341.9,842.8,321.3,803.0,307.6,728.2,735.1,825.9,259.0,188.8,415.9,626.5,322.9,277.6,729.8,657.7,288.1,542.3,856.4,307.7,95.9,312.1,78.3,328.6,839.1,924.2,262.5,840.2,339.8,168.9,330.4,593.8,824.3,752.9,343.3,831.8,121.1,740.6,855.9,321.3,735.3,276.3,806.9,132.4,166.1,60.1,257.2,746.8,308.5,45.1,348.8,860.1,359.6,341.7,8.2,872.7,866.8,695.9
PB,829.1,713.9,61.3,734.6,186.3,753.4,214.1,143.7,682.1,718.8,226.9,203.6,138.4,164.4,167.4,763.7,545.9,52.4,801.4,175.2,269.6,143.0,837.7,273.4,270.3,99.3,174.3,835.0,336.5,820.0,17.8,234.3,719.1,217.5,136.8,217.8,729.2,193.5,209.6,841.0,145.6,297.6,148.4,171.7,830.3,200.0,200.1,214.1,121.1,784.9,161.1,830.8,214.2,787.8,117.4,699.7,130.3,179.0,181.8,135.3,267.7,223.4,106.5,66.5,793.7,800.4,777.4,806.6,765.1,722.2,117.7,705.2,711.7,797.5,783.6,1394.4,613.2,185.8,170.2,218.1,235.6,713.9,235.6,0.0,65.8,154.9,801.8,185.4,762.0,175.3,687.2,694.1,784.9,126.7,224.6,374.9,585.5,190.6,65.5,688.8,616.7,118.6,501.3,815.4,95.6,195.9,179.8,174.1,196.3,798.1,920.6,50.2,799.2,207.5,179.7,198.1,505.6,783.3,711.9,211.0,790.8,221.1,699.6,814.9,189.0,694.3,144.0,765.9,138.7,176.9,194.1,123.9,705.8,170.9,259.1,216.5,819.1,227.3,209.4,229.1,809.6,825.8,654.9
PF,763.2,648.0,55.1,668.7,152.3,694.7,173.1,102.7,616.2,643.1,185.9,162.6,97.4,123.4,126.4,697.8,480.0,104.9,735.5,129.8,203.7,102.0,771.8,207.5,204.4,138.1,133.3,769.1,270.6,754.1,34.5,193.3,653.2,176.5,95.8,151.9,663.3,152.5,143.7,775.1,156.3,231.7,107.4,105.8,764.4,159.0,142.7,148.2,142.5,719.0,120.1,764.9,173.2,721.9,146.8,633.8,64.4,138.0,115.9,94.3,201.8,182.4,65.5,25.5,727.8,734.5,711.5,740.7,699.2,656.3,76.7,639.3,645.8,731.6,717.7,1328.5,547.3,144.8,104.3,152.2,169.7,648.0,169.7,52.4,0.0,168.6,735.9,144.4,696.1,134.3,621.3,628.2,719.0,85.7,158.7,309.0,519.6,149.6,104.3,622.9,550.8,114.8,435.4,749.5,134.4,130.0,138.8,108.0,155.3,732.2,854.7,89.2,733.3,166.5,113.8,157.1,439.7,717.4,646.0,170.0,724.9,155.2,633.7,749.0,148.0,628.4,103.0,700.0,72.8,111.0,128.2,83.9,635.5,135.2,193.2,175.5,753.2,186.3,168.4,162.5,743.7,759.9,589.0
PJ,933.6,903.8,183.4,839.1,123.7,950.5,217.0,185.0,786.6,898.9,229.8,308.1,103.4,205.7,208.7,868.2,650.4,190.9,991.3,178.1,374.1,156.5,1027.6,377.9,374.8,62.4,215.6,1024.9,441.0,1009.9,155.0,275.6,909.0,152.1,150.3,322.3,919.1,196.2,314.1,1030.9,19.8,402.1,151.3,276.2,1020.2,236.4,304.6,318.6,46.6,974.8,163.8,1020.7,255.5,977.7,38.6,889.6,232.6,220.3,286.3,176.6,372.2,158.0,211.0,171.0,983.6,860.9,967.3,996.5,955.0,912.1,222.2,895.1,901.6,858.0,973.5,1498.9,717.7,227.1,274.7,322.6,340.1,903.8,340.1,170.6,170.3,0.0,991.7,226.7,951.9,190.1,791.7,798.6,974.8,231.2,329.1,479.4,690.0,193.5,86.0,878.7,806.6,57.2,605.8,1005.3,67.3,300.4,112.8,278.6,237.6,988.0,981.1,167.6,989.1,248.8,284.2,201.0,566.1,973.2,901.8,213.9,980.7,325.6,889.5,1004.8,191.9,798.8,96.4,955.8,241.2,281.4,298.6,229.4,891.3,189.7,363.6,257.8,923.6,261.1,236.5,332.9,870.1,1015.7,759.4
PN,639.2,252.8,843.6,544.7,902.3,343.5,827.2,794.2,492.2,308.9,840.0,951.1,854.4,814.9,810.7,607.5,662.5,893.4,137.9,891.2,896.6,859.0,183.4,950.7,946.1,926.6,769.2,169.4,789.0,165.7,823.0,773.0,56.9,933.5,852.8,862.1,128.9,909.5,853.9,186.7,916.3,973.4,864.4,875.1,176.0,789.3,844.4,888.7,899.5,375.0,877.1,176.5,842.4,146.0,903.8,111.0,774.6,822.3,826.1,752.7,894.7,939.4,854.0,812.0,383.8,582.1,367.5,152.3,110.8,312.3,865.2,295.3,301.8,511.5,120.1,1694.1,628.8,836.3,873.6,862.4,879.9,252.8,916.7,840.9,788.4,925.6,0.0,788.2,352.1,825.8,497.3,557.8,375.0,874.2,868.9,545.1,823.6,855.3,892.8,278.9,359.2,884.9,739.4,162.1,922.9,887.4,895.8,877.5,785.6,388.2,512.5,877.7,193.8,796.8,824.0,852.8,790.8,37.5,83.8,865.7,380.9,895.3,289.7,405.0,843.7,504.4,860.0,356.0,783.0,821.2,897.5,871.4,93.4,855.6,934.9,805.8,629.2,816.6,859.9,903.7,611.7,162.3,406.5
PP,848.0,731.0,176.9,753.5,192.7,777.7,152.8,94.2,698.4,728.7,168.2,249.5,144.8,114.8,84.6,828.6,610.8,226.7,818.5,177.2,330.4,146.1,857.4,337.5,331.1,218.0,26.3,854.7,400.6,837.1,156.3,64.8,736.2,220.6,139.9,281.9,746.3,196.6,273.7,858.1,200.4,361.7,154.8,232.5,850.0,114.9,264.2,274.9,186.6,802.0,164.2,850.5,50.8,804.9,194.2,716.8,192.2,50.4,242.6,52.7,328.5,226.5,152.4,99.1,810.8,688.1,794.5,826.3,784.8,739.3,160.3,722.3,728.8,685.2,800.7,1344.4,680.7,136.2,234.3,282.2,296.4,731.0,296.4,177.5,129.9,216.0,818.9,0.0,779.1,125.8,706.1,761.6,802.0,169.3,288.7,435.7,650.4,193.7,226.1,705.9,633.8,172.0,533.0,832.5,219.6,256.7,186.2,234.9,113.8,817.8,808.3,211.0,816.3,122.4,240.5,201.2,393.3,800.4,729.0,217.4,810.5,281.9,716.7,832.0,192.1,713.2,147.1,785.6,200.8,241.0,258.2,170.8,721.1,160.8,323.2,131.4,835.4,144.8,159.9,289.9,697.3,842.9,681.1
QI,595.0,230.4,799.4,500.5,858.1,146.6,783.0,750.0,448.0,85.2,795.8,906.9,810.2,770.7,766.5,563.3,666.8,849.2,367.3,847.0,852.4,814.8,403.6,906.5,901.9,882.4,725.0,400.9,744.8,385.9,778.8,728.8,285.0,889.3,808.6,817.9,295.1,865.3,809.7,406.9,872.1,929.2,820.2,830.9,396.2,745.1,800.2,844.5,855.3,22.8,832.9,396.7,798.2,353.7,859.6,265.6,730.4,778.1,781.9,708.5,850.5,895.2,809.8,767.8,103.6,749.2,15.3,372.5,331.0,59.6,821.0,127.0,78.1,621.3,349.5,1649.9,633.1,792.1,829.4,818.2,835.7,230.4,872.5,796.7,744.2,881.4,367.7,744.0,0.0,781.6,453.1,553.4,22.8,830.0,824.7,500.9,779.4,811.1,848.6,123.4,315.0,840.7,695.2,381.3,878.7,843.2,851.6,833.3,741.4,147.6,649.1,833.5,365.1,752.6,779.8,808.6,746.6,349.2,277.8,821.5,28.7,851.1,134.2,152.3,799.5,460.2,815.8,130.9,738.8,777.0,853.3,827.2,271.7,811.4,890.7,761.6,585.0,772.4,815.7,859.5,721.5,391.7,362.3
QN,884.9,770.5,177.6,790.4,162.3,810.0,175.6,41.5,737.9,775.4,188.4,246.9,114.4,44.1,117.9,868.1,650.3,227.4,858.0,151.2,331.1,33.5,894.3,334.9,331.8,187.6,112.0,891.6,398.0,876.6,157.0,172.0,775.7,193.5,48.2,279.3,785.8,169.5,271.1,897.6,176.3,359.1,124.4,233.2,886.9,137.7,261.6,275.6,159.5,841.5,137.1,887.4,164.7,844.4,163.8,756.3,191.8,129.5,243.3,73.0,329.2,199.4,149.8,99.8,850.3,727.6,834.0,863.2,821.7,778.8,161.0,761.8,768.3,724.7,840.2,1383.9,717.6,65.5,231.7,279.6,297.1,770.5,297.1,174.9,127.3,185.6,858.4,145.8,818.6,0.0,743.0,798.5,841.5,170.0,286.1,436.4,689.9,166.6,206.2,745.4,673.3,144.9,572.5,872.0,192.5,257.4,155.8,235.6,134.0,854.7,847.8,211.7,855.8,145.2,241.2,174.1,432.8,839.9,768.5,187.0,847.4,282.6,756.2,871.5,165.0,750.1,120.0,822.5,200.2,238.4,255.6,167.2,762.4,29.7,320.6,154.2,874.9,165.0,46.3,290.6,736.8,882.4,720.6
QQ,155.4,631.1,692.2,149.2,782.4,554.2,810.2,739.8,8.4,519.6,823.0,799.7,734.5,760.5,763.5,212.0,314.5,742.0,524.5,771.3,745.2,739.1,595.7,799.3,794.7,775.2,770.4,556.0,744.1,577.0,671.6,728.1,533.5,813.6,732.9,710.7,571.4,789.6,702.5,599.0,795.3,822.0,744.5,723.7,566.7,796.1,693.0,737.3,779.6,585.7,757.2,588.8,810.3,595.8,783.9,541.9,623.2,775.1,674.7,731.4,743.3,819.5,702.6,662.6,594.5,378.1,578.2,575.6,586.9,523.0,713.8,506.0,512.5,335.6,506.7,1649.2,280.8,781.9,722.2,711.0,728.5,631.1,765.3,689.5,637.0,805.7,568.0,785.1,562.8,771.4,0.0,202.1,585.7,722.8,717.5,328.9,426.8,786.7,741.4,489.6,385.8,751.9,566.6,538.5,771.5,736.0,775.9,726.1,792.4,598.9,296.8,726.3,522.3,803.6,672.6,794.2,614.9,597.5,526.3,807.1,591.6,743.9,500.4,615.7,785.1,20.6,740.1,566.7,631.6,669.8,746.1,720.0,535.9,767.0,783.5,812.6,165.6,823.4,805.5,752.3,435.8,548.9,337.6
