from_stop,AG,AM,AZ,BE,BP,BR,BX,CA,CC,CD,CE,CG,CY,DA,DB,DF,DG,DP,DQ,DY,DZ,EJ,EL,EU,FA,FB,FF,FH,FR,FW,FZ,GA,GJ,GQ,GR,GV,GW,HC,HK,HM,HO,HQ,HR,HU,HV,IA,IC,IF,IG,IN,IQ,IT,JF,JI,JJ,JQ,JR,JY,KB,KD,KF,KL,KO,KQ,KT,KX,LP,LU,MH,MP,MQ,MS,MT,MX,MY,MZ,NA,NB,NC,NE,NP,NT,NW,OD,OF,OL,OO,OQ,OV,PH,PJ,PN,PQ,PT,PU,PZ,QN,QU,QV,RD,RI,RM,RN,RO,RS,SD,SH,SL,SO,ST,SW,TD,TH,TZ,UF,UI,UL,UM,UU,VC,VG,VL,VQ,VV,WN,WW,WY,XF,XG,XJ,XR,XU,XZ,YB,YF,YG,ZE,ZH,ZL,ZS
MQ,154.9,1827.9,382.2,405.4,579.2,164.8,286.0,529.0,399.8,489.7,148.2,209.9,371.2,444.3,187.1,504.8,419.5,170.8,398.5,133.4,491.5,650.5,418.0,68.6,298.1,46.4,404.8,446.7,550.2,158.9,467.4,464.4,376.1,415.8,243.6,503.7,397.2,378.9,116.5,575.1,550.1,433.7,134.2,202.5,203.2,290.4,442.1,403.5,524.9,211.2,366.9,281.5,440.3,155.4,278.3,148.0,537.3,367.0,308.7,79.1,411.7,463.8,125.4,223.5,385.1,332.1,78.1,164.1,426.5,399.1,0.0,413.0,556.3,125.5,469.1,366.8,462.2,400.7,412.5,459.2,142.8,265.7,518.3,477.6,116.1,300.7,426.5,396.8,394.2,328.8,432.0,166.2,432.8,554.1,373.1,366.3,256.2,294.9,376.3,445.1,258.2,311.8,474.3,460.3,452.5,209.6,495.7,450.2,146.8,450.8,73.8,184.1,276.2,422.5,369.9,562.7,381.1,343.0,174.6,396.5,539.8,385.9,507.4,303.1,530.6,324.1,481.8,161.7,111.9,316.6,334.8,410.5,291.6,403.9,455.1,371.4,384.4,350.4,376.3,239.6
MS,326.7,1423.8,501.4,576.7,636.3,454.9,487.2,583.1,608.4,546.8,496.4,521.8,209.5,264.8,410.6,561.9,476.6,556.5,126.8,351.5,568.1,727.1,78.3,454.3,157.4,455.2,601.2,564.2,607.3,544.6,45.3,619.1,218.5,472.9,241.6,560.8,454.3,550.2,368.2,651.7,609.9,6.8,509.2,445.4,279.0,161.8,102.4,63.8,582.0,390.1,536.9,204.2,516.9,462.3,449.6,396.6,599.4,538.3,254.3,381.7,226.9,523.8,361.9,513.6,613.3,423.4,463.8,549.8,40.8,195.6,465.9,0.0,614.9,511.2,545.7,163.3,519.3,283.6,621.1,516.3,338.7,254.5,608.3,570.7,433.0,433.4,202.5,106.6,236.6,500.1,631.6,343.6,641.4,611.2,149.6,602.4,526.7,488.0,281.0,505.1,429.5,429.3,88.6,57.1,25.7,433.1,73.8,613.4,421.6,46.7,427.8,298.1,517.0,199.0,427.0,639.3,157.1,119.0,366.4,624.7,601.9,177.6,116.1,540.1,607.2,514.1,538.9,349.2,467.7,487.9,563.0,617.9,506.1,461.0,528.2,235.6,441.5,578.6,218.7,292.3
MT,539.8,1615.7,363.3,311.9,181.8,503.0,412.8,112.8,237.0,144.0,544.5,501.9,734.3,634.3,505.3,208.5,197.3,648.4,722.5,585.4,133.2,260.3,671.0,535.9,673.9,536.8,316.6,279.0,236.1,653.9,659.0,301.6,646.7,174.6,592.6,148.1,195.0,285.4,602.1,158.9,48.2,636.4,629.2,520.7,624.1,666.2,695.1,656.5,178.2,456.1,299.5,657.3,192.0,622.7,335.4,630.5,100.3,273.5,657.7,552.6,678.5,106.6,503.8,529.7,330.5,239.2,584.8,617.1,636.5,748.1,547.5,619.1,0.0,620.5,77.1,715.8,165.9,606.8,249.7,162.9,527.7,614.7,74.1,199.3,490.9,335.7,686.6,702.3,682.5,327.7,269.2,642.4,270.0,166.0,745.3,278.1,379.5,354.8,698.3,124.1,297.6,288.1,684.3,625.9,618.4,527.8,679.1,287.4,655.5,616.4,509.4,569.0,368.5,794.7,167.8,146.5,732.2,746.7,600.3,341.9,37.5,734.9,673.0,284.0,114.4,262.4,168.6,637.9,561.7,326.7,280.2,261.3,405.5,201.7,156.8,784.3,209.0,295.8,694.8,615.4
MX,188.0,1775.9,411.3,416.4,608.3,119.2,279.3,553.1,393.1,518.8,83.9,185.2,379.5,452.6,173.1,533.9,448.6,45.2,431.2,141.7,520.6,679.6,417.6,76.9,331.2,174.5,398.1,458.7,579.3,52.2,500.1,457.7,384.4,444.9,251.9,532.8,426.3,407.5,124.8,604.2,577.2,466.4,59.9,188.5,236.3,323.5,441.7,403.1,554.0,197.2,396.0,314.6,469.4,163.7,269.3,156.3,551.6,395.6,317.0,149.2,420.0,476.0,152.0,180.0,378.4,344.3,48.4,38.5,459.2,407.4,129.3,445.7,584.9,0.0,498.2,375.1,491.3,409.0,405.8,488.3,175.9,274.0,578.3,470.9,109.4,312.9,459.6,429.5,402.5,357.9,425.3,174.5,426.1,583.2,381.4,359.6,249.5,288.2,375.6,457.3,287.3,340.9,507.0,493.0,432.8,195.6,504.1,443.5,155.1,483.5,106.0,217.2,269.5,430.8,399.0,591.8,414.2,376.1,182.9,389.8,554.1,394.2,540.1,342.9,559.7,363.9,510.9,170.0,47.6,299.4,328.1,455.2,284.9,433.0,448.4,379.7,413.5,343.7,384.6,272.7
MY,480.6,1569.9,328.3,276.9,128.8,468.0,377.8,59.8,202.0,109.0,509.5,466.9,699.3,599.3,470.3,145.3,84.1,613.4,672.2,550.4,35.5,181.3,636.0,476.7,623.8,477.6,281.6,244.0,182.9,618.9,608.7,266.6,611.7,97.4,557.6,70.9,160.0,250.4,567.1,105.9,114.5,595.3,594.2,485.7,528.9,616.1,660.1,621.5,125.2,421.1,264.5,607.2,108.9,563.5,300.4,595.5,113.3,238.5,622.7,493.4,643.5,105.1,444.6,494.7,295.5,204.2,549.8,582.1,586.2,713.1,488.3,568.8,93.5,585.5,0.0,680.8,130.9,571.8,214.7,127.9,468.5,579.7,94.3,164.3,455.9,300.7,651.6,652.0,647.5,292.7,234.2,557.0,235.0,113.0,695.0,243.1,344.5,319.8,663.3,122.6,262.6,253.1,634.0,575.6,577.3,492.8,637.0,252.4,554.9,566.1,450.2,509.8,333.5,744.4,132.8,93.5,697.2,664.4,565.3,306.9,115.8,699.9,622.7,249.0,61.4,227.4,133.6,569.8,526.7,291.7,245.2,226.3,370.5,166.7,121.8,749.3,174.0,260.8,659.8,565.3
MZ,236.7,1556.3,600.7,623.9,768.8,380.2,501.4,715.6,615.2,679.3,400.9,425.3,141.1,214.2,402.5,694.4,609.1,468.6,126.9,238.2,700.6,859.6,146.4,303.4,100.3,309.8,620.2,625.7,739.8,456.7,195.8,679.8,146.0,605.4,219.6,693.3,586.8,597.4,254.9,784.2,739.7,162.1,432.0,417.9,189.0,112.2,170.5,131.9,714.5,426.6,585.4,123.5,649.4,349.0,496.8,283.3,731.9,585.5,181.8,291.7,181.6,656.3,271.9,438.9,600.5,579.4,332.6,461.9,154.9,32.2,374.0,141.4,747.4,423.3,678.2,0.0,651.8,211.1,627.9,648.8,248.7,241.7,740.8,693.0,331.5,519.2,172.9,125.2,164.1,547.3,647.4,253.6,648.2,743.7,59.1,581.7,471.6,510.3,75.9,637.6,476.7,561.8,202.7,188.7,180.9,425.0,224.1,665.6,308.3,179.2,340.3,208.1,491.6,108.5,559.5,771.8,127.5,89.4,253.1,611.9,734.4,19.0,235.8,521.6,739.7,542.6,671.4,259.2,364.5,535.1,550.2,629.0,507.0,593.5,660.7,163.1,574.0,565.8,146.2,160.8
NA,471.2,1671.2,298.0,223.1,130.5,452.4,344.2,105.6,186.4,136.8,493.9,451.3,683.7,583.7,454.7,42.5,128.7,597.8,653.9,534.8,126.0,118.7,615.0,467.3,614.4,468.2,247.6,228.4,100.8,603.3,590.4,197.8,596.1,151.8,542.0,190.6,126.4,193.7,515.2,120.1,165.2,567.8,578.6,470.1,519.5,606.7,639.1,600.5,62.6,400.1,230.9,597.8,271.4,554.1,298.4,579.9,229.2,206.1,607.1,484.0,627.9,235.5,435.2,479.1,279.9,170.6,534.2,566.5,567.9,697.5,478.9,550.5,172.9,569.9,159.1,665.2,0.0,556.2,199.1,56.9,459.1,564.1,166.3,148.7,440.3,273.2,636.0,633.7,631.9,277.1,218.6,547.6,219.4,91.8,676.7,227.5,324.9,286.2,647.7,253.0,247.0,231.7,615.7,557.3,549.8,477.2,610.5,236.8,545.5,547.8,440.8,500.4,287.2,726.1,99.2,110.9,681.6,646.1,549.7,291.3,197.5,684.3,604.4,219.8,94.1,193.8,161.4,560.4,511.1,258.1,229.6,162.4,336.9,133.1,106.2,733.7,140.4,245.2,644.2,555.9
NB,401.4,1492.4,756.6,553.9,771.2,500.3,649.4,690.6,530.6,686.3,483.0,576.3,152.6,97.0,554.2,687.4,757.5,505.6,341.8,318.5,675.5,828.2,249.0,383.7,253.7,420.0,535.6,596.2,741.5,493.7,290.0,595.2,65.0,753.8,208.6,841.7,735.2,545.0,335.2,752.8,714.7,287.5,458.3,569.6,353.7,258.1,223.3,264.5,707.5,578.3,713.2,269.4,798.7,429.3,645.7,363.6,786.2,533.1,221.3,456.4,136.4,710.6,436.6,564.4,515.9,704.3,412.9,498.9,290.4,226.1,456.1,280.6,722.4,460.3,823.0,196.2,644.8,0.0,543.3,641.8,413.4,221.5,715.8,608.4,496.2,547.5,144.5,321.6,100.8,696.2,562.8,375.5,563.6,736.7,263.9,497.1,636.3,683.9,272.2,691.9,625.6,561.4,261.3,312.7,306.3,576.7,269.9,581.0,388.6,321.5,447.4,372.8,656.3,313.3,707.9,740.4,190.1,204.6,333.4,527.3,747.0,210.5,265.0,670.5,708.3,691.5,819.8,371.0,446.7,684.0,465.6,592.7,671.7,741.9,585.9,202.6,722.4,481.2,113.1,325.5
NC,427.0,1764.8,248.9,144.0,297.3,342.7,229.4,216.7,12.6,212.4,384.2,341.6,574.0,474.0,345.0,213.5,222.3,488.1,577.2,425.1,201.6,354.3,510.7,391.8,513.6,392.7,168.5,122.3,267.6,493.6,595.9,51.8,486.4,245.4,432.3,277.7,210.1,125.1,441.8,278.9,240.8,543.9,468.9,360.4,463.8,505.9,534.8,496.2,233.6,295.8,198.5,497.0,365.0,535.9,175.1,470.2,304.8,120.8,497.4,437.3,518.2,311.1,391.0,369.4,170.2,263.6,424.5,456.8,556.8,587.8,403.4,523.7,248.5,460.2,234.7,555.5,170.9,446.5,0.0,167.9,414.9,454.4,241.9,134.5,330.6,232.2,526.3,557.0,522.2,167.4,13.7,482.1,20.2,262.8,600.0,117.8,219.2,185.3,538.0,328.6,137.3,197.3,604.6,588.8,525.9,367.5,597.2,31.9,495.2,579.3,365.3,456.2,208.2,649.4,192.8,266.5,571.9,586.4,440.0,181.6,273.1,574.6,635.9,123.7,234.4,144.7,237.0,477.6,401.4,157.2,119.9,83.3,231.6,203.4,112.0,624.0,234.0,135.5,534.5,455.1
NE,479.0,1679.0,305.8,270.9,164.7,460.2,352.0,140.5,194.2,144.6,501.7,459.1,691.5,591.5,462.5,90.3,136.5,605.6,661.7,542.6,133.8,166.5,622.8,475.1,622.2,476.0,295.4,236.2,135.7,611.1,598.2,258.8,603.9,159.6,549.8,198.4,134.2,241.5,523.0,167.9,173.0,575.6,586.4,477.9,527.3,614.5,646.9,608.3,110.4,407.9,238.7,605.6,279.2,561.9,306.2,587.7,237.0,253.9,614.9,491.8,635.7,243.3,443.0,486.9,287.7,178.4,542.0,574.3,575.7,705.3,486.7,558.3,180.7,577.7,166.9,673.0,47.7,564.0,206.9,0.0,466.9,571.9,174.1,156.5,448.1,281.0,643.8,641.5,639.7,284.9,226.4,555.4,227.2,139.6,684.5,235.3,332.7,294.0,655.5,260.8,254.8,239.5,623.5,565.1,557.6,485.0,618.3,244.6,553.3,555.6,448.6,508.2,295.0,733.9,107.0,158.7,689.4,653.9,557.5,299.1,205.3,692.1,612.2,227.6,129.0,201.6,169.2,568.2,518.9,265.9,237.4,210.2,344.7,140.9,114.0,741.5,148.2,253.0,652.0,563.7
NP,12.0,1685.0,373.8,389.7,607.0,131.4,235.9,526.4,366.4,522.1,152.1,176.5,312.7,345.9,153.7,523.2,404.1,219.8,255.6,139.9,511.3,664.0,275.1,120.3,155.2,61.0,371.4,432.0,577.3,207.9,324.5,431.0,332.7,400.4,250.1,488.3,402.6,380.8,147.8,588.6,553.2,290.8,172.5,169.1,60.3,147.5,299.2,260.6,543.3,177.8,330.4,138.6,424.9,207.1,242.6,179.3,524.9,368.9,315.2,42.9,308.0,449.3,23.1,193.2,351.7,329.8,141.7,213.1,283.6,258.0,125.2,283.9,558.2,174.5,453.7,246.1,480.6,364.7,379.1,477.6,0.0,272.2,551.6,451.2,81.0,286.2,283.6,253.9,365.2,313.4,398.6,88.4,399.4,572.5,270.3,332.9,222.8,261.7,233.4,430.6,242.8,296.4,331.4,317.4,309.6,176.2,352.8,416.8,198.5,307.9,91.5,41.2,242.8,319.7,354.5,576.2,238.2,200.1,181.1,363.1,527.4,265.2,369.5,316.2,544.1,337.2,466.4,94.0,115.7,272.7,301.4,428.5,258.2,395.9,421.7,377.9,368.4,317.0,317.8,96.7
NT,285.7,1586.5,630.9,654.1,799.0,429.2,550.4,745.8,529.1,709.5,386.0,474.3,105.4,178.5,451.5,724.6,639.3,408.6,157.1,221.5,730.8,889.8,176.6,286.7,130.5,358.8,534.1,655.9,770.0,396.7,226.0,593.7,110.3,635.6,111.6,723.5,617.0,627.6,238.2,814.4,769.9,192.3,372.0,466.9,238.0,142.4,200.7,162.1,744.7,467.5,615.6,153.7,679.6,332.3,527.0,266.6,762.1,615.7,124.3,340.7,145.9,686.5,320.9,487.9,514.4,609.6,315.9,401.9,185.1,133.3,359.1,171.6,777.6,363.3,708.4,101.0,682.0,175.4,541.8,679.0,297.7,0.0,771.0,606.9,380.5,549.4,228.6,155.4,128.4,577.5,561.3,302.6,562.1,773.9,107.3,495.6,520.6,565.4,177.0,667.8,506.9,592.0,232.9,218.9,211.1,474.0,254.3,579.5,291.6,209.4,389.3,257.1,540.6,156.7,589.7,802.0,206.1,119.6,236.4,525.8,764.6,120.1,266.0,551.8,769.9,572.8,701.6,308.2,349.7,565.3,464.1,659.2,556.0,623.7,690.9,105.6,604.2,479.7,110.5,209.8
NW,524.9,1614.7,348.4,297.0,166.9,488.1,397.9,97.9,222.1,129.1,529.6,487.0,719.4,619.4,490.4,193.6,134.2,633.5,707.6,570.5,118.3,219.4,656.1,521.0,659.0,521.9,301.7,264.1,221.2,639.0,644.1,286.7,631.8,147.5,577.7,133.2,180.1,270.5,587.2,144.0,78.1,621.5,614.3,505.8,609.2,651.3,680.2,641.6,163.3,441.2,284.6,642.4,159.0,607.8,320.5,615.6,113.8,258.6,642.8,537.7,663.6,105.6,488.9,514.8,315.6,224.3,569.9,602.2,621.6,733.2,532.6,604.2,85.8,605.6,62.2,700.9,151.0,591.9,234.8,148.0,512.8,599.8,0.0,184.4,476.0,320.8,671.7,687.4,667.6,312.8,254.3,627.5,255.1,151.1,730.4,263.2,364.6,339.9,683.4,123.1,282.7,273.2,669.4,611.0,603.5,512.9,664.2,272.5,640.6,601.5,494.5,554.1,353.6,779.8,152.9,131.6,717.3,731.8,585.4,327.0,110.4,720.0,658.1,269.1,99.5,247.5,153.7,623.0,546.8,311.8,265.3,246.4,390.6,186.8,141.9,769.4,194.1,280.9,679.9,600.5
OD,509.8,1732.1,236.0,148.4,264.6,425.5,283.1,184.0,105.2,185.6,467.0,428.2,652.7,561.6,427.8,180.8,192.5,576.8,660.0,507.9,168.9,321.6,593.5,469.4,592.2,470.3,172.9,127.8,234.9,576.4,637.3,102.3,569.2,212.7,515.1,245.0,140.4,139.9,524.6,246.2,210.8,585.3,541.0,443.2,546.6,588.7,617.6,579.0,200.9,378.6,209.1,579.8,332.3,556.2,245.5,553.0,272.1,125.2,580.2,486.1,601.0,278.4,473.8,449.1,253.0,229.2,507.3,539.6,630.4,668.2,481.0,584.9,215.8,543.0,202.0,638.3,138.2,529.3,117.9,135.2,497.7,537.2,209.2,0.0,415.1,208.4,609.1,639.8,610.9,256.1,114.8,564.9,138.2,236.0,688.7,174.1,302.0,233.1,620.8,295.9,220.1,160.8,678.2,581.5,567.3,456.2,647.7,96.6,578.0,571.1,442.9,539.0,234.3,732.2,160.1,233.8,660.6,675.1,522.8,264.4,240.4,652.6,632.7,206.5,201.7,140.9,204.3,560.4,484.2,205.2,202.7,87.7,284.0,133.7,61.3,706.8,201.3,218.3,617.3,537.9
OF,96.3,1769.3,343.9,306.9,524.2,48.6,153.1,443.6,283.6,441.0,90.1,97.5,423.7,441.6,70.9,440.4,371.9,173.1,339.9,190.0,428.5,581.2,343.2,125.2,235.3,124.7,288.6,349.2,494.5,162.9,408.8,348.2,417.0,370.5,300.2,458.4,319.8,298.0,173.1,505.8,470.4,373.4,127.5,86.3,144.6,231.8,367.3,328.7,460.5,95.0,281.4,222.9,395.0,212.0,159.8,204.6,442.1,286.1,365.3,104.9,392.3,366.5,60.3,110.4,268.9,248.7,96.7,166.8,367.9,342.3,122.0,368.2,475.4,129.5,423.8,330.4,397.8,409.3,296.3,394.8,82.5,322.3,468.8,368.4,0.0,203.4,366.2,338.2,449.1,264.4,315.8,172.7,316.6,489.7,352.9,250.1,140.0,178.9,317.7,347.8,193.8,217.3,415.7,402.6,393.9,93.4,429.9,334.0,203.4,392.2,82.2,125.5,160.0,404.0,324.6,493.4,320.8,282.7,231.2,280.3,444.6,344.7,453.8,233.4,461.3,254.4,436.5,178.3,70.7,189.9,218.6,345.7,175.4,313.1,338.9,428.0,285.6,234.2,432.9,181.0
OL,382.9,1549.4,192.9,340.5,307.3,287.1,329.3,238.3,265.6,204.0,328.6,286.0,644.7,544.7,289.4,219.1,133.8,432.5,550.1,443.8,200.8,359.8,463.3,379.0,526.1,379.9,345.2,227.2,264.5,438.0,546.9,282.1,557.1,138.9,554.0,213.0,111.5,314.0,426.9,284.4,239.8,494.9,413.3,304.8,431.2,518.4,487.4,448.8,239.2,248.4,216.0,509.5,149.6,465.8,283.5,458.4,238.6,302.1,619.1,395.7,588.9,163.0,346.9,313.8,359.1,31.3,368.9,401.2,540.0,624.9,390.6,446.7,268.2,404.6,178.4,617.0,176.5,517.2,278.3,173.5,370.8,576.1,271.0,227.9,275.0,0.0,597.0,529.9,592.9,274.7,297.8,459.3,298.6,268.4,572.9,306.7,310.0,271.3,596.3,144.3,241.3,92.3,587.8,490.2,476.9,311.9,557.4,316.0,457.2,480.7,352.5,412.1,272.3,622.3,84.2,272.0,609.1,571.0,485.0,370.5,241.1,636.1,537.3,204.9,239.9,178.9,196.1,472.1,345.8,243.2,308.8,280.9,322.0,118.2,185.4,681.8,82.1,324.4,605.2,467.6
OO,271.6,1498.5,670.8,673.4,802.9,415.1,536.3,749.7,650.1,713.4,435.8,464.0,187.2,81.6,437.4,728.5,643.2,503.5,161.0,340.0,734.7,893.7,255.1,404.0,116.4,344.7,655.1,715.7,773.9,491.6,296.1,714.7,107.0,639.5,247.3,727.4,620.9,664.5,352.5,818.3,776.5,196.2,456.2,452.8,223.9,128.3,229.4,166.0,748.6,461.5,648.5,139.6,683.5,446.6,526.3,380.9,808.6,652.6,260.0,326.6,82.3,733.0,306.8,473.8,635.4,590.0,425.4,496.8,189.0,177.7,408.9,189.3,781.5,458.2,712.3,147.8,685.9,172.1,662.8,682.9,283.6,260.2,774.9,734.9,364.7,569.9,0.0,159.3,139.5,610.4,682.3,288.5,683.1,777.8,134.1,616.6,506.5,545.2,243.9,714.3,539.8,580.1,267.4,222.8,215.0,459.9,275.8,700.5,405.9,213.3,375.2,243.0,526.5,183.5,593.6,805.9,60.3,74.8,372.1,646.8,811.1,162.1,266.9,599.9,773.8,620.9,705.5,294.1,399.4,556.4,585.1,712.2,541.9,627.6,705.4,241.3,608.1,600.7,151.8,195.7
OQ,256.4,1509.0,553.4,576.6,721.5,399.9,503.8,668.3,553.7,632.0,420.6,445.0,164.9,220.9,410.5,647.1,561.8,488.3,78.1,302.8,653.3,812.3,99.1,368.0,101.2,329.5,601.1,578.4,692.5,476.4,148.5,618.3,169.8,558.1,192.9,646.0,539.5,550.1,319.5,736.9,692.4,114.8,451.7,437.6,208.7,113.1,123.2,84.6,667.2,390.0,538.1,124.4,602.1,413.6,449.5,347.9,684.6,538.2,205.6,311.4,178.2,609.0,291.6,458.6,620.2,532.1,397.2,481.6,107.6,146.9,393.7,94.1,700.1,443.0,630.9,114.6,604.5,234.9,566.4,601.5,268.4,205.8,693.5,655.9,351.2,471.9,153.8,0.0,187.9,500.0,585.9,273.3,586.7,696.4,100.9,601.4,491.3,487.9,190.6,590.3,429.4,514.5,155.4,141.4,133.6,433.0,176.8,604.1,372.9,131.9,360.0,227.8,516.9,150.3,512.2,724.5,108.4,70.3,317.7,631.6,687.1,133.7,188.5,474.3,692.4,495.3,624.1,278.9,384.2,487.8,569.9,581.7,506.0,546.2,613.4,186.9,526.7,585.5,170.0,180.5
OV,349.3,1546.0,672.6,588.9,833.7,439.8,593.9,725.6,565.6,744.2,422.5,512.0,88.0,115.2,493.7,759.3,674.0,445.1,191.8,258.0,710.5,863.2,211.3,323.2,201.6,359.5,570.6,631.2,804.7,433.2,260.7,630.2,42.2,670.3,148.1,758.2,651.7,580.0,274.7,787.8,752.4,227.0,408.5,509.1,301.6,206.0,276.9,196.8,779.4,517.8,650.3,217.3,714.3,368.8,561.7,303.1,796.8,568.1,160.8,392.2,77.8,721.2,384.5,507.0,550.9,620.8,352.4,438.4,219.8,168.0,395.6,220.1,757.4,399.8,743.1,135.7,716.7,107.3,578.3,713.7,361.3,161.0,750.8,650.4,448.0,582.5,160.5,190.1,0.0,612.2,597.8,315.0,598.6,808.6,211.8,532.1,580.8,619.7,211.7,702.5,541.6,626.7,314.9,253.6,245.8,516.2,323.5,616.0,328.1,244.1,386.9,320.7,600.8,261.2,624.4,775.4,138.0,152.5,272.9,562.3,782.0,154.8,314.4,586.5,743.3,607.5,736.3,310.5,386.2,600.0,500.6,627.7,616.2,658.4,620.9,142.1,638.9,516.2,52.6,273.4
PH,331.1,1717.1,110.1,199.4,402.0,277.6,148.1,359.2,176.5,312.5,319.1,282.8,595.3,520.6,251.3,327.6,224.3,427.1,512.6,392.0,321.7,480.7,446.1,327.2,456.1,328.1,223.9,220.8,373.0,434.1,531.3,275.7,533.0,265.4,502.2,333.9,172.2,172.9,375.1,405.3,372.9,479.3,410.1,268.1,379.4,452.6,470.2,431.6,347.7,231.2,59.7,443.7,317.3,414.0,110.5,406.6,406.3,161.0,567.3,343.9,564.8,330.7,295.1,307.5,236.0,211.2,359.4,395.8,492.2,560.1,338.8,472.9,380.6,400.3,299.3,548.2,285.0,493.1,189.2,282.0,319.0,524.3,374.0,240.6,273.5,167.6,572.9,492.4,568.8,0.0,288.2,407.5,209.5,376.9,535.4,225.1,177.4,138.7,505.3,312.0,72.7,131.5,540.0,524.2,461.3,273.8,532.6,270.0,405.4,514.7,300.7,360.3,139.7,584.8,212.8,392.9,542.9,504.8,433.2,247.4,408.8,562.5,576.3,129.5,360.8,103.5,304.6,420.3,342.6,110.6,185.7,274.5,167.0,165.5,293.9,630.0,249.8,201.3,581.1,401.8
PJ,436.5,1774.3,258.4,143.8,306.8,352.2,238.9,226.2,22.1,221.9,393.7,351.1,583.5,483.5,354.5,223.0,231.8,497.6,586.7,434.6,211.1,273.6,520.2,401.3,523.1,402.2,168.3,131.8,277.1,503.1,605.4,50.9,495.9,254.9,441.8,287.2,219.6,134.6,451.3,288.4,250.3,553.4,478.4,369.9,473.3,515.4,544.3,505.7,243.1,305.3,208.0,506.5,374.5,545.4,184.6,479.7,314.3,120.6,506.9,446.8,527.7,320.6,400.5,378.9,179.7,273.1,434.0,466.3,566.3,597.3,412.9,533.2,258.0,469.7,244.2,565.0,180.4,456.0,23.7,177.4,424.4,463.9,251.4,144.0,340.1,241.7,535.8,566.5,531.7,176.9,0.0,491.6,44.0,272.3,609.5,169.5,228.7,194.8,547.5,338.1,146.8,206.8,614.1,598.3,535.4,377.0,606.7,18.2,504.7,588.8,374.8,465.7,217.7,658.9,202.3,276.0,581.4,595.9,449.5,191.1,282.6,584.1,645.4,133.2,243.9,154.2,246.5,487.1,410.9,166.7,129.4,83.1,241.1,212.9,121.5,633.5,243.5,145.0,544.0,464.6
PN,68.2,1701.7,447.1,470.0,687.3,211.7,332.9,606.7,446.7,602.4,210.6,256.8,288.1,361.2,234.0,603.5,484.4,233.2,272.3,50.3,591.6,744.3,291.8,111.3,171.9,141.3,451.7,512.3,657.6,221.3,341.2,511.3,293.0,480.7,160.5,568.6,482.9,461.1,62.8,668.9,630.8,307.5,196.6,249.4,77.0,164.2,315.9,277.3,623.6,258.1,431.8,155.3,505.2,156.9,322.9,91.2,605.2,449.2,225.6,123.2,328.6,529.6,103.4,270.4,432.0,397.9,140.5,226.5,300.3,270.7,187.6,286.8,638.5,187.9,534.0,283.7,560.9,317.6,459.4,557.9,80.2,182.6,631.9,524.5,163.0,366.5,300.3,270.6,311.1,393.7,478.9,0.0,479.7,652.8,287.0,413.2,303.1,341.8,250.1,510.9,323.1,376.7,348.1,334.1,326.3,256.5,369.5,497.1,116.2,324.6,171.8,57.9,323.1,336.4,434.8,656.5,254.9,216.8,91.5,443.4,607.7,302.8,381.2,396.5,624.4,417.5,546.7,4.4,174.3,353.0,381.7,508.8,338.5,476.2,502.0,288.3,448.7,397.3,293.2,113.4
PQ,446.2,1784.0,268.1,123.7,316.5,361.9,248.6,235.9,31.8,231.6,403.4,360.8,593.2,493.2,364.2,232.7,241.5,507.3,596.4,444.3,220.8,253.5,529.9,411.0,532.8,411.9,148.2,141.5,286.8,512.8,615.1,43.1,505.6,264.6,451.5,296.9,229.3,115.2,461.0,298.1,260.0,563.1,488.1,379.6,483.0,525.1,554.0,515.4,252.8,315.0,217.7,516.2,384.2,555.1,194.3,489.4,324.0,100.5,516.6,456.5,537.4,330.3,410.2,388.6,189.4,282.8,443.7,476.0,576.0,607.0,422.6,542.9,267.7,479.4,253.9,574.7,190.1,465.7,19.1,187.1,434.1,473.6,261.1,153.7,349.8,251.4,545.5,576.2,541.4,186.6,32.9,501.3,0.0,282.0,619.2,149.4,238.4,204.5,557.2,347.8,156.5,216.5,623.8,608.0,545.1,386.7,616.4,51.1,514.4,598.5,384.5,475.4,227.4,668.6,212.0,285.7,591.1,605.6,459.2,200.8,292.3,593.8,655.1,142.9,253.6,163.9,256.2,496.8,420.6,176.4,139.1,63.0,250.8,222.6,131.2,643.2,253.2,154.7,553.7,474.3
PT,547.8,1644.1,374.6,253.2,144.8,529.0,412.6,182.2,263.0,213.4,570.5,531.7,760.3,665.1,531.3,70.4,205.3,674.4,730.5,611.4,202.6,103.6,691.6,543.9,691.0,544.8,277.7,305.0,146.8,679.9,667.0,227.9,672.7,228.4,618.6,267.2,203.0,217.0,591.8,28.2,161.1,644.4,644.5,546.7,596.1,683.3,715.7,677.1,90.5,476.7,338.6,674.4,225.7,630.7,375.0,656.5,230.1,229.4,683.7,560.6,704.5,221.9,511.8,552.6,356.5,244.1,610.8,643.1,644.5,771.7,555.5,651.0,166.1,646.5,116.7,741.8,76.5,632.8,275.7,133.5,535.7,640.7,159.5,200.1,516.9,349.8,712.6,710.3,708.5,353.7,295.2,624.2,250.6,0.0,753.3,278.9,401.5,362.8,724.3,239.4,323.6,308.3,692.3,633.9,626.4,553.8,687.0,245.0,622.1,624.4,517.4,577.0,363.8,802.7,175.8,30.9,758.2,722.7,626.3,367.9,190.7,760.9,681.0,296.4,63.0,270.4,238.0,637.0,587.7,334.7,306.2,192.5,413.5,209.7,182.8,810.3,217.0,321.8,720.8,632.5
