from_stop,AD,AR,AX,BA,BO,CC,CE,CI,CR,CW,DB,DD,DH,DT,DX,EM,EO,ET,FE,FT,FU,FY,FZ,GB,GF,GI,GJ,GL,GR,GS,GT,HD,HG,HT,IC,IH,IQ,IT,IY,JB,JE,JI,JJ,JK,JQ,JR,JT,JY,JZ,KD,KX,LK,LM,LU,LW,LX,LZ,MC,MD,ME,MI,MK,ML,MU,MW,MX,ND,NF,NM,NO,NQ,NS,NX,OB,OG,OK,ON,OQ,OX,OZ,PC,PF,PQ,PR,PY,QA,QG,QH,QM,QS,QW,QY,RK,RP,RY,SB,SH,SI,SL,SX,TD,TF,TQ,TR,TX,UK,UY,UZ,VE,VF,VJ,VM,VO,VP,VW,VX,WA,WE,WI,WJ,WO,WW,XD,XW,YC,YE,YF,YJ,YP,YV,ZD,ZE,ZG,ZL,ZQ,ZR,ZT
NS,694.2,701.1,782.2,189.4,162.5,75.9,405.8,768.6,86.0,257.5,128.5,168.6,649.3,142.8,583.0,813.9,560.4,772.3,845.7,337.7,204.7,774.3,675.8,821.7,754.8,836.7,683.0,764.4,148.5,641.1,764.3,234.6,43.9,139.0,689.8,598.4,102.1,762.7,128.9,748.4,464.1,677.7,692.8,3346.6,645.0,138.8,610.7,699.6,179.6,717.9,254.8,180.3,680.7,219.6,464.2,182.4,178.5,33.1,406.3,131.7,38.0,751.9,403.9,122.3,173.8,675.2,688.5,727.3,152.3,684.4,793.5,0.0,802.0,789.2,61.0,726.7,612.8,737.3,128.4,914.2,266.1,437.2,129.9,255.9,68.9,485.9,836.7,29.2,911.1,831.8,832.8,213.9,787.6,152.1,58.2,195.2,161.9,223.8,794.6,865.3,98.0,749.7,207.1,361.5,783.2,121.7,412.2,865.8,728.3,406.4,793.5,101.0,901.5,144.1,165.5,522.1,791.1,243.2,613.8,247.3,199.8,184.4,788.8,164.3,173.5,26.1,883.6,523.1,53.8,28.8,170.2,595.2,774.6,167.1,816.9,605.6,188.7
NX,175.4,195.5,46.1,667.8,886.5,768.2,494.7,152.1,778.3,660.0,687.1,851.2,294.7,756.7,397.3,72.9,419.9,135.8,58.7,534.3,903.3,58.2,157.7,34.7,168.3,120.6,241.2,204.7,762.4,279.6,127.8,632.1,837.3,705.5,201.6,266.9,849.4,153.5,742.8,123.1,484.9,296.9,231.4,3014.2,313.5,821.4,221.3,168.9,793.5,131.4,652.3,925.3,275.3,786.1,553.1,748.9,870.5,750.1,495.2,847.7,745.2,113.1,492.8,804.9,921.1,156.4,169.7,198.8,766.2,268.7,118.2,793.3,0.0,53.1,856.9,140.2,352.1,134.2,811.0,173.2,663.6,526.1,688.5,734.4,837.3,422.6,120.6,804.3,170.1,29.8,91.8,700.8,201.1,899.4,826.6,720.6,844.5,621.3,178.1,78.3,799.4,71.2,685.5,563.7,186.0,857.7,417.1,124.8,150.2,495.3,211.7,848.3,114.5,891.4,883.5,418.1,50.1,721.6,282.3,764.8,716.4,877.7,47.8,778.2,740.0,819.4,142.6,403.9,847.2,824.7,736.7,302.1,180.2,733.6,100.8,344.9,802.6
OB,162.6,182.7,7.2,655.0,873.7,755.4,481.9,139.3,765.5,647.2,674.3,838.4,281.9,743.9,384.5,85.0,407.1,123.0,116.8,521.5,890.5,27.4,144.9,92.8,155.5,89.8,228.4,191.9,749.6,266.8,115.0,619.3,824.5,692.7,188.8,254.1,836.6,140.7,730.0,110.3,472.1,284.1,218.6,2961.0,300.7,808.6,208.5,156.1,780.7,118.6,639.5,912.5,262.5,773.3,540.3,736.1,857.7,737.3,482.4,834.9,732.4,100.3,480.0,792.1,908.3,143.6,156.9,186.0,753.4,255.9,105.4,780.5,73.1,0.0,844.1,127.4,339.3,121.4,798.2,185.3,650.8,513.3,675.7,721.6,824.5,409.8,89.8,791.5,182.2,102.9,103.9,688.0,188.3,886.6,813.8,707.8,831.7,608.5,165.3,136.4,786.6,58.4,672.7,550.9,173.2,844.9,404.3,136.9,137.4,482.5,198.9,835.5,172.6,878.6,870.7,405.3,62.2,708.8,269.5,752.0,703.6,864.9,59.9,765.4,727.2,806.6,154.7,391.1,834.4,811.9,723.9,289.3,167.4,720.8,70.0,332.1,789.8
OG,755.4,762.3,843.4,249.2,241.2,90.1,467.0,829.8,100.2,318.7,189.7,229.8,710.5,157.0,644.2,875.1,621.6,833.5,906.9,398.9,283.4,835.5,737.0,882.9,816.0,897.9,744.2,825.6,162.7,702.3,825.5,295.8,122.6,153.2,751.0,659.6,180.8,823.9,143.1,809.6,525.3,738.9,754.0,3407.8,706.2,200.0,671.9,760.8,193.8,779.1,316.0,259.0,741.9,233.8,525.4,196.6,257.2,94.3,467.5,210.4,99.2,813.1,465.1,183.5,252.5,736.4,749.7,788.5,166.5,745.6,854.7,78.6,863.2,850.4,0.0,787.9,674.0,798.5,189.6,975.4,327.3,498.4,191.1,303.6,36.3,547.1,897.9,43.4,972.3,893.0,894.0,236.0,848.8,230.8,47.7,217.3,223.1,285.0,855.8,926.5,176.7,810.9,251.7,422.7,844.4,200.4,473.4,927.0,789.5,467.6,854.7,179.7,962.7,222.8,244.2,583.3,852.3,290.8,675.0,308.5,221.9,263.1,850.0,178.5,187.7,104.7,944.8,584.3,132.5,29.7,184.4,656.4,835.8,181.3,878.1,666.8,202.9
OK,108.0,148.5,136.7,600.4,819.1,700.8,427.3,105.1,710.9,592.6,619.7,783.8,227.3,689.3,329.9,168.4,352.5,86.6,200.2,466.9,835.9,128.8,90.3,176.2,45.1,191.2,173.8,157.7,695.0,212.2,69.0,564.7,769.9,638.1,134.2,199.5,782.0,35.9,675.4,21.6,417.5,249.9,164.0,2941.3,246.1,754.0,153.9,121.9,726.1,8.7,584.9,857.9,207.9,718.7,485.7,681.5,803.1,682.7,427.8,780.3,677.8,88.4,425.4,737.5,853.7,89.0,102.3,151.8,698.8,201.3,125.4,725.9,156.5,143.7,789.5,0.0,284.7,10.5,743.6,268.7,596.2,458.7,621.1,667.0,769.9,355.2,191.2,736.9,265.6,186.3,187.3,633.4,77.9,832.0,759.2,653.2,777.1,553.9,131.1,219.8,732.0,104.2,618.1,496.3,139.0,790.3,349.7,220.3,103.2,427.9,164.7,780.9,256.0,824.0,816.1,350.7,145.6,654.2,214.9,697.4,649.0,810.3,143.3,710.8,672.6,752.0,238.1,336.5,779.8,757.3,669.3,234.7,133.2,666.2,171.4,277.5,735.2
ON,238.8,245.7,326.8,438.8,657.5,539.2,265.7,313.2,549.3,431.0,458.1,622.2,192.4,527.7,45.1,358.5,67.7,316.9,393.6,305.3,674.3,318.9,220.4,366.3,304.0,381.3,227.6,309.0,533.4,185.7,308.9,403.1,608.3,476.5,234.4,143.0,620.4,307.3,513.8,293.0,218.3,218.1,237.4,3023.5,189.6,592.4,155.3,244.2,564.5,262.5,423.3,696.3,225.3,557.1,324.1,519.9,641.5,526.7,266.2,618.7,516.2,296.5,263.8,575.9,692.1,219.8,233.1,271.9,537.2,229.0,345.6,564.3,346.6,333.8,627.9,271.3,0.0,281.9,582.0,458.8,434.6,297.1,459.5,505.4,608.3,156.5,381.3,575.3,455.7,379.1,377.4,471.8,332.2,670.4,597.6,496.3,615.5,392.3,339.2,409.9,570.4,294.3,456.5,334.7,327.8,628.7,151.0,410.4,272.9,266.3,338.1,619.3,446.1,662.4,654.5,117.3,335.7,492.6,158.4,535.8,487.4,648.7,333.4,549.2,511.0,590.4,428.4,137.8,618.2,595.7,507.7,139.8,319.2,504.6,361.5,6.3,577.9
OQ,118.6,137.9,126.1,611.0,829.7,711.4,438.6,94.5,721.5,603.2,630.3,794.4,239.0,699.9,340.5,157.8,363.1,76.0,192.9,477.5,846.5,118.2,100.9,165.6,60.3,180.6,184.4,147.1,705.6,222.8,58.4,575.3,786.8,648.7,144.8,210.1,792.6,19.2,680.7,11.1,427.6,235.1,174.6,2951.9,256.7,764.6,164.5,111.3,736.7,19.3,595.5,868.5,218.5,729.3,496.3,692.1,813.7,698.9,438.4,790.9,688.4,77.8,436.0,748.1,864.3,99.6,112.9,141.2,709.4,211.9,114.8,736.5,145.9,133.1,800.1,10.5,295.3,0.0,754.2,258.1,606.8,469.3,631.7,674.4,780.5,365.8,180.6,747.5,255.0,178.4,176.7,644.0,88.5,842.6,769.8,668.5,787.7,564.5,120.5,209.2,742.6,93.6,635.5,506.9,128.4,800.9,360.3,209.7,92.6,438.5,154.1,791.5,245.4,834.6,826.7,361.3,135.0,664.8,225.5,708.0,659.6,820.9,132.7,721.4,683.2,762.6,227.5,347.1,790.4,767.9,679.9,245.3,122.6,676.8,160.8,288.1,750.1
OX,713.6,720.5,801.6,208.8,125.0,186.0,425.9,788.0,196.1,276.9,147.9,105.3,667.2,217.5,602.4,833.3,579.8,791.7,865.1,357.1,149.2,793.7,695.2,841.1,778.8,856.1,702.4,783.8,223.2,660.5,783.7,254.0,122.7,184.3,709.2,617.8,64.6,782.1,203.6,767.8,483.5,697.1,712.2,3366.0,664.4,75.5,630.1,719.0,254.3,737.3,274.2,124.8,700.1,264.9,483.6,227.7,141.0,83.8,425.7,94.2,94.3,771.3,423.3,5.5,118.3,694.6,707.9,746.7,227.0,703.8,812.9,107.5,821.4,808.6,171.1,746.1,632.2,756.7,0.0,933.6,285.5,456.6,149.3,272.2,179.0,505.3,856.1,139.3,930.5,853.9,852.2,233.3,807.0,96.6,168.3,209.5,98.6,243.2,814.0,884.7,80.9,769.1,233.3,380.9,802.6,84.2,431.6,885.2,747.7,425.8,812.9,48.0,920.9,88.6,128.0,541.5,810.5,262.6,633.2,266.7,219.2,146.9,808.2,239.0,218.8,133.6,903.2,542.5,112.3,138.9,215.5,614.6,794.0,212.4,836.3,625.0,267.7
OZ,294.7,314.8,165.4,787.1,1005.8,887.5,614.0,271.4,897.6,779.3,806.4,970.5,414.0,876.0,516.6,88.0,539.2,255.1,141.3,653.6,1022.6,177.5,277.0,165.3,287.6,239.9,360.5,324.0,881.7,398.9,247.1,751.4,956.6,824.8,320.9,386.2,968.7,272.8,862.1,242.4,604.2,416.2,350.7,3133.5,432.8,940.7,340.6,288.2,912.8,250.7,771.6,1044.6,394.6,905.4,672.4,868.2,989.8,869.4,614.5,967.0,864.5,232.4,612.1,924.2,1040.4,275.7,289.0,318.1,885.5,388.0,237.5,912.6,160.3,172.4,976.2,259.5,471.4,253.5,930.3,0.0,782.9,645.4,807.8,853.7,956.6,541.9,239.9,923.6,13.1,190.1,116.1,820.1,320.4,1018.7,945.9,839.9,963.8,740.6,297.4,190.4,918.7,190.5,804.8,683.0,305.3,977.0,536.4,66.1,269.5,614.6,331.0,967.6,198.2,1010.7,1002.8,537.4,110.1,840.9,401.6,884.1,835.7,997.0,120.5,897.5,859.3,938.7,51.0,523.2,966.5,944.0,856.0,421.4,299.5,852.9,220.1,464.2,921.9
PC,558.4,565.3,646.4,248.0,379.2,260.9,270.0,632.8,271.0,88.5,179.8,343.9,513.5,249.4,447.2,678.1,424.6,636.5,709.9,201.9,396.0,638.5,540.0,685.9,619.0,700.9,547.2,628.6,255.1,505.3,628.5,78.6,330.0,198.2,554.0,462.6,342.1,626.9,235.5,612.6,328.3,541.9,557.0,3210.8,509.2,314.1,474.9,563.8,286.2,582.1,98.8,418.0,544.9,278.8,328.4,241.6,363.2,242.8,270.5,340.4,237.9,616.1,268.1,297.6,413.8,539.4,552.7,591.5,258.9,548.6,657.7,286.0,666.2,653.4,349.6,590.9,477.0,601.5,303.7,778.4,0.0,301.4,181.2,201.9,330.0,350.1,700.9,297.0,775.3,696.0,697.0,193.5,651.8,392.1,319.3,278.7,337.2,67.8,658.8,729.5,292.1,613.9,243.6,225.7,647.4,350.4,276.4,730.0,592.5,270.6,657.7,341.0,765.7,384.1,376.2,386.3,655.3,214.7,478.0,193.3,274.5,370.4,653.0,270.9,232.7,312.1,747.8,387.3,339.9,317.4,229.4,459.4,638.8,226.3,681.1,469.8,295.3
PF,591.4,598.3,679.4,161.7,380.4,262.1,202.3,665.8,272.2,153.9,181.0,345.1,546.5,250.6,379.5,711.1,356.9,669.5,742.9,134.2,397.2,671.5,573.0,718.9,652.0,733.9,580.2,661.6,256.3,538.3,661.5,126.0,331.2,199.4,587.0,495.6,343.3,659.9,236.7,645.6,260.6,574.9,590.0,3143.1,542.2,315.3,507.9,596.8,287.4,615.1,146.2,419.2,577.9,280.0,26.9,242.8,364.4,244.0,202.8,341.6,239.1,649.1,200.4,298.8,415.0,572.4,585.7,624.5,260.1,581.6,690.7,287.2,699.2,686.4,350.8,623.9,510.0,634.5,304.9,811.4,157.5,0.0,182.4,228.3,331.2,282.4,733.9,298.2,808.3,729.0,730.0,194.7,684.8,393.3,320.5,214.5,338.4,115.2,691.8,762.5,293.3,646.9,179.4,158.0,680.4,351.6,208.7,763.0,625.5,202.9,690.7,342.2,798.7,385.3,377.4,318.6,688.3,215.5,511.0,258.7,210.3,371.6,686.0,272.1,233.9,313.3,780.8,319.6,341.1,318.6,230.6,492.4,671.8,227.5,714.1,502.8,296.5
PQ,564.2,571.1,652.2,59.4,442.1,204.1,275.8,638.6,214.2,127.5,133.1,395.0,517.8,191.0,453.0,683.9,430.4,642.3,715.7,207.7,338.7,644.3,545.8,691.7,629.4,706.7,553.0,634.4,196.7,511.1,634.3,104.6,329.8,139.8,559.8,468.4,381.7,632.7,177.1,618.4,334.6,547.7,562.8,3216.6,515.0,365.2,480.7,569.6,227.8,587.9,124.8,459.9,550.7,220.4,334.2,183.2,431.1,260.0,276.3,391.5,249.5,621.9,273.9,348.7,453.4,545.2,558.5,597.3,200.5,554.4,671.0,279.5,672.0,659.2,296.1,596.7,482.8,607.3,354.8,784.2,136.1,307.2,0.0,122.8,273.2,355.9,706.7,240.2,781.1,704.5,702.8,92.4,657.6,431.7,262.5,112.2,388.3,93.8,664.6,735.3,343.2,619.7,83.9,231.5,653.2,401.3,282.2,735.8,598.3,276.4,663.5,380.6,771.5,423.7,444.1,392.1,661.1,113.2,483.8,117.3,108.0,313.1,658.8,212.5,174.3,305.6,753.6,393.1,333.4,263.9,171.0,465.2,644.6,167.9,686.9,475.6,241.2
PR,591.6,601.7,679.6,46.0,357.5,223.2,303.9,666.0,233.3,112.9,152.2,322.2,545.2,210.1,480.4,711.3,457.8,669.7,746.4,235.1,374.3,671.7,573.2,719.1,656.8,737.3,580.4,661.8,215.8,538.5,661.7,132.0,348.9,155.7,587.2,495.8,400.8,660.1,190.9,645.8,362.0,570.9,590.2,3244.0,542.4,292.4,508.1,597.0,246.9,615.3,152.2,479.0,578.1,239.5,361.6,202.3,338.3,275.9,303.7,318.7,268.6,649.3,301.3,275.9,472.5,572.6,585.9,624.7,219.6,581.8,698.4,298.6,699.4,686.6,315.2,624.1,513.4,634.7,282.0,811.6,163.5,334.6,153.6,0.0,292.3,383.3,734.1,259.3,808.5,731.9,730.2,114.3,685.0,450.8,282.7,81.4,315.5,121.2,692.0,762.7,270.4,647.1,48.4,258.9,680.6,328.7,312.8,763.2,625.7,303.8,690.9,399.7,798.9,442.8,354.5,419.5,688.5,12.7,511.2,59.5,72.5,348.7,686.2,228.4,193.4,321.5,781.2,420.5,352.5,283.0,190.1,492.6,672.0,187.0,714.3,503.0,257.1
PY,737.9,744.8,825.9,228.7,251.5,69.6,449.5,812.3,79.7,301.2,172.2,240.1,693.0,136.5,626.7,857.6,604.1,816.0,889.4,381.4,293.7,818.0,719.5,865.4,798.5,880.4,726.7,808.1,142.2,684.8,808.0,278.3,132.9,132.7,733.5,642.1,191.1,806.4,122.6,792.1,507.8,721.4,736.5,3390.3,688.7,210.3,654.4,743.3,173.3,761.6,298.5,269.3,724.4,213.3,507.9,176.1,267.5,104.6,450.0,220.7,109.5,795.6,447.6,193.8,262.8,718.9,732.2,771.0,146.0,728.1,837.2,88.9,845.7,832.9,58.7,770.4,656.5,781.0,199.9,957.9,309.8,480.9,173.6,283.1,0.0,529.6,880.4,49.6,954.8,875.5,876.5,215.5,831.3,241.1,10.6,196.8,233.4,267.5,838.3,909.0,187.0,793.4,231.2,405.2,826.9,210.7,455.9,909.5,772.0,450.1,837.2,190.0,945.2,233.1,254.5,565.8,834.8,270.3,657.5,291.0,201.4,273.4,832.5,158.0,167.2,115.0,927.3,566.8,142.8,64.8,163.9,638.9,818.3,160.8,860.6,649.3,182.4
QA,298.9,305.8,386.9,370.9,589.6,471.3,197.8,373.3,481.4,363.1,390.2,554.3,254.0,459.8,207.3,418.6,184.7,377.0,450.4,237.4,606.4,379.0,280.5,426.4,359.5,441.4,287.7,369.1,465.5,245.8,369.0,335.2,540.4,408.6,294.5,203.1,552.5,367.4,445.9,353.1,150.9,282.4,297.5,3083.6,249.7,524.5,215.4,304.3,496.6,322.6,355.4,628.4,285.4,489.2,256.2,452.0,573.6,453.2,198.3,550.8,448.3,356.6,195.9,508.0,624.2,279.9,293.2,332.0,469.3,289.1,398.2,496.4,406.7,393.9,560.0,331.4,171.8,342.0,514.1,518.9,366.7,229.2,391.6,437.5,540.4,0.0,441.4,507.4,515.8,436.5,437.5,403.9,392.3,602.5,529.7,423.7,547.6,324.4,399.3,470.0,502.5,354.4,388.6,266.8,387.9,560.8,66.0,470.5,333.0,198.4,398.2,551.4,506.2,594.5,586.6,146.4,395.8,424.7,218.5,467.9,419.5,580.8,393.5,481.3,443.1,522.5,488.3,134.7,550.3,527.8,439.8,199.9,379.3,436.7,421.6,164.6,505.7
QG,217.8,237.9,70.5,710.2,928.9,810.6,537.1,194.5,820.7,702.4,729.5,893.6,337.1,799.1,439.7,120.2,462.3,178.2,152.0,576.7,945.7,44.8,200.1,128.0,210.7,0.0,283.6,247.1,804.8,322.0,170.2,674.5,879.7,747.9,244.0,309.3,891.8,195.9,785.2,165.5,527.3,339.3,273.8,3038.6,355.9,863.8,263.7,211.3,835.9,173.8,694.7,967.7,317.7,828.5,595.5,791.3,912.9,792.5,537.6,890.1,787.6,155.5,535.2,847.3,963.5,198.8,212.1,241.2,808.6,311.1,160.6,835.7,108.3,77.5,899.3,182.6,394.5,176.6,853.4,220.5,706.0,568.5,730.9,776.8,879.7,465.0,0.0,846.7,217.4,138.1,139.1,743.2,243.5,941.8,869.0,763.0,886.9,663.7,220.5,171.6,841.8,113.6,727.9,606.1,228.4,900.1,459.5,172.1,192.6,537.7,254.1,890.7,207.8,933.8,925.9,460.5,97.4,764.0,324.7,807.2,758.8,920.1,95.1,820.6,782.4,861.8,189.9,446.3,889.6,867.1,779.1,344.5,222.6,776.0,75.9,387.3,845.0
QH,714.9,721.8,802.9,205.7,201.8,46.6,426.5,789.3,56.7,278.2,149.2,190.4,670.0,113.5,603.7,834.6,581.1,793.0,866.4,358.4,244.0,795.0,696.5,842.4,775.5,857.4,703.7,785.1,119.2,661.8,785.0,255.3,83.2,109.7,710.5,619.1,141.4,783.4,99.6,769.1,484.8,698.4,713.5,3367.3,665.7,160.6,631.4,720.3,150.3,738.6,275.5,219.6,701.4,190.3,484.9,153.1,217.8,54.9,427.0,171.0,59.8,772.6,424.6,144.1,213.1,695.9,709.2,748.0,123.0,705.1,814.2,39.2,822.7,809.9,55.8,747.4,633.5,758.0,150.2,934.9,286.8,457.9,150.6,260.1,39.6,506.6,857.4,0.0,931.8,852.5,853.5,192.5,808.3,191.4,28.9,173.8,183.7,244.5,815.3,886.0,137.3,770.4,208.2,382.2,803.9,161.0,432.9,886.5,749.0,427.1,814.2,140.3,922.2,183.4,204.8,542.8,811.8,247.3,634.5,268.0,178.4,223.7,809.5,135.0,144.2,65.3,904.3,543.8,93.1,23.6,140.9,615.9,795.3,137.8,837.6,626.3,159.4
QM,305.0,325.1,175.7,797.4,1016.1,897.8,624.3,281.7,907.9,789.6,816.7,980.8,425.4,886.3,526.9,100.6,549.5,265.4,130.3,663.9,1032.9,187.8,287.3,157.6,302.5,250.2,370.8,334.3,892.0,409.2,257.4,761.7,973.2,835.1,331.2,396.5,979.0,283.1,872.4,252.7,614.0,426.5,361.0,3140.2,443.1,951.0,350.9,298.5,923.1,261.0,781.9,1054.9,404.9,915.7,682.7,878.5,1000.1,885.3,624.8,977.3,874.8,242.7,622.4,934.5,1050.7,286.0,299.3,328.4,895.8,398.3,255.3,922.9,170.6,182.7,986.5,269.8,481.7,263.8,940.6,12.5,793.2,655.7,818.1,864.0,966.9,552.2,250.2,933.9,0.0,203.1,128.7,830.4,330.7,1029.0,956.2,850.2,974.1,750.9,307.7,182.7,929.0,200.8,821.9,693.3,315.6,987.3,546.7,55.7,279.8,624.9,341.3,977.9,190.5,1021.0,1013.1,547.7,122.7,851.2,411.9,894.4,846.0,1007.3,132.7,907.8,869.6,949.0,37.7,533.5,976.8,954.3,866.3,431.7,309.8,863.2,230.4,474.5,936.5
QS,207.9,228.0,78.6,700.3,919.0,800.7,527.7,184.6,810.8,692.5,719.6,883.7,328.3,789.2,429.8,105.4,452.4,168.3,91.2,566.8,935.8,90.7,190.2,67.2,205.4,153.1,273.7,237.2,794.9,312.1,160.3,664.6,876.1,738.0,234.1,299.4,881.9,186.0,770.0,155.6,516.9,329.4,263.9,3046.7,346.0,853.9,253.8,201.4,826.0,163.9,684.8,957.8,307.8,818.6,585.6,781.4,903.0,788.2,527.7,880.2,777.7,145.6,525.3,837.4,953.6,188.9,202.2,231.3,798.7,301.2,158.2,825.8,32.5,85.6,889.4,172.7,384.6,166.7,843.5,205.7,696.1,558.6,721.0,763.7,869.8,455.1,153.1,836.8,197.3,0.0,124.3,733.3,233.6,931.9,859.1,753.1,877.0,653.8,210.6,73.0,831.9,103.7,724.8,596.2,218.5,890.2,449.6,152.0,182.7,527.8,244.2,880.8,147.0,923.9,916.0,450.6,82.6,754.1,314.8,797.3,748.9,910.2,80.3,810.7,772.5,851.9,170.0,436.4,879.7,857.2,769.2,334.6,212.7,766.1,133.3,377.4,839.4
QW,212.4,232.5,83.1,704.8,923.5,805.2,531.7,189.1,815.3,697.0,724.1,888.2,332.8,793.7,434.3,34.9,456.9,172.8,115.0,571.3,940.3,95.2,194.7,97.7,209.9,157.6,278.2,241.7,799.4,316.6,164.8,669.1,880.6,742.5,238.6,303.9,886.4,190.5,779.8,160.1,521.9,329.7,268.4,3051.2,350.5,858.4,258.3,205.9,830.5,168.4,689.3,962.3,312.3,823.1,590.1,785.9,907.5,792.7,532.2,884.7,782.2,150.1,529.8,841.9,958.1,193.4,206.7,235.8,803.2,305.7,162.7,830.3,78.0,90.1,893.9,177.2,389.1,171.2,848.0,135.2,700.6,563.1,725.5,768.2,874.3,459.6,157.6,841.3,146.4,110.5,0.0,737.8,238.1,936.4,864.7,762.3,881.5,658.3,215.1,141.3,836.4,108.2,729.3,600.7,223.0,894.7,454.1,101.1,187.2,532.3,248.7,885.3,171.9,928.4,920.5,455.1,27.8,758.6,319.3,801.8,753.4,914.7,38.2,815.2,777.0,856.4,118.9,440.9,884.2,861.7,773.7,339.1,217.2,770.6,137.8,381.9,843.9
QY,603.8,610.7,691.8,47.3,403.8,165.8,315.9,678.2,175.9,167.1,94.8,356.7,557.4,152.7,492.6,723.5,470.0,681.9,755.3,247.3,354.3,683.9,585.4,731.3,669.0,746.3,592.6,674.0,158.4,550.7,673.9,144.2,291.5,101.5,599.4,508.0,343.4,672.3,138.8,658.0,373.7,587.3,602.4,3256.2,554.6,326.9,520.3,609.2,189.5,627.5,164.4,421.6,590.3,182.1,373.8,144.9,392.8,221.7,315.9,353.2,211.2,661.5,313.5,310.4,415.1,584.8,598.1,636.9,162.2,594.0,710.6,241.2,711.6,698.8,257.8,636.3,522.4,646.9,316.5,823.8,175.7,346.8,96.2,113.9,234.9,395.5,746.3,201.9,820.7,744.1,742.4,0.0,697.2,393.4,224.2,81.5,350.0,133.4,704.2,774.9,304.9,659.3,65.0,271.1,692.8,363.0,321.8,775.4,637.9,316.0,703.1,342.3,811.1,385.4,405.8,431.7,700.7,101.1,523.4,156.9,91.2,328.7,698.4,174.2,136.0,267.3,793.2,432.7,295.1,225.6,132.7,504.8,684.2,129.6,726.5,515.2,202.9
RK,130.4,200.5,170.7,622.8,841.5,723.2,449.7,157.1,733.3,615.0,642.1,806.2,249.7,711.7,352.3,202.4,374.9,156.1,234.2,489.3,858.3,162.8,112.7,210.2,24.2,225.2,196.2,209.7,717.4,234.6,138.5,587.1,792.3,660.5,156.6,221.9,804.4,105.4,697.8,91.1,439.9,301.9,186.4,2963.7,268.5,776.4,176.3,173.9,748.5,60.6,607.3,880.3,230.3,741.1,508.1,703.9,825.5,705.1,450.2,802.7,700.2,140.4,447.8,759.9,876.1,111.4,124.7,203.8,721.2,223.7,182.0,748.3,190.5,177.7,811.9,69.4,307.1,80.0,766.0,302.7,618.6,481.1,643.5,689.4,792.3,377.6,225.2,759.3,299.6,220.3,221.3,655.8,0.0,854.4,781.6,675.6,799.5,576.3,183.1,253.8,754.4,138.2,640.5,518.7,191.0,812.7,372.1,254.3,155.2,450.3,216.7,803.3,290.0,846.4,838.5,373.1,179.6,676.6,237.3,719.8,671.4,832.7,177.3,733.2,695.0,774.4,272.1,358.9,802.2,779.7,691.7,257.1,185.2,688.6,205.4,299.9,757.6
RP,813.6,820.5,901.6,308.8,127.0,238.2,525.2,888.0,248.3,376.9,247.9,170.0,768.7,305.1,702.4,933.3,679.8,891.7,965.1,457.1,52.5,893.7,795.2,941.1,874.2,956.1,802.4,883.8,310.8,760.5,883.7,354.0,118.1,284.3,809.2,717.8,80.0,882.1,291.2,867.8,583.5,797.1,812.2,3508.2,764.4,135.9,730.1,819.0,341.9,837.3,374.2,46.5,800.1,364.9,583.6,327.7,143.0,189.4,525.7,109.6,194.3,871.3,523.3,111.5,53.0,794.6,807.9,846.7,314.6,803.8,912.9,162.2,921.4,908.6,223.3,846.1,732.2,856.7,105.9,1033.6,385.5,556.6,249.3,375.3,231.2,605.3,956.1,191.5,1030.5,951.2,952.2,333.3,907.0,0.0,220.5,314.6,163.3,343.2,914.0,984.7,110.6,869.1,326.5,480.9,902.6,99.6,531.6,985.2,847.7,525.8,912.9,60.9,1020.9,26.6,130.0,641.5,910.5,362.6,733.2,366.7,319.2,76.9,908.2,326.6,318.8,136.1,1003.0,642.5,107.7,191.1,315.5,714.6,894.0,312.4,936.3,725.0,351.0
RY,727.2,734.1,815.2,218.0,240.8,58.9,439.5,801.6,69.0,290.5,161.5,229.4,680.8,125.8,616.0,846.9,593.4,805.3,882.0,370.7,283.0,807.3,708.8,854.7,792.4,869.7,716.0,797.4,131.5,674.1,797.3,267.6,128.5,122.0,722.8,631.4,180.4,795.7,106.6,781.4,497.6,706.5,725.8,3379.6,678.0,199.6,643.7,732.6,162.6,750.9,288.9,258.6,713.7,202.6,497.2,165.4,256.8,88.3,439.3,210.0,98.8,784.9,436.9,183.1,252.1,708.2,721.5,760.3,135.3,717.4,834.0,78.2,835.0,822.2,50.1,759.7,645.8,770.3,189.2,947.2,299.1,470.2,162.9,269.2,10.6,518.9,869.7,38.9,944.1,867.5,865.8,204.8,820.6,230.4,0.0,181.0,222.7,256.8,827.6,898.3,176.3,782.7,214.0,394.5,816.2,200.0,445.2,898.8,761.3,439.4,826.5,179.3,934.5,222.4,243.8,555.1,824.1,259.6,646.8,280.3,190.7,262.7,821.8,147.3,156.5,104.3,916.8,556.1,132.1,56.2,153.2,628.2,807.6,150.1,849.9,638.6,176.0
