from_stop,AL,AO,AV,BF,BI,BK,BM,BQ,BR,CH,CI,CR,CS,CT,CZ,DA,DD,DF,DK,DL,DN,DO,EB,EI,EJ,EK,EL,EO,ES,EU,FB,FF,FU,FW,FX,GC,GJ,GL,GS,GV,GX,HK,HR,HS,HU,HV,HZ,IG,IJ,IQ,JA,JE,JF,JZ,KF,KJ,KL,KM,KN,KU,KW,KX,KY,LB,LE,LG,LO,LR,LW,MA,MD,MJ,MM,MO,MR,MW,MY,NE,NO,NQ,NR,NT,NU,NW,OI,OQ,OX,OZ,PC,PH,PJ,PK,PQ,PR,PS,PZ,QD,QE,QG,QK,QN,RB,RC,RE,RH,RL,RT,RW,SA,SJ,SL,SM,SP,SQ,SX,SY,TC,TD,TE,TL,TU,UA,UB,UD,UF,UG,UN,UQ,UT,UZ,VE,VK,VL,VQ,VT,WF,WH,WL,WO,WP,WU,WV,XA,XD,XF,XH,XQ,XT,XX,YB,YH,YQ,YV,YY,YZ,ZB,ZP,ZV,ZX
KX,137.1,92.7,741.2,770.4,629.0,765.7,207.3,159.4,756.9,59.0,236.7,105.6,757.3,657.7,647.0,531.8,898.4,862.2,861.5,690.7,610.2,890.9,910.1,913.4,909.5,830.0,651.1,873.6,849.5,448.0,787.8,440.4,474.1,386.4,848.8,868.8,765.3,134.7,617.6,106.9,161.4,118.5,121.0,942.9,943.9,554.2,658.0,87.9,332.7,203.8,192.7,136.4,219.0,823.3,744.9,847.1,1233.2,801.7,837.5,82.0,740.6,0.0,722.0,327.6,705.8,896.6,196.2,116.7,396.3,238.6,151.5,135.7,904.9,362.0,274.3,77.4,87.4,868.4,55.1,911.1,887.4,221.7,659.0,665.7,830.0,114.4,136.2,870.2,732.1,865.1,937.8,334.6,578.6,946.1,144.6,113.8,415.3,147.5,583.8,796.9,349.6,612.6,248.7,735.9,429.5,942.6,219.3,116.1,100.9,144.4,900.3,207.8,931.5,59.4,911.5,858.7,520.3,125.2,124.7,601.6,883.5,167.6,197.7,689.1,885.9,832.5,930.9,893.3,83.8,615.4,909.3,678.9,945.4,397.9,269.5,44.0,140.0,92.6,799.4,219.1,620.8,838.5,854.6,633.1,152.8,232.6,836.2,157.5,870.2,135.8,748.1,212.5,606.2,238.7,89.3,913.0,58.1,690.9,117.3
KY,704.8,717.5,212.2,107.6,233.7,449.1,776.2,784.2,34.9,748.1,504.6,730.4,94.5,262.4,167.0,428.9,348.3,482.1,263.1,74.3,306.8,358.8,417.9,363.3,359.4,231.6,255.8,275.2,357.3,426.5,164.9,287.6,379.0,341.1,465.9,347.7,444.1,770.9,393.0,780.6,747.6,743.3,745.8,392.8,345.5,323.0,262.7,761.6,395.4,638.4,627.4,734.1,513.1,367.0,146.5,248.7,1490.7,138.9,454.6,615.4,329.7,689.0,0.0,400.5,176.5,399.4,558.0,664.4,403.8,669.2,737.7,681.7,372.8,401.5,455.7,702.2,655.1,371.2,744.2,390.0,415.2,629.2,263.7,185.7,447.1,688.6,615.2,271.8,203.1,392.9,405.7,495.5,347.4,396.0,769.4,681.5,449.0,623.9,333.6,414.0,474.4,381.4,694.9,206.9,298.3,279.8,521.5,789.8,725.7,663.7,428.1,672.0,399.4,684.2,259.2,485.6,269.1,625.9,781.7,403.6,362.4,614.0,661.9,293.8,335.8,381.9,479.9,372.2,750.4,108.0,458.3,283.6,297.7,330.2,460.5,733.1,765.1,717.4,136.6,653.7,225.5,387.9,471.7,237.8,777.6,696.8,237.8,603.9,373.0,760.6,219.1,506.6,375.0,684.9,637.0,281.6,747.2,191.8,665.6
LB,303.2,315.9,412.5,441.7,300.3,437.0,374.6,382.6,428.2,346.5,103.0,328.8,428.6,329.0,318.3,203.1,569.7,533.5,532.8,362.0,229.3,562.2,639.3,584.7,580.8,501.3,322.4,544.9,578.7,191.4,459.1,111.7,153.2,57.7,520.1,569.1,436.6,369.3,288.9,379.0,346.0,341.7,344.2,614.2,615.2,225.5,329.3,360.0,4.0,236.8,225.8,332.5,111.5,588.4,416.2,518.4,1296.3,473.0,508.8,213.8,411.9,287.4,393.3,0.0,377.1,647.9,156.4,262.8,67.6,267.6,336.1,280.1,576.2,33.3,54.1,300.6,253.5,622.3,342.6,610.2,652.6,227.6,330.3,337.0,501.3,287.0,213.6,541.5,403.4,619.0,609.1,93.9,249.9,617.4,367.8,279.9,86.6,222.3,256.1,468.2,127.7,283.9,293.3,407.2,100.8,613.9,119.9,388.2,324.1,262.1,641.7,270.4,602.8,282.6,546.7,530.0,191.6,224.3,380.1,300.3,615.3,212.4,260.3,360.4,557.2,586.4,602.2,605.5,348.8,286.7,580.6,350.2,616.7,69.2,58.9,331.5,363.5,315.8,470.7,252.1,292.1,592.4,525.9,304.4,376.0,295.2,507.5,202.3,624.1,359.0,419.4,105.0,277.5,283.3,235.4,584.3,345.6,362.2,264.0
LE,693.7,706.4,35.3,77.8,222.6,463.8,765.1,773.1,224.8,737.0,493.5,719.3,176.2,164.7,56.9,417.8,363.0,496.8,319.5,179.6,295.7,373.5,432.6,378.0,374.1,288.0,244.7,331.6,372.0,415.4,179.6,276.5,367.9,330.0,480.6,362.4,458.8,759.8,381.9,769.5,736.5,732.2,734.7,407.5,401.9,311.9,251.6,750.5,384.3,627.3,616.3,723.0,502.0,381.7,222.4,305.1,1479.6,153.6,469.3,604.3,152.8,677.9,189.9,389.4,0.0,414.1,546.9,653.3,392.7,658.1,726.6,670.6,387.5,390.4,444.6,691.1,644.0,385.9,733.1,404.7,429.9,618.1,163.4,40.4,461.8,677.5,604.1,328.2,26.2,407.6,420.4,484.4,336.3,410.7,758.3,670.4,437.9,612.8,322.5,428.7,463.3,370.3,683.8,30.0,287.2,244.4,510.4,778.7,714.6,652.6,442.8,660.9,414.1,673.1,273.9,500.3,258.0,614.8,770.6,392.5,377.1,602.9,650.8,134.0,350.5,396.6,494.6,386.9,739.3,104.3,473.0,144.2,312.4,319.1,449.4,722.0,754.0,706.3,151.3,642.6,214.4,402.6,486.4,186.5,766.5,685.7,294.2,592.8,387.7,749.5,42.2,495.5,363.9,673.8,625.9,296.3,736.1,15.2,654.5
LG,915.7,928.4,418.3,332.7,496.9,312.9,987.1,974.2,415.2,959.0,724.2,941.3,366.6,566.7,458.6,656.9,166.8,276.2,275.2,415.4,533.6,94.8,178.6,188.9,156.8,269.5,519.0,287.3,118.0,467.8,311.0,514.4,607.0,587.1,318.0,121.4,307.9,981.8,406.4,991.5,958.5,954.2,956.7,195.1,316.2,592.7,525.9,972.5,641.4,849.3,838.3,945.0,724.0,146.2,343.7,252.4,1568.9,285.0,300.9,826.3,554.8,899.9,380.3,654.3,401.6,0.0,768.9,875.3,649.8,880.1,948.6,892.6,155.9,647.5,675.3,913.1,866.0,67.8,955.1,141.1,138.3,840.1,565.4,442.1,308.4,899.5,826.1,281.2,427.4,98.0,70.3,715.1,574.2,189.7,959.4,892.4,695.0,834.8,560.4,351.5,720.4,608.2,905.8,432.0,525.1,304.6,732.4,1000.7,936.6,874.6,151.2,882.9,71.1,895.1,164.1,279.7,495.9,836.8,992.6,686.8,136.1,824.9,872.8,536.0,129.5,146.7,274.0,145.9,961.3,449.1,252.4,546.2,202.6,576.2,680.1,944.0,976.0,928.3,282.7,864.6,488.7,123.0,312.2,501.0,967.6,907.7,263.3,814.8,25.9,971.5,411.4,717.5,601.8,895.8,847.9,186.5,958.1,416.9,876.5
LO,227.7,207.7,597.7,626.9,485.5,622.2,299.1,274.4,613.4,238.3,111.2,220.6,613.8,514.2,503.5,388.3,754.9,718.7,718.0,547.2,414.5,747.4,766.6,769.9,766.0,686.5,507.6,730.1,706.0,340.9,644.3,296.9,348.6,242.9,705.3,725.3,621.8,261.1,474.1,270.8,270.5,233.5,236.0,799.4,800.4,410.7,514.5,251.8,189.2,80.3,69.3,251.4,93.5,679.8,601.4,703.6,1324.3,658.2,694.0,175.8,597.1,179.2,578.5,184.1,562.3,753.1,0.0,224.8,252.8,111.1,260.6,125.5,761.4,218.5,148.8,192.4,178.0,724.9,234.4,767.6,743.9,71.1,515.5,522.2,686.5,211.5,59.0,726.7,588.6,721.6,794.3,209.1,435.1,802.6,259.6,204.4,271.8,67.7,441.3,653.4,224.1,469.1,136.8,592.4,286.0,799.1,44.9,280.0,215.9,107.5,756.8,113.9,788.0,174.4,768.0,715.2,376.8,69.7,271.9,485.5,740.0,57.8,103.8,545.6,742.4,689.0,787.4,749.8,240.6,471.9,765.8,535.4,801.9,254.4,144.0,223.3,255.3,207.6,655.9,95.6,477.3,695.0,711.1,489.6,267.8,138.7,692.7,47.7,726.7,250.8,604.6,87.0,462.7,126.8,197.4,769.5,237.4,547.4,109.4
LR,91.0,121.7,713.1,742.3,600.9,737.6,162.4,188.4,728.8,152.3,208.6,134.6,729.2,629.6,618.9,503.7,870.3,834.1,833.4,662.6,529.9,862.8,882.0,885.3,881.4,801.9,623.0,845.5,821.4,419.9,759.7,412.3,446.0,358.3,820.7,840.7,737.2,175.1,589.5,184.8,133.8,136.6,150.0,914.8,915.8,526.1,629.9,165.8,304.6,188.4,177.3,120.3,190.9,795.2,716.8,819.0,1205.6,773.6,809.4,53.9,712.5,93.2,693.9,299.5,677.7,868.5,180.8,0.0,368.2,223.2,123.9,120.3,876.8,333.9,246.2,110.1,41.3,840.3,148.4,883.0,859.3,206.3,630.9,637.6,801.9,74.8,120.8,842.1,704.0,837.0,909.7,306.5,550.5,918.0,173.6,67.7,387.2,132.1,612.8,768.8,321.5,584.5,233.3,707.8,401.4,914.5,203.9,194.0,129.9,129.0,872.2,192.4,903.4,88.4,883.4,830.6,492.2,109.8,185.9,630.6,855.4,152.2,182.3,661.0,857.8,804.4,902.8,865.2,154.6,587.3,881.2,650.8,917.3,369.8,241.4,137.3,169.3,121.6,771.3,203.7,592.7,810.4,826.5,605.0,181.8,217.2,808.1,142.1,842.1,164.8,720.0,184.4,578.1,223.3,23.1,884.9,151.4,662.8,101.9
LW,376.5,389.2,400.4,429.6,288.2,424.9,447.9,455.9,416.1,419.8,190.3,402.1,416.5,316.9,306.2,191.0,557.6,521.4,520.7,349.9,217.2,550.1,627.2,572.6,568.7,489.2,310.3,532.8,566.6,179.3,447.0,99.6,141.1,45.6,508.0,557.0,424.5,442.6,276.8,452.3,419.3,415.0,417.5,602.1,603.1,213.4,317.2,433.3,67.1,310.1,299.1,405.8,184.8,576.3,404.1,506.3,1441.5,460.9,496.7,287.1,399.8,360.7,381.2,72.2,365.0,635.8,229.7,336.1,0.0,340.9,409.4,353.4,564.1,73.2,127.4,373.9,326.8,580.5,415.9,598.1,640.5,300.9,318.2,324.9,489.2,360.3,286.9,529.4,391.3,602.2,597.0,167.2,237.8,605.3,441.1,353.2,120.7,295.6,244.0,456.1,128.1,271.8,366.6,395.1,88.7,601.8,193.2,461.5,397.4,335.4,629.6,343.7,590.7,355.9,534.6,517.9,179.5,297.6,453.4,288.2,603.2,285.7,333.6,348.3,545.1,591.2,590.1,593.4,422.1,274.6,568.5,338.1,604.6,57.1,146.2,404.8,436.8,389.1,458.6,325.4,280.0,597.2,513.8,292.3,449.3,368.5,495.4,275.6,582.3,432.3,407.3,178.3,265.4,356.6,308.7,572.2,418.9,350.1,337.3
MA,252.3,232.3,693.9,723.1,581.7,718.4,323.7,299.0,709.6,262.9,207.4,245.2,710.0,610.4,599.7,484.5,851.1,814.9,814.2,643.4,510.7,843.6,862.8,866.1,862.2,782.7,603.8,826.3,802.2,437.1,740.5,393.1,444.8,339.1,801.5,821.5,718.0,285.7,570.3,295.4,295.1,258.1,260.6,895.6,896.6,506.9,610.7,276.4,285.4,48.2,57.1,276.0,189.7,776.0,697.6,799.8,1357.2,754.4,790.2,197.2,693.3,203.8,674.7,280.3,658.5,849.3,96.1,231.9,349.0,0.0,285.2,150.1,857.6,314.7,245.0,217.0,202.6,821.1,259.0,863.8,840.1,36.3,611.7,618.4,782.7,236.1,83.6,822.9,684.8,817.8,890.5,305.3,531.3,898.8,284.2,229.0,368.0,110.3,537.5,749.6,320.3,565.3,142.5,688.6,382.2,895.3,141.1,304.6,240.5,132.1,853.0,119.6,884.2,199.0,864.2,811.4,473.0,94.3,296.5,581.7,836.2,55.1,109.5,641.8,838.6,785.2,883.6,846.0,265.2,568.1,862.0,631.6,898.1,350.6,240.2,247.9,279.9,232.2,752.1,63.5,573.5,791.2,807.3,585.8,292.4,144.4,788.9,65.2,822.9,275.4,700.8,183.2,558.9,132.5,204.5,865.7,262.0,643.6,139.6
MD,23.0,86.1,764.3,793.5,652.1,725.5,74.9,122.2,780.0,173.5,259.8,45.1,780.4,680.8,670.1,554.9,858.2,822.0,884.6,713.8,621.6,850.7,933.2,873.2,869.3,853.1,674.2,896.7,872.6,461.9,810.9,463.5,497.2,409.5,808.6,891.9,725.1,157.5,577.4,149.2,9.9,31.1,114.4,902.7,967.0,577.3,681.1,130.2,355.8,259.6,248.5,14.8,242.1,846.4,768.0,870.2,1081.6,824.8,797.3,105.1,763.7,148.3,745.1,350.7,728.9,919.7,252.0,121.8,419.4,294.4,0.0,191.5,864.7,385.1,297.4,105.9,73.2,891.5,147.7,934.2,910.5,277.5,682.1,688.8,789.8,108.9,192.0,893.3,755.2,888.2,897.6,357.7,601.7,905.9,137.0,46.3,438.4,203.3,595.2,756.7,372.7,635.7,304.5,759.0,452.6,965.7,268.5,158.4,49.8,200.2,923.4,263.6,891.3,80.2,934.6,818.5,543.4,181.0,167.0,613.0,906.6,223.4,253.5,712.2,845.7,855.6,890.7,916.4,119.0,638.5,869.1,702.0,968.5,421.0,292.6,200.7,151.7,58.1,822.5,274.9,643.9,861.6,814.4,656.2,128.8,288.4,859.3,213.3,893.3,91.7,771.2,235.6,629.3,294.5,94.4,936.1,144.7,714.0,173.1
MJ,167.2,147.2,708.8,738.0,596.6,720.9,235.0,213.9,724.5,177.8,222.3,160.1,724.9,625.3,614.6,499.4,866.0,829.8,829.1,658.3,525.6,858.5,877.7,881.0,877.1,797.6,618.7,841.2,817.1,452.0,755.4,408.0,459.7,354.0,816.4,836.4,732.9,200.6,585.2,210.3,210.0,173.0,175.5,910.5,904.0,521.8,625.6,191.3,300.3,140.5,129.4,190.9,204.6,790.9,712.5,814.7,1272.1,769.3,805.1,112.1,708.2,118.7,689.6,295.2,673.4,864.2,132.9,146.8,363.9,175.3,200.1,0.0,872.5,329.6,259.9,131.9,117.5,836.0,173.9,878.7,855.0,158.4,626.6,633.3,797.6,151.0,72.9,837.8,699.7,832.7,905.4,320.2,546.2,913.7,199.1,140.3,382.9,66.7,552.4,764.5,335.2,580.2,167.9,703.5,397.1,910.2,156.0,219.5,155.4,31.7,867.9,127.0,899.1,113.9,879.1,826.3,487.9,61.9,211.4,656.1,851.1,104.3,116.9,656.7,853.5,800.1,898.5,866.4,180.1,583.0,876.9,646.5,920.2,365.5,255.1,162.8,194.8,147.1,767.0,155.8,588.4,806.1,822.2,600.7,207.3,151.8,803.8,94.2,827.8,190.3,715.7,198.1,573.8,157.9,119.4,880.6,176.9,658.5,36.5
MM,917.6,930.3,397.6,312.0,463.7,267.3,985.4,941.0,394.5,960.9,727.4,943.2,345.9,492.4,437.9,623.7,128.1,255.1,254.5,394.7,500.4,48.6,190.9,173.0,118.1,248.8,485.8,266.6,130.3,434.6,290.3,481.2,573.8,553.9,296.9,49.9,274.7,919.4,409.6,993.4,960.4,956.1,958.6,156.4,288.0,559.5,492.7,974.4,608.2,851.2,840.2,946.9,725.9,140.0,323.0,231.7,1602.6,264.3,279.8,828.2,534.1,901.8,359.6,613.3,380.9,134.3,770.8,877.2,616.6,882.0,950.5,894.5,0.0,614.3,678.5,915.0,867.9,202.2,957.0,66.1,214.0,842.0,493.7,421.4,287.3,901.4,828.0,260.5,406.7,232.4,115.5,718.3,541.0,151.0,926.2,890.7,661.8,836.7,527.2,244.6,687.2,575.0,907.7,411.3,491.9,283.9,734.3,939.6,938.5,876.5,203.1,884.8,89.2,897.0,143.4,258.6,462.7,838.7,930.2,653.6,24.1,826.8,874.7,515.3,90.8,144.3,252.9,9.0,963.2,428.4,231.3,525.5,181.9,543.0,683.3,945.9,913.6,930.2,262.0,866.5,455.5,160.9,291.1,467.8,934.4,909.6,242.6,816.7,160.3,973.4,390.7,719.4,568.6,897.7,849.8,165.8,960.0,396.2,878.4
MO,347.3,360.0,403.2,432.4,291.0,427.7,418.7,426.7,418.9,390.6,147.1,372.9,419.3,319.7,309.0,193.8,560.4,524.2,523.5,352.7,220.0,552.9,630.0,575.4,571.5,492.0,313.1,535.6,569.4,182.1,449.8,102.4,143.9,48.4,510.8,559.8,427.3,413.4,279.6,423.1,390.1,385.8,388.3,604.9,605.9,216.2,320.0,404.1,37.9,280.9,269.9,376.6,155.6,579.1,406.9,509.1,1444.3,463.7,499.5,257.9,402.6,331.5,384.0,43.0,367.8,638.6,200.5,306.9,58.3,311.7,380.2,324.2,566.9,0.0,98.2,344.7,297.6,583.3,386.7,600.9,643.3,271.7,321.0,327.7,492.0,331.1,257.7,532.2,394.1,605.0,599.8,138.0,240.6,608.1,411.9,324.0,91.5,266.4,246.8,458.9,148.9,274.6,337.4,397.9,91.5,604.6,164.0,432.3,368.2,306.2,632.4,314.5,593.5,326.7,537.4,520.7,182.3,268.4,424.2,291.0,606.0,256.5,304.4,351.1,547.9,594.0,592.9,596.2,392.9,277.4,571.3,340.9,607.4,59.9,103.0,375.6,407.6,359.9,461.4,296.2,282.8,600.0,516.6,295.1,420.1,339.3,498.2,246.4,585.1,403.1,410.1,149.1,268.2,327.4,279.5,575.0,389.7,352.9,308.1
MR,272.2,284.9,475.2,504.4,363.0,499.7,343.6,351.6,490.9,315.5,48.8,297.8,491.3,391.7,381.0,287.9,632.4,596.2,595.5,424.7,292.0,624.9,702.0,647.4,643.5,564.0,385.1,607.6,641.4,246.7,521.8,174.4,198.0,120.4,582.8,631.1,499.3,338.3,351.6,348.0,315.0,310.7,313.2,676.9,677.9,288.2,392.0,329.0,66.7,223.8,212.8,301.5,67.0,585.6,478.9,581.1,1331.3,535.7,571.5,182.8,474.6,256.4,456.0,61.6,439.8,658.9,143.4,231.8,130.3,254.6,305.1,267.1,638.9,96.0,0.0,269.6,222.5,630.7,311.6,672.9,649.7,214.6,393.0,399.7,564.0,256.0,200.6,604.2,466.1,627.4,671.8,60.2,312.6,680.1,336.8,248.9,149.3,209.3,318.8,530.9,73.5,346.6,280.3,469.9,163.5,676.6,106.9,357.2,293.1,249.1,662.6,257.4,665.5,251.6,609.4,592.7,254.3,211.3,349.1,363.0,645.8,199.4,247.3,423.1,619.9,594.8,664.9,655.6,317.8,349.4,643.3,412.9,679.4,131.9,4.7,300.5,332.5,284.8,533.4,239.1,354.8,600.8,588.6,367.1,345.0,282.2,570.2,189.3,632.5,328.0,482.1,73.7,340.2,270.3,204.4,647.0,314.6,424.9,251.0
MW,114.0,69.4,733.5,762.7,621.3,758.0,185.4,136.1,749.2,135.6,229.0,82.3,749.6,650.0,639.3,524.1,890.7,854.5,853.8,683.0,586.9,883.2,902.4,905.7,901.8,822.3,643.4,865.9,841.8,440.3,780.1,432.7,466.4,378.7,841.1,861.1,757.6,122.8,609.9,132.5,156.8,95.2,97.7,935.2,936.2,546.5,650.3,113.5,325.0,196.1,185.0,113.1,211.3,815.6,737.2,839.4,1228.6,794.0,829.8,74.3,732.9,76.5,714.3,319.9,698.1,888.9,188.5,109.0,388.6,230.9,146.9,128.0,897.2,354.3,266.6,0.0,79.7,860.7,131.0,903.4,879.7,214.0,651.3,658.0,822.3,36.9,128.5,862.5,724.4,857.4,930.1,326.9,570.9,938.4,121.3,90.7,407.6,139.8,560.5,789.2,341.9,604.9,241.0,728.2,421.8,934.9,211.6,141.7,77.6,136.7,892.6,200.1,923.8,36.1,903.8,851.0,512.6,117.5,133.6,578.3,875.8,159.9,190.0,681.4,878.2,824.8,923.2,885.6,102.3,607.7,901.6,671.2,937.7,390.2,261.8,120.6,117.0,69.3,791.7,211.4,613.1,830.8,846.9,625.4,129.5,224.9,828.5,149.8,862.5,112.5,740.4,204.8,598.5,231.0,81.6,905.3,128.0,683.2,109.6
MY,49.6,119.6,691.0,720.2,578.8,715.5,121.0,168.3,706.7,150.2,186.5,109.2,707.1,607.5,596.8,481.6,848.2,812.0,811.3,640.5,507.8,840.7,859.9,863.2,859.3,779.8,600.9,823.4,799.3,397.8,737.6,390.2,423.9,336.2,798.6,818.6,715.1,173.0,567.4,182.7,92.4,95.2,147.9,892.7,893.7,504.0,607.8,163.7,282.5,186.3,175.2,78.9,168.8,773.1,694.7,796.9,1164.2,751.5,787.3,31.8,690.4,91.1,671.8,277.4,655.6,846.4,178.7,48.5,346.1,221.1,82.5,118.2,854.7,311.8,224.1,68.7,0.0,818.2,146.3,860.9,837.2,204.2,608.8,615.5,779.8,33.4,118.7,820.0,681.9,814.9,887.6,284.4,528.4,895.9,183.1,26.3,365.1,130.0,534.6,746.7,299.4,562.4,231.2,685.7,379.3,892.4,195.2,191.9,113.9,126.9,850.1,190.3,881.3,86.3,861.3,808.5,470.1,107.7,183.8,628.5,833.3,150.1,180.2,638.9,835.7,782.3,880.7,843.1,152.5,565.2,859.1,628.7,895.2,347.7,219.3,135.2,167.2,122.2,749.2,201.6,570.6,788.3,804.4,582.9,174.9,215.1,786.0,140.0,820.0,155.8,697.9,162.3,556.0,221.2,21.1,862.8,149.3,640.7,99.8
NE,880.2,892.9,407.3,321.7,485.9,289.5,948.0,959.6,402.8,923.5,688.7,905.8,355.6,554.3,447.6,645.9,155.8,231.8,264.2,404.4,522.6,157.8,134.2,177.9,145.8,258.5,508.0,276.3,73.6,456.8,300.0,502.0,596.0,576.1,273.6,126.6,296.9,946.3,370.9,956.0,923.0,918.7,921.2,184.1,297.7,581.7,513.5,937.0,623.9,813.8,802.8,907.6,688.5,99.9,332.7,241.4,1557.9,272.6,256.5,790.8,543.8,864.4,369.3,618.8,390.6,64.8,733.4,839.8,638.8,844.6,913.1,857.1,148.6,653.2,639.8,877.6,830.5,0.0,917.7,152.7,93.9,804.6,554.4,431.1,264.0,864.0,790.6,270.2,416.4,53.6,135.2,679.6,563.2,178.7,944.8,853.3,684.0,797.4,549.4,307.1,713.4,595.8,870.3,419.6,514.1,293.6,696.9,963.3,901.1,837.2,106.8,847.4,138.7,859.6,153.1,235.3,483.5,801.3,957.1,675.8,125.1,787.5,835.4,525.0,118.5,96.8,229.6,140.4,925.8,438.1,208.0,535.2,198.8,565.2,644.6,908.5,940.5,890.9,271.7,829.1,476.3,78.6,267.8,490.0,953.0,872.2,252.3,779.3,41.2,934.1,400.4,682.0,589.4,860.3,810.5,174.1,922.6,405.9,841.0
NO,184.3,71.5,786.4,815.6,674.2,810.9,212.6,149.2,802.1,25.7,281.9,113.8,802.5,702.9,692.2,577.0,943.6,907.4,906.7,735.9,571.7,936.1,955.3,958.6,954.7,875.2,696.3,918.8,894.7,493.2,833.0,485.6,519.3,431.6,894.0,930.2,810.5,79.5,662.8,51.7,169.6,126.7,75.9,988.1,981.6,599.4,703.2,32.7,377.9,249.0,237.9,144.6,264.2,868.5,790.1,892.3,1241.4,846.9,882.7,127.2,785.8,45.1,767.2,372.8,751.0,941.8,241.4,161.9,441.5,283.8,159.7,180.9,950.1,407.2,319.5,122.6,132.6,913.6,0.0,956.3,932.6,266.9,704.2,710.9,875.2,159.6,181.4,915.4,777.3,910.3,983.0,379.8,623.8,991.3,134.4,155.4,460.5,192.7,545.3,842.1,394.8,657.8,293.9,781.1,474.7,987.8,264.5,60.9,109.1,189.6,945.5,253.0,976.7,104.6,956.7,903.9,610.1,170.4,69.5,563.1,928.7,212.8,242.9,734.3,931.1,867.1,976.1,944.0,28.7,660.6,954.5,724.1,997.8,443.1,314.7,52.9,84.8,100.8,844.6,264.3,666.0,883.7,899.8,678.3,142.6,277.8,881.4,202.7,905.4,162.0,793.3,257.7,651.4,283.9,134.5,958.2,3.0,736.1,162.5
NQ,923.8,936.5,402.5,316.9,481.1,297.1,995.2,958.4,399.4,967.1,732.3,949.4,350.8,550.9,442.8,641.1,133.0,260.0,259.4,399.6,517.8,74.1,195.8,177.9,123.0,253.7,503.2,271.5,135.2,452.0,295.2,498.6,591.2,571.3,301.8,40.8,292.1,936.8,414.5,999.6,966.6,962.3,964.8,161.3,300.4,576.9,510.1,980.6,625.6,857.4,846.4,953.1,732.1,144.9,327.9,236.6,1553.1,269.2,284.7,834.4,539.0,908.0,364.5,630.7,385.8,138.1,777.0,883.4,634.0,888.2,956.7,900.7,56.8,631.7,683.4,921.2,874.1,206.0,963.2,0.0,266.6,848.2,549.6,426.3,292.2,907.6,834.2,265.4,411.6,236.2,138.8,723.2,558.4,155.9,943.6,900.5,679.2,842.9,544.6,262.0,704.6,592.4,913.9,416.2,509.3,288.8,740.5,957.0,944.7,882.7,255.7,891.0,93.0,903.2,148.3,263.5,480.1,844.9,947.6,671.0,51.8,833.0,880.9,520.2,95.7,159.8,257.8,55.2,969.4,433.3,236.2,530.4,186.8,560.4,688.2,952.1,931.0,936.4,266.9,872.7,472.9,165.8,296.0,485.2,951.8,915.8,247.5,822.9,164.1,979.6,395.6,725.6,586.0,903.9,856.0,170.7,966.2,401.1,884.6
NR,916.3,929.0,443.9,358.3,522.4,338.4,987.7,995.7,440.8,959.6,724.8,941.9,392.2,592.3,484.2,682.4,192.4,267.9,300.8,441.0,559.1,223.2,170.3,214.5,182.4,295.1,544.5,312.9,109.7,493.3,336.6,539.9,632.5,612.6,309.7,147.0,333.4,982.4,407.0,992.1,959.1,954.8,957.3,220.7,341.8,618.2,551.4,973.1,660.0,849.9,838.9,945.6,724.6,137.9,369.3,278.0,1631.7,310.6,292.6,826.9,580.4,900.5,405.9,654.9,427.2,123.6,769.5,875.9,675.3,880.7,949.2,893.2,186.6,689.3,675.9,913.7,866.6,102.2,955.7,189.3,0.0,840.7,591.0,467.7,300.1,900.1,826.7,306.8,453.0,107.7,270.1,715.7,599.7,215.3,980.9,893.0,720.5,835.4,585.9,343.2,749.5,633.7,906.4,457.6,550.6,330.2,733.0,1001.3,937.2,875.2,69.1,883.5,242.9,895.7,189.7,271.4,521.4,837.4,993.2,712.3,161.7,825.5,873.4,561.6,155.1,156.4,265.7,171.5,961.9,474.7,244.1,571.8,228.2,601.7,680.7,944.6,976.6,928.9,308.3,865.2,514.2,132.7,303.9,526.5,989.1,908.3,288.9,815.4,148.4,972.1,437.0,718.1,627.3,896.4,848.5,212.1,958.7,442.5,877.1
NT,259.0,239.0,657.5,686.7,545.3,682.0,330.4,305.7,673.2,269.6,171.0,251.9,673.6,574.0,563.3,448.1,814.7,778.5,777.8,607.0,474.3,807.2,826.4,829.7,825.8,746.3,567.4,789.9,765.8,400.7,704.1,356.7,408.4,302.7,765.1,785.1,681.6,292.4,533.9,302.1,301.8,264.8,267.3,859.2,860.2,470.5,574.3,283.1,249.0,54.9,60.8,282.7,153.3,739.6,661.2,763.4,1363.9,718.0,753.8,203.9,656.9,210.5,638.3,243.9,622.1,812.9,59.7,238.6,312.6,39.9,291.9,156.8,821.2,278.3,208.6,223.7,209.3,784.7,265.7,827.4,803.7,0.0,575.3,582.0,746.3,242.8,90.3,786.5,648.4,781.4,854.1,268.9,494.9,862.4,290.9,235.7,331.6,117.0,501.1,713.2,283.9,528.9,149.2,652.2,345.8,858.9,104.7,311.3,247.2,138.8,816.6,126.3,847.8,205.7,827.8,775.0,436.6,101.0,303.2,545.3,799.8,61.8,116.2,605.4,802.2,748.8,847.2,809.6,271.9,531.7,825.6,595.2,861.7,314.2,203.8,254.6,286.6,238.9,715.7,70.2,537.1,754.8,770.9,549.4,299.1,151.1,752.5,71.9,786.5,282.1,664.4,146.8,522.5,139.2,211.2,829.3,268.7,607.2,146.3
