from_stop,AT,BI,BK,BS,BT,BX,CC,DA,DD,DE,DQ,DR,DU,EA,ED,EF,EH,EO,EX,EY,FF,FI,FK,FL,FR,FT,FV,GG,GI,GQ,HD,HG,HI,HM,HN,HP,HT,HV,ID,IE,IN,IS,IV,JF,JH,JW,KA,KL,KT,LE,LS,MA,MD,ME,MG,MH,MI,MQ,MV,MY,NK,NP,NQ,OD,OK,OT,OU,OX,OY,PD,PF,PG,PI,PQ,PR,QC,QF,QM,RM,RZ,SS,TF,TG,TV,TW,TZ,UB,UD,UO,UR,UY,VB,VD,VF,VH,VI,VQ,WK,WO,WQ,XQ,XS,YF,YN,YR,YT,YU,YX,ZB,ZG,ZL
UR,211.9,125.4,675.7,205.6,155.8,129.5,206.1,62.0,99.7,17.7,325.5,344.3,349.3,324.1,651.5,174.0,44.5,314.8,116.4,301.1,485.6,529.2,298.8,155.5,176.6,243.9,192.0,164.9,225.5,91.2,485.1,635.1,232.0,192.8,410.0,241.6,402.4,218.5,171.0,367.4,79.0,609.2,262.5,224.7,131.6,90.1,638.9,66.4,191.5,638.9,156.2,190.6,326.6,228.4,339.7,238.5,162.8,158.1,258.1,135.9,229.2,687.5,66.9,230.6,226.0,270.8,311.7,494.6,399.8,81.2,143.7,580.8,316.5,179.7,115.9,161.6,1452.2,306.7,227.9,656.7,232.5,100.2,197.5,329.5,230.5,254.3,136.6,205.7,419.2,0.0,312.1,148.0,237.7,272.4,184.8,662.2,690.5,216.3,208.6,699.0,269.3,219.4,294.6,572.0,281.3,623.6,142.4,31.1,210.8,307.2,206.6
UY,181.2,240.6,631.3,95.2,235.2,246.9,130.2,240.2,243.0,272.5,90.7,77.1,76.6,114.4,569.5,208.8,336.9,42.1,236.7,80.5,406.4,486.1,26.1,228.5,198.6,123.6,190.2,219.7,117.1,252.9,371.4,558.4,123.6,140.9,497.8,121.2,288.7,151.3,129.4,136.1,302.3,649.6,105.8,76.4,246.8,259.4,537.0,279.6,107.8,537.0,175.9,191.6,35.9,116.1,130.0,126.9,211.7,212.0,33.0,250.2,231.5,643.1,279.0,85.7,138.8,185.2,130.4,380.9,286.1,263.1,278.9,621.2,106.8,177.9,219.6,231.6,1622.1,62.1,88.4,612.3,111.9,256.6,136.2,119.8,102.1,112.7,190.5,166.3,305.5,292.3,0.0,216.9,129.8,55.0,167.3,580.2,646.1,101.1,164.4,599.6,77.6,137.6,63.5,597.3,89.6,514.9,236.0,261.1,136.9,16.5,157.6
VB,232.5,57.5,735.2,193.7,143.9,64.6,194.2,104.2,107.4,136.9,351.5,337.9,292.1,343.4,704.9,81.0,201.3,302.9,173.4,341.3,544.3,589.4,286.9,17.3,170.1,166.8,58.6,66.9,213.6,117.3,533.5,693.6,220.1,257.4,469.5,229.7,450.8,207.7,159.1,244.3,186.7,731.8,185.4,212.8,63.7,146.5,698.4,144.0,178.9,698.4,146.5,45.8,194.2,261.0,367.1,164.5,11.4,146.2,246.2,64.0,309.0,747.0,143.4,262.0,152.0,318.7,369.4,543.0,448.2,127.5,91.6,687.7,347.9,46.3,104.0,103.8,1490.5,317.2,264.7,716.2,340.2,193.3,252.7,356.9,218.6,177.2,124.7,193.8,485.2,156.7,300.2,0.0,160.6,260.5,58.0,715.6,760.7,292.0,81.8,758.5,314.7,360.4,300.6,631.5,326.4,683.1,77.5,125.5,196.0,295.3,158.5
VD,152.5,162.8,693.6,58.9,182.4,157.4,77.4,187.4,190.2,219.7,216.7,203.1,202.6,216.7,649.7,88.2,284.1,168.1,208.5,206.5,503.5,463.0,152.1,178.7,145.8,6.1,140.4,103.3,78.8,200.1,483.3,653.0,85.3,122.6,427.9,94.9,400.6,98.5,76.6,168.5,249.5,641.4,24.7,78.0,156.6,206.6,656.8,226.8,40.9,656.8,104.9,141.8,179.9,126.5,232.3,71.9,158.2,159.2,111.4,152.3,239.3,705.4,226.2,127.2,59.4,214.5,232.7,492.8,398.0,210.3,199.0,613.0,209.1,128.1,166.8,133.2,1572.3,182.4,129.9,674.6,214.2,228.4,117.9,222.1,83.8,16.5,137.7,113.5,443.6,239.5,165.4,167.1,0.0,125.7,117.5,660.4,708.4,142.6,114.6,716.9,179.9,217.6,165.8,589.9,191.9,641.5,145.3,208.3,26.8,160.5,45.9
VF,165.2,214.0,608.3,77.2,217.2,220.3,112.2,222.2,225.0,254.5,108.0,94.4,93.9,151.1,586.8,182.2,318.9,59.4,220.7,97.8,422.9,516.0,43.4,201.9,180.6,97.0,163.6,193.1,99.1,234.9,388.7,583.6,104.2,122.9,480.9,94.6,306.0,125.7,111.4,137.9,284.3,666.9,79.2,65.0,220.2,241.4,554.3,261.6,89.8,554.3,157.9,165.0,71.2,100.1,174.8,100.3,185.1,194.0,15.0,219.7,252.4,668.3,261.0,69.7,112.2,213.4,177.1,398.2,303.4,245.1,248.1,641.5,129.4,151.3,201.6,205.0,1595.5,118.9,72.4,637.5,156.7,240.6,118.2,164.6,84.1,86.1,172.5,148.3,322.8,274.3,56.7,190.3,103.2,0.0,140.7,597.5,676.0,99.7,137.8,616.9,122.4,162.8,108.3,642.9,117.9,532.2,217.1,243.1,118.9,51.8,131.0
VH,201.6,99.9,713.6,161.2,136.9,88.4,161.7,133.5,136.3,165.8,319.0,305.4,243.0,310.9,695.8,41.4,230.2,270.4,164.7,308.8,523.5,483.0,254.4,79.2,137.6,127.2,49.5,52.3,181.1,146.2,484.4,673.0,187.6,224.9,447.9,197.2,401.7,182.8,126.6,195.2,195.6,722.7,145.8,180.3,105.6,152.7,676.8,172.9,147.1,676.8,124.9,24.2,145.1,228.5,334.6,124.9,55.4,113.7,213.7,101.3,298.5,725.4,172.3,229.5,112.4,295.6,335.0,493.9,399.1,156.4,138.2,633.0,311.4,37.2,112.9,64.2,1481.4,284.7,232.2,694.6,316.5,184.6,220.2,324.4,186.1,137.6,92.2,161.3,418.5,185.6,267.7,67.6,121.0,228.0,0.0,706.5,728.4,244.9,23.7,736.9,282.2,319.9,268.1,609.9,294.2,661.5,76.3,154.4,156.4,161.0,118.9
VI,654.8,791.0,118.4,728.4,682.2,715.7,661.1,723.5,726.3,755.8,608.3,627.1,665.9,604.9,69.8,691.4,670.9,635.6,670.6,668.0,477.6,393.3,651.7,778.9,636.8,674.0,740.6,706.5,687.7,736.2,252.0,132.1,681.2,585.1,484.0,671.6,322.3,642.0,762.6,567.1,634.1,351.7,656.2,709.6,797.2,697.1,231.9,698.9,741.0,231.9,616.4,742.0,616.4,589.9,628.6,677.3,762.1,674.2,681.5,755.5,451.8,102.9,699.4,669.2,689.2,415.1,594.5,242.9,467.7,746.4,779.8,323.3,625.4,728.3,702.9,676.0,1569.1,663.6,578.1,141.8,511.2,690.5,589.8,618.4,623.8,663.1,673.8,668.3,376.7,750.4,667.9,767.3,680.2,647.1,717.7,0.0,99.9,566.5,714.8,94.9,548.0,473.5,645.4,293.8,560.0,209.8,703.6,744.4,707.1,632.3,708.0
VQ,641.0,771.2,135.6,625.5,649.6,678.4,647.3,690.9,689.0,723.2,510.8,529.6,568.4,512.1,108.2,658.8,638.3,538.1,638.0,566.0,481.8,360.7,554.2,763.4,604.2,660.2,726.8,717.7,673.9,703.6,269.2,149.3,667.4,571.3,442.6,657.8,320.5,628.2,653.7,553.3,601.5,362.9,642.4,613.0,727.2,664.5,243.1,666.3,638.1,243.1,583.8,711.5,596.6,576.1,531.1,663.5,702.7,641.6,584.0,722.9,495.5,3.0,666.8,567.0,675.4,468.3,492.9,260.1,463.0,713.8,805.3,337.5,525.9,714.5,670.3,643.4,1607.0,560.1,564.3,159.0,497.4,657.9,576.0,520.9,610.0,649.3,641.2,648.5,385.6,690.3,570.4,753.5,666.4,633.3,703.9,86.9,0.0,552.7,701.0,112.1,534.2,459.7,547.9,305.0,546.2,221.0,671.0,711.8,693.3,618.5,694.2
WK,88.4,279.4,571.3,74.3,179.6,227.2,94.7,219.3,222.1,251.6,154.4,154.1,186.3,140.6,509.7,211.8,225.7,127.7,143.9,119.6,377.5,440.1,111.7,288.2,134.2,149.1,249.0,226.3,118.9,232.0,343.3,498.4,101.3,48.6,405.0,110.9,258.3,81.8,132.6,217.1,237.4,618.5,188.7,63.1,273.2,173.1,508.9,258.7,88.7,508.9,134.6,215.7,136.0,47.4,140.2,177.5,263.2,147.5,95.1,265.0,131.6,580.8,258.1,14.2,160.7,94.0,166.6,352.8,258.0,242.2,335.5,601.7,145.1,236.7,192.5,191.4,1680.9,114.4,11.5,552.3,90.7,163.8,43.7,130.0,75.4,159.5,169.6,101.9,275.1,271.4,100.0,294.9,142.9,109.4,226.1,520.4,596.8,0.0,223.2,539.8,87.8,110.9,73.7,567.0,99.5,486.8,215.1,240.2,116.0,116.6,145.6
WO,168.4,76.1,709.5,157.5,161.7,82.4,158.0,122.4,125.2,154.7,235.9,205.2,229.6,269.1,667.1,99.0,219.1,187.3,191.2,208.4,519.4,478.9,171.3,64.0,187.9,107.1,25.7,84.7,147.3,135.1,471.0,655.8,140.8,204.6,443.8,131.2,388.3,170.9,122.9,181.8,204.5,698.9,89.3,176.6,82.3,161.6,672.7,161.8,143.4,672.7,120.8,81.6,131.7,199.0,292.8,85.7,47.2,164.0,149.1,85.7,313.3,721.3,161.2,203.8,97.6,315.1,297.1,480.5,385.7,145.3,114.4,628.9,244.5,13.4,121.8,123.3,1457.6,228.8,206.5,690.5,278.6,211.1,199.9,282.6,165.8,96.2,142.5,132.6,405.1,174.5,166.6,52.4,113.3,134.0,33.2,677.8,724.3,219.2,0.0,732.8,240.2,271.2,230.2,605.8,228.2,657.4,95.3,143.3,140.2,147.6,116.4
WQ,615.1,751.3,109.7,599.6,673.5,707.0,621.4,714.8,717.6,747.1,484.9,503.7,542.5,489.6,82.3,682.7,662.2,512.2,661.9,540.1,455.9,384.6,528.3,739.2,628.1,634.3,700.9,697.8,648.0,727.5,243.3,123.4,641.5,545.4,462.3,631.9,300.6,602.3,633.8,527.4,625.4,343.0,616.5,582.4,751.1,688.4,223.2,690.2,612.2,223.2,607.7,691.6,576.7,550.2,505.2,637.6,722.4,665.5,558.1,746.8,462.1,97.3,690.7,541.1,649.5,434.7,471.1,234.2,437.1,737.7,789.6,314.6,502.0,688.6,694.2,667.3,1507.3,540.2,538.4,133.1,471.5,681.8,550.1,495.0,584.1,623.4,665.1,628.6,355.0,714.2,544.5,727.6,640.5,607.4,678.0,86.8,100.3,526.8,675.1,0.0,508.3,433.8,522.0,285.1,520.3,201.1,694.9,735.7,667.4,592.6,668.3
XQ,169.0,311.9,558.1,132.7,260.2,285.6,167.7,277.7,280.5,310.0,89.0,88.7,108.5,51.1,496.5,270.2,306.3,74.0,224.5,31.7,365.1,444.8,76.1,299.8,214.8,194.9,261.5,284.7,154.6,290.4,330.1,485.2,161.1,129.0,485.6,170.7,247.4,156.2,166.9,151.7,293.9,608.3,177.1,113.9,318.1,251.0,495.7,317.1,145.3,495.7,213.4,262.9,126.8,103.9,74.8,198.2,283.0,228.1,105.9,321.5,187.8,569.9,316.5,73.5,210.1,130.0,75.2,339.6,244.8,300.6,350.2,579.9,51.6,249.2,257.1,281.4,1693.4,67.9,76.2,539.1,38.7,244.4,124.3,64.6,139.6,184.0,228.0,182.5,264.2,329.8,92.3,288.2,201.1,127.9,238.6,507.2,572.9,88.9,235.7,526.6,0.0,64.4,49.7,556.0,11.9,473.6,273.5,298.6,174.4,107.4,204.0
XS,182.1,365.2,493.6,152.4,259.1,305.3,174.2,297.4,314.4,269.8,106.0,124.8,163.6,102.6,432.0,238.5,200.0,133.3,223.4,97.2,299.8,380.3,149.4,358.5,213.7,248.2,314.8,267.8,170.5,252.8,265.6,420.7,162.8,98.0,307.0,172.4,182.9,161.3,200.8,168.7,177.4,543.8,230.4,142.8,371.4,252.6,431.2,228.0,166.8,431.2,163.5,316.2,184.5,117.2,126.3,251.5,336.3,227.0,179.2,370.9,119.5,505.4,242.7,93.9,267.4,47.5,94.1,275.1,180.3,242.8,403.7,527.0,126.5,302.5,272.0,237.3,1564.0,108.9,91.2,474.6,28.6,189.4,102.9,116.1,136.9,237.3,247.7,181.4,199.7,252.0,165.6,341.5,254.4,201.2,291.9,442.7,519.1,87.8,289.0,462.1,65.4,0.0,90.7,491.5,77.1,409.1,293.2,318.3,194.1,180.7,223.7
YF,154.9,323.7,583.4,118.6,246.1,271.5,153.6,263.6,266.4,295.9,96.3,96.0,138.3,66.5,521.8,256.1,292.2,103.8,210.4,61.5,390.4,506.6,104.8,312.1,200.7,193.4,273.8,270.6,140.5,276.3,355.4,510.5,147.0,114.9,471.5,156.6,272.7,142.1,152.8,159.0,279.8,633.6,189.4,99.8,317.5,236.9,521.0,303.0,131.2,521.0,199.3,275.2,119.5,89.8,82.1,210.5,295.3,214.0,115.3,313.2,176.8,595.2,302.4,59.4,209.3,122.3,82.5,364.9,270.1,286.5,359.9,605.2,58.9,261.5,243.0,267.3,1705.7,53.8,62.1,564.4,64.0,230.3,110.2,71.9,125.5,196.3,213.9,168.4,289.5,315.7,83.5,300.5,187.2,129.6,250.9,532.5,598.2,74.8,248.0,551.9,29.7,89.7,0.0,581.3,41.7,498.9,259.4,284.5,160.3,100.1,189.9
YN,496.0,603.7,248.9,535.6,519.9,553.4,514.8,561.2,564.0,593.5,502.5,521.3,560.1,507.2,334.0,529.1,508.6,529.8,508.3,562.2,335.9,163.6,545.9,596.8,474.5,564.7,598.8,544.2,555.5,573.9,333.5,208.3,562.0,508.7,312.9,571.6,393.3,502.6,501.0,656.3,471.8,96.5,583.3,554.7,597.5,534.8,217.0,536.6,521.5,217.0,454.1,538.0,587.1,526.6,522.8,562.4,573.0,511.9,575.7,593.2,393.6,260.7,537.1,546.5,549.9,424.5,488.7,324.4,361.9,584.1,639.9,68.1,519.6,586.5,540.6,513.7,1397.9,557.8,543.8,229.9,546.6,528.2,513.4,512.6,547.4,575.1,511.5,488.7,334.2,560.6,562.1,585.2,558.5,597.7,574.0,344.7,263.7,532.2,573.0,272.2,532.3,469.4,539.6,0.0,544.3,196.8,541.3,582.1,540.8,577.2,536.6
YR,180.7,299.9,570.1,144.7,272.2,297.6,179.7,289.7,292.5,322.0,101.0,97.0,96.5,70.9,508.5,268.1,318.3,62.0,236.5,19.7,376.3,456.8,64.1,293.2,226.8,182.9,249.5,279.3,166.3,302.4,342.1,497.2,173.1,141.2,497.6,180.5,259.1,174.4,178.6,163.7,305.9,620.3,165.1,133.5,306.1,265.7,507.7,329.1,159.1,507.7,225.4,250.9,114.8,115.9,86.8,186.2,271.0,240.1,93.9,305.6,200.1,581.6,328.5,85.5,202.1,143.6,88.8,351.6,256.8,312.6,334.3,603.5,67.6,237.5,269.1,290.9,1681.4,79.9,88.2,551.1,50.7,256.4,136.3,76.6,151.6,172.0,240.0,194.5,275.9,341.8,80.3,276.2,189.1,115.9,226.6,519.2,595.6,115.5,223.7,538.6,11.9,109.7,61.7,568.0,0.0,485.6,285.5,310.6,186.4,95.4,216.0
YT,496.0,603.7,162.5,535.6,519.9,553.4,514.8,561.2,564.0,593.5,476.5,495.3,534.1,481.2,247.6,529.1,508.6,503.8,508.3,536.2,335.9,231.0,519.9,596.8,474.5,564.7,598.8,544.2,555.5,573.9,247.1,162.8,562.0,508.7,312.9,616.3,306.9,502.6,501.0,569.9,471.8,194.8,600.9,577.8,597.5,534.8,22.0,536.6,521.5,22.0,454.1,538.0,561.1,567.8,496.8,562.4,573.0,511.9,549.7,593.2,383.7,174.3,537.1,537.4,549.9,389.2,462.7,238.0,335.9,584.1,639.9,166.4,493.6,586.5,540.6,513.7,1496.2,531.8,540.1,143.5,520.6,528.2,513.4,486.6,547.4,607.8,511.5,488.7,308.2,560.6,536.1,585.2,558.5,571.7,574.0,258.3,177.3,552.8,573.0,185.8,506.3,443.4,513.6,136.9,518.3,0.0,541.3,582.1,540.8,551.2,536.6
YU,183.3,87.6,691.3,142.9,118.6,12.0,143.4,80.5,83.3,112.8,300.7,287.1,286.6,300.7,698.2,58.3,177.2,252.1,146.4,290.5,501.2,460.7,236.1,90.6,119.3,144.1,118.7,49.2,162.8,93.2,560.3,650.7,169.3,206.6,425.6,178.9,436.0,164.5,108.3,261.4,162.6,639.1,162.7,162.0,81.4,119.7,654.5,119.9,128.8,654.5,102.6,74.9,263.9,210.2,316.3,141.8,86.1,95.4,195.4,77.1,248.5,703.1,119.3,211.2,129.3,258.7,316.7,611.0,433.4,103.4,123.8,610.7,293.1,106.4,79.9,27.9,1550.6,266.4,213.9,672.3,298.2,166.3,201.9,306.1,167.8,154.5,73.9,143.0,441.3,132.6,249.4,79.0,137.9,209.7,69.1,708.9,706.1,226.6,92.9,714.6,263.9,253.0,249.8,587.6,275.9,639.2,0.0,101.4,148.1,244.5,135.8
YX,213.2,94.2,706.9,174.4,124.6,98.3,174.9,30.8,68.5,11.4,332.2,318.6,318.1,332.2,682.7,142.8,75.7,283.6,147.6,322.0,516.8,533.9,267.6,124.3,150.8,212.7,160.8,133.7,194.3,78.4,516.3,666.3,200.8,224.0,441.2,210.4,433.6,196.0,139.8,336.2,110.2,640.4,231.3,193.5,100.4,121.3,670.1,97.6,160.3,670.1,187.4,159.4,295.4,241.7,347.8,207.3,131.6,126.9,226.9,104.7,259.0,718.7,98.1,242.7,194.8,290.1,342.9,525.8,431.0,88.6,112.5,612.0,324.6,148.5,84.7,130.4,1483.4,297.9,245.4,687.9,263.7,131.4,228.7,337.6,199.3,223.1,105.4,174.5,450.4,31.1,280.9,116.8,206.5,241.2,153.6,693.4,721.7,247.5,177.4,730.2,295.4,250.6,281.3,603.2,307.4,654.8,111.2,0.0,179.6,276.0,175.4
ZB,126.1,178.2,684.9,32.0,155.5,168.4,50.5,160.5,163.3,192.8,189.8,176.2,175.7,189.8,622.8,103.6,257.2,141.2,181.6,179.6,494.8,454.3,125.2,197.4,118.9,33.0,167.3,118.7,51.9,173.2,456.4,644.3,58.4,95.7,419.2,68.0,373.7,71.6,49.7,195.4,222.6,632.7,51.6,51.1,172.0,179.7,648.1,199.9,14.0,648.1,96.2,162.4,153.0,99.6,205.4,87.3,173.6,132.3,84.5,167.7,207.4,696.7,199.3,100.3,74.8,184.8,205.8,465.9,371.1,183.4,214.4,604.3,182.2,155.0,139.9,148.6,1599.2,155.5,103.0,665.9,187.3,201.5,91.0,195.2,56.9,43.4,110.8,86.6,434.9,212.6,138.5,185.8,26.8,98.8,144.4,633.5,699.7,115.7,141.5,708.2,153.0,190.7,138.9,581.2,165.0,632.8,156.3,181.4,0.0,133.6,61.3
ZG,200.2,224.0,588.5,112.7,252.7,230.3,147.7,257.7,260.5,290.0,88.2,74.6,74.1,125.3,567.0,192.2,354.4,39.6,255.7,78.0,403.9,483.6,23.6,211.9,216.1,107.0,173.6,203.1,120.7,270.4,368.9,577.4,114.2,158.4,503.4,104.6,286.2,168.8,146.9,119.5,319.8,647.1,89.2,93.9,230.2,276.9,534.5,297.1,125.3,534.5,180.4,175.0,19.3,135.1,149.0,110.3,195.1,229.5,50.5,233.6,254.8,614.1,296.5,104.7,122.2,209.4,149.4,378.4,283.6,280.6,262.3,618.7,113.9,161.3,237.1,215.0,1605.5,81.1,107.4,583.3,130.9,275.6,153.7,138.8,119.6,96.1,208.0,183.8,303.0,309.8,18.9,200.3,113.2,72.5,150.7,577.7,617.1,120.1,147.8,597.1,96.6,156.6,82.5,594.8,97.8,512.4,227.1,278.6,140.1,0.0,141.0
ZL,130.4,140.7,671.5,61.6,151.3,135.3,62.1,156.3,159.1,188.6,219.4,205.8,205.3,219.4,678.4,66.1,253.0,170.8,179.1,209.2,481.4,440.9,154.8,159.9,130.5,52.1,144.7,81.2,81.5,169.0,486.0,630.9,88.0,125.3,405.8,97.6,403.3,83.2,45.5,197.5,218.4,619.3,70.7,80.7,134.5,175.5,634.7,195.7,47.5,634.7,82.8,124.9,182.6,128.9,235.0,31.8,136.1,128.1,114.1,130.2,230.5,683.3,195.1,129.9,19.3,213.5,235.4,495.5,400.7,179.2,176.9,590.9,211.8,132.4,135.7,111.1,1576.6,185.1,132.6,652.5,216.9,199.0,120.6,224.8,86.5,62.5,106.6,94.6,421.5,208.4,168.1,148.3,45.9,128.4,119.1,689.1,686.3,145.3,118.9,694.8,182.6,220.3,168.5,567.8,194.6,619.4,123.2,177.2,66.8,163.2,0.0
