from_stop,AH,AR,AT,AV,BD,BG,BR,BT,CB,CS,CU,CW,DB,DP,DR,DY,EC,ED,EI,EN,ES,EU,EV,EW,FA,FF,GG,GH,GK,GN,GO,GT,HA,HE,HG,HN,HO,HT,HX,IB,IE,IG,II,IO,IS,IX,IY,IZ,JE,JI,JO,JQ,JU,KI,KT,KW,LA,LE,LG,LH,LJ,LO,LU,LV,LW,LZ,MI,MO,NH,NQ,NV,NW,OF,OL,OR,OV,OW,PD,PL,PP,PR,QD,QK,QL,QQ,QR,QV,QW,RP,RY,SB,SJ,SM,ST,TB,TO,TW,TY,UF,UI,UQ,US,UT,UX,VF,VG,VL,WM,WT,WW,XF,XG,XH,YB,YE,YH,YP,YR,YX,YZ,ZD,ZH,ZO,ZQ,ZS,ZU,ZW
OV,604.9,378.2,196.4,584.5,783.6,520.3,51.2,249.7,18.6,465.6,262.3,1046.6,434.7,207.2,329.0,361.4,224.6,521.1,806.1,212.2,975.8,729.3,356.9,416.6,154.5,1054.1,746.5,241.4,346.3,959.5,369.8,1274.7,158.1,277.4,788.0,299.9,1040.0,344.7,675.3,986.0,434.3,20.7,435.5,1144.0,289.7,275.4,354.2,553.3,222.3,69.2,429.1,857.0,175.3,736.0,191.0,209.1,301.0,898.2,273.4,263.3,432.6,356.5,1122.1,1228.6,400.8,258.8,460.4,268.9,398.7,44.0,50.9,884.7,119.3,39.6,325.3,0.0,1058.2,74.0,287.2,273.5,375.0,280.2,234.3,508.0,788.6,674.3,870.3,212.4,765.6,298.2,1152.9,506.9,228.1,1166.8,335.2,401.5,378.2,189.3,1141.9,198.5,2978.7,405.2,1252.7,401.0,321.1,203.7,1116.4,1195.8,1216.6,593.1,631.7,497.4,756.8,306.6,884.6,594.7,297.6,212.3,106.8,369.3,89.1,320.3,811.7,1074.9,624.9,709.1,341.6
OW,898.2,1264.5,1232.4,305.7,72.6,813.6,1102.8,1131.2,1017.3,816.8,1148.6,11.5,735.6,1093.5,975.7,1000.8,1110.9,814.4,137.6,1098.5,82.3,629.2,985.6,1020.3,1195.3,79.9,651.2,1127.7,1227.8,98.6,1256.1,211.6,1044.4,1163.7,454.9,1186.2,18.2,1231.0,603.0,378.9,1018.9,1056.7,1036.7,148.8,1171.2,916.6,1008.7,338.2,1108.6,1105.2,780.3,668.0,1061.6,423.3,1077.3,1095.4,1187.3,229.7,999.7,1149.6,741.3,975.4,131.7,165.5,1287.1,1095.3,806.8,1155.2,1023.7,1080.0,985.0,142.6,1005.6,1075.6,1211.6,1040.7,0.0,1110.0,1173.5,1155.0,1261.3,1166.5,1120.6,801.3,377.9,346.7,201.8,1098.7,275.1,943.4,89.8,383.4,1109.6,112.7,1221.5,1008.3,1264.5,1075.6,83.6,1084.8,2527.5,1008.9,194.4,985.6,907.6,1090.0,53.3,132.7,158.3,571.3,576.3,670.0,205.2,1188.1,137.7,294.6,1060.4,1093.8,993.1,973.0,1125.1,1206.6,116.6,16.6,264.4,449.1,1227.9
PD,679.0,452.3,122.3,658.6,857.7,594.4,116.6,319.0,92.6,539.7,336.4,1120.7,508.8,281.3,403.1,435.5,298.7,595.2,880.2,286.3,1049.9,798.6,431.0,490.7,85.2,1128.2,820.6,315.5,415.6,1033.6,443.9,1344.0,232.2,351.5,857.3,374.0,1114.1,418.8,749.4,1060.1,508.4,60.5,507.1,1213.3,359.0,349.5,428.3,627.4,296.4,4.7,503.2,926.3,249.4,805.3,265.1,283.2,375.1,972.3,342.7,337.4,501.9,425.8,1196.2,1297.9,474.9,332.9,529.7,343.0,472.8,29.9,124.9,958.8,193.4,89.4,399.4,74.0,1132.3,0.0,361.3,342.8,449.1,354.3,308.4,582.1,862.7,748.4,944.4,286.5,839.7,372.3,1222.2,576.2,297.4,1240.9,409.3,475.6,452.3,263.4,1216.0,272.6,3052.8,479.3,1326.8,475.1,395.2,277.8,1185.7,1265.1,1290.7,667.2,705.8,592.2,830.9,375.9,953.9,668.8,371.7,281.6,180.9,443.4,15.0,394.4,885.8,1149.0,699.0,783.2,415.7
PL,731.2,289.1,452.4,710.8,909.9,646.6,322.8,258.9,231.7,591.9,323.3,1172.9,561.0,203.2,455.6,487.7,303.4,647.4,932.4,291.0,1102.1,850.8,483.2,474.0,415.3,1180.4,872.8,320.2,132.9,1085.8,269.4,1396.2,118.8,308.2,909.5,199.5,1166.3,55.1,801.6,1112.3,473.7,289.1,490.4,1265.5,298.9,401.7,368.2,679.6,121.9,325.2,555.4,978.5,254.1,857.5,133.2,223.1,315.0,1024.5,394.9,277.3,554.1,478.0,1248.4,1350.1,149.2,272.8,581.9,18.2,412.7,300.0,205.0,1018.7,146.5,295.6,38.0,255.9,1183.8,330.0,0.0,316.9,123.4,179.8,62.8,634.3,914.9,800.6,996.6,84.7,891.9,424.5,1274.4,628.4,237.3,1297.3,126.6,415.5,126.6,211.2,1268.2,220.4,3105.0,462.6,1379.0,433.9,447.4,174.7,1237.9,1317.3,1342.9,719.4,758.0,644.4,883.1,31.4,1006.1,721.0,311.6,107.1,159.0,474.5,345.1,111.7,938.0,1201.2,751.2,835.4,241.2
PP,583.0,394.8,438.7,562.6,761.7,498.4,293.5,46.7,223.6,443.7,6.3,1118.6,412.8,168.5,314.0,400.4,88.5,499.2,784.2,76.1,1047.8,702.6,385.2,267.9,401.6,1126.1,724.6,27.2,346.8,1031.5,375.1,1341.9,105.1,8.7,761.3,305.2,1112.0,350.0,787.9,964.1,267.6,275.4,284.3,1117.3,23.6,316.2,162.1,531.4,227.6,311.5,407.2,964.8,88.1,714.2,123.5,80.7,39.7,876.3,311.3,78.2,405.9,295.7,1100.2,1295.8,406.1,66.7,433.7,274.2,206.6,286.3,191.3,862.8,132.8,281.9,330.6,242.2,1130.2,316.3,292.5,0.0,380.3,285.5,239.6,486.1,766.7,652.4,848.4,217.7,743.7,281.7,1220.1,480.2,66.9,1243.0,340.5,209.4,383.5,197.5,1213.9,206.7,3091.3,256.5,1324.7,227.8,283.0,145.0,1183.6,1263.0,1288.6,571.2,744.3,496.2,734.9,307.1,857.9,572.8,105.5,212.8,145.3,268.4,331.4,325.6,789.8,1146.9,603.0,687.2,346.9
PR,802.0,359.9,523.2,781.6,980.7,717.4,393.6,329.7,302.5,662.7,394.1,1243.7,631.8,274.0,526.4,558.5,374.2,718.2,1003.2,361.8,1172.9,921.6,554.0,544.8,486.1,1251.2,943.6,391.0,203.7,1156.6,340.2,1467.0,189.6,379.0,980.3,270.3,1237.1,181.5,872.4,1183.1,544.5,359.9,561.2,1336.3,369.7,472.5,439.0,750.4,192.7,396.0,626.2,1049.3,324.9,928.3,204.0,293.9,385.8,1095.3,465.7,348.1,624.9,548.8,1319.2,1420.9,25.8,343.6,652.7,108.1,483.5,370.8,275.8,1089.5,217.3,366.4,164.5,326.7,1254.6,400.8,126.4,387.7,0.0,250.6,133.6,705.1,985.7,871.4,1067.4,155.5,962.7,495.3,1345.2,699.2,308.1,1368.1,197.4,486.3,3.2,282.0,1339.0,291.2,3175.8,533.4,1449.8,504.7,518.2,245.5,1308.7,1388.1,1413.7,790.2,828.8,715.2,953.9,141.0,1076.9,791.8,382.4,177.9,229.8,545.3,415.9,182.5,1008.8,1272.0,822.0,906.2,312.0
QD,729.5,142.2,450.7,709.1,908.2,644.9,321.1,257.2,230.0,590.2,321.6,1171.2,559.3,201.5,453.9,486.0,301.7,645.7,930.7,289.3,1100.4,849.1,481.5,472.3,413.6,1178.7,871.1,318.5,219.4,1084.1,122.5,1394.5,117.1,306.5,907.8,19.6,1164.6,220.2,799.9,1110.6,472.0,287.4,488.7,1263.8,297.2,400.0,366.5,677.9,53.1,323.5,553.7,976.8,252.4,855.8,131.5,221.4,313.3,1022.8,393.2,275.6,552.4,476.3,1246.7,1348.4,278.7,271.1,580.2,146.8,411.0,298.3,203.3,1017.0,144.8,293.9,203.2,254.2,1182.1,328.3,165.1,315.2,252.9,0.0,112.2,632.6,913.2,798.9,994.9,90.3,890.2,422.8,1272.7,626.7,235.6,1295.6,213.1,413.8,256.1,209.5,1266.5,218.7,3103.3,460.9,1377.3,432.2,445.7,173.0,1236.2,1315.6,1341.2,717.7,756.3,642.7,881.4,179.7,1004.4,719.3,309.9,67.9,157.3,472.8,343.4,198.2,936.3,1199.5,749.5,833.7,94.3
QK,668.3,226.2,389.5,647.9,847.0,583.7,259.9,196.0,174.4,529.0,260.4,1110.0,498.1,140.3,392.4,424.8,240.5,584.5,869.5,228.1,1039.2,787.9,420.3,411.1,352.4,1117.5,809.9,257.3,107.1,1022.9,206.5,1333.3,55.9,245.3,846.6,136.6,1103.4,110.3,738.7,1049.4,410.8,226.2,427.5,1202.6,236.0,338.8,305.3,616.7,59.0,262.3,492.5,915.6,191.2,799.4,70.3,160.2,252.1,961.6,332.0,214.4,491.2,415.1,1185.5,1287.2,166.4,209.9,519.0,34.5,349.8,237.1,142.1,948.1,83.6,232.7,90.9,193.0,1121.6,267.1,52.8,254.0,140.6,116.9,0.0,571.4,852.0,737.7,933.7,21.9,829.0,361.6,1211.5,565.5,174.4,1230.2,100.8,352.6,143.8,148.3,1205.3,157.5,3042.1,399.7,1316.1,371.0,384.5,111.8,1175.0,1254.4,1280.0,656.5,695.1,581.5,820.2,67.4,943.2,658.1,248.7,44.2,96.1,411.6,282.2,85.9,875.1,1138.3,688.3,772.5,178.3
QL,172.1,768.4,725.0,267.5,401.9,87.5,595.4,464.5,504.3,161.8,515.0,758.8,80.6,586.1,321.0,345.8,597.2,88.3,424.4,584.8,688.0,342.8,330.6,365.3,687.9,766.3,364.8,535.9,720.4,671.7,748.7,982.1,537.0,499.9,466.2,678.8,752.2,721.2,674.8,604.3,363.9,561.7,381.7,757.5,490.6,261.6,353.7,236.3,601.2,597.8,125.3,851.7,554.2,349.5,569.9,498.5,506.7,516.5,318.0,496.0,86.3,320.4,740.4,936.0,779.7,440.3,151.8,647.8,368.7,572.6,477.6,510.7,498.2,568.2,704.2,528.5,769.7,602.6,666.1,508.6,753.9,659.1,613.2,0.0,406.9,357.3,488.6,591.3,448.6,288.4,860.3,185.1,484.7,883.2,714.1,353.3,757.1,568.2,854.1,577.4,2734.9,353.9,964.9,330.6,252.6,562.8,823.8,903.2,928.8,211.4,631.2,136.4,439.8,680.7,498.1,277.7,405.4,586.4,485.7,318.0,617.7,699.2,477.0,787.1,307.9,327.4,720.5
QQ,520.2,1045.4,1002.0,332.7,68.5,435.6,872.4,741.5,781.3,438.8,792.0,351.8,357.6,863.1,598.0,622.8,874.2,436.4,71.0,861.8,281.0,251.2,607.6,642.3,964.9,359.3,273.2,812.9,997.4,264.7,1025.7,575.1,814.0,776.9,481.9,955.8,345.2,998.2,712.8,197.3,640.9,838.7,658.7,350.5,767.6,538.6,630.7,365.2,878.2,874.8,402.3,777.8,831.2,50.0,846.9,775.5,783.7,163.1,595.0,773.0,363.3,597.4,333.4,529.0,1056.7,717.3,428.8,924.8,645.7,849.6,754.6,177.3,775.2,845.2,981.2,805.5,362.7,879.6,943.1,785.6,1030.9,936.1,890.2,423.3,0.0,373.7,135.2,868.3,302.1,565.4,453.3,410.4,761.7,476.2,991.1,630.3,1034.1,845.2,447.1,854.4,2327.9,630.9,557.9,607.6,529.6,839.8,416.8,496.2,521.8,193.3,686.1,308.0,232.2,957.7,164.7,321.6,682.4,863.4,762.7,595.0,894.7,976.2,143.6,380.1,291.4,71.1,997.5
QR,433.1,922.3,890.2,94.4,264.1,348.5,760.6,629.7,675.1,327.0,680.2,318.4,262.9,751.3,485.9,511.0,762.4,349.3,329.1,750.0,389.2,552.7,495.8,530.5,853.1,386.8,574.7,701.1,885.6,405.5,913.9,421.1,702.2,665.1,243.6,844.0,325.0,888.8,428.8,445.3,529.1,714.5,546.9,331.0,655.8,426.8,518.9,126.9,766.4,763.0,290.5,363.8,719.4,321.3,735.1,663.7,671.9,421.2,483.2,661.2,256.0,485.6,348.1,375.0,944.9,605.5,317.0,813.0,533.9,737.8,642.8,297.8,663.4,733.4,869.4,698.5,306.8,767.8,831.3,673.8,919.1,824.3,778.4,336.2,329.6,0.0,393.3,756.5,206.7,453.6,316.2,172.1,649.9,322.2,879.3,518.5,922.3,733.4,293.1,742.6,2657.6,519.1,403.9,495.8,417.8,728.0,279.7,342.2,367.8,421.3,454.5,346.3,197.9,845.9,292.9,83.3,570.6,751.6,650.9,483.2,782.9,864.4,252.8,290.1,66.0,347.2,885.7
QV,603.1,1128.3,1084.9,397.6,133.4,518.5,955.3,824.4,864.2,521.7,874.9,238.8,440.5,946.0,680.9,705.7,957.1,519.3,58.1,944.7,309.6,334.1,690.5,725.2,1047.8,266.5,356.1,895.8,1080.3,325.9,1108.6,321.5,896.9,859.8,546.8,1038.7,245.4,1081.1,732.0,188.2,723.8,921.6,741.6,197.6,850.5,621.5,713.6,430.1,961.1,957.7,485.2,667.0,914.1,132.9,929.8,858.4,866.6,98.1,677.9,855.9,446.2,680.3,214.7,275.4,1139.6,800.2,511.7,1007.7,728.6,932.5,837.5,242.2,858.1,928.1,1064.1,888.4,227.9,962.5,1026.0,868.5,1113.8,1019.0,973.1,506.2,156.4,438.6,0.0,951.2,367.0,648.3,236.6,475.3,844.6,222.6,1074.0,713.2,1117.0,928.1,193.5,937.3,2486.2,713.8,304.3,690.5,612.5,922.7,200.1,242.6,268.2,276.2,757.7,390.9,297.1,1040.6,229.6,386.5,765.3,946.3,845.6,677.9,977.6,1059.1,208.5,210.5,356.3,154.0,1080.4
QW,646.4,204.3,367.6,626.0,825.1,561.8,238.0,174.1,146.9,507.1,238.5,1088.1,476.2,118.4,370.8,402.9,218.6,562.6,847.6,206.2,1017.3,766.0,398.4,389.2,330.5,1095.6,788.0,235.4,129.0,1001.0,184.6,1311.4,34.0,223.4,824.7,114.7,1081.5,129.8,716.8,1027.5,388.9,204.3,405.6,1180.7,214.1,316.9,283.4,594.8,37.1,240.4,470.6,893.7,169.3,772.7,48.4,138.3,230.2,939.7,310.1,192.5,469.3,393.2,1163.6,1265.3,188.3,188.0,497.1,56.4,327.9,215.2,120.2,933.9,61.7,210.8,112.8,171.1,1099.0,245.2,74.7,232.1,162.5,95.0,21.9,549.5,830.1,715.8,911.8,0.0,807.1,339.7,1189.6,543.6,152.5,1212.5,122.7,330.7,165.7,126.4,1183.4,135.6,3020.2,377.8,1294.2,349.1,362.6,89.9,1153.1,1232.5,1258.1,634.6,673.2,559.6,798.3,89.3,921.3,636.2,226.8,22.3,74.2,389.7,260.3,107.8,853.2,1116.4,666.4,750.6,156.4
RP,500.0,1000.5,957.1,161.3,218.1,415.4,827.5,696.6,736.4,393.9,747.1,272.4,329.8,818.2,553.1,577.9,829.3,416.2,283.1,816.9,343.2,481.3,562.7,597.4,920.0,340.8,503.3,768.0,952.5,359.5,980.8,375.1,769.1,732.0,310.5,910.9,279.0,953.3,495.7,399.3,596.0,793.8,613.8,285.0,722.7,493.7,585.8,193.8,833.3,829.9,357.4,430.7,786.3,280.1,802.0,730.6,738.8,375.2,550.1,728.1,322.9,552.5,302.1,329.0,1011.8,672.4,383.9,879.9,600.8,804.7,709.7,259.5,730.3,800.3,936.3,760.6,261.5,834.7,898.2,740.7,986.0,891.2,845.3,403.1,283.6,202.3,347.3,823.4,0.0,520.5,270.2,239.0,716.8,276.2,946.2,585.4,989.2,800.3,247.1,809.5,2611.6,586.0,357.9,562.7,484.7,794.9,233.7,296.2,321.8,423.4,521.4,413.2,99.9,912.8,246.9,150.2,637.5,818.5,717.8,550.1,849.8,931.3,206.8,244.1,120.0,301.2,952.6
RY,365.3,520.3,476.9,344.9,544.0,280.7,347.3,254.6,256.2,226.0,305.1,900.9,195.1,338.0,31.0,182.7,355.4,281.5,566.5,343.0,830.1,484.9,167.5,118.3,439.8,908.4,506.9,326.0,472.3,813.8,500.6,1124.2,288.9,290.0,543.6,430.7,894.3,473.1,670.9,746.4,136.0,313.6,134.7,899.6,280.7,98.0,143.8,313.7,353.1,349.7,189.5,847.8,306.1,491.6,321.8,288.6,296.8,658.6,29.5,286.1,188.2,53.4,882.5,1078.1,531.6,230.4,216.0,399.7,140.8,324.5,229.5,652.8,250.1,320.1,456.1,280.4,911.8,354.5,418.0,298.7,505.8,411.0,365.1,268.4,549.0,434.7,630.7,343.2,526.0,0.0,1002.4,262.5,274.8,1025.3,466.0,143.4,509.0,320.1,996.2,329.3,2877.0,106.9,1107.0,102.7,65.3,334.5,965.9,1045.3,1070.9,353.5,627.3,278.5,517.2,432.6,640.2,355.1,195.5,338.3,237.6,71.0,369.6,451.1,572.1,929.2,385.3,469.5,472.4
SB,963.6,1329.9,1297.8,310.6,77.5,879.0,1168.2,1196.6,1082.7,882.2,1214.0,76.9,801.0,1158.9,1041.1,1066.2,1176.3,879.8,142.5,1163.9,147.7,694.6,1051.0,1085.7,1260.7,145.3,716.6,1193.1,1293.2,164.0,1321.5,216.5,1109.8,1229.1,459.8,1251.6,83.5,1296.4,668.4,444.3,1084.3,1122.1,1104.6,214.2,1236.6,982.0,1074.1,343.1,1174.0,1170.6,845.7,733.4,1127.0,488.7,1142.7,1160.8,1252.7,234.6,1065.1,1215.0,806.7,1040.8,197.1,170.4,1352.5,1160.7,872.2,1220.6,1089.1,1145.4,1050.4,147.5,1071.0,1141.0,1277.0,1106.1,65.3,1175.4,1238.9,1220.4,1326.7,1231.9,1186.0,866.7,443.3,351.6,206.7,1164.1,280.0,1008.8,0.0,388.3,1175.0,113.4,1286.9,1073.7,1329.9,1141.0,88.5,1150.2,2592.9,1074.3,199.3,1051.0,973.0,1155.4,25.7,137.6,163.2,636.7,641.7,735.4,210.1,1253.5,142.6,299.5,1125.8,1159.2,1058.5,1038.4,1190.5,1272.0,121.5,48.6,269.3,514.5,1293.3
SJ,260.9,761.4,718.0,82.3,320.8,176.3,588.4,457.5,502.9,154.8,508.0,375.1,90.7,579.1,313.7,338.8,590.2,177.1,385.8,577.8,445.9,380.5,323.6,358.3,680.9,443.5,402.5,528.9,713.4,462.2,741.7,477.8,530.0,492.9,281.0,671.8,381.7,716.6,466.2,502.0,356.9,554.7,377.2,387.7,483.6,254.6,346.7,51.1,594.2,590.8,118.3,401.2,547.2,392.0,562.9,491.5,499.7,477.9,311.0,489.0,83.8,313.4,404.8,431.7,772.7,433.3,144.8,640.8,361.7,565.6,470.6,354.5,491.2,561.2,697.2,521.5,363.5,595.6,659.1,501.6,746.9,652.1,606.2,164.0,386.3,172.1,450.0,584.3,263.4,281.4,372.9,0.0,477.7,378.9,707.1,346.3,750.1,561.2,349.8,570.4,2714.3,346.9,460.6,323.6,245.6,555.8,336.4,398.9,424.5,249.1,491.9,153.4,254.6,673.7,349.6,92.5,398.4,579.4,478.7,311.0,610.7,692.2,309.5,346.8,122.7,365.1,713.5
SM,551.7,316.5,419.6,531.3,730.4,467.1,290.0,21.5,204.5,412.4,85.9,1087.3,381.5,101.5,282.7,369.1,168.1,467.9,752.9,155.7,1016.5,671.3,353.9,236.6,382.5,1094.8,693.3,106.8,279.8,1000.2,308.1,1310.6,117.2,70.8,730.0,238.2,1080.7,283.0,768.8,932.8,236.3,256.3,253.0,1086.0,61.5,284.9,130.8,500.1,160.6,292.4,375.9,945.7,127.6,678.0,92.2,13.7,77.6,845.0,280.0,39.9,374.6,264.4,1068.9,1264.5,339.1,35.4,402.4,207.2,175.3,267.2,172.2,831.5,113.7,262.8,263.6,227.9,1098.9,297.2,225.5,79.5,313.3,218.5,172.6,454.8,735.4,621.1,817.1,150.7,712.4,250.4,1188.8,448.9,0.0,1211.7,273.5,178.1,316.5,141.2,1182.6,150.4,3063.4,225.2,1293.4,196.5,251.7,78.0,1152.3,1231.7,1257.3,539.9,725.2,464.9,703.6,240.1,826.6,541.5,74.2,145.8,126.2,237.1,312.3,258.6,758.5,1115.6,571.7,655.9,279.9
ST,1036.2,1402.5,1370.4,321.3,113.2,946.6,1225.2,1264.2,1155.3,954.8,1286.6,149.5,873.6,1231.5,1113.7,1138.8,1248.9,952.4,178.2,1236.5,220.3,762.2,1123.6,1158.3,1328.3,217.9,789.2,1265.7,1360.8,236.6,1394.1,153.6,1182.4,1301.7,475.5,1324.2,156.1,1369.0,741.0,516.9,1156.9,1194.7,1177.2,281.8,1304.2,1054.6,1146.7,353.8,1246.6,1243.2,918.3,801.0,1199.6,561.2,1215.3,1233.4,1325.3,270.3,1137.7,1287.6,874.3,1113.4,264.7,112.5,1425.1,1233.3,944.8,1293.2,1161.7,1218.0,1123.0,163.2,1143.6,1213.6,1349.6,1178.7,137.9,1248.0,1311.5,1288.0,1399.3,1304.5,1253.6,939.3,515.9,362.3,242.4,1236.7,295.7,1081.4,147.3,404.0,1242.6,0.0,1359.5,1146.3,1402.5,1213.6,43.3,1222.8,2665.5,1146.9,141.4,1123.6,1040.6,1228.0,105.8,74.7,105.3,709.3,714.3,808.0,225.8,1321.1,153.3,315.2,1193.4,1226.8,1131.1,1106.0,1263.1,1344.6,137.2,121.2,280.0,587.1,1365.9
TB,769.2,327.1,490.4,748.8,947.9,684.6,360.8,296.9,269.7,629.9,361.3,1210.9,599.0,241.2,493.6,525.7,341.4,685.4,970.4,329.0,1140.1,888.8,521.2,512.0,453.3,1218.4,910.8,358.2,84.3,1123.8,307.4,1434.2,156.8,346.2,947.5,237.5,1204.3,201.7,839.6,1150.3,511.7,327.1,528.4,1303.5,336.9,439.7,406.2,717.6,159.9,363.2,593.4,1016.5,292.1,895.5,171.2,261.1,353.0,1062.5,432.9,315.3,592.1,516.0,1286.4,1388.1,260.2,310.8,619.9,128.3,450.7,338.0,243.0,1056.7,184.5,333.6,184.7,293.9,1221.8,368.0,146.6,354.9,234.4,217.8,100.8,672.3,952.9,838.6,1034.6,122.7,929.9,462.5,1312.4,666.4,275.3,1335.3,0.0,453.5,237.6,249.2,1306.2,258.4,3143.0,500.6,1417.0,471.9,485.4,212.7,1275.9,1355.3,1380.9,757.4,796.0,682.4,921.1,161.2,1044.1,759.0,349.6,145.1,197.0,512.5,383.1,63.1,976.0,1239.2,789.2,873.4,279.2
TO,415.7,521.4,591.4,395.3,594.4,331.1,461.8,173.3,370.7,276.4,223.8,951.3,245.5,295.1,147.0,233.1,306.0,331.9,616.9,293.6,880.5,535.3,217.9,100.6,554.3,958.8,557.3,244.7,473.4,864.2,501.7,1174.6,310.8,208.7,594.0,431.8,944.7,474.2,785.4,796.8,107.1,428.1,117.0,950.0,199.4,148.9,62.5,364.1,354.2,464.2,239.9,962.3,305.6,542.0,285.8,207.3,215.5,709.0,144.0,204.8,238.6,128.4,932.9,1128.5,532.7,149.1,266.4,400.8,109.5,439.0,344.0,703.2,307.3,434.6,457.2,394.9,962.2,469.0,419.1,217.4,506.9,412.1,366.2,318.8,599.4,485.1,681.1,344.3,576.4,114.4,1052.8,312.9,193.5,1075.7,467.1,0.0,510.1,334.8,1046.6,344.0,2927.4,89.2,1157.4,73.8,115.7,271.6,1016.3,1095.7,1121.3,403.9,741.8,328.9,567.6,433.7,690.6,405.5,114.2,339.4,319.8,101.1,484.1,452.2,622.5,979.6,435.7,519.9,473.5
TW,805.1,363.0,526.3,784.7,983.8,720.5,396.7,332.8,305.6,665.8,397.2,1246.8,634.9,277.1,529.5,561.6,377.3,721.3,1006.3,364.9,1176.0,924.7,557.1,547.9,489.2,1254.3,946.7,394.1,206.8,1159.7,343.3,1470.1,192.7,382.1,983.4,273.4,1240.2,184.6,875.5,1186.2,547.6,363.0,564.3,1339.4,372.8,475.6,442.1,753.5,195.8,399.1,629.3,1052.4,328.0,931.4,207.1,297.0,388.9,1098.4,468.8,351.2,628.0,551.9,1322.3,1424.0,22.6,346.7,655.8,111.2,486.6,373.9,278.9,1092.6,220.4,369.5,167.6,329.8,1257.7,403.9,129.5,390.8,3.0,253.7,136.7,708.2,988.8,874.5,1070.5,158.6,965.8,498.4,1348.3,702.3,311.2,1371.2,200.5,489.4,0.0,285.1,1342.1,294.3,3178.9,536.5,1452.9,507.8,521.3,248.6,1311.8,1391.2,1416.8,793.3,831.9,718.3,957.0,144.1,1080.0,794.9,385.5,181.0,232.9,548.4,419.0,185.6,1011.9,1275.1,825.1,909.3,315.1
TY,665.7,315.9,386.9,645.3,844.4,581.1,257.3,144.1,166.2,526.4,188.7,1107.4,495.5,106.4,390.1,422.2,151.0,581.9,866.9,138.6,1036.6,785.3,417.7,359.2,349.8,1114.9,807.3,167.8,267.9,1020.3,296.2,1330.7,84.5,193.4,844.0,226.3,1100.8,268.7,736.1,1046.8,358.9,223.6,375.6,1200.0,184.1,336.2,253.4,614.1,148.7,259.7,489.9,913.0,101.7,792.0,117.1,108.3,200.2,959.0,329.4,162.5,488.6,387.0,1182.9,1284.6,327.2,158.0,516.4,195.3,297.9,234.5,139.5,953.2,81.0,230.1,251.7,190.4,1118.3,264.5,213.6,195.1,301.4,206.6,160.7,568.8,849.4,735.1,931.1,138.8,826.4,359.0,1208.9,562.9,122.5,1231.8,261.6,300.7,304.6,0.0,1202.7,9.2,3039.5,347.8,1313.5,319.1,374.3,102.9,1172.4,1251.8,1277.4,653.9,692.5,578.9,817.6,228.2,940.6,655.5,196.8,133.9,93.5,359.7,279.6,246.7,872.5,1135.7,685.7,769.9,268.0
UF,992.8,1370.4,1327.0,282.9,69.8,908.2,1197.4,1225.8,1106.3,911.4,1243.2,106.1,830.2,1188.1,1070.6,1095.4,1205.5,909.0,134.8,1193.1,176.9,723.8,1080.2,1114.9,1289.9,174.5,745.8,1222.3,1322.4,193.2,1350.7,127.9,1139.0,1258.3,432.1,1280.8,112.7,1323.2,697.6,473.5,1113.5,1163.7,1131.3,243.4,1265.8,1011.2,1103.3,315.4,1203.2,1199.8,874.9,762.6,1156.2,522.6,1171.9,1190.0,1281.9,226.9,1094.3,1244.2,835.9,1070.0,226.3,81.8,1381.7,1189.9,901.4,1249.8,1118.3,1174.6,1079.6,127.5,1100.2,1170.2,1306.2,1130.5,95.2,1204.6,1268.1,1249.6,1355.9,1261.1,1215.2,895.9,472.5,323.9,199.0,1193.3,252.3,1038.0,103.9,360.6,1204.2,29.0,1316.1,1102.9,1359.1,1170.2,0.0,1179.4,2622.1,1103.5,110.7,1080.2,1002.2,1184.6,67.4,49.0,74.6,665.9,670.9,780.6,182.4,1282.7,114.9,271.8,1155.0,1188.4,1087.7,1067.6,1219.7,1301.2,93.8,77.8,241.6,543.7,1322.5
UI,673.1,323.3,394.3,652.7,851.8,588.5,264.7,151.5,173.6,533.8,196.1,1114.8,502.9,113.8,397.5,429.6,158.4,589.3,874.3,146.0,1044.0,792.7,425.1,366.6,357.2,1122.3,814.7,175.2,275.3,1027.7,303.6,1338.1,91.9,200.8,851.4,233.7,1108.2,276.1,743.5,1054.2,366.3,231.0,383.0,1207.4,191.5,343.6,260.8,621.5,156.1,267.1,497.3,920.4,109.1,799.4,124.5,115.7,207.6,966.4,336.8,169.9,496.0,394.4,1190.3,1292.0,334.6,165.4,523.8,202.7,305.3,241.9,146.9,960.6,88.4,237.5,259.1,197.8,1125.7,271.9,221.0,202.5,308.8,214.0,168.1,576.2,856.8,742.5,938.5,146.2,833.8,366.4,1216.3,570.3,129.9,1239.2,269.0,308.1,312.0,7.3,1210.1,0.0,3046.9,355.2,1320.9,326.5,381.7,110.3,1179.8,1259.2,1284.8,661.3,699.9,586.3,825.0,235.6,948.0,662.9,204.2,141.3,100.9,367.1,287.0,254.1,879.9,1143.1,693.1,777.3,275.4
