from_stop,AA,AK,AM,AQ,AW,BB,BG,BH,BN,BP,BT,BW,BX,BY,BZ,CC,CF,CJ,CK,CM,DF,DN,DW,DX,EB,FB,FE,FS,FW,GQ,GX,HE,HR,HV,HW,IB,IC,IG,IJ,IL,IM,IP,IV,IX,IZ,JC,JD,JH,JJ,JK,JR,KB,KJ,KP,LF,LP,MB,MF,ML,MN,MT,MW,NA,NI,NK,NP,NQ,NR,NS,NX,OI,OJ,OM,OO,PB,PP,PT,PX,QF,QN,QZ,RB,RF,RV,SA,SC,SD,SH,SJ,SK,SV,TD,TQ,TS,TV,UB,UD,UH,UO,UW,VF,VI,VN,VP,VU,VZ,WR,WV,WX,XK,XO,XQ,XR,XY,YF,YI,YL,YN,YW,ZS,ZV
QZ,955.5,882.3,1008.5,705.0,336.0,626.6,183.2,167.6,295.9,638.8,286.3,924.4,353.3,444.8,279.5,26.0,706.1,867.1,122.8,53.8,498.7,1018.8,622.5,5.2,939.6,390.7,653.5,838.8,192.0,743.6,521.0,573.1,183.0,320.7,547.7,494.9,75.4,362.3,200.3,277.4,904.5,408.5,260.3,693.8,851.4,987.0,754.6,445.4,73.8,83.2,913.6,1078.5,187.9,434.8,2026.0,109.2,425.9,826.9,637.1,255.5,362.2,851.9,995.2,73.5,646.3,833.4,823.2,51.4,422.5,415.3,906.6,526.3,538.1,807.3,796.3,624.5,564.7,127.9,831.4,471.1,0.0,269.2,374.9,317.0,180.4,784.2,17.1,354.8,589.6,832.6,873.5,236.8,780.0,457.1,842.7,602.6,771.9,300.4,1017.3,939.0,566.1,63.6,530.0,945.3,842.5,302.4,31.3,899.1,482.9,194.0,22.4,843.8,180.5,448.3,206.0,396.6,306.6,804.5,874.6,870.7,613.0
RB,809.6,848.8,862.6,937.4,362.9,480.7,114.6,463.8,24.3,492.9,14.7,906.0,380.2,677.2,448.1,322.2,560.2,833.6,212.1,303.7,731.1,872.9,854.9,290.8,891.9,119.1,885.9,825.3,240.2,894.1,753.4,805.5,161.9,49.1,401.8,727.3,220.6,90.7,496.5,446.0,758.6,640.9,428.9,926.2,929.5,841.1,987.0,173.8,222.2,379.4,767.7,932.6,226.1,667.2,2258.4,323.0,658.3,681.0,491.2,148.2,550.5,706.0,849.3,222.5,500.4,799.9,753.4,347.6,654.9,647.7,760.7,380.4,770.5,661.4,874.4,478.6,418.8,207.0,909.5,703.5,296.1,0.0,543.5,485.6,218.6,1072.0,313.3,83.2,443.7,686.7,951.6,49.2,858.1,689.5,829.2,835.0,805.9,31.1,871.4,793.1,798.5,232.4,384.1,799.4,696.6,329.3,324.0,753.2,715.3,104.2,317.9,917.0,117.1,680.7,374.6,629.0,410.9,658.6,952.7,724.8,467.1
RF,953.7,915.1,983.6,737.8,255.8,882.7,439.3,467.8,416.2,894.9,420.9,957.2,273.1,477.6,107.8,309.3,962.2,899.9,452.2,283.7,531.5,1037.8,655.3,334.6,972.4,438.4,686.3,871.6,492.2,776.4,553.8,605.9,512.4,389.9,803.8,527.7,404.8,460.6,500.5,281.5,1003.3,441.3,126.9,726.6,884.2,985.2,787.4,300.1,403.2,383.4,911.8,1150.0,506.3,467.6,2058.8,409.4,458.7,1022.7,893.2,511.6,319.6,1108.0,993.4,402.9,902.4,866.2,856.0,351.6,455.3,448.1,904.8,782.4,570.9,1042.3,829.1,880.6,820.8,457.3,864.2,503.9,329.3,443.3,0.0,73.0,509.8,817.0,308.4,386.5,845.7,1047.6,906.3,459.5,812.8,489.9,875.5,635.4,804.7,474.5,994.5,1078.8,598.9,393.0,786.1,1072.1,1057.5,222.2,304.0,897.3,515.7,450.1,297.9,876.6,436.6,481.1,210.1,429.4,136.9,970.0,907.4,978.9,869.1
RV,879.4,840.8,909.3,663.5,280.1,872.9,429.5,492.1,440.5,885.1,445.2,882.9,297.4,403.3,33.5,333.6,952.4,825.6,400.8,308.0,457.2,963.5,581.0,358.9,898.1,462.7,612.0,797.3,516.5,702.1,479.5,531.6,461.0,414.2,794.0,453.4,369.3,484.9,524.8,208.4,929.0,364.1,52.6,652.3,809.9,910.9,713.1,324.4,370.9,407.7,837.5,1075.7,465.9,393.3,1984.5,433.7,384.4,948.4,883.4,501.8,245.3,1053.9,919.1,371.2,892.6,791.9,781.7,375.9,381.0,373.8,830.5,772.6,496.6,968.0,754.8,870.8,811.0,405.9,789.9,429.6,353.6,467.6,56.7,0.0,458.4,768.4,332.7,410.8,835.9,973.3,832.0,483.1,738.5,415.6,801.2,561.1,730.4,498.8,920.2,1004.5,524.6,417.3,776.3,997.8,983.2,246.5,328.3,823.0,441.4,440.3,322.2,802.3,426.8,406.8,125.9,355.8,161.2,895.7,833.1,904.6,859.3
SA,865.6,904.8,918.6,862.1,544.6,536.7,132.0,245.8,206.0,548.9,196.4,962.0,561.9,601.9,436.6,214.4,616.2,889.6,67.5,242.2,655.8,928.9,779.6,185.1,947.9,300.8,810.6,881.3,21.5,950.1,678.1,730.2,56.6,230.8,457.8,652.0,114.9,272.4,278.5,434.5,814.6,565.6,417.4,850.9,985.5,897.1,911.7,355.5,116.5,161.4,823.7,988.6,7.4,591.9,2183.1,104.3,583.0,737.0,547.2,151.6,519.3,762.0,905.3,116.8,556.4,855.9,809.4,152.1,579.6,572.4,816.7,436.4,695.2,717.4,930.4,534.6,474.8,62.4,965.5,628.2,190.4,179.3,532.0,474.1,0.0,941.3,207.6,264.9,499.7,742.7,1007.6,146.9,914.1,614.2,885.2,759.7,861.9,210.5,927.4,849.1,723.2,126.7,440.1,855.4,752.6,511.0,219.7,809.2,640.0,121.6,212.9,973.0,134.5,605.4,363.1,553.7,463.7,714.6,1008.7,780.8,523.1
SC,438.4,236.5,491.4,123.8,762.2,740.7,893.5,865.5,898.6,755.1,903.3,166.9,779.5,477.6,776.5,707.0,822.4,251.7,849.9,681.4,385.2,522.5,316.0,732.3,182.1,920.8,175.3,342.3,889.9,256.8,381.0,361.3,910.1,872.3,710.3,381.4,802.5,943.0,898.2,845.3,488.0,464.1,757.3,135.0,444.5,469.9,64.2,782.5,800.9,781.1,396.5,634.7,904.0,438.6,2262.7,807.1,485.3,507.4,753.4,965.8,671.1,612.9,478.1,800.6,760.4,285.4,340.7,749.3,451.3,506.1,389.5,731.7,338.5,527.0,389.4,738.6,683.3,855.0,424.5,402.7,727.0,925.7,871.9,814.0,907.5,0.0,706.1,868.9,703.7,403.1,466.6,947.1,373.1,416.7,346.2,382.6,336.9,956.9,204.2,288.5,395.0,790.7,728.0,281.8,392.5,728.6,701.7,382.0,389.4,904.3,695.6,178.3,890.8,425.5,739.5,475.5,810.2,454.7,467.7,463.6,729.3
SD,972.7,899.5,1025.7,722.2,353.2,643.8,200.4,166.7,313.1,656.0,303.5,941.6,370.5,462.0,296.7,8.8,723.3,884.3,140.0,36.6,515.9,1036.0,639.7,22.4,956.8,407.9,670.7,856.0,191.1,760.8,538.2,590.3,200.2,337.9,564.9,512.1,92.6,379.5,199.4,294.6,921.7,425.7,277.5,711.0,868.6,1004.2,771.8,462.6,91.0,82.3,930.8,1095.7,205.1,452.0,2043.2,108.3,443.1,844.1,654.3,272.7,379.4,869.1,1012.4,90.7,663.5,850.6,840.4,50.5,439.7,432.5,923.8,543.5,555.3,824.5,813.5,641.7,581.9,145.1,848.6,488.3,17.1,286.4,392.1,334.2,197.6,801.4,0.0,372.0,606.8,849.8,890.7,254.0,797.2,474.3,859.9,619.8,789.1,317.6,1034.5,956.2,583.3,80.8,547.2,962.5,859.7,319.6,14.1,916.3,500.1,211.2,21.5,861.0,197.7,465.5,223.2,413.8,323.8,821.7,891.8,887.9,630.2
SH,865.4,904.6,918.4,923.1,291.7,536.5,170.4,416.6,61.7,548.7,66.4,961.8,309.0,662.9,376.9,258.1,616.0,889.4,267.9,232.5,716.8,928.7,840.6,283.4,947.7,210.3,871.6,881.1,296.0,949.9,739.1,791.2,217.7,35.4,457.6,713.0,276.4,181.9,449.3,374.8,814.4,626.6,357.7,911.9,985.3,896.9,972.7,102.6,278.0,332.2,823.5,988.4,281.9,652.9,2244.1,358.2,644.0,736.8,547.0,204.0,479.3,761.8,905.1,278.3,556.2,855.7,809.2,300.4,640.6,633.4,816.5,436.2,756.2,717.2,930.2,534.4,474.6,262.8,965.3,689.2,278.1,88.8,472.3,414.4,274.4,1002.3,257.2,0.0,499.5,742.5,1007.4,105.0,913.9,675.2,885.0,820.7,861.7,120.0,927.2,848.9,784.2,288.2,439.9,855.2,752.4,258.1,252.8,809.0,701.0,160.0,246.7,972.8,172.9,666.4,303.4,614.7,339.7,714.4,1008.5,780.6,522.9
SJ,401.1,440.3,454.1,752.7,820.4,36.9,426.4,775.6,481.8,106.6,472.2,497.5,837.7,824.9,823.7,634.0,173.9,425.1,523.9,661.8,688.0,464.4,796.7,602.6,483.4,576.6,736.9,416.8,552.0,485.6,710.3,762.4,473.7,506.6,61.8,684.2,532.4,548.2,808.3,821.6,354.6,811.4,804.5,763.9,521.0,432.6,693.1,631.3,534.0,691.2,359.2,524.1,537.9,785.9,2570.2,634.8,832.6,272.5,104.9,460.0,906.4,297.5,440.8,534.3,56.6,391.4,344.9,659.4,798.6,853.4,352.2,83.2,727.4,252.9,465.9,34.8,34.8,518.8,501.0,750.0,607.9,455.1,919.1,861.2,530.4,673.3,625.1,540.7,0.0,278.2,543.1,422.7,449.6,764.0,420.7,791.9,397.4,486.3,462.9,384.6,755.4,544.2,79.5,390.9,288.1,786.8,639.3,344.7,667.2,416.0,630.4,508.5,428.9,772.8,750.2,822.8,868.4,250.1,544.2,316.3,80.8
SK,232.0,271.2,285.0,474.4,928.8,337.5,671.7,1020.9,727.1,351.9,717.5,219.3,946.1,655.8,943.1,873.6,419.2,256.0,769.2,848.0,518.9,295.3,627.6,847.9,205.2,821.9,525.9,247.7,797.3,316.5,541.2,593.3,719.0,751.9,307.1,515.1,777.7,793.5,1053.6,1011.9,181.0,642.3,923.9,485.6,351.9,263.5,414.8,876.6,779.3,936.5,190.1,355.0,783.2,617.2,2463.5,880.1,674.7,200.4,350.2,705.3,863.7,255.8,271.7,779.6,357.2,222.3,175.8,904.7,629.5,684.3,183.1,328.5,558.3,211.2,296.8,335.4,280.1,764.1,331.9,580.9,853.2,700.4,1038.5,980.6,775.7,385.2,870.4,786.0,300.5,0.0,374.0,668.0,280.5,594.9,251.6,622.8,228.3,731.6,184.6,106.4,586.3,789.5,324.8,112.6,9.8,895.2,868.3,175.6,498.1,661.3,862.2,319.3,674.2,603.7,906.1,653.6,976.8,81.0,375.1,156.6,326.1
SV,291.3,248.7,131.0,511.9,821.4,593.6,927.8,924.7,983.2,608.0,973.6,389.9,838.7,548.4,835.7,766.2,675.3,233.5,909.1,740.6,411.5,375.4,520.2,791.5,405.1,980.0,460.4,135.1,949.1,209.1,433.8,485.9,969.3,931.5,563.2,407.7,861.7,1002.2,957.4,904.5,340.9,534.9,816.5,500.7,21.7,322.8,516.8,841.7,860.1,840.3,249.4,487.6,963.2,509.8,2356.1,866.3,567.3,360.3,606.3,961.4,756.3,465.8,331.0,859.8,613.3,199.8,193.6,808.5,522.1,576.9,242.4,584.6,450.9,379.9,76.8,591.5,536.2,914.2,41.7,473.5,786.2,956.5,931.1,873.2,966.7,487.2,765.3,928.1,556.6,385.2,0.0,924.1,102.8,487.5,131.5,515.4,145.0,987.7,427.2,491.6,478.9,849.9,580.9,497.9,395.1,787.8,760.9,234.9,390.7,917.4,754.8,309.3,930.3,496.3,798.7,546.2,869.4,307.6,1.1,316.5,582.2
TD,760.3,799.5,813.3,888.1,397.6,431.4,65.3,414.5,59.0,443.6,49.4,856.7,414.9,627.9,482.8,272.9,510.9,784.3,162.8,300.7,681.8,823.6,805.6,241.5,842.6,153.8,836.6,776.0,190.9,844.8,704.1,756.2,112.6,83.8,352.5,678.0,171.3,125.4,447.2,480.7,709.3,591.6,463.6,876.9,880.2,791.8,937.7,208.5,172.9,330.1,718.4,883.3,176.8,617.9,2209.1,273.7,609.0,631.7,441.9,98.9,545.3,656.7,800.0,173.2,451.1,750.6,704.1,298.3,605.6,598.4,711.4,331.1,721.2,612.1,825.1,429.3,369.5,157.7,860.2,654.2,246.8,32.3,578.2,520.3,169.3,1022.7,264.0,117.9,394.4,637.4,902.3,0.0,808.8,640.2,779.9,785.7,756.6,63.5,822.1,743.8,749.2,183.1,334.8,750.1,647.3,364.0,278.2,703.9,666.0,54.9,269.3,867.7,67.8,631.4,409.3,579.7,445.6,609.3,903.4,675.5,417.8
TQ,191.1,152.5,170.7,409.0,718.5,493.4,827.6,821.8,883.0,507.8,873.4,287.0,735.8,445.5,732.8,663.3,575.1,137.3,806.2,637.7,308.6,275.2,417.3,688.6,302.2,877.1,357.5,78.9,846.2,106.2,330.9,383.0,866.4,828.6,463.0,304.8,758.8,899.3,854.5,801.6,240.7,432.0,713.6,397.8,71.3,222.6,413.9,738.8,757.2,737.4,149.2,387.4,860.3,406.9,2253.2,763.4,464.4,260.1,506.1,861.2,653.4,365.6,230.8,756.9,513.1,103.6,93.4,705.6,419.2,474.0,142.2,484.4,348.0,279.7,16.2,491.3,436.0,811.3,51.3,370.6,683.3,856.3,828.2,770.3,863.8,384.3,662.4,825.2,456.4,285.0,93.4,823.9,0.0,384.6,75.3,412.5,42.1,887.5,324.3,391.4,376.0,747.0,480.7,397.7,294.9,684.9,658.0,134.7,287.8,817.2,651.9,206.4,830.1,393.4,695.8,443.3,766.5,207.4,94.5,216.3,482.0
TS,522.3,483.7,552.2,279.9,382.1,824.6,513.4,485.4,518.5,839.0,523.2,525.8,399.4,79.3,396.4,326.9,906.3,468.5,469.8,301.3,63.0,606.4,181.3,352.2,541.0,540.7,228.4,440.2,509.8,345.0,73.6,125.7,530.0,492.2,794.2,66.8,422.4,562.9,518.1,465.2,571.9,47.3,377.2,268.7,452.8,553.8,329.5,402.4,420.8,401.0,480.4,718.6,523.9,22.3,1897.2,427.0,98.2,591.3,837.3,585.7,317.0,696.8,562.0,420.5,844.3,434.8,424.6,369.2,34.6,107.8,473.4,815.6,72.7,610.9,397.7,822.5,767.2,474.9,432.8,13.9,346.9,545.6,491.8,433.9,527.4,359.1,326.0,488.8,787.6,616.2,474.9,567.0,381.4,0.0,444.1,155.2,373.3,576.8,563.1,647.4,118.7,410.6,811.9,640.7,626.1,348.5,321.6,465.9,84.3,524.2,315.5,445.2,510.7,8.8,359.4,59.3,430.1,538.6,476.0,547.5,813.2
TV,159.7,117.1,212.7,464.1,778.7,462.0,796.2,882.0,851.6,476.4,842.0,277.6,796.0,505.7,793.0,723.5,543.7,101.9,866.4,697.9,368.8,243.8,477.5,748.8,292.8,946.4,417.7,3.6,906.4,166.4,391.1,443.2,843.5,876.4,431.6,365.0,819.0,918.0,914.7,861.8,209.3,492.2,773.8,458.0,113.7,191.2,404.5,799.0,817.4,797.6,117.8,356.0,907.7,467.1,2313.4,823.6,524.6,228.7,474.7,829.8,713.6,334.2,199.4,817.1,481.7,68.2,62.0,765.8,479.4,534.2,110.8,453.0,408.2,248.3,58.6,459.9,404.6,871.5,93.7,430.8,743.5,824.9,888.4,830.5,900.2,374.9,722.6,910.5,425.0,253.6,135.8,792.5,69.0,444.8,0.0,472.7,78.2,856.1,314.9,360.0,436.2,807.2,449.3,366.3,263.5,745.1,718.2,103.3,348.0,785.8,712.1,185.3,798.7,453.6,756.0,503.5,826.7,176.0,136.9,184.9,450.6
UB,624.0,578.6,653.9,295.3,521.5,926.3,652.8,624.8,657.9,940.7,662.6,509.0,538.8,200.2,535.8,466.3,1008.0,570.2,609.2,440.7,164.7,708.1,86.6,491.6,524.2,680.1,243.8,541.9,649.2,446.7,175.3,49.8,669.4,631.6,895.9,168.5,561.8,702.3,657.5,604.6,673.6,186.7,516.6,284.1,554.5,655.5,311.2,541.8,560.2,540.4,582.1,820.3,663.3,161.6,2067.9,566.4,219.1,693.0,939.0,725.1,441.3,798.5,663.7,559.9,946.0,536.5,526.3,508.6,173.9,228.7,575.1,917.3,174.4,712.6,499.4,924.2,868.9,614.3,534.5,125.3,486.3,685.0,631.2,573.3,666.8,340.8,465.4,628.2,889.3,717.9,576.6,706.4,483.1,139.3,545.8,0.0,475.0,716.2,546.3,630.6,77.6,550.0,913.6,623.9,727.8,487.9,461.0,567.6,186.0,663.6,454.9,520.4,650.1,148.1,498.8,198.7,569.5,640.3,577.7,649.2,914.9
UD,148.9,110.3,201.9,390.9,700.4,451.2,785.4,803.7,840.8,465.6,831.2,268.9,717.7,427.4,714.7,645.2,532.9,95.1,788.1,619.6,290.5,233.0,399.2,670.5,284.1,859.0,339.4,66.8,828.1,88.1,312.8,364.9,832.7,810.5,420.8,286.7,740.7,907.2,836.4,783.5,198.5,413.9,695.5,379.7,123.5,180.4,395.8,720.7,739.1,719.3,107.0,345.2,842.2,388.8,2235.1,745.3,446.3,217.9,463.9,819.0,635.3,323.4,188.6,738.8,470.9,61.4,51.2,687.5,401.1,455.9,100.0,442.2,329.9,237.5,68.4,449.1,393.8,793.2,103.5,352.5,665.2,814.1,810.1,752.2,845.7,366.2,644.3,807.1,414.2,242.8,145.6,781.7,52.1,366.5,70.7,394.4,0.0,845.3,306.2,349.2,357.9,728.9,438.5,355.5,252.7,666.8,639.9,92.5,269.7,775.0,633.8,178.5,787.9,375.3,677.7,425.2,748.4,165.2,146.7,174.1,439.8
UH,840.8,880.0,893.8,968.6,394.1,511.9,145.8,495.0,55.5,524.1,45.9,937.2,411.4,708.4,479.3,353.4,591.4,864.8,243.3,334.9,762.3,904.1,886.1,322.0,923.1,150.3,917.1,856.5,271.4,925.3,784.6,836.7,193.1,80.3,433.0,758.5,251.8,121.9,527.7,477.2,794.3,672.1,460.2,957.4,960.7,872.3,1018.2,205.0,253.4,410.6,798.9,963.8,257.3,698.8,2289.6,354.2,689.5,712.2,522.4,179.4,581.7,737.2,880.5,253.7,531.6,831.1,784.6,378.8,686.1,678.9,791.9,411.6,801.7,692.6,905.6,509.8,450.0,238.2,940.7,734.7,327.3,31.1,574.7,516.8,249.8,1113.0,344.5,114.4,474.9,717.9,982.8,80.4,889.3,720.7,860.4,866.2,837.1,0.0,902.6,824.3,829.7,263.6,415.3,830.6,727.8,360.5,355.2,784.4,746.5,135.4,349.1,948.2,148.3,711.9,405.8,660.9,442.1,689.8,983.9,756.0,498.3
UO,394.7,192.8,447.7,289.7,885.3,536.4,870.6,988.6,926.0,550.8,916.4,34.6,902.6,612.3,899.6,830.1,618.1,208.0,968.1,804.5,475.4,478.8,481.9,855.4,20.5,1020.8,341.2,298.6,996.2,213.1,497.7,527.2,917.9,950.8,506.0,471.6,925.6,992.4,1021.3,968.4,379.9,598.8,880.4,300.9,400.8,426.2,230.1,905.6,924.0,904.2,352.8,553.9,982.1,573.7,2420.0,930.2,631.2,399.3,549.1,904.2,837.0,454.7,434.4,923.7,556.1,241.7,297.0,872.4,586.0,640.8,345.8,527.4,504.4,410.1,345.7,534.3,479.0,963.0,380.8,537.4,850.1,899.3,995.0,937.1,974.6,200.5,829.2,984.9,499.4,198.8,422.9,866.9,329.4,551.4,302.5,548.5,293.2,930.5,0.0,84.2,542.8,913.8,523.7,77.5,188.2,851.7,824.8,338.3,454.6,860.2,818.7,134.6,873.1,560.2,862.6,610.1,933.3,279.9,424.0,355.5,525.0
UW,346.6,271.1,399.6,368.0,963.6,452.1,786.3,1066.9,841.7,466.5,832.1,112.9,980.9,690.6,977.9,908.4,533.8,286.3,883.8,882.8,553.7,409.9,560.2,933.7,98.7,936.5,419.5,362.3,911.9,291.4,576.0,605.5,833.6,866.5,421.7,549.9,892.3,908.1,1099.6,1046.7,300.1,681.0,958.8,379.2,466.5,378.1,308.4,991.2,893.9,982.5,304.7,469.6,897.8,651.6,2498.3,994.7,698.3,315.0,464.8,819.9,915.3,370.4,386.3,894.2,471.8,320.0,290.4,950.7,664.3,719.1,297.7,443.1,582.7,325.8,411.4,450.0,394.7,878.7,446.5,615.7,928.4,815.0,1073.3,1015.4,890.3,288.6,907.5,900.6,415.1,114.6,488.6,782.6,395.1,629.7,366.2,626.8,342.9,846.2,78.2,0.0,621.1,904.1,439.4,6.2,103.9,930.0,903.1,290.2,532.9,775.9,897.0,212.9,788.8,638.5,940.9,688.5,1011.6,195.6,489.7,271.2,440.7
VF,546.3,507.7,576.2,303.9,443.8,848.6,575.1,547.1,580.2,863.0,584.9,549.8,461.1,122.5,458.1,388.6,930.3,492.5,531.5,363.0,87.0,630.4,205.3,413.9,565.0,602.4,252.4,464.2,571.5,369.0,97.6,149.7,591.7,553.9,818.2,90.8,484.1,624.6,579.8,526.9,595.9,109.0,438.9,292.7,476.8,577.8,353.5,464.1,482.5,462.7,504.4,742.6,585.6,83.9,1990.2,488.7,141.4,615.3,861.3,647.4,378.7,720.8,586.0,482.2,868.3,458.8,448.6,430.9,96.2,151.0,497.4,839.6,96.7,634.9,421.7,846.5,791.2,536.6,456.8,47.6,408.6,607.3,553.5,495.6,589.1,383.1,387.7,550.5,811.6,640.2,498.9,628.7,405.4,61.6,468.1,179.2,397.3,638.5,587.1,671.4,0.0,472.3,835.9,664.7,650.1,410.2,383.3,489.9,108.3,585.9,377.2,469.2,572.4,70.4,421.1,121.0,491.8,562.6,500.0,571.5,837.2
VI,891.8,931.0,944.8,786.9,417.9,562.9,119.5,231.3,232.2,575.1,222.6,988.2,435.2,526.7,361.4,89.7,642.4,915.8,59.1,117.5,580.6,955.1,704.4,58.3,974.1,327.0,735.4,907.5,138.3,825.5,602.9,655.0,119.3,257.0,484.0,576.8,11.7,298.6,264.0,359.3,840.8,490.4,342.2,775.7,933.3,923.3,836.5,381.7,10.2,146.9,849.9,1014.8,124.2,516.7,2107.9,172.9,507.8,763.2,573.4,191.8,444.1,788.2,931.5,9.8,582.6,882.1,835.6,115.1,504.4,497.2,842.9,462.6,620.0,743.6,878.2,560.8,501.0,64.2,913.3,553.0,63.6,205.5,456.8,398.9,116.7,866.1,80.8,291.1,525.9,768.9,955.4,173.1,861.9,539.0,911.4,684.5,888.1,236.7,953.6,875.3,648.0,0.0,466.3,881.6,778.8,384.3,95.0,835.4,564.8,130.3,86.1,925.7,116.8,530.2,287.9,478.5,388.5,740.8,956.5,807.0,549.3
VN,425.4,464.6,478.4,777.0,740.8,96.5,346.8,696.0,402.2,108.7,392.6,521.8,758.1,849.2,744.1,554.4,176.0,449.4,444.3,582.2,712.3,488.7,821.0,523.0,507.7,497.0,761.2,441.1,472.4,509.9,734.6,786.7,394.1,427.0,17.7,708.5,452.8,468.6,728.7,742.0,378.9,835.7,724.9,788.2,545.3,456.9,717.4,551.7,454.4,611.6,383.5,548.4,458.3,810.6,2490.6,555.2,856.9,296.8,107.0,380.4,826.8,321.8,465.1,454.7,116.2,415.7,369.2,579.8,822.9,877.7,376.5,3.6,751.7,277.2,490.2,94.4,34.6,439.2,525.3,774.3,528.3,375.5,839.5,781.6,450.8,697.6,545.5,461.1,59.5,302.5,567.4,343.1,473.9,788.3,445.0,816.2,421.7,406.7,487.2,408.9,779.7,464.6,0.0,415.2,312.4,707.2,559.7,369.0,691.5,336.4,550.8,532.8,349.3,797.1,670.6,847.1,788.8,274.4,568.5,340.6,82.9
VP,353.3,264.8,406.3,361.7,957.3,458.8,793.0,1060.6,848.4,473.2,838.8,106.6,974.6,684.3,971.6,902.1,540.5,280.0,890.5,876.5,547.4,416.6,553.9,927.4,92.5,943.2,413.2,369.0,918.6,285.1,569.7,599.2,840.3,873.2,428.4,543.6,899.0,914.8,1093.3,1040.4,302.3,670.8,952.4,372.9,472.8,384.8,302.1,997.9,900.6,976.2,311.4,476.3,904.5,645.7,2492.0,1001.4,703.2,321.7,471.5,826.6,909.0,377.1,393.0,900.9,478.5,313.7,297.1,944.4,658.0,712.8,304.4,449.8,576.4,332.5,417.7,456.7,401.4,885.4,452.8,609.4,922.1,821.7,1067.0,1009.1,897.0,272.5,901.2,907.3,421.8,121.3,494.9,789.3,401.4,623.4,372.9,620.5,349.6,852.9,71.9,6.7,614.8,910.8,446.1,0.0,110.6,923.7,896.8,296.9,526.6,782.6,890.7,206.6,795.5,632.2,934.6,682.1,1005.3,202.3,496.0,277.9,447.4
VU,242.6,281.8,295.6,464.5,939.4,348.1,682.3,1031.5,737.7,362.5,728.1,209.4,956.7,666.4,953.7,884.2,429.8,266.6,779.8,858.6,529.5,305.9,638.2,858.5,195.3,832.5,516.0,258.3,807.9,327.1,551.8,603.9,729.6,762.5,317.7,525.7,788.3,804.1,1064.2,1022.5,191.6,652.9,934.5,475.7,362.5,274.1,404.9,887.2,789.9,947.1,200.7,365.6,793.8,627.8,2474.1,890.7,685.3,211.0,360.8,715.9,874.3,266.4,282.3,790.2,367.8,232.9,186.4,915.3,640.1,694.9,193.7,339.1,568.9,221.8,307.4,346.0,290.7,774.7,342.5,591.5,863.8,711.0,1049.1,991.2,786.3,375.3,881.0,796.6,311.1,10.6,384.6,678.6,291.1,605.5,262.2,633.4,238.9,742.2,174.7,96.5,596.9,800.1,335.4,102.7,0.0,905.8,878.9,186.2,508.7,671.9,872.8,309.4,684.8,614.3,916.7,664.2,987.4,91.6,385.7,167.2,336.7
VZ,964.7,926.1,994.6,748.8,33.5,758.2,319.9,291.9,283.4,770.4,288.1,968.2,50.8,488.6,228.2,133.4,837.7,910.9,276.3,107.8,542.5,1150.4,666.3,158.7,983.4,305.6,697.3,882.6,316.3,787.4,564.8,616.9,336.5,257.1,679.3,538.7,228.9,327.8,324.6,226.1,1040.6,449.4,209.0,737.6,895.2,996.2,798.4,167.3,227.3,207.5,922.8,1210.1,330.4,478.6,2069.8,233.5,480.1,958.5,768.7,392.2,330.6,983.5,1004.4,227.0,777.9,877.2,867.0,175.7,466.3,459.1,915.8,657.9,581.9,938.9,840.1,756.1,696.3,281.4,875.2,514.9,153.4,310.5,323.6,265.7,333.9,853.7,132.5,253.7,721.2,964.2,917.3,326.7,823.8,500.9,886.5,646.4,815.7,341.7,1005.5,1070.6,609.9,217.1,661.6,1076.9,974.1,0.0,128.1,908.3,526.7,330.7,122.0,887.6,317.2,492.1,154.7,441.1,191.0,936.1,918.4,1002.3,744.6
WR,986.9,913.7,1039.9,736.4,367.4,658.0,214.6,163.7,327.3,670.2,317.7,955.8,384.7,476.2,310.9,5.3,737.5,898.5,154.2,22.4,530.1,1050.2,653.9,36.6,971.0,422.1,684.9,870.2,188.1,775.0,552.4,604.5,214.4,352.1,579.1,526.3,106.8,393.7,196.4,308.8,935.9,439.9,291.7,725.2,882.8,1018.4,786.0,476.8,105.2,79.3,945.0,1109.9,202.2,466.2,2057.4,105.3,457.3,858.3,668.5,286.9,393.6,883.3,1026.6,104.9,677.7,864.8,854.6,47.5,453.9,446.7,938.0,557.7,569.5,838.7,827.7,655.9,596.1,159.3,862.8,502.5,31.3,300.6,406.3,348.4,209.7,815.6,14.1,386.2,621.0,864.0,904.9,268.2,811.4,488.5,874.1,634.0,803.3,331.8,1048.7,970.4,597.5,95.0,561.4,976.7,873.9,333.8,0.0,930.5,514.3,225.4,35.7,875.2,211.9,479.7,237.4,428.0,338.0,835.9,906.0,902.1,644.4
