from_stop,AA,AH,AI,AM,AP,AS,AW,BB,BK,BX,CA,CB,CQ,CT,CX,DC,DD,DV,DX,DY,EA,ED,EM,EQ,ET,EY,FC,FL,FO,FU,FW,GE,GN,GP,GY,HG,HH,HI,HJ,HN,HO,HV,IA,IB,IC,IM,IW,JI,KA,KI,KP,LA,LF,LL,LN,LR,LS,LV,LZ,MB,ME,MU,MV,MW,NC,NG,NR,NS,OF,OH,OI,ON,OT,OW,OX,OY,PC,PE,PI,PL,PS,PT,PW,PY,QB,QO,QQ,QT,QY,RN,RQ,RS,RU,RW,RY,TB,TC,TL,TM,TP,UB,UC,UF,UN,UO,UP,VC,VK,VZ,WK,WN,WT,XN,XT,XV,XZ,YJ,YU,YV,YX,YY,ZM
PC,788.6,971.7,1130.3,398.5,1011.4,798.1,741.2,1321.6,793.1,475.9,356.7,598.1,710.8,526.1,482.9,52.5,1436.0,754.0,901.5,1097.5,412.2,1108.8,1029.6,808.3,681.3,42.8,249.7,774.5,1176.0,920.8,330.2,299.6,1016.4,1055.2,105.6,1066.7,1298.2,353.8,29.6,280.4,275.7,1146.9,2983.7,208.7,634.8,24.1,318.7,963.4,444.2,1088.9,342.1,808.4,582.1,452.0,1030.4,856.8,832.5,1051.2,327.2,1027.8,1247.0,974.7,495.4,359.0,1129.4,1126.9,289.4,1046.3,984.0,513.0,824.7,1198.1,1152.2,458.3,861.4,957.7,0.0,14.4,1351.6,703.7,354.9,196.0,231.8,454.5,716.8,275.9,998.0,1019.3,406.5,118.0,731.8,1061.5,277.5,398.3,303.2,1042.9,778.4,1165.5,1293.1,361.8,740.8,1042.6,888.7,212.2,1153.1,1083.5,1080.9,790.9,1283.0,245.9,1086.0,1339.6,1049.4,331.2,581.5,31.8,1321.7,1071.7,1004.2,330.3,884.8,836.2
PE,774.1,957.2,1110.8,384.0,996.9,783.6,726.7,1307.1,778.6,461.4,331.8,583.6,696.3,511.6,468.4,41.2,1421.5,739.5,887.0,1083.0,397.9,1094.3,1005.7,793.8,666.8,30.3,235.4,760.0,1157.3,906.5,315.7,285.1,1001.9,1040.9,91.1,1052.2,1280.7,339.5,44.1,265.9,261.2,1132.4,2969.2,194.2,620.5,9.6,304.2,948.9,429.7,1074.4,327.8,793.9,567.6,437.5,1015.9,842.5,818.0,1036.9,312.7,1013.5,1232.5,960.2,480.9,344.7,1114.9,1112.6,274.9,1031.8,969.5,514.4,810.2,1200.0,1132.1,449.4,847.1,943.2,14.4,0.0,1337.1,689.2,340.4,181.5,217.3,440.2,702.3,261.4,983.5,1004.8,392.0,103.5,717.3,1047.0,263.0,383.8,288.7,1026.7,763.9,1162.7,1278.6,347.5,726.5,1023.8,874.2,197.7,1138.6,1069.2,1066.6,776.4,1268.5,231.4,1071.5,1325.1,1034.9,319.2,567.2,46.3,1307.2,1057.4,989.7,315.8,905.0,821.7
PI,368.9,717.0,333.4,1684.5,558.8,792.2,573.1,161.7,652.4,1079.2,1632.3,828.4,867.6,1071.5,1028.3,1389.9,84.3,524.8,846.1,644.9,1698.4,656.2,164.1,1338.4,838.1,1400.8,1376.6,667.9,1011.0,193.5,1616.2,1585.6,563.8,894.6,1391.6,905.9,239.7,1640.0,1475.3,1173.7,1228.1,986.1,2104.8,1474.9,635.8,1421.5,1271.1,171.5,770.5,232.8,1628.3,306.3,641.4,1288.7,577.8,1387.1,282.2,195.3,1279.6,773.3,96.4,578.4,1040.8,1265.8,733.1,872.4,1214.3,885.5,948.6,1074.3,341.1,1053.7,290.5,745.4,850.9,817.0,1445.6,1431.1,0.0,508.0,1640.9,1482.0,1517.8,756.7,1285.8,1227.8,837.2,764.6,1265.4,1404.0,888.6,608.9,1563.5,1212.8,1200.5,588.6,772.5,1016.4,133.2,1217.8,697.3,246.4,312.5,1498.2,992.3,631.1,628.5,561.7,1122.2,1531.9,925.2,113.2,794.7,1232.5,1127.1,1477.5,437.7,619.3,596.0,1616.3,499.8,1366.3
PL,124.2,352.3,503.4,968.2,407.5,284.1,98.5,660.3,189.2,362.9,916.0,329.5,368.7,379.9,336.7,673.6,416.0,50.2,364.3,493.6,982.1,504.9,398.3,443.3,339.2,684.5,660.3,170.6,178.1,299.1,899.9,869.3,412.5,174.7,675.3,163.4,738.3,923.7,759.0,457.4,511.8,153.2,2517.7,758.6,127.7,705.2,554.8,341.5,262.4,467.0,912.0,186.5,133.3,572.4,426.5,394.6,210.6,429.5,563.3,307.3,595.0,370.8,349.2,549.5,525.5,208.2,498.0,183.8,466.8,382.7,202.8,220.8,524.7,237.3,369.1,272.4,729.3,714.8,498.5,0.0,924.6,765.7,801.5,248.6,495.9,511.5,232.1,314.7,549.1,687.7,389.7,457.6,847.2,496.5,484.2,437.3,264.4,183.5,631.8,501.5,181.5,416.4,266.8,781.9,176.3,479.8,477.2,87.1,289.3,815.6,144.1,611.8,285.9,516.2,435.5,761.2,707.3,468.0,400.3,900.0,187.7,415.4
PS,972.6,1155.7,1314.3,204.6,1195.4,982.1,925.2,1505.6,977.1,659.9,152.4,782.1,894.8,710.1,666.9,267.9,1620.0,938.0,1085.5,1281.5,218.5,1292.8,1204.2,992.3,865.3,280.6,321.6,958.5,1360.0,1105.0,383.9,65.9,1200.4,1239.4,227.9,1250.7,1482.2,203.1,353.3,464.4,459.7,1330.9,3167.7,237.4,819.0,299.5,502.7,1147.4,628.2,1272.9,12.6,992.4,766.1,549.1,1214.4,1041.0,1016.5,1235.4,511.2,1212.0,1431.0,1158.7,679.4,430.9,1313.4,1311.1,473.4,1230.3,1168.0,697.0,1008.7,1382.1,1336.2,642.3,1045.6,1141.7,323.4,309.1,1535.6,887.7,0.0,195.9,189.1,638.7,900.8,459.9,1182.0,1203.3,478.2,215.5,915.8,1245.5,77.3,484.2,487.2,1227.1,962.4,1361.2,1477.1,505.0,925.0,1226.6,1072.7,265.9,1337.1,1267.7,1265.1,974.9,1467.0,325.5,1270.0,1523.6,1233.4,515.2,765.7,355.5,1505.7,1255.9,1188.2,35.2,1068.8,1020.2
PT,833.7,1016.8,1170.4,239.5,1056.5,843.2,786.3,1366.7,838.2,521.0,187.3,643.2,755.9,571.2,528.0,129.0,1481.1,799.1,946.6,1142.6,253.4,1153.9,1065.3,853.4,726.4,139.9,125.6,819.6,1216.9,966.1,187.9,140.6,1061.5,1100.5,89.0,1111.8,1340.3,195.0,214.4,325.5,320.8,1192.0,3028.8,41.4,680.1,160.6,363.8,1008.5,489.3,1134.0,183.3,853.5,627.2,353.1,1075.5,902.1,877.6,1096.5,372.3,1073.1,1292.1,1019.8,540.5,234.9,1174.5,1172.2,334.5,1091.4,1029.1,574.0,869.8,1259.6,1191.7,509.0,906.7,1002.8,184.7,170.2,1396.7,748.8,195.9,0.0,72.8,499.8,761.9,321.0,1043.1,1064.4,282.2,76.6,776.9,1106.6,118.5,288.2,348.3,1086.3,823.5,1222.3,1338.2,309.0,786.1,1083.4,933.8,69.9,1198.2,1128.8,1126.2,836.0,1328.1,179.2,1131.1,1384.7,1094.5,378.8,626.8,216.6,1366.8,1117.0,1049.3,171.3,964.6,881.3
PW,859.5,1042.6,1196.2,222.7,1082.3,869.0,812.1,1392.5,864.0,546.8,170.5,669.0,781.7,597.0,553.8,154.8,1506.9,824.9,972.4,1168.4,236.6,1179.7,1091.1,879.2,752.2,165.7,208.5,845.4,1242.7,991.9,270.8,123.8,1087.3,1126.3,114.8,1137.6,1366.1,178.2,240.2,351.3,346.6,1217.8,3054.6,124.3,705.9,186.4,389.6,1034.3,515.1,1159.8,166.5,879.3,653.0,436.0,1101.3,927.9,903.4,1122.3,398.1,1098.9,1317.9,1045.6,566.3,317.8,1200.3,1198.0,360.3,1117.2,1054.9,599.8,895.6,1285.4,1217.5,534.8,932.5,1028.6,210.5,196.0,1422.5,774.6,179.1,82.8,0.0,525.6,787.7,346.8,1068.9,1090.2,365.1,102.4,802.7,1132.4,101.7,371.1,374.1,1112.1,849.3,1248.1,1364.0,391.9,811.9,1109.2,959.6,152.8,1224.0,1154.6,1152.0,861.8,1353.9,212.4,1156.9,1410.5,1120.3,404.6,652.6,242.4,1392.6,1142.8,1075.1,154.5,990.4,907.1
PY,373.2,576.8,752.4,719.5,616.5,343.3,286.4,909.3,398.2,114.2,674.9,203.2,315.9,131.2,88.0,424.9,665.0,299.2,613.3,702.6,733.4,713.9,656.7,502.5,286.4,437.6,411.6,379.6,427.1,548.1,651.2,620.6,621.5,423.7,426.6,412.4,912.9,675.0,510.3,208.7,263.1,402.2,2726.7,509.9,180.2,456.5,306.1,590.5,13.7,716.0,663.3,435.5,127.3,323.7,635.5,453.8,459.6,678.5,314.6,556.3,844.0,579.8,100.5,300.8,734.5,457.2,249.3,432.8,715.8,118.1,451.8,453.4,779.3,9.1,618.1,521.4,480.6,466.1,747.5,248.9,675.9,517.0,552.8,0.0,555.1,262.8,481.1,563.7,300.4,439.0,336.9,666.6,598.5,247.8,235.5,648.2,323.6,432.5,880.8,252.8,346.1,665.4,515.8,533.2,425.3,688.8,686.2,336.1,538.3,566.9,393.1,860.8,534.9,265.0,186.8,512.5,956.3,677.0,609.3,651.3,402.0,474.6
QB,600.5,535.6,979.7,933.0,705.3,201.0,513.7,1120.2,666.4,662.8,880.8,761.4,874.1,689.4,646.2,638.4,1234.6,526.5,404.2,791.4,946.9,802.7,874.6,52.5,844.6,649.3,784.4,681.9,674.5,775.4,864.7,834.1,710.3,558.1,640.1,569.4,1053.5,888.5,723.8,659.7,655.0,649.6,2815.5,743.2,407.5,670.0,698.0,817.8,365.9,943.3,876.8,662.8,354.6,831.3,724.3,101.2,686.9,905.8,706.5,564.0,1045.6,668.6,658.7,826.4,823.3,613.6,668.7,549.0,486.7,692.2,679.1,717.2,826.4,340.8,364.3,460.4,694.1,679.6,1150.2,476.2,889.4,730.5,766.3,352.1,0.0,655.2,500.7,502.8,826.0,652.5,895.1,755.4,812.0,777.6,682.5,735.1,220.7,679.9,1091.7,741.3,711.3,892.7,743.1,746.7,655.8,777.6,775.0,563.4,785.7,780.4,588.7,1138.2,585.4,713.0,745.0,726.0,1015.6,765.8,698.1,864.8,738.4,80.4
QO,571.3,754.4,908.0,497.0,794.1,580.8,523.9,1104.3,575.8,258.6,444.8,380.8,493.5,308.8,265.6,202.4,1218.7,536.7,883.5,880.2,510.9,891.5,802.9,771.6,464.0,213.3,281.9,557.2,1048.4,703.7,428.7,398.1,799.1,932.0,204.1,943.3,1077.9,452.5,287.8,70.7,66.0,1023.5,2904.3,307.2,417.7,234.0,109.0,746.1,226.9,871.6,440.8,591.1,364.8,176.0,813.1,820.3,615.2,834.1,117.5,810.7,1029.7,757.4,278.1,171.1,912.1,909.8,13.4,922.9,986.0,311.6,607.4,1091.1,929.3,246.6,824.9,854.4,258.1,243.6,1134.3,486.4,453.4,294.5,330.3,237.4,680.1,0.0,874.6,802.0,170.7,216.5,514.5,844.2,376.0,122.3,27.2,823.9,561.1,1053.8,1075.8,86.0,523.7,821.0,671.4,310.7,1029.7,866.4,863.8,573.6,1159.6,344.4,962.6,1122.3,832.1,57.7,364.4,290.0,1104.4,854.6,786.9,428.8,702.2,799.5
QQ,137.8,120.1,517.0,1214.6,352.1,530.0,310.9,767.0,313.2,756.9,1162.4,506.1,545.3,749.2,706.0,920.0,881.4,262.6,132.1,438.2,1228.5,449.5,411.9,553.9,515.8,930.9,1066.0,328.7,173.7,312.7,1146.3,1115.7,357.1,57.3,921.7,68.6,700.3,1170.1,1005.4,851.4,936.6,148.8,2462.3,1024.8,373.6,951.6,979.6,355.1,508.3,480.6,1158.4,200.1,379.2,966.4,371.1,602.6,224.2,443.1,988.1,143.7,692.4,315.4,718.5,943.5,470.1,112.8,892.0,48.2,234.6,752.0,216.4,216.4,473.2,483.2,136.9,40.2,975.7,961.2,797.0,245.8,1171.0,1012.1,1047.9,494.5,501.3,936.8,0.0,82.5,943.1,934.1,566.3,402.2,1093.6,890.5,878.2,381.9,510.3,179.1,738.5,895.5,358.1,430.0,280.4,1028.3,155.0,424.4,421.8,299.5,284.9,1062.0,87.9,785.0,165.1,910.2,804.8,1007.6,662.4,412.6,344.9,1146.4,237.6,581.8
QT,210.4,37.5,576.9,1226.7,269.5,602.6,383.5,684.4,230.6,674.3,1174.5,423.5,462.7,666.6,623.4,932.1,798.8,335.2,144.2,355.6,1240.6,366.9,471.8,566.0,433.2,943.0,971.7,246.1,246.3,372.6,1158.4,1127.8,274.5,129.9,933.8,141.2,617.7,1182.2,1017.5,768.8,823.2,221.4,2379.7,1036.9,446.2,963.7,866.2,415.0,580.9,540.5,1170.5,272.7,451.8,883.8,288.5,614.7,296.8,503.0,874.7,61.1,609.8,232.8,635.9,860.9,387.5,160.2,809.4,120.8,246.7,669.4,289.0,289.0,390.6,555.8,149.0,52.3,987.8,973.3,714.4,318.4,1183.1,1024.2,1060.0,567.1,513.4,822.9,72.5,0.0,860.5,946.2,483.7,319.6,1105.7,807.9,795.6,299.3,582.9,251.7,655.9,812.9,275.5,489.9,353.1,1040.4,227.6,341.8,339.2,372.1,357.5,1074.1,160.5,702.4,82.5,827.6,722.2,1019.7,579.8,330.0,262.3,1158.5,310.2,593.9
QY,594.4,777.5,931.1,525.4,817.2,603.9,547.0,1127.4,598.9,281.7,473.2,403.9,516.6,331.9,288.7,344.2,1241.8,559.8,906.6,903.3,539.3,914.6,826.0,913.4,487.1,355.1,173.3,580.3,1071.5,726.8,413.1,426.5,822.2,955.1,326.0,966.4,1101.0,480.9,429.6,148.9,203.3,1046.6,2927.4,271.6,440.8,375.8,246.3,769.2,250.0,894.7,469.2,614.2,387.9,119.8,836.2,962.1,638.3,857.2,254.8,833.8,1052.8,780.5,301.2,62.5,935.2,932.9,128.2,946.0,1009.1,334.7,630.5,1114.2,952.4,269.7,911.4,877.5,399.9,385.4,1157.4,509.5,481.8,285.8,358.7,260.5,821.9,141.7,897.7,825.1,0.0,313.6,537.6,867.3,404.4,48.1,114.4,847.0,584.2,1076.9,1098.9,68.9,546.8,844.1,694.5,295.1,1052.8,889.5,886.9,596.7,1182.7,386.4,985.7,1145.4,855.2,146.4,387.5,431.8,1127.5,877.7,810.0,457.2,725.3,941.3
RN,757.0,940.1,1093.7,280.4,979.8,766.5,709.6,1290.0,761.5,444.3,228.2,566.5,679.2,494.5,451.3,52.3,1404.4,722.4,869.9,1065.9,294.3,1077.2,988.6,776.7,649.7,63.2,131.8,742.9,1140.2,889.4,212.1,181.5,984.8,1023.8,12.4,1035.1,1263.6,235.9,137.7,248.8,244.1,1115.3,2952.1,90.6,603.4,83.9,287.1,931.8,412.6,1057.3,224.2,776.8,550.5,359.3,998.8,825.4,800.9,1019.8,295.6,996.4,1215.4,943.1,463.8,241.1,1097.8,1095.5,257.8,1014.7,952.4,497.3,793.1,1182.9,1115.0,432.3,830.0,926.1,108.0,93.5,1320.0,672.1,236.8,77.9,113.7,423.1,685.2,244.3,966.4,987.7,288.4,0.0,700.2,1029.9,159.4,294.4,271.6,1009.6,746.8,1145.6,1261.5,315.2,709.4,1006.7,857.1,94.1,1121.5,1052.1,1049.5,759.3,1251.4,127.8,1054.4,1308.0,1017.8,302.1,550.1,139.9,1290.1,1040.3,972.6,212.2,887.9,804.6
RQ,253.6,436.7,590.3,1012.7,476.4,676.9,457.8,878.4,258.1,407.4,960.5,156.6,103.8,399.7,356.5,718.1,992.8,409.5,565.8,562.5,1026.6,573.8,485.2,987.6,47.6,729.0,704.8,239.5,730.7,386.0,944.4,913.8,481.4,614.3,719.8,625.6,855.8,968.2,803.5,501.9,556.3,705.8,2586.6,803.1,520.5,749.7,599.3,428.4,362.5,553.9,956.5,273.4,526.1,616.9,495.4,1036.3,297.5,516.4,607.8,493.0,803.8,439.7,369.0,594.0,594.4,592.1,542.5,605.2,668.3,402.5,289.7,773.4,611.6,382.2,570.6,536.7,773.8,759.3,908.4,392.7,969.1,810.2,846.0,373.0,935.0,556.0,556.9,484.3,593.6,732.2,0.0,526.5,891.7,541.0,528.7,506.2,657.2,736.1,849.9,546.0,206.0,503.3,353.7,826.4,712.0,548.7,546.1,446.4,841.9,860.1,644.9,896.4,514.4,560.7,455.3,805.7,786.7,536.9,469.2,944.5,384.5,1015.5
RS,299.8,296.3,604.1,1280.7,134.1,723.1,504.0,573.0,231.7,675.4,1228.5,424.6,463.8,667.7,624.5,986.1,687.4,455.7,425.4,220.2,1294.6,231.5,353.3,847.2,434.3,997.0,972.8,247.2,590.3,391.7,1212.4,1181.8,139.1,473.9,987.8,485.2,506.3,1236.2,1071.5,769.9,824.3,565.4,2268.3,1071.1,566.7,1017.7,867.3,442.2,630.5,438.7,1224.5,299.6,572.3,884.9,26.3,895.9,323.7,355.5,875.8,352.6,498.4,157.7,637.0,862.0,312.4,451.7,810.5,464.8,527.9,670.5,315.9,633.0,255.2,650.2,430.2,396.3,1041.8,1027.3,603.0,438.9,1237.1,1078.2,1114.0,641.0,794.6,824.0,416.5,343.9,861.6,1000.2,484.8,0.0,1159.7,809.0,796.7,163.9,703.4,595.7,544.5,814.0,276.6,517.1,372.2,1094.4,571.6,22.1,203.8,492.6,701.5,1128.1,504.5,591.0,374.0,828.7,723.3,1073.7,437.8,194.6,171.3,1212.5,430.7,875.1
RU,895.2,1078.3,1231.9,127.2,1118.0,904.7,847.8,1428.2,899.7,582.5,75.0,704.7,817.4,632.7,589.5,190.5,1542.6,860.6,1008.1,1204.1,141.1,1215.4,1126.8,914.9,787.9,201.4,244.2,881.1,1278.4,1027.6,306.5,22.0,1123.0,1162.0,150.5,1173.3,1401.8,125.7,275.9,387.0,382.3,1253.5,3090.3,160.0,741.6,222.1,425.3,1070.0,550.8,1195.5,64.7,915.0,688.7,471.7,1137.0,963.6,939.1,1158.0,433.8,1134.6,1353.6,1081.3,602.0,353.5,1236.0,1233.7,396.0,1152.9,1090.6,635.5,931.3,1321.1,1253.2,570.5,968.2,1064.3,246.2,231.7,1458.2,810.3,77.3,118.5,111.7,561.3,823.4,382.5,1104.6,1125.9,400.8,138.1,838.4,1168.1,0.0,406.8,409.8,1147.8,885.0,1283.8,1399.7,427.6,847.6,1144.9,995.3,188.5,1259.7,1190.3,1187.7,897.5,1389.6,248.1,1192.6,1446.2,1156.0,440.3,688.3,278.1,1428.3,1178.5,1110.8,52.7,1026.1,942.8
RW,546.2,729.3,882.9,515.8,769.0,555.7,498.8,1079.2,550.7,233.5,463.6,355.7,468.4,283.7,240.5,306.4,1193.6,511.6,858.4,855.1,529.7,866.4,777.8,872.8,438.9,317.3,163.7,532.1,1023.3,678.6,403.5,416.9,774.0,906.9,308.1,918.2,1052.8,471.3,391.8,100.7,155.1,998.4,2879.2,262.0,392.6,338.0,198.1,721.0,201.8,846.5,459.6,566.0,339.7,75.8,788.0,921.5,590.1,809.0,206.6,785.6,1004.6,732.3,253.0,52.9,887.0,884.7,90.4,897.8,960.9,286.5,582.3,1066.0,904.2,221.5,863.2,829.3,362.1,347.6,1109.2,461.3,472.2,276.2,349.1,212.3,781.3,103.9,849.5,776.9,52.5,304.0,489.4,819.1,394.8,0.0,76.6,798.8,536.0,1028.7,1050.7,44.9,498.6,795.9,646.3,285.5,1004.6,841.3,838.7,548.5,1134.5,376.8,937.5,1097.2,807.0,108.6,339.3,394.0,1079.3,829.5,761.8,447.6,677.1,900.7
RY,544.0,727.1,880.7,524.3,766.8,553.5,496.6,1077.0,548.5,231.3,472.1,353.5,466.2,281.5,238.3,229.7,1191.4,509.4,856.2,852.9,538.2,864.2,775.6,798.9,436.7,240.6,254.6,529.9,1021.1,676.4,456.0,425.4,771.8,904.7,231.4,916.0,1050.6,479.8,315.1,98.0,93.3,996.2,2877.0,334.5,390.4,261.3,136.3,718.8,199.6,844.3,468.1,563.8,337.5,148.7,785.8,847.6,587.9,806.8,144.8,783.4,1002.4,730.1,250.8,143.8,884.8,882.5,13.7,895.6,958.7,284.3,580.1,1063.8,902.0,219.3,861.0,827.1,285.4,270.9,1107.0,459.1,480.7,321.8,357.6,210.1,707.4,27.2,847.3,774.7,143.4,243.8,487.2,816.9,403.3,95.0,0.0,796.6,533.8,1026.5,1048.5,58.7,496.4,793.7,644.1,338.0,1002.4,839.1,836.5,546.3,1132.3,371.7,935.3,1095.0,804.8,30.4,337.1,317.3,1077.1,827.3,759.6,456.1,674.9,826.8
TB,307.4,303.9,443.2,1288.3,31.6,730.7,511.6,580.6,239.3,683.0,1236.1,432.2,471.4,675.3,632.1,993.7,695.0,463.3,433.0,54.3,1302.2,163.9,187.4,854.8,441.9,1006.4,980.4,254.8,602.1,298.3,1220.0,1189.4,26.6,481.5,995.4,492.8,513.9,1243.8,1079.1,777.5,831.9,573.0,2275.9,1078.7,574.3,1025.3,874.9,276.3,638.1,272.8,1232.1,307.2,579.9,892.5,170.7,903.5,331.3,189.6,883.4,360.2,506.0,133.2,644.6,869.6,320.0,459.3,818.1,472.4,535.5,662.2,323.5,640.6,89.3,657.8,437.8,403.9,1049.4,1034.9,610.6,446.5,1244.7,1085.8,1121.6,648.6,802.2,831.6,424.1,351.5,869.2,1007.8,492.4,201.8,1167.3,816.6,804.3,0.0,711.0,603.3,552.1,821.6,284.2,355.5,379.8,1102.0,579.2,224.0,37.9,500.2,709.1,1135.7,512.1,598.6,381.6,833.8,730.9,1081.3,271.9,28.7,103.7,1220.1,403.6,882.7
TC,379.7,607.8,763.9,850.9,663.0,19.6,292.9,915.8,444.7,245.6,806.3,334.6,447.3,262.6,219.4,556.3,671.5,305.7,619.8,749.1,864.8,760.4,653.8,178.8,417.8,569.0,543.0,426.1,433.6,554.6,782.6,752.0,668.0,430.2,558.0,418.9,993.8,806.4,641.7,340.1,394.5,408.7,2773.2,641.3,186.7,587.9,437.5,597.0,145.1,722.5,794.7,442.0,133.8,455.1,682.0,130.1,466.1,685.0,446.0,562.8,850.5,626.3,231.9,432.2,781.0,463.7,380.7,439.3,718.2,249.5,458.3,459.9,785.8,120.0,595.8,527.9,611.8,597.5,754.0,255.4,807.3,648.4,684.2,131.3,231.4,394.2,487.6,570.2,431.8,570.4,468.3,713.1,729.9,379.2,366.9,694.7,0.0,427.3,887.3,384.2,477.5,676.2,522.3,664.6,431.8,735.3,732.7,342.6,544.8,698.3,399.6,867.3,541.4,396.4,318.2,643.9,962.8,723.5,655.8,782.7,408.5,150.9
TL,114.4,324.5,498.6,1419.0,556.5,486.6,267.5,971.4,517.6,961.3,1377.2,710.5,749.7,953.6,910.4,1127.6,1085.8,219.2,336.5,642.6,1432.9,653.9,397.9,745.4,720.2,1137.1,1257.5,520.2,98.1,289.3,1350.7,1320.1,561.5,146.9,1126.1,135.6,907.7,1361.6,1209.8,1055.8,1141.0,69.0,2666.7,1216.3,330.2,1156.0,1184.0,331.7,464.9,457.2,1362.8,176.7,335.8,1170.8,562.6,794.1,200.8,419.7,1192.5,348.1,896.8,519.8,922.9,1147.9,674.5,258.0,1096.4,156.0,439.0,927.6,193.0,120.2,520.5,446.3,328.4,244.6,1179.9,1165.6,1001.4,202.4,1362.5,1216.5,1252.3,451.1,705.7,1141.2,204.3,286.9,1147.5,1138.5,770.7,606.6,1298.0,1094.9,1082.6,588.2,466.9,0.0,942.9,1099.9,562.4,410.9,257.0,1232.7,148.5,628.8,626.2,256.1,205.1,1266.4,116.3,989.4,331.5,1112.1,1009.2,1212.0,697.5,617.0,549.3,1350.8,159.5,786.2
TM,531.5,658.5,496.0,1626.0,500.3,954.8,735.7,28.4,593.9,1020.7,1573.8,769.9,809.1,1013.0,969.8,1331.4,246.9,687.4,787.6,586.4,1639.9,597.7,326.7,1279.9,779.6,1342.3,1318.1,609.4,952.5,356.1,1557.7,1527.1,505.3,836.1,1333.1,847.4,124.1,1581.5,1416.8,1115.2,1169.6,927.6,2046.3,1416.4,798.4,1363.0,1212.6,334.1,933.1,395.4,1569.8,468.9,804.0,1230.2,519.3,1328.6,444.8,357.9,1221.1,714.8,46.0,519.9,982.3,1207.3,674.6,813.9,1155.8,827.0,890.1,1015.8,503.7,995.2,316.7,908.0,792.4,758.5,1387.1,1372.6,162.5,670.6,1582.4,1423.5,1459.3,919.3,1227.3,1169.3,778.7,706.1,1206.9,1345.5,830.1,550.4,1505.0,1154.3,1142.0,530.1,935.1,957.9,0.0,1159.3,638.8,409.0,475.1,1439.7,933.8,572.6,570.0,724.3,1063.7,1473.4,866.7,150.5,736.2,1174.0,1068.6,1419.0,379.2,560.8,537.5,1557.8,662.4,1307.8
TP,568.0,751.1,904.7,547.9,790.8,577.5,520.6,1101.0,572.5,255.3,506.1,377.5,490.2,305.5,262.3,275.2,1215.4,533.4,880.2,876.9,561.8,888.2,809.0,844.4,460.7,287.9,195.8,553.9,1049.3,700.4,435.6,449.0,795.8,928.7,276.9,940.0,1074.6,503.4,360.6,122.5,138.8,1020.2,2901.0,294.1,414.4,306.8,181.8,742.8,223.6,868.3,491.7,587.8,361.5,89.9,809.8,893.1,611.9,830.8,190.3,807.4,1026.4,754.1,274.8,85.0,908.8,906.5,59.2,919.6,982.7,292.4,604.1,1071.4,931.6,243.3,885.0,851.1,330.9,316.4,1131.0,483.1,504.3,308.3,381.2,234.1,752.9,72.7,871.3,798.7,84.6,289.3,511.2,840.9,426.9,36.2,45.4,822.5,557.8,1050.5,1072.5,0.0,520.4,817.7,668.1,317.6,1026.4,863.1,860.5,570.3,1156.3,408.9,959.3,1119.0,828.8,74.9,361.1,362.8,1101.1,851.3,783.6,479.7,664.2,872.3
UB,47.5,230.6,384.2,1004.0,270.3,470.8,251.7,723.5,52.0,398.7,962.2,147.9,187.1,391.0,347.8,712.6,837.9,203.4,359.7,356.4,1017.9,367.7,288.5,781.5,157.6,722.2,696.1,33.4,528.8,179.9,935.7,905.1,275.3,408.2,711.1,419.5,703.9,959.6,794.8,493.2,547.6,499.7,2380.5,794.4,314.4,741.0,590.6,222.3,353.8,347.8,947.8,67.3,320.0,608.2,289.3,830.2,91.4,310.3,599.1,286.9,648.9,233.6,360.3,585.4,388.3,386.0,533.8,399.1,462.2,377.9,83.6,550.9,411.1,367.9,364.5,330.6,764.9,750.6,753.5,186.6,960.4,801.5,837.3,364.4,728.9,547.3,350.8,278.2,584.9,723.5,208.1,320.4,883.0,532.3,520.0,302.0,451.1,530.0,695.0,537.3,0.0,297.2,147.6,817.7,505.9,342.6,340.0,240.3,635.8,851.4,438.8,741.5,308.3,549.5,446.7,797.0,580.6,330.8,263.1,935.8,178.4,809.4
UC,290.1,458.4,91.9,1284.7,334.4,709.1,490.0,377.2,308.3,679.4,1242.9,428.6,467.8,671.7,628.5,993.3,132.9,441.7,577.0,271.2,1298.6,466.7,124.6,872.6,438.3,1002.8,976.8,289.7,375.0,114.7,1216.4,1185.8,329.4,387.4,991.8,376.1,458.2,1240.2,1075.5,773.9,828.3,345.9,2320.3,1075.1,552.7,1021.7,871.3,46.3,687.4,188.2,1232.8,223.2,558.3,888.9,473.5,819.6,199.1,146.4,879.8,466.2,311.9,436.0,641.0,866.0,622.8,371.4,814.5,396.5,679.5,662.9,258.0,397.1,247.2,668.8,586.1,485.1,1045.6,1031.3,215.4,424.9,1241.1,1082.2,1118.0,673.6,920.9,828.0,444.8,506.0,865.6,1004.2,488.8,504.6,1163.7,813.0,800.7,307.0,689.4,364.5,348.7,818.0,280.5,0.0,229.4,1098.4,389.0,531.1,337.6,478.6,482.0,1132.1,356.8,328.7,444.8,830.2,731.6,1077.7,424.2,272.8,406.5,1216.5,382.0,840.4
