from_stop,AE,AW,BA,BG,BI,BM,BO,BZ,CB,CJ,CO,CV,DA,DN,ED,EG,EX,EZ,FD,FF,FG,FI,FO,FV,GG,GQ,GU,HD,HK,HW,HX,IH,IK,IL,IP,IY,JF,JN,JR,JT,KK,KM,LL,LP,LU,LV,LW,MW,NA,NB,NE,NF,NH,NK,NR,NX,OB,OC,OD,OV,PC,PM,QB,QF,QG,QJ,QP,QQ,RH,RM,RV,RX,RZ,SH,SN,SO,ST,SU,TB,TC,TI,TN,TO,UA,UB,UC,VF,VV,VW,WM,WO,WT,WU,XL,XM,XQ,XU,XY,YA,YB,YC,YT,ZE,ZL,ZS
XQ,176.1,196.2,167.2,114.6,113.4,171.2,145.6,203.2,80.8,179.8,183.7,198.8,203.8,212.9,144.4,106.1,203.5,189.9,160.5,160.6,109.7,122.0,16.9,91.2,97.7,0.5,74.2,146.6,80.9,296.5,1592.8,215.1,185.0,203.3,193.4,184.3,186.5,103.5,114.6,226.3,135.9,213.3,179.2,204.2,144.3,129.8,156.5,7.2,177.1,91.1,170.4,105.8,110.1,34.2,123.4,247.3,172.6,252.9,133.8,142.6,180.0,154.1,155.4,144.0,151.6,238.5,150.2,120.6,215.8,151.9,221.7,187.9,236.1,138.0,223.2,254.9,141.2,224.3,122.4,242.2,44.5,31.8,138.4,27.1,200.2,126.6,181.3,137.5,191.2,153.8,104.5,166.2,17.2,164.5,266.5,0.0,85.6,111.6,184.9,80.2,86.2,173.2,234.2,175.3,135.2
XU,276.5,134.6,267.4,74.9,127.3,84.5,201.1,123.0,65.1,93.1,91.5,345.3,345.7,310.9,207.3,206.1,313.8,300.2,289.0,73.9,209.9,222.4,86.1,149.5,111.6,100.8,174.6,247.0,135.8,155.9,1582.3,128.6,140.8,155.5,251.7,136.5,295.5,55.9,172.9,178.5,89.5,129.8,117.0,117.5,78.5,57.1,120.2,107.6,277.5,149.6,184.5,164.3,28.4,134.6,90.2,163.6,141.9,343.5,192.3,80.2,67.4,168.0,126.0,244.4,239.4,156.2,96.3,134.5,232.6,252.3,275.8,140.7,250.0,222.3,115.4,269.0,79.0,176.5,56.6,192.3,103.5,78.2,51.7,127.5,222.4,184.6,239.6,237.9,291.6,106.0,17.8,266.4,117.6,264.9,218.7,100.3,0.0,211.8,198.8,180.6,144.5,104.1,326.4,113.1,202.9
XY,145.0,318.5,177.8,225.2,235.5,293.3,33.9,325.3,202.9,301.9,306.0,182.9,201.2,197.2,195.8,16.7,194.0,180.4,145.8,282.7,120.3,132.8,135.6,124.6,219.8,121.5,85.0,57.6,114.5,418.6,1673.9,337.4,305.8,325.4,244.8,306.4,177.0,225.8,166.0,348.4,258.0,334.2,301.3,326.3,266.4,251.9,278.8,115.0,187.9,95.7,292.7,81.8,232.4,88.5,245.5,368.0,293.4,263.7,55.4,264.7,302.1,276.2,277.5,154.8,39.9,360.6,272.3,242.7,220.6,62.9,268.9,310.2,202.4,26.5,345.3,186.1,263.3,346.4,244.5,362.2,130.8,143.2,260.5,95.6,322.5,178.0,232.7,48.5,175.5,275.9,226.6,77.0,105.4,75.5,388.6,122.2,207.7,0.0,307.0,91.0,119.6,295.3,245.0,297.4,196.0
YA,179.7,225.0,177.5,126.5,74.7,256.8,289.6,249.2,122.2,219.3,250.7,146.4,146.8,158.4,328.6,218.3,114.9,101.3,90.1,244.5,130.7,125.6,207.4,270.8,91.3,230.7,162.8,178.7,257.1,328.2,1709.4,300.9,305.2,288.8,373.0,300.9,148.8,220.3,294.2,342.9,213.9,256.0,276.2,289.8,260.9,153.2,180.1,224.2,166.9,270.9,15.6,285.6,226.9,197.7,172.5,289.8,289.4,144.6,297.6,184.0,239.7,32.6,272.0,136.6,241.6,282.4,266.8,67.1,33.7,173.9,397.1,304.7,51.1,268.7,287.7,70.1,238.2,340.9,239.0,356.7,224.8,199.5,224.0,204.8,23.5,305.9,360.9,223.0,152.9,270.4,190.1,240.7,214.6,162.7,383.1,231.2,171.2,245.1,0.0,158.1,265.8,196.6,127.5,272.3,324.2
YB,95.8,256.7,86.7,176.2,186.5,244.3,140.7,282.8,153.9,252.9,257.0,118.3,127.4,130.2,222.1,87.5,123.2,109.6,86.7,233.7,35.2,41.8,86.6,164.3,170.8,72.5,4.6,123.8,150.6,369.6,1665.9,288.4,261.7,276.4,266.5,257.4,106.2,176.8,187.7,299.4,210.4,285.2,252.3,277.3,217.4,202.9,229.8,66.0,96.8,164.4,243.7,175.1,183.4,39.5,204.2,319.0,244.4,172.6,148.7,215.7,246.1,227.2,228.5,63.7,133.2,311.6,223.3,193.7,146.9,119.0,290.6,261.2,131.6,119.8,296.3,115.3,214.3,297.4,195.5,313.2,118.3,94.2,211.5,46.6,157.1,199.4,254.4,119.3,110.9,226.9,177.6,147.8,56.4,107.8,339.6,73.0,158.7,93.2,258.0,0.0,159.3,246.3,155.5,248.4,217.7
YC,263.9,262.1,254.8,168.8,179.1,236.9,89.6,268.9,146.5,245.5,187.6,286.7,291.6,300.7,100.0,150.4,291.3,277.7,248.3,226.3,197.3,209.8,73.5,4.9,163.4,88.2,162.0,191.3,5.1,346.0,1554.2,281.0,234.7,252.8,144.4,233.8,274.3,153.2,65.6,275.8,185.4,279.0,213.6,269.9,171.7,195.5,222.4,95.0,264.9,24.3,236.3,39.0,159.8,122.0,192.2,313.0,176.5,340.7,67.0,208.3,224.1,219.8,159.1,231.8,114.1,304.2,153.9,186.3,281.5,196.6,168.5,191.8,301.8,97.0,272.7,320.8,201.1,273.8,171.9,289.6,49.4,97.5,204.1,114.9,266.1,77.6,132.3,172.4,279.0,203.3,170.2,157.5,105.0,209.2,316.0,87.7,151.3,133.6,250.6,168.0,0.0,238.9,323.6,190.5,82.1
YT,369.9,64.1,350.5,66.2,118.6,86.1,298.0,52.5,104.0,22.6,120.7,336.6,337.0,348.6,290.4,289.2,305.1,291.5,280.3,47.8,299.0,315.8,169.2,232.6,102.9,183.9,257.7,330.1,218.9,157.5,1640.9,130.2,170.8,158.8,334.8,126.9,304.5,124.3,256.0,168.9,83.9,59.3,146.2,119.1,173.2,48.4,16.0,190.7,357.1,232.7,175.8,247.4,132.6,217.7,124.0,93.1,131.4,334.8,275.4,114.0,106.7,159.3,156.4,327.5,322.5,85.7,228.6,125.8,223.9,335.4,358.9,209.8,241.3,305.4,117.0,260.3,108.2,166.9,151.3,137.2,186.6,161.3,98.9,210.6,213.7,267.7,322.7,321.0,343.1,124.3,85.2,349.5,200.7,352.9,209.1,183.4,133.0,294.9,190.1,263.7,227.6,0.0,317.7,142.3,286.0
ZE,69.1,379.3,56.4,269.0,205.7,387.8,259.8,372.0,253.2,350.3,393.8,35.6,39.6,39.7,354.3,185.1,12.0,26.7,72.2,375.5,98.8,104.2,226.8,290.6,229.8,209.3,141.4,145.9,280.5,459.2,1773.8,414.7,384.6,413.2,392.8,394.2,72.9,313.6,324.5,436.2,345.8,388.2,389.1,420.8,354.2,291.7,318.6,202.8,56.3,290.7,146.5,283.7,320.2,176.3,292.7,422.2,370.7,17.0,257.3,311.9,389.9,163.6,354.8,76.8,225.0,413.4,360.1,198.1,98.5,141.3,431.6,387.5,80.3,228.4,433.1,64.0,351.1,434.2,321.8,452.1,255.1,241.7,355.0,183.4,120.5,336.5,391.2,190.2,42.3,363.7,321.1,208.2,193.2,129.9,476.4,210.0,302.2,201.8,130.9,136.7,296.1,327.6,0.0,385.2,345.1
ZL,344.7,150.4,335.6,127.1,179.5,154.7,269.3,190.1,164.9,163.3,21.9,367.2,376.3,379.1,275.5,274.3,366.0,352.4,341.2,144.1,284.1,290.6,154.3,181.8,163.8,169.0,242.8,315.2,204.0,236.0,1498.5,198.8,72.5,60.5,319.9,123.8,347.7,58.8,241.1,165.8,58.8,178.9,47.9,187.7,72.2,109.3,131.0,175.8,345.7,217.8,236.7,232.5,93.7,202.8,142.4,212.7,9.3,395.7,260.5,132.4,112.5,220.2,18.9,312.6,307.6,205.3,54.4,186.7,284.8,320.5,344.0,72.3,302.2,290.5,162.7,321.2,35.4,108.4,85.8,179.6,171.7,146.4,121.9,195.7,274.6,252.8,307.8,306.1,359.8,93.3,88.2,334.6,185.8,333.1,206.0,168.5,102.1,280.0,251.0,248.8,186.8,147.5,378.6,0.0,271.1
ZS,290.0,288.2,280.9,185.9,198.9,256.7,133.7,292.5,166.3,265.3,244.5,312.8,312.6,320.5,91.3,185.5,311.1,297.5,268.1,246.1,223.1,229.6,90.6,79.3,180.5,105.3,181.8,226.4,69.2,382.0,1592.6,298.1,266.5,288.8,48.7,269.8,294.1,186.5,59.6,311.8,220.1,294.9,264.7,289.7,229.8,212.6,239.5,114.8,291.0,59.4,256.1,74.1,193.1,141.8,213.9,328.7,231.9,360.5,104.8,228.1,262.8,239.6,216.0,251.6,149.2,324.0,213.5,203.4,301.5,234.2,86.3,248.7,321.6,132.1,308.7,337.9,226.7,307.1,205.2,322.9,67.5,103.9,223.9,134.7,292.2,68.9,46.1,210.2,298.8,239.3,190.0,192.6,124.8,247.0,352.0,104.8,171.1,168.7,270.4,187.8,74.3,258.7,340.7,260.8,0.0
