from_stop,AF,AJ,AS,AY,AZ,BD,BH,BM,BW,BY,BZ,CK,CW,CX,CZ,DC,DE,DH,DL,DM,DY,DZ,EE,EJ,ET,FJ,FL,FQ,FR,FT,FV,FY,GI,GM,GX,HA,HF,HG,HJ,HK,HM,HP,HR,HX,IG,IJ,IO,IP,IX,IY,JA,JC,JW,JY,KE,KI,KK,KO,KT,KW,KY,KZ,LA,LC,LD,LK,LM,LN,LP,LS,LV,ME,MF,MR,MW,MX,MZ,NC,ND,OC,OE,OH,OM,OP,OQ,OT,OX,PB,PH,PI,QC,QI,QQ,QU,RT,SA,SB,SH,SM,ST,TF,TH,TU,UC,UH,UJ,UL,UO,UQ,UT,UY,VB,VH,VV,WR,WY,XD,XG,XS,XV,XW,YA,YB,YR,ZE,ZI
NC,284.3,461.4,216.8,246.0,2741.9,732.8,457.8,473.7,505.7,214.3,953.8,460.2,369.4,948.8,345.1,966.7,649.4,810.4,712.0,560.8,338.5,500.1,745.3,545.8,666.9,339.0,221.6,383.9,464.8,764.0,236.0,976.8,515.6,268.4,459.2,770.1,559.6,478.4,700.4,483.8,224.9,472.0,898.9,815.2,317.3,468.5,236.0,762.6,457.5,464.5,0.0,474.0,169.8,729.0,577.3,750.2,609.1,790.9,459.6,149.0,371.9,280.7,595.7,373.0,948.3,421.3,244.3,313.5,482.7,683.5,438.4,850.7,694.0,252.3,872.7,660.6,460.4,0.0,823.8,307.8,265.9,461.4,365.1,321.5,386.8,487.8,203.5,458.3,657.3,869.4,277.0,817.3,635.2,304.8,425.5,816.8,514.7,255.3,458.8,708.7,265.6,866.2,758.7,487.6,273.3,885.8,882.6,680.6,637.8,735.8,280.9,298.8,271.9,813.4,483.5,704.9,343.8,363.5,740.8,738.9,360.9,475.7,393.2,737.9,425.4,442.6
ND,795.3,602.9,923.0,952.2,3219.4,292.0,1164.0,649.4,626.3,783.2,246.2,1166.4,642.9,241.2,644.8,259.1,604.3,37.9,488.6,700.7,577.1,386.5,258.2,518.0,503.0,1003.5,927.8,1090.1,1171.0,437.0,942.2,269.2,1221.8,974.6,1165.4,435.2,601.4,654.1,526.6,1190.0,989.5,1178.2,184.2,94.7,1006.6,1174.7,942.2,94.1,633.2,1170.7,886.4,581.7,734.5,631.4,493.3,415.3,663.4,50.4,635.3,793.5,1078.1,986.9,717.6,1079.2,240.7,1126.8,950.5,576.9,590.4,536.2,673.3,346.9,437.7,958.5,192.3,390.6,1166.6,886.4,0.0,1014.0,972.1,602.2,1071.3,1027.7,621.7,1194.0,768.2,1164.5,567.1,365.6,983.2,80.3,637.9,1011.0,686.8,10.6,690.4,961.5,774.9,398.4,971.8,234.3,592.5,1193.8,979.5,185.2,346.1,502.5,426.7,185.7,989.8,1005.0,782.9,352.0,472.0,481.5,617.3,598.4,513.9,638.9,1066.7,565.4,709.3,277.1,601.1,677.5
OC,408.9,586.0,103.9,199.9,2768.2,805.5,332.6,598.3,566.7,338.9,1026.5,335.0,494.0,1021.5,469.7,1039.4,710.4,958.3,744.2,621.8,463.1,648.0,893.2,578.0,699.1,292.9,99.1,258.7,339.6,836.7,84.7,1049.5,390.4,173.0,334.0,833.3,620.6,603.0,732.6,358.6,178.8,346.8,971.6,963.1,271.2,343.3,84.7,910.5,582.1,339.3,333.7,558.3,294.4,790.0,701.9,899.9,670.1,938.8,584.2,335.1,246.7,81.9,656.7,247.8,1021.0,296.1,198.2,438.1,552.2,744.5,563.0,923.4,784.3,67.3,1020.6,733.3,335.2,333.7,971.7,0.0,92.2,522.4,239.9,18.6,511.4,362.6,328.1,333.1,718.3,942.1,30.8,965.2,696.2,179.6,550.1,964.7,639.3,157.3,583.4,781.4,219.5,938.9,819.7,362.4,76.8,958.5,955.3,712.8,710.5,883.7,234.8,51.3,396.5,886.1,608.1,737.1,468.4,488.1,801.8,799.9,235.7,562.2,517.8,885.8,550.0,567.2
OE,375.7,552.8,53.3,149.3,2735.0,772.3,350.0,565.1,533.5,305.7,993.3,352.4,460.8,988.3,436.5,1006.2,677.2,925.1,711.0,588.6,429.9,614.8,860.0,544.8,665.9,242.3,48.5,276.1,357.0,803.5,34.1,1016.3,407.8,209.5,351.4,800.1,587.4,569.8,699.4,376.0,128.2,364.2,938.4,929.9,220.6,360.7,34.1,877.3,548.9,356.7,300.5,525.1,261.2,756.8,668.7,866.7,636.9,905.6,551.0,301.9,264.1,54.7,623.5,265.2,987.8,313.5,147.6,404.9,519.0,711.3,529.8,890.2,751.1,84.7,987.4,700.1,352.6,300.5,938.5,94.8,0.0,489.2,257.3,87.9,478.2,380.0,294.9,350.5,685.1,908.9,64.0,932.0,663.0,197.0,516.9,931.5,606.1,106.7,550.2,748.2,168.9,905.7,786.5,379.8,103.6,925.3,922.1,679.6,677.3,850.5,184.2,78.1,363.3,852.9,574.9,703.9,435.2,454.9,768.6,766.7,253.1,529.0,484.6,852.6,516.8,534.0
OH,448.3,121.2,576.0,605.2,2667.4,352.5,817.0,242.0,95.7,436.2,573.5,819.4,235.5,568.5,315.8,586.4,239.4,573.2,309.8,150.8,329.2,218.5,470.9,125.0,259.6,698.2,580.8,743.1,824.0,383.7,595.2,596.5,874.8,627.6,818.4,393.0,149.6,246.7,285.2,843.0,584.1,831.2,518.6,578.0,676.5,827.7,595.2,525.4,225.8,823.7,539.4,105.3,387.5,319.0,182.0,369.9,199.1,553.7,227.9,446.5,731.1,639.9,185.7,732.2,568.0,780.5,603.5,304.2,99.2,273.5,265.9,470.4,354.9,611.5,599.4,280.3,819.6,539.4,586.6,667.0,625.1,0.0,724.3,680.7,214.3,847.0,421.2,817.5,247.3,489.1,636.2,580.1,225.2,664.0,279.4,579.6,283.0,614.5,367.5,328.4,624.8,485.9,348.7,846.8,632.5,505.5,502.3,283.4,257.5,498.6,640.1,658.0,435.9,433.1,328.4,307.7,209.9,191.0,330.8,328.9,720.1,39.7,301.9,461.1,193.7,270.1
OM,454.1,631.2,241.7,245.7,2813.4,850.7,246.8,643.5,611.9,384.1,1071.7,249.2,539.2,1066.7,514.9,1084.6,755.6,1003.5,789.4,667.0,508.3,693.2,938.4,623.2,744.3,338.7,246.5,111.2,253.8,881.9,241.2,1094.7,304.6,218.2,248.2,878.5,665.8,648.2,777.8,272.8,224.6,261.0,1016.8,1008.3,317.0,257.5,241.2,955.7,627.3,253.5,378.9,603.5,339.6,835.2,747.1,945.1,715.3,984.0,629.4,380.3,160.9,238.4,701.9,100.3,1066.2,210.3,244.0,483.3,597.4,789.7,608.2,968.6,829.5,198.4,1065.8,778.5,249.4,378.9,1016.9,253.9,267.0,567.6,0.0,267.6,556.6,276.8,373.3,247.3,763.5,987.3,223.1,1010.4,741.4,58.9,595.3,1009.9,684.5,280.2,628.6,826.6,227.3,984.1,864.9,276.6,219.4,1003.7,1000.5,758.0,755.7,928.9,280.6,244.9,441.7,931.3,653.3,782.3,513.6,533.3,847.0,845.1,127.5,607.4,563.0,931.0,595.2,612.4
OP,427.6,604.7,122.6,218.6,2786.9,824.2,351.3,617.0,585.4,357.6,1045.2,353.7,512.7,1040.2,488.4,1058.1,729.1,977.0,762.9,640.5,481.8,666.7,911.9,596.7,717.8,311.6,117.8,277.4,358.3,855.4,103.4,1068.2,409.1,191.7,352.7,852.0,639.3,621.7,751.3,377.3,197.5,365.5,990.3,981.8,289.9,362.0,103.4,929.2,600.8,358.0,352.4,577.0,313.1,808.7,720.6,918.6,688.8,957.5,602.9,353.8,265.4,82.1,675.4,266.5,1039.7,314.8,216.9,456.8,570.9,763.2,581.7,942.1,803.0,79.1,1039.3,752.0,353.9,352.4,990.4,18.6,73.5,541.1,258.6,0.0,530.1,381.3,346.8,351.8,737.0,960.8,49.5,983.9,714.9,198.3,568.8,983.4,658.0,176.0,602.1,800.1,238.2,957.6,838.4,381.1,58.1,977.2,974.0,731.5,729.2,902.4,253.5,32.6,415.2,904.8,626.8,755.8,487.1,506.8,820.5,818.6,254.4,580.9,536.5,904.5,568.7,585.9
OQ,327.3,187.9,455.0,484.2,2980.1,499.8,696.0,200.2,334.8,315.2,720.8,698.4,103.1,715.8,194.8,733.7,478.5,605.7,438.5,389.9,208.2,295.4,540.6,272.3,393.4,577.2,459.8,622.1,703.0,531.0,474.2,743.8,753.8,506.6,697.4,537.1,388.7,204.9,426.9,722.0,463.1,710.2,665.9,610.5,555.5,706.7,474.2,557.9,184.0,702.7,418.4,200.5,266.5,558.1,303.8,517.2,438.2,586.2,186.1,325.5,610.1,518.9,424.8,611.2,715.3,658.8,482.5,183.2,209.2,448.7,90.4,617.7,478.6,490.5,668.0,427.6,698.6,418.4,619.1,546.0,504.1,239.0,603.3,559.7,0.0,726.0,300.2,696.5,486.4,636.4,515.2,612.6,464.3,543.0,103.9,612.1,241.2,493.5,246.5,475.7,503.8,633.2,542.4,725.8,511.5,652.8,649.6,407.1,404.8,531.1,519.1,537.0,314.9,580.4,326.8,423.1,88.9,33.8,504.4,568.0,598.7,202.2,180.9,533.2,151.9,94.6
OT,570.5,747.6,358.1,362.1,2929.8,967.1,261.6,759.9,728.3,500.5,1188.1,56.8,655.6,1183.1,631.3,1201.0,872.0,1119.9,905.8,783.4,624.7,809.6,1054.8,739.6,860.7,455.1,362.9,277.1,268.6,998.3,357.6,1211.1,112.2,334.6,158.0,994.9,782.2,764.6,894.2,80.4,341.0,275.8,1133.2,1124.7,433.4,167.3,357.6,1072.1,743.7,275.2,495.3,719.9,456.0,951.6,863.5,1061.5,831.7,1100.4,745.8,496.7,175.7,354.8,818.3,266.2,1182.6,79.2,360.4,599.7,713.8,906.1,724.6,1085.0,945.9,314.8,1182.2,894.9,264.2,495.3,1133.3,370.3,383.4,684.0,273.6,384.0,673.0,0.0,489.7,272.4,879.9,1103.7,339.5,1126.8,857.8,230.2,711.7,1126.3,800.9,396.6,745.0,943.0,343.7,1100.5,981.3,126.4,335.8,1120.1,1116.9,874.4,872.1,1045.3,397.0,361.3,558.1,1047.7,769.7,898.7,630.0,649.7,963.4,961.5,286.3,723.8,679.4,1047.4,711.6,728.8
OX,91.0,390.8,260.0,289.2,2785.1,662.2,501.0,403.1,537.7,14.9,883.2,503.4,298.8,878.2,274.5,896.1,681.4,739.8,641.4,592.8,267.9,429.5,674.7,475.2,596.3,382.2,264.8,427.1,508.0,693.4,279.2,906.2,558.8,311.6,502.4,699.5,591.6,407.8,629.8,527.0,268.1,515.2,828.3,744.6,360.5,511.7,279.2,692.0,386.9,507.7,223.4,403.4,43.6,761.0,506.7,679.6,641.1,720.3,389.0,130.5,415.1,323.9,627.7,416.2,877.7,464.5,287.5,242.9,412.1,651.6,367.8,780.1,623.4,295.5,802.1,590.0,503.6,223.4,753.2,351.0,309.1,441.9,408.3,364.7,316.2,531.0,0.0,501.5,689.3,798.8,320.2,746.7,667.2,348.0,354.9,746.2,444.1,298.5,388.2,638.1,308.8,795.6,745.3,530.8,316.5,815.2,812.0,610.0,567.2,665.2,324.1,342.0,103.4,742.8,412.9,634.3,273.2,292.9,707.3,770.9,404.1,405.1,322.6,667.3,354.8,372.0
PB,514.9,692.0,302.5,306.5,2874.2,911.5,113.6,704.3,672.7,444.9,1132.5,231.4,600.0,1127.5,575.7,1145.4,816.4,1064.3,850.2,727.8,569.1,754.0,999.2,684.0,805.1,399.5,307.3,221.5,120.6,942.7,302.0,1155.5,283.2,279.0,209.4,939.3,726.6,709.0,838.6,255.0,285.4,127.8,1077.6,1068.6,377.8,218.7,302.0,1016.5,688.1,109.2,439.7,664.3,400.4,896.0,807.9,1005.9,776.1,1044.8,690.2,441.1,93.8,299.2,762.7,210.6,1127.0,218.5,304.8,544.1,658.2,850.5,669.0,1029.4,890.3,259.2,1126.6,839.3,116.2,439.7,1077.7,314.7,327.8,628.4,218.0,328.4,617.4,259.0,434.1,0.0,824.3,1048.1,283.9,1071.2,802.2,174.6,656.1,1070.7,745.3,341.0,689.4,887.4,288.1,1044.9,925.7,237.8,280.2,1064.5,1061.3,818.8,816.5,989.7,341.4,305.7,502.5,992.1,714.1,834.8,574.4,594.1,907.8,905.9,230.7,668.2,623.8,991.8,656.0,673.2
PH,682.7,355.6,645.0,674.2,2830.3,251.4,886.0,476.4,171.8,670.6,472.4,888.4,469.9,467.4,574.0,485.3,91.7,519.2,65.7,187.5,506.3,291.3,369.8,219.0,212.6,767.2,649.8,812.1,893.0,304.4,664.2,495.4,943.8,696.6,887.4,166.5,88.8,481.1,125.9,912.0,653.1,900.2,417.5,526.7,745.5,896.7,664.2,474.1,460.2,892.7,680.9,269.9,621.9,143.4,364.4,268.8,162.8,502.4,462.3,680.9,800.1,708.9,252.2,801.2,466.9,849.5,672.5,506.1,263.8,66.4,500.3,369.3,132.8,680.5,498.3,201.0,888.6,680.9,535.3,736.0,694.1,234.3,793.3,749.7,448.7,916.0,655.6,886.5,0.0,388.0,705.2,491.3,137.3,733.0,513.8,528.3,517.4,683.5,601.9,302.7,693.8,384.8,104.2,915.8,701.5,404.4,401.2,86.6,162.9,447.3,709.1,727.0,670.3,332.0,401.2,71.9,444.3,425.4,104.7,150.6,789.1,274.1,536.3,360.0,428.1,504.5
PI,823.6,596.4,951.3,980.5,3088.5,249.6,1192.3,677.7,480.3,811.5,247.6,1194.7,671.2,242.6,673.1,260.5,458.3,321.7,342.6,515.5,605.4,390.4,368.0,391.1,357.0,1031.8,956.1,1118.4,1199.3,433.7,970.5,270.6,1250.1,1002.9,1193.7,145.2,455.4,682.4,380.6,1218.3,1017.8,1206.5,260.3,363.5,1034.9,1203.0,970.5,376.7,661.5,1199.0,914.7,470.3,762.8,485.4,463.5,229.8,412.6,372.0,663.6,821.8,1106.4,1015.2,559.4,1107.5,242.1,1155.8,978.8,605.2,464.2,390.2,701.6,24.1,291.7,986.8,300.8,347.7,1194.9,914.7,375.8,1042.3,1000.4,562.3,1099.6,1056.0,650.0,1222.3,796.5,1192.8,421.1,0.0,1011.5,293.8,438.7,1039.3,715.1,386.5,718.7,989.8,803.2,401.8,1000.1,160.0,446.5,1222.1,1007.8,248.7,116.0,356.5,262.0,379.9,1018.1,1033.3,811.2,53.9,500.3,335.5,645.6,626.7,367.9,492.9,1095.4,535.6,737.6,358.2,629.4,705.8
QC,378.1,555.2,73.1,169.1,2737.4,774.7,301.8,567.5,535.9,308.1,995.7,304.2,463.2,990.7,438.9,1008.6,679.6,927.5,713.4,591.0,432.3,617.2,862.4,547.2,668.3,262.1,68.3,227.9,308.8,805.9,53.9,1018.7,359.6,142.2,303.2,802.5,589.8,572.2,701.8,327.8,148.0,316.0,940.8,932.3,240.4,312.5,53.9,879.7,551.3,308.5,302.9,527.5,263.6,759.2,671.1,869.1,639.3,908.0,553.4,304.3,215.9,51.1,625.9,217.0,990.2,265.3,167.4,407.3,521.4,713.7,532.2,892.6,753.5,36.5,989.8,702.5,304.4,302.9,940.9,30.8,79.7,491.6,209.1,49.5,480.6,331.8,297.3,302.3,687.5,911.3,0.0,934.4,665.4,148.8,519.3,933.9,608.5,126.5,552.6,750.6,188.7,908.1,788.9,331.6,57.5,927.7,924.5,682.0,679.7,852.9,204.0,82.1,365.7,855.3,577.3,706.3,437.6,457.3,771.0,769.1,204.9,531.4,487.0,855.0,519.2,536.4
QI,731.0,538.6,858.7,887.9,3155.1,227.7,1099.7,585.1,562.0,718.9,165.8,1102.1,578.6,160.8,580.5,178.7,540.0,27.8,424.3,636.4,512.8,322.2,193.9,453.7,438.7,939.2,863.5,1025.8,1106.7,372.7,877.9,188.8,1157.5,910.3,1101.1,370.9,537.1,589.8,462.3,1125.7,925.2,1113.9,103.8,69.6,942.3,1110.4,877.9,82.8,568.9,1106.4,822.1,517.4,670.2,567.1,429.0,351.0,599.1,78.1,571.0,729.2,1013.8,922.6,653.3,1014.9,160.3,1063.2,886.2,512.6,526.1,471.9,609.0,266.5,373.4,894.2,111.9,326.3,1102.3,822.1,81.9,949.7,907.8,537.9,1007.0,963.4,557.4,1129.7,703.9,1100.2,502.8,285.2,918.9,0.0,573.6,946.7,622.5,92.6,626.1,897.2,710.6,334.1,907.5,153.9,528.2,1129.5,915.2,104.8,265.7,438.2,362.4,105.3,925.5,940.7,718.6,271.6,407.7,417.2,553.0,534.1,449.6,574.6,1002.8,501.1,645.0,212.8,536.8,613.2
QQ,669.9,342.8,632.2,661.4,2817.5,327.9,873.2,463.6,179.7,657.8,567.9,875.6,457.1,562.9,537.4,580.8,35.5,602.0,142.2,174.7,568.0,353.0,446.3,271.3,246.9,754.4,637.0,799.3,880.2,380.9,651.4,590.9,931.0,683.8,874.6,167.7,114.7,468.3,183.4,899.2,640.3,887.4,494.0,643.8,732.7,883.9,651.4,550.6,447.4,879.9,668.1,275.4,609.1,93.7,426.1,334.4,25.4,652.3,449.5,668.1,787.3,696.1,210.4,788.4,562.4,836.7,659.7,567.8,269.3,142.9,487.5,389.1,194.7,667.7,581.1,277.5,875.8,668.1,656.1,723.2,681.3,221.5,780.5,736.9,435.9,903.2,642.8,873.7,135.3,407.8,692.4,574.1,0.0,720.2,501.0,666.8,504.6,670.7,589.1,370.9,681.0,480.3,123.4,903.0,688.7,529.0,436.3,163.1,239.4,523.8,696.3,714.2,657.5,351.8,462.9,148.4,431.5,412.6,180.6,103.6,776.3,261.3,523.5,436.5,415.3,491.7
QU,395.1,572.2,182.7,186.7,2754.4,791.7,187.8,584.5,552.9,325.1,1012.7,190.2,480.2,1007.7,455.9,1025.6,696.6,944.5,730.4,608.0,449.3,634.2,879.4,564.2,685.3,279.7,187.5,108.9,194.8,822.9,182.2,1035.7,245.6,159.2,189.2,819.5,606.8,589.2,718.8,213.8,165.6,202.0,957.8,948.8,258.0,198.5,182.2,896.7,568.3,194.5,319.9,544.5,280.6,776.2,688.1,886.1,656.3,925.0,570.4,321.3,101.9,179.4,642.9,98.0,1007.2,150.6,185.0,424.3,538.4,730.7,549.2,909.6,770.5,139.4,1006.8,719.5,190.4,319.9,957.9,194.9,208.0,508.6,60.2,208.6,497.6,217.8,314.3,188.3,704.5,928.3,164.1,951.4,682.4,0.0,536.3,950.9,625.5,221.2,569.6,767.6,168.3,925.1,805.9,217.6,160.4,944.7,941.5,699.0,696.7,869.9,221.6,185.9,382.7,872.3,594.3,723.3,454.6,474.3,788.0,786.1,68.5,548.4,504.0,872.0,536.2,553.4
RT,345.0,232.9,472.7,501.9,2997.8,544.8,713.7,245.2,379.8,332.9,765.8,716.1,45.9,760.8,212.5,778.7,523.5,650.7,483.5,434.9,225.9,340.4,585.6,317.3,438.4,594.9,477.5,639.8,720.7,576.0,491.9,788.8,771.5,524.3,715.1,582.1,433.7,249.9,471.9,739.7,480.8,727.9,710.9,655.0,573.2,724.4,491.9,602.9,229.0,720.4,436.1,245.5,284.2,603.1,348.8,562.2,483.2,631.2,231.1,343.2,627.8,536.6,469.8,628.9,760.3,676.5,500.2,200.9,254.2,493.7,31.5,662.7,523.6,508.2,713.0,472.6,716.3,436.1,664.1,563.7,521.8,284.0,621.0,577.4,103.8,743.7,317.9,714.2,531.4,681.4,532.9,657.6,509.3,560.7,0.0,657.1,286.2,511.2,264.2,520.7,521.5,678.2,587.4,743.5,529.2,697.8,694.6,452.1,449.8,576.1,536.8,554.7,332.6,625.4,370.9,468.1,71.5,78.8,549.4,613.0,616.8,247.2,198.6,578.2,196.9,67.2
SA,784.6,592.2,912.3,941.5,3208.7,281.3,1153.3,638.7,615.6,772.5,253.2,1155.7,632.2,248.2,634.1,266.1,593.6,44.9,477.9,690.0,566.4,375.8,247.5,507.3,492.3,992.8,917.1,1079.4,1160.3,426.3,931.5,276.2,1211.1,963.9,1154.7,424.5,590.7,643.4,515.9,1179.3,978.8,1167.5,191.2,101.7,995.9,1164.0,931.5,83.4,622.5,1160.0,875.7,571.0,723.8,620.7,482.6,404.6,652.7,39.7,624.6,782.8,1067.4,976.2,706.9,1068.5,247.7,1116.8,939.8,566.2,579.7,525.5,662.6,353.9,427.0,947.8,199.3,379.9,1155.9,875.7,7.0,1003.3,961.4,591.5,1060.6,1017.0,611.0,1183.3,757.5,1153.8,556.4,372.6,972.5,87.3,627.2,1000.3,676.1,0.0,679.7,950.8,764.2,387.7,961.1,241.3,581.8,1183.1,968.8,192.2,353.1,491.8,416.0,192.7,979.1,994.3,772.2,359.0,461.3,465.2,606.6,587.7,503.2,628.2,1056.4,554.7,698.6,266.4,590.4,666.8
SB,420.8,222.2,548.5,577.7,2786.5,534.1,789.5,155.6,369.1,408.7,755.1,791.9,208.0,750.1,288.3,768.0,512.8,640.0,472.8,424.2,301.7,329.7,574.9,306.6,427.7,670.7,553.3,715.6,796.5,565.3,567.7,778.1,847.3,600.1,790.9,571.4,423.0,154.3,461.2,815.5,556.6,803.7,700.2,644.8,649.0,800.2,567.7,592.2,133.4,796.2,511.9,234.8,360.0,592.4,338.1,551.5,472.5,620.5,135.5,419.0,703.6,612.4,459.1,704.7,749.6,753.0,576.0,276.7,243.5,483.0,238.4,652.0,512.9,584.0,702.3,461.9,792.1,511.9,653.4,639.5,597.6,273.3,696.8,653.2,186.8,819.5,393.7,790.0,520.7,670.7,608.7,646.9,498.6,636.5,251.9,646.4,0.0,587.0,340.0,510.0,597.3,667.5,576.7,819.3,605.0,687.1,683.9,441.4,439.1,565.4,612.6,630.5,408.4,614.7,361.1,465.7,182.4,163.5,538.7,602.3,692.6,236.5,274.4,567.5,101.3,242.6
SH,342.4,519.5,54.9,116.0,2701.7,739.0,345.8,531.8,500.2,272.4,960.0,348.2,427.5,955.0,403.2,972.9,643.9,891.8,677.7,555.3,396.6,581.5,826.7,511.5,632.6,209.0,59.7,271.9,352.8,770.2,74.1,983.0,403.6,176.2,347.2,766.8,554.1,536.5,666.1,371.8,94.9,360.0,905.1,896.6,187.3,356.5,74.1,844.0,515.6,352.5,267.2,491.8,227.9,723.5,635.4,833.4,603.6,872.3,517.7,268.6,259.9,118.8,590.2,261.0,954.5,309.3,114.3,371.6,485.7,678.0,496.5,856.9,717.8,140.3,954.1,666.8,348.4,267.2,905.2,158.9,104.0,455.9,253.1,177.6,444.9,375.8,261.6,346.3,651.8,875.6,128.1,898.7,629.7,192.8,483.6,898.2,572.8,0.0,516.9,714.9,135.6,872.4,753.2,375.6,161.3,892.0,888.8,646.3,644.0,817.2,150.9,182.2,330.0,819.6,541.6,670.6,401.9,421.6,735.3,733.4,248.9,495.7,451.3,819.3,483.5,500.7
SM,391.0,332.8,518.7,547.9,3043.8,644.7,759.7,345.1,479.7,378.9,865.7,762.1,240.8,860.7,258.5,878.6,623.4,743.8,583.4,534.8,271.9,433.5,678.7,417.2,538.3,640.9,523.5,685.8,766.7,675.9,537.9,888.7,817.5,570.3,761.1,682.0,533.6,349.8,571.8,785.7,526.8,773.9,810.8,748.6,619.2,770.4,537.9,696.0,328.9,766.4,482.1,345.4,330.2,703.0,448.7,662.1,583.1,724.3,331.0,389.2,673.8,582.6,569.7,674.9,860.2,723.2,546.2,246.9,354.1,593.6,309.8,762.6,623.5,554.2,806.1,572.5,762.3,482.1,757.2,609.7,567.8,383.9,667.0,623.4,258.2,789.7,363.9,760.2,631.3,781.3,578.9,750.7,609.2,606.7,296.9,750.2,386.1,557.2,0.0,620.6,567.5,778.1,687.3,789.5,575.2,797.7,794.5,552.0,549.7,669.2,582.8,600.7,378.6,725.3,416.9,576.3,215.2,234.9,649.3,712.9,662.8,347.1,63.8,671.3,296.8,314.0
ST,632.1,404.9,759.8,789.0,2901.0,214.4,1000.8,486.2,288.8,620.0,435.4,1003.2,479.7,430.4,481.6,448.3,306.4,377.3,226.5,363.2,413.9,198.9,312.2,199.6,165.5,840.3,764.6,926.9,1007.8,172.4,779.0,458.4,1058.6,811.4,1002.2,251.7,303.5,490.9,228.7,1026.8,826.3,1015.0,380.5,382.1,843.4,1011.5,779.0,329.5,470.0,1007.5,723.2,278.8,571.3,369.3,272.0,231.8,377.5,357.8,472.1,630.3,914.9,823.7,380.1,916.0,429.9,964.3,787.3,413.7,272.7,267.9,510.1,332.3,175.6,795.3,439.6,142.2,1003.4,723.2,390.7,850.8,808.9,323.0,908.1,864.5,458.5,1030.8,605.0,1001.3,282.7,351.0,820.0,384.2,352.0,847.8,523.6,383.7,527.2,798.3,611.7,0.0,808.6,347.8,330.4,1030.6,816.3,367.4,364.2,240.4,119.4,302.7,826.6,841.8,619.7,295.0,308.8,219.4,454.1,435.2,251.8,376.8,903.9,344.1,546.1,323.0,437.9,514.3
TF,336.4,513.5,124.0,34.6,2695.7,733.0,316.0,525.8,494.2,266.4,954.0,318.4,421.5,949.0,397.2,966.9,637.9,885.8,671.7,549.3,390.6,575.5,820.7,505.5,626.6,221.0,128.8,242.1,323.0,764.2,143.2,977.0,373.8,61.2,317.4,760.8,548.1,530.5,660.1,342.0,106.9,330.2,899.1,890.6,199.3,326.7,143.2,838.0,509.6,322.7,261.2,485.8,221.9,717.5,629.4,827.4,597.6,866.3,511.7,262.6,230.1,150.5,584.2,231.2,948.5,279.5,126.3,365.6,479.7,672.0,490.5,850.9,711.8,110.5,948.1,660.8,318.6,261.2,899.2,166.0,173.1,449.9,223.3,179.7,438.9,346.0,255.6,316.5,645.8,869.6,135.2,892.7,623.7,163.0,477.6,892.2,566.8,162.5,510.9,708.9,0.0,866.4,747.2,345.8,131.5,886.0,882.8,640.3,638.0,811.2,162.9,157.0,324.0,813.6,535.6,664.6,395.9,415.6,729.3,727.4,219.1,489.7,445.3,813.3,477.5,494.7
TH,803.5,576.3,931.2,960.4,3072.4,190.2,1172.2,657.6,460.2,791.4,87.5,1174.6,651.1,82.5,653.0,100.4,438.2,161.6,322.5,534.6,585.3,370.3,308.4,371.0,336.9,1011.7,936.0,1098.3,1179.2,377.7,950.4,110.5,1230.0,982.8,1173.6,208.9,435.3,662.3,360.5,1198.2,997.7,1186.4,128.3,203.4,1014.8,1182.9,950.4,216.6,641.4,1178.9,894.6,450.2,742.7,465.3,443.4,249.2,476.3,211.9,643.5,801.7,1086.3,995.1,551.5,1087.4,82.0,1135.7,958.7,585.1,444.1,370.1,681.5,112.5,271.6,966.7,140.7,291.7,1174.8,894.6,215.7,1022.2,980.3,494.4,1079.5,1035.9,629.9,1202.2,776.4,1172.7,401.0,131.2,991.4,133.7,471.8,1019.2,695.0,226.4,698.6,969.7,783.1,448.6,980.0,0.0,426.4,1202.0,987.7,88.6,111.7,336.4,241.9,219.8,998.0,1013.2,791.1,117.6,480.2,315.4,625.5,606.6,347.8,472.8,1075.3,515.5,717.5,302.2,609.3,685.7
TU,760.9,450.9,740.3,769.5,2925.6,287.8,981.3,571.7,249.5,748.8,508.8,983.7,565.2,503.8,610.4,521.7,105.3,555.6,102.1,282.8,542.7,327.7,406.2,328.4,277.9,969.1,745.1,907.4,988.3,340.8,759.5,531.8,1039.1,791.9,982.7,145.6,184.1,576.4,209.2,1007.3,748.4,995.5,453.9,562.6,972.2,992.0,759.5,510.5,555.5,988.0,776.2,335.2,700.1,56.2,400.8,305.2,134.5,538.8,557.6,759.1,895.4,804.2,319.5,896.5,503.3,944.8,767.8,542.5,329.1,102.8,595.6,405.7,169.2,775.8,534.7,237.4,983.9,776.2,571.7,831.3,789.4,329.6,888.6,845.0,544.0,1011.3,733.8,981.8,95.2,424.4,800.5,527.7,109.0,828.3,609.1,564.7,612.7,778.8,697.2,339.1,789.1,421.2,0.0,1011.1,796.8,440.8,437.6,123.0,199.3,483.7,804.4,822.3,748.5,368.4,437.6,113.7,539.6,520.7,141.1,46.3,884.0,369.4,631.6,396.4,523.4,599.8
