from_stop,AD,AE,AH,AJ,AL,AO,AQ,AR,AX,AY,BH,BJ,BL,BO,BR,CB,CH,CJ,CK,CL,CP,CQ,CS,CY,DA,DH,DJ,DM,DN,DO,DT,DW,DX,EB,EC,EG,EH,EQ,EU,EX,EZ,FG,FM,FN,FO,FT,FU,GE,GG,GH,GI,GJ,GT,GV,HD,HG,HJ,HK,HQ,HR,HT,HY,IB,IC,ID,IN,IU,IV,IW,IX,JA,JK,JS,KJ,KL,KN,KS,KV,LF,LG,LJ,LM,LV,ME,MF,MH,MN,MY,NB,NC,NG,NH,NK,NL,NM,NO,NT,NW,NZ,OB,OE,OG,OI,OJ,OL,OP,OS,OT,OV,OY,PA,PE,PG,PH,PI,PO,PR,PS,PT,QG,QJ,QO,QP,QX,RB,RC,RJ,RM,RN,RP,RS,RT,RW,SA,SN,SS,ST,SU,SX,SY,SZ,TS,TT,TU,TW,TX,UB,UF,UJ,UQ,UT,UU,UX,VA,VK,VQ,VV,VZ,WI,WM,WN,WQ,WY,XH,XI,XN,XO,XQ,XZ,YG,YJ,YL,YN,YT,ZB,ZF,ZG,ZJ,ZQ,ZU
BH,1504.0,898.7,1535.9,917.8,797.8,1640.9,745.9,862.3,1444.0,1361.8,0.0,142.1,1524.9,149.1,1411.4,84.4,1468.4,1541.5,777.0,1414.9,1421.4,1490.5,1576.5,229.7,1461.4,1165.7,847.2,1458.3,116.5,1486.4,827.6,1200.4,1525.3,204.0,1507.8,798.1,1406.9,223.5,798.2,117.0,749.9,1494.3,1225.5,709.4,1527.5,1170.9,1664.7,1534.2,896.5,109.8,1041.7,1504.1,1503.8,1051.5,1547.2,1473.0,999.4,1182.1,828.8,1455.9,1188.1,1641.3,1171.8,1205.6,1520.5,984.0,1465.5,128.7,1059.4,919.0,746.7,1496.7,1207.1,1531.7,184.2,880.7,257.9,1548.7,163.5,32.8,781.8,846.0,1478.4,114.8,1399.8,1494.2,531.7,754.9,767.9,1500.6,1497.4,883.0,1451.5,1506.3,1500.5,226.1,1457.4,1497.8,854.4,1607.1,1538.9,877.2,1371.8,1479.9,1452.8,1514.3,1361.0,819.5,1530.5,958.1,1086.1,908.5,158.6,903.5,212.3,874.7,814.1,1264.1,1491.3,1473.5,864.7,1531.3,1498.3,149.9,1059.4,1608.6,87.1,58.8,135.8,990.3,926.5,828.1,1483.3,960.2,1189.7,1514.4,1582.1,127.5,1443.7,1442.1,14.7,171.7,1447.0,868.8,1349.8,250.3,1510.2,1488.9,1238.5,1144.1,888.0,1514.7,1482.8,998.7,1559.8,1505.0,880.6,1451.1,166.3,922.5,1137.1,68.3,158.7,742.9,1350.2,200.8,1351.7,742.9,1449.3,216.3,1476.9,1294.1,1423.0,157.7,585.7,914.8,894.1,189.6,1052.2,206.2
BJ,1387.0,887.1,1418.9,923.1,741.3,1523.9,724.3,783.8,1327.0,1340.2,150.0,0.0,1408.0,160.7,1389.8,131.6,1351.4,1424.5,758.7,1393.3,1399.8,1373.5,1459.5,153.0,1347.3,1141.8,787.2,1436.8,114.4,1369.4,767.7,1083.4,1408.3,142.0,1440.2,848.0,1289.9,162.5,784.8,128.6,738.3,1377.3,1108.5,759.3,1410.5,1053.9,1547.7,1417.2,853.9,30.1,1034.2,1482.0,1386.8,934.5,1430.2,1451.4,1049.0,1161.4,776.7,1434.3,1071.1,1524.3,1116.0,1088.6,1403.6,867.0,1348.5,105.0,1056.7,781.2,686.7,1379.7,1090.1,1414.8,195.9,914.3,140.9,1431.8,175.1,117.8,725.3,786.0,1456.8,82.4,1378.2,1377.2,490.7,733.3,650.9,1476.7,1380.4,861.4,1429.9,1389.3,1478.9,182.1,1435.8,1476.3,888.0,1490.1,1423.2,848.1,1350.2,1362.9,1335.9,1397.3,1339.4,774.5,1413.5,988.2,960.8,848.5,170.2,890.1,168.3,796.2,792.5,1147.1,1370.0,1356.7,804.7,1414.3,1476.7,161.5,1056.7,1491.6,74.9,99.1,147.4,873.3,914.9,747.1,1461.7,990.3,1072.7,1397.4,1465.1,139.1,1326.7,1420.5,142.0,183.4,1425.4,751.8,1232.8,133.3,1488.6,1371.9,1121.5,1027.2,876.5,1397.7,1365.9,881.7,1442.8,1483.4,820.6,1429.5,177.9,880.0,1134.4,78.6,170.3,686.4,1328.6,156.8,1234.8,792.8,1427.7,154.3,1359.9,1177.1,1306.0,169.3,635.7,921.3,834.1,127.6,935.2,161.6
BL,304.5,742.5,211.2,778.5,806.8,382.5,970.6,783.5,104.7,462.9,1467.5,1514.5,0.0,1427.7,417.2,1601.0,103.6,345.5,944.0,466.3,606.9,138.5,2263.0,1370.9,166.6,378.4,894.6,540.4,1583.8,225.0,898.4,462.1,263.9,1381.4,361.2,728.1,147.0,1364.7,725.1,1395.6,734.4,144.8,253.8,759.8,317.3,374.9,312.8,13.3,806.1,1499.5,540.4,401.7,289.1,568.6,161.3,458.6,472.5,479.5,799.5,353.0,409.6,307.4,289.8,461.1,271.0,696.5,109.6,1596.0,531.2,966.3,826.5,115.4,468.8,335.7,1435.1,868.9,1522.6,278.3,1421.5,1448.1,914.4,925.8,375.5,1597.0,435.2,306.8,1123.6,979.6,887.8,368.4,218.1,748.0,581.2,482.9,368.5,1298.9,336.5,371.1,875.2,354.6,221.4,627.2,451.9,47.2,215.8,189.6,394.5,859.8,334.5,579.2,546.2,955.9,1419.2,676.0,1353.5,795.9,923.3,215.3,291.0,277.7,944.5,335.3,370.7,1410.5,531.2,256.7,1544.3,1613.7,1414.4,673.7,770.3,844.1,406.1,549.0,445.1,81.6,382.6,1406.1,295.8,355.1,1453.0,1432.3,404.3,848.1,251.7,1515.0,407.3,588.2,442.5,377.6,731.8,542.8,286.8,711.2,363.8,454.2,928.0,478.2,1444.9,832.1,512.0,1408.0,1437.3,878.3,404.0,1342.0,304.1,701.0,568.9,1419.8,127.4,232.7,274.3,1436.3,1029.5,639.7,941.5,1393.1,580.0,1427.1
BO,1488.3,882.5,1520.2,901.6,781.6,1625.2,729.7,846.1,1428.3,1345.6,152.7,170.4,1509.2,0.0,1395.2,229.0,1452.7,1525.8,760.8,1398.7,1405.2,1474.8,1560.8,145.4,1445.7,1149.5,831.0,1442.1,211.8,1470.7,811.4,1184.7,1509.6,134.4,1491.6,781.9,1391.2,154.8,782.0,42.0,733.7,1478.6,1209.8,693.2,1511.8,1155.2,1649.0,1518.5,880.3,134.7,1025.5,1487.9,1488.1,1035.8,1531.5,1456.8,983.2,1165.9,812.6,1439.7,1172.4,1625.6,1155.6,1189.9,1504.8,968.3,1449.8,224.0,1043.2,902.8,730.5,1481.0,1191.4,1516.0,35.5,864.5,242.2,1533.0,59.1,133.3,765.6,829.8,1462.2,252.9,1383.6,1478.5,515.5,738.7,752.2,1484.4,1481.7,866.8,1435.3,1490.6,1484.3,209.9,1441.2,1481.6,838.2,1591.4,1523.2,861.0,1355.6,1464.2,1437.1,1498.6,1344.8,803.3,1514.8,941.9,1070.4,892.3,52.8,887.3,166.0,858.5,797.9,1248.4,1475.6,1457.8,848.5,1515.6,1482.1,44.1,1043.2,1592.9,172.3,211.6,22.3,974.6,910.3,811.9,1467.1,944.0,1174.0,1498.7,1566.4,68.6,1428.0,1425.9,138.2,65.9,1430.8,853.1,1334.1,234.6,1494.0,1473.2,1222.8,1128.4,871.8,1499.0,1467.1,983.0,1544.1,1488.8,864.4,1434.9,17.1,906.3,1120.9,93.2,9.5,726.7,1334.0,181.0,1336.0,726.7,1433.1,146.7,1461.2,1278.4,1407.3,51.7,569.5,898.6,877.9,120.0,1036.5,84.3
BR,182.9,922.5,447.6,998.8,999.8,180.3,849.0,951.2,416.0,63.9,1482.3,1550.2,393.8,1442.5,0.0,1636.7,440.4,259.3,880.1,153.8,333.5,391.8,2188.6,1385.7,362.7,499.2,900.2,281.9,1619.5,393.0,1026.1,593.0,431.9,1396.2,243.6,895.8,410.4,1379.5,892.8,1410.4,902.1,381.2,408.9,927.5,204.6,520.7,209.1,371.0,1025.6,1535.2,677.6,199.5,231.2,696.4,234.1,208.8,617.8,563.1,1035.2,94.5,555.4,247.9,435.1,580.5,213.1,841.8,372.4,1631.7,614.8,905.9,945.2,347.5,599.7,269.1,1502.6,966.4,1465.9,176.3,1489.0,1462.9,983.8,1044.5,117.0,1632.7,54.2,202.7,1176.7,858.0,1055.5,236.4,361.6,875.4,322.7,224.4,236.3,1313.7,96.0,233.6,974.5,192.5,277.4,794.9,52.9,426.5,359.4,426.0,145.0,1028.7,270.3,724.5,667.8,918.3,1434.0,843.7,1368.3,963.6,917.2,370.4,310.6,327.8,1063.2,269.5,234.1,1425.3,614.8,139.5,1580.0,1541.2,1429.2,786.3,893.2,1005.6,128.1,694.3,582.3,461.0,118.5,1420.9,228.9,86.9,1467.8,1447.1,91.8,975.9,483.8,1458.3,148.8,327.1,588.3,516.7,932.9,284.3,318.8,856.5,342.5,149.8,910.2,170.0,1544.1,998.6,595.6,1422.8,1536.5,944.9,134.2,1356.8,374.2,868.7,310.4,1434.6,363.8,387.8,417.8,1494.5,1071.6,807.4,923.7,1407.9,707.8,1494.6
CB,1474.4,974.5,1506.3,1010.5,828.7,1611.3,811.7,871.2,1414.4,1427.6,77.6,112.5,1495.3,226.8,1477.2,0.0,1438.8,1511.9,842.8,1480.7,1487.2,1460.9,1546.9,240.4,1434.6,1229.2,874.6,1524.1,68.4,1456.8,855.0,1170.8,1495.7,229.4,1527.6,935.4,1377.3,249.8,872.2,194.7,825.7,1464.7,1195.9,846.7,1497.9,1141.3,1635.1,1504.6,941.3,99.1,1121.6,1569.9,1474.2,1021.9,1517.6,1538.8,1136.7,1248.8,864.1,1521.7,1158.5,1611.7,1203.4,1176.0,1490.9,954.4,1435.9,80.6,1144.1,868.5,774.1,1467.1,1177.5,1502.1,261.9,1001.7,228.3,1519.1,241.2,110.5,812.7,873.4,1544.2,113.4,1465.6,1464.6,578.1,820.7,738.3,1564.1,1467.8,948.8,1517.3,1476.7,1566.3,269.5,1523.2,1563.6,975.4,1577.5,1509.3,935.5,1437.6,1450.3,1423.2,1484.7,1426.8,857.6,1500.9,1075.6,1056.5,935.9,236.3,977.5,255.7,883.6,879.9,1234.5,1457.4,1443.9,892.1,1501.7,1564.1,227.6,1144.1,1579.0,52.0,142.0,213.5,960.7,1002.3,834.5,1549.1,1077.7,1160.1,1484.8,1552.5,205.2,1414.1,1507.9,92.4,249.4,1512.8,839.2,1320.2,220.7,1576.0,1459.3,1208.9,1114.5,963.8,1485.1,1453.2,969.1,1530.2,1570.8,908.0,1516.9,244.0,967.3,1221.8,146.0,236.4,773.8,1416.0,244.2,1322.1,880.2,1515.1,241.7,1447.3,1264.5,1393.4,235.4,723.0,1008.7,921.5,215.0,1022.6,249.0
CH,274.3,686.9,133.3,723.5,751.2,388.4,915.0,727.9,24.3,468.8,1411.9,1458.9,108.5,1372.1,423.1,1545.4,0.0,336.6,891.7,472.2,640.3,144.4,2207.4,1315.3,144.7,322.8,839.0,546.3,1528.2,230.9,842.8,406.5,269.8,1325.8,352.3,672.5,84.6,1309.1,669.5,1340.0,678.8,66.9,198.2,704.2,287.1,319.3,318.7,118.2,750.5,1443.9,484.8,409.4,281.4,513.0,167.2,449.7,416.9,423.9,743.9,358.9,354.0,313.3,234.2,405.5,276.9,640.9,31.7,1540.4,475.6,910.8,770.9,87.3,413.2,326.8,1379.5,813.3,1467.0,284.2,1365.9,1392.5,858.8,870.2,381.4,1541.4,441.1,276.6,1069.2,924.0,832.2,359.5,224.0,692.4,587.1,488.8,359.6,1243.3,342.4,362.2,819.6,360.5,228.6,571.6,457.8,55.8,214.4,111.7,364.3,799.9,325.6,523.6,484.4,900.3,1363.6,620.4,1297.9,740.3,867.7,159.7,286.4,268.6,888.9,326.4,361.8,1354.9,475.6,262.6,1488.7,1558.1,1358.8,618.1,714.7,788.5,412.0,493.4,389.5,149.2,352.4,1350.5,265.6,361.0,1397.4,1376.7,410.2,792.5,187.5,1459.4,413.2,563.1,386.9,322.0,676.2,588.9,277.9,655.6,354.9,460.1,872.4,484.1,1389.3,776.5,456.4,1352.4,1381.7,822.7,373.8,1286.4,273.9,645.4,574.8,1364.2,49.5,177.1,280.2,1380.7,973.9,584.1,885.9,1337.5,524.4,1371.5
CJ,306.8,1102.1,281.1,1006.0,1102.9,91.3,952.1,1010.4,372.2,330.0,1585.4,1653.3,349.6,1545.6,232.9,1739.8,347.8,0.0,983.2,172.8,285.9,319.4,2291.7,1488.8,350.3,558.4,1003.3,234.3,1722.6,326.3,1129.2,670.2,365.2,1499.3,15.6,955.0,432.5,1482.6,952.0,1513.5,961.3,283.5,486.1,986.7,334.7,597.9,227.8,326.8,1105.5,1638.3,760.7,72.7,268.3,773.6,252.8,113.0,677.0,622.3,1138.3,133.3,632.6,266.6,494.3,639.7,250.2,901.0,320.1,1734.8,674.0,1009.0,1048.3,303.3,676.9,9.7,1605.7,1069.5,1569.0,257.5,1592.1,1566.0,1086.9,1147.6,192.4,1735.8,303.0,326.6,1279.8,961.1,1114.7,22.8,202.4,1055.0,275.1,176.8,22.9,1416.8,213.1,25.5,1077.6,65.5,159.3,854.1,319.7,355.4,317.1,259.5,307.7,1131.8,10.9,783.7,783.8,1021.4,1537.1,902.9,1471.4,1022.8,1020.3,447.6,51.2,68.4,1166.3,10.1,25.1,1528.4,674.0,158.2,1683.1,1644.3,1532.3,845.5,1072.8,1108.7,213.0,753.5,659.5,357.8,266.6,1524.0,333.5,231.7,1570.9,1550.2,206.8,1035.3,418.7,1561.4,168.9,271.0,672.7,593.9,958.7,236.7,59.4,915.7,83.1,229.9,1013.3,209.0,1647.2,1078.5,654.8,1525.9,1639.6,1048.0,317.2,1459.9,456.9,927.9,262.8,1537.7,302.9,465.0,162.4,1597.6,1174.7,866.6,1026.8,1511.0,785.0,1597.7
CK,965.3,234.5,999.8,203.3,197.5,1077.0,69.4,210.7,893.2,916.1,873.2,837.5,977.4,833.4,965.7,923.9,917.6,1077.8,0.0,969.2,975.7,927.3,1561.7,776.6,904.3,639.1,46.9,1012.6,906.7,923.2,180.2,799.9,962.1,787.1,1062.1,568.7,856.1,770.4,478.9,801.3,392.8,962.7,755.4,490.9,978.1,729.6,1115.3,987.5,182.6,825.7,867.4,1057.9,954.4,942.8,984.0,1027.3,776.0,649.6,177.2,1010.2,736.6,1091.9,645.9,738.4,971.1,829.1,930.6,918.9,664.8,60.0,150.7,961.8,842.9,1140.4,875.7,82.9,839.0,1002.6,862.1,853.8,231.2,176.4,1032.7,919.9,954.1,949.0,493.5,78.4,568.8,1052.6,1022.8,285.5,1005.8,1049.0,1054.8,704.6,1011.7,1052.1,94.3,1157.1,1044.1,542.2,926.1,929.1,889.6,1003.5,915.3,146.8,1139.2,827.6,898.2,65.0,824.9,515.2,759.2,185.5,94.9,794.0,1095.7,1082.4,195.1,1140.0,1052.6,816.2,664.8,1059.2,867.2,932.1,820.1,848.2,265.6,176.5,1037.6,764.3,772.1,963.6,1043.4,811.8,894.3,996.4,858.7,841.3,1001.3,760.1,861.7,831.4,1064.5,1039.8,787.5,792.2,227.1,1026.6,1091.5,843.8,1168.5,1059.3,56.9,1008.7,850.6,208.6,645.6,813.7,843.0,240.7,904.5,747.7,761.2,541.6,1003.6,825.5,942.0,824.0,1082.3,867.6,440.5,579.8,70.4,798.8,943.5,867.7
CL,276.9,1000.3,499.8,1076.3,1029.1,272.6,878.3,1071.6,476.7,175.9,1511.6,1579.5,446.0,1471.8,130.2,1666.0,452.3,227.6,909.4,0.0,221.6,415.8,2217.9,1415.0,456.7,593.2,929.5,170.0,1648.8,440.7,1055.4,687.0,479.6,1425.5,211.9,989.8,504.4,1408.8,986.8,1439.7,996.1,433.4,502.9,1021.5,304.8,614.7,261.3,423.2,1031.7,1564.5,771.6,291.8,301.8,790.4,286.3,177.1,711.8,657.1,1064.5,126.2,649.4,300.1,529.1,674.5,283.7,935.8,424.6,1661.0,708.8,935.2,974.5,399.7,693.7,237.4,1531.9,995.7,1495.2,291.0,1518.3,1492.2,1013.1,1073.8,105.6,1662.0,148.2,296.7,1206.0,887.3,1149.5,204.7,413.8,953.2,210.8,198.8,204.6,1343.0,111.0,201.9,1003.8,244.7,329.6,888.9,164.9,451.8,431.5,478.2,239.0,1058.0,238.6,818.5,761.8,947.6,1463.3,937.7,1397.6,1084.0,946.5,464.4,278.9,296.1,1092.5,237.8,202.4,1454.6,708.8,191.7,1609.3,1570.5,1458.5,880.3,971.0,1034.9,71.8,788.3,676.3,454.2,248.8,1450.2,322.9,92.4,1497.1,1476.4,52.0,1069.9,536.0,1487.6,107.4,197.2,682.3,610.7,1010.7,184.0,287.1,950.5,310.8,75.1,939.5,36.2,1573.4,1004.7,689.6,1452.1,1565.8,974.2,228.2,1386.1,468.2,962.7,198.5,1463.9,416.0,481.8,390.1,1523.8,1100.9,901.4,953.0,1437.2,801.8,1523.9
CP,427.3,1053.0,589.3,1073.1,1025.9,312.0,875.1,1068.4,631.4,239.0,1508.4,1576.3,589.4,1468.6,300.4,1662.8,595.7,312.8,906.2,204.2,0.0,559.2,2214.7,1411.8,578.1,706.4,926.3,76.2,1645.6,584.1,1052.2,803.1,623.0,1422.3,297.1,1103.0,620.5,1405.6,1100.0,1436.5,1109.3,576.8,619.0,1134.7,455.2,730.8,404.7,566.6,1028.5,1561.3,887.7,293.4,445.2,906.5,429.7,262.3,825.0,770.3,1061.3,246.0,765.5,443.5,642.3,787.7,427.1,1049.0,568.0,1657.8,822.0,932.0,971.3,543.1,809.8,322.6,1528.7,992.5,1492.0,434.4,1515.1,1489.0,1009.9,1070.6,328.8,1658.8,309.6,442.1,1202.8,884.1,1262.7,289.9,557.2,1005.9,102.0,137.2,289.8,1339.8,254.4,287.1,1000.6,316.8,473.0,1002.1,249.0,595.2,569.5,567.7,407.4,1054.8,323.8,931.7,877.9,944.4,1460.1,1050.9,1394.4,1080.8,943.3,580.5,364.1,381.3,1089.3,323.0,287.6,1451.4,822.0,335.1,1606.1,1567.3,1455.3,993.5,1023.7,1031.7,295.0,901.5,792.4,597.6,419.0,1447.0,439.0,235.8,1493.9,1473.2,258.7,1183.3,679.4,1484.4,272.3,134.1,798.4,726.8,1063.4,120.9,372.3,1063.7,396.0,284.0,936.3,240.4,1570.2,1001.5,802.8,1448.9,1562.6,971.0,396.6,1382.9,584.3,1075.9,60.9,1460.7,559.4,597.9,475.3,1520.6,1097.7,1014.6,949.8,1434.0,917.9,1520.7
CQ,227.5,739.6,201.4,776.2,803.9,341.4,967.7,780.6,131.2,421.8,1461.9,1456.5,147.6,1422.1,376.1,1543.0,155.6,304.4,944.4,425.2,565.8,0.0,2220.2,1365.3,30.8,328.6,891.7,499.3,1525.8,183.9,895.5,452.7,222.8,1375.8,320.1,725.2,140.1,1359.1,722.2,1390.0,731.5,135.0,256.3,756.9,240.3,365.5,271.7,124.8,803.2,1441.5,530.9,360.6,234.6,543.8,120.2,417.5,447.2,392.5,796.6,311.9,400.2,266.3,264.5,409.9,229.9,671.2,126.2,1538.0,444.2,963.5,823.6,101.3,459.4,294.6,1429.5,866.0,1464.6,237.2,1415.9,1442.5,911.5,922.9,334.4,1539.0,394.1,229.8,1121.9,976.7,884.9,327.3,177.0,745.1,540.1,441.8,327.4,1293.3,295.4,330.0,872.3,313.5,181.6,624.3,410.8,141.7,167.6,179.8,317.5,852.6,293.4,553.9,515.2,953.0,1413.6,673.1,1347.9,793.0,920.4,217.8,254.2,236.4,941.6,294.2,329.6,1404.9,444.2,215.6,1486.3,1555.7,1408.8,615.7,767.4,841.2,365.0,523.7,435.7,176.2,305.6,1400.5,218.8,314.0,1447.4,1426.7,363.2,805.5,237.6,1457.0,366.2,547.1,433.1,364.1,728.9,501.7,245.7,685.9,322.7,413.1,925.1,437.1,1439.3,829.2,425.0,1402.4,1431.7,875.4,327.0,1336.4,227.1,698.1,527.8,1414.2,117.6,235.2,233.2,1430.7,971.5,636.8,938.6,1387.5,555.2,1421.5
CS,2187.5,1687.6,2219.4,1724.2,1541.8,2324.4,1524.8,1584.3,2127.5,2140.7,1626.2,1516.9,2208.4,1586.4,2190.3,1603.4,2151.9,2225.0,1555.9,2193.8,2200.3,2174.0,0.0,1559.2,2144.9,1942.3,1587.7,2237.2,1586.2,2169.9,1568.1,1883.9,2208.8,1548.2,2240.7,1648.5,2090.4,1568.6,1585.3,1554.3,1538.8,2177.8,1909.0,1559.8,2211.0,1854.4,2348.2,2217.7,1654.4,1501.9,1834.7,2283.0,2187.3,1735.0,2230.7,2251.9,1849.8,1961.9,1577.2,2234.8,1871.6,2324.8,1916.5,1889.1,2204.0,1667.5,2149.0,1598.4,1857.2,1581.7,1487.2,2180.2,1890.6,2215.2,1575.8,1714.8,1514.8,2232.2,1562.2,1589.6,1525.8,1586.5,2257.3,1599.4,2178.7,2177.7,1437.4,1533.8,1451.4,2279.5,2180.9,1661.9,2230.4,2189.8,2279.4,1459.9,2236.3,2276.7,1688.5,2290.6,2222.4,1648.6,2150.7,2163.4,2136.3,2197.8,2139.9,1570.7,2214.0,1788.7,1769.6,1649.0,1577.9,1690.6,1514.5,1596.7,1593.0,1947.6,2174.8,2157.0,1605.2,2214.8,2277.2,1569.2,1857.2,2292.1,1546.7,1616.1,1573.1,1673.8,1715.4,1547.6,2262.2,1790.8,1873.2,2197.9,2265.6,1564.8,2127.2,2221.0,1611.7,1591.0,2225.9,1552.3,2033.3,1507.2,2289.1,2172.4,1922.0,1827.6,1676.9,2198.2,2166.3,1682.2,2243.3,2283.9,1621.1,2230.0,1603.6,1680.4,1934.9,1550.4,1596.0,1486.9,2129.1,1503.0,2035.2,1593.3,2228.2,1560.5,2160.4,1977.6,2106.5,1567.7,1436.1,1721.8,1634.6,1533.8,1735.7,1567.8
CY,1323.8,822.4,1520.6,840.9,721.5,1446.4,669.6,786.0,1343.5,1285.5,226.9,184.8,1424.4,164.8,1335.1,271.3,1367.9,1447.2,704.0,1338.6,1345.1,1475.2,1520.5,0.0,1448.9,1089.4,770.9,1382.0,254.1,1471.1,751.3,1100.0,1510.0,10.5,1431.5,721.8,1306.4,75.0,721.9,151.1,673.6,1479.0,1210.2,633.1,1354.2,1155.6,1494.2,1437.8,820.2,169.8,965.4,1427.8,1371.0,1036.2,1531.9,1396.7,922.8,1105.8,752.5,1379.6,1172.8,1508.5,1095.5,1054.2,1387.7,883.3,1450.2,266.3,983.1,842.7,670.4,1481.4,1088.6,1457.0,119.2,804.4,242.6,1415.9,105.6,207.5,705.5,769.7,1402.1,267.3,1323.5,1314.0,458.4,678.6,675.5,1424.3,1482.1,806.7,1375.2,1418.4,1424.2,90.0,1381.1,1421.5,778.1,1451.2,1523.6,800.9,1295.5,1379.4,1437.5,1499.0,1284.7,747.5,1458.2,881.8,946.2,832.2,178.6,827.2,63.8,798.4,737.8,1248.8,1476.0,1458.4,788.4,1457.4,1422.0,169.9,983.1,1424.6,214.6,285.8,169.9,975.0,850.2,751.8,1407.0,883.9,1071.7,1413.9,1387.8,129.4,1310.9,1365.8,212.4,167.3,1370.7,853.5,1334.5,235.0,1433.9,1409.2,1087.2,1128.8,811.7,1396.0,1467.5,898.0,1530.4,1428.7,804.3,1374.8,160.7,846.2,1060.8,167.4,153.1,666.6,1273.9,35.5,1207.5,666.6,1373.0,81.3,1461.6,1278.8,1407.7,111.1,509.4,838.5,817.8,54.6,1036.9,111.2
DA,199.4,711.5,227.7,747.5,775.8,367.7,939.6,752.5,103.1,438.1,1433.8,1428.4,158.6,1394.0,387.5,1514.9,127.5,330.7,913.0,451.5,592.1,26.2,2192.1,1337.2,0.0,300.5,863.6,525.6,1497.7,173.1,867.4,424.6,212.0,1347.7,346.4,697.1,112.0,1331.0,694.1,1361.9,703.4,161.3,228.2,728.8,212.2,337.4,298.0,172.0,775.1,1413.4,502.8,386.9,206.5,515.7,146.5,443.8,419.1,364.4,768.5,338.2,372.1,292.6,236.4,381.8,223.2,643.1,159.3,1509.9,416.1,935.3,795.5,127.6,431.3,320.9,1401.4,837.9,1436.5,251.4,1387.8,1414.4,883.4,894.8,360.7,1510.9,400.8,201.7,1092.6,948.6,856.8,353.6,203.3,717.0,566.4,468.1,353.7,1265.2,321.7,356.3,844.2,339.8,206.6,596.2,427.1,113.6,139.5,206.1,289.4,824.5,319.7,525.8,493.3,924.9,1385.5,645.0,1319.8,764.9,892.3,189.7,280.5,262.9,913.5,320.5,355.9,1376.8,416.1,241.9,1458.2,1527.6,1380.7,587.6,739.3,813.1,391.3,495.6,407.6,148.1,277.5,1372.4,190.7,340.3,1419.3,1398.6,389.5,777.4,263.9,1428.9,392.5,573.4,405.0,336.0,700.8,528.0,272.0,657.8,349.0,439.4,897.0,463.4,1411.2,801.1,396.9,1374.3,1403.6,847.3,298.9,1308.3,199.0,670.0,554.1,1386.1,143.9,207.1,259.5,1402.6,943.4,608.7,910.5,1359.4,527.1,1393.4
DH,394.7,448.1,407.4,484.7,512.4,625.1,676.2,489.1,323.7,565.6,1173.1,1137.3,404.6,1133.3,539.9,1223.8,348.1,602.3,652.9,637.5,750.5,392.5,1928.7,1076.5,363.4,0.0,600.2,713.1,1206.6,377.1,604.0,160.7,416.0,1087.0,618.0,433.7,286.6,1070.3,430.7,1101.2,440.0,367.0,116.2,465.4,418.2,90.4,555.4,406.9,511.7,1122.3,228.2,644.3,394.5,314.3,449.3,640.0,169.7,101.0,505.1,525.7,97.4,532.0,59.9,132.4,411.2,421.8,338.2,1218.8,152.7,672.0,532.1,369.4,217.9,592.5,1140.7,574.5,1183.7,439.4,1127.1,1153.7,620.0,631.4,548.2,1219.8,528.3,384.9,830.4,685.2,593.4,625.2,476.7,453.6,753.9,655.6,625.3,1004.5,527.2,627.9,580.8,597.2,510.7,332.8,554.6,359.6,343.5,411.1,434.2,561.1,591.3,282.4,285.1,661.5,1124.8,381.6,1059.1,501.5,628.9,154.8,552.1,534.3,650.1,592.1,627.5,1116.1,152.7,499.3,1167.1,1232.0,1120.0,364.1,475.9,549.7,578.8,252.2,132.9,394.1,472.8,1111.7,334.4,545.8,1158.6,1137.9,575.5,539.8,222.5,1176.1,580.0,758.3,148.3,153.0,437.4,715.5,543.6,436.5,620.6,633.5,633.6,653.7,1150.5,537.7,133.5,1113.6,1142.9,583.9,443.7,1047.6,242.4,406.6,741.6,1125.4,349.6,184.8,532.9,1141.9,690.6,345.3,647.1,1098.7,343.1,1132.7
