from_stop,AA,AF,AN,AO,AX,AY,AZ,BA,BB,BC,BJ,BO,BU,CC,CF,CS,CT,DD,DH,DL,DN,DO,DU,EC,EL,EN,EO,EX,EZ,FH,FN,FP,FQ,FX,GB,GD,GE,GJ,GK,GW,GY,HC,HK,HM,HP,HX,IH,II,IO,IP,IW,JV,JW,JY,KB,KD,KF,KJ,KK,KM,KR,KZ,LI,LR,LS,LV,LZ,MD,MH,MM,MR,MU,MV,MZ,NA,NC,NI,OK,OT,OY,PL,PM,PP,PR,PY,QC,QH,QL,QS,RA,RB,RG,RL,RQ,RR,RY,SF,SK,SM,SN,SO,TG,TI,TK,TL,TN,TP,TV,UD,UE,UF,UM,UP,UQ,US,UY,VC,VQ,VR,VV,VW,VY,WA,WD,WE,WI,WJ,WM,WS,WT,XA,XE,XH,XI,XJ,XK,XR,XU,XX,YH,YO,YW,YZ,ZC,ZF,ZJ,ZK,ZY
MR,564.3,1042.0,1517.3,1123.9,1497.1,324.0,1082.9,290.4,1146.6,1198.4,1514.2,1245.6,81.8,1232.0,231.8,1062.3,206.9,353.5,1198.5,132.2,455.6,1321.6,1024.2,1116.0,507.8,316.3,1729.0,1137.9,216.4,139.1,1094.0,53.2,42.0,505.1,80.8,1075.0,166.7,221.6,1120.3,1127.2,214.9,1073.9,1260.4,495.9,222.1,171.9,504.1,355.5,1071.2,1199.4,1557.7,506.8,178.8,980.3,65.3,93.9,1272.6,1394.7,377.0,74.7,923.5,47.7,1222.9,1266.1,1293.3,146.2,69.6,131.6,156.5,151.8,0.0,1145.1,156.4,1189.8,448.5,122.0,107.3,548.0,962.2,111.5,1487.9,1372.6,167.2,1183.8,1083.9,231.5,195.5,817.4,1297.0,1126.8,93.9,1344.6,136.2,1182.9,1099.6,226.9,978.6,308.8,806.7,1239.5,1106.7,1364.7,51.2,1106.2,1192.2,359.0,234.9,114.2,1169.7,1237.8,295.5,221.6,1073.5,72.2,1155.6,106.5,1097.6,1073.9,280.9,238.1,182.7,1063.2,113.1,1226.8,26.1,159.4,1251.5,108.9,127.0,293.1,1088.2,1126.3,272.1,1159.2,121.0,1044.7,1119.9,197.8,208.9,1009.4,77.0,1314.3,2632.0,783.6,139.9,1160.4,788.0,131.8
MU,1281.3,525.9,881.1,581.4,882.1,1250.0,515.2,1007.4,616.6,655.4,899.2,702.6,1085.8,526.1,1221.0,394.5,1132.9,1279.5,637.5,1189.4,1172.6,951.7,528.1,614.2,1224.8,930.0,1359.1,649.1,1186.7,1190.3,478.4,1104.4,1106.7,1222.1,1111.6,428.2,978.4,980.2,642.9,522.1,982.1,458.3,456.7,1212.9,1159.5,1223.1,1221.1,1072.5,518.0,493.5,921.5,1223.8,1128.3,524.1,1116.5,1145.1,902.7,871.9,940.7,1133.0,277.2,1158.0,728.5,896.2,923.4,1174.8,1091.6,1182.8,1177.1,1167.9,1110.2,0.0,1162.1,713.5,1165.5,1132.7,1158.5,1265.0,670.0,1162.7,872.9,861.5,1218.4,640.8,559.8,1282.7,1001.5,426.7,927.1,521.7,1145.1,974.7,1177.4,477.0,617.3,1268.1,446.1,923.2,437.4,678.5,178.6,994.8,1161.5,490.6,312.4,1285.0,1276.1,1155.4,600.3,706.3,909.9,1272.8,524.9,1123.4,449.7,1157.7,686.8,531.4,997.9,1289.3,1233.9,86.6,1164.3,205.8,1110.3,1210.6,708.5,1150.1,1186.2,1164.6,545.7,636.9,1198.1,616.7,1162.2,502.2,484.0,1249.0,1146.3,494.2,1081.0,771.3,3055.5,358.8,1182.8,555.3,495.8,1173.0
MV,597.0,938.3,1413.6,1020.2,1393.4,220.3,979.2,323.1,1042.9,1094.7,1410.5,1141.9,131.5,1128.3,127.1,958.6,103.2,249.8,1094.8,152.9,488.3,1217.9,920.5,1012.3,540.5,349.0,1625.3,1034.2,92.8,277.0,990.3,191.1,155.4,537.8,105.5,971.3,199.4,254.3,1016.6,1023.5,247.6,970.2,1156.7,528.6,65.6,261.5,536.8,388.2,967.5,1095.7,1454.0,539.5,52.4,876.6,203.2,231.8,1168.9,1291.0,409.7,134.1,956.2,121.9,1119.2,1162.4,1189.6,12.7,164.6,269.5,101.2,5.8,157.0,1177.8,0.0,1086.1,481.2,146.7,205.7,580.7,994.9,249.4,1384.2,1268.9,256.8,1080.1,980.2,364.3,228.2,850.1,1193.3,1023.1,231.8,1240.9,140.9,1079.2,995.9,201.6,1011.3,341.5,839.4,1135.8,1139.4,1261.0,125.4,1002.5,1088.5,255.3,209.6,117.2,1066.0,1134.1,328.2,242.9,969.8,173.6,1051.9,244.4,993.9,970.2,313.6,370.9,315.5,1095.9,251.0,1286.9,176.2,248.4,1147.8,113.6,33.1,189.4,984.5,1022.6,168.4,1055.5,125.7,941.0,1016.2,254.5,52.4,905.7,136.3,1210.6,2664.7,816.3,20.7,1056.7,820.7,136.5
MZ,1565.8,264.0,327.4,170.5,340.5,1099.0,436.7,1291.9,114.3,211.1,357.6,258.3,1141.3,447.6,1140.1,493.2,984.8,1036.5,65.9,1158.9,1457.1,306.8,266.2,221.5,1509.3,1317.8,714.2,243.4,1105.8,1245.8,309.6,1159.9,1162.2,1506.6,1157.1,290.6,1168.2,1221.2,140.6,443.6,1216.4,289.5,555.4,1497.4,1078.6,1256.5,1505.6,1357.0,268.8,415.0,367.8,1508.3,1047.4,262.2,1172.0,1200.6,257.8,218.2,1378.5,1188.5,898.2,1191.5,81.7,251.3,278.5,1093.9,1147.1,1238.3,1096.2,1087.0,1165.7,746.6,1081.2,0.0,1450.0,1188.2,1214.0,1549.5,1291.0,1218.2,331.3,247.7,1251.8,196.5,281.5,1338.2,1197.0,1047.7,282.2,443.2,1200.6,329.8,1136.9,398.5,153.0,1196.6,1067.1,1310.3,1058.4,76.9,732.7,349.9,1195.0,335.4,407.8,1051.8,1204.6,1112.2,164.4,47.9,1297.0,1237.9,446.4,1178.9,371.2,1213.2,222.5,175.4,1282.4,1344.8,1289.4,707.6,1218.1,654.4,1165.8,1243.4,264.2,1117.9,1114.4,955.5,160.2,134.6,955.1,225.8,1151.7,206.3,401.3,1249.5,1065.4,232.3,1136.5,327.0,2793.6,979.8,1101.9,476.8,1116.8,1142.5
NA,151.4,1342.7,1818.0,1424.6,1797.8,624.7,1383.6,192.5,1447.3,1499.1,1814.9,1546.3,460.5,1532.7,595.7,1363.0,507.6,654.2,1499.2,564.1,8.0,1622.3,1324.9,1416.7,184.4,388.0,2029.7,1438.6,561.4,565.0,1394.7,479.1,481.4,56.5,486.3,1375.7,353.1,321.9,1421.0,1427.9,356.8,1374.6,1561.1,48.3,534.2,597.8,56.5,125.5,1371.9,1500.1,1858.4,59.2,503.0,1281.0,491.2,519.8,1573.3,1695.4,448.7,507.7,995.2,532.7,1523.6,1566.8,1594.0,549.5,466.3,557.5,551.8,542.6,484.9,1216.8,536.8,1490.5,0.0,507.4,533.2,100.4,1033.9,537.4,1788.6,1673.3,593.1,1484.5,1384.6,657.4,376.2,889.1,1597.7,1427.5,519.8,1645.3,552.1,1483.6,1400.3,642.8,1050.3,380.5,878.4,1540.2,1178.4,1665.4,536.2,1406.9,1423.6,659.7,650.8,530.1,1470.4,1538.5,367.2,647.5,1374.2,498.1,1456.3,532.4,1398.3,1374.6,202.0,664.0,608.6,1134.9,539.0,1298.5,485.0,585.3,1552.2,524.8,560.9,593.8,1388.9,1427.0,572.8,1459.9,536.9,1345.4,1420.6,623.7,521.0,1310.1,455.7,1615.0,2308.6,855.3,557.5,1461.1,859.7,547.7
NC,598.9,1062.2,1537.5,1144.1,1517.3,344.2,1103.1,325.0,1166.8,1218.6,1534.4,1265.8,58.3,1252.2,193.8,1082.5,227.1,373.7,1218.7,110.2,490.2,1341.8,1044.4,1136.2,542.4,350.9,1749.2,1158.1,178.4,224.9,1114.2,139.0,86.5,539.7,32.4,1095.2,201.3,256.2,1140.5,1147.4,249.5,1094.1,1280.6,530.5,202.1,248.8,538.7,390.1,1091.4,1219.6,1577.9,541.4,140.8,1000.5,151.1,179.7,1292.8,1414.9,411.6,109.4,958.1,97.2,1243.1,1286.3,1313.5,126.2,91.4,217.4,118.5,131.8,119.6,1179.7,136.4,1210.0,483.1,0.0,181.0,582.6,996.8,197.3,1508.1,1392.8,244.1,1204.0,1104.1,317.3,230.1,852.0,1317.2,1147.0,179.7,1364.8,98.2,1203.1,1119.8,188.9,1013.2,343.4,841.3,1259.7,1141.3,1384.9,100.7,1126.4,1212.4,379.2,196.9,76.2,1189.9,1258.0,330.1,230.2,1093.7,148.9,1175.8,192.3,1117.8,1094.1,315.5,323.9,268.5,1097.8,198.9,1261.4,103.4,235.7,1271.7,70.9,107.0,313.3,1108.4,1146.5,292.3,1179.4,83.0,1064.9,1140.1,241.8,188.9,1029.6,63.1,1334.5,2666.6,818.2,119.9,1180.6,822.6,93.8
NI,598.0,1075.7,1551.0,1157.6,1530.8,357.7,1116.6,324.1,1180.3,1232.1,1547.9,1279.3,139.5,1265.7,277.5,1096.0,240.6,387.2,1232.2,118.7,489.3,1355.3,1057.9,1149.7,541.5,350.0,1762.7,1171.6,262.1,142.2,1127.7,39.4,128.7,538.8,138.4,1108.7,200.4,255.3,1154.0,1160.9,248.6,1107.6,1294.1,529.6,279.0,175.0,537.8,389.2,1104.9,1233.1,1591.4,540.5,212.3,1014.0,68.4,97.0,1306.3,1428.4,410.7,132.3,957.2,81.5,1256.6,1299.8,1327.0,203.8,145.3,134.7,184.2,209.4,112.7,1178.8,214.0,1223.5,482.2,179.6,0.0,581.7,995.9,114.6,1521.6,1406.3,170.3,1217.5,1117.6,234.6,229.2,851.1,1330.7,1160.5,97.0,1378.3,163.9,1216.6,1133.3,272.6,1012.3,342.5,840.4,1273.2,1140.4,1398.4,77.5,1139.9,1225.9,392.7,280.6,159.9,1203.4,1271.5,329.2,224.7,1107.2,37.3,1189.3,109.6,1131.3,1107.6,314.6,241.2,185.8,1096.9,116.2,1260.5,112.8,162.5,1285.2,154.6,184.6,326.8,1121.9,1160.0,305.8,1192.9,148.7,1078.4,1153.6,200.9,265.8,1043.1,134.7,1348.0,2665.7,817.3,197.5,1194.1,821.7,127.2
OK,81.1,1428.3,1903.6,1510.2,1883.4,710.3,1469.2,278.1,1532.9,1584.7,1900.5,1631.9,546.1,1618.3,681.3,1448.6,593.2,739.8,1584.8,649.7,93.6,1707.9,1410.5,1502.3,213.5,473.6,2115.3,1524.2,647.0,650.6,1480.3,564.7,567.0,94.5,571.9,1461.3,438.7,410.4,1506.6,1513.5,442.4,1460.2,1646.7,67.6,619.8,683.4,43.9,211.1,1457.5,1585.7,1944.0,78.5,588.6,1366.6,576.8,605.4,1658.9,1781.0,534.3,593.3,1080.8,618.3,1609.2,1652.4,1679.6,635.1,551.9,643.1,637.4,628.2,570.5,1302.4,622.4,1576.1,85.5,593.0,618.8,0.0,1119.5,623.0,1874.2,1758.9,678.7,1570.1,1470.2,743.0,461.8,974.7,1683.3,1513.1,605.4,1730.9,637.7,1569.2,1485.9,728.4,1135.9,466.1,964.0,1625.8,1264.0,1751.0,621.8,1492.5,1509.2,745.3,736.4,615.7,1556.0,1624.1,452.8,733.1,1459.8,583.7,1541.9,618.0,1483.9,1460.2,287.6,749.6,694.2,1220.5,624.6,1384.1,570.6,670.9,1637.8,610.4,646.5,679.4,1474.5,1512.6,658.4,1545.5,622.5,1431.0,1506.2,709.3,606.6,1395.7,541.3,1700.6,2337.7,940.9,643.1,1546.7,945.3,633.3
OT,1115.9,1127.8,1483.0,1183.3,1484.0,1084.6,1117.1,842.0,1218.5,1257.3,1501.1,1304.5,920.4,1128.0,1055.6,996.4,967.5,1114.1,1239.4,1024.0,1007.2,1553.6,1130.0,1216.1,1059.4,764.6,1961.0,1251.0,1021.3,1024.9,1080.3,939.0,941.3,1056.7,946.2,1030.1,813.0,817.7,1244.8,1124.0,816.7,1060.2,1058.6,1047.5,994.1,1057.7,1055.7,907.1,1119.9,1095.4,1523.4,1058.4,962.9,1126.0,951.1,979.7,1504.6,1473.8,775.3,967.6,485.9,992.6,1330.4,1498.1,1525.3,1009.4,926.2,1017.4,1011.7,1002.5,944.8,707.5,996.7,1315.4,1000.1,967.3,993.1,1099.6,0.0,997.3,1474.8,1463.4,1053.0,1242.7,1161.7,1117.3,836.1,379.8,1529.0,1123.6,979.7,1576.6,1012.0,1078.9,1219.2,1102.7,541.0,757.8,369.1,1280.4,669.1,1596.7,996.1,1092.5,914.3,1119.6,1110.7,990.0,1202.2,1308.2,744.5,1107.4,1126.8,958.0,1051.6,992.3,1288.7,1133.3,832.5,1123.9,1068.5,625.6,997.2,789.2,944.9,1045.2,1310.4,984.7,1020.8,1053.7,1147.6,1238.8,1032.7,1218.6,996.8,1104.1,1081.7,1083.6,980.9,1096.1,915.6,1373.2,3183.6,346.0,1017.4,1157.2,283.0,1007.6
OY,606.8,1084.5,1559.8,1166.4,1539.6,366.5,1125.4,332.9,1189.1,1240.9,1556.7,1288.1,148.3,1274.5,325.7,1104.8,249.4,396.0,1241.0,185.5,498.1,1364.1,1066.7,1158.5,550.3,358.8,1771.5,1180.4,310.3,27.5,1136.5,85.1,137.5,547.6,174.1,1117.5,209.2,264.1,1162.8,1169.7,257.4,1116.4,1302.9,538.4,276.0,82.0,546.6,398.0,1113.7,1241.9,1600.2,549.3,272.7,1022.8,46.1,22.6,1315.1,1437.2,419.5,173.7,966.0,148.3,1265.4,1308.6,1335.8,267.8,154.1,60.3,251.0,273.4,121.5,1187.6,278.0,1232.3,491.0,195.2,139.2,590.5,1004.7,0.0,1530.4,1415.1,86.7,1226.3,1126.4,119.9,238.0,859.9,1339.5,1169.3,22.6,1387.1,230.7,1225.4,1142.1,260.5,1021.1,351.3,849.2,1282.0,1149.2,1407.2,144.3,1148.7,1234.7,401.5,209.4,216.4,1212.2,1280.3,338.0,150.3,1116.0,104.1,1198.1,35.2,1140.1,1116.4,323.4,126.5,71.1,1105.7,41.8,1269.3,121.6,88.1,1294.0,212.6,248.6,335.6,1130.7,1168.8,314.6,1201.7,215.5,1087.2,1162.4,126.5,262.8,1051.9,143.5,1356.8,2674.5,826.1,261.5,1202.9,830.5,194.0
PL,1860.3,567.2,332.3,473.7,52.5,1393.5,705.0,1586.4,417.5,514.3,69.6,561.5,1435.8,715.9,1434.6,761.5,1279.3,1331.0,369.1,1453.4,1751.6,490.1,569.4,524.7,1803.8,1612.3,836.8,546.6,1400.3,1540.3,590.1,1454.4,1456.7,1801.1,1451.6,558.9,1462.7,1517.6,443.8,711.9,1510.9,570.0,823.7,1791.9,1373.1,1551.0,1800.1,1651.5,572.0,683.3,444.2,1802.8,1341.9,565.4,1466.5,1495.1,447.3,117.4,1673.0,1483.0,1166.5,1486.0,384.9,440.8,468.0,1388.4,1441.6,1532.8,1390.7,1381.5,1460.2,1014.9,1375.7,320.3,1744.5,1482.7,1508.5,1844.0,1559.3,1512.7,0.0,107.0,1546.3,499.7,584.7,1632.7,1491.5,1316.0,404.8,711.5,1495.1,474.0,1431.4,666.8,456.2,1491.1,1335.4,1604.8,1326.7,380.1,1001.0,260.6,1489.5,638.6,676.1,1346.3,1499.1,1406.7,467.6,312.4,1591.5,1532.4,714.7,1473.4,639.5,1507.7,525.7,478.6,1576.9,1639.3,1583.9,975.9,1514.3,922.7,1460.3,1537.9,567.4,1412.4,1408.9,1250.0,463.4,437.8,1249.6,529.0,1446.2,509.5,673.8,1544.0,1359.9,535.5,1431.0,630.2,3096.8,1248.1,1396.4,745.1,1385.1,1437.0
PM,1753.2,484.4,291.1,390.9,124.4,1286.4,657.1,1479.3,334.7,431.5,141.5,478.7,1328.7,668.0,1327.5,713.6,1172.2,1223.9,286.3,1346.3,1644.5,383.0,486.6,441.9,1696.7,1505.2,729.7,463.8,1293.2,1433.2,530.0,1347.3,1349.6,1694.0,1344.5,511.0,1355.6,1410.5,361.0,664.0,1403.8,509.9,775.8,1684.8,1266.0,1443.9,1693.0,1544.4,489.2,635.4,421.0,1695.7,1234.8,482.6,1359.4,1388.0,340.2,22.0,1565.9,1375.9,1118.6,1378.9,302.1,333.7,360.9,1281.3,1334.5,1425.7,1283.6,1274.4,1353.1,967.0,1268.6,255.5,1637.4,1375.6,1401.4,1736.9,1511.4,1405.6,115.2,0.0,1439.2,416.9,501.9,1525.6,1384.4,1268.1,297.7,663.6,1388.0,366.9,1324.3,618.9,373.4,1384.0,1287.5,1497.7,1278.8,297.3,953.1,153.5,1382.4,555.8,628.2,1239.2,1392.0,1299.6,384.8,217.0,1484.4,1425.3,666.8,1366.3,591.6,1400.6,442.9,395.8,1469.8,1532.2,1476.8,928.0,1407.2,874.8,1353.2,1430.8,484.6,1305.3,1301.8,1142.9,380.6,355.0,1142.5,446.2,1339.1,426.7,625.9,1436.9,1252.8,452.7,1323.9,547.4,2948.0,1200.2,1289.3,697.2,1337.2,1329.9
PP,654.8,1114.4,1589.7,1196.3,1569.5,396.4,1155.3,380.9,1219.0,1270.8,1586.6,1318.0,196.3,1304.4,246.0,1134.7,279.3,425.9,1270.9,183.4,546.1,1394.0,1096.6,1188.4,598.3,406.8,1801.4,1210.3,230.6,72.5,1166.4,133.1,185.5,595.6,181.6,1147.4,257.2,312.1,1192.7,1199.6,305.4,1146.3,1332.8,586.4,257.8,4.6,594.6,446.0,1143.6,1271.8,1630.1,597.3,193.0,1052.7,94.1,55.7,1345.0,1467.1,467.5,221.7,1014.0,196.3,1295.3,1338.5,1365.7,255.0,202.1,23.1,207.3,248.1,169.5,1235.6,242.3,1262.2,539.0,222.8,187.2,638.5,1052.7,68.2,1560.3,1445.0,0.0,1256.2,1156.3,107.4,286.0,907.9,1369.4,1199.2,55.7,1417.0,191.4,1255.3,1172.0,180.8,1069.1,399.3,897.2,1311.9,1197.2,1437.1,192.3,1178.6,1264.6,431.4,129.7,136.7,1242.1,1310.2,386.0,70.6,1145.9,152.1,1228.0,44.8,1170.0,1146.3,371.4,114.0,58.6,1153.7,39.2,1317.3,169.6,8.4,1323.9,142.4,245.8,365.5,1160.6,1198.7,344.5,1231.6,176.2,1117.1,1192.3,46.8,246.5,1081.8,191.5,1386.7,2722.5,874.1,258.7,1232.8,878.5,167.0
PR,1571.1,218.3,493.8,124.8,488.9,1104.3,391.0,1297.2,106.6,14.6,506.0,61.7,1146.6,401.9,1145.4,447.5,990.1,1041.8,127.5,1164.2,1462.4,492.6,220.5,157.8,1514.6,1323.1,900.0,179.7,1111.1,1251.1,263.9,1165.2,1167.5,1511.9,1162.4,244.9,1173.5,1228.4,132.9,397.9,1221.7,243.8,509.7,1502.7,1083.9,1261.8,1510.9,1362.3,223.1,369.3,534.2,1513.6,1052.7,216.5,1177.3,1205.9,443.6,366.6,1383.8,1193.8,852.5,1196.8,218.5,437.1,464.3,1099.2,1152.4,1243.6,1101.5,1092.3,1171.0,700.9,1086.5,203.5,1455.3,1193.5,1219.3,1554.8,1245.3,1223.5,479.7,396.1,1257.1,0.0,235.8,1343.5,1202.3,1002.0,468.0,397.5,1205.9,515.6,1142.2,352.8,89.3,1201.9,1021.4,1315.6,1012.7,168.5,687.0,535.7,1200.3,289.7,362.1,1057.1,1209.9,1117.5,118.7,196.3,1302.3,1243.2,400.7,1184.2,325.5,1218.5,158.8,129.7,1287.7,1350.1,1294.7,661.9,1225.1,608.7,1171.1,1248.7,67.6,1123.2,1119.7,960.8,114.5,126.9,960.4,132.5,1157.0,160.6,359.8,1254.8,1070.7,186.6,1141.8,130.4,2747.9,934.1,1107.2,431.1,1071.1,1147.8
PY,1472.2,119.4,579.3,156.9,574.4,1005.4,271.1,1198.3,192.1,230.9,591.5,278.1,1047.7,282.0,1046.5,327.6,891.2,942.9,213.0,1065.3,1363.5,545.2,121.6,189.7,1415.7,1385.4,952.6,224.6,1012.2,1152.2,114.2,1066.3,1068.6,1413.0,1063.5,125.0,1074.6,1129.5,218.4,278.0,1122.8,123.9,389.8,1403.8,985.0,1162.9,1412.0,1263.4,28.4,249.4,619.7,1414.7,953.8,117.6,1078.4,1107.0,496.2,452.1,1396.1,1094.9,732.6,1097.9,304.0,489.7,516.9,1000.3,1053.5,1144.7,1002.6,993.4,1072.1,581.0,987.6,289.0,1356.4,1094.6,1120.4,1455.9,1125.4,1124.6,565.2,481.6,1158.2,216.3,0.0,1244.6,1103.4,882.1,520.6,277.6,1107.0,568.2,1043.3,232.9,192.8,1103.0,901.5,1378.6,892.8,254.0,567.1,588.3,1101.4,95.0,242.2,958.2,1111.0,1018.6,175.8,281.8,1365.3,1144.3,280.8,1085.3,205.6,1119.6,262.3,106.9,1188.8,1251.2,1195.8,542.0,1124.5,488.8,1072.2,1149.8,284.0,1024.3,1020.8,861.9,121.2,212.4,861.5,192.2,1058.1,77.7,231.1,1155.9,971.8,87.7,1042.9,346.8,2649.0,814.2,1008.3,311.2,951.2,1048.9
QC,695.4,1173.1,1648.4,1255.0,1628.2,455.1,1214.0,421.5,1277.7,1329.5,1645.3,1376.7,236.9,1363.1,328.7,1193.4,338.0,484.6,1329.6,266.1,586.7,1452.7,1155.3,1247.1,638.9,447.4,1860.1,1269.0,313.3,60.9,1225.1,173.7,226.1,636.2,262.7,1206.1,297.8,352.7,1251.4,1258.3,346.0,1205.0,1391.5,627.0,340.5,77.9,635.2,486.6,1202.3,1330.5,1688.8,637.9,275.7,1111.4,134.7,111.2,1403.7,1525.8,508.1,262.3,1054.6,236.9,1354.0,1397.2,1424.4,337.7,242.7,105.8,290.0,330.8,210.1,1276.2,325.0,1320.9,579.6,283.8,227.8,679.1,1093.3,88.5,1619.0,1503.7,82.6,1314.9,1215.0,0.0,326.6,948.5,1428.1,1257.9,111.2,1475.7,274.1,1314.0,1230.7,263.5,1109.7,439.9,937.8,1370.6,1237.8,1495.8,232.9,1237.3,1323.3,490.1,212.4,219.4,1300.8,1368.9,426.6,153.3,1204.6,192.7,1286.7,123.8,1228.7,1205.0,412.0,6.6,30.1,1194.3,121.9,1357.9,210.2,91.1,1382.6,225.1,328.5,424.2,1219.3,1257.4,403.2,1290.3,258.9,1175.8,1312.2,129.5,329.2,1140.5,232.1,1445.4,2763.1,914.7,341.4,1291.5,919.1,249.7
QH,434.8,1046.8,1522.1,1128.7,1501.9,328.8,1087.7,160.9,1151.4,1203.2,1519.0,1250.4,164.6,1236.8,299.8,1067.1,211.7,358.3,1203.3,268.2,326.1,1326.4,1029.0,1120.8,378.3,186.8,1733.8,1142.7,265.5,269.1,1098.8,183.2,185.5,375.6,190.4,1079.8,18.7,59.6,1125.1,1132.0,19.3,1078.7,1265.2,366.4,238.3,301.9,374.6,226.0,1076.0,1204.2,1562.5,377.3,207.1,985.1,195.3,223.9,1277.4,1399.5,247.5,211.8,794.0,236.8,1227.7,1270.9,1298.1,253.6,170.4,261.6,255.9,246.7,189.0,1015.6,240.9,1194.6,319.0,211.5,237.3,418.5,832.7,241.5,1492.7,1377.4,297.2,1188.6,1088.7,361.5,0.0,687.9,1301.8,1131.6,223.9,1349.4,256.2,1187.7,1104.4,346.9,849.1,179.3,677.2,1244.3,977.2,1369.5,240.3,1111.0,1197.0,363.8,354.9,234.2,1174.5,1242.6,166.0,351.6,1078.3,202.2,1160.4,236.5,1102.4,1078.7,151.4,368.1,312.7,933.7,243.1,1097.3,189.1,289.4,1256.3,228.9,265.0,297.9,1093.0,1131.1,276.9,1164.0,241.0,1049.5,1124.7,327.8,225.1,1014.2,159.8,1319.1,2502.5,654.1,261.6,1165.2,658.5,251.8
QL,946.5,864.7,1219.9,920.2,1220.9,915.2,854.0,672.6,955.4,994.2,1238.0,1041.4,751.0,864.9,886.2,733.3,798.1,944.7,976.3,854.6,837.8,1290.5,866.9,953.0,890.0,595.2,1697.9,987.9,851.9,855.5,817.2,769.6,771.9,887.3,776.8,767.0,643.6,648.3,981.7,860.9,647.3,797.1,795.5,878.1,824.7,888.3,886.3,737.7,856.8,832.3,1260.3,889.0,793.5,862.9,781.7,810.3,1241.5,1210.7,605.9,798.2,222.8,823.2,1067.3,1235.0,1262.2,840.0,756.8,848.0,842.3,833.1,775.4,444.4,827.3,1052.3,830.7,797.9,823.7,930.2,335.2,827.9,1211.7,1200.3,883.6,979.6,898.6,947.9,666.7,0.0,1265.9,860.5,810.3,1313.5,842.6,815.8,956.1,933.3,161.1,588.4,10.6,1017.3,406.0,1333.6,826.7,829.4,651.2,950.2,941.3,820.6,939.1,1045.1,575.1,938.0,863.7,788.6,788.5,822.9,1025.6,870.2,663.1,954.5,899.1,362.5,827.8,526.1,775.5,875.8,1047.3,815.3,851.4,884.3,884.5,975.7,863.3,955.5,827.4,841.0,814.0,914.2,811.5,833.0,746.2,1110.1,3014.2,122.8,848.0,894.1,161.0,838.2
QS,1666.0,586.2,591.7,492.7,425.0,1199.2,658.5,1392.1,436.5,533.3,442.1,580.5,1241.5,669.4,1240.3,715.0,1085.0,1136.7,388.1,1259.1,1557.3,85.2,461.6,394.2,1609.5,1418.0,467.0,416.1,1206.0,1346.0,531.4,1260.1,1262.4,1606.8,1257.3,512.4,1268.4,1323.3,462.8,665.4,1316.6,511.3,777.2,1597.6,1178.8,1356.7,1605.8,1457.2,591.0,636.8,690.0,1608.5,1147.6,417.7,1272.2,1300.8,116.2,322.6,1478.7,1288.7,1120.0,1291.7,355.2,92.3,107.0,1194.1,1247.3,1338.5,1196.4,1187.2,1265.9,968.4,1181.4,322.1,1550.2,1288.4,1314.2,1649.7,1512.8,1318.4,415.8,300.5,1352.0,518.7,603.7,1438.4,1297.2,1269.5,0.0,665.0,1300.8,69.1,1237.1,620.3,377.8,1296.8,1288.9,1410.5,1280.2,399.1,954.5,292.6,1295.2,543.6,629.6,1152.0,1304.8,1212.4,486.6,370.1,1397.2,1338.1,668.2,1279.1,593.0,1313.4,375.8,497.6,1382.6,1445.0,1389.6,929.4,1320.0,876.2,1266.0,1343.6,586.4,1218.1,1214.6,1055.7,482.4,456.8,1055.3,548.0,1251.9,528.5,627.3,1349.7,1165.6,446.8,1236.7,649.2,2860.8,1201.6,1202.1,698.6,1338.6,1242.7
RA,1482.4,252.8,608.0,308.3,609.0,1015.6,47.9,1208.5,343.5,382.3,626.1,429.5,1057.9,55.3,1056.7,278.6,901.4,953.1,364.4,1075.5,1373.7,678.6,255.0,341.1,1425.9,1336.4,1086.0,376.0,1022.4,1162.4,205.3,1076.5,1078.8,1423.2,1073.7,155.1,1084.8,1139.7,369.8,0.3,1133.0,185.2,340.8,1414.0,995.2,1173.1,1422.2,1273.6,244.9,114.5,648.4,1424.9,964.0,251.0,1088.6,1117.2,629.6,598.8,1347.1,1105.1,683.6,1108.1,455.4,623.1,650.3,1010.5,1063.7,1154.9,1012.8,1003.6,1082.3,532.0,997.8,440.4,1366.6,1104.8,1130.6,1466.1,1076.4,1134.8,599.8,588.4,1168.4,367.7,286.7,1254.8,1113.6,833.1,654.0,0.0,1117.2,701.6,1053.5,98.0,344.2,1113.2,852.5,1329.6,843.8,405.4,518.1,721.7,1111.6,217.5,193.2,968.4,1121.2,1028.8,327.2,433.2,1316.3,1154.5,57.6,1095.5,60.7,1129.8,413.7,258.3,1199.0,1261.4,1206.0,493.0,1136.4,439.8,1082.4,1160.0,435.4,1034.5,1031.0,872.1,272.6,363.8,871.7,343.6,1068.3,229.1,27.5,1166.1,982.0,221.1,1053.1,498.2,2782.4,765.2,1018.5,33.5,902.2,1059.1
