from_stop,AB,AG,AH,AJ,AL,AP,AS,BJ,BR,BW,BY,CB,CE,CF,CI,CN,DB,DC,DK,DQ,DZ,EE,EG,EI,EK,EL,EM,EN,ER,FB,FC,FH,FJ,GA,GH,GI,GM,GN,GQ,GY,HA,HC,HF,HH,HO,HP,HS,IE,IH,IJ,IL,IM,IQ,IR,JB,JI,JK,JO,KF,KJ,KW,KY,LA,LB,LE,LF,LH,LL,LM,LQ,LR,LW,MA,MF,MI,MJ,ML,MN,MS,NC,ND,NH,NO,NQ,NU,NV,NZ,OD,OE,OT,OW,PD,PH,PI,PN,PP,PQ,PU,PW,QC,QE,QG,QI,QL,QM,QQ,RC,RJ,RL,RS,RX,RY,RZ,SD,SG,ST,TE,TI,UA,UF,UK,UO,UP,UU,UW,VG,VR,VU,WG,WH,WM,WS,WT,WV,XC,XG,XH,XI,XK,XO,XT,XU,YA,YE,YK,YP,YR,YU,ZA,ZE,ZF,ZH,ZT
LR,1267.4,492.9,507.7,350.4,1353.5,1243.0,284.5,331.5,583.9,409.4,1235.2,1283.9,1190.9,364.1,512.6,1285.4,597.5,971.4,374.6,305.4,935.1,970.3,452.7,1371.6,1310.4,1341.7,1300.5,284.5,923.5,473.3,941.3,598.2,665.1,392.5,533.9,1271.7,298.8,423.0,480.9,307.5,549.3,427.9,339.1,501.2,743.8,1282.9,343.7,296.2,317.3,1268.3,417.9,930.3,485.6,1314.3,1383.4,326.6,551.4,1384.7,561.5,1307.8,518.6,405.1,416.7,1278.6,1251.0,285.7,396.8,1341.3,1416.9,405.5,0.0,1405.5,279.2,1208.6,487.5,393.2,912.3,973.0,921.2,972.5,425.5,1300.1,315.5,535.5,329.3,1945.5,374.5,1395.7,954.4,935.2,421.1,1400.9,1304.7,1242.4,771.4,386.9,540.1,511.3,928.0,542.9,413.6,348.8,1323.2,1311.1,397.3,369.7,409.7,905.1,1404.1,1237.1,703.4,349.2,337.3,672.3,526.7,468.8,1395.3,1348.6,436.8,411.2,962.4,1225.9,924.6,1378.5,1288.5,371.9,512.7,681.9,923.6,513.7,1344.4,435.9,976.9,1324.6,1299.2,455.1,743.8,830.8,397.0,504.1,1244.1,1349.6,974.4,537.0,1354.9,830.4,1300.6,956.3,1279.5,617.9,1272.7,936.7,1283.0
LW,240.7,1605.2,1620.0,1462.7,150.6,234.0,1162.2,1443.8,1696.2,1187.6,235.9,254.0,231.2,1209.6,1624.9,172.5,1709.8,922.2,1486.9,1190.4,661.7,680.3,1565.0,143.4,92.1,366.2,100.8,1396.8,492.5,1585.6,707.4,1710.5,822.5,1202.4,936.5,225.0,1144.3,1535.3,1259.1,1417.8,1659.1,1392.8,1304.0,1613.5,873.4,166.3,1456.0,1408.5,1185.4,181.0,1382.8,714.4,1597.9,247.0,54.3,1136.5,940.5,71.0,1673.8,252.9,1630.9,1215.0,1194.9,201.0,221.1,1163.4,1509.1,345.2,179.3,1517.8,1386.0,0.0,1156.9,213.1,1599.8,1505.5,863.1,923.8,757.9,682.5,1537.8,232.8,1427.8,1647.8,1441.6,2791.5,1339.4,169.8,664.4,886.0,1199.3,404.8,208.0,244.6,768.5,1175.5,930.3,919.2,789.7,1654.3,1083.9,1461.1,132.5,178.2,1175.5,1215.2,1080.0,615.1,118.3,202.1,751.6,1194.7,1273.0,859.6,1639.0,1581.1,414.8,246.7,1401.7,1523.5,672.4,226.6,493.6,108.3,257.3,1217.4,973.1,952.7,633.6,1626.0,100.2,1548.2,927.7,199.2,146.1,1567.4,649.0,692.5,1509.3,1616.4,163.1,68.8,714.6,1649.3,40.5,781.2,167.7,666.3,230.1,888.0,124.7,458.6,137.4
MA,1055.7,572.3,587.1,429.8,1141.8,1031.3,5.3,410.9,663.3,197.7,1023.5,1072.2,979.2,106.1,592.0,1073.7,676.9,759.7,454.0,30.0,723.4,758.6,532.1,1159.9,1098.7,1135.0,1088.8,363.9,711.8,552.7,729.6,677.6,453.4,180.8,322.2,1060.0,87.1,502.4,269.2,386.9,628.7,507.3,418.5,580.6,532.1,1071.2,423.1,375.6,38.0,1056.6,497.3,718.6,565.0,1102.6,1171.7,114.9,374.8,1173.0,640.9,1096.1,598.0,193.4,205.0,1066.9,1039.3,30.3,476.2,1114.0,1205.2,484.9,316.6,1193.8,0.0,996.9,566.9,472.6,700.6,761.3,709.5,760.8,504.9,1088.4,394.9,614.9,408.7,2024.9,453.9,1184.0,742.7,723.5,209.4,1173.6,1093.0,1030.7,559.7,175.2,328.4,300.3,716.3,622.3,201.9,428.2,1111.5,1099.4,185.6,111.7,198.0,693.4,1192.4,1025.4,491.7,91.2,203.6,461.3,606.1,548.2,1183.6,1136.9,516.2,490.6,750.7,1014.2,712.9,1166.8,1076.8,113.9,336.1,505.3,711.9,593.1,1132.7,515.3,765.2,1112.9,1087.5,534.5,532.1,619.1,476.4,583.5,1032.4,1137.9,762.7,616.4,1143.2,618.7,1088.9,744.6,1067.8,406.2,1061.0,725.0,1071.3
MF,180.5,1417.1,1431.9,1274.6,144.8,34.3,974.1,1255.7,1508.1,999.5,53.8,127.7,18.0,1021.5,1436.8,76.7,1521.7,734.1,1298.8,995.0,475.6,492.2,1376.9,162.9,154.2,264.5,144.3,1208.7,304.4,1397.5,519.3,1522.4,634.4,1014.3,748.4,148.9,956.2,1347.2,1071.0,1231.7,1473.5,1204.7,1115.9,1425.4,685.3,111.5,1267.9,1220.4,1000.3,59.6,1194.7,526.3,1409.8,105.6,189.0,948.4,752.4,228.5,1485.7,137.2,1442.8,1026.9,1006.8,79.6,94.8,975.3,1321.0,243.5,260.7,1329.7,1197.9,233.4,968.8,0.0,1411.7,1317.4,675.0,735.7,569.8,494.4,1349.7,91.4,1239.7,1459.7,1253.5,2603.4,1151.3,187.0,476.3,697.9,1011.2,303.1,116.6,31.4,580.4,987.4,742.2,731.1,601.6,1467.1,895.8,1273.0,167.0,102.4,987.4,1027.1,891.9,427.0,195.4,80.9,563.5,1006.6,1084.9,671.5,1450.9,1393.0,313.1,191.9,1213.6,1335.4,484.3,62.2,305.5,222.3,132.3,1029.3,785.0,764.6,445.5,1437.9,188.2,1360.1,739.6,123.4,143.0,1379.3,460.9,504.4,1321.2,1428.3,87.9,193.4,526.5,1461.2,198.7,593.1,91.9,478.2,108.7,699.9,116.5,270.5,74.3
MI,1468.2,206.3,221.1,285.5,1554.3,1443.8,540.5,224.9,295.6,665.4,1436.0,1484.7,1391.7,620.1,161.8,1486.2,309.2,1157.4,153.3,568.7,1205.2,1171.1,226.3,1572.4,1511.2,1511.3,1501.1,219.6,1124.3,107.8,1211.4,266.7,848.2,648.5,720.8,1472.5,554.8,196.6,736.9,240.6,260.2,597.5,508.7,150.4,914.9,1483.7,215.7,251.3,563.7,1469.1,587.5,1200.4,95.5,1515.1,1584.2,582.6,721.0,1585.5,230.0,1502.9,167.8,661.1,672.7,1479.4,1451.8,541.7,170.4,1510.9,1617.7,95.4,473.2,1606.3,535.2,1409.4,0.0,168.8,1098.3,1159.0,1191.3,1173.3,115.4,1500.9,250.6,248.9,264.4,1969.2,544.1,1596.5,1155.2,1121.2,677.1,1570.5,1505.5,1443.2,957.4,642.9,727.0,680.9,1198.1,192.1,636.9,204.7,1524.0,1511.9,660.1,625.7,671.5,1105.9,1604.9,1432.8,889.4,605.2,593.3,841.9,175.9,112.3,1624.9,1549.4,606.4,184.8,1163.2,1426.7,1125.4,1579.3,1489.3,627.9,682.3,851.5,1124.4,221.3,1545.2,32.4,1162.9,1521.9,1500.0,93.2,944.6,1100.9,59.8,217.5,1444.9,1550.4,1244.5,186.2,1555.7,1016.4,1501.4,1157.1,1480.3,873.9,1473.5,1137.5,1483.8
MJ,1416.0,194.3,209.1,233.3,1502.1,1393.6,488.3,118.2,285.3,613.2,1383.8,1432.5,1339.5,567.9,214.0,1434.0,298.9,1105.2,32.8,511.2,1155.0,1118.9,59.4,1520.2,1459.0,1459.1,1445.2,169.4,1072.1,174.7,1159.2,299.6,796.0,592.6,668.6,1416.6,502.6,33.4,681.0,190.4,252.7,545.3,456.5,202.6,876.7,1431.5,105.6,162.2,513.5,1416.9,535.3,1148.2,187.0,1462.9,1528.3,530.4,668.8,1533.3,264.9,1452.7,220.0,608.9,616.8,1427.2,1399.6,489.5,53.0,1458.7,1565.5,106.9,421.0,1550.4,483.0,1357.2,185.2,0.0,1046.1,1106.8,1139.1,1121.1,128.9,1448.7,198.4,236.9,208.5,1957.2,491.9,1544.3,1105.0,1069.0,624.9,1518.3,1453.3,1391.0,905.2,590.7,674.8,628.7,1145.9,246.3,584.7,98.3,1471.8,1456.0,603.1,569.8,619.3,1053.7,1552.7,1387.7,837.2,553.0,541.1,789.7,228.1,170.2,1572.7,1497.2,554.2,67.4,1111.0,1376.5,1073.2,1527.1,1437.1,575.7,630.1,799.3,1072.2,215.1,1489.3,133.6,1110.7,1475.2,1447.8,156.5,892.4,1048.7,98.4,205.5,1392.7,1500.2,1192.3,238.4,1503.5,964.2,1449.2,1104.9,1424.4,818.0,1417.6,1085.3,1433.6
ML,739.6,1084.1,1098.9,941.6,825.7,715.2,666.6,922.7,1175.1,692.0,707.4,756.1,663.1,714.0,1103.8,757.6,1188.7,59.0,965.8,687.5,294.5,343.2,1043.9,843.8,782.6,818.9,772.7,875.7,395.7,1064.5,300.7,1189.4,377.3,706.8,371.5,743.9,648.7,1014.2,763.5,898.7,1140.5,871.7,782.9,1092.4,428.2,755.1,934.9,887.4,692.8,740.5,861.7,289.7,1076.8,786.5,855.6,640.9,375.5,856.9,1152.7,780.0,1109.8,719.4,699.3,750.8,723.2,667.8,988.0,797.9,889.1,996.7,890.4,877.7,661.3,680.8,1078.7,984.4,0.0,81.0,280.6,413.3,1016.7,772.3,906.7,1126.7,920.5,2346.3,818.3,867.9,395.2,138.4,703.7,857.5,776.9,714.6,130.8,679.9,365.3,414.2,287.4,1134.1,543.4,940.0,795.4,783.3,679.9,719.6,578.0,355.3,876.3,709.3,186.6,699.1,777.4,414.4,1117.9,1060.0,867.5,820.8,880.6,1002.4,403.2,698.1,396.8,850.7,760.7,721.8,408.1,387.7,363.3,1104.9,816.6,1027.1,64.5,796.8,771.4,1046.3,239.5,190.2,988.2,1095.3,716.3,821.8,333.8,1128.2,827.1,71.8,772.8,329.2,751.7,442.8,744.9,408.9,755.2
MN,810.3,1154.8,1169.6,1012.3,896.4,785.9,737.3,993.4,1245.8,762.7,778.1,826.8,733.8,784.7,1174.5,828.3,1259.4,87.3,1041.6,765.5,365.2,413.9,1114.6,914.5,853.3,889.6,843.2,946.4,466.4,1135.2,371.4,1260.1,448.0,777.5,442.2,814.6,719.4,1084.9,834.2,969.4,1208.7,942.4,853.6,1163.1,498.9,825.8,1005.6,958.1,760.5,811.2,932.4,360.4,1147.5,857.2,926.3,711.6,446.2,927.6,1233.3,845.0,1180.5,790.1,770.0,821.5,793.9,738.5,1058.7,868.6,959.8,1067.4,961.1,948.4,732.0,751.5,1149.4,1057.1,86.4,0.0,351.3,484.0,1087.4,843.0,977.4,1197.4,991.2,2417.0,889.0,938.6,465.9,114.9,774.4,928.2,847.6,785.3,201.5,750.6,436.0,484.9,358.1,1203.9,614.1,1010.7,866.1,854.0,757.4,790.3,648.7,426.0,947.0,780.0,257.3,769.8,848.1,485.1,1188.6,1130.7,938.2,891.5,951.3,1073.1,473.9,768.8,467.5,921.4,831.4,792.5,478.8,458.4,434.0,1175.6,887.3,1097.8,92.8,864.0,842.1,1117.0,310.2,260.9,1058.9,1166.0,787.0,892.5,404.5,1198.9,897.8,142.5,843.5,399.9,822.4,513.5,815.6,479.6,825.9
MS,653.3,1126.4,1141.2,983.9,739.4,628.9,683.4,965.0,1217.4,708.8,621.1,669.8,576.8,730.8,1146.1,671.3,1231.0,330.6,1008.1,704.3,89.4,138.1,1086.2,757.5,696.3,732.6,686.4,918.0,309.4,1106.8,95.6,1231.7,343.7,723.6,457.7,657.6,665.5,1056.5,780.3,941.0,1182.8,914.0,825.2,1134.7,394.6,668.8,977.2,929.7,709.6,654.2,904.0,84.6,1119.1,700.2,769.3,657.7,461.7,770.6,1195.0,693.7,1152.1,736.2,716.1,664.5,636.9,684.6,1030.3,711.6,802.8,1039.0,907.2,791.4,678.1,594.5,1121.0,1026.7,271.5,332.2,0.0,208.2,1059.0,686.0,949.0,1169.0,962.8,2312.7,860.6,781.6,190.1,294.4,720.5,771.2,690.6,628.3,234.7,696.7,451.5,440.4,85.6,1176.4,605.1,982.3,709.1,697.0,696.7,736.4,601.2,150.2,790.0,623.0,272.8,715.9,794.2,380.8,1160.2,1102.3,781.2,734.5,922.9,1044.7,198.1,611.8,310.5,764.4,674.4,738.6,494.3,473.9,158.2,1147.2,730.3,1069.4,336.1,710.5,685.1,1088.6,170.2,89.4,1030.5,1137.6,630.0,735.5,128.7,1170.5,740.8,189.6,686.5,124.1,665.4,409.2,658.6,322.6,668.9
NC,577.2,1185.0,1199.8,1042.5,663.3,552.8,742.0,1023.6,1276.0,767.4,545.0,593.7,500.7,789.4,1204.7,595.2,1289.6,459.2,1066.7,762.9,119.3,135.9,1144.8,681.4,620.2,656.5,610.3,976.6,233.3,1165.4,103.7,1290.3,402.3,782.2,516.3,581.5,724.1,1115.1,838.9,999.6,1241.4,972.6,883.8,1193.3,453.2,592.7,1035.8,988.3,768.2,578.1,962.6,160.6,1177.7,624.1,693.2,716.3,520.3,694.5,1253.6,617.6,1210.7,794.8,774.7,588.4,560.8,743.2,1088.9,635.5,726.7,1097.6,965.8,715.3,736.7,518.4,1179.6,1085.3,400.1,460.8,184.1,0.0,1117.6,609.9,1007.6,1227.6,1021.4,2371.3,919.2,705.5,12.3,423.0,779.1,695.1,614.5,552.2,348.3,755.3,510.1,499.0,224.9,1235.0,663.7,1040.9,633.0,620.9,755.3,795.0,659.8,70.7,713.9,546.9,331.4,774.5,852.8,439.4,1218.8,1160.9,705.1,658.4,981.5,1103.3,29.2,535.7,234.4,688.3,598.3,797.2,552.9,532.5,39.5,1205.8,654.2,1128.0,464.7,634.4,609.0,1147.2,228.8,218.0,1089.1,1196.2,553.9,659.4,101.6,1229.1,664.7,318.2,610.4,121.9,589.3,467.8,582.5,246.5,592.8
ND,1439.8,177.9,192.7,257.1,1525.9,1418.8,512.1,201.9,268.9,637.0,1407.6,1456.3,1363.3,591.7,197.6,1457.8,282.5,1129.0,124.9,540.3,1176.8,1142.7,197.9,1544.0,1482.8,1482.9,1472.7,191.2,1095.9,150.4,1183.0,283.2,819.8,620.1,692.4,1444.1,526.4,168.2,708.5,212.2,234.3,569.1,480.3,186.2,898.5,1455.3,187.3,222.9,535.3,1440.7,559.1,1172.0,138.1,1486.7,1555.8,554.2,692.6,1557.1,256.4,1474.5,203.6,632.7,644.3,1451.0,1423.4,513.3,142.0,1482.5,1589.3,15.2,444.8,1577.9,506.8,1381.0,129.0,138.4,1069.9,1130.6,1162.9,1144.9,0.0,1472.5,222.2,220.5,236.0,1940.8,515.7,1568.1,1126.8,1092.8,648.7,1542.1,1477.1,1414.8,929.0,614.5,698.6,652.5,1169.7,227.9,608.5,176.3,1495.6,1483.5,624.9,597.3,643.1,1077.5,1576.5,1409.5,861.0,576.8,564.9,813.5,211.7,153.8,1596.5,1521.0,578.0,156.4,1134.8,1398.3,1097.0,1550.9,1460.9,599.5,653.9,823.1,1096.0,198.7,1516.8,77.4,1134.5,1497.0,1471.6,96.6,916.2,1072.5,38.5,189.1,1416.5,1522.0,1216.1,222.0,1527.3,988.0,1473.0,1128.7,1451.9,845.5,1445.1,1109.1,1455.4
NH,89.0,1509.4,1524.2,1366.9,145.3,113.1,1066.4,1348.0,1600.4,1091.8,115.5,159.4,110.3,1113.8,1529.1,77.2,1614.0,826.4,1391.1,1087.3,567.9,584.5,1469.2,163.4,243.9,232.5,234.0,1301.0,396.7,1489.8,611.6,1614.7,726.7,1106.6,840.7,57.4,1048.5,1439.5,1163.3,1324.0,1565.8,1297.0,1208.2,1517.7,777.6,112.0,1360.2,1312.7,1092.6,42.1,1287.0,618.6,1502.1,14.2,189.5,1040.7,844.7,248.5,1578.0,119.7,1535.1,1119.2,1099.1,62.1,129.5,1067.6,1413.3,211.5,350.4,1422.0,1290.2,233.9,1061.1,92.2,1504.0,1409.7,767.3,828.0,662.1,586.7,1442.0,0.0,1332.0,1552.0,1345.8,2695.7,1243.6,187.5,568.6,790.2,1103.5,271.1,117.1,123.3,672.7,1079.7,834.5,823.4,693.9,1559.4,988.1,1365.3,256.7,102.9,1079.7,1119.4,984.2,519.3,195.9,143.5,655.8,1098.9,1177.2,763.8,1543.2,1485.3,281.1,170.2,1305.9,1427.7,576.6,124.8,397.8,285.8,118.4,1121.6,877.3,856.9,537.8,1530.2,277.7,1452.4,831.9,123.9,232.7,1471.6,553.2,596.7,1413.5,1520.6,177.6,246.3,618.8,1553.5,218.0,685.4,92.4,570.5,91.2,792.2,206.2,362.8,74.8
NO,1303.5,283.3,298.1,34.8,1389.6,1279.1,375.8,103.9,374.3,500.7,1271.3,1320.0,1227.0,455.4,303.0,1321.5,387.9,992.7,165.0,396.7,1040.5,1006.4,255.4,1407.7,1346.5,1346.6,1336.6,21.8,959.6,263.7,1046.7,388.6,683.5,483.8,556.1,1307.8,390.1,225.7,572.2,11.1,339.7,432.8,344.0,291.6,762.2,1319.0,116.1,68.6,408.6,1304.4,422.8,1035.7,276.0,1350.4,1419.5,417.9,556.3,1420.8,351.9,1343.9,309.0,496.4,508.0,1314.7,1287.1,377.0,187.2,1346.2,1453.0,195.9,308.5,1441.6,370.5,1244.7,277.9,183.6,933.6,994.3,1026.6,1008.6,215.9,1336.2,0.0,325.9,13.7,1950.4,379.4,1431.8,990.5,956.5,512.4,1405.8,1340.8,1278.5,792.7,478.2,562.3,516.2,1033.4,333.3,472.2,125.2,1359.3,1347.2,488.6,461.0,506.8,941.2,1440.2,1273.2,724.7,440.5,428.6,677.2,317.1,259.2,1460.2,1384.7,441.7,201.6,998.5,1262.0,960.7,1414.6,1324.6,463.2,517.6,686.8,959.7,304.1,1380.5,226.3,998.2,1360.7,1335.3,245.5,779.9,936.2,187.4,294.5,1280.2,1385.7,1079.8,327.4,1391.0,851.7,1336.7,992.4,1315.6,709.2,1308.8,972.8,1319.1
NQ,1578.8,112.9,41.6,396.1,1664.9,1554.4,651.1,340.9,48.3,776.0,1546.6,1595.3,1502.3,730.7,122.5,1596.8,61.9,1268.0,258.8,672.0,1315.8,1281.7,336.9,1683.0,1621.8,1621.9,1611.9,330.2,1234.9,166.5,1322.0,74.1,958.8,759.1,831.4,1583.1,665.4,307.2,847.5,353.2,13.7,708.1,619.3,150.6,1037.5,1594.3,326.3,361.9,683.9,1579.7,698.1,1311.0,178.8,1625.7,1694.8,693.2,831.6,1696.1,54.7,1619.2,168.0,771.7,783.3,1590.0,1562.4,652.3,281.0,1621.5,1728.3,249.5,583.8,1716.9,645.8,1520.0,283.4,277.4,1208.9,1269.6,1301.9,1283.9,269.5,1611.5,361.2,0.0,375.0,1960.9,654.7,1707.1,1265.8,1231.8,787.7,1681.1,1616.1,1553.8,1068.0,753.5,837.6,791.5,1308.7,194.1,747.5,315.3,1634.6,1622.5,763.9,736.3,782.1,1216.5,1715.5,1548.5,1000.0,715.8,703.9,952.5,177.9,162.0,1735.5,1660.0,717.0,295.4,1273.8,1537.3,1236.0,1689.9,1599.9,738.5,792.9,962.1,1235.0,92.1,1655.8,249.4,1273.5,1636.0,1610.6,310.2,1055.2,1211.5,241.0,101.7,1555.5,1661.0,1355.1,188.2,1666.3,1127.0,1612.0,1267.7,1590.9,831.9,1584.1,1248.1,1594.4
NU,1322.5,302.3,317.1,21.0,1408.6,1298.1,394.8,122.9,393.3,519.7,1290.3,1339.0,1246.0,474.4,322.0,1340.5,406.9,1011.7,184.0,423.0,1059.5,1025.4,274.4,1426.7,1365.5,1365.6,1355.4,40.8,978.6,282.7,1065.7,407.6,702.5,502.8,575.1,1326.8,409.1,244.7,591.2,32.7,356.2,451.8,363.0,310.6,769.2,1338.0,135.1,87.6,418.0,1323.4,441.8,1054.7,295.0,1369.4,1438.5,436.9,575.3,1439.8,370.9,1357.2,328.0,515.4,527.0,1333.7,1306.1,396.0,206.2,1365.2,1472.0,214.9,327.5,1460.6,389.5,1263.7,296.9,202.6,952.6,1013.3,1045.6,1027.6,234.9,1355.2,18.9,344.9,0.0,1969.4,398.4,1450.8,1009.5,975.5,531.4,1424.8,1359.8,1297.5,811.7,497.2,581.3,535.2,1052.4,352.3,491.2,144.2,1378.3,1366.2,514.4,480.0,525.8,960.2,1459.2,1292.2,743.7,459.5,447.6,696.2,336.1,278.2,1479.2,1403.7,460.7,220.6,1017.5,1281.0,979.7,1433.6,1343.6,482.2,536.6,705.8,978.7,323.1,1399.5,245.3,1017.2,1376.2,1354.3,264.5,798.9,955.2,206.4,313.5,1299.2,1404.7,1098.8,346.4,1410.0,870.7,1355.7,1011.4,1334.6,728.2,1327.8,991.8,1338.1
NV,2593.8,1831.5,1846.3,1989.6,2679.9,2569.4,1992.8,1954.4,1922.5,2042.7,2561.6,2610.3,2517.3,2072.4,1900.8,2611.8,1936.1,2345.7,1872.3,2013.7,2261.5,2296.7,1950.4,2698.0,2636.8,2660.0,2626.9,1923.7,2249.9,1861.5,2267.7,1936.8,2105.5,2065.3,1974.3,2598.1,2007.1,1920.7,2033.1,1946.7,1887.9,1939.3,1850.5,1889.4,2184.2,2609.3,1939.8,1935.4,2025.6,2594.7,1929.3,2256.7,1873.8,2640.7,2709.8,2034.9,2062.8,2711.1,1900.1,2634.2,1906.8,2049.9,2035.4,2605.0,2577.4,1994.0,1894.5,2659.6,2743.3,1863.0,1978.5,2731.9,1987.5,2535.0,1945.0,1890.9,2286.6,2347.3,2247.6,2298.9,1883.0,2626.5,1954.7,1874.1,1968.5,0.0,1885.9,2722.1,2280.8,2309.5,2016.1,2719.2,2631.1,2568.8,2145.7,2036.9,1980.5,1952.4,2254.4,1931.1,1978.7,1928.8,2649.6,2637.5,2051.3,2078.0,2013.3,2231.5,2730.5,2563.5,2143.8,2057.5,2045.6,2046.5,1914.9,1857.0,2773.6,2675.0,1948.2,1908.9,2288.8,2552.3,2251.0,2704.9,2614.9,2080.2,2024.1,2193.3,2250.0,1852.3,2670.8,1893.4,2351.2,2651.0,2625.6,1912.6,2070.2,2157.2,1854.5,1842.7,2570.5,2676.0,2300.8,1925.2,2681.3,2204.7,2627.0,2282.7,2605.9,1849.6,2599.1,2263.1,2609.4
NZ,1243.6,559.0,573.8,416.5,1339.1,1212.9,472.7,397.6,650.0,584.3,1205.1,1253.8,1160.8,552.3,578.7,1332.0,663.6,926.5,440.7,493.6,974.3,940.2,518.8,1357.2,1280.3,1140.2,1270.4,350.6,893.4,539.4,980.5,664.3,617.3,580.7,489.9,1247.9,487.0,489.1,655.8,373.6,615.4,53.3,36.0,567.3,696.0,1259.1,409.8,362.3,505.5,1340.5,43.3,969.5,551.7,1298.7,1383.3,514.8,490.1,1442.3,627.6,1277.7,584.7,593.3,591.6,1360.5,1220.9,473.9,462.9,1139.8,1386.8,471.6,405.4,1427.7,467.4,1178.5,553.6,459.3,867.4,928.1,960.4,942.4,491.6,1310.0,381.6,601.6,395.4,1969.2,0.0,1381.3,924.3,890.3,596.0,1199.4,1280.9,1212.3,726.5,572.2,496.1,450.0,967.2,609.0,406.0,414.9,1293.1,1337.7,572.2,557.9,440.6,875.0,1389.7,1207.0,658.5,537.4,525.5,611.0,592.8,534.9,1253.8,1324.8,62.2,477.3,932.3,1195.8,894.5,1348.4,1258.4,560.1,451.4,620.6,893.5,579.8,1314.3,502.0,932.0,1358.7,1269.1,521.2,713.7,870.0,463.1,570.2,1214.0,1319.5,1013.6,603.1,1411.8,785.5,1327.2,926.2,1249.4,698.4,1242.6,906.6,1296.9
OD,236.0,1625.6,1640.4,1483.1,71.7,232.7,1182.6,1464.2,1716.6,1208.0,249.7,293.6,226.5,1230.0,1645.3,167.8,1730.2,942.6,1512.4,1210.8,682.1,700.7,1585.4,39.4,210.0,361.5,218.7,1417.2,512.9,1606.0,727.8,1730.9,842.9,1222.8,956.9,220.3,1164.7,1555.7,1279.5,1440.2,1682.0,1413.2,1324.4,1633.9,881.8,161.6,1476.4,1428.9,1205.8,176.3,1403.2,734.8,1618.3,242.3,129.9,1156.9,960.9,188.9,1704.1,248.2,1651.3,1235.4,1215.3,196.3,263.7,1183.8,1529.5,340.5,297.2,1538.2,1406.4,174.3,1177.3,208.4,1620.2,1522.2,883.5,944.2,778.3,702.9,1558.2,228.1,1448.2,1668.2,1462.0,2811.9,1359.8,0.0,684.8,906.4,1219.7,400.1,203.3,239.9,788.9,1195.9,950.7,939.6,810.1,1674.7,1104.3,1481.5,250.4,173.5,1202.7,1235.6,1100.4,635.5,54.2,282.8,772.0,1215.1,1293.4,880.0,1659.4,1601.5,410.1,242.0,1422.1,1543.9,692.8,259.0,514.0,226.2,252.6,1237.8,993.5,973.1,654.0,1646.4,218.1,1568.6,948.1,201.2,264.0,1587.8,669.4,712.9,1529.7,1636.8,281.0,186.7,735.0,1669.7,158.4,801.6,163.0,686.7,225.4,908.4,242.6,479.0,132.7
OE,564.8,1172.6,1187.4,1030.1,650.9,540.4,729.6,1011.2,1263.6,755.0,532.6,581.3,488.3,777.0,1192.3,582.8,1277.2,446.8,1059.4,757.8,104.9,123.5,1132.4,669.0,607.8,644.1,597.7,964.2,220.9,1153.0,91.3,1277.9,389.9,769.8,503.9,569.1,711.7,1102.7,826.5,985.2,1226.5,960.2,871.4,1180.9,440.8,580.3,1023.4,975.9,752.8,565.7,950.2,148.2,1165.3,611.7,680.8,703.9,507.9,682.1,1241.2,599.5,1198.3,782.4,762.3,576.0,548.4,730.8,1076.5,623.1,714.3,1085.2,953.4,702.9,724.3,506.0,1167.2,1072.9,387.7,448.4,171.7,18.0,1105.2,597.5,995.2,1215.2,1009.0,2358.9,906.8,693.1,0.0,410.6,766.7,682.7,602.1,539.8,335.9,742.9,497.7,486.6,212.5,1221.7,651.3,1028.5,620.6,608.5,749.7,782.6,647.4,58.3,701.5,529.4,319.0,762.1,840.4,427.0,1206.4,1148.5,692.7,646.0,969.1,1090.9,16.8,523.3,222.0,675.9,585.9,784.8,540.5,520.1,27.1,1193.4,641.8,1115.6,452.3,618.5,596.6,1134.8,216.4,205.6,1076.7,1183.8,541.5,648.1,89.2,1216.7,652.3,305.8,598.0,109.5,576.9,455.4,570.1,234.1,580.4
OT,769.2,1113.7,1128.5,971.2,855.3,744.8,696.2,952.3,1204.7,721.6,737.0,785.7,692.7,743.6,1133.4,787.2,1218.3,141.4,995.4,717.1,324.1,372.8,1073.5,873.4,812.2,848.5,802.3,905.3,425.3,1094.1,330.3,1219.0,406.9,736.4,401.1,773.5,678.3,1043.8,793.1,928.3,1170.1,901.3,812.5,1122.0,457.8,784.7,964.5,917.0,722.4,770.1,891.3,319.3,1106.4,816.1,885.2,670.5,405.1,886.5,1182.3,809.6,1139.4,749.0,728.9,780.4,752.8,697.4,1017.6,827.5,918.7,1026.3,920.0,907.3,690.9,710.4,1108.3,1014.0,140.5,91.6,310.2,442.9,1046.3,801.9,936.3,1156.3,950.1,2375.9,847.9,897.5,424.8,0.0,733.3,887.1,806.5,744.2,160.4,709.5,394.9,443.8,317.0,1163.7,573.0,969.6,825.0,812.9,709.5,749.2,607.6,384.9,905.9,738.9,216.2,728.7,807.0,444.0,1147.5,1089.6,897.1,850.4,910.2,1032.0,432.8,727.7,426.4,880.3,790.3,751.4,437.7,417.3,392.9,1134.5,846.2,1056.7,146.9,826.4,801.0,1075.9,269.1,219.8,1017.8,1124.9,745.9,851.4,363.4,1157.8,856.7,101.4,802.4,358.8,781.3,472.4,774.5,438.5,784.8
