from_stop,AA,AE,AN,AY,BG,BH,BK,BM,BN,BP,BS,BT,CE,CG,CI,CM,CT,CU,DA,DD,DG,DJ,DQ,DS,DT,EA,EC,ED,EE,EF,EH,EI,EP,EQ,ES,EW,EX,EZ,FB,FL,FM,FP,FT,GA,GB,GE,GF,GI,GK,GL,GO,GR,GT,GU,GY,HA,HH,HK,HM,HN,HO,HV,IB,IE,IF,II,IV,IX,JA,JB,JK,JL,JM,JN,JQ,JS,JZ,KG,KH,KI,KN,KP,KR,KS,KW,LD,LE,LF,LG,LL,LT,LX,LY,LZ,MB,MD,MG,MJ,MO,MS,MT,MW,MZ,NE,NG,NI,NJ,NR,NU,NW,NZ,OH,OL,OP,OX,OY,PC,PD,PF,PH,PI,PJ,PK,PL,PM,PO,PP,PR,QB,QG,QH,QI,QN,QQ,QT,QX,RI,RK,RM,RS,RX,SC,SE,SH,SM,SQ,SV,SW,SX,SZ,TE,TL,TW,TX,UC,UN,UO,UZ,VE,VL,VP,VZ,WA,WH,WI,WJ,WS,WV,XC,XG,XJ,XK,XO,XP,XU,YD,YE,YG,YI,YJ,YK,YM,YT,YV,YZ,ZA,ZB,ZH,ZI,ZN,ZV
BS,274.8,335.2,167.2,164.1,288.6,325.3,137.5,184.1,117.5,234.0,0.0,61.6,150.0,279.1,63.6,231.6,289.7,373.8,231.0,238.4,95.2,341.4,361.0,402.2,101.7,401.8,207.1,272.2,357.7,231.1,273.9,63.0,156.2,71.2,172.9,255.0,212.0,169.7,290.3,96.3,181.0,171.3,256.5,268.5,301.8,311.2,217.4,104.0,174.6,216.3,202.5,318.1,244.0,172.3,302.2,358.3,230.8,145.8,169.9,253.5,238.4,321.5,212.5,130.2,292.8,333.0,131.7,1103.6,223.1,359.1,208.3,370.7,76.8,282.8,113.4,344.7,372.8,198.5,210.5,320.6,268.0,84.7,390.5,68.8,279.5,325.1,350.1,401.0,161.2,212.3,280.5,268.7,246.4,213.1,340.5,288.8,209.2,412.3,92.4,198.3,109.9,117.7,372.5,334.3,267.7,195.8,210.1,163.2,235.3,105.6,205.1,375.7,414.8,150.9,189.4,411.2,269.6,372.7,59.2,344.0,160.9,314.4,231.0,198.5,310.6,82.6,154.7,154.6,259.7,156.2,172.9,229.1,189.0,141.5,11.1,384.7,286.8,103.0,248.8,170.1,183.8,343.4,132.0,319.9,249.0,292.1,323.7,188.9,142.1,340.4,176.6,202.3,155.4,240.9,238.6,263.2,354.6,291.7,241.4,306.4,185.3,88.9,183.5,111.3,175.1,188.7,290.1,138.8,229.8,164.9,213.6,234.9,56.5,155.7,216.0,220.4,243.6,158.0,363.0,192.6,217.9,72.4,256.2,316.9,160.0,366.6,102.0,377.1,306.9,83.2,240.3
BT,274.7,366.4,146.8,195.3,286.5,323.2,168.7,215.3,115.4,231.9,59.0,0.0,147.9,277.0,94.8,231.5,287.6,371.7,262.2,238.3,80.1,339.3,360.9,400.1,79.9,399.7,186.7,269.8,376.3,262.3,271.8,76.0,154.7,50.8,196.5,269.5,243.2,200.9,304.8,127.5,178.9,202.5,213.3,266.4,299.7,311.1,248.6,118.7,157.7,214.2,202.4,330.1,241.9,170.2,333.4,356.2,262.0,168.5,201.1,284.7,269.6,319.1,210.4,128.1,290.7,330.9,162.9,1086.9,223.9,357.0,206.2,401.9,15.1,280.7,70.2,342.6,372.7,196.4,225.0,318.5,265.9,115.9,421.7,62.2,277.4,325.0,348.0,398.9,192.4,243.5,278.4,266.6,244.0,211.0,338.4,288.7,230.7,410.2,49.2,229.5,118.1,117.6,370.4,332.2,265.6,227.0,208.0,148.5,233.2,90.5,236.3,379.0,412.7,170.7,174.3,411.1,267.2,372.6,26.1,375.2,192.1,291.5,228.9,196.4,308.5,94.0,185.9,111.4,259.6,154.1,157.8,227.0,220.2,98.3,70.2,382.6,286.7,100.9,205.6,201.3,181.7,343.3,131.9,351.1,248.9,289.7,321.6,186.8,98.9,338.3,207.8,233.5,174.6,272.1,238.5,272.5,354.5,291.6,239.3,304.3,142.1,120.1,181.4,104.7,175.0,173.6,321.3,170.0,244.3,121.7,244.8,266.1,49.9,112.5,247.2,251.6,258.1,157.9,360.9,149.4,215.8,72.3,253.8,316.8,139.6,364.5,101.9,375.0,306.8,64.3,238.2
CE,315.9,285.9,177.8,242.1,138.5,181.9,106.2,130.7,30.7,83.9,150.2,140.0,0.0,129.0,140.5,293.7,139.6,230.4,189.5,286.9,66.0,198.0,448.6,252.1,76.1,258.4,210.0,181.7,308.4,265.7,123.8,160.2,111.9,151.7,207.5,289.6,170.5,120.4,265.7,107.8,37.6,205.9,231.7,125.1,158.4,387.9,157.6,182.0,188.7,107.8,312.8,268.8,135.5,61.5,252.9,214.9,187.7,184.9,219.4,204.2,197.2,262.6,62.4,19.0,149.4,182.9,103.8,1187.8,211.3,209.0,99.8,321.4,155.2,139.4,106.6,194.6,351.5,48.4,245.1,170.5,117.9,162.7,341.2,141.5,136.1,305.3,200.0,257.6,227.4,169.2,137.1,118.6,202.1,63.0,197.1,376.4,82.7,268.9,117.1,93.6,117.0,213.4,229.1,190.9,124.3,236.0,60.0,84.3,91.9,55.6,163.6,326.4,264.7,66.3,104.4,376.2,216.2,352.9,131.3,294.7,137.4,261.0,80.9,48.4,160.5,97.2,189.3,147.8,297.4,32.8,128.6,79.0,163.9,116.7,135.6,241.3,303.9,45.2,242.0,120.8,33.7,390.9,245.4,270.6,309.2,158.2,173.6,80.4,135.3,190.3,127.3,133.2,229.4,125.1,326.2,134.5,442.2,299.0,91.3,163.0,178.5,115.2,40.1,130.4,263.5,144.4,240.8,173.4,264.4,155.1,120.2,193.4,129.2,130.9,174.8,178.9,247.6,246.2,219.6,178.4,74.5,182.1,211.9,369.2,151.7,223.2,197.9,227.0,394.5,124.4,90.2
CG,425.3,395.3,305.2,351.5,33.5,69.6,215.6,216.5,158.1,128.3,277.6,267.4,133.3,0.0,249.9,403.1,73.3,117.6,275.3,396.3,193.4,92.2,558.0,123.0,203.5,177.0,337.4,188.7,417.8,375.1,5.2,269.6,204.2,279.1,316.9,399.0,218.5,229.8,375.1,217.2,105.3,315.3,340.5,132.1,95.4,497.3,202.0,291.4,316.1,139.7,422.2,378.2,167.4,125.3,362.3,142.5,232.1,294.3,328.8,313.6,306.6,230.1,171.8,146.4,153.5,53.8,223.9,1315.2,320.7,79.9,131.7,430.8,282.6,76.4,234.0,103.3,460.9,146.8,354.5,77.9,71.1,272.1,450.6,274.8,31.4,414.7,100.5,151.8,336.8,213.6,126.5,10.3,257.8,148.8,91.3,485.8,168.5,170.8,244.5,179.4,228.9,322.8,123.3,85.1,53.9,345.4,83.5,165.2,98.9,183.0,249.4,435.8,135.6,175.7,160.5,485.6,219.2,462.3,258.7,404.1,205.6,253.9,65.0,97.5,31.4,209.1,298.7,275.2,406.8,142.2,203.2,141.4,208.3,244.1,263.0,168.9,413.3,172.6,305.7,230.2,109.1,500.3,369.1,380.0,418.6,165.2,44.5,136.5,244.3,68.2,236.7,177.6,338.8,169.5,435.6,141.5,551.6,408.4,135.7,61.2,242.2,224.6,102.8,242.3,372.9,177.2,350.2,282.8,373.8,212.9,164.6,279.2,256.6,258.3,284.2,236.7,357.0,355.6,141.4,234.1,102.3,291.5,267.6,478.6,279.1,150.8,307.3,97.9,503.9,251.8,134.6
CI,247.4,271.5,151.1,100.4,254.6,300.6,73.8,120.4,118.5,188.5,68.8,94.7,143.3,245.1,0.0,195.4,249.6,349.1,167.3,188.6,128.3,316.7,333.6,368.2,137.0,377.1,179.0,279.0,294.0,167.4,239.9,19.6,163.0,70.0,109.2,191.3,148.3,106.0,226.6,32.6,156.3,107.6,256.6,243.8,277.1,283.8,153.7,40.3,143.7,212.6,175.1,254.4,240.3,168.6,238.5,333.6,167.1,82.1,106.2,189.8,174.7,328.3,178.5,131.2,268.1,299.0,68.0,1085.6,159.4,325.1,204.6,307.0,97.1,258.1,127.3,304.6,337.1,182.5,146.8,280.5,251.6,21.0,326.8,69.8,254.8,290.9,310.0,376.3,97.5,148.6,255.8,234.7,253.2,182.1,315.8,261.4,145.5,387.6,106.3,134.6,81.1,71.7,347.8,309.6,241.2,132.1,203.4,164.2,210.6,106.7,141.4,312.0,380.8,87.2,209.2,361.8,276.4,338.5,79.6,280.3,97.2,321.2,221.1,191.8,276.6,83.6,91.0,168.5,199.1,121.3,179.7,207.0,125.3,155.4,54.2,360.0,259.4,104.0,262.7,106.4,177.1,316.0,119.1,256.2,210.9,276.9,289.7,185.2,156.0,300.3,112.9,138.6,91.7,177.2,211.2,253.2,327.2,264.3,180.6,281.7,199.2,25.2,158.8,67.7,121.8,195.5,226.4,75.1,166.1,178.8,149.9,171.2,57.5,169.6,152.3,156.7,179.9,104.5,338.3,206.5,193.2,41.5,263.0,289.5,143.9,341.9,56.2,343.1,279.5,116.3,181.7
CM,68.6,170.3,277.5,93.7,409.3,455.3,228.5,275.1,307.6,343.2,216.2,238.7,298.0,399.8,206.0,0.0,404.3,503.8,241.2,6.8,272.3,471.4,154.8,522.9,263.4,531.8,317.4,453.3,170.2,128.6,394.6,187.2,338.2,196.4,166.3,78.4,287.9,196.3,113.7,187.3,311.0,100.5,385.3,398.5,431.8,105.0,308.4,181.7,288.1,367.3,19.0,137.8,395.0,323.3,131.6,488.3,268.7,173.5,143.8,146.6,237.2,502.6,333.2,299.2,422.8,453.7,222.7,988.5,95.1,479.8,359.3,199.6,223.5,412.8,253.7,459.3,166.6,337.2,63.5,435.2,406.3,176.8,220.4,256.4,409.5,118.9,464.7,531.0,136.7,278.1,410.5,389.4,427.5,336.8,470.5,82.6,300.2,542.3,232.7,289.3,256.2,145.6,502.5,464.3,395.9,128.9,358.1,352.5,365.3,282.7,247.5,172.9,535.5,241.9,363.9,205.0,450.7,166.5,236.3,179.1,251.9,475.0,375.8,346.5,431.3,289.4,148.1,294.9,53.5,276.0,358.4,361.7,280.0,281.8,227.4,514.7,80.6,293.1,389.1,182.3,331.8,137.2,89.5,155.0,42.8,431.6,444.4,339.9,282.4,455.0,189.4,293.3,164.9,331.9,32.4,407.9,148.4,85.5,335.3,436.4,325.6,191.6,313.5,242.8,62.3,374.2,143.7,132.6,60.7,305.2,304.6,237.2,260.1,296.0,214.8,244.8,56.5,110.6,493.0,332.9,347.9,196.2,437.3,110.7,270.3,496.6,164.9,497.8,100.7,247.8,336.4
CT,425.4,395.4,305.4,333.6,45.2,98.7,161.2,163.5,158.3,59.9,277.8,267.6,127.5,61.8,232.0,385.2,0.0,153.7,230.2,378.4,193.6,121.3,540.1,121.1,203.7,206.1,337.6,215.5,417.9,357.2,56.6,251.7,210.2,279.3,299.0,381.1,150.1,229.9,375.2,199.3,111.3,297.4,346.5,158.9,157.3,490.3,133.6,273.5,316.3,145.7,404.3,378.3,173.4,131.3,362.4,171.6,163.7,276.4,310.9,313.7,306.7,259.2,103.4,146.6,182.6,82.9,211.4,1318.8,320.8,93.7,137.7,430.9,282.8,138.3,234.2,54.9,461.0,78.4,336.6,30.8,81.5,254.2,450.7,271.5,93.3,414.8,60.3,180.9,318.9,145.2,155.6,51.4,263.8,144.0,120.4,467.9,174.5,217.9,244.7,177.7,233.5,304.9,152.4,114.2,17.9,327.5,89.5,171.2,125.7,183.2,204.3,435.9,182.7,181.7,166.5,485.7,248.3,462.4,258.9,404.2,137.2,283.0,71.0,103.5,93.3,213.7,280.8,275.4,388.9,148.2,209.2,73.0,139.9,244.3,263.2,198.0,413.4,172.8,311.7,230.3,115.1,500.4,351.2,380.1,400.7,192.0,91.6,142.5,250.3,50.6,236.8,109.2,320.9,101.1,417.7,168.3,533.7,408.5,67.3,123.1,248.2,206.7,108.8,246.9,355.0,183.2,350.3,264.9,355.9,218.9,96.2,234.1,256.8,258.5,284.3,168.3,357.1,337.7,176.3,240.1,108.3,273.6,273.6,478.7,279.3,179.9,289.4,109.2,486.0,252.0,66.2
CU,524.3,494.3,404.2,450.5,145.9,60.3,312.3,330.1,257.1,214.9,376.6,366.4,245.7,112.3,348.9,502.1,154.9,0.0,385.2,494.1,293.4,27.0,657.0,108.5,302.5,91.2,436.4,166.4,522.1,474.1,117.5,368.6,316.6,378.1,415.9,498.0,305.1,328.8,474.1,314.4,204.3,414.3,346.3,103.8,110.2,596.3,288.6,390.4,415.1,212.1,521.2,477.2,184.4,224.3,461.3,47.7,309.1,393.3,427.8,412.6,405.6,180.3,258.4,245.4,103.7,76.6,328.3,1345.1,424.7,105.6,220.1,529.8,381.6,129.2,333.0,144.1,559.9,233.4,453.5,119.8,160.2,371.1,549.6,373.8,120.5,513.7,126.2,78.2,435.8,300.2,90.7,122.7,247.6,261.2,47.5,584.8,280.9,112.6,343.5,291.8,327.9,421.8,46.3,41.3,166.3,444.4,195.9,264.2,147.3,282.0,359.3,534.8,112.5,274.7,272.9,584.6,169.4,561.3,351.3,503.1,292.2,204.1,177.4,209.9,80.3,308.1,397.7,374.2,505.8,241.2,308.7,228.0,294.9,345.6,362.0,74.1,512.3,271.6,418.1,329.2,216.8,599.3,468.1,479.0,517.6,151.0,67.5,248.9,356.7,110.1,335.7,264.2,437.8,256.1,541.7,154.4,650.6,507.4,218.8,113.2,352.5,323.6,201.8,341.3,471.9,282.7,449.2,381.8,472.8,325.3,251.2,389.1,355.6,357.3,380.0,323.3,456.0,454.6,23.7,339.6,164.7,395.7,257.4,577.6,378.1,56.0,406.3,95.2,602.9,350.8,221.2
DA,252.5,222.5,337.0,198.5,233.5,293.7,115.0,99.3,211.6,175.7,254.7,280.6,187.5,224.0,185.8,230.6,236.8,341.7,0.0,223.8,246.9,316.3,385.5,347.1,257.0,401.1,364.9,344.6,245.0,202.6,218.8,205.5,292.8,255.9,178.8,226.5,78.5,77.3,202.3,153.1,200.5,142.8,412.6,288.0,319.5,324.5,132.6,226.4,329.6,292.8,249.7,205.4,320.5,224.4,189.5,366.6,86.7,181.9,138.3,140.8,180.0,425.5,157.4,199.9,312.3,277.9,165.2,1164.5,147.9,304.0,284.8,258.0,283.0,300.5,287.5,291.8,288.1,161.4,182.0,267.7,261.7,208.0,277.8,225.3,255.5,241.9,297.2,375.9,146.3,86.7,300.0,213.6,383.0,161.0,315.4,313.3,124.4,394.9,292.2,113.5,225.1,234.6,347.4,309.2,220.1,172.9,241.4,264.3,254.8,236.5,27.0,263.0,359.7,131.4,293.7,312.8,379.1,289.5,261.4,231.3,94.1,423.9,232.2,202.5,255.5,216.5,160.6,328.7,234.3,165.5,309.5,192.0,122.2,297.6,240.1,393.0,240.5,226.1,422.9,103.6,209.0,327.5,233.7,207.2,246.1,321.1,268.6,269.7,316.2,287.5,70.4,125.8,200.7,164.4,263.1,297.4,379.1,235.6,167.8,285.3,359.4,160.5,203.0,211.7,200.7,330.3,177.4,145.1,201.3,346.1,137.1,3.8,237.6,311.8,157.6,53.4,184.2,202.6,365.5,359.3,237.4,227.4,392.8,305.8,329.8,374.9,242.3,322.0,331.4,279.0,168.9
DD,75.4,177.1,284.3,100.5,402.5,448.5,225.6,279.9,314.4,336.4,223.0,245.5,291.2,393.0,210.1,6.8,397.5,497.0,234.4,0.0,279.2,464.6,161.6,516.1,270.2,525.0,324.2,448.3,172.0,121.8,387.8,194.0,345.0,203.2,159.5,75.9,281.1,189.5,112.4,178.3,304.2,93.7,392.1,391.7,423.8,111.8,301.6,188.5,294.9,360.5,25.8,131.0,388.2,316.5,138.4,481.5,261.7,166.7,137.0,138.6,230.4,509.4,326.4,291.2,416.0,446.9,215.9,995.3,83.7,473.0,352.5,206.4,230.3,406.0,260.5,452.5,173.4,329.2,56.7,428.4,399.5,183.6,227.2,249.6,402.7,125.7,457.9,524.2,141.9,271.3,403.7,382.6,434.3,330.0,463.7,93.8,293.4,546.4,239.5,282.5,249.4,152.4,491.1,457.5,387.9,122.1,351.3,345.7,357.2,289.5,240.7,179.7,532.5,234.1,357.1,215.6,457.5,173.3,249.5,185.9,245.1,481.8,369.0,338.5,424.5,286.7,141.3,301.7,51.0,269.2,365.2,354.9,273.6,291.1,234.2,507.9,87.4,299.9,395.9,180.4,339.1,144.0,96.3,161.8,46.1,431.7,437.6,331.9,289.2,448.2,182.6,286.5,171.7,325.1,46.3,401.1,155.2,92.3,332.0,425.5,330.3,184.8,305.5,236.0,69.1,380.8,150.5,125.8,53.9,312.0,297.8,230.4,260.7,305.2,204.8,241.7,49.7,117.4,486.2,339.7,339.9,197.8,446.5,117.5,277.1,489.8,171.7,491.0,107.5,254.6,329.6
DG,321.1,328.1,110.7,215.4,207.4,244.1,152.3,195.0,36.3,152.8,99.1,72.9,68.8,197.9,114.9,277.9,208.5,292.6,241.9,285.9,0.0,260.2,407.3,321.0,9.0,320.6,142.9,178.0,355.9,282.4,192.7,114.3,62.0,84.6,224.2,306.3,222.9,162.6,307.9,136.2,99.8,222.6,164.6,187.3,220.6,357.5,226.5,155.3,121.6,135.1,248.8,311.0,162.8,91.1,295.1,277.1,241.7,197.1,221.2,246.4,239.4,227.3,131.3,49.0,211.6,251.8,111.1,1120.7,258.5,277.9,127.1,363.6,88.1,201.6,39.5,263.5,393.7,117.3,261.8,239.4,186.8,136.0,383.4,90.4,198.3,347.5,268.9,319.8,210.9,223.2,199.3,187.5,152.2,131.9,259.3,339.5,151.6,331.1,50.0,162.5,99.5,164.0,287.9,253.1,186.5,247.1,128.9,69.4,152.8,11.4,216.0,368.6,337.4,108.5,95.2,418.4,175.4,395.1,73.8,336.9,171.8,220.2,149.8,117.3,229.4,72.2,206.0,80.7,314.1,75.0,78.7,147.9,200.3,49.6,84.5,303.5,346.1,21.8,174.9,161.1,107.6,389.7,178.3,312.8,295.3,191.0,242.5,107.7,68.2,259.2,169.5,202.1,206.7,194.0,284.9,180.7,400.9,341.2,160.2,222.3,109.3,140.2,102.3,112.9,221.4,94.3,283.0,190.1,281.1,91.0,189.1,245.8,78.1,66.2,217.0,216.4,289.8,204.3,281.8,118.7,136.7,118.7,162.0,363.2,84.6,285.4,148.3,295.9,353.0,57.3,159.1
DJ,497.2,467.2,377.1,423.4,127.8,33.2,287.5,291.4,230.0,187.8,349.5,339.3,227.6,94.2,321.8,475.0,127.8,32.3,358.1,468.2,265.3,0.0,629.9,107.8,275.4,84.7,409.3,145.3,489.7,447.0,99.4,341.5,294.1,351.0,388.8,470.9,278.0,301.7,447.0,289.1,177.2,387.2,325.2,76.7,83.1,569.2,261.5,363.3,388.0,185.0,494.1,450.1,157.3,197.2,434.2,71.6,291.6,366.2,400.7,385.5,378.5,159.2,231.3,218.3,82.6,49.5,301.2,1324.0,392.6,104.9,193.0,502.7,354.5,102.1,305.9,117.0,532.8,206.3,426.4,92.7,142.1,344.0,522.5,346.7,102.4,486.6,125.5,59.5,408.7,273.1,63.6,104.6,226.5,243.1,20.4,557.7,262.8,125.6,316.4,273.7,300.8,394.7,31.0,14.2,145.8,417.3,177.8,237.1,120.2,254.9,332.2,507.7,93.8,247.6,250.4,557.5,148.3,534.2,330.6,476.0,265.1,183.0,159.3,191.8,62.2,281.0,370.6,347.1,478.7,214.1,281.6,200.9,267.8,316.0,334.9,98.0,485.2,244.5,395.6,302.1,203.4,572.2,441.0,451.9,490.5,121.8,66.8,226.4,334.2,83.0,308.6,237.1,410.7,229.0,507.5,127.3,623.5,480.3,195.2,83.2,332.1,296.5,174.7,314.2,444.8,255.6,422.1,354.7,445.7,302.8,224.1,362.0,328.5,330.2,356.1,296.2,428.9,427.5,56.1,312.5,137.6,363.4,236.3,550.5,351.0,79.9,379.2,94.5,575.8,323.7,194.1
DQ,122.1,223.8,348.5,235.5,556.6,602.6,375.8,422.4,379.6,490.5,358.0,312.5,445.3,547.1,347.8,147.2,551.6,651.1,388.5,154.0,344.3,618.7,0.0,670.2,334.4,679.1,388.4,524.3,223.7,275.9,541.9,329.0,409.2,267.4,313.6,184.9,435.2,339.7,220.2,334.6,458.3,247.8,432.9,545.8,579.1,158.5,455.7,323.5,359.1,514.6,160.8,194.7,542.3,470.6,185.1,635.6,416.0,320.8,287.2,253.8,384.5,573.6,480.5,392.3,570.1,601.0,370.0,1036.1,242.4,627.1,506.6,253.1,294.5,560.1,324.7,606.6,220.1,484.5,210.8,582.5,553.6,318.6,273.9,403.7,556.8,172.4,612.0,678.3,278.5,425.4,557.8,536.7,498.5,484.1,617.8,71.3,447.5,689.6,303.7,436.6,403.5,287.4,649.8,611.6,543.2,276.2,505.4,412.7,512.6,354.7,394.8,226.4,682.8,389.2,443.9,258.5,521.7,220.0,378.1,232.6,399.2,546.0,523.1,493.8,578.6,381.9,295.4,365.9,160.0,423.3,429.4,509.0,427.3,352.8,369.2,662.0,134.1,365.1,460.1,329.6,479.1,190.7,231.3,208.5,149.3,578.9,591.7,487.2,353.4,602.3,332.8,440.6,306.7,479.2,158.9,555.2,81.8,139.0,482.6,583.7,396.6,338.9,460.8,390.1,204.1,445.2,197.2,279.9,203.0,376.2,451.9,384.5,401.9,367.0,362.1,392.1,203.8,252.4,640.3,403.9,495.2,267.2,508.3,164.2,341.3,643.9,306.7,645.1,18.2,318.8,483.7
DS,540.8,510.8,420.8,449.0,123.0,121.8,276.6,278.9,273.7,175.3,393.2,383.0,242.9,133.6,347.4,500.6,115.3,104.4,345.6,493.8,309.0,118.3,655.5,0.0,319.1,124.7,453.0,263.7,533.3,472.6,138.8,367.1,325.6,394.7,414.4,496.5,265.5,345.3,490.6,314.7,226.7,412.8,461.9,191.8,181.5,605.7,249.0,388.9,431.7,261.1,519.7,493.7,272.4,246.7,477.8,152.2,279.1,391.8,426.3,429.1,422.1,277.6,218.8,262.0,201.0,106.0,326.8,1434.2,436.2,52.9,253.1,546.3,398.2,177.6,349.6,104.5,576.4,193.8,452.0,80.2,181.5,369.6,566.1,386.9,141.8,530.2,56.2,99.5,434.3,260.6,178.7,144.0,344.9,259.4,138.8,583.3,289.9,114.4,360.1,293.1,348.9,420.3,90.9,132.6,133.3,442.9,204.9,286.6,209.3,298.6,319.7,551.3,79.2,297.1,281.9,601.1,266.7,577.8,374.3,519.6,252.6,301.4,186.4,218.9,101.6,329.1,396.2,390.8,504.3,263.6,324.6,188.4,255.3,359.7,378.6,141.8,528.8,288.2,427.1,345.7,230.5,615.8,466.6,495.5,516.1,240.2,88.8,257.9,365.7,84.2,352.2,224.6,436.3,216.5,533.1,242.4,649.1,523.9,182.7,144.0,363.6,322.1,224.2,362.3,470.4,298.6,465.7,380.3,471.3,334.3,211.6,349.5,372.2,373.9,399.7,283.7,472.5,453.1,128.2,355.5,213.4,389.0,354.7,594.1,394.7,160.1,404.8,37.8,601.4,367.4,181.6
DT,308.4,336.9,101.6,224.2,216.2,252.9,157.2,203.8,45.1,161.6,92.7,60.2,77.6,206.7,123.7,265.2,217.3,301.4,250.7,272.0,9.8,269.0,394.6,329.8,0.0,329.4,133.8,186.8,359.4,291.2,201.5,109.7,70.8,75.5,230.2,303.2,231.7,171.4,316.7,146.8,108.6,231.4,155.5,196.1,229.4,344.8,235.3,152.4,112.5,143.9,236.1,319.8,171.6,99.9,303.9,285.9,250.5,202.2,230.0,255.2,248.2,236.1,140.1,57.8,220.4,260.6,119.9,1111.6,257.6,286.7,135.9,372.4,75.4,210.4,30.4,272.3,402.5,126.1,258.7,248.2,195.6,144.8,392.2,99.2,207.1,356.3,277.7,328.6,221.3,232.0,208.1,196.3,161.0,140.7,268.1,322.4,160.4,339.9,40.9,171.3,108.3,151.3,300.1,261.9,195.3,255.9,137.7,78.2,162.9,20.2,224.8,377.4,342.4,117.3,104.0,427.2,184.2,403.9,77.8,345.7,180.6,229.0,158.6,126.1,238.2,81.0,214.8,71.6,293.3,83.8,87.5,156.7,208.7,40.5,93.3,312.3,320.4,30.6,165.8,171.8,111.4,377.0,165.6,321.6,282.6,206.7,251.3,116.5,59.1,268.0,178.3,210.9,208.3,202.8,272.2,189.5,388.2,325.3,169.0,234.0,102.3,149.0,111.1,121.7,208.7,103.3,291.8,198.9,278.0,81.9,197.9,254.6,86.9,54.7,225.8,225.2,291.8,191.6,290.6,109.6,145.5,106.0,170.8,350.5,75.5,294.2,135.6,304.7,340.5,44.6,167.9
EA,554.3,524.3,434.2,480.5,197.9,103.3,344.6,361.5,287.1,257.9,406.6,396.4,297.7,164.3,378.9,532.1,197.9,74.0,428.2,525.3,322.4,70.0,687.0,124.5,332.5,0.0,466.4,184.6,546.8,504.1,169.5,398.6,351.2,408.1,445.9,528.0,348.1,358.8,504.1,346.2,234.3,444.3,364.5,146.8,153.2,626.3,331.6,420.4,445.1,242.1,551.2,507.2,214.4,254.3,491.3,53.4,361.7,423.3,457.8,442.6,435.6,198.5,301.4,275.4,121.9,119.6,358.3,1363.3,449.7,166.6,250.1,559.8,411.6,172.2,363.0,187.1,589.9,276.4,483.5,162.8,212.2,401.1,579.6,403.8,172.5,543.7,180.8,25.1,465.8,343.2,133.7,174.7,265.8,313.2,90.5,614.8,332.9,83.7,373.5,343.8,357.9,451.8,42.6,84.3,215.9,474.4,247.9,294.2,177.3,312.0,402.3,564.8,105.5,304.7,307.5,614.6,187.6,591.3,387.7,533.1,335.2,222.3,229.4,261.9,132.3,338.1,427.7,404.2,535.8,271.2,338.7,271.0,337.9,373.1,392.0,17.0,542.3,301.6,449.9,359.2,273.5,629.3,498.1,509.0,547.6,161.1,128.5,283.5,391.3,153.1,365.7,307.2,467.8,299.1,564.6,184.4,680.6,537.4,265.3,153.3,389.2,353.6,231.8,371.3,501.9,312.7,479.2,411.8,502.8,359.9,294.2,432.1,385.6,387.3,413.2,366.3,486.0,484.6,90.6,369.6,194.7,420.5,275.6,607.6,408.1,38.0,436.3,156.2,632.9,380.8,264.2
EC,367.5,455.6,49.9,295.6,334.9,371.6,272.9,322.3,163.8,280.3,207.0,178.9,196.3,325.4,195.1,324.3,336.0,420.1,362.5,331.1,127.4,387.7,399.2,448.5,118.6,448.1,0.0,305.5,464.1,362.6,320.2,176.3,189.5,151.9,304.4,362.3,343.5,290.1,397.6,225.6,227.3,302.8,158.9,314.8,348.1,403.9,348.9,235.5,40.6,262.6,295.2,422.9,290.3,218.6,422.6,404.6,352.7,277.3,301.4,373.9,366.9,354.8,258.8,176.5,339.1,379.3,238.6,1106.7,312.1,405.4,254.6,491.1,161.2,329.1,126.9,391.0,465.5,244.8,317.8,366.9,314.3,216.2,510.9,217.9,325.8,417.8,396.4,447.3,291.1,343.8,326.8,315.0,279.7,259.4,386.8,385.9,279.1,458.6,117.4,290.0,227.0,235.9,415.4,380.6,314.0,327.3,256.4,196.9,280.3,138.9,336.6,471.8,464.9,236.0,222.7,507.7,302.9,465.4,201.3,464.4,292.4,332.8,277.3,244.8,356.9,199.7,286.2,168.1,352.4,202.5,206.2,275.4,320.5,124.6,212.0,431.0,379.5,149.3,195.8,288.6,235.1,436.1,250.2,440.3,341.7,318.5,370.0,235.2,155.6,386.7,297.0,329.6,286.9,321.5,338.4,308.2,447.3,384.4,284.2,349.8,205.4,220.4,229.8,240.4,267.8,221.8,410.5,270.3,337.1,178.4,316.6,366.4,205.6,145.1,344.5,347.6,350.9,276.2,409.3,206.1,264.2,154.9,289.5,409.6,57.2,412.9,220.2,423.4,385.4,157.3,286.6
