from_stop,AC,AG,AI,AV,AZ,BB,BF,BJ,BP,BQ,CL,CP,CQ,CR,CT,CU,CZ,DI,DL,DZ,EB,EE,EI,EJ,EN,EP,ET,FC,FJ,FL,FP,FW,GB,GE,GG,GN,GO,GS,GT,HI,HJ,HV,IA,IB,ID,IE,IG,II,IK,IL,IR,IS,IW,JA,JC,JG,JI,JK,JP,KE,KI,KK,KM,KQ,KX,KY,LB,LG,LI,LJ,LY,MF,MP,MS,MT,MZ,NB,ND,NE,NF,NM,NN,NY,NZ,OA,OD,OE,OI,OK,ON,OT,OW,OZ,PA,PD,PJ,PN,PO,PQ,PR,PU,PV,PW,QD,QP,QR,QV,RA,RC,RF,RK,RO,RQ,RR,RS,RV,SD,SI,SL,SM,SN,TA,TC,TJ,TL,TV,UD,UE,UF,UJ,UL,UM,UN,UQ,UZ,VA,VD,VE,VG,VQ,VV,WC,WD,WE,WL,WT,XA,XJ,XL,XP,XT,YA,YL,YM,YN,YT,YV,ZO,ZW,ZX
KI,340.7,427.4,465.2,65.7,388.0,271.8,583.9,510.7,286.0,508.9,484.9,420.5,543.8,84.2,343.6,234.1,66.2,516.0,266.5,553.7,284.6,543.4,249.7,231.3,518.7,91.2,231.3,306.6,301.8,343.3,346.2,497.3,297.4,123.6,432.0,384.7,290.5,219.1,444.5,67.5,441.3,292.6,557.3,453.9,535.8,588.2,375.2,195.7,170.9,385.5,564.1,179.5,154.6,447.3,346.1,174.5,227.9,481.0,559.1,196.0,0.0,610.8,628.3,333.0,320.6,515.6,84.8,252.4,461.5,123.7,60.4,387.2,472.4,330.3,310.7,420.9,270.3,257.4,240.3,153.6,140.5,541.8,538.3,225.3,107.1,320.2,297.1,222.8,398.8,307.9,548.2,445.4,220.9,423.3,572.8,128.4,360.5,468.1,269.2,326.5,130.7,415.9,485.9,363.0,214.0,436.4,552.0,371.9,438.4,296.3,533.2,315.8,174.5,36.6,513.6,575.0,596.4,173.2,1973.4,187.9,434.5,339.9,113.1,409.7,359.8,413.6,153.9,279.7,312.5,78.3,312.8,436.1,569.7,476.3,179.8,440.0,557.5,359.3,423.5,110.2,505.4,547.8,464.5,267.3,555.3,98.7,330.9,528.5,153.9,166.9,528.6,427.6,252.7,173.2,460.4,136.6,285.3,111.7,575.1,164.3
KK,802.3,361.6,358.8,532.4,849.6,774.8,202.4,228.6,789.0,317.1,306.4,862.6,140.6,689.7,828.9,839.6,610.3,85.8,728.1,140.0,757.1,47.0,768.2,741.1,198.0,696.7,836.8,726.6,784.6,336.6,339.5,142.9,800.4,669.8,893.6,870.0,353.9,465.7,320.9,665.4,902.9,767.6,157.8,285.0,71.4,188.7,283.6,686.0,635.8,847.1,172.0,440.3,727.1,195.5,831.4,780.0,401.0,146.6,159.6,714.5,597.8,0.0,235.2,826.0,805.9,263.0,679.1,755.7,454.8,496.0,604.5,380.5,283.5,749.2,803.7,414.2,378.0,341.4,383.1,738.0,552.7,142.9,156.8,749.6,712.6,786.1,348.3,483.6,392.1,773.8,148.7,438.7,471.0,299.7,173.3,525.2,845.8,236.3,752.0,742.3,736.2,247.0,112.5,781.9,781.2,267.5,152.5,857.2,431.7,789.3,150.7,821.5,780.0,634.5,124.6,101.8,214.9,777.2,1805.8,693.7,265.6,801.5,574.7,190.5,821.4,318.7,597.4,754.7,795.3,611.3,787.8,329.7,96.5,244.5,641.4,316.4,143.8,267.7,219.5,603.8,97.3,72.9,926.1,752.6,169.0,653.1,796.8,173.2,727.9,507.0,108.0,889.2,792.6,634.8,203.3,742.1,746.9,662.8,183.0,504.4
KM,864.6,423.9,421.1,594.7,911.9,837.1,171.0,290.9,851.3,397.4,368.7,924.9,147.3,752.0,891.2,901.9,672.6,272.6,790.4,255.2,819.4,237.1,830.5,803.4,246.6,759.0,899.1,788.9,846.9,398.9,401.8,205.2,862.7,732.1,955.9,932.3,466.3,528.0,383.2,727.7,965.2,829.9,238.1,347.3,196.6,269.0,345.9,748.3,698.1,909.4,324.3,502.6,789.4,257.8,893.7,842.3,463.3,208.9,239.9,776.8,660.1,271.0,0.0,888.3,868.2,325.3,741.4,818.0,517.1,558.3,666.8,442.8,345.8,811.5,866.0,476.5,440.3,453.8,503.9,800.3,615.0,223.2,121.1,811.9,774.9,848.4,460.7,545.9,454.4,836.1,229.0,501.0,533.3,362.0,253.6,587.5,908.1,298.6,814.3,804.6,798.5,309.3,174.8,844.2,843.5,329.8,232.8,919.5,494.0,851.6,231.0,883.8,842.3,696.8,239.8,235.8,172.7,839.5,1775.2,756.0,327.9,863.8,637.0,252.8,883.7,381.0,659.7,817.0,857.6,673.6,850.1,392.0,230.5,306.8,703.7,378.7,242.4,330.0,331.4,666.1,262.0,226.9,988.4,814.9,178.8,715.4,859.1,165.0,790.2,569.3,223.2,951.5,854.9,697.1,265.6,804.4,809.2,725.1,335.3,566.7
KQ,259.4,688.8,726.6,334.6,306.7,240.8,845.3,720.3,255.0,770.3,714.6,389.5,822.2,261.1,129.4,172.9,350.7,749.6,285.9,769.3,360.0,777.0,325.1,144.2,780.1,256.0,136.7,365.2,270.8,604.7,607.6,763.2,266.4,300.7,202.3,170.5,551.9,480.5,705.9,324.9,302.4,368.0,818.7,715.3,811.6,849.6,636.6,271.1,355.9,265.0,752.8,440.9,230.0,703.4,131.9,221.6,489.3,742.4,820.5,271.4,347.7,844.4,817.0,0.0,106.4,725.2,250.2,127.9,722.9,341.7,344.9,648.6,720.7,367.8,69.9,682.3,531.7,518.8,501.7,294.9,358.5,803.2,799.7,194.3,235.7,292.6,558.5,484.2,660.2,304.9,809.6,706.8,460.9,684.7,834.2,397.3,146.3,729.5,238.2,326.4,246.0,677.3,747.3,357.9,178.0,697.8,813.4,157.7,699.8,63.3,794.6,284.8,221.6,317.2,729.2,816.1,857.8,207.9,1998.7,263.3,695.9,258.6,371.4,671.1,173.7,675.0,438.4,355.1,281.5,362.8,358.3,697.5,820.1,737.7,312.9,701.4,773.1,620.7,653.2,354.6,739.0,789.8,234.8,84.3,816.7,275.8,317.5,789.9,229.3,388.3,744.2,304.1,106.1,319.5,721.8,209.8,365.3,258.2,763.8,404.3
KX,180.5,660.1,697.9,305.9,227.8,203.7,816.6,697.8,217.9,741.6,692.1,352.4,799.7,250.4,21.9,162.2,322.0,727.1,248.8,746.8,325.6,754.5,311.5,115.5,751.4,245.3,126.0,328.1,233.7,576.0,578.9,740.7,229.3,272.0,127.9,96.1,523.2,451.8,677.2,314.2,194.9,333.6,790.0,686.6,789.1,820.9,607.9,257.5,327.2,157.5,730.3,412.2,216.4,680.9,57.5,210.9,460.6,713.7,791.8,257.8,324.4,821.9,794.5,117.8,0.0,702.7,221.5,99.2,694.2,313.0,316.2,619.9,698.2,330.7,95.5,653.6,503.0,490.1,473.0,281.3,329.8,774.5,771.0,157.2,225.0,255.5,529.8,455.5,631.5,267.8,780.9,678.1,432.2,656.0,805.5,368.6,38.8,700.8,201.1,289.3,207.0,648.6,718.6,320.8,155.6,669.1,784.7,50.2,671.1,81.1,765.9,247.7,210.9,306.5,706.7,793.6,829.1,179.2,1891.2,249.7,667.2,179.7,334.3,642.4,99.3,646.3,409.7,320.7,244.4,334.1,321.2,668.8,797.6,709.0,275.8,672.7,750.6,592.0,630.7,325.9,716.5,767.3,160.4,55.6,788.0,247.1,280.4,761.2,215.7,359.6,721.7,196.6,95.4,282.4,693.1,199.1,307.1,229.5,741.3,375.6
KY,676.8,236.1,242.7,406.9,724.1,649.3,226.6,57.9,663.5,133.6,140.6,737.1,186.5,564.2,703.4,714.1,484.8,134.7,602.6,172.4,631.6,162.1,642.7,615.6,161.4,571.2,711.3,601.1,659.1,211.1,214.0,140.0,674.9,544.3,768.1,744.5,289.1,340.2,195.4,539.9,777.4,642.1,200.0,168.9,178.5,230.9,158.1,560.5,510.3,721.6,204.4,314.8,601.6,41.0,705.9,654.5,275.5,123.7,201.8,589.0,472.3,229.5,310.0,700.5,680.4,0.0,553.6,630.2,329.3,370.5,479.0,255.0,117.7,623.7,678.2,235.6,252.5,276.6,316.1,612.5,427.2,184.5,181.0,624.1,587.1,660.6,283.5,358.1,247.8,648.3,190.9,313.2,345.5,174.2,215.5,399.7,720.3,92.8,626.5,616.8,610.7,130.9,128.6,656.4,655.7,151.4,194.7,731.7,253.1,663.8,175.9,696.0,654.5,509.0,132.3,226.1,239.1,651.7,1696.1,568.2,149.5,676.0,449.2,65.0,695.9,202.6,471.9,629.2,669.8,485.8,662.3,213.6,225.1,101.0,515.9,190.9,176.2,142.2,103.3,478.3,124.1,201.5,800.6,627.1,198.0,527.6,671.3,171.2,602.4,381.5,147.3,763.7,667.1,509.3,103.1,616.6,621.4,537.3,215.4,378.9
LB,251.9,485.0,522.8,124.1,299.2,215.5,642.3,543.5,238.6,562.3,544.9,352.9,645.4,29.0,242.4,178.9,140.2,572.8,177.7,592.5,209.2,600.2,121.8,176.1,577.1,36.0,176.1,231.2,234.2,401.7,403.8,586.4,250.0,50.4,343.2,283.5,348.9,277.5,502.9,66.6,352.5,217.2,615.7,512.3,594.2,646.6,429.7,136.4,177.3,296.7,576.0,237.9,99.4,526.6,244.9,119.3,284.5,539.4,617.5,104.0,82.5,667.6,640.2,277.8,219.4,548.4,0.0,197.2,519.9,144.4,134.4,444.8,543.9,254.9,255.5,479.3,328.7,315.8,297.9,80.4,161.2,600.2,596.7,173.9,46.3,244.8,355.5,268.9,457.2,232.5,606.6,503.8,263.6,480.9,631.2,186.8,259.3,526.5,201.6,251.1,75.5,473.5,544.3,287.6,158.8,494.8,610.4,270.7,516.9,245.9,591.6,248.2,119.3,89.9,552.4,636.0,654.8,118.0,1888.5,132.7,492.9,251.1,115.7,468.1,271.0,472.0,227.9,204.3,244.9,152.3,237.4,494.5,642.5,533.9,91.0,498.4,595.5,417.7,472.1,144.1,564.2,613.0,375.7,165.5,612.9,25.5,255.5,586.9,98.7,191.0,567.4,338.8,214.1,84.4,518.8,81.4,196.5,26.8,587.0,207.0
LG,210.7,619.4,657.2,265.2,258.0,145.0,775.9,650.9,159.2,700.9,645.2,293.7,752.8,180.6,111.7,125.3,281.3,680.2,190.1,699.9,266.9,707.6,244.6,74.8,710.7,175.5,92.9,269.4,175.0,535.3,538.2,693.8,170.6,231.3,184.6,152.8,482.5,411.1,636.5,244.4,284.7,274.9,749.3,645.9,742.2,780.2,567.2,190.6,286.5,255.5,683.4,371.5,149.5,634.0,114.2,141.1,419.9,673.0,751.1,190.9,267.2,775.0,747.6,108.8,88.7,655.8,180.8,0.0,653.5,272.3,275.5,579.2,651.3,272.0,86.5,612.9,462.3,449.4,432.3,214.4,289.1,733.8,730.3,98.5,155.2,196.8,489.1,414.8,590.8,209.1,740.2,637.4,391.5,615.3,764.8,327.9,128.6,660.1,142.4,230.6,165.5,607.9,677.9,262.1,82.2,628.4,744.0,140.0,630.4,72.1,725.2,189.0,141.1,236.7,659.8,746.7,788.4,118.7,1981.0,182.8,626.5,209.9,275.6,601.7,156.0,605.6,369.0,262.0,185.7,293.4,262.5,628.1,750.7,668.3,217.1,632.0,703.7,551.3,583.8,285.2,669.6,720.4,217.1,35.4,747.3,206.4,221.7,720.5,148.8,318.9,674.8,297.6,57.4,223.7,652.4,129.3,248.4,188.8,694.4,334.9
LI,701.6,121.4,190.0,431.7,748.9,674.1,441.3,340.9,688.3,317.6,340.2,761.9,401.2,589.0,728.2,738.9,509.6,426.8,627.4,404.7,656.4,433.7,667.5,640.4,376.1,596.0,736.1,625.9,683.9,163.2,133.3,354.7,699.7,569.1,792.9,769.3,299.3,365.0,171.2,564.7,802.2,666.9,414.7,250.8,393.2,445.6,242.0,585.3,535.1,746.4,473.8,339.6,626.4,324.0,730.7,679.3,300.3,338.4,416.5,613.8,497.1,467.6,524.7,725.3,705.2,372.2,578.4,655.0,0.0,395.3,503.8,200.0,317.3,648.5,703.0,114.9,277.3,286.8,340.9,637.3,452.0,399.2,395.7,648.9,611.9,685.4,293.7,382.9,92.8,673.1,405.6,85.8,370.3,204.7,430.2,424.5,745.1,325.5,651.3,641.6,635.5,218.5,343.3,681.2,680.5,261.7,409.4,756.5,132.4,688.6,390.6,720.8,679.3,533.8,389.3,432.4,453.8,676.5,1985.5,593.0,228.6,700.8,474.0,267.1,720.7,138.4,496.7,654.0,694.6,510.6,687.1,160.9,427.1,333.7,540.7,191.0,391.9,226.1,302.9,503.1,416.2,405.2,825.4,651.9,412.7,552.4,696.1,385.9,627.2,406.3,372.7,788.5,691.9,534.1,317.8,641.4,646.2,562.1,484.8,403.7
LJ,396.0,347.0,384.8,91.9,443.3,368.5,503.5,430.3,382.7,424.3,411.6,497.0,463.4,208.2,332.8,358.1,121.5,435.6,321.8,473.3,353.3,463.0,280.6,245.0,438.3,215.2,332.0,375.3,378.3,262.9,265.8,416.9,394.1,209.2,405.7,373.9,210.1,138.7,364.1,191.5,496.6,361.3,476.9,373.5,455.4,507.8,290.9,279.7,139.7,440.8,505.3,99.1,278.6,366.9,335.3,298.5,145.7,400.6,478.7,262.8,123.9,530.4,597.1,329.9,309.8,435.2,157.9,259.6,381.1,0.0,115.7,306.8,392.0,399.0,307.6,340.5,189.9,177.0,159.9,239.2,56.6,461.4,457.9,339.5,225.5,388.9,216.7,130.1,318.4,376.6,467.8,365.0,119.1,342.9,492.4,84.7,349.7,387.7,345.7,395.2,254.7,335.5,405.5,431.7,285.1,356.0,471.6,361.1,378.1,298.0,452.8,392.3,298.5,160.6,433.2,494.6,516.0,297.2,1984.1,287.4,354.1,395.2,168.4,329.3,377.1,333.2,209.2,348.4,389.0,133.6,381.5,355.7,489.3,395.9,235.1,359.6,477.1,278.9,338.8,125.4,425.0,467.4,438.2,256.5,474.9,184.3,399.6,448.1,277.9,46.5,448.2,482.9,296.5,228.5,380.0,260.6,340.6,166.7,516.3,62.5
LY,318.3,398.8,436.6,37.1,365.6,290.8,555.3,482.1,305.0,480.3,456.3,419.3,515.2,144.3,335.4,294.2,5.8,487.4,244.1,525.1,275.6,514.8,284.2,247.6,490.1,151.3,291.4,297.6,300.6,314.7,317.6,468.7,316.4,183.7,409.6,376.5,261.9,190.5,415.9,127.6,418.9,283.6,528.7,425.3,507.2,559.6,346.6,202.0,142.3,363.1,535.5,150.9,214.7,418.7,337.9,234.6,199.3,452.4,530.5,230.5,60.0,582.2,599.7,332.5,312.4,487.0,144.9,262.2,432.9,95.1,0.0,358.6,443.8,321.3,310.2,392.3,241.7,228.8,211.7,254.0,111.9,513.2,509.7,265.6,167.2,311.2,268.5,194.2,370.2,298.9,519.6,416.8,192.3,394.7,544.2,99.8,352.3,439.5,268.0,317.5,190.8,387.3,457.3,354.0,274.1,407.8,523.4,363.7,409.8,295.8,504.6,314.6,234.6,96.7,485.0,546.4,567.8,233.3,1986.7,209.7,405.9,317.5,90.7,381.1,337.4,385.0,93.4,270.7,311.3,17.8,303.8,407.5,541.1,447.7,157.4,411.4,528.9,330.7,394.9,81.6,476.8,519.2,442.1,259.1,526.7,169.1,321.9,499.9,214.0,138.3,500.0,405.2,299.1,150.8,431.8,196.7,262.9,156.1,546.5,135.7
MF,619.0,137.6,175.4,349.1,666.3,582.6,368.1,280.2,605.7,288.9,286.6,679.3,328.0,506.4,645.6,656.3,427.0,348.9,544.8,331.5,573.8,360.5,584.9,557.8,302.9,513.4,653.5,543.3,601.3,80.6,56.4,281.5,617.1,486.5,710.3,686.7,216.7,282.4,158.6,482.1,719.6,584.3,341.5,238.1,320.0,372.4,155.5,502.7,452.5,663.8,400.6,257.0,543.8,231.5,648.1,596.7,217.7,265.2,343.3,531.2,414.5,394.4,451.5,642.7,622.6,299.0,496.6,572.4,171.7,312.7,421.2,0.0,256.6,565.9,620.4,131.1,194.7,204.2,258.3,554.7,369.4,326.0,322.5,562.5,529.3,602.8,211.1,288.0,109.0,590.5,332.4,155.6,287.7,158.2,357.0,341.9,662.5,252.3,568.7,559.0,552.9,200.1,270.1,598.6,597.9,220.6,336.2,673.9,168.7,610.8,317.4,638.2,596.7,451.2,316.1,363.6,380.6,593.9,1912.3,510.4,214.0,618.2,391.4,193.9,638.1,123.8,414.1,571.4,612.0,428.0,604.5,146.3,353.9,260.5,458.1,154.1,318.7,143.5,242.2,420.5,338.3,332.0,742.8,568.7,339.5,469.8,613.5,312.7,544.6,323.7,299.5,705.9,609.3,451.5,244.6,558.8,563.6,479.5,411.6,321.1
MP,679.3,247.3,217.8,409.4,726.6,651.8,292.0,136.4,666.0,212.1,92.8,739.6,276.9,566.7,705.9,716.6,487.3,179.4,605.1,217.1,634.1,206.8,645.2,618.1,226.8,573.7,713.8,603.6,661.6,213.6,216.5,211.0,677.4,546.8,770.6,747.0,241.3,342.7,197.9,542.4,779.9,644.6,265.4,144.0,244.7,296.3,160.6,563.0,512.8,724.1,249.1,317.3,604.1,119.5,708.4,657.0,278.0,189.1,267.2,591.5,474.8,274.2,393.0,703.0,682.9,179.0,556.1,632.7,311.6,373.0,481.5,257.5,0.0,626.2,680.7,276.5,255.0,228.8,270.5,615.0,429.7,249.9,246.4,626.6,589.6,663.1,235.7,360.6,248.9,650.8,256.3,295.5,348.0,176.7,280.9,402.2,683.5,171.3,629.0,619.3,613.2,106.0,194.0,658.9,658.2,126.5,260.1,734.2,294.0,666.3,241.3,698.5,657.0,511.5,177.0,270.8,304.5,654.2,1758.8,570.7,124.6,678.5,451.7,117.8,698.4,177.7,474.4,631.7,672.3,488.3,664.8,188.7,269.8,179.5,518.4,193.4,220.9,144.7,55.5,480.8,168.8,246.2,803.1,629.6,263.4,530.1,673.8,236.6,604.9,384.0,192.0,766.2,669.6,511.8,168.5,619.1,623.9,539.8,260.1,381.4
MS,259.2,575.6,672.6,333.0,267.4,202.5,787.3,699.4,225.6,708.1,705.8,113.3,747.2,243.4,375.8,284.3,319.7,783.3,201.8,750.7,52.6,779.7,223.9,291.0,722.1,238.3,281.5,22.1,158.4,550.7,553.6,700.7,237.0,224.1,348.2,356.7,557.8,486.4,647.9,307.2,320.7,101.8,760.7,657.3,739.2,791.6,578.6,141.7,438.2,264.9,831.4,446.8,182.8,650.7,316.5,252.2,493.4,684.4,762.5,170.2,330.0,813.6,895.6,372.9,352.8,718.2,267.7,284.6,668.9,391.0,313.9,594.6,675.8,0.0,350.6,628.3,537.6,524.7,507.6,193.7,407.8,745.2,741.7,186.2,225.4,95.6,564.4,488.5,606.2,83.3,751.6,652.8,488.2,626.7,776.2,395.7,375.7,671.5,140.9,51.8,228.3,619.3,689.3,32.6,255.4,639.8,755.4,404.1,665.9,336.2,736.6,131.0,252.2,323.2,735.3,777.8,799.8,232.9,2156.3,149.4,637.9,256.1,222.0,613.1,276.0,621.0,360.2,121.0,89.2,331.8,113.8,643.5,773.1,679.7,163.5,643.4,737.9,562.7,690.8,377.5,772.7,751.2,380.7,298.9,758.7,284.1,106.3,731.9,183.6,434.2,718.7,307.0,284.9,170.1,663.8,214.3,220.6,294.6,842.4,431.6
MT,245.9,675.3,713.1,321.1,293.2,227.3,831.8,706.8,241.5,756.8,701.1,376.0,808.7,247.6,115.9,159.4,337.2,736.1,272.4,755.8,346.5,763.5,311.6,130.7,766.6,242.5,123.2,351.7,257.3,591.2,594.1,749.7,252.9,287.2,188.8,157.0,538.4,467.0,692.4,311.4,288.9,354.5,805.2,701.8,798.1,836.1,623.1,257.6,342.4,251.5,739.3,427.4,216.5,689.9,118.4,208.1,475.8,728.9,807.0,257.9,334.2,830.9,803.5,58.7,92.9,711.7,236.7,114.4,709.4,328.2,331.4,635.1,707.2,354.3,0.0,668.8,518.2,505.3,488.2,281.4,345.0,789.7,786.2,180.8,222.2,279.1,545.0,470.7,646.7,291.4,796.1,693.3,447.4,671.2,820.7,383.8,132.8,716.0,224.7,312.9,232.5,663.8,733.8,344.4,164.5,684.3,799.9,144.2,686.3,49.8,781.1,271.3,208.1,303.7,715.7,802.6,844.3,194.4,1985.2,249.8,682.4,245.1,357.9,657.6,160.2,661.5,424.9,341.6,268.0,349.3,344.8,684.0,806.6,724.2,299.4,687.9,759.6,607.2,639.7,341.1,725.5,776.3,221.3,70.8,803.2,262.3,304.0,776.4,215.8,374.8,730.7,290.6,92.6,306.0,708.3,196.3,351.8,244.7,750.3,390.8
MZ,654.3,59.9,142.7,384.4,701.6,626.8,396.3,300.9,641.0,203.3,300.2,652.4,333.8,541.7,680.9,691.6,462.3,325.9,580.1,359.7,546.9,353.3,620.2,593.1,331.1,548.7,688.8,516.4,636.6,115.9,86.0,309.7,652.4,521.8,745.6,722.0,252.0,317.7,126.2,517.4,754.9,619.6,304.0,210.8,348.2,354.9,194.7,538.0,487.8,699.1,428.8,292.3,579.1,206.5,683.4,632.0,253.0,293.4,325.8,566.5,449.8,422.6,479.7,678.0,657.9,274.0,531.1,607.7,128.2,348.0,456.5,152.7,277.3,539.0,655.7,0.0,230.0,239.5,293.6,590.0,404.7,354.2,350.7,601.6,564.6,575.9,246.4,335.6,32.8,563.6,314.9,112.1,323.0,159.7,339.5,377.2,697.8,191.1,604.0,532.1,588.2,178.5,298.3,571.7,633.2,221.7,364.4,709.2,17.4,641.3,345.6,611.3,632.0,486.5,344.3,387.4,408.8,629.2,1887.3,545.7,188.6,653.5,426.7,222.1,673.4,91.1,449.4,606.7,603.2,463.3,594.1,113.6,382.1,184.2,493.4,146.0,346.9,178.8,262.9,455.8,315.3,360.2,778.1,604.6,302.7,505.1,586.6,340.9,579.9,359.0,327.7,741.2,644.6,486.8,272.8,594.1,598.9,514.8,439.8,356.4
NB,587.8,210.2,248.0,227.5,635.1,560.3,366.7,278.8,574.5,287.5,285.2,648.1,326.6,377.2,524.0,527.1,290.5,347.5,513.6,330.1,542.6,359.1,553.7,436.2,301.5,384.2,524.3,512.1,570.1,126.1,129.0,280.1,585.9,400.4,596.9,565.1,205.3,160.8,227.3,360.5,688.4,553.1,340.1,236.7,318.6,371.0,154.1,471.5,330.9,632.6,399.2,135.4,447.6,230.1,526.5,467.5,96.1,263.8,341.9,500.0,292.9,393.0,450.1,521.1,501.0,297.6,377.8,450.8,244.3,191.1,284.7,170.0,255.2,534.7,498.8,203.7,0.0,172.2,136.7,430.4,247.8,324.6,321.1,531.3,400.1,571.6,211.9,166.4,181.6,559.3,331.0,228.2,166.1,206.1,355.6,220.3,540.9,250.9,537.5,527.8,423.7,198.7,268.7,567.4,476.3,219.2,334.8,552.3,241.3,489.2,316.0,607.0,467.5,322.4,314.7,357.2,379.2,466.2,1910.9,479.2,217.3,587.0,360.2,192.5,606.9,196.4,382.9,540.2,580.8,302.6,573.3,218.9,352.5,259.1,426.9,222.8,317.3,142.1,240.8,298.9,336.9,330.6,629.4,447.1,338.1,438.6,582.3,311.3,446.9,202.1,298.1,674.7,490.0,420.3,243.2,429.6,532.4,357.9,410.2,199.5
ND,543.8,235.0,272.8,206.3,591.1,516.3,391.5,253.2,530.5,316.5,227.4,676.9,356.0,356.0,502.8,505.9,269.3,258.5,469.6,296.2,501.1,285.9,450.6,415.0,326.3,363.0,503.1,540.9,526.1,150.9,153.8,290.1,541.9,379.2,575.7,543.9,33.0,149.5,252.1,339.3,601.0,509.1,364.9,261.5,323.8,395.8,182.8,427.5,309.7,563.6,328.2,90.1,426.4,236.3,505.3,446.3,133.0,288.6,366.7,456.0,271.7,353.3,468.2,499.9,479.8,258.1,356.6,429.6,269.1,169.9,263.5,194.8,233.5,563.5,477.6,228.5,192.3,0.0,41.6,409.2,226.6,349.4,345.9,491.1,378.9,536.7,39.6,139.4,206.4,524.4,355.8,253.0,105.7,230.9,380.4,199.1,496.2,275.7,493.5,556.6,402.5,223.5,293.5,596.2,455.1,244.0,359.6,531.1,246.0,463.2,340.8,540.1,446.3,308.4,256.1,349.9,404.0,445.0,1837.9,435.2,242.1,543.0,316.2,217.3,547.1,221.2,357.0,496.2,536.8,281.4,529.3,243.7,348.9,283.9,382.9,247.6,300.0,166.9,166.0,277.7,247.9,325.3,608.2,426.5,362.9,394.6,547.4,336.1,425.7,180.9,271.1,602.7,466.5,376.3,268.0,408.4,488.4,336.7,339.2,140.6
NE,512.0,270.5,308.3,174.5,559.3,475.6,427.0,288.7,498.7,347.8,262.9,613.0,391.5,324.2,471.0,474.1,237.5,294.0,437.8,331.7,469.3,321.4,418.8,383.2,361.8,331.2,471.3,491.3,494.3,186.4,189.3,325.6,510.1,347.4,543.9,512.1,68.5,107.8,287.6,307.5,612.6,477.3,400.4,297.0,359.3,431.3,218.3,395.7,277.9,556.8,363.7,82.4,394.6,271.8,473.5,414.5,89.5,324.1,402.2,424.2,239.9,388.8,503.7,468.1,448.0,293.6,324.8,397.8,304.6,138.1,231.7,230.3,269.0,515.0,445.8,264.0,133.7,35.4,0.0,377.4,194.8,384.9,381.4,459.3,347.1,504.9,75.1,113.4,241.9,492.6,391.3,288.5,113.1,266.4,415.9,167.3,487.9,311.2,461.7,511.2,370.7,259.0,329.0,547.7,423.3,279.5,395.1,499.3,281.5,436.2,376.3,508.3,414.5,276.6,291.6,385.4,439.5,413.2,1873.4,403.4,277.6,511.2,284.4,252.8,515.3,256.7,325.2,464.4,505.0,249.6,497.5,279.2,384.4,319.4,351.1,283.1,335.5,202.4,201.5,245.9,283.4,360.8,576.4,394.7,398.4,362.8,515.6,371.6,393.9,149.1,306.6,598.9,434.7,344.5,303.5,376.6,456.6,304.9,374.7,146.5
NF,211.7,544.7,582.5,242.9,259.0,184.2,697.2,609.3,198.4,622.2,633.8,310.1,657.1,115.6,293.5,184.0,229.6,668.8,137.5,688.5,151.0,696.2,41.3,163.2,632.0,110.5,181.2,173.0,194.0,460.6,463.5,610.6,209.8,30.3,303.0,323.2,467.7,396.3,557.8,130.9,312.3,159.0,670.6,567.2,649.1,701.5,488.5,62.1,273.3,256.5,672.0,356.7,55.0,560.6,271.3,124.4,405.1,594.3,672.4,23.5,153.7,723.5,736.2,282.9,270.5,644.4,95.9,202.3,578.8,240.4,223.8,504.5,585.7,196.7,260.6,538.2,447.5,434.6,417.5,0.0,257.2,655.1,651.6,159.0,90.2,186.6,474.3,400.0,516.1,174.3,661.5,562.7,359.6,536.6,686.1,305.6,310.4,581.4,161.4,192.9,100.5,529.2,599.2,229.4,145.9,549.7,665.3,321.8,555.7,246.2,646.5,222.0,124.4,123.2,648.4,688.3,709.7,105.1,1984.5,54.3,547.8,210.9,131.9,523.0,230.8,530.9,270.1,146.1,213.9,241.7,179.2,553.4,683.0,589.6,107.2,553.3,692.3,472.6,572.4,240.1,658.2,661.1,335.5,217.2,668.6,69.9,197.3,641.8,55.8,287.0,628.6,298.6,202.6,100.6,573.7,86.5,156.3,122.8,683.0,303.0
