from_stop,AI,AQ,AR,AY,BA,BE,BJ,BK,BM,BR,BS,BW,BX,CB,CE,CL,CM,CO,CR,CV,CW,DA,DE,DG,DL,DT,DW,EE,EO,FA,FH,FJ,FK,FL,FS,FU,FY,FZ,GB,GL,GN,GS,GW,GX,HJ,HL,HN,HS,HU,HY,IA,IE,IF,IR,IS,IT,IV,IY,JI,JO,JR,JT,JU,JW,KH,KT,LB,LC,LE,LF,LV,ML,MN,MS,MV,MW,MY,ND,NE,NG,NN,NO,NR,OG,OH,OM,OW,PF,PH,PK,PP,QA,QT,QU,QW,QX,QY,QZ,RA,RB,RI,SA,SC,SJ,SL,SS,SU,SV,SY,TB,TC,TI,TK,TL,TN,TP,TR,UE,UG,UH,UJ,UL,UO,UX,VF,VH,VI,VK,VM,VW,VX,VZ,WD,WI,WJ,WL,WO,WS,WX,XG,XH,XI,XJ,XP,XY,YJ,YO,YT,ZH,ZI,ZK,ZN
KT,493.6,256.8,633.2,540.7,576.9,179.0,144.7,555.3,524.5,653.4,599.5,241.0,137.9,337.1,371.3,300.6,339.3,176.7,308.4,379.3,267.7,247.6,437.0,533.1,679.4,282.1,501.7,242.9,283.7,27.1,681.8,661.3,265.6,509.5,323.3,141.2,187.6,320.2,257.6,645.2,578.5,187.0,225.2,618.4,408.2,552.0,304.5,210.7,187.7,271.1,565.1,266.2,625.8,261.3,193.7,669.0,341.8,204.2,413.9,533.5,658.4,159.0,339.4,147.8,236.1,0.0,136.8,260.8,167.1,245.8,163.2,649.1,441.9,620.4,590.7,666.9,181.7,236.8,681.8,509.6,518.2,189.0,303.9,155.4,307.5,686.1,299.5,518.0,459.2,339.3,556.5,646.5,490.8,682.2,173.1,294.1,476.1,153.8,602.3,645.2,1829.6,605.5,136.8,562.8,637.0,186.9,614.0,124.8,643.3,60.8,324.3,222.9,161.5,682.2,548.9,375.8,587.7,289.8,274.4,463.1,491.8,282.6,341.6,643.0,556.1,272.3,578.7,617.4,285.4,469.6,246.4,213.3,305.2,519.0,648.6,365.6,597.3,347.1,439.6,412.8,248.4,548.1,452.0,214.5,665.1,537.3,353.5,477.8,297.3,759.6,538.9,487.9
LB,377.8,319.6,517.4,500.1,461.1,153.1,207.5,514.7,483.9,545.2,485.2,132.8,200.7,399.9,434.1,363.4,402.1,68.5,371.2,338.7,330.5,139.4,328.8,417.3,571.2,344.9,461.1,134.7,175.5,120.8,573.6,553.1,157.4,393.7,215.1,204.0,250.4,212.0,320.4,529.4,548.6,249.8,288.0,561.9,296.2,436.2,278.6,234.8,250.5,333.9,465.4,329.0,517.6,324.1,256.5,628.4,404.6,267.0,305.7,425.3,550.2,183.1,402.2,210.6,298.9,151.8,0.0,152.6,209.2,308.6,226.0,608.5,335.6,590.5,482.5,558.7,73.5,299.6,573.6,469.0,477.6,251.8,195.7,218.2,199.3,645.5,191.3,447.1,359.9,402.1,448.3,605.9,450.2,574.0,235.9,356.9,435.5,177.9,494.1,537.0,1892.4,497.3,199.6,447.0,528.8,249.7,498.2,187.6,602.7,123.6,387.1,247.0,224.3,574.0,508.3,438.6,557.8,181.6,166.2,354.9,451.2,345.4,404.4,537.4,447.9,164.1,538.1,576.8,348.2,429.0,309.2,276.1,368.0,446.1,540.4,428.4,556.7,409.9,399.0,327.3,311.2,432.3,411.4,188.6,556.9,475.3,416.3,373.2,360.1,637.6,509.0,415.2
LC,304.7,437.6,439.3,427.0,388.0,271.1,255.3,435.6,410.8,467.2,393.9,105.0,318.7,517.9,502.4,481.4,466.7,168.5,447.4,265.6,368.8,48.2,250.8,344.2,493.2,462.9,388.0,61.6,25.2,238.8,495.6,431.4,84.3,320.6,142.0,322.0,368.4,134.0,324.6,456.3,473.9,272.5,406.0,483.9,223.1,363.1,396.6,352.8,368.5,338.1,387.4,333.2,439.6,442.1,324.1,555.3,522.6,385.0,227.7,347.3,472.2,301.1,523.3,328.6,399.7,269.8,182.2,0.0,327.2,384.5,297.5,535.4,262.5,503.5,404.5,480.7,210.4,375.5,495.6,395.9,404.5,319.4,117.7,244.6,58.1,572.4,113.3,374.0,281.9,466.7,370.3,532.8,377.1,496.0,353.9,410.4,362.4,295.9,416.1,459.0,1877.7,419.3,317.6,373.9,450.8,292.2,425.1,305.6,513.3,241.6,505.1,365.0,342.3,496.0,435.2,556.6,483.1,29.0,88.2,276.9,378.1,463.4,522.4,459.4,369.9,91.0,465.0,503.7,466.2,334.8,427.2,394.1,486.0,373.0,462.4,528.5,483.6,424.4,325.9,254.2,400.8,344.1,338.3,306.6,478.9,402.2,534.3,262.5,478.1,559.6,485.0,337.2
LE,567.9,299.3,707.5,615.0,651.2,116.3,192.7,629.6,598.8,728.0,673.8,294.6,166.3,322.4,413.8,320.0,381.8,251.0,350.9,453.6,310.2,321.9,507.2,607.4,753.7,332.2,576.0,317.2,358.0,195.2,756.1,735.6,339.9,583.8,397.6,77.3,230.1,394.5,300.1,722.4,652.8,270.7,267.7,692.7,482.5,626.3,215.5,99.9,230.2,313.6,639.4,308.7,700.1,303.8,241.7,743.3,327.1,246.7,488.2,607.8,732.7,48.2,381.9,190.3,278.6,226.2,211.1,335.1,0.0,288.3,211.2,723.4,516.2,694.7,656.5,741.2,256.0,279.3,756.1,583.9,592.5,237.0,378.2,203.4,364.4,757.7,373.8,592.3,533.5,381.8,630.8,720.8,565.1,756.5,215.6,336.6,550.4,43.0,676.6,719.5,1871.8,679.8,103.7,637.1,711.3,234.9,688.3,91.3,717.6,155.3,366.8,112.1,97.6,756.5,623.2,323.5,662.0,378.1,348.7,537.4,566.1,325.1,326.9,717.3,630.4,346.6,653.0,691.7,327.9,543.9,288.9,255.8,347.7,593.3,722.9,408.1,671.6,389.6,513.9,487.1,290.9,622.4,526.3,114.3,739.4,611.6,320.8,552.1,339.8,833.9,613.2,562.2
LF,624.8,149.0,764.4,671.9,708.1,310.2,182.4,686.5,655.7,784.6,730.7,393.6,195.6,229.3,263.5,192.8,231.5,307.9,207.8,510.5,125.0,378.8,568.2,664.3,810.6,181.9,632.9,374.1,414.9,209.2,813.0,742.4,396.8,640.7,454.5,244.2,79.8,451.4,89.9,776.4,709.7,161.8,99.4,749.6,539.4,683.2,435.7,292.2,182.5,103.4,696.3,98.5,757.0,153.5,152.9,800.2,234.0,96.4,545.1,664.7,789.6,240.8,231.6,117.3,104.6,240.2,268.0,392.0,270.1,0.0,200.9,780.3,573.1,751.6,721.9,798.1,312.9,8.5,813.0,640.8,649.4,148.2,435.1,193.1,421.3,814.6,430.7,649.2,590.4,231.8,687.7,777.7,622.0,813.4,121.8,151.4,607.3,246.8,733.5,776.4,1804.4,736.7,194.5,694.0,768.2,224.6,745.2,227.8,774.5,195.8,216.5,304.4,264.5,813.4,680.1,268.0,718.9,435.0,405.6,594.3,623.0,174.8,233.8,774.2,687.3,403.5,709.9,748.6,177.6,600.8,138.6,105.5,197.4,650.2,779.8,257.8,728.5,179.4,570.8,544.0,80.7,679.3,583.2,345.7,796.3,668.5,245.7,609.0,189.5,890.8,670.1,619.1
LV,563.7,253.4,703.3,610.8,647.0,239.7,30.7,625.4,594.6,723.5,669.6,311.1,116.5,333.7,385.5,297.2,349.8,246.8,241.4,449.4,205.0,317.7,507.1,603.2,749.5,278.7,571.8,313.0,320.4,148.1,751.9,644.5,335.7,579.6,393.4,183.1,184.2,390.3,160.8,715.3,648.6,108.7,221.8,688.5,478.3,622.1,354.4,213.1,179.4,174.3,635.2,169.4,695.9,257.9,122.6,739.1,338.4,200.8,484.0,603.6,728.5,161.7,336.0,144.4,235.9,179.1,206.9,330.9,217.7,220.7,0.0,719.2,512.0,690.5,660.8,737.0,251.8,211.7,751.9,579.7,588.3,117.9,374.0,41.4,377.6,756.2,369.6,588.1,529.3,349.8,626.6,716.6,560.9,752.3,169.7,246.6,546.2,167.7,672.4,715.3,1748.8,675.6,115.4,632.9,707.1,72.9,684.1,166.7,713.4,134.7,320.9,225.3,203.4,752.3,619.0,372.4,657.8,359.9,344.5,533.2,561.9,279.2,338.2,713.1,626.2,342.4,648.8,687.5,282.0,539.7,243.0,209.9,301.8,589.1,718.7,362.2,667.4,260.6,509.7,482.9,237.0,618.2,522.1,264.4,735.2,607.4,350.1,547.9,293.9,829.7,609.0,558.0
ML,321.9,888.1,302.5,266.7,287.5,665.4,705.3,202.4,250.5,324.3,277.7,620.8,709.0,908.2,857.0,931.9,821.3,608.6,802.0,283.6,822.7,545.1,507.5,311.9,158.9,860.8,229.7,476.5,540.1,629.1,96.0,117.4,465.1,301.6,454.1,712.3,758.7,462.9,778.5,273.5,234.9,702.4,861.7,194.8,401.0,261.9,790.9,747.1,810.8,792.0,311.1,787.1,206.8,832.4,754.0,80.9,912.9,775.3,484.4,333.7,119.6,695.4,877.9,718.9,850.3,660.1,622.3,537.2,721.5,820.4,747.5,0.0,383.2,244.3,265.2,108.9,650.5,811.4,96.0,161.8,348.9,749.3,503.4,694.6,546.5,58.7,483.1,264.0,320.1,820.0,310.0,58.4,236.8,95.6,744.2,864.3,248.8,690.2,253.2,213.5,1951.2,276.4,707.9,251.1,218.0,742.2,270.3,695.9,224.2,631.9,914.8,759.3,732.6,95.6,176.0,946.9,261.9,580.2,473.9,408.9,268.3,853.7,912.7,170.3,265.5,457.2,225.8,244.5,873.4,330.5,877.7,784.4,916.3,265.0,129.4,883.1,244.4,819.5,231.4,432.1,826.4,368.0,282.7,700.9,112.9,283.3,924.6,394.5,868.4,134.9,264.5,289.7
MN,71.5,593.9,211.1,249.1,154.8,427.4,476.7,196.8,232.9,343.8,178.9,281.4,475.0,674.2,669.4,637.7,633.7,310.7,614.4,101.0,590.2,228.5,213.8,111.0,377.5,619.2,223.4,178.6,229.0,395.1,379.9,359.4,167.2,87.4,156.2,478.3,524.7,136.2,546.0,223.1,296.0,493.9,562.3,340.1,116.9,129.9,552.9,509.1,524.8,559.5,230.0,554.6,323.9,598.4,545.5,390.7,678.9,541.3,190.7,215.3,356.5,457.4,690.3,484.9,573.2,426.1,324.4,252.4,483.5,605.9,500.3,370.8,0.0,317.8,284.7,365.0,352.6,596.9,379.9,231.3,208.9,540.8,205.5,466.0,209.1,407.8,156.4,140.8,69.8,633.7,230.6,368.2,168.0,380.3,510.2,631.8,197.8,452.2,225.0,343.3,1953.7,295.9,473.9,140.7,335.1,513.6,191.9,461.9,365.0,397.9,661.4,521.3,498.6,380.3,249.5,712.9,305.2,281.4,176.0,95.4,213.5,619.7,678.7,364.7,254.2,159.3,259.1,318.0,622.5,122.7,583.5,550.4,642.3,139.8,346.7,695.5,277.7,631.9,161.3,148.0,585.5,126.0,142.7,462.9,363.2,169.0,690.6,66.9,634.4,481.3,307.1,125.1
MS,241.3,765.3,207.8,92.9,206.9,602.8,653.2,121.8,191.5,330.2,197.1,516.7,646.4,845.6,904.7,809.1,869.0,546.0,849.7,221.0,776.2,463.8,461.7,231.3,307.7,790.6,159.3,413.9,464.3,566.5,305.2,326.6,402.5,221.0,391.5,649.7,696.1,371.5,781.3,219.8,45.3,729.2,733.7,202.9,338.4,181.3,728.3,684.5,696.2,794.8,259.9,789.9,302.6,769.8,702.2,253.5,850.3,712.7,438.6,287.9,286.7,632.8,847.9,656.3,744.6,597.5,559.7,487.7,658.9,754.3,671.7,233.6,314.9,0.0,267.5,295.2,587.9,745.3,305.2,99.2,286.3,697.5,440.8,663.9,444.4,270.6,391.7,212.8,277.9,869.0,209.3,231.0,185.6,304.8,681.6,802.6,186.2,627.6,221.7,297.1,2162.9,282.3,645.3,170.5,313.8,695.4,188.6,633.3,227.8,569.3,832.8,696.7,670.0,304.8,67.7,884.3,76.0,516.7,411.3,363.1,205.7,791.1,850.1,227.5,232.9,394.6,145.2,40.4,793.9,267.9,754.9,721.8,813.7,213.8,276.9,874.1,163.8,867.2,168.8,369.5,756.9,246.3,220.1,638.3,293.4,232.1,862.0,276.1,805.8,344.1,74.9,238.5
MV,236.6,776.5,117.8,324.8,202.2,610.0,619.1,136.9,308.6,91.4,146.1,443.3,657.6,856.8,779.3,815.9,735.1,484.8,724.3,315.2,745.0,411.1,315.9,195.5,163.6,800.9,261.3,361.2,390.2,577.7,166.0,145.5,328.5,216.3,346.3,660.9,707.3,275.4,704.0,137.1,248.5,624.7,744.9,162.8,322.6,176.6,727.0,691.7,707.4,714.3,305.7,709.4,110.0,781.0,676.3,309.8,853.0,723.9,296.9,137.7,142.6,640.0,800.2,667.5,755.8,608.7,507.0,413.6,657.6,734.2,669.8,289.9,310.2,257.9,0.0,152.3,516.6,733.7,166.0,193.4,365.5,663.1,339.6,616.9,376.5,282.0,295.6,216.5,226.4,742.3,133.4,287.3,243.7,166.4,684.3,786.6,280.4,634.8,68.5,129.4,1979.3,43.2,656.5,165.8,121.2,664.5,138.1,636.0,183.7,580.5,837.1,695.4,681.2,166.4,189.6,895.5,267.0,456.6,319.7,221.4,299.9,793.8,852.8,129.8,24.9,336.5,199.2,258.1,795.7,279.3,757.6,724.5,838.6,215.5,132.8,796.9,217.8,741.8,263.0,345.2,748.7,172.0,299.3,645.5,149.3,244.7,873.2,207.0,808.5,230.0,278.1,284.3
MW,310.1,852.8,192.5,308.7,275.7,686.3,705.9,213.2,292.5,213.4,222.4,519.6,733.9,933.1,859.8,892.2,824.1,570.8,804.8,325.6,825.5,487.4,392.2,271.8,47.7,886.9,271.7,437.5,466.5,654.0,14.8,120.2,404.8,289.8,422.6,737.2,783.6,351.7,784.5,210.6,276.9,705.2,821.2,83.6,400.1,250.1,811.8,768.0,813.6,794.8,376.3,789.9,139.8,857.3,756.8,177.1,937.8,800.2,373.2,222.5,8.4,716.3,880.7,743.8,850.9,685.0,583.3,489.9,742.4,821.0,750.3,138.4,383.7,286.3,162.5,0.0,592.9,814.2,14.8,203.8,390.9,752.1,424.4,697.4,462.5,147.7,371.9,288.3,302.7,822.8,198.8,154.6,278.8,15.2,769.1,864.9,290.8,711.1,142.0,102.3,1954.0,165.2,732.8,239.3,151.0,745.0,211.6,720.8,113.0,656.8,917.6,780.2,757.5,15.2,218.0,971.8,305.1,532.9,396.0,297.7,310.3,878.6,937.6,59.1,154.3,412.8,275.5,286.5,876.2,355.6,842.4,809.3,919.1,286.1,18.2,883.7,294.1,822.3,273.4,430.0,829.2,256.8,324.7,721.8,1.8,315.3,949.5,283.3,893.3,78.8,306.5,354.9
MY,401.9,374.2,552.1,534.8,495.8,207.7,251.5,538.8,518.6,580.2,519.9,146.8,255.3,454.5,488.7,413.6,456.7,103.2,425.8,373.4,385.1,174.1,359.4,452.0,605.9,407.1,503.6,169.4,210.2,175.4,608.3,577.2,192.1,417.8,249.8,258.6,305.0,246.7,378.2,567.0,581.7,304.4,342.6,586.0,320.3,470.9,322.6,289.4,305.1,388.5,500.1,383.6,552.3,378.7,311.1,663.1,448.6,321.6,340.4,449.4,584.9,237.7,456.8,265.2,353.5,206.4,104.7,187.3,253.2,352.6,280.6,632.6,370.3,611.3,508.7,594.6,0.0,354.2,608.3,503.7,512.3,306.4,219.8,272.8,216.6,677.5,226.0,481.8,394.6,457.0,483.0,640.6,484.9,608.7,290.5,400.9,459.6,232.5,528.8,571.7,1947.0,532.0,254.2,481.7,563.5,304.3,532.9,242.2,637.4,178.2,441.7,291.0,278.9,608.7,543.0,493.2,580.3,230.3,200.9,389.6,485.9,400.0,448.4,561.5,482.6,198.8,572.8,611.5,402.8,463.7,353.2,320.1,422.6,480.8,564.5,472.4,580.8,464.5,433.7,362.0,365.8,456.4,446.1,243.2,591.6,510.0,470.9,407.9,404.1,672.3,563.6,449.9
ND,616.3,140.5,755.9,663.4,699.6,301.7,173.9,678.0,647.2,776.1,722.2,363.7,187.1,220.8,255.0,184.3,223.0,299.4,199.3,502.0,116.5,370.3,559.7,655.8,802.1,165.8,624.4,365.6,406.4,200.7,804.5,733.9,388.3,632.2,446.0,235.7,71.3,442.9,81.4,767.9,701.2,153.3,90.9,741.1,530.9,674.7,427.2,283.7,174.0,94.9,687.8,90.0,748.5,145.0,144.4,791.7,225.5,87.9,536.6,656.2,781.1,232.3,223.1,108.8,96.1,231.7,259.5,383.5,261.6,8.9,192.4,771.8,564.6,743.1,713.4,789.6,304.4,0.0,804.5,632.3,640.9,139.7,426.6,184.6,430.2,808.8,422.2,640.7,581.9,223.0,679.2,769.2,613.5,804.9,113.3,142.9,598.8,238.3,725.0,767.9,1795.9,728.2,186.0,685.5,759.7,216.1,736.7,219.3,766.0,187.3,208.0,295.9,256.0,804.9,671.6,259.5,710.4,412.5,397.1,585.8,614.5,166.3,225.3,765.7,678.8,395.0,701.4,740.1,169.1,592.3,130.1,97.0,188.9,641.7,771.3,249.3,720.0,170.9,562.3,535.5,72.2,670.8,574.7,337.2,787.8,660.0,237.2,600.5,181.0,882.3,661.6,610.6
NE,325.2,876.0,206.4,323.8,290.8,701.4,693.2,228.3,307.6,228.2,237.5,555.4,749.0,948.2,844.9,919.8,809.2,584.7,789.9,340.7,810.6,533.0,411.4,286.9,62.8,893.2,279.0,452.6,481.6,669.1,0.0,105.3,419.9,304.9,437.7,752.3,798.7,366.8,766.4,222.8,292.0,690.3,849.6,98.7,414.0,265.2,826.9,783.1,798.7,779.9,391.4,775.0,154.9,872.4,741.9,162.2,952.9,815.3,388.3,237.6,23.5,731.4,865.8,758.9,838.2,700.1,598.4,505.0,757.5,808.3,735.4,125.7,398.8,301.4,169.1,15.0,626.6,799.3,0.0,218.9,406.0,737.2,439.5,682.5,461.7,135.5,387.0,302.2,317.8,809.2,213.9,139.7,293.9,0.3,784.2,852.2,305.9,726.2,157.1,117.4,1939.1,180.3,747.9,254.4,166.1,730.1,226.7,735.9,128.1,671.9,902.7,795.3,772.6,0.3,233.1,986.9,319.0,534.0,411.1,312.8,325.4,936.1,952.7,74.2,169.4,427.9,290.6,301.6,861.3,370.7,865.6,824.4,904.2,301.2,33.3,871.0,309.2,807.4,288.5,445.1,814.3,271.9,339.8,736.9,16.8,330.4,964.6,298.4,950.8,63.9,321.6,370.0
NG,165.1,666.0,131.6,104.8,130.7,503.5,553.9,45.6,88.6,254.0,120.9,417.4,547.1,746.3,805.4,709.8,769.7,446.7,750.4,121.7,676.9,364.5,349.8,155.1,213.5,691.3,60.0,314.6,365.0,467.2,211.0,232.4,303.2,144.8,292.2,550.4,596.8,272.2,682.0,143.6,98.1,629.9,634.4,108.7,239.1,105.1,629.0,585.2,596.9,695.5,149.2,690.6,226.4,670.5,602.9,159.3,751.0,613.4,326.7,211.7,192.5,533.5,748.6,557.0,645.3,498.2,460.4,388.4,559.6,655.0,572.4,139.4,221.3,107.5,191.3,201.0,488.6,646.0,211.0,0.0,187.0,598.2,341.5,564.6,345.1,176.4,292.4,102.1,201.7,769.7,133.1,136.8,74.9,210.6,582.3,703.3,86.9,528.3,145.5,202.9,2063.6,206.1,546.0,94.3,237.6,596.1,112.4,534.0,133.6,470.0,733.5,597.4,570.7,210.6,39.2,785.0,125.1,417.4,312.0,286.9,106.4,691.8,750.8,133.3,156.7,295.3,69.0,107.7,694.6,168.6,655.6,622.5,714.4,103.1,182.7,774.8,87.6,767.9,69.5,270.2,657.6,170.1,120.8,539.0,199.2,121.4,762.7,176.8,706.5,249.9,127.7,127.8
NN,269.1,666.8,339.3,230.3,283.0,504.3,554.7,244.9,214.1,453.3,289.1,418.2,547.9,747.1,806.2,710.6,770.5,447.5,751.2,122.5,677.7,365.3,350.6,259.1,412.8,692.1,191.3,315.4,365.8,468.0,410.3,431.7,304.0,248.8,293.0,551.2,597.6,273.0,682.8,351.3,277.2,630.7,635.2,308.0,239.9,258.1,629.8,586.0,597.7,696.3,254.7,691.4,425.7,671.3,603.7,358.6,751.8,614.2,327.5,406.0,391.8,534.3,749.4,557.8,646.1,499.0,461.2,389.2,560.4,655.8,573.2,338.7,222.1,306.8,390.6,400.3,489.4,646.8,410.3,199.2,0.0,599.0,342.3,565.4,345.9,375.7,293.2,207.6,159.0,770.5,332.4,336.1,180.4,409.9,583.1,704.1,165.7,529.1,353.2,402.2,2064.4,405.4,546.8,268.9,436.9,596.9,320.1,534.8,332.9,470.8,734.3,598.2,571.5,409.9,238.5,785.8,286.4,418.2,312.8,206.1,181.4,692.6,751.6,332.6,356.0,296.1,268.3,307.0,695.4,169.4,656.4,623.3,715.2,208.6,382.0,775.6,286.9,768.7,129.2,271.0,658.4,274.1,66.5,539.8,398.5,226.9,763.5,177.6,707.3,449.2,288.3,233.3
NO,548.1,174.9,687.7,595.2,631.4,233.5,105.7,609.8,579.0,707.9,654.0,295.5,118.9,255.2,289.4,210.9,257.4,231.2,213.1,433.8,176.7,302.1,491.5,587.6,733.9,207.8,556.2,297.4,338.2,132.5,736.3,715.8,320.1,564.0,377.8,167.5,105.7,374.7,132.5,699.7,633.0,59.9,143.3,672.9,462.7,606.5,359.0,215.5,87.8,146.0,619.6,141.1,680.3,179.4,4.7,723.5,259.9,122.3,468.4,588.0,712.9,164.1,257.5,65.9,154.2,163.5,191.3,315.3,183.8,192.4,124.2,703.6,496.4,674.9,636.7,721.4,217.6,183.4,736.3,564.1,572.7,0.0,358.4,116.4,344.6,737.9,354.0,572.5,513.7,257.4,611.0,701.0,545.3,736.7,91.2,218.3,530.6,170.1,656.8,699.7,1702.5,660.0,117.8,617.3,691.5,147.9,668.5,151.1,697.8,119.1,242.4,227.7,187.8,736.7,603.4,260.9,642.2,344.3,328.9,517.6,546.3,200.7,259.7,697.5,610.6,326.8,633.2,671.9,203.5,524.1,164.5,131.4,223.3,573.5,703.1,283.7,651.8,232.3,494.1,467.3,166.5,602.6,506.5,271.7,719.6,591.8,258.2,532.3,215.4,814.1,593.4,542.4
NR,256.5,500.6,373.8,378.8,339.8,334.1,383.4,370.1,362.6,401.7,328.4,209.5,381.7,580.9,640.9,544.4,605.2,217.4,585.9,217.4,496.9,135.2,185.3,296.0,427.7,533.5,347.6,85.3,114.3,301.8,430.1,409.6,52.6,272.4,111.6,385.0,431.4,68.5,457.2,408.1,425.7,400.6,469.0,418.4,174.9,314.9,459.6,415.8,431.5,466.2,321.9,461.3,374.1,505.1,452.2,507.1,585.6,448.0,162.2,281.8,406.7,364.1,583.2,391.6,479.9,332.8,231.1,137.7,390.2,512.6,407.0,487.2,214.3,455.3,330.5,416.4,240.7,503.6,430.1,347.7,356.3,447.5,0.0,372.7,109.1,521.9,47.8,325.8,216.4,603.9,304.8,484.6,328.9,430.5,416.9,538.5,314.2,358.9,350.6,393.5,2025.4,353.8,380.6,325.7,385.3,420.3,376.9,368.6,447.8,304.6,568.1,428.0,405.3,430.5,387.0,619.6,434.9,180.7,43.8,211.4,329.9,526.4,585.4,393.9,304.4,60.6,416.8,455.5,529.2,269.3,490.2,457.1,549.0,324.8,396.9,609.4,435.4,552.5,277.7,206.0,492.2,278.6,290.1,369.6,413.4,354.0,597.3,197.0,541.1,494.1,436.8,271.7
OG,547.3,237.0,686.9,594.4,630.6,223.3,10.6,609.0,578.2,687.3,653.2,252.1,100.1,317.3,344.0,280.8,308.3,230.4,199.9,433.0,163.5,301.3,490.7,586.8,713.3,262.3,555.4,296.6,278.9,131.7,706.9,603.0,319.3,563.2,377.0,166.7,167.8,373.9,119.3,698.9,632.2,67.2,205.4,672.1,461.9,605.7,338.0,196.7,163.0,132.8,618.8,127.9,659.7,241.5,106.2,722.7,322.0,184.4,467.6,567.4,692.3,145.3,319.6,128.0,194.4,162.7,190.5,314.5,201.3,179.2,52.8,702.8,495.6,674.1,624.6,700.8,235.4,170.2,706.9,563.3,571.9,101.5,357.6,0.0,311.8,739.8,353.2,571.7,512.9,308.3,590.4,700.2,544.5,706.5,153.3,205.1,529.8,151.3,636.2,679.1,1707.3,639.4,99.0,616.5,670.9,47.5,667.7,150.3,697.0,118.3,304.5,208.9,187.0,706.5,602.6,356.0,641.4,343.5,328.1,516.8,545.5,262.8,321.8,696.7,590.0,326.0,632.4,671.1,265.6,523.3,226.6,193.5,285.4,572.7,682.5,370.1,651.0,219.1,493.3,466.5,195.5,601.8,505.7,248.0,699.0,591.0,333.7,531.5,277.5,745.8,592.6,541.6
OH,289.5,463.8,407.6,411.8,372.8,297.3,281.5,403.9,395.6,435.5,362.2,131.2,344.9,544.1,528.6,499.8,492.9,174.7,473.6,250.4,395.0,54.4,219.1,329.0,461.5,496.7,380.6,67.8,5.1,265.0,463.9,443.4,67.8,305.4,126.8,348.2,394.6,102.3,354.0,441.1,458.7,298.7,432.2,452.2,207.9,347.9,422.8,379.0,394.7,364.3,355.7,359.4,407.9,468.3,350.3,540.1,548.8,411.2,196.0,315.6,440.5,327.3,549.5,354.8,425.9,296.0,188.4,28.5,353.4,410.7,323.7,520.2,247.3,488.3,364.3,449.0,216.6,401.7,463.9,380.7,389.3,345.6,86.0,270.8,0.0,554.9,81.6,358.8,250.2,492.9,338.6,517.6,361.9,464.3,380.1,436.6,347.2,322.1,384.4,427.3,1903.9,387.6,343.8,358.7,419.1,318.4,409.9,331.8,481.6,267.8,531.3,391.2,368.5,464.3,420.0,582.8,467.9,57.5,56.5,245.2,362.9,489.6,548.6,427.7,338.2,75.8,449.8,488.5,492.4,303.1,453.4,420.3,512.2,357.8,430.7,554.7,468.4,450.6,310.7,239.0,427.0,312.4,323.1,332.8,447.2,387.0,560.5,230.8,504.3,527.9,469.8,305.5
OM,360.9,897.4,314.3,303.2,324.0,754.7,714.2,241.4,287.0,333.6,342.9,608.7,802.3,1001.5,866.3,936.8,830.2,674.7,811.3,320.1,832.0,554.4,516.8,392.3,168.2,953.7,258.4,513.0,549.4,722.4,105.3,129.2,525.3,337.7,490.6,805.6,852.0,472.2,791.0,330.7,271.4,714.2,871.0,203.7,440.0,298.4,880.2,836.4,820.1,801.3,347.6,796.4,216.1,925.7,763.3,117.4,1008.7,868.6,493.7,345.5,128.9,784.7,887.2,812.2,859.6,753.4,688.4,546.5,813.3,832.2,756.8,80.9,419.7,280.8,274.5,120.4,757.4,820.7,105.3,198.3,385.4,758.2,544.9,703.9,555.8,0.0,492.4,300.5,423.2,830.6,319.3,94.9,273.3,104.9,840.0,873.6,284.9,779.5,265.0,222.8,1960.5,285.7,801.2,287.6,227.3,754.0,332.1,788.8,233.5,725.2,924.1,848.6,825.9,104.9,212.5,1040.2,298.4,575.5,516.5,418.2,304.8,960.0,1008.5,179.6,274.8,493.7,262.3,281.0,882.7,367.0,889.5,880.2,925.6,301.5,138.7,892.4,280.9,828.8,267.9,468.2,835.7,376.9,319.2,790.2,122.2,319.8,1017.9,403.8,971.8,144.2,301.0,328.7
OW,208.6,480.8,325.9,330.9,291.9,314.3,363.6,322.2,314.7,353.8,280.5,168.3,361.9,561.1,593.0,524.6,557.3,197.6,538.0,169.5,477.1,115.4,137.4,248.1,379.8,506.1,291.9,65.5,94.5,282.0,382.2,361.7,32.8,224.5,91.8,365.2,411.6,20.6,432.9,360.2,377.8,380.8,449.2,370.5,127.0,267.0,439.8,396.0,411.7,446.4,274.0,441.5,326.2,485.3,432.4,459.2,565.8,428.2,114.3,233.9,358.8,344.3,563.4,371.8,460.1,313.0,211.3,117.9,370.4,492.8,387.2,439.3,166.4,407.4,291.1,367.3,239.5,483.8,382.2,299.8,308.4,427.7,52.4,352.9,74.6,476.3,0.0,277.9,168.5,557.3,256.9,436.7,281.0,382.6,397.1,518.7,266.3,339.1,302.7,345.6,1977.5,305.9,360.8,277.8,337.4,400.5,329.0,348.8,399.9,284.8,548.3,408.2,385.5,382.6,339.1,599.8,387.0,146.9,24.0,163.5,282.0,506.6,565.6,346.0,256.5,40.8,368.9,407.6,509.4,221.4,470.4,437.3,529.2,276.9,349.0,619.1,387.5,532.7,229.8,158.1,472.4,230.7,242.2,349.8,365.5,306.1,577.5,149.1,521.3,446.2,388.9,223.8
