from_stop,AE,AH,AI,AM,AO,AQ,AR,AW,BC,BQ,BT,BX,CB,CJ,CT,DN,DP,DQ,DV,EG,EK,EP,EV,FL,FZ,GB,GE,GK,GQ,GR,GU,GZ,HE,HQ,ID,II,IK,IQ,IT,IU,JD,JM,JO,JX,KA,KD,KL,LF,LI,LT,LW,LY,MF,MG,MI,MJ,MK,MT,MU,MV,NC,NG,OI,OP,OQ,OW,PC,PZ,QL,QP,QW,QY,RD,RU,SC,SH,SI,SN,SP,SR,SX,TD,TH,TM,TS,TU,UA,UB,UH,UU,VB,VJ,WA,XA,XQ,XR,XT,YC,YK,YN,YS,YU,ZD,ZP,ZR,ZW,ZX
WA,2104.7,249.1,395.0,314.8,317.4,207.9,238.7,317.4,317.2,442.7,176.3,77.2,392.1,206.4,448.7,54.4,400.7,119.0,141.9,173.3,190.0,381.7,423.4,165.9,256.8,407.1,276.4,178.9,177.8,225.7,394.9,137.3,190.0,415.5,502.0,465.5,417.2,458.4,127.5,345.9,121.7,163.6,270.3,383.5,356.5,275.8,461.5,376.9,123.7,40.9,285.4,324.7,482.3,215.8,166.3,490.4,79.1,505.7,377.7,432.3,67.6,173.1,482.1,373.9,211.4,468.2,235.7,443.5,211.5,195.5,338.3,414.0,270.2,512.1,233.6,365.0,190.6,350.7,252.1,104.7,350.6,327.7,136.6,475.6,279.6,107.3,271.8,223.2,437.3,177.1,452.4,179.0,0.0,331.0,302.6,394.0,322.9,246.4,398.9,299.3,374.0,427.2,305.3,315.9,419.6,314.8,530.3
XA,2203.1,83.9,118.4,226.3,223.7,236.2,125.5,223.7,223.9,147.8,299.5,282.8,79.2,203.0,182.3,352.5,134.3,398.1,249.0,280.4,175.3,85.1,128.5,294.8,107.4,112.2,106.1,296.9,194.7,145.7,115.6,395.5,175.3,149.1,198.9,170.6,150.8,192.0,406.6,69.3,301.8,344.6,126.9,88.6,59.9,49.3,166.6,95.3,302.8,286.3,190.7,98.1,159.3,190.3,237.0,195.5,350.8,209.0,111.3,137.4,298.0,257.6,159.5,79.0,198.6,173.3,201.8,173.7,228.9,266.2,61.7,119.1,86.4,209.0,191.1,67.6,353.9,19.6,124.7,286.9,74.0,76.8,338.0,198.3,97.3,305.7,111.5,110.2,142.4,305.0,157.5,202.3,335.9,0.0,212.9,99.1,66.5,131.5,132.5,85.5,94.0,132.3,135.1,225.2,124.7,226.3,222.9
XQ,2094.5,172.6,264.1,13.3,10.7,119.1,210.2,10.7,10.9,311.8,172.7,257.6,261.2,94.4,353.5,331.3,305.5,341.1,177.6,156.8,223.1,243.2,292.5,168.0,192.1,276.2,160.3,170.1,276.4,199.9,264.0,358.5,223.1,292.5,399.7,334.6,322.0,326.2,349.6,233.0,258.6,231.4,175.1,279.1,213.3,180.7,330.6,241.0,273.9,257.4,24.3,219.9,323.3,211.6,145.7,346.3,321.9,373.0,282.5,301.4,266.8,130.8,323.5,243.0,90.0,337.3,132.2,324.6,184.0,157.4,207.0,283.1,164.2,409.8,265.6,225.7,221.0,255.6,209.6,258.0,219.7,176.7,261.9,344.7,182.0,276.8,196.2,198.9,306.4,171.9,321.5,147.9,297.9,235.9,0.0,263.1,187.7,185.7,303.7,166.7,257.7,296.3,128.2,12.2,288.7,13.3,428.0
XR,2254.8,162.3,93.9,278.0,275.4,313.3,146.8,275.4,275.6,72.9,333.0,352.7,84.0,255.3,152.2,395.4,88.8,475.2,326.1,357.5,252.4,89.6,53.6,328.3,128.7,13.1,157.8,330.4,271.8,200.7,80.6,493.5,252.4,66.6,124.0,95.7,84.2,94.6,483.7,92.3,381.0,387.7,178.6,13.7,113.4,126.4,91.7,109.8,399.2,363.4,242.4,103.1,84.4,209.1,325.9,120.6,435.3,135.9,81.2,62.5,330.9,291.1,84.6,29.6,250.3,98.4,253.5,82.5,305.5,343.3,66.7,44.2,109.9,134.1,216.4,105.3,431.0,80.4,146.2,364.0,53.5,130.4,415.1,105.8,157.9,382.8,143.1,187.3,67.5,332.2,82.6,284.4,362.0,95.4,259.6,0.0,125.6,183.2,38.0,137.2,105.2,57.4,186.8,276.9,25.6,278.0,148.0
XT,2159.0,103.9,119.1,182.2,179.6,183.6,104.9,179.6,179.8,166.8,237.2,232.7,119.9,159.5,188.8,299.6,140.8,355.2,206.1,221.3,194.0,55.4,147.5,232.5,86.8,131.2,62.0,234.6,213.4,104.9,119.0,373.5,194.0,155.6,217.9,189.6,157.3,198.5,363.7,70.0,261.0,267.7,82.8,107.6,30.2,68.0,185.6,101.0,279.2,243.4,146.6,98.8,178.3,113.3,194.1,201.3,315.3,229.8,117.8,156.4,235.1,195.3,178.5,98.0,154.5,217.4,157.7,183.6,247.1,221.9,62.4,138.1,55.8,249.1,160.3,38.7,285.5,92.8,104.3,244.0,74.7,4.8,295.1,199.7,76.7,262.8,90.9,128.9,161.4,236.4,176.5,160.4,266.2,73.1,163.8,118.1,0.0,87.4,139.0,19.6,98.1,151.3,91.0,181.1,143.7,182.2,241.9
YC,2173.9,81.0,172.5,258.3,255.7,132.1,118.6,255.7,255.9,220.2,195.4,171.5,169.6,143.7,285.0,248.4,238.2,294.0,144.9,176.3,71.2,151.6,200.9,190.7,100.5,184.6,29.9,192.8,90.6,14.2,172.4,291.4,71.2,200.9,271.3,243.0,231.5,234.6,302.5,141.4,197.7,240.5,109.5,161.0,121.7,89.1,239.0,149.4,198.7,182.2,222.7,128.3,231.7,25.9,132.9,267.9,246.7,281.4,214.0,209.8,193.9,153.5,231.9,151.4,148.7,245.7,159.9,233.0,124.3,162.1,115.4,191.5,72.6,281.4,124.0,134.1,249.8,164.0,118.0,182.8,128.1,85.1,233.9,253.1,90.4,201.6,104.6,107.3,214.8,194.6,229.9,98.2,231.8,144.3,244.9,171.5,96.1,0.0,203.3,75.1,166.1,204.7,117.7,257.2,197.1,258.3,295.3
YK,2261.0,168.5,106.0,284.2,281.6,319.5,153.0,281.6,281.8,99.1,339.2,358.9,66.3,260.9,114.1,401.6,66.1,481.4,332.3,363.7,258.6,95.8,79.8,334.5,134.9,45.5,164.0,336.6,278.0,209.1,84.7,478.8,258.6,80.9,150.2,121.9,82.6,129.7,489.9,98.5,385.1,427.9,184.8,12.6,120.5,132.6,117.9,82.9,386.1,369.6,248.6,109.3,110.6,215.3,320.3,146.8,441.5,160.3,43.1,88.7,337.1,297.3,110.8,35.8,256.5,142.7,259.5,105.5,312.2,349.5,72.9,70.4,144.3,174.4,248.9,112.3,437.2,86.6,152.4,370.2,59.7,136.6,421.3,140.1,124.8,389.0,175.6,193.5,93.7,344.7,108.8,285.6,368.2,101.6,270.8,32.4,131.8,189.4,0.0,143.4,123.2,83.6,193.0,283.1,58.0,284.2,174.2
YN,2139.4,49.0,140.1,162.6,160.0,164.0,85.3,160.0,160.2,187.8,217.6,213.1,140.9,139.9,209.8,280.0,161.8,335.6,186.5,201.7,139.1,76.4,168.5,212.9,67.2,152.2,42.4,215.0,158.5,85.3,140.0,353.9,139.1,176.6,238.9,210.6,178.3,219.5,344.1,91.0,241.4,248.1,63.2,128.6,51.2,89.0,206.6,122.0,259.6,223.8,127.0,119.8,199.3,93.7,169.4,235.5,295.7,250.8,138.8,177.4,215.5,175.7,199.5,119.0,134.9,238.4,138.1,204.6,192.7,202.3,83.4,159.1,36.2,270.1,140.7,59.7,265.9,113.8,84.7,224.4,95.7,15.7,275.5,220.7,57.1,243.2,71.3,74.0,182.4,216.8,197.5,140.8,246.6,94.1,144.2,139.1,20.9,67.8,160.0,0.0,119.1,172.3,71.4,161.5,164.7,162.6,262.9
YS,2247.1,131.1,68.4,270.3,267.7,283.4,131.9,267.7,267.9,139.2,346.7,322.8,88.6,247.0,211.1,399.7,153.3,445.3,296.2,327.6,222.5,114.3,119.9,342.0,113.8,103.6,150.1,344.1,241.9,193.0,85.3,442.7,222.5,132.9,190.3,162.0,150.5,160.9,453.8,21.5,349.0,391.8,170.9,80.0,84.4,96.5,158.0,68.4,350.0,333.5,234.7,73.2,150.7,237.5,296.0,173.7,405.4,200.4,155.8,128.8,345.2,304.8,150.9,70.4,242.6,164.7,245.6,152.0,275.6,313.4,54.8,110.5,130.4,200.4,139.5,96.8,401.1,101.3,95.7,334.1,47.1,106.0,385.2,172.1,81.0,352.9,66.2,157.4,133.6,352.2,148.9,249.5,383.1,81.6,256.9,90.5,95.7,175.5,122.3,115.3,0.0,123.7,179.1,269.2,104.3,270.3,214.3
YU,2298.4,205.9,88.0,321.6,319.0,320.7,202.9,319.0,319.2,98.9,376.6,360.1,78.1,298.9,170.8,439.0,96.8,482.6,333.5,364.9,259.8,133.2,79.6,371.9,184.8,54.3,201.4,374.0,279.2,244.3,74.7,500.9,259.8,74.6,150.0,121.7,110.2,120.6,491.1,123.9,388.4,395.1,222.2,63.6,157.0,170.0,117.7,103.9,406.6,370.8,286.0,144.2,110.4,252.7,321.5,146.6,442.7,161.9,136.2,88.5,374.5,334.7,110.6,73.2,293.9,124.4,297.1,108.5,312.9,350.7,110.3,17.6,153.5,160.1,210.5,148.9,438.4,124.0,166.9,371.4,97.1,174.0,422.5,131.8,152.0,390.2,137.2,230.9,64.6,375.8,105.9,291.8,405.6,139.0,303.2,66.8,169.2,226.8,104.9,180.8,99.3,0.0,230.4,320.5,42.5,321.6,172.3
ZD,2124.5,82.2,172.4,219.3,216.7,155.2,118.5,216.7,216.9,220.1,221.9,198.6,169.5,144.2,261.8,265.5,213.8,321.1,172.0,203.4,165.3,151.5,200.8,217.2,100.4,184.5,68.6,219.3,184.7,111.5,172.3,339.4,165.3,228.6,271.2,242.9,230.3,241.8,329.6,141.3,226.9,233.6,83.4,160.9,126.3,89.0,238.9,154.3,245.1,209.3,183.7,128.2,231.6,119.9,160.0,267.8,281.2,283.1,190.8,209.7,201.0,180.0,231.8,151.3,139.2,245.6,123.6,229.7,218.4,189.2,115.3,191.4,69.4,281.3,173.9,134.8,276.9,163.9,117.9,209.9,128.0,90.8,261.0,253.0,90.3,228.7,104.5,107.2,214.7,221.1,229.8,126.3,232.1,144.2,200.9,171.4,96.0,94.0,212.0,75.0,169.4,204.6,0.0,218.2,197.0,219.3,295.2
ZP,2107.6,161.6,251.8,1.1,1.4,132.2,197.9,1.4,1.2,299.5,185.8,259.8,248.9,108.1,341.2,344.9,293.2,354.2,190.7,169.9,244.7,230.9,280.2,181.1,179.8,263.9,148.0,183.2,264.1,190.9,251.7,392.5,244.7,308.0,387.4,322.3,309.7,321.2,362.7,220.7,269.5,207.7,162.8,240.3,205.7,168.4,318.3,233.7,290.9,270.5,37.3,207.6,311.0,199.3,137.6,347.2,342.4,362.5,270.2,289.1,280.4,143.9,311.2,230.7,103.1,325.0,145.3,309.1,200.4,170.5,194.7,270.8,148.8,397.5,253.3,214.2,234.1,243.3,197.3,271.1,207.4,170.2,275.0,332.4,169.7,289.9,183.9,186.6,294.1,185.0,309.2,158.9,311.5,223.6,18.5,250.8,175.4,173.4,291.4,154.4,248.8,284.0,115.9,0.0,276.4,1.1,415.7
ZR,2279.1,185.3,68.3,302.3,299.7,301.0,183.2,299.7,299.9,97.2,357.3,346.0,58.4,279.6,176.5,419.7,113.1,462.9,313.8,345.2,240.1,128.6,77.9,352.6,165.1,11.8,182.1,354.7,259.5,225.0,55.0,460.3,240.1,77.9,148.3,120.0,108.5,118.9,471.4,104.2,366.6,409.4,202.9,38.0,152.4,150.7,116.0,88.7,367.6,351.1,266.7,124.5,108.7,233.4,301.8,131.7,415.6,160.2,105.5,86.8,355.2,315.4,108.9,53.9,274.6,122.7,277.6,110.0,293.2,331.0,91.0,68.5,162.4,158.4,190.8,145.1,418.7,119.4,147.2,351.7,77.8,160.2,402.8,130.1,132.3,370.5,117.5,211.6,72.1,356.5,106.9,267.1,386.3,134.4,288.9,24.2,149.9,207.5,62.3,161.5,82.6,67.3,211.1,301.2,0.0,302.3,172.3
ZW,2108.7,160.5,250.7,0.0,2.6,133.3,196.8,2.6,2.4,298.4,186.9,260.9,247.8,109.2,340.1,343.8,292.1,355.3,191.8,171.0,243.6,229.8,279.1,182.2,178.7,262.8,146.9,184.3,263.0,189.8,250.6,393.6,243.6,306.9,386.3,321.2,308.6,320.1,363.8,219.6,270.6,208.8,161.7,239.2,204.6,167.3,317.2,232.6,292.0,271.6,38.4,206.5,309.9,198.2,159.9,346.1,343.5,361.4,269.1,288.0,279.3,145.0,310.1,229.6,104.2,323.9,146.4,308.0,201.5,171.6,193.6,269.7,147.7,396.4,252.2,213.1,235.2,242.2,196.2,272.2,206.3,169.1,276.1,331.3,168.6,291.0,182.8,185.5,293.0,186.1,308.1,160.0,310.4,222.5,19.6,249.7,174.3,172.3,290.3,153.3,247.7,282.9,114.8,1.1,275.3,0.0,414.6
ZX,2229.8,281.2,214.8,396.9,394.3,432.2,265.7,394.3,394.5,93.4,451.9,471.6,204.9,374.2,155.2,514.3,190.1,594.1,445.0,476.4,371.3,208.5,129.2,447.2,247.6,181.1,276.7,449.3,390.7,319.6,201.5,612.4,371.3,167.9,95.8,74.5,166.9,138.1,602.6,211.2,499.9,506.6,297.5,138.9,232.3,245.3,52.9,200.6,518.1,482.3,361.3,222.0,72.7,328.0,433.0,61.1,554.2,20.4,226.2,120.3,449.8,410.0,72.9,148.5,369.2,126.7,372.4,145.9,424.9,462.2,185.6,184.3,228.8,105.9,337.3,224.2,549.9,199.3,265.1,482.9,172.4,249.3,534.0,40.6,278.8,501.7,264.0,306.2,136.8,451.1,108.0,403.3,480.9,214.3,378.5,163.1,244.5,302.1,174.9,256.1,226.1,166.6,305.7,395.8,169.3,396.9,0.0
