from_stop,AF,AL,AN,AV,AX,BA,BD,BN,BT,BY,CD,CE,CF,CH,CL,CR,CT,DC,DD,DG,DU,DX,EB,ED,EM,EV,FG,FN,FQ,FS,FW,FX,GB,GM,GZ,HD,HE,HK,HO,HQ,HT,HU,ID,IH,IL,IO,IV,IX,IZ,JA,JB,JC,JD,JG,JS,JW,JX,JY,KE,KG,KH,KL,KU,LC,LE,LP,LV,MB,MF,MI,ML,MY,NG,NI,NT,OG,OK,OL,OR,OU,OX,OY,OZ,PB,PF,PL,PN,PQ,PY,QE,QF,QH,QL,QU,QW,QX,QY,QZ,RF,RK,RN,RS,RU,RV,SB,SH,SR,SW,TA,TD,TZ,UC,UI,UV,UW,UX,VA,VD,VH,VI,VJ,VM,VR,VW,VZ,WP,WS,XB,XJ,XN,XW,YD,YE,YG,YJ,YK,YO,ZH,ZQ,ZU
MF,871.9,594.3,91.3,253.6,138.1,430.9,1153.1,577.9,950.6,740.7,629.0,394.9,343.5,683.0,254.3,190.9,1033.5,972.4,705.5,826.9,398.4,611.2,561.1,2382.5,495.6,443.3,643.6,578.0,590.5,366.0,661.1,486.8,791.9,449.5,387.2,681.7,1120.3,442.0,740.7,569.9,977.5,104.7,290.1,184.3,1059.7,713.3,547.9,115.4,463.7,884.7,790.5,674.2,191.3,865.4,848.5,1221.0,499.2,477.8,863.7,201.0,180.6,827.0,893.4,1134.5,826.3,467.4,635.4,837.3,0.0,480.4,1000.2,386.9,790.6,374.9,844.2,646.8,1122.6,815.2,675.9,248.9,910.5,11.5,738.5,231.1,660.9,1163.9,827.8,491.1,126.6,639.1,426.9,173.6,669.4,469.2,586.9,506.9,205.5,946.7,766.1,298.8,1036.2,309.8,484.7,298.6,593.3,151.6,896.1,652.2,342.6,582.8,693.2,338.7,262.6,990.6,670.4,830.2,268.1,488.8,193.3,619.7,786.5,875.7,221.2,620.2,316.1,38.5,487.3,967.9,290.5,714.5,1155.8,502.1,669.2,682.6,274.2,170.2,603.1,612.7,259.5,919.1
MI,524.6,229.0,396.5,605.3,527.7,296.2,805.8,230.6,603.3,393.4,279.6,260.2,657.9,335.7,643.9,296.8,686.2,625.1,358.2,479.6,712.8,263.9,195.8,2273.8,49.9,308.6,296.3,212.7,243.2,680.4,273.4,121.5,444.6,31.1,219.0,316.4,773.0,307.3,375.4,222.6,630.2,494.3,604.5,573.9,712.4,348.0,160.2,399.7,329.0,537.4,443.2,326.9,580.9,516.2,501.2,873.7,111.5,90.1,516.4,590.6,307.8,479.7,546.1,787.2,461.0,120.1,288.1,490.0,487.1,0.0,652.9,252.2,425.3,689.3,496.9,299.5,775.3,467.9,328.6,609.9,563.2,496.3,391.2,336.0,295.6,816.6,480.5,244.3,514.2,291.8,180.1,564.8,281.7,222.4,239.6,159.6,595.1,599.4,418.8,613.2,688.9,624.2,97.0,629.0,246.0,541.2,554.3,304.9,657.0,195.1,327.9,204.0,628.6,643.3,323.1,482.9,657.7,308.6,352.2,286.9,439.2,528.4,610.8,232.5,270.6,525.7,6.8,620.6,680.1,367.2,808.5,24.6,321.9,317.3,620.8,559.8,255.8,247.4,649.1,571.8
ML,393.2,641.0,878.0,1086.8,1009.2,777.7,751.0,580.2,548.5,338.6,451.7,741.7,1139.4,530.5,1125.4,778.3,554.8,493.7,475.1,348.2,1194.3,542.7,695.3,2755.3,649.8,790.1,491.1,656.7,592.8,1161.9,815.3,621.0,389.8,603.7,700.5,687.1,718.2,788.8,874.9,572.2,498.8,975.8,1086.0,1055.4,581.0,718.7,702.1,881.2,810.5,406.0,356.3,521.7,1062.4,386.7,349.7,818.9,653.4,632.0,385.0,1072.1,789.3,348.3,414.7,732.4,960.5,500.1,637.7,358.6,968.6,634.6,0.0,733.7,924.8,1170.8,442.1,364.2,720.5,413.1,347.5,1091.4,508.4,980.2,336.4,817.5,795.1,761.8,425.7,725.8,997.7,445.2,661.6,1044.7,823.6,703.9,384.0,539.0,1076.6,468.0,287.4,1094.7,634.1,1105.7,638.9,1110.5,440.8,1022.7,417.4,369.6,1138.5,737.0,827.4,685.5,1110.1,511.9,300.9,140.1,1139.2,790.1,833.7,622.0,384.4,397.0,1092.3,774.4,752.1,1007.2,641.5,489.2,1161.6,429.3,753.7,656.3,516.7,816.8,1102.3,1041.3,582.2,746.9,1130.6,517.0
MY,642.5,364.9,281.8,490.6,413.0,77.2,923.7,348.5,721.2,512.4,397.5,44.8,543.2,453.6,529.2,182.1,804.1,744.1,476.1,597.5,598.1,381.8,331.7,2305.9,266.2,93.2,409.5,348.6,361.1,565.7,431.7,257.4,562.5,220.1,157.8,452.3,890.9,91.9,511.3,340.5,748.1,379.6,489.8,459.2,830.3,483.9,318.5,285.0,113.6,655.3,561.1,444.8,466.2,634.1,619.1,991.6,269.8,248.4,634.3,475.9,193.1,597.6,664.0,905.1,596.9,238.0,406.0,607.9,372.4,251.0,770.8,0.0,561.2,574.6,614.8,417.4,893.2,585.8,446.5,495.2,681.1,381.6,509.1,221.3,431.5,934.5,598.4,261.7,400.6,409.7,197.5,450.1,440.0,240.9,357.5,277.5,480.4,717.3,536.7,498.5,806.8,509.5,255.3,514.3,363.9,426.5,672.2,422.8,542.3,353.4,463.8,50.5,513.9,761.2,441.0,600.8,544.1,326.0,237.5,404.8,557.1,646.3,496.1,390.8,155.9,411.0,257.9,738.5,565.4,485.1,926.4,272.7,439.8,453.2,506.1,445.1,373.7,383.3,534.4,689.7
NG,791.9,259.8,696.6,905.4,827.8,596.3,1073.1,296.4,870.6,660.7,549.0,560.3,958.0,603.0,944.0,596.9,953.5,892.4,625.5,746.9,1012.9,531.2,234.6,2573.9,450.4,608.7,563.6,275.5,328.3,980.5,615.9,421.5,711.9,404.3,519.1,230.8,1040.3,607.4,127.5,304.6,897.5,794.4,904.6,874.0,979.7,262.4,502.7,699.8,629.1,804.7,710.5,594.2,881.0,785.4,768.5,1141.0,454.0,432.6,783.7,890.7,607.9,747.0,813.4,1054.5,213.1,397.8,448.6,757.3,787.2,435.2,920.2,552.3,0.0,989.4,764.2,566.8,1042.6,735.2,595.9,910.0,830.5,798.8,658.5,636.1,189.3,1083.9,747.8,544.4,816.3,559.1,480.2,863.3,624.2,522.5,506.9,436.7,895.2,866.7,686.1,913.3,956.2,924.3,439.5,929.1,513.3,841.3,816.1,572.2,957.1,537.6,221.6,504.1,928.7,910.6,590.4,750.2,957.8,608.7,652.3,432.9,706.5,795.7,910.9,575.0,570.7,825.8,442.1,887.9,980.2,634.5,1075.8,456.9,589.2,123.6,920.9,859.9,523.1,369.7,949.2,839.1
NI,1056.5,778.9,372.6,148.2,252.1,615.5,1337.7,762.5,1135.2,925.3,813.6,579.5,54.7,867.6,393.6,465.7,1218.1,1157.0,890.1,1011.5,23.4,795.8,745.7,2315.9,680.2,627.9,828.2,762.6,775.1,8.5,845.7,671.4,976.5,634.1,571.8,866.3,1304.9,626.6,925.3,754.5,1162.1,286.8,96.4,323.6,1244.3,897.9,732.5,396.7,648.3,1069.3,975.1,858.8,330.6,1050.0,1033.1,1405.6,683.8,662.4,1048.3,340.3,461.9,1011.6,1078.0,1319.1,1010.9,652.0,820.0,1021.9,408.8,665.0,1184.8,571.5,975.2,0.0,1028.8,831.4,1307.2,999.8,860.5,152.8,1095.1,420.4,923.1,504.9,845.5,1348.5,1012.4,675.7,264.2,823.7,611.5,290.3,854.0,653.8,771.5,691.5,322.2,1131.3,950.7,87.3,1220.8,76.3,669.3,171.9,777.9,313.9,1080.7,836.8,32.1,767.4,877.8,523.3,171.5,1175.2,855.0,1014.8,250.6,740.0,474.6,804.3,971.1,1060.3,225.6,804.8,500.7,447.4,671.9,1152.5,273.0,899.1,1340.4,686.7,853.8,867.2,163.7,332.5,787.7,797.3,242.0,1103.7
NT,281.7,503.9,740.9,949.7,872.1,640.6,513.1,443.1,310.6,93.8,314.6,604.6,1002.3,393.4,988.3,641.2,443.3,382.2,338.0,236.7,1057.2,405.6,558.2,2618.2,512.7,653.0,354.0,519.6,455.7,1024.8,678.2,483.9,151.9,466.6,563.4,550.0,480.3,651.7,737.8,435.1,387.3,838.7,948.9,918.3,469.5,581.6,565.0,744.1,673.4,294.5,146.8,384.6,925.3,210.4,329.3,581.0,516.3,494.9,273.5,935.0,652.2,172.0,303.2,494.5,823.4,363.0,500.6,182.3,831.5,497.5,481.0,596.6,787.7,1033.7,0.0,227.1,482.6,175.2,210.4,954.3,66.2,843.1,157.9,680.4,658.0,523.9,187.8,588.7,860.6,308.1,524.5,907.6,686.5,566.8,246.9,401.9,939.5,356.5,183.7,957.6,396.2,968.6,501.8,973.4,303.7,885.6,305.9,232.5,1001.4,599.9,690.3,548.4,973.0,400.4,163.8,311.0,1002.1,653.0,696.6,484.9,146.5,285.5,955.2,637.3,615.0,870.1,504.4,377.7,1024.5,292.2,515.8,519.2,379.6,679.7,965.2,904.2,445.1,609.8,993.5,279.1
OG,275.3,307.0,544.0,752.8,675.2,443.7,556.5,246.2,354.0,144.1,117.7,407.7,805.4,196.5,791.4,444.3,436.9,375.8,141.1,230.3,860.3,208.7,361.3,2421.3,315.8,456.1,157.1,322.7,258.8,827.9,481.3,287.0,195.3,269.7,366.5,353.1,523.7,454.8,540.9,238.2,380.9,641.8,752.0,721.4,463.1,384.7,368.1,547.2,476.5,288.1,193.9,187.7,728.4,268.8,251.9,624.4,319.4,298.0,267.1,738.1,455.3,230.4,296.8,537.9,626.5,166.1,303.7,240.7,634.6,300.6,403.6,399.7,590.8,836.8,247.6,0.0,526.0,218.6,79.3,757.4,313.9,646.2,141.9,483.5,461.1,567.3,231.2,391.8,663.7,111.2,327.6,710.7,489.6,369.9,50.0,205.0,742.6,350.1,169.5,760.7,439.6,771.7,304.9,776.5,106.8,688.7,299.5,5.3,804.5,403.0,493.4,351.5,776.1,394.0,73.8,233.6,805.2,456.1,499.7,288.0,189.9,279.1,758.3,440.4,418.1,673.2,307.5,371.3,827.6,117.9,559.2,322.3,182.7,482.8,768.3,707.3,248.2,412.9,796.6,322.5
OK,616.5,815.0,1052.0,1260.8,1183.2,951.7,30.4,754.2,350.0,431.8,625.7,915.7,1313.4,704.5,1299.4,952.3,778.1,717.0,649.1,571.5,1368.3,716.7,869.3,2929.3,823.8,964.1,665.1,830.7,766.8,1335.9,989.3,795.0,351.8,777.7,874.5,861.1,129.9,962.8,1048.9,746.2,722.1,1149.8,1260.0,1229.4,804.3,892.7,876.1,1055.2,984.5,629.3,481.6,695.7,1236.4,545.2,640.4,131.2,827.4,806.0,608.3,1246.1,963.3,506.8,638.0,11.9,1134.5,674.1,811.7,517.1,1142.6,808.6,792.1,907.7,1098.8,1344.8,535.3,538.2,0.0,328.4,521.5,1265.4,601.6,1154.2,469.0,991.5,969.1,74.1,315.8,899.8,1171.7,619.2,835.6,1218.7,997.6,877.9,558.0,713.0,1250.6,691.3,518.5,1268.7,95.6,1279.7,812.9,1284.5,614.8,1196.7,640.7,543.6,1312.5,911.0,1001.4,859.5,1284.1,735.2,474.9,622.1,1313.2,964.1,1007.7,796.0,357.2,620.3,1266.3,948.4,926.1,1181.2,815.5,712.5,1335.6,603.3,66.0,830.3,690.7,990.8,1276.3,1215.3,756.2,920.9,1304.6,346.6
OL,288.0,486.5,723.5,932.3,854.7,623.2,337.8,425.7,135.3,103.3,297.2,587.2,984.9,376.0,970.9,623.8,449.6,388.5,320.6,243.0,1039.8,388.2,540.8,2600.8,495.3,635.6,336.6,502.2,438.3,1007.4,660.8,466.5,23.3,449.2,546.0,532.6,305.0,634.3,720.4,417.7,393.6,821.3,931.5,900.9,475.8,564.2,547.6,726.7,656.0,300.8,153.1,367.2,907.9,216.7,311.9,405.7,498.9,477.5,279.8,917.6,634.8,178.3,309.5,319.2,806.0,345.6,483.2,188.6,814.1,480.1,463.6,579.2,770.3,1016.3,206.8,209.7,307.3,0.0,193.0,936.9,273.1,825.7,140.5,663.0,640.6,348.6,12.5,571.3,843.2,290.7,507.1,890.2,669.1,549.4,229.5,384.5,922.1,362.8,190.0,940.2,220.9,951.2,484.4,956.0,286.3,868.2,312.2,215.1,984.0,582.5,672.9,531.0,955.6,406.7,146.4,293.6,984.7,635.6,679.2,467.5,28.7,291.8,937.8,619.9,597.6,852.7,487.0,384.0,1007.1,274.8,340.5,501.8,362.2,662.3,947.8,886.8,427.7,592.4,976.1,103.8
OR,265.4,342.9,579.9,788.7,711.1,479.6,546.6,282.1,344.1,134.2,151.5,443.6,841.3,232.4,827.3,480.2,427.0,365.9,177.0,220.4,896.2,244.6,397.2,2457.2,351.7,492.0,193.0,358.6,294.7,863.8,517.2,322.9,185.4,305.6,402.4,389.0,513.8,490.7,576.8,274.1,371.0,677.7,787.9,757.3,453.2,420.6,404.0,583.1,512.4,278.2,184.0,223.6,764.3,257.0,242.0,614.5,355.3,333.9,257.2,774.0,491.2,220.5,286.9,528.0,662.4,202.0,339.6,230.8,670.5,336.5,393.7,435.6,626.7,872.7,237.7,66.1,516.1,208.7,0.0,793.3,304.0,682.1,132.0,519.4,497.0,557.4,221.3,427.7,697.6,147.1,363.5,748.2,525.5,405.8,85.9,240.9,778.5,340.2,159.6,796.6,429.7,807.6,340.8,812.4,142.7,724.6,295.1,71.5,840.4,438.9,529.3,387.4,812.0,384.1,63.9,223.7,841.1,492.0,535.6,338.4,180.0,269.2,794.2,476.3,454.0,709.1,343.4,361.4,863.5,131.2,549.3,358.2,218.6,518.7,804.2,743.2,284.1,448.8,832.5,312.6
OU,970.2,692.6,219.7,4.6,99.2,529.2,1251.4,676.2,1048.9,839.0,727.3,493.2,94.5,781.3,287.6,319.3,1131.8,1070.7,803.8,925.2,149.4,709.5,659.4,2261.1,593.9,541.6,741.9,676.3,688.8,117.0,759.4,585.1,890.2,547.8,485.5,780.0,1218.6,540.3,839.0,668.2,1075.8,133.9,41.1,217.6,1158.0,811.6,646.2,243.8,562.0,983.0,888.8,772.5,224.6,963.7,946.8,1319.3,597.5,576.1,962.0,234.3,309.0,925.3,991.7,1232.8,924.6,565.7,733.7,935.6,255.9,578.7,1098.5,485.2,888.9,125.9,942.5,745.1,1220.9,913.5,774.2,0.0,1008.8,267.5,836.8,359.5,759.2,1262.2,926.1,589.4,111.3,737.4,525.2,137.4,767.7,567.5,685.2,605.2,169.3,1045.0,864.4,49.8,1134.5,60.8,583.0,49.6,691.6,161.0,994.4,750.5,93.6,681.1,791.5,437.0,18.6,1088.9,768.7,928.5,144.6,617.2,321.7,718.0,884.8,974.0,119.6,718.5,414.4,294.5,585.6,1066.2,167.0,812.8,1254.1,600.4,767.5,780.9,25.2,179.6,701.4,711.0,136.0,1017.4
OX,348.0,570.2,807.2,1016.0,938.4,706.9,579.4,509.4,376.9,160.1,380.9,670.9,1068.6,459.7,1054.6,707.5,509.6,448.5,404.3,303.0,1123.5,471.9,624.5,2684.5,579.0,719.3,420.3,585.9,522.0,1091.1,744.5,550.2,218.2,532.9,629.7,616.3,546.6,718.0,804.1,501.4,453.6,905.0,1015.2,984.6,535.8,647.9,631.3,810.4,739.7,360.8,213.1,450.9,991.6,276.7,395.6,647.3,582.6,561.2,339.8,1001.3,718.5,238.3,369.5,560.8,889.7,429.3,566.9,248.6,897.8,563.8,547.3,662.9,854.0,1100.0,66.2,293.4,548.9,241.5,276.7,1020.6,0.0,909.4,224.2,746.7,724.3,590.2,254.1,655.0,926.9,374.4,590.8,973.9,752.8,633.1,313.2,468.2,1005.8,422.8,250.0,1023.9,462.5,1034.9,568.1,1039.7,370.0,951.9,372.2,298.8,1067.7,666.2,756.6,614.7,1039.3,466.7,230.1,377.3,1068.4,719.3,762.9,551.2,212.8,351.8,1021.5,703.6,681.3,936.4,570.7,444.0,1090.8,358.5,582.1,585.5,445.9,746.0,1031.5,970.5,511.4,676.1,1059.8,345.4
OY,881.1,603.5,100.5,265.2,149.7,442.5,1164.7,589.5,962.2,752.3,636.1,406.5,355.1,692.2,265.9,202.5,1045.1,984.0,717.1,838.5,410.0,622.8,572.7,2394.1,507.2,452.5,650.5,589.6,602.1,377.6,672.7,498.4,801.1,461.1,398.8,693.3,1131.9,453.6,752.3,579.1,989.1,116.3,301.7,193.5,1071.3,724.9,557.1,127.0,472.9,896.3,802.1,685.8,200.5,875.1,860.1,1232.6,508.4,489.4,872.9,212.6,192.2,838.6,905.0,1146.1,835.5,479.0,644.6,848.9,11.5,489.6,1011.8,399.4,802.2,386.5,855.8,658.4,1134.2,826.8,685.1,260.5,922.1,0.0,750.1,242.7,672.5,1173.1,839.4,502.7,136.2,650.7,438.5,184.4,681.0,480.8,596.1,518.5,217.1,955.9,777.7,310.4,1047.8,321.4,496.3,307.8,604.9,163.2,913.2,663.8,354.2,594.4,704.8,350.3,274.2,1002.2,682.0,841.8,277.3,498.0,204.9,643.4,798.1,887.3,232.8,629.4,327.7,26.9,498.9,979.5,299.7,726.1,1167.4,513.7,680.8,694.2,285.8,179.4,614.7,624.3,268.7,928.3
OZ,246.6,397.8,634.8,843.6,766.0,534.5,486.4,337.0,283.9,74.0,208.5,498.5,896.2,287.3,882.2,535.1,408.2,347.1,231.9,201.6,951.1,299.5,452.1,2512.1,406.6,546.9,247.9,413.5,349.6,918.7,572.1,377.8,125.2,360.5,457.3,443.9,453.6,545.6,631.7,329.0,352.2,732.6,842.8,812.2,434.4,475.5,458.9,638.0,567.3,259.4,123.8,278.5,819.2,187.4,223.2,554.3,410.2,388.8,238.4,828.9,546.1,149.0,268.1,467.8,717.3,256.9,394.5,159.3,725.4,391.4,374.9,490.5,681.6,927.6,177.5,121.0,455.9,148.5,104.3,848.2,243.8,737.0,0.0,574.3,551.9,497.2,161.1,482.6,754.5,202.0,418.4,801.5,580.4,460.7,140.8,295.8,833.4,321.4,140.8,851.5,369.5,862.5,395.7,867.3,197.6,779.5,270.8,126.4,895.3,493.8,584.2,442.3,866.9,365.3,57.7,204.9,896.0,546.9,590.5,378.8,119.8,250.4,849.1,531.2,508.9,764.0,398.3,342.6,918.4,186.1,489.1,413.1,273.5,573.6,859.1,798.1,339.0,503.7,887.4,252.4
PB,734.1,456.5,133.8,380.5,265.0,293.1,1015.3,440.1,812.8,602.9,491.2,257.1,470.4,545.2,381.2,53.1,895.7,834.6,567.7,689.1,525.3,473.4,423.3,2300.7,357.8,305.5,505.8,440.2,452.7,492.9,523.3,349.0,654.1,311.7,249.4,543.9,982.5,304.2,602.9,432.1,839.7,231.6,417.0,311.2,921.9,575.5,410.1,137.0,325.9,746.9,652.7,536.4,318.2,727.6,710.7,1083.2,361.4,340.0,725.9,327.9,45.1,689.2,755.6,996.7,688.5,329.6,497.6,699.5,224.4,342.6,862.4,249.1,652.8,501.8,706.4,509.0,984.8,677.4,538.1,375.8,772.7,236.0,600.7,0.0,523.1,1026.1,690.0,321.9,253.5,501.3,289.1,300.5,531.6,331.4,449.1,369.1,332.4,808.9,628.3,425.7,898.4,436.7,346.9,425.5,455.5,278.5,758.3,514.4,469.5,445.0,555.4,200.9,389.5,852.8,532.6,692.4,395.0,257.6,89.5,481.9,648.7,737.9,348.1,482.4,178.3,263.0,349.5,830.1,417.4,576.7,1018.0,364.3,531.4,544.8,401.1,297.1,465.3,474.9,386.4,781.3
PF,716.4,249.4,568.3,777.1,699.5,468.0,997.6,307.3,795.1,585.2,473.5,432.0,829.7,527.5,815.7,468.6,878.0,816.9,550.0,671.4,884.6,455.7,106.3,2445.6,322.1,480.4,488.1,233.1,339.2,852.2,487.6,293.2,636.4,276.0,390.8,336.8,964.8,479.1,120.8,315.5,822.0,666.1,776.3,745.7,904.2,368.4,374.4,571.5,500.8,729.2,635.0,518.7,752.7,709.9,693.0,1065.5,325.7,304.3,708.2,762.4,479.6,671.5,737.9,979.0,206.4,311.9,459.5,681.8,658.9,306.9,844.7,424.0,170.7,861.1,688.7,491.3,967.1,659.7,520.4,781.7,755.0,670.5,583.0,507.8,0.0,1008.4,672.3,416.1,688.0,483.6,351.9,735.0,495.9,394.2,431.4,351.4,766.9,791.2,610.6,785.0,880.7,796.0,311.2,800.8,437.8,713.0,740.6,496.7,828.8,409.3,32.2,375.8,800.4,835.1,514.9,674.7,829.5,480.4,524.0,443.8,631.0,720.2,782.6,446.7,442.4,697.5,313.8,812.4,851.9,559.0,1000.3,328.6,513.7,62.7,792.6,731.6,447.6,241.4,820.9,763.6
PL,656.5,855.0,1092.0,1300.8,1223.2,991.7,123.3,794.2,390.0,471.8,663.6,955.7,1353.4,744.5,1339.4,992.3,818.1,757.0,689.1,611.5,1408.3,756.7,909.3,2969.3,863.8,1004.1,705.1,870.7,806.8,1375.9,1029.3,835.0,391.8,817.7,914.5,901.1,169.9,1002.8,1088.9,786.2,762.1,1189.8,1300.0,1269.4,844.3,932.7,916.1,1095.2,1024.5,669.3,521.6,735.7,1276.4,585.2,680.4,111.9,867.4,846.0,648.3,1286.1,1003.3,546.8,678.0,104.7,1174.5,714.1,851.7,557.1,1182.6,848.6,832.1,947.7,1138.8,1384.8,575.3,578.2,92.8,368.4,561.5,1305.4,641.6,1194.2,509.0,1031.5,1009.1,0.0,355.8,939.8,1209.7,659.2,875.6,1260.3,1037.6,917.9,598.0,753.0,1290.6,731.3,558.5,1308.7,135.6,1319.7,852.9,1324.5,654.8,1236.7,686.2,583.6,1352.5,951.0,1041.4,899.5,1324.1,775.2,514.9,662.1,1353.2,1004.1,1047.7,850.5,397.2,660.3,1306.3,988.4,966.1,1221.2,855.5,752.5,1375.6,643.3,8.0,870.3,730.7,1030.8,1316.3,1255.3,796.2,960.9,1344.6,386.6
PN,300.6,499.1,736.1,944.9,867.3,635.8,325.2,438.3,122.7,115.9,309.8,599.8,997.5,388.6,983.5,636.4,462.2,401.1,333.2,255.6,1052.4,400.8,553.4,2613.4,507.9,648.2,349.2,514.8,450.9,1020.0,673.4,479.1,35.9,461.8,558.6,545.2,292.4,646.9,733.0,430.3,406.2,833.9,944.1,913.5,488.4,576.8,560.2,739.3,668.6,313.4,165.7,379.8,920.5,229.3,324.5,393.1,511.5,490.1,292.4,930.2,647.4,190.9,322.1,306.6,818.6,358.2,495.8,201.2,826.7,492.7,476.2,591.8,782.9,1028.9,219.4,222.3,294.7,12.5,205.6,949.5,285.7,838.3,153.1,675.6,653.2,336.0,0.0,583.9,855.8,303.3,519.7,902.8,681.7,562.0,242.1,397.1,934.7,375.4,202.6,952.8,208.3,963.8,497.0,968.6,298.9,880.8,324.8,227.7,996.6,595.1,685.5,543.6,968.2,419.3,159.0,306.2,997.3,648.2,691.8,480.1,41.3,304.4,950.4,632.5,610.2,865.3,499.6,396.6,1019.7,287.4,327.9,514.4,374.8,674.9,960.4,899.4,440.3,605.0,988.7,91.2
PQ,618.7,341.1,370.1,578.9,501.3,269.8,899.9,324.7,697.4,487.5,375.8,233.8,631.5,429.8,617.5,270.4,780.3,719.2,452.3,573.7,686.4,358.0,307.9,2282.1,242.4,282.2,390.4,324.8,337.3,654.0,407.9,233.6,538.7,196.3,192.6,428.5,867.1,280.9,487.5,316.7,724.3,467.9,578.1,547.5,806.5,460.1,294.7,373.3,302.6,631.5,537.3,421.0,554.5,612.2,595.3,967.8,246.0,224.6,610.5,564.2,281.4,573.8,640.2,881.3,573.1,214.2,382.2,584.1,460.7,227.2,747.0,225.8,537.4,662.9,591.0,393.6,869.4,562.0,422.7,583.5,657.3,472.3,485.3,305.5,407.7,910.7,574.6,0.0,489.8,385.9,108.7,536.8,416.2,160.8,333.7,253.7,568.7,693.5,512.9,586.8,783.0,597.8,231.5,602.6,340.1,514.8,642.9,399.0,630.6,329.6,440.0,177.6,602.2,737.4,417.2,577.0,631.3,64.3,325.8,366.5,533.3,622.5,584.4,367.0,244.2,499.3,234.1,714.7,653.7,461.3,902.6,248.9,416.0,429.4,594.4,533.4,349.9,359.5,622.7,665.9
PY,886.9,609.3,106.3,128.9,13.4,445.9,1168.1,592.9,965.6,755.7,641.9,409.9,218.8,698.0,180.5,205.9,1048.5,987.4,720.5,841.9,273.7,626.2,576.1,2257.8,510.6,458.3,658.6,593.0,605.5,241.3,676.1,501.8,806.9,464.5,402.2,696.7,1135.3,457.0,755.7,584.9,992.5,20.5,165.4,110.5,1074.7,728.3,562.9,130.4,478.7,899.7,805.5,689.2,117.5,880.4,863.5,1236.0,514.2,492.8,878.7,127.2,195.6,842.0,908.4,1149.5,841.3,482.4,650.4,852.3,142.5,495.4,1015.2,401.9,805.6,250.2,859.2,661.8,1137.6,830.2,690.9,124.2,925.5,154.1,753.5,246.1,675.9,1178.9,842.8,506.1,0.0,654.1,441.9,50.5,684.4,484.2,601.9,521.9,80.8,961.7,781.1,174.1,1051.2,185.1,499.7,173.9,608.3,47.6,916.6,667.2,217.9,597.8,708.2,353.7,137.9,1005.6,685.4,845.2,194.3,503.8,208.3,649.2,801.5,890.7,147.4,635.2,331.1,181.1,502.3,982.9,216.7,729.5,1170.8,517.1,684.2,697.6,149.5,66.2,618.1,627.7,185.7,934.1
QE,354.2,297.2,534.2,743.0,665.4,433.9,635.4,236.4,432.9,223.0,111.3,397.9,795.6,186.7,781.6,434.5,515.8,454.7,187.8,309.2,850.5,198.9,351.5,2411.5,306.0,446.3,147.3,312.9,249.0,818.1,471.5,277.2,274.2,259.9,356.7,343.3,602.6,445.0,531.1,228.4,459.8,632.0,742.2,711.6,542.0,374.9,358.3,537.4,466.7,367.0,272.8,177.9,718.6,347.7,330.8,703.3,309.6,288.2,346.0,728.3,445.5,309.3,375.7,616.8,616.7,156.3,293.9,319.6,624.8,290.8,482.5,389.9,581.0,827.0,326.5,129.1,604.9,297.5,158.2,747.6,392.8,636.4,220.8,473.7,451.3,646.2,310.1,382.0,653.9,0.0,317.8,700.9,479.8,360.1,69.2,195.2,732.8,429.0,248.4,750.9,518.5,761.9,295.1,766.7,97.0,678.9,378.4,134.5,794.7,393.2,483.6,341.7,766.3,472.9,152.7,312.5,795.4,446.3,489.9,278.2,268.8,358.0,748.5,430.6,408.3,663.4,297.7,450.2,817.8,196.8,638.1,312.5,172.9,473.0,758.5,697.5,238.4,403.1,786.8,401.4
QF,556.8,279.2,308.2,517.0,439.4,207.9,838.0,262.8,635.5,425.6,313.9,171.9,569.6,367.9,555.6,208.5,718.4,657.3,390.4,511.8,624.5,296.1,246.0,2220.2,180.5,220.3,328.5,262.9,275.4,592.1,346.0,171.7,476.8,134.4,130.7,366.6,805.2,219.0,425.6,254.8,662.4,406.0,516.2,485.6,744.6,398.2,232.8,311.4,240.7,569.6,475.4,359.1,492.6,550.3,533.4,905.9,184.1,162.7,548.6,502.3,219.5,511.9,578.3,819.4,511.2,152.3,320.3,522.2,398.8,165.3,685.1,163.9,475.5,601.0,529.1,331.7,807.5,500.1,360.8,521.6,595.4,410.4,423.4,247.7,345.8,848.8,512.7,131.0,427.9,324.0,0.0,474.9,354.3,109.1,271.8,191.8,506.8,631.6,451.0,524.9,721.1,535.9,169.6,540.7,278.2,452.9,581.0,337.1,568.7,267.7,378.1,115.7,540.3,675.5,355.3,515.1,569.4,195.3,263.9,304.6,471.4,560.6,522.5,305.1,182.3,437.4,172.2,652.8,591.8,399.4,840.7,187.0,354.1,367.5,532.5,471.5,288.0,297.6,560.8,604.0
