from_stop,AA,AG,AO,AP,AS,AV,AY,BH,BL,BS,CZ,DA,DB,DI,DJ,DM,DP,DX,EG,EK,EP,EU,EW,EY,FA,FF,FP,FS,GD,GG,GJ,GK,GO,GV,GY,HO,IG,IK,IO,IQ,JD,JH,JO,JQ,JU,KC,KD,KI,KZ,LK,ML,MN,MX,MY,MZ,ND,NG,NK,NS,NY,OE,OG,OL,OT,PN,PV,QK,QQ,RC,RD,RF,RG,RH,RJ,RW,RY,RZ,SN,SP,SS,ST,SU,TG,TM,TN,TX,UB,UF,UN,UW,UX,VQ,VR,WB,WC,WD,WF,WI,WK,WT,XG,XJ,XN,XR,XY,YI,YM,YP,YT,YZ,ZA,ZD,ZG,ZN,ZO,ZQ,ZS,ZW
TM,242.7,410.0,410.0,151.6,375.8,203.6,215.0,153.0,417.6,184.5,172.5,506.1,218.0,169.0,400.0,473.7,331.2,369.0,148.1,103.4,290.2,362.6,236.4,114.3,161.0,422.4,59.2,293.4,314.2,146.3,395.3,1392.3,53.1,264.6,380.9,366.4,302.9,146.0,88.6,304.2,308.8,328.4,60.1,512.4,405.8,82.6,245.1,250.8,171.2,176.6,175.8,117.7,129.2,219.8,392.0,173.6,264.4,139.0,183.8,415.6,296.8,316.3,317.3,171.9,142.0,465.4,351.1,225.9,369.4,227.8,349.1,283.7,461.6,163.3,489.6,108.9,259.2,112.0,362.2,245.7,96.8,236.9,176.0,0.0,148.7,34.9,175.2,163.1,434.0,215.2,207.7,392.9,251.4,350.0,248.1,310.9,126.1,99.4,68.9,235.2,106.1,407.7,143.5,114.5,274.6,281.9,510.4,467.7,295.8,139.0,192.7,72.1,133.1,263.8,185.3,387.5,117.1,318.7
TN,127.5,358.5,439.3,220.5,333.4,272.7,153.1,221.9,374.9,253.4,241.4,478.5,240.4,32.7,372.4,428.7,391.8,339.7,240.9,87.2,262.6,426.9,177.3,183.2,253.8,394.8,168.4,362.5,366.1,215.2,399.8,1461.4,140.8,205.5,360.3,338.8,372.0,248.4,157.5,358.9,285.4,298.0,132.3,494.1,378.2,122.7,231.0,210.1,240.1,245.5,116.7,210.5,198.1,288.8,364.4,114.5,205.3,223.4,252.7,388.0,365.9,288.4,372.0,258.1,210.9,437.8,328.2,292.4,376.1,111.9,321.5,338.4,433.7,280.8,458.4,210.0,328.3,196.4,371.0,186.6,57.7,226.7,228.9,152.0,0.0,187.0,244.1,232.0,415.3,284.2,268.4,447.2,192.3,403.3,290.1,276.4,210.5,168.3,182.7,304.3,198.9,387.4,238.0,183.4,343.7,222.8,479.2,440.1,350.5,37.3,268.2,129.6,227.7,318.5,126.2,433.8,58.0,387.8
TX,257.1,274.8,375.0,143.0,350.0,178.0,210.0,144.4,382.6,175.9,163.9,495.1,187.2,194.0,389.0,438.7,296.2,354.6,113.1,121.3,279.2,327.6,209.5,93.3,126.0,411.4,89.5,278.8,279.2,115.8,360.3,1366.7,65.7,277.6,337.9,355.4,288.3,111.0,80.0,269.2,302.0,314.6,90.4,504.1,394.8,112.9,234.1,249.5,162.6,168.0,190.2,82.7,120.6,199.1,381.0,188.0,262.2,104.0,168.5,404.6,271.2,305.0,282.3,146.3,133.4,454.4,344.8,193.4,308.5,258.1,338.1,248.7,450.3,137.7,454.6,72.6,262.6,77.0,327.2,204.3,139.3,232.9,139.2,30.2,185.3,0.0,167.4,154.5,399.0,180.2,201.3,347.9,249.2,322.0,200.4,293.0,91.1,90.8,33.9,209.6,71.1,372.6,117.1,105.9,249.0,279.7,475.4,459.3,260.8,169.3,191.4,106.0,99.9,228.8,199.7,352.5,147.4,293.1
UB,293.4,247.6,247.6,47.8,225.0,97.8,161.8,32.1,255.2,33.7,50.4,355.3,68.8,264.3,249.2,311.3,168.8,218.2,149.7,203.5,139.4,200.2,123.2,84.1,162.6,271.6,202.4,151.4,151.8,40.8,232.9,1259.9,216.5,177.9,218.5,215.6,160.9,119.8,112.4,141.8,158.0,177.6,144.7,350.0,255.0,161.7,94.3,82.0,67.1,87.4,226.5,121.8,41.4,57.4,241.2,224.3,125.6,87.6,23.1,264.8,191.0,165.5,154.9,67.1,57.4,314.6,200.3,63.5,207.0,312.1,198.3,121.3,310.8,97.8,327.2,82.7,135.2,70.3,199.8,99.6,207.6,68.1,15.8,184.1,241.5,153.8,0.0,75.6,271.6,52.8,56.9,230.5,105.5,187.6,85.7,160.1,74.7,70.9,124.2,131.2,77.1,245.3,99.1,55.6,171.3,143.1,348.0,316.9,133.4,231.8,23.9,171.4,134.7,101.4,236.0,225.1,199.8,178.7
UF,297.2,164.3,292.1,38.7,260.6,75.4,162.8,68.2,299.7,99.7,59.6,412.2,86.3,262.8,299.6,355.8,213.3,271.7,107.1,207.3,196.3,244.7,150.6,113.7,113.5,328.5,205.1,165.2,196.3,62.6,277.4,1264.1,167.4,230.4,248.5,272.5,174.7,149.4,128.4,186.3,219.1,225.2,151.2,362.9,305.4,165.5,151.2,160.6,58.3,15.3,230.3,72.7,45.2,109.7,298.1,228.1,203.1,73.8,70.9,321.7,168.6,242.4,192.9,48.3,29.1,371.5,261.9,94.8,225.6,315.9,248.7,144.9,370.6,30.3,371.7,111.0,137.5,99.9,244.3,96.9,213.6,137.5,56.3,185.1,245.3,170.5,84.5,0.0,316.1,97.3,118.4,265.0,176.5,188.1,117.5,210.1,86.0,74.7,137.1,107.0,112.7,289.7,56.8,59.4,146.4,220.6,392.5,376.4,171.4,222.6,107.9,178.8,93.9,145.9,239.8,269.6,203.6,190.5
UN,409.0,127.3,23.9,264.8,64.9,223.8,288.2,262.2,73.7,263.8,260.3,117.1,288.3,427.7,80.9,49.8,93.7,173.4,336.3,413.5,161.5,85.1,246.4,294.1,349.2,59.6,412.4,144.4,129.0,250.8,57.9,1143.9,403.1,267.6,121.4,80.4,153.9,329.8,322.4,136.2,142.2,122.5,354.7,88.5,60.8,371.7,184.3,231.1,246.5,274.0,374.0,308.4,251.4,199.1,49.8,387.7,259.1,309.5,251.1,27.2,181.9,205.6,147.8,253.7,274.4,91.5,109.6,209.7,138.6,393.0,212.9,173.3,87.7,284.4,65.7,292.7,187.2,280.3,108.4,266.3,395.5,239.7,225.8,394.1,431.9,363.8,230.0,287.5,0.0,199.0,183.2,113.3,246.7,116.2,186.4,250.1,284.7,280.9,334.2,225.0,287.1,62.7,285.7,265.6,164.3,276.6,86.5,74.4,148.8,409.5,254.0,381.4,321.3,166.1,399.4,152.4,363.2,170.7
UW,276.7,210.9,210.9,64.7,182.7,44.9,155.9,81.3,209.4,82.9,60.2,313.0,107.4,293.4,206.9,263.2,132.1,175.9,136.2,232.6,97.1,163.5,114.1,113.2,149.1,229.3,240.7,114.7,115.1,69.9,196.2,1223.2,203.0,135.3,181.8,173.3,124.2,148.9,141.5,105.1,115.7,135.3,173.8,301.9,212.7,190.8,52.0,98.8,46.4,73.9,241.7,108.3,70.5,20.7,198.9,253.4,126.8,109.4,76.6,222.5,138.1,123.2,118.2,53.6,74.3,272.3,158.0,10.6,170.3,260.7,156.0,84.6,268.5,84.3,290.5,111.8,98.5,99.4,163.1,128.7,236.7,107.4,44.9,220.7,270.6,182.9,49.1,87.4,234.9,0.0,14.6,193.8,114.4,150.9,49.0,117.8,103.8,100.0,153.3,76.5,106.2,208.6,85.6,84.7,134.6,144.3,311.3,274.6,96.7,260.9,73.1,200.5,121.2,64.7,265.1,188.4,228.9,142.0
UX,262.0,131.4,228.5,80.5,148.6,60.7,138.4,83.5,194.7,80.5,76.0,298.3,109.2,285.7,192.2,248.5,149.7,157.8,152.0,230.2,82.4,185.7,90.2,110.8,164.9,214.6,229.1,132.3,132.7,67.5,219.6,1249.4,218.8,120.6,175.5,158.6,141.8,146.5,139.1,122.7,105.2,113.2,174.1,313.9,193.4,188.4,37.3,84.1,62.2,87.8,227.0,128.7,72.7,57.2,184.2,251.0,112.1,114.3,67.8,207.8,153.9,128.5,140.4,86.5,90.1,257.6,143.4,28.9,162.0,246.0,136.7,106.8,256.7,81.7,278.2,108.1,120.7,97.0,190.8,114.7,236.5,95.4,44.2,210.8,272.8,185.1,46.7,109.7,235.1,15.7,0.0,201.4,99.7,175.5,53.9,96.2,101.4,97.6,155.5,92.3,108.4,207.3,108.2,82.3,152.2,129.6,299.0,263.5,114.3,245.5,70.7,201.7,138.8,82.3,262.7,206.0,226.5,159.6
VQ,372.4,37.2,73.8,175.7,143.0,134.7,248.8,222.5,131.4,233.3,171.2,204.8,240.6,391.1,168.6,137.5,57.1,216.0,247.2,361.6,192.8,48.5,224.5,260.3,260.1,147.3,351.7,60.8,92.4,220.3,59.1,1134.3,314.0,231.0,82.5,120.1,70.3,296.0,275.0,99.6,163.7,176.3,305.5,202.9,112.2,319.8,147.7,194.5,157.4,184.9,337.4,219.3,199.5,159.8,147.7,351.1,222.5,220.4,187.6,125.1,163.1,230.9,111.2,164.6,185.3,175.6,160.2,160.3,108.9,356.4,251.7,73.0,171.5,176.9,153.4,257.6,86.9,246.5,71.8,229.7,336.6,205.8,197.0,331.7,399.6,310.6,199.5,204.9,97.8,168.2,142.0,0.0,210.1,70.7,137.1,206.6,232.6,229.0,277.2,124.7,252.8,71.4,196.6,213.7,80.7,240.0,174.2,162.1,96.1,389.9,223.5,329.5,234.0,129.5,362.8,52.1,326.6,151.9
VR,213.7,228.1,270.6,153.4,164.7,160.5,64.3,111.2,206.2,132.8,156.0,309.8,91.9,201.3,203.7,260.0,223.1,169.3,251.8,201.6,93.9,258.2,29.0,189.7,264.7,226.1,274.3,255.8,197.4,146.4,231.1,1349.2,258.1,72.3,191.6,170.1,265.3,225.4,192.3,222.6,116.7,129.3,196.0,297.6,209.5,192.6,62.3,23.4,162.0,187.3,168.8,223.9,139.9,152.4,195.7,166.6,20.0,193.2,128.7,219.3,253.7,120.0,234.2,169.2,152.7,269.1,159.5,128.7,191.4,232.4,152.8,202.0,265.3,181.5,289.7,187.0,215.9,175.9,202.3,77.9,152.1,40.0,121.4,257.9,210.8,259.4,105.5,173.8,246.6,115.5,99.7,278.5,0.0,234.6,153.7,107.7,180.3,154.4,229.8,192.1,182.7,218.8,208.0,125.2,275.7,37.5,310.5,275.0,217.2,161.1,81.5,226.3,238.6,182.1,178.3,265.1,142.1,259.4
WB,343.8,45.2,91.0,148.5,164.1,107.5,220.2,195.3,89.7,198.6,144.0,229.0,213.4,357.2,185.8,154.7,28.5,187.7,220.0,334.4,164.2,50.6,172.0,233.1,232.9,164.5,324.5,28.1,63.8,185.6,76.3,1151.5,286.8,202.4,35.9,137.3,37.6,268.8,240.8,71.0,142.1,147.7,278.3,220.1,136.4,292.6,119.1,165.9,130.2,155.8,315.8,192.1,172.3,138.1,164.9,322.5,193.9,193.2,160.4,142.3,88.3,210.3,89.6,154.5,158.1,192.8,120.5,128.1,64.5,327.8,230.1,58.3,191.9,149.7,170.6,230.4,72.2,219.3,25.2,208.1,308.0,177.2,162.3,304.5,372.4,283.4,164.8,177.7,115.0,141.0,113.4,70.9,188.5,0.0,122.4,185.0,205.4,201.8,250.0,110.0,225.6,88.6,176.2,186.5,48.0,218.4,191.4,175.3,74.4,317.0,188.8,305.9,206.8,107.9,334.2,37.4,298.0,73.4
WC,353.9,77.3,164.6,130.7,213.3,89.7,230.3,177.5,180.7,187.1,126.2,315.0,195.6,372.1,253.7,228.3,85.8,217.9,202.2,316.6,174.3,136.6,182.1,215.3,215.1,238.1,306.7,78.2,74.0,174.1,149.9,1186.7,269.0,212.5,146.9,210.9,87.7,251.0,250.2,50.6,165.3,177.9,260.5,293.7,203.0,274.8,129.2,176.0,112.4,138.0,318.9,194.5,154.5,113.6,238.5,337.4,204.0,175.4,142.6,215.9,127.5,220.4,132.2,136.7,140.3,266.4,208.1,110.3,124.0,337.9,233.2,48.1,265.5,131.9,244.2,212.6,62.1,201.5,116.8,232.9,322.9,240.2,150.8,286.7,354.6,265.6,153.3,159.9,188.6,123.2,123.5,137.5,231.1,111.6,0.0,188.1,187.6,184.0,232.2,78.5,228.0,162.2,158.4,168.7,98.1,261.0,265.0,248.9,60.3,331.9,177.3,288.1,209.2,122.7,349.1,142.1,312.9,105.5
WD,279.3,257.9,220.7,202.1,114.8,182.3,145.6,201.4,156.3,202.1,197.6,259.9,177.9,285.1,153.8,210.1,173.2,122.8,273.6,280.1,44.0,208.3,101.2,232.4,286.5,176.2,352.8,205.9,147.5,189.1,181.2,1277.7,336.6,137.9,141.7,120.2,215.4,268.1,260.7,172.7,66.8,79.4,274.5,275.5,159.6,271.1,84.1,113.6,183.8,209.4,247.3,245.7,189.7,174.2,145.8,245.1,123.1,235.9,189.4,169.4,275.5,69.8,184.3,208.1,224.9,219.2,109.6,145.5,157.5,263.3,102.9,222.8,218.3,203.3,239.8,231.0,236.7,218.6,152.4,150.1,252.9,130.2,164.1,336.4,289.3,302.1,168.3,224.8,196.7,137.3,121.5,228.6,103.0,184.7,175.5,0.0,223.0,219.2,272.5,213.9,225.4,168.8,229.8,197.4,225.8,140.6,260.6,225.1,167.3,266.9,171.7,304.8,260.4,202.6,256.8,215.2,220.6,280.2
WF,277.9,282.1,282.1,55.9,271.9,107.1,173.6,76.2,289.7,108.3,76.8,402.2,90.1,248.8,296.1,345.8,203.3,265.1,95.5,188.0,186.3,234.7,148.8,27.6,109.7,318.5,186.9,185.9,186.3,22.9,267.4,1294.4,162.3,252.5,253.0,262.5,195.4,63.3,73.9,176.3,204.9,224.5,129.2,384.5,301.9,146.2,141.2,156.6,75.5,80.9,211.0,67.6,53.2,91.9,288.1,208.8,200.2,12.9,75.6,311.7,200.3,212.4,189.4,75.4,46.3,361.5,247.2,98.0,241.5,296.6,245.2,155.8,357.7,66.8,361.7,26.2,169.7,13.8,234.3,111.4,192.1,142.7,48.1,127.6,226.0,97.3,74.5,67.4,306.1,87.3,103.8,265.0,180.1,222.1,120.2,207.0,0.0,58.5,67.7,138.7,38.6,279.8,44.9,73.6,205.8,217.7,382.5,370.4,167.9,216.3,98.5,155.9,80.5,135.9,220.5,259.6,184.3,213.2
WI,222.4,296.3,296.3,52.1,276.3,104.3,178.1,53.5,303.9,85.0,73.0,406.6,138.1,193.3,300.5,360.0,217.5,269.5,121.2,132.5,190.7,248.9,199.5,37.9,134.1,322.9,131.4,194.1,200.5,46.8,281.6,1293.0,158.4,242.9,267.2,266.9,203.6,103.1,37.8,190.5,209.3,228.9,73.7,398.7,306.3,90.7,145.6,151.3,71.7,77.1,155.5,90.8,29.7,106.1,292.5,153.3,194.9,78.1,84.3,316.1,197.5,216.8,203.6,89.7,42.5,365.9,251.6,112.2,255.7,241.1,249.6,170.0,362.1,112.4,375.9,66.0,159.9,51.1,248.5,175.4,136.6,137.4,62.3,115.0,170.5,92.6,75.7,63.6,320.3,101.5,108.2,279.2,174.8,236.3,134.4,211.4,65.2,0.0,63.0,135.9,83.1,294.0,113.7,15.0,175.3,212.4,396.7,368.2,182.1,160.8,93.2,100.4,106.2,150.1,165.0,273.8,128.8,219.4
WK,248.7,240.8,341.0,114.8,316.0,144.0,201.6,135.1,348.6,167.2,135.7,461.1,153.2,219.6,355.0,404.7,262.2,320.6,79.1,150.9,245.2,293.6,201.1,59.3,92.0,377.4,119.1,244.8,245.2,81.8,326.3,1332.7,95.3,269.2,303.9,321.4,254.3,77.0,38.7,235.2,268.0,280.6,120.0,470.1,360.8,142.5,200.1,215.5,134.4,139.8,181.8,48.7,112.2,165.1,347.0,179.6,259.1,70.0,134.5,370.6,237.2,291.3,248.3,112.3,105.2,420.4,310.8,154.4,274.5,267.4,304.1,214.7,416.6,100.1,420.6,38.6,228.6,43.0,293.2,170.3,168.9,198.9,105.2,59.8,196.8,29.5,133.4,126.3,365.0,146.2,162.7,313.9,239.0,288.0,179.1,259.0,57.1,82.4,0.0,175.6,37.1,338.7,76.2,97.5,215.0,276.6,441.4,425.3,226.8,174.1,157.4,132.0,65.9,194.8,191.3,318.5,155.1,259.1
WT,361.5,202.0,213.5,85.7,261.0,44.7,229.9,132.5,200.7,159.6,81.2,326.5,146.4,332.4,290.3,259.2,141.2,254.2,157.2,271.6,175.4,150.8,205.1,170.3,175.7,269.0,261.7,81.0,129.4,146.6,180.8,1189.5,224.0,213.6,154.9,241.8,90.5,206.0,185.0,116.5,194.0,213.6,212.8,297.9,233.9,229.8,130.3,177.1,67.4,94.9,294.6,129.3,109.5,77.9,273.6,292.4,205.1,130.4,97.6,254.6,102.4,201.5,127.3,74.6,95.3,297.3,236.3,67.9,179.4,339.0,234.3,64.9,293.5,105.3,275.1,168.9,78.8,156.5,136.2,167.7,275.7,194.0,121.6,241.7,309.6,220.6,125.8,108.4,236.0,78.2,92.9,184.9,192.7,110.9,76.1,196.1,142.6,139.0,187.2,0.0,162.8,193.2,106.6,123.7,100.9,222.6,295.9,283.8,123.8,299.9,149.8,239.5,142.2,73.8,304.1,197.5,267.9,108.3
XG,258.2,194.5,294.7,68.5,269.7,120.7,186.2,88.8,302.3,120.9,89.4,414.8,106.9,229.1,308.7,358.4,215.9,274.3,75.0,168.3,198.9,247.3,161.4,58.2,87.9,331.1,156.6,198.5,198.9,35.5,280.0,1307.0,132.5,265.1,257.6,275.1,208.0,93.9,35.2,188.9,221.7,234.3,112.2,396.0,314.5,126.5,153.8,169.2,88.1,93.5,191.3,44.6,65.8,118.8,300.7,189.1,212.8,41.7,88.2,324.3,213.9,224.7,202.0,106.1,58.9,374.1,264.5,113.1,228.2,276.9,257.8,168.4,370.3,92.1,374.3,56.8,182.3,44.4,246.9,124.0,172.4,152.6,58.9,97.3,206.3,67.0,87.1,80.0,318.7,99.9,121.0,267.6,192.7,241.7,120.1,212.7,28.8,64.4,37.4,152.3,0.0,292.4,80.6,79.5,218.4,230.3,395.1,379.0,180.5,186.3,111.1,136.2,61.8,148.5,200.8,272.2,164.6,225.8
XJ,382.7,89.0,66.3,231.7,71.4,190.7,259.1,235.9,59.8,237.5,227.2,133.2,263.8,396.1,97.0,65.9,67.4,144.4,303.1,387.2,135.9,58.8,210.9,267.8,316.1,75.7,386.1,118.1,102.7,224.5,12.4,1108.8,370.0,241.3,92.7,48.5,127.6,303.5,296.1,109.9,112.3,99.7,331.1,131.3,40.6,345.4,158.0,204.8,213.4,239.0,347.6,275.2,225.1,180.9,80.3,361.4,232.8,276.4,224.8,61.3,137.6,195.9,121.5,237.7,241.3,104.0,88.6,185.9,115.3,366.7,181.0,128.9,103.1,232.9,81.8,265.1,142.8,254.0,82.1,240.0,346.9,216.1,201.2,367.8,405.6,337.4,203.7,260.9,42.7,172.7,152.3,76.9,220.3,96.9,178.3,216.9,258.4,254.6,307.9,180.7,260.8,0.0,259.4,239.3,138.0,250.3,102.6,86.5,122.4,355.9,227.7,358.7,289.9,139.8,373.1,108.1,336.9,126.4
XN,301.3,157.2,290.0,97.1,260.3,67.7,245.0,138.2,277.2,141.7,62.7,395.3,161.5,282.8,299.3,335.7,217.7,279.7,88.1,172.9,197.2,219.6,220.2,89.2,63.4,329.4,155.0,157.5,205.9,88.2,257.3,1256.4,117.3,235.4,223.4,273.4,167.0,127.8,88.9,208.9,212.3,224.9,163.2,366.7,310.4,169.6,152.1,190.0,78.8,54.3,234.4,33.2,113.2,130.9,299.0,232.2,233.6,49.3,87.5,322.6,160.9,227.0,203.8,39.7,93.3,372.4,262.8,89.7,259.6,320.0,248.4,129.5,368.6,31.1,351.6,91.5,115.6,75.4,212.7,171.4,224.5,165.7,113.4,135.0,234.7,113.9,107.9,67.8,312.5,100.0,118.4,243.7,213.5,191.1,161.9,203.3,61.5,107.5,73.7,99.3,56.1,273.4,0.0,122.6,138.7,243.4,372.4,364.0,196.8,232.9,131.9,175.0,37.3,154.0,243.9,186.2,207.7,182.8
XR,237.7,281.2,281.2,37.0,252.2,89.2,106.1,38.4,278.9,69.9,57.9,382.5,22.6,208.6,276.4,332.7,202.4,245.4,136.5,147.8,166.6,233.8,81.3,53.2,149.4,298.8,146.7,179.0,185.4,31.7,266.5,1277.9,173.7,170.9,256.3,242.8,188.5,110.7,53.1,175.4,185.2,204.8,89.0,371.4,282.2,106.0,112.5,101.1,56.6,62.0,170.8,106.1,14.6,91.0,268.4,168.6,143.6,78.5,69.2,292.0,182.4,192.7,188.5,74.6,27.4,341.8,227.5,97.1,240.6,256.4,225.5,154.9,338.0,97.3,362.4,73.6,144.8,61.2,233.4,43.9,151.9,87.2,47.2,130.3,185.8,107.9,60.6,48.5,319.3,86.4,91.4,264.1,123.5,221.2,119.3,187.3,65.6,15.2,78.3,120.8,68.0,291.4,98.6,0.0,160.2,161.1,383.2,344.1,167.0,176.1,57.5,115.7,121.5,135.0,180.3,258.7,144.1,204.3
XY,376.2,139.1,139.1,100.4,220.0,59.4,244.6,147.2,137.8,166.5,95.9,270.1,161.1,347.1,233.9,202.8,76.6,239.2,171.9,286.3,190.1,91.7,219.8,185.0,184.8,212.6,276.4,19.9,111.9,141.6,124.4,1144.6,238.7,228.3,92.0,185.4,10.3,220.7,199.7,119.1,208.7,198.6,227.5,241.5,177.5,244.5,145.0,191.8,82.1,109.6,309.3,144.0,124.2,110.6,213.0,307.1,219.8,145.1,112.3,190.4,85.3,216.2,130.7,89.3,110.0,240.9,174.0,82.6,121.1,353.7,249.0,63.4,237.1,120.0,218.7,183.6,49.5,171.2,73.3,182.4,290.4,200.9,137.1,256.4,324.3,235.3,132.7,123.1,163.1,92.9,107.6,122.0,207.4,48.0,99.7,210.8,157.3,153.7,201.9,75.5,177.5,136.8,121.3,138.4,0.0,237.3,239.5,227.4,131.7,314.6,156.7,254.2,156.9,106.5,318.8,47.4,282.6,63.4
YI,176.1,261.5,308.1,190.9,202.2,183.9,74.7,148.7,243.7,170.3,193.5,347.3,129.4,217.0,241.2,297.5,260.6,189.4,275.2,212.0,131.4,295.7,82.7,227.2,288.1,263.6,284.7,255.5,234.9,183.9,268.6,1372.6,268.5,34.7,229.1,207.6,265.0,262.9,231.6,260.1,154.2,166.8,209.1,336.2,247.0,203.0,85.7,60.9,185.4,211.0,141.1,247.3,177.4,175.8,233.2,177.0,16.3,230.7,166.2,256.8,277.1,169.5,271.7,192.6,190.2,306.6,197.0,152.1,244.9,194.8,169.5,225.4,302.5,204.9,327.2,224.5,239.3,213.4,239.8,115.4,184.8,77.5,160.6,268.3,221.2,286.4,143.0,211.3,284.1,138.9,123.1,316.0,37.4,272.1,177.1,145.2,217.8,191.9,256.8,215.5,220.2,256.2,224.6,162.7,275.4,0.0,348.0,312.5,237.5,171.5,119.0,233.1,262.0,205.5,188.7,302.6,152.5,282.8
YM,424.4,152.6,128.6,301.3,137.0,260.3,358.4,348.1,131.7,358.9,296.8,36.0,362.0,497.9,105.8,96.8,188.2,237.7,372.8,487.2,225.8,179.6,315.5,385.9,385.7,86.6,477.3,186.4,223.5,345.9,133.1,1080.8,439.6,362.1,179.4,138.4,195.9,421.6,400.6,230.7,206.5,186.8,428.4,135.5,114.9,445.4,278.8,325.6,283.0,310.5,468.5,344.9,325.1,277.2,121.9,457.9,335.9,346.0,313.2,103.2,258.4,269.9,242.3,290.2,310.9,74.4,167.6,283.5,226.4,408.8,270.9,198.6,55.3,320.9,62.1,384.5,212.5,372.1,198.1,360.8,491.3,334.2,320.9,457.3,525.2,436.2,325.1,324.0,104.6,293.8,277.7,154.9,315.8,196.3,267.6,297.5,358.2,354.6,402.8,250.3,378.4,120.7,322.2,339.3,206.3,353.4,0.0,58.5,221.7,515.5,349.1,455.1,357.8,260.6,469.6,177.7,433.4,247.2
YP,368.8,179.7,98.5,322.4,100.0,281.4,302.1,323.0,101.6,328.2,317.9,81.5,337.2,439.1,72.2,66.7,158.1,180.8,393.9,439.4,172.3,145.9,252.8,358.5,406.8,56.5,476.8,208.8,193.4,315.2,103.0,1110.2,460.7,304.3,153.7,106.7,218.3,394.2,386.8,200.6,152.7,129.9,421.8,132.1,81.3,430.4,248.7,272.9,304.1,329.7,410.6,362.4,312.2,271.7,84.3,404.4,282.4,367.1,315.5,73.1,224.7,238.1,208.6,328.4,332.0,18.8,128.8,276.6,187.8,353.2,227.2,216.1,35.9,323.6,32.0,355.8,233.6,344.7,168.0,309.4,389.9,289.5,291.9,458.5,448.6,424.6,294.4,351.6,74.5,263.4,243.0,164.1,266.3,187.6,269.0,241.1,349.1,345.3,395.0,271.4,347.9,90.7,350.1,330.0,228.7,299.9,52.8,0.0,209.6,398.9,318.4,445.8,377.1,226.9,416.1,198.8,379.9,217.1
YT,333.0,81.5,123.6,158.1,154.3,117.1,209.4,186.2,121.7,187.8,153.6,254.6,218.8,346.4,193.3,187.3,44.8,162.3,229.6,344.0,137.6,76.2,161.2,218.1,242.5,197.1,334.1,91.8,18.4,174.8,108.9,1194.0,296.4,191.6,86.5,159.7,101.3,253.8,257.4,60.2,106.3,118.9,285.2,224.9,162.0,302.2,108.3,155.1,139.8,165.4,298.0,201.7,181.9,131.3,185.3,311.7,183.1,202.8,170.0,174.9,134.7,179.2,71.8,164.1,167.7,225.4,149.1,137.7,47.6,317.0,187.2,55.4,224.5,177.7,203.2,216.7,69.3,204.3,75.8,190.3,297.2,166.4,149.8,314.1,382.0,293.0,154.0,180.8,147.6,123.0,102.6,96.5,170.7,70.6,119.5,167.2,215.0,211.4,258.2,107.1,211.1,121.2,199.0,196.1,111.7,200.6,224.0,207.9,0.0,333.5,178.0,311.9,216.4,90.1,323.4,101.1,287.2,112.8
YZ,119.8,329.3,401.9,191.3,292.9,243.5,118.5,208.0,337.5,224.2,212.2,456.4,198.8,42.7,331.9,391.3,354.4,304.0,208.6,49.8,225.2,386.4,139.9,154.0,224.6,357.4,131.0,333.3,328.7,186.0,362.4,1432.2,106.3,168.1,322.9,301.4,342.8,219.2,128.3,329.7,263.3,257.5,100.2,444.2,337.7,85.3,193.6,172.7,210.9,216.3,76.2,196.6,184.2,256.5,327.0,77.1,167.9,194.2,223.5,350.6,352.0,251.3,342.8,228.9,181.7,400.4,290.8,257.5,338.7,104.2,281.0,306.1,396.6,248.5,421.0,182.1,296.0,167.2,333.6,146.1,20.3,186.2,201.5,114.6,46.9,146.5,214.9,202.8,377.9,246.8,231.0,425.1,151.8,358.9,273.6,235.9,181.3,139.1,168.8,275.1,185.0,350.0,223.2,154.2,314.5,200.7,441.8,402.7,321.3,0.0,230.8,92.2,195.4,304.6,88.8,396.4,20.6,358.6
ZA,295.3,271.6,271.6,71.8,228.2,120.7,142.1,29.6,254.9,51.2,74.4,358.5,44.8,266.2,252.4,308.7,192.8,221.4,173.7,205.4,142.6,224.2,99.2,108.1,186.6,274.8,204.3,175.4,175.8,64.8,256.9,1283.9,240.5,153.9,232.3,218.8,184.9,143.8,110.7,165.8,161.2,180.8,146.6,347.4,258.2,163.6,87.4,58.0,91.1,111.4,228.4,145.8,65.4,81.4,244.4,226.2,101.6,111.6,47.1,268.0,213.9,168.7,178.9,91.1,81.4,317.8,203.5,86.4,231.0,314.0,201.5,145.3,314.0,121.8,338.4,106.7,159.2,94.3,223.8,84.4,209.5,44.1,39.8,187.9,243.4,177.8,23.9,96.4,295.3,75.7,66.3,254.5,81.5,211.6,109.7,163.3,98.7,72.8,148.2,155.2,101.1,267.4,123.1,57.5,195.3,119.1,359.2,320.1,157.4,233.7,0.0,173.3,158.7,125.4,237.9,249.1,201.7,202.7
