from_stop,AJ,AP,AS,AW,AY,BG,BJ,BN,BV,BX,BY,CR,CS,CZ,DM,DW,EG,EJ,EO,HA,HO,IC,IE,IM,IO,IQ,IR,IV,JF,JK,JQ,JR,JX,KA,KN,LB,LC,LD,LE,LG,LH,LL,LQ,LR,LS,LY,MT,MV,NK,NN,NQ,NV,NX,NY,OC,OK,ON,OP,OY,PA,PI,PP,PT,QC,QD,QL,QQ,QR,QT,QU,RB,RM,RO,RR,RW,RX,SF,SO,SQ,SR,SV,TA,TD,TH,TX,UF,UH,UL,UP,UX,UZ,VB,VE,VF,VK,VO,VU,VY,WC,WG,WP,WX,XB,XL,XM,XW,YD,YE,YI,YR,YS,YW,ZB,ZK,ZM,ZO,ZQ
TX,186.0,144.2,140.3,184.8,208.1,293.7,279.5,153.1,163.9,112.7,72.0,106.0,128.9,165.2,164.4,163.6,121.4,314.2,229.0,267.0,123.2,131.6,150.8,46.7,213.6,149.2,98.7,176.7,178.1,243.3,137.8,266.6,36.4,40.2,166.7,208.2,112.8,16.2,138.3,125.1,144.2,44.8,148.8,227.9,101.1,71.3,86.1,94.8,251.5,302.7,55.3,232.2,159.5,101.7,172.3,58.7,178.3,74.8,110.8,227.0,180.2,128.2,91.2,61.0,177.0,163.0,166.8,63.6,141.1,105.8,198.7,212.2,163.6,199.8,115.6,161.4,125.0,58.6,210.5,213.1,288.6,68.7,70.1,192.3,0.0,172.9,51.9,177.9,123.0,106.6,107.0,208.0,162.9,227.5,144.1,131.2,203.5,97.3,144.8,157.4,1251.4,67.7,174.9,196.1,91.9,73.9,69.3,170.2,47.8,184.8,257.4,201.4,220.5,201.1,165.1,182.8,203.7
UF,126.7,238.6,229.7,140.6,85.6,173.0,167.7,283.0,50.1,70.8,201.9,193.7,181.9,305.8,249.6,59.9,76.8,202.4,260.3,146.3,134.1,221.0,157.9,162.8,129.6,116.0,86.4,65.2,73.6,113.5,267.7,154.8,133.6,206.2,62.4,171.4,158.8,177.5,289.2,206.2,200.8,152.7,245.2,187.4,97.1,176.5,182.5,151.8,139.7,190.9,218.9,120.4,5.3,217.9,256.1,228.5,298.8,162.5,212.5,97.2,267.8,144.0,142.5,134.4,147.4,232.3,90.5,229.6,66.7,113.6,151.6,42.2,90.5,80.8,245.5,149.4,156.3,177.7,98.7,276.2,176.8,150.4,178.0,112.1,165.9,0.0,122.0,96.9,220.2,165.8,76.5,218.7,173.0,188.4,263.8,62.9,97.2,198.1,294.9,77.1,1081.9,124.9,264.9,183.5,95.7,245.0,114.2,204.3,150.0,209.5,125.3,53.1,98.0,95.3,100.1,13.5,30.7
UH,208.6,132.3,126.1,192.4,204.3,291.7,286.4,197.0,165.7,114.5,115.9,118.0,140.9,209.1,152.5,117.4,147.0,321.1,252.4,265.0,131.6,117.4,155.4,46.0,214.8,162.5,98.9,180.8,192.3,232.2,181.7,273.5,40.5,84.1,180.9,215.8,122.5,55.4,182.2,110.9,156.2,30.6,134.6,239.0,126.7,115.2,71.9,106.8,258.4,309.6,96.8,239.1,107.5,145.6,158.1,106.4,222.2,86.8,96.6,215.9,192.1,141.5,43.0,65.1,184.6,175.0,168.0,107.5,145.2,111.1,212.3,160.2,172.0,199.5,159.5,126.9,92.0,55.6,217.4,257.0,295.5,50.9,55.9,191.1,41.5,118.6,0.0,174.4,98.1,115.5,108.8,216.2,170.5,238.0,188.0,135.3,202.3,85.4,188.7,174.3,1200.6,116.8,218.8,203.7,93.7,122.9,71.1,182.2,91.7,207.0,244.0,171.8,216.7,185.4,178.4,128.5,149.4
UL,38.8,276.6,270.4,69.7,71.4,118.0,195.5,191.2,102.0,74.2,128.4,119.4,106.9,239.2,303.8,100.7,53.2,230.2,189.4,91.3,75.3,261.7,82.9,204.0,62.7,27.1,88.2,117.1,94.1,110.3,175.9,182.6,148.2,150.2,82.9,100.5,65.8,202.7,212.3,264.2,125.8,204.7,285.9,116.6,73.5,131.0,223.2,104.4,134.8,165.4,213.0,137.0,119.2,139.8,296.8,193.1,216.4,124.4,246.7,82.2,193.5,48.1,183.2,123.6,76.5,157.3,19.6,203.8,98.6,88.5,80.7,147.4,42.2,137.9,153.7,207.4,214.3,213.6,126.5,205.3,204.6,191.1,232.1,16.6,186.4,109.0,184.5,0.0,260.5,72.8,79.9,143.7,98.0,117.5,182.2,108.5,27.8,247.8,211.0,77.6,1167.1,114.3,232.9,112.6,95.0,207.7,117.6,129.3,134.2,134.5,124.3,127.5,83.8,61.1,11.2,115.7,136.6
UP,280.8,34.1,27.9,284.7,288.4,380.2,375.3,273.0,234.9,183.7,191.9,193.6,216.5,235.7,68.6,211.0,227.0,410.0,328.0,353.5,210.8,19.2,247.0,97.3,308.4,236.8,169.7,250.0,276.4,321.5,200.0,362.4,127.2,160.1,265.0,302.6,208.8,131.4,208.8,91.0,242.5,76.1,107.1,315.5,206.7,176.4,57.1,182.4,347.3,398.5,135.7,328.0,201.1,217.8,78.8,154.3,298.2,162.4,81.8,305.2,267.8,215.8,87.0,145.0,276.9,250.6,261.6,140.6,225.1,194.8,298.6,261.9,251.2,270.8,235.5,160.2,131.5,101.3,306.7,299.1,384.4,67.5,51.8,279.9,117.5,212.2,96.0,272.6,0.0,194.2,178.0,299.9,262.8,321.7,246.4,204.5,291.1,12.6,215.3,260.7,1219.6,173.3,245.4,290.5,162.9,139.1,140.3,257.8,153.4,272.4,344.0,265.4,300.8,287.1,252.7,222.1,243.0
UX,102.8,203.7,197.5,90.4,143.5,190.1,265.4,118.3,174.1,118.2,55.5,46.5,69.4,166.3,230.9,144.7,97.2,300.1,180.9,163.4,60.3,188.8,59.5,162.5,134.8,45.6,98.0,186.1,164.0,182.4,106.1,252.5,99.3,77.3,152.6,116.9,3.8,129.8,139.4,218.4,84.7,131.8,213.0,139.5,87.0,58.1,150.3,58.0,206.9,237.5,140.1,209.1,152.8,66.9,230.4,120.2,146.6,64.1,175.0,154.3,120.7,24.6,110.3,98.7,82.6,106.6,83.6,130.9,137.1,42.1,107.4,202.4,86.2,210.0,80.8,161.0,167.9,164.7,193.3,178.3,274.5,121.3,159.2,88.7,115.8,163.9,114.7,72.0,198.3,0.0,106.3,114.2,71.6,136.0,109.3,130.3,99.9,174.9,138.1,137.9,1239.2,67.9,160.0,104.8,91.2,135.4,92.7,102.9,84.9,108.1,193.3,196.5,152.8,133.2,61.5,173.8,194.7
UZ,108.2,193.3,184.4,132.6,110.3,202.1,197.2,213.7,56.8,5.7,132.6,124.4,119.6,236.5,204.3,58.8,87.2,231.9,227.2,175.4,71.8,175.7,95.6,118.7,111.1,102.7,9.8,74.4,98.3,143.4,198.4,184.3,57.0,137.3,87.1,156.0,96.5,108.6,220.2,192.6,138.5,119.8,199.9,179.3,66.9,107.2,137.2,89.5,169.2,220.4,150.0,149.9,72.3,148.6,210.8,159.6,251.1,93.2,167.2,127.1,198.5,81.7,97.2,43.6,124.8,170.0,72.0,160.7,36.3,51.3,152.5,120.3,72.0,92.7,176.2,123.9,130.8,133.6,128.6,237.8,206.3,105.1,145.1,95.1,97.0,78.0,98.5,78.4,187.3,103.5,0.0,156.4,110.7,178.2,196.3,26.4,106.3,165.2,227.4,78.3,1144.3,62.6,256.5,143.9,15.8,176.1,37.6,142.0,84.2,147.2,155.2,96.6,122.7,89.4,81.6,91.6,108.8
VB,88.2,288.6,294.8,102.1,179.5,208.4,298.6,67.6,197.7,155.2,142.9,127.6,104.7,81.0,328.9,181.7,134.2,333.3,55.0,215.5,156.3,286.8,144.2,289.3,144.5,126.1,169.2,212.8,197.2,235.3,115.8,285.7,229.2,164.7,185.8,84.3,108.8,269.6,113.5,289.2,97.8,229.8,308.6,22.1,154.5,156.1,248.3,129.4,225.2,255.8,219.1,227.4,189.8,133.1,328.4,203.0,65.7,149.4,275.9,209.3,25.6,147.1,208.3,204.6,108.9,70.1,97.5,212.6,177.2,113.5,92.8,242.5,123.2,233.6,99.7,232.4,239.3,246.1,243.7,65.6,307.7,216.2,257.2,143.7,211.5,200.9,209.6,127.0,296.3,112.7,160.9,0.0,121.0,21.7,86.8,167.3,154.9,272.9,107.0,174.2,1257.5,139.3,56.1,96.4,176.7,218.3,198.6,73.7,159.2,47.3,224.7,237.5,191.9,160.6,110.2,210.8,231.7
VE,38.0,276.3,267.4,21.9,147.4,205.8,266.5,132.7,165.6,123.1,126.1,82.3,59.4,166.8,287.3,149.6,102.1,301.2,141.2,186.3,86.4,258.7,55.4,199.9,112.4,89.7,122.5,180.7,165.1,188.5,117.4,253.6,138.2,147.9,153.9,70.0,63.5,188.1,160.0,243.9,34.5,201.0,282.9,93.3,113.1,115.6,220.2,84.1,222.6,289.7,210.7,219.2,163.1,102.4,293.8,194.6,170.1,104.1,250.2,177.2,130.1,68.7,180.2,124.8,14.0,84.0,65.4,201.5,145.1,68.2,66.5,211.1,91.1,201.5,95.2,187.1,194.0,214.8,197.5,151.8,275.6,188.1,226.3,111.6,171.8,168.8,177.7,94.9,258.2,70.5,128.8,70.4,0.0,92.2,115.5,135.2,122.8,236.1,146.6,142.1,1250.8,88.8,131.4,57.9,116.6,211.1,118.8,56.0,113.9,61.2,200.3,205.4,159.8,128.5,78.1,182.4,199.6
VF,66.4,308.9,323.6,80.3,157.7,186.6,276.8,87.9,175.9,133.4,205.6,173.2,150.3,101.3,357.0,159.9,112.4,311.5,75.3,193.7,134.5,314.9,122.4,263.2,122.7,104.3,147.4,193.5,175.4,213.5,136.1,263.9,207.4,227.4,164.0,62.5,143.0,247.8,133.8,339.3,133.8,259.0,339.1,0.9,132.7,192.6,276.4,161.1,203.4,234.0,239.4,205.6,168.0,193.3,356.5,219.5,86.0,181.1,299.9,187.5,45.8,125.3,236.4,182.8,87.1,115.8,75.7,232.9,155.4,163.2,64.6,220.7,101.4,211.8,120.0,267.4,274.3,272.8,221.9,85.9,285.9,244.3,284.3,121.9,233.9,179.1,240.0,105.2,337.2,146.9,139.1,20.2,99.2,0.0,147.3,145.5,133.1,313.8,127.3,152.4,1235.7,160.9,76.4,74.6,154.9,234.1,176.8,120.1,186.0,93.0,202.9,215.7,170.1,138.8,88.4,192.7,209.9
VK,145.3,248.7,259.5,136.5,250.8,299.9,361.4,29.2,253.6,212.3,81.5,85.7,108.6,51.2,266.8,238.8,191.3,396.1,105.1,277.4,156.3,238.2,125.3,204.6,201.6,159.6,186.8,268.7,260.0,291.9,54.4,348.5,142.9,103.3,248.8,82.7,125.8,184.6,62.6,265.7,93.3,186.6,262.4,114.3,183.0,112.9,199.7,138.9,316.7,384.6,164.5,314.1,252.3,82.1,273.3,148.4,66.6,118.9,229.7,268.3,65.8,138.6,165.1,153.0,128.7,30.7,154.6,156.9,233.1,138.1,128.8,300.3,180.3,289.5,38.3,257.0,214.1,191.5,292.4,89.2,370.5,173.0,214.0,202.7,168.3,258.0,166.4,186.0,242.4,118.8,196.7,91.4,114.6,113.2,0.0,223.2,213.9,220.3,31.0,237.0,1340.0,158.7,71.2,70.6,180.9,164.9,159.0,87.7,139.7,52.5,303.7,293.4,263.2,231.9,167.3,271.6,288.8
VO,77.6,217.1,210.9,108.5,83.8,175.6,170.7,240.2,30.3,20.7,159.1,150.9,146.1,242.3,244.3,65.2,44.7,205.4,228.2,148.9,98.3,202.2,122.1,150.5,97.5,83.9,34.7,45.4,71.8,116.9,224.9,157.8,94.7,163.8,60.6,139.3,123.0,135.1,260.4,226.6,165.0,146.3,226.4,155.3,65.0,133.7,163.7,116.0,142.7,193.9,176.5,123.4,65.5,175.1,243.8,186.1,265.4,119.7,193.7,100.6,225.0,108.2,123.7,70.1,115.3,196.5,58.4,187.2,9.9,77.8,125.9,93.7,58.4,66.2,202.7,150.4,157.3,160.1,102.1,244.1,179.8,131.6,171.6,81.5,121.2,55.3,125.0,64.8,224.5,130.0,26.4,182.9,137.2,156.3,222.8,0.0,92.7,201.1,253.9,64.7,1117.8,89.1,232.8,151.4,41.5,202.6,64.1,168.5,110.7,173.7,128.7,70.1,96.2,75.8,68.0,65.7,82.9
VU,85.0,308.5,299.6,98.9,59.8,90.1,170.6,220.4,90.4,117.7,157.6,148.6,136.1,242.7,319.5,129.9,82.4,205.3,218.6,63.4,118.8,290.9,112.1,242.2,44.0,56.3,133.3,97.1,82.5,82.4,205.1,157.7,180.5,179.4,71.3,129.7,95.0,231.9,226.4,293.4,155.0,233.9,315.1,145.7,102.7,160.2,252.4,133.6,106.9,137.5,242.2,109.1,102.7,169.0,326.0,226.1,257.1,153.6,282.4,54.3,222.7,77.3,212.4,167.1,105.7,186.5,48.8,233.0,87.0,117.7,109.9,125.5,85.7,113.7,182.9,236.6,243.5,257.1,100.0,234.5,179.7,220.3,261.3,11.1,215.6,97.4,213.7,29.1,289.7,102.0,123.4,172.9,127.2,146.7,211.4,96.9,0.0,267.6,240.2,66.0,1139.2,138.3,262.7,141.8,139.2,242.6,161.1,158.5,163.4,163.7,96.9,99.6,72.2,49.5,40.4,107.8,112.5
VY,288.2,46.8,40.6,272.0,275.7,367.5,362.6,260.3,222.2,171.0,179.2,180.9,203.8,262.6,92.0,198.3,214.3,397.3,315.3,340.8,198.1,31.9,231.3,109.3,288.0,224.1,155.4,237.3,263.7,308.8,223.4,349.7,103.8,147.4,252.3,289.9,185.4,118.7,221.5,70.8,219.1,63.4,119.8,302.8,194.0,163.7,69.8,169.7,334.6,385.8,148.4,315.3,188.4,205.1,85.0,163.2,285.5,149.7,99.8,292.5,255.0,203.1,74.3,121.6,264.2,237.9,248.9,153.3,201.7,192.0,291.9,241.1,238.5,258.1,222.8,157.5,118.8,118.9,294.0,320.3,371.7,64.8,39.1,267.2,104.8,199.5,83.3,250.5,12.6,178.4,165.3,280.6,250.1,302.4,251.3,191.8,278.4,0.0,228.0,248.0,1206.9,160.6,258.7,277.8,149.5,146.7,127.6,245.1,140.7,259.7,320.6,252.7,288.1,266.3,240.0,209.4,230.3
WC,176.4,217.6,228.4,167.6,279.5,324.2,392.5,58.0,284.7,243.4,90.3,111.0,133.9,40.6,235.7,269.9,222.4,427.2,133.9,301.5,185.0,207.1,156.4,179.1,232.7,183.7,217.9,299.8,291.1,320.5,52.9,379.6,174.0,112.1,279.9,113.8,145.0,161.9,31.5,272.6,116.8,199.8,231.3,138.6,214.1,125.1,168.6,156.6,341.0,415.7,133.4,343.2,283.4,90.9,242.2,117.3,95.4,136.6,198.6,292.4,90.1,162.7,196.2,184.1,159.8,61.8,185.7,126.9,264.2,169.2,159.9,331.4,211.4,320.6,47.1,288.1,245.2,160.4,323.5,118.0,401.6,204.1,225.1,226.8,154.9,289.1,197.5,210.1,228.5,138.0,227.8,115.7,145.7,137.5,31.0,254.3,238.0,245.2,0.0,268.1,1371.1,189.8,60.6,101.7,212.0,133.8,190.1,114.8,170.8,83.6,332.4,337.7,291.9,260.6,198.4,302.7,319.9
WG,101.5,273.3,267.1,115.4,52.9,147.2,124.3,259.4,48.8,76.1,182.9,174.7,157.1,281.7,300.5,99.1,33.6,159.0,235.1,120.5,109.3,258.4,133.1,205.9,104.4,90.8,91.7,66.4,22.9,88.1,244.1,111.4,150.1,183.7,11.7,146.2,134.0,181.4,276.6,282.0,176.0,201.4,282.6,162.2,53.9,157.5,219.9,127.0,96.3,147.5,222.8,77.0,66.0,198.9,293.5,202.2,284.6,143.5,249.9,71.8,248.8,119.2,179.9,125.5,122.2,207.5,65.3,207.1,45.4,88.8,132.8,94.2,65.3,84.7,221.9,198.4,205.3,215.5,55.3,251.0,133.4,187.8,227.0,79.4,165.1,55.8,177.9,71.7,257.2,137.9,81.8,193.9,148.2,163.2,239.0,55.3,64.5,244.5,270.1,0.0,1121.6,82.1,239.7,158.3,96.9,217.4,119.5,179.5,107.2,184.7,99.9,71.3,65.3,62.6,74.9,66.2,83.4
WP,1384.9,1347.2,1358.0,1398.8,1285.6,1248.9,1238.0,1522.8,1263.0,1314.2,1452.6,1444.4,1438.5,1545.1,1395.3,1318.1,1325.8,1272.7,1480.6,1241.9,1374.3,1366.7,1414.5,1411.6,1345.6,1358.7,1329.8,1245.4,1269.1,1244.5,1507.5,1225.1,1377.0,1455.0,1280.3,1429.6,1397.4,1426.3,1484.8,1332.6,1457.4,1371.0,1327.4,1404.2,1346.1,1427.2,1336.1,1400.9,1264.9,1251.8,1402.3,1220.4,1263.4,1468.6,1362.2,1417.1,1503.5,1413.2,1306.9,1265.7,1451.2,1379.7,1349.5,1363.6,1405.6,1488.9,1348.7,1431.7,1283.5,1371.3,1409.8,1216.3,1341.2,1227.1,1485.3,1382.0,1293.6,1392.4,1236.7,1491.2,1247.1,1357.4,1371.6,1313.5,1414.7,1258.1,1380.2,1331.5,1386.0,1404.4,1319.9,1425.5,1429.6,1405.2,1513.8,1293.4,1302.3,1395.9,1506.4,1292.1,0.0,1374.3,1481.7,1441.7,1335.7,1400.6,1357.6,1460.9,1399.4,1466.1,1233.9,1231.7,1273.2,1305.0,1342.8,1245.0,1227.8
WX,113.0,185.9,184.9,117.0,135.1,226.4,206.5,181.8,131.0,81.1,100.7,92.5,98.8,226.5,213.1,112.8,48.4,241.2,206.4,199.7,51.0,176.2,77.8,131.1,140.6,81.9,57.1,153.8,105.1,170.3,161.3,193.6,81.5,101.5,93.7,135.2,80.9,99.2,194.4,205.8,122.9,119.2,200.4,157.8,28.1,75.3,137.7,68.7,178.5,229.7,135.4,164.4,120.9,116.7,217.8,120.0,201.8,61.3,162.4,154.0,166.7,60.9,97.7,57.8,104.0,144.3,93.8,124.9,107.0,35.7,125.7,168.4,91.4,166.9,144.3,120.1,127.0,141.6,137.5,217.0,215.6,105.6,146.6,125.0,85.2,126.8,99.0,113.5,185.7,84.8,65.4,140.8,89.9,162.6,164.4,97.1,136.2,162.3,195.5,82.1,1203.8,0.0,224.0,123.1,50.3,135.2,51.8,121.2,25.0,126.4,187.3,153.5,147.5,116.4,97.8,136.7,157.6
XB,132.8,232.4,238.6,152.4,234.6,263.5,353.7,17.7,252.8,210.3,93.0,113.7,136.6,9.4,308.7,236.8,189.3,388.4,123.3,270.6,171.6,266.0,143.6,226.0,207.3,174.9,209.3,267.9,252.3,290.4,65.9,340.8,182.5,114.8,240.9,116.0,147.7,212.7,67.6,301.6,120.1,215.0,290.2,77.8,198.3,127.8,227.5,159.3,280.3,310.9,192.3,282.5,244.9,93.6,307.6,163.5,35.8,139.3,252.2,264.4,29.5,153.9,193.5,181.4,144.0,70.8,152.6,168.4,232.3,153.4,138.1,297.6,178.3,288.7,49.8,272.3,242.5,219.3,298.8,106.9,362.8,201.4,242.4,198.8,198.7,256.0,194.8,182.7,281.5,143.8,216.0,55.6,129.9,76.8,51.7,222.4,210.0,258.1,60.5,229.3,1312.6,179.2,0.0,103.9,202.5,178.7,187.4,113.6,168.1,87.2,280.4,292.6,247.0,216.3,165.3,265.9,286.8
XL,74.6,321.4,299.3,88.5,165.9,224.3,285.0,101.9,184.1,141.6,154.2,116.6,93.7,123.9,319.2,168.1,120.6,319.7,98.3,204.8,120.7,290.6,89.7,234.2,130.9,112.5,157.2,201.7,183.6,207.0,127.1,272.1,172.5,176.0,172.4,12.1,97.8,222.4,135.3,278.2,86.8,233.6,314.8,68.4,140.9,149.9,252.1,118.4,241.1,308.2,237.2,237.7,181.6,136.7,325.7,221.1,131.5,138.4,282.1,195.7,92.8,103.0,212.1,159.1,93.1,41.1,83.9,229.6,163.6,102.5,72.8,229.6,109.6,220.0,111.0,221.4,228.3,249.1,216.0,108.9,294.1,220.0,260.6,130.1,206.1,187.3,212.0,113.4,289.4,104.8,147.3,45.5,79.0,67.3,72.6,153.7,141.3,267.3,103.7,160.6,1269.3,123.1,143.9,0.0,163.1,237.6,153.1,62.7,148.2,18.3,218.8,223.9,178.3,147.0,96.6,200.9,218.1
XM,107.0,174.8,168.6,116.8,126.1,217.9,213.0,197.9,72.6,21.5,116.8,108.6,103.8,246.4,202.0,73.9,71.4,247.7,211.4,191.2,56.0,159.9,82.8,108.2,134.6,86.9,7.4,89.5,114.1,159.2,182.6,200.1,52.4,121.5,102.7,140.2,80.7,92.8,218.8,184.3,122.7,104.0,184.1,163.5,51.1,91.4,121.4,73.7,185.0,236.2,134.2,165.7,82.7,132.8,201.5,140.0,223.8,77.4,146.1,142.9,182.8,65.9,81.4,27.8,109.7,154.2,87.8,144.9,51.4,35.5,130.7,135.4,96.4,108.5,160.4,108.8,115.0,117.8,144.4,222.7,222.1,89.3,129.3,110.9,78.9,93.8,82.7,93.5,182.2,84.6,15.8,140.6,94.9,162.4,180.5,41.5,122.1,158.8,211.6,105.1,1160.1,52.0,240.1,128.1,0.0,155.2,21.8,126.2,68.4,131.4,170.3,112.4,137.8,104.5,102.8,103.7,124.6
XW,246.9,110.1,121.4,230.7,255.5,327.9,326.9,175.6,231.0,179.8,108.0,153.4,176.3,162.3,188.1,233.1,168.8,361.6,241.5,301.2,170.6,130.1,193.7,96.6,264.3,183.4,163.6,248.6,225.5,290.7,132.2,314.0,105.2,105.6,213.7,245.0,144.1,83.3,124.2,184.1,191.0,111.9,135.2,235.7,148.5,136.2,98.7,142.2,298.9,350.1,63.5,279.0,228.3,139.4,181.7,10.7,204.8,122.2,97.2,274.4,187.9,162.4,138.6,129.8,225.0,192.6,214.2,39.0,209.9,150.9,250.6,281.0,211.0,266.9,153.0,226.4,182.6,90.5,257.3,224.6,336.0,128.0,137.2,226.5,66.4,240.0,120.7,209.2,150.0,137.1,174.1,212.9,209.4,229.6,162.2,200.0,237.7,162.7,131.1,201.9,1260.7,119.7,157.8,232.9,157.7,0.0,136.4,217.6,95.2,214.8,301.9,275.9,267.3,245.6,199.3,253.0,270.8
YD,155.2,155.6,146.7,139.0,148.0,239.8,234.9,176.0,94.5,43.3,94.9,86.7,109.6,198.8,166.6,96.5,93.6,269.6,221.1,213.1,78.2,138.0,102.0,81.0,148.8,109.1,27.7,112.1,136.0,181.1,160.7,222.0,19.3,99.6,124.8,162.4,91.2,70.9,182.5,154.9,124.9,82.1,162.2,185.7,73.3,69.5,99.5,75.5,206.9,258.1,112.3,187.6,110.0,110.9,173.1,121.9,213.4,55.5,129.5,164.8,160.8,88.1,59.5,6.0,131.2,143.7,109.7,123.0,74.0,57.7,158.9,158.0,118.6,130.4,138.5,110.3,117.2,95.9,166.3,231.7,244.0,67.4,107.4,132.8,59.3,115.7,60.8,116.1,149.6,84.2,37.6,162.8,117.1,184.6,158.6,64.1,144.0,127.5,189.7,116.0,1182.0,71.6,218.8,150.3,21.8,138.4,0.0,150.9,46.5,165.5,192.9,134.3,160.4,127.1,125.0,129.3,146.5
YE,95.0,273.5,264.6,79.0,193.3,246.6,303.9,95.1,201.7,162.0,119.9,94.7,71.8,135.1,284.5,188.5,141.0,338.6,146.0,219.9,98.8,255.9,67.8,212.3,151.3,102.1,134.9,216.8,202.5,234.4,92.8,291.0,150.6,141.7,191.3,74.8,75.9,196.9,135.4,256.3,64.9,198.9,280.1,98.1,125.5,125.2,217.4,96.5,263.4,327.1,219.2,256.6,202.0,102.2,291.0,194.2,132.5,116.5,247.4,210.8,89.9,81.1,177.4,137.2,71.2,72.8,104.3,195.3,181.2,80.6,53.3,250.0,130.0,237.6,76.7,199.5,206.4,227.2,234.9,155.1,313.0,185.3,226.3,145.2,180.6,207.7,178.7,128.5,254.7,82.9,144.8,75.2,57.1,97.0,86.1,171.3,156.4,232.6,114.9,179.5,1289.7,101.2,155.1,62.7,129.0,210.7,131.2,0.0,126.3,66.0,246.2,250.9,205.7,174.4,117.0,221.3,238.5
YI,153.1,168.7,159.8,136.9,160.2,251.5,231.6,156.7,156.1,106.2,75.6,67.4,90.3,179.5,179.7,132.7,73.5,266.3,201.8,224.8,76.1,151.1,99.9,101.6,158.0,107.0,80.6,171.2,130.2,195.4,141.4,218.7,50.4,76.4,119.0,160.3,71.9,74.1,159.4,173.2,105.6,94.1,175.3,183.6,53.2,50.2,112.6,56.2,203.6,254.8,115.5,184.3,146.2,91.6,186.2,98.7,194.1,36.2,142.6,179.1,141.5,86.0,72.6,60.5,129.1,124.4,118.9,99.8,126.9,55.6,156.8,194.2,116.5,192.0,119.2,145.2,121.6,116.5,162.6,212.4,240.7,80.5,121.5,150.1,57.8,151.9,73.9,133.4,149.9,64.9,90.5,160.7,115.0,182.5,139.3,117.0,161.3,127.8,170.4,107.2,1228.9,25.0,199.5,148.2,74.7,115.2,76.9,131.6,0.0,146.2,207.2,178.6,172.6,136.3,122.9,165.5,182.7
YR,92.7,303.0,280.9,83.9,198.2,251.5,308.8,83.5,202.2,159.7,135.8,99.6,76.7,105.5,300.8,186.2,138.7,343.5,79.9,224.8,103.7,272.2,72.7,217.2,149.0,107.0,139.8,217.3,207.4,239.3,108.7,295.9,155.5,157.6,196.2,30.1,80.8,205.4,116.9,261.2,69.8,215.2,296.4,71.4,130.4,132.9,233.7,101.4,268.3,332.0,218.8,261.5,199.7,118.5,307.3,202.7,113.1,121.4,263.7,215.7,74.4,86.0,193.7,142.1,76.1,22.7,102.0,211.2,181.7,85.5,76.2,247.7,127.7,238.1,92.6,204.4,211.3,232.1,239.8,90.5,317.9,201.6,242.6,150.1,189.1,205.4,195.0,133.4,271.0,87.8,149.7,48.5,62.0,70.3,54.2,171.8,161.3,248.9,85.3,184.4,1287.4,106.1,125.5,18.0,133.9,219.2,136.1,45.7,131.2,0.0,251.1,255.8,210.6,179.3,114.7,219.0,236.2
YS,144.4,342.6,336.4,175.3,51.6,67.5,117.0,304.9,95.0,146.2,223.8,233.6,215.0,333.4,369.8,185.2,132.4,151.7,295.0,40.8,140.3,327.7,194.0,276.0,127.2,148.8,160.2,77.4,75.7,10.5,289.6,104.1,220.2,240.1,86.9,206.1,187.5,260.6,331.2,352.1,233.9,271.8,351.9,222.1,152.7,198.4,289.2,166.9,32.7,76.6,302.0,34.9,135.4,253.5,369.3,288.8,330.1,186.9,312.7,31.7,307.8,169.8,249.2,195.6,182.1,265.4,125.2,293.7,115.5,169.0,192.7,86.6,107.2,59.1,267.4,274.7,281.6,285.6,46.1,310.9,126.1,257.1,297.1,103.6,249.0,125.2,247.3,121.6,339.3,194.5,151.9,251.8,206.1,223.1,295.9,125.4,90.9,326.6,324.7,98.7,1065.0,186.1,299.6,218.2,167.0,303.4,189.6,237.4,206.0,242.6,0.0,82.0,39.2,71.0,132.9,112.1,94.9
YW,152.9,279.1,272.9,183.8,81.9,120.8,114.5,319.3,48.6,99.8,238.2,230.0,225.1,317.6,306.3,103.1,113.9,149.2,303.5,94.1,170.6,264.2,201.1,211.3,143.2,164.8,113.8,33.5,57.2,60.3,304.0,101.6,173.8,242.9,68.4,214.6,202.0,214.2,339.5,249.4,244.0,195.9,288.4,231.2,134.2,212.8,225.7,195.0,86.5,137.7,255.6,67.2,53.3,254.2,305.8,265.2,344.5,198.8,249.2,44.0,304.1,185.8,185.7,149.2,190.6,275.5,133.7,266.3,69.1,156.8,201.2,25.1,137.5,27.6,281.8,192.6,199.5,220.9,45.5,319.4,123.6,193.6,221.2,119.6,200.3,43.1,165.2,137.6,274.1,209.0,105.5,261.9,216.2,231.6,301.9,79.0,108.4,250.7,333.0,80.2,1065.5,162.4,308.1,226.7,120.6,281.7,143.2,247.5,187.5,252.7,72.1,0.0,69.5,101.3,148.9,33.7,12.8
