from_stop,AH,AI,AL,AO,AP,AX,BO,CB,CJ,CO,CP,CQ,CS,CZ,DD,DJ,DK,DO,DQ,ED,EF,EH,EN,ER,EV,FA,FC,FD,FI,GA,GD,GH,GL,GM,GU,GY,HA,HB,HD,HF,HH,HI,HT,HZ,IE,IJ,IY,IZ,JE,JT,JV,KD,KG,KJ,KK,KU,KZ,LD,MB,MG,MI,MJ,MK,MN,MP,MW,MX,MY,NG,NH,NJ,NP,NQ,NU,NW,NX,OC,OO,OP,OV,OX,PA,PJ,PL,PN,PO,PP,PS,PV,QA,QB,QI,QL,QM,QW,RG,RP,RY,SA,SD,SV,SX,SY,TM,TR,TU,TZ,UE,UI,UQ,UY,VA,VJ,VL,VS,WJ,WK,WO,WU,XD,XE,XF,XP,XV,YA,YE,YF,YH,YK,YM,YU,ZA,ZE,ZJ,ZK,ZN
NP,573.9,133.9,790.5,595.3,603.0,162.1,507.5,590.1,86.7,536.0,250.9,694.8,594.2,426.5,456.2,469.8,207.5,281.9,489.6,319.9,615.0,519.2,488.0,447.6,503.2,597.1,427.7,433.6,287.4,811.7,505.6,761.3,669.4,798.5,838.3,267.9,311.6,571.2,219.9,612.9,505.2,520.2,2662.8,308.6,454.2,702.8,302.2,252.5,328.0,255.7,859.6,761.3,414.3,553.5,357.5,771.2,449.5,430.9,798.7,671.1,156.2,236.3,633.6,452.3,242.6,392.6,53.8,231.8,297.5,553.4,240.6,0.0,176.3,492.4,792.3,746.7,587.4,154.3,467.2,533.0,568.0,435.6,447.4,399.6,294.0,899.9,573.7,396.9,596.1,564.3,360.2,291.0,493.5,281.7,625.3,698.3,516.3,308.6,729.6,211.4,474.9,103.8,890.2,877.3,621.5,440.3,486.5,367.0,185.8,319.9,477.9,353.5,289.4,334.8,772.9,463.3,388.9,439.4,621.1,731.5,459.7,232.2,858.1,591.0,817.5,587.3,698.2,527.6,669.2,903.6,495.9,568.6,770.2,628.0,653.8,783.0
NQ,526.3,41.8,742.9,417.9,555.4,14.1,459.9,449.7,80.0,358.6,313.0,517.4,416.8,359.0,278.8,292.4,159.9,344.0,442.0,290.3,437.6,341.8,310.6,270.2,327.4,419.7,250.3,429.6,239.8,634.3,328.2,583.9,492.0,621.1,660.9,90.5,264.0,430.8,190.3,565.3,457.6,472.6,2711.4,261.0,276.8,655.2,124.8,222.9,150.6,78.3,682.2,713.7,264.0,377.7,180.1,723.6,272.1,253.5,751.1,530.7,18.8,58.9,456.2,274.9,213.0,345.0,115.9,293.9,120.1,376.0,302.7,145.7,0.0,307.0,614.9,699.1,410.0,124.7,211.9,392.6,390.6,243.3,270.0,222.2,246.4,722.5,397.9,282.3,548.5,516.7,312.6,113.6,316.1,104.3,447.9,650.7,338.9,279.0,552.2,273.5,297.5,165.9,712.8,699.9,573.9,262.9,346.1,189.6,138.2,142.5,299.4,305.9,351.5,287.2,725.3,415.7,211.5,391.8,445.3,683.9,430.1,54.8,680.7,413.6,640.1,539.7,520.8,350.2,621.6,726.2,318.5,391.2,592.8,580.4,513.4,735.4
NU,595.6,357.0,685.9,446.4,624.7,329.3,537.6,155.4,395.2,349.1,438.9,495.4,394.8,64.7,307.3,285.1,475.1,357.3,586.3,442.0,415.6,370.3,288.6,248.2,355.9,397.7,278.8,135.3,555.0,624.8,318.7,612.4,470.0,649.6,651.4,283.1,579.2,136.5,505.5,634.6,526.9,616.9,2535.7,576.2,305.3,598.2,255.8,524.5,388.0,234.5,672.7,656.7,169.9,406.2,227.5,666.6,300.6,73.3,694.1,236.4,334.0,288.9,484.7,41.9,484.7,602.9,431.1,343.2,192.5,366.5,428.6,460.9,314.1,0.0,643.4,642.1,400.5,439.9,169.9,98.3,381.1,149.2,260.5,212.7,561.6,690.3,392.7,188.2,491.5,459.7,627.8,351.0,344.6,334.3,438.4,593.7,329.4,593.8,580.7,399.4,275.5,385.6,668.6,690.4,516.9,255.6,51.8,138.9,453.4,379.9,18.2,621.1,347.6,602.4,668.3,730.9,240.0,498.5,473.8,626.9,667.8,320.1,709.2,442.1,668.6,609.0,498.8,378.7,564.6,686.3,347.0,381.7,621.3,523.4,219.1,678.4
NW,937.9,631.5,1028.2,271.4,967.0,606.6,879.9,734.6,627.2,572.2,869.3,750.7,701.7,643.9,332.1,577.3,725.1,787.7,928.6,438.4,722.5,395.7,595.5,555.1,360.7,704.6,323.6,714.5,668.3,222.9,541.8,25.5,623.3,121.7,261.1,560.4,755.4,715.7,553.0,976.9,869.2,959.2,2834.1,752.4,296.6,940.5,533.1,520.9,665.3,511.8,239.8,999.0,548.9,411.0,401.2,1008.9,404.3,538.4,1036.4,815.6,611.3,566.2,133.3,559.8,481.1,836.4,663.1,773.6,469.8,589.6,859.0,692.9,591.4,591.9,0.0,984.4,623.6,559.2,496.8,677.5,541.7,528.2,483.6,435.8,661.7,223.1,431.2,567.2,833.8,802.0,804.0,628.3,254.3,611.6,599.0,936.0,552.5,590.2,48.5,829.8,582.4,713.1,213.4,253.2,859.2,547.8,631.0,474.5,703.4,657.2,584.3,797.3,778.0,778.6,1010.6,799.5,363.2,840.8,478.6,969.2,664.2,597.4,181.3,295.0,140.7,951.3,805.7,263.6,906.9,226.8,371.8,539.7,16.2,865.7,798.3,1020.7
NX,404.7,675.4,44.9,754.4,433.8,703.6,346.7,766.6,689.1,904.8,764.2,992.7,892.1,603.0,664.7,785.7,678.1,682.6,395.4,655.5,912.9,707.7,785.9,745.5,693.3,895.0,656.2,610.1,527.6,1052.5,874.4,920.4,967.3,957.6,1097.0,809.4,507.1,747.7,770.1,443.7,336.0,426.0,2774.7,449.3,629.2,172.6,771.1,738.0,869.5,749.8,1075.7,62.2,590.8,743.6,748.7,25.6,736.9,709.5,76.6,847.6,697.7,777.8,792.7,678.1,698.2,412.0,725.0,668.5,707.8,922.2,753.9,754.8,717.8,668.9,951.4,0.0,956.2,713.8,643.7,709.5,936.8,612.1,816.2,768.4,534.2,1052.7,763.8,577.1,151.4,264.0,414.8,832.5,652.6,833.5,994.1,57.2,885.1,605.6,884.6,724.7,772.8,710.9,1043.0,1082.8,159.9,756.2,663.0,682.9,656.4,861.4,654.4,405.4,672.9,421.8,73.8,545.6,695.8,307.6,811.2,13.9,881.3,773.7,1017.2,750.1,976.6,418.1,996.1,686.7,133.8,1062.7,704.4,937.4,929.3,159.2,830.3,60.9
OC,896.0,480.6,986.3,498.7,925.1,452.9,838.0,543.8,518.8,267.9,736.8,451.6,510.9,453.1,359.6,386.5,598.7,655.2,880.8,494.3,404.4,422.6,404.7,364.3,365.1,513.8,331.1,523.7,724.2,486.3,81.7,662.8,324.2,636.2,512.9,406.7,702.8,524.9,608.9,935.0,827.3,911.4,2792.2,699.8,357.6,898.6,379.4,576.8,511.6,358.1,534.2,957.1,358.1,314.8,279.8,967.0,352.9,347.6,994.5,624.8,457.6,412.5,537.0,369.0,537.0,783.8,554.7,641.1,316.1,228.0,726.5,584.5,437.7,401.1,693.8,942.5,0.0,615.1,306.0,486.7,242.6,337.4,230.9,227.5,717.6,551.8,294.6,376.4,791.9,760.1,751.4,474.6,396.9,457.9,299.9,894.1,190.9,646.1,646.8,697.3,391.6,604.7,530.1,551.9,817.3,357.0,440.2,283.7,577.0,503.5,393.5,744.7,645.5,726.0,968.7,854.5,292.3,798.9,479.5,927.3,720.1,443.7,596.6,494.4,623.9,909.4,614.9,431.0,865.0,547.8,399.3,243.2,671.7,823.8,607.5,978.8
OO,532.2,72.2,748.8,409.9,561.3,100.4,465.8,565.4,67.9,474.3,300.9,633.1,532.5,474.7,320.2,408.1,165.8,331.9,447.9,165.5,553.3,457.5,426.3,385.9,348.8,535.4,366.0,483.6,232.3,714.3,443.9,575.9,607.7,613.1,752.5,206.2,269.9,546.5,65.5,571.2,463.5,478.5,2712.8,266.9,284.7,661.1,240.5,98.1,266.3,194.0,731.2,719.6,464.3,399.1,295.8,729.5,387.8,369.2,757.0,646.4,94.5,174.6,448.2,390.6,88.2,350.9,103.8,281.8,235.8,491.7,290.6,133.6,114.6,422.7,606.9,705.0,525.7,0.0,327.6,508.3,506.3,359.0,385.7,337.9,225.7,714.5,419.3,446.9,554.4,522.6,318.5,229.3,308.1,220.0,563.6,656.6,454.6,154.2,544.2,261.4,413.2,153.8,704.8,744.6,579.8,378.6,461.8,305.3,144.1,258.2,415.1,311.8,339.4,293.1,731.2,421.6,327.2,397.7,466.7,689.8,305.3,170.5,672.7,405.6,632.1,545.6,636.5,342.2,627.5,718.2,359.9,506.9,584.8,586.3,629.1,741.3
OP,587.4,228.5,677.7,317.9,616.5,200.8,529.4,249.6,266.7,220.6,430.7,348.9,248.3,158.9,178.8,141.9,346.6,349.1,624.5,313.5,269.1,241.8,142.1,101.7,227.4,251.2,150.3,230.4,426.5,496.3,190.2,483.9,323.5,521.1,522.9,154.6,450.7,230.7,377.0,626.4,518.7,659.3,2527.5,447.7,176.8,592.0,127.3,396.0,259.5,106.0,544.2,648.5,52.0,277.7,104.9,658.4,172.1,79.9,685.9,330.6,205.5,160.4,356.2,74.8,356.2,531.7,302.6,335.0,64.0,238.0,420.4,332.4,185.6,106.9,514.9,632.7,272.0,311.4,0.0,192.5,252.6,31.3,132.0,84.2,433.1,561.8,264.2,66.2,483.3,451.5,499.3,218.8,216.1,216.1,309.9,585.5,200.9,465.3,448.1,393.0,129.0,352.6,540.1,561.9,508.7,112.4,146.0,39.1,324.9,251.4,99.3,492.6,339.4,473.9,660.1,602.4,111.5,490.3,345.3,618.7,539.3,191.6,580.7,313.6,540.1,600.8,352.3,250.2,556.4,557.8,218.5,253.2,492.8,515.2,313.3,670.2
OV,635.5,441.9,725.8,531.3,664.6,414.2,577.5,112.9,480.1,434.0,478.8,580.3,479.7,104.6,392.2,370.0,560.0,397.2,626.2,526.9,500.5,455.2,373.5,333.1,440.8,482.6,363.7,175.2,639.9,709.7,403.6,697.3,554.9,734.5,736.3,368.0,664.1,94.0,590.4,674.5,566.8,656.8,2575.6,661.1,390.2,638.1,340.7,609.4,472.9,319.4,757.6,696.6,254.8,491.1,312.4,706.5,385.5,158.2,734.0,193.9,418.9,373.8,569.6,126.8,569.6,642.8,475.5,383.1,277.4,451.4,468.5,545.8,399.0,117.6,728.3,682.0,485.4,524.8,254.8,0.0,466.0,234.1,345.4,297.6,646.5,775.2,477.6,273.1,531.4,499.6,645.6,435.9,429.5,419.2,523.3,633.6,414.3,678.7,665.6,439.3,360.4,425.5,753.5,775.3,556.8,340.5,56.4,223.8,538.3,464.8,103.1,636.2,387.5,687.3,708.2,815.8,324.9,538.4,558.7,666.8,752.7,405.0,794.1,527.0,753.5,648.9,583.7,463.6,604.5,771.2,431.9,466.6,706.2,563.3,176.6,718.3
OX,846.6,431.2,936.9,449.3,875.7,403.5,788.6,494.4,469.4,169.8,687.4,219.8,291.7,403.7,310.2,337.1,549.3,605.8,827.2,444.9,172.6,373.2,355.3,314.9,358.8,317.8,281.7,474.3,674.8,353.5,150.8,530.0,92.4,503.4,380.1,357.3,653.4,475.5,559.5,885.6,777.9,862.0,2742.8,650.4,308.2,849.2,330.0,527.4,462.2,308.7,401.4,907.7,308.7,409.1,236.3,917.6,303.5,298.2,945.1,575.4,408.2,363.1,487.6,319.6,487.6,734.4,505.3,591.7,266.7,130.7,677.1,535.1,388.3,351.7,561.0,891.9,232.6,565.7,256.6,437.3,0.0,288.0,181.5,178.1,668.2,419.0,305.2,322.9,742.5,710.7,702.0,425.2,347.5,408.5,57.2,844.7,61.3,596.7,518.1,649.7,298.1,555.3,397.3,419.1,767.9,307.6,390.8,234.3,527.6,454.1,344.1,695.3,596.1,676.6,919.3,805.1,242.9,749.5,476.7,877.9,670.7,394.3,463.8,445.0,491.1,860.0,418.9,381.6,815.6,415.0,305.4,103.5,538.9,774.4,558.1,929.4
PA,556.0,260.1,646.3,349.5,585.1,232.4,498.0,275.9,298.3,252.2,399.3,380.5,279.9,191.9,210.4,173.5,378.2,317.7,546.7,345.1,300.7,273.4,173.7,133.3,259.0,282.8,181.9,199.0,458.1,527.9,221.8,515.5,355.1,552.7,554.5,186.2,482.3,257.0,408.6,595.0,487.3,577.3,2496.1,479.3,208.4,560.6,158.9,427.6,291.1,137.6,575.8,617.1,20.6,309.3,136.5,627.0,203.7,106.2,654.5,356.9,237.1,192.0,387.8,101.1,387.8,563.3,334.2,303.6,95.6,269.6,389.0,364.0,217.2,133.2,546.5,601.3,303.6,343.0,31.5,218.8,284.2,0.0,163.6,115.8,464.7,593.4,295.8,34.8,451.9,420.1,530.9,250.4,247.7,237.4,341.5,554.1,232.5,496.9,479.7,361.6,160.6,346.0,571.7,593.5,477.3,144.0,172.3,70.7,356.5,283.0,125.6,524.2,308.0,505.5,628.7,634.0,143.1,458.9,376.9,587.3,570.9,223.2,612.3,345.2,571.7,569.4,383.9,281.8,525.0,589.4,253.2,284.8,524.4,483.8,339.6,638.8
PJ,726.3,310.9,816.6,329.0,755.4,283.2,668.3,374.1,349.1,129.8,567.1,370.8,341.2,283.4,189.9,216.8,429.0,485.5,711.1,324.6,323.6,252.9,235.0,194.6,243.9,344.1,161.4,354.0,554.5,405.5,99.4,495.0,243.4,555.4,432.1,237.0,533.1,355.2,439.2,765.3,657.6,741.7,2622.5,530.1,187.9,728.9,209.7,407.1,341.9,188.4,453.4,787.4,188.4,193.6,110.1,797.3,183.2,177.9,824.8,455.1,287.9,242.8,367.3,199.3,367.3,614.1,385.0,471.4,146.4,147.2,556.8,414.8,268.0,231.4,526.0,772.8,181.2,445.4,136.3,317.0,161.8,167.7,0.0,57.8,547.9,471.0,173.4,206.7,622.2,590.4,581.7,304.9,227.2,288.2,219.1,724.4,110.1,476.4,463.3,527.6,221.9,435.0,449.3,471.1,647.6,187.3,270.5,114.0,407.3,333.8,223.8,575.0,475.8,556.3,799.0,684.8,122.6,629.2,358.3,757.6,550.4,274.0,515.8,324.7,543.1,739.7,445.2,261.3,695.3,467.0,229.6,162.4,503.9,654.1,437.8,809.1
PL,668.4,253.0,758.7,271.1,697.5,225.3,610.4,316.2,291.2,136.3,509.2,383.9,283.3,225.5,132.0,158.9,371.1,427.6,649.0,266.7,304.1,195.0,177.1,136.7,180.6,286.2,103.5,296.1,496.6,412.0,105.9,437.1,249.9,474.3,438.6,179.1,475.2,297.3,381.3,707.4,599.7,683.8,2564.6,472.2,130.0,673.0,151.8,349.2,284.0,130.5,459.9,729.5,130.5,200.1,58.1,739.4,125.3,120.0,766.9,397.2,230.0,184.9,309.4,141.4,309.4,556.2,327.1,413.5,88.5,153.7,498.9,356.9,210.1,173.5,468.1,713.7,187.7,387.5,78.4,259.1,168.3,109.8,47.7,0.0,490.0,477.5,179.9,144.7,564.3,532.5,523.8,243.3,169.3,240.6,225.6,666.5,116.6,418.5,401.3,469.7,164.0,377.1,455.8,477.6,589.7,129.4,212.6,56.1,349.4,275.9,165.9,517.1,417.9,498.4,741.1,626.9,64.7,571.3,298.5,699.7,492.5,216.1,522.3,266.8,493.3,681.8,387.3,203.4,637.4,473.5,171.7,168.9,446.0,596.2,379.9,751.2
PN,355.9,197.2,572.5,503.4,385.0,225.4,289.5,690.4,210.9,599.3,443.9,758.1,657.5,599.7,413.7,533.1,199.9,474.9,267.4,351.7,678.3,456.7,551.3,510.9,442.3,660.4,405.2,626.6,6.5,807.8,568.9,669.4,732.7,706.6,846.0,331.2,93.6,671.5,251.7,394.9,287.2,302.2,2824.0,90.6,378.2,484.8,365.5,284.3,391.3,319.0,824.7,543.3,504.7,492.6,411.0,553.2,512.8,494.2,580.7,771.4,219.5,299.6,541.7,515.6,181.7,174.6,246.8,424.8,360.8,616.7,433.6,276.6,239.6,547.7,700.4,527.5,650.7,235.6,452.6,633.3,631.3,484.0,510.7,462.9,0.0,808.0,512.8,593.6,378.1,346.3,142.2,354.3,401.6,345.0,688.6,480.3,579.6,71.3,633.6,404.4,538.2,296.8,798.3,838.1,403.5,503.6,586.8,430.3,178.2,383.2,540.1,135.5,482.4,116.8,554.9,245.3,452.2,221.4,560.2,513.5,398.8,295.5,766.2,499.1,725.6,369.3,761.5,435.7,451.2,811.7,408.9,631.9,678.3,410.0,754.1,565.0
PO,947.9,742.2,1038.2,382.1,977.0,717.3,889.9,830.6,737.9,506.0,879.3,611.8,683.7,739.9,442.8,673.3,835.8,797.7,938.6,549.1,564.6,506.4,691.5,651.1,471.4,709.8,434.3,725.2,779.0,84.0,487.0,175.2,484.4,103.3,121.4,671.1,866.1,811.7,663.7,986.9,879.2,969.2,2844.1,863.1,407.3,950.5,643.8,631.6,776.0,622.5,100.1,1009.0,644.9,521.7,511.9,1018.9,515.0,634.4,1046.4,911.6,722.0,676.9,244.0,655.8,591.8,924.6,773.8,783.6,580.5,466.9,869.0,803.6,702.1,687.9,206.2,994.4,568.8,669.9,592.8,773.5,402.8,624.2,517.7,546.5,772.4,0.0,541.9,688.5,843.8,812.0,887.6,739.0,365.0,722.3,460.1,946.0,397.5,700.9,159.2,839.8,678.4,826.0,74.5,114.3,869.2,643.8,727.0,570.5,814.1,767.9,680.3,920.0,788.0,889.3,1020.6,809.5,473.9,850.8,589.3,979.2,774.9,708.1,43.7,405.7,84.3,961.3,810.9,374.3,916.9,87.1,482.5,400.8,184.1,875.7,894.3,1030.7
PP,682.5,448.3,772.8,285.2,711.6,420.6,624.5,511.1,469.6,210.7,613.9,451.7,478.2,420.4,132.1,353.8,566.4,532.3,673.2,280.8,404.5,222.9,372.0,331.6,70.4,481.1,137.6,491.0,510.7,486.4,180.3,451.2,324.3,488.4,513.0,374.4,597.8,492.2,395.4,721.5,613.8,703.8,2578.7,594.8,144.1,685.1,347.1,363.3,479.3,325.8,534.3,743.6,325.4,20.1,221.1,753.5,218.3,314.9,781.0,592.1,425.3,380.2,323.5,336.3,323.5,678.8,505.5,518.2,283.8,228.1,603.6,535.3,405.4,368.4,482.2,727.8,262.1,401.6,273.3,454.0,242.7,304.7,198.2,194.8,504.1,551.9,0.0,339.6,578.4,546.6,646.4,442.3,183.4,425.6,300.0,680.6,191.0,432.6,415.4,576.2,358.9,555.5,530.2,552.0,603.8,324.3,407.5,251.0,544.7,471.2,360.8,639.7,522.6,621.0,755.2,707.4,177.2,585.4,184.8,713.8,506.6,411.4,548.0,280.9,507.4,695.9,582.2,217.5,651.5,547.9,171.8,243.3,460.1,610.3,574.8,765.3
PS,517.0,298.8,607.3,388.2,546.1,271.1,459.0,316.5,337.0,290.9,360.3,419.2,318.6,152.9,249.1,208.5,416.9,282.8,503.5,383.8,339.4,312.1,212.4,172.0,297.7,321.5,220.6,160.0,496.8,562.9,260.5,554.2,393.8,591.4,593.2,224.9,521.0,297.6,447.3,556.0,448.3,538.3,2457.1,518.0,247.1,521.6,193.9,466.3,329.8,176.3,614.5,578.1,17.3,344.3,175.2,588.0,242.4,144.9,615.5,397.5,275.8,230.7,426.5,139.8,426.5,524.3,357.0,264.6,130.6,308.3,354.1,402.7,255.9,218.8,585.2,562.3,342.3,381.7,66.5,259.4,322.9,34.9,202.3,154.5,499.7,632.1,330.8,0.0,412.9,381.1,569.6,289.1,286.4,286.4,380.2,515.1,271.2,531.9,514.7,322.6,199.3,307.0,606.7,632.2,438.3,182.7,212.9,109.4,395.2,321.7,160.6,562.9,273.1,544.2,589.7,672.7,181.8,419.9,415.6,552.4,609.6,261.9,651.0,383.9,610.4,530.4,422.6,320.5,490.1,628.1,291.9,323.5,563.1,444.8,380.2,599.8
PV,253.2,523.9,194.3,602.9,282.3,552.1,195.2,615.1,537.6,753.3,612.7,841.2,740.6,451.5,513.2,634.2,526.6,531.1,243.9,504.0,761.4,556.2,634.4,594.0,541.8,743.5,504.7,458.6,376.1,901.0,722.9,768.9,815.8,806.1,945.5,657.9,355.6,596.2,618.6,292.2,184.5,274.5,2623.2,297.8,477.7,106.6,619.6,586.5,718.0,598.3,924.2,165.1,439.3,592.1,591.3,175.0,585.4,558.0,202.5,696.1,546.2,626.3,641.2,526.6,546.7,260.5,573.5,517.0,556.3,770.7,602.4,603.3,566.3,517.4,799.9,150.5,804.7,562.3,492.2,558.0,785.3,460.6,664.7,616.9,382.7,901.2,612.3,421.9,0.0,112.5,263.3,681.0,501.1,671.7,842.6,102.1,733.6,454.1,737.2,573.2,621.3,559.4,891.5,931.3,25.3,604.7,511.5,531.4,504.9,709.9,502.9,253.9,521.4,270.3,176.7,394.1,544.3,156.1,659.7,135.3,729.8,622.2,865.7,598.6,825.1,266.6,844.6,535.2,73.0,911.2,552.9,785.9,777.8,31.8,678.8,186.8
QA,223.1,493.8,288.6,572.8,252.2,522.0,165.1,585.0,507.5,723.2,582.6,811.1,710.5,421.4,483.1,604.1,496.5,501.0,213.8,473.9,731.3,526.1,604.3,563.9,511.7,713.4,474.6,428.5,346.0,870.9,692.8,738.8,785.7,776.0,915.4,627.8,325.5,566.1,588.5,262.1,154.4,244.4,2593.1,267.7,447.6,200.9,589.5,556.4,687.9,568.2,894.1,259.4,409.2,562.0,561.2,269.3,555.3,527.9,296.8,666.0,516.1,596.2,611.1,496.5,516.6,230.4,543.4,486.9,526.2,740.6,572.3,573.2,536.2,487.3,769.8,244.8,774.6,532.2,462.1,527.9,755.2,430.5,634.6,586.8,352.6,871.1,582.2,391.8,94.2,0.0,233.2,650.9,471.0,641.6,812.5,196.4,703.5,424.0,707.1,543.1,591.2,529.3,861.4,901.2,119.6,574.6,481.4,501.3,474.8,679.8,472.8,223.8,491.3,240.2,271.0,364.0,514.2,126.0,629.6,229.6,699.7,592.1,835.6,568.5,795.0,236.5,814.5,505.1,167.3,881.1,522.8,755.8,747.7,126.1,648.7,281.1
QB,240.2,278.6,456.8,640.9,269.3,306.8,173.8,771.8,292.3,680.7,525.3,839.5,738.9,536.6,551.2,614.5,281.3,556.3,155.9,482.6,759.7,663.9,632.7,592.3,579.8,741.8,572.4,543.7,130.8,945.3,650.3,806.9,814.1,844.1,983.0,412.6,110.3,752.9,382.6,279.2,171.5,186.5,2708.3,76.2,515.7,369.1,446.9,415.2,472.7,400.4,962.2,427.6,524.4,630.1,502.2,437.5,594.2,575.6,465.0,852.8,300.9,381.0,679.2,597.0,319.2,36.9,328.2,506.2,442.2,698.1,515.0,358.0,321.0,629.1,837.9,413.0,732.1,317.0,534.0,714.7,712.7,545.7,592.1,544.3,137.4,945.5,650.3,507.0,262.4,230.6,0.0,435.7,539.1,426.4,770.0,364.6,661.0,208.8,775.2,485.8,619.6,378.2,935.8,975.6,287.8,585.0,668.2,511.7,259.6,464.6,621.5,32.3,563.8,48.7,439.2,130.7,533.6,105.7,697.7,397.8,536.3,376.9,903.7,636.6,863.1,253.6,842.9,573.2,335.5,949.2,590.9,713.3,815.8,294.3,835.5,449.3
QI,634.0,145.8,850.6,467.8,663.1,121.8,567.6,499.6,184.0,408.5,420.7,567.3,466.7,408.9,328.7,338.6,267.6,448.0,545.5,398.0,483.8,388.0,360.5,320.1,377.3,469.6,300.2,479.5,347.5,680.5,378.1,633.8,538.2,671.0,710.8,140.4,371.7,480.7,298.0,673.0,565.3,580.3,2761.3,368.7,326.7,764.9,171.0,330.6,36.9,128.2,732.1,821.4,313.9,427.6,220.2,831.3,322.0,303.4,858.8,580.6,126.5,108.8,506.1,324.8,320.7,452.7,223.6,401.6,170.0,425.9,410.4,253.4,106.6,356.9,664.8,801.9,459.9,232.4,258.1,442.5,440.5,289.5,319.9,272.1,354.1,772.4,444.1,328.1,656.2,624.4,420.3,0.0,366.0,164.5,497.8,758.4,388.8,386.7,594.3,383.0,347.4,273.6,762.7,746.1,681.6,312.8,396.0,239.5,245.9,28.8,345.6,413.6,459.2,394.9,833.0,523.4,261.4,499.5,495.2,787.9,537.8,112.6,730.6,463.5,690.0,647.4,570.7,400.1,729.3,776.1,371.5,441.1,642.7,688.1,563.3,843.1
QL,643.2,377.1,733.5,124.2,672.3,352.2,585.2,480.2,372.8,317.8,574.6,547.9,447.3,389.5,77.7,322.9,470.7,493.0,633.9,184.0,468.1,141.3,341.1,300.7,106.3,450.2,69.2,460.1,413.9,406.1,287.4,267.7,431.4,304.9,444.3,306.0,501.0,461.3,298.6,682.2,574.5,664.5,2539.4,498.0,42.2,645.8,278.7,266.5,410.9,257.4,423.0,704.3,294.5,156.6,146.8,714.2,149.9,284.0,741.7,561.2,356.9,311.8,140.0,305.4,226.7,582.0,408.7,478.9,215.4,335.2,564.3,438.5,337.0,337.5,298.7,689.7,369.2,304.8,242.4,423.1,349.8,273.8,229.2,181.4,407.3,406.3,176.8,312.8,539.1,507.3,549.6,373.9,0.0,357.2,407.1,641.3,298.1,335.8,236.0,535.1,328.0,458.7,396.6,436.4,564.5,293.4,376.6,220.1,449.0,402.8,329.9,542.9,483.3,524.2,715.9,610.6,108.8,546.1,224.2,674.5,409.8,343.0,364.5,97.4,323.9,656.6,551.3,56.5,612.2,410.0,117.4,350.4,276.6,571.0,543.9,726.0
QM,652.6,168.1,869.2,435.8,681.7,140.4,586.2,467.6,217.4,376.5,439.3,535.3,434.7,376.9,296.7,324.6,286.2,481.4,564.1,431.4,469.8,374.0,328.5,288.1,345.3,437.6,268.2,447.5,366.1,666.5,346.1,601.8,524.2,639.0,678.8,90.4,390.3,448.7,316.6,691.6,583.9,598.9,2729.3,387.3,294.7,783.5,157.0,360.3,199.1,96.2,700.1,840.0,281.9,409.9,188.2,849.9,290.0,271.4,877.4,548.6,145.1,54.5,474.1,292.8,339.3,471.3,242.2,420.2,152.3,393.9,440.1,272.0,125.2,324.9,632.8,824.2,427.9,251.0,244.1,410.5,408.5,275.5,287.9,240.1,372.7,740.4,430.1,296.1,674.8,643.0,438.9,158.4,334.0,0.0,465.8,777.0,356.8,416.4,580.3,401.6,315.4,292.2,745.0,732.1,700.2,280.8,364.0,207.5,264.5,191.0,331.6,432.2,488.9,413.5,851.6,542.0,229.4,518.1,463.2,810.2,556.4,131.2,698.6,431.5,658.0,666.0,538.7,368.1,747.9,744.1,339.5,409.1,610.7,706.7,531.3,861.7
QW,903.9,488.5,994.2,506.6,933.0,460.8,845.9,551.7,526.7,227.1,744.7,277.1,349.0,461.0,367.5,394.4,606.6,663.1,888.7,502.2,229.9,430.5,412.6,372.2,416.1,375.1,339.0,531.6,732.1,410.8,208.1,587.3,149.7,560.7,437.4,414.6,710.7,532.8,616.8,942.9,835.2,919.3,2800.1,707.7,365.5,906.5,387.3,584.7,519.5,366.0,458.7,965.0,366.0,466.4,287.7,974.9,360.8,355.5,1002.4,632.7,465.5,420.4,544.9,376.9,544.9,791.7,562.6,649.0,324.0,188.0,734.4,592.4,445.6,409.0,618.3,950.4,289.9,623.0,313.9,494.6,57.2,345.3,238.8,235.4,725.5,476.3,362.5,384.3,799.8,768.0,759.3,482.5,404.8,465.8,0.0,902.0,118.6,654.0,571.3,705.2,355.4,612.6,454.6,476.4,825.2,364.9,448.1,291.6,584.9,511.4,401.4,752.6,653.4,733.9,976.6,862.4,300.2,806.8,534.0,935.2,728.0,451.6,521.1,502.3,548.4,917.3,476.2,438.9,872.9,472.3,407.2,160.8,596.2,831.7,615.4,986.7
