from_stop,AA,AC,AD,AE,AI,AM,AO,AP,AT,AY,BA,BB,BF,BM,BR,BY,CA,CB,CF,CK,CM,CN,CO,DI,DO,DP,DU,EA,EB,EG,EL,EM,EP,EV,EW,EX,FG,FH,FJ,FL,FN,FQ,FT,FV,FY,GE,GG,GJ,GO,GQ,GT,GW,GY,HC,HD,HH,HI,HK,HM,HQ,HV,HX,HY,IC,IG,IL,IO,IP,IS,JB,JC,JF,JG,JI,JM,JP,JR,JT,JV,JX,JY,KB,KD,KJ,KL,KM,KO,KP,KX,KZ,LF,LJ,LP,MB,MD,MN,MQ,NB,NP,NX,OD,OK,ON,OU,OW,OZ,PC,PD,PJ,PK,PN,PP,QC,QG,QL,QP,QS,QT,QU,QV,QX,QY,RA,RL,RP,SA,SC,SG,SK,SM,SO,SR,ST,SU,SY,TI,TU,TV,TW,UD,UE,UF,UH,UI,UJ,UN,UO,UQ,US,VI,VL,VP,VT,VU,VY,WA,WE,WH,WN,XD,XH,XS,YI,YO,YS,YV,YW,YY,YZ,ZD,ZE,ZK,ZN,ZS,ZU
BA,895.1,726.3,916.3,888.5,373.5,519.4,534.9,481.9,878.4,455.8,0.0,443.6,853.6,338.5,476.9,593.7,562.7,291.0,609.0,825.5,260.8,915.8,826.6,835.1,962.9,511.5,543.2,741.3,510.9,843.8,709.8,642.6,672.0,691.8,411.4,871.9,614.3,766.1,546.0,698.7,860.0,470.2,875.6,379.5,650.6,899.5,947.8,643.1,475.5,83.3,572.3,699.8,104.0,710.4,265.7,103.8,675.5,473.9,525.7,653.6,346.1,479.4,276.7,21.9,539.3,848.9,274.3,265.3,361.3,100.3,537.5,707.9,154.3,419.7,281.1,544.7,733.5,613.8,429.3,522.0,461.5,511.8,56.2,579.5,774.6,768.6,836.5,991.2,811.2,928.0,512.1,855.8,91.1,912.5,691.0,680.1,821.0,944.5,576.6,315.5,544.7,721.4,405.0,380.3,275.8,309.1,746.8,891.6,665.5,379.3,802.6,620.9,645.3,732.5,343.0,922.4,364.6,709.7,819.2,685.6,345.3,32.1,641.0,403.3,245.6,848.1,917.4,486.7,885.8,737.7,533.8,682.8,617.8,871.2,253.8,451.4,444.9,226.6,2496.6,954.2,752.8,941.0,761.7,718.0,439.5,865.2,861.3,276.1,944.4,363.9,336.9,122.3,765.6,840.1,454.3,631.5,871.9,943.0,788.9,649.9,853.1,412.0,728.0,417.1,107.3,221.4,951.1,331.2,379.5,128.7,112.9,598.6,464.6,835.3,896.9
BB,1183.8,316.5,1205.0,1177.2,170.1,183.0,386.9,38.2,1167.1,744.5,438.3,0.0,1142.3,627.2,140.5,958.0,226.3,492.0,272.6,1114.2,599.9,1204.5,1115.3,1199.3,1251.6,363.5,184.9,1105.6,174.5,1132.5,300.0,232.8,1036.3,980.5,75.0,1160.6,978.6,356.3,209.6,288.9,1148.7,758.9,1164.3,668.2,1014.9,1188.2,1236.5,931.8,139.1,521.7,235.9,1064.1,542.4,300.6,554.4,542.2,265.7,137.5,324.5,942.3,634.8,295.5,615.8,460.3,181.0,1137.6,613.4,554.0,650.0,538.7,826.2,298.1,592.7,61.4,569.8,208.3,323.7,204.0,71.0,810.7,103.2,153.5,370.4,169.7,1138.9,1057.3,1125.2,1279.9,401.4,1216.7,800.8,1144.5,529.5,1201.2,281.2,968.8,411.2,1233.2,240.2,467.5,208.3,1010.1,460.3,402.7,564.5,121.3,337.0,1180.3,255.7,46.2,1091.3,211.1,1009.6,322.7,516.5,1211.1,653.3,299.9,409.4,974.3,437.7,470.5,231.2,45.0,534.3,1136.8,1206.1,289.4,1235.3,454.3,822.5,273.0,208.0,1159.9,592.9,740.1,370.6,565.7,2537.0,1242.9,343.0,1229.7,1050.4,1006.7,334.8,1153.9,1150.0,575.5,1233.1,179.7,446.1,461.4,355.8,1204.4,10.7,995.8,1160.6,1231.7,1077.6,313.5,1141.8,585.5,318.2,705.8,332.2,560.5,1239.8,549.3,668.2,350.4,452.0,188.8,128.2,1124.0,1185.6
BF,473.4,1346.5,377.9,204.1,949.5,1156.1,1241.5,1118.6,194.0,477.9,749.4,1080.3,0.0,698.1,1113.6,216.4,1199.4,997.6,1245.7,141.1,990.4,378.4,142.2,226.2,278.5,1218.1,1052.8,408.9,1147.6,159.4,1376.6,1279.3,339.6,365.9,1048.1,187.5,195.8,1474.6,1182.7,1335.4,175.6,829.8,191.2,435.1,318.2,215.1,263.4,473.3,1112.2,665.6,1209.0,367.4,701.8,1347.1,676.3,644.5,1312.2,1110.6,1232.3,161.1,468.6,1186.0,1006.3,728.8,1063.5,164.5,1003.9,675.9,453.6,648.1,438.7,1361.2,739.9,1056.4,691.7,1181.4,1371.0,1250.5,1048.2,396.3,1016.0,1062.3,760.9,1216.2,391.0,136.2,152.1,306.8,1519.7,243.6,406.1,171.4,657.6,490.8,1290.6,133.9,1529.5,260.1,1213.3,1022.1,1181.4,159.2,1111.6,1086.9,686.4,945.8,1352.8,414.0,1265.1,1016.0,476.7,1257.6,312.9,1391.3,1049.6,291.8,487.2,1346.4,1527.7,160.1,1051.9,718.3,1277.7,1040.0,656.2,163.7,233.0,1193.3,262.2,1313.7,513.4,1423.8,1254.5,186.8,983.4,811.0,1151.5,848.5,1988.7,269.8,1389.5,256.6,145.7,136.5,1146.1,180.8,176.9,982.7,260.0,939.9,1043.5,851.9,1474.1,355.9,1091.0,299.1,187.5,258.6,138.1,1286.6,168.7,1118.6,1286.3,776.7,785.2,951.0,529.4,1037.8,435.1,783.4,842.5,1235.3,1101.3,150.9,419.3
BM,776.6,848.4,797.8,770.0,451.4,658.0,766.4,620.5,759.9,337.3,349.2,582.2,735.1,0.0,615.5,550.8,701.3,522.5,747.6,707.0,492.3,797.3,708.1,792.1,844.4,743.0,554.7,698.4,649.5,725.3,878.5,781.2,629.1,573.3,550.0,753.4,571.4,976.5,684.6,837.3,741.5,131.6,757.1,261.0,607.7,781.0,829.3,524.6,614.1,351.2,710.9,656.9,329.2,849.0,178.2,371.7,814.1,612.5,757.2,535.1,227.6,710.9,508.2,328.6,565.4,730.4,505.8,177.8,242.8,368.2,419.0,863.1,293.4,558.3,193.6,683.3,872.9,752.4,550.1,403.5,517.9,564.2,262.8,718.1,731.7,650.1,718.0,872.7,1021.6,809.5,393.6,737.3,359.0,794.0,792.5,561.6,1031.4,826.0,715.2,547.0,683.3,602.9,636.5,611.8,188.3,447.7,854.7,773.1,767.0,517.9,684.1,759.5,602.4,893.2,574.5,803.9,246.1,848.3,1029.6,567.1,576.8,318.1,779.6,541.9,158.1,729.6,798.9,718.2,828.1,815.6,415.3,925.7,756.4,752.7,485.3,112.8,676.4,458.1,2549.1,835.7,891.4,822.5,643.2,599.5,671.0,746.7,742.8,507.6,825.9,441.8,568.4,353.8,976.0,797.2,592.9,588.6,753.4,824.5,670.4,788.5,734.6,643.5,788.2,78.5,287.1,452.9,832.6,562.7,261.0,285.3,344.4,737.2,603.2,716.8,778.4
BR,1199.5,432.8,1220.7,1192.9,234.9,115.1,319.0,188.4,1182.8,760.2,461.2,150.1,1158.0,642.9,0.0,973.7,158.4,424.1,204.7,1136.0,606.9,1220.2,1131.0,1215.0,1267.3,295.6,256.7,1121.3,106.6,1148.2,416.3,349.1,1052.0,996.2,57.0,1176.3,994.3,472.6,141.7,426.5,1164.4,774.6,1180.0,683.9,1030.6,1203.9,1252.2,947.5,122.1,544.6,168.0,1079.8,565.3,416.9,570.1,565.1,382.0,110.7,256.6,958.0,650.5,227.6,622.8,483.2,245.8,1153.3,620.4,569.7,665.7,561.6,841.9,414.4,615.6,126.2,585.5,110.5,440.0,320.3,135.8,826.4,168.0,218.3,393.3,286.0,1154.6,1073.0,1140.9,1295.6,517.7,1232.4,816.5,1160.2,552.4,1216.9,400.6,984.5,527.5,1248.9,172.3,399.6,110.5,1025.8,392.4,334.8,580.2,144.2,453.3,1196.0,372.0,85.8,1107.0,327.4,1025.3,439.0,448.6,1225.5,669.0,416.2,525.7,990.0,369.8,493.4,347.5,109.8,550.0,1152.5,1221.8,221.5,1251.0,570.6,838.2,389.3,324.3,1175.6,599.9,755.8,302.7,549.5,2653.3,1258.6,459.3,1245.4,1066.1,1022.4,266.9,1169.6,1165.7,507.6,1248.8,244.5,378.2,484.3,472.1,1220.1,160.8,1011.5,1176.3,1247.4,1093.3,245.6,1157.5,517.6,434.5,721.5,355.1,583.4,1255.5,481.4,683.9,373.3,474.9,305.1,60.3,1139.7,1201.3
BY,507.9,1193.8,455.5,281.7,796.8,1003.4,1072.5,965.9,271.6,325.2,580.4,927.6,246.8,545.4,960.9,0.0,1046.7,828.6,1093.0,224.8,837.7,456.0,219.8,286.2,356.1,1049.1,907.1,192.4,994.9,237.0,1223.9,1126.6,123.1,304.6,895.4,265.1,20.5,1321.9,1030.0,1204.0,253.2,677.1,268.8,282.4,101.7,292.7,341.0,412.0,959.5,496.6,1056.3,150.9,532.8,1194.4,523.6,475.5,1159.5,957.9,1063.3,99.8,315.9,1017.0,853.6,559.8,910.8,242.1,851.2,523.2,300.9,479.1,377.4,1208.5,587.2,903.7,539.0,1028.7,1218.3,1097.8,895.5,335.0,863.3,909.6,608.2,1063.5,231.1,161.8,229.7,384.4,1367.0,321.2,344.8,249.0,488.6,525.3,1137.9,73.3,1376.8,337.7,1060.6,853.1,1028.7,114.6,948.0,917.9,533.7,793.1,1200.1,504.4,1112.4,863.3,415.4,1104.9,96.4,1238.6,880.6,369.5,334.5,1193.7,1375.0,56.7,882.9,549.3,1125.0,887.3,503.5,241.3,310.6,1024.3,336.9,1161.0,466.2,1160.6,1101.8,264.4,830.7,658.3,982.5,679.5,2066.3,347.4,1236.8,334.2,154.9,111.2,977.1,264.1,254.5,813.7,337.6,787.2,874.5,699.2,1321.4,291.2,938.3,82.6,265.1,336.2,182.1,1133.9,246.3,949.6,1133.6,624.0,632.5,798.3,563.9,868.8,282.4,630.7,689.8,1082.6,948.6,228.5,509.7
CA,1293.7,493.2,1314.9,1287.1,329.1,93.1,297.0,282.6,1277.0,854.4,555.4,244.3,1252.2,737.1,146.8,1067.9,0.0,402.1,182.7,1224.1,584.9,1314.4,1225.2,1309.2,1361.5,273.6,343.9,1215.5,51.7,1242.4,476.7,409.5,1146.2,1090.4,151.2,1270.5,1088.5,496.9,145.7,429.5,1258.6,868.8,1274.2,778.1,1124.8,1298.1,1346.4,1041.7,216.3,638.8,77.4,1174.0,659.5,477.3,664.3,659.3,442.4,204.9,234.6,1052.2,744.7,205.6,600.8,577.4,340.0,1247.5,598.4,663.9,759.9,655.8,936.1,474.8,709.8,220.4,679.7,156.6,500.4,273.2,230.0,920.6,262.2,312.5,487.5,380.2,1248.8,1167.2,1235.1,1389.8,542.0,1326.6,910.7,1254.4,646.6,1311.1,457.9,1078.7,551.8,1343.1,150.3,377.6,156.6,1120.0,370.4,312.8,674.4,238.4,513.7,1290.2,432.4,180.0,1201.2,351.7,1119.5,499.4,426.6,1321.0,763.2,440.5,550.0,1084.2,347.8,587.6,407.9,204.0,644.2,1246.7,1316.0,199.5,1345.2,564.3,932.4,413.6,418.5,1269.8,577.9,850.0,280.7,527.5,2713.7,1352.8,519.7,1339.6,1160.3,1116.6,244.9,1263.8,1259.9,485.6,1343.0,338.7,356.2,578.5,496.4,1314.3,255.0,1105.7,1270.5,1341.6,1187.5,223.6,1251.7,495.6,494.9,815.7,449.3,677.6,1349.7,459.4,778.1,467.5,569.1,399.3,98.0,1233.9,1295.5
CB,1049.2,762.1,1070.4,1042.6,577.9,292.0,243.8,531.4,1032.5,661.2,281.1,493.1,1007.7,543.9,395.6,807.1,395.2,0.0,341.9,979.6,182.7,1069.9,980.7,1048.5,1117.0,220.4,592.7,954.7,343.4,997.9,745.6,678.4,885.4,845.9,400.0,1026.0,827.7,765.8,394.5,698.4,1014.1,675.6,1029.7,584.9,864.0,1053.6,1101.9,848.5,465.1,359.5,404.8,913.2,395.7,746.2,471.1,338.4,711.3,453.7,234.6,807.7,551.5,188.3,198.6,303.1,588.8,1003.0,196.2,470.7,566.7,342.0,742.9,743.7,435.5,469.2,486.5,405.4,769.3,542.1,478.8,727.4,511.0,561.3,261.6,629.0,988.0,922.7,990.6,1145.3,810.9,1082.1,717.5,1009.9,351.5,1066.6,726.8,834.2,820.7,1098.6,375.1,24.4,405.4,875.5,113.9,89.2,481.2,487.2,782.6,1045.7,701.3,428.8,956.7,620.6,858.7,768.3,51.9,1076.5,570.0,709.4,818.9,839.7,54.2,313.3,676.8,452.8,451.0,1002.2,1071.5,195.6,1099.2,833.2,739.2,682.5,667.3,1025.3,175.7,656.8,153.8,125.3,2702.0,1108.3,788.6,1095.1,915.8,872.1,148.4,1019.3,1015.4,83.4,1098.5,587.5,45.8,265.6,765.3,1053.5,503.8,844.9,1026.0,1097.1,943.0,382.8,1007.2,120.9,763.8,622.5,330.7,364.7,1105.2,57.2,584.9,336.8,173.0,648.1,346.8,989.4,1051.0
CF,1317.8,551.1,1339.0,1311.2,353.2,67.3,251.5,306.7,1301.1,878.5,579.5,268.4,1276.3,761.2,170.9,1092.0,170.5,356.6,0.0,1248.2,539.4,1338.5,1249.3,1333.3,1385.6,228.1,368.0,1239.6,118.7,1266.5,534.6,467.4,1170.3,1114.5,175.3,1294.6,1112.6,590.9,169.8,523.5,1282.7,892.9,1298.3,802.2,1148.9,1322.2,1370.5,1065.8,240.4,662.9,180.1,1198.1,683.6,535.2,688.4,683.4,500.3,229.0,189.1,1076.3,768.8,160.1,555.3,601.5,364.1,1271.6,552.9,688.0,784.0,679.9,960.2,532.7,733.9,244.5,703.8,180.7,558.3,443.8,254.1,944.7,286.3,336.6,511.6,404.3,1272.9,1191.3,1259.2,1413.9,636.0,1350.7,934.8,1278.5,670.7,1335.2,515.8,1102.8,645.8,1367.2,150.4,332.1,180.7,1144.1,324.9,267.3,698.5,262.5,571.6,1314.3,490.3,204.1,1225.3,445.7,1143.6,557.3,381.1,1345.1,787.3,534.5,644.0,1108.3,302.3,611.7,465.8,228.1,668.3,1270.8,1340.1,154.0,1369.3,688.9,956.5,507.6,442.6,1293.9,532.4,874.1,235.2,482.0,2771.6,1376.9,577.6,1363.7,1184.4,1140.7,199.4,1287.9,1284.0,440.1,1367.1,362.8,310.7,602.6,590.4,1338.4,279.1,1129.8,1294.6,1365.7,1211.6,40.9,1275.8,450.1,552.8,839.8,473.4,701.7,1373.8,413.9,802.2,491.6,529.7,423.4,122.1,1258.0,1319.6
CK,456.4,1346.8,360.9,193.2,949.8,1156.4,1241.8,1118.9,177.0,484.3,749.7,1080.6,189.5,698.4,1120.0,216.7,1199.7,997.9,1246.0,0.0,990.7,361.4,143.6,227.6,267.6,1218.4,1060.1,409.2,1147.9,160.8,1376.9,1279.6,339.9,366.2,1048.4,188.9,196.1,1474.9,1183.0,1363.1,158.6,830.1,65.8,435.4,318.5,198.1,246.4,473.6,1112.5,665.9,1209.3,367.7,702.1,1347.4,676.6,644.8,1312.5,1110.9,1232.6,161.4,468.9,1186.3,1006.6,729.1,1069.9,23.3,1010.3,680.0,453.9,648.4,439.0,1361.5,740.2,1056.7,692.0,1187.8,1371.3,1250.8,1048.5,396.6,1016.3,1062.6,761.2,1216.5,392.4,136.5,96.5,289.8,1520.0,226.6,406.4,72.4,664.0,473.8,1294.0,140.3,1529.8,243.1,1213.6,1022.4,1181.7,159.5,1117.3,1087.2,686.7,946.1,1353.1,397.0,1265.4,1016.3,477.0,1264.0,313.2,1391.6,1049.9,281.0,487.5,1346.7,1528.0,160.4,1052.2,718.6,1278.0,1040.3,656.5,82.1,216.0,1193.6,263.6,1320.1,513.7,1313.6,1254.8,57.0,983.7,811.3,1151.8,848.8,1971.7,252.8,1389.8,239.6,152.1,136.8,1146.4,45.3,159.9,983.0,243.0,940.2,1049.9,852.2,1474.4,357.3,1091.3,299.4,170.5,241.6,138.4,1286.9,65.9,1125.0,1286.6,777.0,785.5,951.3,512.4,1044.2,435.4,783.7,842.8,1241.7,1101.6,152.3,402.3
CM,1061.2,955.8,1082.4,1054.6,539.6,485.7,437.5,632.7,1044.5,621.9,241.8,594.4,1019.7,504.6,589.3,835.4,588.9,193.6,535.6,991.6,0.0,1081.9,992.7,1076.7,1129.0,414.1,694.0,983.0,537.1,1009.9,939.3,872.1,913.7,857.9,593.7,1038.0,856.0,959.5,588.2,892.1,1026.1,636.3,1041.7,545.6,892.3,1065.6,1113.9,809.2,658.8,325.2,598.5,941.5,345.9,939.9,431.8,345.7,905.0,647.4,428.3,819.7,512.2,382.0,15.9,263.8,653.6,1015.0,49.4,431.4,527.4,342.2,703.6,937.4,396.2,570.5,447.2,599.1,963.0,735.8,580.1,688.1,612.3,662.6,222.3,730.3,1016.3,934.7,1002.6,1157.3,1004.6,1094.1,678.2,1021.9,333.0,1078.6,920.5,846.2,1014.4,1110.6,568.8,218.1,599.1,887.5,307.6,282.9,441.9,459.9,976.3,1057.7,895.0,530.1,968.7,814.3,887.0,962.0,245.6,1088.5,530.7,903.1,1012.6,851.7,247.9,274.0,870.5,554.1,411.7,1014.2,1083.5,389.3,1112.7,903.8,699.9,876.2,768.6,1037.3,63.2,617.5,347.5,201.4,2662.7,1120.3,982.3,1107.1,927.8,884.1,342.1,1031.3,1027.4,178.7,1110.5,530.0,239.5,226.3,959.0,1081.8,605.1,873.2,1038.0,1109.1,955.0,576.5,1019.2,314.6,957.5,583.2,291.4,325.4,1117.2,233.8,545.6,297.5,133.7,749.4,540.5,1001.4,1063.0
CN,166.9,1398.2,0.5,216.1,1001.2,1207.8,1316.2,1170.3,251.2,567.6,839.1,1132.0,409.6,749.8,1165.3,436.8,1251.1,1072.3,1297.4,324.2,1042.1,0.0,363.7,447.7,143.7,1292.8,1104.5,629.3,1199.3,380.9,1428.3,1331.0,560.0,223.6,1099.8,409.0,416.2,1448.9,1234.4,1402.5,247.1,881.5,309.5,524.8,524.5,141.1,284.0,418.0,1163.9,755.3,1260.7,521.2,791.5,1398.8,728.0,734.2,1363.9,1162.3,1307.0,381.5,520.3,1260.7,1058.0,818.5,1115.2,347.6,1055.6,727.6,543.3,737.8,383.4,1412.9,791.6,1108.1,743.4,1233.1,1422.7,1302.2,1099.9,341.0,1067.7,1114.0,812.6,1267.9,441.0,356.6,270.4,188.6,1494.0,168.6,350.8,289.7,747.3,184.3,1342.3,354.3,1503.8,185.1,1265.0,1096.8,1233.1,379.6,1186.3,1161.6,738.1,997.5,1404.5,107.5,1316.8,1067.7,231.6,1309.3,533.3,1443.0,1124.3,65.4,538.9,1413.5,1502.0,380.5,1126.6,808.0,1329.4,1091.7,707.9,282.0,209.4,1268.0,483.7,1365.4,458.1,1475.5,1306.2,305.1,1035.1,862.7,1226.2,938.2,1710.0,179.7,1441.2,192.7,366.1,356.9,1220.8,319.4,203.8,1057.4,224.5,991.6,1118.2,903.6,1448.4,541.3,1142.7,519.5,167.8,136.6,358.5,1338.3,307.3,1193.3,1338.0,828.4,836.9,1002.7,222.9,1112.5,524.8,835.1,894.2,1287.0,1153.0,372.4,112.8
CO,479.2,1371.2,383.7,209.9,974.2,1180.8,1266.2,1143.3,199.8,502.6,774.1,1105.0,213.9,722.8,1138.3,241.1,1224.1,1022.3,1270.4,146.9,1015.1,384.2,0.0,83.9,284.3,1242.8,1077.5,415.8,1172.3,47.8,1401.3,1304.0,346.5,390.6,1072.8,45.2,220.5,1499.3,1207.4,1360.1,181.4,854.5,197.0,459.8,258.4,220.9,269.2,498.0,1136.9,690.3,1233.7,256.5,726.5,1371.8,701.0,669.2,1336.9,1135.3,1257.0,185.8,493.3,1210.7,1031.0,753.5,1088.2,170.3,1028.6,700.6,478.3,672.8,463.4,1385.9,764.6,1081.1,716.4,1206.1,1395.7,1275.2,1072.9,421.0,1040.7,1087.0,785.6,1240.9,248.7,160.9,157.9,312.6,1544.4,249.4,430.8,177.2,682.3,496.6,1315.3,158.6,1554.2,265.9,1238.0,1046.8,1206.1,183.9,1136.3,1111.6,711.1,970.5,1377.5,419.8,1289.8,1040.7,501.4,1282.3,319.8,1416.0,1074.3,297.6,511.9,1371.1,1552.4,184.8,1076.6,743.0,1302.4,1064.7,680.9,169.5,238.8,1218.0,119.9,1338.4,538.1,1448.5,1279.2,192.6,1008.1,835.7,1176.2,873.2,1994.5,275.6,1414.2,262.4,170.4,161.2,1170.8,186.6,182.7,1007.4,265.8,964.6,1068.2,876.6,1498.8,213.6,1115.7,278.5,193.3,264.4,162.8,1311.3,174.5,1143.3,1311.0,801.4,809.9,975.7,535.2,1062.5,459.8,808.1,867.2,1260.0,1126.0,8.6,425.1
DI,574.2,1435.6,478.7,304.9,1038.6,1245.2,1314.3,1207.7,294.8,567.0,822.2,1169.4,308.9,787.2,1202.7,266.6,1288.5,1070.4,1334.8,241.9,1079.5,479.2,94.9,0.0,379.3,1290.9,1141.9,331.8,1236.7,142.8,1465.7,1368.4,262.5,485.6,1137.2,38.6,287.2,1563.7,1271.8,1424.5,276.4,918.9,292.0,524.2,174.4,315.9,364.2,593.0,1201.3,738.4,1298.1,172.5,774.6,1436.2,765.4,717.3,1401.3,1199.7,1305.1,280.8,557.7,1258.8,1095.4,801.6,1152.6,265.3,1093.0,765.0,542.7,720.9,558.4,1450.3,829.0,1145.5,780.8,1270.5,1460.1,1339.6,1137.3,516.0,1105.1,1151.4,850.0,1305.3,164.7,255.9,252.9,407.6,1608.8,344.4,525.8,272.2,730.4,591.6,1379.7,253.6,1618.6,360.9,1302.4,1094.9,1270.5,278.9,1184.4,1159.7,775.5,1034.9,1441.9,514.8,1354.2,1105.1,596.4,1346.7,235.8,1480.4,1122.4,392.6,576.3,1435.5,1616.8,279.8,1124.7,791.1,1366.8,1129.1,745.3,264.5,333.8,1266.1,50.6,1402.8,633.1,1512.9,1343.6,287.6,1072.5,900.1,1224.3,921.3,2089.5,370.6,1478.6,357.4,265.4,256.2,1218.9,281.6,277.7,1055.5,360.8,1029.0,1116.3,941.0,1563.2,129.6,1180.1,194.5,288.3,359.4,257.8,1375.7,269.5,1191.4,1375.4,865.8,874.3,1040.1,630.2,1110.6,524.2,872.5,931.6,1324.4,1190.4,86.0,520.1
DO,252.8,1390.7,157.3,150.3,1087.1,1293.7,1402.1,1256.2,185.4,632.5,904.0,1217.9,343.8,835.7,1251.2,371.0,1337.0,1158.2,1383.3,264.5,1128.0,157.8,297.9,381.9,0.0,1378.7,1197.4,563.5,1285.2,315.1,1420.8,1416.9,494.2,309.5,1185.7,343.2,350.4,1507.0,1320.3,1481.9,181.3,967.4,243.7,589.7,472.8,75.3,218.2,503.9,1249.8,820.2,1346.6,522.0,856.4,1484.7,813.9,799.1,1449.8,1248.2,1392.9,315.7,606.2,1346.6,1143.9,883.4,1201.1,281.8,1141.5,817.3,608.2,802.7,469.3,1405.4,877.5,1194.0,829.3,1319.0,1415.2,1388.1,1185.8,426.9,1153.6,1199.9,898.5,1353.8,499.1,290.8,204.6,122.8,1552.1,102.8,436.7,223.9,812.2,270.2,1428.2,288.5,1561.9,119.3,1350.9,1182.7,1319.0,313.8,1272.2,1247.5,824.0,1083.4,1397.0,193.4,1402.7,1153.6,317.5,1395.2,467.5,1435.5,1210.2,71.3,624.8,1471.6,1560.1,314.7,1212.5,872.9,1415.3,1177.6,793.8,216.2,143.6,1353.9,417.9,1357.9,544.0,1450.9,1392.1,239.3,1121.0,948.6,1312.1,1003.1,1768.1,113.9,1527.1,126.9,300.3,291.1,1306.7,260.5,138.0,1143.3,158.7,1077.5,1204.1,989.5,1506.5,511.6,1228.6,453.7,102.0,70.8,292.7,1424.2,241.5,1279.2,1423.9,914.3,922.8,1088.6,308.8,1198.4,589.7,921.0,980.1,1372.9,1238.9,306.6,198.7
DP,1287.7,631.6,1308.9,1281.1,447.4,161.5,23.3,400.9,1271.0,899.7,519.6,362.6,1246.2,782.4,265.1,1045.6,264.7,238.4,211.4,1218.1,421.2,1308.4,1219.2,1287.0,1355.5,0.0,462.2,1193.2,212.9,1236.4,615.1,547.9,1123.9,1084.4,269.5,1264.5,1066.2,635.3,264.0,567.9,1252.6,914.1,1268.2,823.4,1102.5,1292.1,1340.4,1087.0,334.6,598.0,274.3,1151.7,634.2,615.7,709.6,576.9,580.8,323.2,104.1,1046.2,790.0,57.8,437.1,541.6,458.3,1241.5,434.7,709.2,805.2,580.5,981.4,613.2,674.0,338.7,725.0,274.9,638.8,411.6,348.3,965.9,380.5,430.8,500.1,498.5,1226.5,1161.2,1229.1,1383.8,680.4,1320.6,956.0,1248.4,590.0,1305.1,596.3,1072.7,690.2,1337.1,244.6,213.9,274.9,1114.0,206.7,149.1,719.7,356.7,652.1,1284.2,570.8,298.3,1195.2,490.1,1097.2,637.8,262.9,1315.0,808.5,578.9,688.4,1078.2,184.1,551.8,546.3,322.3,689.5,1240.7,1310.0,65.1,1337.7,702.7,977.7,552.0,536.8,1263.8,414.2,895.3,117.0,363.8,2852.1,1346.8,658.1,1333.6,1154.3,1110.6,81.2,1257.8,1253.9,321.9,1337.0,457.0,192.5,504.1,634.8,1292.0,373.3,1083.4,1264.5,1335.6,1181.5,252.3,1245.7,331.9,633.3,861.0,567.6,603.2,1343.7,295.7,823.4,585.8,411.5,517.6,216.3,1227.9,1289.5
DU,1097.3,465.4,1118.5,1097.7,83.6,300.4,504.3,221.0,1080.6,665.0,431.5,182.7,1055.8,540.7,264.9,878.5,343.7,609.4,390.0,1033.8,596.6,1118.0,1028.8,1112.8,1172.1,480.9,0.0,1019.1,291.9,1046.0,448.9,381.7,949.8,894.0,192.4,1074.1,892.1,505.2,327.0,466.1,1062.2,672.4,1084.8,581.7,928.4,1101.7,1150.0,845.3,256.5,514.9,360.3,977.6,535.6,449.5,467.9,535.4,414.6,254.9,441.9,862.8,548.3,412.9,612.5,453.5,136.1,1051.1,617.1,471.3,563.5,531.9,739.7,447.0,614.1,123.4,483.3,332.7,472.6,352.9,113.8,724.2,88.6,127.9,367.1,325.6,1052.4,970.8,1045.7,1193.4,550.3,1130.2,714.3,1058.0,529.7,1114.7,433.2,889.3,560.1,1146.7,357.6,584.9,325.7,923.6,583.1,520.1,478.0,238.7,485.9,1093.8,404.6,163.6,1004.8,360.0,923.1,471.6,633.9,1130.3,566.8,448.8,558.3,887.8,555.1,463.7,380.1,138.7,447.8,1050.3,1126.6,406.8,1148.8,610.2,736.0,415.7,356.9,1073.4,589.6,653.6,488.0,562.4,2489.7,1156.4,491.9,1143.2,970.9,920.2,452.2,1073.1,1063.5,611.9,1146.6,93.2,570.5,458.1,504.7,1117.9,193.4,909.3,1074.1,1145.2,991.1,430.9,1062.3,709.9,467.1,619.3,391.4,557.2,1153.3,674.0,581.7,389.6,448.7,344.7,245.6,1044.5,1099.1
