from_stop,AG,AH,AI,AL,AR,AT,AY,BA,BF,BH,BK,BO,BS,BX,BY,CG,CJ,CK,CM,CN,CQ,CU,CX,DH,EA,FU,FV,GD,GG,GK,GO,GP,GS,HE,HF,HI,HJ,HM,HS,HW,HZ,IM,IU,IV,IY,IZ,JA,JP,JR,JZ,KM,KN,KR,KY,LA,LD,LE,LR,LZ,MD,MF,MI,ML,MM,MN,MO,MR,MW,NC,NF,NI,NK,NL,NO,NP,NW,OF,OK,OS,OT,OU,OV,OY,PA,PC,PD,PG,PP,PQ,QC,QF,QI,QL,QR,QS,QX,RE,RO,RP,RS,RW,SH,SJ,TE,TF,TL,TM,TT,UI,UM,UU,UV,UW,VB,VC,VD,VE,VI,VN,WC,WD,WJ,WQ,XM,XR,XS,YF,YJ,YN,YR,YW,ZF,ZG,ZK,ZL,ZY
NK,469.8,888.7,139.2,521.8,1024.6,521.7,1179.2,86.7,803.0,399.9,1192.0,296.4,353.7,425.6,563.8,354.8,89.8,482.1,219.1,447.8,651.9,964.3,164.2,77.9,786.3,410.5,705.3,343.1,457.2,924.8,386.9,646.5,642.7,944.8,690.9,901.2,149.1,336.7,208.0,166.9,634.0,784.4,189.4,541.4,524.8,2719.6,576.9,650.6,435.8,548.8,160.8,436.0,488.4,436.0,1137.6,235.6,220.6,203.9,484.0,121.2,82.3,136.8,86.2,505.9,302.1,209.3,1223.2,216.9,97.4,819.2,166.6,0.0,574.4,618.3,101.1,530.1,285.4,426.0,513.4,554.5,537.5,157.0,178.9,202.8,314.0,466.6,169.4,512.3,856.5,948.0,472.6,1070.6,143.3,500.4,513.3,503.5,407.3,391.2,70.8,168.0,107.2,931.4,37.8,1182.9,917.3,297.7,553.0,863.0,509.0,565.7,454.1,1174.3,758.9,933.8,429.1,501.5,424.1,1057.8,433.3,182.8,398.3,687.0,472.0,1251.6,395.6,96.7,978.8,1531.6,168.4,423.4,431.7,344.4,951.0,526.1,496.7,1179.9
NL,238.4,657.3,497.6,290.4,793.2,143.5,947.8,617.5,571.6,202.7,960.6,531.3,593.5,229.1,332.4,589.7,486.8,250.7,527.2,682.7,420.5,732.9,510.8,649.5,554.9,645.4,473.9,532.2,692.1,693.4,641.4,415.1,411.3,713.4,459.5,669.8,547.9,571.6,634.2,544.7,402.6,553.0,497.0,517.8,234.7,2545.9,345.5,419.2,146.9,525.2,535.1,155.4,271.5,123.7,906.2,554.1,539.1,597.3,460.4,522.0,599.4,504.7,607.8,274.5,585.8,488.8,991.8,535.4,479.6,587.8,566.8,572.7,0.0,386.9,529.1,280.3,586.8,162.1,60.9,323.1,513.9,583.2,496.1,528.0,609.7,293.3,553.8,134.1,625.1,716.6,144.4,839.2,506.2,476.8,489.7,479.9,642.2,626.1,587.0,528.7,533.2,700.0,624.9,951.5,685.9,599.1,529.4,631.6,485.4,330.2,689.0,942.9,527.5,702.4,249.2,477.9,166.7,826.4,236.8,501.3,171.4,455.6,93.0,1020.2,650.1,655.5,747.4,1302.5,569.7,658.3,193.5,241.2,719.6,48.2,473.1,948.5
NO,145.5,270.3,534.6,237.3,406.2,369.2,560.8,654.5,184.6,226.5,573.6,518.3,580.5,252.9,160.3,576.7,523.8,197.6,592.6,669.7,111.2,604.9,547.8,686.5,325.7,632.4,241.0,650.0,679.1,306.4,628.4,355.8,168.4,326.4,241.5,282.8,584.9,558.6,671.2,581.7,93.3,166.0,534.0,504.8,221.7,2158.9,286.2,109.9,259.4,512.2,572.1,248.4,258.5,283.5,519.2,591.1,576.1,634.3,447.4,559.0,636.4,541.7,644.8,221.4,572.8,525.8,604.8,572.4,516.6,405.8,603.8,609.7,421.9,0.0,566.1,267.3,573.8,328.4,360.9,62.6,500.9,606.8,533.1,565.0,596.7,280.3,590.8,359.8,530.8,329.6,320.1,452.2,543.2,463.8,476.7,466.9,629.2,613.1,624.0,565.7,570.2,313.0,661.9,564.5,298.9,586.1,516.4,402.4,472.4,317.2,676.0,555.9,140.5,315.4,273.0,464.9,236.5,439.4,260.6,538.3,291.5,226.4,319.5,633.2,637.4,692.5,360.4,1074.5,606.7,645.3,338.5,274.9,332.6,373.6,460.1,561.5
NP,434.2,878.1,173.5,486.2,1014.0,486.1,1168.6,153.4,792.4,364.3,1181.4,257.0,314.3,390.0,528.2,315.4,54.2,446.5,253.4,408.4,616.3,928.7,93.0,167.1,750.7,371.1,887.0,307.5,417.8,914.2,347.5,610.9,607.1,934.2,655.3,890.6,47.9,297.3,168.6,75.7,598.4,773.8,88.2,502.0,485.4,2680.2,541.3,615.0,400.2,509.4,59.6,400.4,449.0,400.4,1127.0,239.0,224.0,253.0,444.6,155.5,133.8,139.8,143.7,470.3,262.7,173.7,1212.6,220.3,61.8,783.6,101.2,89.1,538.8,582.7,0.0,490.7,246.0,390.4,477.8,518.9,498.1,117.6,107.7,205.8,274.6,427.2,172.4,476.7,820.9,937.4,437.0,1060.0,40.6,461.0,473.9,464.1,367.9,351.8,160.0,66.8,183.6,920.8,134.0,1172.3,906.7,258.3,513.6,827.4,469.6,526.3,414.7,1163.7,748.3,923.2,393.5,462.1,388.5,1047.2,397.7,186.2,362.7,651.4,436.4,1241.0,356.2,185.9,968.2,1595.8,171.4,384.0,396.1,308.8,940.4,490.5,457.3,1169.3
NW,109.2,528.1,398.4,161.2,664.0,233.0,818.6,518.3,442.4,90.3,831.4,300.6,362.8,116.7,203.2,359.0,387.6,121.5,456.4,452.0,291.3,603.7,411.6,550.3,425.7,414.7,344.7,513.8,461.4,564.2,410.7,285.9,282.1,584.2,330.3,540.6,448.7,340.9,411.0,445.5,273.4,423.8,397.8,287.1,35.1,2416.7,216.3,290.0,123.2,294.5,435.9,112.2,59.8,147.3,777.0,454.9,439.9,498.1,229.7,422.8,475.5,405.5,508.6,145.3,355.1,389.6,862.6,436.2,380.4,458.6,467.6,473.5,285.7,257.7,429.9,0.0,356.1,192.2,224.7,193.9,283.2,389.1,396.9,428.8,379.0,81.6,454.6,223.6,495.9,587.4,183.9,710.0,407.0,246.1,259.0,249.2,411.5,395.4,463.1,429.5,434.0,570.8,525.7,822.3,556.7,368.4,298.7,502.4,254.7,49.8,458.3,813.7,398.3,573.2,136.8,247.2,100.3,697.2,124.4,402.1,151.6,326.4,183.3,891.0,419.4,556.3,618.2,1332.3,470.5,427.6,202.3,142.0,590.4,237.4,242.4,819.3
OF,398.9,778.2,359.6,450.9,881.8,522.7,1068.7,300.6,692.5,380.0,1081.5,81.1,100.6,406.4,492.9,96.8,231.3,411.2,479.6,189.8,581.0,893.4,304.4,291.8,715.4,152.5,754.8,484.6,199.2,814.3,134.7,575.6,571.8,834.3,768.3,790.7,308.6,78.7,160.3,245.7,563.1,673.9,290.6,341.4,324.8,2580.3,506.0,579.7,412.9,348.8,320.3,401.9,288.4,437.0,1027.1,416.1,401.1,391.5,284.0,326.8,224.8,278.3,338.8,435.0,16.7,350.8,1112.7,397.4,238.9,748.3,238.2,284.2,575.4,547.4,260.6,330.1,0.0,481.9,514.4,483.6,337.5,138.4,289.7,344.3,61.8,266.6,310.9,513.3,785.6,805.2,473.6,927.8,214.9,300.4,313.3,303.5,149.3,133.2,212.4,322.3,322.1,798.3,329.1,1072.4,806.8,51.0,353.0,792.1,309.0,365.7,196.1,1063.8,616.1,791.0,426.5,301.5,390.0,947.3,414.1,363.3,441.3,616.1,473.0,1141.1,143.4,299.0,836.0,1495.9,309.9,165.4,492.0,431.7,840.5,527.1,296.7,1069.4
OK,161.7,580.6,363.8,213.7,716.5,124.0,871.1,483.7,494.9,125.6,883.9,454.6,516.8,151.3,255.7,513.0,353.0,174.0,507.7,606.0,343.8,656.2,377.0,515.7,478.2,568.7,397.2,512.7,615.4,616.7,564.7,338.4,334.6,636.7,382.8,593.1,414.1,494.9,500.4,410.9,325.9,476.3,363.2,441.1,158.0,2469.2,268.8,342.5,70.2,448.5,401.3,78.7,194.8,64.8,829.5,420.3,405.3,463.5,383.7,388.2,465.6,370.9,474.0,197.8,509.1,355.0,915.1,401.6,345.8,511.1,433.0,438.9,176.7,310.2,395.3,203.6,510.1,0.0,115.7,246.4,437.2,449.4,362.3,394.2,533.0,216.6,420.0,114.6,548.4,639.9,85.5,762.5,372.4,400.1,413.0,403.2,565.5,549.4,453.2,394.9,399.4,623.3,491.1,874.8,609.2,522.4,452.7,554.9,408.7,253.5,612.3,866.2,450.8,625.7,154.8,401.2,90.0,749.7,159.0,367.5,32.7,378.9,74.3,943.5,573.4,521.7,670.7,1283.0,435.9,581.6,31.3,107.4,642.9,128.4,396.4,871.8
OS,177.4,596.3,436.6,229.4,732.2,82.5,886.8,556.5,510.6,141.7,899.6,470.3,532.5,168.1,271.4,528.7,425.8,189.7,466.2,621.7,359.5,671.9,449.8,588.5,493.9,584.4,412.9,471.2,631.1,632.4,580.4,354.1,350.3,652.4,398.5,608.8,486.9,510.6,573.2,483.7,341.6,492.0,436.0,456.8,173.7,2484.9,284.5,358.2,85.9,464.2,474.1,94.4,210.5,62.7,845.2,493.1,478.1,536.3,399.4,461.0,538.4,443.7,546.8,213.5,524.8,427.8,930.8,474.4,418.6,526.8,505.8,511.7,60.9,325.9,468.1,219.3,525.8,101.1,0.0,262.1,452.9,522.2,435.1,467.0,548.7,232.3,492.8,73.1,564.1,655.6,83.4,778.2,445.2,415.8,428.7,418.9,581.2,565.1,526.0,467.7,472.2,639.0,563.9,890.5,624.9,538.1,468.4,570.6,424.4,269.2,628.0,881.9,466.5,641.4,188.2,416.9,105.7,765.4,175.8,440.3,110.4,394.6,32.0,959.2,589.1,594.5,686.4,1241.5,508.7,597.3,132.5,180.2,658.6,12.6,412.1,887.5
OT,82.8,334.1,471.9,174.6,470.0,306.5,624.6,591.8,248.4,163.8,637.4,455.6,517.8,190.2,97.6,514.0,461.1,134.9,529.9,607.0,97.3,668.8,485.1,623.8,263.0,569.7,182.0,587.3,616.4,370.2,565.7,293.1,105.7,390.2,167.6,346.6,522.2,495.9,608.5,519.0,79.4,229.8,471.3,442.1,159.0,2222.7,223.5,96.0,196.7,449.5,509.4,185.7,195.8,220.8,583.0,528.4,513.4,571.6,384.7,496.3,573.7,479.0,582.1,158.7,510.1,463.1,668.6,509.7,453.9,343.1,541.1,547.0,359.2,63.7,503.4,204.6,511.1,265.7,298.2,0.0,438.2,544.1,470.4,502.3,534.0,217.6,528.1,297.1,468.1,393.4,257.4,516.0,480.5,401.1,414.0,404.2,566.5,550.4,561.3,503.0,507.5,376.8,599.2,628.3,362.7,523.4,453.7,339.7,409.7,254.5,613.3,619.7,204.3,379.2,210.3,402.2,173.8,503.2,197.9,475.6,225.1,163.7,256.8,697.0,574.4,629.8,424.2,1138.3,544.0,582.6,275.8,215.5,396.4,310.9,397.4,625.3
OU,333.6,752.5,622.8,385.6,888.4,457.4,1043.0,566.0,666.8,314.7,1055.8,315.3,377.5,341.1,427.6,373.7,496.7,345.9,680.8,466.7,515.7,828.1,636.0,557.2,650.1,429.4,569.1,738.2,476.1,788.6,425.4,510.3,506.5,808.6,554.7,765.0,574.0,355.6,425.7,511.1,497.8,648.2,622.2,165.6,259.5,2641.1,440.7,514.4,347.6,147.0,660.3,336.6,223.1,371.7,1001.4,679.3,664.3,722.5,186.7,647.2,490.2,543.7,604.2,369.7,369.8,614.0,1087.0,660.6,504.3,683.0,503.6,549.6,510.1,482.1,526.0,264.8,370.8,416.6,449.1,418.3,0.0,403.8,621.3,653.2,393.7,201.3,576.3,448.0,720.3,811.8,408.3,934.4,480.3,80.6,207.5,49.9,426.2,410.1,477.8,653.9,587.5,795.2,594.5,1046.7,781.1,383.1,172.6,726.8,195.0,300.4,473.0,1038.1,622.7,797.6,361.2,54.9,324.7,921.6,348.8,626.5,376.0,550.8,407.7,1115.4,434.1,564.4,842.6,1556.7,575.3,442.3,426.7,366.4,814.8,461.8,199.4,1043.7
OV,441.8,760.4,221.1,493.8,896.3,524.7,1050.9,162.1,674.7,422.9,1063.7,139.3,196.6,449.3,534.9,197.7,92.8,454.1,341.1,290.7,623.9,936.3,165.9,153.3,758.3,253.4,769.3,346.1,300.1,796.5,229.8,618.5,614.7,816.5,782.8,772.9,170.1,179.6,50.9,107.2,606.0,656.1,152.1,384.3,367.7,2562.5,548.9,622.6,438.8,391.7,181.8,441.6,331.3,439.0,1009.3,277.6,262.6,253.0,326.9,188.3,86.3,139.8,200.3,477.9,145.0,212.3,1094.9,258.9,100.4,791.2,99.7,145.7,577.4,590.3,122.1,373.0,128.3,429.0,516.4,526.5,380.4,0.0,151.2,205.8,156.9,309.5,172.4,515.3,828.5,819.7,475.6,942.3,76.4,343.3,356.2,346.4,250.2,234.1,73.9,183.8,183.6,803.1,190.6,1054.6,789.0,140.6,395.9,835.0,351.9,408.6,297.0,1046.0,630.6,805.5,469.4,344.4,427.1,929.5,457.0,224.8,397.6,659.0,475.0,1123.3,239.5,160.5,850.5,1478.1,171.4,266.3,434.7,347.4,822.7,529.1,339.6,1051.6
OY,412.3,918.3,127.8,464.3,1054.2,464.2,1208.8,189.4,832.6,342.4,1221.6,297.2,354.5,368.1,506.3,355.6,61.4,424.6,207.7,448.6,594.4,906.8,14.1,221.4,728.8,411.3,647.8,285.6,458.0,954.4,387.7,589.0,585.2,974.4,633.4,930.8,69.2,337.5,208.8,119.3,576.5,814.0,18.3,542.2,525.6,2720.4,519.4,593.1,378.3,549.6,56.4,378.5,489.2,378.5,1167.2,210.5,202.1,174.5,484.8,109.8,174.0,61.3,179.7,448.4,302.9,109.2,1252.8,198.4,54.2,761.7,141.4,175.5,516.9,560.8,96.3,530.9,286.2,368.5,455.9,497.0,538.3,157.8,0.0,127.3,314.8,467.4,93.9,454.8,799.0,977.6,415.1,1100.2,80.8,501.2,514.1,504.3,408.1,392.0,161.6,50.0,105.1,961.0,196.8,1212.5,946.9,298.5,553.8,805.5,509.8,566.5,454.9,1203.9,788.5,963.4,371.6,502.3,366.6,1087.4,375.8,164.3,340.8,629.5,414.5,1281.2,396.4,227.4,1008.4,1474.1,92.9,424.2,374.2,286.9,980.6,468.6,497.5,1209.5
PA,441.7,860.6,41.8,493.7,996.5,493.6,1150.8,160.5,774.9,371.8,1163.9,346.6,403.9,397.5,534.8,405.0,110.8,454.0,118.8,498.0,623.8,936.2,116.8,192.5,758.2,460.7,677.2,149.6,507.4,896.7,437.1,618.4,614.6,916.7,662.8,873.1,153.9,386.9,258.2,168.7,605.9,756.3,103.0,591.6,438.0,2749.2,548.8,622.5,407.7,599.0,141.1,410.5,474.8,407.9,1109.5,135.3,120.3,178.5,534.2,66.2,225.7,55.5,150.8,477.8,352.3,103.0,1195.1,116.6,103.6,791.1,190.8,178.6,546.3,590.2,153.1,483.6,335.6,397.9,485.3,526.4,587.7,207.2,102.1,0.0,364.2,516.8,25.7,484.2,828.4,919.9,444.5,1042.5,130.2,550.6,563.5,553.7,457.5,441.4,238.3,134.7,77.4,903.3,167.9,1154.8,889.2,347.9,603.2,834.9,559.2,533.5,504.3,1146.2,730.8,905.7,401.0,551.7,396.0,1029.7,405.2,82.5,366.5,658.9,443.9,1223.5,446.8,198.5,950.7,1455.7,41.6,473.6,403.6,316.3,922.9,498.0,546.9,1151.8
PC,427.5,806.8,388.2,479.5,910.4,551.3,1097.3,329.2,721.1,408.6,1110.1,90.7,39.6,435.0,521.5,86.0,259.9,439.8,508.2,179.0,609.6,922.0,333.0,320.4,744.0,141.7,783.4,513.2,188.4,842.9,87.5,604.2,600.4,862.9,796.9,819.3,337.2,39.0,188.9,274.3,591.7,702.5,319.2,370.0,353.4,2608.9,534.6,608.3,441.5,377.4,348.9,430.5,317.0,465.6,1055.7,444.7,429.7,420.1,312.6,355.4,253.4,306.9,367.4,463.6,58.5,379.4,1141.3,426.0,267.5,776.9,266.8,312.8,604.0,576.0,289.2,358.7,41.8,510.5,543.0,512.2,366.1,167.0,318.3,372.9,0.0,295.2,339.5,541.9,814.2,833.8,502.2,956.4,243.5,329.0,341.9,332.1,138.5,158.6,241.0,350.9,350.7,826.9,357.7,1101.0,835.4,61.2,381.6,820.7,337.6,394.3,185.3,1092.4,644.7,819.6,455.1,330.1,418.6,975.9,442.7,391.9,469.9,644.7,501.6,1169.7,96.2,327.6,864.6,1524.5,338.5,178.5,520.6,460.3,869.1,555.7,325.3,1098.0
PD,132.2,551.1,421.4,184.2,687.0,256.0,841.6,541.3,465.4,113.3,854.4,237.9,300.1,139.7,226.2,296.3,410.6,144.5,479.4,389.3,314.3,626.7,434.6,479.8,448.7,352.0,367.7,536.8,398.7,587.2,348.0,308.9,305.1,607.2,353.3,563.6,471.7,278.2,348.3,468.5,296.4,446.8,420.8,224.4,58.1,2439.7,239.3,313.0,146.2,231.8,458.9,135.2,21.7,170.3,800.0,477.9,462.9,521.1,167.0,445.8,412.8,428.5,531.6,168.3,292.4,412.6,885.6,459.2,403.4,481.6,490.6,472.2,308.7,280.7,452.9,71.6,293.4,215.2,247.7,216.9,220.5,326.4,419.9,451.8,316.3,0.0,477.6,246.6,518.9,610.4,206.9,733.0,430.0,183.4,196.3,186.5,348.8,332.7,400.4,452.5,457.0,593.8,548.7,845.3,579.7,305.7,236.0,525.4,192.0,121.5,395.6,836.7,421.3,596.2,159.8,184.5,123.3,720.2,147.4,425.1,174.6,349.4,206.3,914.0,356.7,487.0,641.2,1355.3,493.5,364.9,225.3,165.0,613.4,260.4,179.7,842.3
PG,415.9,834.8,75.2,467.9,970.7,467.8,1125.3,134.7,749.1,346.0,1138.1,320.8,378.1,371.7,509.9,379.2,85.0,428.2,152.2,472.2,598.0,910.4,91.0,166.7,732.4,434.9,651.4,289.2,481.6,870.9,411.3,592.6,588.8,890.9,637.0,847.3,128.1,361.1,232.4,142.9,580.1,730.5,77.2,565.8,412.2,2723.4,523.0,596.7,381.9,573.2,115.3,382.1,449.0,382.1,1083.7,210.8,195.8,115.4,508.4,99.6,199.9,21.4,125.0,452.0,326.5,77.2,1169.3,192.1,77.8,765.3,165.0,152.8,520.5,564.4,127.3,457.8,309.8,372.1,459.5,500.6,561.9,181.4,76.3,33.3,338.4,491.0,0.0,458.4,802.6,894.1,418.7,1016.7,104.4,524.8,537.7,527.9,431.7,415.6,212.5,108.9,46.0,877.5,142.1,1129.0,863.4,322.1,577.4,809.1,533.4,507.7,478.5,1120.4,705.0,879.9,375.2,525.9,370.2,1003.9,379.4,158.0,344.4,633.1,418.1,1197.7,420.0,172.7,924.9,1477.7,15.8,447.8,377.8,290.5,897.1,472.2,521.1,1126.0
PP,186.3,605.2,412.2,238.3,741.1,9.3,895.7,532.1,519.5,150.6,908.5,479.2,541.4,177.0,280.3,537.6,429.1,198.6,393.0,630.6,368.4,680.8,453.1,564.1,502.8,593.3,421.8,398.0,640.0,641.3,589.3,363.0,359.2,661.3,407.4,617.7,490.2,519.5,576.5,487.0,350.5,500.9,439.3,465.7,182.6,2493.8,293.4,367.1,94.8,473.1,477.4,103.3,219.4,71.6,854.1,500.3,485.3,543.5,408.3,436.6,541.7,476.4,522.4,222.4,533.7,435.0,939.7,481.6,421.9,535.7,509.1,550.2,124.1,334.8,471.4,228.2,534.7,110.0,63.1,271.0,461.8,525.5,438.4,442.6,557.6,241.2,468.4,0.0,573.0,664.5,92.3,787.1,448.5,424.7,437.6,427.8,590.1,574.0,529.3,471.0,447.8,647.9,539.5,899.4,633.8,547.0,477.3,579.5,433.3,278.1,636.9,890.8,475.4,650.3,197.1,425.8,114.6,774.3,184.7,447.5,119.3,403.5,40.9,968.1,598.0,570.1,695.3,1168.3,484.3,606.2,141.4,189.1,667.5,75.8,421.0,896.4
PQ,412.3,738.6,794.3,497.2,472.9,526.6,817.8,914.2,687.7,486.4,574.1,778.2,840.4,512.8,506.3,836.6,811.2,457.5,775.1,929.6,553.0,260.1,835.2,946.2,199.5,892.3,376.8,780.1,939.0,682.7,888.3,210.5,532.1,740.1,362.4,769.1,872.3,818.5,958.6,869.1,535.1,669.1,821.4,764.7,481.6,2078.9,375.3,551.7,630.9,772.1,859.5,639.4,518.4,607.7,776.2,882.4,867.4,925.6,707.3,818.7,923.8,858.5,904.5,481.3,832.7,817.1,861.8,863.7,804.0,115.0,891.2,932.3,660.2,519.4,853.5,527.2,833.7,646.1,599.2,455.6,760.8,907.6,820.5,824.7,856.6,540.2,850.5,536.0,0.0,549.2,628.4,575.1,830.6,723.7,736.6,726.8,889.1,873.0,911.4,853.1,829.9,676.1,921.6,821.5,689.0,846.0,776.3,171.7,732.3,577.1,935.9,812.9,643.6,563.4,532.9,724.8,496.4,718.2,520.5,829.6,655.4,416.5,577.0,788.7,897.0,952.2,519.1,834.7,866.4,905.2,677.5,538.1,720.7,611.9,720.0,818.5
QC,490.1,189.3,879.2,581.9,76.5,846.6,425.2,999.1,175.1,571.1,438.0,798.2,860.4,597.5,504.9,856.6,868.4,542.2,937.2,949.6,455.8,275.3,892.4,1004.8,647.4,912.3,472.3,994.6,959.0,133.4,908.3,583.9,513.0,190.8,485.8,219.8,929.5,838.5,873.3,926.3,437.9,193.7,878.6,849.4,566.3,2087.5,748.7,454.5,604.0,856.8,916.7,593.0,603.1,628.1,383.6,935.7,920.7,978.9,792.0,903.6,937.8,886.3,989.4,566.0,852.7,870.4,469.2,917.0,861.2,487.2,948.4,997.2,766.5,344.5,910.7,611.9,853.7,673.0,705.5,407.2,845.5,851.4,877.7,909.6,876.6,624.9,935.4,704.4,542.2,0.0,664.7,122.5,887.8,808.4,821.3,811.5,909.1,893.0,925.4,910.3,914.8,126.8,1006.5,428.9,139.7,866.0,861.0,543.9,817.0,661.8,955.9,420.3,192.4,14.1,617.6,809.5,581.1,303.8,605.2,882.9,632.4,562.1,664.1,497.6,917.0,1012.0,30.7,965.6,951.3,925.2,683.1,622.8,171.4,718.2,804.7,425.9
QF,154.6,573.5,413.8,206.6,709.4,129.7,864.0,533.7,487.8,118.9,876.8,447.5,509.7,145.3,248.6,505.9,403.0,166.9,513.4,598.9,336.7,649.1,427.0,565.7,471.1,561.6,398.6,518.4,608.3,609.6,557.6,331.3,327.5,629.6,375.7,586.0,464.1,487.8,550.4,460.9,318.8,469.2,413.2,434.0,150.9,2462.1,261.7,335.4,63.1,441.4,451.3,69.6,187.7,39.9,822.4,470.3,455.3,513.5,376.6,438.2,515.6,420.9,524.0,190.7,502.0,405.0,908.0,451.6,395.8,504.0,483.0,488.9,182.4,303.1,445.3,196.5,503.0,88.9,121.4,239.3,430.1,499.4,412.3,444.2,525.9,209.5,470.0,120.3,541.3,632.8,0.0,755.4,422.4,393.0,405.9,396.1,558.4,542.3,503.2,444.9,449.4,616.2,541.1,867.7,602.1,515.3,445.6,547.8,401.6,246.4,605.2,859.1,443.7,618.6,165.4,394.1,82.9,742.6,153.0,417.5,91.3,371.8,80.0,936.4,566.6,571.7,663.6,1377.7,485.9,574.5,120.3,154.1,635.8,134.1,389.3,864.7
QI,612.2,311.4,1001.3,704.0,121.1,862.9,547.3,1121.2,297.2,693.2,560.1,920.3,982.5,719.6,627.0,978.7,990.5,664.3,1111.4,1071.7,577.9,319.9,1014.5,1126.9,758.1,1034.4,594.4,1116.4,1081.1,255.5,1030.4,628.5,635.1,312.9,607.9,341.9,1051.6,960.6,995.4,1048.4,560.0,315.8,1000.7,971.5,688.4,1964.9,793.3,576.6,726.1,978.9,1038.8,715.1,725.2,750.2,505.7,1057.8,1042.8,1101.0,914.1,1025.7,1059.9,1008.4,1111.5,688.1,974.8,992.5,591.3,1039.1,983.3,673.6,1070.5,1119.3,996.5,466.6,1032.8,734.0,975.8,795.1,935.5,529.3,967.6,973.5,999.8,1031.7,998.7,747.0,1057.5,872.3,558.5,122.0,786.8,0.0,1009.9,930.5,943.4,933.6,1031.2,1015.1,1047.5,1032.4,1036.9,248.9,1128.6,551.0,261.8,988.1,983.1,730.3,939.1,783.9,1078.0,542.4,314.5,136.2,739.7,931.6,703.2,425.9,727.3,1005.0,754.5,684.2,913.3,619.7,1039.1,1134.1,91.9,843.0,1073.4,1047.3,805.2,744.9,293.5,948.2,926.8,548.0
QL,396.3,837.4,144.6,448.3,973.3,448.2,1127.9,133.5,751.7,326.4,1140.7,216.3,273.6,352.1,490.3,274.7,16.3,408.6,264.6,367.7,578.4,890.8,133.8,147.2,712.8,330.4,631.8,269.6,377.1,873.5,306.8,573.0,569.2,893.5,617.4,849.9,136.7,256.6,127.9,38.4,560.5,733.1,75.6,461.3,444.7,2639.5,503.4,577.1,362.3,468.7,148.4,362.5,408.3,362.5,1086.3,201.1,186.1,176.5,403.9,111.8,93.1,63.3,123.8,432.4,222.0,135.8,1171.9,182.4,23.9,745.7,60.5,69.2,500.9,544.8,88.7,450.0,205.3,352.5,439.9,481.0,457.4,76.9,74.7,129.3,233.9,386.5,95.9,438.8,783.0,896.7,399.1,1019.3,0.0,420.3,433.2,423.4,327.2,311.1,80.7,107.3,107.1,880.1,114.1,1131.6,866.0,217.6,472.9,789.5,428.9,485.6,374.0,1123.0,707.6,882.5,355.6,421.4,350.6,1006.5,359.8,148.3,324.8,613.5,398.5,1200.3,315.5,166.0,927.5,1458.1,94.9,343.3,358.2,270.9,899.7,452.6,416.6,1128.6
QR,298.5,717.4,587.7,350.5,853.3,422.3,1007.9,530.9,631.7,279.6,1020.7,280.2,342.4,306.0,392.5,338.6,461.6,310.8,645.7,431.6,480.6,793.0,600.9,522.1,615.0,394.3,534.0,703.1,441.0,753.5,390.3,475.2,471.4,773.5,519.6,729.9,538.9,320.5,390.6,476.0,462.7,613.1,587.1,99.7,224.4,2606.0,405.6,479.3,312.5,81.1,625.2,301.5,188.0,336.6,966.3,644.2,629.2,687.4,151.6,612.1,455.1,508.6,569.1,334.6,334.7,578.9,1051.9,625.5,469.2,647.9,468.5,514.5,475.0,447.0,490.9,229.7,335.7,381.5,414.0,383.2,61.4,368.7,586.2,618.1,358.6,166.2,541.2,412.9,685.2,776.7,373.2,899.3,445.2,0.0,141.6,41.3,391.1,375.0,442.7,618.8,552.4,760.1,559.4,1011.6,746.0,348.0,106.7,691.7,129.1,265.3,437.9,1003.0,587.6,762.5,326.1,25.4,289.6,886.5,313.7,591.4,340.9,515.7,372.6,1080.3,399.0,529.3,807.5,1521.6,540.2,407.2,391.6,331.3,779.7,426.7,147.6,1008.6
QS,342.7,761.6,631.9,394.7,897.5,466.5,1052.1,575.1,675.9,323.8,1064.9,324.4,386.6,350.2,436.7,382.8,505.8,355.0,689.9,475.8,524.8,837.2,645.1,566.3,659.2,438.5,578.2,747.3,485.2,797.7,434.5,519.4,515.6,817.7,563.8,774.1,583.1,364.7,434.8,520.2,506.9,657.3,631.3,74.4,268.6,2650.2,449.8,523.5,356.7,127.8,669.4,345.7,232.2,380.8,1010.5,688.4,673.4,731.6,77.1,656.3,499.3,552.8,613.3,378.8,378.9,623.1,1096.1,669.7,513.4,692.1,512.7,558.7,519.2,491.2,535.1,273.9,379.9,425.7,458.2,427.4,169.6,412.9,630.4,662.3,402.8,210.4,585.4,457.1,729.4,820.9,417.4,943.5,489.4,142.5,0.0,149.5,435.3,419.2,486.9,663.0,596.6,804.3,603.6,1055.8,790.2,392.2,86.0,735.9,53.8,309.5,482.1,1047.2,631.8,806.7,370.3,133.6,333.8,930.7,357.9,635.6,385.1,559.9,416.8,1124.5,443.2,573.5,851.7,1565.8,584.4,451.4,435.8,375.5,823.9,470.9,72.3,1052.8
