from_stop,AC,AH,AP,AS,AT,AW,BG,BN,BT,BU,BX,BZ,CO,CP,CQ,CS,CT,CV,DC,DG,DK,DO,DV,DZ,EE,EI,EO,EP,EQ,ER,ES,EW,EZ,FJ,FK,FM,FN,FQ,FZ,GE,GF,GI,GL,GO,GU,HA,HD,HE,HP,HW,IB,IO,JF,KG,KL,KM,KN,KS,LF,LH,LL,LM,LO,LU,LX,MA,MB,MD,MJ,NA,NF,NJ,NN,NT,NV,NW,OB,OC,OF,OG,OP,OR,OW,OZ,PB,PF,PH,PO,PU,PV,PX,QC,QL,QM,QR,RC,RD,RJ,RM,RO,RP,RT,SB,SD,SF,SG,SS,ST,SW,TB,TC,TF,TS,TU,UG,UH,UM,VB,VF,VH,VU,VW,WB,WK,WM,WO,WT,WU,WV,XA,XD,XE,XH,XI,XR,YA,YB,YJ,YK,YN,YV,YZ,ZA,ZD,ZG,ZM,ZP,ZU,ZV,ZY
MA,420.4,347.4,278.2,462.8,281.9,489.8,200.0,493.3,301.1,591.9,432.9,386.3,179.2,433.3,396.1,161.2,228.3,484.4,389.3,379.5,283.3,245.6,475.5,530.6,371.6,409.4,577.3,175.6,224.3,116.6,335.5,417.3,468.7,492.4,427.7,480.3,266.8,212.2,487.4,304.4,145.4,409.5,422.0,136.5,495.9,312.0,42.3,381.0,276.1,631.2,81.2,260.6,450.6,184.7,493.6,128.5,352.6,525.4,155.7,362.3,283.2,221.2,309.6,369.4,355.9,0.0,159.7,628.0,110.4,225.2,363.1,57.2,566.1,573.6,170.6,421.2,360.9,461.7,250.5,373.5,350.1,288.6,333.5,561.2,234.7,514.8,233.5,477.3,274.5,267.6,108.8,481.3,513.8,555.7,222.1,325.6,334.8,319.8,108.0,112.3,344.8,132.9,390.7,612.3,264.8,234.7,256.8,356.7,190.4,176.0,393.7,434.0,386.7,602.8,405.5,280.4,271.4,364.7,207.9,611.1,389.0,157.8,465.0,129.7,503.1,431.7,3137.4,326.1,320.5,312.6,328.1,111.9,60.3,421.5,267.3,430.1,78.8,460.6,438.2,390.7,48.2,413.0,133.1,445.5,157.8,395.9,256.6,502.5,185.1,452.4
MB,438.5,299.7,296.3,415.1,357.2,442.5,181.7,449.8,376.4,544.2,451.0,404.4,278.2,443.6,409.3,44.8,177.9,436.7,342.8,331.8,216.0,178.3,485.8,480.2,321.2,361.7,529.6,313.9,388.8,174.2,345.8,427.6,421.0,444.7,380.0,427.9,284.9,271.7,437.0,322.5,165.5,359.1,432.3,115.6,448.2,330.1,197.7,313.7,294.2,580.8,117.7,209.6,402.9,184.4,448.3,206.4,370.7,475.0,173.8,380.4,235.5,167.0,466.4,482.8,427.4,150.0,0.0,580.3,186.4,323.9,315.4,205.2,515.7,525.9,236.4,439.3,313.2,410.3,202.8,325.8,360.4,306.7,351.6,513.5,180.5,467.1,216.0,426.9,235.5,219.3,143.3,491.6,466.1,508.0,386.6,343.7,464.6,337.9,111.8,91.4,355.1,164.8,408.8,564.6,200.4,250.3,378.8,482.2,190.1,266.0,346.0,386.3,404.8,552.4,423.6,298.5,289.5,375.0,289.0,563.4,343.7,298.8,420.5,277.1,521.2,384.0,3216.9,336.4,272.8,248.2,346.2,87.5,210.4,431.8,200.0,382.4,194.5,412.9,390.5,401.0,198.3,393.6,140.8,397.8,103.6,411.3,208.3,452.1,323.4,404.7
MD,842.7,282.2,700.5,212.1,737.3,259.1,623.9,215.4,756.5,56.3,855.2,808.6,682.4,823.7,786.5,503.7,465.9,279.3,240.8,283.9,540.4,465.8,865.9,97.4,283.2,263.7,98.5,702.4,793.0,591.2,725.9,807.7,372.5,284.1,250.6,249.6,689.1,688.7,370.0,726.7,567.7,348.8,812.4,555.8,132.6,734.3,634.7,551.9,698.4,141.1,581.7,577.0,179.2,563.9,236.8,610.6,774.9,299.6,578.0,784.6,520.8,568.9,797.4,845.4,807.5,597.7,546.5,0.0,603.4,728.1,266.9,652.9,315.4,76.0,645.2,843.5,295.0,266.6,507.5,256.8,740.5,710.9,755.8,88.9,582.4,284.1,570.1,381.1,570.9,586.5,609.3,871.7,154.6,240.7,752.9,747.9,822.6,742.1,516.0,587.6,735.2,581.8,813.0,122.2,487.4,669.4,783.0,821.9,569.6,683.0,354.0,220.5,809.0,35.1,827.8,702.7,693.7,755.1,690.0,94.0,323.1,717.5,297.0,629.8,925.4,240.5,2736.1,716.5,339.4,483.5,750.4,491.7,651.9,766.0,524.4,313.9,642.2,364.4,342.0,781.1,619.3,762.8,545.0,226.1,505.5,818.2,575.5,294.2,720.6,221.7
MJ,356.7,395.2,255.2,510.6,200.1,537.6,257.8,541.1,219.3,639.7,370.2,280.7,154.5,312.9,321.5,200.2,291.1,532.2,437.1,427.3,244.9,201.3,355.1,578.4,419.4,457.2,625.1,132.7,206.6,116.3,215.1,309.2,516.5,540.2,475.5,528.1,261.8,136.9,535.2,259.3,176.5,457.3,347.4,102.9,543.7,282.8,114.3,342.6,313.6,679.0,130.2,349.9,498.4,292.0,541.4,103.8,260.0,573.2,186.8,298.6,346.0,322.6,260.2,312.5,274.1,102.3,158.5,675.8,0.0,197.7,410.9,116.3,613.9,621.4,93.4,357.5,408.7,509.5,332.7,421.3,275.5,294.7,371.0,609.0,336.1,562.6,225.7,525.1,363.8,356.9,101.5,406.7,561.6,603.5,149.4,283.6,285.4,237.4,200.8,127.1,203.4,128.0,275.7,660.1,226.4,117.6,222.1,290.4,297.7,113.3,441.5,481.8,424.2,650.6,341.8,223.1,308.9,244.3,183.2,658.9,436.8,147.8,512.8,151.6,439.4,479.5,3069.4,251.5,368.3,274.2,230.2,244.7,82.2,301.4,228.9,477.9,89.2,508.4,486.0,249.3,49.6,350.6,325.3,493.3,240.5,433.4,345.9,550.3,117.1,500.2
NA,171.1,486.9,57.4,602.3,140.9,629.3,284.7,632.8,160.1,731.4,184.6,148.9,104.1,311.3,291.2,306.7,367.8,623.9,528.8,519.0,424.9,387.2,311.0,670.1,511.1,548.9,716.8,121.7,83.3,227.1,172.2,296.7,608.2,631.9,567.2,619.8,64.0,134.7,626.9,117.0,203.4,549.0,304.5,282.9,635.4,108.1,221.6,442.4,143.2,770.7,290.9,376.8,590.1,318.9,633.1,209.0,163.5,664.9,213.7,113.0,422.7,349.5,207.5,215.4,228.6,209.6,338.5,767.5,179.9,0.0,502.6,243.8,705.6,713.1,204.2,171.9,500.4,601.2,390.0,513.0,232.6,96.9,210.8,700.7,363.0,654.3,252.6,616.8,390.7,383.8,281.5,322.2,653.3,695.2,81.1,108.9,200.9,109.4,317.7,307.1,160.5,238.8,153.3,751.8,406.4,157.2,115.8,214.8,324.6,122.1,533.2,573.5,250.0,742.3,156.2,25.3,148.0,201.4,186.5,750.6,528.5,103.9,604.5,192.6,253.8,571.2,3091.0,208.6,460.0,374.0,117.7,251.4,149.1,296.5,408.9,569.6,269.2,600.1,577.7,206.4,184.4,307.7,272.6,585.0,270.8,225.7,372.8,642.0,119.0,591.9
NF,575.7,15.2,433.5,99.6,470.3,126.6,312.2,130.1,489.5,228.7,588.2,541.6,415.4,556.7,519.5,236.7,198.9,165.4,26.1,16.3,273.4,192.9,598.9,167.4,165.4,141.8,214.1,435.4,526.0,324.2,458.9,540.7,105.5,129.2,140.7,117.1,422.1,421.7,124.2,459.7,300.7,185.3,545.4,288.8,132.7,467.3,367.7,284.9,431.4,268.0,314.7,310.0,87.4,296.9,130.4,343.6,507.9,162.2,311.0,517.6,253.8,301.9,530.4,578.4,540.5,330.7,279.5,264.8,336.4,461.1,0.0,385.9,202.9,210.4,378.2,576.5,28.0,133.6,240.5,10.3,473.5,443.9,488.8,198.0,315.4,151.6,364.0,114.1,303.9,319.5,342.3,604.7,150.6,192.5,485.9,480.9,555.6,475.1,249.0,320.6,468.2,314.8,546.0,249.1,220.4,402.4,516.0,554.9,302.6,416.0,89.7,129.0,542.0,239.6,560.8,435.7,426.7,488.1,423.0,247.9,70.5,450.5,172.3,362.8,658.4,164.1,2956.7,449.5,134.5,216.5,483.4,224.7,384.9,499.0,257.4,66.9,375.2,97.4,75.0,514.1,352.3,495.8,278.0,177.9,238.5,551.2,308.5,139.3,453.6,89.2
NJ,389.4,405.1,279.7,520.5,278.9,547.5,257.7,551.0,298.1,649.6,402.9,367.2,156.0,430.3,393.1,218.9,286.0,542.1,447.0,437.2,277.4,233.8,472.5,588.3,429.3,467.1,635.0,172.6,221.3,125.7,332.5,414.3,526.4,550.1,485.4,538.0,271.5,209.2,545.1,362.1,192.3,467.2,419.0,135.4,553.6,314.5,60.7,375.1,333.8,688.9,138.9,318.3,508.3,242.4,551.3,164.9,306.4,583.1,202.6,331.3,340.9,278.9,306.6,366.4,352.9,66.7,191.0,685.7,119.5,222.2,420.8,0.0,623.8,631.3,179.7,390.2,418.6,519.4,308.2,431.2,347.1,346.3,391.2,618.9,292.4,572.5,286.8,535.0,332.2,325.3,134.0,478.3,571.5,613.4,219.1,315.3,331.8,327.7,165.7,159.6,341.8,133.8,322.1,670.0,258.9,231.7,253.8,353.7,248.1,173.0,451.4,491.7,444.4,660.5,374.5,247.6,329.1,361.7,244.3,668.8,446.7,154.8,522.7,166.1,472.1,489.4,3134.4,323.1,378.2,306.7,276.6,169.6,96.7,418.5,261.4,487.8,61.9,518.3,495.9,387.7,84.6,410.0,190.8,503.2,215.5,453.6,314.3,560.2,182.1,510.1
NN,767.8,207.3,625.6,98.0,662.4,166.6,504.3,195.7,681.6,286.3,780.3,733.7,607.5,748.8,711.6,425.6,391.0,251.9,164.8,209.0,465.5,385.0,791.0,225.0,347.0,323.4,271.7,627.5,718.1,516.3,651.0,732.8,298.2,273.6,284.9,152.0,614.2,613.8,316.9,651.8,492.8,366.9,737.5,480.9,190.3,659.4,554.8,477.0,623.5,325.6,506.8,502.1,145.0,489.0,170.0,535.7,700.0,244.8,503.1,709.7,445.9,494.0,722.5,770.5,732.6,522.8,468.7,322.4,528.5,653.2,192.0,578.0,0.0,268.0,570.3,768.6,220.1,283.6,432.6,181.9,665.6,636.0,680.9,255.6,507.5,191.2,556.1,306.8,496.0,511.6,534.4,796.8,208.2,246.3,678.0,673.0,747.7,667.2,441.1,512.7,660.3,506.9,738.1,306.7,412.5,592.4,708.1,747.0,494.7,608.1,279.1,317.6,734.1,297.2,752.9,627.8,618.8,680.2,618.3,305.5,248.2,642.6,265.5,554.9,850.5,345.7,3014.3,641.6,366.4,408.6,675.5,416.8,577.0,691.1,449.5,259.6,567.3,290.1,267.7,706.2,544.4,687.9,470.1,359.5,430.6,743.3,500.6,264.2,645.7,128.8
NT,779.5,219.0,637.3,148.9,674.1,195.9,516.0,152.2,693.3,50.6,792.0,745.4,619.2,760.5,723.3,440.5,402.7,281.6,177.6,220.7,477.2,402.6,802.7,34.2,305.9,286.4,71.8,639.2,729.8,528.0,662.7,744.5,309.9,303.3,273.3,186.4,625.9,625.5,328.6,663.5,504.5,371.5,749.2,492.6,69.4,671.1,571.5,488.7,635.2,136.8,518.5,513.8,116.0,500.7,173.6,547.4,711.7,274.5,514.8,721.4,457.6,505.7,734.2,782.2,744.3,534.5,483.3,65.5,540.2,664.9,203.7,589.7,252.2,0.0,582.0,780.3,231.8,289.3,444.3,193.6,677.3,647.7,692.6,12.9,519.2,220.9,567.8,318.5,507.7,523.3,546.1,808.5,91.4,177.5,689.7,684.7,759.4,678.9,452.8,524.4,672.0,518.6,749.8,117.9,424.2,606.2,719.8,758.7,506.4,619.8,290.8,243.2,745.8,67.8,764.6,639.5,630.5,691.9,626.8,116.7,259.9,654.3,295.2,566.6,862.2,263.2,2801.7,653.3,362.1,420.3,687.2,428.5,588.7,702.8,461.2,271.3,579.0,301.8,279.4,717.9,556.1,699.6,481.8,248.8,442.3,755.0,512.3,293.9,657.4,158.5
NV,338.2,448.4,257.4,563.8,206.9,591.2,329.4,598.5,226.1,692.9,351.7,287.5,226.1,293.3,256.1,256.6,344.3,585.4,491.5,480.5,298.1,264.1,327.3,641.2,472.6,510.4,678.3,204.3,208.8,62.1,195.5,269.1,569.7,593.4,528.7,576.6,264.0,43.4,588.4,266.1,250.1,520.1,282.0,156.1,596.9,285.0,191.2,395.8,292.3,732.2,181.3,421.5,551.6,363.6,597.0,175.4,266.8,623.7,258.4,280.1,399.2,394.2,270.4,315.0,277.1,173.9,214.4,729.0,91.3,199.9,464.1,187.9,667.1,674.6,0.0,339.0,461.9,559.0,385.9,474.5,210.1,296.9,359.9,662.2,407.7,615.8,297.3,578.3,444.7,428.5,154.7,341.3,614.8,656.7,151.6,285.8,292.2,244.2,254.0,180.3,204.8,91.8,282.5,713.3,289.2,22.0,224.3,283.3,369.3,184.9,494.7,544.6,401.0,713.4,323.3,225.3,297.1,224.7,258.0,712.1,492.4,219.4,569.2,232.8,420.9,532.7,3001.1,186.1,421.5,337.0,237.0,297.9,153.8,281.5,282.1,531.1,142.4,561.6,539.2,250.7,121.2,264.8,396.9,546.5,293.7,406.7,417.5,603.5,128.9,553.4
NW,36.2,578.3,162.1,693.7,201.2,720.7,395.2,724.2,181.0,822.8,26.5,88.0,280.1,139.3,175.9,398.1,459.2,715.3,620.2,610.4,507.9,464.3,139.0,761.5,602.5,640.3,808.2,297.7,156.8,403.1,191.6,144.6,699.6,723.3,658.6,711.2,139.5,310.7,718.3,93.0,313.9,640.4,148.7,458.9,726.8,123.6,397.6,533.8,119.2,862.1,466.9,487.3,681.5,429.4,724.5,329.1,102.6,756.3,324.2,59.5,514.1,460.0,127.8,112.5,144.6,385.6,440.9,858.9,355.9,175.9,594.0,419.8,797.0,804.5,380.2,0.0,591.8,692.6,481.4,604.4,182.7,201.6,127.7,792.1,473.5,745.7,363.1,708.2,501.2,494.3,457.5,150.2,744.7,786.6,236.2,124.4,91.3,105.4,372.3,483.1,218.5,335.2,92.4,843.2,469.3,333.2,146.3,130.8,435.1,298.1,624.6,664.9,71.9,833.7,46.6,150.5,124.0,162.4,362.5,842.0,619.9,279.9,695.9,303.1,81.8,662.6,3169.9,210.2,551.4,465.4,113.7,342.8,325.1,196.3,491.9,661.0,445.2,691.5,669.1,176.3,360.4,355.4,364.0,676.4,362.2,68.3,483.3,733.4,274.1,683.3
OB,583.9,23.4,441.7,118.1,478.5,145.1,320.4,148.6,497.7,247.2,596.4,549.8,423.6,564.9,527.7,244.9,207.1,183.9,44.6,34.8,281.6,201.1,607.1,185.9,183.9,160.3,232.6,443.6,534.2,332.4,467.1,548.9,124.0,147.7,159.2,135.6,430.3,429.9,142.7,467.9,308.9,203.8,553.6,297.0,151.2,475.5,375.9,293.1,439.6,286.5,322.9,318.2,105.9,305.1,148.9,351.8,516.1,180.7,319.2,525.8,262.0,310.1,538.6,586.6,548.7,338.9,287.7,283.3,344.6,469.3,18.4,394.1,221.4,228.9,386.4,584.7,0.0,152.1,248.7,28.8,481.7,452.1,497.0,216.5,323.6,170.1,372.2,132.6,312.1,327.7,350.5,612.9,169.1,211.0,494.1,489.1,563.8,483.3,257.2,328.8,476.4,323.0,554.2,267.6,228.6,410.6,524.2,563.1,310.8,424.2,69.5,147.5,550.2,258.1,569.0,443.9,434.9,496.3,431.2,266.4,28.0,458.7,190.8,371.0,666.6,182.6,2975.2,457.7,142.7,224.7,491.6,232.9,393.1,507.2,265.6,85.4,383.4,115.9,93.5,522.3,360.5,504.0,286.2,196.4,246.7,559.4,316.7,157.8,461.8,107.7
OC,721.8,148.3,579.6,186.4,616.4,116.8,458.3,190.0,635.6,322.7,734.3,687.7,561.5,702.8,665.6,379.6,328.6,31.7,141.0,106.9,419.5,344.9,745.0,257.7,131.6,96.0,304.4,565.1,672.1,470.3,605.0,670.4,144.6,56.2,39.9,131.4,568.2,567.8,138.7,605.8,448.8,151.5,691.5,418.5,237.5,613.4,508.8,431.0,577.5,244.4,462.8,456.1,192.2,443.0,166.7,489.7,654.0,59.2,457.1,663.7,399.9,448.0,679.9,724.5,686.6,476.8,422.7,355.1,482.5,607.2,133.0,532.0,289.7,300.7,532.5,722.6,161.5,0.0,386.6,124.0,619.6,590.0,634.9,288.3,461.5,92.2,505.6,153.2,459.3,465.6,488.4,750.8,225.7,154.0,632.0,627.0,701.7,604.8,395.1,450.3,614.3,460.9,692.1,264.0,350.1,546.4,662.1,684.6,448.7,545.7,152.6,50.7,688.1,329.9,706.9,581.8,572.8,634.2,572.3,202.0,131.0,596.6,6.4,508.9,804.5,118.3,2953.6,595.6,151.0,362.6,629.5,370.8,531.0,645.1,403.5,86.0,521.3,136.5,114.1,660.2,498.4,641.9,424.1,127.1,384.6,680.9,454.6,66.3,583.3,154.6
OF,496.6,238.3,354.4,353.7,455.1,380.7,233.1,384.2,474.3,482.8,509.1,462.5,336.3,541.5,504.3,157.6,119.2,375.3,280.2,270.4,194.3,124.5,583.7,421.5,262.5,300.3,468.2,418.2,446.9,309.0,443.7,525.5,359.6,383.3,318.6,371.2,343.0,406.5,378.3,380.6,221.6,300.4,530.2,265.7,386.8,388.2,288.6,205.8,352.3,522.1,235.6,230.9,341.5,217.8,384.5,264.5,428.8,416.3,231.9,438.5,174.1,222.8,521.1,540.9,554.1,251.6,200.4,518.9,321.2,382.0,254.0,306.8,457.0,464.5,363.0,497.4,251.8,352.6,0.0,264.4,458.3,364.8,409.7,452.1,236.3,405.7,266.6,368.2,224.8,240.4,263.2,589.5,404.7,446.6,444.7,401.8,522.7,396.0,169.9,241.5,453.0,299.6,466.9,503.2,141.3,387.2,436.9,540.3,223.5,400.8,284.6,324.9,462.9,493.7,481.7,356.6,347.6,472.9,343.9,502.0,279.9,400.4,355.9,283.7,579.3,322.6,3210.8,434.3,211.4,137.4,404.3,145.6,312.0,483.8,178.3,321.0,296.1,351.5,329.1,498.9,283.5,480.6,198.9,336.4,159.4,472.1,229.4,393.4,427.7,343.3
OG,585.8,25.3,443.6,89.2,480.4,116.2,322.3,119.7,499.6,218.3,598.3,551.7,425.5,566.8,529.6,246.8,209.0,201.9,15.7,27.0,283.5,208.9,609.0,157.0,176.1,152.5,203.7,445.5,536.1,334.3,469.0,550.8,116.2,139.9,151.4,106.7,432.2,431.8,134.9,469.8,310.8,196.0,555.5,298.9,122.3,477.4,377.8,295.0,441.5,257.6,324.8,320.1,77.0,307.0,120.0,353.7,518.0,194.8,321.1,527.7,263.9,312.0,540.5,588.5,550.6,340.8,289.6,254.4,346.5,471.2,10.0,396.0,192.5,200.0,388.3,586.6,38.1,144.3,250.6,0.0,483.6,454.0,498.9,187.6,325.5,141.2,374.1,124.8,314.0,329.6,352.4,614.8,140.2,182.1,496.0,491.0,565.7,485.2,259.1,330.7,478.3,324.9,556.1,238.7,230.5,412.5,526.1,565.0,312.7,426.1,97.1,139.7,552.1,229.2,570.9,445.8,436.8,498.2,433.1,237.5,66.2,460.6,183.0,372.9,668.5,174.8,2946.3,459.6,144.6,226.6,493.5,234.8,395.0,509.1,267.5,77.6,385.3,108.1,85.7,524.2,362.4,505.9,288.1,188.6,248.6,561.3,318.6,150.0,463.7,78.8
OP,172.1,537.5,271.9,652.9,121.8,679.9,442.7,683.4,101.6,782.0,164.8,177.2,262.1,107.0,45.9,422.8,433.4,674.5,579.4,569.6,387.2,349.5,149.2,720.7,561.7,599.5,767.4,267.3,157.1,276.8,78.5,67.1,658.8,682.5,617.8,670.4,249.3,277.4,677.5,184.8,361.4,599.6,71.8,332.1,686.0,219.6,359.4,484.9,211.0,821.3,331.2,534.8,640.7,476.9,683.7,348.9,185.5,715.5,371.7,198.8,488.3,507.5,133.8,121.0,80.0,347.4,381.1,818.1,288.0,233.2,553.2,351.8,756.2,763.7,233.9,181.2,551.0,651.8,475.0,563.6,0.0,311.4,246.3,751.3,521.0,704.9,410.6,667.4,548.7,541.8,302.5,131.1,703.9,745.8,171.4,234.2,154.5,162.9,401.8,356.3,100.4,214.6,136.7,802.4,368.7,258.1,167.2,94.4,482.6,239.7,583.8,624.1,241.3,792.9,154.2,258.6,215.8,77.0,344.5,801.2,579.1,249.5,655.1,396.7,247.4,621.8,3003.0,27.4,510.6,416.5,155.7,434.6,327.3,39.2,371.2,620.2,290.2,650.7,628.3,99.9,294.7,172.6,455.8,635.6,454.0,225.9,530.8,692.6,200.3,642.5
OR,271.6,389.9,145.2,505.3,233.6,532.3,209.5,535.8,294.0,634.4,274.4,227.8,183.7,362.7,371.3,209.7,270.8,526.9,431.8,422.0,333.9,276.1,408.0,573.1,414.1,451.9,619.8,303.5,212.7,420.0,264.9,386.5,511.2,534.9,470.2,522.8,119.1,327.6,529.9,145.9,227.0,452.0,397.2,300.1,538.4,153.5,280.3,345.4,117.6,673.7,249.6,279.6,493.1,211.8,536.1,269.9,194.1,567.9,237.3,213.5,325.7,237.2,286.4,315.9,323.5,237.9,252.5,670.5,372.8,192.8,405.6,293.1,608.6,616.1,397.1,272.4,403.4,504.2,293.0,416.0,325.3,0.0,175.0,603.7,250.7,557.3,177.4,519.8,293.5,286.6,277.2,419.2,556.3,598.2,254.0,167.1,288.0,161.3,183.9,275.9,253.2,391.1,232.2,654.8,280.9,350.1,202.2,309.7,217.5,303.9,436.2,476.5,228.2,645.3,251.1,167.4,112.9,294.1,260.9,653.6,431.5,285.7,507.5,282.7,354.3,474.2,3040.3,301.3,363.0,277.0,169.6,154.4,330.9,391.4,317.9,472.6,282.4,503.1,480.7,343.2,288.9,400.4,175.6,488.0,173.8,237.4,275.6,545.0,291.9,494.9
OW,130.7,506.2,209.1,621.6,203.4,648.6,325.8,652.1,183.2,750.7,142.6,117.0,327.1,267.6,252.4,326.0,387.1,643.2,548.1,538.3,450.2,392.4,309.8,689.4,530.4,568.2,736.1,344.7,169.3,387.3,219.1,254.7,627.5,651.2,586.5,639.1,186.5,294.9,646.2,140.0,343.3,568.3,310.1,416.4,654.7,110.1,396.6,461.7,88.5,790.0,365.9,395.9,609.4,328.1,652.4,376.1,131.6,684.2,353.6,106.5,442.0,353.5,171.4,187.1,170.2,354.2,368.8,786.8,340.1,222.9,521.9,409.4,724.9,732.4,364.4,131.5,519.7,620.5,409.3,532.3,241.1,248.6,0.0,720.0,367.0,673.6,293.7,636.1,409.8,402.9,393.5,281.8,672.6,714.5,232.3,123.7,142.5,144.1,300.2,392.2,209.2,347.7,121.4,771.1,397.2,317.4,158.8,156.4,333.8,345.1,552.5,592.8,91.6,761.6,97.8,197.5,93.3,214.9,409.5,769.9,547.8,326.9,623.8,350.1,213.4,590.5,3140.3,268.6,479.3,393.3,160.5,270.7,372.1,238.1,434.2,588.9,398.7,619.4,597.0,201.9,389.8,357.0,291.9,604.3,290.1,84.1,391.9,661.3,321.1,611.2
OZ,766.6,206.1,624.4,136.0,661.2,183.0,503.1,139.3,680.4,63.0,779.1,732.5,606.3,747.6,710.4,427.6,389.8,268.7,164.7,207.8,464.3,389.7,789.8,21.3,293.0,273.5,61.8,626.3,716.9,515.1,649.8,731.6,297.0,290.4,260.4,173.5,613.0,612.6,315.7,650.6,491.6,358.6,736.3,479.7,56.5,658.2,558.6,475.8,622.3,123.9,505.6,500.9,103.1,487.8,160.7,534.5,698.8,261.6,501.9,708.5,444.7,492.8,721.3,769.3,731.4,521.6,470.4,77.9,527.3,652.0,190.8,576.8,239.3,12.3,569.1,767.4,218.9,276.4,431.4,180.7,664.4,634.8,679.7,0.0,506.3,208.0,554.9,305.6,494.8,510.4,533.2,795.6,78.5,164.6,676.8,671.8,746.5,666.0,439.9,511.5,659.1,505.7,736.9,105.0,411.3,593.3,706.9,745.8,493.5,606.9,277.9,230.3,732.9,80.2,751.7,626.6,617.6,679.0,613.9,103.8,247.0,641.4,282.3,553.7,849.3,250.3,2814.1,640.4,349.2,407.4,674.3,415.6,575.8,689.9,448.3,258.4,566.1,288.9,266.5,705.0,543.2,686.7,468.9,235.9,429.4,742.1,499.4,281.0,644.5,145.6
PB,451.6,310.5,309.4,425.9,465.0,452.9,77.4,456.4,484.2,555.0,464.1,417.5,250.9,551.4,514.2,171.4,191.4,447.5,352.4,342.6,254.5,196.7,593.6,493.7,334.7,372.5,540.4,322.0,401.9,287.6,453.6,535.4,431.8,455.5,390.8,443.4,298.0,358.6,450.5,335.6,157.3,372.6,540.1,202.7,459.0,343.2,261.4,266.0,307.3,594.3,192.3,88.0,413.7,74.3,456.7,200.2,383.8,488.5,167.6,393.5,246.3,34.3,476.1,495.9,509.1,234.4,169.9,591.1,281.4,337.0,326.2,289.6,529.2,536.7,341.6,452.4,324.0,424.8,213.6,336.6,468.2,319.8,364.7,524.3,0.0,477.9,86.0,440.4,101.9,95.0,219.9,599.4,476.9,518.8,399.7,356.8,477.7,351.0,126.6,178.5,462.9,286.2,421.9,575.4,201.5,365.8,391.9,495.3,67.8,322.4,356.8,397.1,417.9,565.9,436.7,311.6,302.6,482.8,279.6,574.2,352.1,304.2,428.1,219.4,534.3,394.8,3230.0,444.2,283.6,197.6,359.3,115.1,249.3,493.7,238.5,393.2,278.9,423.7,401.3,508.8,219.2,490.5,196.1,408.6,72.5,427.1,84.0,465.6,331.5,415.5
PF,745.9,172.8,603.7,94.1,640.5,24.9,482.4,93.5,659.7,226.7,758.4,711.8,585.6,726.9,689.7,406.9,369.1,60.6,140.8,131.4,443.6,369.0,769.1,165.4,155.7,132.1,212.1,605.6,696.2,494.4,629.1,710.9,169.1,82.3,93.6,34.4,592.3,591.9,166.6,629.9,470.9,175.6,715.6,459.0,145.2,637.5,537.9,455.1,601.6,266.0,484.9,480.2,99.9,467.1,72.0,513.8,678.1,53.5,481.2,687.8,424.0,472.1,700.6,748.6,710.7,500.9,449.7,262.8,506.6,631.3,157.5,556.1,197.4,208.4,548.4,746.7,186.0,92.3,410.7,148.5,643.7,614.1,659.0,196.0,485.6,0.0,526.0,177.7,474.1,489.7,512.5,774.9,133.4,61.7,656.1,651.1,725.8,645.3,419.2,490.8,638.4,485.0,716.2,247.1,390.6,572.6,686.2,725.1,472.8,586.2,177.1,126.3,712.2,237.6,731.0,605.9,596.9,658.3,593.2,245.9,157.9,620.7,74.2,533.0,828.6,154.4,2954.7,619.7,175.1,386.7,653.6,394.9,555.1,669.2,427.6,110.5,545.4,161.0,138.6,684.3,522.5,666.0,448.2,168.2,408.7,721.4,478.7,72.9,623.8,62.3
PH,467.0,353.7,324.8,469.1,410.2,496.1,53.7,499.6,429.4,598.2,479.5,432.9,164.8,496.6,459.4,170.3,234.6,490.7,395.6,385.8,297.7,234.0,538.8,536.9,377.9,415.7,583.6,235.9,284.6,201.5,398.8,480.6,475.0,498.7,434.0,481.9,313.4,272.5,493.7,351.0,73.2,415.8,485.3,244.5,502.2,358.6,180.6,309.2,322.7,547.8,220.1,145.8,456.9,87.9,499.9,114.1,399.2,529.0,81.5,408.9,289.5,112.3,369.9,511.3,480.4,163.3,242.8,634.3,195.3,285.5,369.4,207.8,572.4,579.9,263.7,467.8,367.2,464.3,256.8,379.8,413.4,335.2,380.1,567.5,132.0,521.1,0.0,483.6,169.0,152.8,243.1,544.6,520.1,562.0,282.4,372.2,395.1,366.4,154.4,254.3,408.1,217.8,437.3,618.6,244.7,277.6,317.1,417.0,93.6,236.3,400.0,440.3,433.3,609.1,452.1,327.0,318.0,428.0,193.5,502.0,395.3,218.1,474.5,133.3,549.7,438.0,3197.7,389.4,326.8,240.8,374.7,118.2,163.2,484.8,281.7,436.4,218.8,466.9,444.5,454.0,133.1,476.3,139.4,451.8,137.6,442.5,141.8,508.8,245.4,458.7
