from_stop,AC,AG,AJ,AK,AQ,AV,AZ,BA,BF,BH,BI,BL,BN,BS,BT,BU,BY,BZ,CF,CG,CH,CN,CP,CQ,CU,DC,DG,DO,DV,DW,DY,EG,EH,EK,ET,EU,EY,FE,FN,FU,FW,GI,GO,GP,GQ,GW,GZ,HF,HG,HI,HT,IG,IN,IO,IU,JH,JP,JQ,JU,JV,KA,KK,KL,KQ,KR,KX,KY,KZ,LA,LH,LL,LQ,MC,MM,NC,NG,NJ,NP,NV,NW,NX,OJ,OP,OS,OT,OX,PA,PC,PD,PH,PL,PP,PX,PY,QH,QM,QN,QV,RF,RK,RS,RY,SD,SE,SI,SK,SM,SO,SP,SU,SW,SX,SZ,TD,TH,TL,TM,TS,UA,UB,UC,UD,UF,UG,VF,VJ,VK,VO,VS,WM,WN,WT,WY,WZ,XB,XM,XU,XX,YD,YE,YF,YN,YP,YS,YT,YU,YW,ZA,ZN,ZO,ZP,ZS,ZT,ZX
KL,664.2,149.9,385.7,337.8,719.0,771.7,553.3,409.4,684.0,356.2,532.3,552.5,684.7,258.6,526.0,570.8,701.9,155.2,446.2,384.3,391.1,337.7,284.0,652.7,396.4,204.5,225.6,228.8,129.9,277.8,601.2,337.9,275.5,15.3,747.7,198.4,743.8,412.4,440.4,714.7,715.8,247.3,586.9,533.3,602.8,612.0,257.3,389.8,130.6,516.5,237.5,614.7,581.9,732.0,166.0,459.3,557.8,481.2,786.0,437.3,691.5,655.5,0.0,302.0,353.0,384.4,733.3,676.9,192.2,426.7,319.0,101.0,121.8,666.3,173.7,380.7,610.0,440.1,477.3,451.0,206.6,619.4,212.2,594.5,485.5,209.8,364.9,441.4,320.6,601.0,406.2,563.7,565.0,749.1,697.2,281.5,343.3,471.4,541.4,437.9,597.9,635.8,436.7,532.6,592.0,375.8,821.5,112.8,284.9,274.6,707.7,644.7,504.9,219.2,425.8,594.7,116.2,656.0,422.4,675.3,499.4,447.5,184.1,516.7,292.2,364.7,775.6,457.5,540.9,552.9,634.0,294.3,416.9,536.7,766.1,787.9,474.9,1741.7,729.4,157.7,565.8,241.9,655.8,272.0,743.3,683.2,322.1,537.7,192.5,279.9,444.9,712.2,371.3,507.3
KQ,822.4,387.6,682.6,783.2,877.2,997.8,844.3,414.1,842.2,558.0,823.3,710.7,858.9,244.6,684.2,729.0,992.9,600.6,743.1,555.0,639.1,342.4,562.0,810.9,401.1,403.3,671.0,303.7,575.3,510.9,759.4,496.1,297.6,458.4,905.9,643.8,1034.8,417.1,737.3,852.6,801.4,418.0,877.9,691.5,761.0,845.2,580.1,560.5,520.9,674.7,552.1,772.9,740.1,869.9,611.4,756.2,711.7,778.1,907.2,734.2,849.7,813.7,445.3,0.0,516.6,389.1,1032.6,835.1,595.7,723.6,323.7,546.4,452.8,818.6,577.2,579.9,901.0,737.0,553.1,747.6,652.0,777.6,657.6,749.3,782.4,613.3,369.6,589.2,766.0,759.2,703.1,721.9,856.0,1040.1,923.3,452.2,348.0,768.3,728.0,629.5,888.9,926.8,607.4,690.8,750.2,546.5,959.4,530.6,285.8,720.0,845.6,935.7,807.0,418.0,596.5,752.9,561.6,882.1,593.1,813.2,790.4,744.4,587.6,674.9,737.6,535.4,1001.7,741.8,831.9,843.9,853.2,465.0,587.6,694.9,1057.1,1087.2,633.1,1899.9,867.3,561.2,724.0,412.6,946.8,717.4,828.9,857.4,520.9,695.9,391.3,725.3,741.8,870.4,542.0,665.5
KR,898.9,481.2,776.2,876.8,970.8,1091.4,937.9,490.6,935.8,651.6,899.8,804.3,935.4,321.1,777.8,805.5,1060.3,677.1,836.7,631.5,732.7,418.9,655.6,904.5,494.7,496.9,747.5,397.3,668.9,587.4,835.9,589.7,391.2,552.0,999.5,737.4,1128.4,510.7,813.8,929.1,877.9,511.6,971.5,768.0,837.5,938.8,673.7,654.1,614.5,768.3,645.7,866.5,833.7,963.5,705.0,832.7,805.3,871.7,1000.8,827.8,943.3,907.3,521.8,131.6,0.0,482.7,1126.2,928.7,672.2,800.1,417.3,640.0,546.4,912.2,670.8,673.5,994.6,813.5,646.7,841.2,745.6,871.2,734.1,842.9,876.0,706.9,463.2,682.8,859.6,835.7,796.7,798.4,932.5,1133.7,999.8,528.7,424.5,861.9,804.5,706.0,965.4,1003.3,683.9,784.4,843.8,640.1,1035.9,607.1,362.3,796.5,939.2,1029.3,900.6,511.6,673.0,829.4,638.1,975.7,686.7,906.8,866.9,838.0,681.2,768.5,814.1,11.6,1095.3,835.4,908.4,937.5,929.7,97.5,681.2,771.4,1150.7,1163.7,709.6,1993.5,960.9,654.8,800.5,489.1,1040.4,811.0,905.4,933.9,614.5,772.4,484.9,801.8,835.4,964.0,635.6,742.0
KX,904.6,312.2,755.7,707.8,959.4,1152.2,923.3,87.3,924.4,726.2,902.3,792.9,941.1,167.9,766.4,811.2,1067.2,525.2,816.2,479.6,761.1,65.5,654.0,893.1,74.3,327.9,595.6,228.3,499.9,647.8,841.6,578.3,222.2,385.3,988.1,568.4,1046.2,65.4,936.7,934.8,883.6,342.6,973.5,773.7,843.2,982.0,627.3,485.1,440.7,756.9,607.5,855.1,822.3,952.1,536.0,863.4,793.9,837.2,989.4,807.3,931.9,895.9,369.9,397.3,448.3,0.0,964.8,917.3,520.3,796.7,168.7,471.0,377.4,900.8,501.8,750.7,950.6,810.1,635.3,821.0,576.6,859.8,582.2,834.9,855.5,537.9,38.3,671.4,690.6,841.4,776.2,804.1,935.0,1051.5,1077.7,376.8,59.9,879.3,810.2,711.7,996.9,924.8,532.0,773.0,832.4,471.1,1041.6,455.2,210.4,644.6,927.8,915.9,827.7,342.6,521.1,835.1,486.2,1036.5,517.7,895.4,869.4,817.5,512.2,757.1,662.2,460.0,1112.4,827.5,910.9,922.9,1014.5,389.6,512.2,777.1,1068.5,1019.4,715.3,2029.2,949.5,485.8,806.2,337.2,1036.3,642.0,911.1,939.6,445.5,778.1,315.9,649.9,941.2,952.6,466.6,747.7
KY,470.3,749.7,241.3,278.8,525.1,187.3,146.2,962.2,534.7,424.2,125.2,358.6,100.3,811.4,328.1,376.9,102.3,468.9,192.9,813.1,284.2,890.5,446.2,208.0,949.2,766.4,512.5,781.6,600.7,395.1,127.7,430.0,828.3,604.0,553.8,485.3,104.6,965.2,253.7,130.3,131.4,676.1,99.3,339.4,408.9,505.1,464.3,818.6,588.4,322.6,436.3,160.4,388.0,147.6,507.5,206.0,213.1,227.9,201.6,184.0,542.2,461.6,620.8,681.4,725.3,937.2,0.0,483.0,653.0,200.3,871.8,571.8,683.7,81.9,634.5,448.7,122.4,239.2,370.4,230.7,467.3,425.5,461.7,242.2,270.5,670.6,917.7,334.5,296.0,210.4,220.8,365.8,50.4,109.9,112.8,648.3,896.1,147.2,196.7,331.0,160.8,148.2,865.5,334.7,398.1,804.6,237.1,573.6,837.7,344.0,123.3,157.1,169.3,781.1,854.6,400.8,587.0,71.6,851.2,90.9,116.6,227.2,644.9,291.8,512.5,744.1,191.2,350.6,74.4,62.8,49.6,673.7,845.7,342.8,126.9,77.8,277.0,1566.8,145.0,618.5,210.6,656.9,71.4,419.7,158.9,98.8,884.0,229.1,754.4,337.6,258.2,518.3,800.1,309.4
KZ,126.5,753.4,520.2,540.2,181.3,644.8,435.8,965.9,10.8,427.9,414.8,136.5,505.9,815.1,219.3,171.8,584.4,530.4,440.1,816.8,476.7,894.2,449.9,402.4,952.9,826.8,584.5,785.3,662.2,398.8,406.4,429.7,832.0,665.5,210.0,557.3,626.3,968.9,500.9,499.6,448.4,679.8,469.4,209.3,84.9,555.1,468.0,822.3,649.9,226.1,440.0,364.4,160.7,516.9,569.0,451.4,303.2,468.4,476.7,431.2,18.3,87.5,682.3,685.1,736.1,940.9,624.1,0.0,714.5,447.5,875.5,633.3,745.2,465.6,696.0,452.4,492.5,486.4,390.7,477.9,471.0,123.2,465.4,344.2,517.7,732.1,921.4,426.8,557.4,399.9,468.0,238.5,447.5,631.6,570.3,652.0,899.8,394.4,319.5,467.1,480.4,518.3,869.2,212.7,95.7,808.3,606.4,635.1,841.4,605.4,492.6,527.2,398.5,841.5,858.3,161.8,648.5,529.1,854.9,460.2,381.9,474.4,706.4,320.1,516.2,747.8,648.7,459.4,423.4,435.4,500.2,677.4,849.4,182.4,648.6,678.7,273.8,1452.4,514.3,680.0,315.5,660.6,538.3,630.9,475.9,504.4,944.4,287.4,814.8,599.0,505.4,32.0,803.8,306.2
LA,704.1,325.9,425.6,377.7,758.9,811.6,593.2,523.3,723.9,396.1,572.2,592.4,724.6,372.5,565.9,610.7,741.8,195.1,486.1,560.3,431.0,451.6,323.9,692.6,510.3,244.7,265.5,342.7,169.8,317.7,641.1,377.8,389.4,173.1,787.6,238.3,783.7,526.3,480.3,754.6,755.7,423.3,626.8,573.2,642.7,651.9,297.2,565.8,66.7,556.4,277.4,654.6,621.8,771.9,205.9,499.2,597.7,521.1,825.9,477.2,731.4,695.4,189.9,478.0,521.9,498.3,773.2,716.8,0.0,466.6,432.9,140.9,162.0,706.2,10.8,420.6,649.9,480.0,517.2,490.9,246.5,659.3,252.1,634.4,525.4,35.1,478.8,481.3,360.5,640.9,446.1,603.6,604.9,789.0,737.1,457.5,457.2,511.3,581.3,477.8,637.8,675.7,612.7,572.5,631.9,551.8,861.4,86.2,398.8,314.5,747.6,684.6,544.8,259.4,601.8,634.6,156.1,695.9,598.4,715.2,539.3,487.4,27.1,556.6,332.1,540.7,815.5,497.4,580.8,592.8,673.9,470.3,592.9,576.6,806.0,827.8,514.8,1781.6,769.3,27.7,605.7,417.9,695.7,311.9,783.2,723.1,362.3,577.6,232.7,319.8,484.8,752.1,547.3,547.2
LH,499.1,570.4,40.9,78.4,553.9,344.9,126.5,844.6,467.3,296.3,105.5,387.4,257.9,693.8,360.9,405.7,266.0,268.5,19.4,685.2,83.8,772.9,318.3,309.4,831.6,566.0,312.1,664.0,400.3,267.2,285.3,229.6,710.7,403.6,582.6,284.9,317.0,847.6,53.3,287.9,289.0,548.2,160.1,368.2,437.7,304.7,336.4,690.7,382.9,351.4,308.4,271.4,416.8,305.2,307.1,32.5,131.0,58.0,359.2,10.5,474.8,490.4,420.4,553.5,597.4,819.6,306.5,456.4,452.6,0.0,754.2,371.4,483.3,239.5,434.1,320.8,183.2,38.8,170.0,30.3,339.4,454.3,333.8,160.1,70.1,470.2,800.1,134.1,95.6,368.0,20.4,398.6,138.2,322.3,270.4,520.4,778.5,44.6,114.6,130.6,171.1,209.0,737.6,367.5,426.9,676.7,394.7,373.2,720.1,143.6,280.9,217.9,78.1,580.7,726.7,429.6,386.6,229.2,723.3,248.5,72.6,26.8,444.5,207.1,384.6,616.2,348.8,150.2,114.1,126.1,207.2,545.8,717.8,371.6,339.3,361.1,309.8,1478.4,302.6,418.1,222.5,529.0,229.0,219.3,316.5,256.4,683.6,147.0,554.0,137.2,57.8,488.5,672.2,342.2
LL,857.4,265.0,708.5,660.6,912.2,1032.8,876.1,191.9,877.2,679.0,855.1,745.7,893.9,120.7,719.2,764.0,1024.7,478.0,769.0,432.4,713.9,120.2,606.8,845.9,178.9,280.7,548.4,181.1,452.7,600.6,794.4,531.1,175.0,338.1,940.9,521.2,1066.6,194.9,763.2,887.6,836.4,295.4,909.7,726.5,796.0,934.8,580.1,437.9,393.5,709.7,560.3,807.9,775.1,904.9,488.8,782.1,746.7,804.0,942.2,760.1,884.7,848.7,322.7,350.1,394.0,166.9,1094.3,870.1,473.1,749.5,0.0,423.8,330.2,853.6,454.6,703.5,932.8,762.9,588.1,773.8,529.4,812.6,535.0,787.7,808.3,490.7,147.4,624.2,643.4,794.2,729.0,756.9,887.8,1071.9,958.3,329.6,125.8,794.2,763.0,664.5,920.7,958.6,484.8,725.8,785.2,423.9,994.4,408.0,163.2,597.4,880.6,967.5,827.7,295.4,473.9,787.9,439.0,917.1,470.5,848.2,822.2,770.3,465.0,709.9,615.0,412.8,1036.7,780.3,863.7,875.7,956.8,342.4,465.0,729.9,1088.9,1148.9,668.1,1934.9,902.3,438.6,759.0,290.0,978.6,594.8,863.9,892.4,398.3,730.9,268.7,602.7,767.7,905.4,419.4,700.5
LQ,608.5,264.3,330.0,282.1,663.3,716.0,497.6,538.5,628.3,300.5,476.6,496.8,629.0,387.7,470.3,515.1,646.2,99.5,390.5,498.7,335.4,466.8,228.3,597.0,525.5,259.9,169.9,357.9,28.8,222.1,545.5,282.2,404.6,97.5,692.0,142.7,688.1,541.5,384.7,659.0,660.1,361.7,531.2,477.6,547.1,556.3,201.6,504.2,81.9,460.8,181.8,559.0,526.2,676.3,110.3,403.6,502.1,425.5,730.3,381.6,635.8,599.8,114.3,416.4,460.3,513.5,677.6,621.2,146.5,371.0,448.1,0.0,177.2,610.6,128.0,325.0,554.3,384.4,421.6,395.3,150.9,563.7,156.5,538.8,429.8,164.1,494.0,385.7,264.9,545.3,350.5,508.0,509.3,693.4,641.5,395.9,472.4,415.7,485.7,382.2,542.2,580.1,551.1,476.9,536.3,490.2,765.8,67.1,414.0,218.9,652.0,589.0,449.2,274.6,540.2,539.0,15.2,600.3,536.8,619.6,443.7,391.8,138.4,461.0,236.5,479.1,719.9,401.8,485.2,497.2,578.3,408.7,531.3,481.0,710.4,732.2,419.2,1686.0,673.7,112.0,510.1,356.3,600.1,216.3,687.6,627.5,377.5,482.0,247.9,224.2,389.2,656.5,485.7,451.6
MC,715.7,218.4,437.2,389.3,770.5,823.2,604.8,401.3,735.5,407.7,583.8,604.0,736.2,250.5,577.5,622.3,753.4,206.7,497.7,452.8,442.6,329.6,335.5,704.2,388.3,122.7,277.1,220.7,181.4,329.3,652.7,389.4,267.4,127.0,799.2,249.9,795.3,404.3,491.9,766.2,767.3,315.8,638.4,584.8,654.3,663.5,308.8,458.3,83.3,568.0,289.0,666.2,633.4,783.5,217.5,510.8,609.3,532.7,837.5,488.8,743.0,707.0,111.6,370.5,414.4,376.3,784.8,728.4,162.9,478.2,310.9,152.5,0.0,717.8,144.4,432.2,661.5,491.6,528.8,502.5,258.1,670.9,263.7,646.0,537.0,180.5,356.8,492.9,372.1,652.5,457.7,615.2,616.5,800.6,748.7,350.0,335.2,522.9,592.9,489.4,649.4,687.3,505.2,584.1,643.5,444.3,873.0,97.8,276.8,326.1,759.2,696.2,556.4,137.4,494.3,646.2,167.7,707.5,490.9,726.8,550.9,499.0,154.8,568.2,343.7,433.2,827.1,509.0,592.4,604.4,685.5,362.8,485.4,588.2,817.6,839.4,526.4,1793.2,780.9,128.4,617.3,310.4,707.3,323.5,794.8,734.7,240.3,589.2,110.7,331.4,496.4,763.7,439.8,558.8
MM,388.3,667.7,301.5,339.0,443.1,179.1,206.4,880.2,452.7,342.2,185.4,276.6,40.2,729.4,246.1,294.9,148.6,444.7,253.1,731.1,344.4,808.5,364.2,126.0,867.2,741.1,498.8,699.6,576.5,313.1,45.7,341.9,746.3,579.8,471.8,471.6,199.6,883.2,313.9,48.3,49.4,594.1,159.5,257.4,326.9,469.4,382.3,736.6,559.1,240.6,354.3,78.4,306.0,65.6,483.3,266.2,210.9,288.1,119.6,244.2,460.2,379.6,596.6,599.4,643.3,855.2,311.1,401.0,628.8,260.5,789.8,547.6,659.5,0.0,610.3,364.1,182.6,299.4,305.0,290.9,385.3,343.5,379.7,248.5,330.7,646.4,835.7,341.1,356.2,128.4,281.0,283.8,110.6,204.9,104.6,566.3,814.1,207.4,227.2,381.4,221.0,208.4,783.5,252.7,316.1,722.6,155.1,549.4,755.7,404.2,41.3,217.3,229.5,755.8,772.6,318.8,562.8,63.4,769.2,8.9,176.8,287.4,620.7,209.8,430.5,662.1,183.0,373.7,134.6,123.0,34.5,591.7,763.7,260.8,221.9,298.4,195.0,1465.8,63.0,594.3,128.6,574.9,83.2,479.9,76.9,38.7,858.7,195.1,729.1,397.8,318.4,436.3,718.1,227.4
NC,693.2,315.0,414.7,366.8,748.0,800.7,582.3,512.4,713.0,385.2,561.3,581.5,713.7,361.6,555.0,599.8,730.9,184.2,475.2,549.4,420.1,440.7,313.0,681.7,499.4,233.8,254.6,331.8,158.9,306.8,630.2,366.9,378.5,162.2,776.7,227.4,772.8,515.4,469.4,743.7,744.8,412.4,615.9,562.3,631.8,641.0,286.3,554.9,55.8,545.5,266.5,643.7,610.9,761.0,195.0,488.3,586.8,510.2,815.0,466.3,720.5,684.5,179.0,467.1,518.1,487.4,762.3,705.9,18.4,455.7,422.0,130.0,151.1,695.3,0.0,409.7,639.0,469.1,506.3,480.0,235.6,648.4,241.2,623.5,514.5,36.0,467.9,470.4,349.6,630.0,435.2,592.7,594.0,778.1,726.2,446.6,446.3,500.4,570.4,466.9,626.9,664.8,601.8,561.6,621.0,540.9,850.5,75.3,387.9,303.6,736.7,673.7,533.9,248.5,590.9,623.7,145.2,685.0,587.5,704.3,528.4,476.5,16.2,545.7,321.2,529.8,804.6,486.5,569.9,581.9,663.0,459.4,582.0,565.7,795.1,816.9,503.9,1770.7,758.4,16.8,594.8,407.0,684.8,301.0,772.3,712.2,351.4,566.7,221.8,308.9,473.9,741.2,536.4,536.3
NG,623.0,384.0,483.2,503.2,675.2,798.4,644.9,596.5,640.2,58.5,621.3,508.7,656.9,445.7,484.8,529.6,778.8,443.1,543.7,447.4,439.7,524.8,362.6,611.5,583.5,457.4,497.2,415.9,571.7,311.5,560.0,296.7,462.6,454.8,706.5,470.0,835.4,599.5,537.9,653.2,602.0,310.4,678.5,489.5,561.6,643.2,380.7,452.9,554.0,475.3,352.7,570.9,540.7,670.5,481.7,554.2,512.3,582.3,705.2,534.8,650.3,614.3,441.7,315.7,357.0,571.5,833.2,635.7,634.0,521.6,506.1,542.8,506.9,616.6,615.5,0.0,701.6,537.6,353.7,548.2,383.7,578.2,378.1,549.9,583.0,651.6,552.0,389.8,520.4,559.8,503.7,522.5,656.6,840.7,721.3,280.0,530.4,568.9,528.6,430.1,689.5,727.4,497.2,491.4,550.8,438.9,760.0,554.6,472.0,546.2,646.2,736.3,607.6,472.1,488.9,553.5,555.4,680.1,482.9,611.2,591.0,545.0,625.9,475.5,428.9,378.4,802.3,542.4,632.5,644.5,651.2,308.0,480.0,495.5,857.7,887.8,433.7,1700.5,665.3,599.5,524.6,288.6,747.4,543.6,629.5,658.0,575.0,496.5,445.4,551.5,542.4,668.4,434.4,466.1
NJ,565.6,755.2,225.7,263.2,620.4,288.5,130.6,1029.4,533.8,481.1,109.6,453.9,201.5,878.6,427.4,472.2,218.7,453.3,177.3,870.0,268.6,957.7,503.1,309.2,1016.4,750.8,496.9,848.8,585.1,452.0,228.9,414.4,895.5,588.4,649.1,469.7,260.6,1032.4,238.1,231.5,232.6,733.0,22.8,434.7,504.2,489.5,521.2,875.5,572.8,417.9,493.2,261.6,483.3,248.8,491.9,190.4,197.5,212.3,302.8,168.4,541.3,556.9,605.2,738.3,782.2,1004.4,260.5,522.9,637.4,184.7,939.0,556.2,668.1,183.1,618.9,505.6,0.0,223.6,354.8,215.1,524.2,520.8,518.6,226.6,254.9,655.0,984.9,318.9,280.4,311.6,205.2,465.1,81.8,265.9,214.0,705.2,963.3,131.6,181.1,315.4,71.9,25.7,922.4,434.0,493.4,861.5,338.3,558.0,904.9,328.4,224.5,34.6,153.7,765.5,911.5,496.1,571.4,172.8,908.1,192.1,101.0,211.6,629.3,273.6,569.4,801.0,292.4,335.0,58.8,69.7,150.8,730.6,902.6,438.1,282.9,315.1,376.3,1551.2,246.2,602.9,311.8,713.8,172.6,404.1,260.1,200.0,868.4,213.5,738.8,322.0,242.6,555.0,857.0,408.7
NP,550.7,576.5,47.0,84.5,605.5,396.5,178.1,850.7,518.9,302.4,157.1,439.0,309.5,699.9,412.5,457.3,326.7,274.6,71.0,691.3,89.9,779.0,324.4,361.0,837.7,572.1,318.2,670.1,406.4,273.3,336.9,235.7,716.8,409.7,634.2,291.0,368.6,853.7,59.4,339.5,340.6,554.3,211.7,419.8,489.3,310.8,342.5,696.8,394.1,403.0,314.5,323.0,468.4,356.8,313.2,84.1,182.6,106.0,410.8,62.1,526.4,542.0,426.5,559.6,610.6,825.7,358.1,508.0,458.7,51.5,760.3,377.5,489.4,291.1,440.2,326.9,234.8,0.0,176.1,78.6,345.5,505.9,339.9,211.7,45.3,476.3,806.2,140.2,101.7,419.6,26.5,450.2,189.8,373.9,322.0,526.5,784.6,96.2,166.2,136.7,222.7,260.6,743.7,419.1,478.5,682.8,446.3,379.3,726.2,149.7,332.5,269.5,129.7,586.8,732.8,481.2,392.7,280.8,729.4,300.1,124.2,82.7,450.6,258.7,390.7,622.3,400.4,156.3,165.7,177.7,258.8,551.9,723.9,423.2,390.9,412.7,361.4,1530.0,354.2,424.2,274.1,535.1,280.6,225.4,368.1,308.0,689.7,198.6,560.1,143.3,63.9,540.1,678.3,393.8
NV,385.8,451.7,129.4,149.4,440.6,515.4,297.0,664.2,405.6,126.2,276.0,274.1,428.4,513.4,247.6,292.4,445.6,228.7,189.9,515.1,85.9,592.5,148.2,374.3,651.2,525.1,282.8,483.6,360.5,97.1,322.8,59.5,530.3,363.8,469.3,255.6,487.5,667.2,184.1,458.4,364.8,378.1,330.6,254.9,324.4,343.1,166.3,520.6,348.2,238.1,138.3,336.3,303.5,475.7,267.3,203.0,301.5,224.9,529.7,181.0,413.1,377.1,380.6,383.4,427.3,639.2,477.0,398.5,412.8,170.4,573.8,331.6,443.5,410.0,394.3,150.7,353.7,183.8,0.0,194.7,169.3,341.0,163.7,316.1,229.2,430.4,619.7,36.0,166.6,322.6,149.9,285.3,308.7,492.8,440.9,350.3,598.1,215.1,285.1,76.3,341.6,379.5,567.5,254.2,313.6,506.6,565.2,333.4,539.7,214.6,451.4,388.4,248.6,539.8,556.6,316.3,346.8,399.7,553.2,419.0,243.1,191.2,404.7,238.3,214.5,446.1,519.3,188.6,284.6,296.6,377.7,375.7,547.7,258.3,509.8,531.6,196.5,1463.3,473.1,378.3,287.4,358.9,399.5,290.3,392.3,426.9,642.7,259.3,513.1,208.2,188.6,433.8,502.1,228.9
NW,542.4,587.6,58.1,95.6,596.8,388.2,169.8,861.8,510.6,313.5,148.4,430.3,300.8,711.0,404.2,448.6,303.7,285.7,62.7,702.4,101.0,790.1,335.5,352.7,848.8,583.2,329.3,681.2,417.5,284.4,328.6,246.8,727.9,423.1,625.9,302.1,360.3,864.8,70.5,331.2,332.3,565.4,203.4,411.5,481.0,321.5,353.6,707.9,400.1,394.7,325.2,314.7,460.1,348.5,324.3,75.4,174.3,101.3,402.5,53.8,518.1,533.7,437.6,570.3,614.6,836.8,349.8,499.7,469.8,42.8,771.4,388.6,500.5,282.8,451.3,335.4,226.5,56.0,187.2,0.0,356.6,497.6,351.0,200.0,39.7,487.4,816.9,151.3,112.8,411.3,37.6,441.9,181.5,365.6,313.7,537.2,795.7,87.9,157.9,147.8,214.4,252.3,754.8,410.8,470.2,693.9,438.0,390.4,737.3,160.8,324.2,261.2,121.4,597.9,743.9,472.9,403.8,272.5,740.5,291.4,115.9,4.1,461.3,250.4,401.8,633.4,392.1,167.4,157.4,169.4,250.5,563.0,735.0,414.9,382.6,404.4,353.1,1521.7,345.5,435.3,265.8,545.8,272.3,236.5,359.8,299.3,700.8,190.3,571.2,154.4,75.0,531.4,689.4,385.5
NX,457.5,361.2,273.5,225.6,512.3,659.5,441.1,635.4,477.3,149.5,420.1,345.8,494.0,484.6,319.3,364.1,589.7,59.3,334.0,538.4,278.9,563.7,77.3,446.0,622.4,356.8,113.4,454.8,191.1,71.1,394.5,131.2,501.5,194.4,541.0,86.2,631.6,638.4,328.2,487.7,436.5,401.4,474.7,326.6,396.1,499.8,50.6,543.9,178.8,309.8,30.8,408.0,375.2,505.0,97.9,347.1,346.8,369.0,542.3,325.1,484.8,448.8,211.2,406.7,450.6,610.4,635.2,470.2,243.4,314.5,545.0,162.2,274.1,453.7,224.9,174.0,497.8,327.9,188.2,338.8,0.0,412.7,5.6,387.8,373.3,261.0,590.9,224.3,208.4,394.3,294.0,357.0,452.8,636.9,585.0,373.6,569.3,359.2,363.1,325.7,485.7,523.6,590.8,325.9,385.3,529.9,594.5,164.0,510.9,162.4,480.7,532.5,392.7,371.5,579.9,388.0,177.4,543.8,576.5,448.3,387.2,335.3,235.3,310.0,85.5,469.4,663.4,345.3,428.7,440.7,521.8,399.0,571.0,330.0,653.9,689.8,268.2,1535.0,502.4,208.9,359.1,382.2,543.6,159.8,464.0,492.5,474.4,331.0,344.8,167.7,332.7,505.5,525.4,300.6
OJ,44.7,882.6,649.4,669.4,99.5,567.3,565.0,1095.1,118.2,557.1,544.0,175.5,428.4,944.3,196.6,48.5,536.8,659.6,569.3,946.0,605.9,1023.4,579.1,531.6,1082.1,956.0,713.7,914.5,791.4,528.0,415.3,558.9,961.2,794.7,128.2,686.5,587.8,1098.1,630.1,339.2,457.3,809.0,598.6,86.0,190.3,684.3,597.2,951.5,774.0,102.8,569.2,493.6,37.4,401.6,698.2,580.6,432.4,601.2,353.4,560.4,110.7,36.0,811.5,814.3,865.3,1070.1,753.3,129.1,843.7,576.7,1004.7,762.5,874.4,388.1,825.2,579.0,621.7,615.6,519.9,606.8,600.2,0.0,594.6,473.4,646.9,861.3,1050.6,556.0,686.6,415.1,597.2,302.2,498.8,593.1,492.8,781.2,1029.0,523.6,448.7,596.3,609.6,647.5,998.4,190.0,201.1,937.5,491.1,764.3,970.6,734.6,346.1,656.4,527.7,970.7,987.5,38.5,777.7,451.6,984.1,379.0,511.1,603.6,835.6,449.3,645.4,877.0,571.2,588.6,552.6,564.6,422.7,806.6,978.6,159.7,610.1,686.6,224.2,1346.1,399.0,809.2,444.7,789.8,471.4,760.1,484.8,426.9,1073.6,416.6,944.0,728.2,634.6,92.7,933.0,188.5
OP,451.9,366.8,279.1,231.2,506.7,665.1,446.7,641.0,471.7,143.9,425.7,340.2,488.4,490.2,313.7,358.5,595.3,64.9,339.6,532.8,284.5,569.3,71.7,440.4,628.0,362.4,119.0,460.4,196.7,65.5,388.9,125.6,507.1,200.0,535.4,91.8,637.2,644.0,333.8,482.1,430.9,395.8,480.3,321.0,390.5,505.4,45.0,538.3,184.4,304.2,25.2,402.4,369.6,499.4,103.5,352.7,341.2,374.6,536.7,330.7,479.2,443.2,216.8,401.1,452.1,616.0,640.8,464.6,249.0,320.1,550.6,167.8,279.7,448.1,230.5,168.4,503.4,333.5,182.6,344.4,5.6,407.1,0.0,382.2,378.9,266.6,596.5,218.7,214.0,388.7,299.6,351.4,458.4,642.5,590.6,368.0,574.9,364.8,357.5,331.3,491.3,529.2,585.2,320.3,379.7,524.3,588.9,169.6,516.5,168.0,475.1,538.1,398.3,377.1,574.3,382.4,183.0,549.4,570.9,442.7,392.8,340.9,240.9,304.4,79.9,463.8,669.0,350.9,434.3,446.3,527.4,393.4,565.4,324.4,659.5,695.4,262.6,1529.4,496.8,214.5,353.5,376.6,549.2,165.4,458.4,486.9,480.0,325.4,350.4,173.3,338.3,499.9,519.8,295.0
