from_stop,AP,AV,BC,BE,BF,BH,BK,BM,BP,BY,CC,CE,CG,CI,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,GA,GC,GR,GW,HF,HG,HH,HT,IF,II,IL,IS,IT,IV,IY,JC,JH,KJ,KS,KU,KW,LE,LN,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VR,VS,VW,VZ,WD,WI,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK
NN,538.1,518.5,386.5,504.1,808.5,688.6,304.6,369.7,403.0,138.2,376.4,270.1,729.4,597.0,370.8,346.7,731.2,378.5,210.8,189.2,103.3,476.8,512.3,860.0,364.7,473.4,346.8,301.8,339.8,434.1,369.7,784.3,277.0,386.4,662.6,204.3,342.1,266.5,589.9,528.5,174.6,291.4,627.7,296.8,635.8,685.9,631.9,419.6,704.5,172.0,437.5,733.0,846.1,422.9,846.6,703.3,362.9,747.4,591.8,870.7,319.7,617.2,386.0,1015.3,136.5,523.7,265.7,702.5,670.8,565.4,239.1,0.0,456.6,819.5,447.0,201.1,798.6,494.1,526.9,222.2,357.4,531.9,421.2,817.1,208.9,319.4,538.0,761.1,553.1,186.7,480.8,185.7,581.9,435.6,261.6,65.3,604.3,436.1,229.9,699.3,101.1,271.2,280.1,531.7,508.3,369.0,759.4,467.3,483.0,664.2,830.2,193.2,804.1,428.5,452.9,96.2,684.4,419.2,831.5,255.1,872.6,292.8,542.4,867.7,308.6,254.8,830.8,874.3,424.7,496.3,90.0,501.3,241.2,377.8,188.7,485.8,927.7
NP,839.0,780.8,672.6,59.9,1109.4,785.0,605.5,711.9,703.9,480.4,677.3,612.3,842.7,897.9,190.2,576.8,1032.1,221.7,553.0,531.4,445.5,762.9,503.7,1160.9,353.4,735.7,647.7,173.5,640.7,694.4,474.0,897.6,619.2,490.7,963.5,490.4,643.0,567.4,890.8,227.1,474.1,249.7,928.6,582.9,936.7,787.7,918.0,681.9,878.1,514.2,46.1,1033.9,1147.0,507.2,1132.7,1004.2,705.1,860.7,892.7,1076.0,157.5,903.3,686.9,1053.4,478.7,824.6,566.6,771.2,971.7,121.2,525.2,505.5,0.0,1120.4,145.6,455.5,1099.5,331.5,174.1,405.7,424.7,523.3,681.5,1118.0,509.8,605.5,529.4,1047.2,829.1,487.6,823.0,527.9,868.0,93.4,489.7,492.4,595.7,427.5,504.7,872.9,443.3,351.2,579.8,369.1,850.5,414.9,1060.3,304.7,825.2,965.1,1131.1,494.1,1105.0,688.8,795.1,468.2,789.2,761.4,944.8,483.2,1173.5,593.7,85.7,952.5,594.7,597.0,1131.7,1175.2,262.1,797.2,432.2,492.7,542.1,406.1,302.1,786.7,1213.8
NU,273.2,785.5,675.0,1146.6,439.5,611.3,612.8,869.1,407.7,798.8,741.1,879.5,554.5,293.0,1026.5,728.2,362.2,1021.0,871.4,849.8,763.9,584.8,833.1,40.4,859.3,666.7,541.2,944.3,704.5,628.5,871.7,558.9,868.5,888.4,293.6,773.8,665.9,711.1,285.9,1184.2,721.2,947.1,236.3,566.1,392.1,608.6,334.4,718.2,663.5,832.6,1080.0,364.0,477.1,924.9,481.9,334.3,875.9,536.3,348.1,501.7,962.2,234.7,424.7,1657.8,797.1,352.6,549.5,625.2,301.8,1207.9,676.6,823.9,1099.1,0.0,1102.7,703.1,56.0,1149.8,1169.4,864.7,859.4,852.7,615.6,74.5,772.4,776.9,856.5,396.4,691.2,668.7,870.5,846.3,270.0,1078.1,763.6,810.8,922.8,777.5,740.2,658.3,761.7,868.9,762.1,1187.4,728.9,837.7,390.4,1123.0,795.7,295.2,461.2,675.2,13.3,622.9,831.9,786.6,607.1,819.6,509.3,757.1,503.6,601.0,1184.9,498.7,766.1,915.4,461.8,505.3,1080.4,429.0,750.6,822.1,740.1,828.9,871.5,553.2,703.5
NX,799.0,740.8,632.6,166.5,1069.4,676.2,565.5,671.9,663.9,440.4,637.3,572.3,733.9,857.9,112.8,536.8,992.1,181.7,513.0,491.4,405.5,722.9,426.3,1120.9,276.0,695.7,585.4,133.5,600.7,617.0,434.0,788.8,579.2,450.7,923.5,450.4,577.3,527.4,850.8,81.4,434.1,172.3,888.6,542.9,896.7,678.9,878.0,641.9,800.7,474.2,99.9,993.9,1107.0,467.2,1092.7,964.2,665.1,751.9,852.7,967.2,117.5,863.3,646.9,944.6,438.7,784.6,526.6,662.4,931.7,227.8,485.2,465.5,119.0,1080.4,0.0,415.5,1059.5,254.1,189.3,365.7,384.7,445.9,604.1,1078.0,469.8,565.5,452.0,1007.2,789.1,447.6,783.0,487.9,828.0,98.0,449.7,452.4,518.3,350.1,464.7,795.5,403.3,311.2,539.8,291.7,810.5,337.5,1020.3,227.3,785.2,925.1,1091.1,454.1,1065.0,611.4,755.1,428.2,680.4,721.4,836.0,443.2,1133.5,553.7,204.8,843.7,554.7,557.0,1091.7,1135.2,184.7,757.2,392.2,415.3,502.1,328.7,262.1,746.7,1173.8
OE,415.7,512.8,404.6,470.3,686.1,566.2,182.2,425.9,280.6,194.4,254.0,326.3,607.0,474.6,337.0,308.8,608.8,344.7,267.0,245.4,159.5,494.9,311.1,737.6,223.9,467.7,224.4,268.0,217.4,311.7,168.5,661.9,333.2,185.2,540.2,151.4,219.7,144.1,467.5,494.7,116.8,257.6,505.3,314.9,513.4,563.5,650.0,413.9,582.1,228.2,403.7,610.6,723.7,221.7,864.7,580.9,419.1,625.0,469.4,748.3,285.9,635.3,263.6,981.5,192.7,401.3,143.3,580.1,548.4,531.6,257.2,219.5,422.8,697.1,413.2,0.0,676.2,460.3,493.1,260.3,156.2,330.7,298.8,694.7,86.5,337.5,336.8,779.2,561.1,46.3,537.0,241.9,600.0,401.8,60.4,206.4,403.1,234.9,117.8,576.9,157.3,165.7,139.7,497.9,564.5,167.8,637.0,433.5,539.2,541.8,707.8,52.8,681.7,306.1,509.1,182.2,562.0,475.4,709.1,53.9,750.2,170.4,508.6,745.3,326.7,311.0,708.4,751.9,390.9,373.9,146.2,300.1,118.8,176.6,168.3,363.4,945.8
OJ,233.0,750.8,640.3,1106.4,399.3,571.1,572.6,834.4,367.5,758.6,700.9,844.8,514.3,252.8,986.3,693.5,322.0,980.8,831.2,809.6,721.5,548.2,792.9,65.3,819.1,632.0,501.0,904.1,664.3,588.3,831.5,518.7,833.8,848.2,253.4,733.6,625.7,670.9,245.7,1144.0,681.0,906.9,196.1,531.4,351.9,568.4,299.7,683.5,623.3,792.4,1039.8,323.8,436.9,884.7,447.2,294.1,841.2,496.1,307.9,461.5,922.0,200.0,384.5,1617.6,756.9,312.4,509.3,585.0,261.6,1167.7,641.9,783.7,1058.9,56.7,1062.5,662.9,0.0,1109.6,1129.2,824.5,819.2,812.5,575.4,18.4,732.2,742.2,816.3,361.7,656.5,628.5,835.8,806.1,235.3,1037.9,723.4,770.6,882.6,737.3,700.0,618.1,721.5,828.7,721.9,1147.2,694.2,797.5,350.2,1082.8,761.0,255.0,421.0,635.0,41.3,582.7,797.2,746.4,566.9,784.9,469.1,716.9,463.4,560.8,1144.7,458.5,731.4,875.2,421.6,465.1,1040.2,388.8,710.4,781.9,699.9,788.7,831.3,513.0,663.3
OT,852.6,762.6,654.4,342.9,952.4,673.8,587.3,693.7,717.5,462.0,659.1,594.1,731.5,912.9,128.4,558.6,1045.7,358.1,534.8,513.2,425.1,744.7,423.9,1174.5,273.6,717.5,582.3,309.9,622.5,614.6,453.4,786.4,601.0,470.1,977.1,472.2,574.9,549.2,904.4,306.1,455.9,169.9,942.2,564.7,950.3,676.5,899.8,663.7,798.3,496.0,276.3,1047.5,990.0,486.6,1114.5,1017.8,686.9,749.5,906.3,964.8,293.9,885.1,700.5,942.2,460.5,838.2,548.4,660.0,985.3,404.2,507.0,487.3,295.4,1134.0,224.6,437.3,1113.1,0.0,365.7,387.5,404.1,443.5,601.7,1131.6,491.6,587.3,449.6,1029.0,810.9,469.4,804.8,509.7,849.8,274.4,471.5,474.2,515.9,347.7,486.5,793.1,425.1,333.0,561.6,160.1,832.3,335.1,1073.9,108.3,807.0,978.7,1144.7,475.9,1118.6,609.0,776.9,450.0,678.0,743.2,833.6,465.0,1187.1,575.5,381.2,841.3,576.5,578.8,974.7,1188.8,65.7,810.8,414.0,412.9,523.9,326.3,283.9,800.3,1195.6
OW,902.1,843.9,735.7,145.8,1172.5,848.1,668.6,775.0,767.0,543.5,740.4,675.4,905.8,961.0,253.3,639.9,1095.2,284.8,616.1,594.5,508.6,826.0,566.8,1224.0,416.5,798.8,710.8,236.6,703.8,757.5,537.1,960.7,682.3,553.8,1026.6,553.5,706.1,630.5,953.9,290.2,537.2,312.8,991.7,646.0,999.8,850.8,981.1,745.0,941.2,577.3,109.2,1097.0,1210.1,570.3,1195.8,1067.3,768.2,923.8,955.8,1139.1,220.6,966.4,750.0,1116.5,541.8,887.7,629.7,834.3,1034.8,207.1,588.3,568.6,137.1,1183.5,208.7,518.6,1162.6,394.6,0.0,468.8,487.8,586.4,744.6,1181.1,572.9,668.6,592.5,1110.3,892.2,550.7,886.1,591.0,931.1,156.5,552.8,555.5,658.8,490.6,567.8,936.0,506.4,414.3,642.9,432.2,913.6,478.0,1123.4,367.8,888.3,1028.2,1194.2,557.2,1168.1,751.9,858.2,531.3,852.3,824.5,1007.9,546.3,1236.6,656.8,225.6,1015.6,657.8,660.1,1194.8,1238.3,325.2,860.3,495.3,555.8,605.2,469.2,365.2,849.8,1276.9
PP,579.3,521.1,412.9,407.9,849.7,650.7,345.8,452.2,444.2,220.7,417.6,352.6,708.4,638.2,274.6,317.1,772.4,282.3,293.3,271.7,185.8,503.2,392.5,901.2,268.5,476.0,388.0,205.6,381.0,475.3,297.8,763.3,359.5,314.5,703.8,230.7,383.3,307.7,631.1,432.3,214.4,195.2,668.9,323.2,677.0,653.4,658.3,422.2,745.7,254.5,341.3,774.2,887.3,331.0,873.0,744.5,445.4,726.4,633.0,911.9,223.5,643.6,427.2,919.1,219.0,564.9,306.9,636.9,712.0,469.2,265.5,245.8,360.4,860.7,350.8,242.3,839.8,397.9,430.7,0.0,248.5,412.1,462.4,858.3,250.1,345.8,418.2,787.5,569.4,227.9,563.3,268.2,608.3,339.4,302.8,232.7,484.5,316.3,245.0,740.5,183.6,175.0,320.1,435.5,590.8,249.2,800.6,371.1,565.5,705.4,871.4,234.4,845.3,469.7,535.4,208.5,654.9,501.7,810.5,296.3,913.8,334.0,446.2,818.2,335.0,337.3,872.0,915.5,328.5,537.5,172.5,381.5,282.4,258.0,92.5,527.0,954.1
QE,563.9,628.1,519.9,451.4,834.3,582.1,330.4,574.1,428.8,342.6,402.2,474.5,622.9,622.8,303.6,424.1,757.0,325.8,415.2,393.6,307.7,610.2,223.6,885.8,136.4,583.0,372.6,249.1,365.6,414.3,49.2,677.8,481.4,65.9,688.4,299.6,367.9,292.3,615.7,461.3,265.0,224.2,653.5,430.2,661.6,579.4,765.3,529.2,598.0,376.4,384.8,758.8,871.9,82.4,980.0,729.1,567.3,640.9,617.6,896.5,267.0,750.6,411.8,962.6,340.9,549.5,291.5,596.0,696.6,512.7,372.5,367.7,403.9,845.3,379.8,148.1,824.4,426.9,474.2,253.0,0.0,243.2,401.4,842.9,234.7,452.8,249.3,894.5,676.4,194.5,685.2,390.1,715.3,382.9,182.3,354.6,315.6,147.4,266.0,592.8,305.5,80.8,287.9,464.5,712.7,80.3,785.2,400.1,687.4,690.0,856.0,201.0,829.9,408.7,657.3,330.4,577.9,623.6,725.0,175.8,898.4,318.6,489.7,732.7,442.0,459.2,856.6,900.1,357.5,522.1,294.4,212.6,267.0,89.1,149.4,511.6,1061.1
QH,562.5,806.0,697.8,543.7,832.9,492.3,442.8,754.8,427.4,523.3,571.1,655.2,533.1,621.4,349.2,602.0,755.6,461.8,595.9,574.3,488.4,788.1,18.4,884.4,182.0,760.9,292.9,385.1,534.5,324.5,278.7,588.0,662.1,295.4,687.0,480.3,284.8,473.0,614.3,506.9,445.7,269.8,652.1,608.1,660.2,489.6,943.2,707.1,508.2,557.1,477.1,757.4,870.5,311.9,1121.4,727.7,748.0,551.1,616.2,766.4,403.0,887.0,410.4,1011.7,521.6,548.1,379.5,506.2,695.2,605.0,550.4,548.4,496.2,843.9,425.4,328.8,823.0,472.5,566.5,430.9,229.4,0.0,311.6,841.5,415.4,630.7,97.9,1072.4,854.3,375.2,865.9,570.8,893.2,475.2,363.0,535.3,102.2,100.2,446.7,503.0,486.2,245.1,468.6,510.1,893.4,160.4,783.8,445.7,868.1,688.6,854.6,381.7,828.5,318.9,838.0,511.1,488.1,804.3,635.2,356.5,897.0,431.0,582.0,642.9,619.9,639.9,855.2,898.7,403.1,520.7,475.1,30.0,447.7,151.6,327.3,510.2,1096.9
QJ,340.0,724.7,616.5,714.5,610.4,404.3,220.3,637.8,204.9,406.1,348.6,538.2,445.1,400.3,520.0,520.7,533.1,628.5,478.9,457.3,369.2,704.9,326.6,661.9,352.8,679.6,69.7,551.8,312.0,19.0,449.5,500.0,545.1,466.2,464.5,381.3,159.4,318.6,391.8,672.8,328.7,440.6,429.6,526.8,437.7,401.6,764.2,625.8,420.2,440.1,647.9,534.9,648.0,482.7,898.9,505.2,631.0,463.1,393.7,672.6,569.7,664.5,187.9,1182.5,404.6,325.6,157.0,418.2,472.7,775.8,469.1,431.4,667.0,621.4,596.2,310.6,600.5,643.3,737.3,472.2,400.2,346.2,0.0,619.0,379.9,549.4,350.0,869.5,773.0,276.2,748.9,453.8,699.8,646.0,371.1,418.3,416.3,271.0,347.7,415.0,369.2,415.9,369.6,680.9,776.4,331.2,561.3,616.5,751.1,466.1,632.1,282.7,606.0,13.4,721.0,394.1,400.1,687.3,547.2,364.6,674.5,208.5,752.8,554.9,538.6,522.9,632.7,676.2,573.9,298.2,358.1,315.6,347.6,322.4,479.0,287.7,874.4
QR,251.5,769.3,658.8,1124.9,417.8,589.6,591.1,852.9,386.0,777.1,719.4,863.3,532.8,271.3,1004.8,712.0,340.5,999.3,849.7,828.1,742.2,568.6,811.4,46.8,837.6,650.5,519.5,922.6,682.8,606.8,850.0,537.2,852.3,866.7,271.9,752.1,644.2,689.4,264.2,1162.5,699.5,925.4,214.6,549.9,370.4,586.9,318.2,702.0,641.8,810.9,1058.3,342.3,455.4,903.2,465.7,312.6,859.7,514.6,326.4,480.0,940.5,218.5,403.0,1636.1,775.4,330.9,527.8,603.5,280.1,1186.2,660.4,802.2,1077.4,75.2,1081.0,681.4,18.4,1128.1,1147.7,843.0,837.7,831.0,593.9,0.0,750.7,760.7,834.8,380.2,675.0,647.0,854.3,824.6,253.8,1056.4,741.9,789.1,901.1,755.8,718.5,636.6,740.0,847.2,740.4,1165.7,712.7,816.0,368.7,1101.3,779.5,273.5,439.5,653.5,59.8,601.2,815.7,764.9,585.4,803.4,487.6,735.4,481.9,579.3,1163.2,477.0,749.9,893.7,440.1,483.6,1058.7,407.3,728.9,800.4,718.4,807.2,849.8,531.5,681.8
QV,490.6,509.1,400.9,538.5,761.0,667.4,143.4,422.2,355.5,190.7,194.6,322.6,708.2,549.5,405.2,305.1,683.7,412.9,263.3,241.7,155.8,491.2,406.2,812.5,319.0,464.0,299.3,336.2,158.0,386.6,263.6,763.1,329.5,280.3,615.1,165.7,320.9,57.5,542.4,562.9,113.1,325.8,580.2,311.2,588.3,664.7,646.3,410.2,683.3,224.5,471.9,685.5,798.6,316.8,861.0,655.8,415.4,726.2,544.3,823.2,354.1,631.6,338.5,1049.7,189.0,476.2,218.2,681.3,623.3,599.8,253.5,215.8,491.0,772.0,481.4,95.0,751.1,528.5,561.3,256.6,251.3,425.8,373.7,769.6,0.0,333.8,431.9,775.5,557.4,60.6,533.3,238.2,596.3,470.0,155.5,202.7,498.2,330.0,132.1,678.1,153.6,260.8,154.0,566.1,560.8,262.9,711.9,501.7,535.5,616.7,782.7,67.1,756.6,381.0,505.4,178.5,663.2,471.7,830.8,149.0,825.1,155.2,576.8,820.2,323.0,307.3,783.3,826.8,459.1,448.8,142.5,395.2,32.2,271.7,263.4,438.3,942.1
QW,656.2,355.7,265.5,604.2,982.9,806.7,422.7,535.0,521.1,274.9,494.5,426.3,847.5,715.1,470.9,151.7,905.6,478.6,288.0,325.9,240.0,393.5,588.8,755.5,464.8,310.6,464.9,401.9,457.9,552.2,487.8,902.4,415.3,504.5,837.0,270.8,460.2,384.6,708.0,628.6,254.5,391.5,779.7,175.8,753.9,804.0,510.9,256.8,822.6,337.3,537.6,907.4,1020.5,527.3,725.6,877.7,528.2,865.5,709.9,1045.1,419.8,496.2,504.1,1115.4,273.2,641.8,383.8,820.6,845.2,665.5,100.1,300.0,556.7,715.0,547.1,319.2,699.6,594.2,627.0,322.3,444.8,608.4,539.3,718.1,327.0,0.0,614.5,640.1,404.0,304.8,646.1,351.0,460.9,535.7,379.7,286.9,680.8,512.6,285.1,817.4,237.8,371.3,360.2,631.8,434.1,445.5,933.8,567.4,648.3,838.6,999.6,311.3,699.6,546.6,618.2,262.7,802.5,584.5,1052.7,373.2,826.8,410.9,642.5,1042.1,28.6,391.5,1005.2,1043.7,524.8,614.4,226.7,577.8,359.3,454.3,288.8,603.9,806.7
RE,569.4,813.2,705.0,550.9,839.8,499.2,449.7,762.0,434.3,530.5,578.0,662.4,540.0,628.3,356.4,609.2,762.5,469.0,603.1,581.5,495.6,795.3,70.0,891.3,189.2,768.1,299.8,392.3,541.4,331.4,285.9,594.9,669.3,302.6,693.9,487.5,291.7,480.2,621.2,514.1,452.9,277.0,659.0,615.3,667.1,496.5,950.4,714.3,515.1,564.3,484.3,764.3,877.4,319.1,1128.3,734.6,755.2,558.0,623.1,773.3,410.2,893.9,417.3,1018.9,528.8,555.0,386.4,513.1,702.1,612.2,557.6,555.6,503.4,850.8,432.6,336.0,829.9,479.7,573.7,438.1,236.6,89.6,318.5,848.4,422.6,637.9,0.0,1079.6,861.5,382.4,873.1,578.0,900.4,482.4,370.2,542.5,79.5,107.4,453.9,509.9,493.4,252.3,475.8,517.3,900.6,167.6,790.7,452.9,875.3,695.5,861.5,388.9,835.4,325.8,845.2,518.3,495.0,811.5,642.1,363.7,903.9,437.9,589.2,649.8,627.1,647.1,862.1,905.6,410.3,527.6,482.3,59.0,454.9,158.8,334.5,517.1,1103.8
RJ,501.6,693.8,583.3,1071.0,575.7,607.0,841.2,777.4,636.1,741.5,969.5,787.8,550.2,521.4,937.7,636.5,498.4,945.4,772.8,792.7,704.6,491.2,1061.5,420.1,931.6,575.0,769.6,868.7,932.9,856.9,954.6,572.6,776.8,971.3,429.8,737.6,894.3,939.5,514.3,1090.5,721.3,858.3,467.1,474.4,620.5,604.3,242.7,626.5,659.2,775.5,1004.4,309.3,613.3,994.1,85.4,470.5,784.2,532.0,576.5,612.2,886.6,143.0,653.1,1582.2,740.0,581.0,777.9,620.9,438.0,1132.3,584.9,766.8,1023.5,379.6,1013.9,786.0,364.2,1061.0,1093.8,789.1,911.6,1081.1,844.0,382.7,793.8,685.2,1084.9,0.0,599.5,771.6,778.8,789.2,178.3,1002.5,846.5,753.7,1151.2,1005.9,751.9,654.0,704.6,838.1,827.0,1098.6,637.2,912.3,526.6,1034.2,704.0,473.0,359.4,778.1,364.2,851.3,740.2,729.5,602.8,727.9,523.0,840.0,186.6,829.4,1109.3,512.4,674.4,858.3,598.0,403.5,991.6,657.4,693.5,1050.5,826.1,921.1,755.6,781.6,166.5
SJ,763.4,41.1,162.4,828.2,929.7,1030.7,646.7,177.8,745.1,409.5,718.5,299.0,1044.7,783.2,694.9,240.8,852.4,702.6,324.9,453.0,445.8,133.4,812.8,702.3,688.8,86.2,688.9,625.9,681.9,776.2,711.8,1049.1,288.0,728.5,783.8,494.8,684.2,608.6,776.1,852.6,478.5,615.5,726.5,263.9,882.3,1028.0,457.7,137.7,1046.6,374.2,761.6,854.2,967.3,751.3,672.4,824.5,184.6,1026.5,838.3,991.9,643.8,443.0,728.1,1339.4,410.2,842.8,607.8,1044.6,792.0,889.5,299.3,524.0,780.7,661.8,771.1,543.2,646.4,818.2,851.0,546.3,668.8,832.4,763.3,664.9,551.0,424.4,838.5,586.9,0.0,528.8,179.2,387.9,407.7,759.7,603.7,510.9,904.8,736.6,509.1,1041.4,461.8,595.3,584.2,855.8,37.6,669.5,880.6,791.4,104.4,785.4,946.4,535.3,646.4,770.6,140.6,486.7,1026.5,128.3,999.5,597.2,773.6,634.9,866.5,988.9,413.6,518.6,952.0,990.5,748.8,838.4,450.7,801.8,583.3,678.3,512.8,827.9,753.5
SM,401.5,478.6,370.4,508.0,671.9,552.0,168.0,391.7,266.4,160.2,239.8,292.1,592.8,460.4,374.7,274.6,594.6,382.4,232.8,211.2,123.1,458.8,357.7,723.4,270.5,433.5,210.2,305.7,203.2,297.5,215.1,647.7,299.0,231.8,526.0,105.0,205.5,129.9,453.3,532.4,82.6,295.3,491.1,280.7,499.2,549.3,615.8,379.7,567.9,194.0,441.4,596.4,709.5,268.3,830.5,566.7,384.9,610.8,455.2,734.1,323.6,601.1,249.4,1019.2,158.5,387.1,129.1,565.9,534.2,569.3,223.0,185.3,460.5,682.9,450.9,46.5,662.0,498.0,530.8,226.1,202.8,377.3,284.6,680.5,72.3,303.3,383.4,745.0,526.9,0.0,502.8,207.7,565.8,439.5,107.0,172.2,449.7,281.5,71.4,562.7,123.1,212.3,93.3,535.6,530.3,214.4,622.8,471.2,505.0,527.6,693.6,6.5,667.5,291.9,474.9,148.0,547.8,441.2,694.9,100.5,736.0,156.2,546.3,731.1,292.5,276.8,694.2,737.7,428.6,359.7,112.0,346.7,104.6,223.2,214.9,349.2,911.6
SN,867.8,233.3,491.3,833.8,1138.2,1018.3,634.3,91.0,732.7,346.0,706.1,226.9,1059.1,926.7,700.5,483.3,1060.9,708.2,369.5,389.5,382.3,333.2,842.0,902.1,694.4,415.1,676.5,631.5,669.5,763.8,699.4,1114.0,233.8,716.1,992.3,534.0,671.8,596.2,919.6,858.2,504.3,621.1,926.3,463.7,965.5,1015.6,657.5,392.0,1034.2,312.2,767.2,1062.7,1175.8,752.6,872.2,1033.0,97.8,1077.1,921.5,1200.4,649.4,642.8,715.7,1345.0,346.7,853.4,595.4,1032.2,1000.5,895.1,541.8,473.0,786.3,861.6,776.7,530.8,846.2,823.8,856.6,551.9,687.1,861.6,750.9,864.7,538.6,666.9,867.7,786.7,199.7,516.4,0.0,297.0,607.5,765.3,591.3,459.9,934.0,765.8,559.6,1029.0,384.2,600.9,609.8,861.4,154.9,698.7,1089.1,797.0,77.9,993.9,1159.9,522.9,846.2,758.2,38.5,424.4,1014.1,83.4,1161.2,584.8,973.4,622.5,872.1,1197.4,656.1,455.1,1160.5,1204.0,754.4,826.0,395.0,831.0,570.9,707.5,518.4,815.5,953.3
ST,570.7,348.3,346.7,536.7,841.1,721.2,337.2,183.9,435.6,48.9,409.0,84.3,762.0,629.6,403.4,208.3,763.8,411.1,72.4,92.4,85.2,386.1,544.9,892.6,397.3,303.2,379.4,334.4,372.4,466.7,402.3,816.9,91.2,419.0,695.2,236.9,374.7,299.1,622.5,561.1,207.2,324.0,660.3,329.4,668.4,718.5,664.5,249.4,737.1,15.1,470.1,765.6,878.7,455.5,879.2,735.9,177.1,780.0,624.4,903.3,352.3,649.8,418.6,1047.9,49.6,556.3,298.3,735.1,703.4,598.0,266.8,175.9,489.2,852.1,479.6,233.7,831.2,526.7,559.5,254.8,390.0,564.5,453.8,849.7,241.5,352.0,570.6,793.7,367.3,219.3,295.0,0.0,614.5,468.2,294.2,162.8,636.9,468.7,262.5,731.9,87.1,303.8,312.7,564.3,322.5,401.6,792.0,499.9,297.2,696.8,862.8,225.8,836.7,461.1,267.1,127.3,717.0,233.4,864.1,287.7,905.2,325.4,575.0,900.3,341.2,158.0,863.4,906.9,457.3,528.9,97.9,533.9,273.8,410.4,221.3,518.4,960.3
SU,355.6,515.4,404.9,892.6,521.9,693.7,695.2,599.0,490.1,563.3,823.5,609.4,636.9,375.4,759.3,458.1,444.6,767.0,594.4,614.3,528.4,314.7,915.5,294.5,753.2,396.6,623.6,690.3,786.9,710.9,776.2,641.3,598.4,792.9,376.0,559.2,748.3,673.0,368.3,917.0,542.9,679.9,318.7,296.0,474.5,691.0,64.3,448.1,745.9,597.1,826.0,446.4,559.5,815.7,264.6,416.7,605.8,618.7,430.5,584.1,708.2,35.2,507.1,1403.8,561.6,435.0,631.9,707.6,384.2,953.9,406.5,588.4,845.1,254.0,835.5,607.6,238.6,882.6,915.4,610.7,733.2,935.1,698.0,257.1,615.4,506.8,938.9,179.1,421.1,593.2,600.4,610.8,0.0,824.1,668.1,575.3,1005.2,859.9,573.5,740.7,526.2,659.7,648.6,920.2,458.8,733.9,472.8,855.8,525.6,377.6,538.6,599.7,238.6,705.3,561.8,551.1,689.5,549.5,591.7,661.6,365.8,683.4,930.9,581.1,496.0,679.9,544.2,582.7,813.2,511.4,515.1,904.5,647.7,742.7,577.2,635.6,345.7
TF,787.0,728.8,620.6,139.9,1057.4,733.0,553.5,659.9,651.9,428.4,625.3,560.3,790.7,845.9,138.2,524.8,980.1,169.7,501.0,479.4,393.5,710.9,451.7,1108.9,301.4,683.7,595.7,121.5,588.7,642.4,422.0,845.6,567.2,438.7,911.5,438.4,591.0,515.4,838.8,175.1,422.1,197.7,876.6,530.9,884.7,735.7,866.0,629.9,826.1,462.2,73.3,981.9,1095.0,455.2,1080.7,952.2,653.1,808.7,840.7,1024.0,105.5,851.3,634.9,1001.4,426.7,772.6,514.6,719.2,919.7,201.2,473.2,453.5,92.4,1068.4,93.6,403.5,1047.5,279.5,162.7,353.7,372.7,471.3,629.5,1066.0,457.8,553.5,477.4,995.2,777.1,435.6,771.0,475.9,816.0,0.0,437.7,440.4,543.7,375.5,452.7,820.9,391.3,299.2,527.8,317.1,798.5,362.9,1008.3,252.7,773.2,913.1,1079.1,442.1,1053.0,636.8,743.1,416.2,737.2,709.4,892.8,431.2,1121.5,541.7,178.2,900.5,542.7,545.0,1079.7,1123.2,210.1,745.2,380.2,440.7,490.1,354.1,250.1,734.7,1161.8
TG,481.3,578.4,470.2,489.6,751.7,631.8,247.8,491.5,346.2,259.8,319.6,391.9,672.6,540.2,356.3,374.4,674.4,364.0,332.6,311.0,225.1,560.5,330.4,803.2,243.2,533.3,290.0,287.3,283.0,377.3,187.8,727.5,398.8,204.5,605.8,217.0,285.3,209.7,533.1,514.0,182.4,276.9,570.9,380.5,579.0,629.1,715.6,479.5,647.7,293.8,423.0,676.2,789.3,241.0,930.3,646.5,484.7,690.6,535.0,813.9,305.2,700.9,329.2,1000.8,258.3,466.9,208.9,645.7,614.0,550.9,322.8,285.1,442.1,762.7,432.5,65.5,741.8,479.6,512.4,291.2,175.5,350.0,364.4,760.3,152.1,403.1,356.1,844.8,626.7,111.9,602.6,307.5,665.6,421.1,0.0,272.0,422.4,254.2,183.4,642.5,222.9,185.0,205.3,517.2,630.1,187.1,702.6,452.8,604.8,607.4,773.4,118.4,747.3,371.7,574.7,247.8,627.6,541.0,774.7,4.9,815.8,236.0,527.9,810.9,392.3,376.6,774.0,817.5,410.2,439.5,211.8,319.4,184.4,195.9,187.6,429.0,1011.4
