from_stop,AO,AR,AS,AT,AW,AX,AY,BB,BD,BG,BH,BT,BW,CB,CK,CW,CZ,DI,DQ,DX,DZ,EA,EE,EG,EK,EO,ER,EU,EY,FA,FI,FM,FR,FS,FZ,GD,GG,GI,GJ,GM,HB,HI,HJ,HO,HR,HV,HW,HZ,IB,IC,IG,IL,IS,IX,JA,JB,JJ,JO,JQ,JU,JW,KH,KM,KR,KU,LG,LH,LI,LK,LM,LN,LU,LW,MF,MH,MV,MW,ND,NH,NN,NQ,NU,OC,OE,OK,ON,OT,OX,OY,OZ,PC,PE,PF,PP,PX,QA,QI,QN,QQ,QT,QX,QY,RB,RE,RJ,RL,RM,RP,RY,SG,SL,SW,SZ,TA,TD,TG,TI,TQ,TS,TU,TY,UB,UD,UE,UH,UJ,UO,UR,US,UU,VF,VQ,WA,WH,WJ,WS,WW,WX,XA,XJ,XY,YH,YJ,YN,ZA,ZE,ZF,ZQ,ZU,ZX
LG,903.7,583.4,221.7,1115.2,298.4,410.7,401.5,688.4,781.6,1078.4,107.0,1060.1,638.0,895.1,96.6,489.1,519.5,978.2,592.3,104.2,914.3,423.9,378.8,978.1,99.4,976.6,981.5,933.7,270.8,816.2,463.0,1054.1,587.7,245.9,278.1,294.5,929.4,582.2,367.5,515.7,674.9,805.3,160.2,454.7,737.5,306.8,318.4,675.0,630.1,1025.2,554.3,311.1,302.1,169.7,914.8,276.4,818.4,1035.1,694.6,279.1,309.4,728.2,330.2,1079.6,781.3,0.0,288.2,1127.0,567.2,941.0,263.0,271.5,477.3,881.9,806.9,869.7,988.3,335.0,235.7,232.3,1080.1,657.0,727.1,618.7,668.1,900.6,1020.5,999.8,524.9,843.2,413.3,527.4,926.8,1036.4,223.6,244.5,606.9,512.6,753.9,341.4,640.8,1013.5,593.8,545.4,2798.7,547.8,751.4,475.9,371.5,765.5,579.0,598.1,548.0,1250.8,1136.8,57.6,448.1,656.9,764.7,705.6,817.1,944.3,128.1,296.7,285.4,756.5,284.1,111.1,990.5,537.4,567.5,388.1,321.1,928.5,126.0,1049.8,931.2,226.8,723.6,671.8,569.7,956.3,754.0,966.1,235.8,786.4,356.8,202.3,1094.7,483.0
LH,879.2,582.2,367.2,1114.0,297.2,409.5,400.3,687.2,780.4,1077.2,252.5,1035.6,636.8,870.6,204.7,487.9,518.3,953.7,591.1,187.1,889.8,422.7,377.6,976.9,191.9,975.4,980.3,932.5,146.5,815.0,461.8,1052.9,586.5,244.7,106.5,293.3,904.9,498.0,366.3,514.5,673.7,804.1,270.3,370.5,736.3,59.1,70.7,673.8,628.9,1024.0,553.1,265.1,300.9,168.5,913.6,275.2,817.2,1010.6,693.4,424.6,308.2,727.0,475.7,1055.1,780.1,297.7,0.0,1125.8,566.0,939.8,408.5,112.1,476.1,880.7,805.7,845.2,963.8,175.6,372.6,161.1,1078.9,655.8,725.9,617.5,666.9,899.4,996.0,975.3,523.7,842.0,412.1,502.9,902.3,1035.2,369.1,85.1,605.7,428.4,752.7,340.2,639.6,989.0,592.6,544.2,2694.8,463.6,750.2,474.7,370.3,764.3,577.8,596.9,463.8,1249.6,1025.8,248.4,363.9,655.7,763.5,704.4,815.9,919.8,255.9,106.1,430.9,755.3,282.9,180.2,966.0,536.2,566.3,342.1,275.1,927.3,180.5,1048.6,906.7,155.6,722.4,670.6,568.5,955.1,752.8,964.9,234.6,785.2,355.6,330.1,1093.5,481.8
LI,620.8,927.2,1068.7,586.2,1104.2,972.5,963.3,920.0,614.0,549.4,1111.1,701.7,885.1,571.2,1063.3,832.9,707.7,619.8,936.1,1088.6,631.4,793.9,940.6,262.0,1093.4,659.0,452.5,611.2,1161.6,648.6,806.8,465.5,931.5,928.6,1168.9,881.2,571.0,1095.4,1087.6,859.5,1018.7,637.7,1128.9,979.8,866.9,1197.6,1209.2,666.0,930.3,138.2,918.1,1227.1,958.0,1005.6,326.2,996.5,874.7,500.2,926.2,1017.6,1088.3,792.7,958.1,544.7,613.7,1156.3,1179.0,0.0,577.6,412.0,1029.3,1162.3,666.6,293.3,340.1,537.1,686.0,1225.8,1239.8,1123.1,551.1,1000.8,419.4,962.5,1009.0,735.5,662.1,641.4,996.4,834.2,744.9,844.2,563.9,447.8,1227.7,1132.7,950.7,1025.8,559.5,959.9,536.6,655.1,937.6,907.8,2137.9,1061.0,1095.2,819.7,990.0,381.0,922.8,941.9,1061.2,471.7,691.9,1111.0,986.4,1000.7,572.0,696.6,808.1,642.0,1157.4,1187.5,1062.1,747.5,1004.2,1081.7,491.6,901.2,911.3,1304.1,1237.1,745.1,1039.1,520.8,628.9,1117.6,714.6,504.2,702.7,346.8,818.2,437.1,938.5,777.4,975.3,1231.6,565.7,660.9
LK,621.3,349.5,491.0,547.9,526.5,394.8,385.6,361.7,214.3,511.1,533.4,605.2,326.8,612.7,485.6,255.2,130.0,583.2,358.4,510.9,631.9,216.2,362.9,410.8,515.7,417.3,414.2,366.4,583.9,248.9,229.1,486.8,353.8,350.9,591.2,303.5,633.0,493.1,509.9,281.8,441.0,238.0,551.2,377.5,308.6,619.9,631.5,107.7,396.2,457.9,340.4,649.4,380.3,427.9,347.5,418.8,316.4,672.9,367.9,439.9,510.6,234.4,380.4,717.4,214.0,578.6,601.3,559.7,0.0,373.7,451.6,584.6,88.9,314.6,239.6,587.3,788.9,648.1,662.1,545.4,512.8,423.1,159.8,384.8,434.2,471.7,543.3,562.4,311.0,275.9,167.2,313.5,736.6,469.1,650.0,557.6,373.0,423.5,186.6,382.2,73.5,622.0,359.9,331.5,2349.7,458.7,517.5,242.0,412.3,198.2,345.1,364.2,458.9,683.5,569.5,533.3,384.1,423.0,197.4,138.3,249.8,744.9,579.7,609.8,484.4,189.2,426.5,504.0,664.3,323.5,333.6,726.4,659.4,499.6,461.4,482.5,731.8,539.9,156.3,104.5,125.0,389.0,259.9,398.8,360.8,219.1,397.6,653.9,527.4,83.2
LM,484.1,724.7,866.2,265.0,901.7,770.0,760.8,717.5,411.5,228.2,908.6,322.3,682.6,444.4,860.8,630.4,505.2,300.3,733.6,886.1,494.7,591.4,738.1,226.6,890.9,496.1,131.3,448.3,959.1,446.1,604.3,302.6,729.0,726.1,966.4,678.7,350.1,868.3,885.1,657.0,816.2,435.2,926.4,752.7,664.4,995.1,1006.7,463.5,727.8,273.7,715.6,1024.6,755.5,803.1,163.3,794.0,672.2,390.0,723.7,815.1,885.8,590.2,755.6,434.5,411.2,953.8,976.5,375.5,375.1,0.0,826.8,959.8,464.1,130.4,137.6,410.3,506.0,1023.3,1037.3,920.6,229.9,798.3,216.9,760.0,809.4,572.6,260.4,279.5,686.2,631.7,542.4,707.5,453.7,284.9,1025.2,932.8,748.2,798.7,357.0,757.4,334.1,339.1,735.1,706.7,2108.8,833.9,892.7,617.2,787.5,178.5,720.3,739.4,834.1,499.3,286.6,908.5,759.3,798.2,369.5,494.1,605.6,462.0,954.9,985.0,859.6,545.0,801.7,879.2,381.4,698.7,708.8,1101.6,1034.6,582.2,836.6,199.6,448.9,915.1,512.1,301.7,500.2,204.8,615.7,115.9,736.0,574.9,772.8,1029.1,244.5,458.4
LN,759.7,439.4,105.2,971.2,425.3,375.9,366.7,544.4,637.6,934.4,164.4,916.1,494.0,751.1,223.5,345.1,375.5,834.2,448.3,265.1,770.3,279.9,344.0,834.1,260.3,832.6,837.5,789.7,411.1,672.2,319.0,910.1,443.7,299.3,418.4,251.9,785.4,563.0,458.3,371.7,530.9,661.3,287.1,447.4,593.5,447.1,458.7,531.0,486.1,881.2,410.3,398.4,328.7,296.6,770.8,367.2,674.4,891.1,550.6,16.0,436.3,584.2,67.1,935.6,637.3,249.1,428.5,983.0,423.2,797.0,0.0,411.8,333.3,737.9,662.9,725.7,844.3,475.3,229.6,372.6,936.1,513.0,583.1,474.7,524.1,756.6,876.5,855.8,380.9,699.2,269.3,383.4,782.8,892.4,217.5,384.8,462.9,493.4,609.9,330.6,496.8,869.5,449.8,401.4,2654.7,528.6,607.4,331.9,360.7,621.5,435.0,454.1,528.8,1106.8,992.8,203.8,454.0,512.9,620.7,561.6,673.1,800.3,289.0,437.0,168.9,612.5,374.9,272.0,846.5,393.4,423.5,475.4,408.4,784.5,252.9,905.8,787.2,367.1,579.6,527.8,425.7,812.3,610.0,822.1,309.2,642.4,346.0,363.2,950.7,339.0
LU,872.0,551.7,336.7,1083.5,266.7,379.0,369.8,656.7,749.9,1046.7,222.0,1028.4,606.3,863.4,174.2,457.4,487.8,946.5,560.6,156.6,882.6,392.2,347.1,946.4,161.4,944.9,949.8,902.0,169.1,784.5,431.3,1022.4,556.0,214.2,184.3,262.8,897.7,518.7,335.8,484.0,643.2,773.6,239.8,391.2,705.8,136.9,148.5,643.3,598.4,993.5,522.6,234.6,270.4,138.0,883.1,244.7,786.7,1003.4,662.9,394.1,277.7,696.5,445.2,1047.9,749.6,267.2,118.3,1095.3,535.5,909.3,378.0,0.0,445.6,850.2,775.2,838.0,956.6,63.4,342.1,130.6,1048.4,625.3,695.4,587.0,636.4,868.9,988.8,968.1,493.2,811.5,381.6,495.7,895.1,1004.7,338.6,26.9,575.2,449.1,722.2,309.7,609.1,981.8,562.1,513.7,2767.0,484.3,719.7,444.2,339.8,733.8,547.3,566.4,484.5,1219.1,1105.1,217.9,384.6,625.2,733.0,673.9,785.4,912.6,225.4,90.5,400.4,724.8,252.4,149.7,958.8,505.7,535.8,311.6,244.6,896.8,150.0,1018.1,899.5,125.1,691.9,640.1,538.0,924.6,722.3,934.4,204.1,754.7,325.1,299.6,1063.0,451.3
LW,532.3,260.5,402.0,637.8,437.5,305.8,296.6,365.5,304.2,601.0,444.4,695.1,315.1,523.7,396.6,166.2,41.0,673.1,269.4,421.9,542.9,127.2,273.9,500.7,426.7,507.2,504.1,456.3,494.9,338.8,140.1,576.7,264.8,261.9,502.2,214.5,558.0,404.1,420.9,192.8,352.0,327.9,462.2,288.5,414.6,530.9,542.5,197.6,307.2,547.8,251.4,560.4,291.3,338.9,437.4,329.8,406.3,663.7,371.7,350.9,421.6,324.3,291.4,708.2,303.9,489.6,512.3,649.6,89.8,463.6,362.6,495.6,0.0,404.5,329.5,498.3,616.9,559.1,573.1,456.4,602.7,334.1,249.7,295.8,345.2,577.7,633.2,652.3,222.0,365.8,78.2,224.5,555.4,559.0,561.0,468.6,284.0,334.5,276.5,293.2,163.4,711.9,270.9,242.5,2439.6,369.7,428.5,153.0,323.3,288.1,256.1,275.2,369.9,773.4,659.4,444.3,295.1,334.0,287.3,228.2,339.7,572.9,490.7,520.8,395.4,279.1,337.5,415.0,619.1,234.5,244.6,637.4,570.4,605.6,372.4,572.4,559.8,450.9,246.2,194.4,122.9,478.9,349.8,488.7,271.8,309.0,308.6,564.9,617.3,5.6
MF,530.4,652.3,793.8,311.3,829.3,697.6,688.4,645.1,339.1,274.5,836.2,368.6,610.2,490.7,788.4,558.0,432.8,346.6,661.2,813.7,541.0,519.0,665.7,134.6,818.5,365.6,177.6,317.8,886.7,373.7,531.9,172.1,656.6,653.7,894.0,606.3,396.4,795.9,812.7,584.6,743.8,362.8,854.0,680.3,592.0,922.7,934.3,391.1,655.4,181.7,643.2,952.2,683.1,730.7,32.8,721.6,599.8,435.8,651.3,742.7,813.4,517.8,683.2,480.3,338.8,881.4,904.1,283.5,302.7,137.1,754.4,887.4,391.7,0.0,65.2,456.6,552.3,950.9,964.9,848.2,276.2,725.9,144.5,687.6,737.0,442.1,306.7,325.8,613.8,559.3,470.0,616.3,499.5,154.4,952.8,860.4,675.8,726.3,284.6,685.0,261.7,385.4,662.7,634.3,2073.5,761.5,820.3,544.8,715.1,106.1,647.9,667.0,761.7,407.3,332.9,836.1,686.9,725.8,297.1,421.7,533.2,508.3,882.5,912.6,787.2,472.6,729.3,806.8,427.2,626.3,636.4,1029.2,962.2,451.7,764.2,245.9,495.2,842.7,439.7,229.3,427.8,112.8,543.3,162.2,663.6,502.5,700.4,956.7,290.8,386.0
MH,527.3,587.0,728.5,308.2,764.0,632.3,623.1,576.1,273.8,271.4,770.9,365.5,544.9,487.6,723.1,489.0,363.8,343.5,595.9,744.7,537.9,453.7,600.4,171.1,753.2,476.8,174.5,425.9,821.4,308.4,466.6,247.1,591.3,588.4,825.0,537.3,393.3,730.6,747.4,519.3,678.5,297.5,788.7,615.0,523.0,857.4,865.3,325.8,590.1,218.2,577.9,886.9,617.8,665.4,107.8,656.3,534.5,433.2,586.0,673.7,748.1,448.8,617.9,477.7,273.5,816.1,838.8,320.0,237.4,134.0,689.1,822.1,326.4,74.9,0.0,453.5,549.2,885.6,899.6,782.9,273.1,660.6,75.5,622.3,668.8,553.3,303.6,322.7,544.8,494.0,404.7,551.0,496.9,229.4,883.8,792.5,610.5,657.3,219.3,619.7,196.4,382.3,593.7,567.6,2110.0,696.2,755.0,479.5,649.8,40.8,582.6,601.7,696.4,443.8,329.8,770.8,621.6,660.5,231.8,352.7,464.2,505.2,817.2,847.3,721.9,407.3,664.0,741.5,424.6,561.0,571.1,963.9,896.9,562.9,698.9,242.8,492.1,777.4,374.4,160.3,362.5,149.3,478.0,159.1,598.3,433.5,635.1,891.4,287.7,320.7
MV,83.6,595.5,755.0,439.9,790.5,549.7,561.0,700.5,772.5,383.6,797.4,224.3,650.1,25.3,749.6,501.2,520.5,142.4,604.4,774.9,94.2,462.2,586.0,587.6,779.7,857.1,309.4,809.3,847.9,807.1,475.1,663.6,599.8,614.9,881.1,610.6,93.6,558.2,773.9,527.8,687.0,796.2,815.2,442.6,749.6,833.7,845.3,676.0,642.2,634.7,488.2,913.4,644.3,691.9,524.3,682.8,830.5,165.3,706.7,703.9,774.6,740.3,644.4,209.8,772.2,842.6,815.1,736.5,568.2,431.8,715.6,809.6,478.3,491.4,498.6,0.0,148.8,872.2,926.1,809.4,330.3,669.1,577.9,630.8,680.2,912.7,184.7,164.0,459.2,867.6,443.4,307.0,57.0,645.9,914.0,782.6,619.0,488.6,718.0,540.6,641.8,177.7,605.9,479.3,1928.9,523.8,763.5,488.0,560.4,539.5,591.1,610.2,524.0,578.4,214.5,797.3,449.2,669.0,730.5,706.6,818.1,104.8,843.7,791.8,748.4,785.5,690.5,768.0,120.7,471.3,579.6,990.4,923.4,940.6,725.4,342.5,91.7,803.9,724.6,662.7,570.7,565.8,766.1,348.1,624.8,787.4,525.3,917.9,199.5,484.0
MW,216.7,728.6,888.1,607.0,923.6,682.8,694.1,833.6,882.3,493.4,930.5,334.1,783.2,208.7,882.7,634.3,653.6,252.2,737.5,908.0,227.3,595.3,719.1,697.4,912.8,966.9,419.2,919.1,981.0,916.9,608.2,773.4,732.9,748.0,1014.2,743.7,203.4,691.3,907.0,660.9,820.1,906.0,948.3,575.7,882.7,966.8,978.4,809.1,775.3,744.5,621.3,1046.5,777.4,825.0,634.1,815.9,963.6,348.7,839.8,837.0,907.7,873.4,777.5,393.2,882.0,975.7,948.2,846.3,701.3,541.6,848.7,942.7,611.4,601.2,608.4,183.3,0.0,1005.3,1059.2,942.5,440.1,802.2,687.7,763.9,813.3,1045.8,294.5,273.8,592.3,1000.7,576.5,440.1,240.4,755.7,1047.1,915.7,752.1,621.7,827.8,673.7,774.9,287.5,739.0,612.4,2112.3,656.9,896.6,621.1,693.5,649.3,724.2,743.3,657.1,761.8,324.3,930.4,582.3,802.1,840.3,839.7,951.2,71.9,976.8,924.9,881.5,918.6,823.6,901.1,304.1,604.4,712.7,1123.5,1056.5,1073.7,858.5,541.6,86.1,937.0,857.7,772.5,703.8,675.6,899.2,457.9,757.9,920.5,658.4,1051.0,309.3,617.1
ND,945.5,625.2,410.2,1157.0,340.2,452.5,443.3,730.2,823.4,1120.2,295.5,1101.9,679.8,936.9,247.7,530.9,561.3,1020.0,634.1,230.1,956.1,465.7,420.6,1019.9,234.9,1018.4,1023.3,975.5,242.6,858.0,504.8,1095.9,629.5,287.7,257.8,336.3,971.2,589.1,409.3,557.5,716.7,847.1,313.3,461.6,779.3,210.4,222.0,716.8,671.9,1067.0,596.1,308.1,343.9,211.5,956.6,318.2,860.2,1076.9,736.4,467.6,351.2,770.0,518.7,1121.4,823.1,340.7,191.8,1168.8,609.0,982.8,451.5,73.4,519.1,923.7,848.7,911.5,1030.1,0.0,415.6,204.1,1121.9,698.8,768.9,660.5,709.9,942.4,1062.3,1041.6,566.7,885.0,455.1,569.2,968.6,1078.2,412.1,100.4,648.7,519.5,795.7,383.2,682.6,1055.3,635.6,587.2,2840.5,554.7,793.2,517.7,413.3,807.3,620.8,639.9,554.9,1292.6,1178.6,291.4,455.0,698.7,806.5,747.4,858.9,986.1,298.9,90.3,473.9,798.3,325.9,223.2,1032.3,579.2,609.3,385.1,318.1,970.3,223.5,1091.6,973.0,198.6,765.4,713.6,611.5,998.1,795.8,1007.9,277.6,828.2,398.6,373.1,1136.5,524.8
NH,971.7,651.4,189.2,1183.2,378.9,491.2,482.0,706.8,849.6,1146.4,118.0,1128.1,656.4,963.1,177.1,557.1,587.5,1046.2,660.3,218.7,982.3,491.9,459.3,1046.1,213.9,995.0,1049.5,1001.7,303.6,884.2,531.0,1122.1,655.7,326.4,310.9,375.0,997.4,662.7,448.0,583.7,742.9,873.3,240.7,535.2,755.9,400.7,412.3,743.0,698.1,1093.2,622.3,168.7,382.6,250.2,982.8,356.9,836.8,1103.1,713.0,246.6,389.9,746.6,297.7,1147.6,849.3,202.7,382.1,1195.0,635.2,1009.0,230.5,365.4,545.3,949.9,874.9,937.7,1056.3,428.9,0.0,225.8,1148.1,725.0,795.1,686.7,736.1,919.0,1088.5,1067.8,592.9,911.2,481.3,595.4,994.8,1104.4,11.4,338.4,674.9,593.1,821.9,421.9,708.8,1081.5,661.8,613.4,2866.7,628.3,819.4,543.9,452.0,833.5,647.0,666.1,628.5,1318.8,1204.8,157.4,528.6,724.9,832.7,773.6,885.1,1012.3,195.6,390.6,252.9,824.5,364.6,225.6,1058.5,605.4,635.5,245.7,178.7,946.9,206.5,1117.8,999.2,231.3,791.6,739.8,637.7,1024.3,772.4,1034.1,316.3,854.4,437.3,233.1,1162.7,551.0
NN,862.8,542.5,327.5,1074.3,257.5,369.8,360.6,647.5,740.7,1037.5,212.8,1019.2,597.1,854.2,165.0,448.2,478.6,937.3,551.4,147.4,873.4,383.0,337.9,937.2,152.2,935.7,940.6,892.8,77.7,775.3,422.1,1013.2,546.8,205.0,85.0,253.6,888.5,541.3,326.6,474.8,634.0,764.4,230.6,413.8,696.6,175.9,187.5,634.1,589.2,984.3,513.4,103.9,261.2,128.8,873.9,235.5,777.5,994.2,653.7,384.9,268.5,687.3,436.0,1038.7,740.4,258.0,157.3,1086.1,526.3,900.1,368.8,140.6,436.4,841.0,766.0,828.8,947.4,204.1,211.4,0.0,1039.2,616.1,686.2,577.8,627.2,859.7,979.6,958.9,484.0,802.3,372.4,486.5,885.9,995.5,222.9,113.6,566.0,471.7,713.0,300.5,599.9,972.6,552.9,504.5,2757.8,506.9,710.5,435.0,330.6,724.6,538.1,557.2,507.1,1209.9,1095.9,208.7,407.2,616.0,723.8,664.7,776.2,903.4,214.7,165.8,391.2,715.6,243.2,140.5,949.6,496.5,526.6,180.9,113.9,887.6,140.8,1008.9,890.3,5.4,682.7,630.9,528.8,915.4,713.1,925.2,194.9,745.5,315.9,252.2,1053.8,442.1
NQ,350.4,862.3,1013.1,283.1,1048.6,816.5,827.8,864.4,558.4,169.5,1055.5,188.6,829.5,310.7,1007.7,768.0,652.1,166.6,871.2,1033.0,361.0,729.0,852.8,373.5,1037.8,643.0,95.3,595.2,1106.0,593.0,741.9,449.5,866.6,873.0,1147.9,825.6,216.4,825.0,1032.0,794.6,953.8,582.1,1073.3,709.4,811.3,1100.5,1112.1,610.4,909.0,420.6,755.0,1171.5,902.4,950.0,310.2,940.9,819.1,408.1,870.6,962.0,1032.7,737.1,902.5,452.6,558.1,1100.7,1081.9,522.4,522.0,217.7,973.7,1076.4,611.0,277.3,284.5,276.6,372.3,1139.0,1184.2,1067.5,0.0,935.9,363.8,897.6,947.0,719.5,126.7,145.8,726.0,778.6,710.2,573.8,327.9,431.8,1172.1,1049.4,885.8,755.4,503.9,807.4,481.0,205.4,872.7,746.1,2126.9,790.6,1030.3,754.8,827.2,325.4,857.9,877.0,790.8,646.2,152.9,1055.4,716.0,935.8,516.4,641.0,752.5,328.3,1101.8,1058.6,1006.5,691.9,948.6,1026.1,391.6,738.1,846.4,1248.5,1181.5,729.1,983.5,217.7,315.2,1062.0,659.0,448.6,647.1,351.7,762.6,134.0,882.9,721.8,792.1,1176.0,110.8,605.3
NU,741.4,258.2,560.6,970.9,596.1,464.4,455.2,206.7,637.3,934.1,603.0,897.8,156.3,732.8,555.2,169.4,375.2,815.9,74.6,580.5,752.0,246.2,432.5,833.8,585.3,494.9,837.2,540.5,653.5,671.9,195.4,687.3,262.5,420.5,660.8,373.1,767.1,544.7,579.5,142.8,349.7,661.0,620.8,429.1,255.8,689.5,701.1,393.1,148.4,880.9,392.0,719.0,449.9,497.5,826.3,488.4,336.7,872.8,212.9,509.5,580.2,246.5,450.0,917.3,637.0,648.2,670.9,982.7,461.1,796.7,521.2,654.2,333.0,737.6,662.6,707.4,826.0,717.7,731.7,615.0,935.8,0.0,582.8,45.8,342.9,418.9,858.2,837.5,362.6,373.8,269.0,365.1,764.5,705.0,719.6,627.2,281.7,475.1,609.6,451.8,496.5,851.2,268.6,383.1,2636.4,510.3,426.2,182.6,481.9,621.2,253.8,272.9,510.5,1106.5,888.0,602.9,435.7,331.7,620.4,341.9,388.1,782.0,649.3,679.4,554.0,291.7,496.1,573.6,828.2,375.1,242.3,796.0,729.0,446.8,531.0,905.5,768.9,609.5,324.4,527.5,425.4,812.0,272.3,821.8,430.4,374.1,511.8,723.5,873.0,338.7
OC,607.1,507.7,649.2,388.0,684.7,553.0,543.8,500.5,194.5,351.2,691.6,445.3,465.6,567.4,643.8,413.4,288.2,423.3,516.6,669.1,617.7,374.4,521.1,250.9,673.9,397.5,254.3,346.6,742.1,229.1,387.3,326.9,512.0,509.1,749.4,461.7,473.1,651.3,668.1,440.0,599.2,218.2,709.4,535.7,447.4,778.1,789.7,246.5,510.8,298.0,498.6,807.6,538.5,586.1,187.6,577.0,455.2,513.0,506.7,598.1,668.8,373.2,538.6,557.5,194.2,736.8,759.5,399.8,158.1,213.8,609.8,742.8,247.1,154.7,75.9,533.3,629.0,806.3,820.3,703.6,352.9,581.3,0.0,543.0,592.4,474.0,383.4,402.5,469.2,414.7,325.4,471.7,576.7,309.2,808.2,713.2,531.2,581.7,140.0,540.4,117.1,462.1,518.1,488.3,2189.8,616.9,675.7,400.2,570.5,38.3,503.3,522.4,617.1,523.6,409.6,691.5,542.3,581.2,152.5,277.1,388.6,585.0,737.9,768.0,642.6,328.0,584.7,662.2,504.4,481.7,491.8,884.6,817.6,483.6,619.6,322.6,571.9,698.1,295.1,84.7,283.2,229.1,398.7,238.9,519.0,357.9,555.8,812.1,367.5,241.4
OE,695.5,212.3,514.7,925.0,550.2,418.5,409.3,160.8,591.4,888.2,557.1,851.9,110.4,686.9,509.3,123.5,329.3,770.0,38.4,534.6,706.1,200.3,386.6,787.9,539.4,449.0,791.3,494.6,607.6,626.0,149.5,641.4,216.6,374.6,614.9,327.2,721.2,498.8,533.6,96.9,303.8,615.1,574.9,383.2,209.9,643.6,655.2,347.2,102.5,835.0,346.1,673.1,404.0,451.6,780.4,442.5,290.8,826.9,167.0,463.6,534.3,200.6,404.1,871.4,591.1,602.3,625.0,936.8,415.2,750.8,475.3,608.3,287.1,691.7,616.7,661.5,780.1,671.8,685.8,569.1,889.9,45.8,536.9,0.0,297.0,373.0,812.3,791.6,316.7,327.9,223.1,319.2,718.6,659.1,673.7,581.3,235.8,429.2,563.7,405.9,450.6,805.3,222.7,337.2,2590.5,464.4,380.3,136.7,436.0,575.3,207.9,227.0,464.6,1060.6,842.1,557.0,389.8,285.8,574.5,296.0,342.2,736.1,603.4,633.5,508.1,245.8,450.2,527.7,782.3,329.2,196.4,750.1,683.1,400.9,485.1,859.6,723.0,563.6,278.5,481.6,379.5,766.1,226.4,775.9,384.5,328.2,465.9,677.6,827.1,292.8
OK,739.3,103.9,558.5,968.8,594.0,462.3,453.1,338.2,635.2,932.0,600.9,895.7,290.7,730.7,553.1,164.4,370.2,813.8,245.0,578.4,749.9,244.1,427.5,831.7,580.3,629.3,835.1,674.9,651.4,669.8,193.3,821.7,70.3,418.4,658.7,368.1,765.0,542.6,577.4,168.4,24.2,656.0,618.7,427.0,387.3,684.5,696.1,527.5,282.8,878.8,389.9,716.9,447.8,492.5,768.4,486.3,471.1,870.7,344.4,504.5,578.1,378.0,447.9,915.2,634.9,646.1,668.8,977.7,420.8,794.6,519.1,652.1,330.9,735.5,656.7,705.3,823.9,715.6,729.6,612.9,933.7,309.7,577.8,271.4,0.0,553.3,856.1,835.4,360.5,508.2,266.9,363.0,762.4,839.4,714.6,622.5,48.2,473.0,607.5,449.7,494.4,849.1,64.2,379.6,2634.3,508.2,83.2,180.5,479.8,616.2,99.5,59.9,508.4,1104.4,883.0,600.8,433.6,11.1,618.3,473.4,522.5,779.9,644.3,677.3,549.0,426.1,494.0,571.5,823.2,373.0,80.5,793.9,726.9,581.2,528.9,903.4,766.8,604.5,458.8,522.5,423.3,809.9,406.7,819.7,428.3,505.6,509.7,721.4,870.9,336.6
ON,970.7,519.3,821.7,751.6,857.2,725.5,716.3,298.3,350.6,714.8,864.1,808.9,263.4,931.0,816.3,430.5,600.6,786.9,362.9,841.6,981.3,507.3,693.6,574.9,846.4,75.9,617.9,121.5,914.6,358.0,456.5,268.3,523.6,681.6,921.9,634.2,836.7,805.8,840.6,403.9,610.8,347.1,881.9,690.2,171.7,950.6,962.2,402.5,308.6,622.0,653.1,980.1,711.0,758.6,407.3,749.5,346.1,876.1,304.5,770.6,841.3,255.9,711.1,920.6,323.1,909.3,932.0,723.8,470.5,577.4,782.3,915.3,559.5,440.2,505.5,896.9,992.6,978.8,939.3,876.1,716.5,425.3,472.7,379.4,601.1,0.0,747.0,766.1,623.7,383.2,530.1,626.2,939.8,286.0,927.2,888.3,542.8,736.2,342.6,712.9,429.8,825.7,529.7,642.8,2513.8,771.4,687.3,443.7,743.0,546.4,514.9,534.0,771.6,847.6,773.2,864.0,696.8,592.8,330.1,351.3,397.5,948.6,910.4,940.5,815.1,301.1,757.2,834.7,867.5,636.2,503.4,1057.1,990.1,27.8,792.1,686.2,935.5,870.6,333.8,377.3,595.6,553.1,281.7,602.5,691.5,383.5,772.9,984.6,731.1,553.8
OT,223.6,735.5,895.0,312.4,930.5,689.7,701.0,840.5,587.7,198.8,937.4,65.4,790.1,183.9,889.6,641.2,660.5,39.8,744.4,914.9,234.2,602.2,726.0,402.8,919.7,672.3,124.6,624.5,987.9,622.3,615.1,478.8,739.8,754.9,1021.1,750.6,89.6,698.2,913.9,667.8,827.0,611.4,955.2,582.6,840.6,973.7,985.3,639.7,782.2,449.9,628.2,1053.4,784.3,831.9,339.5,822.8,848.4,309.4,846.7,843.9,914.6,766.4,784.4,353.9,587.4,982.6,955.1,551.7,551.3,247.0,855.6,949.6,618.3,306.6,313.8,149.8,245.5,1012.2,1066.1,949.4,145.5,809.1,393.1,770.8,820.2,748.8,0.0,19.0,599.2,807.9,583.4,447.0,201.1,461.1,1054.0,922.6,759.0,628.6,533.2,680.6,510.3,78.6,745.9,619.3,2073.0,663.8,903.5,628.0,700.4,354.7,731.1,750.2,664.0,675.5,29.7,937.3,589.2,809.0,545.7,670.3,781.8,201.5,983.7,931.8,888.4,721.2,830.5,908.0,264.8,611.3,719.6,1130.4,1063.4,758.4,865.4,247.0,188.4,943.9,688.3,477.9,676.4,381.0,791.9,163.3,764.8,751.1,665.3,1057.9,14.7,624.0
