from_stop,AC,AG,AJ,AT,AV,AW,AY,AZ,BB,BM,BN,BX,BZ,CC,CD,CG,CI,CK,CL,CQ,CS,CY,DB,DM,DN,DT,DZ,ED,EG,EN,EO,EP,ER,ES,FF,FO,FQ,FU,FX,FY,FZ,GC,GD,GE,GF,GI,GJ,GL,GM,GO,HH,HI,HQ,HW,IA,IB,II,IJ,IM,IU,JF,JH,JM,JN,JP,JR,JS,JT,JU,JZ,KE,KH,KJ,KN,KO,KQ,KS,KT,KW,KY,LD,LJ,LL,LX,LZ,MH,MM,MN,MV,NO,NT,NW,NX,NY,OA,OB,OD,OG,OI,OO,OY,PC,PD,PE,PI,PK,PO,PR,PT,PY,QC,QD,QE,QF,QG,QL,QP,QZ,RB,RC,RF,RG,RN,RR,RV,SH,SI,SM,SR,SZ,TA,TE,TM,TU,TY,UB,UE,UL,UN,UP,UR,UV,VB,VF,VH,VL,VM,VN,VT,VU,VW,VX,VY,WF,WH,WS,WT,WW,WY,XE,XM,XQ,XT,XY,YE,YN,YS,YV,YX,YY,YZ,ZB,ZE,ZH,ZK,ZQ,ZU,ZW,ZX
BN,863.4,53.3,1117.6,113.2,373.4,258.2,981.6,636.0,298.2,180.7,0.0,1019.9,325.2,995.8,1062.4,939.4,334.3,91.2,257.4,328.5,1039.7,1084.3,227.8,510.1,87.3,185.6,1117.5,597.7,263.7,539.2,789.7,481.8,241.8,283.4,1058.3,284.6,377.4,44.2,287.3,202.2,958.6,228.1,276.7,883.1,669.2,349.7,238.2,249.1,1031.5,156.8,90.8,375.7,877.0,188.4,999.1,773.6,1123.1,325.4,374.5,336.1,1006.6,563.9,263.1,375.8,237.8,362.6,180.6,782.6,383.3,655.8,179.1,1034.8,943.2,249.3,289.6,735.2,928.6,1200.2,911.1,322.1,1140.0,207.9,315.3,179.9,534.6,533.1,125.6,866.3,747.4,1190.0,171.4,214.8,462.6,574.3,958.8,297.1,1079.9,1043.2,1089.0,1138.1,1018.8,1015.4,287.6,1249.9,355.6,338.2,1002.4,37.0,1034.5,262.7,1063.0,1066.7,200.1,971.1,1120.9,619.2,316.2,220.1,852.8,416.9,1032.5,1014.6,906.3,175.4,527.7,973.5,792.9,149.5,1128.6,618.4,690.3,312.8,228.8,821.5,216.1,1227.0,1024.4,1061.5,1215.1,707.8,379.5,587.8,1040.7,1179.5,637.6,850.6,957.6,149.9,369.1,379.6,237.1,763.6,222.2,766.0,38.4,870.4,1092.9,180.3,1047.7,1156.5,337.4,263.9,451.3,1004.3,930.1,378.0,761.9,494.7,346.9,1072.9,337.8,1179.1,1181.9,800.3,60.8,522.9,1043.1,1167.8,510.8
BX,201.5,970.6,104.0,873.5,968.1,1057.9,103.9,394.7,1064.1,774.1,957.7,0.0,1094.0,83.9,204.1,125.4,1089.3,878.1,1057.1,1088.8,24.1,164.4,725.1,456.4,947.2,985.3,212.6,382.6,1115.7,566.4,336.3,484.7,711.1,1065.1,180.6,1053.4,1146.2,933.8,1089.0,1001.9,255.2,779.8,871.4,328.1,387.5,1110.0,998.5,1048.8,124.8,1114.6,1048.6,693.2,230.8,948.7,262.0,355.7,103.1,1085.7,1134.8,1104.9,101.7,539.3,775.0,1144.6,880.5,957.3,1138.4,314.2,1152.1,324.8,1136.9,191.8,164.2,1049.0,1058.4,298.5,282.4,177.7,228.1,1082.4,126.4,968.2,1075.6,979.6,441.5,472.7,908.7,353.4,286.6,176.4,971.1,975.1,488.7,380.0,179.8,871.8,216.6,281.2,225.7,124.5,62.7,168.2,930.3,1022.3,1124.4,1042.5,220.3,994.8,49.2,1049.8,158.1,203.4,1103.6,369.3,107.3,936.7,1073.4,1083.6,360.8,1177.2,234.0,163.2,113.1,1128.3,512.6,475.5,312.3,804.5,265.3,574.6,290.3,1081.6,1074.9,361.7,997.8,213.4,242.1,141.6,201.5,324.2,1077.9,384.1,285.6,165.9,333.4,296.6,122.1,1107.7,1129.4,697.1,1024.2,284.8,1155.2,336.7,996.2,224.2,251.1,1123.4,285.7,142.9,766.8,1024.2,500.0,179.3,372.2,1146.8,378.3,471.8,1107.2,52.9,1098.1,165.5,168.3,321.5,1018.6,443.6,96.0,154.2,447.2
BZ,1018.5,345.4,1272.7,230.5,528.5,459.4,1136.7,791.1,105.6,335.8,332.5,1175.0,0.0,1150.9,1217.5,1094.5,338.6,252.9,458.6,169.1,1194.8,1239.4,382.9,665.2,288.5,386.8,1272.6,752.8,227.5,694.3,944.8,636.9,396.9,484.6,1213.4,92.0,72.5,308.6,200.8,403.4,1113.7,383.2,431.8,1038.2,824.3,354.0,243.1,450.3,1186.6,256.0,275.7,530.8,1032.1,155.3,1154.2,928.7,1278.2,166.0,215.1,154.5,1161.7,719.0,418.2,50.5,439.0,517.7,279.8,937.7,89.9,810.9,278.3,1189.9,1098.3,450.5,97.0,890.3,1083.7,1355.3,1066.2,259.6,1295.1,212.8,265.9,381.1,689.7,688.2,326.8,1021.4,902.5,1345.1,372.6,219.7,617.7,729.4,1113.9,452.2,1235.0,1198.3,1244.1,1293.2,1173.9,1170.5,488.8,1451.1,77.4,148.8,1157.5,369.6,1189.6,463.9,1218.1,1221.8,125.0,1126.2,1276.0,774.3,276.0,105.0,1007.9,265.9,1187.6,1169.7,1061.4,149.7,682.8,1128.6,948.0,304.6,1283.7,773.5,845.4,146.1,96.3,976.6,417.3,1382.1,1179.5,1216.6,1370.2,862.9,189.7,742.9,1195.8,1334.6,792.7,1005.7,1112.7,249.1,307.8,534.7,438.3,918.7,267.0,921.1,301.9,1025.5,1248.0,144.8,1202.8,1311.6,492.5,268.8,606.4,1159.4,1085.2,91.1,917.0,649.8,256.0,1228.0,178.4,1334.2,1337.0,955.4,303.0,678.0,1198.2,1322.9,665.9
CC,117.5,998.1,132.4,901.0,995.6,1131.9,177.9,468.7,1091.6,801.6,985.2,100.6,1121.5,0.0,304.8,41.4,1122.1,905.6,1113.0,1114.4,120.4,95.4,752.6,481.7,941.2,1059.3,128.6,456.6,1143.2,591.7,410.3,510.0,738.6,1139.1,254.6,1080.9,1173.7,961.3,1116.5,1075.9,329.2,807.3,898.9,244.1,382.2,1137.5,1026.0,1122.8,35.6,1142.1,1076.1,720.7,146.8,976.2,336.0,271.7,203.8,1113.2,1162.3,1132.4,17.7,564.6,802.5,1172.1,954.5,984.8,1165.9,388.2,1179.6,398.8,1164.4,265.8,80.2,1123.0,1085.9,366.3,198.4,206.1,302.1,1109.9,154.8,995.7,1103.1,1053.6,515.5,498.0,982.7,454.1,360.6,204.8,1045.1,1002.6,562.7,454.0,95.8,899.3,317.3,378.0,326.4,152.9,22.9,268.9,1004.3,1123.0,1151.9,1064.5,294.3,1022.3,38.6,1123.8,74.1,304.1,1131.1,470.0,135.7,964.2,1104.0,1111.1,276.8,1204.7,334.7,79.2,187.1,1155.8,537.9,576.2,228.3,832.0,366.0,648.6,364.3,1109.8,1102.4,442.1,1071.8,241.8,342.8,72.6,229.9,294.5,1105.4,458.1,359.6,194.3,407.4,212.6,38.1,1135.2,1156.9,724.6,1098.2,358.8,1182.7,252.7,1023.7,140.2,351.8,1150.9,373.4,171.3,794.3,1051.7,574.0,280.0,472.9,1174.3,339.0,497.1,1134.7,153.6,1125.6,193.9,196.7,395.5,1046.1,468.9,47.2,182.6,521.2
CD,412.3,1021.4,314.8,924.3,1018.9,1108.7,216.3,445.5,1114.9,824.9,1008.5,210.7,1144.8,294.7,0.0,336.2,1145.4,928.9,1089.8,1137.7,187.7,375.2,775.9,507.2,998.0,1036.1,423.4,433.4,1166.5,617.2,192.8,535.5,761.9,1115.9,145.7,1104.2,1197.0,984.6,1139.8,1052.7,111.7,830.6,922.2,538.9,438.3,1160.8,1049.3,1099.6,335.6,1165.4,1099.4,744.0,441.6,999.5,66.1,440.8,169.7,1136.5,1185.6,1155.7,312.5,590.1,825.8,1195.4,931.3,1008.1,1189.2,365.0,1202.9,375.6,1187.7,134.2,375.0,1099.8,1109.2,349.3,493.2,388.5,219.0,1133.2,337.2,1019.0,1126.4,1030.4,492.3,523.5,959.5,278.0,361.7,387.2,1021.9,1025.9,539.5,430.8,390.6,922.6,141.2,77.0,150.3,335.3,273.5,92.8,981.1,946.9,1175.2,1093.3,101.8,1045.6,260.0,1100.6,368.9,128.0,1154.4,293.9,318.1,987.5,1124.2,1134.4,520.0,1228.0,29.8,374.0,296.9,1179.1,563.4,400.1,460.1,855.3,189.9,625.4,341.1,1132.4,1125.7,224.6,1048.6,424.2,37.9,352.4,412.3,375.0,1128.7,434.9,95.5,376.7,384.2,507.4,332.9,1158.5,1180.2,747.9,1075.0,335.6,1206.0,433.2,1047.0,435.0,46.9,1174.2,81.5,353.7,817.6,1075.0,550.8,103.9,296.8,1197.6,429.1,522.6,1158.0,221.4,1148.9,376.3,379.1,372.3,1069.4,494.4,306.8,365.0,498.0
CG,76.0,979.1,163.3,882.0,976.6,1093.1,208.8,455.3,1072.6,782.6,966.2,131.5,1102.5,30.8,335.7,0.0,1097.8,886.6,1091.1,1097.3,155.7,101.3,733.6,462.7,922.2,1020.5,134.5,426.9,1124.2,572.7,441.2,491.0,719.6,1117.2,285.5,1061.9,1154.7,942.3,1097.5,1037.1,360.1,788.3,879.9,202.6,340.7,1118.5,1007.0,1084.0,66.5,1123.1,1057.1,701.7,105.3,957.2,366.9,230.2,234.7,1094.2,1144.1,1113.4,23.6,545.6,783.5,1153.1,900.1,965.8,1146.9,419.1,1160.6,369.1,1145.4,296.7,38.7,1084.2,1066.9,324.8,156.9,237.0,333.0,1090.9,185.7,976.7,1084.1,1014.8,502.1,479.0,960.8,485.0,391.5,235.7,1006.3,983.6,549.3,424.3,54.3,880.3,348.2,408.9,357.3,183.8,53.8,299.8,982.4,1153.9,1132.9,1051.0,325.2,1003.3,69.5,1101.9,80.0,335.0,1112.1,500.9,166.6,945.2,1081.9,1092.1,235.3,1185.7,365.6,103.1,218.0,1136.8,518.9,607.1,186.8,813.0,396.9,635.2,395.2,1090.1,1083.4,473.0,1049.9,272.7,373.7,78.5,260.8,253.0,1086.4,444.7,390.5,225.2,438.3,171.1,62.0,1116.2,1137.9,705.6,1076.3,389.7,1163.7,211.2,1004.7,98.7,382.7,1131.9,404.3,202.2,775.3,1032.7,560.6,310.9,503.8,1155.3,297.5,478.1,1115.7,184.5,1106.6,224.8,227.6,426.4,1027.1,449.9,70.5,213.5,507.8
CI,1009.7,336.6,1259.3,221.7,519.7,450.6,1123.3,782.3,279.9,327.0,323.7,1161.6,309.8,1137.5,1208.7,1081.1,0.0,244.1,449.7,294.1,1190.4,1230.6,374.1,656.4,279.7,378.0,1263.8,744.0,331.5,680.9,936.0,628.1,388.1,475.8,1204.6,264.6,362.0,299.8,304.8,394.6,1104.9,374.4,418.4,1029.4,815.5,20.7,115.1,441.5,1177.8,425.3,414.6,522.0,1018.7,164.5,1145.4,919.9,1269.4,202.6,272.2,320.7,1152.9,705.6,409.4,360.4,430.2,508.9,401.5,928.9,367.9,802.1,403.0,1181.1,1089.5,441.7,274.2,881.5,1074.9,1337.6,1057.4,82.6,1286.3,102.5,80.4,372.3,680.9,679.4,318.0,1008.0,893.7,1336.3,363.8,95.6,608.9,720.6,1105.1,443.4,1226.2,1189.5,1235.3,1284.4,1165.1,1161.7,480.0,1442.3,340.2,258.3,1148.7,360.8,1176.2,455.1,1209.3,1213.0,314.8,1117.4,1267.2,765.5,152.0,299.4,999.1,182.0,1178.8,1160.9,1052.6,344.1,674.0,1119.8,939.2,295.8,1274.9,764.7,836.6,298.1,290.7,963.2,408.5,1373.3,1170.7,1207.8,1361.4,849.5,293.7,734.1,1187.0,1321.2,783.9,996.9,1099.3,432.2,181.8,525.9,429.5,909.9,371.0,912.3,362.2,1016.7,1239.2,339.2,1194.0,1302.8,483.7,84.8,597.6,1150.6,1076.4,362.6,908.2,641.0,112.0,1219.2,305.3,1325.4,1328.2,946.6,384.6,669.2,1189.4,1314.1,657.1
CK,772.1,92.4,1026.3,21.9,282.1,206.4,890.3,544.7,215.4,89.4,79.5,928.6,242.4,904.5,971.1,848.1,243.0,0.0,205.6,237.2,948.4,993.0,136.5,418.8,35.5,133.8,1026.2,506.4,264.1,447.9,698.4,390.5,150.5,231.6,967.0,201.8,294.6,55.6,237.4,150.4,867.3,136.8,185.4,791.8,577.9,258.4,146.9,197.3,940.2,236.4,170.4,284.4,785.7,97.1,907.8,682.3,1031.8,234.1,283.2,253.3,915.3,472.6,171.8,293.0,205.6,271.3,260.2,691.3,300.5,564.5,258.7,943.5,851.9,197.5,206.8,643.9,837.3,1108.9,819.8,230.8,1048.7,116.6,224.0,128.1,443.3,441.8,73.8,775.0,656.1,1098.7,119.6,123.5,371.3,483.0,867.5,205.8,988.6,951.9,997.7,1046.8,927.5,924.1,246.1,1198.1,272.8,185.4,911.1,116.6,943.2,210.9,971.7,975.4,279.7,879.8,1029.6,527.9,224.9,232.0,761.5,325.6,941.2,923.3,815.0,255.0,436.4,882.2,701.6,58.2,1037.3,527.1,599.0,230.0,223.3,730.2,164.3,1135.7,933.1,970.2,1123.8,616.5,226.3,496.5,949.4,1088.2,546.3,759.3,866.3,229.5,277.8,288.3,185.3,672.3,301.8,674.7,118.0,779.1,1001.6,259.9,956.4,1065.2,246.1,172.6,360.0,913.0,838.8,295.2,670.6,403.4,255.6,981.6,246.5,1087.8,1090.6,709.0,140.4,431.6,951.8,1076.5,419.5
CL,977.3,323.9,1229.5,227.1,379.8,38.7,1093.5,737.0,417.7,294.6,313.4,1131.8,447.6,1107.7,1176.3,1051.3,442.9,205.1,0.0,440.5,1158.0,1198.2,341.7,624.0,169.6,55.7,1231.4,711.6,469.3,651.1,890.7,595.7,353.7,82.7,1172.2,405.0,497.8,241.3,442.6,103.4,1072.5,342.0,281.1,997.0,783.1,461.6,352.1,29.6,1145.4,450.3,404.3,489.6,988.9,302.3,1113.0,887.5,1237.0,440.3,489.2,458.5,1120.5,675.8,377.0,498.2,239.9,369.0,494.1,883.6,505.7,769.7,492.6,1148.7,1057.1,29.8,412.0,849.1,1040.5,1305.2,1025.0,434.0,1253.9,321.8,429.2,61.4,648.5,647.0,127.7,965.3,848.4,1303.9,69.9,328.7,576.5,688.2,1072.7,411.0,1180.9,1157.1,1190.0,1252.0,1132.7,1116.4,289.7,1252.0,478.0,396.1,1116.3,350.5,1146.4,47.7,1176.9,1167.7,513.6,1072.1,1234.8,733.1,427.0,437.2,966.7,530.8,1146.4,1128.5,1020.2,488.9,641.6,1074.5,906.8,263.4,1229.6,732.3,791.3,435.9,426.5,920.5,90.0,1340.9,1138.3,1175.4,1329.0,819.7,431.5,688.8,1154.6,1291.4,738.6,964.5,1069.5,443.4,483.0,493.5,73.3,864.6,535.7,879.9,351.9,984.3,1206.8,473.8,1161.6,1270.4,451.3,377.8,565.2,1105.3,1031.1,500.4,875.8,608.6,460.8,1186.8,451.7,1293.0,1295.8,901.3,374.3,636.8,1157.0,1281.7,624.7
CQ,1031.9,356.9,1284.2,243.9,541.9,472.8,1148.2,804.5,137.8,349.2,345.9,1186.5,167.7,1162.4,1229.0,1106.0,258.7,266.3,471.9,0.0,1212.6,1252.8,396.3,676.7,301.9,400.2,1286.0,766.2,240.9,705.8,958.2,650.3,408.4,496.1,1226.8,125.2,218.0,322.0,214.2,416.8,1127.1,396.6,443.3,1051.6,837.7,277.5,299.7,463.7,1200.0,306.4,328.0,544.2,1043.6,168.7,1165.7,942.1,1291.6,92.4,141.3,178.6,1175.1,730.5,431.6,218.3,452.4,531.1,310.9,951.1,225.8,824.3,312.4,1203.3,1109.8,463.9,132.1,903.7,1097.1,1357.9,1079.6,185.0,1308.5,287.1,191.3,394.5,701.2,701.6,340.2,1032.9,915.9,1358.5,386.0,280.2,631.1,742.8,1125.4,465.6,1248.4,1211.7,1257.5,1306.6,1187.3,1183.9,502.2,1464.5,198.1,167.7,1170.9,383.0,1201.1,477.3,1231.5,1235.2,177.3,1139.6,1289.4,787.7,204.5,157.3,1021.3,191.3,1201.0,1183.1,1074.8,202.0,696.2,1142.0,961.4,318.0,1297.1,786.9,858.8,156.0,146.7,988.1,430.7,1395.5,1192.9,1230.0,1383.6,874.4,203.1,756.3,1209.2,1346.1,806.1,1019.1,1124.2,299.5,233.2,548.1,451.7,932.1,280.4,934.5,354.2,1037.0,1261.4,195.2,1216.2,1325.0,505.9,269.4,619.8,1172.8,1098.6,220.5,930.4,661.3,181.4,1241.4,14.9,1347.6,1350.4,968.8,355.3,691.4,1211.6,1336.3,679.3
CS,220.6,993.6,123.1,892.6,987.2,1077.0,123.0,413.8,1083.2,793.2,976.8,19.0,1113.1,106.9,184.3,144.5,1108.4,897.2,1058.1,1106.0,0.0,183.5,744.2,475.5,966.3,1004.4,231.7,401.7,1134.8,585.5,355.4,503.8,730.2,1088.1,199.7,1072.5,1169.2,952.9,1108.1,1021.0,274.3,798.9,890.5,347.2,406.6,1129.1,1017.6,1067.9,147.8,1137.6,1067.7,712.3,249.9,967.8,250.5,374.8,83.3,1105.8,1154.7,1124.0,120.8,562.3,794.1,1163.7,899.6,976.4,1157.5,333.3,1171.2,343.9,1156.0,210.9,187.2,1068.1,1077.5,317.6,305.4,200.7,247.2,1105.4,145.5,987.3,1094.7,998.7,464.5,491.8,927.8,329.2,305.7,195.5,990.2,994.2,507.8,399.1,202.8,890.9,196.8,261.4,205.9,143.6,81.8,148.4,949.4,1002.5,1143.5,1061.6,239.4,1013.9,72.2,1068.9,177.2,183.6,1122.7,349.5,126.4,955.8,1092.5,1102.7,379.9,1196.3,214.2,182.3,132.2,1147.4,531.7,455.7,331.4,823.6,245.5,593.7,309.4,1101.4,1097.9,337.5,1016.9,232.5,222.3,160.7,220.6,347.2,1097.0,403.2,279.9,185.0,352.5,315.7,145.1,1130.7,1148.5,716.2,1043.3,303.9,1174.3,355.8,1015.3,243.3,231.3,1146.4,265.9,162.0,785.9,1043.3,519.1,159.5,352.4,1165.9,397.4,490.9,1126.3,57.3,1117.2,184.6,187.4,340.6,1037.7,462.7,115.1,173.3,466.3
CY,171.5,1070.1,223.9,973.0,1067.6,1184.1,269.4,560.2,1166.5,873.6,1057.2,192.1,1193.5,98.9,396.3,95.4,1194.1,977.6,1183.3,1188.3,211.9,0.0,824.6,553.7,1013.2,1111.5,54.1,548.1,1215.2,663.7,501.8,582.0,810.6,1230.6,346.1,1152.9,1245.7,1033.3,1188.5,1128.1,420.7,879.3,970.9,298.1,436.2,1209.5,1098.0,1175.0,134.6,1214.1,1148.1,792.7,200.8,1048.2,427.5,325.7,295.3,1185.2,1234.3,1204.4,70.4,636.6,874.5,1244.1,991.1,1056.8,1237.9,479.7,1251.6,490.3,1236.4,357.3,134.2,1175.2,1157.9,420.3,252.4,306.5,393.6,1181.9,246.3,1067.7,1175.1,1105.8,607.0,570.0,1074.2,545.6,452.1,296.3,1097.3,1074.6,654.2,545.5,149.8,971.3,408.8,469.5,417.9,244.4,114.4,360.4,1031.6,1214.5,1223.9,1136.5,385.8,1094.3,130.1,1215.3,97.7,395.6,1203.1,561.5,227.2,1036.2,1176.0,1183.1,330.8,1276.7,426.2,151.2,278.6,1227.8,609.9,667.7,282.3,904.0,457.5,740.1,455.8,1181.1,1174.4,533.6,1163.3,333.3,434.3,23.2,321.4,348.5,1177.4,549.6,451.1,285.8,498.9,266.6,110.1,1207.2,1228.9,796.6,1189.7,450.3,1254.7,306.7,1095.7,194.2,443.3,1222.9,464.9,262.8,866.3,1123.7,665.5,371.5,564.4,1246.3,393.0,569.1,1206.7,245.1,1197.6,285.4,288.2,487.0,1118.1,540.9,70.2,274.1,612.7
DB,635.5,245.4,889.7,148.3,242.9,359.4,753.7,408.1,341.8,48.9,232.5,792.0,368.8,767.9,834.5,711.5,369.4,152.9,358.6,363.6,811.8,856.4,0.0,282.2,188.5,286.8,889.6,369.8,390.5,311.3,561.8,253.9,13.9,384.6,830.4,328.2,421.0,208.6,363.8,303.4,730.7,54.6,146.2,655.2,441.3,384.8,273.3,350.3,803.6,389.4,323.4,147.8,649.1,223.5,771.2,545.7,895.2,360.5,409.6,379.7,778.7,336.0,49.8,419.4,166.4,232.1,413.2,554.7,426.9,427.9,411.7,806.9,715.3,350.5,333.2,507.3,700.7,972.3,683.2,357.2,912.1,243.0,350.4,281.1,306.7,305.2,226.8,638.4,519.5,962.1,272.6,249.9,234.7,346.4,730.9,146.6,852.0,815.3,861.1,910.2,790.9,787.5,206.9,1114.4,399.2,311.8,774.5,269.6,806.6,363.9,835.1,838.8,378.4,743.2,893.0,391.3,351.3,358.4,624.9,452.0,804.6,786.7,678.4,403.1,299.8,745.6,565.0,79.3,900.7,390.5,462.4,356.4,349.7,593.6,317.3,999.1,796.5,833.6,987.2,479.9,352.7,359.9,812.8,951.6,409.7,622.7,729.7,382.5,404.2,151.7,338.3,535.7,430.0,538.1,271.0,642.5,865.0,398.2,819.8,928.6,109.5,299.0,223.4,776.4,702.2,421.6,534.0,266.8,382.0,845.0,372.9,951.2,954.0,572.4,293.4,295.0,815.2,939.9,282.9
DM,353.2,516.3,607.4,419.2,513.8,630.3,471.4,306.9,609.8,319.8,503.4,509.7,639.7,485.6,552.2,429.2,640.3,423.8,629.4,632.6,529.5,574.1,270.8,0.0,459.4,557.7,607.3,87.5,661.4,109.9,455.9,28.2,256.8,655.5,548.1,599.1,691.9,479.5,634.7,574.3,448.4,325.5,417.1,372.9,159.0,655.7,544.2,621.2,521.3,660.3,594.3,238.9,366.8,494.4,488.9,263.4,612.9,632.4,680.5,650.6,496.4,82.8,320.7,690.3,437.3,503.0,684.1,391.8,697.8,145.6,682.6,524.6,433.0,621.4,604.1,225.0,418.4,681.1,400.9,628.1,629.8,513.9,621.3,552.0,213.2,22.9,512.6,532.5,418.3,679.8,543.5,520.8,141.2,64.1,448.6,417.5,693.5,533.0,702.6,627.9,508.6,645.1,477.8,1034.4,670.1,588.2,492.2,540.5,524.3,634.8,552.8,680.3,649.3,637.3,610.7,482.4,619.1,629.3,342.6,722.9,522.3,504.4,396.1,674.0,56.1,639.7,282.7,350.2,742.2,297.0,361.2,627.3,620.6,487.7,588.2,716.8,514.2,551.3,704.9,197.6,623.6,258.7,530.5,669.3,308.5,340.4,447.4,653.4,675.1,242.8,609.2,432.6,700.9,255.8,541.9,360.2,582.7,669.1,537.5,646.3,312.5,569.9,129.9,656.2,596.3,692.5,251.7,15.3,652.9,562.7,643.8,668.9,671.7,469.3,564.3,12.7,532.9,657.6,189.4
DN,807.6,108.4,1061.8,57.4,317.6,170.8,925.8,580.2,250.9,124.9,95.5,964.1,277.9,940.0,1006.6,883.6,278.5,35.4,170.0,272.7,983.9,1028.5,172.0,454.3,0.0,98.2,1061.7,541.9,299.6,483.4,733.9,426.0,186.0,196.0,1002.5,237.3,330.1,71.6,272.9,114.8,902.8,172.3,220.9,827.3,613.4,293.9,182.4,161.7,975.7,252.4,186.4,319.9,821.2,132.6,943.3,717.8,1067.3,269.6,318.7,288.8,950.8,508.1,207.3,328.5,150.4,306.8,276.2,726.8,336.0,600.0,274.7,979.0,887.4,161.9,242.3,679.4,872.8,1144.4,855.3,266.3,1084.2,152.1,259.5,92.5,478.8,477.3,38.2,810.5,691.6,1134.2,84.0,159.0,406.8,518.5,903.0,241.3,1024.1,987.4,1033.2,1082.3,963.0,959.6,200.2,1162.5,308.3,220.9,946.6,132.6,978.7,175.3,1007.2,1010.9,287.5,915.3,1065.1,563.4,260.4,267.5,797.0,361.1,976.7,958.8,850.5,271.0,471.9,917.7,737.1,93.7,1072.8,562.6,634.5,265.5,258.8,765.7,128.7,1171.2,968.6,1005.7,1159.3,652.0,261.8,532.0,984.9,1123.7,581.8,794.8,901.8,245.5,313.3,323.8,149.7,707.8,317.8,710.2,134.0,814.6,1037.1,275.9,991.9,1100.7,281.6,208.1,395.5,948.5,874.3,330.7,706.1,438.9,291.1,1017.1,282.0,1123.3,1126.1,744.5,156.4,467.1,987.3,1112.0,455.0
DT,921.5,222.3,1175.7,171.3,324.0,72.5,1039.7,681.2,364.8,238.8,209.4,1078.0,391.8,1053.9,1120.5,997.5,392.4,149.3,71.7,386.6,1097.8,1142.4,285.9,568.2,113.8,0.0,1175.6,655.8,413.5,597.3,834.9,539.9,299.9,161.0,1116.4,351.2,444.0,185.5,386.8,47.6,1016.7,286.2,227.3,941.2,727.3,407.8,296.3,63.4,1089.6,366.3,300.3,433.8,935.1,246.5,1057.2,831.7,1181.2,383.5,432.6,402.7,1064.7,622.0,321.2,442.4,184.1,313.2,390.1,827.8,449.9,713.9,388.6,1092.9,1001.3,63.6,356.2,793.3,986.7,1258.3,969.2,380.2,1198.1,266.0,373.4,5.6,592.7,591.2,71.9,911.5,792.6,1248.1,14.1,272.9,520.7,632.4,1016.9,355.2,1125.1,1101.3,1134.2,1196.2,1076.9,1060.6,233.9,1196.2,422.2,334.8,1060.5,246.5,1092.6,81.5,1121.1,1111.9,401.4,1016.3,1179.0,677.3,374.3,381.4,910.9,475.0,1090.6,1072.7,964.4,384.9,585.8,1018.7,851.0,207.6,1173.8,676.5,735.5,379.4,372.7,866.7,71.3,1285.1,1082.5,1119.6,1273.2,765.9,375.7,633.0,1098.8,1237.6,682.8,908.7,1015.7,359.4,427.2,437.7,82.5,808.8,431.7,824.1,247.9,928.5,1151.0,389.8,1105.8,1214.6,395.5,322.0,509.4,1049.5,975.3,444.6,820.0,552.8,405.0,1131.0,395.9,1237.2,1240.0,845.5,270.3,581.0,1101.2,1225.9,568.9
DZ,206.3,1104.9,266.2,1007.8,1102.4,1218.9,311.7,602.5,1201.3,908.4,1092.0,234.4,1228.3,133.7,438.6,130.2,1228.9,1012.4,1218.1,1223.1,254.2,51.6,859.4,588.5,1048.0,1146.3,0.0,590.4,1250.0,698.5,544.1,616.8,845.4,1272.9,388.4,1187.7,1280.5,1068.1,1223.3,1162.9,463.0,914.1,1005.7,332.9,471.0,1244.3,1132.8,1209.8,169.4,1248.9,1182.9,827.5,235.6,1083.0,469.8,360.5,337.6,1220.0,1269.1,1239.2,105.2,671.4,909.3,1278.9,1025.9,1091.6,1272.7,522.0,1286.4,532.6,1271.2,399.6,169.0,1210.0,1192.7,455.1,287.2,348.8,435.9,1216.7,288.6,1102.5,1209.9,1140.6,649.3,604.8,1116.5,587.9,494.4,338.6,1132.1,1109.4,696.5,587.8,184.6,1006.1,451.1,511.8,460.2,286.7,156.7,402.7,1066.4,1256.8,1258.7,1171.3,428.1,1129.1,172.4,1223.4,46.1,437.9,1237.9,603.8,269.5,1071.0,1210.8,1217.9,365.6,1311.5,468.5,186.0,320.9,1262.6,644.7,710.0,317.1,938.8,499.8,782.4,498.1,1215.9,1209.2,575.9,1205.6,375.6,476.6,75.9,363.7,383.3,1212.2,591.9,493.4,328.1,541.2,301.4,144.9,1242.0,1263.7,831.4,1197.8,492.6,1289.5,341.5,1130.5,229.0,485.6,1257.7,507.2,305.1,901.1,1158.5,707.8,413.8,606.7,1281.1,427.8,603.9,1241.5,287.4,1232.4,327.7,330.5,529.3,1152.9,575.7,122.9,316.4,655.0
