from_stop,AG,AK,AS,AW,BA,BI,BY,CA,CJ,CQ,CV,DC,DL,DM,DO,DR,DV,EC,EI,EQ,EU,EV,FA,FM,FX,GG,GO,GU,GV,HJ,HX,IM,IQ,IS,IW,JG,JJ,JP,JQ,JV,JZ,KC,KE,KK,KO,KR,KT,LG,LH,LQ,LR,LW,LZ,MI,MM,MY,ND,NP,OE,OJ,PD,PF,PK,PM,PV,PZ,QF,QH,QI,QK,QL,QO,QP,QR,QW,RT,SB,SQ,SS,ST,SY,TJ,TW,UD,UI,UM,UN,UR,UU,UW,UY,VA,VL,VP,VS,WA,WE,WS,WU,XJ,XK,XM,XO,XX,YA,YH,YQ,YS,ZE,ZN,ZP,ZT,ZW,ZY
UN,168.5,103.4,65.5,122.9,188.6,139.0,159.0,62.2,129.2,150.8,148.0,133.3,161.6,121.8,86.2,206.0,181.5,58.5,199.1,99.0,200.7,184.5,78.5,103.4,132.8,66.1,96.8,91.4,96.1,70.6,193.0,135.0,193.8,144.7,124.1,125.6,110.7,86.6,116.4,2279.9,96.9,160.8,124.0,155.7,117.5,151.8,101.6,148.9,198.5,73.6,122.3,137.5,128.4,194.8,123.6,117.4,154.5,192.1,63.4,166.5,168.3,98.5,79.5,89.9,186.5,116.2,89.3,194.7,98.6,128.5,185.3,162.0,169.9,192.9,152.9,131.9,179.7,124.4,181.9,82.7,191.2,95.0,166.7,159.9,101.1,128.5,0.0,114.6,146.6,171.9,86.9,204.6,192.1,163.9,112.0,192.6,159.7,195.6,105.5,73.0,106.2,77.9,181.4,64.7,94.9,194.5,175.7,71.9,198.9,67.3,77.0,75.2,107.8,173.4
UR,222.2,174.4,130.4,190.1,102.3,51.1,143.6,129.4,14.5,218.3,234.4,85.4,153.0,94.7,120.4,114.1,181.5,125.7,279.6,166.2,101.6,149.9,145.7,179.0,207.5,36.1,164.0,155.2,76.3,87.4,273.5,40.2,247.5,128.6,160.5,111.0,71.3,153.8,170.1,2165.2,174.2,214.5,102.1,208.8,60.1,232.3,168.8,202.6,112.2,134.0,197.0,117.0,46.3,264.0,177.3,118.1,145.9,84.5,130.6,64.1,244.4,77.1,146.7,138.7,129.1,194.1,81.6,194.7,165.8,195.7,81.0,59.6,49.5,93.8,58.3,199.4,233.4,181.1,24.0,43.3,19.1,148.9,103.9,240.2,115.4,195.7,113.0,0.0,131.2,131.0,154.4,314.5,266.8,143.4,56.1,259.8,82.4,262.8,172.7,140.2,60.1,84.6,256.1,106.6,162.1,140.9,167.1,78.6,96.0,134.5,144.2,142.4,80.9,74.8
UU,259.2,225.7,188.3,242.9,49.2,176.2,12.6,184.5,122.6,255.3,271.4,177.8,40.2,153.9,173.2,66.6,60.4,178.5,328.5,189.6,90.4,65.4,198.5,236.4,265.4,91.0,216.8,208.0,129.1,145.3,322.4,93.3,284.5,73.8,195.7,163.8,46.2,206.6,205.3,2192.5,229.5,251.5,90.5,275.7,147.0,288.8,223.9,241.1,59.1,187.4,255.9,82.7,86.7,314.8,214.3,41.7,33.1,129.0,185.7,138.7,306.2,133.2,199.5,197.9,166.1,236.2,68.8,73.3,218.6,242.8,122.2,122.6,90.6,96.6,84.8,251.9,270.4,244.4,118.2,79.0,127.2,208.1,27.3,292.5,172.8,248.5,168.1,108.0,0.0,50.5,206.9,352.0,322.9,58.6,112.2,363.9,62.9,315.6,225.5,193.0,116.2,137.4,312.2,164.5,214.9,73.1,56.6,131.4,135.8,187.3,197.0,195.2,112.2,76.6
UW,283.9,230.9,189.2,246.6,70.9,125.6,61.3,185.9,126.3,280.0,296.1,182.2,21.9,191.5,176.9,92.6,59.8,182.2,322.8,222.7,112.1,78.7,202.2,227.1,256.5,92.6,220.5,211.7,132.8,153.0,316.7,97.0,309.2,71.6,222.2,167.5,49.9,210.3,231.8,2191.0,223.2,276.2,79.6,265.3,134.6,275.5,225.3,264.3,80.8,190.5,246.0,125.2,90.4,320.5,239.0,43.1,14.8,127.7,187.1,128.5,287.6,142.7,203.2,191.7,190.8,239.9,72.5,73.0,222.3,252.2,119.5,124.0,106.0,99.8,88.5,255.9,295.1,237.6,126.0,82.7,130.9,201.9,48.7,289.2,174.2,252.2,169.5,111.7,48.9,0.0,210.9,328.8,315.8,101.1,154.7,316.3,66.6,319.3,229.2,196.7,158.7,141.1,305.1,166.5,218.6,69.7,36.0,135.1,134.5,191.0,200.7,198.9,89.8,75.5
UY,119.1,8.4,101.8,75.9,278.8,229.5,228.9,37.9,198.0,65.1,111.5,216.5,231.5,188.4,193.0,264.0,251.4,41.9,131.4,103.8,286.8,254.1,143.3,104.1,45.4,136.0,50.1,156.5,200.5,143.3,125.3,253.4,136.8,214.6,143.0,160.8,180.6,0.7,173.3,2361.0,60.6,111.4,193.9,109.0,207.0,84.1,119.0,101.0,269.6,180.4,53.9,208.9,198.0,147.8,126.7,187.3,224.4,230.8,112.0,220.6,100.3,184.7,116.0,144.4,174.6,101.1,159.2,264.6,51.6,76.1,236.4,237.3,272.7,258.6,268.2,85.2,130.3,77.7,247.2,152.6,193.5,134.2,236.3,90.5,167.4,81.8,226.1,213.3,218.3,241.8,0.0,157.9,122.7,235.6,183.4,145.9,229.6,139.5,108.5,26.3,177.9,187.2,112.0,125.6,139.7,264.4,245.6,193.2,262.7,154.1,146.6,127.0,177.7,279.4
VA,148.2,170.9,214.1,191.2,360.9,312.1,331.5,140.1,301.5,152.2,130.2,285.6,333.9,257.5,262.4,377.8,354.1,144.3,74.5,189.2,373.0,356.8,254.7,173.2,165.8,238.4,148.4,267.1,268.4,242.9,79.9,307.3,103.5,317.0,176.3,276.6,283.0,162.3,166.8,2415.3,181.0,119.6,296.3,122.4,289.8,119.9,220.7,130.3,370.8,249.8,159.4,309.3,300.7,67.9,159.2,289.7,326.8,363.9,182.5,338.8,103.9,257.5,255.7,213.5,207.1,257.3,261.6,367.0,101.6,80.4,357.1,322.7,341.7,364.7,325.2,134.5,97.3,126.5,328.3,255.0,349.7,203.3,338.5,136.1,236.8,76.5,278.6,286.9,320.7,344.2,162.6,0.0,110.1,336.2,283.8,12.3,332.0,145.6,205.1,129.7,278.5,250.2,130.6,233.2,237.0,366.8,347.5,243.7,371.2,243.5,214.4,194.8,280.1,345.2
VL,109.1,137.9,136.3,144.3,329.3,263.2,299.9,109.0,306.8,117.6,91.1,257.3,302.3,232.3,230.8,346.7,322.2,112.7,72.9,193.4,341.4,325.2,223.1,148.0,97.9,211.0,116.8,236.0,236.8,178.1,66.8,275.7,60.3,285.4,175.1,245.0,251.4,128.8,209.9,2360.1,92.5,123.9,264.7,58.2,241.5,94.7,196.0,152.0,339.2,218.2,68.7,243.7,269.1,104.4,158.5,258.1,295.2,339.6,157.8,307.2,78.2,219.2,224.8,188.3,206.4,209.9,230.0,335.4,70.5,50.5,326.0,291.1,310.6,333.6,293.6,102.9,93.5,95.4,296.7,223.4,302.3,178.1,307.4,32.1,211.6,46.6,247.0,255.3,289.1,312.6,129.4,78.3,0.0,270.1,218.2,66.3,300.4,98.7,143.0,98.1,212.4,218.6,10.6,160.1,211.8,335.2,316.4,212.6,339.6,197.9,189.2,169.6,248.5,314.1
VP,222.2,224.9,127.8,248.1,124.3,110.9,59.4,187.4,109.4,218.3,234.4,91.3,103.9,103.9,160.4,141.7,123.8,183.7,284.3,226.0,126.7,128.2,208.1,183.7,204.9,106.6,222.0,195.2,118.6,84.8,278.2,91.5,247.5,37.6,160.5,151.0,53.0,215.8,170.1,2260.1,169.0,214.5,30.0,280.9,97.0,237.0,228.6,202.6,134.2,174.6,194.4,24.0,84.9,320.0,177.3,59.7,96.8,116.4,190.4,123.0,253.5,74.5,204.7,147.2,129.1,232.6,87.5,125.7,223.8,248.0,109.6,106.9,94.7,118.9,77.2,257.4,233.4,249.6,118.9,80.9,114.0,157.4,102.4,232.0,124.0,253.7,153.0,94.8,72.7,114.2,216.4,314.5,264.2,0.0,53.5,326.9,85.7,320.8,188.0,198.2,57.5,124.6,253.5,104.0,221.6,138.2,76.5,118.6,123.2,200.2,209.9,202.2,51.7,99.4
VS,182.2,171.3,74.2,194.5,176.2,40.8,111.4,133.8,77.1,171.0,194.4,39.0,145.3,57.8,106.8,193.6,165.2,130.1,230.7,172.4,178.6,180.1,154.5,130.1,151.3,57.2,168.4,141.6,65.0,31.2,224.6,100.7,207.5,89.5,120.5,97.4,94.4,162.2,130.1,2227.8,115.4,174.5,72.6,227.3,23.2,183.4,175.0,162.6,186.1,120.4,140.8,25.4,94.1,266.4,137.3,101.1,138.2,159.0,136.8,132.2,199.9,20.9,151.1,93.6,92.2,179.0,76.2,177.6,170.2,200.1,152.2,116.1,135.6,170.8,119.8,203.8,193.4,196.0,124.9,69.6,81.7,103.8,154.3,178.4,70.4,200.1,99.4,62.5,124.6,155.6,162.5,274.5,210.6,51.8,0.0,286.9,137.6,267.2,134.4,144.6,4.0,71.0,199.9,50.4,168.0,190.1,128.4,65.0,155.0,146.6,156.3,148.6,60.9,151.3
WA,169.4,196.8,201.7,179.3,348.5,268.4,318.9,128.2,289.1,173.1,151.4,291.0,321.5,281.7,250.0,370.2,341.4,131.9,87.0,193.9,360.6,345.4,242.3,185.7,153.4,230.2,136.0,255.2,256.0,230.5,92.4,294.9,116.0,304.6,188.3,264.2,270.6,149.9,178.8,2402.9,166.0,132.1,283.9,94.6,277.4,132.4,208.8,144.2,358.4,238.0,148.0,297.4,288.3,58.0,171.7,277.3,314.4,352.0,170.6,326.4,120.3,245.6,243.3,226.0,219.6,244.9,249.2,354.6,89.7,64.1,343.8,321.9,329.8,352.8,312.8,122.4,109.8,104.1,315.9,242.6,337.3,215.8,326.3,118.1,261.0,64.1,266.2,274.5,306.5,331.8,150.5,12.4,98.2,323.8,271.9,0.0,319.6,133.7,192.7,117.3,266.1,237.8,118.7,220.8,224.6,354.4,335.6,231.8,358.8,231.1,202.0,182.4,267.7,328.5
WE,278.5,223.4,181.7,239.1,59.6,118.1,78.4,178.4,108.8,267.0,290.7,167.9,81.0,177.2,169.4,77.5,100.9,174.7,315.3,215.2,40.9,107.2,194.7,219.6,249.0,85.1,213.0,194.8,125.3,158.1,309.2,89.3,303.8,46.1,216.8,150.6,42.4,202.8,226.4,2202.8,215.7,270.8,72.1,257.8,170.3,268.0,217.8,258.9,69.5,183.0,238.5,97.3,82.9,313.0,233.6,35.6,73.9,83.5,179.6,93.2,280.1,147.8,195.7,184.2,202.4,232.4,65.0,114.1,214.8,244.7,75.3,88.7,45.1,33.1,72.6,248.4,289.7,230.1,72.7,75.2,113.4,194.4,61.2,281.7,166.7,244.7,162.0,104.2,66.0,88.3,203.4,321.3,308.3,73.2,126.8,308.8,0.0,311.8,221.7,189.2,130.8,133.6,297.6,159.0,211.1,98.2,95.1,127.6,88.3,183.5,193.2,191.4,82.3,8.9
WS,178.2,103.0,214.8,74.3,317.6,329.0,356.0,137.0,236.8,178.1,160.2,328.1,358.4,301.4,231.8,302.5,378.3,182.6,130.8,153.0,325.6,394.2,182.1,217.1,158.4,267.1,97.5,195.0,239.3,256.6,136.2,292.2,159.8,341.5,239.5,199.6,307.5,113.6,286.6,2333.1,171.0,224.4,320.8,35.8,312.3,197.1,157.5,212.5,308.1,219.8,165.9,322.2,298.3,135.3,222.9,314.2,351.3,269.6,150.5,259.4,159.7,297.7,154.8,257.4,270.8,139.9,286.1,391.5,100.2,130.1,275.2,276.1,311.5,297.4,307.0,133.8,161.0,126.0,286.0,279.5,232.3,247.2,342.6,134.9,280.7,130.1,264.9,252.1,345.2,374.5,112.9,169.6,102.7,348.6,296.7,157.6,329.7,0.0,211.6,139.3,290.9,226.0,113.4,238.6,178.5,384.2,372.5,232.0,301.5,192.9,185.4,165.8,304.6,317.9
WU,96.9,113.3,45.8,126.8,245.2,142.0,215.6,89.0,224.5,76.0,104.4,154.1,218.2,144.8,124.7,266.9,238.1,62.4,124.3,84.9,257.3,242.1,115.8,45.2,67.4,126.9,100.7,128.7,165.8,87.6,118.2,191.6,122.2,201.3,91.3,162.9,167.3,92.7,112.0,2362.6,48.5,89.2,180.6,145.5,151.0,77.0,87.5,77.3,255.1,112.7,71.3,153.2,185.0,200.7,119.2,174.0,211.1,257.3,49.3,223.1,89.1,99.0,134.8,100.8,122.6,104.1,145.9,251.3,102.5,132.4,240.5,218.6,226.5,249.5,209.5,136.1,108.1,117.8,220.4,139.3,220.0,90.6,223.0,114.5,124.1,132.4,172.1,213.9,203.2,228.5,93.3,189.2,141.1,179.6,127.7,201.6,216.3,222.4,0.0,76.9,121.9,143.7,130.4,69.6,103.3,251.1,232.3,137.7,255.5,89.4,80.7,61.1,164.4,225.2
XJ,109.7,53.1,84.3,49.8,231.1,151.0,201.5,10.8,171.7,55.7,102.1,173.6,204.1,164.3,132.6,252.8,224.0,14.5,122.0,76.5,243.2,228.0,124.9,94.7,36.0,112.8,23.7,137.8,138.6,113.1,115.9,177.5,127.4,187.2,166.6,146.8,153.2,32.5,135.2,2322.4,48.6,102.0,166.5,68.5,160.0,74.7,91.4,90.1,241.0,120.6,43.5,180.0,170.9,123.7,142.4,159.9,197.0,234.6,53.2,209.0,86.8,128.2,125.9,124.0,165.2,84.7,131.8,237.2,25.5,55.4,226.4,204.5,212.4,235.4,195.4,59.1,120.9,40.8,198.5,125.2,176.3,113.8,208.9,86.7,143.6,55.4,148.8,157.1,189.1,214.4,33.1,132.0,113.3,206.4,154.5,119.5,202.2,122.5,75.3,0.0,148.7,120.4,102.6,103.4,107.2,237.0,218.2,114.4,241.4,113.7,84.6,65.0,150.3,211.1
XK,178.2,167.3,70.2,190.5,182.0,45.7,116.1,129.8,82.9,167.0,190.4,44.8,144.5,63.6,102.8,199.4,164.7,126.1,226.7,168.4,184.4,167.4,150.5,126.1,147.3,49.0,164.4,137.6,61.0,27.2,220.6,106.5,203.5,95.3,116.5,93.4,93.6,158.2,126.1,2233.6,114.0,170.5,78.4,209.2,29.0,179.4,171.0,160.1,191.9,116.4,136.8,31.2,99.9,262.4,133.3,100.3,137.4,164.8,132.8,138.0,195.9,16.9,147.1,89.6,98.0,175.0,72.2,177.6,166.2,196.1,158.0,121.9,141.4,176.6,125.6,199.5,189.4,192.0,120.9,65.6,87.5,99.8,160.1,174.4,66.4,196.1,95.4,68.3,129.5,154.8,158.5,270.5,206.6,57.6,5.8,282.9,143.4,263.2,130.4,140.6,0.0,67.0,195.9,46.4,164.0,177.4,134.2,61.0,160.8,142.6,152.3,144.6,66.7,157.1
XM,204.8,141.6,89.5,157.3,157.3,104.6,152.9,96.6,121.1,186.3,217.0,127.9,155.5,118.6,35.7,179.0,175.4,92.9,246.0,120.6,156.6,204.9,83.4,145.4,166.6,64.2,131.2,70.5,50.3,46.5,239.9,95.2,230.1,138.6,143.1,26.3,104.6,121.0,152.7,2281.7,133.3,197.1,117.9,176.0,113.6,198.7,114.5,185.2,167.2,49.3,156.1,115.8,101.3,231.2,159.9,111.3,148.4,144.2,97.8,119.1,210.8,61.6,99.5,108.9,182.6,138.9,83.2,188.6,133.0,162.9,136.0,114.6,104.5,148.8,113.3,166.6,216.0,148.3,79.0,76.6,116.6,119.1,158.9,199.3,113.8,162.9,38.8,72.5,140.5,186.0,121.6,239.5,225.9,142.2,90.3,227.0,137.4,230.0,139.9,107.4,84.5,0.0,215.2,65.7,96.9,195.9,169.6,5.9,151.0,75.5,85.2,107.0,101.7,129.8
XO,98.4,134.9,125.6,155.0,318.6,253.3,289.3,98.3,259.2,106.9,80.4,246.6,291.6,221.6,220.1,336.0,312.4,102.0,62.2,153.3,330.7,314.5,212.4,137.3,87.2,200.3,106.1,225.3,226.1,167.4,56.1,265.0,49.6,274.7,164.4,234.3,240.7,118.1,199.2,2370.8,81.8,113.2,254.0,68.9,230.8,84.0,185.3,141.3,328.5,208.1,58.0,233.0,258.4,115.1,147.8,247.4,284.5,322.1,147.1,296.5,67.5,208.5,213.4,177.6,195.7,172.2,219.3,324.7,59.8,57.3,315.3,280.4,299.9,322.9,282.9,92.5,82.8,84.7,286.0,212.7,263.8,167.4,296.7,21.4,200.9,57.3,236.3,244.6,276.6,301.9,118.4,89.0,10.6,259.4,207.5,77.0,289.7,109.4,132.3,87.4,201.7,207.9,0.0,149.4,201.1,324.5,305.7,201.9,328.9,187.2,178.5,158.9,237.8,303.4
XX,144.7,132.3,23.7,150.6,198.8,72.3,169.4,89.9,135.2,120.5,151.2,91.6,171.8,82.3,109.8,220.5,191.7,86.2,180.2,121.9,210.9,195.7,113.8,79.6,100.8,80.5,124.5,126.7,96.1,17.9,174.1,158.8,170.0,147.6,84.6,100.4,120.9,111.7,92.6,2285.9,67.5,137.0,130.7,169.3,81.3,132.9,124.5,125.1,208.7,123.4,90.3,83.5,152.2,224.5,99.8,127.6,164.7,217.1,86.3,190.3,145.0,29.3,114.8,50.4,150.3,128.5,99.5,204.9,126.3,156.2,208.9,185.8,178.6,203.1,177.9,159.9,155.9,141.6,153.1,92.9,139.8,60.6,176.6,133.5,61.6,156.2,102.4,146.6,156.8,182.1,112.3,237.0,160.1,109.9,58.0,226.5,169.9,223.3,83.9,100.7,52.2,74.0,149.4,0.0,140.3,204.7,185.9,68.0,213.1,102.6,117.7,98.1,118.0,178.8
YA,196.2,136.8,108.7,155.6,225.8,167.8,218.3,105.4,147.6,175.3,203.7,190.4,220.9,181.1,80.1,210.0,240.8,101.7,223.6,78.2,225.1,273.4,12.4,146.6,157.3,129.6,140.0,25.3,118.8,132.5,217.5,163.7,221.5,204.0,183.4,59.5,170.0,129.8,159.6,2292.6,124.0,188.5,183.3,184.8,176.8,176.3,17.6,176.6,218.9,68.1,146.8,201.8,169.8,240.0,166.8,176.7,213.8,180.4,68.9,170.2,188.4,147.6,31.4,148.4,245.8,41.9,148.6,254.0,141.8,171.7,187.1,183.1,173.0,208.2,181.8,175.4,207.4,157.1,147.5,142.0,143.1,138.2,227.4,190.0,160.4,171.7,124.8,141.0,205.9,254.5,130.4,248.3,216.6,228.2,176.3,235.8,205.9,203.3,130.0,116.2,170.5,85.9,205.9,124.0,0.0,264.4,235.0,91.9,219.5,41.2,50.9,72.7,167.1,198.3
YH,305.4,252.5,210.8,268.2,78.5,147.2,82.9,207.5,147.9,301.5,317.6,190.3,61.5,199.6,198.5,100.2,55.6,203.8,344.4,244.3,119.7,8.9,223.8,248.7,278.1,114.2,242.1,233.3,154.4,174.6,338.3,118.6,330.7,93.2,243.7,189.1,71.5,231.9,253.3,2180.2,244.8,297.7,101.2,286.9,156.2,297.1,246.9,285.8,88.4,212.1,267.6,148.8,112.0,342.1,260.5,64.7,54.4,140.3,208.7,150.0,309.2,164.3,224.8,213.3,212.3,261.5,94.1,68.8,243.9,273.8,132.1,145.5,101.9,107.9,110.1,277.5,316.6,259.2,129.5,104.3,152.5,223.5,70.3,310.8,195.8,273.8,191.1,133.3,70.5,51.8,232.5,350.4,337.4,124.7,178.3,337.9,88.2,340.9,250.8,218.3,182.3,162.7,326.7,188.1,240.2,0.0,75.6,156.7,147.1,212.6,222.3,220.5,111.4,97.1
YQ,247.8,247.5,192.9,274.7,99.0,177.7,60.5,214.0,154.4,243.9,260.0,166.4,15.3,155.4,205.0,116.4,67.9,210.3,317.1,250.8,140.2,70.9,230.3,239.7,265.0,120.7,248.6,239.8,160.9,149.9,311.0,125.1,273.1,78.4,186.1,195.6,78.0,238.4,195.7,2213.5,234.1,240.1,95.1,307.5,148.5,277.4,253.4,228.2,108.9,218.6,259.5,89.1,118.5,346.6,202.9,71.2,24.5,155.8,215.2,156.6,296.8,139.6,231.3,199.4,154.7,268.0,100.6,81.1,250.4,280.3,149.0,140.5,132.4,127.9,116.6,283.7,259.0,276.2,154.1,110.8,159.0,209.6,77.1,297.1,176.1,280.3,197.6,139.8,74.8,40.3,238.7,340.1,329.3,65.0,118.6,352.5,94.7,347.4,253.1,224.8,122.6,169.2,318.6,169.1,246.7,80.9,0.0,163.2,162.6,219.1,228.8,227.0,116.8,108.4
YS,198.8,131.8,83.5,151.3,163.3,129.3,146.9,90.6,127.1,180.3,211.0,123.4,149.5,112.6,41.7,180.7,169.4,86.9,240.0,98.0,162.6,172.4,89.4,139.4,160.6,58.2,125.2,76.5,56.3,40.5,233.9,101.2,224.1,132.6,137.1,32.3,98.6,115.0,146.7,2287.7,124.7,191.1,111.9,184.1,107.6,192.7,120.5,179.2,173.2,55.9,150.1,109.8,107.3,223.2,153.9,105.3,142.4,150.2,91.8,125.1,209.2,95.4,105.5,102.9,176.6,144.6,77.2,182.6,127.0,156.9,143.4,120.6,110.5,154.8,119.3,160.6,210.0,152.8,85.0,70.6,122.6,113.1,164.7,187.7,107.8,156.9,32.8,78.5,136.3,159.8,115.3,233.5,219.9,136.2,84.3,221.0,143.4,224.0,133.9,101.4,78.5,5.9,209.2,59.7,102.9,201.9,163.6,0.0,157.0,81.5,91.2,103.6,95.7,131.6
ZE,296.7,249.3,220.3,265.0,84.4,181.7,139.5,204.3,90.4,292.8,308.9,169.1,148.9,178.4,151.4,91.1,155.5,200.6,341.2,226.5,54.3,145.8,189.3,245.5,274.9,111.0,238.9,176.4,122.8,177.3,335.1,69.6,322.0,122.6,235.0,132.2,84.7,228.7,244.6,2215.9,241.6,289.0,80.0,283.7,171.5,293.9,220.4,277.1,95.7,165.0,264.4,116.5,75.7,338.9,251.8,91.4,141.8,43.9,205.5,49.8,306.0,167.0,205.4,222.4,203.6,257.4,90.9,168.7,240.7,270.6,35.7,30.7,45.4,64.5,36.2,274.3,307.9,256.0,54.3,101.1,95.0,232.6,99.8,307.6,199.1,270.6,182.2,130.1,127.1,126.9,229.3,389.0,334.2,121.7,146.0,334.7,76.4,322.3,247.6,215.1,150.0,143.3,323.5,196.5,202.8,136.8,163.0,149.3,0.0,191.2,200.9,217.3,110.3,68.8
ZN,183.0,123.5,81.8,139.2,209.2,140.9,191.4,78.5,162.7,162.1,190.5,163.5,194.0,154.2,35.2,225.1,213.9,74.8,210.4,74.8,208.5,217.9,45.5,119.7,144.1,102.7,113.1,58.4,102.2,106.1,204.3,147.1,208.3,177.1,156.5,78.2,143.1,102.9,132.7,2307.7,110.8,175.3,156.4,157.9,149.9,163.1,77.4,163.4,219.1,23.2,133.6,175.4,153.2,213.1,139.9,149.8,186.9,195.5,55.7,171.0,175.2,121.2,46.5,121.5,218.9,81.4,121.7,227.1,114.9,144.8,187.9,166.5,156.4,200.7,165.2,148.5,194.2,130.2,130.9,115.1,158.2,111.3,210.8,176.8,133.5,144.8,98.4,124.4,179.0,204.3,103.5,221.4,203.4,201.8,149.9,208.9,189.3,211.9,116.8,89.3,144.1,59.5,192.7,97.1,61.9,247.8,208.1,65.5,202.9,0.0,9.7,31.5,140.2,181.7
ZP,173.3,132.2,90.5,147.9,217.9,149.6,200.1,87.2,171.4,152.4,180.8,172.2,202.7,162.9,43.9,233.8,222.6,83.5,200.7,65.1,217.2,226.6,54.2,128.4,134.4,111.4,121.8,67.1,110.9,114.8,194.6,155.8,198.6,185.8,165.2,86.9,151.8,111.6,141.4,2316.4,101.1,165.6,165.1,166.6,158.6,153.4,67.7,153.7,227.8,31.9,123.9,184.1,161.9,221.8,148.6,158.5,195.6,204.2,46.0,179.7,165.5,129.9,55.2,130.2,227.6,71.7,130.4,235.8,123.6,153.5,196.6,175.2,165.1,209.4,173.9,157.2,184.5,138.9,139.6,123.8,166.9,120.0,219.5,167.1,142.2,153.5,107.1,133.1,187.7,213.0,112.2,230.1,193.7,210.5,158.6,217.6,198.0,202.6,107.1,98.0,152.8,68.2,183.0,105.8,70.6,256.5,216.8,74.2,211.6,8.7,0.0,21.7,148.9,190.4
ZT,151.5,105.0,110.1,120.7,237.5,169.2,219.7,60.0,182.9,130.6,159.0,191.8,222.3,182.5,63.5,245.3,242.2,56.3,178.9,43.3,236.8,246.2,73.8,99.8,112.6,131.0,94.6,86.7,130.5,134.4,172.8,175.4,176.8,205.4,184.8,106.5,171.4,84.4,161.0,2321.0,79.3,143.8,184.7,139.4,178.2,131.6,45.9,131.9,247.4,51.5,102.1,203.7,181.5,194.6,168.2,178.1,215.2,215.7,24.2,199.3,143.7,149.5,74.8,149.8,177.2,49.9,150.0,255.4,96.4,126.3,216.2,194.8,184.7,229.0,193.5,130.0,162.7,111.7,159.2,143.4,178.4,139.6,239.1,145.3,161.8,126.3,126.7,152.7,207.3,232.6,85.0,243.8,171.9,230.1,178.2,190.4,217.6,180.8,85.3,70.8,172.4,87.8,161.2,125.4,61.7,276.1,236.4,93.8,231.2,28.3,19.6,0.0,168.5,210.0
ZW,235.6,191.6,127.6,207.3,111.3,66.3,81.7,146.6,87.0,224.4,247.8,127.8,84.3,128.6,137.6,133.0,104.2,142.9,284.1,183.4,126.7,108.2,162.9,183.5,204.7,53.3,181.2,172.4,93.5,84.6,278.0,39.7,260.9,67.4,173.9,128.2,33.4,171.0,183.5,2247.5,171.4,227.9,46.7,226.0,75.3,236.8,186.0,216.0,121.2,151.2,194.2,36.0,33.1,281.2,190.7,40.1,77.2,114.3,147.8,71.2,248.9,74.3,163.9,147.0,162.3,200.6,33.2,117.4,183.0,212.9,106.1,66.7,74.6,118.9,83.4,216.6,246.8,198.3,68.7,43.4,91.6,157.2,89.1,237.4,123.8,212.9,130.2,72.4,69.3,94.6,171.6,327.9,264.0,62.4,53.3,277.0,82.4,280.0,187.8,157.4,57.3,101.8,253.3,103.8,179.3,117.2,98.4,95.8,94.0,151.7,161.4,159.6,0.0,99.9
ZY,290.3,231.4,193.5,250.9,45.9,129.9,87.2,190.2,95.1,278.8,302.5,154.7,96.6,189.0,156.1,63.3,113.0,186.5,327.1,227.0,27.2,94.5,194.0,231.4,260.8,96.9,224.8,181.1,127.5,169.9,321.0,75.6,315.6,57.9,228.6,136.9,54.2,214.6,238.2,2189.1,224.9,282.6,83.9,283.7,182.1,279.8,225.1,272.2,55.8,169.7,250.3,109.1,81.7,322.8,245.4,47.4,89.5,69.8,191.4,79.5,296.3,166.1,207.5,196.0,214.2,244.2,76.8,138.3,226.6,256.5,63.0,75.0,31.4,19.4,58.9,259.9,301.5,252.4,59.0,87.0,99.7,206.2,47.3,287.9,178.5,256.5,173.8,116.0,74.8,74.6,214.9,332.6,320.1,85.0,138.6,320.6,11.8,323.6,233.5,201.0,142.6,145.4,309.4,170.8,207.5,84.5,110.7,139.4,74.6,195.3,205.0,203.2,94.1,0.0
