from_stop,AF,AI,AK,AQ,AT,BO,BV,CC,CE,CO,CP,DB,DK,DN,DR,DW,EB,EF,EJ,EN,EP,ET,FF,FJ,FL,FO,FQ,FR,FT,FW,FX,FZ,GD,GG,GI,GK,GR,GT,GV,HA,HB,HG,HH,HO,HP,HT,IF,IS,IT,IY,IZ,JE,JM,JP,JV,KB,KE,KH,KL,KN,KO,KP,KS,LC,ME,MH,ML,MW,NB,NK,NO,NT,NU,NX,NZ,OE,OG,OK,PC,PD,PE,PG,PP,QD,QH,QY,RD,RN,SJ,SL,SU,SX,TE,TL,TO,TS,TY,UL,UM,UV,VA,VF,VR,VV,VX,WA,WE,WR,WW,WY,XC,XI,XO,YE,YF,YI,YJ,YT,YX,YY,ZE,ZT
OG,1476.5,768.4,1471.2,1027.5,1390.3,1574.8,1165.6,1005.8,1465.3,1490.5,1380.1,1265.2,1285.0,1507.7,794.8,958.1,1795.8,669.9,1182.1,1459.6,954.2,1209.9,685.2,1603.6,1186.6,1246.6,805.8,1512.7,1399.3,116.2,1616.6,1444.4,1164.9,1396.3,1285.0,118.1,1276.6,36.6,1541.6,340.4,1529.9,1351.2,963.2,1571.6,1525.2,1193.0,1212.0,1481.2,803.6,1466.8,1175.5,1092.3,1165.7,285.8,1190.3,964.7,1500.7,1106.6,1365.6,1652.7,1521.9,1167.1,1523.8,129.1,1570.8,1495.8,92.9,1171.1,980.3,1497.7,1159.1,1631.9,1764.9,1489.8,1909.9,576.1,0.0,1491.7,88.4,1513.1,1490.2,1270.9,1311.4,1461.5,743.7,1372.8,824.2,179.6,43.7,1067.7,1278.3,1260.7,990.7,1535.2,1371.0,1005.0,782.8,1135.2,1457.4,1090.5,1056.5,726.5,1411.6,1341.6,761.4,1492.7,1675.7,1596.4,611.0,937.5,1161.0,1215.9,1832.7,1258.7,1554.5,787.0,1365.1,1500.2,1446.2,1339.1,1036.7,1450.6
OK,129.3,1189.3,351.5,1015.8,494.0,284.7,688.1,994.1,175.2,182.4,483.8,514.6,580.6,15.9,1165.8,946.4,878.6,1213.2,687.6,267.6,900.4,657.2,1228.5,686.4,692.1,538.1,985.8,450.0,456.1,1336.2,699.4,59.7,587.8,88.2,576.2,1338.1,568.1,1371.8,478.9,1284.8,239.8,563.8,847.2,281.5,582.0,608.4,569.5,31.5,987.8,176.7,661.3,678.6,738.4,1256.5,663.4,953.0,192.6,661.9,499.2,735.5,459.2,614.4,158.1,1349.1,291.6,552.6,1312.9,704.8,926.5,1592.1,723.6,229.2,847.7,199.7,992.7,1119.4,1348.6,0.0,1349.9,128.4,105.5,566.5,443.1,93.4,1287.0,476.5,1003.7,1315.2,1337.3,1056.0,527.7,492.9,979.0,132.5,504.6,993.3,1008.6,616.7,514.2,1078.8,715.9,1159.4,103.5,445.3,1030.2,108.0,758.5,306.3,1154.3,883.7,591.6,640.5,915.5,554.3,264.4,1004.4,421.9,210.1,527.8,472.7,1025.0,160.5
PC,1510.9,802.8,1505.6,1064.4,1415.8,1609.2,1200.0,1040.2,1499.7,1524.9,1414.5,1299.6,1319.4,1542.1,829.2,992.5,1820.9,704.3,1215.9,1494.0,988.6,1245.8,722.1,1638.0,1221.0,1281.0,840.2,1541.1,1433.7,158.3,1651.0,1478.8,1199.3,1430.7,1320.9,160.2,1311.0,102.5,1576.0,382.5,1564.3,1385.6,1000.1,1606.0,1559.6,1227.4,1241.4,1515.6,838.0,1501.2,1209.9,1126.7,1213.9,327.9,1224.7,999.1,1528.1,1141.0,1400.0,1687.1,1556.3,1201.5,1560.7,171.2,1605.2,1530.2,135.0,1205.5,1017.2,1532.1,1180.9,1666.3,1799.3,1524.2,1944.3,610.5,79.3,1526.1,0.0,1552.7,1524.6,1305.3,1345.8,1495.9,778.1,1407.2,858.6,221.7,37.6,1102.1,1312.7,1324.1,1025.1,1569.6,1405.4,1034.7,817.2,1169.6,1491.8,1124.9,1090.9,760.9,1446.0,1376.0,795.8,1527.1,1696.1,1630.8,645.4,971.9,1195.4,1250.3,1867.1,1293.1,1588.9,821.4,1399.5,1537.1,1480.6,1373.5,1071.1,1485.0
PD,177.8,1219.8,382.0,1046.3,515.6,315.2,718.6,1024.6,205.7,212.9,514.3,545.1,611.1,133.5,1196.3,976.9,899.8,1243.7,717.5,298.1,930.9,688.5,1259.0,716.9,722.6,568.6,1016.3,480.5,486.6,1366.7,729.9,53.7,618.3,118.7,605.2,1368.6,598.6,1402.3,509.4,1315.3,270.3,594.3,877.7,312.0,612.5,638.9,576.2,107.0,1018.3,207.2,691.8,709.1,768.9,1287.0,693.9,983.5,216.1,692.4,529.7,766.0,489.7,644.9,206.6,1379.6,322.1,583.1,1343.4,735.3,957.0,1622.6,754.1,277.7,878.2,230.2,1023.2,1149.9,1379.1,117.5,1380.4,0.0,19.1,597.0,473.6,123.9,1317.5,507.0,1034.2,1345.7,1367.8,1086.5,558.2,551.1,1009.5,181.0,535.1,1019.1,1039.1,647.2,544.7,1109.3,746.4,1189.9,134.0,475.8,1060.7,81.2,789.0,336.8,1184.8,914.2,622.1,671.0,946.0,584.8,294.9,1034.9,452.4,240.6,558.3,503.2,1055.5,191.0
PE,158.6,1200.6,362.8,1027.1,496.4,296.0,699.4,1005.4,186.5,193.7,495.1,525.9,591.9,114.3,1177.1,957.7,880.6,1224.5,698.3,278.9,911.7,670.0,1239.8,697.7,703.4,549.4,997.1,461.3,467.4,1347.5,710.7,34.5,599.1,99.5,586.0,1349.4,579.4,1383.1,490.2,1296.1,251.1,575.1,858.5,292.8,593.3,619.7,557.1,87.8,999.1,188.0,672.6,689.9,763.5,1267.8,674.7,964.3,203.9,673.2,510.5,746.8,470.5,625.7,187.4,1360.4,302.9,563.9,1324.2,716.1,937.8,1603.4,722.2,258.5,859.0,211.0,1004.0,1130.7,1359.9,98.3,1361.2,25.5,0.0,577.8,454.4,104.7,1298.3,487.8,1015.0,1326.5,1348.6,1067.3,539.0,504.2,990.3,161.8,515.9,1004.6,1019.9,628.0,525.5,1090.1,727.2,1170.7,114.8,456.6,1041.5,62.0,769.8,317.6,1165.6,895.0,602.9,651.8,926.8,565.6,275.7,1015.7,433.2,221.4,539.1,484.0,1036.3,171.8
PG,589.1,689.9,393.8,516.4,206.5,601.0,188.7,504.1,577.9,537.4,196.3,106.6,50.6,620.3,666.4,447.0,612.0,726.2,188.2,471.6,401.0,107.2,741.5,419.8,192.7,62.8,486.4,328.9,215.5,1180.9,432.8,557.0,88.4,508.9,9.6,1182.8,119.6,1216.5,357.8,1259.4,636.9,131.6,347.8,597.8,341.4,109.0,70.1,593.8,488.4,579.4,161.9,179.2,239.0,1204.8,164.0,453.6,523.2,162.5,181.8,468.9,338.1,115.0,636.4,1193.8,574.7,312.0,1157.6,205.4,427.1,1848.1,224.2,744.5,581.1,596.8,726.1,718.2,1193.3,604.3,1194.6,625.7,602.8,0.0,127.6,574.1,800.0,189.0,504.3,1159.9,1182.0,556.6,87.0,76.9,479.6,647.8,187.2,493.9,509.2,117.3,273.6,579.4,216.5,660.0,524.2,157.8,530.8,605.3,491.9,622.6,686.9,384.3,92.2,101.2,648.9,24.3,661.5,505.0,181.3,612.8,262.4,155.3,525.6,563.2
PP,461.4,746.1,266.1,572.6,69.9,473.3,244.9,560.3,450.2,409.7,68.6,71.4,137.4,492.6,722.6,503.2,475.0,782.4,243.8,343.9,457.2,214.5,797.7,292.1,248.9,94.9,542.6,201.2,87.8,1237.1,305.1,429.3,144.6,381.2,131.5,1239.0,124.9,1272.7,230.1,1315.6,509.2,120.6,404.0,470.1,213.7,165.2,102.5,466.1,544.6,451.7,218.1,235.4,295.2,1261.0,220.2,509.8,395.5,218.7,56.0,341.2,210.4,171.2,508.7,1250.0,447.0,184.3,1213.8,261.6,483.3,1720.4,280.4,616.8,453.4,469.1,598.4,774.4,1249.5,476.6,1272.5,500.7,475.1,123.3,0.0,446.4,856.2,61.3,560.5,1216.1,1238.2,612.8,84.5,77.4,535.8,520.1,61.4,545.4,565.4,173.5,145.9,635.6,272.7,716.2,396.5,30.1,587.0,477.6,364.2,494.9,743.1,440.5,148.4,197.3,521.2,111.1,533.8,561.2,53.6,485.1,134.7,29.5,581.8,435.5
QD,175.5,1180.9,343.1,1007.4,485.6,276.3,679.7,985.7,166.8,174.0,475.4,506.2,572.2,151.2,1157.4,938.0,870.2,1204.8,679.2,259.2,892.0,648.8,1220.1,678.0,683.7,529.7,977.4,441.6,447.7,1327.8,691.0,87.9,579.4,79.8,567.8,1329.7,559.7,1363.4,470.5,1276.4,231.4,555.4,838.8,273.1,573.6,600.0,561.1,124.7,979.4,168.3,652.9,670.2,730.0,1248.1,655.0,944.6,184.2,653.5,490.8,727.1,450.8,606.0,204.3,1340.7,283.2,544.2,1304.5,696.4,918.1,1583.7,715.2,275.4,839.3,191.3,984.3,1111.0,1340.2,135.2,1341.5,156.6,133.7,558.1,434.7,0.0,1278.6,468.1,995.3,1306.8,1328.9,1047.6,519.3,484.5,970.6,178.7,496.2,984.9,1000.2,608.3,505.8,1070.4,707.5,1151.0,95.1,436.9,1021.8,136.2,750.1,297.9,1145.9,875.3,583.2,632.1,907.1,545.9,256.0,996.0,413.5,201.7,519.4,464.3,1016.6,152.1
QH,1287.8,283.3,1092.5,542.4,896.3,1299.7,680.5,520.7,1276.6,1236.1,895.0,780.1,799.9,1319.0,309.7,473.0,1301.4,94.1,696.4,1170.3,469.1,725.3,109.4,1118.5,701.5,761.5,320.7,1027.6,914.2,619.5,1131.5,1255.7,679.8,1207.6,801.4,621.4,791.5,655.1,1056.5,698.0,1335.6,866.1,478.1,1296.5,1040.1,707.9,721.9,1292.5,318.5,1278.1,690.4,607.2,680.6,643.4,705.2,479.6,1221.9,621.5,880.5,1167.6,1036.8,682.0,1335.1,632.4,1273.4,1010.7,596.2,686.0,495.2,1365.4,674.0,1443.2,1279.8,1295.5,1424.8,156.8,631.9,1303.0,633.2,1327.1,1301.5,785.8,826.3,1272.8,0.0,887.7,339.1,598.5,620.6,582.6,793.2,804.6,505.6,1346.5,885.9,515.2,297.7,650.1,972.3,605.4,571.4,241.4,1222.9,856.5,276.3,1304.0,1176.6,1321.3,125.5,452.4,675.9,730.8,1347.6,773.6,1360.2,301.9,880.0,1311.5,961.1,854.0,551.6,1261.9
QY,509.8,806.5,314.5,633.0,40.7,521.7,305.3,611.3,498.6,458.1,7.2,131.8,197.8,541.0,783.0,563.6,532.7,842.8,304.8,392.3,517.6,274.4,858.1,340.5,309.3,155.3,603.0,249.6,136.2,1297.5,353.5,477.7,205.0,429.6,193.4,1299.4,185.3,1333.1,278.5,1376.0,557.6,181.0,464.4,518.5,262.1,225.6,186.7,514.5,605.0,500.1,278.5,295.8,355.6,1321.4,280.6,570.2,443.9,279.1,116.4,389.6,258.8,231.6,557.1,1310.4,495.4,232.7,1274.2,322.0,543.7,1768.8,340.8,665.2,501.8,517.5,646.8,834.8,1309.9,525.0,1311.2,546.4,523.5,183.7,60.3,494.8,916.6,0.0,620.9,1276.5,1298.6,673.2,144.9,110.1,596.2,568.5,121.8,610.5,625.8,233.9,194.3,696.0,333.1,776.6,444.9,36.9,647.4,526.0,412.6,543.3,803.5,500.9,208.8,257.7,569.6,171.5,582.2,621.6,102.0,533.5,183.1,89.9,642.2,483.9
RD,1041.9,302.2,846.6,296.5,659.3,1053.8,434.6,274.8,1030.7,990.2,649.1,534.2,554.0,1073.1,278.7,227.1,1064.8,338.5,451.1,924.4,223.2,478.9,353.8,872.6,455.6,515.6,98.7,781.7,668.3,793.2,885.6,1009.8,433.9,961.7,554.0,795.1,545.6,828.8,810.6,871.7,1089.7,620.2,232.2,1050.6,794.2,462.0,481.0,1046.6,100.7,1032.2,444.5,361.3,434.7,817.1,459.3,233.7,976.0,375.6,634.6,921.7,790.9,436.1,1089.2,806.1,1027.5,764.8,769.9,440.1,249.3,1539.1,428.1,1197.3,1033.9,1049.6,1178.9,330.5,805.6,1057.1,806.9,1078.5,1055.6,539.9,580.4,1026.9,412.3,641.8,0.0,772.2,794.3,336.7,547.3,529.7,259.7,1100.6,640.0,274.0,121.5,404.2,726.4,359.5,325.5,272.3,977.0,610.6,143.1,1058.1,944.7,1075.4,299.2,206.5,430.0,484.9,1101.7,527.7,1114.3,117.3,634.1,1065.6,715.2,608.1,305.7,1016.0
RN,1477.2,769.1,1471.9,1028.2,1391.0,1575.5,1166.3,1006.5,1466.0,1491.2,1380.8,1265.9,1285.7,1508.4,795.5,958.8,1796.5,670.6,1182.8,1460.3,954.9,1210.6,685.9,1604.3,1187.3,1247.3,806.5,1513.4,1400.0,220.4,1617.3,1445.1,1165.6,1397.0,1285.7,222.3,1277.3,256.0,1542.3,341.1,1530.6,1351.9,963.9,1572.3,1525.9,1193.7,1212.7,1481.9,804.3,1467.5,1176.2,1093.0,1166.4,286.5,1191.0,965.4,1501.4,1107.3,1366.3,1653.4,1522.6,1167.8,1524.5,233.3,1571.5,1496.5,197.1,1171.8,981.0,1498.4,1159.8,1632.6,1765.6,1490.5,1910.6,576.8,232.8,1492.4,264.0,1513.8,1490.9,1271.6,1312.1,1462.2,744.4,1373.5,824.9,0.0,219.3,1068.4,1279.0,1261.4,991.4,1535.9,1371.7,1005.7,783.5,1135.9,1458.1,1091.2,1057.2,727.2,1412.3,1342.3,762.1,1493.4,1676.4,1597.1,611.7,938.2,1161.7,1216.6,1833.4,1259.4,1555.2,787.7,1365.8,1500.9,1446.9,1339.8,1037.4,1451.3
SJ,1477.4,769.3,1472.1,1028.4,1382.3,1575.7,1166.5,1016.1,1466.2,1491.4,1381.0,1266.1,1285.9,1508.6,795.7,959.0,1787.4,670.8,1182.4,1460.5,955.1,1210.8,686.1,1604.5,1187.5,1247.5,806.7,1513.6,1400.2,112.7,1617.5,1445.3,1165.8,1397.2,1285.9,114.6,1277.5,56.9,1542.5,336.9,1530.8,1352.1,964.1,1572.5,1526.1,1193.9,1208.0,1482.1,804.5,1467.7,1176.4,1093.2,1176.1,282.3,1191.2,965.6,1501.6,1107.5,1366.5,1653.6,1522.8,1168.0,1524.7,125.6,1571.7,1496.7,89.4,1172.0,981.2,1498.6,1160.0,1632.8,1765.8,1490.7,1910.8,577.0,33.7,1492.6,44.6,1516.7,1491.1,1271.8,1312.3,1462.4,744.6,1373.7,825.1,176.1,0.0,1068.6,1279.2,1290.6,991.6,1536.1,1371.9,1001.2,783.7,1136.1,1458.3,1091.4,1057.4,727.4,1412.5,1342.5,762.3,1493.6,1676.6,1597.3,611.9,938.4,1161.9,1216.8,1833.6,1259.6,1555.4,787.9,1366.0,1501.1,1447.1,1340.0,1037.6,1451.5
SL,1049.3,450.1,854.0,145.8,666.7,1061.2,442.0,49.2,1038.1,997.6,656.5,541.6,561.4,1080.5,426.6,96.9,1072.2,486.4,458.5,931.8,230.6,486.3,501.7,880.0,463.0,523.0,246.6,789.1,675.7,941.1,893.0,1017.2,441.3,969.1,561.4,943.0,553.0,976.7,818.0,1019.6,1097.1,627.6,239.6,1058.0,801.6,469.4,488.4,1054.0,248.6,1039.6,451.9,368.7,442.1,965.0,466.7,159.6,983.4,383.0,642.0,929.1,798.3,443.5,1096.6,954.0,1034.9,772.2,917.8,447.5,256.7,1687.0,435.5,1204.7,1041.3,1057.0,1186.3,478.4,953.5,1064.5,954.8,1085.9,1063.0,547.3,587.8,1034.3,560.2,649.2,264.5,920.1,942.2,0.0,554.7,537.1,64.3,1108.0,647.4,199.9,269.4,411.6,733.8,22.8,332.9,420.2,984.4,618.0,291.0,1065.5,952.1,1082.8,447.1,213.9,437.4,492.3,1109.1,535.1,1121.7,265.2,641.5,1073.0,722.6,615.5,231.6,1023.4
SU,566.3,713.3,371.0,539.8,183.7,578.2,212.1,518.1,555.1,514.6,173.5,19.5,47.2,597.5,689.8,470.4,589.2,749.6,211.6,448.8,424.4,181.2,764.9,397.0,216.1,62.1,509.8,306.1,192.7,1204.3,410.0,534.2,111.8,486.1,97.9,1206.2,102.1,1239.9,335.0,1282.8,614.1,79.9,371.2,575.0,318.6,132.4,93.5,571.0,511.8,556.6,185.3,202.6,262.4,1228.2,187.4,477.0,500.4,185.9,159.0,446.1,315.3,138.4,613.6,1217.2,551.9,289.2,1181.0,228.8,450.5,1825.3,247.6,721.7,558.3,574.0,703.3,741.6,1216.7,581.5,1218.0,602.9,580.0,88.2,104.8,551.3,823.4,166.2,527.7,1183.3,1205.4,580.0,0.0,54.1,503.0,625.0,164.4,517.3,532.6,140.7,250.8,602.8,239.9,683.4,501.4,135.0,554.2,582.5,469.1,599.8,710.3,407.7,115.6,164.5,626.1,78.3,638.7,528.4,158.5,590.0,239.6,132.5,549.0,540.4
SX,512.1,696.3,361.3,522.8,129.5,568.5,195.1,526.9,545.4,504.9,163.8,21.6,68.8,587.8,672.8,453.4,579.5,732.6,194.0,394.6,433.2,164.7,747.9,387.3,224.9,45.1,492.8,290.4,138.5,1187.3,400.3,480.0,120.6,476.4,107.5,1189.2,113.9,1248.7,280.8,1265.8,604.4,64.5,354.2,520.8,264.4,115.4,102.3,561.3,520.6,546.9,168.3,185.6,259.2,1211.2,170.4,460.0,483.7,168.9,104.8,436.4,305.6,121.4,603.9,1200.2,497.7,235.0,1164.0,211.8,433.5,1771.1,256.4,712.0,504.1,564.3,649.1,724.6,1225.5,571.8,1248.5,551.4,570.3,73.5,50.6,497.1,832.2,112.0,536.5,1192.1,1188.4,563.0,34.7,0.0,486.0,570.8,154.7,521.4,515.6,123.7,241.1,585.8,248.7,666.4,491.7,80.8,537.2,528.3,459.4,545.6,693.3,416.5,98.6,147.5,616.4,61.3,584.5,537.2,104.3,580.3,185.4,122.8,532.0,530.7
TE,984.9,385.7,789.6,81.4,602.3,996.8,377.6,24.4,973.7,933.2,592.1,477.2,497.0,1016.1,362.2,32.5,1007.8,422.0,394.1,867.4,166.2,421.9,437.3,815.6,398.6,458.6,182.2,724.7,611.3,876.7,828.6,952.8,376.9,904.7,497.0,878.6,488.6,912.3,753.6,955.2,1032.7,563.2,175.2,993.6,737.2,405.0,424.0,989.6,184.2,975.2,387.5,304.3,377.7,900.6,402.3,95.2,919.0,318.6,577.6,864.7,733.9,379.1,1032.2,889.6,970.5,707.8,853.4,383.1,192.3,1622.6,371.1,1140.3,976.9,992.6,1121.9,414.0,889.1,1000.1,890.4,1021.5,998.6,482.9,523.4,969.9,495.8,584.8,200.1,855.7,877.8,76.9,490.3,472.7,0.0,1043.6,583.0,135.5,205.0,347.2,669.4,99.7,268.5,355.8,920.0,553.6,226.6,1001.1,887.7,1018.4,382.7,149.5,373.0,427.9,1044.7,470.7,1057.3,200.8,577.1,1008.6,658.2,551.1,167.2,959.0
TL,84.2,1247.4,409.6,1073.9,552.1,256.2,746.2,1052.2,146.7,240.5,541.9,572.7,638.7,143.1,1223.9,1004.5,936.7,1271.3,745.7,325.7,958.5,716.8,1286.6,744.5,750.2,596.2,1043.9,508.1,514.2,1394.3,757.5,97.8,645.9,146.3,632.8,1396.2,626.2,1429.9,537.0,1342.9,211.3,621.9,905.3,253.0,640.1,666.5,603.9,116.6,1045.9,148.2,719.4,736.7,810.3,1314.6,721.5,1011.1,250.7,720.0,557.3,793.6,517.3,672.5,113.0,1407.2,263.1,610.7,1371.0,762.9,984.6,1650.2,769.0,166.1,905.8,171.2,1050.8,1177.5,1406.7,127.1,1408.0,169.2,143.6,624.6,501.2,151.5,1345.1,534.6,1061.8,1373.3,1395.4,1114.1,585.8,578.7,1037.1,0.0,562.7,1051.4,1066.7,674.8,572.3,1136.9,774.0,1217.5,161.6,503.4,1088.3,146.1,816.6,277.8,1212.4,941.8,649.7,698.6,973.6,612.4,235.9,1062.5,480.0,181.6,585.9,530.8,1083.1,132.0
TO,567.3,830.1,372.0,656.6,184.7,579.2,328.9,634.9,556.1,515.6,174.5,155.4,221.4,598.5,806.6,587.2,590.2,866.4,328.4,449.8,541.2,298.0,881.7,398.0,332.9,178.9,626.6,307.1,193.7,1321.1,411.0,535.2,228.6,487.1,217.0,1323.0,208.9,1356.7,336.0,1399.6,615.1,204.6,488.0,576.0,319.6,249.2,210.3,572.0,628.6,557.6,302.1,319.4,379.2,1345.0,304.2,593.8,501.4,302.7,5.4,447.1,316.3,255.2,614.6,1334.0,552.9,290.2,1297.8,345.6,567.3,1826.3,364.4,722.7,559.3,575.0,704.3,858.4,1333.5,582.5,1334.8,603.9,581.0,207.3,105.8,552.3,940.2,167.2,644.5,1300.1,1322.2,696.8,168.5,133.7,619.8,626.0,0.0,634.1,649.4,257.5,251.8,719.6,356.7,800.2,502.4,136.0,671.0,583.5,470.1,600.8,827.1,524.5,232.4,281.3,627.1,195.1,639.7,645.2,159.5,591.0,240.6,49.0,665.8,541.4
TS,974.1,374.9,778.8,163.5,582.6,986.0,363.1,145.5,962.9,922.4,581.3,466.4,486.2,1005.3,351.4,97.8,987.7,411.2,382.7,856.6,155.4,412.6,426.5,804.8,387.8,447.8,171.4,707.9,600.5,865.9,817.8,942.0,366.1,893.9,487.7,864.1,477.8,901.5,742.8,944.4,1021.9,552.4,160.7,982.8,726.4,394.2,408.2,978.8,173.4,964.4,376.7,293.5,380.7,889.8,391.5,30.9,901.2,307.8,566.8,853.9,723.1,368.3,1017.7,878.8,956.0,697.0,842.6,372.3,177.8,1611.8,347.7,1129.5,966.1,981.8,1111.1,403.2,878.3,989.3,901.3,1009.7,984.1,472.1,512.6,959.1,481.3,574.0,189.3,844.9,867.0,207.4,479.5,487.2,130.4,1032.8,572.2,0.0,194.2,336.4,658.6,226.5,257.7,345.0,909.2,539.1,215.8,990.3,862.9,1007.6,371.9,138.7,362.2,417.1,1033.9,459.9,1046.5,190.0,566.3,994.1,647.4,540.3,31.7,948.2
TY,990.0,180.6,794.7,244.6,607.4,1001.9,382.7,232.3,978.8,938.3,597.2,482.3,502.1,1021.2,157.1,175.2,1012.9,216.9,399.2,872.5,171.3,427.0,232.2,820.7,403.7,463.7,22.9,729.8,616.4,671.6,833.7,957.9,382.0,909.8,502.1,673.5,493.7,707.2,758.7,750.1,1037.8,568.3,180.3,998.7,742.3,410.1,429.1,994.7,20.7,980.3,392.6,309.4,382.8,695.5,407.4,181.8,924.1,323.7,582.7,869.8,739.0,384.2,1037.3,684.5,975.6,712.9,648.3,388.2,197.4,1417.5,376.2,1145.4,982.0,997.7,1127.0,208.9,684.0,1005.2,685.3,1026.6,1003.7,488.0,528.5,975.0,290.7,589.9,41.3,650.6,672.7,284.8,495.4,477.8,207.8,1048.7,588.1,222.1,0.0,352.3,674.5,307.6,273.6,150.7,925.1,558.7,21.5,1006.2,892.8,1023.5,177.6,154.6,378.1,433.0,1049.8,475.8,1062.4,4.2,582.2,1013.7,663.3,556.2,253.8,964.1
UL,637.6,572.5,442.3,399.0,246.1,649.5,85.5,377.3,626.4,585.9,244.8,129.9,149.7,668.8,549.0,329.6,651.2,608.8,88.7,520.1,283.6,110.7,624.1,468.3,93.8,111.3,369.0,377.4,264.0,1063.5,481.3,605.5,29.6,557.4,149.7,1065.4,141.3,1099.1,406.3,1142.0,685.4,215.9,230.4,646.3,389.9,57.7,76.7,642.3,371.0,627.9,44.5,61.8,121.6,1087.4,60.8,336.2,571.7,45.1,230.3,517.4,386.6,31.8,684.9,1076.4,623.2,360.5,1040.2,102.2,309.7,1896.6,130.6,793.0,629.6,645.3,774.6,600.8,1075.9,652.8,1098.9,676.9,651.3,135.6,176.1,622.6,682.6,237.5,386.9,1042.5,1064.6,439.2,143.0,154.4,362.2,696.3,235.7,376.5,391.8,0.0,322.1,462.0,99.1,542.6,572.7,206.3,413.4,653.8,540.4,671.1,569.5,266.9,25.7,116.2,697.4,123.4,710.0,387.6,229.8,661.3,310.9,203.8,408.2,611.7
UM,535.9,869.5,340.6,696.0,165.3,547.8,368.3,674.3,524.7,484.2,164.0,194.8,260.8,567.1,846.0,626.6,309.9,905.8,367.2,418.4,580.6,337.9,921.1,127.0,372.3,218.3,666.0,275.7,62.3,1360.5,140.0,503.8,268.0,455.7,256.4,1362.4,248.3,1396.1,304.6,1439.0,583.7,244.0,527.4,544.6,67.7,288.6,249.7,540.6,668.0,526.2,341.5,358.8,432.4,1384.4,343.6,633.2,470.0,342.1,179.4,176.1,284.9,294.6,583.2,1373.4,521.5,38.3,1337.2,385.0,606.7,1794.9,403.8,691.3,288.3,543.6,433.3,897.8,1372.9,551.1,1395.9,575.2,549.6,246.7,123.3,520.9,979.6,156.7,683.9,1339.5,1361.6,736.2,207.9,200.8,659.2,594.6,184.8,673.5,688.8,296.9,0.0,759.0,396.1,839.6,471.0,125.5,710.4,552.1,185.1,569.4,866.5,563.9,271.8,320.7,356.1,234.5,608.3,684.6,88.2,559.6,208.0,152.9,705.2,510.0
UV,1067.2,468.0,871.9,163.7,675.7,1079.1,459.9,59.1,1056.0,1015.5,674.4,559.5,579.3,1098.4,444.5,114.8,1080.8,504.3,475.8,949.7,248.5,504.2,519.6,897.9,480.9,540.9,264.5,801.0,693.6,959.0,910.9,1035.1,459.2,987.0,579.3,960.9,570.9,994.6,835.9,1037.5,1115.0,645.5,257.5,1075.9,819.5,487.3,501.3,1071.9,266.5,1057.5,469.8,386.6,473.8,982.9,484.6,177.5,1001.3,400.9,659.9,947.0,816.2,461.4,1114.5,971.9,1052.8,790.1,935.7,465.4,274.6,1704.9,440.8,1222.6,1059.2,1074.9,1204.2,496.3,971.4,1082.4,994.4,1106.5,1080.9,565.2,605.7,1052.2,578.1,667.1,282.4,938.0,960.1,17.9,572.6,584.0,82.2,1125.9,665.3,217.8,287.3,429.5,751.7,0.0,350.8,438.1,1002.3,635.9,308.9,1083.4,970.0,1100.7,465.0,231.8,455.3,510.2,1127.0,553.0,1139.6,283.1,659.4,1090.9,740.5,633.4,249.5,1041.3
VA,721.1,487.3,525.8,313.8,338.5,733.0,120.9,292.1,709.9,669.4,328.3,213.4,233.2,752.3,463.8,244.4,744.0,523.6,137.4,603.6,198.4,158.1,538.9,551.8,141.9,194.8,283.8,460.9,347.5,978.3,564.8,689.0,113.1,640.9,233.2,980.2,224.8,1013.9,489.8,1056.8,768.9,299.4,145.2,729.8,473.4,141.2,160.2,725.8,285.8,711.4,130.8,35.7,109.1,1002.2,144.3,251.0,655.2,50.0,313.8,600.9,470.1,115.3,768.4,991.2,706.7,444.0,955.0,154.7,224.5,1724.2,142.7,876.5,713.1,728.8,858.1,515.6,990.7,736.3,992.0,757.7,734.8,219.1,259.6,706.1,597.4,321.0,301.7,957.3,979.4,354.0,226.5,208.9,277.0,779.8,319.2,291.3,306.6,83.4,405.6,376.8,0.0,457.4,656.2,289.8,328.2,737.3,623.9,754.6,484.3,181.7,109.2,164.1,780.9,206.9,793.5,302.4,313.3,744.8,394.4,287.3,323.0,695.2
VF,1145.5,141.0,950.2,400.1,762.9,1157.4,538.2,378.4,1134.3,1093.8,752.7,637.8,657.6,1176.7,167.4,330.7,1168.4,145.3,554.7,1028.0,326.8,582.5,160.6,976.2,559.2,619.2,178.4,885.3,771.9,600.0,989.2,1113.4,537.5,1065.3,657.6,601.9,649.2,635.6,914.2,678.5,1193.3,723.8,335.8,1154.2,897.8,565.6,584.6,1150.2,176.2,1135.8,548.1,464.9,538.3,623.9,562.9,337.3,1079.6,479.2,738.2,1025.3,894.5,539.7,1192.8,612.9,1131.1,868.4,576.7,543.7,352.9,1345.9,531.7,1300.9,1137.5,1153.2,1282.5,137.3,612.4,1160.7,613.7,1182.1,1159.2,643.5,684.0,1130.5,219.1,745.4,196.8,579.0,601.1,440.3,650.9,633.3,363.3,1204.2,743.6,377.6,155.4,507.8,830.0,463.1,429.1,0.0,1080.6,714.2,134.0,1161.7,1048.3,1179.0,106.0,310.1,533.6,588.5,1205.3,631.3,1217.9,159.6,737.7,1169.2,818.8,711.7,409.3,1119.6
