from_stop,AD,AE,AH,BB,BC,BD,BH,BK,BQ,BV,CA,CF,CL,CR,DI,DL,DP,DU,DV,EL,EQ,FA,FJ,FN,FP,FU,FX,GP,GQ,GS,GU,HH,IB,IJ,IM,IQ,IR,IY,JH,JM,JO,JQ,JT,JV,JZ,KH,KP,KV,KX,KY,LC,LD,LF,LK,LW,ME,MW,MY,ND,NM,NN,NU,NW,NY,OB,OQ,PF,PG,PH,PM,PN,PZ,QA,QB,QK,QV,RB,RH,RW,SE,SG,SK,SM,SN,ST,SV,TB,TE,TG,TN,TO,UC,UD,UF,UN,UW,VC,VK,VT,VV,WQ,WR,WT,WV,WY,XC,XF,XI,XR,XV,XY,YC,YD,YE,YG,YY,ZF,ZO,ZY
SN,637.6,318.9,600.4,404.6,466.2,67.8,608.5,302.1,364.9,601.3,382.1,775.1,483.8,525.4,240.1,465.9,330.3,257.1,640.9,613.1,490.2,107.6,632.6,549.7,73.8,360.1,512.6,350.5,220.0,238.5,317.8,495.1,611.1,314.6,337.6,238.8,33.0,772.0,309.1,581.7,542.5,343.6,233.6,237.6,502.7,233.6,55.8,622.6,95.1,746.4,207.0,213.5,617.3,226.5,633.2,223.4,513.1,477.0,501.3,373.1,207.2,377.9,629.8,239.5,620.4,631.6,501.2,738.2,393.5,646.4,553.8,541.2,103.7,234.3,42.0,324.5,570.5,207.2,389.5,496.3,107.7,229.0,366.4,0.0,550.2,332.4,369.1,126.2,245.0,304.3,490.7,307.7,301.3,289.9,227.6,813.6,286.7,106.8,660.1,694.8,324.3,592.4,671.3,367.4,521.3,515.7,359.2,298.5,733.1,1278.4,560.8,63.1,690.1,235.7,528.2,511.0,237.9,226.9,495.2
ST,426.2,479.2,389.0,549.9,186.9,613.4,397.1,416.0,492.5,389.9,509.7,563.7,204.5,228.7,508.1,186.6,490.6,576.6,429.5,401.7,210.9,670.7,421.2,131.4,638.5,459.5,240.8,479.6,488.0,558.0,478.1,198.4,399.7,528.2,466.7,535.4,618.1,560.6,469.4,370.3,105.6,471.2,501.6,467.2,223.4,549.8,628.7,411.2,640.7,535.0,526.5,533.0,405.9,546.0,421.8,555.6,233.8,265.6,204.6,502.2,526.7,505.5,418.4,508.7,409.0,420.2,112.3,526.8,521.1,435.0,246.9,263.9,560.2,516.4,567.2,449.9,359.1,526.7,517.1,117.4,564.2,498.2,398.0,611.4,0.0,477.7,498.2,689.3,505.7,448.3,194.0,521.3,530.9,519.5,559.8,602.2,516.3,563.3,448.7,483.4,537.9,381.0,459.9,496.5,116.6,134.9,486.8,512.1,521.7,1261.2,349.4,619.4,478.7,567.9,231.5,146.4,557.4,523.5,215.9
SV,506.3,180.0,469.1,82.0,338.3,344.3,477.2,152.0,81.0,470.0,100.5,643.8,352.5,394.1,258.6,334.6,192.0,225.0,509.6,481.8,362.3,390.7,504.7,418.4,369.4,182.0,378.0,138.4,235.1,206.4,178.9,363.8,464.4,173.3,125.5,186.2,349.0,640.7,170.2,434.1,408.9,59.7,252.1,107.8,371.4,139.3,359.6,491.3,371.6,615.1,214.2,223.0,486.5,194.4,501.9,145.1,381.8,345.7,370.0,161.0,213.9,96.3,498.5,135.0,489.1,498.0,369.9,606.9,109.6,512.8,422.5,409.9,288.8,105.9,298.1,161.8,436.9,175.1,107.9,365.0,298.5,127.9,181.5,342.3,418.9,0.0,160.4,420.2,98.6,41.4,359.4,159.6,140.6,129.2,174.0,680.0,126.0,294.2,528.8,563.5,152.0,461.1,540.0,155.3,390.0,384.4,75.3,166.8,605.2,1078.4,421.2,353.7,558.8,157.4,400.3,377.4,205.8,132.4,361.6
TB,518.4,235.5,481.2,264.2,347.0,385.5,489.3,146.0,206.8,482.1,224.0,655.9,362.2,406.2,280.2,346.7,249.8,327.8,521.7,493.9,371.0,431.9,513.4,430.5,410.6,152.1,392.4,90.5,260.1,292.3,234.4,375.9,491.9,260.5,81.1,267.7,390.2,652.8,225.7,448.5,423.3,185.5,273.7,199.5,383.5,260.5,400.8,492.5,412.8,627.2,293.1,299.6,500.9,297.2,514.0,266.3,393.9,357.8,382.1,113.1,292.8,219.8,496.1,258.5,501.2,512.4,385.5,619.0,235.4,527.2,434.6,422.0,332.3,227.1,339.3,131.9,451.3,277.9,231.4,377.1,336.3,230.5,153.9,383.5,431.0,192.0,0.0,461.4,216.4,162.6,371.5,253.6,235.5,250.4,295.2,694.4,247.2,330.9,540.9,575.6,270.2,473.2,552.1,95.1,402.1,396.5,201.1,244.4,613.9,1164.0,435.6,391.5,570.9,278.6,409.0,391.8,308.6,253.6,376.0
TE,695.3,376.6,658.1,462.3,523.9,57.6,666.2,359.8,422.6,659.0,439.8,832.8,541.5,583.1,297.8,523.6,388.0,314.8,698.6,670.8,547.9,42.8,690.3,607.4,150.2,417.8,570.3,408.2,277.7,296.2,375.5,552.8,668.8,372.3,395.3,296.5,74.9,829.7,366.8,639.4,600.2,401.3,291.3,295.3,560.4,291.3,132.2,680.3,94.9,804.1,264.7,271.2,675.0,284.2,690.9,281.1,570.8,534.7,559.0,430.8,264.9,435.6,687.5,297.2,678.1,689.3,558.9,795.9,451.2,704.1,611.5,598.9,161.4,292.0,123.1,382.2,628.2,264.9,447.2,554.0,165.4,286.7,424.1,117.9,607.9,390.1,426.8,0.0,302.7,362.0,548.4,365.4,359.0,347.6,285.3,871.3,344.4,164.5,717.8,752.5,382.0,650.1,729.0,425.1,579.0,573.4,416.9,356.2,790.8,1336.1,618.5,153.1,747.8,293.4,585.9,568.7,295.6,284.6,552.9
TG,542.8,153.4,505.6,159.5,371.4,249.0,513.7,188.5,119.8,506.5,137.0,680.3,386.6,430.6,159.9,371.1,164.8,129.7,546.1,518.3,395.4,306.3,537.8,454.9,274.1,218.5,416.8,161.3,139.8,94.2,152.3,400.3,497.5,112.9,162.0,90.9,253.7,677.2,143.6,472.9,447.7,98.5,153.4,47.4,407.9,44.0,264.3,516.9,276.3,651.6,121.2,127.7,525.3,99.1,538.4,49.8,418.3,382.2,406.5,197.5,120.9,132.8,520.5,42.0,525.6,536.8,409.9,643.4,148.4,551.6,459.0,446.4,195.8,10.6,202.8,198.3,475.7,79.8,144.4,401.5,199.8,32.6,220.3,247.0,455.4,89.4,193.5,324.9,0.0,59.2,395.9,99.2,80.2,68.8,78.7,718.8,65.6,194.4,557.9,600.0,93.9,497.6,576.5,191.8,426.5,420.9,114.1,106.4,657.4,1114.9,460.0,255.0,595.3,62.1,433.4,416.2,110.5,37.1,400.4
TN,483.5,157.2,446.3,100.2,312.1,302.8,454.4,129.2,60.5,447.2,77.7,621.0,329.7,371.3,213.7,311.8,168.6,183.5,486.8,459.0,336.1,360.1,478.5,395.6,327.9,159.2,358.5,115.6,193.6,164.9,156.1,341.0,457.0,131.8,102.7,144.7,307.5,617.9,147.4,427.6,388.4,39.2,207.2,66.3,348.6,97.8,318.1,468.5,330.1,592.3,175.0,181.5,463.2,152.9,479.1,103.6,359.0,322.9,347.2,138.2,175.2,73.5,475.7,74.8,466.3,477.5,347.1,584.1,89.1,492.3,399.7,387.1,249.6,64.4,256.6,139.0,416.4,133.6,85.1,342.2,253.6,86.4,144.1,300.8,396.1,28.0,134.2,378.7,53.7,0.0,336.6,118.1,99.1,87.7,107.8,659.5,84.5,252.7,506.0,540.7,112.8,438.3,517.2,132.5,367.2,361.6,54.8,125.3,579.0,1055.6,406.7,308.8,536.0,115.9,374.1,356.9,164.3,90.9,341.1
TO,290.3,340.0,253.1,410.7,195.3,474.2,261.2,276.8,353.3,254.0,370.5,427.8,212.9,34.6,368.9,195.0,354.3,437.4,293.6,235.5,219.3,531.5,255.0,137.0,499.3,320.3,75.6,340.4,348.8,418.8,338.9,4.3,233.5,389.0,327.5,396.2,478.9,424.7,330.2,204.1,129.4,332.0,362.4,328.0,231.8,410.6,489.5,275.3,501.5,399.1,387.3,393.8,270.0,406.8,255.6,416.4,242.2,129.7,10.5,363.0,387.5,366.3,252.2,369.5,273.1,284.3,138.8,390.9,381.9,268.8,52.8,56.1,421.0,377.2,428.0,310.7,192.9,387.5,377.9,157.9,425.0,359.0,258.8,472.2,173.7,338.5,359.0,550.1,366.5,309.1,0.0,382.1,391.7,380.3,420.6,466.3,377.1,424.1,312.8,347.5,398.7,245.1,293.7,357.3,166.6,99.8,347.6,372.9,385.8,1125.3,183.2,480.2,342.8,428.7,37.4,121.4,418.2,384.3,224.3
UC,553.4,142.2,516.2,235.4,382.0,303.3,524.3,199.6,178.0,517.1,195.2,690.9,399.6,441.2,214.2,381.7,153.6,210.2,556.7,528.9,406.0,360.6,548.4,465.5,328.4,234.2,428.4,190.6,194.1,191.6,141.1,410.9,526.9,48.5,177.7,150.1,308.0,687.8,132.4,497.5,458.3,156.7,207.7,81.9,418.5,157.7,318.6,538.4,330.6,662.2,175.5,182.0,533.1,179.6,549.0,163.5,428.9,392.8,417.1,213.2,175.7,191.0,545.6,123.4,536.2,547.4,417.0,654.0,206.6,562.2,469.6,457.0,250.1,124.3,257.1,214.0,486.3,160.3,202.6,412.1,254.1,112.9,201.1,301.3,466.0,163.2,209.2,379.2,113.6,133.8,406.5,0.0,69.9,73.0,167.7,729.4,73.7,253.2,575.9,610.6,58.2,508.2,587.1,207.5,437.1,431.5,172.3,28.8,648.9,1112.6,476.6,309.3,605.9,175.8,444.0,426.8,191.0,138.2,411.0
UD,581.7,170.5,544.5,239.3,410.3,318.1,552.6,227.9,161.6,545.4,217.8,719.2,425.5,469.5,229.0,410.0,184.8,224.4,585.0,557.2,434.3,345.6,576.7,493.8,305.2,233.5,420.2,205.3,208.9,188.9,169.4,439.2,536.4,63.6,206.0,164.9,322.8,680.6,160.7,476.3,451.1,140.3,184.5,67.0,446.8,138.7,315.2,555.8,345.4,690.5,152.3,196.8,528.7,193.8,577.3,144.5,457.2,422.0,445.4,241.5,190.0,212.6,559.4,136.7,529.0,540.2,448.8,669.4,228.2,555.0,497.9,485.3,226.9,105.3,271.9,242.3,514.6,174.5,224.2,440.4,268.9,127.3,259.1,316.1,494.3,172.1,202.0,394.0,56.6,139.0,434.8,49.9,0.0,54.0,184.9,722.2,54.7,263.5,596.8,638.9,44.6,536.5,617.3,235.8,465.4,459.8,193.9,57.1,696.3,1140.9,498.9,324.1,634.2,156.8,472.3,419.6,189.9,131.8,403.8
UF,551.5,140.3,514.3,206.6,380.1,285.4,522.4,197.7,166.9,515.2,184.1,689.0,397.7,439.3,196.3,379.8,154.6,191.7,554.8,527.0,404.1,342.7,546.5,463.6,310.5,232.3,426.5,188.7,176.2,173.1,139.2,409.0,525.0,85.4,175.8,132.2,290.1,685.9,130.5,495.6,456.4,145.6,189.8,34.3,416.6,106.0,300.7,536.5,312.7,660.3,157.6,164.1,531.2,161.1,547.1,111.8,427.0,390.9,415.2,211.3,157.8,179.9,543.7,83.0,534.3,545.5,415.1,652.1,195.5,560.3,467.7,455.1,232.2,72.6,239.2,212.1,484.4,141.8,191.5,410.2,236.2,94.6,199.2,283.4,464.1,134.4,207.3,361.3,61.9,106.3,404.6,71.7,52.7,0.0,116.0,727.5,38.1,235.3,574.0,608.7,66.4,506.3,585.2,205.6,435.2,429.6,161.2,78.9,647.0,1110.7,474.7,291.4,604.0,124.1,442.1,424.9,172.5,99.1,409.1
UN,609.5,220.1,572.3,226.2,424.2,264.2,580.4,255.2,198.8,573.2,203.7,747.0,455.7,497.3,161.2,437.8,231.5,144.9,612.8,585.0,448.2,307.6,616.8,521.6,289.3,285.2,483.5,241.6,155.0,126.3,219.0,467.0,569.1,179.6,228.7,133.1,268.9,730.0,210.3,551.9,514.4,151.3,168.6,114.1,474.6,55.2,279.5,594.5,291.5,718.3,136.4,129.0,578.1,114.3,605.1,17.6,485.0,448.9,473.2,264.2,122.2,199.5,601.7,101.5,592.3,603.5,473.1,710.1,227.4,618.3,525.7,513.1,197.1,42.0,218.0,265.0,554.7,95.0,211.1,468.2,201.1,106.0,299.3,262.2,522.1,156.1,260.2,340.1,66.6,125.9,462.6,165.9,146.9,135.5,0.0,785.5,132.3,214.1,632.0,666.7,160.6,564.3,643.2,258.5,493.2,487.6,193.1,173.1,710.2,1181.6,512.8,256.3,662.0,44.8,512.4,482.9,125.7,79.3,467.1
UW,412.9,697.4,375.7,768.1,778.8,831.6,383.8,634.2,710.7,325.3,728.9,74.2,794.0,526.6,726.3,778.5,708.8,794.8,416.2,567.7,802.8,888.9,587.2,593.2,856.7,659.3,466.2,697.8,706.2,776.2,696.3,536.6,546.9,746.4,684.9,753.6,836.3,98.5,687.6,522.3,585.6,689.4,719.8,685.4,815.3,768.0,828.7,387.0,858.9,156.2,744.7,751.2,395.4,764.2,587.8,773.8,825.7,432.5,542.8,720.4,744.4,723.7,584.4,747.2,395.7,406.9,595.0,148.0,739.3,601.0,508.4,495.8,778.4,734.6,785.4,668.1,525.1,744.9,735.3,614.1,782.4,716.4,645.9,829.6,629.9,698.0,716.4,907.5,723.9,666.5,532.2,739.5,722.8,737.7,778.0,0.0,734.5,777.0,435.4,122.6,756.1,367.7,625.9,714.7,622.8,556.0,705.0,730.3,144.3,1333.9,509.4,837.6,117.9,786.1,532.2,577.6,760.3,741.7,807.8
VC,570.5,159.3,533.3,225.6,399.1,304.4,541.4,216.7,185.9,534.2,203.1,708.0,416.7,458.3,215.3,398.8,170.7,210.7,573.8,546.0,423.1,361.7,565.5,482.6,329.5,251.3,445.5,207.7,195.2,192.1,158.2,428.0,544.0,68.3,194.8,151.2,309.1,704.9,149.5,514.6,475.4,164.6,208.8,53.3,435.6,125.0,319.7,555.5,331.7,679.3,176.6,183.1,550.2,180.1,566.1,130.8,446.0,409.9,434.2,230.3,176.8,198.9,562.7,102.0,553.3,564.5,434.1,671.1,214.5,579.3,486.7,474.1,251.2,91.6,258.2,231.1,503.4,160.8,210.5,429.2,255.2,113.6,218.2,302.4,483.1,153.4,226.3,380.3,80.9,125.3,423.6,54.6,35.6,40.3,135.0,746.5,0.0,254.3,593.0,627.7,49.3,525.3,604.2,224.6,454.2,448.6,180.2,61.8,666.0,1129.7,493.7,310.4,623.0,143.1,461.1,443.9,191.5,118.1,428.1
VK,608.2,289.5,571.0,375.2,432.3,107.5,579.1,272.7,331.0,571.9,353.7,745.7,452.0,496.0,206.2,436.5,296.4,227.7,611.5,583.7,456.3,135.0,603.2,520.3,128.1,301.7,482.2,307.5,190.6,192.2,288.4,465.7,562.9,285.2,308.2,209.4,112.2,738.1,279.7,533.8,513.1,314.2,204.2,208.2,473.3,204.2,104.6,582.3,134.8,717.0,177.6,179.6,586.2,197.1,603.8,194.0,483.7,448.5,471.9,343.7,177.3,348.5,585.9,225.9,586.5,602.2,475.3,695.9,359.6,617.0,524.4,511.8,3.0,200.4,61.3,295.1,536.6,177.8,360.1,466.9,0.8,199.6,346.8,105.5,520.8,308.0,339.7,183.4,211.1,274.9,461.3,278.3,245.6,260.5,234.4,784.2,257.3,0.0,623.3,665.4,290.4,563.0,643.8,338.0,491.9,486.3,329.8,269.1,722.8,1249.0,520.9,113.5,660.7,206.3,498.8,481.6,193.2,197.5,465.8
VT,139.7,517.1,102.5,587.8,462.6,651.3,110.6,453.9,521.8,167.2,548.6,341.0,486.4,346.3,546.0,470.9,528.5,605.9,66.1,387.4,486.6,678.8,398.3,412.9,667.8,479.0,277.3,503.9,525.9,579.0,516.0,356.3,366.6,566.1,504.6,573.3,656.0,329.3,507.3,333.4,396.7,509.1,530.9,505.1,507.7,587.7,648.4,70.3,678.6,312.3,555.8,562.3,113.6,583.9,407.5,593.5,518.1,252.2,362.5,540.1,555.5,543.4,389.6,558.3,113.9,32.8,418.2,291.2,550.4,412.1,328.1,315.5,589.5,545.7,605.1,487.8,336.2,564.6,555.0,433.8,593.5,536.1,465.6,649.3,449.6,520.6,536.1,727.2,535.0,486.2,351.9,559.2,542.5,557.4,633.9,370.9,554.2,596.7,0.0,260.7,567.2,94.5,447.5,534.4,442.5,375.7,516.1,550.0,318.1,1155.4,320.5,648.7,256.0,605.8,343.3,388.7,580.0,561.4,491.6
VV,351.9,636.4,314.7,707.1,710.2,770.6,322.8,573.2,649.7,264.3,666.9,93.7,727.8,465.6,665.3,709.9,650.7,733.8,355.2,506.7,734.2,827.9,526.2,532.2,795.7,616.7,406.2,636.8,645.2,715.2,635.3,475.6,504.7,685.4,623.9,692.6,775.3,90.6,626.6,475.3,524.6,628.4,658.8,624.4,746.7,707.0,785.9,336.9,797.9,85.0,683.7,690.2,331.6,703.2,526.8,712.8,757.1,370.6,481.8,659.4,683.9,662.7,523.4,665.9,334.7,345.9,534.0,76.8,678.3,540.0,447.4,434.8,717.4,673.6,724.4,607.1,464.1,683.9,674.3,553.1,721.4,655.4,555.2,768.6,568.9,634.9,655.4,846.5,662.9,605.5,471.2,678.5,688.1,676.7,717.0,132.2,673.5,720.5,374.4,0.0,695.1,306.7,564.9,653.7,561.8,495.0,644.0,669.3,71.7,1265.3,454.4,776.6,4.9,725.1,471.2,516.6,714.6,680.7,739.2
WQ,574.2,163.0,537.0,257.2,402.8,324.1,545.1,220.4,198.8,537.9,216.0,711.7,418.0,462.0,235.0,402.5,177.3,231.0,577.5,549.7,426.8,370.5,569.2,486.3,349.2,226.0,448.2,211.4,214.9,195.5,161.9,431.7,528.9,56.1,198.5,170.9,328.8,708.6,153.2,504.3,479.1,177.5,228.5,84.9,439.3,156.6,321.2,548.3,351.4,683.0,196.3,202.8,556.7,200.4,569.8,162.4,449.7,413.6,437.9,234.0,196.0,211.8,566.4,154.6,557.0,568.2,441.3,674.8,227.4,583.0,490.4,477.8,270.9,123.2,277.9,234.8,507.1,181.1,223.4,432.9,274.9,133.7,251.6,322.1,486.8,185.0,230.0,400.0,112.5,154.6,427.3,42.4,68.8,71.9,202.8,750.2,72.6,274.0,596.7,631.4,0.0,529.0,609.8,228.3,457.9,452.3,193.1,49.6,688.8,1133.4,491.4,330.1,626.7,174.7,464.8,447.6,211.8,149.7,431.8
WR,45.1,483.5,31.0,554.2,437.6,617.7,16.0,420.3,496.8,133.6,514.0,307.4,455.2,312.7,512.4,437.3,497.8,580.9,82.5,353.8,461.6,675.0,373.3,379.3,642.8,463.8,253.3,483.9,492.3,562.3,482.4,322.7,351.8,532.5,471.0,539.7,622.4,304.3,473.7,322.4,371.7,475.5,505.9,471.5,474.1,554.1,633.0,64.2,645.0,278.7,530.8,537.3,24.8,550.3,373.9,559.9,484.5,217.7,328.9,506.5,531.0,509.8,370.5,513.0,66.4,73.2,381.1,270.5,525.4,387.1,294.5,281.9,564.5,520.7,571.5,454.2,311.2,531.0,521.4,400.2,568.5,502.5,402.3,615.7,416.0,482.0,502.5,693.6,510.0,452.6,318.3,525.6,535.2,523.8,564.1,345.9,520.6,567.6,101.7,227.1,542.2,0.0,412.0,500.8,408.9,342.1,491.1,516.4,265.4,1121.8,301.5,623.7,222.4,572.2,318.3,363.7,561.7,527.8,466.6
WT,395.9,527.5,358.7,598.2,465.2,661.7,366.8,464.3,542.7,359.6,559.0,533.4,480.4,273.1,556.4,464.9,538.9,624.9,399.2,135.5,489.2,689.2,48.0,406.9,688.7,489.4,212.7,514.3,536.3,589.4,526.4,283.1,92.9,576.5,515.0,583.7,666.4,530.3,517.7,117.5,401.2,519.5,549.9,515.5,501.7,598.1,658.8,370.0,689.0,504.7,576.7,581.3,378.4,594.3,98.2,603.9,512.1,176.9,289.3,550.5,576.4,553.8,45.9,577.3,378.7,389.9,412.2,483.6,569.4,137.4,254.9,242.3,608.5,564.7,615.5,498.2,96.4,575.0,565.4,427.8,612.5,546.5,476.0,659.7,443.6,531.0,546.5,737.6,554.0,496.6,278.7,569.6,552.9,567.8,644.3,571.9,564.6,607.1,411.0,453.1,586.2,350.7,0.0,544.8,436.5,369.7,537.0,560.4,510.5,1230.9,112.5,667.7,448.4,616.2,280.6,393.2,590.4,571.8,496.1
WV,509.6,226.7,472.4,255.4,338.2,376.7,480.5,137.2,198.0,473.3,215.2,647.1,355.8,397.4,271.4,337.9,241.0,319.0,512.9,485.1,362.2,434.0,504.6,421.7,401.8,143.3,384.6,81.7,251.3,300.4,225.6,367.1,483.1,251.7,72.3,258.9,381.4,644.0,216.9,453.7,414.5,176.7,264.9,190.7,374.7,251.7,392.0,494.6,404.0,618.4,284.3,290.8,489.3,288.4,505.2,257.5,385.1,349.0,373.3,104.3,284.5,211.0,501.8,228.7,492.4,503.6,373.2,610.2,226.6,518.4,425.8,413.2,323.5,218.3,330.5,123.1,442.5,269.1,222.6,368.3,327.5,221.7,130.8,374.7,422.2,183.2,68.0,452.6,207.6,153.8,362.7,244.8,253.0,241.6,261.7,685.6,238.4,326.6,532.1,566.8,261.4,464.4,543.3,0.0,393.3,387.7,192.3,235.6,605.1,1155.2,432.8,382.7,562.1,269.8,400.2,383.0,299.8,244.8,367.2
WY,412.2,446.5,375.0,517.2,172.9,580.7,383.1,383.3,459.8,375.9,477.0,549.7,190.5,196.0,475.4,172.6,457.9,543.9,415.5,368.0,196.9,638.0,387.5,98.7,605.8,426.8,208.1,446.9,455.3,525.3,445.4,165.7,366.0,495.5,434.0,502.7,585.4,546.6,436.7,336.6,72.9,438.5,468.9,434.5,209.4,517.1,596.0,397.2,608.0,521.0,493.8,500.3,391.9,513.3,388.1,522.9,219.8,251.6,171.9,469.5,494.0,472.8,384.7,476.0,395.0,406.2,67.4,512.8,488.4,401.3,214.2,231.2,527.5,483.7,534.5,417.2,325.4,494.0,484.4,135.5,531.5,465.5,365.3,578.7,111.0,445.0,465.5,656.6,473.0,415.6,161.3,488.6,498.2,486.8,527.1,588.2,483.6,530.6,434.7,469.4,505.2,367.0,426.2,463.8,0.0,102.2,454.1,479.4,507.7,1247.2,315.7,586.7,464.7,535.2,198.8,113.7,524.7,490.8,201.9
XC,363.5,413.2,326.3,483.9,201.9,547.4,334.4,350.0,426.5,327.2,443.7,501.0,219.5,162.7,442.1,201.6,424.6,510.6,366.8,334.7,225.9,604.7,354.2,86.1,572.5,393.5,174.8,413.6,422.0,492.0,412.1,132.4,332.7,462.2,400.7,469.4,552.1,497.9,403.4,303.3,78.5,405.2,435.6,401.2,238.4,483.8,562.7,348.5,574.7,472.3,460.5,467.0,343.2,480.0,354.8,489.6,248.8,202.9,138.6,436.2,460.7,439.5,351.4,442.7,346.3,357.5,111.4,464.1,455.1,368.0,180.9,197.9,494.2,450.4,501.2,383.9,292.1,460.7,451.1,164.5,498.2,432.2,332.0,545.4,122.8,411.7,432.2,623.3,439.7,382.3,128.0,455.3,464.9,453.5,493.8,539.5,450.3,497.3,386.0,420.7,471.9,318.3,392.9,430.5,115.7,0.0,420.8,446.1,459.0,1198.5,282.4,553.4,416.0,501.9,165.5,101.1,491.4,457.5,230.9
XF,501.7,175.4,464.5,163.4,330.3,360.8,472.6,147.4,59.3,465.4,22.8,639.2,345.5,389.5,271.7,330.0,186.8,245.4,505.0,477.2,354.3,418.1,496.7,413.8,385.9,177.4,375.7,120.2,251.6,209.9,174.3,359.2,456.4,193.7,120.9,206.6,365.5,636.1,165.6,431.8,406.6,38.0,265.2,128.2,366.8,159.7,376.1,475.8,388.1,610.5,233.0,239.5,484.2,214.8,497.3,165.5,377.2,341.1,365.4,156.4,232.7,72.3,493.9,157.7,484.5,495.7,368.8,602.3,34.2,510.5,417.9,405.3,307.6,126.3,314.6,157.2,434.6,195.5,30.2,360.4,311.6,148.3,179.2,358.8,414.3,96.2,152.4,436.7,115.6,61.8,354.8,180.0,161.0,149.6,194.4,677.7,146.4,306.2,524.2,558.9,174.7,456.5,537.3,150.7,385.4,379.8,0.0,184.3,616.3,1073.8,418.9,366.8,554.2,177.8,392.3,375.1,210.9,152.8,359.3
XI,543.9,132.7,506.7,225.9,372.5,293.8,514.8,190.1,168.5,507.6,185.7,681.4,390.1,431.7,204.7,372.2,144.1,200.7,547.2,519.4,396.5,351.1,538.9,456.0,318.9,224.7,418.9,181.1,184.6,182.1,131.6,401.4,517.4,55.4,168.2,140.6,298.5,678.3,122.9,488.0,448.8,147.2,198.2,72.4,409.0,155.0,309.1,528.9,321.1,652.7,166.0,172.5,523.6,170.1,539.5,160.8,419.4,383.3,407.6,203.7,166.2,181.5,536.1,113.9,526.7,537.9,407.5,644.5,197.1,552.7,460.1,447.5,240.6,121.6,247.6,204.5,476.8,150.8,193.1,402.6,244.6,103.4,191.6,291.8,456.5,153.7,199.7,369.7,110.9,124.3,397.0,48.5,76.8,79.9,165.0,719.9,80.6,243.7,566.4,601.1,65.1,498.7,577.6,198.0,427.6,422.0,162.8,0.0,639.4,1103.1,467.1,299.8,596.4,173.1,434.5,417.3,181.5,128.7,401.5
XR,382.9,667.4,345.7,738.1,748.8,801.6,353.8,604.2,680.7,295.3,700.3,124.7,766.4,496.6,696.2,748.5,678.8,764.8,386.2,537.7,772.8,848.0,557.1,563.2,826.7,650.1,436.2,670.2,676.2,748.6,666.3,506.6,519.3,716.4,654.9,723.6,806.3,121.6,657.6,492.3,555.5,659.3,689.8,655.4,785.3,738.0,819.3,370.3,828.9,84.9,714.7,721.2,365.4,734.2,557.8,743.8,795.7,404.0,512.8,690.4,714.4,693.7,556.8,717.2,368.1,376.9,567.4,79.1,709.3,570.9,478.4,465.8,748.4,704.6,755.4,638.1,495.1,714.9,705.3,584.1,752.4,686.4,615.9,799.6,599.9,668.3,686.3,877.5,696.3,636.5,502.2,709.5,721.5,707.7,772.7,163.1,704.5,753.9,407.8,62.4,728.5,337.7,598.3,684.7,592.8,526.0,674.9,700.3,0.0,1303.9,481.8,810.0,57.7,756.1,504.6,547.5,748.0,711.7,777.8
XV,1240.3,1180.3,1203.1,1299.3,1246.4,1202.9,1211.2,1163.5,1241.9,1204.0,1259.1,1377.8,1264.0,1305.6,1157.0,1246.1,1194.6,1225.5,1243.6,1340.8,1270.4,1260.2,1360.3,1329.9,1228.0,1155.9,1240.3,1176.0,1136.9,1206.9,1179.2,1275.3,1338.8,1243.1,1163.1,1207.2,1207.6,1374.7,1170.5,1309.4,1322.7,1220.6,1150.5,1182.1,1282.9,1202.0,1218.2,1225.3,1230.2,1349.1,1175.4,1181.9,1220.0,1194.9,1360.9,1191.8,1293.3,1204.7,1281.5,1198.6,1175.6,1254.9,1357.5,1207.9,1223.1,1234.3,1281.4,1340.9,1270.5,1374.1,1281.5,1268.9,1149.7,1202.7,1156.7,1146.3,1298.2,1175.6,1266.5,1276.5,1153.7,1197.4,1094.4,1200.9,1330.4,1227.1,1194.6,1278.8,1213.4,1197.7,1270.9,1236.2,1245.8,1234.4,1196.0,1416.3,1231.2,1152.8,1262.8,1297.5,1252.8,1195.1,1399.0,1192.9,1301.5,1295.9,1236.2,1227.0,1335.8,0.0,1288.5,1208.9,1292.8,1204.1,1308.4,1291.2,1206.3,1195.3,1275.4
XY,309.4,441.0,272.2,511.7,378.7,575.2,280.3,377.8,454.3,273.1,472.5,446.9,393.9,186.6,469.9,378.4,452.4,538.4,312.7,118.1,402.7,621.6,129.2,320.4,600.3,402.9,126.2,441.4,449.8,502.9,439.9,196.6,97.3,490.0,428.5,497.2,579.9,443.8,431.2,72.7,312.8,433.0,463.4,429.0,415.2,511.6,590.5,283.5,602.5,418.2,488.3,494.8,291.9,507.8,138.2,517.4,425.6,92.7,202.8,464.0,488.0,467.3,64.6,490.8,292.2,303.4,322.2,410.0,482.9,151.4,168.4,155.8,522.0,478.2,529.0,411.7,14.1,488.5,478.9,341.3,526.0,460.0,389.5,573.2,357.1,439.5,460.0,651.1,467.5,410.1,192.2,483.1,466.4,481.3,546.3,485.4,478.1,520.6,331.9,366.6,499.7,264.2,122.5,458.3,350.0,283.2,448.6,473.9,424.0,1144.4,0.0,581.2,361.9,529.7,192.2,304.8,503.9,485.3,407.7
