from_stop,AB,AE,AH,AO,AP,AQ,AR,AT,AX,BB,BE,BG,BH,BK,BO,BU,BY,CM,CV,DG,DJ,DQ,DR,DS,DU,ED,EI,EK,ER,EZ,FA,FG,FM,FP,FS,FY,GD,GI,GP,GS,GW,HA,HH,HQ,HV,HZ,ID,II,IQ,IS,IX,JB,JT,JX,JZ,KA,KM,KP,KR,KW,KY,LG,LL,LX,MA,MJ,ML,NA,ND,NE,NG,NH,NL,NN,NZ,OB,OE,ON,OR,OT,OV,OY,PE,PG,PL,PO,QA,QB,QD,QE,QH,QN,QV,QW,RA,RC,RH,RI,RX,SI,SL,SM,TC,TE,TL,TO,TT,UC,UD,UE,UF,UP,UQ,UU,UV,UW,VA,VB,VJ,VV,VW,WB,WD,WF,WO,WX,WY,WZ,XD,XF,XQ,XY,XZ,YF,YL,YO,YT,YU,ZM,ZO,ZS
NE,371.3,647.4,752.1,334.1,93.1,105.0,837.2,352.6,679.6,803.3,113.4,676.4,764.4,675.5,92.2,717.2,741.9,679.7,743.4,715.7,341.4,94.4,65.7,412.2,754.4,676.1,691.7,123.4,128.8,794.8,699.9,107.2,161.5,330.5,769.5,625.0,203.8,400.3,754.1,729.2,718.2,418.4,677.1,658.4,800.9,74.1,736.2,421.4,799.9,632.5,355.9,703.4,58.2,458.2,212.5,712.3,172.3,790.4,103.3,677.4,309.0,673.7,65.5,118.2,822.4,771.6,639.8,123.9,405.9,0.0,93.3,804.6,431.0,359.4,206.1,724.0,115.2,367.8,148.4,644.9,639.2,764.5,696.2,70.5,402.9,294.4,510.2,48.3,663.6,354.1,760.3,331.0,108.0,345.7,347.2,759.8,2463.2,10.4,755.8,121.1,127.8,330.1,437.0,772.0,140.9,664.7,309.0,800.8,169.1,195.4,258.1,33.1,843.3,88.3,193.8,350.6,715.2,199.4,124.0,617.5,709.8,352.6,120.4,341.5,692.5,376.0,824.3,340.6,115.6,645.8,739.9,358.9,180.0,74.1,796.6,451.7,95.9,223.4,823.6,759.4,95.6
NG,446.1,722.2,826.9,408.9,92.5,179.8,912.0,427.4,754.4,878.1,188.2,751.2,839.2,750.3,92.5,792.0,816.7,754.5,818.2,790.5,416.2,75.8,163.7,487.0,829.2,750.9,766.5,198.2,203.6,869.6,774.7,106.6,168.7,405.3,845.9,699.8,278.6,475.1,828.9,804.0,793.0,493.2,751.9,733.2,875.7,73.5,811.0,496.2,874.7,707.3,430.7,778.2,122.6,533.0,287.3,787.1,247.1,865.2,9.9,752.2,383.8,748.5,120.5,117.6,897.2,830.0,714.6,131.1,481.5,114.9,0.0,879.4,511.9,434.2,280.9,802.3,114.6,442.6,155.6,719.7,714.0,839.3,771.0,28.4,477.7,369.2,585.0,163.3,738.4,428.9,835.1,406.0,161.9,420.5,422.0,834.6,2538.0,134.3,830.6,124.7,182.0,404.9,511.8,846.8,148.1,739.5,377.5,875.6,243.9,270.2,328.9,97.5,918.1,126.9,256.5,425.4,790.0,274.2,30.6,692.3,784.6,429.6,195.2,416.3,767.3,450.8,902.5,415.4,190.4,720.6,814.7,433.7,254.8,19.2,871.4,526.5,95.3,298.2,898.4,834.2,170.4
NH,684.8,252.9,55.4,647.6,848.0,771.1,74.6,963.7,162.3,7.1,767.5,183.1,301.2,246.2,848.0,206.0,142.1,127.8,64.1,235.4,952.5,834.4,800.0,725.7,211.4,194.0,152.2,789.5,794.9,158.2,208.2,862.1,809.4,941.6,132.9,211.8,781.0,713.8,266.8,78.3,173.7,731.9,245.6,275.1,34.1,829.0,232.3,734.9,31.1,219.3,554.2,244.8,813.1,533.2,823.6,95.2,749.5,153.8,858.2,171.1,920.1,233.2,827.5,873.1,63.7,155.4,196.2,815.6,720.2,775.0,848.2,0.0,744.5,672.9,783.3,199.2,870.1,681.3,796.3,204.4,185.7,147.1,198.2,825.4,696.8,905.5,328.8,823.4,162.7,552.2,168.6,942.1,738.3,659.2,660.7,236.4,2264.8,785.4,117.8,880.2,758.1,567.1,569.8,135.4,762.1,142.8,920.1,96.5,746.3,772.6,865.2,788.0,110.6,763.2,771.0,664.1,144.1,810.5,878.9,248.3,154.6,963.7,750.7,952.6,210.4,530.3,73.5,951.7,781.7,290.3,80.1,672.4,757.2,829.0,196.8,765.2,850.8,834.5,90.9,172.8,761.7
NL,96.9,556.7,661.4,80.6,570.7,493.8,746.5,676.5,588.9,712.6,490.2,585.7,673.7,584.8,569.8,626.5,651.2,589.0,652.7,625.0,665.3,557.1,522.7,15.1,663.7,585.4,601.0,512.2,517.6,704.1,676.5,584.8,532.1,654.4,678.8,534.3,503.7,65.0,663.4,643.4,714.6,10.1,586.4,567.7,710.2,551.7,645.5,64.7,709.2,546.7,165.7,612.7,535.8,21.0,536.4,621.6,472.2,704.6,580.9,586.7,632.9,583.0,544.9,595.8,736.6,680.9,549.1,543.2,58.9,497.7,570.9,713.9,0.0,55.3,506.0,633.3,592.8,145.2,519.0,554.2,548.5,673.8,610.4,548.1,22.7,618.3,419.5,546.1,577.8,163.9,672.4,654.9,461.0,69.0,129.5,674.0,2499.4,513.0,665.1,598.7,480.8,139.9,282.6,681.3,484.8,578.9,626.6,744.3,469.0,495.3,578.0,515.6,770.7,485.9,481.6,119.6,624.5,523.3,601.6,526.8,619.1,676.5,473.4,665.4,601.8,185.8,737.0,664.5,504.4,555.1,649.2,136.3,484.8,551.7,705.9,90.1,578.4,547.3,751.0,673.6,484.4
NN,93.3,501.3,606.0,25.3,515.3,438.4,691.1,621.1,533.5,657.2,411.0,530.3,618.3,529.4,515.3,571.1,595.8,533.6,597.3,569.6,609.9,501.7,467.3,52.7,608.3,530.0,545.6,456.8,462.2,648.7,616.2,529.4,476.7,599.0,625.0,478.9,448.3,67.1,608.0,583.1,659.2,58.9,531.0,512.3,654.8,496.3,590.1,61.9,653.8,486.4,110.3,557.3,480.4,98.7,481.0,566.2,416.8,644.3,525.5,531.3,577.5,527.6,489.5,540.4,676.3,609.1,493.7,482.9,47.2,442.3,515.5,658.5,77.6,0.0,450.6,581.4,537.4,89.8,463.6,498.8,493.1,618.4,550.1,492.7,43.4,562.9,364.1,490.7,517.5,108.5,614.2,599.7,405.6,13.7,69.2,613.7,2439.1,461.7,609.7,547.5,425.4,84.5,227.2,625.9,429.4,518.6,571.2,695.7,413.6,439.9,522.6,455.3,715.3,430.5,426.2,72.6,569.1,467.9,546.2,471.4,563.7,623.3,418.0,610.0,546.4,130.4,681.6,609.1,449.0,499.7,593.8,80.9,424.5,496.3,650.5,92.2,518.1,491.9,695.6,613.3,429.0
NZ,407.9,684.0,788.7,370.7,287.4,210.5,873.8,440.1,716.2,839.9,183.1,713.0,801.0,712.1,287.4,753.8,778.5,716.3,780.0,752.3,428.9,273.8,239.4,448.8,791.0,712.7,728.3,228.9,234.3,831.4,736.5,301.5,248.8,418.0,807.7,661.6,128.8,436.9,790.7,765.8,754.8,455.0,713.7,695.0,837.5,268.4,772.8,458.0,836.5,669.1,392.5,740.0,252.5,494.8,300.0,748.9,51.6,827.0,297.6,714.0,396.5,710.3,261.6,312.5,859.0,791.8,676.4,255.0,443.3,214.4,287.6,841.2,473.7,396.0,0.0,764.1,309.5,404.4,235.7,681.5,675.8,801.1,732.8,264.8,439.5,381.9,546.8,262.8,700.2,390.7,796.9,418.7,177.7,382.3,383.8,796.4,2499.8,233.8,792.4,319.6,197.5,366.7,409.9,808.6,201.5,701.3,390.2,837.4,71.6,120.4,341.6,227.4,879.9,202.6,84.2,387.2,751.8,286.9,318.3,654.1,746.4,442.3,190.1,429.0,729.1,412.6,864.3,428.1,221.1,682.4,776.5,395.5,105.0,268.4,833.2,488.3,290.2,310.9,860.2,796.0,201.1
OB,601.7,157.6,133.7,564.5,774.8,697.9,166.2,880.6,131.6,184.9,694.3,120.6,134.6,168.9,773.9,6.8,66.0,207.9,145.3,36.1,869.4,761.2,735.3,642.6,124.6,203.7,150.6,716.3,721.7,239.4,132.5,788.9,736.2,858.5,214.1,153.2,707.8,630.7,124.3,159.5,175.5,648.8,187.3,197.8,182.5,755.8,106.4,651.8,181.5,160.7,471.1,217.9,739.9,450.1,740.5,176.4,676.3,235.0,785.0,128.6,837.0,43.9,749.0,799.9,181.4,81.2,168.0,742.4,636.2,701.8,775.0,186.2,661.4,589.8,710.1,0.0,796.9,598.2,723.1,68.8,108.4,143.1,152.1,752.2,613.7,822.4,245.7,750.2,161.1,469.1,34.1,859.0,665.1,576.1,577.6,130.0,2241.2,712.2,200.4,802.8,684.9,484.0,486.7,216.6,688.9,192.9,837.0,110.9,673.1,699.4,786.1,714.8,164.2,690.0,685.7,581.0,142.5,727.4,805.7,171.0,153.0,880.6,677.5,869.5,220.1,447.2,153.3,868.6,708.5,213.0,118.5,589.3,684.0,755.8,75.2,682.1,777.6,751.4,144.5,35.3,688.5
OE,458.6,734.7,839.4,421.4,75.0,192.3,924.5,439.9,766.9,890.6,200.7,763.7,851.7,762.8,29.7,804.5,829.2,767.0,830.7,803.0,428.7,106.3,176.2,499.5,841.7,763.4,779.0,210.7,216.1,882.1,787.2,7.0,200.8,417.8,856.8,712.3,291.1,487.6,841.4,816.5,805.5,505.7,764.4,745.7,888.2,56.0,823.5,508.7,887.2,719.8,443.2,790.7,135.1,545.5,299.8,799.6,259.6,877.7,135.2,764.7,396.3,761.0,147.7,100.1,909.7,842.5,727.1,161.6,493.1,127.4,125.2,891.9,518.3,446.7,293.4,811.3,0.0,455.1,186.1,732.2,726.5,851.8,783.5,102.4,490.2,381.7,597.5,175.8,750.9,441.4,845.5,418.3,192.4,433.0,434.5,847.1,2550.5,137.8,843.1,80.8,212.5,417.4,524.3,859.3,178.6,752.0,396.3,888.1,256.4,282.7,345.4,110.0,930.6,139.4,273.5,437.9,802.5,286.7,155.9,704.8,797.1,442.1,207.7,428.8,779.8,463.3,915.0,427.9,202.9,733.1,827.2,446.2,267.3,106.0,883.9,539.0,51.4,310.7,910.9,846.7,182.9
ON,54.8,523.0,627.7,57.8,537.0,460.1,712.8,642.8,555.2,678.9,432.7,552.0,640.0,551.1,537.0,592.8,617.5,555.3,619.0,591.3,657.8,523.4,489.0,135.9,630.0,551.7,567.3,478.5,483.9,670.4,637.9,551.1,498.4,620.7,646.7,500.6,470.0,83.8,629.7,604.8,680.9,142.1,552.7,534.0,676.5,518.0,611.8,132.2,675.5,508.1,132.0,579.0,502.1,181.9,502.7,587.9,438.5,666.0,547.2,553.0,599.2,549.3,511.2,562.1,698.0,630.8,515.4,504.6,113.6,464.0,537.2,680.2,160.8,83.1,472.3,603.1,559.1,0.0,485.3,520.5,514.8,640.1,571.8,514.4,126.6,584.6,385.8,512.4,539.2,130.2,635.9,621.4,427.3,69.4,16.4,635.4,2460.8,483.4,631.4,569.2,447.1,106.2,248.9,647.6,451.1,540.3,592.9,717.4,435.3,461.6,544.3,477.0,737.0,452.2,447.9,34.1,590.8,489.6,567.9,493.1,585.4,645.0,439.7,631.7,568.1,152.1,703.3,630.8,470.7,521.4,615.5,7.0,446.2,518.0,672.2,162.5,539.8,513.6,717.3,635.0,450.7
OR,377.6,653.7,758.4,340.4,190.5,167.1,843.5,396.7,685.9,809.6,59.4,682.7,770.7,681.8,190.5,723.5,748.2,686.0,749.7,722.0,385.5,85.7,194.5,418.5,760.7,682.4,698.0,185.5,190.9,801.1,706.2,204.6,13.0,374.6,777.4,631.3,210.1,406.6,760.4,735.5,724.5,424.7,683.4,664.7,807.2,171.5,742.5,427.7,806.2,638.8,362.2,709.7,86.1,464.5,256.6,718.6,178.6,796.7,182.7,683.7,353.1,680.0,73.5,215.6,828.7,761.5,646.1,66.9,413.0,145.7,172.7,810.9,443.4,365.7,212.4,733.8,212.6,374.1,0.0,651.2,645.5,770.8,702.5,149.9,409.2,338.5,516.5,194.1,669.9,360.4,766.6,375.3,33.9,352.0,353.5,766.1,2469.5,165.1,762.1,222.7,54.0,336.4,379.6,778.3,20.1,671.0,346.8,807.1,175.4,201.7,298.2,111.2,849.6,157.7,188.0,356.9,721.5,243.5,203.4,623.8,716.1,398.9,66.4,385.6,698.8,382.3,834.0,384.7,177.7,652.1,746.2,365.2,186.3,153.5,802.9,458.0,193.3,267.5,829.9,765.7,157.7
OT,532.8,88.7,130.4,495.6,705.9,629.0,215.5,811.7,62.7,181.6,601.6,51.7,119.4,100.0,705.9,72.2,117.2,139.0,142.0,70.7,800.5,692.3,657.9,573.7,109.4,135.4,133.1,647.4,652.8,236.1,117.3,720.0,667.3,789.6,210.8,84.3,638.9,561.8,109.1,156.2,160.3,579.9,118.4,128.9,179.2,686.9,91.2,582.9,178.2,91.8,402.2,149.0,671.0,381.2,671.6,171.6,607.4,231.7,716.1,59.7,768.1,28.7,680.1,731.0,200.7,130.5,99.1,673.5,568.2,632.9,706.1,182.9,592.5,520.9,641.2,79.0,728.0,529.3,654.2,0.0,39.5,139.8,83.2,683.3,544.8,753.5,176.8,681.3,113.9,400.2,113.2,790.3,596.2,507.2,508.7,114.8,2226.0,643.3,197.1,738.1,616.0,415.1,417.8,213.3,620.0,124.0,768.1,200.8,604.2,630.5,713.2,645.9,239.7,621.1,616.8,512.1,90.5,658.5,736.8,102.1,85.8,811.7,608.6,800.6,151.8,378.3,202.6,799.7,639.6,144.1,115.2,520.4,615.1,686.9,154.3,613.2,708.7,682.5,220.0,114.4,619.6
OV,515.0,99.2,122.9,477.8,688.1,611.2,208.0,793.9,55.2,174.1,607.6,44.2,150.2,60.4,688.1,103.0,109.7,137.0,134.5,101.5,808.9,674.5,640.1,555.9,140.2,133.4,125.6,629.6,635.0,228.6,148.1,702.2,649.5,771.8,203.3,82.3,621.1,544.0,139.9,148.7,191.1,562.1,128.9,89.3,171.7,669.1,122.0,573.3,170.7,89.8,384.4,159.5,653.2,363.4,653.8,165.6,589.6,224.2,698.3,52.2,750.3,59.5,667.6,713.2,193.2,123.0,97.1,655.7,549.5,615.1,688.3,175.4,580.8,503.1,623.4,109.8,710.2,511.5,636.4,30.7,0.0,132.3,75.7,665.5,546.6,735.7,159.0,663.5,106.4,382.4,144.0,772.5,578.4,489.4,490.9,145.6,2256.8,625.5,189.6,720.3,598.2,397.3,400.0,205.8,602.2,122.0,744.0,218.1,586.4,612.7,699.4,628.1,232.2,603.3,611.1,494.3,83.0,640.7,719.0,62.5,78.3,793.9,590.8,782.8,149.8,360.5,195.1,781.9,621.8,104.5,107.7,502.6,597.3,669.1,164.4,595.4,690.9,664.7,212.5,140.4,601.8
OY,641.7,197.6,62.4,604.5,814.8,737.9,147.5,920.6,107.0,113.6,710.5,127.8,268.6,190.9,814.8,150.7,86.8,137.7,74.0,180.1,909.4,801.2,766.8,682.6,258.6,150.0,96.9,756.3,761.7,168.1,266.5,828.9,776.2,898.5,144.4,173.0,747.8,670.7,258.3,88.2,234.8,688.8,213.8,219.8,111.2,795.8,240.4,691.8,110.2,180.5,511.1,218.7,779.9,490.1,780.5,105.1,716.3,163.7,825.0,115.8,877.0,177.9,789.0,839.9,132.7,100.1,164.4,782.4,677.1,741.8,815.0,114.9,707.5,629.8,750.1,140.4,836.9,638.2,763.1,149.1,130.4,0.0,142.9,792.2,673.3,862.4,285.7,790.2,107.4,509.1,162.3,899.2,705.1,616.1,617.6,264.0,2341.9,761.2,129.1,847.0,724.9,524.0,526.7,145.3,728.9,149.8,870.7,152.1,713.1,739.4,822.1,754.8,171.7,730.0,725.7,621.0,88.8,767.4,845.7,193.0,99.3,922.8,717.5,909.5,166.4,487.2,138.0,908.6,748.5,235.0,47.2,629.3,724.0,795.8,141.5,722.1,817.6,791.4,152.0,117.5,728.5
PE,575.7,145.3,117.8,538.5,748.8,671.9,202.9,854.6,50.1,169.0,644.5,75.5,216.3,138.6,748.8,168.5,104.6,134.0,129.4,167.6,843.4,735.2,700.8,616.6,206.3,130.4,120.5,690.3,695.7,223.5,214.2,762.9,710.2,832.5,199.8,102.7,681.8,604.7,206.0,143.6,257.2,622.8,143.5,167.5,166.6,729.8,188.1,625.8,165.6,110.2,445.1,157.7,713.9,424.1,714.5,160.5,650.3,219.1,759.0,63.5,811.0,125.6,723.0,773.9,188.1,117.9,94.1,716.4,611.1,675.8,749.0,170.3,641.5,563.8,684.1,158.2,770.9,572.2,697.1,96.8,78.1,127.2,0.0,726.2,607.3,796.4,219.7,724.2,101.3,443.1,180.1,833.2,639.1,550.1,551.6,211.7,2322.9,695.2,184.5,781.0,658.9,458.0,460.7,200.7,662.9,119.0,804.7,207.5,647.1,673.4,756.1,688.8,227.1,664.0,659.7,555.0,77.9,701.4,779.7,140.7,73.2,856.8,651.5,843.5,146.8,421.2,193.4,842.6,682.5,182.7,102.6,563.3,658.0,729.8,159.3,656.1,751.6,725.4,207.4,135.3,662.5
PG,443.3,719.4,824.1,406.1,89.7,177.0,909.2,424.6,751.6,875.3,185.4,748.4,836.4,747.5,89.7,789.2,813.9,751.7,815.4,787.7,413.4,73.0,160.9,484.2,826.4,748.1,763.7,195.4,200.8,866.8,771.9,103.8,165.9,402.5,843.1,697.0,275.8,472.3,826.1,801.2,790.2,490.4,749.1,730.4,872.9,70.7,808.2,493.4,871.9,704.5,427.9,775.4,119.8,530.2,284.5,784.3,244.3,862.4,38.4,749.4,381.0,745.7,117.7,114.8,894.4,827.2,711.8,128.3,478.7,112.1,28.4,876.6,509.1,431.4,278.1,799.5,111.8,439.8,152.8,716.9,711.2,836.5,768.2,0.0,474.9,366.4,582.2,160.5,735.6,426.1,832.3,403.2,159.1,417.7,419.2,831.8,2535.2,131.5,827.8,121.9,179.2,402.1,509.0,844.0,145.3,736.7,374.7,872.8,241.1,267.4,326.1,94.7,915.3,124.1,253.7,422.6,787.2,271.4,59.1,689.5,781.8,426.8,192.4,413.5,764.5,448.0,899.7,412.6,187.6,717.8,811.9,430.9,252.0,9.2,868.6,523.7,92.5,295.4,895.6,831.4,167.6
PL,74.2,534.0,629.9,57.9,539.2,462.3,723.8,653.8,557.4,689.9,467.5,554.2,642.2,562.1,547.1,603.8,628.5,566.3,630.0,602.3,642.6,525.6,508.5,9.3,632.2,562.7,578.3,480.7,494.9,681.4,648.9,562.1,511.0,631.7,656.7,511.6,481.0,42.3,640.7,615.8,691.9,19.7,563.7,536.2,687.5,529.0,622.8,45.3,686.5,519.1,143.0,590.0,504.3,55.2,513.7,598.9,440.7,677.0,549.4,564.0,601.4,560.3,527.5,573.1,709.0,658.2,526.4,506.8,36.2,466.2,548.2,682.4,32.3,32.6,483.3,601.8,561.3,122.5,496.3,522.7,517.0,651.1,582.8,525.4,0.0,595.6,388.0,523.4,550.2,132.4,644.8,632.2,429.5,46.3,101.9,646.4,2471.8,485.4,633.6,576.0,449.3,108.4,259.9,658.6,453.3,551.3,610.2,721.6,446.3,463.8,559.3,488.0,748.0,463.2,471.0,96.9,601.8,500.6,578.9,504.1,596.4,653.8,450.7,642.7,579.1,154.3,710.9,641.8,481.7,532.4,626.5,113.6,457.2,529.0,683.2,67.4,550.8,515.8,728.3,646.0,461.7
PO,482.7,745.8,850.5,445.5,302.0,249.9,938.7,58.1,778.0,901.7,240.3,774.8,862.8,773.9,302.0,815.6,840.3,778.1,841.8,814.1,68.3,303.3,254.0,523.6,849.3,774.5,790.1,268.3,273.7,893.2,793.3,316.1,306.0,73.7,869.5,723.4,330.7,511.7,869.7,827.6,811.6,529.8,775.5,756.8,939.9,283.0,817.4,532.8,898.3,730.9,467.3,801.8,267.1,565.6,163.1,810.7,299.2,888.8,312.2,775.8,14.6,772.1,279.7,327.1,953.9,853.6,738.2,312.2,518.1,229.0,302.2,903.0,548.5,470.8,333.0,825.9,324.1,479.2,292.9,743.3,737.6,862.9,794.6,279.4,514.3,0.0,608.6,277.4,762.0,465.5,858.7,106.3,234.9,457.1,458.6,874.3,2556.6,248.4,854.2,334.2,254.7,441.5,431.4,870.4,258.7,763.1,100.5,894.2,296.0,322.3,204.7,242.0,936.7,217.2,308.6,462.0,813.6,150.0,332.9,715.9,808.2,129.9,247.3,292.1,790.9,487.4,929.2,46.1,260.5,744.2,838.3,470.3,306.9,283.0,895.0,563.1,304.8,174.0,917.0,857.8,240.5
QA,377.4,174.5,279.2,340.2,550.5,473.6,364.3,656.3,206.7,330.4,470.0,203.5,291.5,202.6,549.6,244.3,269.0,206.8,270.5,242.8,645.1,536.9,502.5,418.3,281.5,203.2,218.8,492.0,497.4,321.9,289.4,564.6,513.5,634.2,297.2,152.1,483.5,406.4,281.2,256.3,332.4,424.5,204.2,185.5,328.0,531.5,263.3,427.5,327.0,159.6,246.8,230.5,515.6,225.8,516.2,239.4,452.0,317.5,560.7,204.5,612.7,200.8,530.0,575.6,349.5,282.3,166.9,518.1,412.8,477.5,550.7,331.7,437.1,365.5,485.8,251.1,572.6,373.9,498.8,172.0,166.3,291.6,223.3,527.9,409.0,598.1,0.0,525.9,190.7,244.8,285.3,634.9,440.8,351.8,353.3,286.9,2188.5,496.9,282.9,578.5,460.6,259.7,262.4,299.1,464.6,191.8,612.7,362.1,448.8,475.1,561.8,490.5,388.5,465.7,461.4,356.7,242.3,503.1,581.4,144.6,236.9,656.3,453.2,645.2,219.6,222.9,354.8,644.3,484.2,172.9,267.0,365.0,459.7,531.5,323.7,457.8,553.3,527.1,368.8,286.5,464.2
QB,399.6,675.7,780.4,362.4,144.5,133.3,865.5,380.9,707.9,831.6,141.7,704.7,792.7,703.8,144.5,745.5,770.2,708.0,771.7,744.0,369.7,145.8,21.5,440.5,782.7,704.4,720.0,151.7,157.1,823.1,728.2,158.6,212.9,358.8,799.4,653.3,232.1,428.6,782.4,757.5,746.5,446.7,705.4,686.7,829.2,125.5,764.5,449.7,828.2,660.8,384.2,731.7,109.6,486.5,240.8,740.6,200.6,818.7,154.7,705.7,337.3,702.0,122.2,169.6,850.7,783.5,668.1,175.3,435.0,51.3,144.7,832.9,465.4,387.7,234.4,755.8,166.6,396.1,199.8,673.2,667.5,792.8,724.5,121.9,431.2,322.7,538.5,0.0,691.9,382.4,788.6,359.5,136.3,374.0,375.5,788.1,2491.5,35.7,784.1,176.7,156.1,358.4,465.3,800.3,160.1,693.0,331.0,829.1,197.4,223.7,282.4,84.5,871.6,39.9,210.0,378.9,743.5,227.7,175.4,645.8,738.1,383.1,148.7,369.8,720.8,404.3,856.0,368.9,143.9,674.1,768.2,387.2,208.3,125.5,824.9,480.0,147.3,251.7,851.9,787.7,123.9
QD,551.3,123.5,108.7,514.1,724.4,647.5,193.8,830.2,71.8,159.9,620.1,92.6,233.4,155.7,724.4,159.4,95.5,64.1,120.3,188.8,819.0,710.8,676.4,592.2,223.4,42.5,76.1,665.9,671.3,179.2,231.3,738.5,685.8,808.1,155.5,78.3,657.4,580.3,223.1,113.6,274.3,598.4,112.1,184.6,157.5,705.4,205.2,601.4,156.5,85.8,420.7,111.3,689.5,399.7,690.1,96.7,625.9,174.8,734.6,80.6,786.6,142.7,698.6,749.5,179.0,108.8,62.7,692.0,586.7,651.4,724.6,161.2,617.1,539.4,659.7,149.1,746.5,547.8,672.7,113.9,95.2,118.1,107.7,701.8,582.9,772.0,195.3,699.8,0.0,418.7,171.0,808.8,614.7,525.7,527.2,228.8,2340.0,670.8,140.2,756.6,634.5,433.6,436.3,156.4,638.5,49.1,780.3,198.4,622.7,649.0,731.7,664.4,218.0,639.6,635.3,530.6,68.8,677.0,755.3,157.8,46.1,832.4,627.1,819.1,58.9,396.8,184.3,818.2,658.1,192.8,93.5,538.9,633.6,705.4,150.2,631.7,727.2,701.0,198.3,126.2,638.1
QE,132.5,427.4,532.1,95.3,541.4,464.5,617.2,607.7,459.6,583.3,460.9,456.4,544.4,455.5,540.5,497.2,521.9,459.7,523.4,495.7,596.5,527.8,501.9,173.4,534.4,456.1,471.7,482.9,488.3,574.8,542.3,555.5,504.4,585.6,549.5,405.0,474.4,161.5,534.1,509.2,570.9,179.6,457.1,438.4,580.9,522.4,516.2,190.8,579.9,412.5,32.8,483.4,506.5,219.4,467.6,492.3,442.9,570.4,551.6,457.4,564.1,453.7,520.9,566.5,602.4,551.6,419.8,509.0,167.1,468.4,541.6,584.6,192.2,120.6,476.7,504.0,563.5,129.0,489.7,424.9,419.2,544.5,476.2,518.8,144.5,549.5,290.2,516.8,443.6,0.0,538.2,586.3,431.7,106.9,108.4,539.8,2315.9,478.8,535.8,569.4,451.5,14.8,213.8,552.0,455.5,444.7,564.1,617.2,439.7,466.0,513.2,481.4,641.4,456.6,456.8,111.8,495.2,454.5,572.3,397.5,489.8,609.9,444.1,596.6,472.5,21.9,604.3,595.7,475.1,425.8,519.9,120.1,450.6,522.4,576.6,212.9,544.2,478.5,621.7,539.4,455.1
QH,639.0,194.9,131.0,601.8,810.0,733.1,129.9,915.8,160.1,162.2,731.6,155.8,169.8,206.2,811.2,44.0,65.4,208.4,144.7,73.4,930.8,796.4,772.6,679.9,161.9,203.1,150.0,751.5,759.0,238.8,169.8,826.2,775.1,895.8,214.1,190.5,745.1,665.9,161.6,158.9,154.0,684.0,224.6,233.0,179.8,793.1,143.7,697.3,170.3,198.0,508.4,255.2,777.2,487.4,777.8,175.8,713.6,234.4,820.2,165.9,872.2,81.2,791.6,837.2,145.1,80.6,205.3,777.6,673.5,737.0,812.3,155.0,704.8,627.1,747.4,35.1,832.1,635.5,760.4,104.0,145.7,142.5,189.4,789.5,651.0,859.7,280.9,787.5,160.5,504.3,0.0,896.3,700.3,613.4,614.9,167.3,2278.5,749.5,197.7,840.1,720.1,521.3,521.9,216.0,724.1,202.9,874.3,74.6,710.4,736.7,823.4,752.1,127.9,727.3,735.1,618.3,141.9,764.7,843.0,208.3,152.4,917.9,714.8,906.8,219.5,482.4,117.0,905.9,745.8,250.3,117.9,626.6,721.3,793.1,74.6,717.3,814.9,786.6,108.2,34.7,725.8
QN,544.2,807.3,912.0,507.0,363.2,311.4,1000.2,62.5,839.2,962.9,325.6,836.3,924.0,835.4,362.6,877.1,901.8,839.6,903.3,875.6,32.7,364.5,324.0,585.1,910.5,836.0,851.6,329.8,335.2,954.7,854.8,377.6,369.1,21.8,930.0,784.9,392.2,572.9,930.9,889.1,873.1,591.0,837.0,818.3,1001.4,344.5,878.9,602.5,959.8,792.4,528.8,863.3,328.6,627.1,245.8,872.2,360.7,950.3,373.4,837.3,86.2,833.6,335.9,388.6,1015.4,931.5,799.7,373.4,578.7,290.5,363.7,964.2,609.7,532.3,394.5,883.6,385.6,540.7,354.4,804.8,798.8,924.4,856.1,340.9,556.2,97.2,669.8,338.9,823.5,526.7,918.1,0.0,296.4,518.6,520.1,935.8,2618.1,300.9,915.7,391.5,315.9,502.7,492.9,931.9,320.2,824.6,31.4,952.4,357.5,383.5,291.4,303.5,998.2,278.7,382.2,523.5,875.1,232.7,394.4,777.4,869.7,21.3,308.8,374.8,852.4,548.9,987.3,38.6,322.0,805.7,899.8,531.8,368.4,344.5,956.5,624.6,366.3,256.7,978.5,919.3,302.0
