from_stop,AA,AF,AI,AJ,AL,AM,AS,AU,AX,BA,BE,BG,BN,BP,BQ,BV,BW,CP,CR,CT,CV,CW,CY,DK,DU,DZ,EC,EL,EZ,FG,FM,FN,FQ,FS,FT,GI,GJ,GN,GP,GR,GU,GX,GY,HC,HD,HE,HH,HP,HX,ID,IF,IM,IP,IU,IX,JA,JE,JF,JG,JJ,JM,JN,JS,JV,JZ,KE,KI,KK,LG,LH,LK,LM,LV,MM,MT,ND,NM,NO,NP,NU,NW,NZ,OL,OP,OR,OS,OT,OV,OW,OX,OY,PK,PO,PX,QN,QP,QQ,QR,QU,QW,RA,RC,RF,RG,RI,RP,RT,RW,RZ,SD,SE,SL,SM,SO,SQ,TB,TD,TE,TI,TJ,TP,TW,TY,UL,UM,UV,VI,VL,VM,VN,VO,VW,WJ,WS,WU,XA,XB,XF,XH,XV,XW,YB,YC,YG,YM,YO,YU,ZB,ZC,ZJ,ZR,ZV
JS,969.0,722.2,696.6,712.6,899.9,926.3,688.6,816.1,645.9,752.0,783.5,850.1,899.0,912.4,96.5,1039.7,85.6,920.5,768.0,917.4,896.0,812.8,717.4,801.2,733.3,230.3,853.9,964.5,911.5,759.2,824.3,987.9,844.1,875.6,361.5,812.9,784.1,805.1,293.5,925.1,88.1,725.4,808.8,876.7,246.6,299.9,839.1,904.9,828.8,51.9,956.2,905.9,701.5,858.7,853.6,860.7,806.8,759.0,701.3,965.8,735.6,938.8,0.0,773.2,911.1,640.0,714.2,815.8,835.9,906.1,667.3,843.4,60.2,92.8,823.1,702.4,909.4,662.7,706.1,51.4,779.7,304.4,352.3,155.9,874.6,857.1,835.0,71.8,675.5,918.8,85.5,204.6,877.8,745.0,699.8,701.9,958.1,151.8,744.9,900.6,791.3,943.6,819.7,678.6,947.3,826.0,667.1,945.0,309.0,808.8,928.2,702.6,869.9,752.8,906.7,47.3,124.8,84.4,886.7,820.0,685.6,880.5,262.3,827.4,806.4,816.4,908.2,347.5,82.4,858.6,923.4,161.1,958.2,868.8,791.4,714.1,899.0,700.1,768.9,143.8,657.0,704.9,313.8,798.9,877.8,816.5,779.1,826.4,718.2,74.2,778.8,876.9
JV,357.7,145.4,189.8,169.3,342.3,384.9,196.8,236.4,175.8,194.6,206.7,268.8,322.2,318.8,811.3,1311.9,720.8,301.7,234.9,320.4,277.2,323.1,97.4,123.5,243.6,701.0,364.2,387.7,364.6,91.3,247.5,385.0,267.3,298.8,837.6,266.8,281.5,228.3,794.9,348.3,802.5,190.1,315.3,259.1,684.5,786.6,49.6,286.0,212.2,693.9,414.9,329.1,86.1,281.9,276.8,283.9,231.0,182.2,71.8,344.5,81.4,322.7,747.4,0.0,292.3,180.1,63.9,239.0,294.7,293.7,108.2,299.6,742.9,746.5,222.4,212.7,332.6,120.1,147.3,766.2,290.0,794.0,847.9,731.9,384.9,299.5,258.2,786.6,98.1,342.0,768.2,689.3,301.0,255.3,172.0,158.5,428.0,793.7,32.9,343.0,216.5,383.8,330.0,98.4,336.0,336.3,122.0,368.2,810.4,116.9,351.4,125.8,293.1,263.1,319.5,695.0,759.5,799.2,397.0,292.0,131.2,303.7,763.7,337.7,272.1,326.7,331.4,831.2,753.0,251.5,346.6,752.9,400.6,379.1,301.7,88.1,340.9,150.5,235.8,753.7,126.2,89.5,802.4,309.2,273.9,367.9,289.4,246.7,80.2,756.9,289.1,335.7
JZ,68.1,174.0,202.5,183.9,118.8,252.9,294.9,107.3,340.1,287.5,135.3,114.3,191.4,64.9,975.6,1473.2,885.1,9.3,202.7,29.7,15.0,198.5,299.3,371.7,190.0,999.8,254.1,268.9,226.2,384.4,176.1,90.1,148.8,96.6,1136.4,140.4,185.0,131.8,1093.7,86.1,966.8,221.4,190.7,62.8,983.3,1085.4,314.1,108.8,90.5,858.2,296.1,187.3,282.8,54.5,57.3,184.5,112.8,125.3,372.3,77.6,311.3,30.6,911.7,323.5,0.0,365.1,364.4,167.6,75.2,78.2,352.5,185.2,907.2,910.8,107.8,246.3,79.0,245.1,217.1,930.5,234.1,1092.8,1146.7,1030.7,272.3,163.1,80.5,950.9,350.4,79.8,932.5,988.1,73.0,205.1,230.8,260.3,282.7,1026.5,351.4,129.6,128.1,249.2,214.9,363.8,47.9,223.7,342.0,217.2,1109.2,362.9,213.0,218.2,119.2,197.1,70.6,859.3,1003.5,963.5,244.3,173.5,379.8,199.2,1062.5,239.6,145.7,229.4,66.4,1130.0,917.3,86.0,237.8,1051.7,110.5,267.5,177.1,388.6,199.1,252.3,201.5,911.6,339.0,279.6,1101.2,196.6,67.1,219.1,182.8,97.0,239.7,921.2,210.1,40.3
KE,389.4,142.6,117.0,133.0,320.3,346.7,109.0,236.5,85.6,176.9,203.9,266.0,319.4,332.8,721.1,1340.4,630.6,340.9,188.4,337.8,316.4,233.2,137.8,234.9,153.7,714.5,251.1,384.9,331.9,202.7,244.7,408.3,264.5,296.0,851.1,233.3,204.5,225.5,808.4,345.5,712.3,145.8,225.4,297.1,698.0,800.1,203.0,325.3,249.2,603.7,376.6,326.3,105.1,279.1,274.0,281.1,227.2,179.4,103.7,386.2,149.8,351.1,657.2,175.6,331.5,0.0,135.8,236.2,256.3,326.5,88.9,263.8,652.7,656.3,243.5,122.8,329.8,83.1,126.5,676.0,200.1,807.5,861.4,780.1,279.4,277.5,255.4,696.4,77.9,339.2,678.0,702.8,298.2,165.4,120.2,122.3,378.5,772.0,148.8,321.0,212.7,364.0,240.1,96.8,367.7,246.4,69.5,365.4,823.9,242.5,348.6,123.0,290.3,173.2,316.7,604.8,749.0,709.0,307.1,240.4,107.9,300.9,777.2,224.7,226.8,235.7,328.6,844.7,662.8,279.0,343.8,805.7,378.6,285.5,211.8,149.0,319.4,120.5,189.3,663.5,88.3,108.5,815.9,219.3,298.2,299.9,199.5,246.8,138.6,666.7,199.2,297.3
KI,378.6,166.3,184.3,190.2,363.2,373.7,136.0,257.3,135.8,215.5,227.6,289.7,343.1,339.7,771.3,1311.2,680.8,322.6,215.4,341.3,298.1,260.2,118.3,105.2,180.7,700.3,301.3,408.6,358.9,73.0,268.4,405.9,288.2,319.7,836.9,260.3,231.5,249.2,794.2,369.2,762.5,211.0,252.4,280.0,683.8,785.9,90.7,306.9,233.1,653.9,403.6,350.0,92.6,302.8,297.7,304.8,251.9,203.1,71.1,365.4,102.3,343.6,707.4,63.9,313.2,139.3,0.0,259.9,315.6,314.6,46.8,290.8,702.9,706.5,243.3,149.8,353.5,141.0,168.2,726.2,227.1,793.3,847.2,731.2,322.0,320.4,279.1,746.6,56.2,362.9,728.2,688.6,321.9,192.4,192.9,179.4,405.5,822.2,71.8,363.9,237.4,404.7,267.1,35.5,356.9,273.4,59.1,389.1,809.7,112.8,372.3,146.7,314.0,200.2,340.4,655.0,799.2,759.2,334.1,267.4,86.3,324.6,763.0,274.8,253.8,263.8,352.3,830.5,713.0,272.4,367.5,752.2,421.5,316.2,238.8,87.4,346.4,171.4,216.3,713.7,63.3,96.0,801.7,246.3,294.8,326.9,226.5,267.6,101.1,716.9,226.2,356.6
KK,229.1,92.1,98.5,86.9,141.3,250.3,152.2,83.8,279.6,214.1,45.3,134.2,187.6,186.5,875.2,1369.2,784.7,170.3,74.0,189.0,145.8,190.3,201.9,289.8,86.0,917.9,238.1,253.1,230.0,302.5,38.7,253.6,132.7,174.7,1054.5,132.2,146.9,93.7,1011.8,216.9,866.4,183.0,182.5,144.4,901.4,976.6,232.2,154.6,80.8,757.8,280.3,194.5,182.4,150.5,145.4,149.3,97.8,47.0,290.4,213.1,213.9,191.6,811.3,241.6,160.9,261.1,260.3,0.0,120.5,159.0,213.4,165.0,806.8,810.4,69.8,107.2,198.0,162.7,202.1,830.1,214.1,1010.9,1064.8,929.0,256.2,185.6,126.8,850.5,289.1,210.6,853.2,906.2,169.6,176.5,157.4,129.5,293.4,955.7,235.6,152.1,85.1,249.2,210.1,224.7,208.9,207.6,262.0,233.6,1027.3,281.0,216.8,136.3,158.5,168.5,188.1,758.9,903.1,863.1,258.5,157.4,303.0,169.1,980.6,231.4,137.5,221.2,200.0,1048.1,844.2,108.3,212.0,933.2,246.0,253.0,168.9,306.7,206.3,123.3,163.4,807.6,199.9,179.2,1019.3,180.5,130.7,233.3,174.6,94.1,157.8,865.7,172.0,152.7
LG,133.0,136.3,190.9,170.4,73.8,286.4,223.3,76.6,275.1,218.7,93.1,134.2,224.9,76.4,910.6,1430.6,820.1,84.5,192.0,81.4,60.0,217.2,234.3,342.1,147.4,962.1,273.1,302.4,259.7,353.6,133.9,151.9,168.2,115.3,1098.7,159.1,174.3,121.1,1056.0,146.0,901.8,146.1,209.4,81.5,945.6,1047.7,276.4,87.1,47.9,793.2,329.6,220.8,217.8,79.5,74.4,186.6,70.6,82.7,333.7,129.3,246.3,94.7,846.7,284.9,75.1,276.8,325.8,125.4,0.0,97.6,246.2,205.1,842.2,845.8,65.6,168.6,135.9,180.1,148.3,865.5,241.5,1055.1,1109.0,993.0,291.7,118.1,59.3,885.9,285.4,139.7,867.5,950.4,102.1,203.9,162.0,185.0,316.2,961.5,312.8,84.6,85.9,282.7,244.2,257.5,111.3,243.1,277.0,250.7,1071.5,333.3,246.5,180.5,152.7,195.9,120.6,794.3,938.5,898.5,277.8,192.9,314.8,232.7,1024.8,258.3,164.4,248.1,126.3,1092.3,852.3,57.7,271.3,995.2,162.2,293.1,195.8,350.0,232.6,177.0,190.8,853.0,232.7,214.6,1063.5,216.0,77.8,252.6,201.5,86.3,202.0,856.2,199.4,40.9
LH,96.0,143.2,246.5,226.0,145.3,214.6,271.7,89.9,309.3,265.2,125.3,52.0,153.1,102.7,944.8,1481.2,854.3,67.7,183.0,99.9,96.9,177.6,268.5,340.9,198.0,969.0,196.0,230.6,187.9,353.6,166.1,114.7,85.8,15.6,1105.6,119.5,167.6,114.4,1062.9,117.1,936.0,234.1,169.8,41.9,952.5,1054.6,283.3,158.6,136.0,827.4,257.8,149.0,252.0,123.6,128.7,114.8,99.6,133.3,341.5,147.8,280.5,57.5,880.9,292.7,81.8,311.0,333.6,157.6,100.5,0.0,280.4,122.9,876.4,880.0,97.8,223.1,88.1,214.3,203.9,899.7,213.2,1062.0,1115.9,999.9,209.3,189.6,130.8,920.1,319.6,120.2,957.7,957.3,141.7,181.9,208.5,247.8,244.4,995.7,320.6,156.1,114.9,210.9,163.2,291.7,74.3,160.7,311.2,178.9,1078.4,332.1,174.7,187.4,72.2,173.9,124.4,828.5,972.7,932.7,206.0,110.5,349.0,160.9,1031.7,218.2,124.8,208.5,104.0,1099.2,886.5,50.6,199.5,1020.9,180.7,210.9,156.2,357.8,160.8,239.8,181.8,887.2,266.9,248.8,1070.4,133.6,28.2,180.8,143.8,79.6,208.9,890.4,190.4,59.5
LK,400.2,169.7,137.4,157.6,347.4,326.8,89.1,263.6,88.9,204.0,231.0,311.3,346.5,355.7,724.4,1343.7,633.9,315.9,168.5,334.6,291.4,213.3,165.2,152.1,133.8,717.8,254.4,366.2,312.0,119.9,227.7,399.2,244.6,336.5,854.4,213.4,184.6,237.5,811.7,362.5,715.6,172.9,205.5,288.8,701.3,803.4,137.6,300.2,226.4,607.0,356.7,311.3,51.2,296.1,291.0,308.2,254.3,206.5,100.4,358.7,149.2,360.4,660.5,110.5,306.5,92.7,46.8,187.9,283.4,323.4,0.0,243.9,656.0,659.6,270.6,102.9,353.5,110.2,153.6,679.3,180.2,810.8,864.7,783.4,275.1,304.6,272.4,699.7,74.6,356.2,681.3,706.1,315.2,145.5,147.3,124.7,358.6,775.3,77.5,348.1,239.8,344.1,220.2,11.2,378.5,226.5,48.5,367.5,827.2,159.7,325.2,150.1,335.6,153.3,333.7,608.1,752.3,712.3,287.2,220.5,86.6,328.0,780.5,227.9,206.9,216.9,345.6,848.0,666.1,265.7,367.0,809.0,405.7,269.3,191.9,134.3,299.5,132.3,169.4,666.8,16.4,54.6,819.2,199.4,311.9,280.0,179.6,273.9,148.0,670.0,179.3,324.4
LM,156.2,169.8,221.7,236.4,311.4,137.7,186.1,181.1,290.6,291.8,214.8,67.3,138.7,219.2,926.1,1417.5,835.6,183.1,132.4,222.3,207.6,105.8,301.8,395.9,134.3,919.5,73.0,177.1,117.1,363.7,208.2,225.2,52.2,114.5,1056.1,62.2,90.2,129.1,1013.4,227.6,917.3,260.7,114.2,137.6,903.0,1016.4,309.9,280.7,206.9,808.7,177.9,101.2,277.9,247.1,249.9,100.4,190.8,173.1,345.2,270.2,320.0,168.0,862.2,354.3,192.5,317.6,290.6,168.4,212.4,130.2,243.7,0.0,857.7,861.3,140.3,137.5,146.5,247.1,241.4,881.0,137.8,1012.5,1066.4,965.0,99.4,355.7,252.9,901.4,319.4,233.2,889.2,907.8,265.6,96.3,235.1,221.7,157.9,991.7,321.3,322.2,194.3,149.2,59.7,255.0,134.5,97.0,296.2,131.1,1028.9,403.5,126.9,214.0,91.6,88.3,236.8,809.8,992.6,914.0,123.8,46.8,333.3,113.1,982.2,134.7,51.7,133.1,214.5,1054.6,913.6,180.9,151.7,969.2,303.1,87.9,96.8,352.2,93.3,229.3,131.1,855.9,233.4,281.3,1020.9,69.9,158.5,112.3,58.2,170.8,235.5,899.7,112.6,171.4
LV,978.3,731.5,705.9,721.9,909.2,935.6,697.9,825.4,655.2,765.8,792.8,854.9,908.3,921.7,165.7,1006.3,31.0,929.8,777.3,926.7,905.3,822.1,726.7,810.5,742.6,284.0,863.2,973.8,920.8,768.5,833.6,997.2,853.4,884.9,415.2,822.2,793.4,814.4,347.2,934.4,149.8,734.7,814.3,886.0,300.3,323.5,848.4,914.2,838.1,51.0,965.5,915.2,710.8,868.0,862.9,870.0,816.1,768.3,710.6,975.1,738.7,940.0,79.7,782.5,920.4,649.3,723.5,825.1,845.2,915.4,676.6,852.7,0.0,130.9,832.4,711.7,918.7,672.0,715.4,120.6,789.0,358.1,406.0,217.6,883.9,866.4,844.3,134.9,684.8,928.1,52.1,273.8,887.1,754.3,709.1,711.2,967.4,208.8,754.2,909.9,801.6,952.9,829.0,687.9,956.6,835.3,676.4,954.3,362.7,818.1,937.5,711.9,879.2,762.1,905.6,79.4,186.5,122.9,896.0,829.3,694.9,889.8,316.0,836.7,815.7,825.7,917.5,396.3,51.6,867.9,932.7,214.8,967.5,878.1,800.7,723.4,908.3,709.4,778.2,115.8,663.1,714.2,367.5,808.2,887.1,825.8,788.4,835.7,727.5,40.8,788.1,886.2
MM,993.8,747.0,721.4,737.4,924.7,951.1,713.4,840.9,670.7,781.3,808.3,870.4,923.8,937.2,185.4,1117.9,100.7,945.3,792.8,942.2,920.8,837.6,742.2,826.0,758.1,319.2,878.7,989.3,936.3,784.0,849.1,1012.7,868.9,900.4,450.4,837.7,808.9,829.9,382.4,949.9,177.0,750.2,829.8,901.5,335.5,392.1,863.9,929.7,853.6,91.8,981.0,930.7,726.3,883.5,878.4,885.5,831.6,783.8,726.1,990.6,754.2,955.5,88.8,798.0,935.9,664.8,739.0,840.6,860.7,930.9,692.1,868.2,133.6,0.0,847.9,727.2,934.2,687.5,730.9,140.3,804.5,393.3,441.2,244.8,899.4,881.9,859.8,160.7,700.3,943.6,166.1,293.5,902.6,769.8,724.6,726.7,982.9,240.7,769.7,925.4,817.1,968.4,844.5,703.4,972.1,850.8,691.9,969.8,397.9,833.6,953.0,727.4,894.7,777.6,921.1,62.4,213.7,150.0,911.5,844.8,710.4,905.3,351.2,852.2,831.2,841.2,933.0,431.5,167.9,883.4,948.2,250.0,983.0,893.6,816.2,738.9,923.8,724.9,793.7,168.6,678.6,729.7,402.7,823.7,902.6,841.3,803.9,851.2,743.0,154.8,803.6,901.7
MT,167.2,70.6,174.8,154.3,159.8,223.6,214.4,13.9,236.7,192.6,27.4,141.2,160.9,116.6,872.2,1415.2,781.7,108.4,147.6,122.1,83.9,185.5,195.9,268.3,132.0,896.4,241.4,226.4,203.3,281.0,68.2,189.2,106.0,104.8,1033.0,127.4,129.9,76.7,990.3,177.6,863.4,161.5,177.7,74.5,879.9,982.0,210.7,138.1,64.3,754.8,253.6,167.8,179.4,103.4,98.3,122.6,27.9,107.8,268.9,169.2,207.9,129.7,808.3,220.1,99.0,238.4,261.0,59.7,76.9,89.1,207.8,138.3,803.8,807.4,0.0,153.2,177.3,141.7,132.2,827.1,197.1,989.4,1043.3,927.3,269.7,204.1,110.3,847.5,247.0,171.3,829.1,884.7,130.3,159.5,135.9,176.1,266.7,923.1,248.0,170.6,43.2,222.5,212.5,219.1,147.0,221.9,238.6,206.9,1005.8,259.5,190.1,114.8,161.4,151.5,148.8,755.9,900.1,860.1,276.0,130.7,276.4,142.4,959.1,226.6,132.7,216.4,152.9,1026.6,813.9,38.4,185.3,948.3,202.1,226.3,164.1,285.2,179.6,168.1,146.4,814.6,194.3,176.2,997.8,153.8,60.8,206.6,168.4,24.2,136.3,817.8,155.0,82.8
ND,297.2,112.5,84.1,98.8,183.9,223.8,48.5,151.5,153.0,203.3,155.5,208.3,271.0,252.7,788.5,1314.0,698.0,212.9,65.5,231.6,188.4,110.3,164.2,258.3,30.8,781.9,151.4,263.2,209.0,226.1,124.7,296.2,141.6,233.5,918.5,110.4,81.6,134.5,875.8,259.5,779.7,172.2,102.5,185.8,765.4,921.4,243.8,197.2,123.4,671.1,253.7,208.3,140.3,193.1,188.0,227.0,142.2,131.0,207.6,255.7,176.2,257.4,724.6,216.7,203.5,184.6,153.0,84.9,163.1,220.4,106.1,140.9,720.1,723.7,155.8,0.0,250.5,109.5,152.9,743.4,77.2,874.9,928.8,873.8,172.1,303.9,169.4,763.8,181.8,253.2,798.0,770.2,212.2,42.5,146.6,84.1,255.6,839.4,183.7,194.7,127.7,241.1,117.2,117.4,275.5,123.5,154.7,264.5,891.3,265.9,222.2,149.4,232.6,50.3,230.7,672.2,816.4,776.4,184.2,117.5,195.7,228.6,844.6,126.5,103.9,115.5,242.6,912.1,789.0,162.7,264.0,878.0,288.6,166.3,88.9,240.5,196.5,91.7,66.4,752.4,92.6,143.7,883.3,96.4,208.9,177.0,76.6,161.8,165.0,734.1,76.3,204.1
NM,45.7,179.8,248.9,228.4,182.9,190.1,287.0,163.9,389.5,301.8,197.0,88.6,128.6,129.0,981.4,1507.3,890.9,54.6,246.0,93.8,79.1,202.5,305.1,377.5,235.2,1005.6,191.3,210.0,163.4,390.2,237.8,98.5,140.3,58.2,1142.2,175.8,191.1,188.4,1099.5,100.9,972.6,265.1,212.7,115.9,989.1,1056.6,319.9,172.9,186.5,864.0,237.2,124.5,288.6,118.6,121.4,105.4,173.6,176.5,378.1,141.7,317.1,59.0,917.5,329.3,64.0,423.1,370.2,229.3,118.9,73.9,344.6,125.6,913.0,916.6,150.3,238.4,0.0,250.9,251.4,936.3,238.1,1098.6,1152.5,1009.0,216.2,227.2,144.6,956.7,356.2,106.5,933.2,993.9,137.1,197.2,245.1,241.2,219.9,1035.7,357.2,193.7,188.9,186.4,152.1,355.9,45.5,200.1,347.8,154.4,1115.0,368.7,150.2,224.0,56.4,189.2,124.6,865.1,1036.6,969.3,181.5,160.4,429.2,136.4,1068.3,244.4,165.3,233.4,87.8,1135.8,957.6,124.6,175.0,1013.2,174.6,204.7,187.2,394.4,136.3,233.2,244.8,907.0,331.1,285.4,1107.0,166.9,102.2,156.3,159.1,153.6,245.5,945.7,213.5,77.9
NO,306.2,59.4,85.3,49.8,237.1,298.9,83.6,153.3,94.9,93.7,120.7,182.8,236.2,249.6,730.4,1349.7,639.9,257.7,145.5,254.6,233.2,238.9,54.1,218.2,157.5,723.8,286.7,301.7,278.6,186.0,161.5,325.1,181.3,212.8,860.4,180.8,195.5,142.3,817.7,262.3,721.6,62.6,231.1,213.9,707.3,809.4,148.0,242.1,166.0,613.0,328.9,243.1,37.6,195.9,190.8,197.9,144.0,96.2,131.0,303.0,66.1,267.9,666.5,123.8,248.3,96.6,112.9,153.0,173.1,243.3,66.0,213.6,662.0,665.6,160.3,144.9,246.6,0.0,43.3,685.3,219.7,816.8,870.7,789.4,304.8,194.3,172.2,705.7,105.2,256.0,687.3,712.1,215.0,187.5,37.0,45.3,342.0,781.3,90.8,237.8,129.5,297.8,258.7,77.3,284.5,256.2,96.8,282.2,833.2,225.8,265.4,39.8,207.1,195.3,233.5,614.1,758.3,718.3,307.1,206.0,134.6,217.7,786.5,263.9,186.1,252.9,245.4,854.0,672.1,195.8,260.6,815.0,295.4,301.6,217.5,168.2,254.9,37.3,146.4,672.8,52.5,34.4,825.2,229.1,215.0,281.9,221.6,163.6,55.4,676.0,173.6,214.1
NP,281.2,80.3,111.4,90.9,213.7,319.8,113.7,109.9,147.5,70.3,144.4,252.0,257.1,215.4,783.0,1402.3,692.5,222.4,158.8,220.4,197.9,279.3,106.7,229.7,170.8,776.4,285.8,322.6,299.5,242.4,185.2,301.7,202.2,215.6,913.0,223.4,225.9,172.7,870.3,235.9,774.2,39.2,273.7,170.5,759.9,862.0,172.1,218.7,142.6,665.6,349.8,264.0,90.2,169.5,164.4,218.8,100.6,106.1,183.6,268.3,118.7,243.7,719.1,181.5,213.0,149.2,165.5,176.7,149.7,199.9,118.6,234.5,714.6,718.2,116.9,175.0,285.7,52.5,0.0,737.9,245.8,869.4,923.3,842.0,314.1,170.9,145.8,758.3,157.8,229.6,739.9,764.7,188.6,217.6,13.6,75.4,362.9,833.9,143.4,214.4,86.1,318.7,292.3,129.9,261.0,298.6,149.4,303.1,885.8,220.9,286.3,76.2,272.2,225.4,207.1,666.7,810.9,770.9,359.3,226.9,187.2,238.6,839.1,290.0,228.7,279.0,219.0,906.6,724.7,152.4,281.5,867.6,272.0,341.4,260.1,246.6,275.8,67.4,159.7,725.4,105.1,87.0,877.8,271.5,171.6,302.8,251.7,120.2,97.7,728.6,186.9,190.7
NU,1007.5,760.7,735.1,751.1,938.4,964.8,727.1,854.6,684.4,795.0,822.0,884.1,937.5,950.9,45.0,1038.3,132.4,959.0,806.5,955.9,934.5,851.3,755.9,775.3,771.8,200.4,892.4,1003.0,950.0,733.3,862.8,1026.4,882.6,914.1,331.6,851.4,822.6,843.6,263.6,963.6,48.4,763.9,843.5,915.2,216.7,273.3,813.2,943.4,867.3,90.4,994.7,944.4,740.0,897.2,892.1,899.2,845.3,797.5,739.8,1004.3,767.9,969.2,62.6,825.2,949.6,678.5,806.9,854.3,874.4,944.6,705.8,881.9,122.9,155.5,861.6,740.9,947.9,701.2,744.6,0.0,818.2,274.5,322.4,114.8,913.1,895.6,873.5,20.3,714.0,957.3,148.2,153.1,916.3,783.5,738.3,740.4,996.6,114.2,853.5,939.1,830.8,982.1,858.2,717.1,985.8,864.5,705.6,983.5,279.1,782.9,966.7,741.1,908.4,791.3,934.8,110.0,83.7,32.9,925.2,858.5,724.1,919.0,232.4,865.9,844.9,854.9,946.7,312.7,147.7,897.1,961.9,126.3,996.7,907.3,829.9,752.6,937.5,738.6,807.4,182.3,692.3,743.4,283.9,837.4,916.3,855.0,817.6,864.9,756.7,136.9,817.3,915.4
NW,292.9,185.7,157.3,172.0,205.1,220.8,130.1,172.7,224.8,282.5,152.5,219.7,260.1,251.1,866.0,1314.4,775.5,234.1,86.7,252.8,209.6,33.4,243.4,340.7,46.3,868.7,108.4,260.2,206.0,308.5,145.9,317.4,140.6,229.3,1005.3,103.6,78.6,132.9,962.6,280.7,857.2,251.4,57.9,179.0,852.2,921.8,326.2,216.6,144.6,748.6,250.7,205.3,222.7,214.3,209.2,221.8,163.4,110.8,290.0,276.9,261.6,249.2,802.1,299.1,224.7,210.9,235.4,106.1,184.3,213.6,188.5,147.8,797.6,801.2,177.0,82.2,247.5,188.7,232.1,820.9,0.0,961.7,1015.6,874.2,128.9,249.4,190.6,841.3,264.2,274.4,798.4,857.0,233.4,57.0,225.8,165.7,252.6,900.9,266.1,215.9,132.0,238.1,114.2,199.8,272.7,80.3,241.0,261.5,978.1,348.3,219.2,228.6,239.5,48.8,262.3,749.7,893.9,853.9,181.2,116.5,278.1,225.6,931.4,44.1,97.1,33.1,263.8,1003.8,786.8,183.9,261.0,878.4,309.8,130.4,65.8,297.0,193.5,173.3,87.6,752.8,178.2,226.1,970.1,93.4,206.3,147.4,73.6,183.0,221.6,808.9,55.3,225.3
NZ,1124.3,912.0,856.2,872.2,1061.8,1085.9,848.2,975.7,805.5,916.1,973.3,1035.4,1088.8,1072.0,205.3,1047.3,337.3,1068.3,927.6,1077.0,1043.8,972.4,914.3,789.6,892.9,92.7,1013.5,1154.3,1071.1,747.6,1014.1,1151.6,1033.9,1065.4,104.1,972.5,943.7,994.9,66.5,1114.9,217.6,885.0,964.6,1025.7,109.0,81.7,827.5,1066.8,978.8,295.3,1115.8,1095.7,913.9,1048.5,1043.4,1050.5,966.4,948.8,845.6,1111.1,898.3,1089.3,280.3,839.5,1058.9,799.6,821.2,1005.6,995.5,1060.3,868.1,1003.0,321.6,373.2,982.7,862.0,1099.2,822.3,865.7,237.5,939.3,0.0,114.4,156.8,1034.2,1016.6,1024.8,225.4,871.9,1108.6,313.4,131.2,1067.6,904.6,859.4,861.5,1117.7,183.8,867.8,1072.6,951.9,1150.4,979.3,856.8,1102.6,985.6,880.4,1134.8,89.7,797.2,1118.0,892.4,1059.7,912.4,1086.1,327.7,181.0,238.0,1046.3,979.6,907.6,1070.3,70.9,987.0,966.0,976.0,1098.0,41.2,337.8,1018.1,1113.2,143.0,1117.7,1028.4,951.0,863.4,1107.5,859.7,928.5,387.2,884.6,917.3,12.4,958.5,1037.4,1060.3,938.7,986.0,846.8,325.9,938.4,1036.5
OL,1157.5,945.2,889.4,905.4,1095.0,1119.1,881.4,1008.9,838.7,949.3,1006.5,1068.6,1122.0,1105.2,281.4,1109.7,413.4,1101.5,960.8,1110.2,1077.0,1005.6,947.5,822.8,926.1,138.8,1046.7,1187.5,1104.3,780.8,1047.3,1184.8,1067.1,1098.6,9.2,1005.7,976.9,1028.1,77.2,1148.1,293.7,918.2,997.8,1058.9,155.1,106.6,860.7,1100.0,1012.0,371.4,1149.0,1128.9,947.1,1081.7,1076.6,1083.7,999.6,982.0,878.8,1144.3,931.5,1122.5,356.4,872.7,1092.1,832.8,854.4,1038.8,1028.7,1093.5,901.3,1036.2,397.7,449.3,1015.9,895.2,1132.4,855.5,898.9,313.6,972.5,105.4,0.0,232.9,1067.4,1049.8,1058.0,301.5,905.1,1141.8,389.5,177.3,1100.8,937.8,892.6,894.7,1150.9,259.9,901.0,1105.8,985.1,1183.6,1012.5,890.0,1135.8,1018.8,913.6,1168.0,57.6,830.4,1151.2,925.6,1092.9,945.6,1119.3,403.8,257.1,314.1,1079.5,1012.8,940.8,1103.5,98.6,1020.2,999.2,1009.2,1131.2,82.0,413.9,1051.3,1146.4,219.1,1150.9,1061.6,984.2,896.6,1140.7,892.9,961.7,463.3,917.8,950.5,110.8,991.7,1070.6,1109.7,971.9,1019.2,880.0,402.0,971.6,1069.7
