from_stop,AA,AB,AI,AK,AM,AP,AZ,BB,BC,BD,BK,BQ,BW,BY,CC,CR,CT,CV,CW,CY,DD,DV,DX,EB,EC,EE,EI,EM,FB,FL,FW,FY,GB,GC,GJ,GK,GM,GN,GW,GX,HA,HB,HD,HF,HP,HS,HZ,IC,IK,IO,IR,IT,IU,IW,IX,JA,JB,JC,JH,JS,JU,KB,KH,KI,KJ,KP,KV,KW,LD,LP,LQ,LY,MA,MC,MD,MG,MI,MJ,MY,NA,NG,NM,NN,NQ,NU,NW,OA,OE,OI,OP,OQ,OW,OZ,PA,PB,PD,PJ,PN,PQ,PS,PV,QC,QD,QH,QJ,QL,QT,QW,RI,RQ,RS,RV,RX,SB,SE,SF,SK,SM,SR,SS,TD,TG,TI,TS,TZ,UD,UJ,UO,UT,UY,UZ,VD,VI,VK,VM,VQ,VR,VX,WB,WD,WE,WK,XC,XG,XJ,XK,XP,XQ,XV,XZ,YB,YK,YL,YQ,YX,ZA,ZH,ZX
KH,619.8,531.2,687.4,521.4,677.7,798.7,601.7,689.2,679.0,516.3,828.9,617.6,649.7,719.0,851.2,166.4,640.6,830.6,647.8,60.2,900.2,746.7,804.2,825.4,708.6,715.5,146.2,741.1,343.6,724.9,702.0,691.2,726.6,179.7,127.1,692.1,707.0,840.4,743.4,765.1,629.9,639.8,839.5,751.5,737.4,766.1,590.2,677.4,696.2,684.6,675.2,268.0,748.6,667.7,722.9,828.7,784.2,676.1,860.6,542.9,143.3,697.4,0.0,161.8,548.6,690.7,275.1,667.3,763.9,72.5,703.9,670.5,786.3,703.3,655.4,839.9,644.5,699.8,676.6,24.3,181.7,745.5,182.1,671.9,642.7,719.7,609.7,666.1,662.9,820.6,682.2,707.7,621.2,703.1,737.5,602.7,817.1,712.6,835.5,695.5,677.4,547.9,708.6,735.9,149.5,805.9,881.8,726.6,699.5,201.0,756.6,657.2,560.5,769.2,767.6,762.5,684.9,780.2,612.8,178.1,663.3,122.7,558.4,677.2,808.0,815.3,751.7,604.2,147.4,706.5,705.7,808.3,663.5,790.5,716.2,723.8,699.7,763.7,812.8,801.2,782.8,573.1,48.6,715.7,109.3,195.9,707.4,636.9,744.0,746.8,672.8,191.3,760.8,658.3,1224.3,240.9,666.7,635.4
KI,572.9,484.3,640.5,474.5,633.5,778.0,554.8,642.3,632.1,472.1,808.2,573.4,602.8,672.1,833.2,51.9,619.9,737.1,600.9,128.5,882.2,728.7,785.6,808.3,690.6,668.6,120.0,720.4,400.1,680.7,681.3,644.3,682.4,108.0,77.2,645.2,660.1,744.2,722.7,720.9,585.7,592.9,746.0,704.6,716.7,721.9,546.0,633.2,675.5,666.6,657.2,324.5,730.6,620.8,704.9,808.0,763.5,629.2,842.6,496.0,202.5,650.5,161.7,0.0,504.4,643.8,331.6,620.4,717.0,102.5,657.0,626.3,768.3,656.4,608.5,819.2,600.3,652.9,632.4,128.0,152.8,709.5,67.6,625.0,624.7,672.8,562.8,648.1,642.2,724.4,664.2,660.8,577.0,682.4,716.8,555.8,796.4,665.7,817.5,648.6,633.2,497.8,690.6,715.2,106.5,785.2,861.1,697.0,652.6,144.6,729.5,610.3,513.6,748.5,720.7,715.6,640.7,736.0,568.6,128.2,616.4,64.8,514.2,656.5,714.5,744.3,704.8,560.0,121.2,659.6,658.8,680.5,616.6,769.8,698.2,705.8,652.8,745.7,792.1,780.5,709.1,528.9,156.3,664.5,121.2,81.4,689.4,592.7,723.3,689.9,625.9,76.8,740.1,611.4,1203.6,297.4,619.8,614.7
KJ,146.6,124.9,214.2,48.2,236.8,390.6,128.5,249.5,238.1,43.1,448.0,253.2,176.5,278.1,445.2,686.7,546.3,340.4,174.6,653.8,404.4,342.3,337.8,428.9,349.3,242.3,732.6,686.7,744.2,284.0,326.3,218.0,253.4,686.7,634.1,288.8,266.1,350.2,367.7,291.9,156.7,256.8,349.3,278.3,361.7,292.9,117.0,180.9,265.2,325.3,580.9,668.6,284.3,194.5,318.5,475.0,317.8,272.8,356.1,5.6,543.9,224.2,629.5,682.1,0.0,217.5,675.7,194.1,298.0,579.5,220.4,197.3,433.2,279.6,182.2,348.3,171.3,300.8,253.7,617.9,768.1,272.3,702.4,198.7,548.4,280.6,136.5,352.5,568.6,330.4,587.9,234.5,148.0,608.8,301.0,129.5,437.2,239.4,355.9,222.9,204.2,74.7,654.2,307.3,656.5,398.6,386.0,389.8,226.3,708.0,380.9,184.0,87.3,393.5,301.7,296.6,211.7,307.0,139.6,685.1,240.4,672.8,85.2,321.5,317.8,280.3,278.5,131.0,733.8,303.2,264.8,254.2,190.3,366.0,322.3,669.4,258.8,299.4,391.7,441.4,247.8,99.9,629.0,242.5,702.9,716.2,676.9,163.7,368.3,305.9,199.6,711.6,385.1,255.0,1083.9,641.5,193.5,581.0
KP,266.0,262.5,123.3,154.7,121.9,267.9,182.8,95.1,123.2,159.8,325.3,138.3,75.2,163.2,322.5,824.3,436.1,225.5,294.0,791.4,281.7,224.6,209.6,306.2,239.1,127.4,870.2,576.5,881.8,169.1,216.1,167.1,202.5,824.3,771.7,173.9,151.2,235.3,257.5,222.3,53.2,141.9,234.4,236.5,251.5,205.2,174.2,66.0,155.0,215.1,470.7,806.2,174.1,23.0,208.3,352.3,189.6,157.9,233.4,187.3,681.5,197.8,767.1,819.7,193.0,0.0,813.3,106.4,169.8,717.1,105.5,146.4,333.6,125.2,35.2,220.1,56.4,185.9,97.4,755.5,905.7,184.6,840.0,102.2,438.2,141.6,255.9,242.3,458.4,215.5,477.7,183.6,193.8,498.6,186.1,248.9,314.5,210.2,233.2,68.5,133.3,128.2,544.0,197.1,794.1,261.5,263.3,279.6,199.1,845.6,270.1,96.7,144.5,251.7,173.5,168.4,150.2,248.7,103.5,822.7,125.5,810.4,163.0,211.3,202.9,171.8,223.2,104.6,871.4,188.3,149.9,164.8,139.4,237.8,207.4,559.2,143.9,189.2,254.6,318.7,139.3,103.0,766.6,191.6,840.5,853.8,566.7,79.4,228.8,191.0,45.2,849.2,274.9,140.1,1057.5,779.1,39.1,470.8
KV,738.2,649.6,894.4,639.8,796.1,888.4,720.1,840.3,803.9,634.7,918.6,736.0,768.1,894.4,940.9,340.7,730.3,920.3,766.2,307.8,989.9,836.4,896.0,915.1,798.3,833.9,386.6,830.8,296.5,888.5,791.7,809.6,845.0,340.7,288.1,810.5,825.4,930.1,833.1,883.5,748.3,758.2,929.2,869.9,827.1,884.5,708.6,795.8,785.9,774.3,764.9,37.0,838.3,786.1,812.6,918.4,873.9,794.5,950.3,661.3,356.3,815.8,283.5,336.1,667.0,809.1,0.0,858.6,898.4,233.5,822.3,788.9,876.0,879.3,773.8,929.6,762.9,818.2,795.0,271.9,422.1,872.1,356.4,790.3,732.4,895.7,728.1,755.8,752.6,910.3,771.9,826.1,739.6,792.8,827.2,721.1,906.8,831.0,928.2,813.9,800.1,663.1,798.3,825.6,310.5,895.6,971.5,804.7,817.9,362.0,839.9,775.6,678.9,858.9,902.9,897.0,803.3,898.6,731.2,339.1,781.7,326.8,676.8,764.2,897.7,905.0,870.1,722.6,387.8,824.9,824.1,898.0,781.9,880.2,805.9,813.5,818.1,852.7,902.5,890.9,872.5,691.5,283.0,834.1,356.9,370.2,797.1,755.3,833.7,899.3,791.2,365.6,850.5,776.7,1314.0,193.8,785.1,725.1
KW,246.2,242.7,35.7,134.9,135.8,201.9,95.2,65.7,137.1,140.0,259.3,134.2,68.0,177.1,256.5,804.5,352.1,239.4,274.2,771.6,215.7,148.1,143.6,240.2,155.1,130.3,850.4,492.5,862.0,183.0,132.1,79.5,114.9,804.5,751.9,169.8,156.1,249.2,173.5,156.3,64.0,169.8,248.3,148.9,167.5,98.7,105.7,119.1,71.0,131.1,386.7,786.4,90.1,109.5,124.3,286.3,123.6,153.8,167.4,167.5,661.7,135.9,747.3,802.6,173.2,86.5,793.5,0.0,103.8,697.3,96.3,58.8,267.6,104.7,120.4,154.1,109.5,177.5,76.9,735.7,885.9,78.1,820.2,95.0,354.2,121.1,236.1,158.3,374.4,229.4,393.7,96.0,106.2,414.6,167.7,229.1,248.5,122.6,167.2,88.0,45.7,108.4,460.0,113.1,774.3,195.5,197.3,195.6,111.5,825.8,186.7,9.1,136.4,199.3,107.5,102.4,177.3,182.7,114.3,802.9,90.1,790.6,143.2,127.3,216.8,86.1,140.0,53.9,851.6,184.2,163.8,60.0,51.8,171.8,146.4,475.2,144.3,105.2,188.6,252.7,53.6,83.2,746.8,104.0,820.7,834.0,482.7,90.2,174.1,151.1,64.7,829.4,190.9,136.0,995.4,759.3,58.6,386.8
LD,346.4,342.9,135.9,235.1,133.9,144.5,195.4,63.8,135.2,240.2,201.9,132.3,168.2,175.2,199.1,854.8,368.2,237.5,374.4,821.9,158.3,164.2,69.9,182.8,171.2,171.5,900.7,508.6,912.3,181.1,148.2,187.8,152.4,854.8,802.2,167.9,163.2,247.3,189.6,126.4,162.6,178.0,246.4,181.5,183.6,198.2,205.9,153.6,87.1,147.2,402.8,836.7,106.2,179.4,140.4,228.9,81.2,151.9,110.0,267.7,712.0,220.9,797.6,850.2,273.4,156.4,843.8,100.1,0.0,747.6,137.5,159.0,210.2,102.8,191.7,114.1,163.0,175.6,75.0,786.0,936.2,177.6,870.5,195.2,370.3,119.2,336.3,174.4,390.5,227.5,409.8,213.2,206.4,430.7,198.1,329.3,191.1,207.6,109.8,99.0,145.9,208.6,476.1,129.2,824.6,121.8,139.9,211.7,223.1,876.1,155.8,109.3,236.6,137.4,67.5,62.4,257.1,152.8,212.9,853.2,88.2,840.9,243.4,143.4,214.9,146.5,127.3,154.1,901.9,182.3,161.9,139.5,152.0,123.5,162.5,491.3,142.4,121.3,114.9,195.3,114.0,183.4,797.1,163.3,871.0,884.3,498.8,188.8,114.5,167.2,121.6,879.7,207.0,134.1,1047.0,809.6,127.4,402.9
LP,602.4,513.8,758.6,504.0,660.3,752.6,584.3,704.5,661.6,498.9,782.8,600.2,632.3,758.6,805.1,107.1,594.5,784.5,630.4,80.7,854.1,700.6,760.2,779.3,662.5,698.1,153.0,695.0,297.5,752.7,655.9,673.8,709.2,107.1,54.5,674.7,689.6,794.3,697.3,747.7,612.5,622.4,793.4,734.1,691.3,748.7,572.8,660.0,650.1,638.5,629.1,221.9,702.5,650.3,676.8,782.6,738.1,658.7,814.5,525.5,97.2,680.0,56.4,102.5,531.2,673.3,229.0,722.8,762.6,0.0,686.5,653.1,740.2,743.5,638.0,793.8,627.1,682.4,659.2,44.8,188.5,736.3,122.8,654.5,596.6,759.9,592.3,620.0,616.8,774.5,636.1,690.3,603.8,657.0,691.4,585.3,771.0,695.2,789.4,678.4,660.0,527.3,662.5,689.8,76.9,759.8,835.7,668.9,682.1,128.4,704.1,639.8,543.1,723.1,766.3,761.2,667.5,762.8,595.4,105.5,645.9,100.5,541.0,628.4,761.9,769.2,734.3,586.8,154.2,689.1,688.3,762.2,646.1,744.4,670.1,677.7,682.3,716.9,766.7,755.1,736.7,555.7,55.9,694.0,129.8,136.6,661.3,619.5,697.9,773.5,655.4,132.0,714.7,640.9,1178.2,194.8,649.3,589.3
LQ,298.0,294.5,125.9,186.7,71.4,250.6,185.4,77.8,72.7,191.8,308.0,87.8,109.4,112.7,305.2,856.3,403.3,175.0,326.0,823.4,264.4,205.5,194.4,288.9,206.3,53.6,902.2,543.7,913.8,118.6,183.3,169.7,205.1,856.3,803.7,123.4,100.7,184.8,224.7,205.0,92.3,73.4,183.9,239.1,218.7,188.2,195.9,48.5,122.2,182.3,437.9,838.2,156.7,101.4,175.5,335.0,172.3,107.4,216.1,219.3,713.5,226.1,799.1,851.7,225.0,86.1,845.3,90.1,152.5,749.1,0.0,149.0,316.3,107.9,89.1,202.8,57.9,135.4,88.3,787.5,937.7,175.8,872.0,141.3,405.4,115.2,287.9,209.5,425.6,165.0,444.9,186.2,196.4,465.8,135.6,280.9,297.2,212.8,212.9,50.9,137.8,160.2,511.2,182.8,826.1,244.2,246.0,220.1,201.7,877.6,237.9,99.3,176.5,234.4,156.2,151.1,152.0,231.4,142.6,854.7,75.0,849.7,195.0,178.5,152.4,136.5,205.9,144.1,903.4,137.8,99.4,129.5,142.0,220.5,156.9,526.4,93.4,155.7,237.3,301.4,104.0,142.1,798.6,194.2,872.5,885.8,533.9,118.5,211.5,130.5,51.3,881.2,242.1,89.6,1085.6,811.1,57.1,438.0
LY,260.4,256.9,57.5,149.1,185.7,200.7,109.4,115.6,187.0,154.2,258.1,184.1,119.0,227.0,255.3,818.7,402.0,289.3,288.4,785.8,214.5,198.0,193.5,239.0,205.0,180.2,864.6,542.4,876.2,232.9,182.0,20.6,56.0,818.7,766.1,219.7,206.0,299.1,223.4,98.3,104.7,219.7,298.2,90.0,217.4,148.6,119.9,170.1,120.9,181.0,436.6,800.6,140.0,160.5,174.2,285.1,173.5,203.7,166.2,181.7,675.9,77.0,761.5,816.8,187.4,137.5,807.7,49.8,153.7,711.5,146.2,0.0,266.4,154.6,171.4,170.9,160.5,227.4,126.8,749.9,900.1,128.0,834.4,146.0,404.1,171.0,250.3,208.2,424.3,279.3,443.6,37.1,120.4,464.5,217.6,243.3,247.3,63.7,166.0,125.4,41.9,122.6,509.9,163.0,788.5,208.7,196.1,245.5,52.6,840.0,236.6,39.7,150.6,249.2,157.4,152.3,220.7,118.7,148.6,817.1,140.0,804.8,157.4,177.2,266.7,136.0,81.1,68.1,865.8,234.1,213.7,109.9,8.3,221.7,196.3,525.1,194.2,155.1,201.8,251.5,103.5,97.4,761.0,45.1,834.9,848.2,532.6,125.0,224.0,201.0,115.7,843.6,240.8,185.9,1009.6,773.5,109.6,436.7
MA,482.5,479.0,292.3,371.2,290.3,80.2,349.5,220.2,298.1,376.3,42.5,288.7,324.6,331.6,91.4,869.2,382.6,393.9,510.5,836.3,122.1,320.6,165.0,65.6,327.6,327.9,915.1,523.0,926.7,337.5,269.1,258.6,223.2,869.2,816.6,324.3,319.6,403.7,269.9,197.2,326.8,334.4,402.8,252.3,259.0,354.6,360.0,310.0,243.5,303.6,417.2,851.1,262.6,335.8,296.8,42.3,187.1,308.3,120.1,403.8,726.4,291.7,812.0,864.6,409.5,312.8,858.2,256.5,200.2,762.0,293.9,281.4,0.0,259.2,348.1,121.4,319.4,332.0,231.4,800.4,950.6,342.2,884.9,351.6,384.7,275.6,472.4,330.8,404.9,383.9,424.2,284.0,360.5,445.1,354.5,465.4,57.3,278.4,120.0,255.7,304.2,344.7,490.5,291.9,843.2,161.7,103.7,355.0,293.9,890.5,227.4,265.7,361.0,222.1,141.8,147.7,413.5,223.6,370.7,867.6,244.6,862.6,379.5,313.4,371.3,302.9,198.1,290.2,916.3,338.7,318.3,295.9,289.7,229.4,318.9,505.7,298.8,277.0,154.8,14.8,270.4,319.5,811.5,234.1,885.4,898.7,513.2,347.1,220.4,323.6,278.0,894.1,287.3,290.5,910.6,824.0,283.8,417.3
MC,331.9,328.4,137.9,220.6,74.4,222.0,197.4,49.2,61.5,225.7,279.4,72.8,141.1,115.7,276.6,830.2,390.2,178.0,359.9,797.3,235.8,208.5,163.7,260.3,193.2,130.8,876.1,530.6,887.7,121.6,170.2,181.7,202.4,830.2,777.6,108.4,103.7,187.8,211.6,176.4,119.1,118.5,186.9,231.5,205.6,200.2,207.9,94.1,109.1,169.2,424.8,812.1,159.7,135.9,162.4,306.4,143.7,92.4,187.5,253.2,687.4,238.1,773.0,825.6,258.9,112.9,819.2,102.1,123.9,723.0,96.8,161.0,287.7,0.0,134.7,174.2,103.5,116.1,36.6,761.4,911.6,179.6,845.9,168.1,392.3,16.3,321.8,196.4,412.5,168.0,431.8,198.2,208.4,452.7,138.6,314.8,268.6,224.8,187.3,55.5,147.9,194.1,498.1,185.8,800.0,215.6,217.4,233.7,213.7,851.5,224.2,111.3,210.4,205.8,127.6,122.5,197.6,202.8,169.4,828.6,28.7,816.3,228.9,165.4,155.4,148.5,177.3,156.1,877.3,122.8,102.4,141.5,154.0,191.9,159.9,513.3,39.6,143.3,208.7,272.8,116.0,168.9,772.5,213.3,846.4,859.7,520.8,145.3,182.9,143.5,78.1,855.1,229.0,74.6,1097.6,785.0,83.9,424.9
MD,260.9,257.4,158.6,149.6,86.6,288.9,180.6,116.1,87.9,154.7,346.3,103.0,72.3,127.9,343.5,819.2,457.1,190.2,288.9,786.3,302.7,220.7,230.6,327.2,260.1,92.1,865.1,597.5,876.7,133.8,237.1,202.4,237.8,819.2,766.6,138.6,115.9,200.0,278.5,243.3,88.5,106.6,199.1,271.8,272.5,240.5,169.1,30.7,176.0,236.1,491.7,801.1,171.9,12.2,236.0,373.3,210.6,122.6,254.4,182.2,676.4,233.1,762.0,817.3,187.9,35.2,808.2,141.7,190.8,712.0,70.2,181.7,354.6,130.2,0.0,241.1,21.1,150.6,103.5,750.4,900.6,219.9,834.9,128.2,459.2,130.4,250.8,263.3,479.4,180.2,498.7,218.9,200.1,519.6,150.8,243.8,335.5,245.5,254.2,103.8,168.6,123.1,565.0,198.0,789.0,282.5,284.3,300.6,234.4,840.5,291.1,132.0,139.4,272.7,194.5,189.4,114.9,269.7,118.2,817.6,90.2,805.3,157.9,232.3,167.6,206.8,244.2,139.9,866.3,153.0,114.6,199.8,174.7,258.8,172.1,580.2,108.6,215.7,275.6,339.7,174.3,138.3,761.5,226.9,835.4,848.7,587.7,114.7,249.8,155.7,80.5,844.1,295.9,104.8,1092.8,774.0,74.4,491.8
MG,398.5,395.0,188.0,287.2,186.0,104.6,247.5,115.9,187.3,292.3,162.0,184.4,220.3,227.3,159.2,906.9,420.3,289.6,426.5,874.0,118.4,208.8,118.0,142.9,223.3,223.6,952.8,560.7,964.4,233.2,200.3,140.4,105.0,906.9,854.3,220.0,215.3,299.4,220.8,79.0,214.7,230.1,298.5,134.1,209.9,250.3,258.0,205.7,139.2,199.3,454.9,888.8,158.3,231.5,192.5,189.0,138.0,204.0,70.1,319.8,764.1,173.5,849.7,905.0,325.5,208.5,895.9,152.2,95.9,799.7,189.6,163.2,170.3,154.9,243.8,0.0,215.1,227.7,127.1,838.1,988.3,229.7,922.6,247.3,422.4,171.3,388.4,226.5,442.6,279.6,461.9,165.8,258.5,482.8,250.2,381.4,151.2,160.2,69.9,151.1,198.0,260.7,528.2,181.3,876.7,112.6,100.0,263.8,175.7,928.2,171.9,161.4,288.7,173.0,38.3,43.4,309.2,105.4,265.0,905.3,140.3,893.0,295.5,195.5,267.0,198.6,79.9,206.2,954.0,234.4,214.0,191.6,171.5,180.3,214.6,543.4,194.5,173.4,105.7,155.4,166.1,235.5,849.2,115.9,923.1,936.4,550.9,240.9,171.3,219.3,173.7,931.8,238.2,186.2,971.1,861.7,179.5,455.0
MI,240.0,236.5,155.1,128.7,65.4,267.7,159.7,94.9,66.7,133.8,325.1,81.8,51.4,106.7,322.3,798.3,435.9,169.0,268.0,765.4,281.5,192.5,209.4,306.0,238.9,70.9,844.2,576.3,855.8,112.6,215.9,198.9,248.1,798.3,745.7,117.4,94.7,178.8,257.3,222.1,103.0,85.4,177.9,277.2,251.3,237.0,148.2,9.5,154.8,214.9,470.5,780.2,150.7,43.4,214.8,352.1,189.4,101.4,233.2,161.3,655.5,232.8,741.1,793.7,167.0,66.4,787.3,139.2,169.6,691.1,49.0,178.2,333.4,109.0,31.1,219.9,0.0,129.4,82.3,729.5,879.7,216.4,814.0,107.3,438.0,109.2,229.9,242.1,458.2,159.0,477.5,215.4,179.2,498.4,129.6,222.9,314.3,242.0,233.0,100.3,165.1,102.2,543.8,176.8,768.1,261.3,263.1,279.4,230.9,819.6,269.9,128.5,118.5,251.5,173.3,168.2,94.0,248.5,97.3,796.7,69.0,784.4,137.0,211.1,146.4,185.6,223.0,139.6,845.4,131.8,93.4,178.6,171.2,237.6,150.9,559.0,87.4,194.5,254.4,318.5,153.1,108.5,740.6,223.4,814.5,827.8,566.5,121.4,228.6,134.5,100.4,823.2,274.7,83.6,1092.5,753.1,105.6,470.6
MJ,359.4,355.9,226.7,248.1,53.9,310.8,279.1,138.0,88.2,253.2,368.2,85.3,170.8,58.7,365.4,842.7,408.9,107.4,387.4,809.8,324.6,145.5,279.7,345.5,211.9,188.2,888.6,549.3,900.2,64.6,188.9,270.5,291.2,842.7,790.1,71.9,88.3,117.2,230.3,265.2,222.4,131.0,116.3,320.3,224.3,289.0,267.6,109.9,163.2,187.9,443.5,824.6,144.3,162.8,160.8,395.2,257.6,33.6,276.3,280.7,699.9,326.9,785.5,840.8,286.4,185.8,831.7,190.9,212.7,735.5,136.4,249.8,376.5,139.5,150.5,263.0,119.3,0.0,125.4,773.9,924.1,268.4,858.4,226.7,411.0,124.2,349.3,215.1,431.2,97.4,450.5,287.0,297.2,471.4,68.0,342.3,357.4,313.6,273.1,144.3,236.7,224.8,516.8,149.4,816.7,292.8,306.2,225.7,302.5,864.0,243.5,200.1,237.9,256.1,216.4,211.3,213.4,291.6,216.7,841.1,112.1,828.8,256.4,184.1,84.8,237.3,266.1,244.9,889.8,63.4,66.2,230.3,242.8,277.4,89.3,532.0,102.4,187.4,299.7,361.6,204.8,227.9,785.0,290.7,858.9,872.2,539.5,240.8,230.9,97.3,166.9,867.6,247.7,51.6,1167.8,797.5,172.7,443.6
MY,295.2,291.7,101.2,183.9,58.8,185.3,160.7,12.5,60.1,189.0,242.7,57.2,104.4,100.1,239.9,814.6,353.5,162.4,323.2,781.7,199.1,149.5,127.0,223.6,156.5,94.1,860.5,493.9,872.1,106.0,133.5,145.0,165.7,814.6,762.0,92.8,88.1,172.2,174.9,139.7,82.4,102.9,171.3,194.8,168.9,163.5,171.2,78.5,72.4,132.5,388.1,796.5,91.5,99.2,125.7,269.7,107.0,76.8,150.8,216.5,671.8,201.4,757.4,810.0,222.2,76.2,803.6,65.4,87.2,707.4,60.1,124.3,251.0,27.7,111.5,137.5,87.9,100.5,0.0,745.8,896.0,142.9,830.3,131.4,355.6,44.1,285.1,159.7,375.8,152.4,395.1,161.5,171.7,416.0,123.0,278.1,231.9,188.1,150.6,18.8,111.2,157.4,461.4,114.5,784.4,178.9,180.7,197.0,177.0,835.9,187.5,74.6,173.7,169.1,90.9,85.8,182.0,166.1,132.7,813.0,13.1,800.7,192.2,128.7,139.8,111.8,140.6,119.4,861.7,107.2,86.8,104.8,117.3,155.2,144.3,476.6,67.3,106.6,172.0,236.1,79.3,132.2,756.9,176.6,830.8,844.1,484.1,108.6,146.2,127.9,41.4,839.5,192.3,59.0,1060.9,769.4,47.2,388.2
NA,595.4,506.8,663.0,497.0,653.3,781.0,577.3,664.8,654.6,491.9,811.2,593.2,625.3,694.6,833.5,142.0,622.9,812.9,623.4,35.8,882.5,721.5,786.5,807.7,690.9,691.1,121.8,723.4,325.9,700.5,684.3,666.8,702.2,158.6,109.4,667.7,682.6,822.7,725.7,740.7,605.5,615.4,821.8,727.1,719.7,741.7,565.8,653.0,678.5,666.9,657.5,250.3,730.9,643.3,705.2,811.0,766.5,651.7,842.9,518.5,125.6,673.0,38.2,137.4,524.2,666.3,257.4,642.9,739.5,54.8,679.5,646.1,768.6,678.9,631.0,822.2,620.1,675.4,652.2,0.0,157.3,721.1,157.7,647.5,625.0,695.3,585.3,648.4,645.2,802.9,664.5,683.3,596.8,685.4,719.8,578.3,799.4,688.2,817.8,671.1,653.0,523.5,690.9,718.2,131.8,788.2,864.1,708.9,675.1,183.3,738.9,632.8,536.1,751.5,743.2,738.1,660.5,755.8,588.4,160.4,638.9,98.3,534.0,659.5,790.3,797.6,727.3,579.8,123.0,682.1,681.3,790.6,639.1,772.8,698.5,706.1,675.3,746.0,795.1,783.5,765.1,548.7,30.9,691.3,84.9,171.5,689.7,612.5,726.3,722.4,648.4,166.9,743.1,633.9,1206.6,223.2,642.3,617.7
NG,630.1,541.5,697.7,531.7,688.0,835.2,612.0,699.5,689.3,526.6,865.4,627.9,660.0,729.3,887.7,111.9,677.1,791.6,658.1,167.7,936.7,783.2,840.7,861.9,745.1,725.8,90.5,777.6,490.5,735.2,738.5,701.5,736.9,213.3,182.5,702.4,717.3,801.4,779.9,775.4,640.2,650.1,800.5,761.8,773.9,776.4,600.5,687.7,732.7,721.1,711.7,414.9,785.1,678.0,759.4,865.2,820.7,686.4,897.1,553.2,290.2,707.7,202.8,153.9,558.9,701.0,422.0,677.6,774.2,207.8,714.2,680.8,822.8,713.6,665.7,876.4,654.8,710.1,686.9,164.5,0.0,755.8,110.0,682.2,679.2,730.0,620.0,702.6,699.4,781.6,718.7,718.0,631.5,739.6,774.0,613.0,853.6,722.9,872.0,705.8,687.7,558.2,745.1,772.4,204.9,842.4,918.3,763.1,709.8,249.9,793.1,667.5,570.8,805.7,777.9,772.8,695.2,790.5,623.1,233.5,673.6,153.0,568.7,713.7,769.0,798.8,762.0,614.5,42.8,716.8,716.0,737.7,673.8,827.0,752.7,760.3,710.0,800.2,849.3,837.7,766.3,583.4,195.5,726.0,160.4,126.9,743.9,647.2,780.5,757.1,683.1,87.0,797.3,668.6,1260.8,387.8,677.0,671.9
NM,342.4,338.9,131.9,231.1,211.3,277.4,191.4,141.2,219.1,236.2,334.8,209.7,164.2,252.6,332.0,914.2,427.6,314.9,370.4,881.3,291.2,216.1,229.4,312.1,230.6,205.8,960.1,568.0,971.7,258.5,215.8,175.7,211.1,914.2,861.6,245.3,231.6,324.7,249.0,240.0,160.2,245.3,323.8,245.1,243.0,111.8,201.9,215.3,146.5,206.6,462.2,896.1,165.6,205.7,199.8,361.8,199.1,229.3,242.9,263.7,771.4,232.1,857.0,912.3,269.4,182.7,903.2,96.1,179.3,807.0,171.8,155.0,351.3,180.2,216.6,229.6,205.7,261.2,152.4,845.4,995.6,0.0,929.9,191.2,429.7,196.6,332.3,233.8,449.9,304.9,469.2,192.2,202.4,490.1,243.2,325.3,324.0,218.8,239.7,150.7,143.8,207.8,543.7,196.8,888.2,279.2,272.8,252.6,207.7,935.5,255.8,105.3,232.6,274.8,183.8,177.9,273.5,258.2,210.5,912.6,165.6,907.6,239.4,200.1,292.3,144.8,232.7,150.1,961.3,267.9,239.3,117.5,148.0,247.3,221.9,550.7,219.8,180.0,264.1,328.2,129.1,179.4,856.5,195.9,930.4,943.7,558.2,194.6,249.6,236.6,160.9,939.1,266.4,211.5,1091.6,877.2,154.8,462.3
NN,593.2,504.6,660.8,494.8,651.1,798.3,575.1,662.6,652.4,489.7,828.5,591.0,623.1,692.4,850.8,19.3,640.2,754.7,621.2,148.8,899.8,738.8,803.8,825.0,708.2,688.9,93.1,740.7,420.4,698.3,701.6,664.6,700.0,128.3,97.5,665.5,680.4,764.5,743.0,738.5,603.3,613.2,763.6,724.9,737.0,739.5,563.6,650.8,695.8,684.2,674.8,344.8,748.2,641.1,722.5,828.3,783.8,649.5,860.2,516.3,220.1,670.8,179.3,50.7,522.0,664.1,351.9,640.7,737.3,122.8,677.3,643.9,785.9,676.7,628.8,839.5,617.9,673.2,650.0,145.6,91.0,718.9,0.0,645.3,642.3,693.1,583.1,665.7,662.5,744.7,681.8,681.1,594.6,702.7,737.1,576.1,816.7,686.0,835.1,668.9,650.8,521.3,708.2,735.5,119.9,805.5,881.4,726.2,672.9,164.9,756.2,630.6,533.9,768.8,741.0,735.9,658.3,753.6,586.2,148.5,636.7,77.8,531.8,676.8,732.1,761.9,725.1,577.6,56.7,679.9,679.1,700.8,636.9,790.1,715.8,723.4,673.1,763.3,812.4,800.8,729.4,546.5,176.6,689.1,141.5,48.8,707.0,610.3,743.6,720.2,646.2,44.2,760.4,631.7,1223.9,317.7,640.1,635.0
