from_stop,AF,AL,AS,AT,AV,AW,BS,BU,BZ,CD,CF,CJ,CN,CQ,CY,DD,DG,DH,DM,DN,DQ,DS,DT,DU,DZ,EA,EC,ED,EG,EI,EJ,EL,EP,EV,EW,EX,EZ,FF,FI,FL,FZ,GC,GH,GO,GY,HH,HJ,HO,HX,HY,IB,ID,IG,IJ,IQ,IR,IW,JE,JF,JH,JJ,JM,JN,JV,JX,KA,KF,KH,KT,KU,KW,LL,LN,LQ,LU,LV,MD,MF,MP,MR,NC,NG,NQ,NS,NT,NW,NY,OB,OC,OF,OI,OP,OR,OT,PB,PF,PH,PJ,PM,PR,PY,QE,QG,QJ,QX,RB,RJ,RY,RZ,SE,SU,SW,TE,TJ,TZ,UC,UG,UH,UN,UQ,UZ,VB,VG,VH,VO,VR,WD,WE,WF,WN,WQ,WS,WW,WZ,XB,XD,XW,XY,XZ,YB,YH,YN,YP,YS,YW,ZF,ZG,ZK,ZW,ZX
KA,672.6,766.1,459.6,251.1,371.4,818.7,146.6,406.5,587.3,634.9,920.1,374.0,640.7,871.6,751.4,560.9,679.9,915.4,860.3,439.6,377.2,49.2,521.4,707.1,711.3,354.3,724.1,698.5,133.7,676.2,712.3,190.8,398.0,390.3,445.9,105.4,696.6,609.0,643.4,666.2,225.7,290.0,827.7,798.1,208.3,548.2,615.4,321.3,890.2,272.4,378.1,699.4,244.8,641.1,679.9,663.0,667.9,208.1,243.6,846.7,653.2,201.7,642.1,558.5,800.6,0.0,651.5,669.1,566.0,492.6,84.1,699.3,243.3,174.5,445.0,245.4,638.0,682.8,729.2,579.0,764.1,223.1,434.5,605.8,133.2,637.8,181.0,710.3,41.1,449.5,342.8,669.3,266.5,136.3,672.4,698.4,32.4,618.0,665.7,505.1,639.8,664.9,22.8,604.5,304.9,748.9,1506.6,345.4,696.5,225.4,681.4,691.6,884.5,677.2,736.4,510.0,283.2,93.2,835.2,643.0,665.9,166.3,610.8,410.1,685.5,678.6,753.7,625.6,758.8,120.4,87.8,720.6,270.5,737.2,156.4,540.5,479.0,647.3,760.6,702.7,116.4,449.5,625.8,199.3,591.8,794.1,59.0,649.8,389.4,714.3
KF,249.0,342.5,381.1,794.1,914.4,395.1,685.1,328.0,124.1,167.2,492.0,404.5,42.4,452.4,327.8,205.5,256.5,491.8,432.2,361.1,423.6,678.8,134.2,279.0,212.2,892.8,225.0,88.5,676.7,213.0,288.7,582.4,941.0,377.3,367.4,532.1,416.9,145.8,294.9,72.3,492.2,442.7,399.6,374.5,474.8,111.6,152.2,570.4,466.6,815.4,921.1,200.3,762.0,177.9,216.7,357.8,204.7,541.5,544.3,423.1,190.0,547.9,178.9,95.3,377.0,629.5,0.0,65.6,78.4,269.8,675.5,236.1,777.0,717.5,366.5,460.8,174.8,353.2,227.8,155.4,340.5,766.1,225.6,182.2,562.6,138.7,678.7,380.7,601.3,215.3,455.2,206.1,516.8,699.3,209.2,368.8,662.0,39.3,109.1,233.6,97.7,90.5,652.4,180.9,483.2,331.5,1834.6,883.9,53.3,744.0,218.2,40.0,463.7,214.0,273.2,240.5,801.8,590.7,411.6,8.5,202.7,651.8,102.7,331.6,187.6,179.5,332.9,197.5,107.2,683.4,651.4,297.0,789.1,313.6,565.5,231.2,220.4,317.7,337.0,83.0,619.3,371.0,162.6,742.3,168.2,370.5,696.1,231.4,417.8,215.2
KH,277.3,370.8,409.4,822.4,942.7,424.0,713.4,356.3,152.4,195.5,520.3,425.5,33.1,476.3,356.1,233.8,233.5,514.9,460.5,389.4,451.9,707.1,162.5,307.3,205.7,921.1,218.5,63.5,705.0,241.3,317.0,610.7,969.3,465.0,395.7,560.4,393.9,174.1,266.7,86.6,520.5,491.4,427.9,402.8,503.1,139.9,180.5,598.7,489.7,843.7,944.2,193.8,791.7,201.0,245.0,334.8,233.0,569.8,572.6,451.4,218.3,576.2,207.2,123.6,400.1,661.5,65.6,0.0,106.7,298.1,704.8,264.4,814.6,745.8,394.8,489.1,203.1,330.2,213.9,183.7,368.8,794.4,248.7,210.5,590.9,132.2,707.0,357.7,624.4,243.6,549.4,234.4,534.5,727.6,237.5,345.8,690.3,65.8,80.9,258.2,60.2,24.8,680.7,209.2,511.5,353.6,1862.9,912.2,74.0,772.3,246.5,66.2,489.2,242.3,301.5,254.0,830.1,619.0,439.9,57.1,231.0,680.1,100.7,359.9,179.9,173.0,358.4,225.8,150.4,711.7,679.7,320.1,817.4,341.9,593.8,259.5,248.7,294.7,360.1,58.0,642.4,399.3,185.7,770.6,196.5,398.8,716.9,254.5,446.1,208.7
KT,170.5,264.0,302.6,715.6,835.9,316.6,606.6,249.5,45.6,88.7,413.5,326.0,74.6,373.9,249.3,127.0,238.2,413.3,353.7,282.6,345.1,600.3,55.7,200.5,171.4,814.3,184.2,132.4,598.2,134.5,210.2,503.9,862.5,298.8,288.9,453.6,398.6,67.3,276.6,100.1,413.7,364.2,321.1,296.0,396.3,33.1,73.7,491.9,388.1,736.9,842.6,159.5,683.5,99.4,138.2,339.5,126.2,463.0,465.8,344.6,111.5,469.4,100.4,16.8,298.5,551.0,85.4,97.8,0.0,191.3,597.0,157.6,698.5,639.0,288.0,382.3,96.3,334.9,187.0,76.9,262.0,687.6,147.1,103.7,484.1,97.9,600.2,362.4,522.8,136.8,376.7,127.6,438.3,620.8,130.7,350.5,583.5,46.0,99.6,152.6,73.7,98.8,573.9,102.4,404.7,253.0,1756.1,805.4,123.0,665.5,139.7,125.5,385.2,135.5,194.7,162.0,723.3,512.2,333.1,76.9,124.2,573.3,61.9,253.1,146.8,138.7,254.4,119.0,192.7,604.9,572.9,218.5,710.6,235.1,487.0,152.7,141.9,299.4,258.5,136.6,540.8,292.5,84.1,663.8,89.7,292.0,617.6,152.9,339.3,174.4
KU,292.0,385.5,203.3,616.3,736.6,438.7,507.3,150.2,206.7,249.8,535.0,226.7,260.1,495.4,370.8,180.3,397.5,534.8,475.2,183.3,245.8,501.0,140.8,322.0,330.7,715.0,343.5,317.9,498.9,295.6,331.7,404.6,763.2,199.5,189.6,354.3,557.9,228.4,435.9,285.6,314.4,264.9,442.6,417.5,297.0,163.1,234.8,392.6,509.6,637.6,743.3,318.8,584.2,260.5,299.3,498.8,287.3,363.7,366.5,466.1,272.6,370.1,261.5,177.9,420.0,451.7,270.9,283.3,185.4,0.0,497.7,318.7,599.2,539.7,188.7,283.0,257.4,494.2,346.3,198.4,383.5,588.3,47.8,225.2,384.8,257.2,500.9,521.7,423.5,64.4,277.4,288.7,339.0,521.5,291.8,509.8,484.2,231.5,285.1,120.0,259.2,284.3,474.6,223.9,305.4,374.5,1656.8,706.1,308.5,566.2,300.8,311.0,506.7,296.6,355.8,129.4,624.0,412.9,454.6,262.4,285.3,474.0,217.3,153.8,306.1,298.0,375.9,240.5,378.2,505.6,473.6,340.0,611.3,356.6,387.7,159.9,98.4,458.7,380.0,322.1,441.5,193.2,245.2,564.5,211.2,413.5,518.3,274.4,240.0,333.7
KW,704.5,798.0,491.5,359.4,479.7,851.2,250.4,438.4,619.2,662.3,947.5,405.9,672.6,907.9,783.3,592.8,711.8,947.8,887.7,471.5,409.1,131.3,553.3,734.5,743.2,458.1,756.0,730.4,242.0,708.1,744.2,222.7,506.3,362.8,477.8,137.3,728.5,640.9,670.8,698.1,257.6,321.9,855.1,830.0,240.2,575.6,647.3,353.2,922.1,380.7,486.4,731.3,351.7,673.0,711.8,694.9,699.8,240.0,275.5,878.6,685.1,233.6,674.0,590.4,832.5,121.5,683.4,701.0,597.9,524.5,0.0,731.2,342.3,282.8,476.9,277.3,669.9,714.7,756.6,610.9,796.0,331.4,466.4,637.7,165.1,669.7,289.3,742.2,102.8,476.9,308.8,701.2,298.4,244.6,704.3,730.3,76.2,649.9,697.6,532.5,671.7,696.8,104.9,636.4,336.8,787.0,1614.9,449.2,728.4,333.7,713.3,723.5,916.4,709.1,768.3,541.9,391.5,150.3,867.1,674.9,697.8,274.6,638.2,442.0,717.4,710.5,785.6,653.0,790.7,228.7,196.1,752.5,378.8,769.1,195.1,572.4,510.9,679.2,792.5,734.6,187.5,481.4,657.7,307.6,623.7,826.0,148.6,681.7,421.3,746.2
LL,296.9,390.4,429.0,842.0,962.3,443.0,733.0,375.9,139.5,164.6,539.9,452.4,245.4,500.3,375.7,253.4,409.0,539.7,480.1,409.0,471.5,726.7,182.1,326.9,342.2,940.7,355.0,303.2,724.6,228.4,336.6,630.3,988.9,425.2,415.3,580.0,569.4,143.2,447.4,270.9,540.1,490.6,447.5,422.4,522.7,159.5,167.6,618.3,514.5,863.3,969.0,330.3,809.9,193.3,194.8,510.3,202.1,589.4,592.2,471.0,121.2,595.8,46.1,144.3,424.9,677.4,256.2,268.6,170.7,317.7,723.4,0.0,824.9,765.4,414.4,508.7,184.7,505.7,357.8,203.3,388.4,814.0,273.5,230.1,610.5,268.7,726.6,533.2,649.2,263.2,503.1,63.2,564.7,747.2,208.1,521.3,709.9,216.8,270.4,281.5,244.5,269.6,700.3,228.8,531.1,379.4,1882.5,931.8,293.8,791.9,75.3,296.3,511.6,229.4,37.0,288.4,849.7,638.6,459.5,247.7,108.5,699.7,232.7,379.5,317.6,309.5,380.8,245.4,363.5,731.3,699.3,344.9,837.0,361.5,613.4,279.1,268.3,470.2,384.9,307.4,667.2,418.9,160.0,790.2,216.1,418.4,744.0,279.3,465.7,345.2
LN,835.6,929.1,622.6,88.6,236.4,973.0,168.4,569.5,741.0,784.1,1069.3,527.7,803.7,1034.6,914.4,723.9,842.9,1069.6,1009.5,602.6,540.2,311.0,684.4,856.3,874.3,224.1,887.1,861.5,150.7,839.2,875.3,409.8,263.0,553.3,608.9,324.4,850.3,772.0,792.6,829.2,444.7,418.1,976.9,961.1,427.3,697.4,778.4,540.3,1043.9,38.3,243.1,862.4,149.1,794.8,842.9,826.0,830.9,427.1,439.5,1009.7,816.2,420.7,805.1,721.5,954.3,265.4,814.5,832.1,729.0,655.6,349.6,862.3,0.0,69.4,608.0,463.5,801.0,845.8,878.4,742.0,927.1,10.9,588.2,768.8,352.2,800.8,175.8,873.3,260.1,608.0,505.8,832.3,485.5,181.8,835.4,852.1,294.2,781.0,819.4,656.8,802.8,827.9,284.6,767.5,467.9,911.9,1429.5,97.5,859.5,127.2,844.4,854.6,1047.5,840.2,899.4,673.0,74.9,312.2,998.2,796.7,828.9,162.7,769.3,573.1,848.5,841.6,916.7,784.1,921.8,165.9,151.9,874.3,82.1,900.2,375.4,703.5,642.0,810.3,914.3,865.7,330.9,612.5,779.5,34.6,754.8,957.1,320.8,812.8,552.4,877.3
LQ,816.7,910.2,603.7,76.5,196.8,962.8,89.6,550.6,731.4,774.5,1059.7,520.2,784.8,1020.1,895.5,705.0,789.0,1059.5,999.9,583.7,521.3,241.5,665.5,846.7,855.4,175.2,868.2,842.6,81.2,820.3,856.4,340.3,223.4,475.0,590.0,254.9,805.7,753.1,748.0,810.3,375.2,434.1,967.3,942.2,357.8,687.8,759.5,470.8,1034.3,97.8,203.5,843.5,83.7,785.2,824.0,772.1,812.0,357.6,393.1,990.8,797.3,351.2,786.2,702.6,944.7,192.2,795.6,808.0,710.1,636.7,279.1,843.4,59.4,0.0,589.1,394.9,782.1,791.9,871.0,723.1,908.2,48.5,578.6,749.9,282.7,781.9,106.3,819.4,190.6,589.1,421.0,813.4,426.6,112.3,816.5,807.5,224.7,756.2,809.8,644.7,783.9,809.0,215.1,748.6,449.0,899.2,1468.5,166.3,833.2,65.7,825.5,835.7,1031.4,821.3,880.5,654.1,116.7,242.7,979.3,787.1,810.0,93.2,742.0,554.2,830.8,822.7,900.6,765.2,902.9,96.4,82.4,864.7,104.3,881.3,305.9,684.6,623.1,756.4,904.7,846.8,261.4,593.6,769.9,24.7,735.9,938.2,258.8,799.1,533.5,858.4
LU,392.4,485.9,28.6,572.4,692.7,538.5,463.4,38.4,307.1,350.2,635.4,182.8,360.5,595.8,471.2,280.7,497.9,635.2,575.6,5.4,201.9,457.1,241.2,422.4,431.1,671.1,443.9,418.3,455.0,396.0,432.1,360.7,719.3,155.6,42.3,310.4,521.3,328.8,536.3,386.0,270.5,221.0,543.0,517.9,253.1,263.5,335.2,348.7,610.0,593.7,699.4,419.2,540.3,360.9,399.7,599.2,387.7,319.8,322.6,566.5,373.0,326.2,361.9,278.3,520.4,407.8,371.3,383.7,285.8,212.4,453.8,419.1,555.3,495.8,0.0,239.1,357.8,594.6,446.7,298.8,483.9,544.4,154.3,325.6,340.9,357.6,457.0,622.1,379.6,164.8,233.5,389.1,295.1,477.6,392.2,610.2,440.3,331.9,385.5,220.4,359.6,384.7,430.7,324.3,261.5,474.9,1612.9,662.2,408.9,522.3,401.2,411.4,607.1,397.0,456.2,229.8,580.1,369.0,555.0,362.8,385.7,430.1,317.7,67.9,406.5,398.4,476.3,340.9,478.6,461.7,429.7,440.4,567.4,457.0,343.8,260.3,198.8,559.1,480.4,422.5,397.6,38.7,345.6,520.6,311.6,513.9,474.4,374.8,196.1,434.1
LV,494.8,588.3,281.8,444.7,563.4,640.9,335.7,228.7,409.5,452.6,737.8,198.3,462.9,698.2,573.6,383.1,502.1,737.6,678.0,261.8,199.4,265.6,343.6,524.8,533.5,541.8,546.3,520.7,327.3,498.4,534.5,169.2,572.0,153.1,268.1,118.9,518.8,431.2,461.1,488.4,79.0,112.2,645.4,620.3,61.6,365.9,437.6,157.2,712.4,466.0,571.7,521.6,437.0,463.3,502.1,485.2,490.1,128.3,131.1,668.9,475.4,134.7,464.3,380.7,622.8,216.3,473.7,486.1,388.2,314.8,262.3,521.5,427.6,368.1,267.2,0.0,460.2,505.0,549.1,401.2,586.3,416.7,256.7,428.0,149.4,460.0,374.6,532.5,188.1,267.2,99.1,491.5,55.9,329.9,494.6,520.6,248.8,434.3,487.9,322.8,462.0,487.1,239.2,426.7,127.1,577.3,1526.2,534.5,511.3,419.0,503.6,513.8,709.5,499.4,558.6,332.2,476.8,177.5,657.4,465.2,488.1,359.9,420.1,232.3,508.9,500.8,578.7,443.3,581.0,314.0,281.4,542.8,464.1,559.4,152.3,362.7,301.2,469.5,582.8,524.9,206.1,271.7,448.0,392.9,414.0,616.3,282.9,477.2,211.6,536.5
MD,235.1,328.6,367.2,780.2,900.5,381.8,671.2,314.1,53.0,115.7,478.1,390.6,183.6,438.5,313.9,191.6,347.2,477.9,418.3,347.2,409.7,664.9,120.3,265.1,280.4,878.9,293.2,241.4,662.8,113.4,274.8,568.5,927.1,363.4,353.5,518.2,507.6,93.2,385.6,209.1,478.3,428.8,385.7,360.6,460.9,97.7,34.6,556.5,452.7,801.5,907.2,268.5,748.1,78.3,41.8,448.5,105.8,527.6,530.4,409.2,62.1,534.0,132.2,82.5,363.1,615.6,194.4,206.8,108.9,255.9,661.6,203.4,763.1,703.6,352.6,446.9,0.0,443.9,296.0,141.5,326.6,752.2,211.7,168.3,548.7,206.9,664.8,471.4,587.4,201.4,441.3,120.1,502.9,685.4,34.3,459.5,648.1,155.0,208.6,217.2,182.7,207.8,638.5,167.0,469.3,317.6,1820.7,870.0,232.0,730.1,108.0,234.5,449.8,96.4,240.5,226.6,787.9,576.8,397.7,185.9,74.8,637.9,170.9,317.7,255.8,247.7,319.0,183.6,301.7,669.5,637.5,283.1,775.2,299.7,551.6,217.3,206.5,408.4,323.1,245.6,605.4,357.1,76.4,728.4,154.3,356.6,682.2,217.5,403.9,283.4
MF,534.5,628.0,414.8,734.6,780.2,680.6,625.6,361.7,409.6,452.7,777.5,363.0,380.9,737.9,613.3,470.5,178.8,777.3,717.7,394.8,382.1,619.3,394.6,564.5,372.5,758.6,385.3,311.4,617.2,498.5,574.2,522.9,788.8,335.8,401.1,472.6,104.0,431.3,137.8,297.1,432.7,408.8,685.1,660.0,415.3,397.1,437.7,510.9,752.1,755.9,844.6,360.6,702.5,463.4,502.2,44.9,490.2,482.0,484.8,708.6,475.5,488.4,464.4,380.8,662.5,570.0,381.3,355.3,363.9,447.8,616.0,521.6,717.5,658.0,400.2,401.3,460.3,0.0,388.1,440.9,626.0,706.6,389.7,467.7,531.8,299.0,619.2,27.4,541.8,400.2,395.7,491.6,457.3,688.4,494.7,15.5,602.5,352.3,269.7,427.7,305.2,330.4,592.9,466.4,423.7,617.0,1775.1,824.4,320.0,684.5,503.7,338.0,749.2,499.5,558.7,420.8,742.3,531.2,697.1,383.2,488.2,592.3,297.8,365.3,347.9,339.8,618.4,483.0,434.7,672.5,591.9,582.5,729.6,599.1,534.7,495.7,434.2,95.6,622.5,316.9,588.5,404.7,448.1,682.8,453.7,656.0,636.6,516.9,376.3,375.5
MP,360.7,454.2,472.3,885.3,1005.6,506.8,776.3,419.2,235.8,278.9,603.7,493.6,207.1,564.1,439.5,296.7,245.5,603.5,543.9,452.3,514.8,770.0,220.8,390.7,25.6,984.0,96.5,215.7,767.9,324.7,400.4,673.6,1090.7,468.5,458.6,623.3,405.9,257.5,283.9,197.8,583.4,559.5,511.3,486.2,566.0,223.3,263.9,661.6,578.3,906.6,1012.3,71.8,853.2,289.6,328.4,346.8,316.4,632.7,635.5,534.8,301.7,639.1,290.6,207.0,488.7,720.7,217.9,216.2,190.1,361.0,767.7,347.8,868.2,808.7,457.7,552.0,286.5,342.2,0.0,267.1,452.2,857.3,316.8,293.9,653.8,89.3,769.9,369.7,692.5,306.5,546.4,317.8,608.0,790.5,320.9,357.8,753.2,178.5,174.0,138.9,171.4,196.5,743.6,292.6,574.4,443.2,1925.8,975.1,220.7,835.2,329.9,238.7,572.6,325.7,384.9,132.0,893.0,681.9,523.3,209.4,314.4,743.0,120.7,422.8,27.6,35.4,441.8,309.2,325.2,774.6,742.6,408.7,880.3,425.3,656.7,322.4,311.6,306.7,448.7,221.2,710.5,462.2,274.3,833.5,279.9,482.2,779.8,337.9,509.0,86.7
MR,111.2,204.7,294.7,707.7,828.0,257.3,598.7,241.6,97.3,140.4,354.2,318.1,150.7,314.6,190.0,119.1,314.3,354.0,294.4,274.7,337.2,592.4,47.8,141.2,247.5,806.4,260.3,208.5,590.3,186.2,150.9,496.0,854.6,290.9,281.0,445.7,474.7,119.0,352.7,176.2,405.8,356.3,261.8,236.7,388.4,53.7,125.4,484.0,328.8,729.0,834.7,235.6,675.6,151.1,189.9,415.6,177.9,455.1,457.9,285.3,163.2,461.5,152.1,68.5,239.2,543.1,161.5,173.9,76.0,183.4,589.1,209.3,690.6,631.1,280.1,374.4,148.0,411.0,263.1,0.0,202.7,679.7,139.2,26.8,476.2,174.0,592.3,438.5,514.9,128.9,368.8,179.3,430.4,612.9,182.4,426.6,575.6,122.1,175.7,144.7,149.8,174.9,566.0,19.3,396.8,193.7,1748.2,797.5,199.1,657.6,191.4,201.6,325.9,187.2,246.4,154.1,715.4,504.3,273.8,153.0,175.9,565.4,138.0,245.2,222.9,214.8,195.1,42.0,268.8,597.0,565.0,159.2,702.7,175.8,479.1,144.8,134.0,375.5,199.2,212.7,532.9,284.6,135.8,655.9,30.4,232.7,609.7,72.0,331.4,250.5
NC,102.4,33.8,494.9,907.9,1028.2,232.3,798.9,441.8,297.5,340.6,328.6,518.3,350.9,289.0,48.5,319.3,514.5,328.4,268.8,474.9,537.4,792.6,248.0,72.4,447.7,1006.6,460.5,408.7,790.5,386.4,105.2,696.2,1054.8,491.1,481.2,645.9,674.9,319.2,552.9,376.4,606.0,556.5,236.2,47.5,588.6,253.9,325.6,684.2,303.2,929.2,1034.9,435.8,875.8,351.3,390.1,615.8,378.1,655.3,658.1,259.7,363.4,661.7,352.3,268.7,213.6,743.3,361.7,374.1,276.2,383.6,789.3,409.5,890.8,831.3,480.3,574.6,348.2,611.2,463.3,237.8,0.0,879.9,339.4,264.6,676.4,374.2,792.5,638.7,715.1,329.1,569.0,379.5,630.6,813.1,382.6,626.8,775.8,322.3,375.9,209.7,350.0,375.1,766.2,263.3,597.0,168.1,1948.4,997.7,399.3,857.8,391.6,401.8,300.3,387.4,446.6,219.1,915.6,704.5,248.2,353.2,376.1,765.6,338.2,445.4,423.1,415.0,110.5,279.9,469.0,797.2,765.2,68.3,902.9,27.8,679.3,345.0,334.2,575.7,114.6,412.9,733.1,484.8,336.0,856.1,197.3,207.1,809.9,313.8,531.6,450.7
NG,846.5,940.0,633.5,99.5,225.5,992.6,148.2,580.4,761.2,804.3,1089.5,550.0,814.6,1049.9,925.3,734.8,847.6,1089.3,1029.7,613.5,551.1,300.1,695.3,876.5,885.2,203.9,898.0,872.4,139.8,850.1,886.2,398.9,252.1,504.8,619.8,313.5,864.3,782.9,806.6,840.1,433.8,438.3,997.1,972.0,416.4,717.6,789.3,529.4,1064.1,49.2,232.2,873.3,136.8,815.0,853.8,830.7,841.8,416.2,450.4,1020.6,827.1,409.8,816.0,732.4,974.5,250.8,825.4,837.8,739.9,666.5,337.7,873.2,10.9,58.5,618.9,453.5,811.9,850.5,900.8,752.9,938.0,0.0,608.4,779.7,341.3,811.7,164.9,878.0,249.2,618.9,450.8,843.2,485.2,170.9,846.3,866.1,283.3,786.0,839.6,674.5,813.7,838.8,273.7,778.4,478.8,929.0,1440.4,117.7,863.0,116.3,855.3,865.5,1061.2,851.1,910.3,683.9,83.6,301.3,1009.1,816.9,839.8,151.8,771.8,584.0,860.6,852.5,930.4,795.0,932.7,155.0,141.0,894.5,71.2,911.1,364.5,714.4,652.9,815.0,934.5,876.6,320.0,623.4,799.7,23.7,765.7,968.0,317.4,828.9,563.3,888.2
NQ,238.0,331.5,155.4,568.4,688.7,384.1,459.4,102.3,152.7,195.8,481.0,176.7,206.1,441.4,316.8,126.3,343.5,480.8,421.2,135.4,197.9,453.1,86.8,268.0,276.7,667.1,289.5,263.9,451.0,241.6,277.7,356.7,715.3,211.0,141.7,306.4,503.9,174.4,381.9,231.6,266.5,217.0,388.6,363.5,249.1,109.1,180.8,344.7,455.6,589.7,695.4,264.8,536.3,206.5,245.3,444.8,233.3,315.8,318.6,412.1,218.6,322.2,207.5,123.9,366.0,403.8,216.9,234.5,131.4,58.0,450.8,264.7,560.6,491.8,140.8,235.1,203.4,440.2,290.1,144.4,329.5,540.4,0.0,171.2,336.9,203.2,453.0,467.7,375.6,10.4,299.2,234.7,280.5,473.6,237.8,455.8,436.3,177.5,231.1,66.0,205.2,230.3,426.7,169.9,257.5,320.5,1608.9,658.2,261.9,518.3,246.8,257.0,449.9,242.6,301.8,75.4,576.1,365.0,400.6,208.4,231.3,426.1,171.7,105.9,250.9,244.0,321.9,186.5,324.2,457.7,425.7,286.0,563.4,302.6,339.8,105.9,44.4,404.7,326.0,268.1,393.6,145.3,191.2,516.6,157.2,359.5,462.9,220.4,192.1,279.7
NS,138.0,231.5,321.5,734.5,854.8,284.1,625.5,268.4,124.1,167.2,381.0,344.9,177.5,341.4,216.8,145.9,341.1,380.8,321.2,301.5,364.0,619.2,74.6,168.0,274.3,833.2,287.1,235.3,617.1,213.0,177.7,522.8,881.4,317.7,307.8,472.5,501.5,145.8,379.5,203.0,432.6,408.7,288.6,263.5,415.2,80.5,152.2,510.8,355.6,755.8,861.5,262.4,702.4,177.9,216.7,442.4,204.7,481.9,484.7,312.1,190.0,488.3,178.9,95.3,266.0,569.9,188.3,200.7,102.8,210.2,615.9,236.1,717.4,657.9,306.9,401.2,174.8,437.8,289.9,26.8,229.5,706.5,166.0,0.0,503.0,200.8,619.1,465.3,541.7,155.7,395.6,206.1,457.2,639.7,209.2,453.4,602.4,148.9,202.5,171.5,176.6,201.7,592.8,46.1,423.6,220.5,1775.0,824.3,225.9,684.4,218.2,228.4,352.7,214.0,273.2,180.9,742.2,531.1,300.6,179.8,202.7,592.2,164.8,272.0,249.7,241.6,221.9,15.2,295.6,623.8,591.8,186.0,729.5,202.6,505.9,171.6,160.8,402.3,226.0,239.5,559.7,311.4,162.6,682.7,57.2,259.5,636.5,49.1,358.2,277.3
NT,609.5,703.0,396.5,359.1,492.7,755.6,250.1,343.4,524.2,567.3,852.5,313.0,577.6,812.9,688.3,497.8,614.9,852.3,792.7,376.5,314.1,180.0,458.3,639.5,648.2,471.1,661.0,635.4,241.7,613.1,649.2,127.7,501.3,267.8,382.8,42.3,631.6,545.9,573.9,603.1,162.6,201.3,760.1,735.0,145.2,480.6,552.3,258.2,827.1,380.4,486.1,636.3,351.4,578.0,616.8,598.0,604.8,145.0,180.5,783.6,590.1,138.6,579.0,495.4,737.5,130.7,588.4,600.8,502.9,429.5,176.7,636.2,342.0,282.5,381.9,182.3,574.9,617.8,663.8,515.9,701.0,331.1,371.4,542.7,0.0,574.7,289.0,645.3,102.5,381.9,213.8,606.2,214.0,244.3,609.3,633.4,163.2,549.0,602.6,440.0,576.7,601.8,153.6,541.4,241.8,692.0,1566.2,448.9,626.0,333.4,618.3,628.5,824.2,614.1,673.3,446.9,391.2,92.8,772.1,579.9,602.8,274.3,534.8,347.0,623.6,615.5,693.4,558.0,695.7,228.4,195.8,657.5,378.5,674.1,29.9,477.4,415.9,582.3,697.5,639.6,83.7,386.4,562.7,307.3,528.7,731.0,197.3,591.9,326.3,651.2
NW,271.3,364.8,382.9,795.9,916.2,417.4,686.9,329.8,146.4,189.5,514.3,406.3,117.7,474.7,350.1,207.3,156.1,514.1,454.5,362.9,425.4,680.6,131.4,301.3,73.4,894.6,86.2,126.3,678.5,235.3,311.0,584.2,1001.3,379.1,369.2,533.9,316.5,168.1,194.5,108.4,494.0,444.5,421.9,396.8,476.6,133.9,174.5,572.2,488.9,817.2,922.9,61.5,763.8,200.2,239.0,257.4,227.0,543.3,546.1,445.4,212.3,549.7,201.2,117.6,399.3,631.3,128.5,132.0,100.7,271.6,677.3,258.4,778.8,719.3,368.3,462.6,197.1,252.8,89.0,177.7,362.8,767.9,227.4,204.5,564.4,0.0,680.5,280.3,603.1,217.1,457.0,228.4,518.6,701.1,231.5,268.4,663.8,89.1,84.6,128.6,82.0,107.1,654.2,203.2,485.0,353.8,1836.4,885.7,131.3,745.8,240.5,149.3,486.0,236.3,295.5,121.7,803.6,592.5,433.9,120.0,225.0,653.6,34.6,333.4,48.8,40.7,355.2,219.8,235.8,685.2,653.2,319.3,790.9,335.9,567.3,233.0,222.2,217.3,359.3,131.8,621.1,372.8,184.9,744.1,190.5,392.8,697.9,253.7,419.6,76.4
NY,775.0,868.5,562.0,183.9,304.2,921.1,117.1,508.9,689.7,732.8,1018.0,478.5,743.1,978.4,853.8,663.3,782.3,1017.8,958.2,542.0,479.6,248.5,623.8,805.0,813.7,282.6,826.5,800.9,108.7,778.6,814.7,347.3,330.8,433.3,548.3,261.9,799.0,711.4,741.3,768.6,382.2,392.4,925.6,900.5,364.8,646.1,717.8,477.8,992.6,205.2,310.9,801.8,176.2,743.5,782.3,765.4,770.3,364.6,378.9,949.1,755.6,358.2,744.5,660.9,903.0,199.2,753.9,766.3,668.4,595.0,286.1,801.7,166.8,107.3,547.4,402.9,740.4,785.2,829.3,681.4,866.5,155.9,536.9,708.2,289.7,740.2,0.0,812.7,197.6,547.4,379.3,771.7,433.6,139.8,774.8,800.8,231.7,714.5,768.1,603.0,742.2,767.3,222.1,706.9,407.3,857.5,1497.0,273.7,791.5,158.2,783.8,794.0,989.7,779.6,838.8,612.4,216.0,249.7,937.6,745.4,768.3,18.1,700.3,512.5,789.1,781.0,858.9,723.5,861.2,123.9,89.4,823.0,203.3,839.6,312.9,642.9,581.4,749.7,863.0,805.1,268.4,551.9,728.2,132.1,694.2,896.5,265.8,757.4,491.8,816.7
