from_stop,AD,AF,AJ,AK,AQ,AY,AZ,BK,CK,CP,CR,DI,DQ,DV,DY,EE,EH,EK,EM,EN,EQ,FM,GI,GN,GW,GY,HF,HK,HS,HT,IC,IF,IG,IJ,IN,IU,IZ,JU,JV,KG,KJ,KQ,KT,KU,KW,KY,LF,LJ,LK,LL,MC,MF,ML,MP,MQ,MR,NA,OB,OD,OR,OT,PB,PF,PJ,PN,QI,QQ,QR,QT,QU,RH,RI,RJ,RT,RZ,SL,ST,SX,TB,TF,TQ,TY,UO,UR,UW,UX,VK,VX,VZ,WC,WH,WI,WQ,WR,WY,WZ,XA,XI,XK,XL,XQ,XV,YF,YI,YT,ZE,ZI,ZN
WQ,118.7,93.2,487.7,111.3,10.6,150.3,191.3,441.0,106.2,110.5,571.1,252.9,269.6,146.4,302.8,276.4,461.3,298.7,161.1,144.8,484.0,57.5,402.6,123.8,331.0,138.1,416.9,258.4,213.1,174.0,165.9,222.4,319.9,141.7,193.5,131.3,473.6,44.3,418.2,349.1,372.6,395.5,469.1,78.4,264.9,55.7,182.3,91.1,53.2,507.8,92.8,199.2,232.2,353.8,1528.9,89.7,235.1,377.6,363.5,36.1,264.8,487.5,408.7,463.7,31.3,67.9,125.6,140.7,45.8,425.9,401.3,170.7,129.4,435.2,25.9,85.8,428.3,137.7,129.0,493.1,202.7,192.4,145.0,256.9,430.0,145.7,385.1,181.7,40.3,67.5,44.9,200.4,0.0,43.0,131.4,330.5,17.0,437.9,390.9,194.3,400.9,98.5,260.2,121.2,236.1,260.0,269.6,85.2
WR,72.8,50.1,444.6,82.2,23.9,107.2,146.4,397.9,89.0,150.8,401.5,282.1,226.5,185.7,259.7,233.3,418.2,327.9,197.1,179.5,440.9,93.5,345.9,162.9,287.9,156.6,373.9,215.3,170.0,203.2,177.0,168.4,276.8,98.6,222.7,163.6,430.5,81.1,375.1,306.0,329.5,338.8,426.0,69.2,330.7,48.6,210.8,127.1,10.1,464.7,56.3,156.1,271.3,383.0,1483.3,125.7,192.0,334.5,320.4,72.1,221.8,439.8,365.6,420.6,67.3,36.4,79.3,179.8,58.5,380.1,344.6,146.2,165.4,392.1,61.9,42.7,385.2,176.8,159.1,405.8,159.9,149.3,99.2,296.0,386.9,178.0,342.0,146.7,76.3,104.0,80.9,154.6,35.9,0.0,88.3,273.8,16.8,394.8,347.8,151.2,357.8,124.8,215.2,72.3,193.0,296.0,298.8,42.1
WY,15.4,90.6,356.2,52.9,113.3,18.8,58.0,309.5,59.7,110.1,313.1,371.5,138.1,275.1,171.3,144.9,329.8,417.3,95.0,268.9,352.5,182.9,257.5,249.4,199.5,246.0,285.5,126.9,81.6,292.6,88.6,80.0,188.4,116.5,312.1,253.0,342.1,170.5,286.7,217.6,241.1,250.4,337.6,89.7,341.3,110.1,300.2,213.6,78.6,376.3,76.8,67.7,311.7,414.2,1605.3,85.0,103.6,246.1,232.0,172.6,133.4,351.4,277.2,332.2,156.7,97.9,8.9,139.1,120.0,291.7,256.2,57.8,82.4,303.7,151.3,83.2,296.8,74.7,248.5,317.4,71.5,60.9,107.3,336.4,298.5,267.4,253.6,58.3,165.7,193.4,133.0,66.2,125.3,89.3,0.0,185.4,106.2,306.4,259.4,62.8,269.4,214.2,126.8,43.0,104.6,336.4,388.2,46.3
WZ,221.5,296.8,289.4,259.1,319.5,224.9,241.3,242.7,264.2,227.3,323.6,417.9,71.3,395.1,183.4,114.6,263.0,485.1,182.1,393.5,285.7,355.0,190.7,375.6,132.7,441.6,218.7,126.5,186.3,422.7,212.5,169.0,73.5,317.5,426.9,383.1,275.3,347.8,219.9,150.8,174.3,183.6,270.8,295.9,407.4,316.3,430.3,339.8,284.8,309.5,283.0,251.0,377.8,480.3,1598.9,252.9,300.8,179.3,165.2,339.6,145.5,289.2,210.4,265.4,352.8,304.1,214.6,289.7,326.2,303.8,189.4,227.0,213.8,236.9,347.4,289.4,230.0,201.4,377.7,294.8,226.9,214.8,308.3,402.5,231.7,397.5,186.8,238.2,332.1,365.0,297.9,234.6,331.5,295.5,206.1,0.0,312.4,239.6,192.6,142.8,202.6,404.5,110.4,249.2,139.0,402.5,434.6,252.5
XA,98.9,76.2,470.7,130.4,7.1,133.3,172.5,424.0,123.6,133.9,427.6,272.0,252.6,168.1,288.1,259.4,444.3,317.8,180.2,163.9,467.0,76.6,372.0,146.0,314.0,161.8,400.0,241.4,196.1,193.1,183.7,194.5,302.9,124.7,212.6,153.5,456.6,63.4,401.2,332.1,355.6,364.9,452.1,97.5,284.0,74.8,200.7,110.2,36.2,490.8,111.9,182.2,254.4,372.9,1488.5,108.8,218.1,360.6,346.5,55.2,247.9,465.9,391.7,446.7,50.4,87.0,105.4,162.9,64.9,406.2,370.7,172.3,148.5,418.2,45.0,68.8,411.3,159.9,149.0,431.9,186.0,175.4,125.3,279.1,413.0,167.9,368.1,172.8,59.4,86.6,64.0,180.7,19.1,26.0,114.4,299.9,0.0,420.9,373.9,177.3,383.9,130.0,241.3,98.4,219.1,279.1,288.7,68.2
XI,321.0,396.2,209.7,358.5,418.9,324.3,340.7,163.0,365.3,326.7,166.6,517.3,164.9,497.1,282.8,214.0,183.3,584.5,281.5,492.9,206.0,454.4,170.2,475.0,181.1,541.0,139.0,225.9,285.7,522.1,311.9,257.5,262.7,450.4,526.3,482.5,195.6,447.2,20.3,199.2,104.2,113.1,191.1,395.3,506.8,415.7,529.7,439.2,384.2,229.8,382.4,350.4,477.2,579.7,1647.3,352.3,331.2,61.2,213.6,439.0,244.9,204.9,50.8,177.0,452.2,403.5,314.5,389.1,425.6,403.2,118.9,326.4,313.2,157.2,446.8,388.8,160.5,300.8,478.0,170.9,326.3,314.2,441.2,501.9,152.0,496.9,47.0,343.8,431.5,464.4,397.3,334.0,430.9,394.9,305.5,238.0,411.8,0.0,52.8,242.2,122.9,510.0,209.8,348.6,238.4,501.9,534.0,351.9
XK,275.7,350.9,204.2,313.2,373.6,279.0,295.4,157.5,320.0,281.4,161.1,472.0,119.6,451.8,237.5,168.7,177.8,539.2,236.2,447.6,200.5,409.1,164.7,429.7,135.8,495.7,133.5,180.6,240.4,476.8,266.6,212.2,217.4,405.1,481.0,437.2,190.1,401.9,54.8,153.9,79.3,107.6,185.6,350.0,461.5,370.4,484.4,393.9,338.9,224.3,337.1,305.1,431.9,534.4,1602.0,307.0,285.9,15.9,168.3,393.7,199.6,199.4,45.3,171.5,406.9,358.2,269.2,343.8,380.3,357.9,113.4,281.1,267.9,151.7,401.5,343.5,155.0,255.5,432.7,165.4,281.0,268.9,395.9,456.6,146.5,451.6,7.9,298.5,386.2,419.1,352.0,288.7,385.6,349.6,260.2,192.7,366.5,74.5,0.0,196.9,117.4,464.7,164.5,303.3,193.1,456.6,488.7,306.6
XL,78.7,153.9,293.3,116.2,176.6,82.0,119.3,246.6,123.0,139.1,250.2,346.9,75.2,338.4,108.4,82.0,266.9,414.1,115.8,332.2,289.6,246.2,194.6,312.7,136.6,309.3,222.6,64.0,34.0,355.9,95.4,17.1,125.5,179.8,375.4,316.3,279.2,233.8,223.8,154.7,178.2,187.5,274.7,153.0,336.4,173.4,363.5,276.9,141.9,313.4,140.1,129.0,306.8,409.3,1602.8,148.3,82.6,183.2,169.1,235.9,70.5,288.5,214.3,269.3,220.0,161.2,72.2,201.5,183.3,228.8,193.3,84.1,125.6,240.8,214.6,146.5,233.9,117.9,311.8,254.5,104.9,65.0,170.6,331.5,235.6,330.7,190.7,101.5,229.0,256.7,196.3,112.6,188.6,152.6,63.2,122.5,169.5,243.5,196.5,0.0,206.5,277.5,63.9,106.3,41.7,331.5,363.6,109.6
XQ,270.5,345.8,131.3,308.1,368.5,273.9,290.3,40.0,313.2,280.3,159.0,466.9,114.5,444.1,232.4,163.6,98.4,534.1,231.1,442.5,121.1,404.0,118.7,424.6,148.7,490.6,54.0,175.5,235.3,471.7,261.5,218.0,190.6,366.5,475.9,432.1,110.7,396.8,61.1,166.8,52.7,61.6,112.7,344.9,456.4,365.3,480.0,388.8,333.8,106.8,332.0,300.0,426.8,529.3,1597.8,301.9,260.8,82.0,181.2,388.6,194.4,120.0,42.2,117.0,401.8,353.1,263.6,338.7,375.2,352.8,67.4,257.4,262.8,72.3,396.4,338.4,81.6,250.4,472.6,130.2,275.6,263.8,357.3,451.5,67.1,446.5,67.8,288.1,381.1,414.0,346.9,283.6,380.5,344.5,255.1,187.6,361.4,80.8,73.6,191.8,0.0,459.6,161.3,298.2,188.0,451.5,483.6,301.5
XV,194.7,177.7,554.1,173.7,103.9,234.8,275.8,507.4,168.6,172.9,637.5,181.1,336.0,74.6,387.3,342.8,527.7,226.9,223.5,73.0,544.6,45.7,449.6,115.4,397.4,108.7,477.5,324.8,297.6,102.2,228.3,306.9,386.3,226.2,121.7,68.7,540.0,61.4,484.6,415.5,439.0,448.3,535.5,140.8,235.8,118.1,110.5,103.7,137.7,574.2,155.2,283.7,224.2,282.0,1495.1,152.1,319.6,444.0,429.9,69.6,349.3,553.9,475.1,530.1,56.9,130.3,201.6,200.4,108.2,464.2,448.3,255.2,191.8,501.6,67.3,170.3,494.7,203.2,103.1,559.5,287.2,276.9,226.8,248.9,496.4,121.4,451.5,244.1,79.8,35.7,107.3,282.2,90.5,127.5,215.9,383.3,110.2,504.3,457.3,278.8,467.3,0.0,326.6,183.6,318.1,239.2,197.8,169.7
YF,185.8,250.2,260.8,223.4,283.8,166.5,135.9,214.1,228.5,261.8,344.2,358.9,42.7,336.1,128.1,55.6,234.4,426.1,123.1,334.5,257.1,353.4,162.1,320.3,104.1,416.5,193.8,56.4,79.1,363.7,201.3,130.5,93.0,210.3,367.9,324.1,250.4,341.0,195.0,122.2,145.7,155.0,242.2,260.2,352.1,280.6,372.0,280.8,249.1,280.9,247.3,143.8,322.5,421.3,1570.3,255.5,105.3,154.4,136.6,343.1,86.4,260.6,181.8,236.8,327.2,268.4,177.0,320.2,290.5,248.5,160.8,172.7,244.3,208.3,321.8,258.1,201.4,234.7,322.4,266.2,119.4,107.6,201.1,347.2,203.1,338.5,161.9,214.9,336.2,363.9,303.5,125.5,298.9,259.8,170.4,90.0,276.7,211.0,164.0,102.4,177.7,378.6,0.0,213.5,80.0,343.5,375.6,216.8
YI,37.3,64.4,409.1,9.8,87.1,71.7,110.9,362.4,16.6,67.0,366.0,332.3,191.0,228.4,224.2,197.8,382.7,378.1,113.3,224.2,405.4,156.7,310.4,206.3,252.4,219.8,338.4,179.8,134.5,253.4,116.8,132.9,241.3,90.3,272.9,213.8,395.0,144.3,339.6,270.5,294.0,303.3,390.5,63.5,298.2,83.9,261.0,170.5,52.4,429.2,50.6,120.6,268.6,371.1,1562.2,41.9,156.5,299.0,284.9,127.2,186.3,404.3,330.1,385.1,130.5,71.7,43.8,96.0,93.8,344.6,309.1,110.7,81.6,356.6,125.1,57.0,349.7,93.0,209.3,370.3,124.4,113.8,81.1,293.3,351.4,228.2,306.5,139.2,139.5,167.2,85.5,119.1,99.1,63.1,52.8,238.3,80.0,359.3,312.3,115.7,322.3,188.0,179.7,0.0,157.5,293.3,349.0,20.1
YT,120.9,196.1,277.8,158.4,218.8,124.2,163.3,231.1,165.2,181.3,234.7,340.7,59.7,380.6,120.1,66.5,251.4,407.9,158.0,374.4,274.1,288.4,179.1,354.9,121.1,351.5,207.1,48.5,76.2,398.1,137.6,57.4,110.0,239.5,349.7,358.5,263.7,276.0,208.3,139.2,162.7,172.0,259.2,195.2,330.2,215.6,405.7,319.1,184.1,297.9,182.3,173.0,300.6,403.1,1587.3,190.5,133.8,167.7,153.6,278.1,82.2,273.0,198.8,253.8,262.2,203.4,114.4,243.7,225.5,240.5,177.8,126.3,167.8,225.3,256.8,188.7,218.4,160.1,354.0,239.0,148.9,136.8,230.3,325.3,220.1,372.9,175.2,143.7,271.2,298.9,238.5,156.6,230.8,194.8,105.4,107.0,211.7,228.0,181.0,42.1,191.0,319.7,48.4,148.5,0.0,325.3,357.4,151.8
ZE,322.8,331.5,577.2,275.5,248.9,357.2,396.4,530.5,268.7,297.0,534.1,101.6,359.1,165.9,396.3,365.9,550.8,177.3,291.6,194.4,573.5,222.0,478.5,260.6,420.5,181.2,506.5,347.9,369.8,196.0,322.0,351.0,409.4,375.8,110.6,205.6,563.1,248.5,507.7,438.6,462.1,471.4,558.6,302.6,75.7,279.9,203.6,224.8,291.5,597.3,317.0,406.1,79.5,202.5,1373.1,271.9,433.2,467.1,453.0,240.3,352.4,572.4,498.2,553.2,205.9,292.1,329.3,326.0,270.0,487.3,477.2,396.2,323.3,524.7,212.3,324.1,517.8,310.9,239.9,538.4,409.9,399.3,366.6,104.2,519.5,274.1,474.6,381.8,199.1,232.0,269.1,404.6,238.2,281.3,338.3,406.4,255.2,527.4,480.4,335.7,490.4,243.1,347.8,285.4,341.2,0.0,118.3,305.6
ZI,354.7,363.4,609.1,307.4,280.8,389.1,428.3,562.4,300.6,328.9,566.0,16.6,391.0,119.8,428.2,397.8,582.7,90.6,323.5,148.3,605.4,236.0,510.4,232.6,452.4,135.1,538.4,379.8,401.7,149.9,353.9,382.9,441.3,407.7,64.5,159.5,595.0,233.7,539.6,470.5,494.0,503.3,590.5,313.1,124.1,290.4,157.5,220.9,323.4,629.2,327.5,438.0,63.3,84.1,1346.1,303.8,465.1,499.0,484.9,241.9,384.3,604.3,530.1,585.1,237.8,302.6,361.2,357.9,280.5,519.2,509.1,428.1,355.2,556.6,244.2,356.0,549.7,342.8,193.8,570.3,441.8,431.2,398.5,79.8,551.4,228.0,506.5,413.7,231.0,226.0,279.6,436.5,270.1,313.2,370.2,438.3,287.1,559.3,512.3,367.6,522.3,197.0,379.7,317.3,373.1,133.6,0.0,337.5
ZN,30.6,44.2,402.4,40.0,66.9,65.0,104.2,355.7,46.8,97.2,359.3,325.1,184.3,228.7,217.5,191.1,376.0,370.9,141.2,222.5,398.7,136.5,303.7,205.9,245.7,199.6,331.7,173.1,127.8,246.2,134.8,126.2,234.6,66.2,265.7,206.6,388.3,124.1,332.9,263.8,287.3,296.6,383.8,43.3,328.4,63.7,253.8,170.1,32.2,422.5,30.4,113.9,298.8,426.0,1526.3,72.1,149.8,292.3,278.2,126.2,179.6,397.6,323.4,378.4,110.3,51.5,37.1,126.2,73.6,337.9,302.4,104.0,111.8,349.9,104.9,36.8,343.0,120.9,202.1,363.6,117.7,107.1,57.0,323.5,344.7,221.0,299.8,104.5,119.3,147.0,86.6,112.4,78.9,42.9,46.1,231.6,59.8,352.6,305.6,109.0,315.6,167.8,173.0,30.1,150.8,323.5,341.8,0.0
