from_stop,AF,AP,AV,BC,BE,BF,BH,BK,BM,BP,BV,BY,BZ,CC,CE,CG,CI,CJ,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EI,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,FZ,GA,GC,GN,GR,GW,HF,HG,HH,HT,IF,II,IL,IR,IS,IT,IV,IY,IZ,JC,JH,KJ,KS,KU,KV,KW,LE,LN,LT,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NF,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,RZ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VM,VR,VS,VW,VZ,WD,WI,WK,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK,ZP
JC,391.2,346.2,1126.3,1379.7,1061.2,126.1,174.3,684.6,1279.1,366.9,78.2,1201.9,0.0,697.8,1029.3,359.2,392.5,363.1,615.1,1090.5,103.6,1204.0,1062.6,1143.6,1285.5,1184.7,664.6,433.6,662.1,338.0,1085.0,322.1,1065.3,705.1,303.8,723.5,405.2,1005.8,659.0,188.2,969.3,744.0,383.0,729.1,390.1,360.2,594.3,1015.4,627.6,385.4,1226.2,371.9,186.8,395.6,1079.2,627.6,312.1,1054.3,1170.2,392.7,380.9,0.0,727.0,370.7,352.3,1249.8,396.9,388.6,360.9,85.6,309.4,1155.7,405.8,372.1,1581.2,1249.7,326.6,308.7,286.3,172.3,1195.0,318.6,1065.9,1353.4,1017.8,432.0,552.0,1002.2,412.1,650.8,1015.4,1076.0,684.8,690.1,294.3,423.4,717.5,1051.1,637.8,372.1,327.2,1154.9,956.6,1165.3,986.2,363.7,1176.8,1091.3,1492.1,698.6,682.5,962.0,281.4,1304.8,1103.6,919.9,699.7,1098.7,1114.7,78.2,672.1,1087.9,398.7,253.6,1003.9,390.9,417.7,318.9,1154.9,1321.6,156.4,1292.0,126.1,352.0,1094.2,303.2,665.6,1068.3,357.5,1041.7,1047.8,41.4,378.3,640.1,305.4,1349.3,661.2,722.9,1102.5,1109.2,359.9,320.8,356.6
JH,471.7,702.7,1095.9,1020.6,629.7,679.7,634.4,105.5,920.0,744.1,739.4,770.4,779.0,67.6,597.8,572.1,676.5,396.3,486.6,659.0,669.8,772.5,631.1,712.1,926.4,1073.2,194.6,730.4,216.1,462.1,1023.0,699.3,633.8,95.1,681.0,48.7,618.1,574.3,130.5,710.2,725.8,17.0,445.7,92.6,686.9,491.9,465.8,747.6,499.1,649.3,1020.8,767.6,676.1,756.1,808.8,499.1,525.0,622.8,738.7,656.6,482.0,779.0,0.0,706.9,616.2,890.7,430.1,601.5,733.9,710.2,491.5,724.2,742.0,749.3,1310.8,890.6,683.1,685.9,559.5,694.3,763.5,481.8,634.4,1083.0,586.3,728.8,362.0,752.4,708.9,522.3,583.9,644.5,156.3,240.5,671.5,720.2,70.3,619.6,211.8,708.3,509.3,1052.7,713.1,974.7,554.7,720.2,745.3,659.8,1221.7,272.6,188.7,718.5,588.7,945.7,672.1,676.4,302.5,1000.4,683.2,739.4,543.6,939.4,662.6,589.8,760.4,530.0,727.8,696.1,990.5,962.5,690.7,932.9,679.7,564.9,662.7,639.4,103.9,636.8,429.0,610.2,616.3,729.4,642.2,511.6,661.9,990.2,187.0,75.7,671.0,677.7,737.1,657.0,480.7
KJ,450.0,174.8,1044.8,1190.8,1042.7,296.1,250.8,738.7,1080.8,247.5,355.8,1183.4,395.4,751.9,966.0,418.0,221.9,417.2,702.2,924.9,286.2,1031.4,897.0,1125.1,1120.6,1103.2,742.8,253.0,740.3,396.8,1003.5,226.8,986.3,759.2,207.2,777.6,464.0,910.1,758.7,326.6,887.8,798.1,445.4,783.2,204.2,419.0,681.4,933.9,714.7,303.9,1144.7,200.5,292.5,201.9,1157.4,714.7,370.9,952.6,997.6,311.2,439.7,395.4,781.1,0.0,270.8,1056.0,461.0,447.4,167.2,326.6,368.2,983.1,77.5,252.7,1442.5,1084.8,203.9,213.4,322.4,310.7,1022.4,377.4,900.3,1335.5,999.3,251.4,639.1,920.7,231.5,737.9,996.9,990.9,772.5,768.3,199.0,242.8,771.6,878.5,716.0,88.9,386.0,1073.4,875.1,1083.8,967.7,170.0,1004.2,925.7,1461.0,776.8,760.7,880.5,317.5,1139.9,963.3,838.4,777.9,1017.2,952.2,355.8,759.2,1006.4,317.2,130.2,922.4,449.7,224.0,192.1,1073.4,1240.8,307.1,1093.7,296.1,410.8,928.6,107.7,719.7,1049.8,422.5,876.1,1029.3,345.8,296.8,727.2,224.0,1196.8,739.4,777.0,936.9,971.6,211.8,69.7,415.4
KS,425.9,380.9,925.6,1071.6,923.5,249.7,204.4,609.8,961.6,401.6,309.4,1064.2,349.0,623.0,846.8,393.9,264.5,397.8,649.8,805.7,239.8,912.2,777.8,1005.9,1001.4,984.0,648.3,318.4,696.8,372.7,884.3,356.8,867.1,630.3,338.5,648.7,439.9,790.9,584.2,280.2,768.6,669.2,417.7,654.3,274.9,394.9,629.0,814.7,662.3,33.0,1025.5,406.6,246.1,344.1,1000.3,662.3,346.8,833.4,878.4,77.8,415.6,349.0,652.2,276.9,0.0,936.8,431.6,423.3,321.9,280.2,344.1,863.9,312.0,406.8,1323.3,965.6,361.3,343.4,321.0,264.3,903.2,353.3,781.1,1216.3,880.1,316.8,586.7,801.5,296.9,685.5,877.7,871.7,610.0,724.8,329.0,308.2,642.7,759.3,672.5,278.3,361.9,954.2,755.9,964.6,848.5,366.8,885.0,806.5,1341.8,733.3,717.2,761.3,316.1,1020.7,844.1,719.2,734.4,898.0,833.0,309.4,706.8,887.2,46.3,159.8,803.2,425.6,315.8,353.6,954.2,1121.6,260.7,974.5,249.7,386.7,809.4,209.4,590.8,930.6,392.2,756.9,910.1,299.4,43.4,674.8,340.1,1077.6,695.9,648.1,817.7,852.4,394.6,227.0,391.3
KU,1026.9,1137.7,245.0,223.6,372.4,1104.0,1058.7,879.9,24.7,1151.2,1163.7,589.3,1203.3,842.0,505.6,1109.0,1100.8,971.5,810.8,526.2,1094.1,702.7,507.2,531.0,96.9,222.3,747.1,1154.7,744.6,999.0,154.1,1106.4,430.9,869.5,1088.1,867.7,1155.0,477.6,763.0,1134.5,556.6,888.2,991.4,884.0,1111.2,1028.8,790.0,621.8,823.3,1073.6,223.8,1174.7,1100.4,1180.4,270.1,823.3,1061.9,484.9,668.9,1080.9,1037.2,1203.3,871.2,1131.2,1040.5,0.0,1005.3,1138.4,1152.4,1134.5,1028.4,654.4,1166.3,1156.4,1232.3,61.1,1118.1,1093.0,1096.4,1118.6,693.7,1018.7,503.9,988.1,358.3,1153.1,686.2,576.9,1133.2,846.5,417.7,416.5,723.5,772.6,1078.6,1144.5,861.7,549.8,720.3,1132.6,1046.2,201.8,492.4,79.4,388.5,1155.2,675.5,568.6,1126.8,781.1,765.0,497.8,1078.7,116.2,444.1,507.2,782.2,149.5,455.2,1163.7,867.8,88.5,1086.9,1014.1,476.0,1067.2,1152.1,1103.2,99.7,257.6,1115.0,37.6,1104.0,1101.8,580.7,1063.7,872.6,379.5,965.9,518.1,435.2,1153.7,1066.5,835.8,1096.9,173.1,743.7,867.1,589.0,499.1,1144.2,1081.3,1017.6
KV,41.5,353.0,1016.5,1162.3,771.4,325.0,355.4,394.8,1061.7,355.7,460.4,912.1,427.5,408.0,739.5,183.7,399.3,40.1,448.6,800.7,390.8,914.2,772.8,853.8,1068.1,1074.9,433.3,440.4,454.8,73.7,975.2,310.9,775.5,415.3,292.6,433.7,229.7,716.0,369.2,431.2,867.5,454.2,15.5,439.3,396.9,87.4,427.8,889.3,461.1,483.1,1162.5,379.2,366.4,402.4,912.7,461.1,136.6,764.5,880.4,490.4,51.8,427.5,437.2,468.6,450.0,1032.4,0.0,213.1,367.7,355.5,103.1,865.9,477.2,360.9,1414.7,1032.3,363.8,297.5,171.1,415.3,905.2,93.4,776.1,1186.9,728.0,438.8,385.5,894.1,418.9,484.3,725.6,786.2,395.0,479.2,283.1,430.2,427.7,761.3,450.5,495.1,95.5,1045.1,854.8,1116.4,696.4,370.5,887.0,801.5,1325.6,511.3,427.4,860.2,200.3,1087.4,813.8,818.1,541.2,988.9,824.9,460.4,505.6,978.1,496.4,351.3,902.1,99.8,424.5,307.7,1132.2,1104.2,336.0,1074.6,325.0,176.5,804.4,400.9,375.8,778.5,40.6,751.9,758.0,434.8,476.0,473.6,342.6,1131.9,425.7,433.1,812.7,819.4,348.7,418.5,92.3
KW,205.0,322.3,1202.7,1281.3,957.6,294.3,324.7,581.0,1180.7,325.0,429.7,1098.3,396.8,594.2,925.7,19.5,368.6,256.2,516.7,986.9,360.1,1100.4,959.0,1040.0,1187.1,1333.9,566.2,409.7,563.7,151.8,1161.4,280.2,961.7,601.5,261.9,619.9,61.2,902.2,555.4,400.5,1053.7,640.4,200.4,625.5,366.2,174.0,495.9,1075.5,529.2,452.4,1281.5,348.5,335.7,371.7,980.8,529.2,66.3,950.7,1066.6,459.7,194.7,396.8,623.4,437.9,419.3,1151.4,216.0,0.0,337.0,324.8,123.2,1052.1,446.5,330.2,1482.8,1151.3,330.3,266.8,122.4,384.6,1091.4,132.4,962.3,1255.0,914.2,408.1,453.6,1080.3,388.2,552.4,911.8,972.4,581.2,591.7,252.4,399.5,613.9,947.5,539.4,464.4,141.0,1313.4,1041.0,1235.4,882.6,339.8,1073.2,987.7,1393.7,600.2,584.1,1046.4,151.6,1206.4,1000.0,1004.3,601.3,1261.1,1011.1,429.7,573.7,1200.1,465.7,320.6,1100.8,204.7,393.8,277.0,1251.2,1223.2,305.3,1193.6,294.3,42.4,990.6,370.2,562.0,964.7,177.5,938.1,944.2,404.1,445.3,541.7,309.1,1250.9,562.8,619.3,998.9,1005.6,318.0,387.8,170.4
LE,387.4,112.2,1082.3,1228.3,1052.7,271.2,301.6,676.1,1118.3,184.9,406.6,1193.4,373.7,740.4,1020.8,355.4,88.4,354.6,604.9,962.4,337.0,1068.9,934.5,1135.1,1158.1,1140.7,645.5,85.7,643.0,334.2,1041.0,164.2,1023.8,767.9,144.6,766.1,401.4,947.6,661.4,377.4,925.3,786.6,382.8,782.4,36.9,356.4,584.1,971.4,617.4,359.4,1182.2,137.9,312.6,61.7,1060.1,617.4,308.3,990.1,1035.1,366.7,377.1,373.7,769.6,185.5,326.3,1093.5,398.4,384.8,0.0,301.7,305.6,1020.6,194.1,190.1,1493.2,1122.3,141.3,150.8,259.8,361.5,1059.9,314.8,937.8,1334.3,1009.3,84.1,541.8,958.2,64.2,640.6,1006.9,1028.4,675.2,671.0,136.4,75.5,760.1,916.0,618.7,212.0,323.4,1110.9,912.6,1121.3,977.7,44.8,1041.7,963.2,1473.0,679.5,663.4,918.0,254.9,1177.4,1000.8,875.9,680.6,1054.7,989.7,406.6,661.9,1043.9,372.7,253.3,959.9,387.1,56.7,129.5,1110.9,1302.5,282.2,1131.2,271.2,348.2,966.1,230.8,657.1,1059.8,359.9,913.6,1039.3,381.0,352.3,629.9,161.4,1234.3,642.1,765.5,974.4,1009.1,149.2,192.8,352.8
LN,311.7,266.7,1068.4,1300.2,981.7,40.4,156.0,605.1,1199.6,287.4,119.2,1122.4,75.1,618.3,949.8,279.7,313.0,283.6,535.6,1011.0,144.6,1124.5,983.1,1064.1,1206.0,1126.8,585.1,354.1,582.6,258.5,1027.1,242.6,985.8,625.6,224.3,644.0,325.7,926.3,579.5,229.2,911.4,664.5,303.5,649.6,310.6,280.7,514.8,957.5,548.1,327.5,1300.4,292.4,109.4,316.1,999.7,548.1,232.6,974.8,1090.7,334.8,301.4,75.1,647.5,312.8,294.4,1170.3,317.4,309.1,281.4,0.0,229.9,1076.2,347.9,292.6,1501.7,1170.2,247.1,229.2,206.8,213.3,1115.5,239.1,986.4,1273.9,938.3,352.5,472.5,944.3,332.6,571.3,935.9,996.5,605.3,610.6,214.8,343.9,638.0,971.6,558.3,314.2,247.7,1097.0,898.7,1107.4,906.7,284.2,1097.3,1011.8,1412.6,619.1,603.0,904.1,201.9,1225.3,1024.1,862.0,620.2,1040.8,1035.2,119.2,592.6,1030.0,340.8,195.7,946.0,311.4,338.2,239.4,1097.0,1242.1,79.0,1212.5,40.4,272.5,1014.7,245.3,586.1,988.8,278.0,962.2,968.3,82.4,320.4,560.6,225.9,1269.8,581.7,643.4,1023.0,1029.7,280.4,262.9,277.1
LT,81.7,270.3,1079.9,1225.7,834.8,242.3,272.7,458.2,1125.1,273.0,377.7,975.5,344.8,471.4,802.9,101.0,316.6,133.4,464.7,864.1,308.1,977.6,836.2,917.2,1131.5,1138.3,496.7,357.7,511.7,29.0,1038.6,228.2,838.9,478.7,209.9,497.1,147.0,779.4,432.6,348.5,930.9,517.6,77.6,502.7,314.2,50.7,443.9,952.7,477.2,400.4,1225.9,296.5,283.7,319.7,928.8,477.2,53.9,827.9,943.8,407.7,71.4,344.8,500.6,385.9,367.3,1095.8,93.2,130.4,285.0,272.8,0.0,929.3,394.5,278.2,1430.8,1095.7,281.1,214.8,88.4,332.6,968.6,9.6,839.5,1203.0,791.4,356.1,401.6,957.5,336.2,500.4,789.0,849.6,458.4,539.7,200.4,347.5,491.1,824.7,487.4,412.4,17.7,1108.5,918.2,1179.8,759.8,287.8,950.4,864.9,1341.7,548.2,490.8,923.6,117.6,1150.8,877.2,881.5,549.3,1052.3,888.3,377.7,521.7,1041.5,413.7,268.6,965.5,81.4,341.8,225.0,1195.6,1167.6,253.3,1138.0,242.3,93.8,867.8,318.2,439.2,841.9,54.7,815.3,821.4,352.1,393.3,489.7,259.9,1195.3,510.8,496.5,876.1,882.8,266.0,335.8,47.6
LU,969.6,1043.0,643.1,794.9,404.0,909.4,864.1,747.1,694.3,1061.3,969.1,544.7,1008.7,709.2,327.3,1053.6,906.2,894.2,954.3,286.2,899.5,48.2,258.3,486.4,700.7,701.5,662.3,960.1,683.8,960.0,601.8,1016.5,347.6,736.7,998.2,734.9,1099.6,271.4,630.2,939.9,314.3,755.4,943.6,751.2,916.6,989.8,933.5,374.8,966.8,879.0,743.0,1068.7,905.8,985.8,538.6,966.8,1006.5,313.9,14.4,886.3,979.9,1008.7,738.4,936.6,845.9,665.0,928.0,1083.0,963.6,939.9,1003.8,0.0,971.7,1066.5,1331.0,664.9,1021.0,1003.1,980.7,924.0,43.0,1013.0,261.6,1237.1,360.6,958.5,829.7,356.5,938.6,990.0,358.2,352.2,594.6,708.2,988.7,949.9,728.9,185.2,679.5,938.0,1021.6,671.7,301.6,682.1,329.0,1008.5,21.0,287.0,1375.8,740.3,656.4,307.0,975.8,720.0,324.6,264.9,712.5,615.5,313.5,969.1,1011.3,604.7,892.3,819.5,348.9,1027.9,957.5,1013.3,671.7,736.8,920.4,707.2,909.4,1046.4,289.9,869.1,739.8,411.1,926.9,237.4,390.6,959.1,871.9,979.3,999.8,764.5,654.7,734.3,298.2,332.9,1080.0,886.7,978.6
MC,458.6,183.4,1079.9,1225.9,1077.8,331.2,285.9,747.3,1115.9,256.1,390.9,1218.5,430.5,760.5,1001.1,426.6,230.5,425.8,710.8,960.0,321.3,1066.5,932.1,1160.2,1155.7,1138.3,751.4,261.6,748.9,405.4,1038.6,235.4,1021.4,767.8,215.8,786.2,472.6,945.2,767.3,361.7,922.9,806.7,454.0,791.8,212.8,427.6,690.0,969.0,723.3,339.0,1179.8,209.1,327.6,210.5,1166.0,723.3,379.5,987.7,1032.7,346.3,448.3,430.5,789.7,97.5,305.9,1091.1,469.6,456.0,175.8,361.7,376.8,1018.2,0.0,261.3,1477.6,1119.9,212.5,222.0,331.0,345.8,1057.5,386.0,935.4,1370.6,1034.4,260.0,647.7,955.8,240.1,746.5,1032.0,1026.0,781.1,776.9,207.6,251.4,780.2,913.6,724.6,55.0,394.6,1108.5,910.2,1118.9,1002.8,178.6,1039.3,960.8,1496.1,785.4,769.3,915.6,326.1,1175.0,998.4,873.5,786.5,1052.3,987.3,390.9,767.8,1041.5,352.3,165.3,957.5,458.3,232.6,200.7,1108.5,1275.9,342.2,1128.8,331.2,419.4,963.7,142.8,728.3,1084.9,431.1,911.2,1064.4,380.9,331.9,735.8,232.6,1231.9,748.0,785.6,972.0,1006.7,220.4,104.8,424.0
MH,366.6,66.9,1167.4,1313.4,1049.9,268.4,298.8,673.3,1203.4,5.1,403.8,1190.6,370.9,686.5,1018.0,334.6,240.6,351.8,603.8,1047.5,334.2,1192.7,1019.6,1132.3,1274.2,1225.8,653.3,265.6,650.8,313.4,1126.1,76.8,1054.0,693.8,101.0,712.2,380.6,994.5,647.7,374.6,1010.4,732.7,362.0,717.8,216.8,335.6,583.0,1056.5,616.3,426.5,1267.3,143.1,309.8,214.5,1067.9,616.3,287.5,1043.0,1158.9,433.8,356.3,370.9,715.7,280.7,393.4,1178.6,377.6,364.0,179.8,298.9,284.8,1144.4,289.3,0.0,1565.1,1238.4,57.0,72.0,257.0,358.7,1183.7,294.0,1022.9,1342.1,1006.5,264.0,540.7,1043.3,244.1,639.5,1004.1,1064.7,673.5,678.8,110.5,255.4,706.2,1039.8,626.5,307.2,302.6,1196.0,997.7,1206.4,974.9,182.6,1165.5,1048.3,1480.8,687.3,671.2,1003.1,252.1,1293.5,1085.9,961.0,688.4,1139.8,1074.8,403.8,660.8,1129.0,439.8,294.7,1045.0,366.3,236.6,85.9,1196.0,1310.3,279.4,1216.3,268.4,327.4,1051.2,326.0,654.3,1057.0,339.1,998.7,1036.5,378.2,419.4,628.8,77.1,1338.0,649.9,711.6,1059.5,1094.2,41.4,288.0,332.0
MI,1436.3,1540.2,1104.7,1061.7,1163.6,1406.6,1361.3,1412.0,1022.6,1560.6,1466.3,1380.5,1505.9,1374.1,1252.5,1518.4,1403.4,1380.9,1220.2,1331.2,1396.7,1427.2,1303.3,1322.2,1062.4,1082.0,1279.2,1457.3,1276.7,1408.4,945.3,1515.8,1222.1,1401.6,1497.5,1399.8,1564.4,1229.0,1295.1,1437.1,1294.1,1420.3,1400.8,1416.1,1413.8,1438.2,1199.4,1340.2,1232.7,1356.1,1098.0,1565.9,1403.0,1483.0,1061.3,1232.7,1471.3,1276.1,1393.4,1308.8,1446.6,1505.9,1403.3,1433.8,1323.0,997.8,1414.7,1547.8,1460.8,1437.1,1437.8,1378.9,1468.9,1565.8,0.0,1026.6,1527.5,1502.4,1477.9,1421.2,1418.2,1428.1,1306.6,436.1,1149.5,1455.7,1095.6,1327.0,1435.8,1255.9,1208.9,1207.7,1308.9,1304.7,1488.0,1447.1,1393.8,1274.3,1252.4,1435.2,1455.6,1061.5,1268.4,1025.6,1179.7,1505.7,1400.0,1332.0,574.8,1313.2,1297.1,1278.7,1473.0,1081.7,1235.3,1244.7,1314.3,1009.2,1246.4,1466.3,1277.2,948.2,1369.4,1316.7,1234.0,1476.6,1454.7,1512.6,1015.2,1111.7,1417.6,1035.5,1406.6,1511.2,1334.9,1366.3,1404.7,1170.7,1375.3,1282.4,1226.4,1456.3,1349.0,1245.2,1506.3,1138.6,1275.8,1399.2,1343.2,1290.3,1553.6,1383.9,1427.0
MJ,1050.5,1161.3,250.6,254.5,380.6,1109.6,1064.3,903.5,92.7,1174.8,1169.3,597.5,1208.9,865.6,513.8,1132.6,1106.4,995.1,834.4,534.4,1099.7,710.9,515.4,539.2,35.7,227.9,770.7,1160.3,768.2,1022.6,177.7,1130.0,439.1,893.1,1111.7,891.3,1178.6,485.8,786.6,1140.1,580.2,911.8,1015.0,907.6,1116.8,1052.4,813.6,645.4,846.9,1079.2,243.9,1198.3,1106.0,1186.0,293.7,846.9,1085.5,493.1,677.1,1086.5,1060.8,1208.9,894.8,1136.8,1046.1,63.4,1028.9,1162.0,1163.8,1140.1,1052.0,662.6,1171.9,1180.0,1255.9,0.0,1141.7,1116.6,1120.0,1124.2,701.9,1042.3,512.1,1019.0,366.5,1158.7,709.8,600.5,1138.8,870.1,425.9,424.7,731.7,796.2,1102.2,1150.1,885.3,558.0,743.9,1138.2,1069.8,207.4,516.0,147.4,396.7,1178.8,683.7,576.8,1157.7,804.7,788.6,521.4,1102.3,55.0,452.3,530.8,805.8,155.1,463.4,1169.3,891.4,94.1,1092.5,1019.7,499.6,1090.8,1157.7,1126.8,163.2,196.4,1120.6,105.6,1109.6,1125.4,554.2,1069.3,896.2,387.7,989.5,526.3,443.4,1159.3,1072.1,859.4,1120.5,111.9,767.3,890.7,562.5,507.3,1167.8,1086.9,1041.2
MK,370.0,28.5,1112.8,1258.8,995.3,213.8,244.2,618.7,1148.8,42.2,345.6,1136.0,316.3,631.9,963.4,305.5,202.2,297.2,549.2,992.9,279.6,1138.1,965.0,1077.7,1219.6,1171.2,598.7,227.2,596.2,305.2,1071.5,88.6,999.4,646.1,96.0,657.6,349.3,939.9,593.1,320.0,955.8,678.1,353.8,663.2,178.4,327.4,528.4,1001.9,561.7,371.9,1212.7,109.3,255.2,176.1,1013.3,561.7,256.2,988.4,1104.3,379.2,348.1,316.3,661.1,242.3,338.8,1124.0,369.4,332.7,141.4,244.3,276.6,1089.8,250.9,47.4,1510.5,1183.8,0.0,63.8,202.4,304.1,1129.1,285.8,968.3,1287.5,951.9,225.6,486.1,988.7,205.7,584.9,949.5,1010.1,618.9,624.2,103.2,217.0,651.6,985.2,571.9,268.8,299.5,1141.4,943.1,1151.8,920.3,144.2,1110.9,993.7,1426.2,632.7,616.6,948.5,202.1,1238.9,1028.0,906.4,633.8,1085.2,1020.2,345.6,606.2,1074.4,385.2,240.1,990.4,358.1,198.2,80.9,1141.4,1255.7,224.8,1161.7,213.8,296.1,996.6,289.7,599.7,1002.4,330.9,944.1,981.9,323.6,364.8,574.2,20.0,1283.4,595.3,657.0,1004.9,1039.6,53.2,249.6,323.8
MM,294.5,94.6,1095.3,1241.3,977.8,196.3,226.7,601.2,1131.3,58.1,331.7,1118.5,298.8,614.4,945.9,262.5,179.7,279.7,531.7,975.4,262.1,1120.6,947.5,1060.2,1202.1,1153.7,581.2,220.8,578.7,241.3,1054.0,43.8,981.9,621.7,48.8,640.1,308.5,922.4,575.6,302.5,938.3,660.6,289.9,645.7,177.3,263.5,510.9,984.4,544.2,354.4,1195.2,135.4,237.7,182.8,995.8,544.2,215.4,970.9,1086.8,361.7,284.2,298.8,643.6,249.0,321.3,1106.5,305.5,291.9,148.1,226.8,212.7,1072.3,257.6,63.3,1493.0,1166.3,84.7,0.0,184.9,286.6,1111.6,221.9,950.8,1270.0,934.4,219.2,468.6,971.2,199.3,567.4,932.0,992.6,601.4,606.7,39.3,210.6,634.1,967.7,554.4,275.5,230.5,1123.9,925.6,1134.3,902.8,150.9,1093.4,976.2,1408.7,615.2,599.1,931.0,180.0,1221.4,1013.8,888.9,616.3,1067.7,1002.7,331.7,588.7,1056.9,367.7,222.6,972.9,294.2,204.9,63.9,1123.9,1238.2,207.3,1144.2,196.3,255.3,979.1,272.2,582.2,984.9,267.0,926.6,964.4,306.1,347.3,556.7,103.0,1265.9,577.8,639.5,987.4,1022.1,51.1,256.3,259.9
MO,162.4,227.4,1148.5,1247.1,903.4,210.2,240.6,521.8,1146.5,248.1,345.6,1044.1,312.7,540.0,871.5,100.8,273.7,202.0,482.5,932.7,276.0,1046.2,904.8,985.8,1152.9,1206.9,532.0,314.8,529.5,97.6,1107.2,203.3,907.5,554.2,185.0,565.7,146.8,848.0,501.2,316.4,999.5,586.2,146.2,571.3,271.3,119.8,461.7,1021.3,495.0,368.3,1247.3,253.1,251.6,276.8,946.6,495.0,53.7,896.5,1012.4,375.6,140.5,312.7,569.2,343.0,335.2,1117.2,161.8,130.2,242.1,240.7,69.0,997.9,351.6,253.3,1448.6,1117.1,207.8,189.9,0.0,300.5,1037.2,78.2,908.1,1220.8,860.0,313.2,419.4,1026.1,293.3,523.5,857.6,918.2,527.0,557.5,175.5,304.6,559.7,893.3,505.2,369.5,91.9,1177.1,986.8,1201.2,828.4,244.9,1019.0,933.5,1359.5,566.0,549.9,992.2,33.7,1172.2,949.1,950.1,567.1,1120.9,956.9,345.6,539.5,1165.9,381.6,236.5,1066.6,150.5,298.9,200.1,1217.0,1189.0,221.2,1159.4,210.2,93.6,936.4,286.1,507.8,910.5,123.3,883.9,890.0,320.0,361.2,507.5,186.6,1216.7,528.6,565.1,944.7,951.4,241.1,303.7,116.2
MR,408.1,363.1,1089.0,1235.0,1078.1,231.9,137.0,701.5,1125.0,383.8,160.1,1218.8,199.7,714.7,1046.2,376.1,393.3,380.0,632.0,969.1,90.5,1220.9,941.2,1160.5,1164.8,1147.4,681.5,447.2,679.0,354.9,1047.7,339.0,1082.2,722.0,320.7,740.4,422.1,1022.7,675.9,16.5,932.0,760.9,399.9,746.0,403.7,377.1,611.2,978.1,644.5,348.1,1188.9,388.8,178.7,412.5,1096.1,644.5,329.0,1071.2,1187.1,355.4,397.8,199.7,743.9,333.4,315.0,1100.2,413.8,405.5,377.8,231.2,326.3,1172.6,368.5,389.0,1486.7,1129.0,343.5,325.6,303.2,0.0,1211.9,335.5,944.5,1370.3,1034.7,445.6,568.9,964.9,425.7,667.7,1032.3,1092.9,701.7,707.0,311.2,437.0,734.4,1068.0,654.7,334.8,344.1,1117.6,919.3,1128.0,1003.1,380.6,1193.7,969.9,1509.0,715.5,699.4,924.7,298.3,1184.1,1007.5,882.6,716.6,1061.4,996.4,160.1,689.0,1050.6,361.4,216.3,966.6,407.8,434.6,335.8,1117.6,1338.5,237.8,1137.9,231.9,368.9,972.8,265.9,682.5,1085.2,374.4,920.3,1064.7,150.1,341.0,657.0,322.3,1366.2,678.1,739.8,981.1,1015.8,376.8,283.5,373.5
NA,1024.1,1087.1,687.2,839.0,448.1,953.5,908.2,796.2,738.4,1105.4,1009.6,588.8,1052.8,753.3,371.4,1097.7,950.3,938.3,998.4,330.3,943.6,38.0,302.4,530.5,744.8,745.6,706.4,1004.2,727.9,1004.1,645.9,1060.6,391.7,780.8,1042.3,779.0,1143.7,315.5,674.3,984.0,358.4,799.5,987.7,795.3,960.7,1033.9,977.6,418.9,1010.9,923.1,787.1,1112.8,949.9,1029.9,582.7,1010.9,1050.6,358.0,38.5,930.4,1024.0,1052.8,782.5,980.7,890.0,709.1,972.1,1127.1,1007.7,984.0,1047.9,53.0,1015.8,1110.6,1375.1,709.0,1065.1,1047.2,1024.8,968.1,0.0,1057.1,305.7,1281.2,404.7,1002.6,873.8,400.6,982.7,1034.1,402.3,396.3,638.7,752.3,1032.8,994.0,773.0,229.3,723.6,982.1,1065.7,715.8,345.7,726.2,373.1,1052.6,49.1,331.1,1419.9,784.4,700.5,351.1,1024.5,764.1,365.4,309.0,756.6,659.6,357.6,1009.6,1055.4,648.8,936.4,863.6,393.0,1072.0,1001.6,1057.4,715.8,780.9,964.5,751.3,953.5,1090.5,334.0,913.2,783.9,455.2,971.0,281.5,434.7,1003.2,916.0,1023.4,1043.9,808.6,698.8,778.4,342.3,377.0,1124.1,930.8,1022.7
