from_stop,AL,AQ,AW,AZ,BB,BP,BS,BX,BZ,CB,CJ,CM,CP,CR,CV,DN,DR,DU,DY,DZ,EF,EN,EO,EQ,EX,FH,FK,FM,FO,FV,FW,FZ,GA,GE,GF,GG,GJ,GO,HM,HN,HO,HP,HQ,HV,IQ,IV,IY,IZ,JA,JD,JM,JR,JS,JU,JX,KB,KD,KH,KO,KZ,LE,LI,LV,MC,ML,MO,MS,MU,NE,NF,NH,NN,OE,OR,OT,OX,PA,PJ,PL,PP,PR,PU,PX,QC,QG,QL,QO,QT,QZ,RF,RP,RQ,RR,RY,SA,SK,SN,SQ,SU,SY,TJ,TS,TW,UM,UN,UV,UW,UX,VB,VD,VM,VY,WD,WF,WH,WJ,WK,WQ,WV,XB,XC,XJ,XS,XV,YB,YC,YE,YK,YV,ZO,ZQ
OR,591.6,129.5,714.9,932.4,316.3,1041.1,142.4,349.5,64.7,544.4,979.1,1010.1,672.0,1068.3,979.6,1072.7,835.4,696.3,397.0,151.5,1035.4,266.9,972.4,918.5,255.6,911.2,926.7,535.7,1081.5,1079.0,624.4,1053.3,1080.8,395.4,1033.6,1124.7,1131.4,1171.1,557.5,275.6,78.8,1116.2,1022.6,515.2,124.1,1085.9,148.9,94.9,257.3,1023.7,981.0,257.4,909.1,944.1,1033.8,599.9,1072.3,754.9,768.0,380.2,421.2,145.2,656.3,1137.1,534.7,1023.3,736.3,762.9,781.3,1191.4,649.8,1074.0,978.2,0.0,263.1,1077.1,636.4,1083.7,922.1,733.6,1216.0,930.1,191.4,603.9,993.1,709.5,566.8,583.3,835.2,725.7,196.2,784.1,1124.8,1037.8,1237.7,639.3,1014.8,1084.3,1066.9,946.9,973.2,639.2,326.4,1030.4,644.1,257.8,1104.2,1071.4,1076.3,556.0,1909.8,1076.9,1135.6,1082.9,709.6,358.8,1246.4,1165.2,26.0,261.3,429.2,1118.2,828.2,1177.6,1070.8,1046.8,651.9,666.6,1053.1,472.9,1054.0
OT,461.6,281.9,584.9,851.0,350.6,959.7,305.9,219.5,301.3,414.4,897.7,928.7,554.9,986.9,898.2,991.3,705.4,566.3,267.0,166.8,954.0,89.0,891.0,788.5,125.6,829.8,845.3,405.7,951.5,997.6,494.4,971.9,999.4,384.4,954.3,1043.3,1050.0,1089.7,427.5,316.6,299.8,1034.8,941.2,385.2,276.5,955.9,206.5,224.1,16.6,942.3,851.0,127.4,827.7,862.7,897.6,469.9,990.9,624.9,638.0,414.5,291.2,192.8,526.3,1055.7,404.7,941.9,606.3,632.9,651.3,1001.8,519.8,992.6,896.8,260.8,0.0,947.1,506.4,1002.3,840.7,603.6,1134.6,848.7,175.2,473.9,911.7,579.5,436.8,453.3,705.2,595.7,152.0,654.1,1043.4,956.4,1156.3,509.3,933.4,1002.9,985.5,867.4,891.8,509.2,360.7,949.0,514.1,127.8,1022.8,990.0,946.3,426.0,1828.4,995.5,1054.2,995.5,579.6,393.1,1165.0,1083.8,255.0,120.3,299.2,1036.8,698.2,988.0,989.4,916.8,521.9,536.6,971.7,342.9,972.6
OX,570.8,1075.1,462.9,459.0,1014.3,191.5,1099.1,883.2,1094.5,705.3,505.7,365.0,518.2,423.2,470.6,156.8,218.9,410.2,930.7,960.0,390.3,910.1,499.0,215.0,861.0,437.8,417.7,627.9,74.2,160.5,514.7,408.2,162.3,1048.1,388.8,257.6,215.5,131.6,718.4,980.3,1093.0,249.1,377.5,729.3,1069.7,93.7,999.7,1017.3,900.5,378.6,131.2,862.8,435.7,470.7,86.1,692.1,178.8,377.8,516.0,1078.2,700.0,986.0,406.3,153.8,528.2,378.2,484.3,432.4,272.9,124.5,412.3,428.9,504.8,1054.0,917.2,0.0,519.1,438.6,448.7,403.1,183.1,456.7,968.4,583.1,348.0,397.5,546.0,661.3,271.3,473.7,945.2,413.4,175.6,236.5,204.8,422.0,369.7,439.2,196.4,321.7,499.8,472.5,1024.4,516.6,720.3,863.2,459.1,197.9,68.6,648.2,1989.8,181.0,186.4,431.8,542.9,1056.8,213.5,132.3,1048.2,890.3,618.0,199.7,357.3,110.7,202.6,39.5,457.0,441.2,408.0,663.4,183.5
PA,135.4,639.7,141.5,826.3,578.9,677.1,663.7,447.8,659.1,269.9,873.0,844.0,173.8,902.2,873.5,642.4,313.7,122.9,495.3,524.6,869.3,474.7,866.3,396.8,425.6,805.1,820.6,192.5,559.8,646.1,113.3,887.2,647.9,612.7,867.8,677.4,675.0,617.2,283.0,544.9,657.6,668.9,856.5,307.3,634.3,564.2,564.3,581.9,465.1,857.6,459.3,427.4,803.0,838.0,505.9,256.7,660.0,181.5,194.6,642.8,264.6,550.6,145.2,639.4,92.8,857.2,162.9,189.5,259.6,610.1,138.7,907.9,872.1,618.6,481.8,555.4,0.0,917.6,816.0,160.2,668.7,824.0,533.0,147.7,827.0,136.1,110.6,375.4,313.5,152.3,509.8,210.7,595.4,656.3,690.4,128.2,848.7,918.2,682.0,842.7,867.1,128.1,589.0,924.3,436.2,427.8,938.1,683.5,554.6,212.8,2025.6,666.6,606.2,910.8,198.5,621.4,699.1,617.9,612.8,454.9,182.6,685.3,270.9,596.3,623.7,525.1,78.5,93.2,887.0,228.0,669.1
PJ,888.7,1070.4,780.8,271.9,1176.0,228.9,1094.4,1044.9,1089.8,777.3,318.6,91.0,836.1,0.0,283.5,260.5,536.8,728.1,1092.4,930.5,116.2,1071.8,311.9,532.9,1022.7,250.7,230.6,895.6,345.4,266.8,832.6,134.1,268.6,1209.8,165.5,312.5,319.2,358.9,790.4,1091.5,1088.3,304.0,103.4,697.6,1065.0,348.4,995.0,1012.6,1062.2,101.0,449.1,1024.5,248.6,283.6,386.0,959.8,260.1,695.7,833.9,1239.9,786.4,956.5,724.2,324.9,846.1,75.4,802.2,750.3,590.8,379.2,730.2,1.6,317.7,1049.3,1078.9,367.7,837.0,0.0,261.6,721.0,403.8,269.6,938.9,901.0,124.7,715.4,863.9,629.6,589.2,791.6,915.7,731.3,312.6,225.6,425.5,739.9,85.9,73.8,254.7,154.6,312.7,790.4,1186.1,329.5,688.6,1024.9,88.1,259.2,386.5,915.9,1958.1,264.7,323.4,4.5,860.8,1218.5,434.2,353.0,1043.5,1052.0,837.0,306.0,675.2,365.4,258.6,338.2,774.9,759.1,20.4,882.4,241.8
PL,905.6,911.1,797.7,52.8,972.9,245.8,935.1,951.7,930.5,794.2,56.9,214.8,853.0,273.0,118.6,277.4,553.7,745.0,999.8,771.2,240.1,869.1,50.2,549.8,857.8,31.6,171.5,736.8,362.3,283.7,849.5,258.0,285.5,1052.0,240.4,329.4,336.1,375.8,807.3,932.2,929.0,320.9,227.3,714.5,905.7,365.3,835.7,853.3,859.5,228.4,466.0,859.6,12.9,21.9,402.9,801.0,277.0,712.6,850.8,1036.8,803.3,797.2,741.1,341.8,753.8,228.0,819.1,767.2,607.7,396.1,747.1,278.7,56.0,890.0,865.3,384.6,853.9,288.4,0.0,737.9,420.7,7.9,779.6,917.9,197.8,732.3,880.8,646.5,606.1,808.5,756.4,748.2,329.5,242.5,442.4,756.8,219.5,289.0,271.6,153.5,93.6,807.3,983.0,67.8,705.5,860.0,308.9,276.1,403.4,757.1,1975.0,281.6,340.3,281.6,877.7,1015.4,451.1,369.9,884.2,871.6,723.7,322.9,692.1,382.3,275.5,355.1,791.8,776.0,257.8,700.6,258.7
PP,245.4,749.7,96.8,794.8,688.9,533.9,773.7,557.8,769.1,379.9,841.5,700.8,283.8,759.0,806.4,499.2,170.5,44.1,605.3,634.6,726.1,584.7,834.8,253.6,535.6,773.6,753.5,302.5,416.6,502.9,223.3,744.0,504.7,722.7,724.6,534.2,531.8,474.0,393.0,654.9,767.6,525.7,713.3,417.3,744.3,421.0,674.3,691.9,575.1,714.4,316.1,537.4,771.5,806.5,362.7,366.7,516.8,38.3,149.9,752.8,374.6,660.6,192.3,496.2,202.8,714.0,118.2,29.3,116.4,466.9,198.3,764.7,840.6,728.6,591.8,412.2,153.0,774.4,784.5,0.0,525.5,792.5,643.0,257.7,683.8,31.4,220.6,485.4,170.3,107.6,619.8,67.5,452.2,513.1,547.2,208.0,705.5,775.0,538.8,657.5,835.6,238.1,699.0,852.4,546.2,537.8,794.9,540.3,411.4,322.8,2135.6,523.4,463.0,767.6,308.5,731.4,555.9,474.7,722.8,564.9,292.6,542.1,127.7,453.1,480.5,381.9,90.9,75.1,743.8,338.0,525.9
PR,671.2,1175.5,563.3,482.2,1114.7,214.7,1199.5,983.6,1194.9,805.7,528.9,388.2,618.6,446.4,493.8,180.0,319.3,510.6,1031.1,1060.4,413.5,1010.5,522.2,315.4,961.4,461.0,440.9,728.3,127.9,183.7,615.1,431.4,185.5,1148.5,412.0,295.0,238.7,154.8,818.8,1080.7,1193.4,286.5,400.7,752.5,1170.1,130.9,1100.1,1117.7,1000.9,401.8,231.6,963.2,458.9,493.9,179.2,792.5,202.0,478.2,616.4,1178.6,841.3,1086.4,506.7,177.0,628.6,401.4,584.7,532.8,373.3,161.7,512.7,452.1,528.0,1154.4,1017.6,150.2,619.5,461.8,471.9,503.5,0.0,479.9,1068.8,683.5,371.2,497.9,646.4,684.5,371.7,574.1,1045.6,513.8,256.8,262.1,149.8,522.4,392.9,462.4,219.6,344.9,523.0,572.9,1124.8,539.8,743.5,963.6,482.3,221.1,169.0,748.6,2013.0,204.2,267.6,455.0,643.3,1157.2,30.3,73.5,1148.6,990.7,718.4,222.9,457.7,147.9,225.8,120.7,557.4,541.6,431.2,763.8,206.7
PU,913.6,919.1,805.7,60.8,980.9,253.8,943.1,959.7,938.5,802.2,48.9,225.6,848.1,296.9,110.6,285.4,561.7,753.0,1007.8,779.2,248.1,877.1,42.2,557.8,865.8,39.6,163.5,744.8,370.3,291.7,857.5,266.0,293.5,1060.0,248.4,337.4,344.1,383.8,815.3,940.2,937.0,328.9,235.3,722.5,913.7,373.3,843.7,861.3,867.5,236.4,474.0,867.6,20.9,13.9,410.9,809.0,282.9,720.6,858.8,1044.8,811.3,805.2,749.1,331.6,761.8,236.0,827.1,775.2,615.7,404.1,755.1,286.7,48.0,898.0,873.3,392.6,861.9,296.4,7.9,745.9,428.7,0.0,787.6,925.9,205.8,740.3,888.8,654.5,614.1,816.5,764.4,756.2,337.5,250.5,450.4,764.8,227.5,297.0,279.6,161.5,101.6,815.3,991.0,59.8,713.5,868.0,316.9,284.1,411.4,765.1,1983.0,289.6,348.3,295.6,885.7,1023.4,459.1,377.9,892.2,873.8,731.7,330.9,700.1,390.3,283.5,363.1,799.8,784.0,265.8,708.6,266.7
PX,507.5,201.1,630.8,789.1,396.5,897.8,225.1,265.4,220.5,460.3,835.8,866.8,600.8,925.0,836.3,929.4,751.3,612.2,312.9,38.1,892.1,182.8,829.1,834.4,171.5,767.9,783.4,451.6,997.4,935.7,540.3,910.0,937.5,430.3,892.4,981.4,988.1,1027.8,473.4,324.0,219.0,972.9,879.3,431.1,195.7,1001.8,125.7,143.3,173.2,880.4,896.9,173.3,765.8,800.8,943.5,515.8,929.0,670.8,683.9,460.4,337.1,64.1,572.2,993.8,450.6,880.0,652.2,678.8,697.2,1048.1,565.7,930.7,834.9,180.0,179.0,993.0,552.3,940.4,778.8,649.5,1072.7,786.8,0.0,519.8,849.8,625.4,482.7,499.2,751.1,641.6,34.3,700.0,981.5,894.5,1094.4,555.2,871.5,941.0,923.6,805.5,829.9,555.1,406.6,887.1,560.0,173.7,960.9,928.1,992.2,471.9,1766.5,933.6,992.3,933.6,625.5,439.0,1103.1,1021.9,174.2,185.3,345.1,974.9,744.1,1034.3,927.5,962.7,567.8,582.5,909.8,388.8,910.7
QC,9.2,617.2,256.2,803.8,556.4,740.1,641.2,425.3,636.6,247.4,850.5,881.5,226.2,939.7,851.0,705.4,376.7,237.6,472.8,502.1,906.8,452.2,843.8,459.8,403.1,782.6,798.1,170.0,622.8,709.1,165.7,924.7,710.9,590.2,907.1,740.4,738.0,680.2,260.5,522.4,635.1,731.9,894.0,284.8,611.8,627.2,541.8,559.4,442.6,895.1,522.3,404.9,780.5,815.5,568.9,234.2,723.0,296.2,309.3,620.3,242.1,528.1,197.6,702.4,70.3,894.7,277.6,304.2,322.6,673.1,191.1,945.4,849.6,596.1,459.3,618.4,177.7,955.1,793.5,274.9,731.7,801.5,510.5,0.0,864.5,250.8,46.5,352.9,376.5,267.0,487.3,325.4,658.4,719.3,753.4,180.6,886.2,955.7,745.0,820.2,844.6,180.5,566.5,901.8,413.7,405.3,975.6,746.5,617.6,190.3,2003.1,729.6,669.2,948.3,250.9,598.9,762.1,680.9,590.3,432.4,160.1,748.3,369.5,659.3,686.7,588.1,193.2,207.9,924.5,205.5,732.1
QG,822.1,1003.8,714.2,205.3,1109.4,162.3,1027.8,978.3,1023.2,710.7,252.0,49.8,769.5,114.2,216.9,193.9,470.2,661.5,1025.8,863.9,75.1,1005.2,245.3,466.3,956.1,184.1,164.0,829.0,278.8,200.2,766.0,93.0,202.0,1143.2,40.7,245.9,252.6,292.3,723.8,1024.9,1021.7,237.4,62.3,631.0,998.4,281.8,928.4,946.0,995.6,63.4,382.5,957.9,182.0,217.0,319.4,893.2,193.5,629.1,767.3,1173.3,719.8,889.9,657.6,258.3,779.5,63.0,735.6,683.7,524.2,312.6,663.6,116.0,251.1,982.7,1012.3,301.1,770.4,114.3,195.0,654.4,337.2,203.0,872.3,834.4,0.0,648.8,797.3,563.0,522.6,725.0,849.1,664.7,246.0,159.0,358.9,673.3,36.5,130.4,188.1,88.0,246.1,723.8,1119.5,262.9,622.0,958.3,125.9,192.6,319.9,849.3,1891.5,198.1,256.8,118.9,794.2,1151.9,367.6,286.4,976.9,985.4,770.4,239.4,608.6,298.8,192.0,271.6,708.3,692.5,92.8,815.8,175.2
QL,212.9,717.2,64.3,800.8,656.4,539.9,741.2,525.3,736.6,347.4,847.5,706.8,251.3,765.0,812.4,505.2,176.5,11.6,572.8,602.1,732.1,552.2,840.8,259.6,503.1,779.6,759.5,270.0,422.6,508.9,190.8,750.0,510.7,690.2,730.6,540.2,537.8,480.0,360.5,622.4,735.1,531.7,719.3,384.8,711.8,427.0,641.8,659.4,542.6,720.4,322.1,504.9,777.5,812.5,368.7,334.2,522.8,44.3,117.4,720.3,342.1,628.1,198.3,502.2,170.3,720.0,85.7,52.3,122.4,472.9,204.3,770.7,846.6,696.1,559.3,418.2,120.5,780.4,790.5,23.0,531.5,798.5,610.5,225.2,689.8,0.0,188.1,452.9,176.3,75.1,587.3,73.5,458.2,519.1,553.2,214.0,711.5,781.0,544.8,663.5,841.6,205.6,666.5,858.4,513.7,505.3,800.9,546.3,417.4,290.3,2103.1,529.4,469.0,773.6,276.0,698.9,561.9,480.7,690.3,532.4,260.1,548.1,133.7,459.1,486.5,387.9,58.4,42.6,749.8,305.5,531.9
QO,24.7,570.6,209.6,757.2,509.8,693.5,594.6,378.7,590.0,200.8,803.9,834.9,179.6,893.1,804.4,658.8,330.1,191.0,426.2,455.5,860.2,405.6,797.2,413.2,356.5,736.0,751.5,123.4,576.2,662.5,119.1,878.1,664.3,543.6,860.5,693.8,691.4,633.6,213.9,475.8,588.5,685.3,847.4,238.2,565.2,580.6,495.2,512.8,396.0,848.5,475.7,358.3,733.9,768.9,522.3,187.6,676.4,249.6,262.7,573.7,195.5,481.5,151.0,655.8,23.7,848.1,231.0,257.6,276.0,626.5,144.5,898.8,803.0,549.5,412.7,571.8,131.1,908.5,746.9,228.3,685.1,754.9,463.9,37.0,817.9,204.2,0.0,306.3,329.9,220.4,440.7,278.8,611.8,672.7,706.8,134.0,839.6,909.1,698.4,773.6,798.0,133.9,519.9,855.2,367.1,358.7,929.0,699.9,571.0,143.7,1956.5,683.0,622.6,901.7,204.3,552.3,715.5,634.3,543.7,385.8,113.5,701.7,322.9,612.7,640.1,541.5,146.6,161.3,877.9,158.9,685.5
QT,321.8,607.1,445.1,684.9,546.3,591.5,631.1,415.2,626.5,147.6,731.6,590.9,415.1,649.1,696.5,570.4,565.6,426.5,462.7,492.0,616.2,442.1,724.9,648.7,393.0,663.7,643.6,265.9,684.1,605.5,354.6,634.1,607.3,580.1,614.7,535.7,587.1,697.6,160.7,512.3,625.0,527.2,603.4,67.9,601.7,663.3,531.7,549.3,432.5,604.5,711.2,394.8,661.6,696.6,636.9,330.1,529.5,485.1,498.2,610.2,156.7,518.0,386.5,663.6,264.9,604.1,466.5,493.1,511.5,716.8,380.0,654.8,730.7,586.0,449.2,706.4,366.6,664.5,674.6,463.8,742.5,682.6,500.4,334.1,573.9,439.7,297.0,0.0,565.4,455.9,477.2,514.3,563.5,476.5,764.2,369.5,595.6,665.1,596.4,547.6,725.7,369.4,556.4,742.5,58.9,395.2,685.0,579.9,806.5,286.2,1650.1,602.2,574.3,657.7,439.8,588.8,772.9,691.7,580.2,422.3,207.3,644.7,558.4,703.0,509.5,676.9,382.1,396.8,633.9,252.7,583.5
QZ,338.1,842.4,230.2,683.1,781.6,422.2,866.4,650.5,861.8,472.6,729.8,589.1,285.5,647.3,694.7,387.5,58.8,177.5,698.0,727.3,614.4,677.4,723.1,141.9,628.3,661.9,641.8,395.2,304.9,391.2,282.0,632.3,393.0,815.4,612.9,422.5,420.1,362.3,485.7,747.6,860.3,414.0,601.6,510.0,837.0,309.3,767.0,784.6,667.8,602.7,204.4,630.1,659.8,694.8,251.0,459.4,405.1,145.1,283.3,845.5,467.3,753.3,173.6,384.5,295.5,602.3,251.6,199.7,40.2,355.2,179.6,653.0,728.9,821.3,684.5,300.5,286.4,662.7,672.8,170.4,413.8,680.8,735.7,350.4,572.1,164.8,313.3,578.1,0.0,241.0,712.5,180.7,340.5,401.4,435.5,189.3,593.8,663.3,427.1,545.8,723.9,239.8,791.7,740.7,638.9,630.5,683.2,428.6,299.7,415.5,2184.7,411.7,351.3,655.9,310.2,824.1,444.2,363.0,815.5,657.6,385.3,430.4,124.6,341.4,368.8,270.2,224.3,208.5,632.1,430.7,414.2
RF,237.7,742.0,9.3,865.6,681.2,604.7,766.0,550.1,761.4,372.2,912.3,771.6,276.1,829.8,975.8,570.0,241.3,50.5,597.6,626.9,796.9,577.0,905.6,324.4,527.9,844.4,922.9,294.8,487.4,573.7,215.6,814.8,575.5,715.0,795.4,605.0,602.6,544.8,385.3,647.2,759.9,596.5,784.1,409.6,736.6,491.8,666.6,684.2,567.4,785.2,386.9,529.7,842.3,877.3,433.5,359.0,587.6,109.1,42.2,745.1,366.9,652.9,247.5,567.0,195.1,784.8,10.6,117.1,187.2,537.7,241.0,835.5,911.4,720.9,584.1,483.0,145.3,845.2,855.3,87.8,596.3,863.3,635.3,250.0,754.6,63.7,212.9,477.7,241.1,0.0,612.1,138.3,523.0,583.9,618.0,230.5,776.3,845.8,609.6,728.3,906.4,230.4,691.3,1026.6,538.5,530.1,865.7,611.1,482.2,315.1,2127.9,594.2,533.8,838.4,300.8,723.7,626.7,545.5,715.1,557.2,284.9,612.9,198.5,523.9,551.3,452.7,83.2,67.4,814.6,330.3,596.7
RP,491.6,199.8,614.9,773.2,380.6,881.9,223.8,249.5,219.2,444.4,819.9,850.9,584.9,909.1,820.4,913.5,735.4,596.3,297.0,36.8,876.2,166.9,813.2,818.5,155.6,752.0,767.5,435.7,981.5,919.8,524.4,894.1,921.6,414.4,876.5,965.5,972.2,1011.9,457.5,322.7,217.7,957.0,863.4,415.2,194.4,985.9,124.4,142.0,157.3,864.5,881.0,157.4,749.9,784.9,927.6,499.9,913.1,654.9,668.0,444.5,321.2,62.8,556.3,977.9,434.7,864.1,636.3,662.9,681.3,1032.2,549.8,914.8,819.0,178.7,163.1,977.1,536.4,924.5,762.9,633.6,1056.8,770.9,23.1,503.9,833.9,609.5,466.8,483.3,735.2,625.7,0.0,684.1,965.6,878.6,1078.5,539.3,855.6,925.1,907.7,789.6,814.0,539.2,390.7,871.2,544.1,157.8,945.0,912.2,976.3,456.0,1750.6,917.7,976.4,917.7,609.6,423.1,1087.2,1006.0,172.9,169.4,329.2,959.0,728.2,1018.4,911.6,946.8,551.9,566.6,893.9,372.9,894.8
RQ,282.2,786.5,133.6,831.4,725.7,570.5,810.5,594.6,805.9,416.7,878.1,737.4,320.6,795.6,843.0,535.8,207.1,80.9,642.1,671.4,762.7,621.5,871.4,290.2,572.4,810.2,790.1,339.3,453.2,539.5,260.1,780.6,541.3,759.5,761.2,570.8,568.4,510.6,429.8,691.7,804.4,562.3,749.9,454.1,781.1,457.6,711.1,728.7,611.9,751.0,352.7,574.2,808.1,843.1,399.3,403.5,553.4,74.9,186.7,789.6,411.4,697.4,228.9,532.8,239.6,750.6,155.0,103.1,153.0,503.5,234.9,801.3,877.2,765.4,628.6,448.8,189.8,811.0,821.1,73.8,562.1,829.1,679.8,294.5,720.4,68.2,257.4,522.2,206.9,144.4,656.6,0.0,488.8,549.7,583.8,244.6,742.1,811.6,575.4,694.1,872.2,274.9,735.8,889.0,583.0,574.6,831.5,576.9,448.0,359.6,2172.4,560.0,499.6,804.2,345.3,768.2,592.5,511.3,759.6,601.7,329.4,578.7,164.3,489.7,517.1,418.5,127.7,111.9,780.4,374.8,562.5
RR,651.4,1155.7,543.5,359.2,1094.9,139.8,1179.7,963.8,1175.1,680.0,405.9,265.2,598.8,323.4,370.8,79.5,299.5,490.8,1011.3,1040.6,290.5,990.7,399.2,295.6,941.6,338.0,317.9,708.5,200.6,131.4,595.3,308.4,133.2,1128.7,289.0,98.6,96.2,223.5,693.1,1060.9,1173.6,90.1,277.7,600.3,1150.3,136.4,1080.3,1097.9,981.1,278.8,211.8,943.4,335.9,370.9,110.0,772.7,81.2,458.4,596.6,1158.8,689.1,1066.6,486.9,189.5,608.8,278.4,564.9,513.0,353.5,189.9,492.9,329.1,405.0,1134.6,997.8,196.2,599.7,338.8,348.9,483.7,268.4,356.9,1049.0,663.7,248.2,478.1,626.6,532.3,351.9,554.3,1025.8,494.0,0.0,77.5,290.1,502.6,269.9,339.4,144.7,221.9,400.0,553.1,1105.0,416.8,591.3,943.8,359.3,131.6,195.4,728.8,1860.8,111.3,10.8,332.0,623.5,1137.4,298.8,217.6,1128.8,970.9,698.6,170.6,437.9,176.1,44.9,165.9,537.6,521.8,308.2,744.0,131.8
RY,701.7,1064.4,593.8,281.6,1003.6,114.9,1088.4,872.5,1083.8,604.9,328.3,187.6,649.1,245.8,293.2,93.8,349.8,541.1,920.0,949.3,212.9,899.4,321.6,345.9,850.3,260.4,240.3,723.2,207.5,128.9,645.6,230.8,130.7,1037.4,211.4,102.1,110.5,221.0,618.0,969.6,1082.3,93.6,200.1,525.2,1059.0,186.7,989.0,1006.6,889.8,201.2,262.1,852.1,258.3,293.3,160.3,787.4,52.9,508.7,646.9,1067.5,614.0,975.3,537.2,187.0,659.1,200.8,615.2,563.3,403.8,240.2,543.2,251.5,327.4,1043.3,906.5,229.8,650.0,261.2,271.3,534.0,265.9,279.3,957.7,714.0,170.6,528.4,676.9,457.2,402.2,604.6,934.5,544.3,86.9,0.0,287.6,552.9,192.3,261.8,119.8,144.3,322.4,603.4,1013.7,339.2,516.2,852.5,281.7,103.3,245.7,743.5,1785.7,125.6,97.7,254.4,673.8,1046.1,296.3,215.1,1037.5,879.6,664.6,168.1,488.2,226.4,32.9,200.3,587.9,572.1,230.6,710.0,106.9
SA,707.9,1212.2,600.0,518.9,1151.4,251.4,1236.2,1020.3,1231.6,842.4,565.6,424.9,655.3,483.1,530.5,216.7,356.0,547.3,1067.8,1097.1,450.2,1047.2,558.9,352.1,998.1,497.7,477.6,765.0,164.6,220.4,651.8,468.1,222.2,1185.2,448.7,331.7,275.4,191.5,855.5,1117.4,1230.1,323.2,437.4,789.2,1206.8,167.6,1136.8,1154.4,1037.6,438.5,268.3,999.9,495.6,530.6,215.9,829.2,238.7,514.9,653.1,1215.3,878.0,1123.1,543.4,213.7,665.3,438.1,621.4,569.5,410.0,198.4,549.4,488.8,564.7,1191.1,1054.3,186.9,656.2,498.5,508.6,540.2,144.8,516.6,1105.5,720.2,407.9,534.6,683.1,721.2,408.4,610.8,1082.3,550.5,293.5,298.8,0.0,559.1,429.6,499.1,256.3,381.6,559.7,609.6,1161.5,576.5,780.2,1000.3,519.0,257.8,205.7,785.3,2049.7,240.9,304.3,491.7,680.0,1193.9,175.2,94.0,1185.3,1027.4,755.1,259.6,494.4,184.6,262.5,157.4,594.1,578.3,467.9,800.5,243.4
SK,148.7,653.0,197.1,839.6,592.2,559.4,677.0,461.1,672.4,283.2,886.3,726.3,96.1,784.5,886.8,524.7,196.0,178.5,508.6,537.9,751.6,488.0,879.6,279.1,438.9,818.4,833.9,205.8,442.1,528.4,92.6,769.5,530.2,626.0,750.1,559.7,557.3,499.5,296.3,558.2,670.9,551.2,738.8,320.6,647.6,446.5,577.6,595.2,478.4,739.9,341.6,440.7,816.3,851.3,388.2,270.0,542.3,209.3,250.2,656.1,277.9,563.9,16.9,521.7,106.1,739.5,218.5,245.1,141.9,492.4,10.4,790.2,885.4,631.9,495.1,437.7,118.6,799.9,829.3,215.8,551.0,837.3,546.3,161.0,709.3,191.7,123.9,388.7,195.8,207.9,523.1,244.9,477.7,538.6,572.7,0.0,731.0,800.5,564.3,683.0,880.4,50.4,602.3,937.6,449.5,441.1,820.4,565.8,436.9,226.1,2038.9,548.9,488.5,793.1,120.8,634.7,581.4,500.2,626.1,468.2,195.9,567.6,188.8,478.6,506.0,407.4,134.1,148.8,769.3,241.3,551.4
SN,826.0,1007.7,718.1,209.2,1113.3,166.2,1031.7,982.2,1024.4,714.6,255.9,64.4,760.5,77.2,220.8,197.8,474.1,665.4,1029.7,867.8,99.0,1009.1,249.2,470.2,960.0,188.0,167.9,832.9,282.7,204.1,769.9,116.9,205.9,1147.1,82.6,249.8,256.5,296.2,727.7,1028.8,1025.6,241.3,86.2,634.9,1002.3,285.7,932.3,949.9,999.5,87.3,386.4,961.8,185.9,220.9,323.3,897.1,195.3,633.0,771.2,1177.2,723.7,893.8,661.5,244.0,783.4,48.8,739.5,687.6,528.1,316.5,667.5,79.4,255.0,986.6,1016.2,305.0,774.3,77.7,198.9,658.3,341.1,206.9,876.2,838.3,38.7,652.7,801.2,566.9,526.5,728.9,853.0,668.6,249.9,162.9,362.8,677.2,0.0,93.8,192.0,90.0,250.0,727.7,1123.4,266.8,625.9,962.2,89.3,196.5,323.8,853.2,1895.4,202.0,260.7,88.3,798.1,1155.8,371.5,290.3,980.8,981.2,774.3,243.3,612.5,302.7,195.9,275.5,712.2,696.4,80.6,819.7,179.1
SQ,900.9,1082.6,793.0,284.1,1188.2,241.1,1106.6,1057.1,1102.0,789.5,330.8,88.5,848.3,62.5,295.7,272.7,549.0,740.3,1104.6,942.7,128.4,1084.0,324.1,545.1,1034.9,262.9,242.8,907.8,357.6,279.0,844.8,118.0,280.8,1222.0,172.3,324.7,331.4,371.1,802.6,1103.7,1100.5,316.2,115.6,709.8,1077.2,360.6,1007.2,1024.8,1074.4,80.9,461.3,1036.7,260.8,295.8,398.2,972.0,272.3,707.9,846.1,1252.1,798.6,968.7,736.4,337.1,858.3,72.9,814.4,762.5,603.0,391.4,742.4,68.2,329.9,1061.5,1091.1,379.9,849.2,75.8,273.8,733.2,416.0,281.8,951.1,913.2,131.5,727.6,876.1,641.8,601.4,803.8,927.9,743.5,324.8,237.8,437.7,752.1,92.7,0.0,266.9,166.8,324.9,802.6,1198.3,341.7,700.8,1037.1,149.2,271.4,398.7,928.1,1970.3,276.9,335.6,71.1,873.0,1230.7,446.4,365.2,1055.7,1064.2,849.2,318.2,687.4,377.6,270.8,350.4,787.1,771.3,47.3,894.6,254.0
