from_stop,AH,AJ,AO,AP,AS,BC,BN,BV,CC,CE,CI,CO,DC,DG,DL,DM,DN,DQ,EG,EP,EW,FE,FG,FI,FP,GA,GD,GF,GH,GI,GO,GS,HI,HJ,HV,HX,HZ,ID,IE,IJ,IL,IT,IV,IW,JI,JJ,JN,JQ,JU,JV,KC,KM,KN,KO,KR,KW,KZ,LM,LT,MD,ME,MM,MQ,MU,MZ,NG,NJ,NN,NP,OI,OM,OP,OV,OZ,PL,PN,PS,QB,QD,QG,QX,RA,RC,RL,RQ,RR,SA,SM,SS,SW,SY,TA,TB,TF,TG,TQ,UA,UD,UR,US,VD,VE,VK,VY,WA,WF,WK,WL,WO,WS,WT,WX,XH,XK,XP,XZ,YC,YQ,YS,YT,ZF,ZG,ZK
QX,784.9,723.4,305.7,683.3,851.2,60.6,206.3,765.4,818.0,654.3,768.9,751.0,163.2,306.3,278.3,692.1,810.9,705.0,198.7,907.6,721.9,164.1,328.0,283.8,722.5,814.6,696.9,716.7,792.5,777.0,779.0,687.9,731.8,663.7,756.3,200.1,818.3,820.7,717.1,710.9,768.6,816.3,854.7,671.6,633.1,261.1,761.5,788.9,769.1,887.6,825.9,304.6,671.2,714.3,792.0,1899.4,752.9,674.2,119.6,256.0,758.3,720.2,154.2,682.1,232.8,722.5,104.7,109.7,873.8,132.6,692.5,734.7,300.0,239.0,95.5,717.2,828.9,269.1,809.4,773.4,0.0,841.7,186.8,747.8,789.9,728.3,780.1,153.6,102.1,770.1,712.7,809.2,809.7,100.9,775.3,325.9,214.9,805.3,746.1,695.2,807.9,345.4,757.2,112.6,176.8,72.0,721.3,703.3,762.5,742.7,851.8,747.4,254.7,395.7,180.3,785.3,98.5,164.2,769.6,278.1,270.7,692.6,160.1
RA,171.7,123.0,758.7,313.5,91.6,833.6,798.5,236.0,168.6,275.9,59.6,150.6,813.7,713.0,785.2,191.3,210.5,135.1,855.9,258.2,245.1,784.2,781.5,690.5,346.3,214.2,143.6,187.3,154.9,312.8,178.6,318.1,169.4,256.9,155.9,807.3,295.3,171.3,122.5,341.1,168.2,233.2,70.1,232.8,174.5,741.9,195.1,245.4,329.3,103.0,239.4,774.2,372.0,338.1,191.6,1681.8,284.3,218.0,864.0,734.1,228.9,190.8,881.4,303.7,925.2,316.8,817.6,878.8,224.4,799.6,148.3,257.9,760.1,814.3,854.1,306.9,44.3,802.1,160.0,135.8,844.3,0.0,765.7,208.8,140.5,264.1,130.7,825.6,860.7,186.5,150.3,159.8,223.2,870.0,231.8,780.2,822.1,204.9,277.5,239.0,48.3,752.1,227.8,782.2,814.8,867.6,342.9,333.5,313.9,213.3,251.4,218.0,811.8,597.6,779.3,135.9,842.9,766.8,240.2,774.9,829.8,163.2,834.3
RC,680.5,631.8,294.0,591.7,759.6,257.4,289.4,673.8,726.4,562.7,677.3,659.4,166.1,424.0,189.6,600.5,719.3,613.4,208.3,816.0,630.3,136.6,345.9,401.5,603.9,723.0,605.3,625.1,700.9,658.4,687.4,596.3,640.2,572.1,664.7,306.8,699.7,729.1,625.5,619.3,677.0,697.7,763.1,580.0,541.5,277.2,642.9,670.3,650.5,796.0,707.3,177.2,579.6,595.7,700.4,1807.8,634.3,582.6,284.3,137.1,666.7,628.6,301.7,590.5,277.6,603.9,170.0,231.2,782.2,250.5,600.9,643.1,163.1,263.4,292.3,598.6,737.3,251.2,717.8,681.8,196.7,750.1,0.0,629.2,698.3,609.7,688.5,178.0,298.9,651.5,621.1,717.6,691.1,222.4,656.7,183.2,292.0,713.7,627.5,603.6,716.3,463.1,665.6,230.5,167.2,220.0,629.7,611.7,643.9,651.1,760.2,655.8,260.9,376.7,298.2,693.7,263.2,119.2,678.0,198.8,278.9,601.0,186.7
RL,34.6,97.7,624.2,263.6,245.4,699.1,664.0,76.5,176.0,226.0,163.1,107.2,714.1,578.5,650.7,184.2,119.7,149.7,721.4,301.8,136.0,649.7,647.0,556.0,145.7,146.0,158.2,56.4,186.7,112.2,135.9,268.2,148.8,207.0,87.7,672.8,91.9,214.9,137.1,291.2,77.4,69.4,248.9,182.9,124.6,647.8,15.7,42.0,128.7,281.8,79.0,639.7,322.1,137.5,123.4,1631.9,83.7,168.1,729.5,599.6,92.2,77.6,746.9,253.8,790.7,182.3,683.1,744.3,268.0,665.1,162.9,148.8,625.6,679.8,719.6,106.3,215.0,667.6,203.6,167.6,709.8,235.9,631.2,0.0,184.1,63.5,172.9,691.1,726.2,23.2,129.7,203.4,49.5,735.5,28.4,645.7,687.6,136.7,76.9,158.8,202.1,617.6,71.1,647.7,680.3,733.1,293.0,283.6,113.3,112.3,183.2,81.3,677.3,463.1,644.8,177.5,708.4,632.3,83.5,640.4,695.3,80.3,699.8
RQ,140.0,91.3,727.0,281.8,150.1,801.9,766.8,204.3,104.3,244.2,67.8,118.9,782.0,681.3,753.5,159.6,178.8,103.4,824.2,117.7,213.4,752.5,749.8,658.8,314.6,182.5,111.9,155.6,123.2,281.1,146.9,286.4,137.7,225.2,124.2,775.6,263.6,107.0,90.8,309.4,136.5,201.5,153.6,201.1,142.8,710.2,163.4,213.7,297.6,186.5,207.7,742.5,340.3,306.4,156.1,1650.1,252.6,186.3,832.3,702.4,197.2,159.1,849.7,272.0,893.5,285.1,785.9,847.1,83.9,767.9,116.6,226.2,728.4,782.6,822.4,275.2,127.8,770.4,95.7,104.1,812.6,140.6,734.0,177.1,0.0,232.4,66.4,793.9,829.0,154.8,118.6,19.2,191.5,838.3,200.1,748.5,790.4,143.4,245.8,207.3,106.8,720.4,196.1,750.5,783.1,835.9,311.2,301.8,282.2,181.6,188.0,186.3,780.1,565.9,747.6,71.6,811.2,735.1,208.5,743.2,798.1,131.5,802.6
RR,91.4,151.1,615.5,254.9,287.5,690.4,655.3,95.8,229.4,217.3,205.2,160.6,670.5,569.8,642.0,175.5,173.1,170.8,712.7,343.9,127.3,641.0,638.3,547.3,82.1,199.4,179.3,75.7,228.8,48.6,188.6,259.5,168.1,198.3,141.1,664.1,124.8,257.0,158.2,282.5,130.8,122.8,291.0,174.2,115.9,598.7,68.0,95.4,65.1,323.9,132.4,631.0,313.4,73.9,176.8,1623.2,75.0,159.4,720.8,590.9,111.5,96.9,738.2,245.1,782.0,166.9,674.4,735.6,310.1,656.4,175.9,140.1,616.9,671.1,710.9,42.7,265.2,658.9,245.7,209.7,701.1,278.0,622.5,54.3,226.2,0.0,216.4,682.4,717.5,76.6,149.0,245.5,116.2,726.8,81.8,637.0,678.9,190.1,68.2,150.1,244.2,608.9,90.4,639.0,671.6,724.4,284.3,274.9,49.7,124.6,236.6,100.6,668.6,454.4,636.1,221.6,699.7,623.6,102.8,631.7,686.6,99.6,691.1
SA,157.1,105.0,739.6,294.4,163.8,815.6,780.5,218.0,59.2,257.9,81.5,132.6,830.6,695.0,766.1,173.3,192.5,116.0,837.9,187.6,227.1,766.2,763.5,672.5,328.3,196.2,125.6,169.3,136.9,294.8,161.3,299.0,151.4,238.9,137.9,788.2,288.0,60.8,104.5,323.1,150.2,214.1,167.3,214.8,155.4,763.2,176.0,226.3,311.3,200.0,221.4,756.2,354.0,320.1,111.0,1663.8,266.3,200.0,846.0,716.1,210.9,171.7,862.3,285.7,906.1,297.7,799.6,860.8,152.7,780.5,130.3,238.8,742.1,796.3,835.0,288.9,133.4,784.1,50.6,117.8,826.3,154.3,747.7,190.7,69.9,246.1,0.0,806.5,842.7,168.5,132.3,88.1,191.9,852.0,213.8,762.2,804.1,97.2,258.4,221.0,120.5,733.0,209.8,764.2,796.8,849.6,324.9,315.5,294.8,202.3,141.8,200.0,793.8,579.6,761.3,24.5,824.9,748.8,222.2,773.5,811.8,145.2,816.3
SM,745.8,750.2,266.6,743.9,878.0,96.9,167.2,750.2,844.8,799.5,795.7,777.8,124.6,267.2,293.6,752.7,827.5,765.6,86.1,934.4,709.5,51.5,288.9,244.7,683.4,841.4,757.5,730.1,819.3,737.9,806.5,748.5,758.6,724.3,783.1,161.0,779.2,847.5,777.7,771.5,785.2,777.2,881.5,732.2,693.7,270.2,722.4,749.8,730.0,914.4,786.8,257.5,731.8,675.2,818.8,1960.0,713.8,734.8,127.3,199.4,765.9,747.0,144.7,827.3,99.5,683.4,133.7,181.0,900.6,93.5,753.1,722.3,243.4,199.9,117.4,678.1,847.6,230.0,836.2,800.2,180.9,868.5,202.1,707.7,816.7,689.2,805.5,0.0,124.0,731.0,739.5,836.0,770.6,172.2,736.2,263.5,175.8,832.1,707.0,755.8,834.7,306.3,744.8,73.5,192.1,158.5,866.5,763.9,723.4,776.5,878.6,755.0,215.6,356.6,141.2,810.1,106.2,179.5,757.2,243.3,231.6,719.4,47.5
SS,764.4,768.8,285.2,762.5,896.6,34.5,185.8,768.8,863.4,818.1,814.3,796.4,216.7,285.8,378.2,771.3,846.1,784.2,178.2,953.0,728.1,143.6,307.5,263.3,702.0,860.0,776.1,748.7,837.9,756.5,824.4,767.1,777.2,742.9,801.7,179.6,797.8,866.1,796.3,790.1,803.8,795.8,900.1,750.8,712.3,240.6,741.0,768.4,748.6,933.0,805.4,284.1,750.4,693.8,837.4,1978.6,732.4,753.4,99.1,291.5,784.5,765.6,133.7,845.9,212.3,702.0,204.6,209.6,919.2,112.1,771.7,740.9,325.8,218.5,7.2,696.7,874.3,248.6,854.8,818.8,99.8,887.1,286.7,727.3,835.3,707.8,825.5,133.1,0.0,749.6,758.1,854.6,789.2,200.8,754.8,305.4,194.4,850.7,725.6,774.4,853.3,324.9,763.4,92.1,276.7,171.9,885.1,782.5,742.0,788.1,897.2,773.6,234.2,375.2,159.8,830.7,78.0,264.1,775.8,257.6,250.2,738.0,139.6
SW,14.7,74.4,647.5,286.9,222.1,722.4,687.3,99.8,152.7,249.3,139.8,83.9,702.5,601.8,674.0,182.6,96.4,126.4,744.7,278.5,159.3,673.0,670.3,579.3,169.0,122.7,134.9,79.7,163.4,135.5,111.9,291.5,160.7,230.3,64.4,696.1,108.7,191.6,113.8,314.5,54.1,46.6,225.6,206.2,147.9,630.7,8.5,58.8,152.0,258.5,55.7,663.0,345.4,160.8,100.1,1655.2,107.0,191.4,752.8,622.9,115.5,100.9,770.2,277.1,814.0,205.6,706.4,767.6,244.7,688.4,139.6,172.1,648.9,703.1,742.9,129.6,199.8,690.9,180.3,144.3,733.1,212.6,654.5,22.2,160.8,86.8,151.0,714.4,749.5,0.0,141.6,180.1,39.5,758.8,45.2,669.0,710.9,113.4,100.2,182.1,178.8,640.9,94.4,671.0,703.6,756.4,316.3,306.9,136.6,128.6,159.9,104.6,700.6,486.4,668.1,156.2,731.7,655.6,106.8,663.7,718.6,103.6,723.1
SY,115.1,66.4,644.1,198.9,194.2,719.0,683.9,121.4,161.0,161.3,111.9,94.0,699.1,598.4,670.6,119.5,153.9,77.5,741.3,250.6,130.5,669.6,666.9,575.9,231.7,157.6,86.0,72.7,135.5,198.2,122.0,203.5,19.0,142.3,99.3,692.7,211.5,163.7,64.9,226.5,111.6,176.6,197.7,118.2,59.9,627.3,138.5,182.1,214.7,230.6,182.8,659.6,257.4,223.5,135.0,1567.2,169.7,103.4,749.4,619.5,114.3,76.2,766.8,189.1,810.6,202.2,703.0,764.2,216.8,685.0,90.7,143.3,645.5,699.7,739.5,192.3,171.9,687.5,152.4,116.4,729.7,184.7,651.1,141.0,132.9,149.5,123.1,711.0,746.1,129.9,0.0,152.2,166.6,755.4,168.5,665.6,707.5,148.3,162.9,124.4,150.9,637.5,113.2,667.6,700.2,753.0,228.3,218.9,199.3,98.7,194.8,103.4,697.2,483.0,664.7,128.3,728.3,652.2,125.6,660.3,715.2,48.6,719.7
TA,154.5,105.8,741.5,296.3,164.6,816.4,781.3,218.8,118.8,258.7,82.3,133.4,796.5,695.8,768.0,174.1,193.3,117.9,838.7,98.4,227.9,767.0,764.3,673.3,329.1,197.0,126.4,170.1,137.7,295.6,162.1,300.9,152.2,239.7,138.7,790.1,288.8,121.5,105.3,323.9,151.0,216.0,168.1,215.6,157.3,765.1,176.8,228.2,312.1,200.8,222.2,757.0,354.8,320.9,170.6,1664.6,267.1,200.8,846.8,716.9,211.7,173.6,864.2,286.5,908.0,299.6,800.4,861.6,64.6,782.4,131.1,240.7,742.9,797.1,836.9,289.7,134.2,784.9,110.2,118.6,827.1,155.1,748.5,192.6,14.4,246.9,80.9,808.4,843.5,169.3,133.1,0.0,192.7,852.8,214.6,763.0,804.9,157.9,260.3,221.8,121.3,734.9,210.6,765.0,797.6,850.4,325.7,316.3,296.7,203.1,202.5,200.8,794.6,580.4,762.1,84.1,825.7,749.6,223.0,757.7,812.6,146.0,817.1
TB,25.9,89.0,685.0,311.8,236.7,759.9,724.8,137.3,167.3,281.8,154.4,98.5,774.9,639.3,703.9,197.2,111.0,141.0,782.2,293.1,196.8,710.5,707.8,616.8,206.5,137.3,149.5,117.2,170.4,173.0,119.6,324.0,175.3,262.8,79.0,733.6,156.9,198.6,128.4,347.0,68.7,84.1,240.2,238.7,172.8,708.6,44.9,96.3,189.5,272.9,16.2,700.5,377.9,198.3,114.7,1687.7,144.5,216.3,790.3,660.4,153.0,130.8,800.1,309.6,843.9,243.1,743.9,805.1,259.3,725.9,154.2,209.6,686.4,740.6,772.8,167.1,206.3,728.4,194.9,158.9,770.6,227.2,692.0,60.7,175.4,124.3,164.2,744.3,787.0,37.4,156.2,194.7,0.0,796.3,82.7,706.5,748.4,128.0,137.7,219.6,193.4,670.8,131.9,708.5,741.1,793.9,348.8,339.4,166.5,173.1,166.9,134.5,738.1,523.9,705.6,168.8,769.2,693.1,144.3,717.8,756.1,141.1,760.6
TF,857.1,749.5,377.9,709.4,877.3,132.8,278.5,791.5,844.1,680.4,795.0,777.1,145.7,378.5,307.3,718.2,837.0,731.1,205.9,933.7,748.0,134.2,400.2,356.0,794.7,840.7,723.0,742.8,818.6,849.2,805.1,714.0,757.9,689.8,782.4,272.3,890.5,846.8,743.2,737.0,794.7,888.5,880.8,697.7,659.2,333.3,833.7,861.1,841.3,913.7,898.1,296.6,697.3,786.5,818.1,1925.5,825.1,700.3,191.8,238.5,784.4,746.3,226.4,708.2,275.2,794.7,69.2,48.1,899.9,204.8,718.6,760.8,282.5,311.2,167.7,789.4,855.0,341.3,835.5,799.5,72.1,867.8,215.8,820.0,816.0,800.5,806.2,175.6,174.3,842.3,738.8,835.3,881.9,0.0,847.5,302.6,287.1,831.4,818.3,721.3,834.0,417.6,783.3,184.8,205.8,49.7,747.4,729.4,834.7,768.8,877.9,773.5,326.9,467.9,252.5,811.4,170.7,193.2,795.7,318.2,342.9,718.7,184.3
TG,50.7,110.4,663.4,302.8,258.1,738.3,703.2,115.7,188.7,265.2,175.8,119.9,718.4,617.7,689.9,218.6,132.4,162.4,760.6,314.5,175.2,688.9,686.2,595.2,184.9,158.7,170.9,95.6,199.4,151.4,147.9,307.4,188.0,246.2,100.4,712.0,63.4,227.6,149.8,330.4,90.1,82.1,261.6,222.1,163.8,646.6,27.3,13.6,167.9,294.5,91.7,678.9,361.3,176.7,136.1,1671.1,122.9,207.3,768.7,638.8,131.4,116.8,786.1,293.0,829.9,221.5,722.3,783.5,280.7,704.3,175.6,188.0,664.8,719.0,758.8,145.5,235.8,706.8,216.3,180.3,749.0,248.6,670.4,38.1,196.8,102.7,187.0,730.3,765.4,35.9,168.9,216.1,75.5,774.7,0.0,684.9,726.8,149.4,116.1,198.0,214.8,656.8,110.3,686.9,719.5,772.3,332.2,322.8,152.5,144.5,195.9,120.5,716.5,502.3,684.0,192.2,747.6,671.5,122.7,679.6,734.5,119.5,739.0
TQ,742.5,682.5,228.4,642.4,810.3,285.8,149.7,746.9,777.1,613.4,728.0,710.1,220.1,310.8,222.3,651.2,770.0,664.1,262.3,866.7,706.2,190.6,293.8,288.3,680.1,773.7,656.0,675.8,751.6,734.6,738.1,647.0,690.9,622.8,715.4,167.1,775.9,779.8,676.2,670.0,727.7,773.9,813.8,630.7,592.2,183.8,719.1,746.5,726.7,846.7,783.5,81.7,630.3,671.9,751.1,1858.5,710.5,633.3,316.2,72.6,717.4,679.3,333.6,641.2,331.6,680.1,224.0,296.5,832.9,251.8,651.6,719.0,93.1,123.7,306.3,674.8,788.0,111.5,768.5,732.5,280.3,800.8,205.3,705.4,749.0,685.9,739.2,232.0,312.9,727.7,671.8,768.3,767.3,287.7,732.9,0.0,152.3,764.4,703.7,654.3,767.0,349.9,741.5,234.4,254.4,274.0,680.4,662.4,720.1,701.8,810.9,706.5,121.2,326.2,231.5,744.4,295.1,206.4,753.9,84.3,139.2,651.7,240.7
UA,698.4,702.8,156.5,696.5,830.6,159.9,65.6,702.8,797.4,752.1,748.3,730.4,300.8,219.8,287.9,705.3,780.1,718.2,242.6,887.0,662.1,208.0,221.9,197.3,636.0,794.0,710.1,682.7,771.9,690.5,758.4,701.1,711.2,676.9,735.7,14.8,731.8,800.1,730.3,724.1,737.8,729.8,834.1,684.8,646.3,111.9,675.0,702.4,682.6,867.0,739.4,110.7,684.4,627.8,771.4,1912.6,666.4,687.4,190.3,138.2,718.5,699.6,207.7,779.9,276.7,636.0,304.7,337.5,853.2,125.9,705.7,674.9,152.4,67.4,180.4,630.7,808.3,75.2,788.8,752.8,225.2,821.1,286.4,661.3,769.3,641.8,759.5,197.5,187.0,683.6,692.1,788.6,723.2,328.7,688.8,132.0,0.0,784.7,659.6,708.4,787.3,258.9,697.4,108.5,335.5,297.3,819.1,716.5,676.0,722.1,831.2,707.6,82.2,309.2,105.6,764.7,169.2,287.5,709.8,84.2,76.8,672.0,204.0
UD,107.3,81.5,757.1,311.9,226.3,832.0,796.9,222.0,39.2,274.3,144.0,91.0,812.1,711.4,783.6,189.7,146.1,133.5,854.3,250.1,243.5,782.6,779.9,688.9,291.2,108.1,142.0,185.7,170.5,257.7,119.7,316.5,167.8,255.3,48.3,805.7,241.6,101.4,120.9,339.5,103.8,168.8,229.8,231.2,172.9,780.7,129.6,181.0,274.2,262.7,175.0,772.6,370.4,283.0,12.6,1680.2,229.2,216.4,862.4,732.5,227.3,189.2,879.8,302.1,923.6,315.2,816.0,877.2,216.3,798.0,146.7,256.3,758.5,812.7,852.5,251.8,195.9,800.5,90.1,151.4,842.7,216.8,764.1,145.4,132.4,209.0,102.4,824.0,859.1,122.1,148.7,151.7,145.5,868.4,167.4,778.6,820.5,0.0,222.4,237.4,183.0,750.5,216.6,780.6,813.2,866.0,341.3,331.9,258.8,218.7,44.5,216.4,810.2,596.0,777.7,65.7,841.3,765.2,229.0,789.9,828.2,161.6,832.7
UR,124.2,168.6,616.1,255.5,296.4,691.0,655.9,132.0,263.2,217.9,214.1,196.2,706.0,570.4,642.6,176.1,209.3,179.7,713.3,352.8,127.9,641.6,638.9,547.9,153.2,235.6,180.9,111.9,237.7,119.7,224.9,260.1,177.0,198.9,177.3,664.7,161.0,265.9,167.1,283.1,167.0,159.0,299.9,174.8,116.5,639.7,104.2,131.6,136.2,332.8,168.6,631.6,314.0,145.0,213.0,1623.8,37.4,160.0,721.4,591.5,147.7,133.1,738.8,245.7,782.6,174.2,675.0,736.2,319.0,657.0,176.5,140.7,617.5,671.7,711.5,113.8,274.1,659.5,254.6,218.6,701.7,286.9,623.1,89.5,235.1,71.0,225.3,683.0,718.1,112.8,157.9,254.4,152.4,727.4,118.0,637.6,679.5,226.3,0.0,150.7,253.1,609.5,126.6,639.6,672.2,725.0,284.9,275.5,120.8,160.8,272.8,136.8,669.2,455.0,636.7,228.5,700.3,624.2,139.0,632.3,687.2,135.8,691.7
US,188.1,139.4,632.5,206.4,267.2,707.4,672.3,181.4,234.0,168.8,184.9,167.0,687.5,586.8,659.0,127.0,226.9,139.9,729.7,323.6,110.9,658.0,655.3,564.3,190.6,230.6,131.8,132.7,208.5,192.7,195.0,211.0,147.8,149.8,172.3,681.1,234.0,236.7,137.9,234.0,184.6,232.0,270.7,125.7,67.4,615.7,177.2,204.6,209.2,303.6,241.6,648.0,264.9,182.4,208.0,1574.7,168.6,19.2,737.8,607.9,174.3,136.2,755.2,196.6,799.0,190.6,691.4,752.6,289.8,673.4,127.4,98.1,633.9,688.1,727.9,185.3,244.9,675.9,225.4,189.4,718.1,257.7,639.5,163.5,205.9,144.0,196.1,699.4,734.5,185.8,128.7,225.2,225.4,743.8,191.0,654.0,695.9,221.3,161.8,0.0,223.9,625.9,173.2,656.0,688.6,741.4,235.8,226.4,193.8,158.7,267.8,163.4,685.6,471.4,653.1,201.3,716.7,640.6,185.6,648.7,703.6,108.6,708.1
VD,140.3,91.6,727.3,282.1,43.2,802.2,767.1,204.6,137.2,244.5,28.2,119.2,817.2,681.6,753.8,159.9,179.1,103.7,824.5,226.8,213.7,752.8,750.1,659.1,314.9,182.8,112.2,155.9,123.5,281.4,147.9,286.7,138.0,225.5,124.5,775.9,274.6,139.9,91.1,309.7,136.8,201.8,83.7,201.4,143.1,750.9,162.6,214.0,297.9,116.4,208.0,742.8,340.6,306.7,160.2,1650.4,252.9,186.6,832.6,702.7,197.5,159.4,850.0,272.3,893.8,285.4,786.2,847.4,193.0,768.2,116.9,226.5,728.7,782.9,822.7,275.5,57.9,770.7,128.6,104.4,812.9,70.7,734.3,178.4,109.1,232.7,97.9,794.2,829.3,155.1,118.9,128.4,178.5,838.6,200.4,748.8,790.7,173.5,246.1,207.6,0.0,720.7,196.4,750.8,783.4,836.2,311.5,302.1,282.5,188.9,220.0,186.6,780.4,566.2,747.9,104.5,811.5,735.4,208.8,760.1,798.4,131.8,802.9
VE,667.2,675.0,270.4,668.7,802.8,271.8,228.1,675.0,769.6,724.3,720.5,702.6,393.0,68.0,461.2,677.5,752.3,690.4,354.5,859.2,634.3,319.9,219.1,68.0,608.2,766.2,682.3,654.9,744.1,662.7,731.3,673.3,683.4,649.1,707.9,245.5,704.0,772.3,702.5,696.3,710.0,702.0,806.3,657.0,618.5,298.0,648.3,674.6,654.8,839.0,711.6,315.1,656.6,600.0,743.6,1884.8,638.6,659.6,302.2,342.6,690.7,671.8,319.6,752.1,388.6,608.2,402.1,449.4,825.4,237.8,677.9,647.1,356.8,271.8,292.3,602.9,780.5,279.6,761.0,725.0,337.1,793.3,459.7,632.5,741.5,614.0,730.3,309.4,298.9,655.8,664.3,760.8,682.1,440.6,661.0,336.4,260.3,756.9,631.8,680.6,759.5,0.0,669.6,220.4,460.5,409.2,791.3,688.7,648.2,701.3,803.4,679.8,286.6,275.0,217.5,736.9,281.1,460.8,682.0,288.6,281.2,644.2,315.9
VK,124.4,108.8,656.5,248.3,236.6,731.4,696.3,67.7,203.4,210.7,154.3,136.4,711.5,610.8,683.0,168.9,196.3,119.9,753.7,293.0,168.3,682.0,679.3,588.3,178.0,200.0,128.4,24.8,177.9,144.5,164.4,252.9,117.2,191.7,141.7,705.1,157.8,206.1,107.3,275.9,154.0,155.8,240.1,167.6,109.3,639.7,101.0,128.4,161.0,273.0,165.4,672.0,306.8,169.8,177.4,1616.6,116.0,152.8,761.8,631.9,42.6,46.0,779.2,238.5,823.0,214.6,715.4,776.6,259.2,697.4,133.1,181.1,657.9,712.1,751.9,138.6,214.3,699.9,194.8,158.8,742.1,227.1,663.5,87.3,175.3,95.8,165.5,723.4,758.5,109.6,98.1,194.6,149.2,767.8,114.8,678.0,719.9,190.7,109.2,173.8,193.3,649.9,0.0,680.0,712.6,765.4,277.7,268.3,145.6,73.7,237.2,31.7,709.6,495.4,677.1,170.7,740.7,664.6,12.4,672.7,727.6,48.7,732.1
VY,672.2,676.6,193.0,670.3,804.4,51.3,93.6,676.6,771.2,725.9,722.1,704.2,172.5,193.6,369.1,679.1,753.9,692.0,134.0,860.8,635.9,99.4,215.3,171.1,609.8,767.8,683.9,656.5,745.7,664.3,732.2,674.9,685.0,650.7,709.5,87.4,705.6,773.9,704.1,697.9,711.6,703.6,807.9,658.6,620.1,148.4,648.8,676.2,656.4,840.8,713.2,191.9,658.2,601.6,745.2,1886.4,640.2,661.2,81.7,219.4,692.3,673.4,99.1,753.7,168.1,609.8,181.6,228.9,827.0,17.3,679.5,648.7,233.6,126.3,71.8,604.5,782.1,156.4,762.6,726.6,116.6,794.9,250.0,635.1,743.1,615.6,733.3,88.9,78.4,657.4,665.9,762.4,697.0,220.1,662.6,213.2,102.2,758.5,633.4,682.2,761.1,232.7,671.2,0.0,240.0,188.7,792.9,690.3,649.8,695.9,805.0,681.4,142.0,283.0,67.6,738.5,60.6,227.4,683.6,165.4,158.0,645.8,95.4
WA,733.0,684.3,346.5,644.2,812.1,250.8,317.6,726.3,778.9,615.2,729.8,711.9,159.5,417.6,242.1,653.0,771.8,665.9,201.7,868.5,682.8,130.0,398.4,395.1,656.4,775.5,657.8,677.6,753.4,710.9,739.9,648.8,692.7,624.6,717.2,311.4,752.2,781.6,678.0,671.8,729.5,750.2,815.6,632.5,594.0,329.7,695.4,722.8,703.0,848.5,759.8,229.7,632.1,648.2,752.9,1860.3,686.8,635.1,277.7,186.4,719.2,681.1,295.1,643.0,271.0,656.4,163.4,224.6,834.7,243.9,653.4,695.6,215.6,312.7,285.7,651.1,789.8,300.5,770.3,734.3,190.1,802.6,150.6,681.7,750.8,662.2,741.0,171.4,292.3,704.0,673.6,770.1,743.6,215.8,709.2,235.7,326.2,766.2,680.0,656.1,768.8,456.7,718.1,223.9,0.0,213.4,682.2,664.2,696.4,703.6,812.7,708.3,310.2,429.2,291.6,746.2,256.6,128.0,730.5,251.3,328.2,653.5,180.1
WF,840.4,781.4,361.2,741.3,909.2,116.1,261.8,844.8,876.0,712.3,826.9,809.0,144.2,361.8,323.8,750.1,868.9,763.0,204.4,965.6,804.1,132.7,383.5,339.3,778.0,872.6,754.9,774.7,850.5,832.5,837.0,745.9,789.8,721.7,814.3,255.6,873.8,878.7,775.1,768.9,826.6,871.8,912.7,729.6,691.1,316.6,817.0,844.4,824.6,945.6,881.4,295.1,729.2,769.8,850.0,1957.4,808.4,732.2,175.1,237.0,816.3,778.2,209.7,740.1,273.7,778.0,85.7,90.7,931.8,188.1,750.5,816.9,281.0,294.5,151.0,772.7,886.9,324.6,867.4,831.4,55.4,899.7,232.3,803.3,847.9,783.8,838.1,174.1,157.6,825.6,770.7,867.2,865.2,81.9,830.8,301.1,270.4,863.3,801.6,753.2,865.9,400.9,839.4,168.1,222.3,0.0,779.3,761.3,818.0,800.7,909.8,805.4,310.2,451.2,235.8,843.3,154.0,209.7,851.8,316.7,326.2,750.6,182.8
WK,380.4,331.7,698.2,291.6,459.5,797.5,732.8,373.7,426.3,66.9,377.2,359.3,706.2,652.5,677.7,300.4,419.2,313.3,748.4,515.9,330.2,676.7,721.0,630.0,401.9,422.9,305.2,325.0,400.8,404.0,387.3,296.2,340.1,272.0,364.6,750.2,445.3,429.0,325.4,319.2,376.9,441.9,463.0,279.9,241.4,681.4,388.5,415.9,420.5,495.9,448.1,666.7,200.5,393.7,400.3,1562.1,379.9,282.5,824.4,626.6,366.6,328.5,841.8,32.0,817.7,401.9,710.1,771.3,482.1,790.6,300.8,343.0,652.6,706.8,832.4,396.6,437.2,694.6,417.7,381.7,736.8,450.0,658.2,374.8,398.2,355.3,388.4,718.1,839.0,395.2,321.0,417.5,431.9,762.5,402.3,672.7,735.4,413.6,373.1,303.5,416.2,691.6,365.5,721.7,707.3,760.1,0.0,311.6,405.1,351.0,460.1,355.7,704.3,537.1,718.8,393.6,803.3,659.3,377.9,667.4,722.3,300.9,726.8
