from_stop,AD,AE,AH,BB,BC,BD,BH,BK,BQ,BV,CA,CF,CL,CR,DI,DL,DP,DU,DV,EL,EQ,FA,FJ,FN,FP,FU,FX,GP,GQ,GS,GU,HH,IB,IJ,IM,IQ,IR,IY,JH,JM,JO,JQ,JT,JV,JZ,KH,KP,KV,KX,KY,LC,LD,LF,LK,LW,ME,MW,MY,ND,NM,NN,NU,NW,NY,OB,OQ,PF,PG,PH,PM,PN,PZ,QA,QB,QK,QV,RB,RH,RW,SE,SG,SK,SM,SN,ST,SV,TB,TE,TG,TN,TO,UC,UD,UF,UN,UW,VC,VK,VT,VV,WQ,WR,WT,WV,WY,XC,XF,XI,XR,XV,XY,YC,YD,YE,YG,YY,ZF,ZO,ZY
SN,729.2,209.6,751.8,374.2,432.8,213.5,766.5,584.4,456.4,765.5,414.5,782.6,638.0,335.1,115.0,637.7,116.3,234.5,721.6,599.5,601.0,193.1,583.2,678.1,162.6,515.2,559.8,279.1,109.4,166.0,388.5,646.0,515.3,439.5,290.6,176.3,242.0,758.7,169.0,617.9,678.0,434.7,80.1,381.4,835.9,198.3,199.6,743.9,126.5,775.8,156.7,158.2,749.7,146.9,537.0,161.4,741.5,470.5,636.5,110.4,167.6,426.4,439.4,462.8,659.2,720.2,592.5,791.0,363.0,590.6,341.4,404.1,192.1,471.1,73.7,539.0,460.1,176.2,380.2,663.2,258.9,402.4,529.0,0.0,646.1,360.2,319.5,185.0,576.0,465.5,598.8,392.2,416.7,369.0,171.4,758.9,341.5,132.7,710.7,753.9,439.5,698.2,495.0,265.9,612.5,677.1,245.7,491.6,744.4,2100.8,563.7,21.1,714.3,197.2,376.1,650.2,211.1,190.2,782.8
ST,643.2,451.7,665.8,469.1,224.8,877.9,680.5,475.8,551.3,677.8,509.4,696.6,529.4,325.5,591.4,529.1,561.0,772.8,635.6,513.5,492.4,857.5,497.2,171.4,827.0,406.6,473.8,417.8,585.8,746.6,618.8,494.8,429.3,784.6,429.3,733.2,906.4,672.7,498.3,531.9,171.3,529.6,587.2,721.0,727.3,674.7,864.0,657.9,773.0,689.8,633.1,634.6,663.7,765.7,451.0,749.8,632.9,384.5,485.3,566.9,644.0,521.3,353.4,639.0,573.2,634.2,85.8,705.0,457.9,504.6,319.1,318.1,856.5,630.7,593.6,430.4,375.9,652.6,475.1,53.2,923.3,700.0,420.4,664.3,0.0,590.5,594.8,849.4,670.9,560.4,178.3,710.2,761.8,733.4,739.8,672.9,760.3,797.1,624.7,667.9,784.6,612.2,409.0,541.2,105.8,170.4,415.9,771.3,658.4,2206.3,477.7,641.3,628.3,712.5,316.9,152.3,687.5,719.4,674.2
SV,653.4,165.6,676.0,298.4,357.0,591.8,690.7,508.6,380.6,688.0,338.7,706.8,562.2,259.3,305.3,561.9,274.9,486.7,645.8,523.7,525.2,571.4,507.4,602.3,540.9,439.4,484.0,203.3,299.7,460.5,28.3,570.2,439.5,613.9,214.8,447.1,620.3,682.9,212.2,542.1,602.2,358.9,301.1,550.3,760.1,388.6,577.9,668.1,486.9,700.0,347.0,348.5,673.9,479.6,461.2,463.7,665.7,394.7,560.7,280.8,357.9,350.6,363.6,468.3,583.4,644.4,516.7,715.2,287.2,514.8,265.6,328.3,570.4,460.0,307.5,463.2,386.1,366.5,304.4,587.4,637.2,529.3,453.2,378.2,570.3,0.0,308.7,563.3,500.2,389.7,523.0,539.5,591.1,562.7,453.7,683.1,589.6,511.0,634.9,678.1,613.9,622.4,419.2,255.1,536.7,601.3,169.9,600.6,668.6,2025.2,487.9,355.2,638.5,426.4,300.3,579.2,401.4,433.3,707.0
TB,683.9,164.3,706.5,328.9,387.5,537.3,721.2,539.1,411.1,718.5,369.2,737.3,592.7,289.8,250.8,592.4,220.4,432.2,676.3,554.2,555.7,516.9,537.9,632.8,486.4,469.9,514.5,194.0,245.2,406.0,343.2,600.7,470.0,644.4,181.5,392.6,565.8,713.4,157.7,572.6,632.7,389.4,246.6,580.8,790.6,334.1,523.4,698.6,432.4,730.5,292.5,294.0,704.4,425.1,491.7,409.2,696.2,425.2,591.2,226.3,303.4,381.1,394.1,498.8,613.9,674.9,547.2,745.7,317.7,545.3,296.1,358.8,515.9,490.5,253.0,493.7,416.6,312.0,334.9,617.9,582.7,559.8,483.7,323.7,600.8,314.9,0.0,508.8,530.7,420.2,553.5,570.0,621.6,593.2,399.2,713.6,600.4,456.5,665.4,708.6,644.4,652.9,449.7,62.5,567.2,631.8,219.6,631.1,699.1,1798.7,518.4,300.7,669.0,371.9,330.8,609.7,346.9,378.8,737.5
TE,908.5,388.9,931.1,527.2,612.1,33.7,945.8,763.7,635.7,943.1,593.8,961.9,817.3,514.4,265.2,817.0,295.6,234.5,900.9,778.8,780.3,78.5,762.5,857.4,48.0,694.5,739.1,458.4,270.8,166.0,567.8,825.3,694.6,335.4,469.9,122.7,127.4,938.0,348.3,797.2,857.3,585.9,261.7,277.3,1015.2,182.1,85.0,923.2,72.9,955.1,223.5,269.5,929.0,146.9,716.3,161.4,920.8,649.8,815.8,289.7,255.3,605.7,618.7,358.7,838.5,899.5,771.8,970.3,542.3,769.9,520.7,583.4,95.5,367.0,255.3,718.3,641.2,251.5,559.5,842.5,162.3,298.3,708.3,181.5,825.4,539.5,498.8,0.0,550.2,538.4,778.1,288.1,312.6,264.9,162.8,938.2,237.4,42.2,890.0,933.2,335.4,877.5,674.3,445.2,791.8,856.4,425.0,387.5,923.7,2280.1,743.0,202.7,893.6,143.6,555.4,834.3,225.9,136.6,962.1
TG,734.5,382.1,757.1,192.0,438.1,580.9,771.8,589.7,304.4,770.8,290.2,787.9,643.3,340.4,521.8,643.0,491.4,668.3,726.9,604.8,606.3,625.7,588.5,683.4,595.2,520.5,565.1,348.2,516.2,599.8,549.2,651.3,520.6,348.7,359.7,519.0,674.6,764.0,428.7,623.2,683.3,250.7,517.6,285.1,841.2,578.4,632.2,749.2,543.9,781.1,619.8,565.0,755.0,593.6,542.3,569.1,746.8,475.8,641.8,497.3,651.6,274.4,444.7,203.1,664.5,725.5,597.8,796.3,238.7,595.9,346.7,409.4,634.0,194.8,524.0,544.3,465.4,676.0,297.4,668.5,700.8,264.1,534.3,647.4,651.4,520.9,525.2,547.1,0.0,203.2,604.1,274.3,325.9,297.5,559.1,764.2,324.4,574.6,716.0,759.2,348.7,703.5,500.3,471.6,617.8,682.4,346.3,335.4,749.7,2170.1,569.0,571.7,719.6,539.9,381.4,660.3,659.7,532.9,788.1
TN,655.9,303.5,678.5,113.4,359.5,561.0,693.2,511.1,225.8,692.2,211.6,709.3,564.7,261.8,443.2,564.4,412.8,648.4,648.3,526.2,527.7,605.8,509.9,604.8,575.3,441.9,486.5,269.6,437.6,579.9,470.6,572.7,442.0,328.8,281.1,499.1,654.7,685.4,350.1,544.6,604.7,172.1,439.0,265.2,762.6,558.5,612.3,670.6,524.0,702.5,599.9,486.4,676.4,573.7,463.7,549.2,668.2,397.2,563.2,418.7,495.8,195.8,366.1,183.2,585.9,646.9,519.2,717.7,160.1,517.3,268.1,330.8,614.1,174.9,445.4,465.7,386.8,504.4,218.8,589.9,680.9,244.2,455.7,627.5,572.8,442.3,446.6,527.2,215.1,0.0,525.5,254.4,306.0,277.6,539.2,685.6,304.5,554.7,637.4,680.6,328.8,624.9,421.7,393.0,539.2,603.8,267.7,315.5,671.1,2091.5,490.4,493.1,641.0,520.0,302.8,576.9,639.8,513.0,709.5
TO,577.7,386.2,600.3,403.6,159.3,812.4,615.0,410.3,496.2,614.0,443.9,631.1,463.9,260.0,525.9,463.6,495.5,707.3,570.1,448.0,426.9,792.0,431.7,212.1,761.5,341.1,408.3,352.3,520.3,681.1,553.3,429.3,363.8,719.1,363.8,667.7,840.9,607.2,432.8,466.4,212.0,464.1,521.7,655.5,661.8,609.2,798.5,592.4,707.5,624.3,567.6,569.1,598.2,700.2,385.5,684.3,567.4,319.0,419.8,501.4,578.5,455.8,287.9,573.5,507.7,568.7,126.5,639.5,392.4,439.1,253.7,252.6,791.0,565.2,528.1,364.9,308.6,587.1,409.6,197.2,857.8,634.5,354.9,598.8,180.1,525.0,529.3,783.9,605.4,494.9,0.0,644.7,696.3,667.9,674.3,607.4,694.8,731.6,559.2,602.4,719.1,546.7,343.5,475.7,146.5,211.1,350.4,705.8,592.9,2119.8,412.2,575.8,562.8,647.0,251.4,184.2,622.0,653.9,608.7
UC,781.5,429.1,804.1,239.0,485.1,306.5,818.8,636.7,361.8,817.8,337.2,834.9,690.3,387.4,387.1,690.0,417.5,393.9,773.9,651.8,653.3,351.3,635.5,730.4,320.8,567.5,612.1,395.2,392.7,325.4,689.7,698.3,567.6,74.3,406.7,244.6,400.2,811.0,470.2,670.2,730.3,297.7,432.0,10.7,888.2,304.0,357.8,796.2,269.5,828.1,345.4,391.4,802.0,319.2,589.3,294.7,793.8,522.8,688.8,411.6,377.2,321.4,491.7,70.5,711.5,772.5,644.8,843.3,285.7,642.9,393.7,456.4,359.6,78.8,438.4,591.3,512.4,385.8,344.4,715.5,426.4,10.1,581.3,373.0,698.4,661.4,572.2,272.7,262.0,250.2,651.1,0.0,51.5,23.1,284.7,811.2,50.0,300.2,763.0,806.2,74.3,750.5,547.3,518.6,664.8,729.4,393.3,99.3,796.7,2217.1,616.0,394.2,766.6,265.5,428.4,707.3,385.3,258.5,835.1
UD,826.1,473.7,848.7,283.6,529.7,344.0,863.4,681.3,396.0,860.7,381.8,879.5,734.9,432.0,424.6,734.6,455.0,431.4,818.5,696.4,697.9,388.8,680.1,775.0,358.3,612.1,656.7,439.8,430.2,362.9,727.2,742.9,612.2,22.7,451.3,282.1,437.7,855.6,507.7,714.8,774.9,342.3,469.5,48.2,932.8,341.5,395.3,840.8,307.0,872.7,382.9,428.9,846.6,356.7,633.9,332.2,838.4,567.4,733.4,449.1,414.7,366.0,536.3,115.1,756.1,817.1,689.4,887.9,330.3,687.5,438.3,501.0,397.1,123.4,475.9,635.9,558.8,423.3,389.0,760.1,463.9,54.7,625.9,410.5,743.0,698.9,616.8,310.2,306.6,294.8,695.7,44.5,0.0,60.6,322.2,855.8,87.5,337.7,807.6,850.8,22.7,795.1,591.9,563.2,709.4,774.0,437.9,143.9,841.3,2261.7,660.6,431.7,811.2,303.0,473.0,751.9,422.8,296.0,879.7
UF,804.7,487.6,827.3,262.2,508.3,283.3,842.0,659.9,385.0,841.0,360.4,858.1,713.5,410.6,363.9,713.2,394.3,370.7,797.1,675.0,676.5,328.1,658.7,753.6,297.6,590.7,635.3,418.4,369.5,302.2,666.5,721.5,590.8,70.4,429.9,221.4,377.0,834.2,447.0,693.4,753.5,320.9,408.8,12.3,911.4,280.8,334.6,819.4,246.3,851.3,322.2,368.2,825.2,296.0,612.5,271.5,817.0,546.0,712.0,388.4,354.0,344.6,514.9,93.7,734.7,795.7,668.0,866.5,308.9,666.1,416.9,479.6,336.4,102.0,415.2,614.5,537.4,362.6,367.6,738.7,403.2,33.3,604.5,349.8,721.6,638.2,597.5,249.5,285.2,273.4,674.3,23.1,47.6,0.0,261.5,834.4,26.8,277.0,786.2,829.4,70.4,773.7,570.5,543.9,688.0,752.6,416.5,122.5,819.9,2240.3,639.2,371.0,789.8,242.3,451.6,730.5,362.1,235.3,858.3
UN,802.3,282.7,824.9,447.3,505.9,181.3,839.6,657.5,529.5,836.9,487.6,855.7,711.1,408.2,159.0,710.8,189.4,109.1,794.7,672.6,674.1,160.9,656.3,751.2,130.4,588.3,632.9,352.2,164.6,40.6,461.6,719.1,588.4,335.8,363.7,30.0,209.8,831.8,242.1,691.0,751.1,507.8,203.9,277.7,909.0,75.9,167.4,817.0,69.8,848.9,117.3,163.3,822.8,34.4,610.1,10.0,814.6,543.6,709.6,183.5,133.9,499.5,512.5,359.1,732.3,793.3,665.6,864.1,436.1,663.7,414.5,477.2,159.9,367.4,210.3,612.1,535.0,126.1,453.3,736.3,226.7,298.7,602.1,165.9,719.2,433.3,392.6,152.8,550.6,538.6,671.9,288.5,313.0,265.3,0.0,832.0,237.8,100.5,783.8,827.0,335.8,771.3,568.1,339.0,685.6,750.2,318.8,387.9,817.5,2173.9,636.8,187.1,787.4,37.4,449.2,728.1,100.5,30.4,855.9
UW,191.5,529.0,288.5,546.4,444.1,955.2,228.8,595.7,628.6,213.7,586.7,232.5,649.3,402.8,668.7,649.0,638.3,850.1,183.9,240.3,612.3,934.8,397.9,689.4,904.3,526.5,461.3,495.1,663.1,823.9,696.1,657.3,330.0,861.9,506.6,810.5,983.7,208.6,575.6,154.6,689.3,606.9,664.5,798.3,847.2,752.0,941.3,193.8,850.3,225.7,710.4,711.9,212.0,843.0,252.0,827.1,752.8,372.0,647.8,644.2,721.3,598.6,303.4,716.3,173.3,170.1,603.8,240.9,535.2,277.6,396.4,338.5,933.8,708.0,670.9,550.3,326.3,729.9,552.4,674.5,1000.6,777.3,540.3,741.6,657.4,667.8,672.1,926.7,748.2,637.7,610.1,787.5,839.1,810.7,817.1,0.0,837.6,874.4,173.0,203.8,861.9,177.0,349.7,618.5,623.8,688.4,493.2,848.6,194.3,1641.6,428.1,718.6,164.2,789.8,394.2,666.3,764.8,796.7,794.1
VC,832.2,460.7,854.8,289.7,535.8,256.4,869.5,687.4,402.1,866.8,387.9,885.6,741.0,438.1,337.0,740.7,367.4,343.8,824.6,702.5,704.0,301.2,686.2,781.1,270.7,618.2,662.8,445.9,342.6,275.3,639.6,749.0,618.3,97.9,457.4,194.5,350.1,861.7,420.1,720.9,781.0,348.4,381.9,39.8,938.9,253.9,307.7,846.9,219.4,878.8,295.3,341.3,852.7,269.1,640.0,244.6,844.5,573.5,739.5,361.5,327.1,372.1,542.4,121.2,762.2,823.2,695.5,894.0,336.4,693.6,444.4,507.1,309.5,129.5,388.3,642.0,564.9,335.7,395.1,766.2,376.3,60.8,632.0,322.9,749.1,611.3,570.6,222.6,312.7,300.9,701.8,50.6,75.1,27.4,234.6,861.9,0.0,250.1,813.7,856.9,97.9,801.2,598.0,517.0,715.5,780.1,496.8,150.0,847.4,2267.8,666.7,344.1,817.3,215.4,479.1,758.0,335.2,208.4,885.8
VK,866.2,346.6,888.8,511.2,569.8,80.7,903.5,721.4,593.4,900.8,551.5,919.6,775.0,472.1,222.9,774.7,253.3,192.2,858.6,736.5,738.0,60.3,720.2,815.1,29.8,652.2,696.8,416.1,228.5,123.7,525.5,783.0,652.3,351.3,427.6,80.4,109.2,895.7,306.0,754.9,815.0,571.7,219.4,293.2,972.9,139.8,66.8,880.9,30.6,912.8,181.2,227.2,886.7,104.6,674.0,119.1,878.5,607.5,773.5,247.4,213.0,563.4,576.4,374.6,796.2,857.2,729.5,928.0,500.0,727.6,478.4,541.1,59.3,382.9,213.0,676.0,598.9,209.2,517.2,800.2,126.1,314.2,666.0,139.2,783.1,497.2,456.5,52.2,566.1,554.3,735.8,304.0,328.5,280.8,120.5,895.9,253.3,0.0,847.7,890.9,351.3,835.2,632.0,402.9,749.5,814.1,382.7,403.4,881.4,2237.8,700.7,160.4,851.3,101.3,513.1,792.0,183.6,94.3,919.8
VT,106.1,506.9,266.4,524.3,422.0,933.1,143.4,573.6,606.5,224.0,564.6,242.8,627.2,380.7,646.6,626.9,616.2,828.0,98.5,218.2,590.2,912.7,375.8,667.3,882.2,504.4,439.2,473.0,641.0,801.8,674.0,635.2,307.9,839.8,484.5,788.4,961.6,218.9,553.5,132.5,667.2,584.8,642.4,776.2,825.1,729.9,919.2,204.1,828.2,236.0,688.3,689.8,126.6,820.9,229.9,805.0,730.7,349.9,625.7,622.1,699.2,576.5,281.3,694.2,78.2,180.4,581.7,251.2,513.1,255.5,374.3,316.4,911.7,685.9,648.8,528.2,304.2,707.8,530.3,652.4,978.5,755.2,518.2,719.5,635.3,645.7,650.0,904.6,726.1,615.6,588.0,765.4,817.0,788.6,795.0,219.1,815.5,852.3,0.0,214.1,839.8,73.6,327.6,596.4,601.7,666.3,471.1,826.5,204.6,1731.5,406.0,696.5,174.5,767.7,372.1,644.2,742.7,774.6,772.0
VV,220.1,557.6,317.1,575.0,472.7,983.8,257.4,624.3,657.2,70.5,615.3,197.6,677.9,431.4,697.3,677.6,666.9,878.7,212.5,268.9,640.9,963.4,426.5,718.0,932.9,555.1,489.9,523.7,691.7,852.5,724.7,685.9,358.6,890.5,535.2,839.1,1012.3,173.7,604.2,183.2,717.9,635.5,693.1,826.9,875.8,780.6,969.9,50.6,878.9,62.9,739.0,740.5,240.6,871.6,280.6,855.7,781.4,400.6,676.4,672.8,749.9,627.2,332.0,744.9,201.9,46.0,632.4,78.1,563.8,306.2,425.0,367.1,962.4,736.6,699.5,578.9,354.9,758.5,581.0,703.1,1029.2,805.9,568.9,770.2,686.0,696.4,700.7,955.3,776.8,666.3,638.7,816.1,867.7,839.3,845.7,217.4,866.2,903.0,201.6,0.0,890.5,205.6,378.3,647.1,652.4,717.0,521.8,877.2,31.5,1729.8,456.7,747.2,51.9,818.4,422.8,694.9,793.4,825.3,822.7
WQ,846.7,494.3,869.3,304.2,550.3,364.6,884.0,701.9,416.6,883.0,402.4,900.1,755.5,452.6,445.2,755.2,475.6,452.0,839.1,717.0,718.5,409.4,700.7,795.6,378.9,632.7,677.3,460.4,450.8,383.5,747.8,763.5,632.8,0.0,471.9,302.7,458.3,876.2,528.3,735.4,795.5,362.9,490.1,68.8,953.4,362.1,415.9,861.4,327.6,893.3,403.5,449.5,867.2,377.3,654.5,352.8,859.0,588.0,754.0,469.7,435.3,386.6,556.9,135.7,776.7,837.7,710.0,908.5,350.9,708.1,458.9,521.6,417.7,144.0,496.5,656.5,577.6,443.9,409.6,780.7,484.5,75.3,646.5,431.1,763.6,719.5,637.4,330.8,327.2,315.4,716.3,65.1,20.5,81.2,342.8,876.4,108.1,358.3,828.2,871.4,0.0,815.7,612.5,583.8,730.0,794.6,458.5,164.5,861.9,2282.3,681.2,452.3,831.8,323.6,493.6,772.5,443.4,316.6,900.3
WR,109.5,463.7,223.2,481.1,378.8,889.9,146.8,530.4,563.3,207.4,521.4,226.2,584.0,337.5,603.4,583.7,573.0,784.8,101.9,175.0,547.0,869.5,332.6,624.1,839.0,461.2,396.0,429.8,597.8,758.6,630.8,592.0,264.7,796.6,441.3,745.2,918.4,202.3,510.3,89.3,624.0,541.6,599.2,733.0,781.9,686.7,876.0,187.5,785.0,219.4,645.1,646.6,130.0,777.7,186.7,761.8,687.5,306.7,582.5,578.9,656.0,533.3,238.1,651.0,31.6,163.8,538.5,234.6,469.9,212.3,331.1,273.2,868.5,642.7,605.6,485.0,261.0,664.6,487.1,609.2,935.3,712.0,475.0,676.3,592.1,602.5,606.8,861.4,682.9,572.4,544.8,722.2,773.8,745.4,751.8,202.5,772.3,809.1,73.0,197.5,796.6,0.0,284.4,553.2,558.5,623.1,427.9,783.3,188.0,1714.9,362.8,653.3,157.9,724.5,328.9,601.0,699.5,731.4,728.8
WT,324.8,289.9,347.4,307.3,205.0,716.1,362.1,356.6,389.5,359.4,347.6,378.2,410.2,163.7,429.6,409.9,399.2,611.0,317.2,195.1,373.2,695.7,178.8,450.3,665.2,287.4,222.2,256.0,424.0,584.8,457.0,418.2,110.9,622.8,267.5,571.4,744.6,354.3,336.5,213.5,450.2,367.8,425.4,559.2,608.1,512.9,702.2,339.5,611.2,371.4,471.3,472.8,345.3,603.9,132.6,588.0,513.7,132.9,408.7,405.1,482.2,359.5,64.3,477.2,254.8,315.8,364.7,386.6,296.1,186.2,157.3,99.4,694.7,468.9,431.8,311.2,87.2,490.8,313.3,435.4,761.5,538.2,301.2,502.5,418.3,428.7,433.0,687.6,509.1,398.6,371.0,548.4,600.0,571.6,578.0,354.5,598.5,635.3,306.3,349.5,622.8,293.8,0.0,379.4,384.7,449.3,254.1,609.5,340.0,1866.9,189.0,479.5,309.9,550.7,155.1,427.2,525.7,557.6,555.0
WV,621.3,101.7,643.9,266.3,324.9,474.7,658.6,476.5,348.5,655.9,306.6,674.7,530.1,227.2,188.2,529.8,157.8,369.6,613.7,491.6,493.1,454.3,475.3,570.2,423.8,407.3,451.9,230.1,182.6,343.4,280.6,538.1,407.4,581.8,217.6,330.0,503.2,650.8,95.1,510.0,570.1,326.8,184.0,518.2,728.0,271.5,460.8,636.0,369.8,667.9,229.9,231.4,641.8,362.5,429.1,346.6,633.6,362.6,528.6,163.7,240.8,318.5,331.5,436.2,551.3,612.3,484.6,683.1,255.1,482.7,233.5,296.2,453.3,427.9,190.4,431.1,354.0,249.4,272.3,555.3,520.1,497.2,421.1,261.1,538.2,252.3,53.5,446.2,468.1,357.6,490.9,507.4,559.0,530.6,336.6,651.0,537.8,393.9,602.8,646.0,581.8,590.3,387.1,0.0,504.6,569.2,137.8,568.5,636.5,1834.8,455.8,238.1,606.4,309.3,268.2,547.1,284.3,316.2,674.9
WY,616.1,424.6,638.7,442.0,197.7,850.8,653.4,448.7,524.2,650.7,482.3,669.5,502.3,298.4,564.3,502.0,533.9,745.7,608.5,486.4,465.3,830.4,470.1,65.5,799.9,379.5,446.7,390.7,558.7,719.5,591.7,467.7,402.2,757.5,402.2,706.1,879.3,645.6,471.2,504.8,65.4,502.5,560.1,693.9,700.2,647.6,836.9,630.8,745.9,662.7,606.0,607.5,636.6,738.6,423.9,722.7,605.8,357.4,458.2,539.8,616.9,494.2,326.3,611.9,546.1,607.1,20.9,677.9,430.8,477.5,292.0,291.0,829.4,603.6,566.5,403.3,348.8,625.5,448.0,139.4,896.2,672.9,393.3,637.2,122.3,563.4,567.7,822.3,643.8,533.3,151.2,683.1,734.7,706.3,712.7,645.8,733.2,770.0,597.6,640.8,757.5,585.1,381.9,514.1,0.0,64.5,388.8,744.2,631.3,2179.2,450.6,614.2,601.2,685.4,289.8,125.2,660.4,692.3,647.1
XC,701.0,509.5,723.6,526.9,282.6,935.7,738.3,533.6,609.1,735.6,567.2,754.4,587.2,383.3,649.2,586.9,618.8,830.6,693.4,571.3,550.2,915.3,555.0,50.9,884.8,464.4,531.6,475.6,643.6,804.4,676.6,552.6,487.1,842.4,487.1,791.0,964.2,730.5,556.1,589.7,104.0,587.4,645.0,778.8,785.1,732.5,921.8,715.7,830.8,747.6,690.9,692.4,721.5,823.5,508.8,807.6,690.7,442.3,543.1,624.7,701.8,579.1,411.2,696.8,631.0,692.0,105.7,762.8,515.7,562.4,376.9,375.9,914.3,688.5,651.4,488.2,433.7,710.4,532.9,224.3,981.1,757.8,478.2,722.1,207.2,648.3,652.6,907.2,728.7,618.2,236.1,768.0,819.6,791.2,797.6,730.7,818.1,854.9,682.5,725.7,842.4,670.0,466.8,599.0,84.8,0.0,473.7,829.1,716.2,2190.9,535.5,699.1,686.1,770.3,374.7,210.1,745.3,777.2,732.0
XF,483.4,35.7,506.0,128.4,187.0,461.9,520.7,338.6,210.6,518.0,168.7,536.8,392.2,89.3,175.4,391.9,145.0,356.8,475.8,353.7,355.2,441.5,337.4,432.3,411.0,269.4,314.0,33.3,169.8,330.6,202.8,400.2,269.5,443.9,44.8,317.2,490.4,512.9,82.3,372.1,432.2,188.9,171.2,380.3,590.1,258.7,448.0,498.1,357.0,530.0,217.1,218.6,503.9,349.7,291.2,333.8,495.7,224.7,390.7,150.9,228.0,180.6,193.6,298.3,413.4,474.4,346.7,545.2,117.2,344.8,95.6,158.3,440.5,290.0,177.6,293.2,216.1,236.6,134.4,417.4,507.3,359.3,283.2,248.3,400.3,174.5,178.8,433.4,330.2,219.7,353.0,369.5,421.1,392.7,323.8,513.1,419.6,381.1,464.9,508.1,443.9,452.4,249.2,125.2,366.7,431.3,0.0,430.6,498.6,1855.2,317.9,225.3,468.5,296.5,130.3,409.2,271.5,303.4,537.0
XI,856.3,503.9,878.9,313.8,559.9,399.6,893.6,711.5,426.2,892.6,412.0,909.7,765.1,462.2,480.2,764.8,510.6,487.0,848.7,726.6,728.1,444.4,710.3,805.2,413.9,642.3,686.9,470.0,485.8,418.5,782.8,773.1,642.4,167.4,481.5,337.7,493.3,885.8,563.3,745.0,805.1,372.5,525.1,103.8,963.0,397.1,450.9,871.0,362.6,902.9,438.5,484.5,876.8,412.3,664.1,387.8,868.6,597.6,763.6,504.7,470.3,396.2,566.5,145.3,786.3,847.3,719.6,918.1,360.5,717.7,468.5,531.2,452.7,153.6,531.5,666.1,587.2,478.9,419.2,790.3,519.5,82.8,656.1,466.1,773.2,754.5,647.0,365.8,336.8,325.0,725.9,93.0,144.6,116.2,377.8,886.0,143.1,393.3,837.8,881.0,167.4,825.3,622.1,593.4,739.6,804.2,468.1,0.0,871.5,2291.9,690.8,487.3,841.4,358.6,503.2,777.3,478.4,351.6,909.9
XR,198.2,535.7,295.2,553.1,450.8,961.9,235.5,602.4,635.3,48.6,593.4,175.7,656.0,409.5,675.4,655.7,645.0,856.8,190.6,247.0,619.0,941.5,404.6,696.1,911.0,533.2,468.0,501.8,669.8,830.6,702.8,664.0,336.7,868.6,513.3,817.2,990.4,151.8,582.3,161.3,696.0,613.6,671.2,805.0,853.9,758.7,948.0,28.7,857.0,31.3,717.1,718.6,218.7,849.7,258.7,833.8,759.5,378.7,654.5,650.9,728.0,605.3,310.1,723.0,180.0,24.1,610.5,46.5,541.9,284.3,403.1,345.2,940.5,714.7,677.6,557.0,333.0,736.6,559.1,681.2,1007.3,784.0,547.0,748.3,664.1,674.5,678.8,933.4,754.9,644.4,616.8,794.2,845.8,817.4,823.8,195.5,844.3,881.1,179.7,39.1,868.6,183.7,356.4,625.2,630.5,695.1,499.9,855.3,0.0,1707.9,434.8,725.3,30.0,796.5,400.9,673.0,771.5,803.4,800.8
XV,1796.1,1857.6,1893.1,1938.8,1997.4,2282.5,1833.4,2149.0,2021.0,1818.3,1979.1,1837.1,2202.6,1899.7,1996.0,2202.3,1965.6,2177.4,1788.5,1844.9,2165.6,2262.1,2002.5,2082.2,2231.6,2079.8,2065.9,1796.2,1990.4,2151.2,2024.7,2210.6,1934.6,2254.3,1783.7,2137.8,2311.0,1813.2,1902.9,1759.2,2166.5,1999.3,1991.8,2190.7,2400.5,2079.3,2268.6,1798.4,2177.6,1830.3,2037.7,2039.2,1816.6,2170.3,1856.6,2154.4,2306.1,1976.6,2201.1,1971.5,2048.6,1991.0,1908.0,2108.7,1777.9,1774.7,2111.6,1845.5,1927.6,1882.2,1906.0,1943.1,2261.1,2100.4,1998.2,2103.6,1930.9,2057.2,1944.8,2182.3,2327.9,2169.7,2093.6,2068.9,2165.2,1996.4,1782.6,2254.0,2140.6,2030.1,2180.1,2179.9,2231.5,2203.1,2144.4,1713.8,2230.0,2201.7,1777.6,1808.4,2254.3,1781.6,1954.3,1807.7,2131.6,2132.4,1821.8,2241.0,1798.9,0.0,2032.7,2045.9,1768.8,2117.1,1940.7,2114.7,2092.1,2124.0,2347.4
XY,390.1,305.5,412.7,322.9,220.6,731.7,427.4,372.2,405.1,424.7,363.2,443.5,425.8,179.3,445.2,425.5,414.8,626.6,382.5,260.4,388.8,711.3,244.1,465.9,680.8,303.0,237.8,271.6,439.6,600.4,472.6,433.8,176.2,638.4,283.1,587.0,760.2,419.6,352.1,278.8,465.8,383.4,441.0,574.8,623.7,528.5,717.8,404.8,626.8,436.7,486.9,488.4,410.6,619.5,197.9,603.6,529.3,148.5,424.3,420.7,497.8,375.1,100.3,492.8,320.1,381.1,380.3,451.9,311.7,251.5,172.9,115.0,710.3,484.5,447.4,326.8,67.1,506.4,328.9,451.0,777.1,553.8,316.8,518.1,433.9,444.3,448.6,703.2,524.7,414.2,386.6,564.0,615.6,587.2,593.6,419.8,614.1,650.9,371.6,414.8,638.4,359.1,155.9,395.0,400.3,464.9,269.7,625.1,405.3,1932.2,0.0,495.1,375.2,566.3,170.7,442.8,541.3,573.2,570.6
