from_stop,AI,AJ,AP,AS,AT,AV,AX,BA,BB,BH,BM,BS,CB,CF,CG,CK,CO,CP,CZ,DA,DL,DM,DS,DX,EA,EB,EC,ED,EE,EJ,ER,ET,EY,FB,FE,FI,FP,FQ,FY,GC,GE,GH,GJ,GL,GS,GU,GW,GY,HK,HM,HS,HT,IK,IN,IO,IS,IT,IX,IY,IZ,JA,JL,JR,JS,JU,KL,KM,KQ,KY,LD,LF,LL,LT,LV,LW,MK,MS,MT,MX,NA,ND,NJ,NK,NM,NW,OA,OE,OG,OI,OL,OQ,OW,PA,PD,PE,PF,PN,PO,PY,PZ,QI,QO,QU,QV,QY,QZ,RC,RF,RI,RL,SF,SH,SM,SN,SP,SU,SY,TF,TH,TN,TS,TZ,UH,UM,UO,UV,UW,VA,VC,VD,VG,VJ,VO,VR,VW,VX,VZ,WA,WR,WS,XF,XQ,XW,XX,YI,YJ,YO,YQ,YW,YX,ZE,ZH,ZI,ZO,ZQ,ZR,ZS,ZW,ZX
LV,1084.2,378.9,938.5,151.0,715.5,986.0,603.8,203.6,2358.3,543.6,999.4,923.7,606.6,379.2,325.7,921.6,384.8,916.2,876.1,820.1,115.3,931.8,859.5,748.3,610.5,968.7,920.4,673.2,634.3,909.5,751.0,836.2,154.7,622.1,532.8,1083.3,940.9,1011.0,535.4,752.0,909.9,873.9,442.4,1033.4,63.9,4.2,763.9,224.1,830.8,938.5,795.6,152.9,871.4,970.0,205.9,913.5,760.3,502.4,131.2,774.4,739.6,967.9,148.3,926.4,399.8,395.5,905.0,55.3,813.7,354.6,567.8,643.9,1104.9,0.0,744.5,530.9,918.8,872.7,407.9,750.9,590.7,387.3,813.7,950.9,749.0,422.9,906.3,1006.2,280.7,468.7,729.5,709.1,944.7,915.6,909.9,514.9,714.8,377.0,858.8,612.1,582.4,855.9,607.5,967.4,1051.6,698.7,187.1,759.6,110.9,407.1,868.5,973.8,827.6,555.2,824.7,870.4,447.2,1161.0,1013.9,776.4,743.9,359.1,218.9,545.9,1007.5,917.7,832.4,490.1,987.7,411.4,957.4,825.5,98.0,354.4,130.2,540.9,874.2,569.4,824.5,1030.8,986.6,780.1,587.0,644.4,477.3,364.4,576.1,893.4,659.4,814.7,856.0,995.8,772.9,949.8,583.8,620.2,360.2,561.6,977.0
LW,360.2,615.3,382.7,561.1,500.4,280.0,516.5,641.1,2451.9,456.3,293.4,217.7,519.3,689.8,636.3,365.8,601.2,210.2,170.1,338.3,606.1,225.8,153.5,533.2,523.2,262.7,214.4,458.1,419.2,292.2,93.2,130.2,578.2,534.8,487.4,372.7,234.9,305.0,490.0,536.9,203.9,613.7,397.0,327.4,648.3,708.9,503.7,534.7,570.6,232.5,331.1,669.8,147.4,264.0,532.4,189.5,54.3,287.3,648.1,514.2,461.4,243.9,685.7,220.4,650.8,653.9,160.4,656.9,313.0,591.0,480.5,556.6,394.3,713.1,0.0,315.8,212.8,166.7,624.3,423.1,503.4,638.3,553.5,273.5,25.0,647.1,200.3,300.2,495.1,423.3,444.5,494.0,307.6,209.6,205.7,400.7,499.7,635.4,152.8,524.8,495.1,300.1,520.2,261.4,341.0,483.6,516.4,460.9,627.8,717.7,162.5,267.8,299.1,467.9,80.1,164.4,698.2,450.4,307.9,399.9,62.3,669.7,591.2,458.6,301.5,268.4,572.2,402.8,281.7,503.1,251.4,80.9,661.9,665.0,704.3,495.5,129.6,354.3,351.6,320.2,290.7,692.8,499.7,429.3,431.9,580.8,461.9,148.8,444.3,90.7,595.8,271.8,557.8,236.3,496.5,532.9,618.6,474.3,271.0
MK,683.0,409.2,407.5,355.0,184.5,507.1,310.4,435.0,2285.2,250.2,520.5,444.8,313.2,483.7,430.2,390.6,395.1,470.2,474.9,289.1,400.0,485.8,458.3,217.3,317.1,540.7,474.4,142.2,103.3,378.5,349.8,435.0,372.1,328.7,281.3,552.3,494.9,583.0,283.9,221.0,463.9,342.9,190.9,605.4,442.2,502.8,232.9,328.6,299.8,492.5,264.6,463.7,470.2,524.0,326.3,512.3,359.1,28.4,442.0,243.4,208.6,566.7,479.6,480.4,444.7,446.6,503.8,450.8,282.7,384.9,274.4,350.5,573.9,507.0,343.3,0.0,472.8,476.4,418.2,219.9,297.3,432.2,282.7,419.9,347.8,441.0,460.3,562.9,289.0,217.2,198.5,178.1,413.7,467.9,378.9,197.3,185.3,429.3,471.6,318.7,289.0,324.9,314.1,488.5,520.6,167.7,310.3,228.6,421.7,511.6,467.3,494.9,296.6,261.8,423.5,469.2,492.1,630.0,535.0,249.2,342.7,463.6,385.1,252.5,561.5,386.7,301.4,196.7,559.7,297.0,478.5,424.3,456.7,458.9,498.2,296.2,473.0,74.2,293.5,499.8,455.6,486.7,293.6,113.4,225.8,374.7,255.8,492.2,118.5,413.5,325.0,594.6,241.9,418.8,290.4,326.8,412.5,268.2,531.0
MS,600.7,837.8,304.7,783.6,499.3,202.0,739.0,863.6,2674.4,678.8,215.4,139.7,741.8,912.3,858.8,287.8,823.7,84.2,251.7,260.3,828.6,99.8,261.9,482.0,745.7,202.7,25.8,375.5,414.4,214.2,315.7,171.0,800.7,757.3,709.9,294.7,46.3,245.0,712.5,485.7,15.3,535.7,619.5,267.4,870.8,931.4,425.7,757.2,492.6,106.5,253.1,892.3,387.9,138.0,754.9,430.0,195.2,509.8,870.6,436.2,383.4,484.4,908.2,7.6,873.3,876.4,401.5,879.4,235.0,813.5,703.0,779.1,316.3,935.6,241.0,515.1,0.0,282.9,846.8,345.1,725.9,860.8,475.5,195.5,265.5,869.6,74.3,240.2,717.6,645.8,366.5,427.9,229.6,83.6,127.7,623.2,448.5,857.9,153.6,747.3,717.6,222.1,742.7,183.4,263.0,482.5,738.9,382.9,850.3,940.2,278.7,189.8,221.1,690.4,321.2,280.6,920.7,372.4,229.9,321.9,284.8,892.2,813.7,681.1,175.5,190.4,494.2,625.3,221.7,725.6,173.4,322.0,884.4,887.5,926.8,718.0,370.7,590.9,273.6,242.2,212.7,915.3,722.2,404.3,654.4,803.3,684.4,389.9,443.2,331.2,517.8,512.3,514.2,158.3,719.0,755.4,841.1,696.8,82.4
MT,517.4,754.5,400.1,700.3,590.2,292.9,655.7,780.3,2591.1,595.5,306.3,230.6,658.5,829.0,775.5,378.7,740.4,223.1,183.0,355.7,745.3,238.7,178.6,577.4,662.4,280.1,227.3,466.4,505.3,305.1,232.4,143.1,717.4,674.0,626.6,385.6,247.8,322.4,629.2,576.6,216.8,626.6,536.2,340.3,792.0,848.1,521.1,673.9,583.5,245.4,344.0,809.0,304.6,281.4,671.6,346.7,111.9,426.5,787.3,527.1,474.3,401.1,824.9,233.3,790.0,791.9,318.2,800.6,325.9,730.2,619.7,695.8,407.2,852.3,157.7,459.5,225.7,0.0,768.0,436.0,642.6,777.5,570.9,286.4,182.2,786.3,217.7,313.1,634.3,562.5,457.4,518.8,320.5,220.8,218.6,547.1,540.9,774.6,165.7,664.0,634.3,313.0,659.4,274.3,353.9,573.4,655.6,473.8,767.0,856.9,92.1,280.7,312.0,607.1,237.9,18.9,837.4,463.3,320.8,408.8,201.5,808.9,730.4,597.8,314.4,281.3,585.1,542.0,294.6,642.3,264.3,238.7,802.0,805.4,843.5,641.5,287.4,492.0,364.5,337.6,303.6,832.0,643.4,495.2,571.1,720.0,601.1,306.6,524.2,252.4,608.7,429.0,605.1,249.2,635.7,672.1,757.8,613.5,283.9
MX,994.3,92.1,848.6,315.2,625.6,896.1,513.9,395.2,2089.5,453.7,909.5,833.8,516.7,218.5,165.0,831.7,20.8,826.3,786.2,730.2,328.5,841.9,769.6,658.4,520.6,878.8,830.5,583.3,544.4,819.6,661.1,746.3,245.5,532.2,442.9,993.4,851.0,921.1,445.5,662.1,820.0,784.0,352.5,943.5,334.7,395.3,674.0,172.1,740.9,848.6,705.7,337.1,781.5,880.1,199.7,823.6,670.4,412.5,315.4,684.5,649.7,878.0,353.0,836.5,80.5,121.4,815.1,343.3,723.8,67.8,477.9,554.0,1015.0,399.5,654.6,441.0,828.9,782.8,0.0,661.0,500.8,80.6,723.8,861.0,659.1,48.4,816.4,916.3,273.1,378.8,639.6,619.2,854.8,824.0,820.0,427.7,624.9,104.1,768.9,522.2,492.5,766.0,517.6,877.5,961.7,608.8,270.5,669.7,295.1,246.4,778.6,883.9,737.7,465.3,734.8,780.5,105.8,1071.1,924.0,686.5,654.0,198.4,258.5,456.0,917.6,827.8,742.5,400.2,897.8,321.5,867.5,735.6,329.2,193.7,371.6,451.0,784.3,478.0,734.6,940.9,896.7,690.2,497.1,554.5,387.4,44.2,486.2,803.5,559.6,724.8,766.1,905.9,683.0,859.9,493.9,530.3,75.4,471.7,887.1
NA,758.1,628.7,246.9,574.5,203.6,346.5,529.9,654.5,2504.7,469.7,359.9,284.2,532.7,703.2,649.7,230.0,614.6,309.6,409.1,86.8,619.5,325.2,419.3,136.8,536.6,380.1,313.8,79.8,118.7,217.9,473.1,328.4,591.6,548.2,500.8,391.7,334.3,422.4,503.4,140.5,303.3,190.5,410.4,444.8,661.7,722.3,80.5,548.1,147.4,331.9,101.3,683.2,545.3,363.4,545.8,587.4,352.6,247.9,661.5,91.0,38.2,641.8,699.1,319.8,664.2,667.3,558.9,670.3,122.1,604.4,493.9,570.0,413.3,726.5,398.4,219.4,312.2,440.3,637.7,0.0,516.8,651.7,130.3,259.3,422.9,660.5,299.7,402.3,508.5,436.7,21.3,82.7,253.1,309.0,218.3,414.1,103.3,648.8,311.0,538.2,508.5,164.3,533.6,327.9,360.0,186.8,529.8,37.7,641.2,731.1,436.1,334.3,136.0,481.3,478.6,438.0,711.6,469.4,374.4,25.4,442.2,683.1,604.6,472.0,400.9,226.1,149.0,416.2,399.1,516.5,317.9,479.4,675.3,678.4,717.7,508.9,528.1,295.2,73.5,339.2,295.0,706.2,513.1,108.6,445.3,594.2,475.3,547.3,147.5,488.6,172.6,669.7,169.0,258.2,509.9,546.3,632.0,487.7,370.4
ND,866.2,461.2,720.5,407.0,497.5,768.0,147.7,487.0,2325.6,56.9,781.4,705.7,15.8,535.7,482.2,703.6,447.1,698.2,658.1,602.1,452.0,713.8,641.5,530.3,19.7,750.7,702.4,455.2,416.3,691.5,533.0,618.2,424.1,252.7,333.3,865.3,722.9,793.0,335.9,534.0,691.9,655.9,242.9,815.4,494.2,554.8,545.9,380.6,612.8,720.5,577.6,515.7,653.4,752.0,378.3,695.5,542.3,284.4,494.0,556.4,521.6,749.9,531.6,708.4,496.7,499.8,687.0,502.8,595.7,436.9,94.7,274.5,886.9,559.0,526.5,312.9,700.8,654.7,470.2,532.9,0.0,484.2,595.7,732.9,531.0,493.0,688.3,788.2,341.0,269.2,511.5,491.1,726.7,697.6,691.9,296.9,496.8,481.3,640.8,140.7,109.3,637.9,170.7,749.4,833.6,480.7,362.3,541.6,473.7,563.6,650.5,755.8,609.6,113.4,606.7,652.4,544.1,943.0,795.9,558.4,525.9,515.6,437.1,156.5,789.5,699.7,614.4,90.4,769.7,349.0,739.4,607.5,507.8,510.9,550.2,341.4,656.2,351.4,606.5,812.8,768.6,410.7,56.4,426.4,277.8,426.7,358.1,675.4,441.4,596.7,638.0,777.8,554.9,731.8,136.7,87.7,464.5,74.9,759.0
NJ,1054.1,108.3,908.4,292.7,685.4,955.9,573.7,372.7,2105.7,513.5,969.3,893.6,576.5,196.0,142.5,891.5,79.7,886.1,846.0,790.0,306.0,901.7,829.4,718.2,580.4,938.6,890.3,643.1,604.2,879.4,720.9,806.1,223.0,592.0,502.7,1053.2,910.8,980.9,505.3,721.9,879.8,843.8,412.3,1003.3,312.2,372.8,733.8,149.6,800.7,908.4,765.5,314.6,841.3,939.9,177.2,883.4,730.2,472.3,292.9,744.3,709.5,937.8,330.5,896.3,12.5,64.2,874.9,320.8,783.6,84.0,537.7,613.8,1074.8,377.0,714.4,500.8,888.7,842.6,102.8,720.8,560.6,0.0,783.6,920.8,718.9,54.5,876.2,976.1,250.6,438.6,699.4,679.0,914.6,883.8,879.8,487.5,684.7,45.7,828.7,582.0,552.3,825.8,577.4,937.3,1021.5,668.6,248.0,729.5,272.6,223.9,838.4,943.7,797.5,525.1,794.6,840.3,59.8,1130.9,983.8,746.3,713.8,175.9,236.0,515.8,977.4,887.6,802.3,460.0,957.6,381.3,927.3,795.4,306.7,171.2,349.1,517.6,844.1,537.8,794.4,1000.7,956.5,750.0,556.9,614.3,447.2,60.4,546.0,863.3,619.4,784.6,825.9,965.7,742.8,919.7,553.7,590.1,17.0,531.5,946.9
NK,898.8,681.8,387.6,627.6,256.7,487.2,583.0,707.6,2557.8,522.8,500.6,424.9,585.8,756.3,702.8,370.7,667.7,450.3,549.8,227.5,672.6,465.9,560.0,207.9,589.7,520.8,454.5,132.9,171.8,358.6,613.8,469.1,644.7,601.3,553.9,532.4,475.0,563.1,556.5,211.6,444.0,60.1,463.5,585.5,714.8,775.4,96.1,601.2,17.0,472.6,242.0,736.3,686.0,504.1,598.9,728.1,493.3,301.0,714.6,106.6,109.3,782.5,752.2,460.5,717.3,720.4,699.6,723.4,262.8,657.5,547.0,623.1,554.0,779.6,539.1,272.5,452.9,585.9,690.8,140.6,569.9,704.8,0.0,400.0,563.6,713.6,440.4,543.0,561.6,489.8,119.2,153.8,393.8,448.0,359.0,469.9,174.4,701.9,451.7,591.3,561.6,305.0,586.7,468.6,500.7,239.9,582.9,149.3,694.3,784.2,576.8,475.0,276.7,534.4,619.3,578.7,764.7,610.1,515.1,169.9,582.9,736.2,657.7,525.1,541.6,366.8,120.0,469.3,539.8,569.6,458.6,620.1,728.4,731.5,770.8,568.8,668.8,346.8,214.2,479.9,435.7,759.3,566.2,161.7,498.4,647.3,528.4,688.0,190.7,629.3,42.2,810.4,240.1,398.9,563.0,599.4,685.1,540.8,511.1
NM,597.5,834.6,229.0,780.4,423.6,155.3,735.8,860.4,2671.2,675.6,168.7,93.0,738.6,909.1,855.6,212.1,820.5,149.0,248.5,184.6,825.4,164.6,258.7,406.3,742.5,206.8,153.2,299.8,338.7,138.5,312.5,167.8,797.5,754.1,706.7,215.6,173.7,244.0,709.3,410.0,142.7,460.0,616.3,261.4,867.6,928.2,350.0,754.0,416.9,171.3,177.4,889.1,384.7,202.8,751.7,426.8,192.0,467.9,867.4,360.5,307.7,481.2,905.0,159.2,870.1,873.2,398.3,876.2,159.3,810.3,699.8,775.9,237.2,932.4,237.8,439.4,151.6,279.7,843.6,269.4,722.7,857.6,399.8,0.0,262.3,866.4,139.1,178.7,714.4,642.6,290.8,352.2,104.4,148.4,91.6,620.0,372.8,854.7,150.4,744.1,714.4,146.4,739.5,104.3,183.9,406.8,735.7,307.2,847.1,937.0,275.5,143.1,145.4,687.2,318.0,277.4,917.5,293.3,150.8,246.2,281.6,889.0,810.5,677.9,240.3,43.1,418.5,622.1,220.7,722.4,126.7,318.8,881.2,884.3,923.6,714.8,367.5,515.2,197.9,163.1,133.6,912.1,719.0,328.6,651.2,800.1,681.2,386.7,367.5,328.0,442.1,509.1,438.5,27.1,715.8,752.2,837.9,693.6,209.8
NW,334.1,644.3,387.3,590.1,529.4,284.6,545.5,670.1,2476.2,485.3,298.0,222.3,548.3,718.8,665.3,370.4,630.2,214.8,174.7,342.9,635.1,230.4,158.1,562.2,552.2,267.3,219.0,458.1,448.2,296.8,122.2,134.8,607.2,563.8,516.4,377.3,239.5,309.6,519.0,565.9,208.5,618.3,426.0,332.0,677.3,737.9,508.3,563.7,575.2,237.1,335.7,698.8,121.3,268.6,561.4,163.4,58.9,316.3,677.1,518.8,466.0,217.8,714.7,225.0,679.8,682.9,190.0,685.9,317.6,620.0,509.5,585.6,398.9,742.1,29.5,344.8,217.4,171.3,653.3,427.7,532.4,667.3,558.1,278.1,0.0,676.1,204.9,304.8,524.1,452.3,449.1,510.5,312.2,214.2,210.3,429.7,528.7,664.4,157.4,553.8,524.1,304.7,549.2,266.0,345.6,512.6,545.4,465.5,656.8,746.7,167.1,272.4,303.7,496.9,109.7,169.0,727.2,455.0,312.5,404.5,91.3,698.7,620.2,487.6,306.1,273.0,576.8,431.8,286.3,532.1,256.0,110.5,690.9,694.0,733.3,524.5,159.2,383.3,356.2,324.8,295.3,721.8,528.7,458.3,460.9,609.8,490.9,178.4,473.3,64.6,600.4,245.7,586.8,240.9,525.5,561.9,647.6,503.3,275.6
OA,1089.7,114.3,944.0,328.3,721.0,991.5,609.3,408.3,2111.7,549.1,1004.9,929.2,612.1,231.6,178.1,927.1,43.0,921.7,881.6,825.6,341.6,937.3,865.0,753.8,616.0,974.2,925.9,678.7,639.8,915.0,756.5,841.7,258.6,627.6,538.3,1088.8,946.4,1016.5,540.9,757.5,915.4,879.4,447.9,1038.9,347.8,408.4,769.4,185.2,836.3,944.0,801.1,350.2,876.9,975.5,212.8,919.0,765.8,507.9,328.5,779.9,745.1,973.4,366.1,931.9,32.0,99.8,910.5,356.4,819.2,90.0,573.3,649.4,1110.4,412.6,750.0,536.4,924.3,878.2,50.6,756.4,596.2,44.5,819.2,956.4,754.5,0.0,911.8,1011.7,286.2,474.2,735.0,714.6,950.2,921.1,915.4,520.4,720.3,81.3,864.3,617.6,587.9,861.4,613.0,972.9,1057.1,704.2,283.6,765.1,308.2,259.5,874.0,979.3,833.1,560.7,830.2,875.9,57.3,1166.5,1019.4,781.9,749.4,211.5,271.6,551.4,1013.0,923.2,837.9,495.6,993.2,416.9,962.9,831.0,342.3,206.8,384.7,546.4,879.7,574.9,830.0,1036.3,992.1,785.6,592.5,649.9,482.8,66.4,581.6,898.9,664.9,820.2,861.5,1001.3,778.4,955.3,589.3,625.7,52.6,567.1,982.5
OE,557.2,794.3,261.2,740.1,455.8,158.5,695.5,820.1,2630.9,635.3,171.9,96.2,698.3,868.8,815.3,244.3,780.2,46.9,208.2,216.8,785.1,62.5,218.4,438.5,702.2,159.2,64.9,332.0,370.9,170.7,272.2,127.5,757.2,713.8,666.4,251.2,85.4,201.5,669.0,442.2,54.4,492.2,576.0,223.9,827.3,887.9,382.2,713.7,449.1,32.1,209.6,848.8,344.4,63.6,711.4,386.5,151.7,466.3,827.1,392.7,339.9,440.9,864.7,70.9,829.8,832.9,358.0,835.9,191.5,770.0,659.5,735.6,272.8,892.1,197.5,471.6,63.3,244.3,803.3,301.6,682.4,817.3,432.0,152.0,222.0,826.1,0.0,196.7,674.1,602.3,323.0,384.4,186.1,44.6,84.2,582.4,405.0,814.4,110.1,703.8,674.1,178.6,699.2,139.9,219.5,439.0,695.4,339.4,806.8,896.7,235.2,146.3,177.6,646.9,277.7,237.1,877.2,328.9,186.4,274.4,241.3,848.7,770.2,637.6,131.1,146.9,450.7,581.8,178.2,682.1,129.9,278.5,840.9,844.0,883.3,681.3,327.2,545.9,230.1,198.7,169.2,871.8,678.7,360.8,610.9,759.8,640.9,346.4,389.8,287.7,474.3,468.8,470.7,114.8,675.5,711.9,797.6,653.3,109.5
OG,635.4,872.5,350.6,818.3,545.2,237.3,773.7,898.3,2709.1,713.5,250.7,175.0,776.5,947.0,893.5,333.7,858.4,204.9,286.4,306.2,863.3,150.7,296.6,527.9,780.4,28.0,209.1,421.4,460.3,260.1,350.4,205.7,835.4,792.0,744.6,221.7,229.6,65.2,747.2,531.6,198.6,581.6,654.2,82.6,905.5,966.1,471.6,791.9,538.5,207.1,299.0,927.0,422.6,210.1,789.6,464.7,229.9,544.5,905.3,482.1,429.3,519.1,942.9,215.1,908.0,911.1,436.2,914.1,280.9,848.2,737.7,813.8,243.3,970.3,275.7,561.0,207.5,317.6,881.5,391.0,760.6,895.5,521.4,178.4,300.2,904.3,195.0,0.0,752.3,680.5,412.4,473.8,182.7,167.9,173.6,657.9,494.4,892.6,188.3,782.0,752.3,268.0,777.4,74.5,190.0,528.4,773.6,428.8,885.0,974.9,313.4,225.1,267.0,725.1,355.9,315.3,955.4,299.4,27.9,367.8,319.5,926.9,848.4,715.8,188.0,173.3,540.1,660.0,41.9,760.3,208.7,356.7,919.1,922.2,961.5,752.7,405.4,611.5,319.5,169.2,139.7,950.0,756.9,450.2,689.1,838.0,719.1,424.6,489.1,365.9,563.7,547.0,560.1,141.2,753.7,790.1,875.8,731.5,265.7
OI,855.1,250.7,709.4,137.6,486.4,756.9,374.7,217.6,2115.1,314.5,770.3,694.6,377.5,266.3,212.8,692.5,236.6,687.1,647.0,591.0,182.6,702.7,630.4,519.2,381.4,739.6,691.3,444.1,405.2,680.4,521.9,607.1,154.7,393.0,303.7,854.2,711.8,781.9,306.3,522.9,680.8,644.8,213.3,804.3,224.8,285.4,534.8,111.2,601.7,709.4,566.5,246.3,642.3,740.9,108.9,684.4,531.2,273.3,224.6,545.3,510.5,738.8,262.2,697.3,286.2,289.3,675.9,233.4,584.6,226.4,338.7,414.8,875.8,289.6,515.4,301.8,689.7,643.6,259.7,521.8,361.6,273.7,584.6,721.8,519.9,282.5,677.2,777.1,0.0,239.6,500.4,480.0,715.6,686.5,680.8,285.8,485.7,270.8,629.7,383.0,353.3,626.8,378.4,738.3,822.5,469.6,92.9,530.5,204.3,294.2,639.4,744.7,598.5,326.1,595.6,641.3,333.6,931.9,784.8,547.3,514.8,246.2,167.7,316.8,778.4,688.6,603.3,261.0,758.6,182.3,728.3,596.4,238.4,241.5,280.8,311.8,645.1,340.3,595.4,801.7,757.5,551.0,357.9,415.3,248.2,216.2,347.0,664.3,430.3,585.6,626.9,766.7,543.8,720.7,354.7,391.1,254.0,332.5,747.9
OL,774.7,371.2,629.0,317.0,406.0,676.5,294.3,397.0,2235.6,234.1,689.9,614.2,297.1,445.7,392.2,612.1,357.1,606.7,566.6,510.6,362.0,622.3,550.0,438.8,301.0,659.2,610.9,363.7,324.8,600.0,441.5,526.7,334.1,312.6,64.0,773.8,631.4,701.5,66.6,442.5,600.4,564.4,57.8,723.9,404.2,464.8,454.4,290.6,521.3,629.0,486.1,425.7,561.9,660.5,288.3,604.0,450.8,192.9,404.0,464.9,430.1,658.4,441.6,616.9,406.7,409.8,595.5,412.8,504.2,346.9,258.3,334.4,795.4,469.0,435.0,221.4,609.3,563.2,380.2,441.4,281.2,394.2,504.2,641.4,439.5,403.0,596.8,696.7,251.0,0.0,420.0,399.6,635.2,606.1,600.4,205.4,405.3,391.3,549.3,302.6,272.9,546.4,298.0,657.9,742.1,389.2,272.3,450.1,383.7,473.6,559.0,664.3,518.1,245.7,515.2,560.9,454.1,851.5,704.4,466.9,434.4,425.6,347.1,236.4,698.0,608.2,522.9,180.6,678.2,259.0,647.9,516.0,417.8,420.9,460.2,72.1,564.7,259.9,515.0,721.3,677.1,470.6,277.5,334.9,8.5,336.7,266.6,583.9,349.9,505.2,546.5,686.3,463.4,640.3,274.3,310.7,374.5,252.1,667.5
OQ,779.5,607.3,268.3,553.1,182.2,367.9,508.5,633.1,2483.3,448.3,381.3,305.6,511.3,681.8,628.3,251.4,593.2,331.0,430.5,108.2,598.1,346.6,440.7,115.4,515.2,401.5,335.2,58.4,97.3,239.3,494.5,349.8,570.2,526.8,479.4,413.1,355.7,443.8,482.0,119.1,324.7,169.1,389.0,466.2,640.3,700.9,59.1,526.7,126.0,353.3,122.7,661.8,566.7,384.8,524.4,608.8,374.0,226.5,640.1,69.6,16.8,663.2,677.7,341.2,642.8,644.7,580.3,648.9,143.5,583.0,472.5,548.6,434.7,705.1,419.8,198.0,333.6,466.6,616.3,21.3,495.4,630.3,108.9,280.7,444.3,639.1,321.1,423.7,487.1,415.3,0.0,61.3,274.5,328.7,239.7,395.4,81.9,627.4,332.4,516.8,487.1,185.7,512.2,349.3,381.4,165.4,508.4,30.0,619.8,709.7,457.5,355.7,157.4,459.9,500.0,459.4,690.2,490.8,395.8,50.6,463.6,661.7,583.2,450.6,422.3,247.5,127.6,394.8,420.5,495.1,339.3,500.8,653.9,657.0,696.3,494.3,549.5,272.3,94.9,360.6,316.4,684.8,491.7,87.2,423.9,572.8,453.9,568.7,116.2,510.0,151.2,691.1,147.6,279.6,488.5,524.9,610.6,466.3,391.8
OW,836.7,584.9,325.5,530.7,138.3,425.1,486.1,610.7,2460.9,425.9,438.5,362.8,488.9,659.4,605.9,308.6,570.8,388.2,487.7,165.4,575.7,403.8,497.9,54.0,492.8,458.7,392.4,88.8,74.9,296.5,525.5,407.0,547.8,504.4,457.0,470.3,412.9,501.0,459.6,57.7,381.9,219.5,366.6,523.4,617.9,678.5,109.5,504.3,176.4,410.5,179.9,639.4,623.9,442.0,502.0,666.0,431.2,204.1,617.7,102.8,42.2,720.4,655.3,398.4,620.4,623.5,637.5,626.5,200.7,560.6,450.1,526.2,491.9,682.7,477.0,175.6,390.8,518.9,593.9,78.5,473.0,607.9,159.3,337.9,501.5,616.7,378.3,480.9,464.7,392.9,57.1,0.0,331.7,387.6,296.9,370.3,20.5,605.0,389.6,494.4,464.7,242.9,489.8,406.5,438.6,143.0,486.0,87.2,597.4,687.3,514.7,412.9,214.6,437.5,557.2,516.6,667.8,548.0,453.0,104.0,520.8,639.3,560.8,428.2,479.5,304.7,178.0,372.4,477.7,472.7,396.5,558.0,631.5,634.6,673.9,465.1,606.7,251.4,152.1,417.8,373.6,662.4,469.3,64.8,401.5,550.4,431.5,625.9,103.7,567.2,201.6,748.3,86.2,336.8,466.1,502.5,588.2,443.9,449.0
PA,652.7,822.5,202.8,768.3,397.4,224.3,723.7,848.3,2698.5,663.5,237.7,162.0,726.5,897.0,843.5,185.9,808.4,204.2,303.7,158.4,813.3,219.8,313.9,380.1,730.4,219.9,208.4,273.6,312.5,112.3,367.7,223.0,785.4,742.0,694.6,138.5,228.9,257.1,697.2,383.8,197.9,433.8,604.2,274.5,855.5,916.1,323.8,741.9,390.7,226.5,151.2,877.0,439.9,258.0,739.6,482.0,247.2,441.7,855.3,334.3,281.5,536.4,892.9,214.4,858.0,861.1,453.5,864.1,133.1,798.2,687.7,763.8,160.1,920.3,293.0,413.2,206.8,334.9,831.5,243.2,710.6,845.5,373.6,104.4,317.5,854.3,194.3,191.8,702.3,630.5,264.6,326.0,0.0,203.6,112.9,607.9,346.6,842.6,205.6,732.0,702.3,120.2,727.4,117.4,106.8,380.6,723.6,281.0,835.0,924.9,330.7,212.1,119.2,675.1,373.2,332.6,905.4,216.2,163.9,220.0,336.8,876.9,798.4,665.8,295.5,71.2,392.3,610.0,233.8,710.3,195.7,374.0,869.1,872.2,911.5,702.7,422.7,489.0,171.7,86.0,41.8,900.0,706.9,302.4,639.1,788.0,669.1,441.9,341.3,383.2,415.9,564.3,412.3,103.3,703.7,740.1,825.8,681.5,265.0
PD,576.9,814.0,280.9,759.8,475.5,178.2,715.2,839.8,2650.6,655.0,191.6,115.9,716.2,888.5,835.0,264.0,799.9,52.2,227.9,234.7,803.0,16.1,238.1,456.4,721.9,144.8,84.6,349.9,388.8,190.4,291.9,147.2,776.9,733.5,684.3,269.1,103.3,187.1,688.7,461.9,74.1,511.9,595.7,209.5,845.2,905.8,400.1,733.4,468.8,68.9,229.3,868.5,364.1,98.6,731.1,406.2,171.4,484.2,846.8,412.4,359.6,460.6,884.4,90.6,849.5,851.4,377.7,853.8,211.2,787.9,679.2,755.3,292.5,911.8,217.2,489.5,83.0,264.0,821.2,321.3,702.1,835.2,449.9,171.7,241.7,845.8,34.9,182.3,693.8,622.0,340.9,404.1,205.8,0.0,103.9,600.3,426.2,834.1,129.8,723.5,693.8,198.3,718.9,159.6,239.2,458.7,715.1,357.3,826.5,916.4,253.1,166.0,197.3,666.6,297.4,256.8,896.9,348.6,206.1,294.1,261.0,868.4,788.1,657.3,91.8,164.8,470.4,601.5,163.8,701.8,149.6,298.2,861.5,864.9,903.0,701.0,346.9,565.6,249.8,216.6,188.9,891.5,696.6,380.5,628.8,777.7,660.6,366.1,407.7,305.6,494.0,488.5,490.4,134.5,695.2,731.6,817.3,673.0,114.8
