from_stop,AC,AD,AF,AI,AM,BC,BH,BI,BJ,BP,BX,CC,CE,CO,CQ,CR,CU,CX,CY,DH,DN,DU,DX,EI,EQ,EW,EY,FA,FB,FI,FN,FZ,GA,GX,GY,HB,HE,HH,HM,HP,HV,IO,IW,IY,IZ,JB,JH,JL,JN,JU,KK,KL,KP,KT,KU,KZ,LB,LL,LN,LP,LV,MA,MD,MJ,MP,MZ,NG,NH,NI,NK,NM,NN,NQ,NU,NX,NZ,OD,OH,OU,PD,PL,PN,PO,PP,PQ,RA,RG,RR,RS,SE,SF,SK,SM,SN,SY,TD,TF,TL,TP,TT,TX,UG,UQ,VL,VQ,VZ,WE,WH,WJ,WK,WL,WM,WS,WV,WX,XA,XH,XK,XL,XO,XP,YC,YK,YL,YM,YO,YU,YV,YX,YY,ZA,ZD,ZV,ZW,ZX
RA,1238.1,28.9,1035.9,85.3,1049.8,1013.5,978.7,259.7,946.0,276.1,2012.1,289.8,895.2,891.6,1004.2,625.1,794.6,1054.6,231.2,1197.1,680.7,817.0,944.5,214.5,746.2,308.6,741.3,609.5,953.1,154.2,231.3,1049.5,1047.5,1036.9,197.8,244.7,1000.8,67.3,852.2,921.1,961.1,682.2,288.1,713.0,485.5,259.9,715.4,665.2,961.7,963.6,716.9,584.1,641.4,862.5,764.8,238.5,1064.7,1099.0,226.7,771.6,227.3,700.4,1084.3,1016.0,79.2,229.2,812.8,849.8,48.9,729.3,1197.1,264.5,281.5,1074.8,1325.3,546.4,236.2,706.9,1301.1,919.6,988.0,931.4,1261.8,735.8,215.9,0.0,1209.1,870.3,1012.8,273.6,52.6,578.6,1126.4,829.6,857.4,950.8,244.0,545.2,167.9,187.3,584.7,916.9,929.0,1259.8,521.4,1191.0,797.6,849.7,924.3,1069.3,796.4,717.0,1091.4,1248.8,871.7,796.9,1000.1,312.6,235.6,923.3,75.8,1081.2,116.9,969.4,81.3,1226.4,566.2,985.3,953.9,203.4,1217.6,1208.8,690.2,860.6,857.9
RG,117.7,1127.0,254.7,1139.7,286.7,324.6,303.0,1281.5,587.4,1297.9,2330.8,1311.6,536.6,533.0,191.8,584.6,567.1,203.9,1253.0,255.5,1274.5,589.5,693.4,1254.3,495.6,1330.4,500.5,577.4,311.8,1120.3,1250.8,145.8,194.4,301.0,1240.6,1264.6,256.5,1121.7,659.9,562.5,337.5,728.9,1306.4,641.4,1201.6,1275.1,741.5,528.2,346.3,287.9,507.4,1292.2,1235.2,435.2,435.3,1278.3,191.4,294.0,1248.5,557.3,1249.1,745.5,231.2,435.2,1151.6,1269.0,482.8,657.5,1121.3,470.8,216.9,1286.3,1303.3,175.4,204.9,1262.5,1258.0,714.4,180.7,492.3,350.1,504.1,141.4,508.3,1237.7,1135.9,0.0,511.7,182.8,1291.6,1107.2,1286.7,184.8,602.1,430.1,370.0,1265.8,1089.2,1207.7,1227.1,1178.5,489.6,344.7,139.4,1237.5,255.8,467.6,422.4,320.7,267.4,437.8,676.5,335.1,128.4,326.6,569.4,419.3,1334.4,1257.4,564.7,1130.2,113.5,1157.9,388.6,1135.7,284.8,1160.0,254.9,319.8,1239.1,97.2,228.6,716.3,668.3,393.6
RR,562.2,789.7,360.0,802.4,503.0,466.7,302.8,944.2,75.6,960.6,1993.5,974.3,24.8,21.2,328.3,247.3,229.8,378.7,915.7,521.2,1174.9,252.2,407.5,917.0,199.4,993.1,194.5,240.1,277.2,783.0,915.8,373.6,371.6,490.1,900.3,929.2,324.9,784.4,322.6,50.7,285.2,391.6,972.6,307.8,1114.3,944.4,404.2,190.9,359.0,287.7,170.1,1212.9,1135.6,186.6,98.0,941.0,388.8,552.2,911.2,224.8,911.8,409.8,408.4,340.1,814.3,931.7,145.5,320.2,784.0,133.5,568.2,949.0,966.0,398.9,649.4,1175.2,920.7,377.1,625.2,243.7,441.2,255.5,585.9,171.0,900.4,798.6,533.2,0.0,336.9,958.1,759.1,1207.4,450.5,264.8,181.5,274.9,928.5,989.6,870.4,889.8,1078.9,241.0,326.3,583.9,1150.2,587.1,130.3,173.8,248.4,533.1,75.1,339.2,415.5,572.9,195.8,232.1,324.2,997.1,920.1,52.9,792.9,405.3,820.6,293.5,798.4,550.5,1060.4,309.4,351.2,887.9,541.7,579.9,379.0,331.0,321.3
RS,225.2,944.1,71.8,956.8,215.4,221.8,120.1,1098.6,404.5,1115.0,2147.9,1128.7,353.7,350.1,8.9,401.7,384.2,41.7,1070.1,184.2,1329.3,406.6,510.5,1071.4,312.7,1147.5,317.6,394.5,128.9,937.4,1067.9,36.6,34.6,229.7,1057.7,1081.7,73.6,938.8,477.0,379.6,154.6,546.0,1123.5,458.5,1267.0,1092.2,558.6,345.3,163.4,105.0,324.5,1371.0,1290.0,252.3,252.4,1095.4,51.8,222.7,1065.6,374.4,1066.2,562.6,71.4,252.3,968.7,1086.1,299.9,474.6,938.4,287.9,231.2,1103.4,1120.4,61.9,312.4,1329.6,1075.1,531.5,288.2,309.4,196.3,321.2,248.9,325.4,1054.8,953.0,193.7,328.8,0.0,1112.5,924.3,1361.8,113.5,419.2,247.2,187.1,1082.9,1144.0,1024.8,1044.2,1233.3,306.7,161.8,246.9,1304.6,250.1,284.7,239.5,137.8,196.1,254.9,493.6,152.2,235.9,143.7,386.5,236.4,1151.5,1074.5,381.8,947.3,69.9,975.0,205.7,952.8,213.5,1214.8,72.0,136.9,1056.2,204.7,242.9,533.4,485.4,210.7
SE,1362.5,302.0,1160.3,212.8,1174.2,1137.9,1103.1,14.9,1070.4,24.6,2136.5,56.5,1019.6,1016.0,1128.6,749.5,919.0,1179.0,81.1,1316.9,776.8,941.4,1064.3,253.6,870.6,56.2,865.7,733.9,1072.9,273.1,71.9,1169.3,1171.9,1161.3,238.8,69.5,1125.2,229.9,976.6,1047.4,1080.9,806.6,12.9,839.3,583.5,178.3,839.8,789.6,1086.1,1088.0,841.3,682.1,737.5,986.9,889.2,277.6,1189.1,1223.4,126.6,896.0,156.9,818.6,1208.7,1140.4,284.0,268.3,937.2,969.6,255.6,853.7,1321.5,80.2,190.9,1199.2,1449.7,642.5,165.8,831.3,1425.5,1044.0,1112.4,1055.8,1386.2,860.2,85.4,299.6,1326.4,994.7,1137.2,0.0,295.7,674.7,1250.8,954.0,981.8,1075.2,30.6,641.3,207.0,226.4,680.8,1041.3,1053.4,1384.2,617.5,1315.4,922.0,974.1,1048.7,1193.7,920.8,841.4,1215.8,1368.6,996.1,921.3,1124.5,38.9,160.6,1047.7,220.8,1202.6,177.2,1093.8,215.8,1352.7,662.3,1109.7,1078.3,99.2,1342.0,1333.2,814.6,985.0,984.2
SF,1222.5,36.2,1020.3,78.3,1034.2,997.9,963.1,252.7,930.4,269.1,1996.5,282.8,879.6,876.0,988.6,609.5,779.0,1039.0,224.2,1181.5,665.1,801.4,928.9,207.5,730.6,301.6,725.7,593.9,937.5,138.6,224.3,1033.9,1031.9,1021.3,193.8,235.8,985.2,60.3,836.6,905.5,945.5,666.6,277.6,697.4,468.2,246.3,699.8,649.6,946.1,948.0,701.3,568.5,625.8,846.9,749.2,231.5,1049.1,1083.4,219.7,756.0,220.3,683.2,1068.7,1000.4,48.6,222.2,797.2,834.2,77.8,713.7,1181.5,257.5,274.5,1059.2,1309.7,530.8,229.2,691.3,1285.5,904.0,972.4,915.8,1246.2,720.2,208.9,56.5,1191.0,854.7,997.2,262.8,0.0,563.0,1110.8,814.0,841.8,935.2,237.0,529.6,160.9,180.3,569.1,901.3,913.4,1244.2,505.8,1175.4,782.0,834.1,908.7,1053.7,780.8,701.4,1075.8,1233.2,856.1,781.3,984.5,305.6,228.6,907.7,68.8,1067.2,109.9,953.8,74.3,1210.8,550.6,969.7,938.3,210.3,1202.0,1193.2,674.6,845.0,842.3
SK,1158.6,613.5,1295.0,626.2,1330.2,1272.6,1237.8,768.0,1205.1,784.4,2271.2,798.1,1154.3,1150.7,1263.3,884.2,1053.7,1313.7,739.5,1378.9,301.8,1076.1,1203.6,740.8,1005.3,816.9,1000.4,868.6,1212.2,606.8,739.6,1308.6,1306.6,1296.0,724.1,753.0,1259.9,608.2,1111.3,1180.2,1220.2,941.3,796.4,972.1,134.6,768.2,974.5,924.3,1220.8,1222.7,976.0,162.5,262.5,1121.6,1023.9,764.8,1323.8,1317.5,735.0,1030.7,735.6,959.5,1343.4,1275.1,638.1,755.5,1071.9,1108.9,607.8,988.4,1288.7,772.8,789.8,1333.9,1278.9,195.5,744.5,966.0,1293.2,1178.7,1247.1,1190.5,1246.5,994.9,724.2,622.4,1284.7,1129.4,1271.9,781.9,582.9,0.0,1364.7,1088.7,1116.5,1209.9,752.3,166.3,694.2,713.6,205.8,1176.0,1188.1,1198.1,170.5,1347.6,1056.7,1108.8,1183.4,1310.9,1055.5,976.1,1350.5,1240.0,1130.8,1056.0,1259.2,820.9,743.9,1182.4,616.7,1291.3,644.4,1228.5,622.2,1408.2,187.3,1244.4,1213.0,711.7,1202.3,1300.4,949.3,1119.7,1117.0
SM,220.7,1070.7,198.9,1083.9,100.8,138.7,247.2,1225.7,531.6,1242.1,2275.1,1255.8,480.8,477.2,136.0,528.8,511.3,148.1,1197.2,69.6,1377.5,533.7,518.8,1198.5,404.3,1274.6,409.2,521.6,256.0,1064.5,1195.0,90.0,138.6,115.1,1184.8,1208.8,200.7,1065.9,599.6,506.7,281.7,647.7,1250.6,595.0,1394.1,1219.3,660.3,472.4,290.5,232.1,434.0,1498.1,1338.2,379.4,379.5,1222.5,135.6,108.1,1192.7,466.0,1193.3,664.3,175.4,379.4,1095.8,1213.2,427.0,597.2,1065.5,415.0,141.6,1230.5,1247.5,119.6,256.2,1456.7,1202.2,633.2,283.7,436.5,164.2,448.3,244.4,452.5,1181.9,1080.1,189.2,455.9,127.0,1241.2,1051.4,1488.9,0.0,546.3,374.3,314.2,1210.0,1192.2,1151.9,1171.3,1281.5,433.8,288.9,242.4,1431.7,135.5,411.8,366.6,264.9,81.5,382.0,549.1,279.3,231.4,270.8,513.6,363.5,1278.6,1201.6,508.9,1074.4,65.4,1102.1,332.8,1079.9,98.9,1263.0,199.1,264.0,1183.3,200.2,153.3,635.1,608.0,309.0
SN,654.5,753.8,452.3,766.5,484.2,447.9,395.1,908.3,362.4,924.7,1919.6,938.4,311.6,308.0,420.6,190.5,50.0,471.0,879.8,613.5,1139.0,111.2,208.2,881.1,180.6,957.2,175.7,204.2,369.5,747.1,879.9,465.9,463.9,471.3,864.4,893.3,417.2,748.5,123.3,337.5,377.5,192.3,936.7,108.5,1078.4,908.5,204.9,192.1,396.1,380.0,151.3,1177.0,1099.7,278.9,181.2,905.1,481.1,533.4,875.3,206.0,875.9,210.5,500.7,432.4,778.4,895.8,229.2,120.9,748.1,145.7,631.5,913.1,930.1,491.2,741.7,1139.3,884.8,177.8,717.5,336.0,422.4,347.8,678.2,108.7,864.5,762.7,625.5,286.7,429.2,922.2,723.2,1171.5,542.8,0.0,273.8,367.2,892.6,953.7,834.5,853.9,1043.0,333.3,363.4,676.2,1114.3,625.4,214.0,266.1,340.7,503.7,212.8,193.6,507.8,665.2,288.1,124.3,416.5,961.2,884.2,339.7,757.0,497.6,784.7,385.8,762.5,642.8,1024.5,401.7,388.3,852.0,634.0,643.2,179.7,131.7,292.3
SY,481.4,777.6,279.2,790.3,445.5,409.2,222.0,932.1,238.0,948.5,1981.4,962.2,187.2,183.6,247.5,235.2,217.7,297.9,903.6,440.4,1162.8,240.1,395.4,904.9,187.3,981.0,182.4,228.0,196.4,770.9,903.7,292.8,290.8,432.6,888.2,917.1,244.1,772.3,310.5,213.1,204.4,379.5,960.5,295.7,1102.2,932.3,392.1,178.8,278.2,206.9,158.0,1200.8,1123.5,38.3,85.9,928.9,308.0,478.9,899.1,212.7,899.7,397.7,327.6,259.3,802.2,919.6,133.4,308.1,771.9,121.4,487.4,936.9,953.9,318.1,568.6,1163.1,908.6,365.0,544.4,61.1,383.7,72.9,505.1,158.9,888.3,786.5,452.4,162.3,256.1,946.0,747.0,1195.3,369.7,252.7,0.0,194.1,916.4,977.5,858.3,877.7,1066.8,58.4,245.5,503.1,1138.1,506.3,118.2,7.6,167.6,452.3,88.4,327.1,334.7,492.1,115.0,220.0,243.4,985.0,908.0,215.3,780.8,324.5,808.5,212.7,786.3,469.7,1048.3,228.6,270.4,875.8,460.9,499.1,366.9,318.9,240.5
TD,417.3,867.0,215.1,879.7,381.4,345.1,157.9,1021.5,327.4,1037.9,2070.8,1051.6,276.6,273.0,183.4,324.6,307.1,233.8,993.0,376.3,1252.2,329.5,520.4,994.3,276.7,1070.4,271.8,317.4,132.3,860.3,993.1,228.7,226.7,368.5,977.6,1006.5,180.0,861.7,399.9,302.5,140.3,468.9,1049.9,385.1,1191.6,1021.7,481.5,268.2,214.1,142.8,247.4,1290.2,1212.9,175.2,175.3,1018.3,243.9,414.8,988.5,302.1,989.1,487.1,263.5,65.1,891.6,1009.0,222.8,397.5,861.3,210.8,423.3,1026.3,1043.3,254.0,504.5,1252.5,998.0,454.4,480.3,232.3,319.6,244.1,441.0,248.3,977.7,875.9,388.3,251.7,192.0,1035.4,836.4,1284.7,305.6,342.1,170.1,0.0,1005.8,1066.9,947.7,967.1,1156.2,229.6,181.4,439.0,1227.5,442.2,207.6,162.4,103.5,388.2,177.8,416.5,270.6,428.0,66.6,309.4,49.2,1074.4,997.4,304.7,870.2,260.4,897.9,18.5,875.7,405.6,1137.7,164.5,206.3,965.2,396.8,435.0,456.3,408.3,176.4
TF,1331.8,269.4,1129.6,180.2,1143.5,1107.2,1072.4,15.6,1039.7,32.0,2105.8,86.1,988.9,985.3,1097.9,718.8,888.3,1148.3,50.4,1290.8,746.1,910.7,1038.2,222.9,839.9,82.0,835.0,703.2,1046.8,240.5,77.4,1143.2,1141.2,1130.6,206.2,36.9,1094.5,199.2,945.9,1014.8,1054.8,775.9,44.0,806.7,550.9,159.8,809.1,758.9,1055.4,1057.3,810.6,649.5,706.8,956.2,858.5,246.9,1158.4,1192.7,95.9,865.3,127.2,794.1,1178.0,1109.7,253.3,237.6,906.5,943.5,223.0,823.0,1290.8,90.7,160.2,1168.5,1419.0,611.8,136.1,800.6,1394.8,1013.3,1081.7,1025.1,1355.5,829.5,70.4,268.9,1302.8,964.0,1106.5,29.5,258.8,644.0,1220.1,923.3,951.1,1044.5,0.0,610.6,176.3,195.7,650.1,1010.6,1022.7,1353.5,586.8,1284.7,891.3,943.4,1018.0,1163.0,890.1,810.7,1185.1,1342.5,965.4,890.6,1093.8,68.5,135.5,1017.0,190.1,1174.9,146.5,1063.1,185.1,1320.1,631.6,1079.0,1047.6,68.2,1311.3,1302.5,783.9,954.3,951.6
TL,992.2,447.1,1128.6,459.8,1142.5,1106.2,1071.4,601.6,1038.7,618.0,2104.8,631.7,987.9,984.3,1096.9,717.8,887.3,1147.3,573.1,1265.1,185.2,909.7,1037.2,574.4,838.9,650.5,834.0,702.2,1045.8,440.4,573.2,1142.2,1140.2,1129.6,557.7,586.6,1093.5,441.8,944.9,1013.8,1053.8,774.9,630.0,805.7,112.3,601.8,808.1,757.9,1054.4,1056.3,809.6,202.9,145.9,955.2,857.5,598.4,1157.4,1191.7,568.6,864.3,569.2,793.1,1177.0,1108.7,471.7,589.1,905.5,942.5,441.4,822.0,1266.4,606.4,623.4,1167.5,1129.6,173.2,578.1,799.6,1119.4,1012.3,1080.7,1024.1,1080.1,828.5,557.8,456.0,1118.3,963.0,1105.5,615.5,416.5,197.4,1194.4,922.3,950.1,1043.5,585.9,0.0,527.8,547.2,89.2,1009.6,1021.7,1031.7,148.2,1325.3,890.3,942.4,1017.0,1162.0,889.1,809.7,1184.1,1073.6,964.4,889.6,1092.8,654.5,577.5,1016.0,450.3,1124.9,478.0,1062.1,455.8,1294.4,70.7,1078.0,1046.6,545.3,1035.9,1278.1,782.9,953.3,950.6
TP,1239.3,158.9,1037.1,69.7,1051.0,1014.7,979.9,177.6,947.2,194.0,2013.3,207.7,896.4,892.8,1005.4,626.3,795.8,1055.8,149.1,1198.3,653.6,818.2,945.7,70.7,747.4,226.5,742.5,610.7,954.3,148.0,149.2,1050.7,1048.7,1038.1,29.8,162.6,1002.0,88.7,853.4,922.3,962.3,683.4,206.0,714.2,458.4,177.8,716.6,666.4,962.9,964.8,718.1,557.0,614.3,863.7,766.0,70.5,1065.9,1100.2,144.6,772.8,145.2,701.6,1085.5,1017.2,142.8,61.2,814.0,851.0,112.5,730.5,1198.3,182.4,199.4,1076.0,1326.5,519.3,154.1,708.1,1302.3,920.8,989.2,932.6,1263.0,737.0,133.8,158.4,1210.3,871.5,1014.0,191.5,148.3,551.5,1127.6,830.8,858.6,952.0,161.9,518.1,0.0,19.3,557.6,918.1,930.2,1261.0,494.3,1192.2,798.8,850.9,925.5,1070.5,797.6,718.2,1092.6,1250.0,872.9,798.1,1001.3,230.5,153.5,924.5,79.6,1082.4,36.0,970.6,74.6,1227.6,539.1,986.5,955.1,121.3,1218.8,1210.0,691.4,861.8,859.1
TT,1267.7,187.3,1065.5,98.1,1079.4,1043.1,1008.3,206.0,975.6,222.4,2041.7,236.1,924.8,921.2,1033.8,654.7,824.2,1084.2,177.5,1226.7,682.0,846.6,974.1,69.2,775.8,254.9,770.9,639.1,982.7,176.4,177.6,1079.1,1077.1,1066.5,10.4,191.0,1030.4,117.1,881.8,950.7,990.7,711.8,234.4,742.6,486.8,206.2,745.0,694.8,991.3,993.2,746.5,585.4,642.7,892.1,794.4,67.6,1094.3,1128.6,173.0,801.2,173.6,730.0,1113.9,1045.6,171.2,58.3,842.4,879.4,140.9,758.9,1226.7,210.8,227.8,1104.4,1354.9,547.7,182.5,736.5,1330.7,949.2,1017.6,961.0,1291.4,765.4,162.2,186.8,1238.7,899.9,1042.4,219.9,176.7,579.9,1156.0,859.2,887.0,980.4,190.3,546.5,28.3,0.0,586.0,946.5,958.6,1289.4,522.7,1220.6,827.2,879.3,953.9,1098.9,826.0,746.6,1121.0,1278.4,901.3,826.5,1029.7,258.9,181.9,952.9,108.0,1110.8,64.4,999.0,103.0,1256.0,567.5,1014.9,983.5,149.7,1247.2,1238.4,719.8,890.2,887.5
TX,1062.1,517.0,1198.5,529.7,1212.4,1176.1,1141.3,671.5,1108.6,687.9,2174.7,701.6,1057.8,1054.2,1166.8,787.7,957.2,1217.2,643.0,1356.7,95.9,979.6,1107.1,644.3,908.8,720.4,903.9,772.1,1115.7,510.3,643.1,1212.1,1210.1,1199.5,627.6,656.5,1163.4,511.7,1014.8,1083.7,1123.7,844.8,699.9,875.6,112.4,671.7,878.0,827.8,1124.3,1126.2,879.5,203.0,56.6,1025.1,927.4,668.3,1227.3,1295.3,638.5,934.2,639.1,863.0,1246.9,1178.6,541.6,659.0,975.4,1012.4,511.3,891.9,1266.5,676.3,693.3,1237.4,1199.5,173.3,648.0,869.5,1189.3,1082.2,1150.6,1094.0,1150.0,898.4,627.7,525.9,1188.2,1032.9,1175.4,685.4,486.4,197.5,1264.3,992.2,1020.0,1113.4,655.8,69.8,597.7,617.1,0.0,1079.5,1091.6,1101.6,148.3,1325.4,960.2,1012.3,1086.9,1231.9,959.0,879.6,1254.0,1143.5,1034.3,959.5,1162.7,724.4,647.4,1085.9,520.2,1194.8,547.9,1132.0,525.7,1386.0,8.3,1147.9,1116.5,615.2,1105.8,1278.2,852.8,1023.2,1020.5
UG,547.4,843.6,345.2,856.3,511.5,475.2,288.0,998.1,304.0,1014.5,2047.4,1028.2,253.2,249.6,313.5,301.2,283.7,363.9,969.6,506.4,1228.8,306.1,461.4,970.9,253.3,1047.0,248.4,294.0,262.4,836.9,969.7,358.8,356.8,498.6,954.2,983.1,310.1,838.3,376.5,279.1,270.4,445.5,1026.5,361.7,1168.2,998.3,458.1,244.8,344.2,272.9,224.0,1266.8,1189.5,104.3,151.9,994.9,374.0,544.9,965.1,278.7,965.7,463.7,393.6,325.3,868.2,985.6,199.4,374.1,837.9,187.4,553.4,1002.9,1019.9,384.1,634.6,1229.1,974.6,431.0,610.4,49.4,449.7,57.9,571.1,224.9,954.3,852.5,518.4,228.3,322.1,1012.0,813.0,1261.3,435.7,318.7,64.9,260.1,982.4,1043.5,924.3,943.7,1132.8,0.0,311.5,569.1,1204.1,572.3,184.2,73.6,233.6,518.3,154.4,393.1,400.7,558.1,181.0,286.0,309.4,1051.0,974.0,281.3,846.8,390.5,874.5,278.7,852.3,535.7,1114.3,294.6,336.4,941.8,526.9,565.1,432.9,384.9,306.5
UQ,388.9,869.5,168.7,882.2,239.3,203.0,164.9,1024.0,397.2,1040.4,2073.3,1054.1,346.4,342.8,155.0,327.1,327.6,205.4,995.5,347.9,1254.7,350.0,428.6,996.8,186.6,1072.9,191.5,319.9,139.3,862.8,995.6,200.3,198.3,226.4,980.1,1009.0,187.0,864.2,420.4,372.3,129.3,384.2,1052.4,405.6,1194.1,1024.2,417.4,270.7,32.6,149.8,216.3,1292.7,1215.4,245.0,245.1,1020.8,215.5,288.5,991.0,248.3,991.6,402.4,235.1,245.0,894.1,1011.5,292.6,418.0,863.8,242.3,386.6,1028.8,1045.8,225.6,476.1,1255.0,1000.5,474.9,451.9,302.1,177.5,313.9,412.6,268.8,980.2,878.4,359.9,321.5,163.6,1037.9,838.9,1287.2,277.2,362.6,239.9,179.8,1008.3,1069.4,950.2,969.6,1158.7,299.4,0.0,410.6,1230.0,380.5,277.4,232.2,70.7,258.8,247.6,458.9,249.1,399.6,136.4,329.9,229.1,1076.9,999.9,374.5,872.7,232.0,900.4,198.4,878.2,377.2,1140.2,171.5,24.8,967.7,368.4,398.3,392.2,428.8,84.6
VL,64.9,1171.5,299.2,1184.2,331.2,369.1,347.5,1326.0,631.9,1342.4,2375.3,1356.1,581.1,577.5,236.3,629.1,611.6,248.4,1297.5,300.0,1221.7,634.0,737.9,1298.8,540.1,1374.9,545.0,621.9,356.3,1164.8,1297.6,190.3,238.9,345.5,1282.1,1311.0,301.0,1166.2,704.4,607.0,382.0,773.4,1354.4,689.6,1148.8,1326.2,786.0,572.7,390.8,332.4,551.9,1239.4,1182.4,479.7,479.8,1322.8,235.9,338.5,1293.0,601.8,1293.6,791.6,275.7,479.7,1196.1,1313.5,527.3,702.0,1165.8,515.3,275.9,1330.8,1347.8,219.9,178.5,1209.7,1302.5,758.9,154.3,536.8,394.6,548.6,115.0,552.8,1282.2,1180.4,153.2,556.2,227.3,1339.9,1140.9,1233.9,229.3,646.6,474.6,414.5,1310.3,1036.4,1252.2,1271.6,1125.7,534.1,389.2,0.0,1184.7,300.3,512.1,466.9,365.2,311.9,482.3,721.0,379.6,156.7,371.1,613.9,463.8,1378.9,1301.9,609.2,1174.7,159.8,1202.4,433.1,1180.2,329.3,1107.2,299.4,364.3,1269.7,70.8,266.5,760.8,712.8,438.1
VQ,1185.4,603.7,1285.2,616.4,1272.4,1262.8,1228.0,624.4,1195.3,640.8,2261.4,654.5,1144.5,1140.9,1253.5,874.4,1043.9,1303.9,595.9,1321.1,292.0,1066.3,1193.8,597.2,995.5,673.3,990.6,858.8,1202.4,510.5,596.0,1298.8,1296.8,1286.7,580.5,609.4,1250.1,598.4,1101.5,1170.4,1210.4,931.5,652.8,962.3,34.0,624.6,964.7,914.5,1211.0,1212.9,966.2,195.4,252.7,1111.8,1014.1,621.2,1314.0,1259.7,591.4,1020.9,592.0,949.7,1333.6,1265.3,628.3,611.9,1062.1,1099.1,598.0,978.6,1230.9,629.2,646.2,1324.1,1221.1,43.7,600.9,956.2,1235.4,1168.9,1237.3,1180.7,1273.3,985.1,580.6,612.6,1311.5,1119.6,1262.1,638.3,573.1,189.9,1306.9,1078.9,1106.7,1200.1,608.7,156.5,550.6,570.0,196.0,1166.2,1178.3,1224.9,0.0,1289.8,1046.9,1099.0,1173.6,1253.1,1045.7,966.3,1340.7,1266.8,1121.0,1046.2,1249.4,677.3,600.3,1172.6,606.9,1318.1,500.8,1218.7,612.4,1350.4,177.5,1234.6,1203.2,568.1,1229.1,1242.6,939.5,1109.9,1107.2
VZ,316.3,1123.3,324.8,1136.0,136.9,174.8,373.1,1277.8,657.5,1294.2,2311.2,1307.9,606.7,603.1,261.9,580.9,599.9,274.0,1249.3,139.0,1473.1,603.8,554.9,1250.6,440.4,1326.7,445.3,573.7,381.9,1116.6,1249.4,215.9,264.5,151.2,1233.9,1262.8,326.6,1118.0,635.7,632.6,407.6,683.8,1306.2,631.1,1447.9,1278.0,696.4,524.5,381.5,358.0,470.1,1546.5,1433.8,505.3,505.4,1274.6,261.5,144.2,1244.8,502.1,1245.4,702.0,301.3,505.3,1147.9,1265.3,552.9,633.3,1117.6,496.1,96.3,1282.6,1299.6,245.5,210.9,1508.8,1254.3,669.3,230.6,562.4,200.3,574.2,269.9,522.6,1234.0,1132.2,287.3,581.8,252.9,1291.7,1092.7,1541.0,124.8,616.4,500.2,440.1,1262.1,1287.8,1204.0,1223.4,1377.1,559.7,379.9,338.0,1483.8,0.0,537.7,492.5,390.8,117.6,507.9,585.2,405.2,327.0,396.7,583.7,489.4,1330.7,1253.7,634.8,1126.5,189.7,1154.2,458.7,1132.0,168.3,1358.6,325.0,355.0,1221.5,295.8,108.0,671.2,644.1,345.1
WE,495.5,734.4,293.3,747.1,459.6,423.3,236.1,888.9,203.4,905.3,1938.2,919.0,152.6,149.0,261.6,192.0,174.5,312.0,860.4,454.5,1119.6,196.9,352.2,861.7,144.1,937.8,139.2,184.8,210.5,727.7,860.5,306.9,304.9,446.7,845.0,873.9,258.2,729.1,267.3,178.5,218.5,336.3,917.3,252.5,1059.0,889.1,348.9,135.6,292.3,221.0,114.8,1157.6,1080.3,119.9,42.7,885.7,322.1,493.0,855.9,169.5,856.5,354.5,341.7,273.4,759.0,876.4,15.1,264.9,728.7,78.2,501.5,893.7,910.7,332.2,582.7,1119.9,865.4,321.8,558.5,177.0,397.8,188.8,519.2,115.7,845.1,743.3,466.5,127.7,270.2,902.8,703.8,1152.1,383.8,209.5,114.8,208.2,873.2,934.3,815.1,834.5,1023.6,174.3,259.6,517.2,1094.9,520.4,0.0,107.1,181.7,466.4,53.8,283.9,348.8,506.2,129.1,176.8,257.5,941.8,864.8,180.7,737.6,338.6,765.3,226.8,743.1,483.8,1005.1,242.7,284.5,832.6,475.0,513.2,323.7,275.7,254.6
WH,473.7,769.9,271.5,782.6,437.8,401.5,214.3,924.4,230.3,940.8,1973.7,954.5,179.5,175.9,239.8,227.5,210.0,290.2,895.9,432.7,1155.1,232.4,387.7,897.2,179.6,973.3,174.7,220.3,188.7,763.2,896.0,285.1,283.1,424.9,880.5,909.4,236.4,764.6,302.8,205.4,196.7,371.8,952.8,288.0,1094.5,924.6,384.4,171.1,270.5,199.2,150.3,1193.1,1115.8,30.6,78.2,921.2,300.3,471.2,891.4,205.0,892.0,390.0,319.9,251.6,794.5,911.9,125.7,300.4,764.2,113.7,479.7,929.2,946.2,310.4,560.9,1155.4,900.9,357.3,536.7,69.8,376.0,81.6,497.4,151.2,880.6,778.8,444.7,154.6,248.4,938.3,739.3,1187.6,362.0,245.0,7.6,186.4,908.7,969.8,850.6,870.0,1059.1,67.1,237.8,495.4,1130.4,498.6,110.5,0.0,159.9,444.6,80.7,319.4,327.0,484.4,107.3,212.3,235.7,977.3,900.3,207.6,773.1,316.8,800.8,205.0,778.6,462.0,1040.6,220.9,262.7,868.1,453.2,491.4,359.2,311.2,232.8
