from_stop,AE,AG,AJ,AM,AR,AT,AW,BA,BR,CF,CG,CN,CP,CR,CS,CT,CW,CX,DA,DF,DG,DH,DI,DJ,DL,DN,DO,DQ,DU,DZ,EG,EI,EK,EM,ET,EV,FA,FG,FP,FU,FW,GD,GQ,GR,GT,GU,GV,HE,HH,HK,HO,HZ,IA,IF,IN,IO,IV,IW,IY,JA,JD,JG,JR,JU,JW,KE,KG,KH,KJ,KK,KO,KQ,KU,KW,KZ,LE,LK,LX,MB,MG,MM,MP,MT,MW,NF,NL,NS,NW,NZ,OA,OC,OE,OG,OH,OJ,OO,OT,OU,OW,PB,PG,PM,PO,PR,PT,PW,QC,QD,QI,QN,QT,QU,QV,RB,RI,RO,RT,RY,RZ,SA,ST,SX,TC,TE,TL,TT,TZ,UD,UF,UG,UI,UM,UN,UP,UZ,VA,VJ,VM,VW,VX,VZ,WH,WJ,WZ,XD,XE,XI,XN,XO,XS,XY,YA,YG,YH,YP,YV,ZB,ZG,ZI,ZN,ZR,ZS,ZT
KO,425.3,662.1,558.5,1038.8,398.1,707.1,104.3,462.2,1057.3,1014.2,140.6,998.6,0.0,276.8,220.7,271.0,339.9,148.7,200.5,336.1,1124.1,483.2,497.2,650.4,92.8,941.3,311.9,324.6,300.7,2089.6,520.8,299.1,923.3,555.8,200.1,487.0,497.6,1014.8,206.2,1096.9,657.1,511.1,522.8,607.0,240.1,970.1,315.2,105.7,331.4,345.7,989.0,522.2,222.0,713.0,142.9,525.5,783.2,464.4,881.2,329.3,735.8,868.2,170.7,311.8,418.7,254.5,405.4,234.9,513.8,365.4,0.0,633.7,181.2,1036.3,1070.9,533.4,857.8,985.5,593.6,264.8,514.2,502.2,464.0,315.8,193.1,272.5,1103.8,577.0,180.8,566.1,517.5,996.7,103.1,694.2,511.9,433.8,596.4,121.9,677.4,890.5,514.0,41.4,429.2,527.4,632.2,191.5,1030.0,745.0,364.3,283.5,362.9,1093.5,141.7,356.7,1096.6,1127.2,274.6,268.2,842.6,424.1,1010.5,196.4,472.5,532.7,193.2,209.2,1093.5,1119.8,476.4,136.1,359.1,562.9,562.2,442.1,905.3,554.9,937.0,324.6,891.0,696.2,468.1,434.9,377.5,159.3,799.0,578.7,134.8,117.3,341.4,261.7,328.0,1070.2,245.7,252.5,1038.0,171.3,964.8,533.1,1048.5,612.0,613.0,98.1,472.9
KQ,489.4,273.1,169.5,748.7,485.0,318.1,578.6,252.6,668.3,625.2,630.0,609.6,647.8,475.0,472.4,402.6,497.7,640.5,645.2,416.4,785.3,547.3,561.3,183.2,615.9,552.3,390.0,470.4,497.2,2049.7,293.5,477.3,534.3,118.0,492.0,551.1,561.7,826.6,538.8,707.9,268.1,575.2,333.8,45.5,663.8,801.9,438.5,597.5,527.9,517.9,600.0,179.8,536.6,324.0,653.4,589.6,394.2,308.1,492.2,429.6,346.8,479.2,545.7,508.3,519.0,438.5,469.5,564.8,171.4,493.1,647.8,0.0,625.6,647.3,696.6,306.1,468.8,842.4,204.6,461.3,259.6,566.3,528.1,419.1,651.4,401.1,765.0,188.0,510.6,98.9,328.5,607.7,657.2,305.2,576.0,298.8,218.1,668.3,288.4,501.5,578.1,607.8,529.5,275.4,165.0,686.7,641.0,356.0,469.1,490.8,463.2,754.7,544.6,457.0,757.8,768.4,524.2,481.2,726.0,307.5,867.4,529.0,536.6,596.8,560.5,531.8,734.7,761.0,540.5,627.9,455.3,236.7,173.2,506.2,516.3,179.3,548.0,427.9,502.0,229.0,238.5,499.0,477.8,527.7,410.0,189.7,624.2,609.1,390.4,431.5,431.3,731.4,492.1,502.1,649.0,672.6,848.2,213.7,659.5,144.8,145.8,634.2,220.9
KU,400.2,637.0,533.4,1013.7,373.0,682.0,158.4,437.1,1032.2,989.1,209.8,973.5,168.7,251.7,195.6,245.9,314.8,125.4,59.9,311.0,1099.0,458.1,472.1,625.3,201.8,916.2,286.8,299.5,275.6,2103.3,495.7,274.0,898.2,530.7,175.0,461.9,472.5,989.7,181.1,1071.8,632.0,486.0,497.7,581.9,72.3,945.0,290.1,140.8,306.3,320.6,963.9,497.1,196.9,687.9,27.7,500.4,758.1,439.3,856.1,304.2,710.7,843.1,257.9,286.7,393.6,229.4,380.3,209.8,488.7,312.2,168.7,608.6,0.0,1011.2,1045.8,514.6,832.7,960.4,568.5,239.7,489.1,477.1,438.9,290.7,66.1,274.1,1078.7,551.9,155.7,541.0,492.4,971.6,210.4,669.1,486.8,408.7,571.3,230.9,652.3,865.4,488.9,128.7,404.1,502.3,607.1,61.0,1004.9,719.9,339.2,258.4,337.8,1068.4,228.9,331.6,1071.5,1102.1,249.5,243.1,817.5,399.0,985.4,171.3,447.4,507.6,227.7,197.5,1068.4,1096.7,451.3,107.7,334.0,537.8,544.5,417.0,880.2,523.2,911.9,299.5,865.9,671.1,443.0,409.8,352.4,246.5,773.9,553.6,204.0,108.1,313.5,236.6,302.9,1045.1,220.6,227.4,1012.9,59.3,939.7,508.0,1023.4,586.9,587.9,71.7,447.8
KW,784.1,481.7,491.9,158.6,883.1,411.4,1022.1,657.3,99.8,105.6,1073.5,96.5,1091.3,918.5,870.5,846.1,895.8,1084.0,1088.7,814.5,195.2,837.1,851.5,686.1,1059.4,201.5,788.1,868.5,895.3,2008.0,574.4,920.8,335.5,591.5,890.1,840.9,887.1,236.5,936.9,117.8,481.2,865.0,658.5,642.7,1107.3,211.8,836.6,1041.0,930.5,916.0,166.2,596.4,934.7,347.7,1096.9,879.4,400.5,632.8,293.4,832.2,306.8,280.4,993.7,906.4,917.1,836.6,788.4,961.6,576.1,881.2,1091.3,669.4,1073.6,0.0,106.5,593.3,227.3,256.8,537.0,859.4,664.3,856.1,817.9,817.2,1094.9,862.6,174.9,535.5,908.7,601.8,653.2,173.9,1099.0,513.8,865.8,635.3,482.7,1111.8,463.0,236.5,903.5,1051.3,923.2,654.0,672.4,1130.2,50.9,297.2,867.2,934.3,865.8,164.6,988.1,855.1,167.7,178.3,967.7,924.7,389.8,648.2,277.3,927.1,826.4,886.6,1004.0,975.3,144.6,172.9,830.3,1071.4,857.9,522.1,508.5,796.0,184.3,577.4,146.7,826.0,261.7,731.9,639.2,788.8,880.4,971.2,243.1,517.0,1072.2,1052.6,791.3,829.6,829.4,145.8,935.6,945.6,80.5,1116.1,252.0,618.4,69.4,647.7,648.7,1077.7,625.6
KZ,672.6,521.5,531.7,52.0,839.9,451.2,915.5,697.1,145.6,151.9,966.9,136.3,984.7,811.9,827.3,739.5,852.6,977.4,982.1,771.3,88.6,730.5,744.5,725.9,952.8,242.8,746.9,825.3,852.1,1901.4,614.2,814.2,365.2,631.3,846.9,734.3,780.5,129.9,897.1,88.7,516.5,758.4,698.3,682.5,1000.7,105.2,793.4,934.4,882.8,872.8,212.0,624.3,877.1,387.5,990.3,772.8,440.3,672.6,323.1,784.5,342.1,310.1,882.6,863.2,873.9,793.4,688.3,936.5,615.9,848.0,984.7,709.2,962.5,117.0,0.0,626.8,273.1,145.7,572.3,816.2,704.1,749.5,711.3,774.0,988.3,738.0,68.3,575.3,882.4,641.6,693.0,219.7,994.1,553.6,759.2,675.1,522.5,1005.2,502.8,267.1,796.9,944.7,884.4,693.8,707.7,1023.6,56.3,332.5,824.0,827.7,818.1,58.0,881.5,811.9,61.1,71.7,861.1,818.1,283.2,688.0,170.7,898.0,719.8,780.0,897.4,868.7,38.0,64.3,723.7,964.8,810.2,557.4,528.0,689.4,224.1,623.8,192.5,782.8,307.5,771.7,679.0,682.2,832.7,864.6,278.4,560.9,961.1,946.0,745.3,786.4,786.2,34.7,829.0,839.0,126.3,1009.5,145.4,658.2,37.6,687.5,688.5,971.1,665.4
LE,350.9,232.9,170.0,708.5,341.6,277.9,435.2,142.7,628.1,578.5,486.6,577.6,504.4,331.6,329.0,259.2,354.3,497.1,501.8,273.0,745.1,403.9,418.3,323.1,472.5,512.1,246.6,327.0,353.8,1877.1,16.2,333.9,494.1,228.5,348.6,407.7,418.3,725.6,395.4,667.7,227.9,431.8,117.0,287.9,520.4,686.0,295.1,454.1,384.5,374.5,559.8,206.8,393.2,283.8,510.0,446.2,354.0,91.3,452.0,294.4,306.6,447.2,402.3,364.9,375.6,295.1,319.6,423.8,194.7,347.9,504.4,306.4,482.2,611.6,656.4,0.0,436.8,704.5,210.6,317.9,186.9,422.9,384.7,275.7,508.0,275.7,724.8,213.6,367.2,238.8,111.7,567.5,512.1,265.0,432.6,93.8,128.5,524.9,248.2,458.7,434.7,464.4,381.7,112.5,304.9,543.3,600.8,315.8,325.7,347.4,328.0,714.5,401.2,313.6,717.6,728.2,380.8,337.8,553.4,106.7,721.3,385.6,393.2,453.4,417.1,388.4,702.7,722.8,397.1,484.5,320.1,103.2,186.6,362.8,476.1,229.2,507.8,284.5,461.8,368.9,97.7,355.6,342.6,384.3,369.8,126.5,480.8,465.7,249.8,288.1,287.9,691.2,348.7,358.7,608.8,529.2,675.6,205.8,619.3,284.7,293.9,490.8,99.5
LK,705.8,300.0,310.2,320.5,701.4,229.7,795.0,475.6,199.4,208.1,846.4,199.0,864.2,691.4,688.8,619.0,714.1,856.9,861.6,632.8,357.1,763.7,777.7,504.4,832.3,83.4,606.4,686.8,713.6,2169.9,392.7,693.7,108.1,409.8,708.4,767.5,778.1,398.4,755.2,279.7,295.0,791.6,476.8,461.0,880.2,369.2,654.9,813.9,744.3,734.3,131.1,402.8,753.0,166.0,869.8,806.0,218.8,451.1,66.0,646.0,120.6,53.0,762.1,724.7,735.4,654.9,685.9,781.2,394.4,699.5,864.2,487.7,842.0,241.2,268.4,411.6,0.0,414.2,350.8,677.7,482.6,782.7,744.5,635.5,867.8,617.5,336.8,353.8,727.0,420.1,471.5,138.8,873.6,332.1,792.4,453.6,301.0,884.7,281.3,77.4,794.5,824.2,745.9,472.3,486.2,903.1,212.8,111.0,685.5,707.2,679.6,326.5,761.0,673.4,329.6,340.2,740.6,697.6,551.7,466.5,439.2,745.4,753.0,813.2,776.9,748.2,306.5,332.8,756.9,844.3,671.7,335.9,306.5,722.6,105.7,395.7,79.1,644.3,33.1,550.2,457.5,715.4,694.2,744.1,56.9,339.4,840.6,825.5,609.6,647.9,647.7,303.2,708.5,718.5,180.1,889.0,413.9,436.7,231.3,466.0,467.0,850.6,443.9
LX,780.3,644.7,654.9,91.0,817.9,574.4,911.5,820.3,268.8,268.6,962.9,259.5,980.7,807.9,805.3,735.5,830.6,973.4,978.1,749.3,176.3,838.2,852.2,849.1,948.8,366.0,722.9,803.3,830.1,1817.0,737.4,810.2,488.4,754.5,824.9,842.0,888.2,146.2,871.7,211.9,639.7,866.1,821.5,805.7,996.7,22.3,771.4,930.4,860.8,850.8,335.2,747.5,869.5,510.7,986.3,880.5,563.5,646.3,446.3,762.5,465.3,433.3,878.6,841.2,851.9,771.4,796.0,897.7,739.1,816.0,980.7,832.4,958.5,240.2,123.1,750.0,396.3,0.0,695.5,794.2,827.3,857.2,819.0,752.0,984.3,734.0,156.0,698.5,843.5,764.8,816.2,342.9,988.4,676.8,866.9,643.4,645.7,1001.2,626.0,390.3,904.6,940.7,858.0,817.0,830.9,1019.6,179.5,455.7,802.0,823.7,796.1,145.7,877.5,789.9,148.8,179.4,857.1,814.1,198.8,633.7,25.0,861.9,827.5,887.7,893.4,864.7,145.7,172.0,831.4,960.8,788.2,680.6,651.2,797.1,347.3,740.4,315.7,760.8,430.7,894.9,802.2,789.9,810.7,860.6,401.6,680.0,957.1,942.0,723.3,764.4,764.2,122.4,825.0,835.0,249.5,1005.5,57.4,781.4,160.8,810.7,811.7,967.1,788.6
MB,452.1,134.1,45.0,609.7,442.8,179.1,536.4,210.4,529.3,486.2,587.8,470.6,605.6,432.8,430.2,360.4,455.5,598.3,603.0,374.2,646.3,505.1,519.5,239.2,573.7,413.3,347.8,428.2,455.0,2007.5,173.7,435.1,395.3,144.6,449.8,508.9,519.5,687.6,496.6,568.9,129.1,533.0,257.8,195.8,621.6,662.9,396.3,555.3,485.7,475.7,461.0,137.6,494.4,185.0,611.2,547.4,255.2,232.1,353.2,387.4,207.8,340.2,503.5,466.1,476.8,396.3,420.8,516.8,129.2,440.9,605.6,222.5,583.4,512.8,557.6,192.6,329.8,703.4,0.0,419.1,217.4,524.1,485.9,376.9,609.2,358.9,626.0,88.6,468.4,154.9,252.5,468.7,613.3,166.2,533.8,234.6,82.0,626.1,149.4,359.9,535.9,565.6,482.9,233.2,221.0,644.5,502.0,217.0,426.9,448.6,421.0,615.7,502.4,414.8,618.8,629.4,482.0,439.0,683.8,247.5,728.4,486.8,494.4,554.6,518.3,489.6,595.7,622.0,498.3,585.7,413.1,116.9,34.2,464.0,377.3,130.5,409.0,385.7,363.0,285.0,196.3,456.8,435.6,485.5,271.0,116.3,582.0,566.9,348.2,389.3,389.1,592.4,449.9,459.9,510.0,630.4,703.1,171.5,520.5,200.8,201.8,592.0,178.7
MG,209.7,421.2,317.6,797.9,147.1,466.2,188.8,221.3,816.4,773.3,240.2,757.7,258.0,121.0,55.0,142.9,75.0,250.7,255.4,95.2,883.2,267.6,281.6,409.5,241.8,700.4,150.3,83.7,35.8,1925.4,279.9,192.0,682.4,314.9,74.6,271.4,282.0,773.9,121.4,856.0,416.2,295.5,281.9,366.1,274.0,729.2,74.3,207.7,66.5,80.8,748.1,281.3,119.2,472.1,263.6,309.9,542.3,223.5,640.3,88.4,494.9,627.3,182.1,46.9,173.9,13.6,189.8,147.4,272.9,100.5,258.0,392.8,235.8,795.4,830.0,292.5,616.9,744.6,352.7,0.0,273.3,286.6,248.4,74.9,261.6,141.4,862.9,336.1,93.2,325.2,276.6,755.8,283.1,453.3,296.3,192.9,355.5,294.2,436.5,649.6,298.4,218.0,184.4,286.5,391.3,296.9,789.1,504.1,113.3,179.5,122.0,852.6,181.0,115.8,855.7,886.3,170.6,122.4,601.7,183.2,769.6,111.6,256.9,317.1,196.9,168.2,852.6,878.9,260.8,238.1,108.1,322.0,321.3,226.5,664.4,314.0,696.1,83.7,650.1,455.3,227.2,219.3,132.7,164.1,558.1,337.8,234.4,219.3,95.3,20.8,87.1,829.3,133.6,148.5,797.1,282.8,723.9,292.2,807.6,371.1,372.1,244.4,232.0
MM,378.6,271.8,168.2,747.4,369.3,316.8,462.9,136.9,667.0,617.4,514.3,608.3,532.1,359.3,356.7,286.9,382.0,524.8,529.5,300.7,784.0,431.6,445.6,260.1,500.2,551.0,274.3,354.7,381.5,1934.0,179.1,361.6,533.0,165.5,376.3,435.4,446.0,782.5,423.1,706.6,266.8,459.5,218.1,216.7,548.1,737.8,322.8,481.8,412.2,402.2,598.7,131.9,420.9,322.7,537.7,473.9,392.9,192.4,490.9,313.9,345.5,477.9,430.0,392.6,403.3,322.8,353.8,449.1,123.5,367.4,532.1,243.4,509.9,650.5,695.3,198.0,467.5,753.2,203.3,345.6,0.0,450.6,412.4,303.4,535.7,304.6,763.7,186.7,394.9,175.8,212.8,606.4,539.8,303.9,460.3,183.1,216.8,552.6,287.1,497.6,462.4,492.1,409.4,159.7,241.9,571.0,639.7,354.7,353.4,375.1,347.5,753.4,428.9,341.3,756.5,767.1,408.5,365.5,610.3,191.8,778.2,413.3,420.9,481.1,444.8,416.1,733.4,761.7,424.8,512.2,339.6,221.2,171.9,390.5,515.0,158.0,546.7,312.2,500.7,305.9,122.8,383.3,362.1,412.0,408.7,192.5,508.5,493.4,274.7,315.8,315.6,730.1,376.4,386.4,647.7,556.9,732.5,142.8,658.2,221.7,222.7,518.5,105.2
MP,81.0,528.5,424.9,787.8,332.6,573.5,408.2,328.6,923.7,880.6,459.6,865.0,477.4,304.6,320.0,232.2,345.3,470.1,474.8,264.0,814.8,74.6,86.5,516.8,445.5,807.7,239.6,318.0,344.8,2032.7,387.2,306.9,789.7,422.2,339.6,15.1,29.7,881.2,389.8,963.3,523.5,48.6,389.2,473.4,493.4,836.5,286.1,427.1,375.5,365.5,855.4,388.6,369.8,579.4,483.0,23.2,649.6,330.8,747.6,277.2,602.2,734.6,375.3,355.9,366.6,286.1,121.9,429.2,380.2,340.7,477.4,500.1,455.2,902.7,779.6,399.8,724.2,851.9,460.0,308.9,380.6,0.0,80.0,266.7,481.0,230.7,794.5,443.4,375.1,432.5,383.9,863.1,486.8,560.6,48.7,300.2,462.8,497.9,543.8,756.9,13.3,437.4,377.1,393.8,498.6,516.3,896.4,611.4,316.7,320.4,310.8,784.2,374.2,304.6,787.3,788.3,353.8,310.8,709.0,290.5,876.9,390.7,29.6,30.4,390.1,361.4,754.6,780.9,71.7,457.5,302.9,429.3,428.6,94.6,771.7,421.3,803.4,275.5,757.4,562.6,334.5,67.2,325.4,357.3,665.4,445.1,453.8,438.7,238.0,279.1,278.9,760.9,321.7,331.7,904.4,502.2,831.2,399.5,914.9,478.4,479.4,463.8,339.3
MT,25.8,503.4,399.8,762.7,307.5,548.4,383.1,303.5,898.6,849.0,434.5,839.9,452.3,279.5,294.9,207.1,320.2,445.0,449.7,238.9,789.7,85.5,99.9,491.7,420.4,782.6,214.5,292.9,319.7,2007.6,362.1,281.8,764.6,397.1,314.5,89.3,134.3,856.1,364.7,938.2,498.4,47.0,364.1,448.3,468.3,816.5,261.0,402.0,350.4,340.4,830.3,363.5,344.7,554.3,457.9,85.2,624.5,305.7,722.5,252.1,577.1,709.5,350.2,330.8,341.5,261.0,233.0,404.1,355.1,305.6,452.3,475.0,430.1,882.1,754.5,381.0,699.1,826.8,434.9,283.8,355.5,104.5,0.0,241.6,455.9,224.8,769.4,418.3,350.0,407.4,358.8,838.0,460.0,535.5,114.2,275.1,437.7,472.8,518.7,729.2,117.9,412.3,352.0,368.7,473.5,491.2,871.3,586.3,291.6,295.3,285.7,759.1,349.1,279.5,762.2,763.2,328.7,285.7,683.9,265.4,851.8,365.6,74.8,74.3,365.0,336.3,729.5,755.8,12.3,432.4,277.8,404.2,410.9,14.5,746.6,389.6,778.3,250.4,732.3,537.5,309.4,37.2,300.3,332.2,640.3,424.1,428.7,413.6,212.9,254.0,253.8,735.8,296.6,306.6,879.3,477.1,806.1,374.4,889.8,453.3,454.3,438.7,314.2
MW,191.8,403.3,299.7,780.0,121.3,448.3,224.1,203.4,798.5,755.4,275.5,739.8,293.3,115.3,90.3,125.0,118.3,286.0,290.7,62.3,865.3,249.7,263.7,391.6,277.1,682.5,132.4,96.7,115.1,1907.5,262.0,186.3,664.5,297.0,109.9,253.5,264.1,756.0,156.7,838.1,398.3,277.6,264.0,348.2,309.3,711.3,38.4,243.0,145.8,126.2,730.2,263.4,154.5,454.2,298.9,292.0,524.4,205.6,622.4,70.5,477.0,609.4,217.4,126.2,158.7,56.4,171.9,176.9,255.0,93.4,293.3,374.9,271.1,777.5,812.1,274.6,599.0,726.7,334.8,79.2,255.4,268.7,230.5,0.0,296.9,123.5,845.0,318.2,128.5,307.3,258.7,737.9,318.4,435.4,278.4,175.0,337.6,329.5,418.6,631.7,280.5,253.3,169.2,268.6,373.4,332.2,771.2,486.2,87.5,214.8,102.9,834.7,216.3,96.7,837.8,868.4,205.9,116.7,583.8,165.3,751.7,146.9,239.0,299.2,232.2,203.5,834.7,861.0,242.9,273.4,82.3,304.1,303.4,208.6,646.5,296.1,678.2,8.7,632.2,437.4,209.3,201.4,117.5,199.4,540.2,319.9,269.7,254.6,77.4,49.4,12.1,811.4,127.9,183.8,779.2,318.1,706.0,274.3,789.7,353.2,354.2,279.7,214.1
NF,435.3,672.1,568.5,1048.8,408.1,717.1,131.4,472.2,1067.3,1024.2,182.8,1008.6,186.0,286.8,230.7,281.0,349.9,65.1,7.4,346.1,1134.1,493.2,507.2,660.4,184.4,951.3,321.9,334.6,310.7,2160.8,530.8,309.1,933.3,565.8,210.1,497.0,507.6,1024.8,216.2,1106.9,667.1,521.1,532.8,617.0,46.9,980.1,325.2,80.5,341.4,355.7,999.0,532.2,232.0,723.0,85.2,535.5,793.2,474.4,891.2,339.3,745.8,878.2,230.9,321.8,428.7,264.5,415.4,244.9,523.8,375.4,186.0,643.7,57.4,1046.3,1080.9,543.4,867.8,995.5,603.6,274.8,524.2,512.2,474.0,325.8,0.0,282.5,1113.8,587.0,190.8,576.1,527.5,1006.7,225.7,704.2,521.9,443.8,606.4,236.8,687.4,900.5,524.0,146.0,439.2,537.4,642.2,118.5,1040.0,755.0,374.3,293.5,372.9,1103.5,201.9,366.7,1106.6,1137.2,284.6,278.2,852.6,434.1,1020.5,206.4,482.5,542.7,232.4,226.3,1103.5,1129.8,486.4,53.1,369.1,572.9,572.2,452.1,915.3,564.9,947.0,334.6,901.0,706.2,478.1,444.9,387.5,219.5,809.0,588.7,177.0,47.8,351.4,271.7,338.0,1080.2,255.7,262.5,1048.0,21.1,974.8,543.1,1058.5,622.0,623.0,117.9,482.9
NL,180.1,408.5,304.9,785.2,192.6,453.5,192.4,208.6,803.7,761.7,243.8,745.0,261.6,88.8,180.0,16.4,205.3,254.3,259.0,124.0,870.5,236.9,252.0,396.8,229.7,688.8,65.6,178.0,208.8,1912.7,267.2,91.1,669.7,302.2,178.6,240.7,251.3,761.2,174.0,843.3,377.2,264.8,269.2,353.4,277.6,717.6,146.1,211.3,240.6,225.5,735.4,269.7,154.0,459.4,267.2,279.2,529.6,210.8,627.6,137.2,482.2,588.3,144.5,219.9,226.6,146.1,160.2,192.6,233.9,164.4,261.6,380.1,224.4,783.8,817.3,280.9,577.9,705.6,340.0,172.9,234.3,255.9,217.7,126.7,265.2,0.0,850.2,323.4,159.3,312.5,263.9,743.1,272.1,440.6,265.6,180.2,342.8,282.1,423.8,638.0,267.7,221.6,238.2,273.8,352.3,300.5,776.4,465.1,176.7,104.6,144.5,839.9,158.4,164.6,843.0,873.6,138.0,95.0,589.0,170.5,756.9,174.9,226.2,286.4,174.3,145.6,841.0,867.3,230.1,241.7,136.6,283.0,309.7,195.8,651.7,294.7,683.4,135.5,637.4,442.6,214.5,188.6,185.4,141.5,545.4,326.2,239.1,222.9,96.2,139.1,138.9,816.6,105.9,115.9,784.4,286.4,711.2,280.6,794.9,358.4,360.5,248.0,193.0
NS,709.9,592.3,602.5,107.3,877.2,522.0,952.8,767.9,216.4,222.7,1004.2,207.1,1022.0,849.2,864.6,776.8,889.9,1014.7,1019.4,808.6,61.9,767.8,781.8,796.7,990.1,313.6,784.2,862.6,889.4,1956.7,685.0,851.5,436.0,702.1,884.2,771.6,817.8,185.2,934.4,159.5,587.3,795.7,769.1,753.3,1038.0,160.5,830.7,971.7,920.1,910.1,282.8,695.1,914.4,458.3,1027.6,810.1,511.1,743.4,393.9,821.8,412.9,380.9,919.9,900.5,911.2,830.7,725.6,968.0,686.7,885.3,1022.0,780.0,999.8,187.8,70.7,697.6,343.9,201.0,643.1,853.5,774.9,786.8,748.6,811.3,1025.6,775.3,0.0,646.1,919.7,712.4,763.8,290.5,1031.4,624.4,796.5,745.9,593.3,1042.5,573.6,337.9,834.2,982.0,921.7,764.6,778.5,1060.9,127.1,403.3,861.3,865.0,855.4,11.1,918.8,849.2,34.4,109.0,898.4,855.4,338.5,758.8,226.0,935.3,757.1,817.3,934.7,906.0,75.3,101.6,761.0,1002.1,847.5,628.2,598.8,726.7,294.9,694.6,263.3,820.1,378.3,842.5,749.8,719.5,870.0,901.9,349.2,631.7,998.4,983.3,782.6,823.7,823.5,44.7,866.3,876.3,197.1,1046.8,200.7,729.0,108.4,758.3,759.3,1008.4,736.2
NW,430.6,137.1,33.5,612.7,426.2,182.1,519.8,193.8,532.3,489.2,571.2,473.6,589.0,416.2,413.6,343.8,438.9,581.7,586.4,357.6,649.3,488.5,502.5,222.6,557.1,416.3,331.2,411.6,438.4,1990.9,176.7,418.5,398.3,128.0,433.2,492.3,502.9,690.6,480.0,571.9,132.1,516.4,260.8,179.2,605.0,665.9,379.7,538.7,469.1,459.1,464.0,121.0,477.8,188.0,594.6,530.8,258.2,235.1,356.2,370.8,210.8,343.2,486.9,449.5,460.2,379.7,410.7,506.0,112.6,434.3,589.0,205.9,566.8,511.3,560.6,189.3,332.8,706.4,68.6,402.5,200.8,507.5,469.3,360.3,592.6,342.3,629.0,0.0,451.8,138.3,255.5,471.7,598.4,169.2,517.2,237.6,85.0,609.5,152.4,365.5,519.3,549.0,470.7,216.6,204.4,627.9,505.0,220.0,410.3,432.0,404.4,618.7,485.8,398.2,621.8,632.4,465.4,422.4,667.2,248.7,731.4,470.2,477.8,538.0,501.7,473.0,598.7,625.0,481.7,569.1,396.5,119.9,37.2,447.4,380.3,120.5,412.0,369.1,366.0,268.4,179.7,440.2,419.0,468.9,274.0,116.9,565.4,550.3,331.6,372.7,372.5,595.4,433.3,443.3,513.0,613.8,706.1,154.9,523.5,184.2,185.2,575.4,162.1
NZ,269.7,481.2,377.6,857.9,217.2,526.2,95.5,281.3,876.4,833.3,146.9,817.7,164.7,142.5,39.8,136.7,159.0,157.4,162.1,155.2,943.2,327.6,341.6,469.5,148.5,760.4,177.6,143.7,119.8,1985.4,339.9,164.8,742.4,374.9,19.2,331.4,342.0,833.9,28.1,916.0,476.2,355.5,341.9,426.1,180.7,789.2,134.3,114.4,150.5,164.8,808.1,341.3,43.9,532.1,170.3,369.9,602.3,283.5,700.3,148.4,554.9,687.3,138.6,130.9,237.8,73.6,249.8,48.2,332.9,184.5,164.7,452.8,142.5,855.4,890.0,352.5,676.9,804.6,412.7,83.9,333.3,346.6,308.4,134.9,168.3,138.2,922.9,396.1,0.0,385.2,336.6,815.8,189.8,513.3,356.3,252.9,415.5,200.9,496.5,709.6,358.4,124.7,248.3,346.5,451.3,203.6,849.1,564.1,183.4,149.2,182.0,912.6,137.5,175.8,915.7,946.3,140.3,133.9,661.7,243.2,829.6,18.3,316.9,377.1,117.0,88.3,912.6,938.9,320.8,144.8,178.2,382.0,381.3,286.5,724.4,374.0,756.1,143.7,710.1,515.3,287.2,279.3,196.6,120.6,618.1,397.8,141.1,126.0,155.3,80.8,147.1,889.3,111.4,118.2,857.1,189.5,783.9,352.2,867.6,431.1,432.1,151.1,292.0
OA,427.1,210.8,107.2,686.4,422.7,255.8,516.3,190.3,606.0,562.9,567.7,547.3,585.5,412.7,410.1,340.3,435.4,578.2,582.9,354.1,723.0,485.0,499.0,117.1,553.6,490.0,327.7,408.1,434.9,1987.4,231.2,415.0,472.0,55.7,429.7,488.8,499.4,764.3,476.5,645.6,205.8,512.9,271.5,97.5,601.5,739.6,376.2,535.2,465.6,455.6,537.7,117.5,474.3,261.7,591.1,527.3,331.9,245.8,429.9,367.3,284.5,416.9,483.4,446.0,456.7,376.2,407.2,496.7,109.1,430.8,585.5,124.2,563.3,585.0,634.3,243.8,406.5,780.1,142.3,399.0,197.3,504.0,465.8,356.8,589.1,338.8,702.7,125.7,448.3,0.0,266.2,545.4,594.9,242.9,513.7,236.5,155.8,606.0,226.1,439.2,515.8,545.5,467.2,213.1,98.9,624.4,578.7,293.7,406.8,428.5,400.9,692.4,482.3,394.7,695.5,706.1,461.9,418.9,663.7,245.2,805.1,466.7,474.3,534.5,498.2,469.5,672.4,698.7,478.2,565.6,393.0,174.4,110.9,443.9,454.0,117.0,485.7,365.6,439.7,162.9,176.2,436.7,415.5,465.4,347.7,127.4,561.9,546.8,328.1,369.2,369.0,669.1,429.8,439.8,586.7,610.3,785.9,151.4,597.2,78.7,79.7,571.9,158.6
