from_stop,AB,AE,AF,AH,AN,AO,AP,AW,AX,AZ,CF,CG,CH,CJ,CX,DL,DZ,EF,EJ,EQ,EW,FH,FM,FU,FW,FX,FY,GB,GC,GD,GE,GH,GN,GQ,GS,GW,GX,GY,HD,HH,HK,HS,HT,IE,IJ,IX,JG,JR,JS,JU,JV,JX,JY,KF,KJ,KK,KO,KS,KT,KZ,LQ,LU,LV,LX,LY,MY,NG,NT,NW,NZ,OB,OG,OK,OP,PI,PN,PQ,PT,PW,PX,QC,QD,QH,QM,QO,RC,RN,RU,RV,SF,SN,SW,SX,SY,SZ,TG,TM,TP,TS,UO,US,UT,VB,VF,VU,VY,WS,WX,XN,YA,YJ,YK,YQ,YZ,ZC,ZH,ZQ
QM,606.4,225.2,211.3,785.5,162.5,849.2,213.7,556.0,1005.7,336.7,198.9,180.0,1038.7,532.7,750.9,149.5,1055.0,147.0,305.0,244.9,964.3,157.9,321.3,200.2,558.9,654.9,1059.5,561.7,552.7,175.6,857.8,194.2,262.7,912.1,1023.6,215.5,1838.0,767.1,178.4,255.4,196.1,312.8,544.7,699.6,170.4,977.4,181.3,1028.6,699.8,330.9,180.0,998.9,198.7,1003.0,168.8,1046.6,161.9,193.5,198.8,929.8,93.1,767.1,562.2,439.8,180.0,516.5,1066.5,551.5,233.3,177.5,263.2,657.8,247.6,564.6,40.4,237.2,565.6,952.1,612.9,536.7,643.4,463.0,595.8,0.0,89.8,277.1,144.6,474.2,216.5,260.2,607.2,574.1,658.3,996.3,689.1,529.6,93.0,320.2,447.8,414.9,500.5,179.6,213.7,247.1,210.9,814.6,1060.7,294.1,1033.6,226.9,549.5,215.1,947.2,186.1,512.6,560.5,244.2
QO,553.3,135.3,227.7,732.4,90.6,796.1,123.8,533.2,915.8,342.9,109.0,182.7,948.8,461.6,697.8,147.9,965.1,57.1,215.1,259.8,911.2,172.8,327.5,110.3,462.6,601.8,969.6,584.0,575.0,192.0,804.7,209.1,172.8,859.0,970.5,125.6,1748.1,714.0,194.8,247.6,212.5,319.0,491.6,646.5,80.5,887.5,179.7,975.5,646.7,337.1,182.7,909.0,108.8,913.1,78.9,956.7,178.3,103.6,215.2,876.7,3.2,714.0,509.1,462.1,182.7,472.0,976.6,455.2,249.7,87.6,278.1,604.7,262.5,493.5,55.3,253.6,512.5,899.0,559.8,465.6,590.3,485.3,542.7,78.4,0.0,292.0,54.7,403.2,126.6,224.4,584.4,521.0,605.2,906.4,636.0,458.5,47.5,326.4,462.5,392.1,456.0,107.7,123.8,157.2,121.0,761.5,1007.6,204.2,943.7,137.0,478.4,231.5,894.1,202.5,416.3,537.7,259.1
RC,453.5,422.7,325.7,632.6,360.0,696.3,411.2,403.1,1040.2,259.8,396.4,377.5,956.2,379.8,598.0,347.0,972.5,344.5,502.5,124.1,811.4,122.9,238.1,397.7,406.0,502.0,1047.9,408.8,399.8,373.1,704.9,237.7,460.2,759.2,870.7,413.0,1959.2,614.2,314.8,306.0,393.6,191.8,391.8,546.7,367.9,1034.3,378.8,875.7,546.9,247.7,377.5,1034.8,396.2,1017.0,366.3,993.7,359.4,391.0,396.3,776.9,290.6,614.2,409.3,286.9,377.5,363.6,990.6,398.6,430.8,375.0,261.4,504.9,88.3,411.7,232.7,434.7,412.7,799.2,460.0,383.8,490.5,310.1,442.9,281.0,287.3,0.0,342.1,321.3,414.0,282.8,454.3,421.2,505.4,1030.8,536.2,376.7,290.5,199.2,294.9,262.0,347.6,377.1,411.2,444.6,408.4,661.7,907.8,397.3,1045.5,424.4,396.6,339.5,794.3,383.6,359.7,407.6,287.7
RN,590.2,128.4,172.9,769.3,179.4,833.0,116.9,570.1,952.7,298.3,165.0,127.9,985.7,498.5,734.7,93.1,1002.0,113.1,271.1,402.7,948.1,235.2,282.9,103.4,499.5,638.7,1006.5,620.9,611.9,137.2,841.6,271.5,228.8,895.9,1007.4,181.6,1785.0,750.9,140.0,217.0,157.7,274.4,528.5,683.4,136.5,924.4,124.9,1012.4,683.6,292.5,127.9,945.9,164.8,950.0,134.9,993.6,123.5,96.7,160.4,913.6,110.0,750.9,546.0,499.0,127.9,508.9,1013.5,492.1,194.9,143.6,340.5,641.6,324.9,530.4,117.7,198.8,549.4,935.9,596.7,502.5,627.2,522.2,579.6,140.8,106.7,404.4,0.0,440.1,119.7,221.8,621.3,557.9,642.1,943.3,672.9,495.4,91.9,281.8,499.4,429.0,492.9,196.5,116.9,141.2,177.0,798.4,1044.5,241.1,980.6,130.1,515.3,176.7,931.0,147.7,453.2,574.6,321.5
RU,175.3,502.3,400.8,354.4,524.4,418.1,610.6,241.6,762.0,334.9,392.5,499.9,758.0,83.6,319.8,501.1,774.3,449.3,498.6,323.5,533.2,322.3,313.2,425.3,84.6,223.8,769.7,180.7,171.7,466.7,426.7,437.1,456.3,481.0,592.5,409.1,1923.3,336.0,389.9,381.1,447.3,266.9,113.6,268.5,383.8,756.1,532.9,597.5,268.7,322.8,499.9,756.6,392.3,738.8,471.1,715.5,433.0,445.2,474.2,498.7,490.0,336.0,131.1,58.8,499.9,68.7,712.4,77.2,484.5,479.8,460.8,226.7,342.8,115.5,432.1,488.4,134.5,521.0,181.8,87.6,212.3,82.0,164.7,480.4,486.7,325.2,487.8,0.0,613.4,357.9,292.8,143.0,227.2,752.6,258.0,80.5,481.9,274.3,66.8,102.2,52.7,541.5,610.6,421.1,404.5,383.5,629.6,374.7,767.3,509.0,100.4,414.6,516.1,437.3,38.3,246.1,487.1
RV,643.4,181.6,313.6,822.5,262.2,886.2,2.7,623.3,1005.9,389.2,238.7,277.2,1038.9,551.7,787.9,242.4,1055.2,194.5,344.8,493.6,1001.3,344.4,373.8,162.0,552.7,691.9,1059.7,674.1,665.1,286.5,894.8,380.7,302.5,949.1,1060.6,255.3,1838.2,804.1,289.3,293.9,307.0,365.3,581.7,736.6,217.9,977.6,274.2,1065.6,736.8,383.4,277.2,999.1,238.5,1003.2,216.3,1046.8,272.8,167.9,309.7,966.8,167.9,804.1,599.2,552.2,277.2,562.1,1066.7,545.3,344.2,225.0,449.7,694.8,434.1,583.6,226.9,348.1,602.6,989.1,649.9,555.7,680.4,575.4,632.8,250.0,171.5,495.3,149.2,493.3,0.0,270.7,674.5,611.1,695.3,996.5,726.1,548.6,241.2,372.7,552.6,482.2,546.1,279.3,2.7,194.4,250.7,851.6,1097.7,294.3,1033.8,183.3,568.5,326.0,984.2,297.0,506.4,627.8,430.7
SF,502.2,328.3,64.9,681.3,281.4,745.0,316.8,451.8,918.3,172.7,224.5,211.9,951.3,428.5,646.7,213.1,967.6,265.9,330.6,277.1,860.1,275.9,157.3,303.3,454.7,550.7,972.1,457.5,448.5,178.7,753.6,390.7,288.3,807.9,919.4,241.1,1750.6,662.9,101.9,23.1,159.3,148.8,440.5,595.4,289.3,890.0,244.9,924.4,595.6,166.9,211.9,911.5,224.3,915.6,287.7,959.2,145.0,296.6,186.2,825.6,212.0,662.9,458.0,335.6,211.9,412.3,979.1,447.3,196.5,296.4,414.4,553.6,296.4,460.4,219.7,200.4,461.4,847.9,508.7,432.5,539.2,358.8,491.6,242.8,208.7,278.8,199.8,370.0,319.6,0.0,503.0,469.9,554.1,908.9,584.9,425.4,193.9,156.2,343.6,310.7,396.3,298.5,316.8,216.4,236.5,710.4,956.5,188.7,946.2,330.0,445.3,126.6,843.0,149.3,408.4,456.3,440.7
SN,362.7,771.7,550.4,541.8,709.0,605.5,760.2,127.6,639.2,484.5,635.4,649.5,557.9,289.0,507.2,650.7,574.2,692.2,741.5,473.1,720.6,471.9,462.8,668.2,319.6,411.2,623.4,191.0,161.6,616.3,614.1,586.7,699.2,668.4,779.9,652.0,1686.5,523.4,539.5,530.7,596.9,416.5,301.0,455.9,626.7,594.1,682.5,784.9,456.1,472.4,649.5,567.7,635.2,549.9,714.0,681.3,582.6,688.1,623.8,686.1,639.6,523.4,318.5,231.2,649.5,322.4,701.2,312.2,634.1,722.7,610.4,414.1,492.4,320.9,581.7,638.0,321.9,708.4,369.2,293.0,399.7,208.0,352.1,630.0,636.3,474.8,637.4,280.1,763.0,507.5,0.0,330.4,414.6,629.8,445.4,285.9,631.5,423.9,223.2,207.2,306.4,726.1,760.2,649.7,647.4,570.9,817.0,617.6,668.3,773.4,305.8,564.2,703.5,586.9,270.7,56.9,636.7
SW,100.3,584.3,487.0,279.4,606.4,343.1,696.8,278.2,687.0,421.1,474.5,586.1,683.0,119.6,244.8,587.3,699.3,531.3,580.6,409.7,458.2,408.5,399.4,507.3,130.2,148.8,694.7,217.3,208.3,552.9,351.7,523.3,538.3,406.0,517.5,491.1,1959.9,261.0,476.1,467.3,533.5,353.1,38.6,193.5,465.8,681.1,619.1,522.5,193.7,409.0,586.1,681.6,474.3,663.8,553.1,640.5,519.2,527.2,560.4,423.7,512.1,261.0,13.1,110.5,586.1,201.7,637.4,122.8,570.7,561.8,547.0,151.7,429.0,151.5,518.3,574.6,87.5,446.0,106.8,123.6,137.3,118.6,21.6,566.6,515.7,411.4,574.0,127.2,699.6,444.1,329.4,0.0,152.2,677.6,183.0,116.5,563.3,360.5,102.5,188.4,185.7,623.5,696.8,503.1,486.5,308.5,554.6,456.7,692.3,591.0,136.4,500.8,441.1,523.5,81.3,282.7,573.3
SX,112.5,671.4,574.1,178.8,693.5,242.5,783.9,365.3,586.4,508.2,561.6,673.2,582.4,206.7,92.5,674.4,598.7,618.4,667.7,496.8,357.6,495.6,486.5,594.4,217.3,78.7,594.1,304.4,295.4,640.0,251.1,610.4,625.4,305.4,416.9,578.2,2047.0,160.4,563.2,554.4,620.6,440.2,108.4,41.2,552.9,580.5,706.2,421.9,205.9,496.1,673.2,581.0,561.4,563.2,640.2,539.9,606.3,614.3,647.5,323.1,599.2,108.7,123.2,197.6,673.2,288.8,536.8,209.9,657.8,648.9,634.1,81.6,516.1,238.6,605.4,661.7,174.6,345.4,136.9,210.7,149.5,205.7,156.8,653.7,602.8,498.5,661.1,214.3,786.7,531.2,416.5,135.1,0.0,577.0,195.2,203.6,650.4,447.6,189.6,275.5,272.8,710.6,783.9,590.2,573.6,156.2,454.0,543.8,591.7,678.1,223.5,587.9,340.5,610.6,168.4,369.8,660.4
SY,592.7,1185.6,1088.3,373.1,1207.7,309.9,1298.1,644.7,9.4,1022.4,1075.8,1187.4,134.7,720.9,516.4,1188.6,151.0,1132.6,1181.9,1011.0,287.2,1009.8,1000.7,1108.6,731.5,633.6,83.4,708.1,678.7,1154.2,389.9,1124.6,1139.6,304.6,231.2,1092.4,1875.8,391.5,1077.4,1068.6,1134.8,954.4,622.6,511.1,1067.1,61.7,1220.4,236.2,629.1,1010.3,1187.4,63.2,1075.6,78.6,1154.4,88.5,1120.5,1128.5,1161.7,297.7,1113.4,532.6,637.4,711.8,1187.4,803.0,108.4,724.1,1172.0,1163.1,1148.3,636.5,1030.3,752.8,1119.6,1175.9,688.8,275.0,651.1,724.9,572.7,725.1,671.0,1167.9,1117.0,1012.7,1175.3,728.5,1300.9,1045.4,593.1,649.3,554.8,0.0,618.4,717.8,1164.6,961.8,703.8,724.3,787.0,1224.8,1298.1,1104.4,1087.8,465.1,268.3,1058.0,75.5,1192.3,737.7,1102.1,315.1,1124.8,682.6,574.0,1174.6
SZ,127.7,720.6,623.3,229.8,742.7,293.5,833.1,414.5,637.4,557.4,610.8,722.4,633.4,255.9,286.2,723.6,649.7,667.6,716.9,546.0,408.6,544.8,535.7,643.6,266.5,190.2,645.1,353.6,344.6,689.2,302.1,659.6,674.6,356.4,467.9,627.4,2096.2,211.4,612.4,603.6,669.8,489.4,157.6,234.9,602.1,631.5,755.4,472.9,61.0,545.3,722.4,632.0,610.6,614.2,689.4,590.9,655.5,663.5,696.7,374.1,648.4,302.4,172.4,246.8,722.4,338.0,587.8,259.1,707.0,698.1,683.3,193.1,565.3,287.8,654.6,710.9,223.8,396.4,186.1,259.9,46.3,254.9,206.0,702.9,652.0,547.7,710.3,263.5,835.9,580.4,465.7,184.3,193.6,628.0,0.0,252.8,699.6,496.8,238.8,324.7,322.0,759.8,833.1,639.4,622.8,284.3,505.0,593.0,642.7,727.3,272.7,637.1,391.5,659.8,217.6,419.0,709.6
TG,159.0,552.0,472.7,338.1,574.1,401.8,564.7,263.9,745.7,406.8,442.2,571.8,741.7,23.3,303.5,573.0,758.0,499.0,548.3,395.4,516.9,394.2,385.1,475.0,97.9,207.5,753.4,203.0,194.0,538.6,410.4,509.0,506.0,464.7,576.2,458.8,1945.6,319.7,461.8,453.0,519.2,338.8,97.3,252.2,433.5,739.8,604.8,581.2,252.4,394.7,571.8,740.3,442.0,722.5,520.8,699.2,504.9,494.9,546.1,482.4,479.8,319.7,114.8,96.2,571.8,163.7,696.1,90.5,556.4,529.5,532.7,210.4,414.7,55.2,504.0,560.3,118.2,504.7,165.5,7.0,196.0,104.3,148.4,561.9,483.4,397.1,524.0,94.9,567.5,429.8,315.1,126.7,210.9,736.3,241.7,0.0,531.0,346.2,88.2,174.1,147.7,591.2,564.7,470.8,454.2,367.2,613.3,424.4,751.0,558.7,19.8,486.5,499.8,509.2,49.0,268.4,559.0
TM,610.7,230.6,157.2,789.8,126.4,853.5,219.1,560.3,969.6,282.6,162.8,125.9,1002.6,515.4,755.2,95.4,1018.9,110.9,268.9,249.2,968.6,162.2,267.2,205.6,516.4,659.2,1023.4,566.0,557.0,121.5,862.1,198.5,226.6,916.4,1027.9,179.4,1801.9,771.4,124.3,201.3,142.0,258.7,549.0,703.9,134.3,941.3,127.2,1032.9,704.1,276.8,125.9,962.8,162.6,966.9,132.7,1010.5,107.8,198.9,144.7,934.1,57.0,771.4,566.5,444.1,125.9,520.8,1030.4,509.0,179.2,141.4,267.5,662.1,251.9,547.3,44.7,183.1,569.9,956.4,617.2,519.4,647.7,467.3,600.1,67.8,53.7,281.4,102.1,478.5,221.9,206.1,611.5,578.4,662.6,960.2,693.4,512.3,0.0,266.1,452.1,419.2,504.8,143.5,219.1,243.4,174.8,818.9,1065.0,258.0,997.5,232.3,532.2,161.0,951.5,132.0,470.1,564.8,248.5
TP,414.4,488.5,214.9,593.5,425.8,657.8,477.0,364.6,1001.7,149.6,322.9,314.6,917.7,341.3,559.5,315.8,933.4,409.7,428.4,189.9,772.9,188.7,127.9,322.8,367.5,463.5,1009.4,370.3,358.8,281.4,666.4,293.4,386.7,720.7,832.2,339.5,1849.0,575.7,204.6,195.8,276.7,7.4,352.7,507.6,314.2,988.4,347.6,837.2,507.8,137.5,314.0,1009.9,322.7,978.5,432.1,965.2,247.1,342.1,288.9,738.4,356.4,575.7,370.8,247.8,314.6,324.5,952.1,360.1,299.2,448.9,327.2,466.4,209.2,373.2,296.4,302.5,374.2,760.7,421.5,345.3,451.4,271.6,404.4,346.8,353.1,191.6,302.5,282.8,479.8,172.6,415.8,382.7,466.9,992.3,497.7,338.2,296.6,0.0,256.4,223.5,309.1,442.3,477.0,314.8,334.9,623.2,868.7,287.1,1007.0,443.3,357.5,229.3,755.8,251.4,321.2,369.1,353.5
TS,158.5,605.7,384.4,337.6,543.0,401.3,594.2,174.7,745.2,318.5,449.4,483.5,741.2,84.8,303.0,484.7,757.5,506.2,555.5,307.1,516.4,305.9,296.8,491.7,115.4,207.0,752.9,113.8,104.8,450.3,409.9,420.7,513.2,464.2,575.7,466.0,1856.4,319.2,373.5,364.7,430.9,250.5,96.8,251.7,440.7,739.3,516.5,580.7,251.9,306.4,483.5,739.8,449.2,722.0,528.0,698.7,416.6,511.6,457.8,481.9,473.6,319.2,114.3,8.0,483.5,99.1,695.6,108.0,468.1,536.7,444.4,209.9,326.4,116.7,415.7,472.0,117.7,504.2,165.0,88.8,195.5,15.1,147.9,464.0,470.3,308.8,471.4,56.8,597.0,341.5,225.9,126.2,210.4,735.8,241.2,81.7,465.5,257.9,0.0,85.8,83.1,560.1,594.2,483.7,461.4,366.7,612.8,456.0,750.5,607.4,101.6,398.2,499.3,420.9,95.2,179.2,470.7
UO,216.0,564.4,343.1,395.1,501.7,458.8,552.9,141.0,802.7,277.2,428.1,442.2,694.1,142.3,360.5,443.4,710.4,484.9,534.2,265.8,573.9,264.6,255.5,460.9,168.5,264.5,810.4,171.3,162.3,409.0,467.4,379.4,491.9,521.7,633.2,444.7,1822.7,376.7,332.2,323.4,389.6,209.2,154.3,309.2,419.4,796.8,475.2,638.2,309.4,265.1,442.2,703.9,427.9,686.1,506.7,756.2,375.3,480.8,416.5,539.4,432.3,376.7,171.8,49.4,442.2,126.1,753.1,161.1,426.8,515.4,403.1,267.4,285.1,174.2,374.4,430.7,175.2,561.7,222.5,146.3,253.0,72.6,205.4,422.7,429.0,267.5,430.1,83.8,555.7,300.2,192.2,183.7,267.9,793.3,298.7,139.2,424.2,216.6,57.4,0.0,110.1,518.8,552.9,442.4,440.1,424.2,670.3,410.3,808.0,566.1,159.1,356.9,556.8,379.6,122.2,145.5,429.4
US,238.1,638.4,417.1,417.2,575.7,480.9,626.9,257.9,824.8,351.2,455.3,516.2,820.8,146.4,382.6,517.4,837.1,512.1,561.4,339.8,596.0,338.6,329.5,524.4,147.4,286.6,832.5,197.0,188.0,483.0,489.5,453.4,519.1,543.8,655.3,471.9,1939.6,398.8,406.2,397.4,463.6,283.2,176.4,331.3,446.6,818.9,549.2,660.3,331.5,339.1,516.2,819.4,455.1,801.6,533.9,778.3,449.3,544.3,490.5,561.5,506.3,398.8,193.9,75.1,516.2,15.9,775.2,140.0,500.8,542.6,477.1,289.5,359.1,178.3,448.4,504.7,197.3,583.8,244.6,150.4,275.1,98.3,227.5,496.7,503.0,341.5,504.1,62.7,629.7,374.2,309.1,205.8,290.0,815.4,320.8,143.3,498.2,290.6,83.1,118.5,0.0,592.8,626.9,516.4,467.3,446.3,692.4,488.7,830.1,640.1,163.2,430.9,578.9,453.6,101.1,262.4,503.4
UT,674.6,256.6,269.1,853.7,19.1,917.4,245.1,654.2,1037.1,394.5,230.3,237.8,1070.1,582.9,819.1,207.3,1086.4,178.4,336.4,343.1,1032.5,256.1,379.1,231.6,583.9,723.1,1090.9,659.9,648.4,233.4,926.0,290.8,294.1,980.3,1091.8,246.9,1869.4,835.3,236.2,313.2,268.6,370.6,612.9,767.8,201.8,1008.8,239.1,1096.8,768.0,388.7,237.8,1030.3,230.1,1034.4,200.2,1088.0,219.7,224.9,256.6,998.0,124.5,835.3,630.4,538.0,237.8,614.7,1097.9,576.5,291.1,217.0,361.4,726.0,345.8,614.8,138.6,295.0,633.8,1020.3,681.1,586.9,711.6,561.2,664.0,161.7,121.2,375.3,176.0,524.5,247.9,318.0,705.4,642.3,726.5,1027.7,757.3,579.8,130.8,377.4,546.0,513.1,598.7,0.0,245.1,278.5,242.3,882.8,1128.9,325.5,1065.0,258.3,599.7,272.9,1015.4,243.9,537.6,658.7,342.4
VB,640.6,178.8,310.8,819.7,259.4,883.4,0.0,620.5,1003.1,386.4,235.9,274.4,1036.1,548.9,785.1,239.6,1052.4,191.7,342.0,490.8,998.5,341.6,371.0,159.2,549.9,689.1,1056.9,671.3,662.3,283.7,892.0,377.9,299.7,946.3,1057.8,252.5,1835.4,801.3,286.5,291.1,304.2,362.5,578.9,733.8,215.1,974.8,271.4,1062.8,734.0,380.6,274.4,996.3,235.7,1000.4,213.5,1044.0,270.0,165.1,306.9,964.0,165.1,801.3,596.4,549.4,274.4,559.3,1063.9,542.5,341.4,222.2,446.9,692.0,431.3,580.8,224.1,345.3,599.8,986.3,647.1,552.9,677.6,572.6,630.0,247.2,168.7,492.5,146.4,490.5,2.7,267.9,671.7,608.3,692.5,993.7,723.3,545.8,238.4,369.9,549.8,479.4,543.3,276.5,0.0,191.6,247.9,848.8,1094.9,291.5,1031.0,180.5,565.7,323.2,981.4,294.2,503.6,625.0,427.9
VF,528.8,181.0,244.2,707.9,256.0,771.6,193.7,508.7,891.3,319.8,124.1,280.8,924.3,437.1,673.3,246.0,940.6,180.9,230.2,424.2,886.7,338.2,304.4,104.0,438.1,577.3,945.1,559.5,550.5,290.1,780.2,374.5,187.9,834.5,946.0,140.7,1723.6,689.5,258.1,224.5,315.5,295.9,467.1,622.0,115.4,863.0,277.8,951.0,622.2,314.0,280.8,884.5,123.9,888.6,202.7,932.2,301.2,123.9,342.4,852.2,161.7,689.5,484.6,437.6,280.8,447.5,952.1,430.7,352.7,211.4,443.5,580.2,427.9,469.0,220.7,356.6,488.0,874.5,535.3,441.1,565.8,460.8,518.2,243.8,165.3,425.9,152.8,378.7,196.5,201.3,559.9,496.5,580.7,881.9,611.5,434.0,212.9,303.3,438.0,367.6,431.5,273.1,193.7,0.0,136.1,737.0,983.1,179.7,919.2,187.7,453.9,282.8,869.6,305.5,391.8,513.2,424.5
VU,551.3,236.4,266.7,730.4,218.9,794.1,237.9,531.2,913.8,342.3,11.5,282.8,946.8,459.6,695.8,252.3,963.1,143.8,94.0,388.1,909.2,301.1,326.9,159.4,460.6,599.8,967.6,582.0,573.0,278.4,802.7,337.4,51.7,857.0,968.5,25.0,1746.1,712.0,280.6,247.0,298.9,318.4,489.6,644.5,78.3,885.5,284.1,973.5,644.7,336.5,282.8,907.0,11.7,911.1,165.6,954.7,264.7,179.3,301.6,874.7,124.6,712.0,507.1,460.1,282.8,470.0,974.6,453.2,336.1,174.3,406.4,602.7,390.8,491.5,183.6,340.0,510.5,897.0,557.8,463.6,588.3,483.3,540.7,206.7,128.2,420.3,168.8,401.2,240.7,223.8,582.4,519.0,603.2,904.4,634.0,456.5,175.8,325.8,460.5,390.1,454.0,236.0,237.9,155.2,0.0,759.5,1005.6,202.2,941.7,243.1,476.4,305.3,892.1,288.9,414.3,535.7,387.4
VY,262.9,819.4,722.1,100.8,841.5,164.5,931.9,513.3,508.4,656.2,709.6,821.2,504.4,354.7,109.5,822.4,520.7,766.4,815.7,644.8,279.6,643.6,634.5,742.4,365.3,226.7,516.1,452.4,443.4,788.0,173.1,758.4,773.4,227.4,338.9,726.2,2195.0,82.4,711.2,702.4,768.6,588.2,256.4,104.2,700.9,502.5,854.2,343.9,299.3,644.1,821.2,503.0,709.4,485.2,788.2,461.9,754.3,762.3,795.5,245.1,747.2,125.7,271.2,345.6,821.2,436.8,458.8,357.9,805.8,796.9,782.1,229.6,664.1,386.6,753.4,809.7,322.6,267.4,284.9,358.7,242.9,353.7,304.8,801.7,750.8,646.5,809.1,362.3,934.7,679.2,564.5,283.1,147.9,499.0,288.6,351.6,798.4,595.6,337.6,423.5,420.8,858.6,931.9,738.2,721.6,0.0,376.0,691.8,513.7,826.1,371.5,735.9,262.5,758.6,316.4,517.8,808.4
WS,451.7,1044.6,947.3,232.1,1066.7,168.9,1157.1,738.5,279.7,881.4,934.8,1046.4,275.7,579.9,375.4,1047.6,292.0,991.6,1040.9,870.0,146.2,868.8,859.7,967.6,590.5,492.6,287.4,677.6,666.1,1013.2,248.9,973.5,998.6,163.6,54.0,951.4,2052.1,250.5,936.4,927.6,1008.5,813.4,481.6,370.1,926.1,273.8,1079.4,22.7,488.1,869.3,1046.4,274.3,934.6,256.5,1013.4,233.2,979.5,987.5,1020.7,156.7,972.4,391.6,496.4,570.8,1046.4,662.0,230.1,583.1,1031.0,1033.2,1007.3,495.5,889.3,611.8,976.5,1034.9,547.8,134.0,510.1,583.9,431.7,578.9,530.0,1026.9,976.0,871.7,1034.3,587.5,1159.9,904.4,769.4,508.3,413.8,270.3,477.4,576.8,1023.6,820.8,562.8,648.7,646.0,1083.8,1157.1,963.4,946.8,324.1,0.0,917.0,285.0,1051.3,596.7,961.1,174.1,983.8,541.6,750.3,1033.6
WX,524.9,301.7,222.3,704.0,305.5,767.7,314.4,504.8,887.4,297.9,173.6,346.2,920.4,433.2,669.4,347.4,936.7,230.4,279.7,402.3,882.8,401.1,282.5,224.7,434.2,573.4,941.2,555.6,546.6,313.0,776.3,424.0,237.4,830.6,942.1,190.2,1719.7,685.6,236.2,202.6,293.6,274.0,463.2,618.1,164.9,859.1,379.2,947.1,618.3,292.1,346.2,880.6,173.4,884.7,252.2,928.3,279.3,244.6,320.5,848.3,211.2,685.6,480.7,433.7,346.2,443.6,948.2,426.8,330.8,260.9,493.0,576.3,421.6,465.1,270.2,334.7,484.1,870.6,531.4,437.2,561.9,456.9,514.3,293.3,214.8,404.0,255.4,374.8,317.2,179.4,556.0,492.6,576.8,878.0,607.6,430.1,262.4,281.4,434.1,363.7,427.6,322.6,314.4,216.7,185.6,733.1,979.2,0.0,915.3,308.4,450.0,260.9,865.7,283.6,387.9,509.3,474.0
XN,615.5,1208.4,1111.1,395.9,1230.5,332.7,1320.9,690.1,113.0,1045.2,1098.6,1210.2,189.0,743.7,539.2,1211.4,205.3,1155.4,1204.7,1033.8,310.0,1032.6,1023.5,1131.4,754.3,656.4,146.8,753.5,724.1,1177.0,412.7,1147.4,1162.4,327.4,254.0,1115.2,1921.2,414.3,1100.2,1091.4,1157.6,977.2,645.4,533.9,1089.9,107.1,1243.2,259.0,651.9,1033.1,1210.2,108.6,1098.4,124.0,1177.2,111.3,1143.3,1151.3,1184.5,320.5,1136.2,555.4,660.2,734.6,1210.2,825.8,131.2,746.9,1194.8,1185.9,1171.1,659.3,1053.1,775.6,1142.4,1198.7,711.6,297.8,673.9,747.7,595.5,742.7,693.8,1190.7,1139.8,1035.5,1198.1,751.3,1323.7,1068.2,638.5,672.1,577.6,103.6,641.2,740.6,1187.4,984.6,726.6,769.7,809.8,1247.6,1320.9,1127.2,1110.6,487.9,291.1,1080.8,0.0,1215.1,760.5,1124.9,337.9,1147.6,705.4,619.4,1197.4
YA,584.9,127.8,255.1,800.9,259.8,864.6,187.7,601.7,984.3,367.6,217.1,274.8,1017.3,530.1,766.3,240.0,1033.6,192.1,323.2,472.0,979.7,342.0,352.2,140.4,531.1,670.3,1038.1,652.5,641.0,284.1,873.2,368.2,280.9,927.5,1039.0,233.7,1816.6,782.5,305.9,272.3,282.4,343.7,560.1,715.0,215.5,956.0,271.8,1044.0,715.2,361.8,237.9,977.5,216.9,981.6,213.9,1035.2,233.5,160.3,307.3,945.2,165.5,782.5,577.6,493.7,274.8,540.5,1008.2,523.7,341.8,230.7,447.3,673.2,431.7,562.0,226.5,345.7,581.0,967.5,628.3,534.1,658.8,553.8,611.2,247.6,169.1,473.7,146.8,471.7,190.5,249.1,652.9,589.5,673.7,974.9,704.5,527.0,238.8,350.5,531.0,460.6,524.5,240.0,187.7,172.8,229.1,830.0,1076.1,272.7,1012.2,0.0,546.9,330.6,962.6,294.6,484.8,606.2,428.3
YJ,180.4,573.4,494.1,359.5,595.5,423.2,586.1,285.3,767.1,428.2,463.6,593.2,763.1,44.7,324.9,594.4,779.4,520.4,569.7,416.8,538.3,415.6,406.5,496.4,119.3,228.9,774.8,224.4,212.9,560.0,431.8,528.8,527.4,486.1,597.6,480.2,1967.0,341.1,483.2,474.4,555.3,360.2,118.7,273.6,454.9,761.2,626.2,602.6,273.8,416.1,593.2,761.7,463.4,743.9,542.2,720.6,526.3,516.3,567.5,503.8,501.2,341.1,136.2,117.6,593.2,185.1,717.5,111.9,577.8,562.0,554.1,231.8,436.1,76.6,523.3,581.7,139.6,526.1,186.9,13.7,217.4,125.7,169.8,583.3,504.8,418.5,545.4,116.3,588.9,451.2,336.5,148.1,232.3,757.7,263.1,21.3,552.4,367.0,109.6,195.5,169.1,612.6,586.1,492.2,475.6,388.6,634.7,445.8,772.4,580.1,0.0,507.9,521.2,530.6,70.4,289.8,580.4
