from_stop,AC,AJ,AR,AY,BD,BJ,BN,BO,BQ,BR,BZ,CA,CC,CF,CM,CP,CU,CX,DA,DC,DK,DL,DQ,DU,EK,EL,EV,EX,EZ,FB,FE,FM,FP,FV,GD,GE,GJ,GK,GR,HA,HC,HJ,HM,HN,HU,HZ,IG,IH,IR,IS,IW,IZ,JI,JL,JR,JZ,KH,KJ,KY,LD,LI,LN,LR,LU,LY,MI,MW,NA,NB,NL,NR,NS,OM,OO,OR,OT,OV,OW,PA,PC,PI,PL,PO,PS,PU,PV,PW,QE,QK,QY,RC,RE,RH,RN,RU,SA,SU,SW,TH,TI,TK,TQ,TR,TX,UF,UG,UH,UT,UV,UY,VI,VL,VM,VQ,VR,VZ,WP,WQ,WR,WU,WW,WX,XE,XF,XJ,XO,XS,XY,YR,YX,ZA,ZF,ZJ,ZN,ZO,ZU
NS,700.2,723.3,502.1,239.1,267.3,630.5,560.4,631.8,471.3,572.8,542.6,365.2,334.9,544.9,512.7,462.7,584.0,500.2,495.6,774.1,399.9,585.4,379.7,619.8,77.0,538.6,561.7,381.8,363.3,778.7,60.8,659.6,602.1,616.3,627.9,709.7,520.2,162.4,256.4,653.6,425.1,2318.0,715.1,321.8,394.7,559.0,514.5,519.0,526.3,489.3,725.9,770.3,746.8,474.2,574.8,464.3,687.3,911.9,571.4,592.9,758.1,91.0,629.2,155.9,654.4,678.2,566.7,568.7,629.6,695.2,862.1,0.0,634.4,144.6,697.9,459.1,96.7,584.5,652.2,652.3,607.9,666.2,482.7,731.9,541.9,520.0,549.0,646.8,580.3,643.7,536.2,469.1,461.6,604.9,232.9,619.0,810.4,696.8,549.6,260.2,434.5,400.1,625.5,686.4,532.4,538.1,546.0,487.8,487.3,222.8,632.7,374.0,669.2,206.9,478.9,21.7,601.7,669.0,192.0,353.6,536.4,623.3,650.8,470.1,396.1,409.6,202.5,386.6,608.8,549.0,575.5,489.5,497.0,480.8,702.3,562.3
OM,143.0,279.8,362.5,523.3,674.7,687.8,227.8,234.7,610.2,667.6,246.6,478.0,454.0,257.8,607.5,557.5,687.3,591.9,606.2,693.5,494.7,188.3,679.9,429.7,591.2,633.4,690.8,640.9,559.9,698.1,699.5,22.4,731.2,381.4,230.8,266.2,306.8,598.1,663.8,554.3,519.9,2456.9,80.6,452.6,507.5,650.7,401.4,610.7,292.9,620.8,91.4,628.0,666.2,613.1,131.3,559.1,52.8,831.3,266.3,149.4,849.8,678.9,152.1,705.7,257.3,234.7,475.5,171.6,580.5,60.7,781.5,638.6,0.0,501.1,300.8,588.2,714.9,279.4,480.5,755.6,245.1,466.5,574.4,97.4,313.5,453.9,261.9,750.1,275.2,492.1,648.1,398.2,408.7,299.8,597.8,467.4,668.1,616.2,278.1,555.1,529.3,230.4,257.0,289.3,256.9,304.7,637.7,616.9,503.4,606.2,724.4,486.8,259.3,635.7,573.7,648.3,705.0,225.5,579.2,466.4,631.2,232.2,377.2,564.9,676.3,504.4,601.1,499.4,211.7,643.8,670.3,584.3,617.4,676.7,67.8,275.2
OO,632.8,578.6,514.3,324.1,283.8,643.5,526.6,487.1,326.6,585.8,545.4,378.2,364.7,546.5,525.7,475.7,597.0,355.5,508.6,629.4,412.9,440.7,392.7,632.0,90.0,551.6,574.7,394.8,376.3,641.8,145.8,514.9,615.1,628.5,483.2,565.0,532.4,247.4,292.9,508.9,438.1,2173.3,570.4,334.8,407.7,414.3,526.7,374.3,601.5,502.3,581.2,625.6,602.1,329.5,430.1,477.3,542.6,767.2,583.6,448.2,613.4,104.0,624.8,240.9,509.7,533.5,577.1,424.0,484.9,550.5,717.4,137.4,489.7,0.0,553.2,472.1,181.7,596.7,678.8,665.3,609.4,668.8,338.0,587.2,554.1,546.6,542.0,659.8,592.5,662.2,391.5,432.6,517.2,617.1,303.7,657.3,665.7,552.1,605.1,345.2,447.5,255.4,555.8,541.7,555.7,613.3,401.3,500.8,500.3,293.6,488.0,387.0,670.7,219.9,491.9,147.1,614.7,524.3,205.0,366.6,549.4,624.8,663.0,483.1,409.1,422.6,287.5,399.6,464.1,562.0,588.5,502.5,352.3,493.8,557.6,528.6
OR,471.9,417.7,504.0,664.8,816.2,829.3,365.7,223.6,681.7,809.1,384.5,619.5,595.5,505.9,749.0,699.0,838.3,663.4,747.7,765.0,636.2,177.2,821.4,580.8,662.7,774.9,813.8,782.4,701.4,769.6,718.5,354.0,854.2,577.3,85.1,404.1,481.2,739.6,805.3,625.8,661.4,2528.4,409.5,594.1,649.0,722.2,542.9,682.2,487.3,762.3,420.3,699.5,737.7,684.6,269.2,700.6,381.7,902.8,532.4,287.3,921.3,676.7,486.9,847.2,50.1,372.6,655.3,160.5,652.0,389.6,853.0,710.1,328.8,572.6,0.0,711.2,754.4,545.5,631.6,906.6,574.0,617.6,645.9,426.3,502.9,608.6,510.0,901.1,541.3,690.8,719.6,539.7,550.2,565.9,739.3,674.2,739.6,687.7,510.6,696.6,670.8,301.9,394.9,13.8,394.8,499.1,709.2,739.9,626.4,747.7,795.9,628.3,588.2,777.2,715.2,719.8,856.0,363.4,720.7,607.9,772.7,561.1,611.8,706.4,817.8,645.9,742.6,640.9,200.6,785.3,811.8,725.8,688.9,818.2,396.7,523.3
OT,514.3,569.7,291.6,385.7,401.8,171.3,349.9,627.5,814.2,197.5,332.1,114.0,316.4,334.4,292.7,280.3,175.0,843.1,286.9,918.9,186.3,581.1,399.6,311.6,396.7,252.6,102.5,361.5,335.9,898.4,455.7,616.8,142.9,348.8,623.6,556.1,309.7,460.5,410.9,779.7,211.5,2656.7,655.8,154.8,83.7,901.9,304.0,861.9,343.4,312.4,666.6,842.3,891.6,817.1,482.4,250.7,541.5,1056.7,331.9,425.6,1101.0,381.1,443.3,550.8,650.1,524.6,179.9,564.4,805.9,534.1,1006.9,447.3,594.3,487.5,693.6,0.0,491.6,319.2,263.6,205.3,422.0,277.6,825.6,672.6,331.4,131.4,338.5,206.0,323.1,255.1,879.1,214.6,172.3,371.5,421.7,230.4,882.4,841.6,339.1,417.5,243.3,623.2,415.0,682.1,321.9,355.2,888.9,28.6,85.1,411.6,975.6,105.3,483.3,337.9,254.4,457.0,192.7,425.8,281.4,126.3,231.4,437.4,406.4,272.7,397.8,196.0,463.5,92.7,604.5,188.4,234.9,191.8,839.9,368.3,596.0,351.8
OV,647.4,765.8,449.3,186.3,170.5,673.0,507.6,674.3,513.8,615.3,489.8,407.7,282.1,492.1,555.2,505.2,626.5,542.7,538.1,816.6,442.4,627.9,422.2,567.0,119.5,581.1,604.2,424.3,349.6,829.0,48.5,702.1,644.6,563.5,670.4,752.2,467.4,109.6,159.6,696.1,467.6,2360.5,757.6,364.3,437.2,601.5,461.7,561.5,473.5,531.8,768.4,812.8,789.3,516.7,617.3,506.8,729.8,954.4,518.6,635.4,800.6,133.5,570.5,103.1,696.9,720.7,513.9,611.2,672.1,667.2,904.6,108.9,676.9,187.1,740.4,501.6,0.0,531.7,599.4,694.8,555.1,613.4,525.2,774.4,489.1,467.2,496.2,689.3,527.5,582.8,578.7,416.3,408.8,552.1,136.1,577.9,852.9,739.3,496.8,207.4,477.0,442.6,572.7,728.9,479.6,485.3,588.5,530.3,485.0,126.0,675.2,416.5,616.4,249.4,521.4,114.6,644.2,583.5,234.5,396.1,578.9,570.5,598.0,512.6,438.6,452.1,149.7,429.1,651.3,591.5,618.0,532.0,539.5,523.3,744.8,509.5
OW,195.0,399.6,182.4,343.2,494.6,480.1,179.8,457.4,728.3,506.3,162.0,345.8,273.9,57.7,427.4,377.4,407.8,710.0,426.1,642.2,314.6,411.0,499.8,150.2,514.4,453.3,411.3,460.8,379.8,621.7,519.4,297.5,451.7,101.9,453.5,386.0,124.7,418.0,483.7,503.0,339.8,2575.0,336.5,272.5,315.5,768.8,221.3,728.8,148.8,440.7,347.3,565.6,614.9,731.2,312.3,379.0,222.2,780.0,12.6,255.5,850.5,498.8,118.1,525.6,480.0,354.5,196.0,394.3,529.2,214.8,730.2,565.0,275.0,605.2,523.5,308.7,534.8,0.0,201.0,476.1,102.7,187.0,692.5,353.3,182.4,174.4,61.8,470.6,3.9,204.5,766.2,218.1,227.0,52.2,417.7,187.9,605.7,564.9,116.4,375.0,349.2,453.1,244.9,512.0,151.8,160.6,755.8,337.4,223.9,426.1,687.3,337.1,164.0,455.6,393.6,574.7,425.5,255.7,399.1,358.1,540.2,118.1,97.7,384.8,496.2,324.3,421.0,324.5,434.4,497.2,543.7,404.2,735.5,496.6,276.7,75.1
PA,395.7,488.1,304.4,398.5,549.9,438.2,268.3,545.9,890.5,464.4,250.5,303.9,329.2,219.9,500.7,450.7,409.7,872.2,499.4,804.4,387.9,499.5,553.8,47.9,586.6,519.5,369.4,555.9,435.1,783.9,574.7,498.2,409.8,161.2,542.0,474.5,159.2,473.3,539.0,665.2,413.1,2896.3,537.2,344.7,273.6,931.0,316.8,891.0,183.3,514.0,548.0,727.8,777.1,893.4,400.8,452.3,422.9,942.2,213.3,344.0,1012.7,571.0,324.7,580.9,568.5,443.0,228.9,482.8,691.4,415.5,892.4,637.2,475.7,677.4,612.0,266.8,590.1,200.6,0.0,472.2,303.4,13.9,854.7,554.0,216.9,132.5,224.0,472.5,204.5,104.1,928.4,291.4,185.1,252.9,473.0,43.1,767.9,727.1,224.6,430.3,422.5,541.6,333.4,600.5,240.3,195.1,918.0,295.5,182.0,481.4,849.5,295.2,364.7,527.8,466.9,646.9,427.4,344.2,471.3,316.2,498.3,318.8,195.7,458.1,570.2,397.6,476.3,282.6,522.9,455.3,501.8,458.7,897.7,569.9,477.4,237.3
PC,671.8,727.2,449.1,543.2,559.3,160.0,507.4,785.0,1009.5,186.2,489.6,271.5,473.9,491.9,239.7,227.3,116.8,1000.6,275.6,1076.4,266.5,738.6,346.6,469.1,554.2,199.6,91.2,350.2,493.4,1055.9,613.2,774.3,89.9,506.3,781.1,713.6,467.2,618.0,568.4,937.2,290.6,2603.7,813.3,312.3,241.2,1059.4,461.5,1019.4,500.9,411.3,824.1,999.8,1049.1,1012.4,639.9,366.1,699.0,1214.2,489.4,583.1,1258.5,538.6,600.8,708.3,807.6,682.1,326.3,721.9,963.4,691.6,1164.4,604.8,751.8,645.0,851.1,157.4,649.1,476.7,421.1,0.0,579.5,435.1,983.1,830.1,488.9,288.9,496.0,174.7,480.6,412.6,1074.4,372.1,329.8,529.0,579.2,387.9,1039.9,999.1,496.6,575.0,232.0,780.7,572.5,839.6,479.4,512.7,1046.4,128.1,242.6,569.1,1133.1,262.8,640.8,495.4,243.1,614.5,144.6,583.3,438.9,283.8,220.1,594.9,563.9,219.7,371.9,256.6,621.0,250.2,762.0,177.1,223.6,180.5,1035.2,422.3,753.5,509.3
PI,154.8,417.1,199.9,360.7,512.1,525.2,197.3,469.6,845.1,505.0,179.5,315.4,291.4,95.2,444.9,394.9,524.7,826.8,443.6,679.7,332.1,423.2,517.3,267.1,531.9,470.8,528.2,478.3,397.3,659.2,536.9,257.3,568.6,218.8,465.7,403.5,144.2,435.5,501.2,540.5,357.3,2691.8,296.3,290.0,344.9,885.6,238.8,845.6,130.3,458.2,307.1,603.1,652.4,848.0,329.8,396.5,182.0,817.5,103.7,273.0,1084.7,516.3,83.8,543.1,492.2,372.0,312.9,406.5,566.7,174.6,767.7,582.5,234.8,622.7,535.7,425.6,552.3,116.8,317.9,593.0,0.0,303.9,809.3,313.1,150.9,291.3,99.3,587.5,112.6,329.5,883.0,235.6,246.1,137.2,435.2,304.8,643.2,602.4,133.9,392.5,366.7,465.3,262.4,524.2,169.3,142.1,872.6,454.3,340.8,443.6,724.8,324.2,61.2,473.1,411.1,592.2,542.4,273.2,416.6,303.8,468.6,15.4,214.6,402.3,513.7,341.8,438.5,336.8,446.6,481.2,507.7,421.7,852.3,514.1,236.5,112.6
PL,381.7,474.1,318.4,412.5,563.9,452.2,254.3,531.9,876.5,478.4,236.5,317.9,343.2,205.9,501.9,451.9,423.7,858.2,500.6,790.4,389.1,485.5,567.8,33.9,600.6,533.5,383.4,535.3,449.1,769.9,588.7,484.2,423.8,147.2,528.0,460.5,145.2,487.3,553.0,651.2,414.3,2723.2,523.2,358.7,287.6,917.0,330.8,877.0,169.3,515.2,534.0,713.8,763.1,879.4,386.8,453.5,408.9,928.2,199.3,330.0,998.7,585.0,310.7,594.9,554.5,429.0,259.6,468.8,677.4,401.5,878.4,651.2,461.7,691.4,598.0,280.8,604.1,186.6,13.9,486.2,289.4,0.0,840.7,540.0,202.9,146.5,210.0,486.5,190.5,118.1,914.4,292.6,199.1,238.9,487.0,57.1,753.9,713.1,210.6,444.3,423.7,527.6,319.4,586.5,226.3,181.1,904.0,309.5,196.0,495.4,835.5,309.2,350.7,541.8,468.1,660.9,441.4,330.2,485.3,330.2,512.3,304.8,181.7,459.3,584.2,398.8,490.3,296.6,508.9,469.3,515.8,472.7,883.7,571.1,463.4,223.3
PO,756.3,702.1,788.4,692.4,652.1,1011.8,650.1,610.6,40.4,954.1,668.9,746.5,733.0,670.0,894.0,844.0,965.3,173.3,876.9,355.4,781.2,564.2,761.0,838.5,458.3,919.9,943.0,763.1,744.6,360.0,514.1,638.4,983.4,831.5,606.7,688.5,738.9,615.7,661.2,234.9,806.4,2054.1,693.9,703.1,776.0,140.3,827.3,192.1,725.0,870.6,704.7,428.7,328.1,43.3,553.6,845.6,666.1,493.2,716.4,571.7,339.4,472.3,754.2,609.2,633.2,657.0,901.7,547.5,210.9,674.0,443.4,505.7,613.2,368.2,676.7,840.4,550.0,729.5,923.5,1033.6,732.9,875.3,0.0,710.7,745.6,876.8,665.5,1028.1,725.3,915.0,86.0,824.1,834.6,749.9,672.0,890.3,412.2,278.1,728.6,713.5,815.8,378.9,679.3,665.2,679.2,736.8,219.1,869.1,868.6,661.9,214.0,755.3,794.2,588.2,860.2,515.4,983.0,647.8,573.3,734.9,917.7,748.3,827.3,851.4,777.4,790.9,655.8,767.9,587.6,930.3,956.8,870.8,46.8,862.1,681.1,652.1
PS,209.5,345.5,429.0,589.8,741.2,754.3,293.5,300.4,675.9,734.1,312.3,544.5,520.5,324.3,674.0,624.0,753.8,657.6,672.7,759.2,561.2,254.0,746.4,496.2,656.9,699.9,757.3,707.4,626.4,763.8,766.0,88.1,797.7,447.9,296.5,331.9,373.3,664.6,730.3,620.0,586.4,2522.6,60.3,519.1,574.0,716.4,467.9,676.4,359.4,687.3,71.1,693.7,731.9,678.8,197.0,625.6,119.3,897.0,332.8,215.1,915.5,745.4,218.6,772.2,323.0,300.4,542.0,237.3,646.2,127.2,847.2,704.3,65.6,566.8,366.5,654.7,781.4,345.9,547.0,822.1,311.6,533.0,640.1,0.0,380.0,520.4,328.4,816.6,341.7,558.6,713.8,464.7,475.2,366.3,664.3,533.9,733.8,681.9,344.6,621.6,595.8,296.1,322.7,355.0,322.6,371.2,703.4,683.4,569.9,672.7,790.1,553.3,325.8,702.2,640.2,714.0,771.5,291.2,645.7,532.9,697.7,298.7,443.7,631.4,742.8,570.9,667.6,565.9,277.4,710.3,736.8,650.8,683.1,743.2,134.3,341.7
PU,227.4,355.3,138.1,298.9,450.3,463.4,135.5,413.1,742.7,443.2,117.7,253.6,229.6,72.1,383.1,333.1,519.6,724.4,381.8,656.6,270.3,366.7,455.5,262.0,470.1,409.0,523.1,416.5,335.5,636.1,475.1,329.9,563.5,213.7,409.2,341.7,82.4,373.7,439.4,517.4,295.5,2589.4,368.9,228.2,283.1,783.2,177.0,743.2,68.5,396.4,379.7,580.0,629.3,745.6,268.0,334.7,254.6,794.4,98.6,211.2,864.9,454.5,156.4,481.3,435.7,310.2,307.8,350.0,543.6,247.2,744.6,520.7,307.4,560.9,479.2,420.5,490.5,111.7,312.8,587.9,135.1,298.8,706.9,385.7,0.0,286.2,76.2,582.4,107.5,324.4,780.6,173.8,184.3,132.1,373.4,299.7,620.1,579.3,76.8,330.7,304.9,408.8,200.6,467.7,107.5,80.3,770.2,449.2,335.7,381.8,701.7,262.4,196.4,411.3,349.3,530.4,537.3,211.4,354.8,242.0,406.8,150.5,209.5,340.5,451.9,280.0,376.7,275.0,390.1,419.4,445.9,359.9,749.9,452.3,309.1,89.5
PV,382.8,449.9,171.8,265.9,417.3,305.6,230.1,507.7,871.5,331.8,212.3,171.3,196.6,214.6,368.1,318.1,277.1,900.4,366.8,799.1,255.3,461.3,421.2,180.1,454.0,386.9,236.8,423.3,302.5,778.6,442.1,485.3,277.2,217.3,503.8,436.3,189.9,340.7,406.4,659.9,280.5,2763.7,524.3,212.1,141.0,959.2,184.2,919.2,211.9,381.4,535.1,722.5,771.8,874.4,362.6,319.7,410.0,936.9,200.4,305.8,1007.4,438.4,311.8,448.3,530.3,404.8,96.3,444.6,686.1,402.6,887.1,504.6,462.8,544.8,573.8,134.2,457.5,187.7,132.1,339.6,290.5,146.1,882.9,541.1,211.6,0.0,218.7,339.9,191.6,123.6,936.4,158.8,52.5,240.0,340.4,98.9,762.6,721.8,219.3,297.7,289.9,503.4,295.2,562.3,202.1,223.7,946.2,162.9,49.4,348.8,844.2,162.6,351.8,395.2,334.3,514.3,294.8,306.0,338.7,183.6,365.7,305.9,274.9,325.5,437.6,265.0,343.7,150.0,484.7,322.7,369.2,326.1,897.2,437.3,464.5,232.0
PW,159.6,346.2,129.0,289.8,441.2,454.3,126.4,404.0,666.4,434.1,108.6,244.5,220.5,4.4,374.0,324.0,463.3,648.1,372.7,580.3,261.2,357.6,446.4,172.9,461.0,399.9,438.8,407.4,326.4,559.8,466.0,262.1,479.2,165.9,400.1,332.6,73.3,364.6,430.3,441.1,286.4,2513.1,301.1,219.1,274.0,706.9,167.9,666.9,59.4,387.3,311.9,503.7,553.0,669.3,258.9,325.6,186.8,718.1,50.8,202.1,788.6,445.4,88.6,472.2,426.6,301.1,260.0,340.9,467.3,179.4,668.3,511.6,239.6,551.8,470.1,336.2,481.4,63.9,223.7,531.6,67.3,209.7,630.6,317.9,80.0,238.4,0.0,526.1,59.7,276.6,704.3,164.7,175.2,84.3,364.3,251.9,543.8,503.0,63.0,321.6,295.8,399.7,191.5,458.6,98.4,71.2,693.9,364.9,251.4,372.7,625.4,253.3,128.6,402.2,340.2,521.3,481.0,202.3,345.7,232.9,397.7,82.7,161.7,331.4,442.8,270.9,367.6,265.9,381.0,410.3,436.8,350.8,673.6,443.2,241.3,13.2
QE,662.6,775.4,497.3,566.0,598.9,181.6,555.6,833.2,1011.3,207.8,537.8,311.1,496.7,540.1,315.6,303.2,70.3,1040.2,297.2,1085.1,288.1,786.8,411.7,508.7,593.8,275.5,112.8,371.8,533.0,1064.6,652.8,765.1,171.2,545.9,829.3,761.8,473.7,640.8,608.0,945.9,312.2,2679.6,804.1,351.9,280.8,1099.0,509.7,1059.0,497.8,432.9,814.9,1008.5,1057.8,1014.2,688.1,387.7,689.8,1222.9,480.2,631.3,1298.1,578.2,591.6,747.9,855.8,730.3,264.8,770.1,972.1,682.4,1173.1,644.4,742.6,684.6,899.3,197.0,688.7,467.5,460.7,138.6,570.3,474.7,1022.7,820.9,537.1,328.5,544.2,0.0,471.4,452.2,1076.2,415.6,352.6,519.8,618.8,427.5,1048.6,1007.8,544.8,597.8,253.6,828.9,620.7,887.8,527.6,509.6,1086.0,167.7,282.2,608.7,1172.7,302.4,631.6,535.0,264.7,654.1,88.0,631.5,478.5,323.4,241.7,585.7,551.9,295.6,408.1,278.2,643.8,289.8,810.2,198.7,245.2,202.1,1037.0,443.9,744.3,557.5
QK,191.1,395.7,178.5,339.3,490.7,484.3,175.9,453.5,724.4,510.5,158.1,350.0,270.0,53.8,423.5,373.5,412.0,706.1,422.2,638.3,310.7,407.1,495.9,154.4,510.5,449.4,415.5,456.9,375.9,617.8,515.5,293.6,455.9,106.1,449.6,382.1,128.9,414.1,479.8,499.1,335.9,2571.1,332.6,268.6,319.7,764.9,217.4,724.9,153.0,436.8,343.4,561.7,611.0,727.3,308.4,375.1,218.3,776.1,8.7,251.6,846.6,494.9,120.1,521.7,476.1,350.6,200.2,390.4,525.3,210.9,726.3,561.1,271.1,601.3,519.6,312.9,530.9,4.1,205.2,480.3,98.8,191.2,688.6,349.4,186.6,178.6,57.9,474.8,0.0,216.8,762.3,214.2,231.2,48.3,413.8,192.1,601.8,561.0,112.5,371.1,345.3,449.2,241.0,508.1,147.9,164.8,751.9,341.6,228.1,422.2,683.4,341.3,160.1,451.7,389.7,570.8,429.7,251.8,395.2,362.3,447.2,114.2,101.9,380.9,492.3,320.4,417.1,328.7,430.5,501.4,547.9,400.3,731.6,492.7,272.8,71.2
QY,436.4,560.5,290.9,385.0,536.4,424.7,347.5,625.1,990.6,450.9,329.7,290.4,315.7,299.1,487.2,437.2,396.2,925.5,485.9,857.7,374.4,578.7,540.3,127.1,573.1,506.0,355.9,542.4,421.6,870.1,561.2,538.9,396.3,240.4,621.2,553.7,238.4,459.8,525.5,718.5,399.6,2882.8,577.9,331.2,260.1,984.3,296.5,944.3,262.5,500.5,588.7,781.1,830.4,993.5,480.0,438.8,463.6,995.5,254.0,416.4,1066.0,557.5,352.7,567.4,640.9,522.2,215.4,562.0,744.7,456.2,945.7,623.7,516.4,657.1,691.2,253.3,576.6,241.3,79.1,458.7,344.1,93.1,908.0,594.7,296.1,119.0,303.2,459.0,245.2,0.0,981.7,277.9,171.6,293.6,459.5,57.6,821.2,780.4,303.8,416.8,409.0,620.8,412.6,672.9,319.5,274.3,971.3,282.0,168.5,467.9,896.0,281.7,405.4,514.3,453.4,633.4,413.9,423.4,457.8,302.7,484.8,352.7,274.9,444.6,556.7,384.1,462.8,269.1,602.1,441.8,488.3,445.2,951.0,556.4,518.1,316.5
RC,772.0,717.8,804.1,708.1,667.8,1027.5,665.8,626.3,101.5,969.8,684.6,762.2,748.7,685.7,909.7,859.7,981.0,234.4,892.6,416.5,796.9,579.9,776.7,854.2,474.0,935.6,958.7,778.8,760.3,421.1,529.8,654.1,999.1,847.2,622.4,704.2,754.6,631.4,676.9,296.0,822.1,2115.2,709.6,718.8,791.7,201.4,843.0,253.2,740.7,886.3,720.4,489.8,389.2,104.4,569.3,861.3,681.8,554.3,732.1,587.4,400.5,488.0,769.9,624.9,648.9,672.7,917.4,563.2,272.0,689.7,504.5,521.4,628.9,383.9,692.4,856.1,565.7,745.2,939.2,1049.3,748.6,891.0,85.2,726.4,761.3,892.5,681.2,1043.8,741.0,930.7,0.0,839.8,850.3,765.6,687.7,906.0,473.3,339.2,744.3,729.2,831.5,394.6,695.0,680.9,694.9,752.5,280.2,884.8,884.3,677.6,275.1,771.0,809.9,603.9,875.9,531.1,998.7,663.5,589.0,750.6,933.4,764.0,843.0,867.1,793.1,806.6,671.5,783.6,603.3,946.0,972.5,886.5,52.4,877.8,696.8,667.8
RE,323.0,403.0,124.9,237.0,324.6,312.8,183.2,460.8,737.0,292.6,165.4,103.0,247.1,167.7,232.5,182.5,321.8,765.9,231.2,752.2,119.7,414.4,304.9,242.6,319.5,258.4,299.5,265.9,258.7,731.7,378.5,425.5,339.9,239.1,456.9,389.4,143.0,311.8,333.7,613.0,144.9,2640.2,464.5,77.6,132.5,824.7,137.3,784.7,149.1,245.8,475.3,675.6,724.9,739.9,315.7,184.1,350.2,890.0,194.2,258.9,1023.8,303.9,252.0,473.6,483.4,357.9,207.5,397.7,639.2,342.8,840.2,370.1,397.0,410.3,526.9,196.9,414.4,207.3,293.4,390.1,230.7,279.4,748.4,481.3,164.7,160.8,171.8,384.6,203.1,284.5,801.9,0.0,102.4,227.7,344.5,259.8,715.7,674.9,172.4,268.8,154.3,456.5,248.3,515.4,155.2,160.9,811.7,225.6,178.6,334.4,898.4,111.8,292.0,260.7,198.7,379.8,339.5,259.1,204.2,91.4,256.2,246.1,273.6,189.9,301.3,129.4,314.8,124.4,437.8,268.8,295.3,209.3,762.7,301.7,404.7,185.1
RH,317.3,397.3,119.2,213.3,364.7,332.3,177.5,455.1,828.5,358.5,159.7,198.0,144.0,162.0,315.5,265.5,291.5,812.3,314.2,746.5,202.7,408.7,368.6,236.9,411.0,341.4,263.5,370.7,249.9,726.0,389.5,419.8,303.9,233.4,451.2,383.7,137.3,288.1,353.8,607.3,227.9,2711.1,458.8,160.6,167.7,871.1,131.6,831.1,143.4,328.8,469.6,669.9,719.2,831.4,310.0,267.1,344.5,884.3,188.5,253.2,954.8,395.4,246.3,395.7,477.7,352.2,105.0,392.0,633.5,337.1,834.5,461.6,391.3,501.8,521.2,160.9,404.9,201.6,190.5,359.8,225.0,204.5,794.8,475.6,159.0,58.3,166.1,354.3,197.4,182.0,893.4,106.2,0.0,222.0,287.8,157.3,710.0,669.2,166.7,245.1,237.3,450.8,242.6,509.7,149.5,155.2,858.1,189.6,76.1,296.2,791.6,189.3,286.3,352.2,281.7,455.6,309.2,253.4,295.7,210.3,392.4,240.4,267.9,272.9,385.0,212.4,291.1,176.7,432.1,349.4,395.9,352.8,854.2,384.7,399.0,179.4
RN,203.1,407.7,190.5,351.3,502.7,540.1,187.9,465.5,736.4,566.3,170.1,306.0,282.0,65.8,435.5,385.5,467.8,718.1,434.2,650.3,322.7,419.1,507.9,210.2,522.5,461.4,471.3,468.9,387.9,629.8,527.5,305.6,511.7,161.9,461.6,394.1,184.7,426.1,491.8,511.1,347.9,2583.1,344.6,280.6,375.5,776.9,229.4,736.9,120.9,448.8,355.4,573.7,623.0,739.3,320.4,387.1,230.3,788.1,46.8,263.6,858.6,506.9,132.1,533.7,488.1,362.6,256.0,402.4,537.3,222.9,738.3,573.1,283.1,613.3,531.6,368.7,542.9,59.9,261.0,536.1,110.8,247.0,700.6,361.4,141.5,234.4,69.9,530.6,55.7,272.6,774.3,226.2,287.0,0.0,425.8,247.9,613.8,573.0,124.5,383.1,357.3,461.2,253.0,520.1,159.9,132.7,763.9,397.4,283.9,434.2,695.4,314.8,172.1,463.7,401.7,582.8,485.5,263.8,407.2,294.4,459.2,126.2,157.7,392.9,504.3,332.4,429.1,384.5,442.5,471.8,498.3,412.3,743.6,504.7,284.8,83.2
RU,544.9,624.9,346.8,248.9,76.8,600.9,405.1,682.7,633.8,543.2,387.3,335.6,153.8,389.6,483.1,433.1,554.4,662.7,448.0,936.6,370.3,636.3,332.1,464.5,216.3,509.0,532.1,334.2,213.4,941.2,181.7,647.4,572.5,461.0,678.8,611.3,364.9,242.8,65.9,816.1,395.5,2480.5,686.4,292.2,365.1,721.5,359.2,681.5,371.0,441.7,697.2,932.8,909.3,636.7,537.6,434.7,572.1,1074.4,416.1,480.8,920.6,200.7,468.0,236.3,705.3,579.8,411.4,619.6,792.1,564.7,1024.6,266.9,618.9,307.1,748.8,429.5,133.1,429.2,496.9,622.7,452.6,510.9,645.2,703.2,386.6,364.7,393.7,617.2,425.0,488.4,698.7,313.8,306.3,449.6,0.0,475.4,972.9,859.3,394.3,280.7,404.9,562.6,470.2,737.3,377.1,382.8,708.5,458.2,382.5,8.3,795.2,344.4,513.9,177.5,442.2,276.6,572.1,481.0,162.6,324.0,506.8,468.0,495.5,440.5,348.5,380.0,282.9,357.0,659.7,519.4,545.9,459.9,659.5,433.2,626.6,407.0
