from_stop,AF,AL,AS,AT,AV,AW,BS,BU,BZ,CD,CF,CJ,CN,CQ,CY,DD,DH,DM,DN,DQ,DS,DT,DU,DZ,EA,EC,EG,EI,EJ,EL,EP,EV,EW,EX,FF,FL,FZ,GC,GH,GO,GY,HH,HJ,HO,HX,HY,IB,ID,IG,IJ,IQ,IW,JE,JF,JH,JJ,JM,JN,JV,JX,KA,KF,KH,KT,KU,KW,LL,LN,LQ,LU,LV,MD,MP,MR,NC,NG,NQ,NS,NT,NW,NY,OC,OF,OI,OP,OR,OT,PB,PH,PJ,PR,PY,QE,QG,QJ,QX,RB,RJ,RY,SE,SU,TE,TJ,TZ,UC,UG,UH,UN,UQ,UZ,VB,VG,VH,VO,VR,WD,WE,WF,WN,WQ,WS,WW,WZ,XB,XD,XW,XZ,YH,YN,YP,YS,YW,ZF,ZG,ZK,ZW,ZX
MD,418.5,545.1,732.7,776.5,696.9,866.7,1018.0,800.7,35.9,450.2,722.9,788.2,224.7,706.7,496.3,776.6,740.3,801.5,820.7,824.6,1010.8,867.3,712.0,691.9,667.4,617.3,1028.4,267.3,498.3,835.1,610.2,809.1,762.7,817.3,433.7,152.6,928.9,922.1,760.7,508.0,849.3,442.8,45.9,899.0,793.4,860.1,707.3,841.3,1016.0,354.9,57.3,361.5,907.5,922.6,811.1,81.8,844.0,194.1,450.2,921.3,984.9,204.1,153.9,208.0,737.1,826.1,186.7,904.6,1042.4,836.6,906.4,0.0,666.9,370.3,475.6,779.1,761.0,386.3,834.9,825.7,1049.6,810.0,768.4,866.7,131.7,984.7,904.3,27.1,890.5,276.2,627.7,138.9,131.8,961.2,408.6,873.4,800.8,2064.8,913.5,889.1,111.8,777.2,344.7,195.7,563.3,921.8,843.9,764.3,242.0,131.0,1034.3,825.4,801.4,778.0,802.8,424.0,306.4,176.1,954.2,922.8,722.4,924.8,512.4,848.5,666.6,842.2,488.0,832.9,811.1,377.0,755.8,522.4,793.4,1072.9,328.5,816.3,786.5
MP,504.9,548.0,319.8,411.5,331.9,270.8,541.2,389.8,671.1,689.2,363.7,355.3,645.8,336.5,477.6,156.8,322.4,409.3,430.0,396.9,534.0,243.7,287.6,72.1,302.4,29.0,610.5,506.3,503.6,369.3,245.2,376.2,207.7,351.5,661.7,642.3,482.0,455.6,371.1,526.1,447.0,524.9,656.8,507.7,380.5,495.1,342.3,174.3,635.6,582.9,673.3,589.5,441.7,445.8,191.3,662.7,378.2,661.4,678.2,279.7,587.0,692.6,664.1,660.9,117.3,349.3,668.8,528.6,626.1,445.9,471.3,697.2,0.0,559.4,453.6,414.1,141.2,607.6,358.1,205.9,624.3,344.2,148.6,422.8,630.3,498.6,524.1,693.3,413.7,707.7,85.5,655.9,656.5,484.4,490.7,429.5,400.4,2346.6,584.0,412.3,676.2,146.4,583.7,648.6,83.0,577.0,378.1,383.1,682.5,698.2,557.5,205.6,170.6,158.2,172.0,499.5,428.3,686.3,578.2,546.8,329.2,459.0,458.5,382.7,79.2,222.4,446.2,356.1,398.2,605.0,390.8,490.5,388.1,596.1,344.6,382.9,119.5
MR,133.6,260.2,654.0,485.8,406.2,777.0,782.5,711.0,363.4,367.5,644.2,709.5,338.1,617.0,200.4,697.9,661.6,711.8,742.0,745.9,735.8,784.8,622.3,613.2,376.7,538.6,727.1,184.6,213.4,756.4,361.8,730.4,684.0,738.6,340.0,334.6,850.2,832.4,671.0,223.1,759.6,354.8,349.1,820.3,714.7,569.4,416.6,751.6,725.3,261.2,365.6,267.8,828.8,832.9,732.4,355.0,765.3,353.7,356.5,842.6,683.2,384.9,356.4,353.2,658.4,736.4,361.1,602.9,740.7,757.9,816.7,389.5,577.2,0.0,190.7,488.4,682.3,113.6,745.2,747.0,758.9,731.3,689.7,777.0,322.6,895.0,598.4,385.6,800.8,400.0,549.0,348.2,348.8,871.5,318.9,783.7,711.1,2164.7,622.8,799.4,368.5,687.5,262.0,340.9,484.6,631.1,765.2,685.6,374.8,390.5,768.9,746.7,711.7,699.3,713.1,139.1,156.7,378.6,652.5,621.1,643.7,749.4,227.5,769.8,576.9,763.5,192.1,743.2,732.4,283.3,465.1,226.5,703.7,749.2,240.4,737.6,696.8
NC,52.0,156.2,721.0,370.6,291.0,718.7,667.3,778.0,463.9,468.0,711.2,776.5,438.6,684.0,96.4,604.7,728.6,778.8,809.0,812.9,620.6,691.6,689.3,520.0,261.5,445.4,611.9,285.1,201.9,739.7,246.6,797.4,655.6,799.4,440.5,435.1,893.7,899.4,738.0,79.8,826.6,455.3,449.6,887.3,781.7,454.2,301.4,658.4,610.1,361.7,466.1,368.3,732.2,736.3,639.2,455.5,730.0,454.2,457.0,727.6,568.0,485.4,456.9,453.7,565.2,779.1,461.6,487.7,625.5,824.9,883.7,490.0,484.0,165.9,0.0,373.2,589.1,214.1,806.0,653.8,643.7,792.1,596.5,844.0,423.1,962.0,483.2,486.1,714.7,500.5,455.8,448.7,449.3,671.7,419.4,850.7,778.1,2060.7,507.6,684.8,469.0,594.3,362.5,441.4,391.4,515.9,826.0,752.6,475.3,491.0,653.7,653.5,618.5,606.1,619.9,46.6,257.2,479.1,537.3,505.9,710.7,634.2,36.7,830.6,483.7,670.3,88.1,804.0,799.4,383.8,349.9,188.8,770.7,634.0,340.9,804.6,603.6
NG,369.2,412.3,552.8,66.0,94.7,651.1,317.3,622.8,768.9,773.0,596.7,588.3,743.6,569.5,341.9,537.1,555.4,711.2,663.0,629.9,270.6,624.0,520.6,452.4,135.8,377.8,261.9,590.1,415.1,389.7,179.0,609.2,588.0,407.5,745.5,740.1,543.7,673.0,670.4,416.3,578.7,670.4,754.6,660.9,613.5,104.2,83.3,590.8,260.1,666.7,771.1,673.3,382.2,386.3,571.6,760.5,380.0,759.2,762.0,660.0,218.0,790.4,761.9,758.7,497.6,429.1,766.6,137.7,275.5,678.9,657.3,795.0,416.4,470.9,365.1,0.0,521.5,519.1,432.8,586.2,293.7,493.0,528.9,655.8,728.1,621.2,133.2,791.1,364.7,805.5,388.2,753.7,754.3,321.7,636.2,662.5,629.6,2210.9,157.6,334.8,774.0,526.7,667.5,746.4,323.8,165.9,526.9,685.0,780.3,796.0,303.7,585.9,550.9,538.5,552.3,363.8,562.2,784.1,187.3,155.9,562.2,284.2,370.0,457.4,416.1,602.7,310.5,504.9,631.2,688.8,37.5,402.0,637.3,284.0,490.1,615.9,536.0
NQ,615.9,659.0,178.5,522.5,442.9,295.4,399.9,248.5,782.1,800.2,222.4,214.0,756.8,195.2,588.6,181.4,181.1,310.0,288.7,255.6,392.7,185.4,146.3,102.2,413.4,140.0,469.2,617.3,614.6,228.0,356.2,234.9,66.4,210.2,772.7,753.3,340.7,314.3,269.2,637.1,305.7,635.9,767.8,366.4,239.2,496.1,453.3,301.5,494.3,693.9,784.3,700.5,300.4,304.5,215.9,773.7,236.9,772.4,789.2,304.3,445.7,803.6,775.1,771.9,22.4,208.0,779.8,666.3,484.8,304.6,330.0,808.2,127.1,670.4,564.6,525.1,0.0,718.6,216.8,147.6,483.0,202.9,61.1,281.5,741.3,357.3,559.3,804.3,272.4,818.7,196.5,766.9,767.5,343.1,601.7,288.2,255.3,2457.6,442.7,271.0,787.2,171.0,694.7,759.6,194.0,435.7,236.8,283.8,793.5,809.2,416.2,147.3,29.3,99.9,113.7,610.5,539.3,797.3,543.8,551.7,187.9,317.7,569.5,241.4,190.2,164.1,557.2,214.8,256.9,716.0,501.8,601.5,263.0,454.8,455.6,241.6,246.7
NS,150.6,277.2,627.8,502.8,423.2,750.8,902.1,684.8,337.2,341.3,618.0,683.3,311.9,590.8,217.4,671.7,635.4,685.6,715.8,719.7,752.8,758.6,596.1,587.0,393.7,512.4,744.1,158.4,230.4,730.2,505.3,704.2,657.8,712.4,313.8,308.4,824.0,806.2,644.8,240.1,733.4,328.6,322.9,794.1,688.5,586.4,433.6,725.4,742.3,235.0,339.4,241.6,802.6,806.7,706.2,328.8,739.1,327.5,330.3,816.4,700.2,358.7,330.2,327.0,632.2,710.2,334.9,619.9,757.7,731.7,790.5,363.3,551.0,102.4,207.7,505.4,656.1,0.0,719.0,720.8,775.9,705.1,663.5,750.8,296.4,868.8,615.4,359.4,774.6,373.8,522.8,322.0,322.6,845.3,292.7,757.5,684.9,2181.7,639.8,773.2,342.3,661.3,235.8,314.7,458.4,648.1,739.0,659.4,348.6,364.3,785.9,720.5,685.5,673.1,686.9,156.1,130.5,352.4,669.5,638.1,617.5,819.9,244.5,743.6,550.7,737.3,209.1,717.0,706.2,257.1,482.1,243.5,677.5,766.2,214.2,711.4,670.6
NT,742.2,785.3,163.6,439.0,467.7,360.3,358.3,233.6,840.3,858.4,207.5,199.1,815.0,180.3,714.9,407.0,166.2,295.1,273.8,240.7,288.2,411.0,131.4,327.8,508.8,365.6,375.2,675.5,788.1,34.8,552.0,220.0,160.7,17.0,830.9,811.5,216.2,299.4,254.3,789.3,193.1,683.0,826.0,275.3,224.3,302.9,456.3,527.1,301.1,752.1,842.5,758.7,107.2,111.3,388.9,831.9,43.7,830.6,847.4,425.9,341.2,861.8,833.3,830.1,248.0,103.5,838.0,473.1,316.5,289.7,271.7,866.4,352.7,843.9,738.1,416.2,225.5,892.1,0.0,373.2,334.7,78.4,286.7,266.6,799.5,232.8,366.1,862.5,247.3,876.9,422.1,825.1,825.7,238.6,600.6,273.3,240.4,2640.4,249.5,77.8,845.4,396.6,752.9,817.8,419.6,242.5,112.3,268.9,851.7,867.4,344.7,372.9,196.5,325.5,339.3,736.8,597.5,855.5,420.2,388.8,173.0,124.5,743.0,24.5,415.8,389.7,683.5,90.3,242.0,774.2,410.5,775.0,248.1,350.3,513.8,226.7,472.3
NW,701.8,744.9,327.4,608.4,528.8,381.3,548.8,397.4,868.0,886.1,371.3,362.9,842.7,344.1,674.5,267.3,330.0,458.9,437.6,404.5,541.6,131.2,295.2,188.1,499.3,225.9,618.1,703.2,700.5,376.9,442.1,383.8,215.3,359.1,858.6,839.2,489.6,463.2,418.1,723.0,454.6,721.8,853.7,515.3,388.1,645.0,539.2,387.4,643.2,779.8,870.2,786.4,449.3,453.4,301.8,859.6,385.8,858.3,875.1,390.2,594.6,889.5,861.0,857.8,124.9,356.9,865.7,815.2,633.7,453.5,478.9,894.1,213.0,756.3,650.5,611.0,148.8,804.5,365.7,0.0,631.9,351.8,156.2,430.4,827.2,506.2,708.2,890.2,421.3,904.6,282.4,852.8,853.4,492.0,687.6,437.1,404.2,2543.5,591.6,419.9,873.1,256.9,780.6,845.5,279.9,584.6,385.7,432.7,879.4,895.1,565.1,35.1,178.2,48.4,34.6,696.4,625.2,883.2,692.7,700.6,336.8,466.6,655.4,390.3,276.1,109.9,643.1,363.7,405.8,801.9,587.7,687.4,411.9,603.7,541.5,390.5,332.6
NY,613.5,656.6,456.8,310.3,339.0,653.5,85.0,526.8,1013.2,1017.3,500.7,492.3,987.9,473.5,586.2,781.4,459.4,588.3,567.0,533.9,315.0,704.2,424.6,696.7,380.1,622.1,101.9,834.4,659.4,322.0,423.3,513.2,453.9,378.9,989.8,984.4,476.0,562.6,547.5,660.6,468.3,914.7,998.9,550.5,517.5,174.2,327.6,835.1,66.2,911.0,1015.4,917.6,314.5,318.6,682.1,1004.8,312.3,1003.5,1006.3,719.1,262.4,1034.7,1006.2,1003.0,541.2,289.7,1010.9,344.4,25.2,582.9,546.9,1039.3,660.7,715.2,609.4,287.5,518.7,763.4,385.5,666.4,0.0,353.6,579.9,559.8,972.4,508.0,237.4,1035.4,225.3,1049.8,632.5,998.0,998.6,321.8,880.5,566.5,533.6,2455.2,120.8,267.1,1018.3,771.0,911.8,990.7,568.1,113.8,387.5,562.1,1024.6,1040.3,71.4,666.1,489.7,618.7,632.5,608.1,806.5,1028.4,176.5,260.1,466.2,216.5,614.3,410.1,660.4,682.9,554.8,365.5,535.2,933.1,281.8,646.3,541.3,328.4,734.4,519.9,780.3
OC,806.5,849.6,130.7,503.3,532.0,327.4,244.5,200.7,807.4,825.5,174.6,166.2,782.1,147.4,779.2,374.1,133.3,262.2,240.9,207.8,237.3,378.1,98.5,294.9,573.1,332.7,313.8,642.6,807.3,90.6,616.3,187.1,127.8,72.8,798.0,778.6,137.7,208.9,221.4,853.6,114.6,650.1,793.1,196.8,191.4,367.2,520.6,494.2,352.4,719.2,809.6,725.8,218.2,214.2,356.0,799.0,99.5,797.7,814.5,393.0,290.3,828.9,800.4,797.2,215.1,52.6,805.1,537.4,329.4,256.8,193.2,833.5,319.8,739.5,757.3,480.5,192.6,744.5,79.4,340.3,327.6,0.0,253.8,233.7,766.6,154.3,430.4,829.6,117.0,844.0,389.2,792.2,792.8,187.7,567.7,240.4,207.5,2684.1,313.8,133.6,812.5,363.7,720.0,784.9,386.7,306.8,33.8,236.0,818.8,834.5,260.8,340.0,163.6,292.6,306.4,801.1,564.6,822.6,388.4,396.3,140.1,180.3,762.2,104.0,382.9,356.8,747.8,11.8,209.1,741.3,474.8,794.2,215.2,299.4,480.9,193.8,439.4
OF,619.8,662.9,256.2,526.4,446.8,299.3,477.6,326.2,786.0,804.1,300.1,291.7,760.7,272.9,592.5,185.3,258.8,437.8,366.4,333.3,470.4,189.3,224.0,106.1,417.3,143.9,546.9,621.2,618.5,305.7,360.1,312.6,144.1,287.9,776.6,757.2,418.4,392.0,399.6,641.0,383.4,639.8,771.7,444.1,316.9,573.8,457.2,305.4,572.0,697.8,788.2,704.4,378.1,382.2,219.8,777.6,314.6,776.3,793.1,308.2,523.4,807.5,779.0,775.8,53.7,285.7,783.7,643.5,562.5,382.3,407.7,812.1,131.0,674.3,568.5,529.0,77.6,722.5,294.5,151.5,560.7,280.6,0.0,359.2,745.2,435.0,637.0,808.2,350.1,822.6,200.4,770.8,771.4,420.8,605.6,365.9,428.9,2461.5,520.4,348.7,791.1,174.9,698.6,763.5,197.9,513.4,314.5,411.6,797.4,813.1,493.9,151.2,107.0,103.8,117.6,614.4,543.2,801.2,621.5,629.4,265.6,395.4,573.4,319.1,194.1,168.0,561.1,292.5,334.6,719.9,505.7,605.4,416.6,532.5,459.5,319.3,250.6
OI,865.4,908.5,167.5,732.9,761.6,402.7,487.3,128.7,865.5,880.3,170.5,90.9,836.9,202.2,838.1,461.8,188.1,334.4,165.6,129.4,480.1,465.8,153.3,382.6,666.2,420.4,556.6,697.4,864.1,287.9,605.7,111.8,218.8,270.1,852.8,833.4,274.2,36.3,296.7,886.6,131.2,704.9,847.9,125.3,225.1,596.8,750.2,581.9,595.2,774.0,864.4,780.6,330.5,329.9,431.3,853.8,296.8,849.4,869.3,468.3,533.1,883.7,855.2,852.0,302.8,298.8,859.9,767.0,572.2,181.5,48.4,897.1,407.5,794.3,814.1,710.1,280.3,799.3,276.7,428.0,570.4,242.7,341.5,0.0,821.4,266.6,620.3,884.4,363.2,898.8,476.9,850.3,850.9,433.9,622.5,10.2,262.3,2707.1,543.4,371.7,867.3,451.4,778.1,839.7,474.4,536.4,206.0,311.3,873.6,889.3,503.6,427.7,251.3,380.3,394.1,860.0,619.4,877.4,634.6,639.1,194.9,418.4,819.0,301.3,470.6,444.5,810.0,229.4,245.9,796.1,704.4,851.0,299.1,542.2,539.0,118.5,527.1
OP,344.1,470.7,658.3,702.1,622.5,781.3,932.6,705.6,115.3,375.8,648.5,713.8,145.8,626.9,410.9,702.2,665.9,706.4,746.3,740.5,925.4,792.9,616.9,617.5,593.0,542.9,943.0,192.9,423.9,760.7,535.8,734.7,688.3,742.9,348.3,27.9,854.5,836.7,675.3,433.6,763.9,357.4,102.8,824.6,709.3,785.7,632.9,755.9,931.9,269.5,71.1,276.1,832.8,827.5,736.7,50.8,769.6,67.0,364.8,846.9,899.5,78.4,33.7,76.2,662.7,731.0,61.0,819.2,957.0,762.2,811.3,128.4,581.5,295.9,401.2,704.7,686.6,300.9,749.5,751.3,975.2,735.6,694.0,774.3,0.0,899.3,809.2,102.8,795.4,150.5,553.3,33.2,26.1,866.1,323.2,788.0,715.4,2020.0,839.1,794.0,37.7,691.8,260.6,63.9,488.9,847.4,769.5,689.9,121.8,67.8,948.9,751.0,716.0,703.6,717.4,349.6,221.0,55.9,859.1,837.4,648.0,850.4,438.0,774.1,581.2,767.8,392.9,747.5,736.7,291.6,681.4,427.3,708.0,987.5,244.4,741.9,701.1
OR,962.7,1005.8,361.3,659.5,688.2,555.0,450.4,379.0,1013.3,1031.4,322.8,267.3,988.0,353.3,935.4,580.0,339.2,489.8,410.0,352.1,443.2,584.0,304.4,500.8,729.3,538.6,519.7,848.5,1008.6,315.2,772.5,372.8,333.7,333.0,1003.9,984.5,196.3,261.4,449.0,1009.8,167.1,856.0,999.0,249.3,422.0,523.4,676.8,700.1,521.6,925.1,1015.5,931.7,253.5,249.5,583.6,1004.9,305.5,1003.6,1020.4,620.6,496.2,1034.8,1006.3,1003.1,421.0,258.5,1011.0,693.6,537.0,425.9,245.7,1039.4,525.7,945.4,958.6,636.7,398.5,1112.6,285.3,546.2,533.5,205.8,459.7,294.0,972.5,0.0,586.6,1035.5,322.9,1049.9,595.1,998.1,998.7,393.6,773.6,287.5,413.4,2858.3,470.0,298.3,1018.4,569.6,925.9,990.8,592.6,463.0,169.1,463.6,1024.7,1040.4,466.7,545.9,369.5,498.5,512.3,957.3,770.5,1028.5,594.3,609.3,346.0,345.0,963.5,309.9,588.8,562.7,904.0,192.5,439.7,947.2,631.0,995.5,421.1,505.3,686.8,242.0,645.3
OT,476.3,519.4,540.6,173.1,201.8,758.2,246.5,610.6,876.0,880.1,584.5,576.1,850.7,562.9,449.0,644.2,543.2,672.1,650.8,617.7,185.6,731.1,508.4,559.5,242.9,484.9,176.9,697.2,522.2,376.7,286.1,597.0,537.7,462.7,852.6,847.2,575.2,646.4,631.3,523.4,552.1,777.5,866.8,634.3,601.3,91.2,190.4,697.9,282.0,773.8,878.2,780.4,368.9,373.3,678.7,867.6,367.0,866.3,869.1,767.1,133.0,897.5,869.0,865.8,604.7,373.5,873.7,207.2,259.0,666.7,630.7,902.1,523.5,578.0,472.2,150.3,628.6,626.2,469.3,693.3,257.2,437.4,636.0,640.0,825.5,591.8,0.0,898.2,334.9,912.6,495.3,860.8,861.4,236.7,743.3,650.3,617.4,2318.0,144.6,321.8,881.1,633.8,774.6,853.5,430.9,152.9,471.3,645.9,887.4,903.1,232.9,693.0,573.5,645.6,659.4,470.9,669.3,891.2,102.3,70.9,550.0,271.2,477.1,493.9,523.2,709.8,417.6,449.3,619.0,795.9,144.6,509.1,625.1,199.0,597.2,603.7,643.1
PB,415.7,542.3,729.9,773.7,694.1,852.9,1004.2,786.9,40.1,447.4,720.1,785.4,210.9,692.9,482.5,773.8,737.5,787.7,817.9,821.8,997.0,860.7,698.2,689.1,664.6,614.5,1015.0,264.5,495.5,832.3,607.4,806.3,759.9,814.5,419.9,125.4,926.1,908.3,746.9,505.2,835.5,429.0,55.8,896.2,790.6,857.3,704.5,827.5,1013.2,341.1,30.1,347.7,904.7,908.8,808.3,60.1,841.2,166.9,436.4,918.5,971.1,176.9,132.2,180.8,734.3,812.3,159.5,890.8,1028.6,833.8,892.6,52.4,653.1,367.5,472.8,776.3,758.2,372.5,821.1,822.9,1046.8,807.2,765.6,852.9,104.5,970.9,886.3,0.0,876.7,249.0,624.9,111.7,104.6,947.4,394.8,859.6,787.0,2051.0,910.7,875.3,98.2,763.4,341.9,168.5,560.5,919.0,841.1,761.5,220.3,97.0,1020.5,822.6,787.6,775.2,789.0,421.2,292.6,154.4,940.4,909.0,719.6,922.0,509.6,845.7,652.8,839.4,474.2,819.1,808.3,363.2,753.0,508.6,779.6,1059.1,325.7,813.5,772.7
PH,689.4,732.5,231.4,386.2,414.9,428.1,127.4,301.4,908.1,926.2,275.3,266.9,882.8,248.1,662.1,474.8,234.0,362.9,341.6,308.5,146.0,482.6,199.2,395.6,456.0,433.4,196.7,743.3,735.3,171.3,499.2,287.8,228.5,153.5,898.7,879.3,266.0,337.2,322.1,736.5,242.9,750.8,898.9,325.1,292.1,250.1,403.5,594.9,235.3,819.9,910.3,826.5,232.0,236.1,456.7,899.7,180.2,898.4,915.2,493.7,199.0,929.6,901.1,897.9,315.8,64.3,905.8,420.3,212.3,357.5,321.5,939.7,420.5,791.1,685.3,363.4,293.3,839.3,160.1,441.0,210.5,128.2,354.5,330.8,857.6,282.6,317.5,930.3,0.0,944.7,489.9,892.9,893.5,96.4,668.4,341.1,308.2,2567.0,196.7,184.6,913.2,464.4,820.7,885.6,487.4,189.7,162.1,336.7,919.5,935.2,143.7,440.7,264.3,393.3,407.1,684.0,665.3,923.3,271.3,305.0,240.8,134.0,690.2,184.7,483.6,457.5,630.7,140.1,309.8,842.0,357.7,722.2,315.9,208.1,581.6,294.5,540.1
PJ,399.9,526.5,714.1,757.9,678.3,837.1,988.4,771.1,200.4,431.6,704.3,769.6,61.0,677.1,466.7,758.0,721.7,771.9,802.1,806.0,981.2,844.9,682.4,673.3,648.8,598.7,999.2,248.7,479.7,816.5,591.6,790.5,744.1,798.7,404.1,152.0,910.3,892.5,731.1,489.4,819.7,413.2,186.1,880.4,774.8,841.5,688.7,811.7,997.4,325.3,202.6,331.9,888.9,893.0,792.5,183.8,825.4,113.7,420.6,902.7,955.3,67.3,113.7,92.9,718.5,796.5,121.1,875.0,1012.8,818.0,876.8,226.5,637.3,351.7,457.0,760.5,742.4,356.7,805.3,807.1,1031.0,791.4,749.8,837.1,158.0,955.1,870.5,222.6,860.9,0.0,609.1,148.2,141.1,931.6,379.0,843.8,771.2,2108.4,894.9,859.5,178.8,747.6,326.1,104.3,544.7,903.2,825.3,745.7,37.0,200.8,1004.7,806.8,771.8,759.4,773.2,405.4,276.8,90.9,924.6,893.2,703.8,906.2,493.8,829.9,637.0,823.6,458.4,803.3,792.5,347.4,737.2,492.8,763.8,1043.3,309.9,797.7,756.9
PR,495.8,538.9,498.8,402.4,322.8,359.3,629.7,478.3,662.0,680.1,452.2,443.8,636.7,425.0,468.5,245.3,410.9,497.8,518.5,485.4,622.5,332.2,376.1,160.6,293.3,86.0,699.0,497.2,494.5,457.8,236.1,464.7,296.2,440.0,652.6,633.2,570.5,544.1,459.6,517.0,535.5,515.8,647.7,596.2,559.5,486.0,333.2,299.0,724.1,573.8,664.2,580.4,530.2,534.3,279.8,653.6,466.7,652.3,669.1,368.2,675.5,683.5,655.0,651.8,205.8,437.8,659.7,519.5,714.6,534.4,559.8,688.1,124.6,550.3,444.5,405.0,229.7,598.5,446.6,294.4,712.8,432.7,237.1,511.3,621.2,587.1,515.0,684.2,502.2,698.6,0.0,646.8,647.4,572.9,481.6,518.0,488.9,2337.5,539.4,500.8,667.1,234.9,574.6,639.5,73.9,547.7,466.6,471.6,673.4,689.1,646.0,294.1,259.1,246.7,260.5,490.4,419.2,677.2,569.1,537.7,488.5,547.5,449.4,471.2,124.3,310.9,437.1,444.6,577.2,595.9,381.7,481.4,476.6,684.6,335.5,471.4,244.2
PY,360.7,487.3,674.9,718.7,639.1,797.9,949.2,731.9,128.6,392.4,665.1,730.4,147.2,643.5,427.5,718.8,682.5,732.7,762.9,766.8,942.0,809.5,643.2,634.1,609.6,559.5,960.0,209.5,440.5,777.3,552.4,751.3,704.9,759.5,364.9,13.6,871.1,853.3,691.9,450.2,780.5,374.0,114.3,841.2,735.6,802.3,649.5,772.5,958.2,286.1,90.5,292.7,849.4,853.8,753.3,70.2,786.2,69.8,381.4,863.5,916.1,79.8,35.1,74.8,679.3,757.3,62.4,835.8,973.6,778.8,837.6,160.2,598.1,312.5,417.8,721.3,703.2,317.5,766.1,767.9,991.8,752.2,710.6,794.3,25.4,915.9,835.5,122.2,821.7,151.9,569.9,0.0,8.5,892.4,339.8,804.6,732.0,2036.6,855.7,820.3,65.2,708.4,286.9,62.5,505.5,864.0,786.1,706.5,123.2,87.2,965.5,767.6,732.6,720.2,734.0,366.2,237.6,57.3,885.4,854.0,664.6,867.0,454.6,790.7,597.8,784.4,419.2,764.1,753.3,308.2,698.0,453.6,724.6,1004.1,270.7,758.5,717.7
QE,361.0,487.6,675.2,719.0,639.4,798.2,949.5,732.2,128.2,392.7,665.4,730.7,138.6,643.8,427.8,719.1,682.8,733.0,763.2,767.1,942.3,809.8,643.5,634.4,609.9,559.8,960.3,209.8,440.8,777.6,552.7,751.6,705.2,759.8,365.2,20.7,871.4,853.6,692.2,450.5,780.8,374.3,115.7,841.5,735.9,802.6,649.8,772.8,958.5,286.4,81.9,293.0,849.7,854.1,753.6,61.6,786.5,61.2,381.7,863.8,916.4,71.2,26.5,81.9,679.6,757.6,53.8,836.1,973.9,779.1,837.9,155.1,598.4,312.8,418.1,721.6,703.5,317.8,766.4,768.2,992.1,752.5,710.9,794.6,16.8,916.2,835.8,113.6,822.0,143.3,570.2,7.1,0.0,892.7,340.1,804.9,732.3,2036.9,856.0,820.6,56.6,708.7,287.2,69.6,505.8,864.3,786.4,706.8,114.6,78.6,965.8,767.9,732.9,720.5,734.3,366.5,237.9,48.7,885.7,854.3,664.9,867.3,454.9,791.0,598.1,784.7,419.5,764.4,753.6,308.5,698.3,453.9,724.9,1004.4,271.0,758.8,718.0
QG,644.0,687.1,302.8,340.8,369.5,499.5,224.6,372.8,979.5,1047.8,346.7,338.3,954.2,325.1,616.7,546.2,305.4,434.3,413.0,379.9,48.5,554.0,270.6,467.0,410.6,504.8,268.9,864.9,689.9,242.7,453.8,359.2,299.9,224.9,1020.3,950.7,337.4,408.6,393.5,691.1,314.3,822.2,970.3,396.5,363.5,258.9,358.1,666.3,332.5,941.5,981.7,948.1,328.9,333.3,528.1,971.1,251.6,969.8,1036.8,565.1,101.5,1001.0,972.5,969.3,387.2,135.7,977.2,374.9,309.5,428.9,392.9,1011.1,491.9,745.7,639.9,318.0,364.7,793.9,231.5,512.4,307.7,199.6,425.9,402.2,929.0,354.0,234.1,1001.7,97.1,1016.1,561.3,964.3,964.9,0.0,739.8,412.5,379.6,2485.7,293.9,285.7,984.6,535.8,942.3,957.0,598.6,286.9,233.5,408.1,990.9,1006.6,240.9,512.1,335.7,464.7,478.5,638.6,837.0,994.7,194.7,207.5,312.2,231.2,644.8,256.1,555.0,528.9,585.3,211.5,381.2,963.6,312.3,676.8,387.3,110.6,653.0,365.9,611.5
QJ,416.0,542.6,488.7,641.6,562.0,611.7,763.0,545.7,409.6,427.7,478.9,544.2,384.3,451.7,482.8,641.7,496.3,546.5,576.7,580.6,755.8,728.6,457.0,557.0,532.5,482.4,832.3,244.8,495.8,591.1,475.3,565.1,518.7,573.3,400.2,380.8,684.9,667.1,505.7,505.5,594.3,180.0,395.3,655.0,549.4,725.2,572.4,695.4,857.4,273.0,411.8,328.0,663.5,667.6,640.3,401.2,600.0,399.9,416.7,677.3,808.8,431.1,402.6,399.4,602.2,571.1,407.3,758.7,847.9,592.6,651.4,435.7,521.0,367.8,473.1,644.2,583.5,372.8,579.9,690.8,846.1,566.0,644.7,611.7,368.8,729.7,754.2,431.8,635.5,446.2,492.8,394.4,395.0,706.2,0.0,618.4,545.8,2317.6,778.6,634.1,414.7,631.3,273.8,387.1,428.4,786.9,599.9,520.3,421.0,436.7,779.3,690.5,554.5,643.1,656.9,421.5,263.8,424.8,808.3,776.9,478.4,680.8,509.9,604.5,520.7,707.3,474.5,577.9,567.1,343.5,620.9,508.9,538.4,817.9,180.1,572.3,640.6
