from_stop,AB,AE,AF,AH,AN,AO,AP,AW,AX,AZ,CF,CG,CJ,CX,DL,EF,EJ,EQ,EW,FH,FM,FU,FW,FX,FY,GB,GC,GD,GE,GH,GN,GQ,GS,GW,GX,GY,HD,HH,HK,HS,HT,IE,IJ,IX,JG,JR,JS,JU,JV,JY,KJ,KK,KO,KS,KT,KZ,LQ,LU,LV,LX,LY,MY,NG,NT,NW,NZ,OB,OG,OK,OP,PI,PN,PQ,PT,PW,PX,QC,QD,QH,QM,QO,RC,RN,RU,RV,SF,SN,SW,SX,SY,SZ,TG,TM,TP,TS,UO,US,UT,VF,VU,VY,WS,WX,XN,YA,YJ,YK,YQ,YZ,ZC,ZH,ZQ
SW,108.4,686.8,577.4,218.4,888.3,247.8,763.7,527.0,380.1,691.7,1011.2,811.3,80.9,493.9,874.9,727.6,688.1,695.2,331.5,659.0,636.6,791.8,391.3,405.0,463.5,493.8,505.3,755.0,250.3,718.0,858.8,256.9,448.3,947.5,2118.7,279.3,533.2,583.3,597.7,632.5,55.8,442.1,791.0,461.4,870.3,427.9,394.8,706.2,938.9,829.1,741.5,341.4,954.8,827.7,765.3,313.4,808.3,681.0,183.8,455.1,802.1,371.6,421.5,368.3,531.3,903.2,704.7,351.9,660.5,546.4,935.2,591.1,265.9,487.5,96.2,451.8,329.2,463.0,315.5,926.1,923.3,650.5,883.5,544.7,846.4,621.1,678.9,0.0,397.3,350.6,439.8,496.5,895.2,588.1,484.7,666.8,502.2,902.6,785.1,894.3,435.9,372.9,805.6,343.9,744.1,497.1,606.9,317.5,794.3,528.2,547.5,718.0
SX,358.6,705.4,596.0,195.9,906.9,266.4,782.3,545.6,398.7,710.3,1029.8,829.9,489.5,96.5,893.5,746.2,706.7,713.8,350.1,677.6,656.2,810.4,409.9,55.5,482.1,512.4,523.9,773.6,268.9,736.6,877.4,275.5,466.9,966.1,2158.3,133.3,551.8,601.9,616.3,651.1,415.4,44.7,809.6,480.0,888.9,446.5,121.5,724.8,957.5,847.7,760.1,360.0,973.4,846.3,783.9,332.0,826.9,283.6,592.4,473.7,820.7,394.2,440.1,386.9,549.9,921.8,723.3,57.6,679.1,565.0,953.8,609.7,674.5,506.1,401.3,470.4,325.2,481.6,724.1,944.7,941.9,669.1,902.1,563.3,865.0,639.7,697.5,408.5,0.0,369.2,435.8,513.9,913.8,606.7,503.3,685.4,520.8,921.2,803.7,912.9,80.4,391.5,824.2,362.5,762.7,515.7,625.5,336.1,812.9,546.8,566.1,736.6
SY,282.7,586.9,477.5,181.1,788.4,98.3,663.8,427.1,29.4,591.8,911.3,711.4,413.6,456.6,775.0,627.7,588.2,595.3,104.7,559.1,537.7,691.9,291.4,367.7,112.8,393.9,405.4,655.1,150.4,618.1,758.9,89.3,211.8,847.6,1768.0,242.0,433.3,483.4,497.8,532.6,339.5,404.8,691.1,110.7,770.4,191.4,357.5,606.3,839.0,729.2,641.6,64.9,854.9,727.8,665.4,143.7,708.4,643.7,516.5,355.2,702.2,275.7,145.0,268.4,431.4,803.3,604.8,314.6,560.6,446.5,835.3,491.2,598.6,260.7,325.4,351.9,291.9,363.1,648.2,826.2,823.4,550.6,783.6,444.8,746.5,521.2,579.0,332.6,360.0,0.0,402.5,395.4,795.3,488.2,384.8,566.9,402.3,802.7,685.2,794.4,398.6,136.4,705.7,6.3,644.2,397.2,507.0,127.8,694.4,428.3,447.6,618.1
SZ,374.1,720.9,611.5,209.9,922.4,281.9,797.8,561.1,414.2,725.8,1045.3,845.4,505.0,485.4,909.0,761.7,722.2,729.3,365.6,693.1,671.7,825.9,425.4,396.5,497.6,527.9,539.4,789.1,284.4,752.1,892.9,291.0,482.4,981.6,2152.8,270.8,567.3,617.4,631.8,666.6,430.9,433.6,825.1,495.5,904.4,462.0,386.3,740.3,973.0,863.2,775.6,375.5,988.9,861.8,799.4,347.5,842.4,672.5,607.9,489.2,836.2,409.7,455.6,402.4,565.4,937.3,738.8,343.4,694.6,580.5,969.3,625.2,690.0,521.6,416.8,485.9,189.3,497.1,739.6,960.2,957.4,684.6,917.6,578.8,880.5,655.2,713.0,424.0,388.8,384.7,0.0,529.4,929.3,622.2,518.8,700.9,536.3,936.7,819.2,928.4,427.4,407.0,839.7,378.0,778.2,531.2,641.0,351.6,828.4,562.3,581.6,752.1
TG,400.9,190.2,80.8,299.3,391.7,286.1,267.1,384.4,418.4,195.1,614.4,314.7,531.8,574.8,378.3,231.0,545.5,453.0,369.8,482.2,140.0,295.2,248.7,485.9,501.8,351.2,362.7,258.4,261.8,475.8,362.2,295.2,486.6,550.7,1986.5,360.2,36.6,86.7,101.1,138.1,457.7,523.0,383.6,499.7,373.7,466.2,475.7,209.6,442.3,421.7,244.9,379.7,458.2,331.1,268.7,351.7,311.7,761.9,634.7,312.5,305.5,233.0,459.8,181.9,34.7,406.6,527.9,432.8,411.6,268.4,438.6,94.5,716.8,525.8,443.6,34.6,410.1,320.4,766.4,429.5,426.7,153.9,386.9,402.1,349.8,124.5,393.1,450.8,478.2,388.9,520.7,0.0,398.6,91.5,342.1,405.3,359.6,406.0,288.5,497.5,516.8,411.2,398.2,382.2,247.5,59.0,110.3,355.8,297.7,205.2,404.9,475.8
TM,813.4,221.4,374.2,711.8,6.8,698.6,245.2,502.5,830.9,342.1,527.0,164.5,944.3,987.3,77.7,209.1,460.7,365.6,782.3,394.8,330.5,161.5,626.9,898.4,914.3,591.4,602.9,173.4,674.3,388.4,274.7,707.7,899.1,463.3,2399.0,772.7,375.7,376.0,303.6,276.3,870.2,935.5,296.2,912.2,73.1,878.7,888.2,356.6,74.0,334.3,155.1,792.2,391.2,161.3,183.7,764.2,145.0,1174.4,1047.2,663.0,155.3,606.8,872.3,594.4,373.3,319.1,440.5,845.3,324.2,680.9,55.2,310.2,1129.3,938.3,856.1,447.1,822.6,638.9,1178.9,30.8,28.0,257.8,217.1,780.3,369.5,347.8,305.7,863.3,890.7,801.4,933.2,413.6,0.0,320.8,692.6,317.9,737.8,7.3,168.2,410.1,929.3,823.7,310.8,794.7,225.6,471.5,427.3,768.3,212.7,617.7,436.6,388.4
TP,492.5,98.6,53.3,390.9,301.6,377.7,175.5,476.0,510.0,167.6,522.8,229.7,623.4,666.4,288.2,139.4,456.5,361.4,461.4,390.6,112.5,203.6,340.3,577.5,593.4,442.8,454.3,173.4,353.4,384.2,270.6,386.8,578.2,459.1,2078.1,451.8,54.8,59.2,185.2,44.3,549.3,614.6,292.0,591.3,283.6,557.8,567.3,182.1,352.2,330.1,153.3,471.3,373.2,239.5,183.7,443.3,220.1,853.5,726.3,404.1,220.5,320.6,551.4,273.5,118.8,315.0,436.3,524.4,320.0,360.0,348.5,178.6,808.4,617.4,535.2,126.2,501.7,412.0,858.0,339.4,336.6,62.3,295.3,493.7,258.2,97.0,301.5,542.4,569.8,480.5,612.3,91.5,308.5,0.0,433.7,313.7,451.2,315.9,196.9,405.9,608.4,502.8,306.6,473.8,155.9,150.6,106.4,447.4,212.7,296.8,432.4,384.2
TS,363.7,551.0,417.6,262.1,673.3,248.9,574.8,209.9,381.2,531.9,694.1,633.1,494.6,537.6,659.9,538.7,371.0,378.1,332.6,341.9,477.8,502.9,81.9,448.7,464.6,176.7,188.2,642.0,224.6,400.9,622.3,258.0,449.4,630.4,2013.3,323.0,373.4,423.5,437.9,472.7,420.5,485.8,473.9,462.5,655.3,429.0,438.5,546.4,723.9,512.0,525.0,342.5,851.1,538.8,652.3,314.5,519.4,724.7,597.5,17.1,623.9,61.8,422.6,208.5,371.5,666.7,387.6,395.6,343.4,386.6,720.2,431.3,679.6,488.6,406.4,292.0,372.9,145.9,729.2,711.1,659.8,490.7,594.6,235.3,699.1,461.3,361.8,413.6,441.0,351.7,483.5,335.5,680.2,428.3,0.0,349.7,192.8,680.5,496.2,577.2,479.6,374.0,488.5,345.0,555.2,337.3,447.1,318.6,681.3,368.4,230.4,400.9
UO,590.7,201.2,354.0,489.1,323.5,475.9,225.0,184.5,608.2,356.2,344.3,283.3,721.6,764.6,310.1,188.9,142.7,47.6,559.6,76.8,344.6,153.1,308.9,675.7,691.6,273.4,284.9,292.2,451.6,70.4,272.5,485.0,676.4,280.6,2240.3,550.0,355.5,359.9,349.8,256.1,647.5,712.8,124.1,689.5,305.5,656.0,665.5,370.7,374.1,162.2,175.2,569.5,501.3,189.0,302.5,541.5,169.6,951.7,824.5,345.0,274.1,288.8,649.6,435.5,419.5,316.9,122.5,622.6,6.2,660.7,370.4,356.4,906.6,715.6,633.4,426.9,599.9,320.9,956.2,361.3,310.0,237.6,244.8,462.3,349.3,361.9,12.0,640.6,668.0,578.7,710.5,393.4,330.4,300.6,374.6,0.0,419.8,330.7,146.4,227.4,706.6,601.0,138.7,572.0,205.4,451.3,407.1,545.6,331.5,597.5,118.6,70.4
US,407.3,622.3,461.2,305.7,744.6,292.5,646.1,281.2,424.8,575.5,765.4,704.4,538.2,581.2,731.2,610.0,442.3,449.4,376.2,413.2,521.4,574.2,99.4,492.3,508.2,248.0,259.5,713.3,268.2,472.2,693.6,301.6,493.0,701.7,2056.9,366.6,417.0,467.1,481.5,516.3,464.1,529.4,545.2,506.1,726.6,472.6,482.1,590.0,795.2,583.3,596.3,386.1,922.4,610.1,723.6,358.1,590.7,768.3,641.1,209.3,695.2,129.8,466.2,252.1,415.1,738.0,458.9,439.2,414.7,430.2,791.5,474.9,723.2,532.2,450.0,335.6,416.5,217.2,772.8,782.4,731.1,534.3,665.9,42.4,770.4,504.9,433.1,457.2,484.6,395.3,527.1,379.1,751.5,471.9,238.9,421.0,0.0,751.8,567.5,648.5,523.2,417.6,559.8,388.6,626.5,380.9,490.7,362.2,752.6,412.0,301.7,472.2
UT,820.8,228.8,381.6,719.2,14.2,706.0,252.6,495.1,838.3,349.5,519.6,171.9,951.7,994.7,85.1,216.5,453.3,358.2,789.7,387.4,337.9,154.1,619.5,905.8,921.7,584.0,595.5,180.8,681.7,381.0,282.1,715.1,906.5,455.9,2406.4,780.1,383.1,383.4,311.0,281.4,877.6,942.9,288.8,919.6,80.5,886.1,895.6,364.0,81.9,326.9,162.5,799.6,398.6,153.9,191.1,771.6,137.6,1181.8,1054.6,655.6,162.7,603.3,879.7,601.8,380.7,326.5,433.1,852.7,316.8,688.3,63.1,317.6,1136.7,945.7,863.5,454.5,830.0,631.5,1186.3,38.7,20.6,265.2,209.7,772.9,376.9,355.2,298.3,870.7,898.1,808.8,940.6,419.8,7.3,328.2,685.2,310.5,730.4,0.0,160.8,402.7,936.7,831.1,303.4,802.1,233.0,478.9,434.7,775.7,220.1,625.1,429.2,381.0
VF,699.6,107.6,260.4,598.0,198.5,584.8,131.4,334.2,717.1,248.2,358.7,161.2,830.5,873.5,188.0,95.3,292.4,197.3,668.5,226.5,236.6,6.6,458.6,784.6,800.5,423.1,434.6,169.8,560.5,220.1,178.9,593.9,785.3,295.0,2285.2,658.9,261.9,266.3,209.7,160.2,756.4,821.7,127.9,798.4,183.4,764.9,774.4,262.7,252.0,166.0,79.2,678.4,369.6,42.5,180.1,650.4,23.1,1060.6,933.4,494.7,152.0,442.4,758.5,480.6,279.4,223.3,272.2,731.5,155.9,567.1,247.4,216.3,1015.5,824.5,742.3,333.3,708.8,470.6,1065.1,223.0,163.5,144.0,98.3,612.0,255.7,253.9,137.4,749.5,776.9,687.6,819.4,298.6,191.6,207.0,524.3,149.6,569.5,184.2,0.0,241.8,815.5,709.9,142.5,680.9,111.8,357.7,313.5,654.5,209.1,503.9,268.3,220.1
VU,797.0,292.2,445.0,695.4,414.5,682.2,316.0,390.8,814.5,447.2,111.7,374.3,927.9,970.9,401.1,279.9,349.0,253.9,765.9,283.1,435.6,244.1,515.2,882.0,897.9,479.7,491.2,383.2,657.9,276.7,363.5,691.3,882.7,48.0,2446.6,756.3,446.5,450.9,440.8,347.1,853.8,919.1,215.1,895.8,396.5,862.3,871.8,461.7,465.1,253.2,266.2,775.8,592.3,280.0,393.5,747.8,260.6,1158.0,1030.8,551.3,365.1,495.1,855.9,641.8,510.5,407.9,328.8,828.9,212.5,751.7,461.4,447.4,1112.9,921.9,839.7,517.9,806.2,527.2,1162.5,452.3,401.0,328.6,335.8,668.6,440.3,452.9,194.0,846.9,874.3,785.0,916.8,484.4,421.4,391.6,580.9,206.2,626.1,421.7,237.4,0.0,912.9,807.3,229.7,778.3,296.4,542.3,498.1,751.9,422.5,688.5,324.9,276.7
VY,373.2,720.0,610.6,210.5,921.5,281.0,796.9,560.2,413.3,724.9,1044.4,844.5,504.1,173.0,908.1,760.8,721.3,728.4,364.7,692.2,670.8,825.0,424.5,84.1,496.7,527.0,538.5,788.2,283.5,751.2,892.0,290.1,481.5,980.7,2151.9,147.9,566.4,616.5,630.9,665.7,430.0,121.2,824.2,494.6,903.5,461.1,136.1,739.4,972.1,862.3,774.7,374.6,988.0,860.9,798.5,346.6,841.5,360.1,607.0,488.3,835.3,408.8,454.7,401.5,564.5,936.4,737.9,72.2,693.7,579.6,968.4,624.3,689.1,520.7,415.9,485.0,339.8,496.2,738.7,959.3,956.5,683.7,916.7,577.9,879.6,654.3,712.1,423.1,76.4,383.8,450.4,528.5,928.4,621.3,517.9,700.0,535.4,935.8,818.3,927.5,0.0,406.1,838.8,377.1,777.3,530.3,640.1,350.7,827.5,561.4,580.7,751.2
WS,327.9,632.1,522.7,226.3,833.6,143.5,709.0,472.3,168.8,637.0,956.5,756.6,458.8,501.8,820.2,672.9,633.4,640.5,149.9,604.3,581.9,737.1,336.6,412.9,252.2,439.1,450.6,700.3,195.6,663.3,804.1,134.5,166.4,892.8,1907.4,287.2,478.5,528.6,543.0,577.8,384.7,450.0,736.3,250.1,815.6,54.9,402.7,651.5,884.2,774.4,686.8,130.1,900.1,773.0,710.6,188.9,753.6,688.9,561.7,400.4,747.4,320.9,210.2,313.6,476.6,848.5,650.0,359.8,605.8,491.7,880.5,536.4,643.8,305.9,370.6,397.1,337.1,408.3,693.4,871.4,868.6,595.8,828.8,490.0,791.7,566.4,624.2,377.8,405.2,139.3,447.7,441.8,840.5,533.4,430.0,612.1,447.5,847.9,730.4,839.6,443.8,0.0,750.9,132.6,689.4,442.4,552.2,173.0,739.6,473.5,492.8,663.3
WX,719.6,204.2,357.0,618.0,326.5,604.8,228.0,313.4,737.1,359.2,337.9,286.3,850.5,893.5,313.1,191.9,271.6,176.5,688.5,205.7,347.6,156.1,437.8,804.6,820.5,402.3,413.8,295.2,580.5,199.3,275.5,613.9,805.3,274.2,2369.2,678.9,358.5,362.9,352.8,259.1,776.4,841.7,14.5,818.4,308.5,784.9,794.4,373.7,377.1,100.5,178.2,698.4,504.3,192.0,305.5,670.4,172.6,1080.6,953.4,473.9,277.1,417.7,778.5,564.4,422.5,319.9,251.4,751.5,135.1,663.7,373.4,359.4,1035.5,844.5,762.3,429.9,728.8,449.8,1085.1,364.3,313.0,240.6,247.8,591.2,352.3,364.9,116.6,769.5,796.9,707.6,839.4,396.4,333.4,303.6,503.5,128.8,548.7,333.7,149.4,221.0,835.5,729.9,0.0,700.9,208.4,454.3,410.1,674.5,334.5,634.9,247.5,199.3
XN,276.3,580.5,471.1,174.7,782.0,91.9,657.4,420.7,36.1,585.4,904.9,705.0,407.2,450.2,768.6,621.3,581.8,588.9,98.3,552.7,531.3,685.5,285.0,361.3,119.5,387.5,399.0,648.7,144.0,611.7,752.5,82.9,205.4,841.2,1774.7,235.6,426.9,477.0,491.4,526.2,333.1,398.4,684.7,117.4,764.0,185.0,351.1,599.9,832.6,722.8,635.2,58.5,848.5,721.4,659.0,137.3,702.0,637.3,510.1,348.8,695.8,269.3,138.6,262.0,425.0,796.9,598.4,308.2,554.2,440.1,828.9,484.8,592.2,254.3,319.0,345.5,285.5,356.7,641.8,819.8,817.0,544.2,777.2,438.4,740.1,514.8,572.6,326.2,353.6,6.6,396.1,389.0,788.9,481.8,378.4,560.5,395.9,796.3,678.8,788.0,392.2,130.0,699.3,0.0,637.8,390.8,500.6,121.4,688.0,421.9,441.2,611.7
YA,641.4,49.4,202.2,539.8,219.3,526.6,19.5,416.0,658.9,204.4,440.5,179.1,772.3,815.3,205.9,17.1,374.2,279.1,610.3,308.3,192.8,121.3,489.2,726.4,742.3,504.9,516.4,149.7,502.3,301.9,188.3,535.7,727.1,376.8,2227.0,600.7,203.7,208.1,207.6,104.3,698.2,763.5,209.7,740.2,201.3,706.7,716.2,218.9,269.9,247.8,71.0,620.2,349.5,157.2,160.0,592.2,137.8,1002.4,875.2,553.0,169.9,473.5,700.3,422.4,267.7,232.7,354.0,673.3,237.7,508.9,266.2,214.2,957.3,766.3,684.1,275.1,650.6,552.4,1006.9,257.1,254.3,85.8,213.0,642.6,152.2,210.1,219.2,691.3,718.7,629.4,761.2,241.6,226.2,148.8,582.6,231.4,600.1,233.6,114.6,323.6,757.3,651.7,224.3,622.7,0.0,299.5,255.3,596.3,189.0,445.7,350.1,301.9
YJ,420.1,237.9,128.5,318.5,439.4,305.3,314.8,403.6,437.6,242.8,662.1,362.4,551.0,594.0,426.0,278.7,564.7,500.7,389.0,535.6,188.7,342.9,267.9,505.1,521.0,370.4,381.9,306.1,281.0,523.5,409.9,314.4,505.8,598.4,2005.7,379.4,84.3,134.4,148.8,183.6,476.9,542.2,431.3,518.9,421.4,485.4,494.9,257.3,490.0,469.4,292.6,398.9,505.9,378.8,316.4,370.9,359.4,781.1,653.9,331.7,353.2,252.2,479.0,201.1,82.4,454.3,581.3,452.0,459.3,287.6,486.3,142.2,736.0,545.0,462.8,53.8,429.3,339.6,785.6,477.2,474.4,201.6,434.6,421.3,397.5,172.2,440.8,470.0,497.4,408.1,539.9,46.4,446.3,139.2,361.3,453.0,378.8,453.7,336.2,545.2,536.0,430.4,445.9,401.4,295.2,0.0,158.0,375.0,345.4,224.4,424.1,523.5
YK,501.3,215.1,105.7,399.7,418.1,386.5,292.0,484.8,518.8,220.0,639.3,346.2,632.2,675.2,404.7,255.9,573.0,477.9,470.2,507.1,165.9,320.1,349.1,586.3,602.2,451.6,463.1,289.9,362.2,500.7,387.1,395.6,587.0,575.6,2086.9,460.6,63.6,111.6,194.0,160.8,558.1,623.4,408.5,600.1,400.1,566.6,576.1,234.5,468.7,446.6,269.8,480.1,489.7,356.0,300.2,452.1,336.6,862.3,735.1,412.9,337.0,333.4,560.2,282.3,127.6,431.5,552.8,533.2,436.5,368.8,465.0,187.4,817.2,626.2,544.0,135.0,510.5,420.8,866.8,455.9,453.1,178.8,411.8,502.5,374.7,149.4,418.0,551.2,578.6,489.3,621.1,101.5,425.0,116.4,442.5,430.2,460.0,432.4,313.4,522.4,617.2,511.6,423.1,482.6,272.4,159.4,0.0,456.2,329.2,305.6,505.3,500.7
YQ,254.4,558.6,449.2,152.8,760.1,70.0,635.5,398.8,182.1,563.5,883.0,683.1,385.3,428.3,746.7,599.4,559.9,567.0,133.5,530.8,509.4,663.6,263.1,339.4,265.5,365.6,377.1,626.8,122.1,589.8,730.6,61.0,250.3,819.3,1920.7,213.7,405.0,455.1,469.5,504.3,311.2,376.5,662.8,263.4,742.1,229.9,329.2,578.0,810.7,700.9,613.3,143.4,826.6,699.5,637.1,97.4,680.1,615.4,488.2,326.9,673.9,247.4,223.5,240.1,403.1,775.0,576.5,286.3,532.3,418.2,807.0,462.9,570.3,289.5,297.1,323.6,263.6,334.8,619.9,797.9,795.1,522.3,755.3,416.5,718.2,492.9,550.7,304.3,331.7,152.6,374.2,367.1,767.0,459.9,356.5,538.6,374.0,774.4,656.9,766.1,370.3,174.9,677.4,145.9,615.9,368.9,478.7,0.0,666.1,400.0,419.3,589.8
YZ,732.7,146.2,293.5,631.1,202.5,617.9,223.1,538.2,750.2,258.2,562.7,117.1,863.6,906.6,189.1,187.0,496.4,401.3,701.6,430.5,246.6,220.0,580.5,817.7,833.6,627.1,638.6,46.3,593.6,424.1,292.5,627.0,818.4,499.0,2318.3,692.0,295.0,292.1,219.7,195.6,789.5,854.8,331.9,831.5,184.5,798.0,807.5,272.7,253.1,370.0,172.9,711.5,278.6,238.8,36.2,683.5,219.4,1093.7,966.5,644.3,107.9,564.8,791.6,513.7,289.4,336.9,476.2,764.6,359.9,600.2,249.4,226.3,1048.6,857.6,775.4,366.4,741.9,652.2,1098.2,240.3,237.5,177.1,294.6,733.9,305.8,263.9,341.4,782.6,810.0,720.7,852.5,332.9,209.4,240.1,673.9,353.6,691.4,216.8,226.7,445.8,848.6,743.0,346.5,714.0,203.5,390.8,346.6,687.6,0.0,537.0,472.3,424.1
ZC,469.9,412.8,303.4,368.3,614.3,355.1,489.7,453.4,487.4,417.7,837.0,537.3,600.8,643.8,600.9,453.6,614.5,621.6,438.8,585.4,363.6,517.8,317.7,554.9,570.8,420.2,431.7,481.0,330.8,644.4,584.8,364.2,555.6,773.3,1798.7,429.2,259.2,309.3,323.7,358.5,526.7,592.0,618.9,568.7,596.3,535.2,544.7,432.2,664.9,644.3,467.5,448.7,680.8,553.7,491.3,420.7,534.3,830.9,703.7,381.5,528.1,302.0,528.8,199.3,257.3,629.2,631.1,501.8,586.9,337.4,661.2,317.1,785.8,594.8,512.6,177.8,479.1,389.4,835.4,652.1,649.3,376.5,609.5,471.1,572.4,347.1,605.3,519.8,547.2,457.9,589.7,221.3,621.2,314.1,411.1,593.2,428.6,628.6,511.1,720.1,585.8,480.2,633.5,451.2,470.1,223.1,332.9,424.8,520.3,0.0,473.9,644.4
ZH,472.0,320.5,473.3,370.4,442.8,357.2,344.3,65.8,489.5,475.5,463.6,402.6,602.9,645.9,429.4,308.2,140.5,147.6,440.9,111.4,463.9,272.4,190.2,557.0,572.9,154.7,166.2,411.5,332.9,170.4,391.8,366.3,557.7,399.9,2121.6,431.3,474.8,479.2,469.1,375.4,528.8,594.1,243.4,570.8,424.8,537.3,546.8,490.0,493.4,281.5,294.5,450.8,620.6,308.3,421.8,422.8,288.9,833.0,705.8,226.3,393.4,170.1,530.9,316.8,538.8,436.2,157.1,503.9,112.9,494.9,489.7,475.7,787.9,596.9,514.7,400.3,481.2,202.2,837.5,480.6,429.3,356.9,364.1,343.6,468.6,481.2,131.3,521.9,549.3,460.0,591.8,512.7,449.7,419.9,255.9,119.2,301.1,450.0,265.7,346.7,587.9,482.3,258.0,453.3,324.7,445.6,526.4,426.9,450.8,476.7,0.0,170.4
ZQ,632.7,282.5,435.3,531.1,404.8,517.9,306.3,226.5,650.2,437.5,425.6,364.6,763.6,806.6,391.4,270.2,184.7,20.5,601.6,118.8,425.9,234.4,350.9,717.7,733.6,315.4,326.9,373.5,493.6,0.0,353.8,527.0,718.4,361.9,2282.3,592.0,436.8,441.2,431.1,337.4,689.5,754.8,205.4,731.5,386.8,698.0,707.5,452.0,455.4,243.5,256.5,611.5,582.6,270.3,383.8,583.5,250.9,993.7,866.5,387.0,355.4,330.8,691.6,477.5,500.8,398.2,164.5,664.6,74.9,742.0,451.7,437.7,948.6,757.6,675.4,508.2,641.9,362.9,998.2,442.6,391.3,318.9,326.1,504.3,430.6,443.2,93.3,682.6,710.0,620.7,752.5,473.5,411.7,381.9,416.6,81.2,461.8,412.0,227.7,308.7,748.6,643.0,220.0,614.0,286.7,532.6,488.4,587.6,412.8,637.4,160.6,0.0
