from_stop,AE,AF,BJ,BK,BO,BP,BS,BY,CD,CG,CK,CL,CR,CW,DC,DJ,DQ,DY,EC,ED,EG,EQ,ER,ES,EZ,FG,FK,FN,FQ,FS,FZ,GB,GJ,GL,GP,GV,GW,HC,HU,IB,IG,IK,IN,IO,IP,IQ,IX,JA,JC,JD,JE,JI,JJ,JT,KH,LJ,LO,MA,MB,MF,MO,MP,NA,NE,NF,NG,NL,NM,NO,OB,OC,OF,OG,OI,PT,QE,QJ,QL,QO,RL,RN,RT,RU,RV,RX,SJ,SK,SR,ST,SY,TE,TJ,TL,TQ,UE,UI,UL,UN,UQ,UZ,VH,VV,VW,WQ,WS,WX,XF,XP,XR,YF,YK,YM,YP,YS,YT,YW,YY,ZD,ZE,ZI,ZL,ZN,ZP,ZQ,ZV
QO,176.8,143.3,817.7,231.0,229.8,573.6,597.0,647.5,497.8,377.4,678.2,308.3,656.3,248.0,734.1,307.2,174.3,878.7,618.6,363.6,80.8,170.4,106.1,365.3,241.2,135.1,36.3,928.4,710.6,812.1,860.8,765.1,530.6,974.9,43.8,291.7,228.0,795.1,618.8,1052.8,91.9,533.5,129.5,204.6,830.8,830.9,579.0,877.5,257.0,650.0,569.8,240.8,685.2,799.2,171.9,734.2,854.8,764.1,140.5,581.3,783.6,227.8,374.2,419.9,315.1,824.5,264.3,850.6,136.9,809.9,145.4,630.1,607.6,156.1,448.0,2315.5,794.3,541.5,0.0,239.0,680.7,387.2,98.4,324.6,257.2,295.2,267.8,786.7,618.3,860.7,273.1,249.1,640.3,621.5,240.1,499.5,595.0,96.4,505.3,484.1,654.1,342.4,185.6,75.1,547.7,90.1,166.0,979.0,194.0,312.2,102.5,136.9,331.0,517.0,892.7,146.9,82.5,157.3,112.0,712.3,603.2,220.9,631.0,151.9,238.9
RL,271.3,91.6,895.2,305.3,419.2,686.3,674.5,725.0,687.2,566.8,785.5,385.8,727.1,322.3,811.6,381.5,251.8,956.2,696.1,553.0,256.8,346.4,252.4,554.7,315.5,366.3,269.6,1005.9,788.1,889.6,938.3,842.6,636.5,1052.4,277.1,369.2,305.5,872.6,696.3,1130.3,325.2,722.9,185.8,278.9,908.3,908.4,686.3,955.0,446.4,727.5,677.1,318.3,762.7,876.7,308.0,811.7,932.3,841.6,272.7,658.8,861.1,360.0,451.7,609.3,504.5,902.0,338.6,928.1,269.1,887.4,239.9,707.6,653.1,78.8,637.4,2393.0,871.8,619.0,233.2,0.0,758.2,576.6,230.6,514.0,331.5,369.5,345.3,864.2,695.8,938.2,347.4,438.5,717.8,699.0,84.7,688.9,672.5,183.4,582.8,673.5,731.6,531.8,207.4,159.2,655.0,222.3,298.2,1056.5,271.5,334.0,333.7,273.0,408.5,594.5,970.2,322.9,294.7,143.1,345.3,789.8,680.7,298.4,708.5,288.0,428.3
RN,616.9,664.3,222.3,465.4,683.3,482.5,290.3,179.9,389.7,753.5,401.3,451.1,523.3,516.3,266.5,393.4,530.2,411.1,447.3,817.1,657.0,699.7,598.0,468.4,554.0,760.2,714.6,460.8,133.2,344.5,393.2,187.7,252.3,507.3,722.1,413.4,477.1,217.7,74.3,585.2,770.2,522.4,586.1,559.7,253.4,363.3,302.1,300.1,710.5,182.4,292.9,464.3,89.8,221.8,653.6,266.6,277.4,186.7,763.5,455.0,316.0,850.8,517.0,363.9,740.3,247.1,500.8,383.0,759.9,232.5,585.5,503.8,449.3,677.1,890.9,1908.6,326.7,234.8,700.2,760.0,0.0,396.8,721.4,778.1,570.0,405.4,437.3,319.1,150.7,393.1,585.9,702.6,172.7,314.8,761.1,360.6,468.7,682.6,242.4,860.2,76.7,713.0,688.6,658.4,270.8,713.1,789.0,511.4,548.7,815.2,727.6,618.6,374.1,172.0,425.1,694.2,671.5,678.3,790.3,134.9,431.9,483.4,163.4,633.6,546.5
RT,389.8,471.5,530.2,510.4,286.4,521.7,221.4,360.0,110.5,434.0,290.9,521.3,562.5,495.3,446.6,432.6,387.3,591.2,486.5,420.2,330.7,332.2,319.1,71.5,488.5,391.5,345.9,640.9,423.1,524.6,573.3,477.6,143.3,687.4,353.4,504.7,441.0,507.6,331.3,765.3,401.5,590.1,396.0,451.9,543.3,543.4,191.7,590.0,313.6,362.5,182.5,453.8,397.7,511.7,384.9,446.7,567.3,476.6,468.7,494.2,496.1,556.0,587.2,32.6,371.7,537.0,511.6,563.1,465.1,522.4,358.4,543.0,488.5,484.3,494.0,2092.0,506.8,159.9,375.7,567.2,393.2,0.0,426.6,381.2,504.5,444.6,480.8,499.2,330.8,573.2,520.4,305.7,352.8,245.9,568.3,112.2,507.9,424.6,281.6,540.7,366.6,399.0,505.1,403.3,160.4,418.3,494.2,691.5,407.0,631.7,358.9,349.9,413.3,229.5,605.2,377.9,302.8,485.5,421.6,424.8,471.1,433.9,343.5,364.9,149.6
RU,189.0,131.7,829.9,243.2,255.4,599.2,609.2,659.7,523.4,403.0,703.8,320.5,681.9,260.2,746.3,319.4,186.5,890.9,630.8,389.2,93.0,182.6,118.3,390.9,253.4,202.5,105.8,940.6,722.8,824.3,873.0,777.3,556.2,987.1,113.3,303.9,240.2,807.3,631.0,1065.0,161.4,559.1,132.4,216.8,843.0,843.1,604.6,889.7,282.6,662.2,595.4,253.0,697.4,811.4,184.1,746.4,867.0,776.3,103.3,593.5,795.8,190.6,386.4,445.5,340.7,836.7,276.5,862.8,99.7,822.1,157.6,642.3,587.8,144.5,473.6,2327.7,806.5,553.7,69.4,227.4,692.9,412.8,0.0,350.2,269.4,307.4,280.0,798.9,630.5,872.9,285.3,274.7,652.5,633.7,228.5,525.1,607.2,84.8,517.5,509.7,666.3,368.0,174.0,63.5,573.3,52.9,128.8,991.2,206.2,300.6,169.9,149.1,343.2,529.2,904.9,159.1,130.9,145.7,181.5,724.5,615.4,233.1,643.2,164.1,264.5
RV,350.7,432.4,915.0,471.3,182.6,359.9,606.2,744.8,495.3,163.7,675.7,482.2,442.6,456.2,831.4,512.5,348.2,976.0,774.0,38.9,291.6,293.1,280.0,362.8,449.4,352.4,306.8,1025.7,807.9,909.4,958.1,862.4,528.1,1072.2,314.3,465.6,401.9,892.4,716.1,1150.1,362.4,319.8,356.9,412.8,928.1,928.2,576.5,974.8,177.6,747.3,567.3,414.7,782.5,896.5,345.8,831.5,952.1,861.4,429.6,551.8,880.9,516.9,548.1,417.4,101.4,921.8,472.5,947.9,426.0,907.2,319.3,600.6,393.9,445.2,445.5,2369.5,891.6,544.7,336.6,528.1,778.0,384.7,387.5,0.0,465.4,524.5,441.7,884.0,715.6,958.0,481.3,79.9,737.6,630.7,529.2,497.0,565.5,385.5,660.7,270.4,751.4,128.7,466.0,364.2,545.2,379.2,455.1,1076.3,367.9,592.6,319.8,310.8,504.9,614.3,990.0,338.8,263.7,446.4,382.5,809.6,758.6,394.8,728.3,325.8,236.4
RX,209.5,234.0,667.8,219.6,365.1,458.9,447.1,497.6,546.5,512.7,558.1,158.4,499.7,39.2,584.2,188.7,141.6,728.8,468.7,498.9,226.7,292.3,190.6,500.6,12.8,336.2,290.6,778.5,560.7,662.2,710.9,615.2,409.1,825.0,298.1,141.8,140.8,645.2,468.9,902.9,346.2,498.8,173.7,58.1,676.6,681.0,458.9,727.6,392.3,500.1,449.7,128.0,535.5,649.3,246.2,584.3,704.9,614.2,333.2,431.4,633.7,420.5,224.3,520.7,450.4,674.6,55.5,700.7,329.6,660.0,178.1,480.2,425.7,246.8,583.3,2165.6,644.4,391.6,269.9,329.7,530.8,522.5,291.1,459.9,0.0,200.7,117.9,636.8,468.4,710.8,15.9,384.4,490.4,471.6,330.8,517.4,445.1,252.3,355.4,619.4,504.2,477.7,258.3,228.1,427.6,282.8,358.7,829.1,113.0,384.9,303.6,211.2,181.1,367.1,742.8,286.8,264.1,248.0,366.3,562.4,453.3,147.1,481.1,226.2,374.2
SJ,252.3,258.8,527.9,59.9,407.9,319.0,307.2,357.7,406.6,555.5,418.2,86.5,359.8,151.7,444.3,11.9,165.6,588.9,328.8,541.7,251.5,335.1,233.4,485.3,189.4,361.0,315.4,638.6,420.8,522.3,571.0,475.3,269.2,685.1,322.9,48.8,112.5,505.3,329.0,763.0,371.0,358.9,198.5,195.1,541.0,541.1,319.0,587.7,435.1,360.2,309.8,99.7,395.4,509.4,289.0,444.4,565.0,474.3,358.0,291.5,493.8,445.3,152.4,380.8,493.2,534.7,136.2,560.8,354.4,520.1,220.9,340.3,285.8,271.6,626.1,2025.7,504.5,251.7,294.7,354.5,390.9,413.7,315.9,502.7,205.4,0.0,72.7,496.9,328.5,570.9,221.3,427.2,350.5,331.7,355.6,377.5,305.2,277.1,215.5,662.2,364.3,520.5,283.1,252.9,287.7,307.6,383.5,689.2,184.1,409.7,328.4,254.0,41.2,227.2,602.9,329.6,289.4,272.8,391.1,422.5,313.4,118.8,341.2,269.0,417.0
SK,179.5,233.5,549.8,142.7,335.1,340.9,329.1,379.6,428.5,482.7,440.1,40.4,381.7,78.9,466.2,70.7,92.8,610.8,350.7,468.9,239.1,262.3,160.6,470.6,116.6,322.8,277.2,660.5,442.7,544.2,592.9,497.2,291.1,707.0,284.7,23.8,39.7,527.2,350.9,784.9,332.8,380.8,148.7,122.3,562.9,563.0,340.9,609.6,362.3,382.1,331.7,26.9,417.3,531.3,216.2,466.3,586.9,496.2,327.6,313.4,515.7,414.9,106.3,402.7,420.4,556.6,63.4,582.7,324.0,542.0,148.1,362.2,307.7,246.3,553.3,2047.6,526.4,273.6,264.3,329.2,412.8,435.6,285.5,429.9,132.6,82.7,0.0,518.8,350.4,592.8,148.5,354.4,372.4,353.6,330.3,399.4,327.1,251.8,237.4,589.4,386.2,447.7,257.8,227.6,309.6,277.2,353.1,711.1,111.3,384.4,290.2,181.2,63.1,249.1,624.8,256.8,234.1,247.5,352.9,444.4,335.3,46.0,363.1,196.2,344.2
SR,734.4,781.8,447.6,582.9,800.8,600.0,407.8,234.8,507.2,871.0,518.8,568.6,640.8,633.8,54.2,510.9,647.7,466.0,564.8,934.6,774.5,817.2,715.5,585.9,671.5,877.7,832.1,214.7,340.5,399.4,147.1,395.0,369.8,562.2,839.6,530.9,594.6,425.0,248.7,339.1,887.7,639.9,703.6,677.2,460.7,418.2,419.6,507.4,828.0,237.3,410.4,581.8,315.1,429.1,771.1,109.9,484.7,394.0,881.0,572.5,370.9,968.3,634.5,481.4,857.8,454.4,618.3,136.9,877.4,439.8,703.0,621.3,566.8,794.6,1008.4,2115.9,80.6,352.3,817.7,877.5,310.6,514.3,838.9,895.6,687.5,522.9,554.8,0.0,205.6,448.0,703.4,820.1,227.6,432.3,878.6,478.1,586.2,800.1,359.9,977.7,284.0,830.5,806.1,775.9,388.3,830.6,906.5,265.3,666.2,932.7,845.1,736.1,491.6,289.5,480.0,811.7,789.0,795.8,907.8,342.2,549.4,600.9,218.3,751.1,664.0
ST,549.2,596.6,262.4,397.7,615.6,414.8,222.6,29.1,322.0,685.8,333.6,383.4,455.6,448.6,156.2,325.7,462.5,260.3,379.6,749.4,589.3,632.0,530.3,400.7,486.3,692.5,646.9,350.5,155.3,193.7,282.9,209.8,184.6,356.5,654.4,345.7,409.4,239.8,63.5,474.9,702.5,454.7,518.4,492.0,275.5,212.5,234.4,322.2,642.8,27.5,225.2,396.6,129.9,243.9,585.9,156.3,299.5,208.8,695.8,387.3,165.2,783.1,449.3,296.2,672.6,269.2,433.1,272.7,692.2,254.6,517.8,436.1,381.6,609.4,823.2,1930.7,216.4,167.1,632.5,692.3,125.4,329.1,653.7,710.4,502.3,337.7,369.6,208.8,0.0,242.3,518.2,634.9,21.9,247.1,693.4,292.9,401.0,614.9,174.7,792.5,98.8,645.3,620.9,590.7,203.1,645.4,721.3,401.1,481.0,747.5,659.9,550.9,306.4,104.3,274.3,626.5,603.8,610.6,722.6,157.0,364.2,415.7,12.6,565.9,478.8
SY,812.5,859.9,525.7,661.0,878.9,678.1,485.9,270.3,585.3,949.1,596.9,646.7,718.9,711.9,419.5,589.0,725.8,501.5,642.9,1012.7,852.6,895.3,793.6,664.0,749.6,955.8,910.2,613.8,418.6,434.9,546.2,473.1,447.9,597.7,917.7,609.0,672.7,503.1,326.8,738.2,965.8,718.0,781.7,755.3,538.8,453.7,497.7,585.5,906.1,290.8,488.5,659.9,393.2,507.2,849.2,419.6,562.8,472.1,959.1,650.6,406.4,1046.4,712.6,559.5,935.9,532.5,696.4,536.0,955.5,517.9,781.1,699.4,644.9,872.7,1086.5,2194.0,479.7,430.4,895.8,955.6,388.7,592.4,917.0,973.7,765.6,601.0,632.9,472.1,263.2,0.0,781.5,898.2,263.1,510.4,956.7,556.2,664.3,878.2,438.0,1055.8,362.1,908.6,884.2,854.0,466.4,908.7,984.6,664.4,744.3,1010.8,923.2,814.2,569.7,367.6,515.5,889.8,867.1,873.9,985.9,420.3,627.5,679.0,253.8,829.2,742.1
TE,222.3,246.8,680.6,232.4,377.9,471.7,459.9,510.4,559.3,525.5,570.9,171.2,512.5,52.0,597.0,201.5,154.4,741.6,481.5,511.7,239.5,305.1,203.4,513.4,25.5,349.0,303.4,791.3,573.5,675.0,723.7,628.0,421.9,837.8,310.9,154.6,153.6,658.0,481.7,915.7,359.0,511.6,186.5,70.9,693.7,693.8,471.7,740.4,405.1,512.9,462.5,140.8,548.1,662.1,259.0,597.1,717.7,627.0,346.0,444.2,646.5,433.3,237.1,533.5,463.2,687.4,68.3,713.5,342.4,672.8,190.9,493.0,438.5,259.6,596.1,2178.4,657.2,404.4,282.7,342.5,543.6,535.3,303.9,472.7,12.7,213.5,130.7,649.6,481.2,723.6,0.0,397.2,503.2,484.4,343.6,530.2,457.9,265.1,368.2,632.2,517.0,490.5,271.1,240.9,440.4,295.6,371.5,841.9,125.8,397.7,316.4,224.0,193.9,379.9,755.6,299.6,276.9,260.8,379.1,575.2,466.1,159.9,493.9,239.0,387.0
TJ,269.7,351.4,834.0,390.3,101.6,323.4,525.2,663.8,414.3,127.2,594.7,401.2,406.1,375.2,748.5,418.0,267.2,895.0,711.5,113.4,210.6,212.1,199.0,281.8,368.4,271.4,225.8,944.7,726.9,828.4,877.1,781.4,447.1,991.2,233.3,384.6,320.9,811.4,635.1,1069.1,281.4,283.3,275.9,331.8,842.8,847.2,495.5,893.8,96.6,666.3,480.3,333.7,701.5,815.5,264.8,750.5,871.1,780.4,348.6,515.3,799.9,435.9,467.1,336.4,64.9,840.8,391.5,866.9,345.0,826.2,238.3,564.1,357.4,364.2,364.5,2333.0,810.6,463.7,255.6,447.1,697.0,303.7,306.5,74.4,384.4,443.5,360.7,803.0,634.6,877.0,400.3,0.0,656.6,549.7,448.2,416.0,529.0,304.5,585.4,233.9,670.4,92.2,385.0,283.2,464.2,298.2,374.1,995.3,286.9,511.6,238.8,229.8,423.9,533.3,909.0,257.8,182.7,365.4,301.5,728.6,696.1,313.8,647.3,244.8,155.4
TL,572.0,619.4,285.2,420.5,638.4,437.6,245.4,7.1,344.8,708.6,356.4,406.2,478.4,471.4,179.0,348.5,485.3,238.3,402.4,772.2,612.1,654.8,553.1,423.5,509.1,715.3,669.7,373.3,178.1,171.7,305.7,232.6,207.4,334.5,677.2,368.5,432.2,262.6,86.3,497.7,725.3,477.5,541.2,514.8,298.3,190.5,257.2,345.0,665.6,50.3,248.0,419.4,152.7,266.7,608.7,179.1,322.3,231.6,718.6,410.1,143.2,805.9,472.1,319.0,695.4,292.0,455.9,295.5,715.0,277.4,540.6,458.9,404.4,632.2,846.0,1953.5,239.2,189.9,655.3,715.1,148.2,351.9,676.5,733.2,525.1,360.5,392.4,231.6,22.7,263.0,541.0,657.7,0.0,269.9,716.2,315.7,423.8,637.7,197.5,815.3,121.6,668.1,643.7,613.5,225.9,668.2,744.1,423.9,503.8,770.3,682.7,573.7,329.2,127.1,252.3,649.3,626.6,633.4,745.4,179.8,387.0,438.5,9.3,588.7,501.6
TQ,653.9,619.6,446.3,420.7,550.5,437.8,108.3,276.1,256.9,698.1,268.5,406.4,478.6,471.6,362.7,348.7,485.5,507.3,402.6,684.3,594.8,596.3,583.2,335.6,509.3,655.6,610.0,557.0,339.2,440.7,489.4,393.7,119.5,603.5,617.5,368.7,432.4,423.7,247.4,681.4,665.6,477.7,541.4,515.0,459.4,459.5,169.3,506.1,577.7,278.6,160.1,419.6,313.8,427.8,649.0,362.8,483.4,392.7,732.8,410.3,412.2,820.1,472.3,231.1,635.8,453.1,456.1,479.2,729.2,438.5,622.5,459.1,404.6,632.4,758.1,2008.1,422.9,102.0,639.8,715.3,309.3,264.0,690.7,645.3,525.3,360.7,392.6,415.3,246.9,489.3,541.2,569.8,268.9,0.0,716.4,227.8,424.0,688.7,197.7,804.8,282.7,663.1,643.9,667.4,138.0,682.4,758.3,607.6,504.0,770.5,623.0,614.0,329.4,145.6,521.3,642.0,566.9,633.6,685.7,340.9,387.2,438.7,259.6,629.0,413.7
UE,264.6,84.9,888.5,298.6,412.5,679.6,667.8,718.3,680.5,560.1,778.8,379.1,720.4,315.6,804.9,374.8,245.1,949.5,689.4,546.3,250.1,339.7,245.7,548.0,308.8,359.6,262.9,999.2,781.4,882.9,931.6,835.9,629.8,1045.7,270.4,362.5,298.8,865.9,689.6,1123.6,318.5,716.2,179.1,272.2,901.6,901.7,679.6,948.3,439.7,720.8,670.4,311.6,756.0,870.0,301.3,805.0,925.6,834.9,266.0,652.1,854.4,353.3,445.0,602.6,497.8,895.3,331.9,921.4,262.4,880.7,233.2,700.9,646.4,72.1,630.7,2386.3,865.1,612.3,226.5,96.9,751.5,569.9,223.9,507.3,324.8,362.8,338.6,857.5,689.1,931.5,340.7,431.8,711.1,692.3,0.0,682.2,665.8,176.7,576.1,666.8,724.9,525.1,200.7,152.5,648.3,215.6,291.5,1049.8,264.8,327.3,327.0,266.3,401.8,587.8,963.5,316.2,288.0,136.4,338.6,783.1,674.0,291.7,701.8,281.3,421.6
UI,501.1,582.8,513.0,487.4,397.7,504.5,204.2,342.8,104.1,545.3,273.7,473.1,545.3,606.6,429.4,415.4,498.6,574.0,469.3,531.5,442.0,443.5,430.4,182.8,599.8,502.8,457.2,623.7,405.9,507.4,556.1,460.4,126.1,670.2,464.7,435.4,552.3,490.4,314.1,748.1,512.8,544.4,507.3,563.2,526.1,526.2,174.5,572.8,424.9,345.3,165.3,565.1,380.5,494.5,496.2,429.5,550.1,459.4,580.0,477.0,478.9,667.3,539.0,78.3,483.0,519.8,622.9,545.9,576.4,505.2,469.7,525.8,471.3,595.6,605.3,2074.8,489.6,142.7,487.0,678.5,376.0,111.2,537.9,492.5,615.8,427.4,459.3,482.0,313.6,556.0,631.7,417.0,335.6,228.7,679.6,0.0,490.7,535.9,264.4,652.0,349.4,510.3,616.4,514.6,143.2,529.6,605.5,674.3,518.3,743.0,470.2,461.2,396.1,212.3,588.0,489.2,414.1,596.8,532.9,407.6,453.9,545.2,326.3,476.2,260.9
UL,529.4,576.8,623.9,377.9,636.4,210.1,403.2,453.7,502.6,481.1,514.2,363.6,250.9,428.8,540.3,305.9,442.7,684.9,424.8,623.7,569.5,612.2,510.5,581.3,466.5,672.7,627.1,734.6,516.8,618.3,667.0,571.3,365.2,781.1,634.6,325.9,389.6,601.3,425.0,859.0,682.7,250.0,498.6,472.2,637.0,637.1,415.0,683.7,631.4,456.2,405.8,376.8,491.4,605.4,566.1,540.4,661.0,570.3,676.0,16.3,589.8,763.3,429.5,476.8,467.9,630.7,413.3,656.8,672.4,616.1,498.0,150.4,176.9,589.6,899.3,2020.3,600.5,347.7,612.7,672.5,486.9,509.7,633.9,584.7,482.5,317.9,349.8,592.9,424.5,666.9,498.4,533.7,446.5,427.7,673.6,473.5,0.0,595.1,311.5,587.8,460.3,440.6,601.1,570.9,383.7,625.6,701.5,785.2,461.2,727.7,640.1,531.1,286.6,323.2,698.9,606.7,584.0,590.8,702.8,518.5,409.4,395.9,437.2,546.1,659.4
UN,171.4,85.2,795.3,205.4,294.1,586.4,574.6,625.1,562.1,441.7,685.6,285.9,627.2,222.4,711.7,281.6,151.9,856.3,596.2,427.9,131.7,221.3,152.5,429.6,215.6,241.2,144.5,906.0,688.2,789.7,838.4,742.7,536.6,952.5,152.0,269.3,205.6,772.7,596.4,1030.4,200.1,597.8,85.9,179.0,808.4,808.5,586.4,855.1,321.3,627.6,577.2,218.4,662.8,776.8,208.1,711.8,832.4,741.7,147.6,558.9,761.2,234.9,351.8,484.2,379.4,802.1,238.7,828.2,144.0,787.5,140.0,607.7,553.2,98.0,512.3,2293.1,771.9,519.1,108.1,180.9,658.3,451.5,105.5,388.9,231.6,269.6,245.4,764.3,595.9,838.3,247.5,313.4,617.9,599.1,182.0,563.8,572.6,0.0,482.9,548.4,631.7,406.7,127.5,34.1,555.1,97.2,173.1,956.6,171.6,254.1,208.6,173.1,308.6,494.6,870.3,197.8,169.6,99.2,220.2,689.9,580.8,198.5,608.6,188.1,303.2
UQ,425.9,473.3,383.8,274.4,556.1,291.5,163.1,213.6,262.5,562.5,274.1,260.1,332.3,325.3,300.2,202.4,339.2,444.8,256.3,689.9,466.0,508.7,407.0,341.2,363.0,569.2,523.6,494.5,276.7,378.2,426.9,331.2,125.1,541.0,531.1,222.4,286.1,361.2,184.9,618.9,579.2,331.4,395.1,368.7,396.9,397.0,174.9,443.6,583.3,216.1,165.7,273.3,251.3,365.3,462.6,300.3,420.9,330.2,572.5,264.0,349.7,659.8,326.0,236.7,549.3,390.6,309.8,416.7,568.9,376.0,394.5,312.8,258.3,486.1,763.7,1810.3,360.4,107.6,509.2,569.0,246.8,269.6,530.4,650.9,379.0,214.4,246.3,352.8,184.4,426.8,394.9,575.4,206.4,187.6,570.1,233.4,277.7,491.6,0.0,669.2,220.2,522.0,497.6,467.4,143.6,522.1,598.0,545.1,357.7,624.2,536.6,427.6,183.1,83.1,458.8,503.2,480.5,487.3,599.3,278.4,240.9,292.4,197.1,442.6,419.3
UZ,510.9,592.6,976.9,631.5,342.8,363.7,756.2,806.7,655.5,101.7,835.9,642.4,446.4,616.4,893.3,658.9,508.4,1037.9,777.8,330.1,451.8,453.3,440.2,523.0,609.6,512.6,467.0,1087.6,869.8,971.3,1020.0,924.3,688.3,1134.1,474.5,625.8,562.1,954.3,778.0,1212.0,522.6,323.6,517.1,573.0,990.0,990.1,736.7,1036.7,337.8,809.2,727.5,574.9,844.4,958.4,506.0,893.4,1014.0,923.3,589.8,555.6,942.8,677.1,708.3,577.6,174.3,983.7,632.7,1009.8,586.2,969.1,479.5,604.4,397.7,605.4,605.7,2373.3,953.5,700.7,496.8,688.3,839.9,544.9,547.7,291.1,625.6,670.9,601.9,945.9,777.5,1019.9,641.5,240.1,799.5,780.7,689.4,657.2,569.3,545.7,664.5,0.0,813.3,147.0,626.2,524.4,705.4,539.4,615.3,1138.2,528.1,752.8,480.0,471.0,639.6,676.2,1051.9,499.0,423.9,606.6,542.7,871.5,762.4,555.0,790.2,486.0,396.6
VH,577.6,625.0,201.0,426.1,644.0,443.2,251.0,140.6,350.4,714.2,362.0,411.8,484.0,477.0,227.2,354.1,490.9,371.8,408.0,777.8,617.7,660.4,558.7,429.1,514.7,720.9,675.3,421.5,56.8,305.2,353.9,111.3,213.0,468.0,682.8,374.1,437.8,140.9,35.0,545.9,730.9,483.1,546.8,520.4,176.6,324.0,262.8,223.3,671.2,143.1,253.6,425.0,68.5,145.0,614.3,227.3,201.0,109.9,724.2,415.7,276.7,811.5,477.7,324.6,701.0,170.3,461.5,343.7,720.6,156.1,546.2,464.5,410.0,637.8,851.6,1831.8,287.4,195.5,660.9,720.7,84.0,357.5,682.1,738.8,530.7,366.1,398.0,279.8,111.4,353.8,546.6,663.3,133.4,275.5,721.8,321.3,429.4,643.3,203.1,820.9,0.0,673.7,649.3,619.1,231.5,673.8,749.7,472.1,509.4,775.9,688.3,579.3,334.8,132.7,385.8,654.9,632.2,639.0,751.0,58.1,392.6,444.1,124.1,594.3,507.2
VV,363.8,445.5,844.3,484.4,195.7,231.1,623.6,674.1,508.4,34.9,688.8,495.3,313.8,469.3,760.7,526.3,361.3,905.3,645.2,183.0,304.7,306.2,293.1,375.9,462.5,365.5,319.9,955.0,737.2,838.7,887.4,791.7,541.2,1001.5,327.4,478.7,415.0,821.7,645.4,1079.4,375.5,191.0,370.0,425.9,857.4,857.5,589.6,904.1,190.7,676.6,580.4,427.8,711.8,825.8,358.9,760.8,881.4,790.7,442.7,423.0,810.2,530.0,561.2,430.5,27.2,851.1,485.6,877.2,439.1,836.5,332.4,471.8,265.1,458.3,458.6,2240.7,820.9,557.8,349.7,541.2,707.3,397.8,400.6,144.0,478.5,538.3,454.8,813.3,644.9,887.3,494.4,93.0,666.9,648.1,542.3,510.1,436.7,398.6,531.9,141.6,680.7,0.0,479.1,377.3,558.3,392.3,468.2,1005.6,381.0,605.7,332.9,323.9,507.0,543.6,919.3,351.9,276.8,459.5,395.6,738.9,629.8,407.9,657.6,338.9,249.5
VW,203.6,135.4,827.5,237.6,359.2,618.6,606.8,657.3,627.2,506.8,717.8,318.1,659.4,254.6,743.9,313.8,184.1,888.5,628.4,493.0,189.1,286.4,184.7,494.7,247.8,298.6,219.9,938.2,720.4,821.9,870.6,774.9,568.8,984.7,227.4,301.5,237.8,804.9,628.6,1062.6,275.5,662.9,118.1,211.2,840.6,840.7,618.6,887.3,386.4,659.8,609.4,250.6,695.0,809.0,240.3,744.0,864.6,773.9,223.0,591.1,793.4,310.3,384.0,549.3,444.5,834.3,270.9,860.4,219.4,819.7,172.2,639.9,585.4,148.2,577.4,2325.3,804.1,551.3,183.5,231.1,690.5,516.6,180.9,454.0,263.8,301.8,277.6,796.5,628.1,870.5,279.7,378.5,650.1,631.3,232.2,628.9,604.8,133.7,515.1,613.5,663.9,471.8,0.0,109.5,587.3,172.6,248.5,988.8,203.8,126.5,266.0,205.3,340.8,526.8,902.5,273.2,227.0,149.4,295.6,722.1,613.0,230.7,640.8,220.3,368.3
WQ,154.3,68.1,778.2,188.3,259.9,603.7,557.5,608.0,527.9,407.5,668.5,268.8,686.4,205.3,692.7,264.5,134.8,839.2,579.1,393.7,97.5,187.1,122.8,395.4,198.5,207.0,110.3,888.9,671.1,772.6,821.3,725.6,519.5,935.4,117.8,252.2,188.5,755.6,579.3,1013.3,165.9,563.6,68.8,161.9,787.0,791.4,569.3,838.0,287.1,610.5,560.1,201.3,645.7,759.7,188.6,694.7,815.3,724.6,113.4,541.8,744.1,200.7,334.7,450.0,345.2,785.0,221.6,811.1,109.8,770.4,122.9,590.6,536.1,80.9,478.1,2276.0,754.8,502.0,73.9,163.8,641.2,417.3,71.3,354.7,214.5,252.5,228.3,747.2,578.8,821.2,230.4,279.2,600.8,582.0,164.9,529.6,555.5,21.2,465.8,514.2,614.6,372.5,110.4,0.0,538.0,63.0,138.9,939.5,154.5,237.0,174.4,153.6,291.5,477.5,853.2,163.6,135.4,82.1,186.0,672.8,563.7,181.4,591.5,168.6,269.0
