from_stop,AA,AN,AT,AZ,BD,BE,BG,BK,BT,BW,CC,CE,CI,CO,CR,CV,CX,DG,DN,DQ,DR,DU,DY,EB,ED,EG,EI,EL,EM,EN,ES,EU,FJ,FO,GE,GF,GO,GR,GY,HL,HN,HS,HU,IA,IC,ID,IV,JF,JG,JO,KF,KO,KR,KX,KY,LA,LD,LG,LJ,LN,LO,LT,MD,MM,MO,MS,MT,NE,NT,NX,OB,OI,OL,OR,PB,PD,PP,PS,PV,PW,PZ,QK,QV,QX,SD,SO,SS,ST,SY,TA,TF,TM,UD,UE,UL,VI,VK,WB,WF,WH,WJ,WR,WW,XG,XH,XT,XY,YA,YF,YG,YI,YZ,ZC,ZD,ZG,ZJ
SS,265.5,472.0,96.9,125.0,458.4,368.2,76.8,107.5,129.7,113.3,242.2,269.9,128.4,213.4,278.6,364.1,260.4,288.0,83.1,128.0,38.7,213.0,400.0,329.3,312.3,381.7,199.4,110.6,327.7,138.7,194.7,432.0,368.5,418.8,428.3,269.0,226.9,159.2,264.9,274.9,70.6,281.5,485.1,130.5,349.2,326.6,248.1,272.0,243.1,96.3,180.7,97.3,368.2,107.1,128.0,184.3,209.7,106.0,237.3,159.4,227.2,307.8,445.5,81.2,89.9,110.1,142.0,38.9,209.8,384.7,62.9,281.3,344.6,236.3,217.5,126.4,400.7,135.2,208.8,233.0,112.9,460.9,104.1,130.1,457.8,273.1,0.0,214.1,425.8,467.2,65.4,508.2,291.3,222.0,21.5,200.5,72.1,297.1,96.7,436.1,389.5,209.6,416.4,108.4,388.0,342.1,452.3,80.0,272.7,235.0,181.4,486.0,2097.1,37.0,280.6,381.5
ST,61.3,303.9,228.4,101.0,289.1,252.0,280.6,119.6,287.9,182.4,79.1,77.2,311.7,106.4,351.7,206.4,116.0,88.6,261.5,98.1,265.0,387.3,230.5,171.6,109.2,206.0,373.3,289.0,217.7,82.8,96.3,245.0,192.8,305.6,258.8,105.9,396.4,342.5,151.7,83.1,257.4,93.4,309.6,308.9,191.5,123.1,354.7,133.8,30.8,124.4,118.4,278.1,256.6,276.4,297.3,342.5,71.5,264.2,130.3,317.6,14.9,98.5,309.9,212.7,268.3,112.9,320.4,233.3,171.5,209.0,227.3,122.5,168.9,42.0,391.8,304.8,231.2,90.3,133.6,153.2,182.8,285.4,273.4,310.7,289.7,85.0,213.0,0.0,250.1,291.5,235.5,332.5,79.0,146.8,200.2,363.1,197.8,109.0,266.0,260.4,213.8,377.7,246.9,285.5,218.5,186.4,286.5,272.1,379.3,20.8,111.5,317.9,2108.7,249.5,161.9,263.7
SY,203.0,69.4,405.7,279.0,54.6,96.3,455.5,297.6,465.9,360.4,225.2,281.6,486.6,212.3,563.2,150.5,226.8,207.5,436.4,276.1,439.9,565.3,105.6,140.8,146.8,82.5,561.9,463.9,167.1,264.5,222.4,95.4,96.9,77.7,8.7,198.4,579.2,517.4,194.7,172.4,435.4,166.3,75.1,488.1,160.7,159.9,532.7,209.0,226.8,302.4,256.2,449.3,75.7,451.3,472.2,563.7,249.5,442.2,188.8,501.4,210.9,156.2,75.4,390.7,443.2,290.9,495.3,404.3,257.5,113.1,405.3,177.1,93.1,241.8,569.8,479.7,36.8,268.3,265.9,236.4,360.8,50.9,448.3,483.4,55.2,217.7,408.1,223.6,0.0,63.7,413.5,102.7,185.3,252.7,378.2,552.8,375.8,152.0,440.9,80.4,145.8,555.7,123.4,460.4,104.4,159.8,32.6,447.0,557.3,244.5,249.3,83.4,1951.4,427.5,194.5,68.8
TA,241.0,121.5,440.6,313.9,118.4,121.2,475.5,332.5,542.1,395.3,263.2,319.6,506.6,232.3,598.1,86.7,255.3,245.5,456.4,311.0,459.9,609.4,67.3,120.9,184.8,128.2,595.8,483.9,187.1,297.1,242.4,57.1,128.3,141.5,55.0,236.4,618.5,537.4,232.7,210.4,483.5,204.3,105.8,508.1,101.6,197.9,567.6,237.5,264.8,337.3,276.2,473.0,100.6,471.3,492.2,583.7,287.5,518.4,208.8,577.6,248.9,194.2,139.2,425.6,463.2,325.8,515.3,439.2,277.5,114.4,440.2,215.1,138.9,279.8,613.9,499.7,98.0,303.2,285.9,256.4,395.7,114.7,468.3,505.6,119.0,255.7,425.9,261.6,63.7,0.0,448.4,64.4,223.3,272.7,413.1,596.9,410.7,190.0,460.9,42.1,107.5,599.8,87.3,480.4,112.0,132.0,27.3,467.0,592.2,282.5,269.3,107.5,1878.6,462.4,214.5,93.7
TF,277.2,475.6,57.1,134.8,468.2,371.8,53.7,111.1,154.4,47.8,252.0,275.1,159.3,223.2,177.1,367.7,264.0,286.5,67.5,137.8,75.2,243.9,409.8,332.9,322.1,385.3,229.9,106.9,337.5,152.0,213.1,424.3,372.1,422.4,438.1,278.8,253.0,190.1,268.5,281.0,21.8,291.3,488.7,126.8,352.8,334.6,180.1,281.8,246.7,106.3,198.7,125.7,373.4,94.3,115.2,209.0,219.5,130.7,247.1,184.1,230.8,311.4,449.1,41.4,86.2,119.9,138.3,28.6,231.0,388.3,43.4,284.9,348.2,239.9,248.4,122.7,410.5,145.0,226.8,259.3,47.4,464.5,91.3,128.6,461.4,282.9,48.9,217.7,429.4,470.8,0.0,511.8,294.9,240.0,64.3,219.7,32.3,306.9,63.0,439.7,393.1,234.3,426.2,133.1,397.8,347.7,465.8,56.9,204.7,238.6,205.6,489.6,2121.8,13.9,278.7,380.5
TM,265.9,111.1,469.3,341.9,69.0,138.3,513.4,360.5,528.8,423.3,288.1,339.9,544.5,270.2,592.6,124.6,289.7,276.4,494.3,339.0,497.8,628.2,84.4,158.8,209.7,145.3,614.2,521.8,170.7,323.7,280.3,74.2,145.4,113.7,90.1,261.3,637.3,575.3,257.6,238.7,498.3,229.2,41.3,541.7,139.5,221.0,595.6,271.9,289.7,365.3,314.1,510.9,117.7,509.2,530.1,621.6,312.4,505.1,246.7,558.5,273.8,219.1,129.4,453.6,501.1,353.8,553.2,474.2,315.4,131.5,468.2,240.0,156.0,304.7,632.7,537.6,115.1,331.2,323.8,281.3,423.7,72.6,506.2,543.5,109.2,280.6,453.9,286.5,98.8,60.5,476.4,0.0,248.2,310.6,441.1,604.0,438.7,214.9,498.8,59.2,124.6,618.6,104.4,518.3,132.8,144.6,62.4,504.9,620.2,307.4,307.2,97.1,1887.1,490.4,252.4,110.8
UD,17.6,229.2,280.6,153.2,214.4,177.3,332.8,171.8,340.1,234.6,91.5,155.2,363.9,118.9,403.9,131.7,93.1,99.4,313.7,150.3,317.2,439.5,155.8,96.9,30.1,131.3,425.5,341.2,143.0,135.0,148.5,170.3,118.1,237.5,184.1,64.7,448.6,394.7,61.0,79.7,309.6,70.2,234.9,361.1,116.8,44.0,406.9,75.3,48.1,176.6,170.6,330.3,195.8,328.6,349.5,394.7,123.7,316.4,95.4,369.8,64.0,19.4,235.2,264.9,320.5,165.1,372.6,285.5,163.3,134.3,279.5,43.4,94.2,120.0,444.0,357.0,156.5,142.5,185.8,130.0,235.0,210.7,325.6,362.9,215.0,103.6,265.2,79.8,175.4,216.8,287.7,257.8,0.0,158.5,252.4,415.3,250.0,55.9,318.2,185.7,139.1,429.9,172.2,337.7,143.8,111.7,211.8,324.3,431.5,100.7,163.7,243.2,2034.0,301.7,83.1,195.4
UE,153.2,292.4,232.4,121.9,285.3,176.6,268.8,123.6,277.0,186.4,142.8,203.8,299.9,56.0,389.2,184.8,116.6,197.3,249.7,119.0,253.2,373.3,223.3,150.0,134.0,202.4,369.9,277.2,154.8,105.1,73.5,213.1,189.2,239.5,249.9,116.0,387.2,330.7,85.6,180.2,276.8,174.1,305.8,304.0,169.9,149.7,358.7,98.8,170.8,128.4,31.2,266.3,155.5,264.6,285.5,361.3,143.6,253.3,64.2,312.5,154.9,123.3,265.9,216.7,256.5,116.9,308.6,215.4,24.6,200.7,216.4,102.0,165.3,164.0,377.8,293.0,227.6,111.2,13.1,17.1,186.8,281.6,261.6,296.7,278.2,207.0,202.1,141.8,241.2,287.9,239.5,328.9,135.5,0.0,189.3,360.8,201.8,159.8,254.2,256.8,210.2,363.7,243.3,273.7,224.3,169.0,273.9,260.3,383.3,162.7,45.2,306.4,2087.1,253.5,67.9,162.6
UL,252.0,450.4,109.7,109.6,443.0,346.6,89.6,85.9,108.1,100.4,226.8,249.9,113.0,198.0,213.0,342.5,238.8,261.3,76.8,112.6,68.6,197.6,384.6,307.7,296.9,360.1,183.6,104.3,312.3,126.8,187.9,410.4,346.9,397.2,412.9,253.6,206.7,143.8,243.3,255.8,57.7,266.1,463.5,124.2,327.6,309.4,232.7,256.6,221.5,81.1,159.1,79.4,352.8,91.7,112.6,162.7,194.3,84.4,221.9,137.8,205.6,286.2,423.9,94.0,83.6,94.7,135.7,33.0,194.4,363.1,47.5,259.7,323.0,214.7,202.1,120.1,385.3,119.8,187.2,219.7,100.0,439.3,88.7,126.0,436.2,257.7,29.8,192.5,404.2,445.6,52.5,486.6,269.7,200.4,0.0,173.4,84.9,281.7,81.3,414.5,367.9,188.0,401.0,86.8,372.6,322.5,440.6,87.4,257.3,213.4,166.0,464.4,2075.5,49.8,265.2,359.9
VI,410.7,620.8,137.6,270.4,613.4,517.0,136.5,246.7,142.4,183.2,387.6,415.1,121.9,368.2,119.8,512.7,399.6,427.2,155.4,273.4,211.3,12.5,554.8,477.9,457.7,530.3,64.9,145.3,482.7,287.6,358.1,569.5,517.1,567.6,583.1,414.2,26.1,101.3,413.7,420.1,169.8,426.7,633.9,121.0,497.8,471.8,114.2,417.2,382.3,241.7,331.7,162.1,518.6,155.9,145.4,87.2,354.9,165.9,392.1,106.7,366.2,447.0,594.3,153.1,166.4,255.3,121.2,215.3,363.8,528.6,223.3,429.9,493.2,375.3,83.6,129.5,555.7,280.4,359.8,390.0,182.8,609.5,160.8,131.5,606.4,418.3,228.8,353.3,574.4,616.0,179.8,656.8,430.3,373.0,233.8,0.0,167.9,442.5,150.9,584.7,538.1,69.5,571.4,151.8,539.2,496.9,610.8,144.8,138.6,374.0,338.4,634.8,2105.3,193.8,423.9,525.7
VK,242.9,443.2,29.7,102.8,435.8,339.4,91.4,78.7,153.7,15.4,219.6,247.3,158.6,190.8,187.3,335.3,231.6,259.2,122.4,105.4,119.6,243.2,377.4,300.5,289.7,352.9,229.2,149.9,305.3,119.6,172.1,391.9,339.7,390.0,405.7,246.4,162.0,189.4,236.1,252.3,59.5,258.9,456.3,169.8,320.4,304.0,156.8,249.4,214.3,73.9,166.3,121.3,341.0,137.3,158.2,208.3,187.1,130.0,214.7,183.4,198.4,279.0,416.7,14.8,129.2,87.5,181.3,73.3,197.9,355.9,93.1,252.5,315.8,207.5,247.7,165.7,378.1,112.6,194.4,224.8,15.0,432.1,134.3,169.4,429.0,250.5,78.8,185.3,397.0,438.4,37.6,479.4,262.5,207.6,66.0,230.7,0.0,274.5,126.9,407.3,360.7,233.6,393.8,132.4,365.4,319.5,429.7,94.6,181.4,206.2,173.2,457.2,2121.1,51.6,246.3,348.1
WB,105.2,194.8,253.5,126.9,180.0,142.9,306.5,145.5,313.8,208.3,105.0,129.5,337.6,132.3,411.1,97.3,141.9,77.0,287.4,124.0,290.9,413.2,121.4,62.5,36.3,96.9,399.6,314.9,108.8,112.4,113.6,135.9,83.7,203.1,149.7,87.9,427.1,368.4,84.2,20.3,283.3,14.3,200.5,339.1,82.4,29.4,380.6,98.5,74.7,150.3,144.3,304.0,142.7,302.3,323.2,368.4,97.4,290.1,130.5,349.3,58.8,45.7,200.8,238.6,294.2,138.8,346.3,252.2,197.9,99.9,253.2,66.6,59.8,89.7,417.7,330.7,122.1,116.2,159.5,178.1,208.7,176.3,299.3,336.6,180.6,87.2,256.0,71.5,141.0,182.4,261.4,223.4,74.8,172.7,226.1,400.7,223.7,0.0,291.9,151.3,104.7,403.6,137.8,311.4,113.1,81.5,177.4,298.0,405.2,92.4,137.4,208.8,1999.6,275.4,106.3,161.0
WF,315.0,497.3,61.2,180.7,489.9,393.5,14.5,169.5,110.1,106.2,291.7,319.4,105.9,244.9,171.4,389.4,298.2,331.3,4.4,183.3,60.1,199.6,431.5,354.6,338.6,407.0,185.6,43.8,359.4,194.0,234.8,446.0,393.8,444.1,459.8,318.5,208.7,116.3,290.2,324.4,22.5,331.0,510.4,68.0,374.5,354.3,140.9,303.4,286.4,164.7,226.2,72.3,395.1,31.2,52.1,144.6,253.7,86.4,268.8,145.6,270.5,327.9,470.8,76.1,23.1,178.3,75.2,59.7,257.8,410.0,71.5,306.6,369.9,279.6,204.1,59.6,432.2,190.5,254.3,284.7,105.8,486.2,28.2,65.5,483.1,322.6,73.0,257.4,451.1,492.5,60.7,533.5,334.6,267.5,88.4,187.1,90.7,346.6,0.0,461.4,414.8,190.0,447.9,79.7,419.5,373.6,483.8,6.0,165.5,260.8,233.1,511.3,2077.5,35.5,300.4,402.2
WH,206.6,128.5,410.0,282.6,113.7,79.0,459.1,301.2,469.5,364.0,228.8,280.6,490.2,215.9,533.3,117.8,230.4,217.1,440.0,279.7,443.5,568.9,25.1,144.4,150.4,86.0,554.9,467.5,111.4,264.4,226.0,14.9,86.1,132.7,80.6,202.0,578.0,521.0,198.3,179.4,439.0,169.9,113.4,487.4,132.7,161.7,536.3,212.6,230.4,306.0,259.8,456.6,58.4,454.9,475.8,567.3,253.1,445.8,192.4,499.2,214.5,159.8,134.5,394.3,446.8,294.5,498.9,414.9,261.1,72.2,408.9,180.7,96.7,245.4,573.4,483.3,55.8,271.9,269.5,227.0,364.4,110.0,451.9,489.2,114.3,221.3,394.6,227.2,74.7,31.0,417.1,72.0,188.9,256.3,381.8,544.7,379.4,155.6,444.5,0.0,65.3,559.3,45.1,464.0,73.5,137.8,52.9,450.6,560.9,248.1,252.9,115.1,1909.7,431.1,198.1,51.5
WJ,174.4,187.6,377.8,250.4,172.8,172.6,426.9,269.0,437.3,331.8,196.6,248.4,458.0,183.7,501.1,115.4,198.2,184.9,407.8,247.5,411.3,536.7,29.8,112.2,118.2,89.7,522.7,435.3,138.3,232.2,193.8,44.3,70.1,195.9,140.4,169.8,545.8,488.8,166.1,147.2,406.8,137.7,173.2,455.2,130.3,129.5,504.1,180.4,198.2,273.8,227.6,424.4,113.6,422.7,443.6,535.1,220.9,413.6,160.2,467.0,182.3,127.6,193.6,362.1,414.6,262.3,466.7,382.7,228.9,56.2,376.7,148.5,64.5,213.2,541.2,451.1,114.9,239.7,237.3,194.8,332.2,169.1,419.7,457.0,173.4,189.1,362.4,195.0,133.8,90.8,384.9,131.8,156.7,224.1,349.6,512.5,347.2,123.4,412.3,59.7,0.0,527.1,69.5,431.8,97.9,127.0,112.7,418.4,528.7,215.9,220.7,174.9,1969.5,398.9,165.9,106.7
WR,416.0,612.4,140.8,273.6,605.0,508.6,139.7,249.9,163.1,186.6,390.8,413.9,134.5,360.0,59.6,504.5,402.8,425.3,158.8,276.6,214.5,90.5,546.6,469.7,453.7,522.1,4.3,148.5,474.3,290.8,349.9,561.1,508.9,559.2,574.9,417.6,81.4,104.5,405.3,419.8,174.4,430.1,625.5,128.6,489.6,467.6,44.6,418.5,385.5,245.1,323.3,166.4,510.2,159.3,148.6,107.9,358.3,186.8,383.9,133.4,369.6,443.0,585.9,156.5,169.6,258.7,124.6,211.7,355.6,525.1,226.5,421.7,485.0,378.7,14.1,132.7,547.3,283.8,351.4,383.9,186.2,601.3,164.2,134.7,598.2,421.7,232.0,356.5,566.2,607.6,183.0,648.6,433.7,364.6,237.2,66.5,171.1,445.7,154.3,576.5,529.9,0.0,563.0,159.4,534.6,484.5,602.6,148.2,69.2,375.9,330.2,626.4,2066.6,197.0,415.5,517.3
WW,197.8,155.2,401.2,273.8,140.4,196.0,450.3,292.4,460.7,355.2,220.0,271.8,481.4,207.1,524.5,115.5,221.6,208.3,431.2,270.9,434.7,560.1,29.6,135.6,141.6,40.8,546.1,458.7,161.7,255.6,217.2,44.4,90.6,163.5,110.1,193.2,569.2,512.2,189.5,170.6,430.2,161.1,160.9,478.6,130.4,152.9,527.5,203.8,221.6,297.2,251.0,447.8,103.1,446.1,467.0,558.5,244.3,437.0,183.6,490.4,205.7,151.0,161.2,385.5,438.0,285.7,490.1,406.1,252.3,76.7,400.1,171.9,87.9,236.6,564.6,474.5,82.5,263.1,260.7,218.2,355.6,136.7,443.1,480.4,141.0,212.5,385.8,218.4,101.4,90.9,408.3,131.9,180.1,247.5,373.0,535.9,370.6,146.8,435.7,59.8,69.8,550.5,0.0,455.2,28.3,135.5,112.8,441.8,552.1,239.3,244.1,169.2,1969.6,422.3,189.3,96.2
XG,318.3,522.3,149.7,175.9,514.9,418.5,148.6,152.2,105.7,195.5,293.1,316.2,26.1,269.9,144.5,414.4,305.1,327.6,149.8,178.9,173.6,163.7,456.5,379.6,363.2,432.0,179.6,99.8,384.2,193.1,259.8,471.0,418.8,469.1,484.8,319.9,172.8,56.9,315.2,322.1,178.3,332.4,535.4,79.9,399.5,375.7,147.5,322.9,287.8,147.4,225.4,6.9,419.1,110.6,119.6,103.2,260.6,82.0,293.8,128.7,271.9,352.5,495.8,165.4,120.9,161.0,133.5,220.6,260.7,435.0,107.4,331.6,394.9,281.0,198.1,84.0,457.2,186.1,253.5,286.0,195.1,511.2,115.5,133.0,508.1,324.0,208.9,258.8,476.1,517.5,191.9,558.5,336.0,266.7,106.7,139.5,180.0,348.0,163.2,486.4,439.8,184.0,472.9,0.0,444.5,394.4,512.5,157.1,172.1,279.7,232.3,536.3,2073.1,189.9,331.5,426.2
XH,171.3,126.8,372.0,245.4,120.1,167.6,425.6,264.0,432.3,326.8,195.3,256.1,453.0,186.8,537.7,135.2,193.2,173.9,402.8,242.5,410.0,531.7,58.0,107.2,113.2,12.4,528.3,430.3,133.5,230.9,197.4,72.8,63.3,144.5,91.1,164.8,545.6,483.8,161.1,138.8,404.9,132.7,136.2,457.1,127.1,130.0,499.1,184.8,193.2,268.8,222.6,419.4,74.7,417.7,438.6,530.1,215.9,408.6,163.3,467.8,177.3,122.6,136.5,357.1,417.7,257.3,461.7,380.1,224.4,74.8,371.7,152.9,59.5,208.2,536.2,446.1,54.1,234.7,232.3,202.8,327.2,108.3,414.7,449.8,112.6,184.1,357.4,190.0,81.1,115.6,379.9,160.1,151.7,219.1,344.6,515.6,342.2,122.1,416.7,88.2,98.2,522.1,28.3,426.8,0.0,129.9,109.4,413.4,531.8,210.9,225.1,140.8,2008.8,393.9,160.9,67.8
XT,150.9,199.1,348.5,221.9,184.3,129.2,383.5,240.5,450.1,303.3,171.2,227.6,414.6,140.3,506.1,35.8,163.3,153.5,364.4,219.0,367.9,517.4,125.7,28.9,92.8,101.2,514.0,391.9,95.1,203.7,159.0,140.2,88.0,207.4,154.0,144.4,531.3,445.4,140.7,118.4,392.9,112.3,204.8,416.1,20.9,105.9,475.6,145.5,172.8,245.3,184.2,377.3,178.4,379.3,400.2,491.7,195.5,426.4,116.8,485.6,156.9,102.2,205.1,333.6,371.2,233.8,423.3,347.2,186.0,104.2,348.2,123.1,64.1,187.8,521.9,407.7,126.4,211.2,193.9,164.4,303.7,180.6,376.3,411.4,184.9,163.7,351.0,169.6,145.3,138.3,356.4,176.9,131.3,180.7,321.1,504.9,318.7,98.0,368.9,155.6,109.0,507.8,142.1,388.4,113.7,0.0,178.0,375.0,500.2,190.5,177.3,213.1,1938.1,370.4,122.5,147.3
XY,241.3,105.8,442.0,315.4,91.0,123.1,488.2,334.0,502.3,396.8,257.9,314.3,519.3,245.0,595.9,114.1,259.5,240.2,472.8,312.5,472.6,601.7,69.2,148.3,183.2,115.2,598.3,500.3,199.8,297.2,267.4,59.0,130.2,114.1,23.9,234.8,615.6,553.8,227.4,208.8,474.9,202.7,107.8,527.1,129.0,192.6,569.1,241.7,259.5,338.8,292.6,485.7,102.5,487.7,508.6,600.1,285.9,478.6,225.2,537.8,243.6,192.6,108.1,427.1,475.9,323.6,531.7,440.7,294.4,120.3,441.7,209.8,129.5,278.2,606.2,516.1,73.2,304.7,302.3,272.8,393.5,87.3,484.7,519.8,91.6,254.1,423.7,260.0,32.6,27.3,449.9,86.3,221.7,289.1,414.6,585.5,408.5,184.7,473.6,44.0,109.4,592.1,89.2,496.8,117.6,163.1,0.0,483.4,593.7,280.9,282.0,119.8,1906.0,460.2,230.9,95.6
YA,323.0,503.4,54.3,186.4,496.0,399.6,8.4,163.4,116.2,100.1,297.8,320.9,112.0,251.0,131.8,395.5,304.3,332.3,10.5,189.4,66.2,205.7,437.6,360.7,344.7,413.1,191.7,49.9,365.3,203.6,240.9,452.1,399.9,450.2,465.9,324.6,214.8,122.4,296.3,326.8,17.8,337.1,516.5,69.8,380.6,358.6,134.8,309.5,292.5,158.6,232.3,78.4,401.2,37.3,58.2,150.7,259.8,92.5,274.9,145.9,276.6,334.0,476.9,70.0,29.2,172.2,81.3,46.6,264.6,416.1,65.4,312.7,376.0,285.7,210.2,65.7,438.3,196.6,260.4,292.9,99.7,492.3,34.3,71.6,489.2,328.7,83.5,263.5,457.2,498.6,54.6,539.6,340.7,273.6,82.3,181.5,84.6,352.7,6.0,467.5,420.9,196.1,454.0,85.8,425.6,375.5,493.6,0.0,159.4,266.9,239.2,517.4,2083.6,29.4,306.5,408.3
YF,424.4,684.6,151.8,284.3,677.2,580.8,150.0,260.2,227.1,196.9,401.1,428.8,168.2,432.2,37.4,576.7,413.1,440.7,169.1,286.9,263.6,122.0,618.8,541.9,471.2,594.3,90.8,189.8,546.7,297.6,413.5,633.3,581.1,631.4,647.1,427.9,112.9,138.2,477.5,433.8,184.7,440.4,697.7,169.9,561.8,485.5,29.3,430.9,395.8,255.4,395.5,200.1,582.4,200.6,158.9,171.9,368.6,250.8,456.1,197.4,379.9,460.5,658.1,166.8,210.9,269.0,134.9,229.0,427.8,592.6,236.8,493.9,557.2,389.0,58.0,174.0,619.5,294.1,423.6,456.1,196.5,673.5,205.5,145.0,670.4,432.0,242.3,366.8,638.4,679.8,193.3,720.8,444.0,436.8,247.5,134.3,181.4,456.0,164.6,648.7,602.1,72.1,635.2,193.1,616.2,560.9,674.8,158.5,0.0,387.7,402.4,698.6,2135.9,207.3,487.7,589.5
YG,77.5,322.0,245.7,119.1,307.2,270.1,264.2,137.7,330.8,200.5,97.2,99.9,295.3,124.5,403.3,224.5,134.1,111.8,245.1,116.2,248.6,420.3,248.6,189.7,127.3,224.1,416.9,272.6,236.0,104.6,105.8,263.1,210.9,323.7,276.9,124.0,434.2,326.1,169.8,104.9,272.2,111.5,327.7,296.8,209.6,143.0,372.8,151.9,48.9,142.5,136.5,258.0,274.7,260.0,280.9,372.4,89.6,307.1,148.4,360.5,33.0,116.6,328.0,230.8,251.9,131.0,304.0,244.4,189.6,227.1,245.4,140.6,187.0,60.1,424.8,288.4,249.3,108.4,151.7,171.3,200.9,303.5,257.0,292.1,307.8,103.1,248.2,18.1,268.2,309.6,253.6,350.6,97.1,164.9,218.3,407.8,215.9,127.1,249.6,278.5,231.9,410.7,265.0,269.1,240.3,208.7,304.6,255.7,397.4,0.0,129.6,336.0,2126.8,267.6,180.0,281.8
YI,154.1,299.3,203.3,76.6,291.9,195.5,238.2,95.2,252.6,158.0,130.8,158.5,269.3,46.9,360.8,191.4,123.2,170.4,219.1,73.7,222.6,348.9,233.5,156.6,140.6,209.0,334.9,246.6,161.4,59.8,36.8,248.0,195.8,246.1,261.8,122.6,362.8,300.1,92.2,163.5,246.2,170.1,312.4,266.5,176.5,156.3,330.3,105.4,125.5,100.0,6.8,232.0,190.8,234.0,254.9,336.9,98.3,228.9,70.8,288.1,109.6,129.9,272.8,188.3,225.9,88.5,278.0,191.0,59.9,212.0,192.0,108.6,171.9,118.7,353.4,262.4,234.2,65.9,22.0,54.5,158.4,288.2,231.0,266.1,285.1,161.7,194.8,96.5,253.1,294.5,211.1,335.5,142.1,35.2,164.9,336.4,173.4,166.4,223.6,263.4,216.8,339.3,249.9,243.1,225.2,175.6,289.5,229.7,354.9,117.4,0.0,313.3,2093.7,225.1,103.2,197.9
YZ,268.2,14.0,471.6,344.2,89.4,161.5,510.2,362.8,531.1,425.6,290.4,342.2,541.3,267.0,594.9,165.2,290.0,278.7,491.1,341.3,494.6,644.1,131.9,199.4,212.0,147.7,630.1,518.6,232.1,326.0,277.1,121.7,162.1,92.5,109.5,263.6,653.2,572.1,259.9,241.0,500.6,231.5,109.9,538.5,180.1,223.3,597.9,272.2,292.0,367.6,310.9,507.7,140.9,506.0,526.9,618.4,314.7,507.4,243.5,560.8,276.1,221.4,40.4,455.9,497.9,356.1,550.0,476.5,312.2,178.3,470.5,242.3,158.3,307.0,648.6,534.4,102.0,333.5,320.6,278.1,426.0,85.7,503.0,540.3,28.1,282.9,456.2,288.8,100.8,108.0,478.7,81.5,250.5,307.4,443.4,619.9,441.0,217.2,495.6,106.7,172.1,634.5,151.9,515.1,160.2,185.2,109.9,501.7,622.5,309.7,304.0,0.0,1895.8,492.7,249.2,134.0
ZC,1872.9,1713.5,1987.8,1945.8,1758.9,1765.9,1941.9,1969.2,1914.0,1964.8,1895.1,1946.9,1959.0,1864.2,1932.8,1718.6,1887.2,1883.4,1922.8,1942.9,1926.3,1991.1,1758.1,1752.8,1816.7,1770.1,1926.2,1950.3,1818.8,1927.6,1874.3,1747.9,1811.9,1747.5,1745.8,1868.3,1982.0,2005.1,1864.6,1845.7,1951.3,1836.2,1741.3,2029.2,1733.5,1828.0,1963.2,1869.4,1896.7,1964.4,1908.1,1925.4,1745.3,1937.7,1958.6,1953.9,1919.4,1890.3,1840.7,1943.7,1880.8,1826.1,1727.9,1995.1,1929.6,1978.0,2025.2,1956.8,1909.4,1805.2,1924.4,1847.0,1788.0,1911.7,1966.3,1966.1,1742.7,1935.1,1917.8,1875.3,1965.2,1755.2,1934.7,1972.0,1727.7,1887.6,1936.5,1893.5,1754.5,1690.7,1961.9,1699.9,1855.2,1904.6,1923.7,1941.7,1980.2,1821.9,1927.3,1709.4,1798.3,1930.6,1778.1,1932.8,1806.5,1738.6,1718.1,1933.4,1987.8,1914.4,1901.2,1699.5,0.0,1962.9,1846.4,1738.4
ZD,300.5,500.8,86.4,160.3,493.4,397.0,39.7,136.3,146.9,73.0,277.2,304.9,151.8,248.4,196.6,392.9,289.2,316.8,53.5,163.0,76.6,236.4,435.0,358.1,347.3,410.5,233.0,92.9,362.9,177.2,229.7,449.5,397.3,447.6,463.3,304.0,250.3,165.4,293.7,309.9,10.9,316.5,513.9,112.8,378.0,361.6,166.1,307.0,271.9,131.5,223.9,114.5,398.6,80.3,101.2,201.5,244.7,123.2,272.3,176.6,256.0,336.6,474.3,66.6,72.2,145.1,124.3,24.1,256.2,408.8,35.9,310.1,373.4,265.1,240.9,108.7,435.7,170.2,252.0,282.4,72.6,489.7,77.3,112.4,486.6,308.1,37.4,242.9,454.6,496.0,25.1,537.0,320.1,265.2,52.8,224.1,57.5,332.1,49.0,464.9,418.3,226.8,451.4,125.6,432.4,377.1,491.0,42.9,190.7,263.8,230.8,514.8,2114.3,0.0,303.9,405.7
