from_stop,AC,AV,AY,AZ,BC,BG,BH,BJ,BP,BW,CB,CC,CH,CJ,CP,CS,CY,DH,DL,DX,EC,EI,EO,ES,EX,EY,FD,FG,FJ,FQ,FV,FX,FY,GG,GH,GQ,GV,HC,HE,HG,HN,HS,HV,IG,II,IK,IL,IN,IR,JI,KA,KB,KF,KG,KL,KN,KS,KT,KZ,LB,LS,LW,MD,MG,MI,MJ,MN,NJ,NM,NQ,NT,NX,NZ,OE,OK,OQ,OZ,PD,PE,PH,PR,PT,PZ,QD,QI,QL,QR,RE,RH,RJ,RL,RM,RP,RR,RT,RV,RZ,SI,SK,SM,ST,SY,SZ,TI,TP,TQ,TW,UA,UC,UH,UM,UP,UQ,UR,UX,UY,UZ,VL,VO,VQ,VS,VT,VU,WB,WD,XA,XF,XK,XL,XM,XV,YB,YH,YP,YR,ZA,ZB,ZF,ZH,ZP,ZR
NM,861.1,782.7,761.2,883.8,26.8,962.1,918.4,293.3,1176.6,740.9,261.7,821.3,969.7,642.0,929.6,189.4,417.1,1064.7,833.7,985.3,760.6,273.4,198.2,220.8,182.0,1052.9,879.5,224.5,730.9,1382.7,765.4,2720.5,804.6,713.8,647.2,77.2,151.9,816.5,119.1,939.6,73.2,848.3,436.5,902.7,716.5,28.6,708.3,770.7,1353.2,1176.8,1018.2,713.4,202.6,1124.3,214.0,969.7,213.5,540.6,289.1,733.8,798.8,963.6,60.8,975.3,975.4,276.8,1164.7,725.9,0.0,217.4,1112.1,774.4,335.0,231.7,465.4,303.9,1078.4,297.1,157.7,1144.4,706.4,703.9,112.6,700.0,1178.5,748.3,256.6,423.5,514.3,247.7,202.6,887.3,175.9,1049.6,721.4,213.8,41.7,416.1,1146.2,810.9,127.5,526.9,211.1,1327.2,504.3,162.6,609.3,83.8,758.9,3.1,210.2,986.8,879.8,756.2,726.5,476.7,536.4,953.9,864.7,749.1,429.8,733.4,544.6,1070.1,693.0,795.1,183.1,787.3,777.2,177.0,429.1,999.4,1185.8,669.0,674.6,1036.3,210.2,923.8,192.5,1243.7,691.2
NQ,842.0,763.6,742.1,864.7,240.0,946.8,899.3,351.5,1157.5,721.8,44.3,802.2,950.6,622.9,910.5,109.7,494.6,1045.6,814.6,966.2,838.1,254.3,188.9,211.5,102.3,1033.8,860.4,215.2,711.8,1363.6,746.3,2701.4,785.5,791.3,724.7,243.1,229.4,797.4,109.8,920.5,149.8,829.2,514.0,883.6,697.4,200.7,689.2,848.2,1334.1,1157.7,999.1,694.3,11.0,1105.2,107.7,950.6,291.0,521.5,355.7,714.7,779.7,944.5,162.2,956.2,956.3,199.2,1145.6,803.4,213.1,0.0,1093.0,755.3,315.9,14.3,446.3,239.6,1059.3,278.0,235.2,1125.3,687.3,684.8,199.5,680.9,1159.4,729.2,254.4,501.0,495.2,168.0,11.0,868.2,96.2,1030.5,702.3,134.1,254.9,397.0,1127.1,791.8,85.5,507.8,131.4,1308.1,581.8,240.1,686.8,235.9,739.8,209.9,287.7,967.7,860.7,737.1,707.4,554.2,517.3,934.8,845.6,730.0,507.3,810.9,525.5,1051.0,770.5,776.0,260.6,768.2,758.1,70.7,410.0,980.3,1166.7,649.9,752.1,1017.2,200.9,904.7,183.2,1224.6,672.1
NT,422.4,537.3,483.3,408.8,1125.9,256.7,394.9,938.1,67.5,657.1,1158.3,612.1,260.5,508.9,220.4,989.0,1042.2,47.3,534.6,228.3,1385.7,834.4,910.3,888.3,996.4,323.9,488.8,885.0,437.0,270.5,606.2,2315.0,566.7,1338.9,1272.3,1110.9,990.1,581.1,989.8,230.4,1035.7,406.4,872.2,416.0,568.0,1086.6,458.0,1395.8,241.0,260.8,309.0,468.0,1099.2,15.2,1110.6,260.5,992.2,633.1,942.3,468.4,529.8,234.4,1048.1,266.1,238.2,899.5,85.6,1351.0,1099.0,1114.0,0.0,511.1,875.3,1128.3,644.5,926.6,33.6,864.6,983.3,254.3,461.0,647.8,1067.3,598.0,66.3,502.9,884.4,1048.6,606.8,930.7,1099.2,363.8,1002.5,243.5,458.1,964.6,1140.8,693.8,34.0,522.1,1024.1,573.9,1031.6,215.0,1129.4,978.4,1234.4,1103.7,465.0,1095.8,930.8,137.1,364.7,646.3,567.3,1101.8,564.4,359.6,427.9,647.1,1054.9,1358.5,628.1,222.5,1318.1,531.8,957.9,457.2,518.4,1073.6,743.7,214.2,73.6,535.9,1299.7,75.7,956.6,294.2,916.9,131.5,660.0
NX,253.7,116.0,169.5,274.2,799.6,352.5,341.8,611.8,567.0,245.2,821.3,143.4,360.1,254.1,320.0,662.7,715.9,455.1,218.6,375.7,1059.4,508.1,584.0,562.0,670.1,346.3,264.4,558.7,121.3,773.1,183.0,2110.9,98.0,1012.6,946.0,784.6,663.8,112.4,663.5,330.0,709.4,271.7,545.9,326.1,236.7,760.3,131.7,1069.5,743.6,567.2,408.6,189.2,772.9,514.7,784.3,360.1,665.9,306.8,616.0,142.1,222.2,354.0,721.8,365.7,365.8,573.2,558.1,1024.7,772.7,787.7,502.5,0.0,549.0,802.0,318.2,600.3,468.8,538.3,657.0,534.8,198.2,254.0,741.0,240.2,568.9,150.4,558.1,722.3,280.5,604.4,772.9,310.7,676.2,440.0,52.9,638.3,814.5,367.5,536.6,195.8,697.8,249.2,705.3,717.6,803.1,652.1,908.1,777.4,149.3,769.5,604.5,377.2,288.1,206.8,229.6,775.5,238.1,377.3,255.1,234.3,728.6,1032.2,301.8,460.5,991.8,20.6,631.6,195.6,195.4,747.3,417.4,389.8,576.2,227.5,972.7,433.2,630.3,314.2,590.6,634.1,266.2
NZ,590.6,543.6,522.1,644.7,366.5,723.0,679.3,178.7,937.5,501.8,388.2,582.2,730.6,402.9,690.5,229.6,392.2,825.6,594.6,746.2,735.7,75.0,150.9,128.9,237.0,715.5,640.4,125.6,491.8,1143.6,526.3,2481.4,565.5,688.9,622.3,351.5,230.7,577.4,230.4,700.5,276.3,609.2,411.6,663.6,477.4,327.2,469.2,745.8,1114.1,937.7,776.4,474.3,339.8,885.2,353.6,730.6,268.5,301.5,182.9,494.7,559.7,724.5,288.7,736.2,736.3,140.1,928.6,701.0,339.6,354.6,873.0,535.3,0.0,368.9,226.3,167.2,839.3,105.2,223.9,905.3,467.3,464.8,307.9,460.9,939.4,509.2,125.0,398.6,275.2,171.3,339.8,648.2,243.1,810.5,482.3,205.2,381.4,177.0,907.1,571.8,264.7,286.2,272.2,1088.1,479.4,219.0,584.4,344.3,519.8,336.4,171.4,747.7,640.7,517.1,487.4,451.8,297.3,714.8,625.6,510.0,404.9,708.5,305.5,831.0,668.1,556.0,198.5,548.2,540.4,314.2,190.0,760.3,946.7,428.7,649.7,800.9,197.2,684.7,157.5,1004.6,452.1
OE,852.7,774.3,752.8,875.4,250.7,953.7,910.0,362.2,1168.2,732.5,29.9,812.9,961.3,633.6,921.2,120.4,505.3,1056.3,825.3,976.9,848.8,265.0,199.6,222.2,113.0,1044.5,871.1,225.9,722.5,1374.3,757.0,2712.1,796.2,802.0,735.4,253.8,240.1,808.1,120.5,931.2,160.5,839.9,524.7,894.3,708.1,211.4,699.9,858.9,1344.8,1168.4,1009.8,705.0,21.8,1115.9,118.4,961.3,301.7,532.2,366.4,725.4,790.4,955.2,172.9,966.9,967.0,209.9,1156.3,814.1,223.8,10.7,1103.7,766.0,326.6,0.0,457.0,250.3,1070.0,288.7,245.9,1136.0,698.0,695.5,210.2,691.6,1170.1,739.9,265.1,511.7,505.9,178.7,21.8,878.9,106.9,1041.2,713.0,144.8,265.6,407.7,1137.8,802.5,96.2,518.5,142.1,1318.8,592.5,250.8,697.5,246.6,750.5,220.6,298.4,978.4,871.4,747.8,718.1,564.9,528.0,945.5,856.3,740.7,518.0,821.6,536.2,1061.7,781.2,786.7,271.3,778.9,768.8,81.4,420.7,991.0,1177.4,660.6,762.8,1027.9,211.6,915.4,193.9,1235.3,682.8
OK,395.6,317.2,295.7,418.3,481.3,496.6,452.9,293.5,711.1,275.4,513.7,355.8,504.2,176.5,464.1,344.4,484.2,599.2,368.2,519.8,827.7,189.8,265.7,243.7,351.8,587.4,414.0,240.4,265.4,917.2,299.9,2255.0,339.1,780.9,714.3,466.3,345.5,351.0,345.2,474.1,391.1,382.8,314.2,437.2,251.0,442.0,242.8,837.8,887.7,711.3,552.7,247.9,454.6,658.8,466.0,504.2,383.3,75.1,297.7,268.3,333.3,498.1,403.5,509.8,509.9,254.9,699.2,793.0,454.4,469.4,646.6,308.9,230.7,483.7,0.0,282.0,612.9,220.0,338.7,678.9,240.9,238.4,422.7,234.5,713.0,282.8,239.8,490.6,48.8,286.1,454.6,421.8,357.9,584.1,255.9,320.0,496.2,49.2,680.7,345.4,379.5,61.4,387.0,861.7,571.4,333.8,676.4,459.1,293.4,451.2,286.2,521.3,414.3,290.7,261.0,543.8,70.9,488.4,399.2,283.6,496.9,800.5,79.1,604.6,760.1,329.6,313.3,321.8,311.7,429.0,99.1,533.9,720.3,203.5,741.7,570.8,312.0,458.3,272.3,778.2,225.7
OQ,668.7,590.3,568.8,691.4,330.8,769.7,726.0,178.2,984.2,548.5,316.4,628.9,777.3,449.6,737.2,148.7,392.8,872.3,641.3,792.9,735.2,81.0,115.2,93.2,156.1,762.2,687.1,89.9,538.5,1190.3,573.0,2528.1,612.2,688.4,621.8,315.8,195.0,624.1,194.7,747.2,240.6,655.9,411.1,710.3,524.1,291.5,515.9,745.3,1160.8,984.4,825.8,521.0,268.0,931.9,281.8,777.3,239.9,348.2,182.4,541.4,606.4,771.2,253.0,782.9,783.0,59.2,975.3,700.5,303.9,282.8,919.7,582.0,142.6,297.1,273.0,0.0,886.0,104.7,188.2,952.0,514.0,511.5,272.2,507.6,986.1,555.9,89.3,398.1,321.9,90.4,268.0,694.9,162.2,857.2,529.0,124.3,345.7,223.7,953.8,618.5,210.6,332.9,191.3,1134.8,478.9,183.3,583.9,308.6,566.5,300.7,135.7,794.4,687.4,563.8,534.1,451.3,344.0,761.5,672.3,556.7,404.4,708.0,352.2,877.7,667.6,602.7,162.8,594.9,587.1,242.4,236.7,807.0,993.4,475.4,648.5,850.4,161.5,731.4,121.8,1051.3,498.8
OZ,388.7,503.6,449.6,375.1,1092.2,219.2,361.2,904.4,98.1,623.4,1124.6,578.4,226.8,475.2,186.7,955.3,1008.5,13.6,500.9,194.6,1352.0,800.7,876.6,854.6,962.7,290.2,455.1,851.3,403.3,304.2,572.5,2281.3,533.0,1305.2,1238.6,1077.2,956.4,547.4,956.1,196.7,1002.0,372.7,838.5,382.3,534.3,1052.9,424.3,1362.1,274.7,294.5,275.3,434.3,1065.5,45.8,1076.9,226.8,958.5,599.4,908.6,434.7,496.1,200.7,1014.4,232.4,204.5,865.8,114.3,1317.3,1065.3,1080.3,33.6,477.4,841.6,1094.6,610.8,892.9,0.0,830.9,949.6,220.6,427.3,614.1,1033.6,564.3,100.0,469.2,850.7,1014.9,573.1,897.0,1065.5,330.1,968.8,209.8,424.4,930.9,1107.1,660.1,67.7,488.4,990.4,540.2,997.9,248.7,1095.7,944.7,1200.7,1070.0,431.3,1062.1,897.1,103.4,331.0,612.6,533.6,1068.1,530.7,325.9,394.2,613.4,1021.2,1324.8,594.4,188.8,1284.4,498.1,924.2,423.5,484.7,1039.9,710.0,180.5,107.3,502.2,1266.0,42.0,922.9,260.5,883.2,165.2,626.3
PD,596.4,549.4,521.1,650.5,305.1,728.8,685.1,73.5,943.3,507.6,320.0,588.0,736.4,408.7,696.3,168.2,288.0,824.6,600.4,752.0,630.4,40.1,89.5,67.5,175.6,721.3,646.2,64.2,497.6,1149.4,532.1,2487.2,571.3,590.4,523.8,290.1,169.3,576.4,169.0,706.3,214.9,615.0,306.3,669.4,483.2,265.8,475.0,640.5,1119.9,943.5,782.2,480.1,278.4,891.0,292.2,736.4,163.2,307.3,84.5,500.5,565.5,730.3,227.3,742.0,742.1,78.7,934.4,595.7,278.2,293.2,878.8,541.1,101.7,307.5,232.1,105.8,845.1,0.0,162.5,911.1,473.1,470.6,246.5,466.7,945.2,515.0,63.6,300.1,281.0,111.6,278.4,654.0,181.7,816.3,488.1,143.8,320.0,182.8,912.9,577.6,200.7,292.0,204.0,1093.9,374.1,157.6,479.1,282.9,525.6,275.0,110.0,746.0,646.5,522.9,493.2,346.5,303.1,720.6,631.4,515.8,299.6,603.2,311.3,836.8,562.8,561.8,137.1,554.0,546.2,252.8,195.8,766.1,952.5,434.5,543.7,806.7,135.8,690.5,96.1,1010.4,457.9
PE,746.5,668.1,646.6,769.2,177.5,851.3,803.8,131.4,1062.0,626.3,292.1,706.7,855.1,527.4,815.0,230.5,256.3,950.1,719.1,870.7,598.7,158.8,155.0,133.0,223.1,840.0,764.9,129.7,616.3,1268.1,650.8,2605.9,690.0,551.9,485.3,127.5,6.7,701.9,160.2,825.0,114.3,733.7,274.6,788.1,601.9,144.3,593.7,608.8,1238.6,1062.2,900.9,598.8,243.7,1009.7,257.5,855.1,51.6,426.0,127.2,619.2,684.2,849.0,105.8,860.7,860.8,162.2,1053.1,564.0,156.7,258.5,997.5,659.8,220.4,272.8,350.8,189.3,963.8,182.5,0.0,1029.8,591.8,589.3,83.9,585.4,1063.9,633.7,98.8,261.6,399.7,193.4,243.7,772.7,217.0,935.0,606.8,227.3,162.6,301.5,1031.6,696.3,168.6,410.7,252.2,1212.6,342.4,4.8,447.4,120.3,644.3,153.5,52.4,872.2,765.2,641.6,611.9,314.8,421.8,839.3,750.1,634.5,267.9,571.5,430.0,955.5,531.1,680.5,25.3,672.7,664.9,218.1,314.5,884.8,1071.2,553.2,512.7,928.2,201.3,809.2,161.6,1129.1,576.6
PH,168.0,386.9,228.9,154.4,956.7,584.3,140.5,768.9,798.8,460.9,989.1,428.4,591.9,351.2,551.8,819.8,873.0,686.9,280.2,607.5,1216.5,665.2,741.1,719.1,827.2,69.5,234.4,715.8,317.9,1004.9,410.0,2342.7,408.8,1169.7,1103.1,941.7,820.9,461.1,820.6,561.8,866.5,152.0,703.0,161.6,371.8,917.4,302.6,1226.6,975.4,799.0,640.4,317.6,930.0,746.5,941.4,591.9,823.0,463.9,773.1,256.3,275.4,585.8,878.9,597.5,597.6,730.3,786.9,1181.8,929.8,944.8,734.3,396.6,706.1,959.1,475.3,757.4,700.6,695.4,814.1,0.0,310.6,451.6,898.1,401.8,800.7,352.5,715.2,879.4,437.6,761.5,930.0,109.4,833.3,671.8,343.6,795.4,971.6,524.6,768.4,304.4,854.9,404.7,862.4,949.4,960.2,809.2,1065.2,934.5,289.9,926.6,761.6,609.0,110.3,450.1,371.1,932.6,395.2,105.2,173.5,450.9,885.7,1189.3,458.9,692.3,1148.9,417.3,788.7,202.8,264.0,904.4,574.5,621.6,808.0,407.1,1130.5,658.5,787.4,546.0,747.7,865.9,463.8
PR,170.8,76.2,86.6,223.4,734.7,305.5,261.5,546.9,520.0,191.3,767.1,117.7,313.1,164.1,273.0,597.8,651.0,408.1,153.7,328.7,994.5,443.2,519.1,497.1,605.2,361.7,244.4,493.8,74.3,726.1,104.5,2063.9,98.1,947.7,881.1,719.7,598.9,164.8,598.6,283.0,644.5,220.3,481.0,256.7,102.2,695.4,66.8,1004.6,696.6,520.2,361.6,6.9,708.0,467.7,719.4,313.1,601.0,241.9,551.1,59.2,162.3,307.0,656.9,318.7,318.8,508.3,508.1,959.8,707.8,722.8,455.5,117.8,484.1,737.1,253.3,535.4,421.8,473.4,592.1,487.8,0.0,182.0,676.1,132.2,521.9,41.8,493.2,657.4,215.6,539.5,708.0,248.4,611.3,393.0,64.8,573.4,749.6,302.6,489.6,130.9,632.9,182.7,640.4,670.6,738.2,587.2,843.2,712.5,120.7,704.6,539.6,330.2,205.2,178.9,101.5,710.6,173.2,297.0,242.5,181.3,663.7,967.3,236.9,413.5,926.9,138.5,566.7,112.7,114.8,682.4,352.5,342.8,529.2,137.5,908.5,379.7,565.4,267.2,525.7,587.1,194.2
PT,344.1,225.7,295.3,374.8,804.5,456.9,401.4,616.7,667.6,36.9,836.9,210.3,460.7,129.9,420.6,667.6,720.8,555.7,223.5,476.3,1064.3,513.0,588.9,566.9,675.0,535.9,269.3,563.6,221.9,873.7,176.8,2211.5,245.5,1017.5,950.9,789.5,668.7,205.5,668.4,430.6,714.3,331.3,550.8,335.8,94.5,765.2,191.3,1074.4,844.2,667.8,509.2,199.6,777.8,615.3,789.2,460.7,670.8,311.7,620.9,267.9,281.8,454.6,726.7,466.3,466.4,578.1,655.7,1029.6,777.6,792.6,603.1,265.4,553.9,806.9,323.1,605.2,569.4,543.2,661.9,635.4,197.4,0.0,745.9,62.3,669.5,191.3,563.0,727.2,285.4,609.3,777.8,370.3,681.1,540.6,212.4,643.2,819.4,372.4,637.2,200.7,702.7,252.5,710.2,818.2,808.0,657.0,913.0,782.3,249.9,774.4,609.4,477.8,409.7,141.0,137.9,780.4,243.0,436.9,355.7,85.5,733.5,1037.1,306.7,561.1,996.7,286.1,636.5,321.4,260.2,752.2,422.3,490.4,676.8,103.3,978.3,527.3,635.2,414.8,595.5,734.7,12.1
PZ,821.5,743.1,721.6,844.2,93.5,922.5,878.8,210.5,1137.0,701.3,227.4,781.7,930.1,602.4,890.0,165.8,334.3,1025.1,794.1,945.7,677.8,233.8,174.6,197.2,158.4,915.0,839.9,200.9,691.3,1343.1,725.8,2680.9,765.0,631.0,564.4,43.5,69.1,776.9,95.5,900.0,49.6,808.7,353.7,863.1,676.9,79.6,668.7,687.9,1313.6,1137.2,978.6,673.8,179.0,1084.7,192.8,930.1,130.7,501.0,206.3,694.2,759.2,924.0,41.1,935.7,935.8,237.2,1128.1,643.1,92.0,193.8,1072.5,734.8,295.4,208.1,425.8,264.3,1038.8,257.5,74.9,1104.8,666.8,664.3,0.0,660.4,1138.9,708.7,173.8,340.7,474.7,224.1,179.0,847.7,152.3,1010.0,681.8,190.2,78.6,376.5,1106.6,771.3,101.3,485.7,187.5,1287.6,421.5,79.8,526.5,36.3,719.3,88.8,127.4,947.2,840.2,716.6,686.9,393.9,496.8,914.3,825.1,709.5,347.0,650.6,505.0,1030.5,610.2,755.5,100.3,747.7,739.9,153.4,389.5,959.8,1146.2,628.2,591.1,1000.4,186.6,884.2,168.9,1204.1,651.6
QD,281.7,163.3,232.9,365.8,742.1,425.2,339.0,554.3,639.7,59.0,774.5,162.4,432.8,67.5,392.7,605.2,658.4,527.8,161.1,448.4,1001.9,450.6,526.5,504.5,612.6,473.5,206.9,501.2,194.0,845.8,114.4,2183.6,185.2,955.1,888.5,727.1,606.3,157.6,606.0,402.7,651.9,268.9,488.4,273.4,32.1,702.8,128.9,1012.0,816.3,639.9,481.3,137.2,715.4,587.4,726.8,432.8,608.4,249.3,558.5,205.5,219.4,426.7,664.3,438.4,438.5,515.7,627.8,967.2,715.2,730.2,575.2,237.5,491.5,744.5,260.7,542.8,541.5,480.8,599.5,607.5,146.2,49.7,683.5,0.0,641.6,128.9,500.6,664.8,223.0,546.9,715.4,307.9,618.7,512.7,184.5,580.8,757.0,310.0,609.3,138.3,640.3,190.1,647.8,790.3,745.6,594.6,850.6,719.9,259.0,712.0,547.0,449.9,347.3,89.8,75.5,718.0,180.6,374.5,327.8,49.0,671.1,974.7,244.3,533.2,934.3,258.2,574.1,259.0,197.8,689.8,359.9,462.5,648.9,40.9,915.9,499.4,572.8,386.9,533.1,706.8,61.9
QI,478.8,593.7,539.7,465.2,1182.3,313.1,451.3,994.5,123.9,713.5,1204.0,668.5,316.9,565.3,276.8,1045.4,1098.6,103.7,591.0,284.7,1442.1,890.8,966.7,944.7,1052.8,562.1,545.2,941.4,493.4,204.1,662.6,2371.4,623.1,1395.3,1328.7,1167.3,1046.5,637.5,1046.2,286.8,1092.1,462.8,928.6,472.4,624.4,1143.0,514.4,1452.2,174.6,194.4,362.7,524.4,1155.6,71.6,1169.4,316.9,1048.6,689.5,998.7,524.8,586.2,290.8,1104.5,322.5,294.6,955.9,139.0,1407.4,1155.4,1170.4,56.3,567.5,931.7,1184.7,700.9,983.0,90.0,921.0,1039.7,310.7,517.4,704.2,1123.7,654.4,0.0,559.3,940.8,1105.0,663.2,987.1,1155.6,420.2,1058.9,299.9,514.5,1021.0,1197.2,750.2,22.2,578.5,1080.5,630.3,1088.0,148.6,1185.8,1034.8,1290.8,1160.1,521.4,1152.2,987.2,193.5,421.1,702.7,623.7,1158.2,620.8,416.0,484.3,703.5,1111.3,1414.9,684.5,278.9,1374.5,588.2,1014.3,513.6,572.5,1130.0,800.1,270.6,114.5,592.3,1355.4,128.4,1013.0,350.6,973.3,65.1,716.4
QL,218.6,34.3,134.4,271.2,782.5,353.3,309.3,594.7,567.8,199.9,814.9,75.8,360.9,172.7,320.8,645.6,698.8,455.9,201.5,376.5,1042.3,491.0,566.9,544.9,653.0,409.5,292.2,541.6,122.1,773.9,62.6,2111.7,56.2,995.5,928.9,767.5,646.7,122.9,646.4,330.8,692.3,268.1,528.8,304.5,110.8,743.2,142.3,1052.4,744.4,568.0,409.4,38.7,755.8,515.5,767.2,360.9,648.8,289.7,598.9,107.0,210.1,354.8,704.7,366.5,366.6,556.1,555.9,1007.6,755.6,770.6,503.3,165.6,531.9,784.9,301.1,583.2,469.6,521.2,639.9,535.6,47.7,190.6,723.9,140.8,569.7,0.0,541.0,705.2,263.4,587.3,755.8,296.2,659.1,440.8,112.6,621.2,797.4,350.4,537.4,178.7,680.7,230.5,688.2,718.4,786.0,635.0,891.0,760.3,168.5,752.4,587.4,378.0,253.0,137.0,109.2,758.4,221.0,344.8,290.3,179.0,711.5,1015.1,284.7,461.3,974.7,186.3,614.5,160.5,162.6,730.2,400.3,390.6,577.0,146.1,956.3,427.5,613.2,315.0,573.5,634.9,202.8
QR,647.6,569.2,547.7,670.3,271.7,752.4,704.9,157.1,963.1,527.4,304.1,607.8,756.2,428.5,716.1,152.8,354.1,851.2,620.2,771.8,697.6,59.9,56.1,34.1,160.2,839.4,666.0,30.8,517.4,1169.2,551.9,2507.0,591.1,650.8,584.2,226.4,105.6,603.0,135.6,726.1,181.5,634.8,373.5,689.2,503.0,232.4,494.8,707.7,1139.7,963.3,804.7,499.9,245.0,910.8,256.4,756.2,150.5,327.1,161.3,520.3,585.3,750.1,193.9,761.8,761.9,63.3,951.2,662.9,244.8,259.8,898.6,560.9,121.5,274.1,251.9,90.4,864.9,83.6,98.8,930.9,492.9,490.4,182.8,486.5,965.0,534.8,0.0,360.5,300.8,94.5,245.0,673.8,166.3,836.1,507.9,128.4,261.5,202.6,932.7,597.4,169.9,313.4,195.4,1113.7,441.3,93.9,546.3,219.2,545.4,241.6,46.3,773.3,666.3,542.7,513.0,413.7,322.9,740.4,651.2,535.6,366.8,670.4,331.1,856.6,630.0,581.6,73.4,573.8,563.7,219.4,215.6,785.9,972.3,455.5,611.6,822.8,102.4,710.3,62.7,1030.2,477.7
RE,819.7,741.3,719.8,842.4,418.7,920.7,877.0,215.2,1135.2,699.5,533.3,779.9,928.3,600.6,888.2,457.0,5.3,1023.3,792.3,943.9,337.0,328.9,378.3,356.3,464.3,913.2,838.1,353.0,689.5,1341.3,724.0,2679.1,763.2,290.2,223.6,368.7,247.9,775.1,401.4,898.2,355.5,806.9,284.7,861.3,675.1,385.5,666.9,347.1,1311.8,1135.4,976.8,672.0,484.9,1082.9,496.3,928.3,195.3,464.6,211.0,692.4,757.4,922.2,347.0,933.9,934.0,367.5,1126.3,302.3,397.9,499.7,1070.7,733.0,390.5,514.0,490.6,394.6,1037.0,288.7,257.0,1103.0,665.0,662.5,325.1,658.6,1137.1,706.9,352.4,0.0,452.6,400.4,484.9,845.9,458.2,1008.2,680.0,432.6,403.8,471.6,1104.8,769.5,409.8,483.9,493.4,1285.8,80.7,261.9,185.7,361.5,717.5,394.7,309.5,945.4,838.4,714.8,685.1,53.1,495.0,912.5,823.3,707.7,6.2,309.8,503.2,1028.7,269.4,753.7,282.4,745.9,738.1,459.3,484.6,958.0,1144.4,626.4,250.3,1001.4,424.6,882.4,384.9,1202.3,649.8
RH,367.0,288.6,267.1,389.7,519.3,468.0,424.3,331.5,682.5,246.8,551.7,327.2,475.6,147.9,435.5,382.4,435.3,570.6,339.6,491.2,778.8,227.8,303.7,281.7,389.8,558.8,385.4,278.4,236.8,888.6,271.3,2226.4,310.5,732.0,665.4,504.3,383.5,322.4,383.2,445.5,429.1,354.2,265.3,408.6,222.4,480.0,214.2,788.9,859.1,682.7,524.1,219.3,492.6,630.2,504.0,475.6,385.3,26.2,335.7,239.7,304.7,469.5,441.5,481.2,481.3,292.9,670.6,744.1,492.4,507.4,618.0,280.3,268.7,521.7,37.9,320.0,584.3,258.0,376.7,650.3,212.3,209.8,460.7,205.9,684.4,254.2,277.8,441.7,0.0,324.1,492.6,393.2,395.9,555.5,227.3,358.0,534.2,87.2,652.1,316.8,417.5,32.8,425.0,833.1,522.5,371.8,627.5,497.1,264.8,489.2,324.2,492.7,385.7,262.1,232.4,494.9,42.3,459.8,370.6,255.0,448.0,751.6,50.5,576.0,711.2,301.0,351.3,293.2,283.1,467.0,137.1,505.3,691.7,174.9,692.8,542.2,350.0,429.7,310.3,749.6,197.1
RJ,642.5,595.5,574.0,696.6,274.6,776.6,731.2,183.4,989.4,553.7,225.9,634.1,782.5,454.8,744.1,58.2,398.0,877.5,646.5,798.1,740.4,86.2,120.4,98.4,65.6,767.4,692.3,95.1,543.7,1195.5,578.2,2533.3,619.1,693.6,627.0,275.0,200.2,629.3,144.4,752.4,184.4,661.1,416.3,715.5,529.3,232.6,521.1,752.2,1166.0,989.6,828.3,526.2,177.5,937.1,191.3,784.2,245.1,353.4,187.6,546.6,611.6,776.4,196.8,788.1,788.2,31.2,980.5,705.7,247.7,192.3,924.9,587.2,147.8,206.6,278.2,73.2,891.2,103.1,193.4,957.2,519.2,516.7,234.1,512.8,993.0,561.1,94.5,403.3,327.1,0.0,177.5,700.1,69.0,862.4,534.2,33.8,289.5,228.9,960.7,623.7,122.7,338.1,98.1,1140.0,484.1,188.5,589.1,270.5,571.7,244.5,140.9,792.1,692.6,569.0,539.3,456.5,349.2,768.4,677.5,561.9,409.6,713.2,357.4,882.9,672.8,607.9,168.0,600.1,592.3,151.9,241.9,812.2,1000.3,480.6,653.7,852.8,166.7,736.6,127.0,1056.5,504.0
RL,830.9,752.5,731.0,853.6,228.9,931.9,888.2,340.4,1146.4,710.7,59.1,791.1,939.5,611.8,899.4,98.6,483.5,1034.5,803.5,955.1,827.0,243.2,177.8,200.4,91.2,1022.7,849.3,204.1,700.7,1352.5,735.2,2690.3,774.4,780.2,713.6,232.0,218.3,786.3,98.7,909.4,138.7,818.1,502.9,872.5,686.3,189.6,678.1,837.1,1323.0,1146.6,988.0,683.2,0.0,1094.1,96.6,939.5,279.9,510.4,344.6,703.6,768.6,933.4,151.1,945.1,945.2,188.1,1134.5,792.3,202.0,14.7,1081.9,744.2,304.8,29.1,435.2,228.5,1048.2,266.9,224.1,1114.2,676.2,673.7,188.4,669.8,1148.3,718.1,243.3,489.9,484.1,156.9,0.0,857.1,85.1,1019.4,691.2,123.0,243.8,385.9,1116.0,780.7,74.4,496.7,120.3,1297.0,570.7,229.0,675.7,224.8,728.7,198.8,276.6,956.6,849.6,726.0,696.3,543.1,506.2,923.7,834.5,718.9,496.2,799.8,514.4,1039.9,759.4,764.9,249.5,757.1,747.0,59.6,398.9,969.2,1155.6,638.8,741.0,1006.1,189.8,893.6,172.1,1213.5,661.0
