from_stop,AG,AL,AQ,AS,BC,BF,BG,BH,BO,BW,CJ,CK,CM,CO,CW,DS,DT,DY,EB,EI,EP,ES,ET,FE,FH,FI,FL,FU,FZ,GC,GJ,GL,GO,GZ,HA,HJ,HL,HV,IB,IM,IU,JH,JQ,JU,JV,JW,KA,KE,KJ,KK,LO,LP,LR,LT,LU,MD,MK,MN,MR,NG,NI,NN,NY,NZ,OC,OM,OO,OP,OX,PD,PI,PM,PX,QB,QD,QH,QJ,QN,RD,RF,RG,RL,RQ,RV,SC,SE,SI,SK,SP,SV,TC,TI,TM,TQ,TU,TW,UC,UE,UF,UI,US,UW,UZ,VI,VM,VP,VS,VY,WD,WG,WP,XE,YI,YT,YU,YY,ZC,ZG,ZQ,ZR,ZT
RL,181.1,220.4,31.4,140.7,173.2,225.6,175.7,170.2,161.5,66.1,90.8,128.2,336.5,296.1,164.6,154.1,163.2,331.4,259.5,104.0,258.4,81.7,133.3,51.4,344.9,268.9,144.0,70.3,60.6,183.5,97.2,170.3,352.7,196.5,167.8,166.3,86.8,34.2,126.7,106.7,213.1,153.1,162.5,259.0,85.3,208.5,106.1,186.7,58.3,301.0,355.0,177.7,156.3,122.0,158.4,184.8,187.3,126.2,207.0,53.0,310.7,199.1,238.9,107.2,221.5,1405.4,69.2,244.7,186.0,234.9,64.0,172.7,170.1,147.3,325.6,178.4,89.2,124.2,59.2,221.1,49.7,0.0,72.7,144.9,305.1,99.7,136.0,209.2,231.5,159.5,183.4,122.0,321.9,138.3,165.9,116.9,115.6,250.0,80.0,158.9,192.7,273.5,205.5,16.6,203.2,111.1,196.7,243.5,141.2,177.6,160.9,113.1,101.3,299.0,229.3,317.7,143.4,239.1,20.5,269.0,83.3
RQ,152.3,207.8,100.4,184.7,217.2,213.6,172.4,197.4,205.5,75.5,60.9,46.4,307.7,283.5,136.0,198.1,134.4,304.6,303.5,148.0,302.4,125.7,177.3,103.0,316.1,240.1,171.2,118.8,104.7,164.3,24.4,211.3,396.7,240.5,211.8,143.2,133.0,45.0,172.9,125.8,257.1,190.3,135.7,230.2,94.7,252.5,79.3,213.9,25.4,274.2,355.1,148.9,180.9,108.1,129.6,156.0,114.5,170.2,193.6,99.2,354.7,126.3,282.9,153.4,239.4,1376.6,40.1,217.9,161.1,232.0,128.2,145.9,222.5,191.3,296.8,151.6,137.7,170.1,54.4,192.3,35.9,68.9,0.0,129.0,276.3,70.9,177.9,253.7,202.7,199.8,227.4,159.0,293.1,122.4,203.9,160.9,86.7,299.6,51.2,86.1,169.2,317.5,178.7,87.5,206.0,82.3,240.7,264.4,147.9,148.8,132.1,151.9,145.3,270.2,273.3,288.9,189.6,294.9,84.7,242.2,99.8
RV,112.3,167.8,188.6,94.0,126.5,173.6,106.9,93.3,114.8,102.0,66.9,94.9,267.7,243.5,96.0,149.7,88.7,264.6,229.4,73.7,210.1,87.4,128.9,114.6,276.1,200.1,67.1,137.5,153.8,114.7,118.9,120.6,322.6,148.2,116.1,103.2,154.5,143.0,158.1,66.6,164.8,91.1,95.7,190.2,82.8,173.1,84.5,109.8,94.3,234.2,315.1,108.4,76.8,16.2,89.6,116.0,117.6,121.8,133.7,195.1,312.4,129.4,192.2,176.2,154.7,1336.6,85.3,177.9,121.1,168.1,87.1,105.9,141.6,82.6,256.8,111.6,118.9,128.8,125.4,152.3,104.8,157.1,152.9,0.0,236.3,106.5,48.8,140.4,162.7,103.5,148.0,54.9,253.1,5.1,113.2,112.5,76.7,208.9,74.9,78.3,129.2,225.2,138.7,175.7,146.1,42.3,150.0,174.7,18.8,108.8,92.1,147.0,96.9,230.2,181.0,248.9,141.4,204.2,134.9,202.2,118.0
SC,207.8,264.2,292.4,347.5,315.5,258.4,184.4,265.0,330.2,304.1,227.7,273.7,58.7,188.5,131.4,341.0,253.3,28.2,239.0,355.4,223.2,288.6,300.3,325.9,84.3,194.2,273.5,394.3,352.4,192.2,293.9,300.0,332.2,285.1,329.1,125.0,404.8,292.7,375.0,264.1,268.5,341.8,226.2,46.1,284.9,268.5,247.2,323.5,255.1,159.8,82.8,239.4,283.2,236.0,220.1,226.5,230.7,306.5,321.7,358.7,318.8,261.0,247.7,393.1,281.5,1403.3,246.1,140.7,108.2,245.6,298.4,201.4,299.9,335.2,193.2,117.4,375.7,363.2,285.9,79.6,265.6,316.6,269.4,256.9,0.0,282.9,305.8,235.9,168.8,314.3,293.6,278.4,141.1,250.3,329.5,346.9,254.6,231.0,235.7,257.1,197.6,208.1,293.3,313.2,309.3,206.4,270.1,252.2,275.8,239.3,187.6,381.4,332.8,224.3,252.3,105.6,358.3,217.6,332.4,34.1,320.1
SE,147.4,202.9,166.5,114.2,146.7,208.7,142.0,126.9,135.0,70.7,56.0,119.0,302.8,278.6,131.1,127.6,129.5,299.7,233.0,77.5,231.9,55.2,106.8,92.5,311.2,235.2,100.7,115.4,131.7,149.8,97.0,140.8,326.2,170.0,141.3,138.3,132.4,112.1,136.0,30.7,186.6,119.8,130.8,225.3,51.5,182.0,52.9,143.4,58.2,269.3,350.2,144.0,110.4,90.3,124.7,151.1,126.9,99.7,167.3,165.9,284.2,157.2,212.4,154.1,189.8,1371.7,49.2,213.0,156.2,203.2,65.0,141.0,152.0,120.8,291.9,146.7,96.8,106.7,43.1,187.4,68.7,135.0,72.5,111.2,271.4,0.0,100.4,175.5,197.8,129.3,156.9,88.5,288.2,104.6,133.4,90.4,45.1,229.1,46.3,131.4,164.3,247.0,173.8,153.6,168.1,77.4,170.2,209.8,93.6,143.9,127.2,124.9,74.8,265.3,202.8,284.0,119.3,224.4,112.8,237.3,86.7
SI,155.5,124.8,168.0,45.1,77.6,129.0,150.1,79.7,65.9,98.2,109.3,130.3,310.9,200.5,139.2,112.0,75.1,307.8,180.5,24.8,162.8,38.5,91.2,80.2,319.3,243.3,53.5,102.6,116.1,157.9,162.1,74.7,273.7,100.9,72.2,142.7,110.3,139.6,120.4,61.7,117.5,57.5,108.0,233.4,79.0,124.2,80.7,91.4,137.5,277.4,331.4,94.8,62.4,59.4,132.8,196.1,149.2,84.1,111.4,157.4,263.5,172.6,143.3,138.5,197.9,1379.8,154.7,221.1,162.4,211.3,66.5,149.1,84.3,33.7,300.0,154.8,81.2,112.1,160.3,195.5,148.0,136.5,156.3,43.1,279.5,102.7,0.0,183.6,205.9,58.3,99.1,41.3,296.3,48.2,64.3,95.8,72.7,160.0,118.1,121.5,169.1,177.9,114.4,155.1,107.6,85.5,101.1,217.9,32.7,145.8,135.3,130.3,59.2,273.4,133.7,292.1,103.7,143.5,114.3,245.4,114.2
SK,81.4,195.4,189.5,201.9,212.0,201.2,99.5,162.1,194.2,201.2,124.8,170.8,248.6,268.1,108.6,258.1,150.4,323.4,332.9,208.0,278.9,185.7,237.3,223.0,221.0,145.0,170.6,245.9,249.5,107.3,191.0,224.1,407.0,217.0,184.9,115.8,262.9,189.8,266.5,161.2,233.6,194.6,123.3,202.8,182.0,258.6,144.3,178.6,152.2,246.8,296.0,136.5,180.3,133.1,117.2,123.6,127.8,230.2,181.2,255.8,356.8,158.1,255.0,284.6,14.2,1281.5,143.2,122.8,133.7,100.2,195.5,75.0,249.5,236.7,201.7,124.2,227.3,237.2,183.0,164.9,162.7,213.7,166.5,154.0,297.2,180.0,202.9,0.0,125.4,257.6,233.5,175.5,198.0,147.4,198.7,220.9,151.7,271.7,132.8,154.2,98.3,287.7,166.3,210.3,193.6,103.5,253.5,53.5,172.9,136.4,42.7,255.4,205.3,175.1,249.8,193.8,249.8,297.2,229.5,214.8,217.2
SP,43.1,223.9,218.0,230.4,240.5,274.0,128.0,190.6,222.7,229.7,153.3,199.3,119.8,204.1,125.6,286.6,178.9,194.6,254.6,236.5,238.8,214.2,265.8,251.5,113.7,67.5,199.1,274.4,278.0,135.8,219.5,252.6,347.8,245.5,213.4,119.2,291.4,218.3,295.0,189.7,284.1,223.1,151.8,214.6,210.5,284.1,172.8,207.1,180.7,175.4,157.2,165.0,208.8,161.6,145.7,152.1,156.3,258.7,209.7,284.3,334.4,186.6,263.3,313.1,132.3,1314.2,171.7,19.5,102.4,189.2,224.0,48.6,315.5,265.2,94.4,111.6,255.8,265.7,211.5,93.5,191.2,242.2,195.0,182.5,168.4,208.5,231.4,118.0,0.0,329.9,262.0,204.0,90.7,175.9,227.2,249.4,180.2,246.6,161.3,182.7,28.7,223.7,194.8,238.8,222.1,132.0,285.7,171.6,201.4,164.9,69.7,283.9,233.8,97.6,267.9,86.5,278.3,233.2,258.0,202.6,245.7
SV,210.2,152.8,207.8,72.0,76.4,147.6,204.8,134.4,98.1,138.0,155.0,185.0,365.6,200.6,193.7,99.2,121.6,362.5,145.0,80.7,155.1,78.3,78.4,120.0,374.0,298.0,107.0,123.4,134.5,212.6,216.8,106.9,234.5,123.7,103.7,201.1,131.1,179.4,107.6,105.2,109.8,86.1,161.2,288.1,118.8,82.7,120.5,123.6,186.9,332.1,386.1,148.0,91.0,114.1,187.5,249.3,195.7,71.3,143.6,178.2,228.0,226.0,134.9,129.4,256.3,1434.5,194.8,275.8,217.1,266.0,106.3,203.8,44.3,20.8,354.7,209.5,104.1,89.2,200.1,250.2,193.7,178.3,196.1,97.8,334.2,142.5,58.3,238.3,260.6,0.0,57.6,86.2,351.0,102.9,84.1,73.2,116.2,146.0,188.9,176.2,227.5,170.2,146.6,194.9,139.8,140.2,107.3,272.6,87.4,178.0,193.7,100.3,59.1,328.1,126.0,346.8,90.9,149.7,154.1,300.1,146.9
TC,195.0,98.2,233.5,68.4,21.8,92.4,189.6,102.8,60.8,163.7,181.5,236.5,350.4,146.0,178.7,124.9,118.0,347.3,132.1,104.1,100.5,104.0,104.1,159.5,358.8,282.8,99.7,146.3,162.6,197.4,260.5,56.9,225.3,69.1,49.1,185.9,156.8,204.7,133.3,128.3,55.2,75.7,106.6,272.9,144.5,25.0,146.2,86.3,208.9,316.9,397.8,93.4,90.0,157.8,160.6,194.7,192.1,97.0,106.3,203.9,215.1,222.4,80.3,151.4,237.4,1419.3,220.2,260.6,203.8,250.8,132.0,188.6,69.1,64.5,339.5,194.3,127.7,115.2,225.8,235.0,219.4,202.0,221.8,141.5,319.0,168.2,98.3,223.1,245.4,75.7,0.0,114.2,335.8,146.6,35.8,98.9,138.4,97.0,214.6,219.9,211.9,115.6,109.3,220.6,93.9,183.9,52.7,257.4,126.8,138.5,174.8,133.4,84.8,312.9,71.4,331.6,116.6,106.9,179.8,284.9,179.7
TI,146.3,132.0,172.0,43.4,88.2,137.2,140.9,38.3,70.4,76.4,102.4,116.3,301.7,207.7,129.8,124.1,33.7,298.6,196.8,66.1,155.1,60.7,112.3,84.2,310.1,234.1,12.1,114.7,134.8,148.7,148.1,91.0,290.0,93.2,61.1,128.7,137.9,126.4,141.5,48.9,109.8,29.3,66.6,224.2,66.2,134.8,58.9,54.8,130.6,263.4,322.2,53.4,24.4,45.4,123.6,164.5,107.8,105.2,78.7,169.5,279.8,138.1,152.7,150.6,188.7,1370.6,142.2,207.1,148.4,202.1,70.5,139.9,82.6,84.0,290.8,145.6,104.4,111.9,138.5,186.3,141.1,142.5,143.5,38.1,270.3,89.9,41.2,174.4,196.7,108.6,109.7,0.0,287.1,43.2,80.9,95.9,50.9,163.8,136.3,116.5,155.1,170.2,112.7,150.1,82.5,80.5,117.4,208.7,27.7,105.6,121.3,123.0,80.3,264.2,126.0,282.9,124.8,169.6,109.3,231.4,94.3
TM,134.7,315.5,309.6,322.0,332.1,357.4,262.0,282.2,314.3,321.3,244.9,290.9,63.1,287.5,209.0,378.2,270.5,137.9,338.0,328.1,322.2,305.8,399.3,343.1,99.4,130.9,290.7,366.0,369.6,269.8,311.1,344.2,431.2,337.1,305.0,202.6,383.0,309.9,386.6,281.3,367.5,314.7,243.4,157.9,302.1,367.5,264.4,298.7,272.3,258.8,110.5,256.6,300.4,253.2,237.3,243.7,247.9,350.3,301.3,375.9,434.5,278.2,346.7,404.7,260.8,1359.2,263.3,102.9,185.8,323.2,315.6,140.2,398.9,356.8,106.1,195.0,347.4,357.3,303.1,191.4,282.8,333.8,286.6,274.1,111.7,300.1,323.0,204.3,91.5,413.3,392.6,295.6,0.0,267.5,318.8,341.0,271.8,330.0,252.9,274.3,120.3,307.1,286.4,330.4,313.7,223.6,369.1,300.1,293.0,256.5,161.3,375.5,325.4,161.0,351.3,72.2,369.9,316.6,349.6,145.9,337.3
TQ,107.2,162.7,195.2,100.6,133.1,168.5,101.8,99.9,121.4,108.6,61.8,89.8,262.6,238.4,90.9,156.3,89.3,259.5,236.0,80.3,216.7,94.0,135.5,121.2,271.0,195.0,73.7,144.1,160.4,109.6,113.8,127.2,329.2,154.8,122.7,98.1,161.1,149.6,164.7,73.2,171.4,97.7,90.6,185.1,89.4,179.7,91.1,116.4,89.2,229.1,310.0,103.8,83.4,11.1,84.5,110.9,112.5,128.4,140.3,201.7,319.0,124.3,198.8,182.8,149.6,1331.5,80.2,172.8,116.0,163.0,93.7,100.8,148.2,89.2,251.7,106.5,125.5,135.4,120.3,147.2,99.7,163.7,147.8,6.5,231.2,113.1,55.4,135.3,157.6,110.1,154.6,61.5,248.0,0.0,119.8,119.1,83.3,215.5,69.8,73.2,124.1,231.8,133.6,182.3,152.7,37.2,156.6,169.6,25.4,103.7,87.0,153.6,103.5,225.1,187.6,243.8,148.0,210.8,141.5,197.1,124.6
TU,159.1,83.8,211.4,58.3,13.3,89.0,153.7,66.9,24.9,147.9,158.6,194.2,314.5,159.5,142.6,136.6,86.2,317.7,139.5,74.5,121.8,81.9,115.8,123.6,322.9,246.9,74.2,160.8,171.9,161.5,232.3,33.7,232.7,59.9,13.2,146.3,168.5,188.9,145.0,105.1,76.5,50.7,77.0,237.0,122.4,59.8,130.4,50.4,193.1,281.0,335.0,57.5,55.6,129.6,124.7,165.1,160.3,108.7,70.4,209.6,222.5,190.6,102.0,163.1,201.5,1383.4,198.4,224.7,166.0,221.2,109.9,152.7,72.4,76.2,303.6,164.7,141.5,126.6,210.0,199.1,197.3,181.9,199.7,107.0,283.1,146.1,70.1,187.2,209.5,91.1,34.7,87.3,299.9,112.1,0.0,110.6,116.1,113.1,192.5,185.4,179.0,136.9,73.4,204.8,66.6,149.4,60.1,221.5,96.6,102.6,138.9,137.7,96.5,277.0,92.7,295.7,128.3,102.5,164.0,249.0,150.5
TW,194.7,164.5,172.0,84.8,104.9,170.3,189.3,131.4,105.6,104.4,122.2,217.0,350.1,196.1,178.4,56.8,126.8,347.0,162.2,48.1,183.6,44.7,36.0,100.2,358.5,282.5,105.2,102.4,118.7,197.1,195.0,111.4,255.4,140.6,111.9,185.6,77.4,132.4,65.2,69.0,138.3,90.4,159.7,272.6,85.2,111.2,86.9,131.1,200.9,316.6,397.5,146.5,104.7,129.1,172.0,198.4,200.9,28.9,151.1,160.0,213.4,231.2,163.4,83.3,237.1,1419.0,168.9,260.3,203.5,250.5,72.7,188.3,81.2,67.3,339.2,194.0,97.6,16.3,251.3,234.7,190.3,140.5,170.5,112.8,318.7,108.9,80.1,222.8,245.1,58.5,86.1,93.0,335.5,117.9,104.0,0.0,79.1,180.1,180.0,191.2,211.6,181.9,154.1,159.1,138.7,124.7,135.8,257.1,98.1,185.5,174.5,34.4,25.5,312.6,154.5,331.3,48.5,160.8,136.3,284.6,145.9
UC,115.7,171.2,145.1,92.8,125.3,175.4,110.3,105.5,113.6,49.3,43.2,108.5,271.1,246.9,99.2,106.2,97.8,268.0,211.6,56.1,210.5,33.8,85.4,64.7,279.5,203.5,79.3,96.8,110.3,118.1,131.9,119.4,304.8,148.6,119.9,102.9,111.0,90.7,114.6,10.4,165.2,96.5,99.1,193.6,30.1,160.6,7.9,122.0,70.6,237.6,291.6,112.3,89.0,58.6,93.0,119.4,95.2,78.3,157.0,144.5,262.8,125.5,191.0,132.7,158.1,1340.0,106.1,181.3,122.6,171.5,43.6,109.3,128.0,99.4,260.2,115.0,75.4,85.0,76.7,155.7,81.1,115.6,107.4,79.5,239.7,33.5,79.0,143.8,166.1,111.6,135.5,67.1,256.5,72.9,118.0,69.0,0.0,202.1,79.9,99.7,129.3,225.6,142.1,132.2,160.8,45.7,148.8,178.1,72.2,112.2,95.5,96.1,53.4,233.6,181.4,252.3,97.9,191.2,91.4,205.6,65.3
UE,226.9,77.6,301.4,148.3,105.8,72.4,221.5,131.2,98.5,226.0,231.0,284.2,313.9,72.5,210.4,213.3,176.2,289.0,119.8,152.6,52.1,171.9,172.6,213.6,390.7,314.7,152.3,237.5,254.2,229.3,316.0,88.9,218.6,76.3,121.2,208.5,250.8,272.6,227.3,195.1,69.5,140.7,138.5,209.0,212.4,140.8,208.5,114.7,259.2,203.9,325.5,152.8,145.6,213.3,160.2,220.7,250.3,178.8,90.6,297.9,202.8,280.6,16.7,245.4,269.3,1353.9,249.9,286.9,228.2,282.7,194.3,220.5,154.7,158.5,371.4,226.2,223.8,208.9,288.1,192.8,269.7,271.9,289.7,197.0,255.1,236.1,153.8,255.0,277.3,173.4,117.0,185.4,367.7,202.1,113.5,192.9,206.1,0.0,239.8,275.4,240.5,67.2,106.7,288.5,86.8,239.4,69.5,289.3,186.6,138.1,201.1,220.0,178.8,344.8,53.3,363.5,210.6,82.8,242.1,226.6,240.5
UF,101.0,156.5,56.6,134.6,173.1,162.3,95.6,123.2,155.3,84.9,9.6,80.1,256.4,232.2,84.7,141.8,83.1,253.3,247.2,91.7,240.0,69.4,121.0,106.7,264.8,188.8,103.3,129.6,145.9,103.4,58.1,155.0,340.4,178.1,146.0,91.9,146.6,56.9,150.2,44.9,194.7,127.3,84.4,178.9,65.7,196.2,28.0,139.7,19.3,222.9,303.8,97.6,113.0,43.9,78.3,104.7,80.5,113.9,142.3,122.9,298.4,110.8,216.1,168.3,143.4,1325.3,10.3,166.6,109.8,156.8,79.2,94.6,166.2,147.5,245.5,100.3,111.0,120.9,50.1,141.0,29.8,80.8,33.6,64.8,225.0,69.1,113.7,129.1,151.4,143.5,171.1,108.2,241.8,58.2,159.8,104.6,35.4,232.8,0.0,119.8,117.9,255.1,127.4,77.4,154.7,31.0,184.4,163.4,83.7,97.5,80.8,139.1,89.0,218.9,210.9,237.6,133.5,238.6,127.0,190.9,100.9
UI,129.9,185.4,129.2,168.6,202.3,191.2,204.3,169.1,190.6,172.9,64.5,39.3,285.3,261.1,113.6,225.5,117.1,282.2,305.2,149.5,285.9,163.2,204.7,200.4,293.7,217.7,137.3,216.2,202.1,196.2,63.3,196.4,398.4,224.0,191.9,120.8,230.4,142.4,233.9,142.4,240.6,161.3,113.3,207.8,121.7,248.9,84.0,185.6,91.9,251.8,332.7,126.5,147.0,54.8,107.2,133.6,39.2,197.6,209.5,195.5,388.2,51.0,268.0,250.8,172.3,1354.2,82.9,195.5,138.7,185.7,162.9,123.5,216.2,158.4,274.4,129.2,194.7,204.6,151.8,169.9,102.4,166.3,97.3,75.7,253.9,119.7,124.6,158.0,180.3,179.3,223.8,130.7,270.7,69.1,189.0,188.3,91.4,284.7,72.5,0.0,146.8,301.0,156.3,184.9,221.9,88.2,225.8,192.3,94.6,126.4,109.7,222.8,172.7,247.8,256.8,266.5,217.2,280.0,182.1,219.8,156.9
US,11.6,192.3,186.4,198.8,208.9,196.5,96.4,159.0,191.1,198.1,120.9,159.9,156.6,269.2,162.5,255.0,147.3,231.4,319.7,204.9,303.9,182.6,234.2,206.1,150.5,104.3,167.5,245.6,248.5,104.2,187.9,224.0,408.1,213.9,181.8,159.5,259.8,186.7,263.4,159.2,230.5,184.7,120.2,251.4,178.9,255.5,141.2,175.5,149.1,212.2,162.6,133.4,177.2,130.0,114.1,120.5,124.7,227.1,178.1,252.7,357.9,155.0,328.4,281.5,100.7,1282.6,140.1,56.3,141.1,157.6,192.4,17.1,238.0,233.6,131.2,148.4,224.2,233.8,179.9,130.3,159.6,210.6,163.4,150.9,205.2,176.9,199.8,86.4,36.8,258.2,230.4,172.4,127.5,144.3,201.6,217.8,148.7,317.3,129.7,151.1,0.0,288.8,163.2,207.2,181.9,100.4,250.4,140.0,169.8,133.3,38.1,274.5,202.2,134.4,333.0,123.3,246.7,308.2,226.4,239.4,214.1
UW,258.7,121.7,315.2,164.4,124.4,115.9,253.3,131.8,122.0,245.4,263.2,308.1,292.9,94.9,242.4,174.7,192.3,262.4,72.7,174.3,15.0,185.7,134.0,241.2,318.5,286.4,174.0,228.0,244.3,261.1,332.1,108.2,165.9,76.9,137.3,249.6,238.5,286.8,208.7,210.0,60.3,150.0,170.3,188.0,226.2,102.2,227.9,115.3,290.6,182.9,317.0,157.1,164.3,229.4,204.3,258.4,266.4,140.2,153.3,285.6,155.7,296.7,83.9,226.8,301.1,1332.9,301.9,232.9,200.4,314.5,213.7,252.3,133.6,168.9,317.3,258.0,209.4,196.9,307.5,171.8,301.1,283.7,303.5,213.1,234.1,249.9,169.9,286.8,309.1,148.0,127.3,177.9,313.6,218.2,138.4,180.6,220.1,67.2,296.3,291.5,275.6,0.0,150.8,302.3,140.9,255.5,78.3,321.1,198.4,182.2,238.5,215.1,166.5,316.5,44.1,309.4,192.0,51.3,261.5,200.0,261.4
UZ,128.2,29.0,241.5,88.4,86.7,33.2,122.8,65.1,37.3,171.7,132.3,171.3,283.6,104.7,111.7,185.5,116.3,280.5,193.6,98.3,136.6,112.0,164.7,161.1,292.0,216.0,98.0,176.1,187.2,130.6,199.3,84.8,286.8,78.1,61.3,115.4,183.8,212.7,193.9,135.2,91.3,80.8,88.2,206.1,152.5,133.3,154.2,48.6,160.5,250.1,304.1,88.0,88.3,153.4,53.4,113.9,136.1,157.6,41.8,230.9,276.6,166.4,88.6,212.0,170.6,1352.5,151.2,193.8,135.1,184.0,140.0,121.8,136.0,125.2,272.7,127.5,154.7,164.3,233.8,168.2,171.0,210.0,174.8,137.1,252.2,176.2,93.9,156.3,178.6,146.1,108.2,108.8,269.0,142.2,73.4,148.3,146.2,105.3,141.1,162.5,141.8,151.7,0.0,228.6,29.4,111.8,114.2,190.6,122.4,31.3,108.0,177.9,132.7,246.1,107.5,264.8,177.2,156.6,187.8,218.1,187.7
VI,162.5,218.0,12.8,158.5,191.0,223.2,157.1,184.7,179.3,83.9,72.2,144.1,317.9,293.7,146.2,171.9,144.6,314.8,277.3,121.8,276.2,99.5,151.1,56.6,326.3,250.3,164.8,88.1,76.3,164.9,115.0,185.1,370.5,214.3,185.6,149.7,104.6,52.0,144.5,107.5,230.9,164.1,145.9,240.4,103.1,226.3,89.5,201.2,41.7,284.4,344.4,159.1,177.1,105.4,139.8,166.2,142.0,144.0,203.8,70.8,328.5,216.9,256.7,125.0,204.9,1386.8,50.3,228.1,169.4,218.3,81.8,156.1,193.7,165.1,307.0,161.8,107.0,141.7,60.5,202.5,31.1,17.7,90.5,126.3,286.5,81.1,153.8,190.6,212.9,177.3,201.2,139.8,303.3,119.7,177.7,134.7,97.0,273.4,61.4,176.7,176.1,291.3,188.9,0.0,216.2,92.5,214.5,224.9,145.2,159.0,142.3,123.5,119.1,280.4,247.1,299.1,161.2,256.9,38.3,252.4,112.3
VM,148.6,61.0,227.3,74.2,72.5,66.2,143.2,50.9,23.1,157.5,152.7,210.1,304.0,136.7,132.1,171.3,102.1,300.9,179.4,84.1,125.8,97.8,150.5,139.5,312.4,236.4,83.8,161.9,173.0,151.0,241.9,73.6,272.6,63.9,47.1,135.8,169.6,207.1,179.7,121.0,80.5,66.6,51.6,226.5,138.3,119.1,148.6,34.4,172.3,261.9,321.9,65.9,71.5,144.7,95.2,139.7,176.2,143.4,12.4,216.7,262.4,206.5,61.5,197.8,182.4,1372.9,171.6,205.6,146.9,195.8,134.4,133.6,113.4,111.0,293.1,147.9,142.6,150.1,219.6,188.6,191.4,197.8,215.6,122.9,272.6,162.0,88.3,176.7,199.0,135.6,94.0,106.0,289.4,128.0,65.2,134.1,132.0,72.6,161.5,201.3,153.6,140.9,50.6,214.4,0.0,165.3,100.0,211.0,112.5,73.1,128.4,161.2,118.5,266.5,96.7,285.2,163.0,142.4,173.6,229.9,166.4
VP,69.9,125.4,85.9,103.5,142.0,131.2,64.5,92.1,124.2,97.6,21.2,67.2,225.3,201.1,53.6,154.5,52.0,222.2,256.9,131.4,208.9,82.1,133.7,119.4,233.7,157.7,72.2,142.3,145.9,72.3,87.4,148.1,350.1,147.0,114.9,60.8,159.3,86.2,162.9,57.6,163.6,96.2,53.3,147.8,78.4,188.6,40.7,108.6,48.6,191.8,272.7,66.5,81.9,29.5,47.2,73.6,89.9,126.6,111.2,152.2,339.9,101.7,185.0,181.0,112.3,1294.2,39.6,135.5,78.7,125.7,91.9,63.5,151.1,158.3,214.4,69.2,123.7,133.6,79.4,109.9,59.1,110.1,62.9,50.4,193.9,76.4,127.0,98.0,120.3,175.7,163.5,77.1,210.7,43.8,128.7,117.3,48.1,201.7,29.2,50.6,86.8,224.0,96.3,106.7,123.6,0.0,177.5,132.3,100.6,66.4,49.7,151.8,101.7,187.8,179.8,206.5,146.2,231.7,125.9,159.8,113.6
VS,204.8,89.1,239.1,86.0,61.5,83.3,199.4,108.6,66.6,169.3,187.1,229.7,360.2,117.2,188.5,174.6,113.9,317.6,79.3,95.9,63.2,109.6,158.6,165.1,368.6,292.6,95.6,170.9,187.2,207.2,253.7,29.8,172.5,60.0,58.9,195.7,181.4,210.3,183.0,133.9,46.1,71.6,116.4,243.2,150.1,97.8,151.8,92.1,214.5,238.1,407.6,103.2,85.9,151.0,168.6,204.5,188.0,146.7,112.1,228.5,162.3,218.3,71.2,201.1,247.2,1388.1,225.8,270.4,213.6,260.6,137.6,198.4,118.8,114.2,349.3,204.1,152.3,164.9,231.4,244.8,225.0,207.6,227.4,134.7,289.3,173.8,91.5,232.9,255.2,125.4,72.7,117.2,345.6,139.8,71.0,148.6,144.0,87.9,220.2,213.1,221.7,78.3,115.1,226.2,99.7,177.1,0.0,267.2,120.0,146.5,184.6,183.1,134.5,322.7,62.3,341.4,166.3,54.1,185.4,255.2,185.3
VY,125.0,239.0,233.1,245.5,255.6,244.8,86.5,205.7,237.8,244.8,168.4,214.4,282.3,307.5,140.6,301.7,194.0,357.1,358.0,251.6,322.5,229.3,280.9,266.6,264.6,188.6,214.2,289.5,293.1,72.7,234.6,267.7,450.6,260.6,228.5,147.8,306.5,233.8,310.1,204.8,277.2,238.2,166.9,234.8,225.6,302.2,187.9,222.2,195.8,278.8,329.7,180.1,223.9,176.7,160.8,167.2,171.4,273.8,224.8,299.4,400.4,201.7,298.6,328.2,29.2,1413.1,186.8,166.4,165.7,46.6,239.1,118.6,293.1,280.3,245.3,156.2,270.9,280.8,226.6,196.9,206.3,257.3,210.1,197.6,330.9,223.6,246.5,43.5,169.0,301.2,277.1,219.1,241.6,191.0,242.3,264.5,195.3,315.3,176.4,197.8,141.9,327.1,209.9,253.9,237.2,147.1,297.1,0.0,216.5,180.0,86.3,299.0,248.9,218.7,293.4,237.4,293.4,336.6,273.1,246.8,260.8
