from_stop,AA,AL,AO,AY,BD,BF,BN,BQ,BU,CI,CP,CY,DA,DB,DI,DS,DV,DW,DY,EH,FD,FG,FL,FV,FY,GK,GO,GT,HD,HF,HH,HI,HT,HZ,IE,IL,IP,IV,JR,JW,KF,KJ,KN,KZ,LA,LC,LG,LH,LW,MD,ME,MI,MP,MS,MY,ND,NH,NM,NS,NT,NV,OA,OT,PB,PS,PT,QA,QE,QN,QO,QQ,QY,RB,RE,RF,RN,RS,SB,SD,SP,SR,TM,TN,TX,UB,UC,UK,UR,VJ,VM,VO,VP,VV,WI,WM,WN,WW,WX,XD,XJ,XM,XO,YJ,YP,YT,YZ,ZJ,ZV
VV,259.3,156.0,209.4,180.7,182.4,208.5,198.2,190.2,222.9,109.4,249.3,233.4,169.4,177.5,50.3,144.3,109.8,182.4,191.4,160.8,180.2,93.3,277.7,189.6,187.1,202.0,256.4,189.1,65.8,297.6,170.4,144.9,98.9,137.1,196.1,249.8,118.8,93.7,167.9,114.3,281.6,319.9,226.0,84.7,214.6,196.7,127.7,214.2,171.7,107.8,229.1,241.0,236.2,224.8,180.8,183.9,209.8,244.9,112.2,219.4,165.2,168.1,217.0,257.9,219.4,274.1,180.2,168.0,224.8,195.6,2360.9,286.0,136.8,282.8,163.7,276.9,205.4,164.5,81.4,179.1,259.4,156.2,167.1,178.7,151.2,284.6,250.4,160.6,203.2,236.6,191.7,128.2,0.0,187.3,174.0,155.6,310.9,218.0,136.8,227.1,210.3,172.7,230.4,265.5,165.3,205.2,235.2,275.0
WI,135.5,206.0,51.0,79.7,159.7,172.4,107.8,63.9,131.2,195.0,215.8,199.5,61.1,137.3,201.0,98.3,154.5,71.7,193.4,156.9,146.3,115.1,182.6,70.8,150.6,106.7,219.7,155.2,132.0,257.5,136.5,238.1,118.1,243.1,155.9,154.5,200.6,161.6,59.5,220.6,243.5,285.3,187.9,111.5,170.0,150.7,170.3,168.2,79.7,96.4,183.1,189.8,198.1,135.4,142.7,4.3,110.0,149.7,182.5,98.6,83.4,195.8,180.3,142.0,139.3,229.3,146.3,129.9,205.1,164.0,2461.5,247.9,74.7,248.9,117.7,243.0,159.4,177.6,135.6,127.7,225.5,144.3,126.9,90.1,105.2,242.6,204.4,122.5,161.2,112.0,68.7,229.0,259.2,0.0,204.3,115.4,277.0,122.7,61.8,193.2,119.9,166.9,58.1,170.2,75.9,168.5,198.5,236.9
WM,311.0,174.8,226.7,255.4,59.2,163.2,259.9,223.4,200.4,130.4,152.8,161.7,161.8,160.9,162.1,142.6,123.3,215.6,17.4,75.7,103.1,130.2,254.7,246.5,89.2,179.0,160.2,112.0,166.2,210.4,93.3,93.3,133.2,98.3,171.1,226.8,119.4,176.7,215.2,112.9,236.3,213.4,180.7,145.7,40.5,195.0,107.1,212.5,152.0,141.0,227.4,234.1,190.9,262.4,169.0,188.7,285.7,325.4,155.2,276.1,249.7,164.6,119.2,312.4,275.0,136.9,103.1,185.3,261.0,120.8,2248.8,232.1,117.1,195.6,162.0,189.7,213.0,77.1,153.3,177.4,169.5,78.6,142.1,162.4,149.5,150.2,261.7,194.8,80.7,273.7,244.4,197.8,232.8,192.1,0.0,130.6,222.4,195.0,130.0,155.4,265.9,66.4,233.8,242.5,145.6,107.3,138.7,229.7
WN,231.3,95.5,160.0,136.5,89.8,64.4,144.1,158.3,99.5,117.9,113.6,92.1,96.7,21.9,156.9,67.4,44.0,150.5,117.0,88.8,76.4,68.9,153.8,179.8,80.5,78.1,120.7,85.3,104.9,156.3,66.6,129.4,71.9,134.4,40.4,125.9,127.3,107.2,150.1,122.8,137.5,178.3,81.9,84.4,101.7,90.8,100.4,108.3,91.2,75.9,123.2,135.5,92.1,146.6,72.8,123.6,137.9,173.0,77.7,147.5,121.5,85.3,100.0,186.0,147.5,128.7,76.4,60.0,145.2,91.8,2369.4,141.9,52.0,141.5,57.8,135.6,97.2,107.7,89.4,73.2,118.1,71.9,11.5,83.1,59.4,142.0,144.5,52.6,91.3,157.9,177.7,118.5,232.1,127.0,134.4,0.0,169.6,94.1,64.9,85.8,138.4,97.0,187.1,141.6,98.8,98.6,99.5,130.9
WW,200.6,270.5,246.2,224.4,190.5,116.2,165.0,317.4,147.6,207.8,97.4,77.4,283.6,145.6,299.7,181.3,219.0,309.6,218.4,191.9,130.6,221.5,99.3,233.3,166.3,169.9,89.3,121.7,260.2,19.4,140.4,190.3,224.5,195.3,126.8,125.9,235.6,268.0,309.2,209.9,45.1,9.0,100.7,239.7,200.8,127.7,183.1,110.1,200.4,242.7,93.8,86.4,90.5,163.3,151.1,281.6,202.9,168.3,252.2,225.2,188.5,260.3,136.6,207.1,133.2,125.3,130.6,167.4,69.6,112.9,2369.0,40.7,211.1,28.0,159.3,33.9,119.4,208.4,242.0,149.7,51.4,157.1,159.5,188.2,173.3,112.0,70.3,176.9,188.3,173.6,263.9,293.5,372.3,286.1,229.3,174.9,0.0,155.3,231.1,83.7,152.9,197.7,273.3,111.0,204.9,148.4,114.7,51.7
WX,139.9,195.6,131.8,108.3,156.7,84.4,60.8,228.3,8.4,192.0,134.8,110.1,152.3,70.7,183.6,74.6,144.1,209.0,190.4,153.9,130.0,114.8,59.8,151.6,147.6,14.6,138.7,121.1,168.8,126.1,133.5,147.4,117.8,152.4,76.4,31.7,197.6,161.3,169.5,167.0,116.4,154.6,99.9,148.3,167.0,78.0,167.3,60.7,45.0,142.1,75.6,82.3,110.1,64.3,108.2,181.0,137.6,101.4,177.8,126.2,72.4,185.4,118.0,109.1,86.2,146.7,130.0,124.5,97.6,112.3,2458.5,120.8,71.7,117.5,45.0,111.6,86.7,174.6,135.3,55.0,136.1,141.3,84.6,32.8,66.6,160.0,96.9,119.5,158.2,74.6,149.5,218.6,256.2,185.5,201.3,100.0,145.6,0.0,115.0,103.8,66.8,163.9,158.9,47.4,49.5,129.8,117.5,109.8
XD,180.9,144.1,96.6,113.7,97.8,108.5,121.7,93.3,65.7,139.2,150.7,137.6,31.7,75.4,96.0,36.4,92.6,85.5,132.5,96.8,84.4,69.3,128.0,116.4,88.5,44.8,169.5,93.3,70.1,201.8,74.6,176.2,56.2,181.2,94.0,92.6,138.7,99.7,73.5,158.7,181.6,230.9,126.0,49.6,108.1,88.8,108.4,113.8,17.8,34.3,128.7,133.5,136.2,124.2,80.8,58.6,122.6,183.7,120.6,146.0,92.6,133.9,118.4,182.3,132.2,173.9,91.9,68.0,124.2,99.8,2399.6,186.0,12.8,187.0,63.3,181.1,97.5,115.7,76.3,65.0,163.6,87.4,65.0,24.8,50.8,180.7,142.5,60.6,99.3,136.0,114.3,167.1,168.6,62.0,149.9,61.0,215.1,60.8,0.0,131.3,126.7,107.5,103.7,108.3,11.4,106.6,136.6,182.5
XJ,217.0,189.0,191.4,167.9,106.7,68.4,137.9,233.6,115.6,124.0,69.6,6.3,184.4,64.1,243.2,98.8,137.5,225.8,140.4,108.1,46.8,139.0,154.9,211.2,82.5,109.5,73.5,37.9,176.4,64.2,56.6,111.4,142.0,116.4,89.8,126.8,151.8,185.5,225.4,131.0,100.5,92.7,80.8,155.9,117.0,99.3,99.3,105.6,122.6,158.9,120.5,127.2,70.6,141.4,72.2,197.8,169.3,178.5,173.3,203.3,132.0,178.8,52.8,186.2,163.3,81.5,46.8,88.5,153.4,29.1,2395.0,104.9,127.3,55.6,89.2,49.7,91.0,124.6,159.5,99.2,32.2,73.3,78.0,110.4,90.8,94.8,154.1,98.0,104.5,151.7,209.1,212.0,303.6,202.3,151.3,93.4,83.7,123.3,140.2,0.0,143.9,113.9,218.5,142.5,127.1,64.6,52.3,93.9
XM,48.9,229.4,100.1,75.0,176.0,116.2,12.0,154.9,55.8,227.0,136.3,143.9,70.8,104.5,146.7,108.4,177.9,147.1,203.2,175.0,162.6,131.4,74.9,80.3,170.3,67.3,128.6,154.9,161.6,129.6,152.8,184.8,134.4,186.2,110.2,43.4,216.9,174.8,136.2,200.8,113.7,148.3,110.4,137.5,191.5,68.1,186.6,58.0,96.0,105.0,72.9,81.6,100.2,106.1,142.0,201.5,49.9,34.5,211.6,59.5,42.8,219.2,151.8,47.5,9.0,154.5,162.6,146.2,106.1,148.4,2447.6,114.5,91.0,111.2,82.4,105.3,59.8,193.9,154.5,97.8,105.1,161.7,118.4,88.7,104.0,147.7,90.6,142.4,177.5,94.7,82.4,243.8,219.3,201.8,224.2,131.7,139.3,59.9,70.6,137.6,0.0,185.7,121.1,59.1,89.6,163.6,151.3,107.1
XO,276.2,140.0,191.9,220.6,7.2,140.3,221.1,188.6,165.6,98.1,129.9,121.5,127.0,117.7,185.9,107.8,88.5,180.8,74.1,42.7,68.3,97.9,219.9,211.7,54.4,144.2,137.0,77.2,131.4,185.7,58.5,58.5,98.4,63.5,136.3,192.0,84.6,141.9,180.4,78.1,213.4,208.0,157.8,110.9,58.8,160.2,72.3,177.7,117.2,106.2,192.6,204.9,168.0,223.6,146.1,153.9,250.9,290.6,120.4,241.3,192.0,129.8,96.3,277.6,231.6,102.5,68.3,162.4,223.6,83.7,2297.1,217.8,82.3,170.9,129.7,165.0,168.9,10.6,118.5,136.4,147.5,46.3,107.3,124.2,117.2,109.3,213.9,171.9,27.9,234.9,209.6,163.0,258.6,157.3,107.7,98.3,199.0,160.2,106.8,115.2,226.1,0.0,199.0,207.7,110.8,72.5,115.8,209.3
YJ,124.2,253.5,21.7,50.4,207.2,177.4,105.8,96.0,147.4,242.5,227.8,203.1,107.5,163.7,183.6,145.8,202.0,103.8,240.9,204.4,193.8,162.6,198.8,41.5,198.1,122.9,235.9,202.7,179.5,261.1,184.0,240.4,165.6,245.4,169.4,170.7,248.1,209.1,118.3,260.0,248.5,289.6,192.9,159.0,217.5,171.0,217.8,188.5,127.2,143.9,203.4,210.1,203.1,111.4,190.2,75.0,98.7,138.4,230.0,87.3,81.4,243.3,211.0,130.7,137.3,239.7,193.8,177.4,225.4,205.3,2509.0,252.9,122.2,252.5,138.0,246.6,179.7,225.1,183.1,148.0,229.1,191.8,174.4,137.6,152.7,253.0,224.7,170.0,208.7,100.7,39.4,276.5,256.2,70.6,251.8,162.9,280.6,138.9,109.3,196.8,117.9,214.4,0.0,186.4,123.4,216.0,210.5,241.9
YP,160.1,239.9,176.1,136.2,201.0,128.7,76.8,244.3,36.5,236.3,135.4,133.4,196.6,115.0,211.5,118.9,188.4,252.1,234.7,198.2,174.3,159.1,12.4,195.9,191.9,58.8,131.5,165.4,213.1,122.1,177.8,191.7,162.1,196.7,105.4,14.8,241.9,205.6,197.4,211.3,112.4,123.7,112.7,192.6,211.3,70.4,211.6,56.7,89.3,186.4,71.6,78.3,102.5,80.3,152.5,223.3,153.6,127.8,222.1,142.2,100.3,229.7,162.3,166.6,92.7,163.3,174.3,168.8,82.5,156.6,2444.0,115.2,116.0,113.5,89.3,107.6,62.1,218.9,179.6,99.3,107.4,185.6,128.9,77.1,110.9,150.0,83.2,163.8,202.5,90.6,193.8,262.9,284.1,218.9,245.6,144.3,132.7,44.2,142.9,148.1,112.4,208.2,203.2,0.0,93.8,174.1,161.8,105.8
YT,186.5,153.4,130.6,107.1,107.1,101.2,107.6,206.0,51.6,137.9,150.4,128.9,106.5,81.6,165.4,45.7,101.9,198.2,131.2,106.1,93.7,68.0,109.0,150.4,97.8,33.3,160.1,102.6,113.4,193.1,83.9,168.8,65.5,171.2,95.2,78.5,144.9,109.0,168.3,168.0,176.9,218.0,118.7,96.0,114.3,96.8,117.7,112.5,3.8,115.9,129.2,141.5,128.9,110.1,90.1,188.4,108.5,143.6,129.9,120.7,78.5,143.2,127.7,156.6,118.1,172.0,90.6,77.3,110.1,109.1,2408.9,178.7,19.0,178.3,62.0,172.4,105.5,125.0,85.6,71.2,154.9,89.2,74.3,10.7,49.5,178.8,150.5,69.9,108.6,121.9,148.3,176.4,240.6,208.3,148.6,59.7,206.4,46.7,106.3,122.6,112.6,116.8,157.7,94.2,0.0,115.9,136.3,170.3
YZ,268.9,160.5,197.4,173.9,64.2,74.4,182.1,209.1,140.0,117.5,47.2,70.9,159.9,70.1,203.9,104.8,109.0,201.3,97.9,43.4,70.8,115.9,191.4,217.2,17.9,115.5,51.1,61.9,151.9,128.9,80.6,79.0,118.9,84.0,95.8,163.3,87.1,162.4,200.9,98.6,145.5,154.6,89.9,131.4,74.5,128.2,92.8,145.7,128.6,134.4,160.6,167.3,100.1,185.6,78.2,173.3,175.3,210.4,140.9,186.7,138.0,150.3,11.8,218.1,195.2,77.1,70.8,94.5,182.6,53.1,2343.2,149.9,102.8,120.3,95.2,114.4,135.2,82.1,136.4,105.2,91.7,66.8,84.0,116.4,96.8,90.4,181.9,104.0,65.7,195.9,215.1,183.5,279.1,177.8,108.8,99.4,148.4,131.5,115.7,64.6,175.8,71.4,224.5,179.0,133.1,0.0,29.9,138.9
ZJ,231.0,202.7,205.1,181.6,108.6,80.1,152.1,239.1,132.7,154.3,14.0,78.6,181.0,77.8,233.9,112.5,151.2,231.3,121.4,73.4,78.5,161.3,168.9,224.9,48.0,123.2,21.2,69.6,181.9,102.6,88.3,109.0,155.7,114.0,103.5,141.0,117.1,199.2,230.9,128.6,114.7,124.6,95.0,161.4,104.5,113.5,131.0,119.8,136.3,156.7,134.7,141.4,84.8,154.6,85.9,204.4,183.0,192.7,170.9,219.3,166.6,192.5,18.1,200.4,167.2,64.8,78.5,102.2,154.6,60.8,2373.2,119.1,132.8,87.8,102.9,81.9,105.2,126.5,173.2,112.1,61.7,102.5,91.7,128.2,104.5,78.1,156.0,111.7,87.8,165.9,222.8,225.7,309.1,207.8,138.8,107.1,115.9,137.5,145.7,72.3,161.7,115.8,232.2,156.7,140.8,29.9,0.0,108.1
ZV,193.9,234.1,210.4,183.4,182.1,66.4,124.0,286.1,105.0,210.1,89.6,87.6,242.6,109.2,258.7,143.9,182.6,278.3,204.1,184.2,139.1,184.1,92.8,230.2,157.0,124.0,81.5,130.2,238.1,82.5,148.9,138.5,187.1,143.5,87.8,119.4,219.5,230.6,277.9,158.1,6.6,62.7,48.9,217.6,192.4,85.4,191.6,103.6,167.7,203.7,87.3,73.7,38.7,126.5,99.3,251.4,200.8,161.8,200.4,191.2,168.4,223.9,127.1,200.6,137.3,114.7,139.1,115.6,126.5,121.4,2389.7,10.9,194.4,67.7,117.0,61.8,77.1,200.0,204.6,108.1,61.6,163.1,123.1,155.5,135.9,104.2,63.8,125.1,178.8,137.8,228.1,257.1,331.3,254.8,221.5,138.5,71.7,109.4,182.6,93.9,146.4,189.3,237.5,104.5,172.2,138.9,106.9,0.0
