from_stop,AE,AO,AV,BB,BD,BG,BU,BW,CH,CX,CY,DE,DI,DM,DN,DR,DU,EA,EH,EK,EM,EQ,EV,EZ,FB,FF,FG,FK,FP,FT,GO,GP,GQ,GR,GW,HC,HL,HO,HR,HS,HW,HX,IC,IF,II,IN,IV,JD,JE,JJ,JW,KI,KK,KM,KO,KP,KQ,KR,KS,KW,KX,KZ,LE,LO,LV,MB,ML,MN,MY,NF,NK,NO,OD,OJ,OK,OO,PG,PJ,PK,PP,PU,PV,PW,PY,QA,QD,QR,QS,QZ,RE,RR,SC,SD,SJ,SK,SY,TB,TK,TQ,TV,UB,UD,VH,VP,VV,VW,VX,VZ,WB,WM,WQ,XE,XI,XL,XY,XZ,YB,YZ,ZF,ZN,ZP,ZQ
PU,255.6,165.3,257.0,31.9,225.5,214.2,120.6,51.2,152.7,178.5,78.5,153.1,186.8,279.3,101.5,41.6,113.4,135.5,149.9,174.3,96.8,145.9,263.6,120.8,123.8,99.5,122.2,160.7,224.8,144.7,196.4,84.3,159.7,262.1,262.5,284.1,272.7,185.6,233.4,192.1,174.6,49.7,74.7,144.0,142.2,147.2,54.6,199.4,110.3,130.8,85.7,80.4,215.4,2375.2,60.4,214.3,139.4,134.5,184.9,248.6,108.4,104.3,170.5,153.9,180.0,189.6,80.0,184.4,116.5,109.7,165.7,227.2,225.8,70.1,127.9,175.8,194.4,158.5,169.5,192.9,0.0,121.0,149.6,79.8,143.7,215.4,213.5,91.2,155.9,21.5,148.6,114.5,138.1,202.8,99.6,148.7,136.1,83.1,227.4,148.6,129.3,211.7,184.5,239.4,130.3,70.6,183.2,95.8,173.2,54.4,91.8,7.6,162.3,78.3,110.5,141.8,202.2,215.9,106.6,115.0,146.0,159.6
PV,330.1,245.7,337.0,104.6,305.5,213.5,201.0,119.1,234.4,283.7,176.5,233.1,270.2,226.6,199.5,121.3,193.4,206.4,130.6,97.7,173.9,243.9,187.0,257.3,80.6,179.5,220.2,304.2,203.2,152.9,157.1,164.7,239.7,342.1,223.2,352.5,352.7,132.9,156.8,114.5,98.0,86.5,58.6,224.0,245.4,219.7,146.8,285.0,200.3,137.8,119.6,196.3,138.8,2333.9,158.4,161.6,86.7,120.4,108.3,209.3,206.4,184.7,174.0,65.7,58.9,269.6,160.4,149.7,135.6,144.4,290.8,187.9,305.8,106.2,178.8,136.5,230.9,261.4,215.2,154.7,150.3,0.0,226.8,125.3,224.1,168.5,293.5,192.6,150.6,170.6,238.7,6.2,85.7,164.6,243.1,109.4,89.6,207.7,138.4,282.5,109.0,291.7,298.9,200.1,74.0,179.8,130.5,102.4,158.1,128.2,129.3,157.9,41.2,114.4,93.9,20.7,156.6,295.9,242.5,155.8,233.6,256.7
PW,196.9,131.2,146.5,146.2,157.0,172.7,86.5,165.5,105.1,100.6,98.8,32.0,140.8,235.5,121.8,129.9,49.2,42.2,147.0,288.6,119.7,60.8,237.3,56.2,126.3,64.5,112.7,114.1,183.3,133.7,198.7,145.9,56.6,139.6,215.3,135.9,161.7,187.9,264.7,218.8,247.8,164.6,189.0,23.5,94.6,48.6,147.0,130.7,56.1,118.6,88.0,98.0,257.5,2153.0,80.7,216.6,141.7,136.8,225.0,201.9,125.9,99.0,162.5,256.6,157.6,133.6,91.9,191.9,154.7,147.9,119.7,180.0,102.8,184.4,148.2,178.1,3.6,78.9,128.5,196.9,147.1,215.7,0.0,80.4,109.6,218.8,124.5,111.5,167.6,112.9,101.6,228.8,141.3,206.8,53.6,151.6,214.2,99.6,226.2,99.4,177.4,111.1,115.8,192.7,132.1,96.4,185.5,197.6,174.5,122.8,130.1,140.3,175.5,168.0,112.8,195.4,204.5,143.3,42.0,135.9,50.5,110.4
PY,208.5,217.5,209.9,98.6,184.2,186.3,179.7,81.3,162.8,157.7,49.4,107.7,211.6,201.1,74.1,105.6,66.3,81.0,64.9,190.8,72.5,118.5,155.1,131.9,43.5,52.4,94.8,187.2,176.0,51.5,116.5,144.4,114.3,216.7,182.6,224.4,225.6,105.7,182.5,136.6,165.6,116.4,141.4,96.9,152.3,87.4,67.0,188.4,73.2,36.4,5.8,70.9,175.3,2295.3,33.0,136.1,59.5,56.5,144.5,168.7,79.3,126.7,72.6,209.0,75.4,144.2,140.3,109.1,74.5,65.7,192.2,147.3,180.4,92.4,77.4,97.6,105.5,136.0,127.0,114.1,66.6,133.5,99.7,0.0,195.6,136.6,168.1,67.2,87.2,45.2,158.7,139.8,58.5,126.8,137.5,68.8,131.4,118.3,144.0,155.4,96.9,166.3,173.5,159.5,49.9,52.7,103.3,114.9,92.3,112.2,49.6,58.1,89.6,85.2,32.3,113.1,122.3,170.5,117.1,54.4,108.2,173.2
QA,200.4,21.5,201.8,105.0,168.0,264.6,23.0,124.3,11.9,90.0,201.6,60.1,46.0,326.9,224.6,88.0,116.5,134.8,260.2,247.4,219.9,57.6,336.7,38.2,234.1,160.7,205.3,71.8,275.2,240.1,306.7,104.7,104.5,214.8,307.2,224.2,217.5,295.9,306.5,265.2,247.7,122.8,147.8,69.2,22.9,146.5,175.6,60.8,109.6,223.4,196.0,131.5,288.5,2244.9,183.5,324.6,249.7,244.8,258.0,293.3,218.5,58.5,267.3,227.0,253.1,132.1,50.7,294.7,209.1,202.3,66.6,271.9,178.5,143.2,251.0,286.1,95.4,70.0,219.9,316.0,123.0,194.1,94.1,201.7,0.0,338.5,152.0,214.3,279.0,144.6,16.2,187.6,248.4,325.9,61.0,259.0,209.2,81.5,300.5,49.4,202.4,154.2,75.7,284.1,240.6,162.8,293.5,168.9,283.5,74.9,184.4,130.6,235.4,151.4,220.8,214.9,312.5,158.4,50.4,238.1,75.5,37.9
QD,359.6,369.4,316.0,236.0,322.9,86.1,324.7,218.1,307.3,296.4,129.4,246.5,357.8,99.2,134.1,245.7,223.0,201.3,58.3,146.8,143.8,263.0,119.6,270.7,109.8,210.6,136.8,331.7,75.8,82.1,71.7,288.4,258.8,293.4,137.8,281.0,331.7,129.3,147.0,100.1,130.1,213.8,218.1,237.4,296.8,185.7,186.9,332.9,229.9,99.0,138.7,232.1,139.8,2241.1,147.5,34.2,99.2,73.7,107.3,123.9,123.0,281.0,110.3,181.9,115.1,303.6,284.1,80.1,162.3,155.5,336.7,102.5,272.8,182.2,89.4,71.5,209.0,280.5,130.4,22.8,204.0,173.2,210.7,144.4,347.8,0.0,294.0,158.2,59.6,182.6,303.2,179.5,97.9,12.8,286.9,57.1,166.1,258.0,120.9,301.6,147.3,281.1,318.0,114.7,90.1,198.9,85.8,202.5,86.1,258.5,137.7,197.2,133.0,175.0,113.0,152.9,97.9,313.3,256.5,120.6,245.1,312.6
QR,65.5,125.2,90.3,255.5,32.9,256.7,173.5,256.2,162.4,75.8,187.7,153.8,127.0,319.0,203.0,235.5,138.1,131.1,235.9,353.4,208.0,107.1,326.2,188.7,214.6,152.8,165.7,107.3,267.3,224.2,287.6,255.2,48.9,83.4,299.3,92.8,106.0,276.8,353.6,306.7,336.7,273.3,298.3,162.9,140.9,137.5,250.7,96.1,145.0,207.5,176.9,169.6,346.4,2255.8,169.6,305.5,230.6,225.7,313.9,285.4,178.9,208.3,251.4,377.5,246.5,23.5,201.2,280.2,243.6,236.8,112.3,264.0,47.1,263.5,211.4,267.0,116.7,93.6,212.0,276.4,223.2,304.6,112.6,169.3,150.4,298.9,0.0,200.4,237.2,201.8,147.3,310.9,229.6,289.1,142.6,239.9,302.5,196.3,322.2,114.7,266.3,33.0,81.2,276.2,221.0,184.7,274.4,283.8,264.4,225.4,219.0,216.4,264.4,256.3,201.7,284.3,293.4,19.2,148.3,224.2,96.8,130.8
QS,245.7,255.7,229.7,132.8,215.6,158.0,211.0,148.5,198.3,192.6,19.8,143.2,248.8,256.0,45.3,141.9,105.7,128.0,126.9,275.2,22.1,154.0,219.3,167.4,110.6,71.6,66.0,223.9,168.6,70.5,157.1,162.4,149.8,235.8,223.2,225.4,258.4,169.9,249.2,202.7,229.8,150.6,175.6,132.9,187.8,114.9,118.7,223.9,112.6,71.3,72.5,93.1,242.0,2280.8,41.8,193.5,126.2,121.3,207.0,209.3,49.7,169.3,97.7,254.8,142.1,179.7,170.4,173.3,134.6,127.8,228.9,187.9,199.5,154.5,69.2,160.1,135.7,171.5,144.4,136.7,100.8,197.7,128.1,66.6,234.1,159.2,207.7,0.0,99.7,79.4,194.2,215.4,126.4,146.6,162.8,136.7,178.7,154.6,217.8,192.6,161.9,207.8,209.0,200.1,117.1,106.6,170.0,169.3,132.0,155.3,107.5,91.5,157.5,147.3,97.3,179.9,189.0,206.0,153.2,40.8,142.5,203.6
QZ,306.7,309.7,256.3,176.3,267.3,109.5,271.4,161.9,264.4,249.8,67.3,186.8,312.0,160.9,74.4,183.3,160.9,141.6,29.5,214.8,83.7,220.1,179.1,211.0,75.5,148.5,77.1,288.3,135.3,23.7,57.3,226.3,206.4,249.4,123.4,240.0,272.0,137.7,206.5,160.6,189.6,154.1,158.4,175.3,253.9,133.0,127.2,280.5,170.2,39.3,86.3,167.7,199.3,2287.3,85.4,93.7,91.5,37.9,169.0,109.5,60.9,222.0,42.9,226.0,107.4,243.9,224.4,90.3,104.6,95.8,293.3,88.1,213.1,122.5,27.3,77.1,149.3,228.1,88.3,36.9,144.3,165.5,154.1,108.4,288.1,59.4,234.3,101.9,0.0,122.9,260.3,171.8,90.5,49.6,227.2,64.9,163.4,213.6,168.0,249.2,143.9,221.4,265.6,100.3,81.9,144.1,135.3,145.0,31.2,189.9,75.6,135.1,121.6,115.3,76.3,145.1,103.5,253.6,196.2,59.8,209.8,265.3
RE,234.0,186.7,235.4,53.3,203.9,192.6,142.0,72.6,157.3,175.7,56.9,131.5,191.4,257.7,79.9,63.0,91.8,104.8,128.3,195.7,75.2,142.3,213.4,125.4,102.2,77.9,100.6,165.3,203.2,123.1,174.8,105.7,138.1,240.5,240.9,262.5,251.1,164.0,254.8,213.5,196.0,71.1,96.1,122.4,146.8,116.5,39.2,204.0,98.7,94.7,64.1,85.0,236.8,2353.6,38.8,192.7,117.8,112.9,206.3,227.0,86.8,110.7,148.9,175.3,133.7,168.0,101.4,162.8,101.1,94.3,170.3,205.6,204.2,91.5,106.3,154.2,172.8,159.8,147.9,171.3,21.3,142.4,128.0,58.2,165.1,193.8,191.9,69.6,134.3,0.0,153.2,135.9,116.5,181.2,104.2,127.1,157.5,87.7,214.7,153.2,150.7,190.1,189.1,217.8,108.7,75.2,161.6,89.8,151.6,75.8,76.4,14.5,151.6,80.3,88.9,163.2,180.6,194.3,111.2,93.4,124.4,164.2
RR,184.1,47.5,185.5,109.3,154.0,268.9,27.3,128.6,4.0,91.9,190.5,64.4,100.2,331.2,213.5,92.3,119.6,137.9,243.9,251.7,208.8,41.3,341.0,42.5,217.8,148.4,194.1,74.1,279.5,227.0,290.4,109.0,88.2,198.5,311.5,208.9,201.2,279.6,310.8,269.5,252.0,127.1,152.1,73.5,6.7,149.6,168.2,112.8,112.7,210.3,179.7,119.2,292.8,2249.2,172.4,308.3,233.4,228.5,262.3,297.6,207.3,62.8,254.2,231.3,257.4,118.1,55.0,278.4,213.4,206.6,79.1,276.2,162.2,147.5,239.8,269.8,99.7,71.9,224.2,288.0,127.3,198.4,98.4,173.8,25.9,310.5,153.9,203.2,267.8,148.9,0.0,191.9,232.1,297.9,60.1,242.7,213.5,85.8,304.8,62.0,206.7,140.2,97.9,288.4,224.3,147.9,277.2,173.2,267.2,79.2,188.7,134.9,239.7,155.7,204.5,219.2,296.2,144.4,54.7,227.0,59.2,73.0
SC,342.1,239.4,343.5,98.3,312.0,220.0,194.7,112.8,228.1,283.8,183.0,239.6,263.9,233.1,206.0,115.7,199.9,212.9,142.3,91.4,182.6,250.4,180.7,207.6,87.1,186.0,226.7,297.9,209.7,161.0,163.6,158.4,246.2,348.6,229.7,358.0,359.2,139.4,150.5,109.2,91.7,80.2,52.3,230.5,239.1,224.6,140.5,278.7,206.8,144.3,126.1,207.5,132.5,2327.6,164.9,168.1,93.2,126.9,102.0,215.8,212.9,178.4,188.2,71.0,65.4,276.1,154.1,151.6,135.6,142.4,284.5,194.4,312.3,99.9,185.3,143.0,237.4,267.9,221.7,161.2,144.0,6.4,236.1,131.8,217.8,175.0,300.0,195.7,157.1,165.6,232.4,0.0,91.9,171.1,236.8,115.9,109.5,201.4,144.5,267.3,102.7,298.2,305.4,206.6,80.5,186.3,137.0,98.3,165.6,128.5,135.8,151.6,47.7,108.1,100.4,27.2,163.1,302.4,243.8,163.4,232.5,255.8
SD,264.2,277.0,271.1,158.1,239.6,127.7,239.2,129.3,222.3,217.8,110.6,167.2,272.8,140.8,133.6,167.2,127.5,140.5,64.8,132.2,108.0,178.0,96.5,191.4,15.1,113.6,154.3,246.7,117.4,88.6,91.2,205.6,173.8,276.2,157.3,285.6,286.8,47.1,123.9,77.0,107.0,139.5,131.0,158.1,211.8,153.5,115.0,247.9,134.4,71.9,53.7,130.4,116.7,2236.7,92.5,75.8,0.9,56.4,84.2,143.4,140.5,185.5,108.1,140.6,16.7,203.7,199.8,84.0,71.7,78.5,251.7,122.0,239.9,107.9,112.9,70.6,165.0,195.5,149.3,88.8,126.1,74.8,160.9,59.4,255.1,82.7,227.6,126.7,84.7,104.7,218.2,81.1,0.0,92.8,197.0,43.5,81.6,162.5,97.8,216.6,62.3,225.8,233.0,134.2,8.1,113.9,44.7,128.2,92.2,185.7,63.4,119.3,34.6,100.7,28.0,54.5,70.8,230.0,177.2,89.9,167.7,227.6
SJ,353.5,356.5,305.9,223.1,314.1,74.4,318.2,201.4,294.4,289.3,116.5,233.6,344.9,109.0,121.2,230.1,210.1,188.4,50.5,167.9,132.9,250.1,129.4,257.8,96.5,197.7,123.9,318.8,88.4,70.5,58.8,275.5,245.9,281.7,124.9,272.1,321.6,132.5,159.6,113.7,139.9,200.9,205.2,224.5,283.9,179.8,174.0,320.0,217.0,86.1,125.8,214.5,152.4,2267.1,137.4,44.0,86.3,58.9,117.1,111.0,110.1,268.8,89.7,207.3,102.2,290.7,271.2,74.6,151.4,142.6,323.8,89.6,259.9,169.3,76.5,61.4,196.1,267.6,118.7,9.9,191.1,160.3,200.9,133.2,334.9,12.5,281.1,148.7,49.1,169.7,290.3,166.6,88.1,0.0,274.0,44.2,153.7,260.4,121.1,288.7,137.2,268.2,305.1,101.8,76.7,186.0,98.4,191.8,72.2,236.7,124.8,184.3,116.4,162.1,100.1,139.9,85.0,300.4,243.0,106.6,242.6,304.8
SK,169.1,101.8,170.5,136.9,139.0,215.6,76.3,144.1,53.0,78.8,149.9,11.1,87.1,277.9,172.9,119.9,59.4,77.7,205.7,279.3,168.2,46.2,290.8,35.2,179.6,88.2,148.2,61.0,226.2,200.9,252.2,117.0,73.2,182.0,258.2,178.3,186.2,241.4,338.4,297.1,279.6,154.7,179.7,20.2,42.5,89.4,108.0,99.7,52.5,184.2,141.5,59.0,320.4,2195.9,131.8,270.1,195.2,190.3,289.9,244.3,161.4,68.3,228.1,258.9,211.1,103.1,82.6,240.2,169.9,163.1,66.0,222.9,145.7,156.3,193.9,231.6,46.4,58.8,170.9,258.9,108.1,226.0,45.1,135.6,87.4,281.4,140.8,162.6,221.9,92.9,48.9,219.5,193.9,268.8,0.0,204.5,241.1,45.3,292.1,48.9,213.6,125.2,84.8,235.1,186.1,87.7,239.0,158.6,229.0,106.8,145.2,101.3,229.0,149.1,166.3,246.8,258.0,129.4,21.0,186.4,59.5,59.9
SY,304.3,304.8,309.9,185.9,267.4,117.8,267.0,160.9,250.1,245.0,123.3,195.0,300.6,158.7,128.0,192.9,155.3,195.2,57.4,164.8,139.7,205.8,137.6,219.2,42.5,141.4,130.7,274.5,135.3,76.0,47.6,233.4,201.6,276.0,113.7,264.7,325.6,88.2,165.0,118.5,148.1,167.3,158.8,185.9,239.6,177.5,142.8,275.7,162.2,92.9,81.5,162.9,157.8,2277.6,141.4,93.7,42.0,65.7,125.3,99.8,116.9,213.3,104.2,193.4,57.9,231.5,227.6,40.2,97.5,106.3,279.5,78.4,266.7,135.7,83.3,27.0,202.9,223.3,113.0,45.2,153.9,116.0,208.3,88.9,282.9,67.7,255.4,152.1,53.5,132.5,246.0,122.3,41.0,57.9,224.8,0.0,109.4,198.6,138.9,244.4,90.1,275.0,260.8,90.6,32.9,141.7,85.8,156.0,80.0,208.4,91.2,147.1,72.1,128.5,55.8,95.6,53.4,257.8,204.4,113.4,195.5,260.5
TB,314.7,236.4,321.6,101.0,320.2,249.9,198.1,109.8,225.1,261.9,161.1,243.7,260.9,263.0,210.1,115.3,204.0,217.0,141.3,130.4,184.5,228.5,214.0,241.9,107.5,164.1,230.8,294.9,239.6,163.5,180.1,161.1,224.3,352.7,246.2,362.1,363.3,143.3,183.8,141.5,130.7,77.2,49.3,208.6,236.1,197.4,143.2,275.7,210.9,148.4,130.2,206.9,165.8,2332.9,169.0,198.0,97.1,131.0,135.3,232.3,191.0,174.7,192.3,98.4,130.4,280.2,151.1,172.7,76.2,85.0,281.5,210.9,290.4,102.6,163.4,133.5,241.5,272.0,225.8,177.7,141.0,77.1,211.4,135.9,214.8,200.2,304.1,173.8,161.2,168.3,229.4,64.9,96.1,161.6,233.8,132.4,0.0,182.6,183.5,267.1,45.3,302.3,309.5,197.1,114.0,164.4,166.9,98.8,169.7,116.6,113.2,148.6,122.0,104.6,104.5,97.9,185.9,306.5,227.7,167.5,244.2,258.5
TK,208.7,117.7,217.1,83.2,178.6,236.8,73.0,95.5,96.7,128.3,128.1,60.7,130.8,325.9,169.3,66.9,34.9,61.5,184.4,225.6,163.9,89.9,266.3,64.8,163.4,97.5,132.0,104.7,247.4,172.6,236.0,75.4,112.8,206.9,302.1,226.8,225.8,225.2,284.7,243.0,225.9,101.0,126.0,89.1,86.2,66.5,109.8,143.4,36.3,155.9,125.3,60.8,266.7,2245.5,109.7,260.9,179.0,174.1,244.2,288.2,136.9,14.6,199.8,205.2,194.9,142.7,28.9,228.6,171.7,164.9,109.7,266.8,178.9,121.4,169.4,207.4,137.5,102.5,192.1,242.7,101.2,164.8,99.4,119.4,96.1,265.2,166.6,142.7,205.7,94.7,92.6,165.8,169.7,252.6,43.6,195.8,153.7,0.0,266.3,99.6,173.1,164.8,128.5,279.0,176.9,96.5,222.8,147.1,212.8,53.1,154.0,103.1,213.6,129.6,141.8,193.1,241.8,169.0,50.6,172.6,100.2,103.6
TQ,372.2,338.3,363.9,197.2,342.1,162.8,293.6,202.0,324.8,319.7,219.1,269.7,365.6,181.9,236.1,214.0,220.3,243.0,181.3,73.3,200.8,280.5,80.6,293.9,117.2,206.4,254.7,349.2,152.5,200.0,189.6,257.3,276.3,376.1,220.6,357.7,379.6,111.6,89.3,27.0,46.9,179.1,151.2,260.6,314.3,254.7,217.5,350.4,242.9,174.4,156.2,237.6,82.1,2232.8,185.3,116.9,101.4,157.0,33.8,224.0,231.2,277.3,218.3,124.2,119.2,306.2,253.0,109.4,174.2,181.0,354.2,220.4,342.4,210.4,197.6,132.3,267.5,298.0,207.1,140.7,228.6,163.0,263.4,161.9,316.7,117.8,320.4,228.0,177.5,207.2,320.7,150.5,102.4,130.7,299.5,155.4,172.5,271.1,0.0,309.4,170.8,328.3,335.5,232.6,110.6,206.7,114.1,197.2,199.6,227.4,165.9,227.8,137.1,203.2,136.5,157.0,105.9,332.5,279.7,193.5,260.5,330.1
TV,168.1,45.5,164.0,143.5,131.4,275.0,61.5,162.8,50.4,40.5,194.0,70.5,66.8,337.3,217.0,129.6,118.8,137.1,242.2,277.4,214.3,58.5,332.5,76.7,220.9,147.6,205.2,40.7,285.6,228.9,293.9,143.2,66.7,173.4,317.6,182.8,179.7,283.1,345.0,303.3,286.2,161.3,186.3,79.6,61.4,150.4,167.4,79.4,111.9,213.8,183.2,123.1,327.0,2255.3,175.9,311.8,236.9,232.0,296.5,303.7,218.4,96.3,257.7,265.5,252.8,107.8,89.2,286.5,229.3,222.5,45.7,282.3,137.1,181.7,250.9,273.3,105.8,20.5,230.3,291.5,161.5,232.6,101.7,177.3,38.4,314.0,102.5,208.9,276.7,152.3,54.7,226.1,235.9,304.2,59.3,246.2,238.1,104.7,339.0,0.0,240.9,129.9,64.5,294.5,227.8,147.1,280.7,205.2,269.7,113.4,204.6,160.7,273.9,189.9,208.0,253.5,299.7,121.8,88.9,230.5,68.8,16.1
UB,307.6,255.7,302.2,114.6,274.8,204.5,217.4,129.1,253.4,248.9,141.7,198.3,280.2,217.6,164.7,129.3,158.6,171.6,101.0,144.0,139.1,209.1,173.3,222.5,61.7,144.7,185.4,277.8,194.2,118.1,134.7,174.7,204.9,307.3,200.8,316.7,317.9,123.9,203.1,160.8,144.3,96.5,68.6,189.2,242.9,184.6,97.1,279.0,165.5,103.0,84.8,161.5,185.1,2313.5,123.6,152.6,77.7,85.6,154.6,186.9,171.6,194.0,146.9,112.0,93.6,234.8,170.4,127.3,32.8,39.6,282.8,165.5,271.0,92.4,144.0,114.1,196.1,226.6,180.4,132.3,141.6,90.7,192.0,90.5,234.1,154.8,258.7,154.4,115.8,135.8,249.3,84.2,76.7,145.0,206.5,87.0,36.1,201.9,169.3,247.7,0.0,256.9,264.1,177.7,68.6,145.0,121.5,112.7,123.3,144.8,67.8,134.8,132.0,85.2,59.1,111.6,140.5,261.1,208.3,121.0,198.8,258.7
UD,82.4,124.1,57.2,254.4,45.7,223.6,172.4,251.3,161.3,80.4,186.6,152.7,125.9,285.9,193.3,237.4,137.0,130.0,240.0,352.3,204.9,106.0,325.1,187.6,213.9,151.7,156.0,106.2,234.2,223.1,286.5,254.1,47.8,50.3,266.2,59.7,72.9,275.7,352.5,305.6,335.6,272.2,297.2,161.8,139.8,141.7,249.6,95.0,143.9,206.4,175.8,173.2,345.3,2246.1,168.5,304.4,229.5,224.6,312.8,252.3,169.2,207.9,244.3,376.4,245.4,22.4,200.1,274.5,242.5,235.7,111.2,230.9,14.0,262.4,201.7,265.9,115.6,111.0,178.9,266.7,222.1,303.5,114.3,169.9,149.3,289.2,22.4,199.3,229.7,200.7,146.2,309.8,228.2,276.6,141.5,238.8,284.0,186.9,326.4,130.8,265.2,0.0,80.1,243.1,220.4,183.6,273.3,282.7,262.0,224.3,217.9,215.3,263.3,255.2,200.6,283.2,292.3,36.1,147.8,223.1,88.1,141.8
VH,128.9,43.9,135.7,174.2,92.2,302.1,92.2,193.5,81.1,66.7,212.1,105.6,45.7,364.4,235.1,157.2,153.9,155.5,265.5,316.6,230.4,93.6,350.6,107.4,239.4,182.7,234.5,59.1,312.7,248.6,312.0,173.9,73.3,128.8,344.7,138.2,151.4,301.2,375.7,334.4,316.9,192.0,217.0,114.7,92.1,167.2,202.5,14.9,147.0,231.9,201.3,153.5,357.7,2290.4,194.0,329.9,255.0,250.1,327.2,330.8,247.7,127.7,275.8,296.2,270.9,56.3,119.9,300.0,264.4,257.6,64.1,309.4,92.5,212.4,261.5,291.4,140.9,73.6,257.4,309.6,192.2,263.3,139.6,195.4,69.1,332.1,88.9,224.8,280.3,187.4,85.4,256.8,253.7,319.5,94.4,264.3,278.4,139.8,351.9,83.7,271.6,78.4,0.0,321.6,245.9,182.2,298.8,238.1,288.8,144.1,239.7,195.8,304.6,220.6,226.1,284.1,317.8,82.6,119.6,248.6,111.5,72.6
VP,319.9,353.4,300.2,291.5,299.3,40.5,380.2,251.8,344.8,302.6,184.9,243.3,364.0,79.5,130.9,301.2,250.0,203.2,113.8,221.5,199.3,300.5,194.3,267.5,137.2,236.1,192.3,337.9,51.1,137.6,48.9,328.1,296.3,247.4,23.0,235.0,315.9,182.9,221.7,174.8,204.8,269.3,253.5,234.2,334.3,187.6,237.5,370.4,256.9,154.5,176.2,257.6,214.5,2186.9,203.0,97.1,136.7,129.2,182.0,9.2,178.5,308.0,141.4,288.1,152.6,276.0,322.3,117.6,194.2,211.0,342.9,14.7,263.2,237.7,144.9,109.0,205.8,286.7,128.6,86.8,259.5,210.7,207.5,181.9,346.3,109.3,276.0,213.7,115.1,238.1,340.7,217.0,135.4,96.7,319.5,94.6,203.6,285.0,195.6,307.8,184.8,253.5,355.5,0.0,127.6,236.4,180.5,258.0,100.0,314.0,193.2,252.7,170.5,230.5,150.5,190.4,135.4,289.7,253.3,176.1,282.6,318.8
VV,268.3,268.8,262.9,149.9,235.5,135.8,231.0,124.4,214.1,209.0,101.9,159.0,264.6,148.9,125.4,156.9,118.8,132.3,56.6,140.3,99.3,169.8,104.6,183.2,6.9,105.4,146.1,238.5,125.5,78.8,83.0,196.9,165.6,267.5,149.1,277.9,278.6,55.2,132.0,86.1,115.6,131.3,122.8,149.9,203.6,138.7,106.8,239.7,125.7,63.7,45.5,122.2,124.8,2244.8,83.8,83.9,9.0,48.2,92.8,135.2,131.8,178.0,99.9,148.8,24.9,195.5,191.6,75.1,61.5,70.3,243.5,113.8,231.7,99.7,104.7,62.4,156.8,187.3,141.1,80.6,117.9,83.5,152.7,52.9,246.9,90.8,218.9,118.5,78.9,96.5,210.0,89.3,8.0,100.9,188.8,34.8,72.9,169.6,93.5,208.4,53.6,217.6,224.8,126.0,0.0,105.7,52.8,122.2,84.0,163.5,54.7,110.6,39.1,92.5,19.3,62.6,78.9,221.8,168.4,81.7,159.5,224.5
VW,207.9,201.5,214.8,103.0,187.4,250.3,169.6,103.2,152.7,160.9,80.6,110.9,186.8,263.4,103.6,112.7,71.2,84.2,128.8,236.9,100.9,121.7,219.1,120.8,107.5,57.3,124.3,160.7,240.0,115.5,180.5,118.4,117.5,219.9,246.6,229.3,230.5,169.7,246.5,199.6,245.7,120.8,145.8,101.8,142.2,97.2,70.9,191.6,78.1,100.4,69.8,74.1,239.3,2258.2,62.5,198.4,123.5,120.5,206.8,232.7,110.5,106.1,144.3,225.0,139.4,147.4,120.4,173.1,132.8,126.0,165.7,211.3,183.6,119.2,130.0,159.9,108.7,139.2,191.0,178.1,71.0,192.1,104.6,62.2,187.1,200.6,171.3,96.7,151.2,55.8,148.6,185.6,122.5,188.0,99.6,132.8,197.6,98.9,208.0,148.6,159.2,169.5,176.7,223.5,113.9,0.0,167.3,123.7,156.3,108.2,108.1,64.2,153.6,112.0,94.6,177.1,186.3,173.7,106.6,117.1,111.4,164.7
VX,315.5,322.8,316.9,203.9,285.4,124.1,289.7,178.9,268.1,257.2,156.4,213.0,318.6,137.2,179.4,213.6,173.3,186.3,115.7,100.1,156.0,223.8,72.9,237.2,60.5,159.4,200.1,292.5,113.8,134.4,137.0,251.4,219.6,322.0,181.9,320.1,332.6,64.6,100.3,53.4,83.4,185.3,176.8,203.9,257.6,198.0,160.8,293.7,180.2,117.7,99.5,180.9,93.1,2191.9,138.3,72.2,44.7,100.3,60.6,185.3,186.3,231.3,161.6,135.2,62.5,249.5,245.6,85.0,117.5,124.3,297.5,167.8,285.7,153.7,158.7,93.6,210.8,241.3,168.4,102.0,171.9,120.6,209.5,105.2,300.9,79.1,273.4,169.1,130.5,150.5,264.0,126.9,46.0,92.0,242.8,89.3,126.9,208.3,74.2,262.4,108.1,271.6,278.8,180.0,53.9,159.7,0.0,174.0,139.0,226.4,109.2,165.1,80.4,146.5,73.8,100.3,67.2,275.8,223.0,136.8,205.9,273.4
