from_stop,AB,AE,AF,AH,AM,AN,AO,AP,AW,AX,AZ,CF,CG,CH,CJ,CX,DL,DR,DS,DT,DZ,EF,EJ,EN,EQ,EW,FH,FM,FU,FW,FX,FY,GB,GC,GD,GE,GH,GN,GQ,GS,GW,GX,GY,HD,HG,HH,HJ,HK,HS,HT,IE,IJ,IK,IX,JG,JN,JR,JS,JU,JV,JX,JY,KF,KJ,KK,KN,KO,KS,KT,KZ,LA,LQ,LU,LV,LX,LY,MB,MF,MY,NG,NT,NW,NZ,OB,OG,OK,OP,OY,PI,PN,PQ,PT,PW,PX,QC,QD,QH,QI,QM,QO,RC,RN,RU,RV,SF,SN,SW,SX,SY,SZ,TG,TM,TP,TS,UL,UO,US,UT,UX,VB,VF,VU,VY,WK,WN,WS,WX,XN,YA,YI,YJ,YK,YQ,YS,YZ,ZC,ZH,ZQ
LQ,113.8,188.1,74.9,90.9,82.5,55.3,141.7,173.7,132.0,192.8,54.1,121.5,80.2,186.8,112.9,61.0,149.2,87.6,166.5,169.7,204.6,138.3,154.9,256.9,146.5,228.6,151.4,80.7,77.0,159.2,102.0,208.0,88.0,106.1,61.7,104.8,146.0,152.1,156.3,196.3,134.7,2207.7,79.2,113.3,160.3,70.5,120.7,47.9,149.7,131.0,118.9,130.5,145.9,235.9,100.4,153.8,163.1,106.6,122.7,127.3,223.4,110.2,231.6,150.7,168.3,118.5,72.2,40.4,65.7,131.8,146.7,0.0,38.6,157.3,156.2,95.6,207.4,134.0,182.1,158.8,177.6,82.1,166.2,168.1,99.9,158.3,147.8,142.6,88.5,73.9,145.4,310.3,137.2,143.1,106.2,162.2,146.9,164.1,70.6,28.3,161.4,13.0,198.4,196.9,74.0,160.1,179.7,104.4,213.9,90.5,161.2,61.7,138.2,149.0,140.5,176.1,192.4,21.6,80.0,249.6,85.9,142.7,47.0,124.9,176.9,154.5,141.5,212.8,145.4,183.9,165.7,101.8,135.0,153.3,39.2,162.2,122.4,144.4
LU,106.4,230.5,101.1,51.7,43.8,97.0,102.5,210.8,188.0,153.6,96.5,163.9,117.3,146.8,105.5,58.8,191.6,60.2,127.3,100.2,165.4,184.7,194.4,172.7,192.8,187.1,193.8,73.1,121.7,152.3,59.2,165.0,130.4,148.5,104.1,65.6,188.4,194.8,117.1,159.1,177.1,2169.7,40.0,129.8,132.9,100.4,81.5,90.3,192.1,91.8,79.7,163.1,106.7,196.7,142.8,120.4,132.9,99.2,156.3,169.7,184.2,156.6,192.4,193.1,128.9,91.1,114.6,82.1,108.1,93.6,120.0,42.3,0.0,120.1,186.4,138.0,127.3,106.6,218.9,136.6,142.4,122.0,208.6,210.5,92.5,200.7,140.4,115.2,130.9,116.3,127.8,273.2,102.3,135.7,98.8,154.8,104.6,124.9,130.8,72.0,203.8,25.4,192.3,240.6,62.3,202.5,104.2,65.2,174.7,83.1,122.0,104.1,180.6,141.6,101.3,218.5,226.0,64.6,56.1,210.4,131.2,185.1,7.8,97.5,137.7,140.1,174.3,173.6,187.8,141.1,132.3,119.2,97.0,110.5,81.6,128.3,164.8,186.8
LV,64.2,322.3,184.1,176.7,98.2,190.4,152.4,326.1,133.1,149.9,134.9,257.3,235.6,98.7,25.7,154.0,283.4,155.4,230.5,168.5,80.7,274.4,290.0,138.2,141.5,187.0,153.8,150.7,208.7,71.8,79.3,135.5,106.0,100.8,217.3,186.8,146.1,286.6,138.5,163.5,270.5,2228.1,165.0,215.9,158.6,144.5,146.2,202.9,189.3,85.0,98.4,258.3,209.9,152.8,240.3,218.3,129.7,93.2,155.9,261.5,108.3,246.3,98.8,294.4,117.6,186.3,227.8,175.5,205.6,152.2,146.1,155.8,124.9,0.0,109.9,229.8,50.0,141.2,142.4,125.4,84.4,178.7,300.4,174.6,66.5,153.0,59.9,149.8,228.4,186.9,7.7,268.2,67.6,55.2,56.6,80.8,18.3,228.1,212.2,183.9,181.3,142.5,110.5,331.1,155.2,173.8,110.6,114.0,136.2,47.6,62.7,197.5,200.8,95.2,166.0,170.8,152.7,176.5,147.6,125.7,226.9,278.5,132.8,192.7,188.1,121.1,268.3,129.7,281.2,195.1,67.7,167.0,155.4,178.8,194.8,63.7,117.1,146.8
LX,73.2,323.3,185.5,236.0,162.6,181.0,213.4,310.0,102.4,230.6,125.5,247.9,236.6,186.1,85.0,187.4,284.4,214.7,260.1,232.9,189.5,265.0,280.6,173.2,110.8,255.0,159.5,141.3,199.3,75.5,143.7,217.7,75.3,70.1,221.0,249.9,115.4,287.6,197.8,231.5,261.1,2237.9,224.3,216.9,223.0,191.1,210.6,204.3,190.3,128.5,157.7,244.5,291.0,216.7,241.7,239.3,189.0,120.5,158.1,262.5,217.1,236.9,207.6,285.0,199.5,245.6,231.5,166.1,207.0,211.5,115.4,159.3,184.2,108.7,0.0,230.8,158.8,205.6,32.4,184.7,93.9,180.1,301.4,171.9,125.8,122.3,41.2,214.2,229.8,188.3,96.8,336.2,111.1,58.9,82.5,32.1,127.0,249.1,202.8,172.7,178.6,169.3,67.5,332.1,145.8,143.1,154.1,173.3,200.1,106.9,73.1,188.1,201.8,46.5,230.4,140.1,42.7,165.3,206.9,216.4,213.1,269.1,192.1,252.0,252.5,180.4,254.5,193.6,271.8,259.5,68.1,180.5,214.7,243.2,183.6,105.2,86.4,152.5
LY,183.4,92.4,80.2,193.1,185.2,108.5,187.5,118.7,171.1,232.3,121.1,107.1,25.0,233.1,215.1,138.6,53.5,175.5,268.7,235.1,250.4,150.1,75.4,337.2,139.4,258.8,103.0,108.4,139.6,239.5,204.2,246.9,155.0,173.1,43.8,207.0,138.6,56.7,171.9,236.3,94.9,2261.5,181.4,54.8,225.2,85.8,222.9,57.6,53.3,233.2,131.8,78.5,248.1,263.9,50.3,255.6,256.8,168.6,97.8,31.6,262.9,116.3,271.1,98.6,213.9,214.6,33.3,126.7,78.3,185.6,138.6,101.9,141.3,259.5,223.2,0.0,309.6,221.9,249.1,252.5,257.9,74.7,70.5,71.7,193.6,127.9,205.2,230.5,97.2,66.5,247.6,325.3,221.3,222.9,192.7,208.5,249.6,265.4,84.8,77.2,65.0,111.9,266.2,101.2,112.9,129.0,264.3,147.4,253.4,192.7,237.1,98.2,41.8,195.3,242.7,100.1,259.4,84.6,167.7,295.4,107.5,86.9,149.2,208.2,279.1,248.2,67.2,258.6,156.9,286.1,232.1,94.4,188.8,255.5,66.3,264.4,162.9,110.3
MB,112.7,370.8,172.4,120.0,83.8,238.9,102.3,374.6,181.6,99.8,183.4,305.8,284.1,48.6,74.2,169.5,331.9,135.0,180.4,154.1,30.6,287.4,338.5,88.1,190.0,136.9,202.3,144.4,257.2,120.3,64.9,85.4,154.5,149.3,265.8,133.9,194.6,335.1,94.8,113.4,319.0,2184.4,108.3,201.3,144.2,168.0,131.8,251.4,237.8,66.9,146.9,306.8,159.8,102.7,288.8,160.5,89.6,141.7,204.4,310.0,58.2,294.8,48.7,307.4,67.5,164.6,276.3,224.0,254.1,108.5,194.6,204.3,173.4,48.4,158.4,278.3,0.0,126.8,190.9,85.3,90.0,227.2,348.9,223.1,115.0,201.5,108.4,135.4,276.9,235.4,56.1,218.1,116.1,103.7,105.1,129.3,36.5,170.3,260.7,232.4,229.8,191.0,159.0,379.6,138.4,222.3,64.0,99.9,86.1,96.1,68.3,246.0,249.3,143.7,151.6,219.3,201.2,225.0,139.9,75.6,275.4,327.0,121.8,171.0,173.7,81.0,316.8,79.6,294.2,180.7,73.3,190.5,111.7,164.4,243.3,69.3,165.6,195.3
MF,180.6,278.6,175.3,60.2,68.3,126.1,82.0,273.5,250.1,136.0,172.2,211.0,224.4,127.6,179.7,77.8,237.7,43.3,63.8,80.4,144.9,228.1,257.2,202.4,264.9,171.5,258.1,147.3,162.4,226.5,87.3,150.6,206.1,224.2,205.6,63.1,271.9,242.9,96.6,140.0,237.7,2153.7,73.0,204.2,70.5,170.9,58.1,182.5,276.9,116.3,141.8,200.1,43.2,176.2,171.9,33.6,112.4,173.4,231.3,221.3,166.6,200.0,174.8,240.2,108.4,72.9,216.1,129.2,181.1,134.1,271.9,134.8,117.6,144.6,224.9,223.5,166.5,0.0,243.5,116.1,168.2,208.0,256.7,278.9,128.1,276.4,177.1,8.6,178.0,199.8,152.3,228.4,126.8,209.9,173.0,198.0,132.7,43.4,147.9,162.9,288.6,121.5,265.2,287.4,141.3,286.0,143.2,127.3,157.1,157.3,146.5,133.2,265.4,215.8,77.9,294.2,250.5,155.5,48.2,189.9,168.7,245.7,109.5,79.3,74.2,119.6,210.1,153.1,234.9,81.2,151.5,193.4,131.4,90.7,173.8,147.5,240.5,251.1
MY,107.7,357.8,220.0,215.8,179.6,215.5,247.9,344.5,136.9,230.9,160.0,282.4,271.1,199.6,119.5,221.9,318.9,249.2,277.1,249.9,183.1,299.5,315.1,163.7,145.3,257.9,194.0,175.8,233.8,70.1,160.7,216.5,109.8,104.6,255.5,229.7,149.9,322.1,232.3,266.0,295.6,2238.5,204.1,251.4,240.0,225.6,227.6,238.8,224.8,163.0,192.2,279.0,268.6,235.0,276.2,256.3,223.5,155.0,192.6,297.0,227.2,271.4,217.7,319.5,218.5,280.1,266.0,200.6,241.5,246.0,149.9,193.8,218.7,143.2,34.4,265.3,193.3,222.6,0.0,219.2,90.8,214.6,335.9,206.4,160.3,156.8,75.7,231.2,264.3,222.8,131.3,339.1,145.6,93.4,117.0,66.6,161.5,266.1,237.3,207.2,213.1,203.8,68.1,366.6,180.3,177.6,188.6,207.8,234.6,141.4,107.6,222.6,236.3,81.0,247.4,174.6,10.2,199.8,241.4,188.9,247.6,303.6,226.6,286.5,269.5,214.9,289.0,228.1,306.3,276.5,102.6,215.0,249.2,260.2,218.1,117.2,120.9,187.0
NG,118.3,322.2,184.0,99.9,63.7,191.8,53.6,326.0,199.9,61.7,136.3,258.7,235.5,44.3,117.4,171.9,283.3,114.9,131.7,134.0,61.6,275.8,305.2,119.1,207.4,70.2,202.2,152.1,210.1,164.2,44.8,76.3,148.6,166.7,219.5,88.0,196.8,286.5,74.7,46.7,271.9,2143.6,88.2,215.8,124.1,189.6,111.7,202.8,189.2,92.9,116.3,255.3,111.1,92.9,240.2,119.5,4.3,93.1,155.8,261.4,92.3,247.7,97.7,295.8,25.1,144.5,230.0,176.9,205.5,67.7,196.8,170.1,142.8,131.7,198.3,229.7,83.2,106.7,230.8,0.0,167.1,178.6,300.3,205.9,65.4,218.9,152.3,115.3,228.3,186.8,139.4,151.4,103.4,147.6,110.7,166.7,119.8,129.3,208.1,183.5,199.2,160.4,202.9,331.0,156.6,210.9,59.9,79.8,76.3,95.0,101.8,198.9,200.7,153.5,131.5,234.3,241.1,176.1,119.8,106.6,223.9,279.9,101.7,150.9,142.1,3.5,265.3,69.8,282.6,149.1,106.8,170.4,70.9,144.3,194.4,146.4,183.0,195.2
NT,95.4,349.6,211.8,157.1,120.9,208.6,185.3,324.1,128.7,212.9,151.8,274.2,264.2,134.4,56.9,185.2,310.7,186.6,218.4,190.1,116.6,291.3,304.7,77.6,137.1,216.5,185.0,168.9,232.0,28.8,100.9,187.5,101.6,96.4,247.3,171.0,141.7,313.9,169.7,196.2,288.7,2232.4,144.3,243.2,181.3,217.4,168.9,230.6,216.6,116.2,129.6,272.1,244.3,187.2,268.0,196.5,160.9,124.4,188.4,288.8,160.7,263.2,150.1,304.7,152.0,217.5,257.8,192.4,233.3,183.2,209.6,185.8,157.4,80.6,88.0,257.1,130.7,163.9,106.6,156.6,0.0,206.4,327.7,198.2,97.7,148.6,55.5,172.5,256.1,214.6,68.7,301.5,98.8,28.3,87.8,76.4,98.9,207.4,224.9,200.3,204.9,168.5,72.5,358.4,175.8,169.4,137.1,145.2,170.6,78.8,63.0,214.4,228.1,90.8,188.7,166.4,118.1,192.9,178.8,122.4,240.2,295.4,164.0,225.2,210.8,152.3,282.0,164.1,298.1,216.7,51.4,198.2,186.6,200.4,209.9,25.2,112.7,178.0
NW,126.5,160.0,29.8,159.6,151.7,78.9,137.1,147.3,96.3,181.9,87.6,100.4,59.6,222.1,149.8,109.0,121.1,145.9,235.2,226.3,239.4,153.8,131.0,291.5,95.5,248.0,69.2,58.0,92.0,193.8,122.2,196.5,104.2,122.3,40.8,173.5,63.8,124.3,121.5,224.5,111.5,2211.1,147.9,30.4,216.4,35.4,189.4,24.1,74.2,181.8,81.4,91.9,214.6,270.0,61.5,223.0,182.0,93.8,40.8,99.2,212.5,109.6,220.7,140.3,202.9,176.8,51.3,93.2,26.8,135.2,63.8,68.4,107.8,194.2,177.5,67.5,244.3,192.3,210.0,177.7,212.2,0.0,138.1,90.0,118.8,107.0,159.5,200.9,49.6,8.2,182.3,274.9,164.4,177.2,135.8,151.6,198.5,232.8,49.5,43.7,96.7,78.4,215.4,164.8,62.5,77.9,207.4,97.0,203.0,127.4,191.4,68.6,85.7,138.4,209.2,124.8,220.3,51.1,138.1,284.4,98.7,119.5,115.7,183.2,245.6,173.4,101.9,246.9,160.6,252.6,186.4,19.6,138.4,222.0,32.8,213.3,103.1,62.2
NZ,250.7,21.8,152.6,265.5,251.5,160.3,259.9,48.1,243.5,304.7,188.4,67.4,97.4,305.5,287.5,197.1,79.0,234.0,266.9,227.9,322.8,79.5,35.7,404.5,211.8,331.2,175.4,180.8,147.0,306.8,270.5,319.3,222.3,240.4,116.2,279.4,211.0,13.3,244.3,308.7,55.2,2360.8,253.8,127.2,218.0,158.2,237.4,130.0,125.7,299.5,204.2,71.3,287.6,336.3,108.8,314.1,329.2,241.0,170.2,39.0,335.3,76.6,343.5,28.0,286.3,207.4,105.7,141.2,127.1,258.0,211.0,174.3,213.7,327.8,290.5,72.3,335.0,280.4,316.4,324.9,325.2,147.1,0.0,144.1,266.0,200.3,272.5,289.0,102.5,138.9,320.0,397.7,288.6,290.2,260.0,275.8,315.9,323.9,137.6,149.6,137.4,184.3,333.5,30.6,185.3,201.4,331.6,219.8,325.8,265.1,304.4,156.7,114.2,262.6,214.9,172.5,326.7,157.0,226.2,367.8,100.3,47.2,221.6,201.0,306.5,320.6,60.0,331.0,86.3,302.2,299.4,166.8,261.2,254.3,138.7,330.7,235.3,182.7
OB,121.7,151.3,70.3,232.7,169.0,167.4,177.6,177.6,91.5,222.4,96.8,166.0,64.6,223.2,158.6,197.5,112.4,229.4,257.7,239.3,240.5,209.0,134.3,279.5,67.6,256.8,31.2,98.5,183.1,181.8,162.7,237.0,113.0,110.4,83.4,246.6,75.5,115.6,162.0,226.4,153.8,2251.6,221.0,44.9,229.4,75.9,217.0,97.2,18.3,190.9,121.9,137.4,237.1,254.0,109.2,245.5,190.8,102.6,41.1,90.5,253.0,175.2,261.2,157.5,204.0,273.5,72.9,163.7,117.9,175.7,75.5,141.5,180.9,203.0,165.5,58.8,253.1,212.0,195.3,186.5,200.2,92.4,129.4,0.0,127.6,56.1,147.5,220.6,140.7,100.6,191.1,315.4,159.6,165.2,131.0,146.8,207.3,255.3,138.0,116.8,6.7,151.5,212.4,160.1,103.0,57.2,202.6,137.5,243.5,136.2,179.4,157.1,29.8,133.6,236.8,28.3,205.6,124.2,221.6,285.5,166.4,145.8,188.8,267.1,258.9,182.2,126.1,248.7,215.8,265.9,174.4,54.1,178.9,249.6,105.9,222.1,91.1,38.5
OG,52.8,256.7,118.5,129.1,75.3,126.3,106.5,260.5,134.4,120.6,70.8,193.2,170.0,103.2,51.9,106.4,217.8,107.8,190.6,190.4,120.5,210.3,239.7,178.0,141.9,129.1,136.7,86.6,144.6,98.7,91.6,135.2,83.1,101.2,154.0,143.0,131.3,221.0,90.9,105.6,206.4,2180.5,117.4,150.3,180.5,124.1,123.3,137.3,123.7,63.2,50.8,189.8,170.0,151.8,174.7,178.4,63.1,27.6,90.3,195.9,151.2,182.2,156.6,222.4,84.0,138.7,164.5,111.4,140.0,104.6,131.3,104.6,77.3,91.5,132.8,164.2,142.1,154.2,165.3,58.8,115.1,113.1,234.8,140.4,0.0,153.4,86.8,162.8,162.8,121.3,84.4,210.3,73.7,82.1,45.2,101.2,79.6,188.2,162.7,118.0,133.7,94.9,137.4,265.5,91.1,145.4,118.8,66.4,135.2,29.5,93.4,133.4,135.2,88.0,143.1,168.8,175.6,110.6,100.0,165.5,158.4,214.4,85.2,145.1,201.0,54.5,199.8,128.7,217.1,208.0,98.4,159.5,107.8,155.9,128.9,94.4,117.5,129.7
OK,141.3,200.9,119.9,259.6,212.7,195.6,227.2,227.2,72.3,272.0,146.4,215.6,114.2,252.0,135.1,196.5,162.0,233.4,335.2,310.7,239.6,258.6,183.9,223.3,11.5,283.8,59.7,148.1,208.7,125.6,212.3,283.6,84.4,54.2,133.0,273.5,51.9,165.2,211.6,260.3,203.4,2301.2,247.9,94.5,300.8,125.5,260.7,140.8,67.9,194.4,171.5,187.0,314.6,282.6,158.8,313.5,217.8,129.6,90.7,140.1,267.2,224.8,257.7,216.1,253.6,264.3,122.5,175.2,143.5,225.3,51.9,168.4,207.8,158.8,109.3,108.4,208.9,279.8,141.8,213.5,144.0,116.6,179.0,49.5,154.6,0.0,91.3,288.4,166.3,124.8,146.9,365.0,177.0,109.0,150.6,100.2,177.1,323.3,171.9,160.4,56.2,178.4,164.3,209.7,152.6,50.7,220.0,187.1,266.0,157.0,123.2,185.3,79.4,114.6,280.5,17.7,152.1,167.8,225.6,266.5,215.4,195.4,215.7,283.8,302.6,209.2,175.7,259.5,265.4,309.6,118.2,103.7,228.5,293.3,149.5,155.3,34.9,67.0
OP,61.9,294.0,156.2,194.7,121.3,151.7,172.1,280.7,73.1,205.2,96.2,218.6,207.3,160.6,43.7,158.1,255.1,173.4,218.8,191.6,148.2,235.7,251.3,131.9,81.5,213.7,141.8,112.0,170.0,34.2,102.4,192.2,46.0,40.8,191.7,208.6,86.1,258.3,156.5,190.2,231.8,2246.1,183.0,187.6,181.7,161.8,169.3,175.0,161.0,103.0,116.4,215.2,249.7,191.2,212.4,198.0,147.7,91.2,128.8,233.2,175.8,207.6,166.3,255.7,168.6,204.3,202.2,136.8,177.7,170.2,86.1,130.0,142.9,67.4,49.9,201.5,117.5,164.3,82.4,143.4,52.6,150.8,272.1,142.6,84.5,93.0,0.0,172.9,200.5,159.0,55.5,294.9,85.6,17.6,71.2,20.8,85.7,207.8,168.0,143.4,149.3,140.0,72.9,302.8,116.5,113.8,128.6,132.0,174.6,65.6,31.8,158.8,172.5,35.2,189.1,110.8,92.7,136.0,165.6,175.1,183.8,239.8,150.8,210.7,211.2,139.1,225.2,168.1,242.5,218.2,26.8,151.2,173.4,201.9,154.3,63.9,57.1,134.8
OY,187.6,285.6,191.2,51.6,75.3,133.1,73.4,280.5,257.1,127.4,179.2,218.0,231.4,119.0,186.7,84.8,244.7,50.3,55.2,87.4,136.3,235.1,264.2,193.8,271.9,162.9,265.1,163.2,169.4,233.5,94.3,142.0,213.1,231.2,212.6,54.5,278.9,249.9,88.0,131.4,244.7,2145.1,64.4,220.1,77.5,186.8,65.1,199.4,283.9,167.6,133.2,207.1,34.6,167.6,178.9,25.0,103.8,180.4,238.3,228.3,158.0,207.0,166.2,255.1,99.8,79.9,223.1,136.2,188.1,125.5,278.9,151.7,109.0,151.6,231.9,230.5,157.9,6.9,250.5,107.5,175.2,212.1,263.7,285.9,173.0,283.4,184.1,0.0,185.0,206.8,159.3,219.8,178.1,216.9,180.0,205.0,139.7,34.8,154.9,179.8,295.6,138.4,272.2,294.4,157.2,293.0,134.6,118.7,148.5,164.3,153.5,140.2,272.4,222.8,84.9,301.2,257.5,172.4,55.2,181.3,175.7,252.7,100.9,86.3,65.6,111.0,217.1,144.5,241.9,72.6,158.5,209.3,122.8,97.7,190.7,154.5,247.5,258.1
PI,178.0,120.7,81.3,187.8,179.9,70.7,188.6,97.6,147.8,233.4,114.2,50.7,67.8,273.6,201.3,100.8,99.1,137.7,215.6,176.6,290.9,104.1,81.3,343.0,147.0,299.5,120.7,109.5,42.3,245.3,198.9,248.0,148.1,166.2,49.0,201.7,115.3,85.0,173.0,276.0,61.8,2262.6,176.1,81.9,166.7,130.6,192.1,52.3,125.7,227.9,132.9,42.2,236.3,321.5,33.3,217.8,233.5,145.3,92.3,82.7,264.0,59.9,272.2,82.7,254.4,156.1,59.5,67.0,24.5,186.7,115.3,96.6,136.0,245.7,229.0,82.9,295.8,184.1,242.2,229.2,263.7,51.4,98.8,141.5,170.3,158.5,211.0,192.7,0.0,43.2,233.8,326.4,215.9,228.7,187.3,203.1,244.3,227.6,41.3,71.9,148.2,106.6,259.3,115.1,114.0,129.4,258.9,148.5,254.5,178.9,242.9,60.4,125.5,189.9,192.1,176.3,252.5,79.3,129.9,335.9,49.0,69.8,143.9,149.7,255.2,224.9,52.2,298.4,110.9,262.2,237.9,71.1,189.9,204.9,61.0,259.1,154.6,113.7
PN,134.7,159.0,38.0,151.4,143.5,70.7,145.3,139.1,104.5,190.1,79.4,92.2,51.4,230.3,158.0,100.8,119.1,137.7,227.0,218.1,247.6,145.6,122.8,299.7,103.7,256.2,77.4,66.2,83.8,202.0,162.5,204.7,112.4,130.5,32.6,165.3,72.0,123.3,129.7,232.7,103.3,2219.3,139.7,38.6,208.2,43.6,181.2,15.9,82.4,190.0,89.6,83.7,206.4,278.2,53.3,214.8,190.2,102.0,49.0,98.2,220.7,101.4,228.9,132.1,211.1,168.6,43.1,85.0,18.6,143.4,72.0,60.2,99.6,202.4,185.7,66.5,252.5,184.1,218.2,185.9,220.4,8.2,137.1,98.2,127.0,115.2,167.7,192.7,41.4,0.0,190.5,283.1,172.6,185.4,144.0,159.8,206.7,224.6,41.3,35.5,104.9,70.2,223.6,156.6,70.7,86.1,215.6,105.2,211.2,135.6,199.6,60.4,93.9,146.6,201.0,133.0,228.5,42.9,129.9,292.6,90.5,111.3,107.5,175.0,237.4,181.6,93.7,255.1,152.4,244.4,194.6,27.8,146.6,213.8,24.6,221.5,111.3,70.4
PQ,56.5,314.6,176.4,169.0,110.1,182.7,146.4,318.4,125.4,161.8,127.2,249.6,227.9,110.6,18.0,146.3,275.7,147.7,242.4,180.4,92.6,266.7,282.3,150.1,133.8,188.0,146.1,143.0,201.0,64.1,131.5,147.4,98.3,93.1,209.6,182.9,138.4,278.9,130.8,164.5,262.8,2220.4,157.3,208.2,170.5,136.8,158.1,195.2,181.6,77.3,90.7,250.6,221.8,164.7,232.6,227.8,122.0,85.5,148.2,253.8,120.2,238.6,110.7,278.8,129.5,178.6,220.1,167.8,197.9,144.5,138.4,148.1,117.2,11.9,102.2,222.1,61.9,194.1,134.7,117.7,82.5,171.0,292.7,166.9,58.8,145.3,52.2,202.7,220.7,179.2,0.0,269.2,59.9,47.5,48.9,73.1,30.2,237.6,204.5,176.2,173.6,134.8,102.8,323.4,147.5,166.1,102.9,106.3,148.1,39.9,74.6,189.8,193.1,87.5,177.9,163.1,145.0,168.8,139.9,137.6,219.2,270.8,125.1,185.0,200.0,113.4,260.6,141.6,273.5,207.0,74.7,159.3,147.7,190.7,187.1,75.6,109.4,139.1
PT,256.4,417.7,259.2,207.1,205.6,333.7,160.6,455.7,338.0,114.1,278.2,400.6,331.0,170.0,259.3,310.8,378.8,276.3,238.7,275.9,188.6,417.7,400.7,244.5,353.8,74.1,344.1,231.2,352.0,306.1,186.7,129.1,290.5,308.6,361.4,192.3,338.7,382.0,156.0,100.1,413.8,2096.1,219.9,288.1,266.0,254.8,253.6,344.7,331.1,219.9,201.2,397.2,218.1,121.2,382.1,203.1,138.1,235.0,297.7,356.9,144.7,394.1,152.9,429.8,152.1,305.9,371.9,318.8,347.4,174.5,137.3,306.2,264.5,258.7,336.4,325.2,210.2,232.9,368.9,141.8,292.8,320.5,395.8,347.8,207.3,360.8,294.2,225.9,370.2,328.7,266.4,0.0,230.4,289.5,248.8,304.8,246.8,193.3,370.1,335.3,341.1,288.7,344.8,426.5,225.2,352.8,192.2,186.7,145.0,236.9,243.7,340.8,342.6,291.6,273.4,376.2,379.2,327.9,281.2,189.1,365.3,421.8,256.4,312.3,213.6,145.3,408.4,151.5,424.5,206.6,248.7,277.3,177.9,274.1,346.2,273.4,324.9,337.1
PW,25.9,287.7,147.9,156.4,80.7,152.1,123.1,289.9,107.5,119.4,96.6,219.0,201.0,74.9,43.0,133.7,248.8,135.1,201.2,151.0,92.2,236.1,251.7,149.7,140.3,157.7,115.5,112.4,170.4,89.8,61.8,106.5,81.5,99.6,183.4,157.5,128.1,252.0,118.2,134.2,232.2,2207.8,144.7,181.3,141.1,153.5,128.7,166.7,154.7,17.3,78.1,215.6,180.6,105.5,204.1,189.0,109.4,72.9,135.6,226.9,122.5,208.0,128.3,248.2,88.3,166.0,193.9,137.2,169.4,131.9,128.1,130.4,104.6,72.1,105.9,195.2,113.8,123.7,138.4,105.1,95.7,142.5,265.8,136.3,46.2,151.8,77.9,132.3,192.2,150.7,75.5,237.2,0.0,73.2,18.3,74.3,60.2,198.8,168.4,143.8,143.0,122.2,128.5,296.5,116.9,142.2,42.9,93.7,88.9,27.3,74.0,159.2,166.2,61.1,148.5,163.6,148.7,136.4,127.3,137.2,184.2,240.2,112.5,172.4,211.6,100.8,225.6,82.4,242.9,218.6,79.0,190.5,135.1,161.3,154.7,75.0,115.9,108.5
PX,67.0,321.2,183.4,179.5,124.1,178.9,156.9,307.9,100.3,190.0,123.4,245.8,234.5,145.4,28.5,156.8,282.3,158.2,255.1,194.4,133.0,262.9,278.5,114.2,108.7,198.5,156.6,139.2,197.2,16.5,142.0,177.0,73.2,68.0,218.9,193.4,113.3,285.5,141.3,175.0,259.0,2230.9,167.8,214.8,184.5,189.0,172.1,202.2,188.2,87.8,101.2,242.4,234.5,176.0,239.6,238.3,132.5,96.0,158.7,260.4,160.6,234.8,151.1,282.9,153.4,189.1,229.4,164.0,204.9,155.0,113.3,157.2,127.7,52.2,72.0,228.7,102.3,204.6,90.6,128.2,34.9,178.0,299.3,169.8,69.3,120.2,27.1,213.2,227.7,186.2,40.3,279.7,70.4,0.0,59.4,48.0,70.5,248.1,200.7,170.6,176.5,145.3,55.2,330.0,143.7,141.0,113.4,116.8,159.4,50.4,34.6,186.0,199.7,62.4,191.9,138.0,102.1,163.2,150.4,157.4,211.0,267.0,135.6,195.5,214.0,123.9,252.4,152.9,269.7,221.0,29.6,169.8,158.2,204.7,181.5,61.3,84.3,149.6
QC,7.5,269.3,129.5,155.6,147.7,133.7,133.0,271.5,89.1,148.0,78.2,200.6,182.6,103.5,22.2,140.1,230.4,134.3,229.8,216.9,120.8,217.7,233.3,166.7,121.9,174.6,97.1,94.0,152.0,69.0,118.1,135.1,63.1,81.2,165.0,169.5,109.7,233.6,117.4,151.1,213.8,2207.0,143.9,162.9,207.0,135.1,157.3,148.3,136.3,45.9,77.3,197.2,209.2,134.1,185.7,214.4,108.6,72.1,119.3,208.5,151.1,189.6,156.9,237.7,116.9,165.2,175.5,118.8,151.0,131.1,109.7,112.0,103.8,66.6,87.5,176.8,116.7,180.7,120.0,104.3,87.4,124.1,247.4,117.9,45.4,133.4,57.1,189.3,173.8,132.3,54.7,255.8,28.5,52.4,0.0,55.9,84.9,224.2,155.5,125.4,124.6,121.4,107.7,278.1,98.5,123.8,71.5,92.9,117.5,26.5,84.6,140.8,147.8,42.7,177.1,145.2,130.3,118.0,126.5,165.8,165.8,221.8,111.7,171.6,240.2,100.0,207.2,111.0,224.5,247.2,79.6,172.1,134.3,189.9,136.3,103.6,97.5,90.1
